English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Turkish Word
departed	0	0	0	0	0	1	0	1	0	0	ayrıldı
department	0	0	0	0	0	0	0	0	0	0	Bölüm
departure	0	0	0	0	0	1	0	1	0	0	kalkış
depend	0	1	0	0	0	0	0	0	0	1	bağımlı
dependant	0	0	0	0	0	0	0	0	0	0	bağımlı
dependence	0	0	0	1	0	1	0	1	0	0	bağımlılık
dependency	0	0	0	0	0	1	0	0	0	0	bağımlılık
dependent	0	0	0	0	0	1	1	0	0	1	bağımlı
depict	0	0	0	0	0	0	0	0	0	0	göstermek
depicting	0	0	0	0	0	0	0	0	0	0	tasvir eden
depletion	0	0	0	0	0	0	0	0	0	0	tüketme
deplorable	1	0	1	1	0	1	0	1	0	0	içler acısı
deplore	1	0	1	0	0	1	0	1	0	0	üzülmek
deploy	0	0	0	0	0	0	0	0	0	0	dağıtmak
deport	0	0	0	1	0	1	0	1	0	0	sınır dışı etmek
deportation	1	0	0	1	0	1	0	1	0	0	sınır dışı etme
deposit	0	0	0	0	0	0	0	0	0	0	Depozito
depositary	0	0	0	0	0	0	0	0	0	0	emanetçi
deposition	0	0	0	0	0	0	0	0	0	0	biriktirme
depository	0	0	0	0	0	0	0	0	0	1	depo
depot	0	0	0	0	0	0	0	0	0	0	depo
depraved	1	1	1	1	0	1	0	1	0	0	ahlaksız
depravity	1	0	1	0	0	1	0	0	0	0	ahlaksızlık
depreciate	1	0	1	0	0	1	0	0	0	0	değer kaybetmek
depreciated	1	0	1	1	0	1	0	1	0	0	amortismana tabi tutulmuş
depreciation	0	0	0	1	0	1	0	0	0	0	amortisman
depress	0	0	0	1	0	1	0	1	0	0	bunalıma girmek
depressed	1	0	0	1	0	1	0	1	0	0	bunalımlı
depressing	0	0	1	0	0	1	0	1	0	0	iç karartıcı
depression	0	0	0	0	0	1	0	1	0	0	depresyon
depressive	0	0	0	0	0	1	0	1	0	0	depresif
deprivation	1	0	1	1	0	1	0	1	0	0	yoksunluk
depth	0	0	0	0	0	0	1	0	0	1	derinlik
deputy	0	0	0	0	0	0	0	0	0	1	milletvekili
derail	0	0	0	0	0	0	0	0	0	0	raydan çıkmak
deranged	1	0	1	1	0	1	0	0	0	0	dengesiz
derelict	0	0	0	0	0	1	0	0	0	0	sahipsiz
derision	1	0	1	0	0	1	0	0	0	0	alay
derivation	0	0	0	0	0	0	0	0	0	0	türetme
derivative	0	0	0	0	0	0	0	0	0	0	türev
derive	0	0	0	0	0	0	0	0	0	0	türetmek
dermal	0	0	0	0	0	0	0	0	0	0	dermal
dermatologist	0	0	0	0	0	0	0	0	0	1	dermatolog
dermatology	0	0	0	0	0	0	0	0	0	0	dermatoloji
derogation	1	0	1	1	0	1	0	1	0	0	derogasyon
derogatory	1	0	1	1	0	1	0	1	0	0	aşağılayıcı
descend	0	0	0	0	0	0	0	0	0	0	inmek
descendant	0	0	0	0	0	0	0	0	0	0	azalan
descendent	0	0	0	0	0	0	0	0	0	0	soyundan gelen
descending	0	0	0	0	0	0	0	0	0	0	Azalan
descent	0	0	0	1	0	0	0	1	0	0	iniş
describe	0	0	0	0	0	0	0	0	0	0	betimlemek
description	0	0	0	0	0	0	0	0	0	0	tanım
descriptive	0	0	0	0	0	0	1	0	0	0	tanımlayıcı
desecration	1	0	1	1	0	1	0	1	0	0	hürmetsizlik
desert	1	0	1	1	0	1	0	1	0	0	çöl
deserted	1	0	1	1	0	1	0	1	0	0	ıssız
desertion	0	0	0	0	0	1	0	0	0	0	firar
deserve	1	1	0	0	0	0	1	0	0	1	hak etmek
deserved	0	0	0	0	0	0	1	0	0	0	hak edilmiş
deserving	0	0	0	0	0	0	0	0	0	0	hak eden
design	0	0	0	0	0	0	0	0	0	0	tasarım
designate	0	0	0	0	0	0	0	0	0	0	atamak
designation	0	0	0	0	0	0	0	0	0	1	atama
designed	0	0	0	0	0	0	0	0	0	0	tasarlanmış
designer	0	0	0	0	0	0	1	0	0	0	tasarımcı
designing	0	0	0	0	0	0	0	0	0	0	tasarlamak
desirability	0	0	0	0	0	0	0	0	0	0	arzu edilirlik
desirable	0	0	0	0	0	0	1	0	0	0	arzu edilen
desiring	0	0	0	0	0	0	1	0	0	0	arzulayan
desirous	0	0	0	0	0	0	1	0	0	0	arzulu
desist	1	0	1	0	0	1	0	0	0	0	vazgeçmek
desk	0	0	0	0	0	0	0	0	0	0	sıra
desolation	0	0	0	1	0	1	0	1	0	0	ıssızlık
despair	1	0	1	1	0	1	0	1	0	0	çaresizlik
despairing	0	0	0	1	0	1	0	1	0	0	umutsuz
despatch	0	0	0	0	0	0	0	0	0	0	sevkıyat
desperate	0	0	0	0	0	1	0	0	0	0	çaresiz
desperation	0	0	0	0	0	0	0	0	0	0	çaresizlik
despicable	1	0	1	0	0	1	0	0	0	0	aşağılık
despise	1	0	1	0	0	1	0	0	0	0	tiksinmek
despotic	0	0	0	1	0	1	0	0	0	0	despot
despotism	1	0	1	1	0	1	0	1	0	0	despotizm
dessert	0	0	0	0	0	0	0	0	0	0	tatlı
destination	0	1	0	1	1	0	1	1	1	0	hedef
destined	0	1	0	0	0	0	0	0	0	0	mukadder
destiny	0	0	0	0	0	0	0	0	0	0	Kader
destitute	0	0	0	1	0	1	0	1	0	0	muhtaç
destroyed	1	0	0	1	0	1	0	1	0	0	yerlebir edilmiş
destroyer	1	0	0	1	0	1	0	0	0	0	yok edici
destroying	1	0	0	1	0	1	0	1	0	0	yok etmek
destruction	1	0	0	0	0	1	0	0	0	0	yıkım
destructive	1	0	1	1	0	1	0	0	0	0	yıkıcı
detach	0	0	0	0	0	0	0	0	0	0	ayırmak
detached	0	0	0	0	0	0	0	0	0	0	müstakil
detachment	0	0	0	0	0	1	0	0	0	0	önyargısız olma
detail	0	0	0	0	0	0	0	0	0	0	detay
details	0	0	0	0	0	0	0	0	0	0	detaylar
detain	0	0	0	0	0	1	0	0	0	0	alıkoymak
detainee	1	1	0	1	0	1	0	1	0	0	tutuklu
detect	0	0	0	0	0	0	1	0	0	0	tespit etmek
detectable	0	0	0	0	0	0	0	0	0	0	algılanabilir
detection	0	0	0	0	0	0	1	0	0	0	tespit etme
detective	0	0	0	0	0	0	0	0	0	0	dedektif
detector	0	0	0	0	0	0	0	0	0	0	dedektör
detention	0	0	0	0	0	1	0	1	0	0	gözaltı
deter	0	0	0	0	0	0	0	0	0	0	caydırmak
detergent	0	0	0	0	0	0	0	0	0	0	deterjan
deteriorate	0	0	0	1	0	1	0	1	0	0	bozulmak
deteriorated	0	0	1	0	0	1	0	1	0	0	bozulmuş
deterioration	1	0	1	1	0	1	0	1	0	0	bozulma
determinable	0	0	0	0	0	0	0	0	0	0	belirlenebilir
determinate	0	1	0	0	0	0	0	0	0	1	belirli
determination	0	0	0	0	0	0	1	0	0	1	belirleme
determined	0	0	0	0	0	0	1	0	0	0	belirlenen
detest	1	0	1	0	0	1	0	0	0	0	nefret etmek
detonate	0	0	0	1	0	1	0	0	1	0	patlatmak
detonation	1	0	0	0	0	0	0	0	0	0	patlama
detour	0	0	0	0	0	0	0	0	0	0	dolambaçlı yol
detract	1	0	0	0	0	1	0	0	0	0	küçümsemek
detriment	0	0	0	0	0	1	0	0	0	0	Aleyhine
detrimental	0	0	0	0	0	1	0	0	0	0	zararlı
detritus	0	0	0	0	0	1	0	0	0	0	döküntü
deuce	0	0	0	0	0	0	0	0	0	0	ikili
devastate	1	0	0	1	0	1	0	1	0	0	harap etmek
devastating	1	0	1	1	0	1	0	1	0	1	yıkıcı
devastation	1	0	0	1	0	1	0	1	1	0	yıkım
develop	0	1	0	0	0	0	1	0	0	0	geliştirmek
developing	0	0	0	0	0	0	0	0	0	0	gelişmekte
development	0	0	0	0	0	0	0	0	0	0	gelişim
deviate	0	0	0	0	0	0	0	0	0	0	sapmak
deviating	0	0	0	0	0	0	0	0	0	0	sapma
deviation	0	0	0	0	0	0	0	1	0	0	sapma
device	0	0	0	0	0	0	0	0	0	0	cihaz
devil	1	1	1	1	0	1	0	1	0	0	şeytan
devilish	0	0	1	1	0	1	0	0	0	0	şeytani
devious	0	0	0	0	0	1	0	0	0	0	dolambaçlı
devise	0	0	0	0	0	0	0	0	0	0	tasarlamak
devoid	0	0	0	0	0	0	0	0	0	0	yoksun
devolution	0	0	0	0	0	1	0	0	0	0	yetki devri
devolve	0	0	0	0	0	0	0	0	0	0	devretmek
devote	0	0	0	0	0	0	0	0	0	0	adamak
devotee	0	0	0	0	0	0	0	0	0	0	adanmış
devotional	0	0	0	0	0	0	1	0	0	1	adanmışlık
devour	0	0	0	0	0	1	0	0	0	0	yutmak
devout	0	1	0	0	1	0	1	0	0	1	dindar
dew	0	0	0	0	0	0	0	0	0	0	çiğ
dexter	0	0	0	0	0	0	0	0	0	0	dexter
dexterity	0	0	0	0	0	0	1	0	0	0	el becerisi
dextrose	0	0	0	0	0	0	0	0	0	0	dekstroz
diabolical	1	0	1	1	0	1	0	0	0	0	şeytani
diagnosis	0	1	0	1	0	1	0	0	0	1	Teşhis
diagnostic	0	0	0	0	0	0	0	0	0	0	tanı
diagnostics	0	0	0	0	0	0	0	0	0	0	teşhis
diagram	0	0	0	0	0	0	0	0	0	0	diyagram
dial	0	0	0	0	0	0	0	0	0	0	aramak
dialect	0	0	0	0	0	0	0	0	0	0	lehçe
dialectic	0	0	0	0	0	0	0	0	0	0	diyalektik
dialogue	0	0	0	0	0	0	0	0	0	0	diyalog
diameter	0	0	0	0	0	0	0	0	0	0	çap
diamond	0	0	0	0	1	0	1	0	0	0	elmas
diamonds	0	0	0	0	0	0	0	0	0	0	elmaslar
diaper	0	0	1	0	0	0	0	0	0	0	bebek bezi
diaphragm	0	0	0	0	0	0	0	0	0	0	diyafram
diarrhoea	0	0	1	0	0	0	0	0	0	0	ishal
diary	0	0	0	0	1	0	1	0	0	1	günlük
diatribe	1	0	1	0	0	1	0	0	0	0	eleştiri
dice	0	0	0	0	0	0	0	0	0	0	zar
dichotomous	0	0	0	0	0	0	0	0	0	0	ikili
dichotomy	0	0	0	0	0	0	0	0	0	0	ikilem
dictate	0	0	0	0	0	0	0	0	0	0	dikte
dictation	0	0	0	0	0	0	0	0	0	0	dikte
dictator	0	0	0	1	0	1	0	0	0	0	diktatör
dictatorial	1	0	0	0	0	1	0	0	0	0	diktatör
dictatorship	1	1	1	1	0	1	0	1	0	0	diktatörlük
diction	0	0	0	0	0	0	0	0	0	0	diksiyon
dictionary	0	0	0	0	0	0	1	0	0	1	sözlük
dictum	0	0	0	0	0	0	0	0	0	1	özdeyiş
didactic	0	0	0	0	0	0	1	0	0	0	didaktik
die	0	0	0	1	0	1	0	1	0	0	ölmek
diet	0	0	0	0	0	0	0	0	0	0	diyet
dietary	0	1	0	0	0	0	1	0	0	0	diyet
differ	0	0	0	0	0	0	0	0	0	0	farklılık
difference	0	0	0	0	0	0	0	0	0	0	fark
differences	0	0	0	0	0	0	0	0	0	0	farklılıklar
differential	0	0	0	0	0	0	0	0	0	1	diferansiyel
differentiation	0	0	0	0	0	0	0	0	0	0	farklılaşma
differently	0	0	0	0	0	0	0	0	1	0	farklı
differing	0	0	0	0	0	0	0	0	0	0	farklı
difficult	0	0	0	1	0	0	0	0	0	0	zor
difficulties	0	0	0	0	0	1	0	1	0	0	zorluklar
difficulty	1	0	0	1	0	1	0	1	0	0	zorluk
diffuse	0	0	0	0	0	0	0	0	0	0	dağınık
diffusion	0	0	0	0	0	0	0	0	0	0	yayılma
dig	0	0	0	0	0	0	0	0	0	0	kazmak
digest	0	0	0	0	0	0	0	0	0	0	sindirmek
digestion	0	0	0	0	0	0	0	0	0	0	sindirim
digit	0	0	0	0	0	0	0	0	0	1	hane
dignified	0	0	0	0	0	0	1	0	0	0	onurlu
dignity	0	0	0	0	0	0	1	0	0	1	itibar
digress	0	1	0	0	0	1	0	0	0	0	konu dışına çıkmak
digs	0	0	0	0	0	0	0	0	0	0	kazılar
dike	0	0	0	1	0	0	0	0	0	0	set
dilapidated	0	0	1	0	0	1	0	1	0	0	harap
dilatation	0	0	0	0	0	0	0	0	0	0	dilatasyon
dilation	0	0	0	0	0	0	0	0	0	0	genişleme
dilemma	0	0	0	0	0	0	0	0	0	0	ikilem
diligence	0	0	0	0	0	0	1	0	0	1	çalışkanlık
diligent	0	0	0	0	0	0	0	0	0	0	gayretli
diluent	0	0	0	0	0	0	0	0	0	0	seyreltici
dilute	0	0	0	0	0	1	0	0	0	0	seyreltik
diluted	0	0	0	0	0	0	0	0	0	0	seyreltilmiş
dilution	0	0	0	0	0	0	0	0	0	0	seyreltme
dime	0	0	0	0	0	0	0	0	0	0	kuruş
dimension	0	0	0	0	0	0	0	0	0	0	boyut
diminish	0	0	0	0	0	1	0	1	0	0	azaltmak
diminished	0	0	0	0	0	1	0	0	0	0	azalmış
diminution	0	0	0	0	0	0	0	0	0	0	azalma
diminutive	0	0	0	0	0	0	0	0	0	0	küçücük
din	0	0	0	0	0	1	0	0	0	0	din
dine	0	0	0	0	0	0	0	0	0	0	yemek
diner	0	0	0	0	0	0	0	0	0	0	lokanta
dinner	0	0	0	0	0	0	1	0	0	0	akşam yemeği
dinosaur	0	0	0	1	0	0	0	0	0	0	Dinozor
dint	0	0	0	0	0	0	0	0	0	0	din
diocesan	0	0	0	0	0	0	0	0	0	0	piskoposluk
diocese	0	0	0	0	0	0	0	0	0	0	piskoposluk
diorama	0	0	0	0	0	0	0	0	0	0	diorama
dip	0	0	0	0	0	0	0	0	0	0	daldırma
diploma	0	0	0	0	0	0	0	0	0	0	diploma
diplomacy	0	1	0	0	0	0	1	0	0	1	diplomasi
diplomat	0	0	0	0	0	0	0	0	0	0	diplomat
diplomatic	0	0	0	0	0	0	1	0	0	1	diplomatik
dire	0	0	1	1	0	1	0	1	1	0	korkunç
directed	0	0	0	0	0	0	0	0	0	0	yönlendirilmiş
direction	0	0	0	0	0	0	0	0	0	0	yön
directly	0	0	0	0	0	0	0	0	0	0	direkt olarak
director	0	0	0	0	0	0	1	0	0	1	müdür
directory	0	0	0	0	0	0	0	0	0	0	dizin
dirt	0	0	1	0	0	1	0	0	0	0	kir
dirty	0	0	1	0	0	1	0	0	0	0	kirli
disability	0	0	0	0	0	1	0	1	0	0	sakatlık
disable	0	0	0	1	0	1	0	1	0	0	devre dışı bırakmak
disabled	0	0	0	1	0	1	0	1	0	0	engelli
disadvantage	0	0	0	0	0	0	0	0	0	0	dezavantaj
disaffected	0	0	0	0	0	1	0	0	0	0	hoşnutsuz
disagree	1	0	0	0	0	1	0	0	0	0	aynı fikirde olmamak
disagreeable	0	0	0	0	0	0	0	0	0	0	nahoş
disagreeing	1	0	0	0	0	1	0	1	0	0	aynı fikirde olmayan
disagreement	1	0	0	0	0	1	0	1	0	0	anlaşmazlık
disallow	0	0	0	0	0	0	0	0	0	0	izin vermemek
disallowed	1	0	1	1	0	1	0	1	0	0	izin verilmeyen
disappear	0	0	0	1	0	0	0	0	0	0	kaybolmak
disappearance	0	0	0	0	0	0	0	0	0	0	kaybolma
disappearing	0	0	0	0	0	0	0	0	0	0	kaybolma
disappoint	1	0	1	0	0	1	0	1	0	0	hayal kırıklığına uğratmak
disappointed	1	0	1	0	0	1	0	1	0	0	hayal kırıklığına uğramış
disappointing	0	0	0	0	0	1	0	1	0	0	hayal kırıklığı
disappointment	0	0	1	0	0	1	0	1	0	0	hayal kırıklığı
disapproval	0	0	0	0	0	1	0	1	0	0	onaylamama
disapprove	1	0	1	1	0	1	0	1	0	0	onaylamamak
disapproved	1	0	0	0	0	1	0	1	0	0	onaylanmadı
disapproving	1	0	1	0	0	1	0	1	0	0	onaylamayan
disarm	0	0	0	0	0	0	0	0	0	0	etkisiz hale getirmek
disarray	0	0	0	0	0	0	0	0	0	0	kargaşa
disaster	1	0	1	1	0	1	0	1	1	0	felaket
disastrous	1	0	0	1	0	1	0	1	0	0	felaket
disband	0	0	0	0	0	0	0	0	0	0	dağılmak
disbelief	0	0	0	0	0	0	0	0	0	0	inançsızlık
disbelieve	0	0	0	0	0	1	0	0	0	0	inanma
disburse	0	0	0	0	0	0	0	0	0	0	ödeme
disbursement	0	0	0	0	0	0	0	0	0	0	ödeme
disc	0	0	0	0	0	0	0	0	0	0	disk
discarded	0	0	0	0	0	0	0	0	0	0	atılan
discards	0	0	0	0	0	1	0	0	0	0	atar
discern	0	0	0	0	0	0	0	0	0	0	ayırt etmek
discernible	0	0	0	0	0	0	0	0	0	0	fark edilebilir
discerning	0	0	0	0	0	0	0	0	0	0	anlayışlı
discernment	0	0	0	0	0	0	0	0	0	0	ayırt etme
discharge	0	0	0	0	0	1	0	0	0	0	deşarj
disciple	0	0	0	0	0	0	0	0	0	1	mürit
discipline	0	0	0	1	0	1	0	0	0	0	disiplin
disclaim	1	0	1	0	0	1	0	0	0	1	feragat etmek
disclaimer	0	0	0	0	0	0	0	0	0	0	sorumluluk reddi
disclose	0	0	0	0	0	0	0	0	0	0	ifşa etmek
disclosed	0	0	0	0	0	0	0	0	0	1	ifşa
disclosure	0	0	0	0	0	0	0	0	0	0	ifşa
discoloration	0	0	1	0	0	1	0	0	0	0	solma
discolored	0	0	1	0	0	1	0	1	0	0	renksiz
discomfort	0	0	0	0	0	1	0	1	0	0	rahatsızlık
disconnect	0	0	0	0	0	1	0	1	0	0	bağlantıyı kes
disconnected	0	0	0	0	0	1	0	1	0	0	bağlantı kesildi
disconnection	0	0	0	0	0	1	0	0	0	0	bağlantı kesilmesi
discontent	1	0	1	1	0	1	0	1	0	0	hoşnutsuzluk
discontinuance	0	0	0	0	0	0	0	0	0	0	devamsızlık
discontinue	0	0	0	0	0	1	0	0	0	0	durdurmak
discontinuity	0	0	1	1	0	1	0	1	0	0	süreksizlik
discontinuous	0	0	0	0	0	0	0	0	0	0	süreksiz
discord	1	0	1	0	0	1	0	0	0	0	anlaşmazlık
discount	0	0	0	0	0	0	0	0	0	0	indirim
discounted	0	0	0	0	0	0	0	0	0	0	indirimli
discourage	0	0	0	1	0	1	0	1	0	0	vazgeçirmek
discouraged	0	0	0	0	0	0	0	0	0	0	cesareti kırılmış
discouragement	0	0	0	0	0	1	0	0	0	0	cesaret kırma
discourse	0	0	0	0	0	0	0	0	0	0	söylem
discover	0	0	0	0	0	0	0	0	0	0	keşfetmek
discovery	0	0	0	0	0	0	1	0	0	0	keşif
discredit	0	0	0	0	0	1	0	0	0	0	gözden düşürmek
discreet	0	1	0	0	0	0	1	0	0	0	sağduyulu
discrepancy	0	0	0	0	0	0	0	0	0	0	tutarsızlık
discrete	0	0	0	0	0	0	0	0	0	0	ayrık
discretion	0	1	0	0	0	0	1	0	0	1	takdir yetkisi
discretionary	0	0	0	0	0	0	1	0	0	0	isteğe bağlı
discriminate	1	0	0	0	0	1	0	1	0	0	ayrımcılık yapmak
discriminating	0	0	1	0	0	1	0	0	0	0	ayrımcı
discrimination	1	0	1	1	0	1	0	1	0	0	ayrımcılık
discus	0	0	0	0	0	0	0	0	0	0	diskus
discuss	0	0	0	0	0	0	0	0	0	0	tartışmak
discussion	0	0	0	0	0	0	1	0	0	0	tartışma
disdain	1	0	1	0	0	1	0	0	0	0	küçümsemek
disease	1	0	1	1	0	1	0	1	0	0	hastalık
diseased	0	0	1	1	0	1	0	1	0	0	hastalıklı
disembodied	0	0	0	1	0	1	0	1	0	0	bedensiz
disengage	0	0	0	0	0	0	0	0	0	0	ayrılmak
disengagement	0	0	0	0	0	1	0	0	0	0	ayrılma
disfigured	1	0	1	1	0	1	0	1	0	0	şekli bozulmuş
disgrace	1	0	1	0	0	1	0	1	0	0	rezalet
disgraced	1	0	1	0	0	1	0	1	0	0	rezil
disgraceful	1	0	1	0	0	1	0	0	0	0	utanç verici
disgruntled	1	0	1	0	0	1	0	1	0	0	hoşnutsuz
disguise	0	0	0	0	0	0	0	0	0	0	kılık değiştirmek
disguised	0	0	0	0	0	0	0	0	0	0	kılık değiştirmiş
disgust	1	0	1	1	0	1	0	1	0	0	iğrenme
disgusting	1	0	1	1	0	1	0	0	0	0	mide bulandırıcı
dish	0	0	0	0	0	0	0	0	0	0	yemek
disheartened	0	0	0	0	0	1	0	1	0	0	cesareti kırılmış
disheartening	0	0	0	0	0	1	0	1	0	0	cesaret kırıcı
dishonest	1	0	1	0	0	1	0	1	0	0	sahtekâr
dishonesty	0	0	1	0	0	1	0	0	0	0	sahtekârlık
dishonor	1	0	1	1	0	1	0	1	0	0	onursuzluk
disillusionment	1	0	1	0	0	1	0	1	0	0	hayal kırıklığı
disinfect	0	0	0	0	0	0	0	0	0	0	dezenfekte etmek
disinfectant	0	0	0	0	0	0	0	0	0	0	dezenfektan
disinfection	0	0	0	0	0	0	1	0	0	0	dezenfeksiyon
disinformation	1	0	0	1	0	1	0	0	0	0	dezenformasyon
disingenuous	0	0	1	0	0	1	0	0	0	0	samimiyetsiz
disintegrate	0	0	1	1	0	1	0	0	0	0	parçalanmak
disintegration	0	0	0	0	0	1	0	0	0	0	parçalanma
disinterested	0	0	0	0	0	1	0	0	0	0	ilgisiz
disjoint	0	0	0	0	0	0	0	0	0	0	ayrık
disjointed	0	0	0	0	0	0	0	0	0	0	kopuk
disjunctive	0	0	0	0	0	0	0	0	0	0	ayırıcı
disk	0	0	0	0	0	0	0	0	0	0	disk
diskette	0	0	0	0	0	0	0	0	0	0	disket
dislike	1	0	1	0	0	1	0	0	0	0	Beğenmemek
disliked	1	0	0	0	0	1	0	1	0	0	hoşlanmadı
dislocated	1	0	1	1	0	1	0	1	0	0	yerinden çıkmış
dislocation	0	0	0	0	0	0	0	0	0	0	çıkık
dislodge	0	0	0	0	0	0	0	0	0	0	yerinden çıkarmak
dismal	0	0	1	1	0	1	0	1	0	0	kasvetli
dismay	1	1	0	1	0	1	0	1	1	0	dehşet
dismemberment	0	0	1	1	0	1	0	1	0	0	parçalanma
dismiss	0	0	0	0	0	0	0	0	0	0	Reddet
dismissal	1	0	1	1	0	1	0	1	1	0	işten çıkarma
dismount	0	0	0	0	0	0	0	0	0	0	attan inmek
disobedience	1	0	1	0	0	1	0	0	0	0	itaatsizlik
disobedient	1	0	0	0	0	1	0	0	0	0	itaatsiz
disobey	1	0	1	0	0	1	0	0	0	0	itaatsizlik etmek
disorder	0	0	0	1	0	1	0	0	0	0	düzensizlik
disorderly	0	0	0	0	0	1	0	0	0	0	düzensiz
disorganized	0	0	0	0	0	1	0	0	0	0	dağınık
disparage	1	0	1	0	0	1	0	1	0	0	aşağılamak
disparaging	1	0	1	0	0	1	0	1	0	0	aşağılayıcı
disparate	0	0	0	0	0	0	0	0	0	0	farklı
disparity	1	0	1	0	0	1	0	1	0	0	eşitsizlik
dispassionate	0	0	0	0	0	1	0	1	0	0	duygusuz
dispatch	0	0	0	0	0	0	0	0	0	0	sevk
dispel	0	0	0	0	0	1	0	1	0	0	gidermek
dispensation	0	0	0	0	0	0	0	0	0	0	muafiyet
dispense	0	0	0	0	0	0	0	0	0	0	dağıtmak
disperse	0	0	0	0	0	0	0	0	0	0	yaymak
dispersed	0	0	0	0	0	0	0	0	0	0	dağınık, dağılmış
dispersion	0	0	0	0	0	1	0	0	0	0	dağılım
displace	0	0	0	0	0	1	0	0	0	0	yerinden etmek
displaced	1	0	0	1	0	0	0	1	0	0	yerinden edilmiş
displacement	0	0	0	0	0	0	0	0	0	0	yer değiştirme
display	0	0	0	0	0	0	0	0	0	0	Görüntüle
displeased	1	0	1	1	0	1	0	1	0	0	hoşnutsuz
displeasure	0	0	1	0	0	1	0	0	0	0	hoşnutsuzluk
disposal	0	0	0	0	0	1	0	0	0	0	imha etmek
dispose	0	0	1	0	0	0	0	0	0	0	elden çıkarmak
disposed	0	1	0	0	0	0	1	0	0	1	bertaraf
disposition	0	0	0	0	0	0	0	0	0	0	eğilim
dispossessed	1	0	0	1	0	1	0	1	0	0	mülksüzleştirilmiş
disprove	0	0	0	0	0	0	0	0	0	0	çürütmek
dispute	1	0	0	0	0	1	0	0	0	0	anlaşmazlık
disqualification	0	0	0	0	0	1	0	0	0	0	diskalifiye
disqualified	1	0	1	0	0	1	0	1	0	0	diskalifiye
disqualify	0	0	0	0	0	1	0	1	0	0	diskalifiye etmek
disregard	0	0	0	0	0	1	0	0	0	0	göz ardı etmek
disregarded	0	0	1	0	0	1	0	0	0	0	dikkate alınmayan
disreputable	1	0	1	1	0	1	0	0	0	0	itibarsız
disrepute	0	0	0	0	0	0	0	0	0	0	itibarını zedelemek
disrespect	1	0	0	0	0	1	0	0	0	0	saygısızlık
disrespectful	1	0	1	1	0	1	0	1	0	0	saygısız
disruption	1	0	0	1	0	1	0	0	1	0	bozulma
dissatisfaction	0	0	0	0	0	1	0	0	0	0	memnuniyetsizlik
dissatisfied	0	0	0	0	0	0	0	0	0	0	hoşnutsuz
dissect	0	0	0	0	0	0	0	0	0	0	incelemek
dissection	0	0	1	0	0	0	0	0	0	0	diseksiyon
disseminate	0	0	0	0	0	0	1	0	0	0	yaymak
dissemination	0	0	0	0	0	0	0	0	0	0	yaygınlaştırma
dissension	1	0	0	0	0	1	0	0	0	0	anlaşmazlık
dissent	0	0	0	0	0	0	0	0	0	0	muhalefet
dissenting	0	0	0	0	0	1	0	0	0	0	muhalif
dissertation	0	0	0	0	0	0	0	0	0	0	tez
disservice	1	0	1	0	0	1	0	1	0	0	kötülük
dissident	1	0	0	1	0	1	0	0	0	0	muhalif
dissimilar	0	0	0	0	0	0	0	0	0	0	benzemeyen
dissipate	0	0	0	0	0	0	0	0	0	0	dağıtmak
dissipated	0	0	0	0	0	0	0	0	0	0	dağılmış
dissociation	0	0	0	0	0	0	0	0	0	0	ayrışma
dissolution	1	0	0	1	0	1	0	1	1	0	çözülme
dissolve	0	0	0	0	0	0	0	0	0	0	çözmek
dissonance	1	0	0	0	0	1	0	0	0	0	uyumsuzluk
dissuade	0	0	0	0	0	0	0	0	0	0	caydırmak
distal	0	0	0	0	0	0	0	0	0	0	uzak
distance	0	0	0	0	0	0	0	0	0	0	mesafe
distant	0	0	0	0	0	0	0	0	0	0	mesafe
distaste	0	0	1	0	0	1	0	0	0	0	tiksinme
distasteful	0	0	1	0	0	1	0	0	0	0	tatsız
distillate	0	0	0	0	0	0	0	0	0	0	damıtmak
distillation	0	0	0	0	0	0	1	0	0	0	damıtma
distinction	0	0	0	0	0	0	1	0	0	0	ayrım
distinctive	0	0	0	0	0	0	0	0	0	0	ayırt edici
distinguish	0	0	0	0	0	0	0	0	0	0	ayırt etmek
distinguishable	0	0	0	0	0	0	0	0	0	0	ayırt edilebilir
distinguished	0	0	0	0	0	0	0	0	0	0	seçkin
distinguishing	0	0	0	0	0	0	0	0	0	0	ayırt edici
distorted	0	0	1	0	0	1	0	0	0	0	çarpık
distortion	0	0	0	0	0	1	0	0	0	0	çarpıtma
distract	0	0	0	0	0	1	0	0	0	0	dikkatini dağıtmak
distracted	1	0	0	0	0	1	0	0	0	0	dikkati dağılmış
distracting	1	1	0	0	0	1	0	0	0	0	dikkat dağıtıcı
distraction	0	0	0	0	0	1	0	0	0	0	dikkati başka yöne çekme
distraught	0	0	0	0	0	1	0	1	0	0	perişan
distress	1	0	1	1	0	1	0	1	1	0	sıkıntı
distressed	0	0	0	1	0	1	0	0	0	0	sıkıntılı
distressing	1	0	0	1	0	1	0	0	0	0	üzücü
distribute	0	0	0	0	0	0	0	0	0	0	dağıtmak
distribution	0	0	0	0	0	0	0	0	0	0	dağıtım
district	0	0	0	0	0	0	0	0	0	0	semt
distrust	1	0	1	1	0	1	0	0	0	0	güvensizlik
disturbance	1	0	0	1	0	1	0	1	1	0	rahatsızlık
disturbed	1	0	0	0	0	1	0	1	0	0	rahatsız
disuse	0	0	0	0	0	1	0	0	0	0	kullanmamak
disused	1	0	0	0	0	1	0	0	0	0	kullanılmayan
