English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Welsh Word
device	0	0	0	0	0	0	0	0	0	0	dyfais
devil	1	1	1	1	0	1	0	1	0	0	diafol
devilish	0	0	1	1	0	1	0	0	0	0	cythreulig
devious	0	0	0	0	0	1	0	0	0	0	cyfrwys
devise	0	0	0	0	0	0	0	0	0	0	dyfeisio
devoid	0	0	0	0	0	0	0	0	0	0	amddifad
devolution	0	0	0	0	0	1	0	0	0	0	datganoli
devolve	0	0	0	0	0	0	0	0	0	0	datganoli
devote	0	0	0	0	0	0	0	0	0	0	ymroi
devotee	0	0	0	0	0	0	0	0	0	0	ymroddwr
devotional	0	0	0	0	0	0	1	0	0	1	defosiynol
devour	0	0	0	0	0	1	0	0	0	0	difa
devout	0	1	0	0	1	0	1	0	0	1	selog
dew	0	0	0	0	0	0	0	0	0	0	gwlith
dexter	0	0	0	0	0	0	0	0	0	0	dexter
dexterity	0	0	0	0	0	0	1	0	0	0	deheurwydd
dextrose	0	0	0	0	0	0	0	0	0	0	decstros
diabolical	1	0	1	1	0	1	0	0	0	0	diabolaidd
diagnosis	0	1	0	1	0	1	0	0	0	1	diagnosis
diagnostic	0	0	0	0	0	0	0	0	0	0	diagnostig
diagnostics	0	0	0	0	0	0	0	0	0	0	diagnosteg
diagram	0	0	0	0	0	0	0	0	0	0	diagram
dial	0	0	0	0	0	0	0	0	0	0	deialu
dialect	0	0	0	0	0	0	0	0	0	0	tafodiaith
dialectic	0	0	0	0	0	0	0	0	0	0	tafodieithol
dialogue	0	0	0	0	0	0	0	0	0	0	deialog
diameter	0	0	0	0	0	0	0	0	0	0	diamedr
diamond	0	0	0	0	1	0	1	0	0	0	diemwnt
diamonds	0	0	0	0	0	0	0	0	0	0	diemwntau
diaper	0	0	1	0	0	0	0	0	0	0	diaper
diaphragm	0	0	0	0	0	0	0	0	0	0	diaffram
diarrhoea	0	0	1	0	0	0	0	0	0	0	dolur rhydd
diary	0	0	0	0	1	0	1	0	0	1	Dyddiadur
diatribe	1	0	1	0	0	1	0	0	0	0	diatribe
dice	0	0	0	0	0	0	0	0	0	0	dis
dichotomous	0	0	0	0	0	0	0	0	0	0	deuol
dichotomy	0	0	0	0	0	0	0	0	0	0	deuoliaeth
dictate	0	0	0	0	0	0	0	0	0	0	arddweud
dictation	0	0	0	0	0	0	0	0	0	0	arddywediad
dictator	0	0	0	1	0	1	0	0	0	0	unben
dictatorial	1	0	0	0	0	1	0	0	0	0	unbenaethol
dictatorship	1	1	1	1	0	1	0	1	0	0	unbennaeth
diction	0	0	0	0	0	0	0	0	0	0	ynganiad
dictionary	0	0	0	0	0	0	1	0	0	1	geiriadur
dictum	0	0	0	0	0	0	0	0	0	1	dictum
didactic	0	0	0	0	0	0	1	0	0	0	didactig
die	0	0	0	1	0	1	0	1	0	0	marw
diet	0	0	0	0	0	0	0	0	0	0	ymborth
dietary	0	1	0	0	0	0	1	0	0	0	dietegol
differ	0	0	0	0	0	0	0	0	0	0	gwahaniaethu
difference	0	0	0	0	0	0	0	0	0	0	gwahaniaeth
differences	0	0	0	0	0	0	0	0	0	0	gwahaniaethau
differential	0	0	0	0	0	0	0	0	0	1	gwahaniaethol
differentiation	0	0	0	0	0	0	0	0	0	0	gwahaniaethu
differently	0	0	0	0	0	0	0	0	1	0	yn wahanol
differing	0	0	0	0	0	0	0	0	0	0	gwahanol
difficult	0	0	0	1	0	0	0	0	0	0	anodd
difficulties	0	0	0	0	0	1	0	1	0	0	anawsterau
difficulty	1	0	0	1	0	1	0	1	0	0	anhawster
diffuse	0	0	0	0	0	0	0	0	0	0	gwasgaredig
diffusion	0	0	0	0	0	0	0	0	0	0	trylediad
dig	0	0	0	0	0	0	0	0	0	0	cloddio
digest	0	0	0	0	0	0	0	0	0	0	treulio
digestion	0	0	0	0	0	0	0	0	0	0	treuliad
digit	0	0	0	0	0	0	0	0	0	1	digid
dignified	0	0	0	0	0	0	1	0	0	0	urddasol
dignity	0	0	0	0	0	0	1	0	0	1	urddas
digress	0	1	0	0	0	1	0	0	0	0	crwydro
digs	0	0	0	0	0	0	0	0	0	0	cloddiau
dike	0	0	0	1	0	0	0	0	0	0	diic
dilapidated	0	0	1	0	0	1	0	1	0	0	adfeiliedig
dilatation	0	0	0	0	0	0	0	0	0	0	ymlediad
dilation	0	0	0	0	0	0	0	0	0	0	ymlediad
dilemma	0	0	0	0	0	0	0	0	0	0	penbleth
diligence	0	0	0	0	0	0	1	0	0	1	diwydrwydd
diligent	0	0	0	0	0	0	0	0	0	0	diwyd
diluent	0	0	0	0	0	0	0	0	0	0	diluw
dilute	0	0	0	0	0	1	0	0	0	0	gwanedig
diluted	0	0	0	0	0	0	0	0	0	0	gwanedig
dilution	0	0	0	0	0	0	0	0	0	0	gwanhau
dime	0	0	0	0	0	0	0	0	0	0	dime
dimension	0	0	0	0	0	0	0	0	0	0	dimensiwn
diminish	0	0	0	0	0	1	0	1	0	0	lleihau
diminished	0	0	0	0	0	1	0	0	0	0	lleihau
diminution	0	0	0	0	0	0	0	0	0	0	lleihad
diminutive	0	0	0	0	0	0	0	0	0	0	bychanol
din	0	0	0	0	0	1	0	0	0	0	din
dine	0	0	0	0	0	0	0	0	0	0	ciniawa
diner	0	0	0	0	0	0	0	0	0	0	ciniawa
dinner	0	0	0	0	0	0	1	0	0	0	swper
dinosaur	0	0	0	1	0	0	0	0	0	0	deinosor
dint	0	0	0	0	0	0	0	0	0	0	dint
diocesan	0	0	0	0	0	0	0	0	0	0	esgobaeth
diocese	0	0	0	0	0	0	0	0	0	0	esgobaeth
diorama	0	0	0	0	0	0	0	0	0	0	diorama
dip	0	0	0	0	0	0	0	0	0	0	dip
diploma	0	0	0	0	0	0	0	0	0	0	diploma
diplomacy	0	1	0	0	0	0	1	0	0	1	diplomyddiaeth
diplomat	0	0	0	0	0	0	0	0	0	0	diplomydd
diplomatic	0	0	0	0	0	0	1	0	0	1	diplomyddol
dire	0	0	1	1	0	1	0	1	1	0	enbyd
directed	0	0	0	0	0	0	0	0	0	0	cyfarwyddo
direction	0	0	0	0	0	0	0	0	0	0	cyfeiriad
directly	0	0	0	0	0	0	0	0	0	0	yn uniongyrchol
director	0	0	0	0	0	0	1	0	0	1	cyfarwyddwr
directory	0	0	0	0	0	0	0	0	0	0	cyfeiriadur
dirt	0	0	1	0	0	1	0	0	0	0	baw
dirty	0	0	1	0	0	1	0	0	0	0	brwnt
disability	0	0	0	0	0	1	0	1	0	0	anabledd
disable	0	0	0	1	0	1	0	1	0	0	analluogi
disabled	0	0	0	1	0	1	0	1	0	0	anabl
disadvantage	0	0	0	0	0	0	0	0	0	0	anfantais
disaffected	0	0	0	0	0	1	0	0	0	0	anniddig
disagree	1	0	0	0	0	1	0	0	0	0	anghytuno
disagreeable	0	0	0	0	0	0	0	0	0	0	anghytunadwy
disagreeing	1	0	0	0	0	1	0	1	0	0	anghytuno
disagreement	1	0	0	0	0	1	0	1	0	0	anghytundeb
disallow	0	0	0	0	0	0	0	0	0	0	gwrthod
disallowed	1	0	1	1	0	1	0	1	0	0	anghymeradwy
disappear	0	0	0	1	0	0	0	0	0	0	diflannu
disappearance	0	0	0	0	0	0	0	0	0	0	diflaniad
disappearing	0	0	0	0	0	0	0	0	0	0	yn diflannu
disappoint	1	0	1	0	0	1	0	1	0	0	siomi
disappointed	1	0	1	0	0	1	0	1	0	0	siomedig
disappointing	0	0	0	0	0	1	0	1	0	0	siomedig
disappointment	0	0	1	0	0	1	0	1	0	0	siomiant
disapproval	0	0	0	0	0	1	0	1	0	0	anghymeradwyaeth
disapprove	1	0	1	1	0	1	0	1	0	0	anghymeradwyo
disapproved	1	0	0	0	0	1	0	1	0	0	anghymeradwy
disapproving	1	0	1	0	0	1	0	1	0	0	anghymeradwyo
disarm	0	0	0	0	0	0	0	0	0	0	diarfogi
disarray	0	0	0	0	0	0	0	0	0	0	anhrefn
disaster	1	0	1	1	0	1	0	1	1	0	trychineb
disastrous	1	0	0	1	0	1	0	1	0	0	trychinebus
disband	0	0	0	0	0	0	0	0	0	0	ymddatod
disbelief	0	0	0	0	0	0	0	0	0	0	anghrediniaeth
disbelieve	0	0	0	0	0	1	0	0	0	0	anghred
disburse	0	0	0	0	0	0	0	0	0	0	disburiad
disbursement	0	0	0	0	0	0	0	0	0	0	traul
disc	0	0	0	0	0	0	0	0	0	0	disg
discarded	0	0	0	0	0	0	0	0	0	0	taflu
discards	0	0	0	0	0	1	0	0	0	0	taflu
discern	0	0	0	0	0	0	0	0	0	0	dirnad
discernible	0	0	0	0	0	0	0	0	0	0	canfyddadwy
discerning	0	0	0	0	0	0	0	0	0	0	craff
discernment	0	0	0	0	0	0	0	0	0	0	dirnadaeth
discharge	0	0	0	0	0	1	0	0	0	0	gollyngiad
disciple	0	0	0	0	0	0	0	0	0	1	disgybl
discipline	0	0	0	1	0	1	0	0	0	0	disgyblaeth
disclaim	1	0	1	0	0	1	0	0	0	1	ymwadu
disclaimer	0	0	0	0	0	0	0	0	0	0	ymwadiad
disclose	0	0	0	0	0	0	0	0	0	0	datgelu
disclosed	0	0	0	0	0	0	0	0	0	1	datgelu
disclosure	0	0	0	0	0	0	0	0	0	0	datguddiad
discoloration	0	0	1	0	0	1	0	0	0	0	afliwiad
discolored	0	0	1	0	0	1	0	1	0	0	afliwiedig
discomfort	0	0	0	0	0	1	0	1	0	0	anghysur
disconnect	0	0	0	0	0	1	0	1	0	0	datgysylltu
disconnected	0	0	0	0	0	1	0	1	0	0	datgysylltu
disconnection	0	0	0	0	0	1	0	0	0	0	datgysylltiad
discontent	1	0	1	1	0	1	0	1	0	0	anniddigrwydd
discontinuance	0	0	0	0	0	0	0	0	0	0	dirwyn i ben
discontinue	0	0	0	0	0	1	0	0	0	0	terfynu
discontinuity	0	0	1	1	0	1	0	1	0	0	diffyg parhad
discontinuous	0	0	0	0	0	0	0	0	0	0	amharhaol
discord	1	0	1	0	0	1	0	0	0	0	anghytgord
discount	0	0	0	0	0	0	0	0	0	0	disgownt
discounted	0	0	0	0	0	0	0	0	0	0	gostyngedig
discourage	0	0	0	1	0	1	0	1	0	0	digalonni
discouraged	0	0	0	0	0	0	0	0	0	0	digalonni
discouragement	0	0	0	0	0	1	0	0	0	0	digalonni
discourse	0	0	0	0	0	0	0	0	0	0	disgwrs
discover	0	0	0	0	0	0	0	0	0	0	darganfod
discovery	0	0	0	0	0	0	1	0	0	0	darganfyddiad
discredit	0	0	0	0	0	1	0	0	0	0	anfri
discreet	0	1	0	0	0	0	1	0	0	0	synhwyrol
discrepancy	0	0	0	0	0	0	0	0	0	0	anghysondeb
discrete	0	0	0	0	0	0	0	0	0	0	arwahanol
discretion	0	1	0	0	0	0	1	0	0	1	disgresiwn
discretionary	0	0	0	0	0	0	1	0	0	0	dewisol
discriminate	1	0	0	0	0	1	0	1	0	0	gwahaniaethu
discriminating	0	0	1	0	0	1	0	0	0	0	gwahaniaethu
discrimination	1	0	1	1	0	1	0	1	0	0	gwahaniaethu
discus	0	0	0	0	0	0	0	0	0	0	disgws
discuss	0	0	0	0	0	0	0	0	0	0	trafod
discussion	0	0	0	0	0	0	1	0	0	0	trafodaeth
disdain	1	0	1	0	0	1	0	0	0	0	dirmyg
disease	1	0	1	1	0	1	0	1	0	0	clefyd
diseased	0	0	1	1	0	1	0	1	0	0	afiach
disembodied	0	0	0	1	0	1	0	1	0	0	dadgorfforedig
disengage	0	0	0	0	0	0	0	0	0	0	ymddieithrio
disengagement	0	0	0	0	0	1	0	0	0	0	ymddieithriad
disfigured	1	0	1	1	0	1	0	1	0	0	anffurfiedig
disgrace	1	0	1	0	0	1	0	1	0	0	gwarth
disgraced	1	0	1	0	0	1	0	1	0	0	gwarthus
disgraceful	1	0	1	0	0	1	0	0	0	0	gwarthus
disgruntled	1	0	1	0	0	1	0	1	0	0	anfodlon
disguise	0	0	0	0	0	0	0	0	0	0	cuddwisg
disguised	0	0	0	0	0	0	0	0	0	0	cuddiedig
disgust	1	0	1	1	0	1	0	1	0	0	ffieidd-dod
disgusting	1	0	1	1	0	1	0	0	0	0	ffiaidd
dish	0	0	0	0	0	0	0	0	0	0	dysgl
disheartened	0	0	0	0	0	1	0	1	0	0	digalon
disheartening	0	0	0	0	0	1	0	1	0	0	digalon
dishonest	1	0	1	0	0	1	0	1	0	0	anonest
dishonesty	0	0	1	0	0	1	0	0	0	0	anonestrwydd
dishonor	1	0	1	1	0	1	0	1	0	0	amarch
disillusionment	1	0	1	0	0	1	0	1	0	0	dadrithiad
disinfect	0	0	0	0	0	0	0	0	0	0	diheintio
disinfectant	0	0	0	0	0	0	0	0	0	0	diheintydd
disinfection	0	0	0	0	0	0	1	0	0	0	diheintio
disinformation	1	0	0	1	0	1	0	0	0	0	dadwybodaeth
disingenuous	0	0	1	0	0	1	0	0	0	0	annidwyll
disintegrate	0	0	1	1	0	1	0	0	0	0	ymddatod
disintegration	0	0	0	0	0	1	0	0	0	0	ymddatod
disinterested	0	0	0	0	0	1	0	0	0	0	di-ddiddordeb
disjoint	0	0	0	0	0	0	0	0	0	0	digyswllt
disjointed	0	0	0	0	0	0	0	0	0	0	digyswllt
disjunctive	0	0	0	0	0	0	0	0	0	0	anghysylltiol
disk	0	0	0	0	0	0	0	0	0	0	disg
diskette	0	0	0	0	0	0	0	0	0	0	disget
dislike	1	0	1	0	0	1	0	0	0	0	ddim yn hoffi
disliked	1	0	0	0	0	1	0	1	0	0	ddim yn hoffi
dislocated	1	0	1	1	0	1	0	1	0	0	dadleoli
dislocation	0	0	0	0	0	0	0	0	0	0	dadleoli
dislodge	0	0	0	0	0	0	0	0	0	0	dislodge
dismal	0	0	1	1	0	1	0	1	0	0	digalon
dismay	1	1	0	1	0	1	0	1	1	0	digalondid
dismemberment	0	0	1	1	0	1	0	1	0	0	dadelfeniad
dismiss	0	0	0	0	0	0	0	0	0	0	diswyddo
dismissal	1	0	1	1	0	1	0	1	1	0	diswyddiad
dismount	0	0	0	0	0	0	0	0	0	0	disgyn
disobedience	1	0	1	0	0	1	0	0	0	0	anufudd-dod
disobedient	1	0	0	0	0	1	0	0	0	0	anufudd
disobey	1	0	1	0	0	1	0	0	0	0	anufuddhau
disorder	0	0	0	1	0	1	0	0	0	0	anhrefn
disorderly	0	0	0	0	0	1	0	0	0	0	afreolus
disorganized	0	0	0	0	0	1	0	0	0	0	anhrefnus
disparage	1	0	1	0	0	1	0	1	0	0	dirmyg
disparaging	1	0	1	0	0	1	0	1	0	0	dirmygus
disparate	0	0	0	0	0	0	0	0	0	0	gwahanol
disparity	1	0	1	0	0	1	0	1	0	0	gwahaniaeth
dispassionate	0	0	0	0	0	1	0	1	0	0	didwyll
dispatch	0	0	0	0	0	0	0	0	0	0	anfon
dispel	0	0	0	0	0	1	0	1	0	0	chwalu
dispensation	0	0	0	0	0	0	0	0	0	0	gollyngiad
dispense	0	0	0	0	0	0	0	0	0	0	dosbarthu
disperse	0	0	0	0	0	0	0	0	0	0	gwasgariad
dispersed	0	0	0	0	0	0	0	0	0	0	gwasgaredig
dispersion	0	0	0	0	0	1	0	0	0	0	gwasgariad
displace	0	0	0	0	0	1	0	0	0	0	dadleoli
displaced	1	0	0	1	0	0	0	1	0	0	dadleoli
displacement	0	0	0	0	0	0	0	0	0	0	dadleoli
display	0	0	0	0	0	0	0	0	0	0	arddangos
displeased	1	0	1	1	0	1	0	1	0	0	anfodlon
displeasure	0	0	1	0	0	1	0	0	0	0	anfodlonrwydd
disposal	0	0	0	0	0	1	0	0	0	0	gwaredu
dispose	0	0	1	0	0	0	0	0	0	0	gwared
disposed	0	1	0	0	0	0	1	0	0	1	gwarededig
disposition	0	0	0	0	0	0	0	0	0	0	gwarediad
dispossessed	1	0	0	1	0	1	0	1	0	0	dadfeddiant
disprove	0	0	0	0	0	0	0	0	0	0	gwrthbrofi
dispute	1	0	0	0	0	1	0	0	0	0	anghydfod
disqualification	0	0	0	0	0	1	0	0	0	0	diarddeliad
disqualified	1	0	1	0	0	1	0	1	0	0	diarddel
disqualify	0	0	0	0	0	1	0	1	0	0	anghymhwyso
disregard	0	0	0	0	0	1	0	0	0	0	diystyru
disregarded	0	0	1	0	0	1	0	0	0	0	diystyru
disreputable	1	0	1	1	0	1	0	0	0	0	anfri
disrepute	0	0	0	0	0	0	0	0	0	0	anfri
disrespect	1	0	0	0	0	1	0	0	0	0	amarch
disrespectful	1	0	1	1	0	1	0	1	0	0	amharchus
disruption	1	0	0	1	0	1	0	0	1	0	tarfu
dissatisfaction	0	0	0	0	0	1	0	0	0	0	anfodlonrwydd
dissatisfied	0	0	0	0	0	0	0	0	0	0	anfodlon
dissect	0	0	0	0	0	0	0	0	0	0	dyrnod
dissection	0	0	1	0	0	0	0	0	0	0	dyraniad
disseminate	0	0	0	0	0	0	1	0	0	0	lledaenu
dissemination	0	0	0	0	0	0	0	0	0	0	lledaenu
dissension	1	0	0	0	0	1	0	0	0	0	anghytundeb
dissent	0	0	0	0	0	0	0	0	0	0	anghytundeb
dissenting	0	0	0	0	0	1	0	0	0	0	anghydsyniol
dissertation	0	0	0	0	0	0	0	0	0	0	traethawd hir
disservice	1	0	1	0	0	1	0	1	0	0	anghymwynas
dissident	1	0	0	1	0	1	0	0	0	0	anghytunol
dissimilar	0	0	0	0	0	0	0	0	0	0	annhebyg
dissipate	0	0	0	0	0	0	0	0	0	0	afradlon
dissipated	0	0	0	0	0	0	0	0	0	0	afradlon
dissociation	0	0	0	0	0	0	0	0	0	0	daduniad
dissolution	1	0	0	1	0	1	0	1	1	0	diddymiad
dissolve	0	0	0	0	0	0	0	0	0	0	hydoddi
dissonance	1	0	0	0	0	1	0	0	0	0	anghyseinedd
dissuade	0	0	0	0	0	0	0	0	0	0	anghymell
distal	0	0	0	0	0	0	0	0	0	0	distal
distance	0	0	0	0	0	0	0	0	0	0	pellder
distant	0	0	0	0	0	0	0	0	0	0	pell
distaste	0	0	1	0	0	1	0	0	0	0	distawrwydd
distasteful	0	0	1	0	0	1	0	0	0	0	atgas
distillate	0	0	0	0	0	0	0	0	0	0	distylliad
distillation	0	0	0	0	0	0	1	0	0	0	distylliad
distinction	0	0	0	0	0	0	1	0	0	0	gwahaniaeth
distinctive	0	0	0	0	0	0	0	0	0	0	nodedig
distinguish	0	0	0	0	0	0	0	0	0	0	gwahaniaethu
distinguishable	0	0	0	0	0	0	0	0	0	0	gwahaniaethu
distinguished	0	0	0	0	0	0	0	0	0	0	nodedig
distinguishing	0	0	0	0	0	0	0	0	0	0	gwahaniaethu
distorted	0	0	1	0	0	1	0	0	0	0	gwyrgam
distortion	0	0	0	0	0	1	0	0	0	0	afluniad
distract	0	0	0	0	0	1	0	0	0	0	tynnu sylw
distracted	1	0	0	0	0	1	0	0	0	0	tynnu sylw
distracting	1	1	0	0	0	1	0	0	0	0	tynnu sylw
distraction	0	0	0	0	0	1	0	0	0	0	tynnu sylw
distraught	0	0	0	0	0	1	0	1	0	0	trallodus
distress	1	0	1	1	0	1	0	1	1	0	trallod
distressed	0	0	0	1	0	1	0	0	0	0	trallodus
distressing	1	0	0	1	0	1	0	0	0	0	trallodus
distribute	0	0	0	0	0	0	0	0	0	0	dosbarthu
distribution	0	0	0	0	0	0	0	0	0	0	dosbarthiad
district	0	0	0	0	0	0	0	0	0	0	ardal
distrust	1	0	1	1	0	1	0	0	0	0	drwgdybiaeth
disturbance	1	0	0	1	0	1	0	1	1	0	aflonyddwch
disturbed	1	0	0	0	0	1	0	1	0	0	cynhyrfus
disuse	0	0	0	0	0	1	0	0	0	0	segur
disused	1	0	0	0	0	1	0	0	0	0	segur
ditch	0	0	0	0	0	0	0	0	0	0	ffos
ditto	0	0	0	0	0	0	0	0	0	0	ditto
ditty	0	0	0	0	1	0	1	0	0	0	ditty
diurnal	0	0	0	0	0	0	0	0	0	0	dyddiol
divan	0	0	0	0	0	0	0	0	0	1	divan
dive	0	0	0	0	0	0	0	0	0	0	plymio
diver	0	0	0	0	0	0	0	0	0	0	deifiwr
diverge	0	0	0	0	0	0	0	0	0	0	ymwahanu
divergence	0	0	0	0	0	0	0	0	0	0	dargyfeirio
divergent	0	0	0	0	0	1	0	0	1	0	dargyfeiriol
diverging	0	0	0	0	0	0	0	0	0	0	dargyfeirio
divers	0	0	0	0	0	0	0	0	0	0	deifwyr
diverse	0	0	0	0	0	1	1	0	0	0	amrywiol
diversified	0	0	0	0	0	0	1	0	0	0	arallgyfeirio
diversify	0	0	0	0	0	0	0	0	0	0	arallgyfeirio
diversion	0	0	0	0	0	0	1	0	1	0	gwyriad
diversity	0	0	0	0	0	0	0	0	0	0	amrywiaeth
divert	0	0	0	0	0	0	0	0	0	0	dargyfeirio
diverting	0	0	0	0	0	0	0	0	0	0	dargyfeirio
divest	0	0	0	0	0	0	0	0	0	0	ymddifad
divested	0	0	0	0	0	1	0	0	0	0	ymwahanu
divestment	0	0	0	0	0	1	0	0	0	0	difuddiant
divide	0	0	0	0	0	0	0	0	0	0	rhaniad
divided	0	0	0	0	0	0	0	0	0	0	rhanedig
dividend	0	0	0	0	0	0	0	0	0	0	difidend
divination	0	1	0	0	0	0	0	0	0	0	dewiniaeth
divine	0	0	0	0	0	0	0	0	0	0	dwyfol
divinity	0	0	0	0	0	0	1	0	0	0	dwyfoldeb
divisible	0	0	0	0	0	0	0	0	0	0	rhanadwy
division	0	0	0	0	0	0	0	0	0	0	rhaniad
divisor	0	0	0	0	0	0	0	0	0	0	rhanydd
divorce	1	0	1	1	0	1	0	1	1	1	ysgariad
divulge	0	0	0	0	0	0	0	0	0	0	datgelu
dizziness	0	0	0	0	0	1	0	0	0	0	pendro
dizzy	0	0	0	0	0	1	0	0	0	0	penysgafn
docile	0	0	0	0	0	0	0	0	0	0	diog
dock	0	0	0	0	0	0	0	0	0	0	doc
docked	0	0	0	0	0	1	0	0	0	0	docio
docket	0	0	0	0	0	0	0	0	0	0	doced
doctor	0	0	0	0	0	0	1	0	0	1	meddyg
doctrinal	0	0	0	0	0	0	0	0	0	0	athrawiaethol
doctrine	0	0	0	0	0	0	0	0	0	1	athrawiaeth
document	0	0	0	0	0	0	0	0	0	0	dogfen
documentary	0	0	0	0	0	0	0	0	0	0	dogfennol
dodge	0	0	0	0	0	0	0	0	0	0	osgoi
dodging	0	0	0	0	0	0	0	0	0	0	osgoi
doe	0	0	0	0	0	0	0	0	0	0	doe
doer	0	0	0	0	0	0	1	0	0	0	gwnelydd
dog	0	0	0	0	0	0	0	0	0	0	ci
dogged	0	0	0	0	0	0	1	0	0	0	dogged
dogma	0	0	0	0	0	0	0	0	0	1	dogma
dogmatic	0	0	0	0	0	0	0	0	0	0	dogmatig
doings	0	0	0	0	0	0	0	0	0	0	gweithredoedd
doit	0	0	0	0	0	1	0	0	0	0	doit
doldrums	0	0	0	0	0	1	0	1	0	0	doldrums
dole	0	0	0	0	0	1	0	1	0	0	dôl
doll	0	0	0	0	1	0	0	0	0	0	dol
dollar	0	0	0	0	0	0	0	0	0	0	doler
dolor	0	0	0	0	0	1	0	1	0	0	dolor
dolphin	0	0	0	0	1	0	1	0	1	1	dolffin
domain	0	0	0	0	0	0	0	0	0	0	parth
dome	0	0	0	0	0	0	0	0	0	0	cromen
domestic	0	0	0	0	0	0	0	0	0	0	domestig
domesticated	0	0	0	0	0	0	0	0	0	0	dof
domestication	0	0	0	0	0	0	0	0	0	0	dofiaeth
domicile	0	0	0	0	0	0	0	0	0	0	domisil
domiciled	0	0	0	0	0	0	0	0	0	0	domisil
dominance	0	0	0	0	0	0	0	0	0	0	goruchafiaeth
dominant	0	0	0	1	0	1	0	0	0	0	trech
dominate	1	0	0	1	0	1	1	0	0	0	tra-arglwyddiaethu
dominating	0	0	0	0	0	0	0	0	0	0	tra-arglwyddiaethu
domination	1	0	0	1	0	1	0	1	0	0	tra-arglwyddiaeth
dominion	0	0	0	1	0	0	0	0	0	1	arglwyddiaeth
domino	0	0	0	0	0	0	0	0	0	0	domino
don	0	0	0	0	0	0	1	0	0	1	don
donation	0	0	0	0	0	0	1	0	0	0	rhodd
donkey	0	0	1	0	0	1	0	0	0	0	asyn
donor	0	0	0	0	0	0	0	0	0	0	rhoddwr
doodle	0	0	0	0	0	1	0	0	0	0	dwdl
doom	0	0	0	1	0	1	0	0	0	0	tynghedu
doomed	0	0	0	1	0	1	0	1	0	0	tynghedu
doomsday	1	1	1	1	0	1	0	1	0	0	dydd dooms
door	0	0	0	0	0	0	0	0	0	0	drws
doorbell	0	0	0	0	0	0	0	0	0	0	cloch y drws
doorway	0	0	0	0	0	0	0	0	0	0	drws
dormant	0	0	0	0	0	0	0	0	0	0	cwsg
dormitory	0	0	0	0	0	0	0	0	0	0	ystafell gysgu
dorsal	0	0	0	0	0	0	0	0	0	0	ddorsal
dose	0	0	0	0	0	0	0	0	0	0	dos
dot	0	0	0	0	0	0	0	0	0	0	dot
double	0	0	0	0	0	0	0	0	0	0	dwbl
doubled	0	0	0	0	0	0	0	0	0	0	dyblu
doublet	0	0	0	0	0	0	0	0	0	0	dwbled
doubling	0	0	0	0	0	0	0	0	0	0	dyblu
doubt	0	0	0	1	0	1	0	1	0	1	amheuaeth
doubtful	0	0	0	0	0	1	0	0	0	0	amheus
doubting	0	0	0	0	0	1	0	0	0	0	gan amau
doubtless	0	0	0	0	0	0	1	0	0	1	yn ddiau
douche	0	0	0	0	0	1	0	0	0	0	douche
dough	0	0	0	0	0	0	0	0	0	0	toes
doughnut	0	0	0	0	0	0	0	0	0	0	toesen
dour	0	0	0	0	0	1	0	0	0	0	dwr
dove	0	1	0	0	1	0	1	0	0	1	colomen
downcast	0	0	0	0	0	0	0	0	0	0	downcast
downfall	0	0	0	1	0	1	0	1	0	0	cwymp
downhill	0	0	0	0	0	0	0	0	0	0	lawr allt
downpour	0	0	0	0	0	0	0	0	0	0	arllwysiad
downright	0	0	0	0	0	0	0	0	0	1	unionsyth
downy	0	0	0	0	0	0	1	0	0	0	llwm
dowry	0	0	0	0	0	0	0	0	0	0	gwaddol
doze	0	0	0	0	0	0	0	0	0	0	doze
dozen	0	0	0	0	0	0	0	0	0	0	dwsin
drab	0	0	0	0	0	1	0	1	0	0	llwm
draft	0	1	0	0	0	0	0	0	0	0	drafft
drag	0	0	0	0	0	0	0	0	0	0	llusgo
dragon	0	0	0	1	0	0	0	0	0	0	draig
drain	0	0	0	0	0	0	0	0	0	0	draen
drainage	0	0	0	0	0	1	0	0	0	0	draeniad
drained	0	0	0	0	0	0	0	0	0	0	wedi'i ddraenio
drake	0	0	0	0	0	0	0	0	0	0	drake
drama	0	0	0	0	0	0	0	0	0	0	drama
dramatic	0	0	0	0	0	0	0	0	0	0	dramatig
drape	0	0	0	0	0	0	0	0	0	0	drape
drapery	0	0	0	0	0	0	0	0	0	0	dilledydd
drastic	0	0	0	0	0	0	0	0	0	0	drastig
draught	0	0	0	0	0	0	0	0	0	0	drafft
draw	0	0	0	0	0	0	0	0	0	0	tynnu
drawback	0	0	0	0	0	1	0	0	0	0	anfantais
drawer	0	0	0	0	0	0	0	0	0	0	drôr
drawers	0	0	0	0	0	0	0	0	0	0	droriau
drawing	0	0	0	0	0	0	0	0	0	0	arlunio
dread	0	1	0	1	0	1	0	0	0	0	dychryn
dreadful	1	1	1	1	0	1	0	1	0	0	ofnadwy
dreadfully	0	0	1	1	0	1	0	1	1	0	yn ofnadwy
dream	0	0	0	0	0	0	0	0	0	0	breuddwyd
dreamer	0	0	0	0	0	0	0	0	0	0	breuddwydiwr
dreaming	0	0	0	0	0	0	0	0	0	0	breuddwydio
dreamy	0	0	0	0	0	0	0	0	0	0	breuddwydiol
dreary	0	0	0	0	0	1	0	1	0	0	diflas
dredge	0	0	0	0	0	0	0	0	0	0	carthu
