English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	French Word
colic	0	0	0	0	0	1	0	0	0	0	coliques
collaborator	0	0	0	0	0	0	0	0	0	1	collaborateur
collapse	0	0	1	1	0	1	0	1	0	0	effondrement
collar	0	0	0	0	0	0	0	0	0	0	collier
collate	0	0	0	0	0	0	0	0	0	0	collationner
collateral	0	0	0	0	0	0	0	0	0	1	collatéral
collation	0	0	0	0	0	0	0	0	0	0	collation
colleague	0	0	0	0	0	0	0	0	0	0	collègue
collect	0	0	0	0	0	0	0	0	0	0	recueillir
collected	0	0	0	0	0	0	0	0	0	0	collecté
collection	0	0	0	0	0	0	0	0	0	0	le recueil
collective	0	0	0	0	0	0	0	0	0	0	collectif
collectively	0	0	0	0	0	0	1	0	0	1	collectivement
collector	0	0	0	0	0	0	0	0	0	0	collectionneur
college	0	0	0	0	0	0	0	0	0	0	collège
collegiate	0	0	0	0	0	0	0	0	0	0	collégial
collide	0	0	0	0	0	0	0	0	0	0	entrer en collision
collie	0	0	0	0	0	0	0	0	0	0	colley
collision	1	0	0	0	0	1	0	0	0	0	collision
collocation	0	0	0	0	0	0	0	0	0	0	collocation
colloquial	0	0	0	0	0	0	0	0	0	0	familier
collusion	1	0	1	1	0	1	0	1	0	0	connivence
colon	0	0	0	0	0	0	0	0	0	0	côlon
colonel	0	0	0	0	0	0	1	0	0	1	colonel
colonial	0	0	0	0	0	0	0	0	0	0	colonial
colony	0	0	0	0	0	0	0	0	0	0	colonie
colophon	0	0	0	0	0	0	0	0	0	0	colophon
color	0	0	0	0	0	0	0	0	0	0	Couleur
coloration	0	0	0	0	0	0	0	0	0	0	coloration
colored	0	0	0	0	0	0	0	0	0	0	coloré
coloring	0	0	0	0	0	0	0	0	0	0	coloration
colorless	0	0	0	0	0	0	0	0	0	0	incolore
colors	0	0	0	0	0	0	0	0	0	0	couleurs
colossal	0	0	0	0	0	0	1	0	0	0	colossal
colt	0	0	0	0	0	0	0	0	0	0	poulain
column	0	0	0	0	0	0	0	0	0	0	colonne
columnar	0	0	0	0	0	0	0	0	0	0	de colonne
coma	0	0	0	1	0	1	0	1	0	0	coma
comatose	0	0	0	1	0	1	0	1	0	0	comateux
comb	0	0	0	0	0	0	0	0	0	0	peigne
combat	1	0	0	1	0	1	0	0	0	0	combat
combatant	1	0	0	1	0	1	0	0	0	0	combattant
combative	1	0	0	1	0	1	0	0	0	0	combatif
combination	0	0	0	0	0	0	0	0	0	0	combinaison
combinatorial	0	0	0	0	0	0	0	0	0	0	combinatoire
combine	0	0	0	0	0	0	0	0	0	0	combiner
combined	0	0	0	0	0	0	0	0	0	0	combiné
combustible	0	0	0	0	0	0	0	0	0	0	combustible
combustion	0	0	0	0	0	0	0	0	0	0	la combustion
comedy	0	0	0	0	0	0	0	0	0	0	la comédie
comet	0	0	0	0	0	0	0	0	0	0	comète
comfort	0	1	0	0	1	0	1	0	0	1	confort
comforter	0	0	0	0	0	0	0	0	0	0	consolateur
comic	0	0	0	0	0	0	0	0	0	0	bande dessinée
comical	0	0	0	0	0	0	0	0	0	0	comique
coming	0	1	0	0	0	0	0	0	0	0	à venir
comma	0	0	0	0	0	0	0	0	0	0	virgule
command	0	0	0	0	0	0	0	0	0	0	commande
commandant	0	0	0	0	0	0	1	0	0	1	commandant
commander	0	0	0	0	0	0	0	0	0	0	le commandant
commanding	0	0	0	0	0	0	1	0	0	1	commandant
commemorate	0	1	0	0	1	0	1	1	0	0	commémorer
commemoration	0	1	0	0	1	0	1	0	0	0	commémoration
commemorative	0	1	0	0	0	0	1	0	0	0	commémoratif
commence	0	0	0	0	0	0	0	0	0	0	commencer
commend	0	0	0	0	0	0	1	0	0	0	saluer
commendable	0	0	0	0	1	0	1	0	0	1	louable
commensurate	0	0	0	0	0	0	0	0	0	0	commensurable
comment	0	0	0	0	0	0	0	0	0	0	commentaire
commentary	0	0	0	0	0	0	0	0	0	0	commentaire
commentator	0	0	0	0	0	0	1	0	0	0	commentateur
commerce	0	0	0	0	0	0	0	0	0	1	Commerce
commercial	0	0	0	0	0	0	0	0	0	0	commercial
commissary	0	0	0	0	0	0	0	0	0	0	commissaire
commission	0	0	0	0	0	0	0	0	0	1	commission
commissioner	0	0	0	0	0	0	0	0	0	0	le commissaire
commit	0	0	0	0	0	0	0	0	0	0	commettre
committal	0	0	0	0	0	1	0	1	0	0	engagement
committed	0	0	0	0	0	0	1	0	0	1	engagé
committee	0	0	0	0	0	0	0	0	0	1	Comité
commodity	0	0	0	0	0	0	0	0	0	0	produit de base
commodore	0	0	0	0	0	0	1	0	0	1	commodore
common	0	0	0	0	0	0	0	0	0	0	commun
commonly	0	0	0	0	0	0	0	0	0	0	communément
commonplace	0	1	0	0	0	0	0	0	0	1	banal
commons	0	0	0	0	0	0	0	0	0	0	Chambre des communes
commonwealth	0	0	0	0	0	0	1	0	0	1	Commonwealth
commotion	1	0	0	0	0	1	0	0	0	0	agitation
commune	0	0	0	0	0	0	0	0	0	0	communes
communicable	0	0	0	0	0	0	0	0	0	0	transmissible
communicate	0	0	0	0	0	0	1	0	0	1	communiquer
communication	0	0	0	0	0	0	0	0	0	1	la communication
communicative	0	0	0	0	0	0	1	0	0	0	communicatif
communion	0	0	0	0	1	0	1	0	0	1	communion
communism	1	0	0	1	0	1	0	1	0	0	communisme
communist	0	0	0	0	0	1	0	0	0	0	communiste
community	0	0	0	0	0	0	1	0	0	0	communauté
commutation	0	0	0	0	0	0	1	0	0	0	commutation
commutative	0	0	0	0	0	0	0	0	0	0	commutatif
commute	0	0	0	0	0	0	1	0	0	0	navette
commuter	0	0	0	0	0	0	0	0	0	0	banlieusard
compact	0	0	0	0	0	0	0	0	0	1	compact
compaction	0	0	0	0	0	0	0	0	0	0	compactage
compactness	0	0	0	0	0	0	0	0	0	0	compacité
companion	0	0	0	0	1	0	1	0	0	1	un compagnon
companionship	0	0	0	0	0	0	0	0	0	0	camaraderie
company	0	0	0	0	0	0	0	0	0	0	compagnie
comparable	0	0	0	0	0	0	0	0	0	0	comparable
comparative	0	0	0	0	0	0	0	0	0	0	comparatif
comparatively	0	0	0	0	0	0	0	0	0	0	relativement
comparison	0	0	0	0	0	0	0	0	0	0	comparaison
compartment	0	0	0	0	0	0	0	0	0	0	compartiment
compass	0	0	0	0	0	0	0	0	0	1	boussole
compassion	0	0	0	1	0	0	1	0	0	0	compassion
compassionate	0	0	0	0	0	0	1	0	0	0	compatissant
compatibility	0	0	0	0	0	0	1	0	0	0	compatibilité
compatible	0	0	0	0	0	0	1	0	0	0	compatibles
compel	0	0	0	0	0	0	0	0	0	0	contraindre
compelled	0	0	0	0	0	0	0	0	0	0	contraint
compelling	0	0	0	0	0	0	1	0	0	0	irrésistible
compendium	0	0	0	0	0	0	0	0	0	0	compendium
compensate	0	1	0	0	1	0	1	0	1	1	compenser
compensation	0	0	0	0	0	0	0	0	0	0	compensation
compensatory	0	0	0	0	0	0	1	0	0	0	compensatoire
competence	0	0	0	0	0	0	1	0	0	1	compétence
competency	0	0	0	0	0	0	1	0	0	1	compétence
competent	0	0	0	0	0	0	1	0	0	1	compétent
competition	0	1	0	0	0	1	0	0	0	0	concurrence
competitive	0	0	0	0	0	0	0	0	0	0	compétitif
competitor	0	0	0	0	0	0	0	0	0	0	concurrent
compilation	0	0	0	0	0	0	0	0	0	0	compilation
compile	0	0	0	0	0	0	0	0	0	0	compiler
complacency	0	0	0	0	0	0	1	0	0	0	complaisance
complacent	0	0	0	0	0	0	0	0	0	0	complaisant
complain	1	0	0	0	0	1	0	1	0	0	se plaindre
complaint	1	0	0	0	0	1	0	0	0	0	plainte
complement	0	1	0	0	1	0	1	0	1	1	complément
complementary	0	0	0	0	0	0	1	0	0	0	complémentaire
completed	0	0	0	0	0	0	0	0	0	0	complété
completely	0	0	0	0	0	0	1	0	0	0	totalement
completeness	0	0	0	0	0	0	1	0	0	0	complétude
completing	0	1	0	0	1	0	1	0	0	0	achever
completion	0	1	0	0	1	0	1	0	0	0	achèvement
complex	0	0	0	0	0	0	0	0	0	0	complexe
complexed	0	0	0	0	0	1	0	0	0	0	complexé
complexion	0	0	0	0	0	0	0	0	0	0	complexion
complexity	0	0	0	0	0	1	0	0	0	0	complexité
compliance	0	0	0	0	0	0	1	0	0	1	conformité
compliant	0	0	0	0	0	0	1	0	0	0	conforme
complicate	1	0	0	0	0	1	0	0	0	0	compliquer
complicated	0	0	0	0	0	1	0	0	0	0	compliqué
complication	0	0	0	0	0	1	0	0	0	0	complication
complicity	0	0	0	0	0	1	1	0	0	0	complicité
compliment	0	1	0	0	1	0	1	0	1	1	compliment
comply	0	0	0	0	0	0	0	0	0	0	conformer
complying	0	0	0	0	0	0	0	0	0	0	se conformer
compo	0	0	0	0	0	0	0	0	0	0	composition
component	0	0	0	0	0	0	0	0	0	0	composant
compose	0	0	0	0	0	0	0	0	0	0	composer
composed	0	0	0	0	0	0	1	0	0	0	composé
composer	0	0	0	0	0	0	1	0	0	0	compositeur
composite	0	0	0	0	0	0	0	0	0	0	composite
composition	0	0	0	0	0	0	0	0	0	0	composition
compost	0	0	1	0	0	1	0	0	0	0	compost
composure	0	0	0	0	0	0	1	0	0	0	calme
compound	0	0	0	0	0	0	0	0	0	0	composé
comprehend	0	0	0	0	0	0	1	0	0	0	comprendre
comprehension	0	0	0	0	0	0	0	0	0	0	compréhension
comprehensive	0	0	0	0	0	0	1	0	0	0	complet
compress	1	0	0	0	0	0	0	0	0	0	compresse
compressed	0	0	0	0	0	0	0	0	0	0	comprimé
compressible	0	0	0	0	0	0	0	0	0	0	compressible
compression	0	0	0	0	0	0	0	0	0	0	compression
comprise	0	0	0	0	0	0	0	0	0	0	comprendre
compromise	0	0	0	0	0	0	0	0	0	0	faire des compromis
comptroller	0	0	0	0	0	0	0	0	0	1	contrôleur
compulsion	1	0	0	0	0	1	0	0	0	0	compulsion
compulsory	0	0	0	0	0	1	0	0	0	0	obligatoire
computable	0	0	0	0	0	0	0	0	0	0	calculable
computation	0	0	0	0	0	0	0	0	0	0	calcul
compute	0	0	0	0	0	0	0	0	0	0	calculer
computer	0	0	0	0	0	0	0	0	0	0	l'ordinateur
comrade	0	0	0	0	0	0	1	0	0	1	camarade
con	0	0	0	0	0	0	0	0	0	0	con
concatenation	0	0	0	0	0	0	0	0	0	0	enchaînement
concave	0	0	0	0	0	0	0	0	0	0	concave
conceal	0	0	0	0	0	1	0	1	0	0	cacher
concealed	0	1	0	1	0	1	0	0	1	0	caché
concealment	1	1	0	1	0	1	0	0	0	0	dissimulation
conceit	0	0	0	0	0	1	0	0	0	0	vanité
conceited	0	0	0	0	0	1	0	0	0	0	vaniteux
conceivable	0	0	0	0	0	0	0	0	0	0	concevable
concentrate	0	0	0	0	0	0	0	0	0	0	concentré
concentration	0	0	0	0	0	0	0	0	0	0	concentration
concentric	0	0	0	0	0	0	1	0	0	0	concentrique
conception	0	0	0	0	0	0	0	0	0	0	conception
concern	0	0	0	0	0	0	0	0	0	0	préoccuper
concerned	0	0	0	1	0	0	0	1	0	0	concerné
concert	0	0	0	0	0	0	0	0	0	0	concert
concession	0	0	0	0	0	0	0	0	0	0	Concession
concessional	0	0	0	0	0	0	0	0	0	0	concessionnel
concierge	0	0	0	0	0	0	0	0	0	0	la conciergerie
conciliation	0	0	0	0	1	0	1	0	0	1	conciliation
concise	0	0	0	0	0	0	0	0	0	0	concis
conclave	0	0	0	0	0	0	0	0	0	0	conclave
conclude	0	0	0	0	0	0	0	0	0	0	conclure
concluding	0	0	0	0	0	0	1	0	0	0	final
conclusion	0	0	0	0	0	0	0	0	0	0	conclusion
concoction	0	0	0	0	0	0	0	0	0	0	mélange
concomitant	0	0	0	0	0	0	0	0	0	0	concomitant
concord	0	0	0	0	0	0	1	0	0	1	concorde
concordance	0	0	0	0	0	0	1	0	0	1	concordance
concours	0	0	0	0	0	0	0	0	0	0	concours
concourse	0	0	0	0	0	0	0	0	0	0	foule
concrete	0	0	0	0	0	0	0	0	0	0	béton
concurrence	0	0	0	0	0	0	0	0	0	0	concours
concurrent	0	0	0	0	0	0	0	0	0	0	concurrent
concurring	0	0	0	0	0	0	0	0	0	0	d'accord
concussion	1	0	0	0	0	1	0	1	0	0	commotion cérébrale
condemn	1	0	0	0	0	1	0	0	0	0	condamner
condemnation	1	1	1	1	0	1	0	1	0	0	condamnation
condensation	0	0	0	0	0	0	0	0	0	0	condensation
condensed	0	0	0	0	0	0	0	0	0	0	condensé
condescending	0	0	0	0	0	1	0	0	0	0	condescendant
condescension	1	0	1	0	0	1	0	1	0	0	condescendance
condiment	0	0	0	0	0	0	0	0	0	0	condiment
condition	0	0	0	0	0	0	0	0	0	0	condition
conditional	0	0	0	0	0	0	0	0	0	0	conditionnel
conditionally	0	0	0	0	0	0	0	0	0	0	conditionnellement
conditioned	0	0	0	0	0	0	0	0	0	0	conditionné
conditions	0	0	0	0	0	0	0	0	0	0	les conditions
condolence	0	0	0	0	0	0	1	1	0	0	condoléances
condone	0	0	0	0	0	0	1	0	0	0	fermer les yeux sur
conducive	0	0	0	0	0	0	1	0	0	0	propice
conduct	0	0	0	0	0	0	0	0	0	0	conduire
conduction	0	0	0	0	0	0	0	0	0	0	conduction
conductivity	0	0	0	0	0	0	1	0	0	0	conductivité
conductor	0	0	0	0	0	0	0	0	0	0	conducteur
conduit	0	0	0	0	0	0	0	0	0	0	conduit
cone	0	0	0	0	0	0	0	0	0	0	cône
confederate	0	0	0	0	0	0	1	0	0	1	confédéré
confederation	0	0	0	0	0	0	0	0	0	0	confédération
confer	0	0	0	0	0	0	0	0	0	0	conférer
conference	0	0	0	0	0	0	0	0	0	0	conférence
confess	0	0	0	0	0	1	1	0	0	1	avouer
confession	0	1	0	1	0	1	0	1	1	0	confession
confessional	0	0	0	1	0	0	0	0	0	1	confessionnal
confessions	0	0	0	0	0	0	0	0	0	0	aveux
confide	0	0	0	0	0	0	0	0	0	1	confier
confidence	0	0	0	1	1	0	1	0	0	1	confiance
confident	0	0	0	0	1	0	1	0	0	1	sur de soi
confidential	0	0	0	0	0	0	0	0	0	1	confidentiel
confidentially	0	0	0	0	0	0	0	0	0	1	confidentiellement
configuration	0	0	0	0	0	0	0	0	0	0	configuration
confine	1	0	0	1	0	1	0	1	0	0	confiner
confined	1	0	1	1	0	1	0	1	0	0	confiné
confinement	1	0	0	1	0	1	0	1	0	0	confinement
confines	0	0	0	0	0	0	0	0	0	0	limites
confirm	0	0	0	0	0	0	0	0	0	0	confirmer
confirmation	0	0	0	0	0	0	0	0	0	1	confirmation
confirmatory	0	0	0	0	0	0	0	0	0	0	confirmatif
confirmed	0	0	0	0	0	0	1	0	0	1	confirmé
confiscate	1	0	0	0	0	1	0	1	0	0	confisquer
confiscation	0	0	0	0	0	1	0	0	0	0	confiscation
conflagration	1	0	0	1	0	1	0	0	0	0	incendie
conflict	1	0	0	1	0	1	0	1	0	0	conflit
conflicting	0	0	0	0	0	1	0	0	0	0	contradictoire
confluence	0	0	0	0	0	0	0	0	0	0	confluence
conformance	0	0	0	0	0	0	1	0	0	0	conformité
conformation	0	0	0	0	0	0	0	0	0	0	conformation
conformity	0	0	0	0	0	0	0	0	0	1	conformité
confound	0	0	0	0	0	1	0	0	0	0	confondre
confounded	0	0	0	0	0	1	0	0	0	0	confondu
confront	1	0	0	0	0	0	0	0	0	0	affronter
confuse	0	0	0	0	0	1	0	0	0	0	embrouiller
confusion	1	0	0	1	0	1	0	0	0	0	confusion
congenial	0	0	0	0	0	0	1	0	0	0	agréable
congenital	0	0	0	0	0	0	0	0	0	0	congénital
congestion	0	0	0	0	0	1	0	0	0	0	congestion
conglomerate	0	0	0	0	0	0	0	0	0	1	conglomérat
conglomeration	0	0	0	0	0	0	0	0	0	0	agglomération
congratulatory	0	0	0	0	1	0	1	0	0	0	de félicitations
congregate	0	0	0	0	0	0	0	0	0	0	se rassembler
congregation	0	0	0	0	0	0	1	0	0	1	congrégation
congress	0	0	1	0	0	0	0	0	0	1	congrès
congressional	0	0	0	0	0	0	0	0	0	0	du congrès
congressman	0	0	0	0	0	0	0	0	0	1	membre du Congrès
congruence	0	0	0	0	0	0	1	0	0	1	congruence
conic	0	0	0	0	0	0	0	0	0	0	conique
conical	0	0	0	0	0	0	0	0	0	0	conique
conjecture	0	1	0	0	0	0	0	0	0	0	conjecture
conjugal	0	0	0	0	0	0	0	0	0	0	conjugal
conjugate	0	0	0	0	0	0	0	0	0	0	conjuguer
conjugation	0	0	0	0	0	0	0	0	0	0	conjugaison
conjunction	0	0	0	0	0	0	0	0	0	0	conjonction
conjunctive	0	0	0	0	0	0	0	0	0	0	conjonctif
conjure	0	1	0	0	0	0	0	0	1	0	conjurer
conjuring	0	0	0	0	0	1	0	0	0	0	prestidigitation
connect	0	0	0	0	0	0	0	0	0	0	relier
connected	0	0	0	0	0	0	0	0	0	0	lié
connection	0	0	0	0	0	0	0	0	0	0	lien
connective	0	0	0	0	0	0	0	0	0	1	conjonctif
connoisseur	0	0	0	0	1	0	1	0	0	1	connaisseur
conquer	0	0	0	0	0	0	0	0	0	0	conquérir
conqueror	0	0	0	0	0	0	0	0	0	0	conquérant
conquest	1	0	0	1	0	1	0	0	0	0	conquête
conscience	0	0	0	0	0	0	1	0	0	1	conscience
conscientious	0	0	0	0	0	0	1	0	0	1	consciencieux
consciousness	0	0	0	0	0	0	1	0	0	0	conscience
conscription	0	0	0	0	0	0	0	0	0	0	service militaire
consecration	0	1	0	0	1	0	1	1	0	1	consécration
consecutive	0	0	0	0	0	0	0	0	0	0	consécutif
consent	0	0	0	0	0	0	0	0	0	0	consentement
consenting	0	0	0	0	0	0	0	0	0	0	consentant
consequence	0	0	0	0	0	0	0	0	0	0	conséquence
consequent	0	1	0	0	0	0	0	0	0	0	conséquent
conservation	0	1	0	0	0	0	1	0	0	1	conservation
conservatism	0	0	0	0	0	0	0	0	0	0	conservatisme
conservative	0	0	0	0	0	0	0	0	0	0	conservateur
conservatory	0	0	0	0	0	0	0	0	0	0	conservatoire
conserve	0	0	0	0	0	0	1	0	0	0	conserver
considerable	0	0	0	0	0	0	1	0	0	0	considérable
considerate	0	0	0	0	0	0	1	0	0	1	prévenant
consignee	0	0	0	0	0	0	0	0	0	0	destinataire
consignment	0	0	0	0	0	0	0	0	0	0	consignation
consistency	0	0	0	0	0	0	1	0	0	1	cohérence
consistent	0	0	0	0	0	0	0	0	0	0	cohérent
consolation	0	0	0	0	0	0	0	0	0	0	consolation
console	0	0	0	0	0	0	1	1	0	0	console
consolidate	0	0	0	0	0	0	0	0	0	0	consolider
consolidation	0	0	0	0	0	0	0	0	0	0	consolidation
consonant	0	0	0	0	0	0	1	0	0	0	consonne
consort	0	0	0	0	0	0	0	0	0	1	épouse
conspicuous	0	0	0	0	0	0	0	0	0	0	visible
conspiracy	0	0	0	1	0	0	0	0	0	0	conspiration
conspirator	1	1	1	1	0	1	0	0	0	0	conspirateur
conspire	0	0	0	1	0	1	0	0	0	0	conspirer
constable	0	0	0	0	0	0	0	0	0	1	gendarme
constancy	0	0	0	0	0	0	1	0	0	1	constance
constant	0	0	0	0	0	0	1	0	0	1	constant
constantly	0	0	0	0	0	0	0	0	0	1	en permanence
constellation	0	0	0	0	0	0	0	0	0	0	constellation
consternation	1	0	0	1	0	1	0	0	0	0	consternation
constipation	0	0	1	0	0	1	0	0	0	0	constipation
constituent	0	0	0	0	0	0	0	0	0	0	constituant
constituents	0	0	0	0	0	0	0	0	0	0	constituants
constitute	0	0	0	0	0	0	0	0	0	1	constituer
constitution	0	0	0	0	0	0	0	0	0	0	Constitution
constitutional	0	0	0	0	0	0	1	0	0	1	constitutionnel
constitutionality	0	0	0	0	0	0	0	0	0	0	constitutionnalité
constrain	0	0	0	1	0	1	0	0	0	0	contraindre
constrained	0	0	0	0	0	1	0	0	0	0	contraint
constraint	1	0	0	1	0	1	0	1	0	0	contrainte
construct	0	0	0	0	0	0	1	0	0	0	construction
construction	0	0	0	0	0	0	0	0	0	0	construction
construe	0	0	0	0	0	0	0	0	0	0	interpréter
consul	0	0	0	0	0	0	0	0	0	1	consul
consult	0	0	0	0	0	0	0	0	0	1	consulter
consultation	0	0	0	0	0	0	0	0	0	0	consultation
consume	0	0	0	0	0	0	0	0	0	0	consommer
consuming	0	0	0	0	0	0	0	0	0	0	consommant
consummate	0	0	0	0	0	0	1	0	0	0	consommé
consummation	0	0	0	0	0	0	0	0	0	0	accomplissement
consumption	0	0	0	0	0	0	0	0	0	0	consommation
contact	0	0	0	0	0	0	1	0	0	0	Contactez
contagion	0	1	1	1	0	1	0	0	0	0	contagion
contagious	0	0	1	1	0	1	0	0	0	0	contagieux
containment	0	0	0	0	0	0	0	0	0	0	endiguement
contaminate	0	0	1	0	0	1	0	0	0	0	contaminer
contaminated	0	0	1	1	0	1	0	1	0	0	contaminé
contamination	0	0	1	0	0	1	0	0	0	0	contamination
contemplate	0	0	0	0	0	0	0	0	0	0	contempler
contemplation	0	0	0	0	0	0	1	0	0	0	contemplation
contemplative	0	0	0	0	0	0	0	0	0	0	contemplatif
contemporaneous	0	0	0	0	0	0	0	0	0	0	contemporain
contemporary	0	0	0	0	0	0	0	0	0	0	contemporain
contempt	1	0	1	1	0	1	0	0	0	0	mépris
contemptible	1	0	1	0	0	1	0	0	0	0	méprisable
contemptuous	1	0	0	0	0	1	0	0	0	0	méprisant
contending	0	0	0	0	0	0	0	0	0	0	rivaliser
content	0	0	0	0	1	0	1	0	0	1	contenu
contention	0	0	0	0	0	0	0	0	0	0	contention
contentious	1	0	1	1	0	1	0	0	0	0	litigieux
contents	0	0	0	0	0	0	0	0	0	0	Contenu
context	0	0	0	0	0	0	0	0	0	0	le contexte
contiguous	0	0	0	0	0	0	0	0	0	0	contigu
continence	0	0	0	0	0	0	0	0	0	0	continence
continent	0	0	0	0	0	0	0	0	0	0	continent
continental	0	0	0	0	0	0	0	0	0	0	continental
contingency	0	0	0	0	0	0	0	0	0	0	contingence
contingent	0	1	0	0	0	0	0	0	0	0	contingent
continual	0	0	0	0	0	0	0	0	0	0	continuel
continually	0	0	0	0	0	0	0	0	0	0	continuellement
continuance	0	0	0	0	0	0	0	0	0	0	continuation
continuation	0	1	0	0	0	0	0	0	0	0	continuation
continue	0	1	0	0	0	0	1	0	0	1	Continuez
continued	0	0	0	0	0	0	0	0	0	0	a continué
continuing	0	0	0	0	0	0	0	0	0	0	continuer
continuity	0	0	0	0	0	0	0	0	0	0	continuité
continuous	0	0	0	0	0	0	0	0	0	0	continu
continuously	0	0	0	0	0	0	0	0	0	0	en continu
contour	0	0	0	0	0	0	1	0	0	0	contour
contraband	1	0	1	1	0	1	0	0	0	0	contrebande
contract	0	0	0	0	0	0	0	0	0	0	Contrat
contracted	0	0	0	0	0	1	0	0	0	0	contracté
contractile	0	0	0	0	0	0	0	0	0	0	contractile
contracting	0	0	0	0	0	0	0	0	0	0	contracter
contraction	0	0	0	0	0	0	0	0	0	0	contraction
contradict	1	0	0	0	0	1	0	0	0	0	contredire
contradiction	0	0	0	0	0	1	0	0	0	0	contradiction
contradictory	0	0	0	0	0	1	0	0	0	0	contradictoire
contrary	0	0	0	0	0	1	0	0	0	0	contraire
contrast	0	0	0	0	0	0	0	0	0	0	contraste
contrasted	0	0	0	0	0	1	0	0	0	0	contrasté
contravene	0	0	0	0	0	1	0	0	0	0	contrevenir
contravention	0	0	0	0	0	1	0	0	0	0	violation
contribute	0	0	0	0	0	0	1	0	0	0	contribuer
contributor	0	0	0	0	0	0	1	0	0	1	donateur
contrived	0	0	0	0	0	0	0	0	0	0	artificiel
control	0	0	0	0	0	0	0	0	0	0	contrôler
controversial	1	0	0	0	0	1	0	0	0	0	controversé
controversy	0	0	0	0	0	1	0	0	0	0	controverse
conundrum	0	0	0	0	0	0	0	0	0	0	énigme
convalescent	0	0	0	0	0	0	0	0	0	0	convalescent
convection	0	0	0	0	0	0	0	0	0	0	convection
convene	0	0	0	0	0	0	0	0	0	0	convoquer
convenience	0	0	0	0	0	0	1	0	0	0	commodité
conveniences	0	0	0	0	0	0	0	0	0	0	commodités
convenient	0	0	0	0	0	0	1	0	0	0	pratique
convent	0	0	0	0	0	0	1	0	0	1	couvent
convention	0	0	0	0	0	0	1	0	0	0	convention
conventional	0	0	0	0	0	0	0	0	0	0	conventionnel
converge	0	0	0	0	0	0	0	0	0	0	converger
convergence	0	1	0	0	0	0	0	0	0	0	convergence
convergent	0	0	0	0	0	0	0	0	0	0	convergent
conversant	0	0	0	0	0	0	1	0	0	0	au courant
conversation	0	0	0	0	0	0	0	0	0	0	conversation
conversational	0	0	0	0	0	0	1	0	0	0	de la conversation
converse	0	0	0	0	0	0	0	0	0	0	converser
conversing	0	0	0	0	0	0	0	0	0	0	converser
conversion	0	0	0	0	0	0	0	0	0	0	conversion
convert	0	0	0	0	0	0	1	0	0	0	convertir
converted	0	0	0	0	0	0	0	0	0	0	converti
convertible	0	0	0	0	0	0	0	0	0	0	convertible
convex	0	0	0	0	0	0	0	0	0	0	convexe
convexity	0	0	0	0	0	0	0	0	0	0	convexité
convey	0	0	0	0	0	0	0	0	0	0	transmettre
conveyance	0	0	0	0	0	0	0	0	0	0	transport
conveyancing	0	0	0	0	0	0	0	0	0	1	transport
convict	1	0	1	1	0	1	0	1	0	0	condamné
conviction	0	0	0	0	0	1	0	0	0	0	conviction
convince	0	1	0	0	0	0	1	0	0	1	convaincre
convinced	0	0	0	0	0	0	0	0	0	1	convaincu
convincing	0	0	0	0	0	0	0	0	0	1	convaincant
convocation	0	0	0	0	0	0	0	0	0	0	convocation
convoluted	0	0	0	0	0	0	0	0	0	0	convoluté
convolution	0	0	0	0	0	0	0	0	0	0	convolution
convoy	0	0	0	0	0	0	0	0	0	0	convoi
coo	0	0	0	0	0	0	0	0	0	0	roucouler
cook	0	0	0	0	0	0	0	0	0	0	cuisinier
cookery	0	0	0	0	0	0	0	0	0	0	cuisine
cooking	0	0	0	0	0	0	0	0	0	0	cuisine
cool	0	0	0	0	0	0	1	0	0	0	cool
cooler	0	0	0	0	0	0	0	0	0	0	glacière
cooling	0	0	0	0	0	0	0	0	0	0	refroidissement
coolness	0	0	0	0	0	0	1	0	0	0	fraîcheur
coop	1	0	1	0	0	1	0	0	0	0	coopérative
cooperate	0	0	0	0	0	0	1	0	0	0	coopérer
cooperating	0	0	0	0	0	0	1	0	0	1	coopérer
cooperation	0	0	0	0	0	0	1	0	0	1	la coopération
cooperative	0	0	0	0	0	0	1	0	0	1	coopérative
coordinate	0	0	0	0	0	0	0	0	0	0	coordonner
cop	0	0	0	1	0	0	0	0	0	1	flic
copious	0	0	0	0	0	0	0	0	0	0	copieux
copper	0	0	0	0	0	0	0	0	0	0	cuivre
copy	0	0	0	0	0	1	0	0	0	0	copie
copycat	1	0	1	0	0	1	0	0	0	0	imitateur
copying	0	0	0	0	0	0	0	0	0	0	copier
copyright	0	0	0	0	0	0	0	0	0	0	droits d'auteur
coral	0	0	0	0	0	0	0	0	0	0	corail
cord	0	0	0	0	0	0	0	0	0	0	corde
cordon	0	0	0	0	0	0	0	0	0	0	cordon
corduroy	0	0	0	0	0	0	0	0	0	0	velours côtelé
core	0	0	0	0	0	0	1	0	0	0	cœur
cork	0	0	0	0	0	0	0	0	0	0	Liège
corkscrew	0	0	0	0	0	0	0	0	0	0	un tire-bouchon
corn	0	0	0	0	0	0	0	0	0	0	maïs
cornea	0	0	0	0	0	0	0	0	0	0	cornée
corner	0	0	0	0	0	0	0	0	0	0	coin
cornet	0	0	0	0	0	0	0	0	0	0	cornet
cornice	0	0	0	0	0	0	0	0	0	0	corniche
cornstarch	0	0	0	0	0	0	0	0	0	0	fécule de maïs
corollary	0	0	0	0	0	0	0	0	0	0	corollaire
