English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Marathi Word
cognition	0	0	0	0	0	0	0	0	0	0	अनुभूती
cognitive	0	0	0	0	0	0	1	0	0	0	संज्ञानात्मक
cohabitation	0	0	0	0	0	0	0	0	0	0	सहवास
coherence	0	0	0	0	0	0	1	0	0	0	सुसंगतता
coherent	0	0	0	0	0	0	1	0	0	0	सुसंगत
cohesion	0	0	0	0	0	0	0	0	0	1	एकसंधता
cohesive	0	0	0	0	0	0	1	0	0	1	संलग्न
cohort	0	0	0	0	0	0	0	0	0	0	समूह
coil	0	0	0	0	0	0	0	0	0	0	गुंडाळी
coiled	0	0	0	0	0	0	0	0	0	0	गुंडाळलेले
coin	0	0	0	0	0	0	0	0	0	0	नाणे
coinage	0	0	0	0	0	0	0	0	0	0	नाणे
coincide	0	0	0	0	0	0	0	0	0	0	जुळणे
coincidence	0	0	0	0	0	0	0	0	1	0	योगायोग
coincident	0	0	0	0	0	0	0	0	0	0	योगायोग
coinciding	0	0	0	0	0	0	0	0	0	0	योगायोग
coke	0	0	0	0	0	0	0	0	0	0	कोक
cold	0	0	0	0	0	1	0	0	0	0	थंड
coldly	0	0	0	0	0	1	0	0	0	0	थंडपणे
coldness	1	0	1	1	0	1	0	1	0	0	थंडी
colic	0	0	0	0	0	1	0	0	0	0	पोटशूळ
collaborator	0	0	0	0	0	0	0	0	0	1	सहयोगी
collapse	0	0	1	1	0	1	0	1	0	0	कोसळणे
collar	0	0	0	0	0	0	0	0	0	0	कॉलर
collate	0	0	0	0	0	0	0	0	0	0	एकत्र करणे
collateral	0	0	0	0	0	0	0	0	0	1	संपार्श्विक
collation	0	0	0	0	0	0	0	0	0	0	एकत्रीकरण
colleague	0	0	0	0	0	0	0	0	0	0	सहकारी
collect	0	0	0	0	0	0	0	0	0	0	गोळा
collected	0	0	0	0	0	0	0	0	0	0	गोळा
collection	0	0	0	0	0	0	0	0	0	0	संकलन
collective	0	0	0	0	0	0	0	0	0	0	सामूहिक
collectively	0	0	0	0	0	0	1	0	0	1	एकत्रितपणे
collector	0	0	0	0	0	0	0	0	0	0	कलेक्टर
college	0	0	0	0	0	0	0	0	0	0	कॉलेज
collegiate	0	0	0	0	0	0	0	0	0	0	महाविद्यालयीन
collide	0	0	0	0	0	0	0	0	0	0	टक्कर
collie	0	0	0	0	0	0	0	0	0	0	कॉली
collision	1	0	0	0	0	1	0	0	0	0	टक्कर
collocation	0	0	0	0	0	0	0	0	0	0	कोलोकेशन
colloquial	0	0	0	0	0	0	0	0	0	0	बोलचाल
collusion	1	0	1	1	0	1	0	1	0	0	मिलीभगत
colon	0	0	0	0	0	0	0	0	0	0	कोलन
colonel	0	0	0	0	0	0	1	0	0	1	कर्नल
colonial	0	0	0	0	0	0	0	0	0	0	वसाहती
colony	0	0	0	0	0	0	0	0	0	0	वसाहत
colophon	0	0	0	0	0	0	0	0	0	0	कोलोफोन
color	0	0	0	0	0	0	0	0	0	0	रंग
coloration	0	0	0	0	0	0	0	0	0	0	रंगीकरण
colored	0	0	0	0	0	0	0	0	0	0	रंगीत
coloring	0	0	0	0	0	0	0	0	0	0	रंग भरणे
colorless	0	0	0	0	0	0	0	0	0	0	रंगहीन
colors	0	0	0	0	0	0	0	0	0	0	रंग
colossal	0	0	0	0	0	0	1	0	0	0	प्रचंड
colt	0	0	0	0	0	0	0	0	0	0	शिंगरू
column	0	0	0	0	0	0	0	0	0	0	स्तंभ
columnar	0	0	0	0	0	0	0	0	0	0	स्तंभ
coma	0	0	0	1	0	1	0	1	0	0	कोमा
comatose	0	0	0	1	0	1	0	1	0	0	कोमॅटोज
comb	0	0	0	0	0	0	0	0	0	0	कंगवा
combat	1	0	0	1	0	1	0	0	0	0	लढाई
combatant	1	0	0	1	0	1	0	0	0	0	लढाऊ
combative	1	0	0	1	0	1	0	0	0	0	लढाऊ
combination	0	0	0	0	0	0	0	0	0	0	संयोजन
combinatorial	0	0	0	0	0	0	0	0	0	0	संयोजन
combine	0	0	0	0	0	0	0	0	0	0	एकत्र
combined	0	0	0	0	0	0	0	0	0	0	एकत्रित
combustible	0	0	0	0	0	0	0	0	0	0	ज्वलनशील
combustion	0	0	0	0	0	0	0	0	0	0	ज्वलन
comedy	0	0	0	0	0	0	0	0	0	0	विनोदी
comet	0	0	0	0	0	0	0	0	0	0	धूमकेतू
comfort	0	1	0	0	1	0	1	0	0	1	आराम
comforter	0	0	0	0	0	0	0	0	0	0	दिलासा देणारा
comic	0	0	0	0	0	0	0	0	0	0	कॉमिक
comical	0	0	0	0	0	0	0	0	0	0	विनोदी
coming	0	1	0	0	0	0	0	0	0	0	येणाऱ्या
comma	0	0	0	0	0	0	0	0	0	0	स्वल्पविराम
command	0	0	0	0	0	0	0	0	0	0	आज्ञा
commandant	0	0	0	0	0	0	1	0	0	1	कमांडंट
commander	0	0	0	0	0	0	0	0	0	0	कमांडर
commanding	0	0	0	0	0	0	1	0	0	1	कमांडिंग
commemorate	0	1	0	0	1	0	1	1	0	0	स्मरण करणे
commemoration	0	1	0	0	1	0	1	0	0	0	स्मारक
commemorative	0	1	0	0	0	0	1	0	0	0	स्मरणार्थ
commence	0	0	0	0	0	0	0	0	0	0	सुरू
commend	0	0	0	0	0	0	1	0	0	0	प्रशंसा
commendable	0	0	0	0	1	0	1	0	0	1	प्रशंसनीय
commensurate	0	0	0	0	0	0	0	0	0	0	अनुरूप
comment	0	0	0	0	0	0	0	0	0	0	टिप्पणी
commentary	0	0	0	0	0	0	0	0	0	0	भाष्य
commentator	0	0	0	0	0	0	1	0	0	0	भाष्यकार
commerce	0	0	0	0	0	0	0	0	0	1	वाणिज्य
commercial	0	0	0	0	0	0	0	0	0	0	व्यावसायिक
commissary	0	0	0	0	0	0	0	0	0	0	आयुक्त
commission	0	0	0	0	0	0	0	0	0	1	कमिशन
commissioner	0	0	0	0	0	0	0	0	0	0	आयुक्त
commit	0	0	0	0	0	0	0	0	0	0	वचनबद्ध
committal	0	0	0	0	0	1	0	1	0	0	वचनबद्ध
committed	0	0	0	0	0	0	1	0	0	1	वचनबद्ध
committee	0	0	0	0	0	0	0	0	0	1	समिती
commodity	0	0	0	0	0	0	0	0	0	0	वस्तू
commodore	0	0	0	0	0	0	1	0	0	1	कमोडोर
common	0	0	0	0	0	0	0	0	0	0	सामान्य
commonly	0	0	0	0	0	0	0	0	0	0	सामान्यतः
commonplace	0	1	0	0	0	0	0	0	0	1	सामान्य
commons	0	0	0	0	0	0	0	0	0	0	कॉमन्स
commonwealth	0	0	0	0	0	0	1	0	0	1	कॉमनवेल्थ
commotion	1	0	0	0	0	1	0	0	0	0	गोंधळ
commune	0	0	0	0	0	0	0	0	0	0	कम्यून
communicable	0	0	0	0	0	0	0	0	0	0	संप्रेषण करण्यायोग्य
communicate	0	0	0	0	0	0	1	0	0	1	संवाद साधणे
communication	0	0	0	0	0	0	0	0	0	1	संवाद
communicative	0	0	0	0	0	0	1	0	0	0	संवादात्मक
communion	0	0	0	0	1	0	1	0	0	1	सहभागिता
communism	1	0	0	1	0	1	0	1	0	0	साम्यवाद
communist	0	0	0	0	0	1	0	0	0	0	कम्युनिस्ट
community	0	0	0	0	0	0	1	0	0	0	समुदाय
commutation	0	0	0	0	0	0	1	0	0	0	बदल
commutative	0	0	0	0	0	0	0	0	0	0	बदली
commute	0	0	0	0	0	0	1	0	0	0	ये - जा
commuter	0	0	0	0	0	0	0	0	0	0	प्रवासी
compact	0	0	0	0	0	0	0	0	0	1	संक्षिप्त
compaction	0	0	0	0	0	0	0	0	0	0	कॉम्पॅक्शन
compactness	0	0	0	0	0	0	0	0	0	0	कॉम्पॅक्टनेस
companion	0	0	0	0	1	0	1	0	0	1	सहचर
companionship	0	0	0	0	0	0	0	0	0	0	सहवास
company	0	0	0	0	0	0	0	0	0	0	कंपनी
comparable	0	0	0	0	0	0	0	0	0	0	तुलना करण्यायोग्य
comparative	0	0	0	0	0	0	0	0	0	0	तुलनात्मक
comparatively	0	0	0	0	0	0	0	0	0	0	तुलनेने
comparison	0	0	0	0	0	0	0	0	0	0	तुलना
compartment	0	0	0	0	0	0	0	0	0	0	कप्पा
compass	0	0	0	0	0	0	0	0	0	1	होकायंत्र
compassion	0	0	0	1	0	0	1	0	0	0	करुणा
compassionate	0	0	0	0	0	0	1	0	0	0	अनुकंपा
compatibility	0	0	0	0	0	0	1	0	0	0	सुसंगतता
compatible	0	0	0	0	0	0	1	0	0	0	सुसंगत
compel	0	0	0	0	0	0	0	0	0	0	सक्ती करणे
compelled	0	0	0	0	0	0	0	0	0	0	सक्ती
compelling	0	0	0	0	0	0	1	0	0	0	आकर्षक
compendium	0	0	0	0	0	0	0	0	0	0	संकलन
compensate	0	1	0	0	1	0	1	0	1	1	भरपाई
compensation	0	0	0	0	0	0	0	0	0	0	भरपाई
compensatory	0	0	0	0	0	0	1	0	0	0	भरपाई देणारा
competence	0	0	0	0	0	0	1	0	0	1	क्षमता
competency	0	0	0	0	0	0	1	0	0	1	योग्यता
competent	0	0	0	0	0	0	1	0	0	1	सक्षम
competition	0	1	0	0	0	1	0	0	0	0	स्पर्धा
competitive	0	0	0	0	0	0	0	0	0	0	स्पर्धात्मक
competitor	0	0	0	0	0	0	0	0	0	0	स्पर्धक
compilation	0	0	0	0	0	0	0	0	0	0	संकलन
compile	0	0	0	0	0	0	0	0	0	0	संकलित
complacency	0	0	0	0	0	0	1	0	0	0	आत्मसंतुष्टता
complacent	0	0	0	0	0	0	0	0	0	0	आत्मसंतुष्ट
complain	1	0	0	0	0	1	0	1	0	0	तक्रार
complaint	1	0	0	0	0	1	0	0	0	0	तक्रार
complement	0	1	0	0	1	0	1	0	1	1	पूरक
complementary	0	0	0	0	0	0	1	0	0	0	पूरक
completed	0	0	0	0	0	0	0	0	0	0	पूर्ण
completely	0	0	0	0	0	0	1	0	0	0	पूर्णपणे
completeness	0	0	0	0	0	0	1	0	0	0	पूर्णता
completing	0	1	0	0	1	0	1	0	0	0	पूर्ण करत आहे
completion	0	1	0	0	1	0	1	0	0	0	पूर्णता
complex	0	0	0	0	0	0	0	0	0	0	जटिल
complexed	0	0	0	0	0	1	0	0	0	0	जटिल
complexion	0	0	0	0	0	0	0	0	0	0	रंग
complexity	0	0	0	0	0	1	0	0	0	0	गुंतागुंत
compliance	0	0	0	0	0	0	1	0	0	1	अनुपालन
compliant	0	0	0	0	0	0	1	0	0	0	सहत्व
complicate	1	0	0	0	0	1	0	0	0	0	क्लिष्ट
complicated	0	0	0	0	0	1	0	0	0	0	क्लिष्ट
complication	0	0	0	0	0	1	0	0	0	0	गुंतागुंत
complicity	0	0	0	0	0	1	1	0	0	0	सहभाग
compliment	0	1	0	0	1	0	1	0	1	1	प्रशंसा
comply	0	0	0	0	0	0	0	0	0	0	पालन
complying	0	0	0	0	0	0	0	0	0	0	पालन
compo	0	0	0	0	0	0	0	0	0	0	कंपो
component	0	0	0	0	0	0	0	0	0	0	घटक
compose	0	0	0	0	0	0	0	0	0	0	तयार करा
composed	0	0	0	0	0	0	1	0	0	0	बनवलेले
composer	0	0	0	0	0	0	1	0	0	0	संगीतकार
composite	0	0	0	0	0	0	0	0	0	0	संमिश्र
composition	0	0	0	0	0	0	0	0	0	0	रचना
compost	0	0	1	0	0	1	0	0	0	0	कंपोस्ट
composure	0	0	0	0	0	0	1	0	0	0	शांतता
compound	0	0	0	0	0	0	0	0	0	0	कंपाऊंड
comprehend	0	0	0	0	0	0	1	0	0	0	समजून घेणे
comprehension	0	0	0	0	0	0	0	0	0	0	आकलन
comprehensive	0	0	0	0	0	0	1	0	0	0	सर्वसमावेशक
compress	1	0	0	0	0	0	0	0	0	0	कॉम्प्रेस
compressed	0	0	0	0	0	0	0	0	0	0	संकुचित
compressible	0	0	0	0	0	0	0	0	0	0	दाबण्यायोग्य
compression	0	0	0	0	0	0	0	0	0	0	संक्षेप
comprise	0	0	0	0	0	0	0	0	0	0	समावेश
compromise	0	0	0	0	0	0	0	0	0	0	तडजोड
comptroller	0	0	0	0	0	0	0	0	0	1	नियंत्रक
compulsion	1	0	0	0	0	1	0	0	0	0	सक्ती
compulsory	0	0	0	0	0	1	0	0	0	0	अनिवार्य
computable	0	0	0	0	0	0	0	0	0	0	गणना करण्यायोग्य
computation	0	0	0	0	0	0	0	0	0	0	गणना
compute	0	0	0	0	0	0	0	0	0	0	गणना
computer	0	0	0	0	0	0	0	0	0	0	संगणक
comrade	0	0	0	0	0	0	1	0	0	1	कॉम्रेड
con	0	0	0	0	0	0	0	0	0	0	फसवणे
concatenation	0	0	0	0	0	0	0	0	0	0	जोडणी
concave	0	0	0	0	0	0	0	0	0	0	अवतल
conceal	0	0	0	0	0	1	0	1	0	0	लपवणे
concealed	0	1	0	1	0	1	0	0	1	0	लपवलेले
concealment	1	1	0	1	0	1	0	0	0	0	लपविणे
conceit	0	0	0	0	0	1	0	0	0	0	अहंकार
conceited	0	0	0	0	0	1	0	0	0	0	अभिमानी
conceivable	0	0	0	0	0	0	0	0	0	0	कल्पना करण्यायोग्य
concentrate	0	0	0	0	0	0	0	0	0	0	लक्ष केंद्रित
concentration	0	0	0	0	0	0	0	0	0	0	एकाग्रता
concentric	0	0	0	0	0	0	1	0	0	0	केंद्रीत
conception	0	0	0	0	0	0	0	0	0	0	गर्भधारणा
concern	0	0	0	0	0	0	0	0	0	0	चिंता
concerned	0	0	0	1	0	0	0	1	0	0	संबंधित
concert	0	0	0	0	0	0	0	0	0	0	मैफिल
concession	0	0	0	0	0	0	0	0	0	0	सवलत
concessional	0	0	0	0	0	0	0	0	0	0	सवलतीच्या
concierge	0	0	0	0	0	0	0	0	0	0	द्वारपाल
conciliation	0	0	0	0	1	0	1	0	0	1	समेट
concise	0	0	0	0	0	0	0	0	0	0	संक्षिप्त
conclave	0	0	0	0	0	0	0	0	0	0	कॉन्क्लेव्ह
conclude	0	0	0	0	0	0	0	0	0	0	निष्कर्ष काढणे
concluding	0	0	0	0	0	0	1	0	0	0	समारोप
conclusion	0	0	0	0	0	0	0	0	0	0	निष्कर्ष
concoction	0	0	0	0	0	0	0	0	0	0	रचना
concomitant	0	0	0	0	0	0	0	0	0	0	सहवर्ती
concord	0	0	0	0	0	0	1	0	0	1	एकमत
concordance	0	0	0	0	0	0	1	0	0	1	एकरूपता
concours	0	0	0	0	0	0	0	0	0	0	concours
concourse	0	0	0	0	0	0	0	0	0	0	एकत्र येणे
concrete	0	0	0	0	0	0	0	0	0	0	ठोस
concurrence	0	0	0	0	0	0	0	0	0	0	सहमती
concurrent	0	0	0	0	0	0	0	0	0	0	समवर्ती
concurring	0	0	0	0	0	0	0	0	0	0	सहमत
concussion	1	0	0	0	0	1	0	1	0	0	आघात
condemn	1	0	0	0	0	1	0	0	0	0	निषेध
condemnation	1	1	1	1	0	1	0	1	0	0	निंदा
condensation	0	0	0	0	0	0	0	0	0	0	संक्षेपण
condensed	0	0	0	0	0	0	0	0	0	0	घनरूप
condescending	0	0	0	0	0	1	0	0	0	0	विनम्र
condescension	1	0	1	0	0	1	0	1	0	0	संवेदना
condiment	0	0	0	0	0	0	0	0	0	0	मसाला
condition	0	0	0	0	0	0	0	0	0	0	परिस्थिती
conditional	0	0	0	0	0	0	0	0	0	0	सशर्त
conditionally	0	0	0	0	0	0	0	0	0	0	सशर्त
conditioned	0	0	0	0	0	0	0	0	0	0	कंडिशन केलेले
conditions	0	0	0	0	0	0	0	0	0	0	परिस्थिती
condolence	0	0	0	0	0	0	1	1	0	0	शोक
condone	0	0	0	0	0	0	1	0	0	0	क्षमा करणे
conducive	0	0	0	0	0	0	1	0	0	0	अनुकूल
conduct	0	0	0	0	0	0	0	0	0	0	आचरण
conduction	0	0	0	0	0	0	0	0	0	0	वहन
conductivity	0	0	0	0	0	0	1	0	0	0	वाहकता
conductor	0	0	0	0	0	0	0	0	0	0	कंडक्टर
conduit	0	0	0	0	0	0	0	0	0	0	नळ
cone	0	0	0	0	0	0	0	0	0	0	सुळका
confederate	0	0	0	0	0	0	1	0	0	1	संघराज्य
confederation	0	0	0	0	0	0	0	0	0	0	महासंघ
confer	0	0	0	0	0	0	0	0	0	0	प्रदान करणे
conference	0	0	0	0	0	0	0	0	0	0	परिषद
confess	0	0	0	0	0	1	1	0	0	1	कबूल करणे
confession	0	1	0	1	0	1	0	1	1	0	कबुली
confessional	0	0	0	1	0	0	0	0	0	1	कबुलीजबाब
confessions	0	0	0	0	0	0	0	0	0	0	कबुलीजबाब
confide	0	0	0	0	0	0	0	0	0	1	विश्वास
confidence	0	0	0	1	1	0	1	0	0	1	आत्मविश्वास
confident	0	0	0	0	1	0	1	0	0	1	आत्मविश्वास
confidential	0	0	0	0	0	0	0	0	0	1	गोपनीय
confidentially	0	0	0	0	0	0	0	0	0	1	गोपनीयपणे
configuration	0	0	0	0	0	0	0	0	0	0	कॉन्फिगरेशन
confine	1	0	0	1	0	1	0	1	0	0	मर्यादित करणे
confined	1	0	1	1	0	1	0	1	0	0	मर्यादीत
confinement	1	0	0	1	0	1	0	1	0	0	बंदिस्त
confines	0	0	0	0	0	0	0	0	0	0	मर्यादित
confirm	0	0	0	0	0	0	0	0	0	0	पुष्टी
confirmation	0	0	0	0	0	0	0	0	0	1	पुष्टीकरण
confirmatory	0	0	0	0	0	0	0	0	0	0	पुष्टी करणारा
confirmed	0	0	0	0	0	0	1	0	0	1	पुष्टी केली
confiscate	1	0	0	0	0	1	0	1	0	0	जप्त करणे
confiscation	0	0	0	0	0	1	0	0	0	0	जप्ती
conflagration	1	0	0	1	0	1	0	0	0	0	जळजळ
conflict	1	0	0	1	0	1	0	1	0	0	संघर्ष
conflicting	0	0	0	0	0	1	0	0	0	0	परस्परविरोधी
confluence	0	0	0	0	0	0	0	0	0	0	संगम
conformance	0	0	0	0	0	0	1	0	0	0	अनुरूपता
conformation	0	0	0	0	0	0	0	0	0	0	रचना
conformity	0	0	0	0	0	0	0	0	0	1	अनुरूपता
confound	0	0	0	0	0	1	0	0	0	0	गोंधळात टाकणे
confounded	0	0	0	0	0	1	0	0	0	0	गोंधळलेले
confront	1	0	0	0	0	0	0	0	0	0	सामना
confuse	0	0	0	0	0	1	0	0	0	0	गोंधळात टाकणे
confusion	1	0	0	1	0	1	0	0	0	0	गोंधळ
congenial	0	0	0	0	0	0	1	0	0	0	अनुकूल
congenital	0	0	0	0	0	0	0	0	0	0	जन्मजात
congestion	0	0	0	0	0	1	0	0	0	0	गर्दी
conglomerate	0	0	0	0	0	0	0	0	0	1	समूह
conglomeration	0	0	0	0	0	0	0	0	0	0	एकत्रीकरण
congratulatory	0	0	0	0	1	0	1	0	0	0	अभिनंदन
congregate	0	0	0	0	0	0	0	0	0	0	एकत्र येणे
congregation	0	0	0	0	0	0	1	0	0	1	मंडळी
congress	0	0	1	0	0	0	0	0	0	1	काँग्रेस
congressional	0	0	0	0	0	0	0	0	0	0	काँग्रेस
congressman	0	0	0	0	0	0	0	0	0	1	काँग्रेसमन
congruence	0	0	0	0	0	0	1	0	0	1	एकरूपता
conic	0	0	0	0	0	0	0	0	0	0	कोनिक
conical	0	0	0	0	0	0	0	0	0	0	शंकूच्या आकाराचे
conjecture	0	1	0	0	0	0	0	0	0	0	अनुमान
conjugal	0	0	0	0	0	0	0	0	0	0	वैवाहिक
conjugate	0	0	0	0	0	0	0	0	0	0	संयुग्मित
conjugation	0	0	0	0	0	0	0	0	0	0	संयुग्मन
conjunction	0	0	0	0	0	0	0	0	0	0	संयोग
conjunctive	0	0	0	0	0	0	0	0	0	0	संयुक्त
conjure	0	1	0	0	0	0	0	0	1	0	जादू करणे
conjuring	0	0	0	0	0	1	0	0	0	0	जादूटोणा
connect	0	0	0	0	0	0	0	0	0	0	कनेक्ट करा
connected	0	0	0	0	0	0	0	0	0	0	जोडलेले
connection	0	0	0	0	0	0	0	0	0	0	कनेक्शन
connective	0	0	0	0	0	0	0	0	0	1	संयोजी
connoisseur	0	0	0	0	1	0	1	0	0	1	जाणकार
conquer	0	0	0	0	0	0	0	0	0	0	जिंकणे
conqueror	0	0	0	0	0	0	0	0	0	0	विजेता
conquest	1	0	0	1	0	1	0	0	0	0	विजय
conscience	0	0	0	0	0	0	1	0	0	1	विवेक
conscientious	0	0	0	0	0	0	1	0	0	1	कर्तव्यदक्ष
consciousness	0	0	0	0	0	0	1	0	0	0	शुद्धी
conscription	0	0	0	0	0	0	0	0	0	0	भरती
consecration	0	1	0	0	1	0	1	1	0	1	अभिषेक
consecutive	0	0	0	0	0	0	0	0	0	0	सलग
consent	0	0	0	0	0	0	0	0	0	0	संमती
consenting	0	0	0	0	0	0	0	0	0	0	संमती
consequence	0	0	0	0	0	0	0	0	0	0	परिणाम
consequent	0	1	0	0	0	0	0	0	0	0	परिणामी
conservation	0	1	0	0	0	0	1	0	0	1	संवर्धन
conservatism	0	0	0	0	0	0	0	0	0	0	पुराणमतवाद
conservative	0	0	0	0	0	0	0	0	0	0	पुराणमतवादी
conservatory	0	0	0	0	0	0	0	0	0	0	संरक्षक
conserve	0	0	0	0	0	0	1	0	0	0	जतन करणे
considerable	0	0	0	0	0	0	1	0	0	0	लक्षणीय
considerate	0	0	0	0	0	0	1	0	0	1	विचारशील
consignee	0	0	0	0	0	0	0	0	0	0	पाठवणारा
consignment	0	0	0	0	0	0	0	0	0	0	माल
consistency	0	0	0	0	0	0	1	0	0	1	सुसंगतता
consistent	0	0	0	0	0	0	0	0	0	0	सुसंगत
consolation	0	0	0	0	0	0	0	0	0	0	सांत्वन
console	0	0	0	0	0	0	1	1	0	0	कन्सोल
consolidate	0	0	0	0	0	0	0	0	0	0	एकत्र करणे
consolidation	0	0	0	0	0	0	0	0	0	0	एकत्रीकरण
consonant	0	0	0	0	0	0	1	0	0	0	व्यंजन
consort	0	0	0	0	0	0	0	0	0	1	पत्नी
conspicuous	0	0	0	0	0	0	0	0	0	0	सुस्पष्ट
conspiracy	0	0	0	1	0	0	0	0	0	0	कट
conspirator	1	1	1	1	0	1	0	0	0	0	कट रचणारा
conspire	0	0	0	1	0	1	0	0	0	0	कट रचणे
constable	0	0	0	0	0	0	0	0	0	1	हवालदार
constancy	0	0	0	0	0	0	1	0	0	1	स्थिरता
constant	0	0	0	0	0	0	1	0	0	1	स्थिर
constantly	0	0	0	0	0	0	0	0	0	1	सतत
constellation	0	0	0	0	0	0	0	0	0	0	नक्षत्र
consternation	1	0	0	1	0	1	0	0	0	0	अस्वस्थता
constipation	0	0	1	0	0	1	0	0	0	0	बद्धकोष्ठता
constituent	0	0	0	0	0	0	0	0	0	0	घटक
constituents	0	0	0	0	0	0	0	0	0	0	घटक
constitute	0	0	0	0	0	0	0	0	0	1	तयार करणे
constitution	0	0	0	0	0	0	0	0	0	0	संविधान
constitutional	0	0	0	0	0	0	1	0	0	1	घटनात्मक
constitutionality	0	0	0	0	0	0	0	0	0	0	घटनात्मकता
constrain	0	0	0	1	0	1	0	0	0	0	प्रतिबंध करणे
constrained	0	0	0	0	0	1	0	0	0	0	प्रतिबंधित
constraint	1	0	0	1	0	1	0	1	0	0	मर्यादा
construct	0	0	0	0	0	0	1	0	0	0	बांधणे
construction	0	0	0	0	0	0	0	0	0	0	बांधकाम
construe	0	0	0	0	0	0	0	0	0	0	अर्थ लावणे
consul	0	0	0	0	0	0	0	0	0	1	सल्लागार
consult	0	0	0	0	0	0	0	0	0	1	सल्ला
consultation	0	0	0	0	0	0	0	0	0	0	सल्लामसलत
consume	0	0	0	0	0	0	0	0	0	0	सेवन
consuming	0	0	0	0	0	0	0	0	0	0	सेवन
consummate	0	0	0	0	0	0	1	0	0	0	पूर्ण
consummation	0	0	0	0	0	0	0	0	0	0	पूर्णता
consumption	0	0	0	0	0	0	0	0	0	0	वापर
contact	0	0	0	0	0	0	1	0	0	0	संपर्क
contagion	0	1	1	1	0	1	0	0	0	0	संसर्ग
contagious	0	0	1	1	0	1	0	0	0	0	सांसर्गिक
containment	0	0	0	0	0	0	0	0	0	0	प्रतिबंध
contaminate	0	0	1	0	0	1	0	0	0	0	दूषित करणे
contaminated	0	0	1	1	0	1	0	1	0	0	दूषित
contamination	0	0	1	0	0	1	0	0	0	0	दूषित होणे
contemplate	0	0	0	0	0	0	0	0	0	0	चिंतन
contemplation	0	0	0	0	0	0	1	0	0	0	चिंतन
contemplative	0	0	0	0	0	0	0	0	0	0	चिंतनशील
contemporaneous	0	0	0	0	0	0	0	0	0	0	समकालीन
contemporary	0	0	0	0	0	0	0	0	0	0	समकालीन
contempt	1	0	1	1	0	1	0	0	0	0	अपमान
contemptible	1	0	1	0	0	1	0	0	0	0	तिरस्करणीय
contemptuous	1	0	0	0	0	1	0	0	0	0	निंदनीय
contending	0	0	0	0	0	0	0	0	0	0	भांडणे
content	0	0	0	0	1	0	1	0	0	1	सामग्री
contention	0	0	0	0	0	0	0	0	0	0	वाद
contentious	1	0	1	1	0	1	0	0	0	0	वादग्रस्त
contents	0	0	0	0	0	0	0	0	0	0	सामग्री
context	0	0	0	0	0	0	0	0	0	0	संदर्भ
contiguous	0	0	0	0	0	0	0	0	0	0	संलग्न
continence	0	0	0	0	0	0	0	0	0	0	अखंडता
continent	0	0	0	0	0	0	0	0	0	0	खंड
continental	0	0	0	0	0	0	0	0	0	0	खंडीय
contingency	0	0	0	0	0	0	0	0	0	0	आकस्मिकता
contingent	0	1	0	0	0	0	0	0	0	0	आकस्मिक
continual	0	0	0	0	0	0	0	0	0	0	सतत
continually	0	0	0	0	0	0	0	0	0	0	सतत
continuance	0	0	0	0	0	0	0	0	0	0	सातत्य
continuation	0	1	0	0	0	0	0	0	0	0	सातत्य
continue	0	1	0	0	0	0	1	0	0	1	सुरू
continued	0	0	0	0	0	0	0	0	0	0	चालू ठेवले
continuing	0	0	0	0	0	0	0	0	0	0	चालू आहे
continuity	0	0	0	0	0	0	0	0	0	0	सातत्य
continuous	0	0	0	0	0	0	0	0	0	0	सतत
continuously	0	0	0	0	0	0	0	0	0	0	सतत
contour	0	0	0	0	0	0	1	0	0	0	समोच्च
contraband	1	0	1	1	0	1	0	0	0	0	प्रतिबंध
contract	0	0	0	0	0	0	0	0	0	0	करार
contracted	0	0	0	0	0	1	0	0	0	0	संकुचित
contractile	0	0	0	0	0	0	0	0	0	0	संकुचित
contracting	0	0	0	0	0	0	0	0	0	0	करार
contraction	0	0	0	0	0	0	0	0	0	0	आकुंचन
contradict	1	0	0	0	0	1	0	0	0	0	विरोधाभास
contradiction	0	0	0	0	0	1	0	0	0	0	विरोधाभास
contradictory	0	0	0	0	0	1	0	0	0	0	विरोधाभास
contrary	0	0	0	0	0	1	0	0	0	0	उलट
contrast	0	0	0	0	0	0	0	0	0	0	कॉन्ट्रास्ट
contrasted	0	0	0	0	0	1	0	0	0	0	विरोधाभासी
contravene	0	0	0	0	0	1	0	0	0	0	उल्लंघन करणे
contravention	0	0	0	0	0	1	0	0	0	0	उल्लंघन
contribute	0	0	0	0	0	0	1	0	0	0	योगदान द्या
contributor	0	0	0	0	0	0	1	0	0	1	योगदानकर्ता
contrived	0	0	0	0	0	0	0	0	0	0	काल्पनिक
control	0	0	0	0	0	0	0	0	0	0	नियंत्रण
controversial	1	0	0	0	0	1	0	0	0	0	वादग्रस्त
controversy	0	0	0	0	0	1	0	0	0	0	वाद
conundrum	0	0	0	0	0	0	0	0	0	0	गोंधळ
convalescent	0	0	0	0	0	0	0	0	0	0	बरा होणे
convection	0	0	0	0	0	0	0	0	0	0	संवहन
convene	0	0	0	0	0	0	0	0	0	0	बोलावणे
convenience	0	0	0	0	0	0	1	0	0	0	सुविधा
conveniences	0	0	0	0	0	0	0	0	0	0	सुविधा
convenient	0	0	0	0	0	0	1	0	0	0	सोयीस्कर
convent	0	0	0	0	0	0	1	0	0	1	कॉन्व्हेंट
