English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Sindhi Word
begin	0	0	0	0	0	0	0	0	0	0	شروع ڪرڻ
beginner	0	0	0	0	0	0	0	0	0	0	شروعاتي
beginning	0	0	0	0	0	0	0	0	0	0	شروعات
begun	0	1	0	0	0	0	0	0	0	0	شروع ڪيو
behavior	0	0	0	0	0	0	0	0	0	0	رويي
behemoth	0	0	0	1	0	1	0	0	0	0	behemoth
behest	0	0	0	0	0	0	0	0	0	0	حڪم
behold	0	0	0	0	0	0	0	0	0	0	ڏس
beholden	0	0	0	0	0	1	0	0	0	0	ڏسڻ
beholder	0	0	0	0	0	0	0	0	0	0	ڏسندڙ
belated	0	0	0	0	0	1	0	0	0	0	دير ٿيل
belay	0	0	0	0	0	0	0	0	0	0	بيل
belief	0	0	0	0	0	0	0	0	0	0	عقيدو
believed	0	0	0	0	0	0	0	0	0	1	ايمان آندو
believer	0	0	0	0	0	0	0	0	0	1	مومن
believing	0	0	0	0	0	0	1	0	0	1	مڃڻ
belittle	1	0	1	1	0	1	0	1	0	0	گھٽ ڪرڻ
bell	0	0	0	0	0	0	0	0	0	0	گھنٽي
belligerent	1	0	0	1	0	1	0	0	0	0	جنگجو
bellow	0	0	0	0	0	0	0	0	0	0	هيٺ ڪرڻ
bellows	1	0	0	0	0	0	0	0	0	0	ڌڙڪڻ
belly	0	0	0	0	0	0	0	0	0	0	پيٽ
belongings	0	0	0	0	0	0	0	0	0	0	سامان
belt	1	0	0	1	0	1	0	0	0	0	پٽي
bemused	0	0	0	0	0	0	0	0	0	0	حيران
bench	0	0	0	0	0	0	0	0	0	0	بينچ
bend	0	0	0	0	0	0	0	0	0	0	موڙ
bender	0	0	0	0	0	1	0	0	0	0	موڙيندڙ
bending	0	0	0	0	0	0	0	0	0	0	موڙيندڙ
beneath	0	0	0	0	0	0	0	0	0	0	هيٺ
benefactor	0	0	0	0	0	0	1	0	0	1	فائدو ڏيندڙ
beneficial	0	0	0	0	0	0	1	0	0	0	فائدي وارو
beneficiary	0	0	0	0	0	0	0	0	0	0	فائدو وٺندڙ
benefit	0	0	0	0	0	0	1	0	0	0	فائدو
benevolence	0	0	0	0	1	0	1	0	0	1	احسان
benign	0	0	0	0	1	0	1	0	0	0	نرم
bent	0	0	0	0	0	0	0	0	0	0	مڙيل
benzene	0	0	0	0	0	0	0	0	0	0	بينزين
bequeath	0	0	0	0	0	0	0	0	0	0	وصيت ڪرڻ
bequest	0	0	0	0	0	0	0	0	0	1	وصيت ڪرڻ
bereaved	0	0	0	0	0	1	0	1	0	0	سوڳوار
bereavement	0	0	0	0	0	1	0	1	0	0	ماتم
bereft	0	0	0	0	0	1	0	0	0	0	بيڪار
bergamot	0	0	0	0	0	0	0	0	0	0	برگاموٽ
berlin	0	0	0	0	0	0	0	0	0	0	برلن
berserk	1	0	0	0	0	1	0	0	0	0	بيدار
berth	0	0	0	0	0	0	1	0	0	0	برٿ
beseech	0	0	0	0	0	0	0	0	0	0	عرض ڪرڻ
beset	0	0	0	0	0	0	0	0	0	0	بيٺو
bestial	0	0	1	1	0	1	0	0	0	0	جانور
bestow	0	0	0	0	0	0	0	0	0	0	عطا ڪرڻ
bet	0	0	0	0	0	0	0	0	0	0	شرط
betray	1	0	1	0	0	1	0	1	1	0	خيانت ڪرڻ
betrayal	1	0	1	0	0	1	0	1	0	0	خيانت
betrothed	0	1	0	0	1	0	1	0	0	1	شادي ڪئي
betterment	0	0	0	0	0	0	1	0	0	0	بهتري
betting	0	0	0	0	0	0	0	0	0	0	شرط لڳائڻ
betty	0	0	0	0	0	0	0	0	0	0	بيٽي
bevel	0	0	0	0	0	0	0	0	0	0	بيول
beverage	0	0	0	0	0	0	1	0	0	0	مشروب
bevy	0	0	0	0	0	0	0	0	0	0	بيوي
beware	0	1	0	1	0	1	0	0	0	0	خبردار
bewildered	0	0	0	1	0	1	0	0	1	0	حيران
bewilderment	0	0	0	1	0	0	0	0	1	0	حيران ٿيڻ
bias	1	0	0	0	0	1	0	0	0	0	تعصب
biased	0	0	0	0	0	1	0	0	0	0	تعصب وارو
bib	0	0	0	0	0	0	0	0	0	0	بب
biblical	0	0	0	0	0	0	1	0	0	0	بائبلاتي
bibliography	0	0	0	0	0	0	0	0	0	0	ببليوگرافي
bickering	1	0	1	0	0	1	0	0	0	0	جهيڙو ڪرڻ
bicolor	0	0	0	0	0	0	0	0	0	0	ٻه رنگ
bicycle	0	0	0	0	0	0	0	0	0	0	سائيڪل
bid	0	0	0	0	0	0	0	0	0	0	بولڻ
bidder	0	0	0	0	0	0	0	0	0	0	بولڻ وارو
bidding	0	0	0	0	0	0	0	0	0	0	بولڻ
biennial	0	1	0	0	0	0	0	0	0	0	ٻه ساله
bier	0	0	0	1	0	1	0	1	0	0	بيئر
bifurcation	0	0	0	0	0	0	0	0	0	0	ورهاڱي
big	0	0	0	0	0	0	0	0	0	0	وڏو
bigot	1	0	1	1	0	1	0	0	0	0	وڏائي
bigoted	1	0	1	1	0	1	0	1	0	0	متعصب
bike	0	0	0	0	0	0	0	0	0	0	سائيڪل
bilateral	0	0	0	0	0	0	0	0	0	0	ٻه طرفي
bilayer	0	0	0	0	0	0	0	0	0	0	bilayer
bile	1	0	1	0	0	1	0	0	0	0	بائل
bilge	0	0	0	0	0	0	0	0	0	0	بلج
bilingual	0	0	0	0	0	0	1	0	0	0	ٻه لساني
bill	0	0	0	0	0	0	0	0	0	0	بل
billet	0	0	0	0	0	0	0	0	0	0	بلٽ
billiards	0	0	0	0	0	0	0	0	0	0	بلئرڊس
billion	0	0	0	0	0	0	0	0	0	0	ارب
billy	0	0	0	0	0	0	0	0	0	0	بلي
bimonthly	0	0	0	0	0	0	0	0	0	0	ٻه مهينا
bin	0	0	0	0	0	0	0	0	0	0	بن
binary	0	0	0	0	0	0	0	0	0	0	بائنري
bind	0	0	0	0	0	0	0	0	0	0	پابند ڪرڻ
bindery	0	0	0	0	0	0	0	0	0	0	پابند ڪرڻ
binding	0	0	0	0	0	0	0	0	0	0	پابند ڪرڻ
bing	0	0	0	0	0	0	0	0	0	0	بنگ
binocular	0	0	0	0	0	0	0	0	0	0	دوربين
binoculars	0	0	0	0	0	0	0	0	0	0	دوربين
binomial	0	0	0	0	0	0	0	0	0	0	binomial
biogenesis	0	0	0	0	0	0	0	0	0	0	biogenesis
biographer	0	0	0	0	0	0	0	0	0	0	سوانح نگار
biography	0	0	0	0	0	0	0	0	0	0	سوانح عمري
biology	0	0	0	0	0	0	0	0	0	0	حياتيات
biopsy	0	0	0	1	0	1	0	0	0	0	بايوپسي
biosphere	0	0	0	0	0	0	0	0	0	0	حياتياتي ميدان
bipartite	0	0	0	0	0	0	0	0	0	0	ٻه طرفي
birch	1	0	1	1	0	1	0	0	0	0	برچ
bird	0	0	0	0	0	0	0	0	0	0	پکي
birth	0	1	0	1	1	0	1	0	0	1	ڄمڻ
birthday	0	1	0	0	1	0	1	0	1	0	سالگراه
birthplace	1	0	0	0	0	1	0	0	0	0	جنم ڀومي
birthright	0	0	0	0	0	0	0	0	0	0	پيدائشي حق
bis	0	0	0	0	0	0	0	0	0	0	bis
bishop	0	0	0	0	0	0	0	0	0	0	بشپ
bison	0	0	0	0	0	0	0	0	0	0	بائسن
bit	0	0	0	0	0	0	0	0	0	0	سا
bitch	1	0	1	1	0	1	0	1	0	0	ڪچي
bite	0	0	0	0	0	1	0	0	0	0	چڪ
bitterly	1	0	1	0	0	1	0	1	0	0	تلخيءَ سان
bitterness	1	0	1	0	0	1	0	1	0	0	تلخي
bitumen	0	0	0	0	0	0	0	0	0	0	bitumen
biweekly	0	0	0	0	0	0	0	0	0	0	هفتيوار
bizarre	0	0	0	0	0	1	0	0	1	0	عجيب
blackberry	0	0	0	0	0	0	0	0	0	0	بليڪ بيري
blackboard	0	0	0	0	0	0	0	0	0	0	بليڪ بورڊ
blackjack	0	0	0	0	0	1	0	0	0	0	بليڪ جيڪ
blackmail	1	0	0	1	0	1	0	0	0	0	بليڪ ميل ڪرڻ
blackness	0	0	0	1	0	1	0	1	0	0	ڳاڙهو
blacksmith	0	0	0	0	0	0	0	0	0	0	لوهار
bladder	0	0	0	0	0	0	0	0	0	0	مثانو
blade	0	0	0	0	0	0	0	0	0	0	بليڊ
blame	1	0	1	0	0	1	0	0	0	0	الزام
blameless	0	0	0	0	0	0	1	0	0	0	بي قصور
bland	0	0	0	0	0	1	0	0	0	0	نرم
blank	0	0	0	0	0	0	0	0	0	0	خالي
blanket	0	0	0	0	0	0	0	0	0	1	چادر
blasphemous	1	0	1	0	0	1	0	0	0	0	توهين آميز
blasphemy	1	0	0	0	0	1	0	0	0	0	توهين
blast	1	0	0	1	0	1	0	0	1	0	ڌماڪو
blatant	1	0	1	0	0	1	0	0	0	0	واضح
blather	0	0	0	0	0	1	0	0	0	0	بدمعاش
blaze	1	0	0	0	0	1	0	0	0	0	ٻرڻ
blazing	0	0	0	0	0	0	0	0	0	0	ٻرندڙ
bleach	0	0	0	0	0	0	0	0	0	0	بليچ
bleak	0	0	0	0	0	1	0	1	0	0	اونداهو
bleeding	0	0	1	1	0	1	0	1	0	0	خون وهڻ
blemish	1	0	1	1	0	1	0	1	0	0	داغ
blend	0	0	0	0	0	0	0	0	0	0	ملائڻ
blending	0	0	0	0	0	0	0	0	0	0	ملائڻ
bless	0	1	0	0	1	0	1	0	0	1	نعمت
blessed	0	0	0	0	1	0	1	0	0	0	برڪت وارو
blessing	0	1	0	0	1	0	1	0	0	1	نعمت
blessings	0	1	0	0	1	0	1	0	1	1	نعمتون
blight	0	0	1	1	0	1	0	1	0	0	خرابي
blighted	0	0	1	0	0	1	0	1	0	0	خراب ٿيل
blinded	0	0	0	0	0	1	0	0	0	0	انڌو
blindfold	0	1	0	1	0	0	0	0	1	0	اکين تي پٽي
blindfolded	0	0	0	0	0	0	0	0	0	0	اکيون بند ٿيل
blindly	0	0	0	0	0	1	0	1	0	0	انڌي طرح
blindness	0	0	0	0	0	1	0	1	0	0	انڌو ٿيڻ
blink	0	0	0	0	0	0	0	0	0	0	چمڪائڻ
bliss	0	0	0	0	1	0	1	0	0	0	خوشي
blissful	0	0	0	0	1	0	1	0	0	0	خوشين وارو
blister	0	0	1	0	0	1	0	0	0	0	ڦورو
blitz	0	0	0	0	0	0	0	0	1	0	بلٽز
blizzard	0	0	0	0	0	0	0	0	0	0	برفاني طوفان
bloated	0	0	1	0	0	1	0	0	0	0	ڦٽيل
blob	0	0	1	1	0	1	0	0	0	0	بلب
block	0	0	0	0	0	0	0	0	0	0	بلاڪ
blockade	1	0	0	1	0	1	0	1	0	0	بندش
blond	0	0	0	0	0	0	0	0	0	0	سونهري
blood	0	0	0	0	0	0	0	0	0	0	رت
bloodhound	0	0	0	0	0	0	0	0	0	0	رت جو شڪار
bloodless	0	0	0	0	0	0	1	0	0	0	بي خون
bloodshed	1	0	1	1	0	1	0	1	1	0	خونريزي
bloodthirsty	1	0	1	1	0	1	0	0	0	0	خونخوار
bloody	1	0	1	1	0	1	0	1	0	0	خوني
bloom	0	1	0	0	1	0	1	0	0	1	ڦل
blossom	0	0	0	0	1	0	1	0	0	0	گل
blot	0	0	0	0	0	1	0	0	0	0	داغ
blouse	0	0	0	0	0	0	0	0	0	0	بلاؤز
blower	0	0	0	0	0	1	0	0	0	0	ڦوڪندڙ
blowing	0	0	0	0	0	0	0	0	0	0	اڏامڻ
blown	0	0	0	0	0	0	0	0	0	0	ڦوڪيو
blowout	0	0	0	0	0	1	0	0	0	0	ڦاٽڻ
blue	0	0	0	0	0	0	0	1	0	0	نيرو
blues	0	0	0	1	0	1	0	1	0	0	بلوز
bluff	0	0	0	0	0	1	0	0	0	0	بلف
bluish	0	0	0	0	0	0	0	0	0	0	نيرو
blunder	0	0	1	0	0	1	0	1	0	0	غلطي
blunt	0	0	0	0	0	0	0	0	0	0	ڪڪڙ
blur	0	0	0	0	0	1	0	0	0	0	ڌوڙ
blurred	0	0	0	0	0	1	0	0	0	0	ڌنڌلي
blush	0	0	0	0	0	1	0	0	0	0	لالچ
blushing	0	0	0	0	0	0	0	0	0	0	لالڻ
boa	0	0	0	0	0	0	0	0	0	0	بوا
boar	0	0	0	0	0	0	0	0	0	0	ٻير
board	0	1	0	0	0	0	0	0	0	0	بورڊ
boarder	0	0	0	0	0	0	0	0	0	0	بورڊر
boarding	0	0	0	0	0	0	0	0	0	0	بورڊنگ
boards	0	0	0	0	0	0	0	0	0	0	بورڊ
boast	0	0	0	0	0	1	1	0	0	0	فخر ڪرڻ
boasting	0	0	0	0	0	1	0	0	0	0	فخر ڪرڻ
boat	0	0	0	0	0	0	0	0	0	0	ٻيڙي
boating	0	0	0	0	0	0	0	0	0	0	ٻيڙي هلائڻ
bobbin	0	0	0	0	0	0	0	0	0	0	بابن
bode	0	0	0	0	0	0	0	0	0	0	بوڊ
bodice	0	0	0	0	0	0	0	0	0	0	جسم
bodily	0	0	0	0	0	0	0	0	0	0	جسماني
body	0	0	0	0	0	0	0	0	0	0	جسم
bodyguard	0	0	0	0	0	0	1	0	0	1	محافظ
bog	0	0	0	0	0	1	0	0	0	0	بوگ
bogus	1	0	1	0	0	1	0	0	0	0	ڪوڙو
boil	0	0	1	0	0	1	0	0	0	0	جوش
boiler	0	0	0	0	0	0	0	0	0	0	بوائلر
boilerplate	0	0	0	0	0	1	0	0	0	0	بوائلر پليٽ
boiling	0	0	0	0	0	0	0	0	0	0	اُبلڻ
boisterous	1	1	0	0	1	1	1	0	0	0	وڏائي ڪندڙ
bold	0	0	0	0	0	0	1	0	0	0	بولڊ
boldness	0	0	0	0	0	0	1	0	0	0	جرئت
bolster	0	0	0	0	0	0	1	0	0	0	مضبوط ڪرڻ
bolt	0	0	0	0	0	0	0	0	0	0	بولٽ
bolus	0	0	0	0	0	0	0	0	0	0	بولس
bomb	1	0	0	1	0	1	0	1	1	0	بم
bombard	1	0	0	1	0	1	0	0	0	0	بمباري
bombardment	1	0	0	1	0	1	0	0	0	0	بمباري
bombed	0	0	1	0	0	1	0	0	0	0	بمباري
bomber	0	0	0	1	0	0	0	1	0	0	بمبار
bonanza	0	0	0	0	1	0	1	0	0	0	نعمت
bond	0	0	0	0	0	0	0	0	0	0	بانڊ
bondage	0	0	0	1	0	1	0	1	0	0	غلامي
bonds	0	0	0	0	0	1	0	0	0	0	بانڊ
bone	0	0	0	0	0	0	0	0	0	0	هڏا
boner	0	0	0	0	0	0	0	0	0	0	بونر
bones	0	0	0	0	0	0	0	0	0	0	هڏا
bonfire	0	0	0	0	0	0	0	0	0	0	باهه
bonne	0	0	0	0	0	0	1	0	0	0	بون
bonnet	0	0	0	0	0	0	0	0	0	0	بونٽ
bonus	0	1	0	0	1	0	1	0	1	0	بونس
bony	0	0	0	0	0	0	0	0	0	0	هڏا
boo	0	0	0	0	0	1	0	0	0	0	بو
boob	0	0	0	0	0	0	0	0	0	0	بوب
booby	0	0	0	0	0	1	0	0	0	0	بوبي
book	0	0	0	0	0	0	0	0	0	0	ڪتاب
bookcase	0	0	0	0	0	0	0	0	0	0	ڪتابن جي الماري
booking	0	0	0	0	0	0	0	0	0	0	بکنگ
bookish	0	0	0	0	0	0	1	0	0	0	ڪتابي
bookkeeper	0	0	0	0	0	0	0	0	0	0	ڪتابي مالڪ
bookkeeping	0	0	0	0	0	0	0	0	0	0	حساب ڪتاب
booklet	0	0	0	0	0	0	0	0	0	0	ڪتابڙو
books	0	0	0	0	0	0	0	0	0	0	ڪتاب
bookseller	0	0	0	0	0	0	0	0	0	0	ڪتاب وڪرو ڪندڙ
bookshop	0	0	0	0	0	0	1	0	0	0	ڪتابن جو دڪان
bookstore	0	0	0	0	0	0	0	0	0	0	ڪتابن جو دڪان
bookworm	0	0	0	0	0	1	1	0	0	0	ڪتابي ڪيڙو
boomerang	0	1	0	0	0	0	0	0	0	1	بومرانگ
booming	0	0	0	0	0	0	0	0	0	0	تيز ٿيڻ
boon	0	0	0	0	0	0	1	0	0	0	نعمت
boost	0	0	0	0	0	0	0	0	0	0	واڌارو
booster	0	0	0	0	0	0	0	0	0	0	وڌائڻ وارو
boot	0	0	0	0	0	0	0	0	0	0	بوٽ
booth	0	0	0	0	0	0	0	0	0	0	بوٿ
boots	0	0	0	0	0	0	0	0	0	0	بوٽ
booty	0	0	0	0	0	0	0	0	0	0	مال
booze	0	0	0	0	0	1	0	0	0	0	شراب
border	0	0	0	0	0	0	0	0	0	0	سرحد
bordering	0	0	0	0	0	0	0	0	0	0	حدبندي
bore	0	0	0	0	0	1	0	0	0	0	بور
boreal	0	0	0	0	0	0	0	0	0	0	بورال
boredom	0	0	0	0	0	1	0	1	0	0	بوريت
borer	0	0	0	0	0	0	0	0	0	0	بور ڪندڙ
boring	0	0	0	0	0	1	0	0	0	0	بور ڪندڙ
borough	0	0	0	0	0	0	0	0	0	0	شهر
borrow	0	0	0	0	0	0	0	0	0	0	قرض وٺڻ
borrower	0	0	0	0	0	1	0	0	0	0	قرض وٺندڙ
bosom	0	0	0	0	0	0	0	0	0	0	سينو
boss	0	0	0	0	0	0	0	0	0	0	باس
boston	0	0	0	0	0	0	0	0	0	0	بوسٽن
botanical	0	0	0	0	0	0	0	0	0	0	نباتاتي
botanist	0	0	0	0	0	0	0	0	0	0	نباتات جو ماهر
botany	0	0	0	0	0	0	0	0	0	0	نباتات
bother	0	0	0	0	0	1	0	0	0	0	تڪليف ڏيڻ
bothering	1	0	0	0	0	1	0	1	0	0	تڪليف ڏيندڙ
bottle	0	0	0	0	0	0	0	0	0	0	بوتل
bottom	0	0	0	0	0	1	0	1	0	0	هيٺيون
bottomless	0	0	0	1	0	0	0	0	0	0	بي انتها
boulder	0	0	0	0	0	0	0	0	0	0	پٿر
bounce	0	0	0	0	0	0	0	0	0	0	اُڇلڻ
bound	0	0	0	0	0	1	0	0	0	0	پابند
boundary	0	0	0	0	0	0	0	0	0	0	حد
boundless	0	0	0	0	0	0	0	0	0	0	بي حد
bounds	0	0	0	0	0	0	0	0	0	0	حدون
bountiful	0	1	0	0	1	0	1	0	0	0	فضل سان
bounty	0	1	0	0	1	0	1	0	0	1	فضل
bouquet	0	0	0	0	1	0	1	0	0	1	گلدستو
bourgeois	0	0	0	0	0	0	0	0	0	0	بورجوا
bourgeoisie	0	0	0	0	0	0	0	0	0	0	بورجوازي
bourse	0	0	0	0	0	0	0	0	0	0	بورڊ
bout	1	0	0	0	0	1	0	0	0	0	مقابلو
bovine	0	0	1	0	0	1	0	0	0	0	بوائن
bowed	0	0	0	0	0	0	0	0	0	0	جھڪي
bowels	0	0	1	0	0	0	0	0	0	0	آنڊا
bowl	0	0	0	0	0	0	0	0	0	0	پيالو
bowls	0	0	0	0	0	0	0	0	0	0	پيالو
box	0	0	0	0	0	0	0	0	0	0	دٻو
boxer	0	0	0	0	0	0	0	0	0	0	باڪسر
boxing	1	0	0	0	0	0	0	0	0	0	باڪسنگ
boycott	0	0	0	0	0	1	0	0	0	0	بائيڪاٽ
boyhood	0	0	0	0	0	0	0	0	0	0	ننڍپڻ
boyish	0	0	0	0	0	0	0	0	0	0	ڇوڪرو
brace	0	0	0	0	0	0	0	0	0	0	ڪنگڻ
bracelet	0	0	0	0	0	0	0	0	0	0	ڪنگڻ
braces	0	0	0	0	0	0	0	0	0	0	ڪنگڻ
brachial	0	0	0	0	0	0	0	0	0	0	brachial
bracket	0	0	0	0	0	0	0	0	0	0	بریکٹ
brackets	0	0	0	0	0	0	0	0	0	0	بریکٹ
brackish	0	0	0	0	0	0	0	0	0	0	ڪارو
brad	0	0	0	0	0	0	0	0	0	0	براد
brag	0	0	0	0	0	1	0	0	0	0	وڏائي ڪرڻ
braid	0	0	0	0	0	0	0	0	0	0	چوٽي
brain	0	0	0	0	0	0	0	0	0	0	دماغ
brains	0	0	0	0	0	0	1	0	0	0	دماغ
brainstorm	0	0	0	0	0	0	0	0	0	0	دماغي طوفان
brake	0	0	0	0	0	0	0	0	0	0	بريڪ
bran	0	0	1	0	0	0	0	0	0	0	چوسي
branch	0	0	0	0	0	0	0	0	0	0	شاخ
branching	0	0	0	0	0	0	0	0	0	0	برانچنگ
brandy	0	0	0	0	0	1	0	0	0	0	برانڊي
brass	0	0	0	0	0	0	0	0	0	0	پيتل
brat	0	0	0	0	0	0	0	0	0	0	ڇوڪرو
bravado	0	0	0	0	0	1	0	0	0	0	بهادري
bravery	0	0	0	0	0	0	1	0	0	0	بهادري
brawl	1	0	1	1	0	1	0	0	0	0	جهيڙو
brazen	1	0	0	0	0	1	0	0	0	0	بهادر
breach	0	0	0	0	0	1	0	0	0	0	ڀڃڪڙي
bread	0	0	0	0	0	0	0	0	0	0	ماني
breadth	0	0	0	0	0	0	0	0	0	0	ويڪرائي
break	0	0	0	0	0	0	0	0	1	0	ٽوڙڻ
breakable	0	0	0	0	0	0	0	0	0	0	ٽوڙڻ لائق
breakdown	0	0	0	0	0	1	0	0	0	0	ٽوڙڻ
breaker	0	0	0	0	0	0	0	0	0	0	ٽوڙيندڙ
breakers	0	0	0	0	0	0	0	0	0	0	ٽوڙڻ وارا
breakfast	0	0	0	0	0	0	1	0	0	0	ناشتو
breakneck	0	0	0	0	0	1	0	0	0	0	خرابي
breakup	0	0	0	0	0	1	0	1	0	0	ٽٽڻ
breath	0	0	0	0	0	0	0	0	0	0	سانس
breech	0	0	0	0	0	0	0	0	0	0	بريچ
breeches	0	0	0	0	0	0	0	0	0	0	بريچز
breed	0	0	0	0	0	0	0	0	0	0	نسل
breeder	0	0	0	0	0	0	0	0	0	0	پالڻ وارو
breeding	0	0	0	0	0	0	0	0	0	0	نسل وڌائڻ
breeze	0	0	0	0	0	0	0	0	0	0	هوا
breezy	0	0	0	0	0	0	0	0	0	0	تيز هوا
brethren	0	0	0	0	0	0	0	0	0	0	ڀائرو
breve	0	0	0	0	0	0	0	0	0	0	breve
brevity	0	0	0	0	0	0	0	0	0	0	اختصار
brew	0	0	0	0	0	0	0	0	0	0	شراب
brewing	0	0	0	0	0	0	0	0	0	0	شراب ٺاهڻ
bribe	0	0	0	0	0	1	0	0	0	0	رشوت
bribery	0	0	1	0	0	1	0	0	0	0	رشوت
brick	0	0	0	0	0	0	0	0	0	0	سر
bridal	0	1	0	0	1	0	1	0	0	1	دلہن
bride	0	1	0	0	1	0	1	0	0	1	ڪنوار
bridegroom	0	1	0	0	1	0	1	0	0	1	گهوٽ
bridesmaid	0	0	0	0	1	0	1	0	0	1	ڪنوار
bridge	0	0	0	0	0	0	0	0	0	0	پل
bridle	0	0	0	0	0	0	0	0	0	0	لڳل
briefly	0	0	0	0	0	0	0	0	0	0	مختصر طور
brig	0	0	0	0	0	0	0	0	0	0	برگيڊيئر
brigade	0	0	0	1	0	1	0	0	0	0	برگيڊ
brighten	0	0	0	0	1	0	1	0	1	1	روشن ڪرڻ
brightness	0	0	0	0	0	0	1	0	0	0	روشني
brilliant	0	1	0	0	1	0	1	0	0	1	شاندار
brim	0	0	0	0	0	0	0	0	0	0	ڪناري
brimming	0	0	0	0	0	0	0	0	0	0	ڀرڻ
brimstone	1	0	0	1	0	1	0	0	0	0	گندم
brine	0	0	0	0	0	0	0	0	0	0	برائن
bring	0	0	0	0	0	0	0	0	0	0	آڻڻ
brink	0	0	0	0	0	0	0	0	0	0	ڪناري
brisk	0	0	0	0	0	0	0	0	0	0	تيز
bristle	0	0	0	0	0	1	0	0	0	0	برسٽل
brittle	0	0	0	0	0	0	0	0	0	0	ٽٽل
broadcast	0	0	0	0	0	0	0	0	0	0	نشر ڪرڻ
broadside	0	1	0	0	0	1	0	0	0	0	چوٽي طرف
brocade	0	0	0	0	0	0	1	0	0	0	بروڪيڊ
brochure	0	0	0	0	0	0	0	0	0	0	بروشر
broil	1	0	0	0	0	1	0	0	0	0	برائل
broke	0	0	0	1	0	1	0	1	0	0	ٽوڙيو
broken	1	0	0	1	0	1	0	1	0	0	ٽٽل
broker	0	0	0	0	0	0	0	0	0	0	دلال
brokerage	0	0	0	0	0	0	0	0	0	0	دلالي
bronco	0	0	0	0	0	0	0	0	0	0	برونڪو
bronze	0	0	0	0	0	0	0	0	0	0	برونز
brood	0	0	0	0	0	0	0	0	0	0	ٻار
brooding	0	0	0	0	0	0	0	0	0	0	پالڻ
brook	0	0	0	0	0	0	0	0	0	0	ندي
broom	0	0	0	0	0	0	0	0	0	0	جھنڊو
broth	0	0	0	0	0	0	0	0	0	0	ورٿ
brothel	0	0	1	0	0	1	0	0	0	0	ڪوٺي
brother	0	0	0	0	0	0	1	0	0	1	ڀاءُ
brotherhood	0	0	0	0	0	0	1	0	0	1	برادري
brotherly	0	1	0	0	1	0	1	0	0	1	ڀاءُ
brow	0	0	0	0	0	0	0	0	0	0	مٿو
brown	0	0	0	0	0	0	0	0	0	0	ناسي
bruise	0	1	0	0	0	1	0	0	0	0	زخم
brunette	0	0	0	0	0	0	0	0	0	0	برونيٽ
brunt	1	0	0	0	0	1	0	0	0	0	ڌڪ
brush	0	0	0	0	0	0	0	0	0	0	برش
brutal	1	0	0	1	0	1	0	0	0	0	وحشي
brutality	1	0	0	1	0	1	0	0	0	0	وحشت
brute	1	0	0	1	0	1	0	1	0	0	وحشي
bubble	0	0	0	0	0	0	0	0	0	0	بلبل
bubbling	0	0	0	0	0	0	0	0	0	0	بلبلنگ
buck	0	0	0	1	0	1	1	0	1	0	بڪ
bucket	0	0	0	0	0	0	0	0	0	0	بالٽي
buckle	0	0	0	0	0	0	0	0	0	0	بڪل
buckled	0	0	0	0	0	0	0	0	0	0	بڪ ٿيل
bud	0	0	0	0	0	0	0	0	0	0	ٻلي
buddy	0	1	0	0	1	0	1	0	0	1	دوست
budge	0	0	0	0	0	0	0	0	0	0	ٻج
budget	0	0	0	0	0	0	0	0	0	1	بجيٽ
buffalo	0	0	0	0	0	0	0	0	0	0	بهنس
buffer	0	0	0	0	0	0	0	0	0	0	بفر
buffet	1	0	0	0	0	1	0	0	0	0	بفٽ
bug	0	0	1	1	0	1	0	0	0	0	بگ
bugaboo	1	0	0	1	0	1	0	1	0	0	بگابو
buggy	0	0	0	0	0	0	0	0	0	0	بگي
bugle	0	1	0	0	0	0	0	0	0	0	بگل
build	0	0	0	0	0	0	1	0	0	0	ٺاھڻ
builder	0	0	0	0	0	0	0	0	0	0	تعمير ڪندڙ
building	0	0	0	0	0	0	1	0	0	0	عمارت
buildings	0	0	0	0	0	0	0	0	0	0	عمارتون
bulb	0	0	0	0	0	0	0	0	0	0	بلب
bulbous	0	0	0	0	0	1	0	0	0	0	بلبس
bulge	0	0	0	0	0	0	0	0	0	0	بلج
bulk	0	0	0	0	0	0	0	0	0	0	گھڻي
bulkhead	0	0	0	0	0	0	0	0	0	0	بلڪ هيڊ
bulky	0	0	0	0	0	0	0	0	0	0	وڏو
bull	0	0	0	0	0	0	0	0	0	0	ٻلي
bulldog	0	0	0	0	0	0	1	0	0	0	بلڊاگ
bulldozer	0	0	0	0	0	0	0	0	0	0	بلڊوزر
bullet	0	0	0	0	0	0	0	0	0	0	گولي
bulletin	0	0	0	0	0	0	0	0	0	0	بليٽن
bulletproof	0	0	0	0	0	0	1	0	0	0	بلٽ پروف
bullock	0	0	0	0	0	0	0	0	0	0	ٻڪري
bully	1	0	0	1	0	1	0	0	0	0	بدمعاش
bulwark	0	0	0	0	0	0	0	0	0	0	مضبوط
bum	0	0	1	0	0	1	0	1	0	0	بم
bummer	1	0	1	0	0	1	0	0	0	0	بدمعاش
bump	0	0	0	0	0	0	0	0	0	0	ٽڪر
bun	0	0	0	0	0	0	0	0	0	0	جوڙو
bunch	0	0	0	0	0	0	0	0	0	0	گروپ
bundle	0	0	0	0	0	0	0	0	0	0	بنڊل
bungalow	0	0	0	0	0	0	0	0	0	0	بنگلو
