English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Hebrew Word
chronological	0	0	0	0	0	0	0	0	0	0	כּרוֹנוֹלוֹגִי
chuck	0	0	0	0	0	0	0	0	0	0	צ'אק
chuckle	0	1	0	0	1	0	1	0	1	1	צחקוק
chunk	0	0	0	0	0	0	0	0	0	0	חתיכה
chunky	0	0	0	0	0	0	0	0	0	0	שמנמן
church	0	1	0	0	1	0	1	0	0	1	כְּנֵסִיָה
churchyard	0	0	0	0	0	0	0	0	0	0	חצר כנסייה
churn	0	0	0	0	0	0	0	0	0	0	מַחבֵּצָה
chute	0	0	0	0	0	0	0	0	0	0	מִגלָשָׁה
chutney	0	0	0	0	0	0	0	0	0	0	צ'אטני
ciao	0	0	0	0	0	0	0	0	0	0	ciao
cider	0	0	0	0	0	0	1	0	0	0	סיידר
cigar	0	0	0	0	0	0	0	0	0	0	סִיגָר
cigarette	0	0	0	0	0	1	0	0	0	0	סִיגַרִיָה
cinch	0	0	0	0	0	0	0	0	0	0	סינץ'
cinder	0	0	0	0	0	0	0	0	0	0	גַחֶלֶת
cinema	0	0	0	0	0	0	0	0	0	0	בית קולנוע
cinematographer	0	0	0	0	0	0	0	0	0	0	צלם קולנוע
cinematography	0	0	0	0	0	0	0	0	0	0	צילום
cinnamon	0	0	0	0	0	0	0	0	0	0	קינמון
cipher	0	0	0	0	0	0	0	0	0	0	צוֹפֶן
circle	0	0	0	0	0	0	0	0	0	0	מעגל
circling	0	0	0	0	0	0	0	0	0	0	מעגלים
circuit	0	0	0	0	0	0	0	0	0	0	מעגל חשמלי
circular	0	0	0	0	0	0	0	0	0	0	עָגוֹל
circulate	0	0	0	0	0	0	0	0	0	0	לְהָפִיץ
circulation	0	0	0	0	0	0	0	0	0	0	מחזור
circumcision	0	0	0	0	0	0	1	0	0	0	ברית מילה
circumference	0	0	0	0	0	0	0	0	0	0	הֶקֵף
circumferential	0	0	0	0	0	0	0	0	0	0	היקפי
circumscribed	0	0	0	0	0	0	0	0	0	0	מְתוּחָם
circumstance	0	0	0	0	0	0	0	0	0	0	נסיבות
circumstantial	0	0	0	0	0	0	0	0	0	0	נסיבתי
circumvention	0	0	0	0	0	1	1	0	0	0	עֲקִיפָה
circus	0	0	0	0	0	0	0	0	0	0	קרקס
cirrus	0	0	0	0	0	0	0	0	0	0	קְנוֹקֶנֶת
cistern	0	0	0	0	0	0	0	0	0	0	בּוֹר
citadel	0	0	0	0	0	0	0	0	0	0	מְצוּדָה
citation	0	0	0	0	0	0	0	0	0	0	צִיטָטָה
citizen	0	0	0	0	0	0	1	0	0	0	אֶזרָח
citrine	0	0	0	0	0	0	0	0	0	0	סיטרין
city	0	0	0	0	0	0	0	0	0	0	עִיר
civic	0	0	0	0	0	0	0	0	0	0	אֶזרָחִי
civil	0	0	0	0	0	0	1	0	0	0	אֶזרָחִי
civilian	0	0	0	0	0	0	0	0	0	0	אֶזרָחִי
civility	0	0	0	0	0	0	1	0	0	0	אדיבות
civilization	0	0	0	0	0	0	1	0	0	1	תַרְבּוּת
civilized	0	0	0	0	1	0	1	0	0	1	מְתוּרבָּת
clad	0	0	0	0	0	0	0	0	0	0	לבוש
claim	0	0	0	0	0	0	0	0	0	0	תְבִיעָה
claimant	1	0	1	0	0	0	0	0	0	0	תוֹבֵעַ
clairvoyant	0	0	0	0	0	0	1	0	0	0	מַגִיד עֲתִידוֹת
clam	0	0	0	0	0	0	0	0	0	0	צדפה
clamor	1	1	1	0	0	1	0	0	1	0	צְעָקָה
clamp	0	0	0	0	0	0	0	0	0	0	מַהְדֵק
clan	0	0	0	0	0	0	0	0	0	1	שֶׁבֶט
clandestine	0	0	0	0	0	0	0	0	0	0	חֲשָׁאִי
clap	0	1	0	0	1	0	1	0	0	1	לִטפּוֹחַ
clarify	0	0	0	0	0	0	1	0	0	0	להבהיר
clarinet	0	0	0	0	0	0	0	0	0	0	קלָרנִית
clarion	0	0	0	0	0	0	0	0	0	0	תְרוּעָה
clarity	0	0	0	0	0	0	0	0	0	0	בְּהִירוּת
clash	1	0	0	0	0	1	0	0	0	0	הִתנַגְשׁוּת
clashing	1	0	0	1	0	1	0	0	0	0	מתנגשים
clasp	0	0	0	0	0	0	0	0	0	0	אַבזָם
class	0	0	0	0	0	0	0	0	0	0	מעמד
classic	0	0	0	0	0	0	1	0	0	0	קלַאסִי
classical	0	0	0	0	0	0	1	0	0	0	קלַאסִי
classics	0	0	0	0	1	0	1	0	0	0	קלַאסִיקָה
classification	0	0	0	0	0	0	0	0	0	0	מִיוּן
classify	0	0	0	0	0	0	1	0	0	0	לסווג
classmate	0	0	0	0	0	0	0	0	0	0	חבר לכיתה
clatter	0	0	0	0	0	0	0	0	0	0	שִׁקשׁוּק
clause	0	0	0	0	0	0	0	0	0	0	סָעִיף
clauses	0	0	0	0	0	0	0	0	0	0	סעיפים
claw	1	0	0	1	0	1	0	0	0	0	טוֹפֶר
claws	0	0	0	0	0	0	0	0	0	0	טפרים
clay	0	0	0	0	0	0	0	0	0	0	חֶרֶס
clean	0	0	0	0	1	0	1	0	0	1	לְנַקוֹת
cleaning	0	0	0	0	0	0	1	0	0	0	ניקוי
cleanliness	0	0	0	0	0	0	1	0	0	0	נִקָיוֹן
cleanly	0	0	0	0	0	0	1	0	0	0	לְמִשׁעִי
cleanse	0	0	0	0	0	0	1	0	0	0	לְטַהֵר
cleansing	0	0	0	0	0	0	1	0	0	0	ניקוי
clearance	0	0	0	0	0	0	1	0	0	1	מִרוָח
clearing	0	0	0	0	0	0	0	0	0	0	קָרְחַת יַעַר
clearness	0	0	0	0	0	0	1	0	0	0	בְּהִירוּת
cleavage	0	0	0	0	0	0	0	0	0	0	מַחשׂוֹף
cleave	0	0	0	1	0	0	0	0	0	0	לִדבּוֹק
clef	0	0	0	0	0	0	0	0	0	0	מַפְתֵחַ
cleft	0	0	0	0	0	0	0	0	0	0	שָׁסוּעַ
clemency	0	0	0	0	0	0	0	0	0	0	חֲנִינָה
clergy	0	0	0	0	0	0	0	0	0	0	כּמוּרָה
clergyman	0	0	0	0	0	0	0	0	0	0	אִישׁ דַת
clerical	0	0	0	0	0	0	1	0	0	1	מִשׂרָדִי
clerk	0	0	0	0	0	0	0	0	0	0	פָּקִיד
clerkship	0	0	0	0	0	0	0	0	0	0	לַבלָרוּת
clever	0	0	0	0	0	0	1	0	0	0	נבון
cleverness	0	0	0	0	0	0	1	0	0	0	פִּקְחוּת
click	0	0	0	0	0	0	0	0	0	0	נְקִישָׁה
client	0	0	0	0	0	0	0	0	0	0	לָקוּחַ
clientele	0	0	0	0	0	0	0	0	0	0	חוּג הַלְקוּחוֹת
cliff	0	0	0	1	0	0	0	0	0	0	צוּק
climate	0	0	0	0	0	0	0	0	0	0	אַקלִים
climatology	0	0	0	0	0	0	0	0	0	0	אקלימטולוגיה
climax	0	1	0	0	1	0	1	0	1	1	שיא
climb	0	0	0	0	0	0	0	0	0	0	לְטַפֵּס
cling	0	0	0	0	0	0	0	0	0	0	להיצמד
clip	0	0	0	0	0	0	0	0	0	0	לְקַצֵץ
clipper	0	0	0	0	0	0	0	0	0	0	גוֹזֵז
clipping	0	0	0	0	0	0	0	0	0	0	גֶזֶר
clique	0	0	0	0	0	0	0	0	0	0	קליקה
cloak	0	0	0	0	0	0	0	0	0	0	גְלִימָה
clock	0	1	0	0	0	0	0	0	0	0	שָׁעוֹן
clockwork	0	0	0	0	0	0	0	0	0	0	שעון
clog	0	0	0	0	0	0	0	0	0	0	לִסְתוֹם
cloister	0	0	0	0	0	1	0	0	0	0	מִנזָר
close	0	0	0	0	0	0	0	0	0	0	סגור
closed	0	0	0	0	0	0	0	0	0	0	סָגוּר
closeness	0	0	0	0	1	0	1	0	0	1	קִרבָה
closet	0	0	0	0	0	0	0	0	0	0	אָרוֹן
closure	0	1	0	0	1	0	1	1	0	0	סגירת מעגל
clot	0	0	0	0	0	0	0	0	0	0	קְרִישׁ דָם
cloth	0	0	0	0	0	0	0	0	0	0	בַּד
clothe	0	0	0	0	0	0	1	0	0	0	לְהַלבִּישׁ
clothes	0	0	0	0	0	0	0	0	0	0	בגדים
clothesline	0	0	0	0	0	0	0	0	0	0	חבל כביסה
clothing	0	0	0	0	0	0	0	0	0	0	הַלבָּשָׁה
cloud	0	0	0	0	0	0	0	0	0	0	ענן
clouded	0	0	0	0	0	1	0	1	0	0	מעונן
cloudiness	0	0	0	1	0	1	0	0	0	0	עֲנְנוּת
cloudy	0	0	0	0	0	0	0	1	0	0	מְעוּנָן
clover	0	0	0	0	0	0	0	0	0	0	תִלתָן
cloves	0	0	0	0	0	0	0	0	0	0	ציפורן
clown	0	1	0	0	1	0	1	0	1	0	לֵיצָן
club	0	0	0	0	0	0	0	0	0	0	מוֹעֲדוֹן
clubhouse	0	0	0	0	0	0	0	0	0	0	מועדון
clubs	0	0	0	0	0	0	0	0	0	0	מועדונים
clue	0	1	0	0	0	0	0	0	0	0	רֶמֶז
clump	0	0	0	0	0	1	0	0	0	0	סְבַך
clumsy	0	0	1	0	0	1	0	0	0	0	מגושם
cluster	0	0	0	0	0	0	0	0	0	0	אֶשׁכּוֹל
clutch	0	0	0	0	0	0	0	0	0	0	מַצְמֵד
clutches	0	0	0	0	0	0	0	0	0	0	מצמדים
clutter	0	0	0	0	0	0	0	0	0	0	עִרבּוּביָה
coach	0	0	0	0	0	0	0	0	0	1	מְאַמֵן
coagulation	0	0	0	0	0	0	0	0	0	0	קרישה
coal	0	0	0	0	0	0	0	0	0	0	פֶּחָם
coalesce	0	0	0	0	0	0	0	0	0	1	לְהִתְמַזֵג
coalition	0	0	0	0	0	0	1	0	0	0	קוֹאָלִיצִיָה
coast	0	0	0	0	0	0	1	0	0	0	חוף
coastal	0	0	0	0	0	0	0	0	0	0	חוֹפִי
coaster	0	0	0	0	0	0	0	0	0	0	תחתית
coat	0	0	0	0	0	0	0	0	0	0	מעיל
coating	0	0	0	0	0	0	0	0	0	0	ציפוי
coax	0	0	0	0	0	0	0	0	0	1	לְשַׁדֵל
cobalt	0	0	0	0	0	0	0	0	0	0	קובלט
cobble	0	0	0	0	0	0	0	0	0	0	חַלוּק
cobbler	0	0	0	0	0	0	0	0	0	0	סַנדְלָר
cobra	0	0	0	1	0	0	0	0	0	0	קוֹבּרָה
cocaine	0	0	0	0	0	1	0	1	0	0	קוֹקָאִין
cock	0	0	0	0	0	0	0	0	0	0	תַרְנְגוֹל
cockpit	0	0	0	0	0	0	0	0	0	0	תא הטייס
cocktail	0	0	0	0	0	0	0	0	0	0	קוקטייל
cocoa	0	0	0	0	0	0	0	0	0	0	קקאו
cocoon	0	0	0	0	0	0	0	0	0	0	גוֹלֶם
cod	0	0	0	0	0	0	0	0	0	0	בַּקָלָה
code	0	0	0	0	0	0	0	0	0	0	קוד
codex	0	0	0	0	0	0	0	0	0	0	קודקס
codification	0	0	0	0	0	0	0	0	0	0	קודיפיקציה
codify	0	0	0	0	0	0	0	0	0	0	לקוד
coefficient	0	0	0	0	0	0	0	0	0	0	מְקַדֵם
coerce	1	0	1	1	0	1	0	0	0	0	לִכפּוֹת
coercion	1	0	1	1	0	1	0	1	0	0	כְּפִיָה
coercive	0	0	0	0	0	0	0	0	0	0	כפייה
coexist	0	0	0	0	0	0	1	0	0	1	לְהִתְקַיֵם יַחַד
coexistence	0	0	0	0	0	0	0	0	0	0	דוּ קִיוּם
coexisting	0	0	0	0	0	0	0	0	0	1	דו קיום
coffee	0	0	0	0	0	0	0	0	0	0	קפה
coffin	0	0	0	1	0	1	0	1	0	0	ארון קבורה
cog	0	0	0	0	0	0	0	0	0	0	שֵׁן
cogent	0	0	0	0	0	0	1	0	0	1	מְשַׁכנֵעַ
cognate	0	0	0	0	0	0	0	0	0	0	מְאוֹתוֹ מָקוֹר
cognition	0	0	0	0	0	0	0	0	0	0	קוגניציה
cognitive	0	0	0	0	0	0	1	0	0	0	קוגניטיבי
cohabitation	0	0	0	0	0	0	0	0	0	0	שְׁכִיבָה
coherence	0	0	0	0	0	0	1	0	0	0	לְכִידוּת
coherent	0	0	0	0	0	0	1	0	0	0	קוהרנטי
cohesion	0	0	0	0	0	0	0	0	0	1	הִתלַכְּדוּת
cohesive	0	0	0	0	0	0	1	0	0	1	מלוכדת
cohort	0	0	0	0	0	0	0	0	0	0	קבוצת אנשים
coil	0	0	0	0	0	0	0	0	0	0	סליל
coiled	0	0	0	0	0	0	0	0	0	0	מפותל
coin	0	0	0	0	0	0	0	0	0	0	מַטְבֵּעַ
coinage	0	0	0	0	0	0	0	0	0	0	שִׁיטַת הַמַטבֵּעַ
coincide	0	0	0	0	0	0	0	0	0	0	לַחפוֹף
coincidence	0	0	0	0	0	0	0	0	1	0	יָד הַמִקרֶה
coincident	0	0	0	0	0	0	0	0	0	0	מקריות
coinciding	0	0	0	0	0	0	0	0	0	0	חופפים
coke	0	0	0	0	0	0	0	0	0	0	קוֹקָה קוֹלָה
cold	0	0	0	0	0	1	0	0	0	0	קַר
coldly	0	0	0	0	0	1	0	0	0	0	בקרירות
coldness	1	0	1	1	0	1	0	1	0	0	קְרִירוּת
colic	0	0	0	0	0	1	0	0	0	0	קוליק
collaborator	0	0	0	0	0	0	0	0	0	1	מְשַׁתֵף פְּעוּלָה
collapse	0	0	1	1	0	1	0	1	0	0	הִתמוֹטְטוּת
collar	0	0	0	0	0	0	0	0	0	0	קוֹלָר
collate	0	0	0	0	0	0	0	0	0	0	לְהַשְׁווֹת
collateral	0	0	0	0	0	0	0	0	0	1	בטחונות
collation	0	0	0	0	0	0	0	0	0	0	איסוף
colleague	0	0	0	0	0	0	0	0	0	0	שותף לעבודה
collect	0	0	0	0	0	0	0	0	0	0	לאסוף
collected	0	0	0	0	0	0	0	0	0	0	שנאספו
collection	0	0	0	0	0	0	0	0	0	0	אוסף
collective	0	0	0	0	0	0	0	0	0	0	קולקטיבי
collectively	0	0	0	0	0	0	1	0	0	1	יַחַד
collector	0	0	0	0	0	0	0	0	0	0	אַסְפָן
college	0	0	0	0	0	0	0	0	0	0	מִכלָלָה
collegiate	0	0	0	0	0	0	0	0	0	0	קולג'
collide	0	0	0	0	0	0	0	0	0	0	לְהִתְנַגֵשׁ
collie	0	0	0	0	0	0	0	0	0	0	קולי
collision	1	0	0	0	0	1	0	0	0	0	הִתנַגְשׁוּת
collocation	0	0	0	0	0	0	0	0	0	0	צֵרוּף נְסִבּוֹת
colloquial	0	0	0	0	0	0	0	0	0	0	דִבּוּרִי
collusion	1	0	1	1	0	1	0	1	0	0	קְנוּנִיָה
colon	0	0	0	0	0	0	0	0	0	0	המעי הגס
colonel	0	0	0	0	0	0	1	0	0	1	אלוף משנה
colonial	0	0	0	0	0	0	0	0	0	0	קוֹלוֹנִיאָלִי
colony	0	0	0	0	0	0	0	0	0	0	מוֹשָׁבָה
colophon	0	0	0	0	0	0	0	0	0	0	קולופון
color	0	0	0	0	0	0	0	0	0	0	צֶבַע
coloration	0	0	0	0	0	0	0	0	0	0	צבעוניות
colored	0	0	0	0	0	0	0	0	0	0	צבעוני
coloring	0	0	0	0	0	0	0	0	0	0	גִוּוּן
colorless	0	0	0	0	0	0	0	0	0	0	חֲסַר צֶבַע
colors	0	0	0	0	0	0	0	0	0	0	צבעים
colossal	0	0	0	0	0	0	1	0	0	0	עֲנָקִי
colt	0	0	0	0	0	0	0	0	0	0	סוּסוֹן
column	0	0	0	0	0	0	0	0	0	0	טור
columnar	0	0	0	0	0	0	0	0	0	0	עמודים
coma	0	0	0	1	0	1	0	1	0	0	תרדמת
comatose	0	0	0	1	0	1	0	1	0	0	בתרדמת
comb	0	0	0	0	0	0	0	0	0	0	מַסרֵק
combat	1	0	0	1	0	1	0	0	0	0	לחימה
combatant	1	0	0	1	0	1	0	0	0	0	לוֹחֶם
combative	1	0	0	1	0	1	0	0	0	0	קרבי
combination	0	0	0	0	0	0	0	0	0	0	קוֹמבִּינַצִיָה
combinatorial	0	0	0	0	0	0	0	0	0	0	קומבינטורית
combine	0	0	0	0	0	0	0	0	0	0	לְשַׁלֵב
combined	0	0	0	0	0	0	0	0	0	0	מְשׁוּלָב
combustible	0	0	0	0	0	0	0	0	0	0	דָלִיק
combustion	0	0	0	0	0	0	0	0	0	0	שְׂרֵפָה
comedy	0	0	0	0	0	0	0	0	0	0	קוֹמֶדִיָה
comet	0	0	0	0	0	0	0	0	0	0	כוכב שביט
comfort	0	1	0	0	1	0	1	0	0	1	נוחות
comforter	0	0	0	0	0	0	0	0	0	0	מַצָע
comic	0	0	0	0	0	0	0	0	0	0	קוֹמִי
comical	0	0	0	0	0	0	0	0	0	0	קוֹמִי
coming	0	1	0	0	0	0	0	0	0	0	מגיע
comma	0	0	0	0	0	0	0	0	0	0	פסיק
command	0	0	0	0	0	0	0	0	0	0	פקודה
commandant	0	0	0	0	0	0	1	0	0	1	מְפַקֵד
commander	0	0	0	0	0	0	0	0	0	0	מְפַקֵד
commanding	0	0	0	0	0	0	1	0	0	1	פיקוד
commemorate	0	1	0	0	1	0	1	1	0	0	לְהַזכִּיר
commemoration	0	1	0	0	1	0	1	0	0	0	אַזכָּרָה
commemorative	0	1	0	0	0	0	1	0	0	0	הנצחה
commence	0	0	0	0	0	0	0	0	0	0	להתחיל
commend	0	0	0	0	0	0	1	0	0	0	לְשַׁבֵּחַ
commendable	0	0	0	0	1	0	1	0	0	1	ראוי לשבח
commensurate	0	0	0	0	0	0	0	0	0	0	בהתאם
comment	0	0	0	0	0	0	0	0	0	0	תגובה
commentary	0	0	0	0	0	0	0	0	0	0	פַּרשָׁנוּת
commentator	0	0	0	0	0	0	1	0	0	0	פַּרשָׁן
commerce	0	0	0	0	0	0	0	0	0	1	מִסְחָר
commercial	0	0	0	0	0	0	0	0	0	0	מִסְחָרִי
commissary	0	0	0	0	0	0	0	0	0	0	קומיסרית
commission	0	0	0	0	0	0	0	0	0	1	עמלה
commissioner	0	0	0	0	0	0	0	0	0	0	נְצִיב
commit	0	0	0	0	0	0	0	0	0	0	לְבַצֵעַ
committal	0	0	0	0	0	1	0	1	0	0	מחויב
committed	0	0	0	0	0	0	1	0	0	1	מְחוּיָב
committee	0	0	0	0	0	0	0	0	0	1	וַעֲדָה
commodity	0	0	0	0	0	0	0	0	0	0	סְחוֹרָה
commodore	0	0	0	0	0	0	1	0	0	1	קוֹמוֹדוֹר
common	0	0	0	0	0	0	0	0	0	0	מְשׁוּתָף
commonly	0	0	0	0	0	0	0	0	0	0	בדרך כלל
commonplace	0	1	0	0	0	0	0	0	0	1	דָבָר רָגִיל
commons	0	0	0	0	0	0	0	0	0	0	נחלת הכלל
commonwealth	0	0	0	0	0	0	1	0	0	1	חֶבֶר הָעַמִים
commotion	1	0	0	0	0	1	0	0	0	0	רַחַשׁ
commune	0	0	0	0	0	0	0	0	0	0	מָחוֹז מִנהָלִי
communicable	0	0	0	0	0	0	0	0	0	0	ניתן לתקשורת
communicate	0	0	0	0	0	0	1	0	0	1	לתקשר
communication	0	0	0	0	0	0	0	0	0	1	תִקשׁוֹרֶת
communicative	0	0	0	0	0	0	1	0	0	0	תקשורתי
communion	0	0	0	0	1	0	1	0	0	1	שִׁתוּף
communism	1	0	0	1	0	1	0	1	0	0	קוֹמוּנִיזם
communist	0	0	0	0	0	1	0	0	0	0	קוֹמוּנִיסט
community	0	0	0	0	0	0	1	0	0	0	קהילה
commutation	0	0	0	0	0	0	1	0	0	0	הַחלָפָה
commutative	0	0	0	0	0	0	0	0	0	0	חִלוּפִי
commute	0	0	0	0	0	0	1	0	0	0	נסיעות
commuter	0	0	0	0	0	0	0	0	0	0	נוסעים
compact	0	0	0	0	0	0	0	0	0	1	קוֹמפָּקטִי
compaction	0	0	0	0	0	0	0	0	0	0	דחיסה
compactness	0	0	0	0	0	0	0	0	0	0	צְפִיפוּת
companion	0	0	0	0	1	0	1	0	0	1	לוויה
companionship	0	0	0	0	0	0	0	0	0	0	רֵעוּת
company	0	0	0	0	0	0	0	0	0	0	חֶברָה
comparable	0	0	0	0	0	0	0	0	0	0	בר השוואה
comparative	0	0	0	0	0	0	0	0	0	0	יַחֲסִי
comparatively	0	0	0	0	0	0	0	0	0	0	יַחֲסִית
comparison	0	0	0	0	0	0	0	0	0	0	השוואה
compartment	0	0	0	0	0	0	0	0	0	0	תָא
compass	0	0	0	0	0	0	0	0	0	1	מצפן
compassion	0	0	0	1	0	0	1	0	0	0	חֶמלָה
compassionate	0	0	0	0	0	0	1	0	0	0	רַחוּם
compatibility	0	0	0	0	0	0	1	0	0	0	תְאִימוּת
compatible	0	0	0	0	0	0	1	0	0	0	תוֹאֵם
compel	0	0	0	0	0	0	0	0	0	0	לכפות
compelled	0	0	0	0	0	0	0	0	0	0	נאלץ
compelling	0	0	0	0	0	0	1	0	0	0	משכנע
compendium	0	0	0	0	0	0	0	0	0	0	קומנדיום
compensate	0	1	0	0	1	0	1	0	1	1	לפצות
compensation	0	0	0	0	0	0	0	0	0	0	פיצוי
compensatory	0	0	0	0	0	0	1	0	0	0	מְפַצֶה
competence	0	0	0	0	0	0	1	0	0	1	יְכוֹלֶת
competency	0	0	0	0	0	0	1	0	0	1	כשירות
competent	0	0	0	0	0	0	1	0	0	1	מוסמך
competition	0	1	0	0	0	1	0	0	0	0	תַחֲרוּת
competitive	0	0	0	0	0	0	0	0	0	0	תַחֲרוּתִי
competitor	0	0	0	0	0	0	0	0	0	0	מתחרה
compilation	0	0	0	0	0	0	0	0	0	0	הַהדָרָה
compile	0	0	0	0	0	0	0	0	0	0	לְלַקֵט
complacency	0	0	0	0	0	0	1	0	0	0	שאננות
complacent	0	0	0	0	0	0	0	0	0	0	שַׁאֲנָן
complain	1	0	0	0	0	1	0	1	0	0	לְהִתְלוֹנֵן
complaint	1	0	0	0	0	1	0	0	0	0	תְלוּנָה
complement	0	1	0	0	1	0	1	0	1	1	מַשׁלִים
complementary	0	0	0	0	0	0	1	0	0	0	מַשׁלִים
completed	0	0	0	0	0	0	0	0	0	0	הושלם
completely	0	0	0	0	0	0	1	0	0	0	לַחֲלוּטִין
completeness	0	0	0	0	0	0	1	0	0	0	שְׁלֵמוּת
completing	0	1	0	0	1	0	1	0	0	0	מַשׁלִים
completion	0	1	0	0	1	0	1	0	0	0	סִיוּם
complex	0	0	0	0	0	0	0	0	0	0	מורכב
complexed	0	0	0	0	0	1	0	0	0	0	מורכבים
complexion	0	0	0	0	0	0	0	0	0	0	גָוֶן
complexity	0	0	0	0	0	1	0	0	0	0	מוּרכָּבוּת
compliance	0	0	0	0	0	0	1	0	0	1	הענות
compliant	0	0	0	0	0	0	1	0	0	0	תואם
complicate	1	0	0	0	0	1	0	0	0	0	לסבך
complicated	0	0	0	0	0	1	0	0	0	0	מורכב
complication	0	0	0	0	0	1	0	0	0	0	תַסבִּיך
complicity	0	0	0	0	0	1	1	0	0	0	שותפות
compliment	0	1	0	0	1	0	1	0	1	1	מַחֲמָאָה
comply	0	0	0	0	0	0	0	0	0	0	לְהֵעָנוֹת
complying	0	0	0	0	0	0	0	0	0	0	מציית
compo	0	0	0	0	0	0	0	0	0	0	compo
component	0	0	0	0	0	0	0	0	0	0	רְכִיב
compose	0	0	0	0	0	0	0	0	0	0	לְהַלחִין
composed	0	0	0	0	0	0	1	0	0	0	מוּרכָּב
composer	0	0	0	0	0	0	1	0	0	0	מַלחִין
composite	0	0	0	0	0	0	0	0	0	0	מרוכבים
composition	0	0	0	0	0	0	0	0	0	0	הרכב
compost	0	0	1	0	0	1	0	0	0	0	קוֹמפּוֹסט
composure	0	0	0	0	0	0	1	0	0	0	קוֹר רוּחַ
compound	0	0	0	0	0	0	0	0	0	0	מתחם
comprehend	0	0	0	0	0	0	1	0	0	0	לִהַבִין
comprehension	0	0	0	0	0	0	0	0	0	0	הֲבָנָה
comprehensive	0	0	0	0	0	0	1	0	0	0	מַקִיף
compress	1	0	0	0	0	0	0	0	0	0	לִדחוֹס
compressed	0	0	0	0	0	0	0	0	0	0	דָחוּס
compressible	0	0	0	0	0	0	0	0	0	0	דָחִיס
compression	0	0	0	0	0	0	0	0	0	0	דְחִיסָה
comprise	0	0	0	0	0	0	0	0	0	0	מהווה
compromise	0	0	0	0	0	0	0	0	0	0	פְּשָׁרָה
comptroller	0	0	0	0	0	0	0	0	0	1	מְבַקֵר
compulsion	1	0	0	0	0	1	0	0	0	0	כּוֹרַח
compulsory	0	0	0	0	0	1	0	0	0	0	חובה
computable	0	0	0	0	0	0	0	0	0	0	ניתן לחישוב
computation	0	0	0	0	0	0	0	0	0	0	חישוב
compute	0	0	0	0	0	0	0	0	0	0	לְחַשֵׁב
computer	0	0	0	0	0	0	0	0	0	0	מַחשֵׁב
comrade	0	0	0	0	0	0	1	0	0	1	חָבֵר
con	0	0	0	0	0	0	0	0	0	0	קון
concatenation	0	0	0	0	0	0	0	0	0	0	שִׁרשׁוּר
concave	0	0	0	0	0	0	0	0	0	0	קָעוּר
conceal	0	0	0	0	0	1	0	1	0	0	לְהַסתִיר
concealed	0	1	0	1	0	1	0	0	1	0	הסתיר
concealment	1	1	0	1	0	1	0	0	0	0	הַסתָרָה
conceit	0	0	0	0	0	1	0	0	0	0	יְהִירוּת
conceited	0	0	0	0	0	1	0	0	0	0	יָהִיר
conceivable	0	0	0	0	0	0	0	0	0	0	מִתקָבֵּל עַל הַדַעַת
concentrate	0	0	0	0	0	0	0	0	0	0	לְהִתְרַכֵּז
concentration	0	0	0	0	0	0	0	0	0	0	ריכוז
concentric	0	0	0	0	0	0	1	0	0	0	קונצנטרי
conception	0	0	0	0	0	0	0	0	0	0	תְפִישָׂה
concern	0	0	0	0	0	0	0	0	0	0	דְאָגָה
concerned	0	0	0	1	0	0	0	1	0	0	מודאג
concert	0	0	0	0	0	0	0	0	0	0	קוֹנצֶרט
concession	0	0	0	0	0	0	0	0	0	0	זִכָּיוֹן
concessional	0	0	0	0	0	0	0	0	0	0	מוזלת
concierge	0	0	0	0	0	0	0	0	0	0	שוֹעֶר
conciliation	0	0	0	0	1	0	1	0	0	1	פִּיוּס
concise	0	0	0	0	0	0	0	0	0	0	תַמצִיתִי
conclave	0	0	0	0	0	0	0	0	0	0	יְשִׁיבָה סְגוּרָה
conclude	0	0	0	0	0	0	0	0	0	0	לְהַסִיק
concluding	0	0	0	0	0	0	1	0	0	0	מסכם
conclusion	0	0	0	0	0	0	0	0	0	0	סיכום
concoction	0	0	0	0	0	0	0	0	0	0	הַמצָאָה
concomitant	0	0	0	0	0	0	0	0	0	0	במקביל
concord	0	0	0	0	0	0	1	0	0	1	הַרמוֹנִיָה
concordance	0	0	0	0	0	0	1	0	0	1	קונקורדנציה
concours	0	0	0	0	0	0	0	0	0	0	קונקורס
concourse	0	0	0	0	0	0	0	0	0	0	הִתקַהֲלוּת
concrete	0	0	0	0	0	0	0	0	0	0	בֵּטוֹן
concurrence	0	0	0	0	0	0	0	0	0	0	הַסכָּמָה
concurrent	0	0	0	0	0	0	0	0	0	0	במקביל
concurring	0	0	0	0	0	0	0	0	0	0	מסכים
concussion	1	0	0	0	0	1	0	1	0	0	זַעֲזוּעַ
condemn	1	0	0	0	0	1	0	0	0	0	לְגַנוֹת
condemnation	1	1	1	1	0	1	0	1	0	0	הוֹקָעָה
condensation	0	0	0	0	0	0	0	0	0	0	הִתְעַבּוּת
condensed	0	0	0	0	0	0	0	0	0	0	מְעוּבֶּה
condescending	0	0	0	0	0	1	0	0	0	0	מתנשא
condescension	1	0	1	0	0	1	0	1	0	0	התנשאות
condiment	0	0	0	0	0	0	0	0	0	0	תַבלִין
condition	0	0	0	0	0	0	0	0	0	0	מַצָב
conditional	0	0	0	0	0	0	0	0	0	0	מותנה
conditionally	0	0	0	0	0	0	0	0	0	0	באופן מותנה
