English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Kyrgyz Word
caress	0	0	0	0	0	0	1	0	0	0	эркелетүү
caret	0	0	0	0	0	0	0	0	0	0	карет
caretaker	0	0	0	0	0	0	1	0	0	1	кароолчу
cargo	0	0	0	0	0	0	0	0	0	0	жүк
caribou	0	0	0	0	0	0	0	0	0	0	карибу
caricature	0	0	0	0	0	1	0	0	0	0	карикатура
caries	0	0	1	0	0	1	0	0	0	0	кариес
carnage	1	0	1	1	0	1	0	1	1	0	кыргын
carnal	0	0	0	0	0	1	0	0	0	0	денелик
carnation	0	0	0	0	0	0	0	0	0	0	гвоздика
carnivorous	0	0	0	1	0	1	0	0	0	0	жырткыч
carol	0	0	0	0	1	0	1	0	0	1	Кэрол
carousel	0	0	0	0	0	0	0	0	0	0	карусель
carpenter	0	0	0	0	0	0	0	0	0	0	жыгач уста
carriage	0	0	0	0	0	0	0	0	0	0	вагон
carried	0	0	0	0	0	0	0	0	0	0	алып барды
carrier	0	0	0	0	0	0	0	0	0	0	ташуучу
carry	0	0	0	0	0	0	0	0	0	0	алып жүрүү
carrying	0	0	0	0	0	0	0	0	0	0	алып жүрүү
cart	0	0	0	0	0	0	0	0	0	0	араба
cartel	0	0	0	0	0	1	0	0	0	0	картель
carter	0	0	0	0	0	0	0	0	0	0	картер
cartilage	0	0	0	0	0	0	0	0	0	0	кемирчек
cartographic	0	0	0	0	0	0	0	0	0	0	картографиялык
cartography	0	0	0	0	0	0	0	0	0	0	картография
cartoon	0	0	0	0	0	0	0	0	0	0	мультфильм
cartouche	0	0	0	0	0	0	0	0	0	0	картуш
cartridge	0	0	0	1	0	0	0	0	0	0	картридж
carve	0	0	0	0	0	0	0	0	0	0	оюп
carver	0	0	0	0	0	0	0	0	0	0	оюкчу
carving	0	0	0	0	0	0	0	0	0	0	оюу
cascade	0	0	0	0	0	0	1	0	0	0	каскад
case	0	0	0	1	0	1	0	1	0	0	иш
casein	0	0	0	0	0	0	0	0	0	0	казеин
cash	1	1	0	1	1	0	1	0	0	1	накталай акча
cashier	0	0	0	0	0	0	0	0	0	1	кассир
cashmere	0	0	0	0	0	0	0	0	0	0	кашемир
casing	0	0	0	0	0	0	0	0	0	0	корпус
casino	0	0	0	0	0	0	0	0	0	0	казино
cask	0	0	0	0	0	0	0	0	0	0	челек
casket	0	0	0	1	0	1	0	1	0	0	куту
cast	0	0	0	0	0	0	0	0	0	0	таштоо
caste	0	0	0	0	0	1	0	0	0	0	каста
caster	0	0	0	0	0	0	0	0	0	0	кастер
castle	0	0	0	0	0	0	0	0	0	0	сепил
castor	0	0	0	0	0	0	0	0	0	0	кастор
casual	0	0	0	0	0	0	0	0	0	0	кокусунан
casually	0	0	0	0	0	0	0	0	0	0	кокусунан
casualty	1	0	0	1	0	1	0	1	0	0	курмандык
cat	0	0	0	0	0	0	0	0	0	0	мышык
catabolism	0	0	0	0	0	0	0	0	0	0	катаболизм
catalog	0	0	0	0	0	0	0	0	0	0	каталог
catalogue	0	0	0	0	0	0	0	0	0	0	каталог
catalysis	0	0	0	0	0	0	0	0	0	0	катализ
catalytic	0	0	0	0	0	0	0	0	0	0	каталитикалык
catamaran	0	0	0	0	0	0	0	0	0	0	катамаран
catapult	0	0	0	0	0	0	0	0	0	0	катапульт
cataract	0	1	0	1	0	1	0	1	0	0	катаракта
catastrophe	1	0	1	1	0	1	0	1	1	0	катастрофа
catch	0	0	0	0	0	0	0	0	1	0	кармоо
catching	0	0	0	0	0	0	0	0	0	0	кармоо
catechism	0	0	1	0	0	0	0	0	0	0	катехизм
categorical	0	0	0	0	0	0	1	0	0	0	категориялык
category	0	0	0	0	0	0	0	0	0	0	категория
cater	0	0	0	0	0	0	1	0	0	0	канааттандыруу
caterer	0	0	0	0	0	0	0	0	0	0	тамактануучу
caterpillar	0	0	0	0	0	0	0	0	0	0	курт
cates	0	0	0	0	0	0	0	0	0	0	cates
cathartic	0	0	0	0	0	0	1	0	0	0	катартик
cathedral	0	0	0	0	1	0	1	0	0	1	собор
catheter	0	0	0	0	0	1	0	0	0	0	катетер
catnip	0	0	0	0	0	0	0	0	0	0	catnip
cattle	0	0	0	0	0	0	0	0	0	0	мал
caucus	0	0	0	0	0	0	0	0	0	0	кокус
caudal	0	0	0	0	0	0	0	0	0	0	каудалдык
caulk	0	0	0	0	0	0	0	0	0	0	калпак
causal	0	0	0	0	0	0	0	0	0	0	себептүү
causality	0	0	0	0	0	0	0	0	0	0	себептүүлүк
causation	0	0	0	0	0	0	0	0	0	0	себептүүлүк
caused	0	0	0	0	0	0	0	0	0	0	себеп болгон
causeway	0	0	0	0	0	0	0	0	0	0	жол
caution	1	1	0	1	0	1	0	0	0	0	сак
cautionary	0	0	0	1	0	0	0	0	0	0	эскертүүчү
cautious	0	1	0	1	0	0	1	0	0	1	сак
cautiously	0	0	0	1	0	0	1	0	0	0	этияттык менен
cavalry	0	0	0	0	0	0	0	0	0	0	атчан аскерлер
cave	0	0	0	0	0	0	0	0	0	0	үңкүр
caveat	0	0	0	0	0	0	0	0	0	0	эскертүү
cavern	0	0	0	0	0	0	0	0	0	0	үңкүр
cavernous	0	0	0	0	0	0	0	0	0	0	каверноздуу
cavity	0	0	0	0	0	0	0	0	0	0	көңдөй
cayenne	0	0	0	0	0	0	0	0	0	0	кайен
cease	0	0	0	0	0	0	0	0	0	0	токтотуу
ceaseless	0	0	0	0	0	0	0	0	0	0	тынымсыз
cede	0	0	0	0	0	1	0	0	0	0	берүү
ceiling	0	0	0	0	0	0	0	0	0	0	шып
celebrant	0	0	0	0	0	0	0	0	0	0	майрамдоочу
celebrated	0	1	0	0	1	0	1	0	0	0	майрамдады
celebrating	0	1	0	0	1	0	1	0	0	0	майрамдоо
celebration	0	1	0	0	1	0	1	0	1	1	майрам
celebrity	1	1	1	0	1	1	1	0	1	1	атактуу
celestial	0	1	0	0	1	0	1	0	0	0	асман
celibacy	0	0	0	0	0	0	0	0	0	0	бойдокчулук
cell	0	0	0	0	0	0	0	0	0	0	клетка
cellar	0	0	0	0	0	0	0	0	0	0	жертөлө
cellular	0	0	0	0	0	0	0	0	0	0	уюлдук
celluloid	0	0	0	0	0	0	0	0	0	0	целлулоид
cement	0	1	0	0	0	0	0	0	0	1	цемент
cemented	0	0	0	0	0	0	0	0	0	0	цементтелген
cemetery	0	0	0	1	0	1	0	1	0	0	көрүстөн
censor	1	0	1	1	0	1	0	0	0	1	цензор
censure	0	0	0	0	0	1	0	0	0	0	айыптоо
census	0	0	0	0	0	0	0	0	0	0	эл каттоо
cent	0	0	0	0	0	0	0	0	0	0	цент
centenary	0	0	0	0	0	0	0	0	0	0	жүз жылдык
centennial	0	0	0	0	0	0	0	0	0	0	жүз жылдык
center	0	0	0	0	0	0	1	0	0	1	Борбор
centimeter	0	0	0	0	0	0	0	0	0	0	сантиметр
central	0	0	0	0	0	0	0	0	0	0	борбордук
centrality	0	0	0	0	0	0	0	0	0	0	борбордук
centralization	0	0	0	0	0	0	0	0	0	0	борборлоштуруу
centralize	0	0	0	0	0	0	0	0	0	0	борборлоштуруу
centrally	0	0	0	0	0	0	0	0	0	0	борбордук
centrifugal	0	0	0	0	0	0	0	0	0	0	борбордон четтөөчү
centrifuge	0	0	0	0	0	0	0	0	0	0	центрифуга
centurion	0	0	0	0	0	0	1	0	0	0	жүз башы
century	0	0	0	0	0	0	0	0	0	0	кылым
ceramics	0	0	0	0	0	0	0	0	0	0	керамика
cereal	0	0	0	0	0	0	0	0	0	0	дан
cereals	0	0	0	0	0	0	0	0	0	0	дан эгиндери
cerebral	0	0	0	0	0	0	1	0	0	0	мээ
ceremonial	0	0	0	0	0	0	0	0	0	0	салтанаттуу
ceremony	0	0	0	0	1	0	1	0	1	0	салтанат
certainty	0	0	0	0	0	0	1	0	0	0	ишенимдүүлүк
certificate	0	0	0	0	0	0	0	0	0	0	күбөлүк
certify	0	0	0	0	0	0	0	0	0	1	күбөлөндүрүү
cess	0	0	1	0	0	1	0	0	0	0	cess
cessation	0	0	0	0	0	1	0	0	0	0	токтотуу
chaff	1	0	0	1	0	1	0	0	0	0	саман
chafing	0	0	0	0	0	1	0	0	0	0	сүртүү
chagrin	0	0	1	0	0	1	0	1	0	0	кайгыруу
chain	0	0	0	0	0	0	0	0	0	0	чынжыр
chair	0	0	0	0	0	0	0	0	0	0	отургуч
chairman	0	0	0	0	0	0	1	0	0	1	төрага
chairperson	0	0	0	0	0	0	0	0	0	0	төрага
chairwoman	0	0	0	0	0	0	1	0	0	1	төрайым
chaise	0	0	0	0	0	0	0	0	0	0	шезлонг
chalet	0	0	0	0	0	0	0	0	0	0	шале
chalice	0	0	0	0	0	0	0	0	0	0	идиш
chalk	0	0	0	0	0	0	0	0	0	0	бор
challenge	1	0	0	1	0	1	0	0	0	0	чакырык
chamber	0	0	0	0	0	0	0	0	0	0	палата
chambers	0	0	0	0	0	0	0	0	0	0	палаталар
chameleon	0	0	0	0	0	0	0	0	0	0	хамелеон
champagne	0	0	0	0	0	0	0	0	0	0	шампан
champion	0	1	0	0	1	0	1	0	0	1	чемпион
chance	0	0	0	0	0	0	0	0	1	0	кокустук
chancellor	0	0	0	0	0	0	0	0	0	1	канцлер
chandelier	0	0	0	0	0	0	0	0	0	0	люстра
chandler	0	0	0	0	0	0	0	0	0	0	чандлер
change	0	0	0	1	0	0	0	0	0	0	өзгөртүү
changeable	0	1	0	0	0	0	0	0	1	0	өзгөрмөлүү
changed	0	0	0	0	0	0	0	0	0	0	өзгөрдү
changer	0	0	0	0	0	0	0	0	0	0	алмаштыргыч
changing	0	0	0	0	0	0	0	0	0	0	өзгөртүү
channel	0	0	0	0	0	0	0	0	0	0	канал
chant	1	1	0	0	1	0	1	0	1	0	ырдоо
chaos	1	0	0	1	0	1	0	1	0	0	хаос
chaotic	1	0	0	0	0	1	0	0	0	0	баш аламан
chap	0	0	0	0	0	0	0	0	0	0	2-бөл
chapel	0	0	0	0	0	0	0	0	0	0	капелла
chaplain	0	0	0	0	0	0	0	0	0	1	капеллан
chapman	0	0	0	0	0	0	0	0	0	0	чапман
chaps	0	0	0	0	0	0	0	0	0	0	бөлүмдөр
chapter	0	0	0	0	0	0	0	0	0	0	бөлүм
char	0	0	0	0	0	0	0	0	0	0	char
character	0	0	0	0	0	0	0	0	0	0	мүнөз
characteristic	0	0	0	0	0	0	0	0	0	0	мүнөздүү
characterize	0	0	0	0	0	0	0	0	0	0	мүнөздөө
charade	0	0	0	0	0	1	0	0	0	0	карада
charcoal	0	0	0	0	0	0	0	0	0	0	көмүр
charge	0	0	0	0	0	0	0	0	0	0	заряд
chargeable	0	0	0	1	0	1	0	1	0	0	акы төлөнүүчү
charger	0	0	0	0	0	0	1	0	0	0	заряддагыч
chariot	0	0	0	0	0	0	0	0	0	0	араба
charitable	0	1	0	0	1	0	1	0	0	1	кайрымдуу
charity	0	0	0	0	1	0	1	0	0	0	кайрымдуулук
charm	0	0	0	0	0	0	1	0	0	0	сүйкүмдүүлүк
charmed	0	0	0	0	1	1	1	0	0	0	сүйкүмдүү
charmer	0	0	0	0	0	0	0	0	0	0	сүйүүчү
charming	0	0	0	0	0	0	1	0	0	0	сүйкүмдүү
chart	0	0	0	0	0	0	0	0	0	1	диаграмма
charter	0	0	0	0	0	0	0	0	0	0	устав
chartered	0	0	0	0	0	0	0	0	0	0	чартердик
chase	0	0	0	0	0	1	0	0	0	0	кууп
chasm	0	0	0	1	0	0	0	0	0	0	жар
chastisement	0	0	0	0	0	1	0	0	0	0	жазалоо
chastity	0	1	0	0	0	0	1	0	0	1	тазалык
chat	0	0	0	0	0	0	0	0	0	0	чат
chateau	0	0	0	0	0	0	0	0	0	0	сепил
chatter	0	0	0	0	0	0	0	0	0	0	чат
chattering	0	0	0	0	0	0	1	0	0	0	чатакташуу
chatty	0	0	0	0	0	1	0	0	0	0	суйлошкон
chauffeur	0	0	0	0	0	0	0	0	0	0	шофер
cheap	0	0	0	0	0	1	0	0	0	0	арзан
cheat	1	0	1	0	0	1	0	0	0	0	алдоо
check	0	0	0	0	0	0	0	0	0	0	текшерүү
checker	0	0	0	0	0	0	0	0	0	0	текшерүүчү
checkered	0	0	0	0	0	0	0	0	0	0	шашкалуу
checkers	0	0	0	0	0	0	0	0	0	0	шашки
checklist	0	0	0	0	0	0	1	0	0	1	текшерүү тизмеси
cheek	0	0	0	0	0	0	0	0	0	0	жаак
cheeks	0	0	0	0	0	0	0	0	0	0	жаактар
cheep	0	0	0	0	0	0	0	0	0	0	чуу
cheer	0	1	0	0	1	0	1	0	1	1	кубануу
cheerful	0	0	0	0	1	0	1	0	1	0	шайыр
cheerfulness	0	1	0	0	1	0	1	0	0	1	шайырлык
cheering	0	0	0	0	1	0	1	0	0	0	кубануу
cheery	0	1	0	0	1	0	1	0	0	0	кубанычтуу
cheesecake	0	0	0	0	0	1	0	0	0	0	cheesecake
cheetah	0	0	0	0	0	0	0	0	0	0	гепард
chemise	0	0	0	0	0	0	0	0	0	0	химия
chemist	0	0	0	0	0	0	1	0	0	1	химик
chemistry	0	0	0	0	0	0	0	0	0	0	химия
cheque	0	0	0	0	0	0	0	0	0	0	текшерүү
cherish	0	1	0	0	1	0	1	0	1	1	баалоо
cherry	0	0	0	0	0	0	1	0	0	0	алча
chess	0	0	0	0	0	0	0	0	0	0	шахмат
chest	0	0	0	0	0	0	0	0	0	0	көкүрөк
chestnut	0	0	0	0	0	0	0	0	0	0	Каштан
chevron	0	0	0	0	0	0	0	0	0	0	шеврон
chew	0	0	0	0	0	0	0	0	0	0	чайноо
chic	0	0	0	0	0	0	0	0	0	0	chic
chicane	0	1	0	0	0	1	0	0	1	1	шикан
chicken	0	0	0	1	0	0	0	0	0	0	тоок
chief	0	0	0	0	0	0	0	0	0	0	начальник
chiefly	0	0	0	0	0	0	0	0	0	0	негизинен
chieftain	0	0	0	0	0	0	1	0	0	0	башчы
child	0	1	0	0	1	0	1	0	0	0	бала
childbirth	0	0	0	0	0	0	0	0	0	0	төрөт
childhood	0	0	0	0	1	0	1	0	0	0	балалык
childish	0	0	0	0	0	1	0	0	0	0	балача
chill	0	0	0	0	0	0	0	0	0	0	салкын
chilly	0	0	0	0	0	1	0	0	0	0	салкын
chime	0	0	0	0	0	0	0	0	0	0	коңгуроо
chimera	0	0	0	1	0	0	0	0	1	0	химера
chimes	0	0	0	0	0	0	0	0	0	0	коңгуроо
chimney	0	0	0	0	0	0	0	0	0	0	мору
china	0	0	0	0	0	0	0	0	0	0	кытай
chine	0	0	0	0	0	0	0	0	0	0	кытай
chinook	0	0	0	0	0	0	0	0	0	0	чинук
chip	0	0	0	0	0	0	0	0	0	0	чип
chipping	0	0	0	0	0	0	0	0	0	0	чип салуу
chirp	0	0	0	0	1	0	1	0	0	0	чиркөө
chisel	0	0	0	0	0	0	1	0	0	0	кескич
chit	0	0	0	0	0	0	0	0	0	0	чит
chivalry	0	0	0	0	0	0	1	0	0	0	рыцарлык
chloroform	0	0	0	0	0	1	0	0	0	0	хлороформ
chocolate	0	1	0	0	1	0	1	0	0	1	шоколад
choice	0	0	0	0	0	0	1	0	0	0	тандоо
choir	0	0	0	0	1	0	1	0	0	1	хор
choke	1	0	0	0	0	1	0	1	0	0	муунтуу
cholera	0	0	1	1	0	1	0	1	0	0	холера
choose	0	0	0	0	0	0	0	0	0	0	тандоо
choosing	0	0	0	0	0	0	0	0	0	0	тандоо
chop	0	0	0	0	0	1	0	0	0	0	майдалоо
chopping	0	0	0	0	0	0	0	0	0	0	майдалоо
chops	0	0	0	0	0	0	0	0	0	0	жаак
choral	0	0	0	0	1	0	1	0	0	0	хор
chords	0	0	0	0	0	0	0	0	0	0	аккорддор
chore	0	0	0	0	0	1	0	0	0	0	жумуш
chorus	0	0	0	0	0	0	1	0	0	0	хор
chosen	0	0	0	0	0	0	1	0	0	0	тандалган
chowder	0	0	0	0	0	0	1	0	0	0	коюу сорпо
christening	0	0	0	0	0	0	0	0	0	0	чөмүлтүлүү
chromatic	0	0	0	0	0	0	0	0	0	0	хроматикалык
chromatography	0	0	0	0	0	0	0	0	0	0	хроматография
chromosome	0	0	0	0	0	0	0	0	0	0	хромосома
chronic	0	0	0	0	0	1	0	1	0	0	өнөкөт
chronicle	0	0	0	0	0	0	1	0	0	1	хроника
chronograph	0	0	0	0	0	0	0	0	0	0	хронограф
chronological	0	0	0	0	0	0	0	0	0	0	хронологиялык
chuck	0	0	0	0	0	0	0	0	0	0	чак
chuckle	0	1	0	0	1	0	1	0	1	1	күлүү
chunk	0	0	0	0	0	0	0	0	0	0	кесек
chunky	0	0	0	0	0	0	0	0	0	0	чоң
church	0	1	0	0	1	0	1	0	0	1	чиркөө
churchyard	0	0	0	0	0	0	0	0	0	0	чиркөө короосу
churn	0	0	0	0	0	0	0	0	0	0	чуркоо
chute	0	0	0	0	0	0	0	0	0	0	чучук
chutney	0	0	0	0	0	0	0	0	0	0	чатни
ciao	0	0	0	0	0	0	0	0	0	0	ciao
cider	0	0	0	0	0	0	1	0	0	0	сидр
cigar	0	0	0	0	0	0	0	0	0	0	сигара
cigarette	0	0	0	0	0	1	0	0	0	0	тамеки
cinch	0	0	0	0	0	0	0	0	0	0	cinch
cinder	0	0	0	0	0	0	0	0	0	0	шлак
cinema	0	0	0	0	0	0	0	0	0	0	кино
cinematographer	0	0	0	0	0	0	0	0	0	0	кинооператор
cinematography	0	0	0	0	0	0	0	0	0	0	кинематография
cinnamon	0	0	0	0	0	0	0	0	0	0	корица
cipher	0	0	0	0	0	0	0	0	0	0	шифр
circle	0	0	0	0	0	0	0	0	0	0	тегерек
circling	0	0	0	0	0	0	0	0	0	0	айлануу
circuit	0	0	0	0	0	0	0	0	0	0	схема
circular	0	0	0	0	0	0	0	0	0	0	тегерек
circulate	0	0	0	0	0	0	0	0	0	0	айлануу
circulation	0	0	0	0	0	0	0	0	0	0	жүгүртүү
circumcision	0	0	0	0	0	0	1	0	0	0	сүннөткө отургузуу
circumference	0	0	0	0	0	0	0	0	0	0	айлана
circumferential	0	0	0	0	0	0	0	0	0	0	айланма
circumscribed	0	0	0	0	0	0	0	0	0	0	чектелген
circumstance	0	0	0	0	0	0	0	0	0	0	жагдай
circumstantial	0	0	0	0	0	0	0	0	0	0	шарттуу
circumvention	0	0	0	0	0	1	1	0	0	0	айланып өтүү
circus	0	0	0	0	0	0	0	0	0	0	цирк
cirrus	0	0	0	0	0	0	0	0	0	0	cirrus
cistern	0	0	0	0	0	0	0	0	0	0	цистерна
citadel	0	0	0	0	0	0	0	0	0	0	цитадель
citation	0	0	0	0	0	0	0	0	0	0	цитата
citizen	0	0	0	0	0	0	1	0	0	0	жаран
citrine	0	0	0	0	0	0	0	0	0	0	цитрин
city	0	0	0	0	0	0	0	0	0	0	шаар
civic	0	0	0	0	0	0	0	0	0	0	жарандык
civil	0	0	0	0	0	0	1	0	0	0	жарандык
civilian	0	0	0	0	0	0	0	0	0	0	жарандык
civility	0	0	0	0	0	0	1	0	0	0	маданияттуулук
civilization	0	0	0	0	0	0	1	0	0	1	цивилизация
civilized	0	0	0	0	1	0	1	0	0	1	маданияттуу
clad	0	0	0	0	0	0	0	0	0	0	кийген
claim	0	0	0	0	0	0	0	0	0	0	доомат
claimant	1	0	1	0	0	0	0	0	0	0	дооматчы
clairvoyant	0	0	0	0	0	0	1	0	0	0	көзү ачык
clam	0	0	0	0	0	0	0	0	0	0	клем
clamor	1	1	1	0	0	1	0	0	1	0	ызы-чуу
clamp	0	0	0	0	0	0	0	0	0	0	кыскыч
clan	0	0	0	0	0	0	0	0	0	1	клан
clandestine	0	0	0	0	0	0	0	0	0	0	жашыруун
clap	0	1	0	0	1	0	1	0	0	1	кол чабуу
clarify	0	0	0	0	0	0	1	0	0	0	тактоо
clarinet	0	0	0	0	0	0	0	0	0	0	кларнет
clarion	0	0	0	0	0	0	0	0	0	0	ачыктоо
clarity	0	0	0	0	0	0	0	0	0	0	айкындык
clash	1	0	0	0	0	1	0	0	0	0	кагылышуу
clashing	1	0	0	1	0	1	0	0	0	0	кагылышуу
clasp	0	0	0	0	0	0	0	0	0	0	илгич
class	0	0	0	0	0	0	0	0	0	0	класс
classic	0	0	0	0	0	0	1	0	0	0	классикалык
classical	0	0	0	0	0	0	1	0	0	0	классикалык
classics	0	0	0	0	1	0	1	0	0	0	классиктер
classification	0	0	0	0	0	0	0	0	0	0	классификация
classify	0	0	0	0	0	0	1	0	0	0	классификациялоо
classmate	0	0	0	0	0	0	0	0	0	0	классташ
clatter	0	0	0	0	0	0	0	0	0	0	чуулдоо
clause	0	0	0	0	0	0	0	0	0	0	пункт
clauses	0	0	0	0	0	0	0	0	0	0	пункттары
claw	1	0	0	1	0	1	0	0	0	0	тырмак
claws	0	0	0	0	0	0	0	0	0	0	тырмактар
clay	0	0	0	0	0	0	0	0	0	0	чопо
clean	0	0	0	0	1	0	1	0	0	1	таза
cleaning	0	0	0	0	0	0	1	0	0	0	тазалоо
cleanliness	0	0	0	0	0	0	1	0	0	0	тазалык
cleanly	0	0	0	0	0	0	1	0	0	0	таза
cleanse	0	0	0	0	0	0	1	0	0	0	тазалоо
cleansing	0	0	0	0	0	0	1	0	0	0	тазалоо
clearance	0	0	0	0	0	0	1	0	0	1	тазалоо
clearing	0	0	0	0	0	0	0	0	0	0	тазалоо
clearness	0	0	0	0	0	0	1	0	0	0	ачыктык
cleavage	0	0	0	0	0	0	0	0	0	0	жаралуу
cleave	0	0	0	1	0	0	0	0	0	0	ажыратуу
clef	0	0	0	0	0	0	0	0	0	0	clef
cleft	0	0	0	0	0	0	0	0	0	0	жарака
clemency	0	0	0	0	0	0	0	0	0	0	ырайымдуулук
clergy	0	0	0	0	0	0	0	0	0	0	дин кызматкерлери
clergyman	0	0	0	0	0	0	0	0	0	0	дин кызматкери
clerical	0	0	0	0	0	0	1	0	0	1	канцеляриялык
clerk	0	0	0	0	0	0	0	0	0	0	кызматчы
clerkship	0	0	0	0	0	0	0	0	0	0	иш кагаздарын жүргүзүү
clever	0	0	0	0	0	0	1	0	0	0	акылдуу
cleverness	0	0	0	0	0	0	1	0	0	0	акылдуулук
click	0	0	0	0	0	0	0	0	0	0	чыкылдатыңыз
client	0	0	0	0	0	0	0	0	0	0	кардар
clientele	0	0	0	0	0	0	0	0	0	0	кардар
cliff	0	0	0	1	0	0	0	0	0	0	жар
climate	0	0	0	0	0	0	0	0	0	0	климат
climatology	0	0	0	0	0	0	0	0	0	0	климатология
climax	0	1	0	0	1	0	1	0	1	1	туу чокусу
climb	0	0	0	0	0	0	0	0	0	0	чыгуу
cling	0	0	0	0	0	0	0	0	0	0	жабыш
clip	0	0	0	0	0	0	0	0	0	0	клип
clipper	0	0	0	0	0	0	0	0	0	0	кескич
clipping	0	0	0	0	0	0	0	0	0	0	кесүү
clique	0	0	0	0	0	0	0	0	0	0	клика
cloak	0	0	0	0	0	0	0	0	0	0	плащ
clock	0	1	0	0	0	0	0	0	0	0	саат
clockwork	0	0	0	0	0	0	0	0	0	0	саат механизми
clog	0	0	0	0	0	0	0	0	0	0	тыгын
cloister	0	0	0	0	0	1	0	0	0	0	монастыр
close	0	0	0	0	0	0	0	0	0	0	жакын
closed	0	0	0	0	0	0	0	0	0	0	жабык
closeness	0	0	0	0	1	0	1	0	0	1	жакындык
closet	0	0	0	0	0	0	0	0	0	0	шкаф
closure	0	1	0	0	1	0	1	1	0	0	жабуу
clot	0	0	0	0	0	0	0	0	0	0	уюган
cloth	0	0	0	0	0	0	0	0	0	0	кездеме
clothe	0	0	0	0	0	0	1	0	0	0	кийинүү
clothes	0	0	0	0	0	0	0	0	0	0	кийим
clothesline	0	0	0	0	0	0	0	0	0	0	кийим жип
clothing	0	0	0	0	0	0	0	0	0	0	кийим
cloud	0	0	0	0	0	0	0	0	0	0	булут
clouded	0	0	0	0	0	1	0	1	0	0	булуттуу
cloudiness	0	0	0	1	0	1	0	0	0	0	булуттуулук
cloudy	0	0	0	0	0	0	0	1	0	0	булуттуу
clover	0	0	0	0	0	0	0	0	0	0	беде
cloves	0	0	0	0	0	0	0	0	0	0	гвоздика
clown	0	1	0	0	1	0	1	0	1	0	клоун
club	0	0	0	0	0	0	0	0	0	0	клуб
clubhouse	0	0	0	0	0	0	0	0	0	0	клуб үйү
clubs	0	0	0	0	0	0	0	0	0	0	клубдар
clue	0	1	0	0	0	0	0	0	0	0	ачкыч
clump	0	0	0	0	0	1	0	0	0	0	топу
clumsy	0	0	1	0	0	1	0	0	0	0	олдоксон
cluster	0	0	0	0	0	0	0	0	0	0	кластер
clutch	0	0	0	0	0	0	0	0	0	0	муфта
clutches	0	0	0	0	0	0	0	0	0	0	муфталар
clutter	0	0	0	0	0	0	0	0	0	0	баш аламандык
coach	0	0	0	0	0	0	0	0	0	1	машыктыруучу
coagulation	0	0	0	0	0	0	0	0	0	0	коагуляция
coal	0	0	0	0	0	0	0	0	0	0	көмүр
coalesce	0	0	0	0	0	0	0	0	0	1	биригүү
coalition	0	0	0	0	0	0	1	0	0	0	коалиция
coast	0	0	0	0	0	0	1	0	0	0	жээк
coastal	0	0	0	0	0	0	0	0	0	0	жээк
coaster	0	0	0	0	0	0	0	0	0	0	жээк
coat	0	0	0	0	0	0	0	0	0	0	пальто
coating	0	0	0	0	0	0	0	0	0	0	каптоо
coax	0	0	0	0	0	0	0	0	0	1	coax
cobalt	0	0	0	0	0	0	0	0	0	0	кобальт
cobble	0	0	0	0	0	0	0	0	0	0	таш
cobbler	0	0	0	0	0	0	0	0	0	0	өтүкчү
cobra	0	0	0	1	0	0	0	0	0	0	кобра
cocaine	0	0	0	0	0	1	0	1	0	0	кокаин
cock	0	0	0	0	0	0	0	0	0	0	короз
cockpit	0	0	0	0	0	0	0	0	0	0	кабина
cocktail	0	0	0	0	0	0	0	0	0	0	коктейль
cocoa	0	0	0	0	0	0	0	0	0	0	какао
cocoon	0	0	0	0	0	0	0	0	0	0	кокон
cod	0	0	0	0	0	0	0	0	0	0	треска
code	0	0	0	0	0	0	0	0	0	0	код
codex	0	0	0	0	0	0	0	0	0	0	кодекс
codification	0	0	0	0	0	0	0	0	0	0	кодификация
codify	0	0	0	0	0	0	0	0	0	0	кодификациялоо
coefficient	0	0	0	0	0	0	0	0	0	0	коэффициент
coerce	1	0	1	1	0	1	0	0	0	0	мажбурлоо
coercion	1	0	1	1	0	1	0	1	0	0	мажбурлоо
coercive	0	0	0	0	0	0	0	0	0	0	мажбурлоочу
coexist	0	0	0	0	0	0	1	0	0	1	жанаша жашоо
coexistence	0	0	0	0	0	0	0	0	0	0	жанаша жашоо
coexisting	0	0	0	0	0	0	0	0	0	1	бирге жашоо
coffee	0	0	0	0	0	0	0	0	0	0	кофе
coffin	0	0	0	1	0	1	0	1	0	0	табыт
cog	0	0	0	0	0	0	0	0	0	0	тиш
cogent	0	0	0	0	0	0	1	0	0	1	cogent
cognate	0	0	0	0	0	0	0	0	0	0	тектеш
cognition	0	0	0	0	0	0	0	0	0	0	таанып билүү
cognitive	0	0	0	0	0	0	1	0	0	0	когнитивдик
cohabitation	0	0	0	0	0	0	0	0	0	0	чогуу жашоо
coherence	0	0	0	0	0	0	1	0	0	0	ырааттуулук
coherent	0	0	0	0	0	0	1	0	0	0	ырааттуу
cohesion	0	0	0	0	0	0	0	0	0	1	ынтымак
cohesive	0	0	0	0	0	0	1	0	0	1	ынтымактуу
cohort	0	0	0	0	0	0	0	0	0	0	когорта
coil	0	0	0	0	0	0	0	0	0	0	катушка
coiled	0	0	0	0	0	0	0	0	0	0	оролгон
coin	0	0	0	0	0	0	0	0	0	0	тыйын
coinage	0	0	0	0	0	0	0	0	0	0	тыйын чыгаруу
coincide	0	0	0	0	0	0	0	0	0	0	дал келет
