English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Sundanese Word
consenting	0	0	0	0	0	0	0	0	0	0	satuju
consequence	0	0	0	0	0	0	0	0	0	0	akibatna
consequent	0	1	0	0	0	0	0	0	0	0	akibatna
conservation	0	1	0	0	0	0	1	0	0	1	konservasi
conservatism	0	0	0	0	0	0	0	0	0	0	konservatisme
conservative	0	0	0	0	0	0	0	0	0	0	konservatif
conservatory	0	0	0	0	0	0	0	0	0	0	konservatorium
conserve	0	0	0	0	0	0	1	0	0	0	ngahemat
considerable	0	0	0	0	0	0	1	0	0	0	lumayan
considerate	0	0	0	0	0	0	1	0	0	1	tinimbangan
consignee	0	0	0	0	0	0	0	0	0	0	consignee
consignment	0	0	0	0	0	0	0	0	0	0	kiriman
consistency	0	0	0	0	0	0	1	0	0	1	konsistensi
consistent	0	0	0	0	0	0	0	0	0	0	konsisten
consolation	0	0	0	0	0	0	0	0	0	0	panglipur
console	0	0	0	0	0	0	1	1	0	0	konsol
consolidate	0	0	0	0	0	0	0	0	0	0	ngahijikeun
consolidation	0	0	0	0	0	0	0	0	0	0	konsolidasi
consonant	0	0	0	0	0	0	1	0	0	0	konsonan
consort	0	0	0	0	0	0	0	0	0	1	permaisuri
conspicuous	0	0	0	0	0	0	0	0	0	0	kaciri
conspiracy	0	0	0	1	0	0	0	0	0	0	konspirasi
conspirator	1	1	1	1	0	1	0	0	0	0	konspirator
conspire	0	0	0	1	0	1	0	0	0	0	konspirasi
constable	0	0	0	0	0	0	0	0	0	1	pulisi
constancy	0	0	0	0	0	0	1	0	0	1	kateguhan
constant	0	0	0	0	0	0	1	0	0	1	angger
constantly	0	0	0	0	0	0	0	0	0	1	terus-terusan
constellation	0	0	0	0	0	0	0	0	0	0	konstelasi
consternation	1	0	0	1	0	1	0	0	0	0	kahariwang
constipation	0	0	1	0	0	1	0	0	0	0	kabebeng
constituent	0	0	0	0	0	0	0	0	0	0	konstituén
constituents	0	0	0	0	0	0	0	0	0	0	konstituén
constitute	0	0	0	0	0	0	0	0	0	1	ngawangun
constitution	0	0	0	0	0	0	0	0	0	0	konstitusi
constitutional	0	0	0	0	0	0	1	0	0	1	konstitusional
constitutionality	0	0	0	0	0	0	0	0	0	0	konstitusionalitas
constrain	0	0	0	1	0	1	0	0	0	0	ngahalangan
constrained	0	0	0	0	0	1	0	0	0	0	kaampeuh
constraint	1	0	0	1	0	1	0	1	0	0	kawatesanan
construct	0	0	0	0	0	0	1	0	0	0	ngawangun
construction	0	0	0	0	0	0	0	0	0	0	pangwangunan
construe	0	0	0	0	0	0	0	0	0	0	nafsirkeun
consul	0	0	0	0	0	0	0	0	0	1	konsul
consult	0	0	0	0	0	0	0	0	0	1	konsultasi
consultation	0	0	0	0	0	0	0	0	0	0	rundingan
consume	0	0	0	0	0	0	0	0	0	0	meakeun
consuming	0	0	0	0	0	0	0	0	0	0	meakeun
consummate	0	0	0	0	0	0	1	0	0	0	sampurna
consummation	0	0	0	0	0	0	0	0	0	0	kasampurnaan
consumption	0	0	0	0	0	0	0	0	0	0	konsumsi
contact	0	0	0	0	0	0	1	0	0	0	kontak
contagion	0	1	1	1	0	1	0	0	0	0	tepa
contagious	0	0	1	1	0	1	0	0	0	0	tepa
containment	0	0	0	0	0	0	0	0	0	0	ngawadahan
contaminate	0	0	1	0	0	1	0	0	0	0	ngotoran
contaminated	0	0	1	1	0	1	0	1	0	0	kacemar
contamination	0	0	1	0	0	1	0	0	0	0	kontaminasi
contemplate	0	0	0	0	0	0	0	0	0	0	ngarenungkeun
contemplation	0	0	0	0	0	0	1	0	0	0	kontemplasi
contemplative	0	0	0	0	0	0	0	0	0	0	kontemplatif
contemporaneous	0	0	0	0	0	0	0	0	0	0	sasarengan
contemporary	0	0	0	0	0	0	0	0	0	0	kontemporer
contempt	1	0	1	1	0	1	0	0	0	0	hina
contemptible	1	0	1	0	0	1	0	0	0	0	hina
contemptuous	1	0	0	0	0	1	0	0	0	0	hina
contending	0	0	0	0	0	0	0	0	0	0	tanding
content	0	0	0	0	1	0	1	0	0	1	eusi
contention	0	0	0	0	0	0	0	0	0	0	pasea
contentious	1	0	1	1	0	1	0	0	0	0	pasea
contents	0	0	0	0	0	0	0	0	0	0	eusi
context	0	0	0	0	0	0	0	0	0	0	konteks
contiguous	0	0	0	0	0	0	0	0	0	0	padeukeut
continence	0	0	0	0	0	0	0	0	0	0	kasabaran
continent	0	0	0	0	0	0	0	0	0	0	buana
continental	0	0	0	0	0	0	0	0	0	0	buana
contingency	0	0	0	0	0	0	0	0	0	0	kontingensi
contingent	0	1	0	0	0	0	0	0	0	0	kontingén
continual	0	0	0	0	0	0	0	0	0	0	terus-terusan
continually	0	0	0	0	0	0	0	0	0	0	terus-terusan
continuance	0	0	0	0	0	0	0	0	0	0	terusan
continuation	0	1	0	0	0	0	0	0	0	0	tutugan
continue	0	1	0	0	0	0	1	0	0	1	nuluykeun
continued	0	0	0	0	0	0	0	0	0	0	dituluykeun
continuing	0	0	0	0	0	0	0	0	0	0	nuluykeun
continuity	0	0	0	0	0	0	0	0	0	0	kateterusan
continuous	0	0	0	0	0	0	0	0	0	0	kontinyu
continuously	0	0	0	0	0	0	0	0	0	0	Teterusan
contour	0	0	0	0	0	0	1	0	0	0	kontur
contraband	1	0	1	1	0	1	0	0	0	0	barang haram
contract	0	0	0	0	0	0	0	0	0	0	kontrak
contracted	0	0	0	0	0	1	0	0	0	0	dikontrak
contractile	0	0	0	0	0	0	0	0	0	0	kontraktil
contracting	0	0	0	0	0	0	0	0	0	0	ngontrak
contraction	0	0	0	0	0	0	0	0	0	0	kontraksi
contradict	1	0	0	0	0	1	0	0	0	0	ngabantah
contradiction	0	0	0	0	0	1	0	0	0	0	kontradiksi
contradictory	0	0	0	0	0	1	0	0	0	0	kontradiktif
contrary	0	0	0	0	0	1	0	0	0	0	sabalikna
contrast	0	0	0	0	0	0	0	0	0	0	kontras
contrasted	0	0	0	0	0	1	0	0	0	0	kontras
contravene	0	0	0	0	0	1	0	0	0	0	ngalanggar
contravention	0	0	0	0	0	1	0	0	0	0	palanggaran
contribute	0	0	0	0	0	0	1	0	0	0	nyumbangkeun
contributor	0	0	0	0	0	0	1	0	0	1	kontributor
contrived	0	0	0	0	0	0	0	0	0	0	dikarang-karang
control	0	0	0	0	0	0	0	0	0	0	kadali
controversial	1	0	0	0	0	1	0	0	0	0	kontroversial
controversy	0	0	0	0	0	1	0	0	0	0	kontrovérsi
conundrum	0	0	0	0	0	0	0	0	0	0	teka-teki
convalescent	0	0	0	0	0	0	0	0	0	0	cageur
convection	0	0	0	0	0	0	0	0	0	0	konvéksi
convene	0	0	0	0	0	0	0	0	0	0	ngayakeun
convenience	0	0	0	0	0	0	1	0	0	0	genah
conveniences	0	0	0	0	0	0	0	0	0	0	kanyamanan
convenient	0	0	0	0	0	0	1	0	0	0	merenah
convent	0	0	0	0	0	0	1	0	0	1	biara
convention	0	0	0	0	0	0	1	0	0	0	konvénsi
conventional	0	0	0	0	0	0	0	0	0	0	konvensional
converge	0	0	0	0	0	0	0	0	0	0	ngahiji
convergence	0	1	0	0	0	0	0	0	0	0	konvergénsi
convergent	0	0	0	0	0	0	0	0	0	0	konvergen
conversant	0	0	0	0	0	0	1	0	0	0	wawuh
conversation	0	0	0	0	0	0	0	0	0	0	paguneman
conversational	0	0	0	0	0	0	1	0	0	0	paguneman
converse	0	0	0	0	0	0	0	0	0	0	ngawangkong
conversing	0	0	0	0	0	0	0	0	0	0	ngawangkong
conversion	0	0	0	0	0	0	0	0	0	0	konvérsi
convert	0	0	0	0	0	0	1	0	0	0	ngarobah
converted	0	0	0	0	0	0	0	0	0	0	dirobah
convertible	0	0	0	0	0	0	0	0	0	0	convertible
convex	0	0	0	0	0	0	0	0	0	0	cembung
convexity	0	0	0	0	0	0	0	0	0	0	convexity
convey	0	0	0	0	0	0	0	0	0	0	nepikeun
conveyance	0	0	0	0	0	0	0	0	0	0	panyaluran
conveyancing	0	0	0	0	0	0	0	0	0	1	conveyancing
convict	1	0	1	1	0	1	0	1	0	0	ngahukum
conviction	0	0	0	0	0	1	0	0	0	0	kayakinan
convince	0	1	0	0	0	0	1	0	0	1	ngayakinkeun
convinced	0	0	0	0	0	0	0	0	0	1	yakin
convincing	0	0	0	0	0	0	0	0	0	1	ngayakinkeun
convocation	0	0	0	0	0	0	0	0	0	0	konvoikasi
convoluted	0	0	0	0	0	0	0	0	0	0	ngabeulit
convolution	0	0	0	0	0	0	0	0	0	0	konvolusi
convoy	0	0	0	0	0	0	0	0	0	0	konvoi
coo	0	0	0	0	0	0	0	0	0	0	coo
cook	0	0	0	0	0	0	0	0	0	0	masak
cookery	0	0	0	0	0	0	0	0	0	0	masakan
cooking	0	0	0	0	0	0	0	0	0	0	masak
cool	0	0	0	0	0	0	1	0	0	0	tiis
cooler	0	0	0	0	0	0	0	0	0	0	leuwih tiis
cooling	0	0	0	0	0	0	0	0	0	0	tiiseun
coolness	0	0	0	0	0	0	1	0	0	0	tiiseun
coop	1	0	1	0	0	1	0	0	0	0	kandang
cooperate	0	0	0	0	0	0	1	0	0	0	gawé bareng
cooperating	0	0	0	0	0	0	1	0	0	1	gawé bareng
cooperation	0	0	0	0	0	0	1	0	0	1	gawé babarengan
cooperative	0	0	0	0	0	0	1	0	0	1	koperasi
coordinate	0	0	0	0	0	0	0	0	0	0	koordinat
cop	0	0	0	1	0	0	0	0	0	1	pulisi
copious	0	0	0	0	0	0	0	0	0	0	loba pisan
copper	0	0	0	0	0	0	0	0	0	0	tambaga
copy	0	0	0	0	0	1	0	0	0	0	nyalin
copycat	1	0	1	0	0	1	0	0	0	0	copycat
copying	0	0	0	0	0	0	0	0	0	0	niron
copyright	0	0	0	0	0	0	0	0	0	0	hak cipta
coral	0	0	0	0	0	0	0	0	0	0	karang
cord	0	0	0	0	0	0	0	0	0	0	ari
cordon	0	0	0	0	0	0	0	0	0	0	cordon
corduroy	0	0	0	0	0	0	0	0	0	0	korduroi
core	0	0	0	0	0	0	1	0	0	0	inti
cork	0	0	0	0	0	0	0	0	0	0	gabus
corkscrew	0	0	0	0	0	0	0	0	0	0	kotrét
corn	0	0	0	0	0	0	0	0	0	0	jagong
cornea	0	0	0	0	0	0	0	0	0	0	kornea
corner	0	0	0	0	0	0	0	0	0	0	juru
cornet	0	0	0	0	0	0	0	0	0	0	kornét
cornice	0	0	0	0	0	0	0	0	0	0	cornice
cornstarch	0	0	0	0	0	0	0	0	0	0	aci jagong
corollary	0	0	0	0	0	0	0	0	0	0	akibat
corona	0	0	0	0	0	0	0	0	0	0	korona
coronation	0	0	0	0	1	0	1	0	0	1	penobatan
coroner	0	0	0	0	0	1	0	0	0	0	koroner
corporal	0	0	0	0	0	1	0	0	0	0	kopral
corporate	0	0	0	0	0	0	0	0	0	0	perusahaan
corporation	0	0	0	0	0	0	1	0	0	1	korporasi
corporeal	0	0	0	0	0	0	1	0	0	0	jasmani
corps	0	0	0	0	0	0	0	0	0	0	korps
corpse	0	0	1	0	0	1	0	1	0	0	mayit
corpus	0	0	0	0	0	0	0	0	0	0	korpus
corral	0	0	0	0	0	0	0	0	0	0	koral
correction	0	0	0	0	0	1	0	0	0	0	koreksi
corrective	0	0	0	0	0	0	1	0	0	0	korektif
correctness	0	0	0	0	0	0	0	0	0	1	kabeneran
correlation	0	0	0	0	0	0	0	0	0	0	korelasi
correlative	0	0	0	0	0	0	0	0	0	0	korelatif
correspond	0	0	0	0	0	0	0	0	0	0	pakait
correspondence	0	1	0	0	0	0	1	0	0	0	korespondensi
correspondent	0	0	0	0	0	0	0	0	0	0	koresponden
corridor	0	0	0	0	0	0	0	0	0	0	koridor
corroborate	0	0	0	0	0	0	1	0	0	1	negeskeun
corroboration	0	0	0	0	0	0	0	0	0	1	panguatan
corrosion	0	0	0	0	0	1	0	0	0	0	korosi
corrosive	0	0	0	1	0	1	0	0	0	0	korosif
corrupt	0	0	0	0	0	1	0	0	0	0	korupsi
corrupting	1	0	1	1	0	1	0	1	0	0	ngaruksak
corruption	0	0	1	0	0	1	0	0	0	0	korupsi
corse	0	0	0	0	0	0	0	1	0	0	korsét
corset	0	0	0	0	0	0	0	0	0	0	korsét
cortex	0	0	0	0	0	0	0	0	0	0	cortex
cortical	0	0	0	0	0	0	0	0	0	0	kortikal
corvette	0	0	0	0	0	0	0	0	0	0	korvét
cosmetic	0	0	0	0	0	0	0	0	0	0	kosmétik
cosmetics	0	0	0	0	0	0	0	0	0	0	kosmétik
cosmic	0	0	0	0	0	0	0	0	0	0	kosmis
cosmology	0	0	0	0	0	0	0	0	0	0	kosmologi
cosmopolitan	0	0	0	0	0	0	1	0	0	1	kosmopolitan
cosmos	0	0	0	0	0	0	0	0	0	0	kosmos
cost	0	0	0	0	0	0	0	0	0	0	ongkos
costly	0	0	0	0	0	0	0	0	0	0	mahal
costume	0	0	0	0	0	0	0	0	0	0	kostum
cosy	0	0	0	0	0	0	1	0	0	0	nyaman
cot	0	0	0	0	0	0	0	0	0	0	dipan
cote	0	0	0	0	0	0	0	0	0	0	cote
cottage	0	0	0	0	0	0	0	0	0	0	pondok
cotton	0	0	0	0	0	0	0	0	0	0	kapas
couch	0	0	0	0	0	0	0	1	0	0	dipan
cougar	0	0	0	0	0	0	0	0	0	0	cougar
cough	0	0	1	0	0	1	0	0	0	0	batuk
council	0	1	0	0	0	0	1	0	0	1	déwan
counsel	0	0	0	0	0	0	1	0	0	1	piwuruk
counsellor	1	0	0	1	0	1	0	0	0	1	panaséhat
counselor	0	0	0	0	0	0	1	0	0	1	panaséhat
count	0	0	0	0	0	0	1	0	0	1	cacah
countdown	0	1	0	0	0	0	0	0	0	0	undur mundur
countenance	0	0	0	0	0	0	0	0	0	0	beungeut
counter	0	0	0	0	0	0	0	0	0	0	counter
counteract	0	0	0	0	0	0	0	0	0	0	ngalawan
counterbalance	0	0	0	0	0	0	0	0	0	0	kasaimbangan
counterclaim	0	0	0	0	0	0	0	0	0	0	counterclaim
counterpart	0	0	0	0	0	0	0	0	0	0	tara
countess	0	0	0	0	0	0	1	0	0	0	countess
countless	0	0	0	0	0	0	0	0	0	0	teu kaétang
country	0	0	0	0	0	0	0	0	0	0	nagara
countryman	0	0	0	0	0	0	0	0	0	1	sabangsana
counts	0	0	0	0	0	0	0	0	0	0	cacah
county	0	0	0	0	0	0	0	0	0	1	kabupaten
coup	1	0	0	0	0	0	0	0	1	0	kudéta
couple	0	0	0	0	0	0	0	0	0	0	pasangan
coupled	0	0	0	0	0	0	0	0	0	0	gandeng
coupon	0	0	0	0	0	0	0	0	0	0	kupon
courage	0	0	0	0	0	0	1	0	0	0	kawani
courageous	0	0	0	1	0	0	1	0	0	0	wanian
courier	0	0	0	0	0	0	0	0	0	1	kurir
courses	0	0	0	0	0	0	0	0	0	0	kursus
coursing	0	0	0	0	0	1	0	0	0	0	kursus
court	1	1	0	1	0	0	0	0	0	0	pangadilan
courteous	0	0	0	0	0	0	1	0	0	0	sopan santun
courtesy	0	0	0	0	0	0	1	0	0	0	kahadean
courthouse	0	0	0	0	0	0	0	0	0	0	gedong pangadilan
courts	0	0	0	0	0	0	0	0	0	0	pangadilan
courtship	0	1	0	0	1	0	1	0	0	1	bobogohan
courtyard	0	0	0	0	0	0	0	0	0	0	palataran
cove	0	1	1	1	1	0	1	0	0	0	teluk
covenant	0	0	0	0	0	0	1	0	0	1	perjangjian
cover	0	0	0	0	0	0	0	0	0	1	panutup
covered	0	0	0	0	0	0	0	0	0	0	katutupan
covering	0	0	0	0	0	0	0	0	0	0	nutupan
covert	0	0	0	0	0	0	0	0	0	0	disumputkeun
covet	0	0	0	0	0	1	0	0	0	0	mikahayang
cow	0	0	0	0	0	0	0	0	0	0	sapi
coward	0	0	1	1	0	1	0	1	0	0	pengecut
cowardice	0	0	0	1	0	1	0	0	0	0	pengecut
cowardly	0	0	0	1	0	1	0	0	0	0	pengecut
cowboy	0	0	0	0	0	0	0	0	0	0	koboy
cowhide	0	0	0	0	0	0	0	0	0	0	kulit sapi
cowl	0	0	0	0	0	0	0	0	0	0	sarung
coworker	0	0	0	0	0	0	0	0	0	0	batur gawé
coy	0	0	0	1	0	0	0	0	0	0	coy
coyote	0	0	0	1	0	0	0	0	0	0	coyote
crab	0	0	0	0	0	0	0	0	0	0	keuyeup
crabby	1	0	0	0	0	1	0	0	0	0	peurih
crack	0	0	0	0	0	1	0	0	0	0	rengat
cracked	1	0	0	1	0	1	0	0	0	0	rengat
cracker	0	0	0	0	0	0	0	0	0	0	kurupuk
cracking	0	0	0	0	0	1	0	0	0	0	rengat
crackle	0	0	0	0	0	0	0	0	0	0	keresek
cradle	0	1	0	0	1	0	1	0	0	1	nangkuban
craft	0	0	0	0	0	0	1	0	0	0	karajinan
craftsman	0	0	0	0	0	0	1	0	0	0	tukang nyieun
crafty	0	0	0	0	0	0	0	0	0	0	licik
craig	0	0	0	0	0	0	0	0	0	0	Craig
crammed	0	0	0	0	0	0	0	0	0	0	dijejeran
cramp	0	1	0	0	0	1	0	0	0	0	keram
cramped	0	0	0	0	0	1	0	0	0	0	kebek
crane	0	0	0	0	0	0	0	0	0	0	bango
cranium	0	0	0	0	0	0	0	0	0	0	tengkorak
crank	0	0	0	0	0	1	0	0	0	0	engkol
cranky	1	0	0	0	0	1	0	0	0	0	reuwas
crap	0	0	1	0	0	1	0	0	0	0	sial
craps	0	1	0	0	0	0	0	0	0	0	craps
crash	0	0	0	1	0	1	0	1	1	0	kacilakaan
crate	0	0	0	0	0	0	0	0	0	0	peti
crater	0	0	0	0	0	0	0	0	0	0	kawah
crave	0	1	0	0	0	0	0	0	0	0	hayang pisan
craving	0	1	0	0	0	0	0	0	0	0	kahayang
crawfish	0	0	0	0	0	0	0	0	0	0	loyang
crawl	0	0	1	0	0	1	0	0	0	0	ngarayap
crayons	0	0	0	0	0	0	0	0	0	0	krayon
craze	0	0	0	0	0	0	0	0	0	0	kagila-gila
crazed	1	0	0	1	0	1	0	0	0	0	gélo
crazy	1	0	0	1	0	1	0	1	0	0	gelo
creaking	0	0	0	0	0	1	0	0	0	0	creaking
cream	0	1	0	0	1	0	1	0	1	0	krim
creamer	0	0	0	0	0	0	0	0	0	0	krimer
creamy	0	0	0	0	0	0	0	0	0	0	creamy
crease	0	0	0	0	0	0	0	0	0	0	kusut
create	0	0	0	0	1	0	1	0	0	0	nyiptakeun
creation	0	0	0	0	0	0	0	0	0	0	ciptaan
creative	0	0	0	0	0	0	1	0	0	0	kréatif
creator	0	0	0	0	0	0	0	0	0	0	panyipta
creature	0	0	1	1	0	1	0	0	0	0	mahluk
credence	0	0	0	0	0	0	1	0	0	1	kapercayaan
credential	0	0	0	0	0	0	1	0	0	1	kapercayaan
credentials	0	0	0	0	0	0	0	0	0	0	credentials
credibility	0	0	0	0	0	0	1	0	0	1	kredibilitas
credible	0	0	0	0	0	0	1	0	0	1	kredibel
credit	0	0	0	0	0	0	1	0	0	1	kiridit
creditable	0	0	0	0	0	0	1	0	0	1	creditable
credited	0	0	0	0	0	0	1	0	0	0	dikreditkeun
crediting	0	0	0	0	0	0	0	0	0	0	kiridit
creditor	0	0	0	0	0	0	0	0	0	0	tukang kiridit
creed	0	0	0	0	0	0	0	0	0	0	syahadat
creek	0	0	0	0	0	0	0	0	0	0	walungan
creep	0	0	0	0	0	1	0	0	0	0	ngarayap
creeping	0	1	0	0	0	0	0	0	0	0	ngarayap
cremation	0	0	0	0	0	0	0	1	0	0	ngaben
creole	0	0	0	0	0	0	0	0	0	0	kreol
crescendo	0	1	0	0	1	0	1	0	1	1	crescendo
crescent	0	0	0	0	0	0	0	0	0	0	sabit
crevice	0	0	0	0	0	0	0	0	0	0	celah
crew	0	0	0	0	0	0	0	0	0	1	awak
crib	0	0	0	0	0	0	0	0	0	0	ranjang orok
cricket	0	0	0	0	0	0	0	0	0	0	jangkrik
crime	1	0	0	0	0	1	0	0	0	0	kajahatan
criminal	1	0	1	1	0	1	0	0	0	0	kriminal
criminality	1	0	1	1	0	1	0	0	0	0	kriminalitas
crimp	0	0	0	0	0	0	0	0	0	0	crimp
crimson	0	0	0	0	0	0	0	0	0	0	layung
cringe	0	0	1	1	0	1	0	1	0	0	ngariung
cripple	0	0	0	1	0	1	0	1	0	0	lumpuh
crippled	0	0	0	0	0	1	0	1	0	0	lumpuh
crisis	0	0	0	0	0	1	0	0	0	0	krisis
crisp	0	0	0	0	0	1	0	0	0	1	garing
criterion	0	0	0	0	0	0	0	0	0	0	patokan
critic	0	0	0	0	0	1	0	0	0	0	kritikus
criticism	1	0	0	0	0	1	0	1	0	0	kritik
criticize	1	0	1	1	0	1	0	1	0	0	nyempad
critique	0	0	0	0	0	0	1	0	0	0	kritik
critter	0	0	1	0	0	0	0	0	0	0	mahluk
croak	0	0	0	0	0	0	0	0	0	0	kujang
crock	0	0	0	0	0	0	0	0	0	0	kerung
crockery	0	0	0	0	0	0	0	0	0	0	pérak
crocodile	0	0	0	1	0	0	0	0	0	0	buaya
croft	0	0	0	0	0	0	0	0	0	0	croft
crook	0	0	0	0	0	1	0	0	0	0	bajingan
crop	0	0	0	0	0	0	0	0	0	0	pamotongan
croquet	0	0	0	0	0	0	0	0	0	0	croquet
cross	1	0	0	1	0	1	0	1	0	0	meuntas
crossbow	0	0	0	0	0	0	0	0	0	0	busur silang
crossed	0	0	0	0	0	0	0	0	0	0	meuntas
crossing	0	0	0	0	0	0	0	0	0	0	meuntas
crotch	0	0	0	0	0	0	0	0	0	0	selangkangan
crouch	0	0	0	1	0	0	0	0	0	0	ngarengkol
crouched	0	0	0	0	0	0	0	0	0	0	ngarengkol
crouching	0	0	0	1	0	1	0	0	0	0	ngarengkol
croupier	0	0	0	0	0	0	0	0	0	0	croupier
crow	0	0	0	0	0	0	0	0	0	0	gagak
crowd	0	0	0	0	0	0	0	0	0	0	balaréa
crowded	0	0	0	0	0	0	0	0	0	0	ramé
crown	0	0	0	0	0	0	0	0	0	0	makuta
crowning	0	1	0	0	1	0	1	0	1	1	penobatan
crucial	0	0	0	0	0	0	1	0	0	1	krusial
cruciate	0	0	0	0	0	1	0	0	0	0	cruciate
crucifix	0	0	0	0	0	0	0	0	0	0	salib
crucifixion	1	0	1	1	0	1	0	1	0	0	panyaliban
crude	0	0	1	0	0	1	0	0	0	0	kasar
cruel	1	0	1	1	0	1	0	1	0	0	kejem
cruelly	1	0	0	1	0	1	0	0	0	0	kejem
cruelty	1	0	1	1	0	1	0	1	0	0	kakejaman
cruise	0	0	0	0	0	0	0	0	0	0	pesiar
cruiser	0	0	0	0	0	0	0	0	0	0	kapal keur pelesir
crumb	0	0	0	0	0	0	0	0	0	0	remuk
crumbling	0	0	0	0	0	1	0	1	0	0	ngarumpuyuk
crunch	1	0	0	0	0	1	0	0	0	0	ngarengkol
crusade	1	0	0	1	0	1	0	0	0	0	perang salib
crush	0	0	0	0	0	0	0	0	0	0	naksir
crushed	1	0	1	1	0	1	0	1	0	0	ditumbuk
crushing	1	0	1	1	0	1	0	0	0	0	crushing
crust	0	0	0	0	0	0	0	0	0	0	kerak
crusty	0	0	1	0	0	1	0	0	0	0	kerak
crutch	0	0	0	0	0	0	0	0	0	0	tongkat
crux	0	0	0	0	0	0	0	0	0	0	crux
cry	0	0	0	0	0	1	0	1	0	0	ceurik
crying	0	0	0	0	0	1	0	1	0	0	ceurik
crypt	0	0	0	1	0	1	0	1	0	0	crypt
cryptic	0	0	0	0	0	0	0	0	0	0	samar
cryptography	0	0	0	0	0	0	0	0	0	0	kriptografi
crystal	0	0	0	0	0	0	1	0	0	0	kristal
crystalline	0	0	0	0	0	0	0	0	0	0	kristalin
crystallization	0	0	0	0	0	0	0	0	0	0	kristalisasi
cub	0	0	0	0	0	0	0	0	0	0	budak
cube	0	0	0	0	0	0	0	0	0	1	kubus
cubicle	0	0	0	0	0	0	0	0	0	0	bilik
cuckold	0	0	1	0	0	1	0	0	0	0	cuek
cuckoo	0	0	0	0	0	1	0	0	0	0	kukuk
cuddle	0	0	0	0	1	0	1	0	0	1	nangkeup
cue	0	1	0	0	0	0	0	0	0	0	isyarat
cuff	0	0	0	0	0	0	0	0	0	0	manset
cuisine	0	0	0	0	0	0	0	0	0	0	asakan
culinary	0	0	0	0	0	0	1	0	0	1	kuliner
cull	0	0	0	0	0	1	0	0	0	0	cull
culminate	0	0	0	0	0	0	0	0	0	0	puncakna
culmination	0	0	0	0	0	0	1	0	0	0	puncakna
culpability	0	0	0	0	0	1	0	0	0	0	culpability
culpable	0	0	0	0	0	1	0	0	0	0	disalahkeun
culprit	0	0	0	0	0	1	0	0	0	0	palaku
cult	0	0	0	1	0	1	0	0	0	0	kultus
cultivate	0	1	0	0	0	0	1	0	0	1	ngokolakeun
cultivated	0	0	0	0	0	0	1	0	0	0	dibudidayakan
cultivation	0	0	0	0	0	0	1	0	0	0	budidaya
culture	0	0	0	0	0	0	1	0	0	0	kabudayaan
culvert	0	0	0	0	0	0	0	0	0	0	gorong-gorong
cumbersome	0	0	0	0	0	1	0	1	0	0	pabeulit
cumulus	0	0	0	0	0	0	0	0	0	0	kumulus
cunning	0	0	0	0	0	1	1	0	0	0	licik
cup	0	0	0	0	0	0	0	0	0	0	cangkir
cupboard	0	0	0	0	0	0	0	0	0	0	lomari
cupping	0	0	1	1	0	1	0	1	0	0	bekam
cur	1	0	1	1	0	1	0	0	0	0	cur
curable	0	0	0	0	0	0	1	0	0	1	bisa diubaran
curate	0	0	0	0	0	0	0	0	0	0	kurator
curative	0	0	0	0	0	0	0	0	0	0	kuratif
curator	0	0	0	0	0	0	0	0	0	0	kurator
curb	0	0	0	0	0	0	0	0	0	0	curb
curd	0	0	0	0	0	0	0	0	0	0	curd
curfew	0	0	0	0	0	0	0	0	0	0	jam malam
curiosity	0	1	0	0	0	0	1	0	1	0	panasaran
curl	0	0	0	0	0	0	1	0	0	0	ngagulung
curling	0	0	0	0	0	0	0	0	0	0	ngagulung
currency	0	0	0	0	0	0	0	0	0	0	mata uang
current	0	0	0	0	0	0	0	0	0	0	ayeuna
curriculum	0	0	0	0	0	0	0	0	0	0	kurikulum
curry	0	0	0	0	0	0	0	0	0	0	kari
curse	1	0	1	1	0	1	0	1	0	0	kutukan
cursed	1	0	0	1	0	1	0	1	0	0	dikutuk
cursing	1	0	1	0	0	1	0	0	0	0	ngumpat
cursory	0	0	0	0	0	1	0	0	0	0	cursory
curt	0	0	0	0	0	0	0	0	0	0	pondok
curtail	0	0	0	0	0	0	0	0	0	0	ngawatesan
curtailment	0	0	0	0	0	0	0	0	0	0	pangwatesan
curtain	0	0	0	0	0	0	0	0	0	0	hordeng
curvature	0	0	0	0	0	0	0	0	0	0	kelengkungan
curve	0	0	0	0	0	0	0	0	0	0	melengkung
curved	0	0	0	0	0	0	0	0	0	0	melengkung
curvilinear	0	0	0	0	0	0	0	0	0	0	curvilinear
cushion	0	0	0	0	0	0	1	0	0	0	bantal
cusp	0	0	0	0	0	0	0	0	0	0	cusp
cussed	1	0	0	0	0	0	0	0	0	0	kuciwa
custodian	0	0	0	0	0	0	0	0	0	1	pangasuh
custody	0	0	0	0	0	0	0	0	0	1	hak asuh
custom	0	0	0	0	0	0	0	0	0	0	adat
customary	0	0	0	0	0	0	0	0	0	0	adat
customer	0	0	0	0	0	0	1	0	0	0	konsumén
cut	0	0	0	0	0	0	0	0	0	0	motong
cutaneous	0	0	0	0	0	0	0	0	0	0	kulitna
cute	0	0	0	0	0	0	1	0	0	0	imut
cuticle	0	0	0	0	0	0	0	0	0	0	kutikula
cutlery	0	0	0	0	0	0	0	0	0	0	cutlery
cutter	0	0	0	1	0	1	0	0	0	0	pamotong
cutters	0	0	0	0	0	0	1	0	0	0	cuters
