English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Luxembourgish Word
bison	0	0	0	0	0	0	0	0	0	0	Bison
bit	0	0	0	0	0	0	0	0	0	0	bëssen
bitch	1	0	1	1	0	1	0	1	0	0	béis
bite	0	0	0	0	0	1	0	0	0	0	bëss
bitterly	1	0	1	0	0	1	0	1	0	0	batter
bitterness	1	0	1	0	0	1	0	1	0	0	Batterkeet
bitumen	0	0	0	0	0	0	0	0	0	0	bitumen
biweekly	0	0	0	0	0	0	0	0	0	0	zwee-Woch
bizarre	0	0	0	0	0	1	0	0	1	0	komesch
blackberry	0	0	0	0	0	0	0	0	0	0	blackberry
blackboard	0	0	0	0	0	0	0	0	0	0	Tafel
blackjack	0	0	0	0	0	1	0	0	0	0	blackjack
blackmail	1	0	0	1	0	1	0	0	0	0	Erpressung
blackness	0	0	0	1	0	1	0	1	0	0	Schwaarzheet
blacksmith	0	0	0	0	0	0	0	0	0	0	Schmidt
bladder	0	0	0	0	0	0	0	0	0	0	Bléih
blade	0	0	0	0	0	0	0	0	0	0	viischt
blame	1	0	1	0	0	1	0	0	0	0	Schold
blameless	0	0	0	0	0	0	1	0	0	0	onschëlleg
bland	0	0	0	0	0	1	0	0	0	0	flësseg
blank	0	0	0	0	0	0	0	0	0	0	eidel
blanket	0	0	0	0	0	0	0	0	0	1	decken
blasphemous	1	0	1	0	0	1	0	0	0	0	blasphemesch
blasphemy	1	0	0	0	0	1	0	0	0	0	Blasphemie
blast	1	0	0	1	0	1	0	0	1	0	Héichiewe
blatant	1	0	1	0	0	1	0	0	0	0	blatant
blather	0	0	0	0	0	1	0	0	0	0	blamer
blaze	1	0	0	0	0	1	0	0	0	0	bléien
blazing	0	0	0	0	0	0	0	0	0	0	flammend
bleach	0	0	0	0	0	0	0	0	0	0	bleichen
bleak	0	0	0	0	0	1	0	1	0	0	düster
bleeding	0	0	1	1	0	1	0	1	0	0	Blutungen
blemish	1	0	1	1	0	1	0	1	0	0	flësseg
blend	0	0	0	0	0	0	0	0	0	0	vermëschen
blending	0	0	0	0	0	0	0	0	0	0	vermëschen
bless	0	1	0	0	1	0	1	0	0	1	bless
blessed	0	0	0	0	1	0	1	0	0	0	geseent
blessing	0	1	0	0	1	0	1	0	0	1	Segen
blessings	0	1	0	0	1	0	1	0	1	1	Segen
blight	0	0	1	1	0	1	0	1	0	0	bléist
blighted	0	0	1	0	0	1	0	1	0	0	gebrannt
blinded	0	0	0	0	0	1	0	0	0	0	blann
blindfold	0	1	0	1	0	0	0	0	1	0	blindfold
blindfolded	0	0	0	0	0	0	0	0	0	0	blindfolded
blindly	0	0	0	0	0	1	0	1	0	0	blann
blindness	0	0	0	0	0	1	0	1	0	0	Blannheet
blink	0	0	0	0	0	0	0	0	0	0	blénken
bliss	0	0	0	0	1	0	1	0	0	0	Gléck
blissful	0	0	0	0	1	0	1	0	0	0	glécklech
blister	0	0	1	0	0	1	0	0	0	0	Bléiser
blitz	0	0	0	0	0	0	0	0	1	0	blitz
blizzard	0	0	0	0	0	0	0	0	0	0	Blizzard
bloated	0	0	1	0	0	1	0	0	0	0	opgeblosen
blob	0	0	1	1	0	1	0	0	0	0	blutt
block	0	0	0	0	0	0	0	0	0	0	blockéieren
blockade	1	0	0	1	0	1	0	1	0	0	Blockade
blond	0	0	0	0	0	0	0	0	0	0	blond
blood	0	0	0	0	0	0	0	0	0	0	Blutt
bloodhound	0	0	0	0	0	0	0	0	0	0	Blutthond
bloodless	0	0	0	0	0	0	1	0	0	0	bluddeg
bloodshed	1	0	1	1	0	1	0	1	1	0	bluddeg
bloodthirsty	1	0	1	1	0	1	0	0	0	0	bluddeg
bloody	1	0	1	1	0	1	0	1	0	0	bluddeg
bloom	0	1	0	0	1	0	1	0	0	1	bléien
blossom	0	0	0	0	1	0	1	0	0	0	Bléi
blot	0	0	0	0	0	1	0	0	0	0	blot
blouse	0	0	0	0	0	0	0	0	0	0	blouse
blower	0	0	0	0	0	1	0	0	0	0	bloer
blowing	0	0	0	0	0	0	0	0	0	0	bléist
blown	0	0	0	0	0	0	0	0	0	0	geblosen
blowout	0	0	0	0	0	1	0	0	0	0	Ausbroch
blue	0	0	0	0	0	0	0	1	0	0	blo
blues	0	0	0	1	0	1	0	1	0	0	blues
bluff	0	0	0	0	0	1	0	0	0	0	bluff
bluish	0	0	0	0	0	0	0	0	0	0	bloesch
blunder	0	0	1	0	0	1	0	1	0	0	Feeler
blunt	0	0	0	0	0	0	0	0	0	0	stompeg
blur	0	0	0	0	0	1	0	0	0	0	onschëlleg
blurred	0	0	0	0	0	1	0	0	0	0	verschwonnen
blush	0	0	0	0	0	1	0	0	0	0	rout
blushing	0	0	0	0	0	0	0	0	0	0	blosen
boa	0	0	0	0	0	0	0	0	0	0	boa
boar	0	0	0	0	0	0	0	0	0	0	boer
board	0	1	0	0	0	0	0	0	0	0	Verwaltungsrot
boarder	0	0	0	0	0	0	0	0	0	0	boarder
boarding	0	0	0	0	0	0	0	0	0	0	Internat
boards	0	0	0	0	0	0	0	0	0	0	Brieder
boast	0	0	0	0	0	1	1	0	0	0	bretzen
boasting	0	0	0	0	0	1	0	0	0	0	prale
boat	0	0	0	0	0	0	0	0	0	0	Boot
boating	0	0	0	0	0	0	0	0	0	0	boating
bobbin	0	0	0	0	0	0	0	0	0	0	bobbin
bode	0	0	0	0	0	0	0	0	0	0	bode
bodice	0	0	0	0	0	0	0	0	0	0	bodice
bodily	0	0	0	0	0	0	0	0	0	0	kierperlech
body	0	0	0	0	0	0	0	0	0	0	Kierper
bodyguard	0	0	0	0	0	0	1	0	0	1	Leifwiechter
bog	0	0	0	0	0	1	0	0	0	0	botz
bogus	1	0	1	0	0	1	0	0	0	0	falsch
boil	0	0	1	0	0	1	0	0	0	0	kachen
boiler	0	0	0	0	0	0	0	0	0	0	Kessel
boilerplate	0	0	0	0	0	1	0	0	0	0	boilerplate
boiling	0	0	0	0	0	0	0	0	0	0	kachen
boisterous	1	1	0	0	1	1	1	0	0	0	boisterous
bold	0	0	0	0	0	0	1	0	0	0	fett
boldness	0	0	0	0	0	0	1	0	0	0	Fett
bolster	0	0	0	0	0	0	1	0	0	0	stäerken
bolt	0	0	0	0	0	0	0	0	0	0	bolt
bolus	0	0	0	0	0	0	0	0	0	0	bolus
bomb	1	0	0	1	0	1	0	1	1	0	bomb
bombard	1	0	0	1	0	1	0	0	0	0	bombardéieren
bombardment	1	0	0	1	0	1	0	0	0	0	bombardement
bombed	0	0	1	0	0	1	0	0	0	0	bombardéiert
bomber	0	0	0	1	0	0	0	1	0	0	Bomber
bonanza	0	0	0	0	1	0	1	0	0	0	bonanza
bond	0	0	0	0	0	0	0	0	0	0	Bond
bondage	0	0	0	1	0	1	0	1	0	0	Bondage
bonds	0	0	0	0	0	1	0	0	0	0	Obligatiounen
bone	0	0	0	0	0	0	0	0	0	0	Schanken
boner	0	0	0	0	0	0	0	0	0	0	bonner
bones	0	0	0	0	0	0	0	0	0	0	Schanken
bonfire	0	0	0	0	0	0	0	0	0	0	Feier
bonne	0	0	0	0	0	0	1	0	0	0	bonne
bonnet	0	0	0	0	0	0	0	0	0	0	bonnet
bonus	0	1	0	0	1	0	1	0	1	0	Bonus
bony	0	0	0	0	0	0	0	0	0	0	knackeg
boo	0	0	0	0	0	1	0	0	0	0	bouf
boob	0	0	0	0	0	0	0	0	0	0	bomm
booby	0	0	0	0	0	1	0	0	0	0	bomm
book	0	0	0	0	0	0	0	0	0	0	Buch
bookcase	0	0	0	0	0	0	0	0	0	0	Bicherkëscht
booking	0	0	0	0	0	0	0	0	0	0	Buchung
bookish	0	0	0	0	0	0	1	0	0	0	buchlech
bookkeeper	0	0	0	0	0	0	0	0	0	0	Buchhalter
bookkeeping	0	0	0	0	0	0	0	0	0	0	Buchhaltung
booklet	0	0	0	0	0	0	0	0	0	0	Heft
books	0	0	0	0	0	0	0	0	0	0	Bicher
bookseller	0	0	0	0	0	0	0	0	0	0	Buchhändler
bookshop	0	0	0	0	0	0	1	0	0	0	Bicherbuttek
bookstore	0	0	0	0	0	0	0	0	0	0	Librairie
bookworm	0	0	0	0	0	1	1	0	0	0	Bicherwuerm
boomerang	0	1	0	0	0	0	0	0	0	1	boomerang
booming	0	0	0	0	0	0	0	0	0	0	boomt
boon	0	0	0	0	0	0	1	0	0	0	gutt
boost	0	0	0	0	0	0	0	0	0	0	boost
booster	0	0	0	0	0	0	0	0	0	0	booster
boot	0	0	0	0	0	0	0	0	0	0	boot
booth	0	0	0	0	0	0	0	0	0	0	Stand
boots	0	0	0	0	0	0	0	0	0	0	Stiwwelen
booty	0	0	0	0	0	0	0	0	0	0	booty
booze	0	0	0	0	0	1	0	0	0	0	buzz
border	0	0	0	0	0	0	0	0	0	0	Grenz
bordering	0	0	0	0	0	0	0	0	0	0	grenzt
bore	0	0	0	0	0	1	0	0	0	0	gebuert
boreal	0	0	0	0	0	0	0	0	0	0	boreal
boredom	0	0	0	0	0	1	0	1	0	0	langweilen
borer	0	0	0	0	0	0	0	0	0	0	borer
boring	0	0	0	0	0	1	0	0	0	0	langweileg
borough	0	0	0	0	0	0	0	0	0	0	Bezierk
borrow	0	0	0	0	0	0	0	0	0	0	léinen
borrower	0	0	0	0	0	1	0	0	0	0	léinen
bosom	0	0	0	0	0	0	0	0	0	0	bomm
boss	0	0	0	0	0	0	0	0	0	0	Chef
boston	0	0	0	0	0	0	0	0	0	0	Boston
botanical	0	0	0	0	0	0	0	0	0	0	botanesch
botanist	0	0	0	0	0	0	0	0	0	0	botaniker
botany	0	0	0	0	0	0	0	0	0	0	botanik
bother	0	0	0	0	0	1	0	0	0	0	stéieren
bothering	1	0	0	0	0	1	0	1	0	0	stéieren
bottle	0	0	0	0	0	0	0	0	0	0	Fläsch
bottom	0	0	0	0	0	1	0	1	0	0	ënnen
bottomless	0	0	0	1	0	0	0	0	0	0	Buedemlos
boulder	0	0	0	0	0	0	0	0	0	0	boulder
bounce	0	0	0	0	0	0	0	0	0	0	sprangen
bound	0	0	0	0	0	1	0	0	0	0	gebonnen
boundary	0	0	0	0	0	0	0	0	0	0	Grenz
boundless	0	0	0	0	0	0	0	0	0	0	grenzlos
bounds	0	0	0	0	0	0	0	0	0	0	Grenzen
bountiful	0	1	0	0	1	0	1	0	0	0	räich
bounty	0	1	0	0	1	0	1	0	0	1	Bounty
bouquet	0	0	0	0	1	0	1	0	0	1	Bouquet
bourgeois	0	0	0	0	0	0	0	0	0	0	bourgeois
bourgeoisie	0	0	0	0	0	0	0	0	0	0	Bourgeoisie
bourse	0	0	0	0	0	0	0	0	0	0	Bourse
bout	1	0	0	0	0	1	0	0	0	0	bout
bovine	0	0	1	0	0	1	0	0	0	0	Rëndfleesch
bowed	0	0	0	0	0	0	0	0	0	0	gebéit
bowels	0	0	1	0	0	0	0	0	0	0	bowels
bowl	0	0	0	0	0	0	0	0	0	0	Schossel
bowls	0	0	0	0	0	0	0	0	0	0	Schësselcher
box	0	0	0	0	0	0	0	0	0	0	Këscht
boxer	0	0	0	0	0	0	0	0	0	0	boxer
boxing	1	0	0	0	0	0	0	0	0	0	boxen
boycott	0	0	0	0	0	1	0	0	0	0	boykott
boyhood	0	0	0	0	0	0	0	0	0	0	Jongenzäit
boyish	0	0	0	0	0	0	0	0	0	0	jongesch
brace	0	0	0	0	0	0	0	0	0	0	brace
bracelet	0	0	0	0	0	0	0	0	0	0	Bracelet
braces	0	0	0	0	0	0	0	0	0	0	Klameren
brachial	0	0	0	0	0	0	0	0	0	0	brachial
bracket	0	0	0	0	0	0	0	0	0	0	Klammer
brackets	0	0	0	0	0	0	0	0	0	0	Klammeren
brackish	0	0	0	0	0	0	0	0	0	0	brack
brad	0	0	0	0	0	0	0	0	0	0	brad
brag	0	0	0	0	0	1	0	0	0	0	prahle
braid	0	0	0	0	0	0	0	0	0	0	braid
brain	0	0	0	0	0	0	0	0	0	0	Gehir
brains	0	0	0	0	0	0	1	0	0	0	Gehir
brainstorm	0	0	0	0	0	0	0	0	0	0	Brainstorm
brake	0	0	0	0	0	0	0	0	0	0	brems
bran	0	0	1	0	0	0	0	0	0	0	bran
branch	0	0	0	0	0	0	0	0	0	0	branch
branching	0	0	0	0	0	0	0	0	0	0	Verzweigung
brandy	0	0	0	0	0	1	0	0	0	0	brandewein
brass	0	0	0	0	0	0	0	0	0	0	messing
brat	0	0	0	0	0	0	0	0	0	0	bratt
bravado	0	0	0	0	0	1	0	0	0	0	bravado
bravery	0	0	0	0	0	0	1	0	0	0	Tapferkeet
brawl	1	0	1	1	0	1	0	0	0	0	kräischen
brazen	1	0	0	0	0	1	0	0	0	0	braven
breach	0	0	0	0	0	1	0	0	0	0	briechen
bread	0	0	0	0	0	0	0	0	0	0	Brout
breadth	0	0	0	0	0	0	0	0	0	0	Breet
break	0	0	0	0	0	0	0	0	1	0	briechen
breakable	0	0	0	0	0	0	0	0	0	0	briechen
breakdown	0	0	0	0	0	1	0	0	0	0	ofbauen
breaker	0	0	0	0	0	0	0	0	0	0	breaker
breakers	0	0	0	0	0	0	0	0	0	0	breakers
breakfast	0	0	0	0	0	0	1	0	0	0	Frühstück
breakneck	0	0	0	0	0	1	0	0	0	0	breakneck
breakup	0	0	0	0	0	1	0	1	0	0	sech trennen
breath	0	0	0	0	0	0	0	0	0	0	Otem
breech	0	0	0	0	0	0	0	0	0	0	breech
breeches	0	0	0	0	0	0	0	0	0	0	breeches
breed	0	0	0	0	0	0	0	0	0	0	raschten
breeder	0	0	0	0	0	0	0	0	0	0	Ziichter
breeding	0	0	0	0	0	0	0	0	0	0	Zucht
breeze	0	0	0	0	0	0	0	0	0	0	briss
breezy	0	0	0	0	0	0	0	0	0	0	lëfteg
brethren	0	0	0	0	0	0	0	0	0	0	Bridder
breve	0	0	0	0	0	0	0	0	0	0	breve
brevity	0	0	0	0	0	0	0	0	0	0	kuerzheet
brew	0	0	0	0	0	0	0	0	0	0	brauen
brewing	0	0	0	0	0	0	0	0	0	0	brauen
bribe	0	0	0	0	0	1	0	0	0	0	bestiechung
bribery	0	0	1	0	0	1	0	0	0	0	Bestiechung
brick	0	0	0	0	0	0	0	0	0	0	Zille
bridal	0	1	0	0	1	0	1	0	0	1	Braut
bride	0	1	0	0	1	0	1	0	0	1	Braut
bridegroom	0	1	0	0	1	0	1	0	0	1	Braut
bridesmaid	0	0	0	0	1	0	1	0	0	1	Braut Meedchen
bridge	0	0	0	0	0	0	0	0	0	0	Bréck
bridle	0	0	0	0	0	0	0	0	0	0	britt
briefly	0	0	0	0	0	0	0	0	0	0	kuerz
brig	0	0	0	0	0	0	0	0	0	0	brig
brigade	0	0	0	1	0	1	0	0	0	0	brigade
brighten	0	0	0	0	1	0	1	0	1	1	hellen
brightness	0	0	0	0	0	0	1	0	0	0	Hellegkeet
brilliant	0	1	0	0	1	0	1	0	0	1	genial
brim	0	0	0	0	0	0	0	0	0	0	britt
brimming	0	0	0	0	0	0	0	0	0	0	bremst
brimstone	1	0	0	1	0	1	0	0	0	0	Schwefel
brine	0	0	0	0	0	0	0	0	0	0	Salzlake
bring	0	0	0	0	0	0	0	0	0	0	bréngen
brink	0	0	0	0	0	0	0	0	0	0	brink
brisk	0	0	0	0	0	0	0	0	0	0	fléissend
bristle	0	0	0	0	0	1	0	0	0	0	borsten
brittle	0	0	0	0	0	0	0	0	0	0	brécheg
broadcast	0	0	0	0	0	0	0	0	0	0	Emissioun
broadside	0	1	0	0	0	1	0	0	0	0	breet Säit
brocade	0	0	0	0	0	0	1	0	0	0	brocade
brochure	0	0	0	0	0	0	0	0	0	0	brochure
broil	1	0	0	0	0	1	0	0	0	0	brëllen
broke	0	0	0	1	0	1	0	1	0	0	gebrach
broken	1	0	0	1	0	1	0	1	0	0	gebrach
broker	0	0	0	0	0	0	0	0	0	0	broker
brokerage	0	0	0	0	0	0	0	0	0	0	Brokerage
bronco	0	0	0	0	0	0	0	0	0	0	bronco
bronze	0	0	0	0	0	0	0	0	0	0	bronze
brood	0	0	0	0	0	0	0	0	0	0	Brout
brooding	0	0	0	0	0	0	0	0	0	0	broden
brook	0	0	0	0	0	0	0	0	0	0	Baach
broom	0	0	0	0	0	0	0	0	0	0	Besen
broth	0	0	0	0	0	0	0	0	0	0	Bouillon
brothel	0	0	1	0	0	1	0	0	0	0	bordell
brother	0	0	0	0	0	0	1	0	0	1	Brudder
brotherhood	0	0	0	0	0	0	1	0	0	1	Brudderschaft
brotherly	0	1	0	0	1	0	1	0	0	1	bridderlech
brow	0	0	0	0	0	0	0	0	0	0	broch
brown	0	0	0	0	0	0	0	0	0	0	brong
bruise	0	1	0	0	0	1	0	0	0	0	Plooschter
brunette	0	0	0	0	0	0	0	0	0	0	brünette
brunt	1	0	0	0	0	1	0	0	0	0	brunt
brush	0	0	0	0	0	0	0	0	0	0	Biischt
brutal	1	0	0	1	0	1	0	0	0	0	brutal
brutality	1	0	0	1	0	1	0	0	0	0	Brutalitéit
brute	1	0	0	1	0	1	0	1	0	0	brut
bubble	0	0	0	0	0	0	0	0	0	0	Bubble
bubbling	0	0	0	0	0	0	0	0	0	0	spruddelen
buck	0	0	0	1	0	1	1	0	1	0	buck
bucket	0	0	0	0	0	0	0	0	0	0	Eemer
buckle	0	0	0	0	0	0	0	0	0	0	knacken
buckled	0	0	0	0	0	0	0	0	0	0	geknackt
bud	0	0	0	0	0	0	0	0	0	0	bud
buddy	0	1	0	0	1	0	1	0	0	1	Frënd
budge	0	0	0	0	0	0	0	0	0	0	budge
budget	0	0	0	0	0	0	0	0	0	1	Budget
buffalo	0	0	0	0	0	0	0	0	0	0	buffel
buffer	0	0	0	0	0	0	0	0	0	0	buffer
buffet	1	0	0	0	0	1	0	0	0	0	Buffet
bug	0	0	1	1	0	1	0	0	0	0	Käfer
bugaboo	1	0	0	1	0	1	0	1	0	0	bugaboo
buggy	0	0	0	0	0	0	0	0	0	0	buggy
bugle	0	1	0	0	0	0	0	0	0	0	bugel
build	0	0	0	0	0	0	1	0	0	0	bauen
builder	0	0	0	0	0	0	0	0	0	0	Builder
building	0	0	0	0	0	0	1	0	0	0	Gebai
buildings	0	0	0	0	0	0	0	0	0	0	Gebaier
bulb	0	0	0	0	0	0	0	0	0	0	bulb
bulbous	0	0	0	0	0	1	0	0	0	0	bulbous
bulge	0	0	0	0	0	0	0	0	0	0	bulge
bulk	0	0	0	0	0	0	0	0	0	0	bulk
bulkhead	0	0	0	0	0	0	0	0	0	0	schott
bulky	0	0	0	0	0	0	0	0	0	0	voluminös
bull	0	0	0	0	0	0	0	0	0	0	stier
bulldog	0	0	0	0	0	0	1	0	0	0	bulldog
bulldozer	0	0	0	0	0	0	0	0	0	0	bulldozer
bullet	0	0	0	0	0	0	0	0	0	0	kugel
bulletin	0	0	0	0	0	0	0	0	0	0	bulletin
bulletproof	0	0	0	0	0	0	1	0	0	0	bulletproof
bullock	0	0	0	0	0	0	0	0	0	0	Bullock
bully	1	0	0	1	0	1	0	0	0	0	Bulli
bulwark	0	0	0	0	0	0	0	0	0	0	bolwerk
bum	0	0	1	0	0	1	0	1	0	0	bum
bummer	1	0	1	0	0	1	0	0	0	0	bummer
bump	0	0	0	0	0	0	0	0	0	0	bump
bun	0	0	0	0	0	0	0	0	0	0	bun
bunch	0	0	0	0	0	0	0	0	0	0	bësch
bundle	0	0	0	0	0	0	0	0	0	0	bündel
bungalow	0	0	0	0	0	0	0	0	0	0	bungalow
bunk	0	0	0	0	0	0	0	0	0	0	bunk
bunker	0	0	0	1	0	0	0	0	0	0	bunker
bunt	0	0	0	0	0	0	0	0	0	0	bunt
buoy	0	0	0	0	0	0	1	0	0	0	boi
buoyancy	0	0	0	0	0	0	0	0	0	0	buoyancy
bur	0	0	0	0	0	0	0	0	0	0	bur
burden	0	0	0	0	0	0	0	0	0	0	Belaaschtung
burdensome	0	0	0	1	0	1	0	1	0	0	ustrengend
bureau	0	0	0	0	0	0	0	0	0	0	Büro
bureaucracy	0	0	0	0	0	1	0	0	0	1	Bürokratie
bureaucrat	0	0	1	0	0	1	0	0	0	0	Bürokrat
burglar	0	0	1	1	0	1	0	0	0	0	Abriecher
burglary	0	0	0	0	0	1	0	0	0	0	Abroch
burial	1	0	0	1	0	1	0	1	0	0	begruewen
buried	0	0	0	1	0	1	0	1	0	0	begruewen
burke	1	0	1	1	0	1	0	1	0	0	burk
burlap	0	0	0	0	0	0	0	0	0	0	burlap
burlesque	0	0	0	0	0	0	0	0	1	0	burlesque
burly	0	0	0	0	0	0	0	0	0	0	burly
burn	0	0	0	0	0	0	0	0	0	0	verbrennen
burner	0	0	0	0	0	0	0	0	0	0	Brenner
burning	0	0	0	0	0	0	0	0	0	0	brennen
burnished	0	0	0	0	0	0	0	0	0	0	gebrannt
burnout	0	0	0	0	0	0	0	0	0	0	Burnout
burnt	0	0	1	0	0	1	0	0	0	0	verbrannt
burr	0	0	0	0	0	0	0	0	0	0	burr
burrow	0	0	0	0	0	0	0	0	0	0	begruewen
bursary	0	0	0	0	0	0	0	0	0	1	Bourse
bury	0	0	0	0	0	0	0	1	0	0	begruewen
bus	0	0	0	0	0	0	0	0	0	0	bus
bush	0	0	0	0	0	0	0	0	0	0	Busch
bushel	0	0	0	0	0	0	0	0	0	0	bushel
bushy	0	0	0	0	0	0	0	0	0	0	buuschteg
business	0	0	0	0	0	0	0	0	0	0	Geschäft
buss	0	0	0	0	1	0	1	0	0	0	buss
bust	0	0	0	0	0	0	0	0	0	0	bust
busted	1	0	0	1	0	1	0	0	0	0	gebrach
bustle	0	0	0	0	0	0	0	0	0	0	bléist
bustling	0	0	0	0	0	0	0	0	0	0	lieweg
busy	0	0	0	0	0	0	0	0	0	0	beschäftegt
butane	0	0	0	0	0	0	0	0	0	0	butan
butcher	1	0	1	1	0	1	0	0	0	0	Metzler
butler	0	0	0	0	0	0	1	0	0	1	Butler
butt	0	0	0	0	0	1	0	0	0	0	Hënneschten
butter	0	0	0	0	0	0	0	0	0	0	Botter
butterfly	0	0	0	0	0	0	0	0	0	0	Päiperlek
buttery	0	0	0	0	0	0	1	0	0	0	buttery
buttock	0	0	0	0	0	0	0	0	0	0	Hënneschten
button	0	0	0	0	0	0	0	0	0	0	Knäppchen
buttress	0	0	0	0	0	0	0	0	0	0	Stützpunkt
buxom	0	0	0	0	0	0	1	0	0	0	bumm
buy	0	0	0	0	0	0	0	0	0	0	kafen
buyer	0	0	0	0	0	0	0	0	0	0	Keefer
buying	0	0	0	0	0	0	0	0	0	0	kafen
buzz	0	1	0	1	0	0	1	0	0	0	buzz
buzzed	0	0	0	0	0	1	0	0	0	0	geschwuer
buzzer	0	0	0	0	0	0	0	0	0	0	buzzer
bye	0	1	0	0	0	0	0	0	0	0	Äddi
bygone	0	0	0	0	0	0	0	0	0	0	vergaangen
bylaw	0	0	0	0	0	0	0	0	0	1	Statut
bystander	0	0	0	0	0	0	0	0	0	0	Nofolger
byte	0	0	0	0	0	0	0	0	0	0	byte
cab	0	0	0	0	0	0	1	0	0	0	cab
cabal	0	0	0	1	0	1	0	0	0	0	kabal
cabbage	0	0	0	0	0	0	0	0	0	0	Kabes
cabin	0	0	0	0	0	0	0	0	0	0	Kabine
cabinet	0	0	0	0	0	0	1	0	0	1	Cabinet
cable	0	0	0	0	0	0	0	0	1	0	kabel
cabriolet	0	0	0	0	0	0	0	0	0	0	cabriolet
cache	0	0	0	0	0	0	0	0	0	0	cache
cacophony	1	0	1	0	0	1	0	0	0	0	kakofonie
cad	1	0	1	0	0	1	0	0	0	0	cad
cadaver	0	0	1	1	0	1	0	1	1	0	Kadaver
caddy	0	0	0	0	0	0	0	0	0	0	caddie
cadence	0	0	0	0	0	0	0	0	0	0	kadens
cadet	0	0	0	0	0	0	0	0	0	0	kadett
cafe	0	0	0	0	0	0	1	0	0	0	cafe
cage	0	0	0	0	0	1	0	1	0	0	Käfeg
cairn	0	0	0	0	0	0	0	0	0	0	cairn
cake	0	0	0	0	0	0	0	0	0	0	Kuch
calamity	0	0	0	0	0	0	0	1	0	0	kalamitéit
calcareous	0	0	0	0	0	0	0	0	0	0	kalkesch
calculate	0	0	0	0	0	0	0	0	0	0	ausrechnen
calculated	0	0	0	0	0	0	0	0	0	0	berechent
calculating	0	0	0	0	0	1	0	0	0	0	berechent
calculation	0	1	0	0	0	0	0	0	0	0	Berechnung
calculator	0	0	0	0	0	0	1	0	0	1	Rechner
calculus	0	0	0	0	0	0	0	0	0	0	berechent
calendar	0	0	0	0	0	0	0	0	0	0	Kalenner
calender	0	0	0	0	0	0	0	0	0	0	Kalenner
calf	0	0	0	0	1	0	1	0	0	1	kalf
caliber	0	0	0	0	0	0	0	0	0	0	kaliber
calibrate	0	0	0	0	0	0	0	0	0	0	kalibréieren
calico	0	0	0	0	0	0	0	0	0	0	calico
calipers	0	0	0	0	0	0	0	0	0	0	calipers
call	0	0	0	0	0	0	0	0	0	0	ruffen
calligraphy	0	0	0	0	0	0	0	0	0	0	kalligraphie
calling	0	0	0	0	0	0	0	0	0	0	ruffen
callous	1	0	1	0	0	1	0	0	0	0	rufflech
calls	0	1	0	0	0	1	0	0	0	1	rifft
calm	0	0	0	0	0	0	1	0	0	0	roueg
calmness	0	0	0	0	0	0	0	0	0	0	Rou
caloric	0	0	0	0	0	0	0	0	0	0	kaloresch
calorie	0	0	0	0	0	0	0	0	0	0	Kalorie
calorimeter	0	0	0	0	0	0	0	0	0	0	Kalorimeter
cam	0	0	0	0	0	0	0	0	0	0	kam
camber	0	0	0	0	0	0	0	0	0	0	camber
camel	0	0	0	0	0	0	0	0	0	0	kamel
cameo	0	0	0	0	0	0	0	0	0	0	kamo
cameraman	0	0	0	0	0	0	0	0	0	0	Kameramann
camisole	0	0	0	0	0	0	0	0	0	0	camisole
camouflage	0	0	0	0	0	0	0	0	1	0	Tarnung
camouflaged	0	0	0	0	0	0	0	0	1	0	getarnt
camp	0	0	0	0	0	0	0	0	0	0	camp
campaign	0	0	0	0	0	0	0	0	0	0	Campagne
campaigner	0	0	0	0	0	0	0	0	0	0	Campagne
campaigning	1	0	0	1	0	1	0	0	0	0	Campagne
campus	0	0	0	0	0	0	0	0	0	0	campus
canal	0	0	0	0	0	0	0	0	0	0	Kanal
canary	0	0	0	0	0	0	1	0	0	0	Kanaresch
cancel	0	0	0	0	0	1	0	1	0	0	annuléieren
canceling	0	0	0	0	0	0	0	0	0	0	annuléieren
cancellation	0	0	0	0	0	0	0	0	0	0	Annulatioun
cancer	1	0	1	1	0	1	0	1	0	0	Kriibs
candid	0	1	0	0	1	0	1	0	1	1	éierlech
candidacy	0	0	0	0	0	0	0	0	0	0	Kandidatur
candidate	0	0	0	0	0	0	1	0	0	0	Kandidat
candied	0	0	0	0	0	0	1	0	0	0	kandéiert
candle	0	0	0	0	0	0	0	0	0	0	Käerz
candlelight	0	0	0	0	0	0	0	0	0	0	Käerzenhirstellung
candlestick	0	0	0	0	0	0	0	0	0	0	Käerzenhirstellung
candor	0	0	0	0	0	0	0	0	0	0	candor
candy	0	0	0	0	0	0	0	0	0	0	Séissegkeeten
cane	1	0	0	1	0	0	0	0	0	0	cane
canine	0	0	0	0	0	0	0	0	0	0	canine
canister	0	0	0	0	0	0	0	0	0	0	canister
canker	1	0	1	0	0	1	0	0	0	0	Kriibs
cannibal	0	0	1	1	0	1	0	0	0	0	Kannibal
cannibalism	0	0	1	0	0	1	0	0	0	0	Kannibalismus
canning	0	0	0	0	0	0	0	0	0	0	Konserven
cannon	1	0	0	1	0	1	0	0	0	0	Kanoun
canoe	0	0	0	0	0	0	0	0	0	0	Kanu
canon	0	0	0	0	0	0	0	0	0	0	kanon
canonical	0	0	0	0	0	0	0	0	0	0	kanonesch
canons	0	0	0	0	0	0	0	0	0	1	Canons
