English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Corsican Word
congruence	0	0	0	0	0	0	1	0	0	1	cungruenza
conic	0	0	0	0	0	0	0	0	0	0	cunicu
conical	0	0	0	0	0	0	0	0	0	0	cunicu
conjecture	0	1	0	0	0	0	0	0	0	0	cungettura
conjugal	0	0	0	0	0	0	0	0	0	0	cunjugali
conjugate	0	0	0	0	0	0	0	0	0	0	cunjugà
conjugation	0	0	0	0	0	0	0	0	0	0	cunjugazione
conjunction	0	0	0	0	0	0	0	0	0	0	cunghjunzione
conjunctive	0	0	0	0	0	0	0	0	0	0	cunghjuntivu
conjure	0	1	0	0	0	0	0	0	1	0	cungiura
conjuring	0	0	0	0	0	1	0	0	0	0	conjuring
connect	0	0	0	0	0	0	0	0	0	0	cunnette
connected	0	0	0	0	0	0	0	0	0	0	cunnessu
connection	0	0	0	0	0	0	0	0	0	0	cunnessione
connective	0	0	0	0	0	0	0	0	0	1	cunghjuntivu
connoisseur	0	0	0	0	1	0	1	0	0	1	cunniscenza
conquer	0	0	0	0	0	0	0	0	0	0	cunquistà
conqueror	0	0	0	0	0	0	0	0	0	0	cunquistatore
conquest	1	0	0	1	0	1	0	0	0	0	cunquista
conscience	0	0	0	0	0	0	1	0	0	1	cuscenza
conscientious	0	0	0	0	0	0	1	0	0	1	cuscenza
consciousness	0	0	0	0	0	0	1	0	0	0	cuscenza
conscription	0	0	0	0	0	0	0	0	0	0	coscrizione
consecration	0	1	0	0	1	0	1	1	0	1	cunsacrazione
consecutive	0	0	0	0	0	0	0	0	0	0	consecutivu
consent	0	0	0	0	0	0	0	0	0	0	accunsentu
consenting	0	0	0	0	0	0	0	0	0	0	accunsentendu
consequence	0	0	0	0	0	0	0	0	0	0	cunsiquenza
consequent	0	1	0	0	0	0	0	0	0	0	cunsiquenza
conservation	0	1	0	0	0	0	1	0	0	1	cunservazione
conservatism	0	0	0	0	0	0	0	0	0	0	cunservaturisimu
conservative	0	0	0	0	0	0	0	0	0	0	cunservatore
conservatory	0	0	0	0	0	0	0	0	0	0	conservatoriu
conserve	0	0	0	0	0	0	1	0	0	0	cunservà
considerable	0	0	0	0	0	0	1	0	0	0	considerable
considerate	0	0	0	0	0	0	1	0	0	1	cunzidiratu
consignee	0	0	0	0	0	0	0	0	0	0	destinatariu
consignment	0	0	0	0	0	0	0	0	0	0	cunsegna
consistency	0	0	0	0	0	0	1	0	0	1	cuerenza
consistent	0	0	0	0	0	0	0	0	0	0	coherente
consolation	0	0	0	0	0	0	0	0	0	0	cunsulazione
console	0	0	0	0	0	0	1	1	0	0	cunsola
consolidate	0	0	0	0	0	0	0	0	0	0	cunsulidà
consolidation	0	0	0	0	0	0	0	0	0	0	cunsulidazione
consonant	0	0	0	0	0	0	1	0	0	0	cunsunanti
consort	0	0	0	0	0	0	0	0	0	1	cunsortu
conspicuous	0	0	0	0	0	0	0	0	0	0	evidenti
conspiracy	0	0	0	1	0	0	0	0	0	0	cuspirazione
conspirator	1	1	1	1	0	1	0	0	0	0	cuspiratore
conspire	0	0	0	1	0	1	0	0	0	0	conspira
constable	0	0	0	0	0	0	0	0	0	1	cuntestable
constancy	0	0	0	0	0	0	1	0	0	1	custanza
constant	0	0	0	0	0	0	1	0	0	1	custanti
constantly	0	0	0	0	0	0	0	0	0	1	constantemente
constellation	0	0	0	0	0	0	0	0	0	0	custellazione
consternation	1	0	0	1	0	1	0	0	0	0	custernazione
constipation	0	0	1	0	0	1	0	0	0	0	stitichezza
constituent	0	0	0	0	0	0	0	0	0	0	custituente
constituents	0	0	0	0	0	0	0	0	0	0	custituenti
constitute	0	0	0	0	0	0	0	0	0	1	custituisci
constitution	0	0	0	0	0	0	0	0	0	0	custituzione
constitutional	0	0	0	0	0	0	1	0	0	1	custituziunale
constitutionality	0	0	0	0	0	0	0	0	0	0	custituziunalità
constrain	0	0	0	1	0	1	0	0	0	0	custringhje
constrained	0	0	0	0	0	1	0	0	0	0	custrettu
constraint	1	0	0	1	0	1	0	1	0	0	custrizzione
construct	0	0	0	0	0	0	1	0	0	0	custruì
construction	0	0	0	0	0	0	0	0	0	0	custruzzione
construe	0	0	0	0	0	0	0	0	0	0	custruì
consul	0	0	0	0	0	0	0	0	0	1	cunsul
consult	0	0	0	0	0	0	0	0	0	1	cunsultà
consultation	0	0	0	0	0	0	0	0	0	0	cunsultazione
consume	0	0	0	0	0	0	0	0	0	0	cunsumà
consuming	0	0	0	0	0	0	0	0	0	0	cunsumà
consummate	0	0	0	0	0	0	1	0	0	0	cunsumu
consummation	0	0	0	0	0	0	0	0	0	0	cunsumazione
consumption	0	0	0	0	0	0	0	0	0	0	cunsumu
contact	0	0	0	0	0	0	1	0	0	0	cuntattu
contagion	0	1	1	1	0	1	0	0	0	0	contagiu
contagious	0	0	1	1	0	1	0	0	0	0	cuntagiosu
containment	0	0	0	0	0	0	0	0	0	0	cuntinimentu
contaminate	0	0	1	0	0	1	0	0	0	0	contaminà
contaminated	0	0	1	1	0	1	0	1	0	0	contaminatu
contamination	0	0	1	0	0	1	0	0	0	0	cuntaminazione
contemplate	0	0	0	0	0	0	0	0	0	0	cuntemplà
contemplation	0	0	0	0	0	0	1	0	0	0	cuntemplazione
contemplative	0	0	0	0	0	0	0	0	0	0	cuntimplativa
contemporaneous	0	0	0	0	0	0	0	0	0	0	cuntimpuraniu
contemporary	0	0	0	0	0	0	0	0	0	0	cuntimpuraniu
contempt	1	0	1	1	0	1	0	0	0	0	disprezzu
contemptible	1	0	1	0	0	1	0	0	0	0	disprezzu
contemptuous	1	0	0	0	0	1	0	0	0	0	disprezzu
contending	0	0	0	0	0	0	0	0	0	0	cuntendu
content	0	0	0	0	1	0	1	0	0	1	cuntenutu
contention	0	0	0	0	0	0	0	0	0	0	cuntizzioni
contentious	1	0	1	1	0	1	0	0	0	0	cuntinciosa
contents	0	0	0	0	0	0	0	0	0	0	cuntenuti
context	0	0	0	0	0	0	0	0	0	0	cuntestu
contiguous	0	0	0	0	0	0	0	0	0	0	contigu
continence	0	0	0	0	0	0	0	0	0	0	cuntinenza
continent	0	0	0	0	0	0	0	0	0	0	cuntinente
continental	0	0	0	0	0	0	0	0	0	0	cuntinentale
contingency	0	0	0	0	0	0	0	0	0	0	contingenza
contingent	0	1	0	0	0	0	0	0	0	0	contingente
continual	0	0	0	0	0	0	0	0	0	0	cuntinuu
continually	0	0	0	0	0	0	0	0	0	0	continuu
continuance	0	0	0	0	0	0	0	0	0	0	continuità
continuation	0	1	0	0	0	0	0	0	0	0	cuntinuazione
continue	0	1	0	0	0	0	1	0	0	1	cuntinuà
continued	0	0	0	0	0	0	0	0	0	0	cuntinuò
continuing	0	0	0	0	0	0	0	0	0	0	cuntinuà
continuity	0	0	0	0	0	0	0	0	0	0	cuntinuità
continuous	0	0	0	0	0	0	0	0	0	0	cuntinuu
continuously	0	0	0	0	0	0	0	0	0	0	continuu
contour	0	0	0	0	0	0	1	0	0	0	contornu
contraband	1	0	1	1	0	1	0	0	0	0	cuntrabandu
contract	0	0	0	0	0	0	0	0	0	0	cuntrattu
contracted	0	0	0	0	0	1	0	0	0	0	cuntrattu
contractile	0	0	0	0	0	0	0	0	0	0	contractile
contracting	0	0	0	0	0	0	0	0	0	0	cuntrattu
contraction	0	0	0	0	0	0	0	0	0	0	cuntrazzioni
contradict	1	0	0	0	0	1	0	0	0	0	cuntrastà
contradiction	0	0	0	0	0	1	0	0	0	0	cuntradizzione
contradictory	0	0	0	0	0	1	0	0	0	0	contradictoriu
contrary	0	0	0	0	0	1	0	0	0	0	cuntrariu
contrast	0	0	0	0	0	0	0	0	0	0	cuntrastu
contrasted	0	0	0	0	0	1	0	0	0	0	cuntrastu
contravene	0	0	0	0	0	1	0	0	0	0	contravene
contravention	0	0	0	0	0	1	0	0	0	0	contravenzione
contribute	0	0	0	0	0	0	1	0	0	0	cuntribuisce
contributor	0	0	0	0	0	0	1	0	0	1	cuntributore
contrived	0	0	0	0	0	0	0	0	0	0	inventatu
control	0	0	0	0	0	0	0	0	0	0	cuntrollu
controversial	1	0	0	0	0	1	0	0	0	0	cuntruversu
controversy	0	0	0	0	0	1	0	0	0	0	cuntruversia
conundrum	0	0	0	0	0	0	0	0	0	0	enigma
convalescent	0	0	0	0	0	0	0	0	0	0	cunvalescente
convection	0	0	0	0	0	0	0	0	0	0	cunvezzione
convene	0	0	0	0	0	0	0	0	0	0	cunghjuntà
convenience	0	0	0	0	0	0	1	0	0	0	cunvenzione
conveniences	0	0	0	0	0	0	0	0	0	0	cunvenzioni
convenient	0	0	0	0	0	0	1	0	0	0	cunvene
convent	0	0	0	0	0	0	1	0	0	1	cunventu
convention	0	0	0	0	0	0	1	0	0	0	cunvenzione
conventional	0	0	0	0	0	0	0	0	0	0	cunvinziunali
converge	0	0	0	0	0	0	0	0	0	0	cunverge
convergence	0	1	0	0	0	0	0	0	0	0	cunvergenza
convergent	0	0	0	0	0	0	0	0	0	0	cunvergente
conversant	0	0	0	0	0	0	1	0	0	0	cunversazione
conversation	0	0	0	0	0	0	0	0	0	0	cunversazione
conversational	0	0	0	0	0	0	1	0	0	0	cunversazione
converse	0	0	0	0	0	0	0	0	0	0	cunversa
conversing	0	0	0	0	0	0	0	0	0	0	cunversazione
conversion	0	0	0	0	0	0	0	0	0	0	cunversione
convert	0	0	0	0	0	0	1	0	0	0	cunvertisce
converted	0	0	0	0	0	0	0	0	0	0	cunvertitu
convertible	0	0	0	0	0	0	0	0	0	0	convertible
convex	0	0	0	0	0	0	0	0	0	0	cunvessu
convexity	0	0	0	0	0	0	0	0	0	0	cunvessità
convey	0	0	0	0	0	0	0	0	0	0	trasmette
conveyance	0	0	0	0	0	0	0	0	0	0	trasportu
conveyancing	0	0	0	0	0	0	0	0	0	1	trasportu
convict	1	0	1	1	0	1	0	1	0	0	cundannatu
conviction	0	0	0	0	0	1	0	0	0	0	cunvinzione
convince	0	1	0	0	0	0	1	0	0	1	cunvince
convinced	0	0	0	0	0	0	0	0	0	1	cunvinta
convincing	0	0	0	0	0	0	0	0	0	1	cunvinta
convocation	0	0	0	0	0	0	0	0	0	0	cunvucazione
convoluted	0	0	0	0	0	0	0	0	0	0	cunvolutu
convolution	0	0	0	0	0	0	0	0	0	0	cunvoluzione
convoy	0	0	0	0	0	0	0	0	0	0	convoi
coo	0	0	0	0	0	0	0	0	0	0	coo
cook	0	0	0	0	0	0	0	0	0	0	coccu
cookery	0	0	0	0	0	0	0	0	0	0	cucina
cooking	0	0	0	0	0	0	0	0	0	0	cucina
cool	0	0	0	0	0	0	1	0	0	0	cool
cooler	0	0	0	0	0	0	0	0	0	0	più cool
cooling	0	0	0	0	0	0	0	0	0	0	rinfrescante
coolness	0	0	0	0	0	0	1	0	0	0	freschezza
coop	1	0	1	0	0	1	0	0	0	0	coop
cooperate	0	0	0	0	0	0	1	0	0	0	cooperà
cooperating	0	0	0	0	0	0	1	0	0	1	cooperante
cooperation	0	0	0	0	0	0	1	0	0	1	cuuperazione
cooperative	0	0	0	0	0	0	1	0	0	1	cooperativa
coordinate	0	0	0	0	0	0	0	0	0	0	coordenada
cop	0	0	0	1	0	0	0	0	0	1	cop
copious	0	0	0	0	0	0	0	0	0	0	copiosa
copper	0	0	0	0	0	0	0	0	0	0	ramu
copy	0	0	0	0	0	1	0	0	0	0	copia
copycat	1	0	1	0	0	1	0	0	0	0	imitatore
copying	0	0	0	0	0	0	0	0	0	0	cupià
copyright	0	0	0	0	0	0	0	0	0	0	copyright
coral	0	0	0	0	0	0	0	0	0	0	corallo
cord	0	0	0	0	0	0	0	0	0	0	cordone
cordon	0	0	0	0	0	0	0	0	0	0	cordone
corduroy	0	0	0	0	0	0	0	0	0	0	velluto
core	0	0	0	0	0	0	1	0	0	0	core
cork	0	0	0	0	0	0	0	0	0	0	sugheru
corkscrew	0	0	0	0	0	0	0	0	0	0	cavatappi
corn	0	0	0	0	0	0	0	0	0	0	granu
cornea	0	0	0	0	0	0	0	0	0	0	cornea
corner	0	0	0	0	0	0	0	0	0	0	angulu
cornet	0	0	0	0	0	0	0	0	0	0	cornetta
cornice	0	0	0	0	0	0	0	0	0	0	cornice
cornstarch	0	0	0	0	0	0	0	0	0	0	maizena
corollary	0	0	0	0	0	0	0	0	0	0	corollariu
corona	0	0	0	0	0	0	0	0	0	0	corona
coronation	0	0	0	0	1	0	1	0	0	1	incoronazione
coroner	0	0	0	0	0	1	0	0	0	0	coroner
corporal	0	0	0	0	0	1	0	0	0	0	caporalu
corporate	0	0	0	0	0	0	0	0	0	0	corporativu
corporation	0	0	0	0	0	0	1	0	0	1	corporazione
corporeal	0	0	0	0	0	0	1	0	0	0	corporale
corps	0	0	0	0	0	0	0	0	0	0	corpu
corpse	0	0	1	0	0	1	0	1	0	0	cadaveru
corpus	0	0	0	0	0	0	0	0	0	0	corpus
corral	0	0	0	0	0	0	0	0	0	0	corrale
correction	0	0	0	0	0	1	0	0	0	0	currezzione
corrective	0	0	0	0	0	0	1	0	0	0	currettivu
correctness	0	0	0	0	0	0	0	0	0	1	currettu
correlation	0	0	0	0	0	0	0	0	0	0	correlazione
correlative	0	0	0	0	0	0	0	0	0	0	correlativu
correspond	0	0	0	0	0	0	0	0	0	0	currisponde
correspondence	0	1	0	0	0	0	1	0	0	0	currispundenza
correspondent	0	0	0	0	0	0	0	0	0	0	currispundente
corridor	0	0	0	0	0	0	0	0	0	0	corridor
corroborate	0	0	0	0	0	0	1	0	0	1	corroborate
corroboration	0	0	0	0	0	0	0	0	0	1	cunfirmazione
corrosion	0	0	0	0	0	1	0	0	0	0	currusioni
corrosive	0	0	0	1	0	1	0	0	0	0	corrosive
corrupt	0	0	0	0	0	1	0	0	0	0	currutti
corrupting	1	0	1	1	0	1	0	1	0	0	corrupting
corruption	0	0	1	0	0	1	0	0	0	0	corruzzione
corse	0	0	0	0	0	0	0	1	0	0	corse
corset	0	0	0	0	0	0	0	0	0	0	corset
cortex	0	0	0	0	0	0	0	0	0	0	corteccia
cortical	0	0	0	0	0	0	0	0	0	0	corticale
corvette	0	0	0	0	0	0	0	0	0	0	corvette
cosmetic	0	0	0	0	0	0	0	0	0	0	cusmetichi
cosmetics	0	0	0	0	0	0	0	0	0	0	cusmetichi
cosmic	0	0	0	0	0	0	0	0	0	0	cosmicu
cosmology	0	0	0	0	0	0	0	0	0	0	cosmologia
cosmopolitan	0	0	0	0	0	0	1	0	0	1	cosmopolita
cosmos	0	0	0	0	0	0	0	0	0	0	cosmu
cost	0	0	0	0	0	0	0	0	0	0	costu
costly	0	0	0	0	0	0	0	0	0	0	costu
costume	0	0	0	0	0	0	0	0	0	0	costume
cosy	0	0	0	0	0	0	1	0	0	0	accogliente
cot	0	0	0	0	0	0	0	0	0	0	lettinu
cote	0	0	0	0	0	0	0	0	0	0	cote
cottage	0	0	0	0	0	0	0	0	0	0	cottage
cotton	0	0	0	0	0	0	0	0	0	0	cuttuni
couch	0	0	0	0	0	0	0	1	0	0	divano
cougar	0	0	0	0	0	0	0	0	0	0	puma
cough	0	0	1	0	0	1	0	0	0	0	tosse
council	0	1	0	0	0	0	1	0	0	1	cunsigliu
counsel	0	0	0	0	0	0	1	0	0	1	cunsigliu
counsellor	1	0	0	1	0	1	0	0	0	1	cunsiglieru
counselor	0	0	0	0	0	0	1	0	0	1	cunsiglieru
count	0	0	0	0	0	0	1	0	0	1	cuntà
countdown	0	1	0	0	0	0	0	0	0	0	countdown
countenance	0	0	0	0	0	0	0	0	0	0	aspettu
counter	0	0	0	0	0	0	0	0	0	0	contatore
counteract	0	0	0	0	0	0	0	0	0	0	contru
counterbalance	0	0	0	0	0	0	0	0	0	0	cuntrastu
counterclaim	0	0	0	0	0	0	0	0	0	0	cunvenzione
counterpart	0	0	0	0	0	0	0	0	0	0	contrapartita
countess	0	0	0	0	0	0	1	0	0	0	contessa
countless	0	0	0	0	0	0	0	0	0	0	innumerevoli
country	0	0	0	0	0	0	0	0	0	0	paese
countryman	0	0	0	0	0	0	0	0	0	1	paisanu
counts	0	0	0	0	0	0	0	0	0	0	conta
county	0	0	0	0	0	0	0	0	0	1	conte
coup	1	0	0	0	0	0	0	0	1	0	colpu
couple	0	0	0	0	0	0	0	0	0	0	coppia
coupled	0	0	0	0	0	0	0	0	0	0	accoppiatu
coupon	0	0	0	0	0	0	0	0	0	0	cuponu
courage	0	0	0	0	0	0	1	0	0	0	curaggiu
courageous	0	0	0	1	0	0	1	0	0	0	curaggiu
courier	0	0	0	0	0	0	0	0	0	1	corriere
courses	0	0	0	0	0	0	0	0	0	0	corsi
coursing	0	0	0	0	0	1	0	0	0	0	cursing
court	1	1	0	1	0	0	0	0	0	0	tribunale
courteous	0	0	0	0	0	0	1	0	0	0	cortese
courtesy	0	0	0	0	0	0	1	0	0	0	cortesia
courthouse	0	0	0	0	0	0	0	0	0	0	tribunale
courts	0	0	0	0	0	0	0	0	0	0	tribunali
courtship	0	1	0	0	1	0	1	0	0	1	corteggiamento
courtyard	0	0	0	0	0	0	0	0	0	0	cortile
cove	0	1	1	1	1	0	1	0	0	0	cala
covenant	0	0	0	0	0	0	1	0	0	1	allianza
cover	0	0	0	0	0	0	0	0	0	1	coperta
covered	0	0	0	0	0	0	0	0	0	0	coperto
covering	0	0	0	0	0	0	0	0	0	0	copre
covert	0	0	0	0	0	0	0	0	0	0	segretu
covet	0	0	0	0	0	1	0	0	0	0	brama
cow	0	0	0	0	0	0	0	0	0	0	vacca
coward	0	0	1	1	0	1	0	1	0	0	codardo
cowardice	0	0	0	1	0	1	0	0	0	0	codardia
cowardly	0	0	0	1	0	1	0	0	0	0	codardo
cowboy	0	0	0	0	0	0	0	0	0	0	cowboy
cowhide	0	0	0	0	0	0	0	0	0	0	pelle di vacca
cowl	0	0	0	0	0	0	0	0	0	0	cappucciu
coworker	0	0	0	0	0	0	0	0	0	0	cumpagnu di travagliu
coy	0	0	0	1	0	0	0	0	0	0	coghju
coyote	0	0	0	1	0	0	0	0	0	0	coyote
crab	0	0	0	0	0	0	0	0	0	0	grancu
crabby	1	0	0	0	0	1	0	0	0	0	crabby
crack	0	0	0	0	0	1	0	0	0	0	crack
cracked	1	0	0	1	0	1	0	0	0	0	craccatu
cracker	0	0	0	0	0	0	0	0	0	0	cracker
cracking	0	0	0	0	0	1	0	0	0	0	cracking
crackle	0	0	0	0	0	0	0	0	0	0	crepitare
cradle	0	1	0	0	1	0	1	0	0	1	culla
craft	0	0	0	0	0	0	1	0	0	0	artighjanu
craftsman	0	0	0	0	0	0	1	0	0	0	artighjanu
crafty	0	0	0	0	0	0	0	0	0	0	astutu
craig	0	0	0	0	0	0	0	0	0	0	craig
crammed	0	0	0	0	0	0	0	0	0	0	accattatu
cramp	0	1	0	0	0	1	0	0	0	0	crampu
cramped	0	0	0	0	0	1	0	0	0	0	strettu
crane	0	0	0	0	0	0	0	0	0	0	gru
cranium	0	0	0	0	0	0	0	0	0	0	craniu
crank	0	0	0	0	0	1	0	0	0	0	manivela
cranky	1	0	0	0	0	1	0	0	0	0	cranky
crap	0	0	1	0	0	1	0	0	0	0	merda
craps	0	1	0	0	0	0	0	0	0	0	craps
crash	0	0	0	1	0	1	0	1	1	0	crash
crate	0	0	0	0	0	0	0	0	0	0	cassa
crater	0	0	0	0	0	0	0	0	0	0	cratere
crave	0	1	0	0	0	0	0	0	0	0	brama
craving	0	1	0	0	0	0	0	0	0	0	brama
crawfish	0	0	0	0	0	0	0	0	0	0	aragosta
crawl	0	0	1	0	0	1	0	0	0	0	arrampicà
crayons	0	0	0	0	0	0	0	0	0	0	pastelli
craze	0	0	0	0	0	0	0	0	0	0	mania
crazed	1	0	0	1	0	1	0	0	0	0	pazza
crazy	1	0	0	1	0	1	0	1	0	0	pazza
creaking	0	0	0	0	0	1	0	0	0	0	scricchiola
cream	0	1	0	0	1	0	1	0	1	0	crema
creamer	0	0	0	0	0	0	0	0	0	0	crema
creamy	0	0	0	0	0	0	0	0	0	0	cremosa
crease	0	0	0	0	0	0	0	0	0	0	striscia
create	0	0	0	0	1	0	1	0	0	0	crià
creation	0	0	0	0	0	0	0	0	0	0	criazioni
creative	0	0	0	0	0	0	1	0	0	0	criativu
creator	0	0	0	0	0	0	0	0	0	0	criaturi
creature	0	0	1	1	0	1	0	0	0	0	criatura
credence	0	0	0	0	0	0	1	0	0	1	credenza
credential	0	0	0	0	0	0	1	0	0	1	credenziale
credentials	0	0	0	0	0	0	0	0	0	0	credenziali
credibility	0	0	0	0	0	0	1	0	0	1	credibilità
credible	0	0	0	0	0	0	1	0	0	1	credibile
credit	0	0	0	0	0	0	1	0	0	1	creditu
creditable	0	0	0	0	0	0	1	0	0	1	creditable
credited	0	0	0	0	0	0	1	0	0	0	creditu
crediting	0	0	0	0	0	0	0	0	0	0	creditu
creditor	0	0	0	0	0	0	0	0	0	0	creditore
creed	0	0	0	0	0	0	0	0	0	0	credo
creek	0	0	0	0	0	0	0	0	0	0	cala
creep	0	0	0	0	0	1	0	0	0	0	striscia
creeping	0	1	0	0	0	0	0	0	0	0	strisciante
cremation	0	0	0	0	0	0	0	1	0	0	cremazione
creole	0	0	0	0	0	0	0	0	0	0	criolu
crescendo	0	1	0	0	1	0	1	0	1	1	crescendo
crescent	0	0	0	0	0	0	0	0	0	0	crescente
crevice	0	0	0	0	0	0	0	0	0	0	fessura
crew	0	0	0	0	0	0	0	0	0	1	equipaggiu
crib	0	0	0	0	0	0	0	0	0	0	presepe
cricket	0	0	0	0	0	0	0	0	0	0	cricket
crime	1	0	0	0	0	1	0	0	0	0	crimine
criminal	1	0	1	1	0	1	0	0	0	0	criminali
criminality	1	0	1	1	0	1	0	0	0	0	criminalità
crimp	0	0	0	0	0	0	0	0	0	0	crimpare
crimson	0	0	0	0	0	0	0	0	0	0	crimson
cringe	0	0	1	1	0	1	0	1	0	0	cringe
cripple	0	0	0	1	0	1	0	1	0	0	storpi
crippled	0	0	0	0	0	1	0	1	0	0	storpi
crisis	0	0	0	0	0	1	0	0	0	0	crisa
crisp	0	0	0	0	0	1	0	0	0	1	croccante
criterion	0	0	0	0	0	0	0	0	0	0	criteriu
critic	0	0	0	0	0	1	0	0	0	0	criticu
criticism	1	0	0	0	0	1	0	1	0	0	critica
criticize	1	0	1	1	0	1	0	1	0	0	criticà
critique	0	0	0	0	0	0	1	0	0	0	critica
critter	0	0	1	0	0	0	0	0	0	0	crittera
croak	0	0	0	0	0	0	0	0	0	0	croccare
crock	0	0	0	0	0	0	0	0	0	0	croccante
crockery	0	0	0	0	0	0	0	0	0	0	stoviglie
crocodile	0	0	0	1	0	0	0	0	0	0	crocodile
croft	0	0	0	0	0	0	0	0	0	0	croft
crook	0	0	0	0	0	1	0	0	0	0	truffatore
crop	0	0	0	0	0	0	0	0	0	0	cultura
croquet	0	0	0	0	0	0	0	0	0	0	croquet
cross	1	0	0	1	0	1	0	1	0	0	croce
crossbow	0	0	0	0	0	0	0	0	0	0	balestra
crossed	0	0	0	0	0	0	0	0	0	0	cruciata
crossing	0	0	0	0	0	0	0	0	0	0	traversata
crotch	0	0	0	0	0	0	0	0	0	0	crotch
crouch	0	0	0	1	0	0	0	0	0	0	accuccià
crouched	0	0	0	0	0	0	0	0	0	0	accovacciato
crouching	0	0	0	1	0	1	0	0	0	0	accovacciata
croupier	0	0	0	0	0	0	0	0	0	0	croupier
crow	0	0	0	0	0	0	0	0	0	0	corbu
crowd	0	0	0	0	0	0	0	0	0	0	folla
crowded	0	0	0	0	0	0	0	0	0	0	affollatu
crown	0	0	0	0	0	0	0	0	0	0	corona
crowning	0	1	0	0	1	0	1	0	1	1	curonazione
crucial	0	0	0	0	0	0	1	0	0	1	cruciale
cruciate	0	0	0	0	0	1	0	0	0	0	cruciate
crucifix	0	0	0	0	0	0	0	0	0	0	crucifissu
crucifixion	1	0	1	1	0	1	0	1	0	0	crucifixion
crude	0	0	1	0	0	1	0	0	0	0	crudu
cruel	1	0	1	1	0	1	0	1	0	0	crudele
cruelly	1	0	0	1	0	1	0	0	0	0	crudelmente
cruelty	1	0	1	1	0	1	0	1	0	0	crudeltà
cruise	0	0	0	0	0	0	0	0	0	0	crociera
cruiser	0	0	0	0	0	0	0	0	0	0	cruiser
crumb	0	0	0	0	0	0	0	0	0	0	briciola
crumbling	0	0	0	0	0	1	0	1	0	0	sfracicà
crunch	1	0	0	0	0	1	0	0	0	0	crunch
crusade	1	0	0	1	0	1	0	0	0	0	cruciata
crush	0	0	0	0	0	0	0	0	0	0	schiacciare
crushed	1	0	1	1	0	1	0	1	0	0	schiacciatu
crushing	1	0	1	1	0	1	0	0	0	0	sfracicà
crust	0	0	0	0	0	0	0	0	0	0	crosta
crusty	0	0	1	0	0	1	0	0	0	0	crosta
crutch	0	0	0	0	0	0	0	0	0	0	crutch
crux	0	0	0	0	0	0	0	0	0	0	crux
cry	0	0	0	0	0	1	0	1	0	0	pienghje
crying	0	0	0	0	0	1	0	1	0	0	pienghjendu
crypt	0	0	0	1	0	1	0	1	0	0	cripta
cryptic	0	0	0	0	0	0	0	0	0	0	criptu
cryptography	0	0	0	0	0	0	0	0	0	0	criptografia
crystal	0	0	0	0	0	0	1	0	0	0	cristallu
crystalline	0	0	0	0	0	0	0	0	0	0	cristalline
crystallization	0	0	0	0	0	0	0	0	0	0	cristallizazione
cub	0	0	0	0	0	0	0	0	0	0	cucciolo
cube	0	0	0	0	0	0	0	0	0	1	cubu
cubicle	0	0	0	0	0	0	0	0	0	0	cubiculu
cuckold	0	0	1	0	0	1	0	0	0	0	cornutu
cuckoo	0	0	0	0	0	1	0	0	0	0	cuccu
cuddle	0	0	0	0	1	0	1	0	0	1	coccola
cue	0	1	0	0	0	0	0	0	0	0	cue
cuff	0	0	0	0	0	0	0	0	0	0	bracciale
cuisine	0	0	0	0	0	0	0	0	0	0	cucina
culinary	0	0	0	0	0	0	1	0	0	1	culinariu
cull	0	0	0	0	0	1	0	0	0	0	cull
culminate	0	0	0	0	0	0	0	0	0	0	culminà
culmination	0	0	0	0	0	0	1	0	0	0	culminazione
culpability	0	0	0	0	0	1	0	0	0	0	culpabilità
culpable	0	0	0	0	0	1	0	0	0	0	culpèvule
culprit	0	0	0	0	0	1	0	0	0	0	culpevule
cult	0	0	0	1	0	1	0	0	0	0	cultu
cultivate	0	1	0	0	0	0	1	0	0	1	cultivà
cultivated	0	0	0	0	0	0	1	0	0	0	cultivatu
cultivation	0	0	0	0	0	0	1	0	0	0	cultivazioni
culture	0	0	0	0	0	0	1	0	0	0	cultura
culvert	0	0	0	0	0	0	0	0	0	0	culvert
cumbersome	0	0	0	0	0	1	0	1	0	0	ingombrante
cumulus	0	0	0	0	0	0	0	0	0	0	cumulus
cunning	0	0	0	0	0	1	1	0	0	0	astuzia
cup	0	0	0	0	0	0	0	0	0	0	tazza
cupboard	0	0	0	0	0	0	0	0	0	0	armadiu
cupping	0	0	1	1	0	1	0	1	0	0	cupping
cur	1	0	1	1	0	1	0	0	0	0	cur
curable	0	0	0	0	0	0	1	0	0	1	curabile
curate	0	0	0	0	0	0	0	0	0	0	curatu
curative	0	0	0	0	0	0	0	0	0	0	curativa
curator	0	0	0	0	0	0	0	0	0	0	curatore
curb	0	0	0	0	0	0	0	0	0	0	curb
curd	0	0	0	0	0	0	0	0	0	0	cagliata
curfew	0	0	0	0	0	0	0	0	0	0	curfew
curiosity	0	1	0	0	0	0	1	0	1	0	curiosità
curl	0	0	0	0	0	0	1	0	0	0	curl
curling	0	0	0	0	0	0	0	0	0	0	curling
currency	0	0	0	0	0	0	0	0	0	0	munita
current	0	0	0	0	0	0	0	0	0	0	currente
curriculum	0	0	0	0	0	0	0	0	0	0	curriculum
curry	0	0	0	0	0	0	0	0	0	0	curry
