English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Thai Word
corridor	0	0	0	0	0	0	0	0	0	0	ทางเดิน
corroborate	0	0	0	0	0	0	1	0	0	1	ยืนยัน
corroboration	0	0	0	0	0	0	0	0	0	1	การยืนยัน
corrosion	0	0	0	0	0	1	0	0	0	0	การกัดกร่อน
corrosive	0	0	0	1	0	1	0	0	0	0	กัดกร่อน
corrupt	0	0	0	0	0	1	0	0	0	0	ทุจริต
corrupting	1	0	1	1	0	1	0	1	0	0	ทุจริต
corruption	0	0	1	0	0	1	0	0	0	0	คอรัปชั่น
corse	0	0	0	0	0	0	0	1	0	0	corse
corset	0	0	0	0	0	0	0	0	0	0	รัดตัว
cortex	0	0	0	0	0	0	0	0	0	0	เยื่อหุ้มสมอง
cortical	0	0	0	0	0	0	0	0	0	0	เยื่อหุ้มสมอง
corvette	0	0	0	0	0	0	0	0	0	0	เรือลาดตระเวน
cosmetic	0	0	0	0	0	0	0	0	0	0	เครื่องสำอาง
cosmetics	0	0	0	0	0	0	0	0	0	0	เครื่องสำอาง
cosmic	0	0	0	0	0	0	0	0	0	0	จักรวาล
cosmology	0	0	0	0	0	0	0	0	0	0	จักรวาลวิทยา
cosmopolitan	0	0	0	0	0	0	1	0	0	1	ความเป็นสากล
cosmos	0	0	0	0	0	0	0	0	0	0	จักรวาล
cost	0	0	0	0	0	0	0	0	0	0	ค่าใช้จ่าย
costly	0	0	0	0	0	0	0	0	0	0	ราคาแพง
costume	0	0	0	0	0	0	0	0	0	0	ชุดแต่งกาย
cosy	0	0	0	0	0	0	1	0	0	0	อบอุ่นสบาย
cot	0	0	0	0	0	0	0	0	0	0	เปล
cote	0	0	0	0	0	0	0	0	0	0	cote
cottage	0	0	0	0	0	0	0	0	0	0	กระท่อม
cotton	0	0	0	0	0	0	0	0	0	0	ฝ้าย
couch	0	0	0	0	0	0	0	1	0	0	โซฟา
cougar	0	0	0	0	0	0	0	0	0	0	เสือภูเขา
cough	0	0	1	0	0	1	0	0	0	0	ไอ
council	0	1	0	0	0	0	1	0	0	1	สภา
counsel	0	0	0	0	0	0	1	0	0	1	ที่ปรึกษา
counsellor	1	0	0	1	0	1	0	0	0	1	ที่ปรึกษา
counselor	0	0	0	0	0	0	1	0	0	1	ที่ปรึกษา
count	0	0	0	0	0	0	1	0	0	1	นับ
countdown	0	1	0	0	0	0	0	0	0	0	นับถอยหลัง
countenance	0	0	0	0	0	0	0	0	0	0	หน้าตา
counter	0	0	0	0	0	0	0	0	0	0	เคาน์เตอร์
counteract	0	0	0	0	0	0	0	0	0	0	ตอบโต้
counterbalance	0	0	0	0	0	0	0	0	0	0	ถ่วงดุล
counterclaim	0	0	0	0	0	0	0	0	0	0	โต้แย้ง
counterpart	0	0	0	0	0	0	0	0	0	0	คู่หู
countess	0	0	0	0	0	0	1	0	0	0	คุณหญิง
countless	0	0	0	0	0	0	0	0	0	0	นับไม่ถ้วน
country	0	0	0	0	0	0	0	0	0	0	ประเทศ
countryman	0	0	0	0	0	0	0	0	0	1	คนบ้านนอก
counts	0	0	0	0	0	0	0	0	0	0	นับ
county	0	0	0	0	0	0	0	0	0	1	เขต
coup	1	0	0	0	0	0	0	0	1	0	ทำรัฐประหาร
couple	0	0	0	0	0	0	0	0	0	0	คู่
coupled	0	0	0	0	0	0	0	0	0	0	ควบคู่
coupon	0	0	0	0	0	0	0	0	0	0	คูปอง
courage	0	0	0	0	0	0	1	0	0	0	ความกล้าหาญ
courageous	0	0	0	1	0	0	1	0	0	0	กล้าหาญ
courier	0	0	0	0	0	0	0	0	0	1	คนส่งของ
courses	0	0	0	0	0	0	0	0	0	0	หลักสูตร
coursing	0	0	0	0	0	1	0	0	0	0	ลู่วิ่ง
court	1	1	0	1	0	0	0	0	0	0	สนาม
courteous	0	0	0	0	0	0	1	0	0	0	สุภาพ
courtesy	0	0	0	0	0	0	1	0	0	0	มารยาท
courthouse	0	0	0	0	0	0	0	0	0	0	ศาล
courts	0	0	0	0	0	0	0	0	0	0	ศาล
courtship	0	1	0	0	1	0	1	0	0	1	การเกี้ยวพาราสี
courtyard	0	0	0	0	0	0	0	0	0	0	ลาน
cove	0	1	1	1	1	0	1	0	0	0	อ่าว
covenant	0	0	0	0	0	0	1	0	0	1	พันธสัญญา
cover	0	0	0	0	0	0	0	0	0	1	ปิดบัง
covered	0	0	0	0	0	0	0	0	0	0	ครอบคลุม
covering	0	0	0	0	0	0	0	0	0	0	ครอบคลุม
covert	0	0	0	0	0	0	0	0	0	0	แอบแฝง
covet	0	0	0	0	0	1	0	0	0	0	โลภ
cow	0	0	0	0	0	0	0	0	0	0	วัว
coward	0	0	1	1	0	1	0	1	0	0	คนขี้ขลาด
cowardice	0	0	0	1	0	1	0	0	0	0	ความขี้ขลาด
cowardly	0	0	0	1	0	1	0	0	0	0	ขี้ขลาด
cowboy	0	0	0	0	0	0	0	0	0	0	คาวบอย
cowhide	0	0	0	0	0	0	0	0	0	0	หนังวัว
cowl	0	0	0	0	0	0	0	0	0	0	ฝาครอบ
coworker	0	0	0	0	0	0	0	0	0	0	เพื่อนร่วมงาน
coy	0	0	0	1	0	0	0	0	0	0	อาย
coyote	0	0	0	1	0	0	0	0	0	0	โคโยตี้
crab	0	0	0	0	0	0	0	0	0	0	ปู
crabby	1	0	0	0	0	1	0	0	0	0	ปูเป้
crack	0	0	0	0	0	1	0	0	0	0	แตก
cracked	1	0	0	1	0	1	0	0	0	0	แตก
cracker	0	0	0	0	0	0	0	0	0	0	แครกเกอร์
cracking	0	0	0	0	0	1	0	0	0	0	แตก
crackle	0	0	0	0	0	0	0	0	0	0	เสียงแตก
cradle	0	1	0	0	1	0	1	0	0	1	เปล
craft	0	0	0	0	0	0	1	0	0	0	งานฝีมือ
craftsman	0	0	0	0	0	0	1	0	0	0	ช่างฝีมือ
crafty	0	0	0	0	0	0	0	0	0	0	เจ้าเล่ห์
craig	0	0	0	0	0	0	0	0	0	0	เครก
crammed	0	0	0	0	0	0	0	0	0	0	หนาตา
cramp	0	1	0	0	0	1	0	0	0	0	ตะคริว
cramped	0	0	0	0	0	1	0	0	0	0	คับแคบ
crane	0	0	0	0	0	0	0	0	0	0	ปั้นจั่น
cranium	0	0	0	0	0	0	0	0	0	0	กะโหลก
crank	0	0	0	0	0	1	0	0	0	0	ข้อเหวี่ยง
cranky	1	0	0	0	0	1	0	0	0	0	บ้าๆบอๆ
crap	0	0	1	0	0	1	0	0	0	0	อึ
craps	0	1	0	0	0	0	0	0	0	0	แครปส์
crash	0	0	0	1	0	1	0	1	1	0	ชน
crate	0	0	0	0	0	0	0	0	0	0	ลัง
crater	0	0	0	0	0	0	0	0	0	0	ปล่องภูเขาไฟ
crave	0	1	0	0	0	0	0	0	0	0	กระหาย
craving	0	1	0	0	0	0	0	0	0	0	ความอยาก
crawfish	0	0	0	0	0	0	0	0	0	0	กุ้งน้ำจืด
crawl	0	0	1	0	0	1	0	0	0	0	คลาน
crayons	0	0	0	0	0	0	0	0	0	0	ดินสอสี
craze	0	0	0	0	0	0	0	0	0	0	ความบ้าคลั่ง
crazed	1	0	0	1	0	1	0	0	0	0	บ้า
crazy	1	0	0	1	0	1	0	1	0	0	คลั่งไคล้
creaking	0	0	0	0	0	1	0	0	0	0	ลั่นดังเอี๊ยด
cream	0	1	0	0	1	0	1	0	1	0	ครีม
creamer	0	0	0	0	0	0	0	0	0	0	ครีมเทียม
creamy	0	0	0	0	0	0	0	0	0	0	ครีม
crease	0	0	0	0	0	0	0	0	0	0	รอยพับ
create	0	0	0	0	1	0	1	0	0	0	สร้าง
creation	0	0	0	0	0	0	0	0	0	0	การสร้าง
creative	0	0	0	0	0	0	1	0	0	0	ความคิดสร้างสรรค์
creator	0	0	0	0	0	0	0	0	0	0	ผู้สร้าง
creature	0	0	1	1	0	1	0	0	0	0	สิ่งมีชีวิต
credence	0	0	0	0	0	0	1	0	0	1	ความเชื่อถือ
credential	0	0	0	0	0	0	1	0	0	1	หนังสือรับรอง
credentials	0	0	0	0	0	0	0	0	0	0	ข้อมูลประจำตัว
credibility	0	0	0	0	0	0	1	0	0	1	ความน่าเชื่อถือ
credible	0	0	0	0	0	0	1	0	0	1	น่าเชื่อถือ
credit	0	0	0	0	0	0	1	0	0	1	เครดิต
creditable	0	0	0	0	0	0	1	0	0	1	น่าเชื่อถือ
credited	0	0	0	0	0	0	1	0	0	0	เครดิต
crediting	0	0	0	0	0	0	0	0	0	0	เครดิต
creditor	0	0	0	0	0	0	0	0	0	0	เจ้าหนี้
creed	0	0	0	0	0	0	0	0	0	0	ลัทธิ
creek	0	0	0	0	0	0	0	0	0	0	ลำธาร
creep	0	0	0	0	0	1	0	0	0	0	คืบคลาน
creeping	0	1	0	0	0	0	0	0	0	0	กำลังคืบคลาน
cremation	0	0	0	0	0	0	0	1	0	0	เผาศพ
creole	0	0	0	0	0	0	0	0	0	0	ครีโอล
crescendo	0	1	0	0	1	0	1	0	1	1	เครสเซนโด
crescent	0	0	0	0	0	0	0	0	0	0	พระจันทร์เสี้ยว
crevice	0	0	0	0	0	0	0	0	0	0	รอยแยก
crew	0	0	0	0	0	0	0	0	0	1	ลูกทีม
crib	0	0	0	0	0	0	0	0	0	0	เปล
cricket	0	0	0	0	0	0	0	0	0	0	คริกเก็ต
crime	1	0	0	0	0	1	0	0	0	0	อาชญากรรม
criminal	1	0	1	1	0	1	0	0	0	0	อาชญากร
criminality	1	0	1	1	0	1	0	0	0	0	ความผิดทางอาญา
crimp	0	0	0	0	0	0	0	0	0	0	จีบ
crimson	0	0	0	0	0	0	0	0	0	0	สีแดงเข้ม
cringe	0	0	1	1	0	1	0	1	0	0	หดหนี
cripple	0	0	0	1	0	1	0	1	0	0	คนพิการ
crippled	0	0	0	0	0	1	0	1	0	0	พิการ
crisis	0	0	0	0	0	1	0	0	0	0	วิกฤติ
crisp	0	0	0	0	0	1	0	0	0	1	กรอบ
criterion	0	0	0	0	0	0	0	0	0	0	เกณฑ์
critic	0	0	0	0	0	1	0	0	0	0	นักวิจารณ์
criticism	1	0	0	0	0	1	0	1	0	0	วิจารณ์
criticize	1	0	1	1	0	1	0	1	0	0	วิจารณ์
critique	0	0	0	0	0	0	1	0	0	0	วิจารณ์
critter	0	0	1	0	0	0	0	0	0	0	critter
croak	0	0	0	0	0	0	0	0	0	0	บ่น
crock	0	0	0	0	0	0	0	0	0	0	หม้อ
crockery	0	0	0	0	0	0	0	0	0	0	เครื่องถ้วยชาม
crocodile	0	0	0	1	0	0	0	0	0	0	จระเข้
croft	0	0	0	0	0	0	0	0	0	0	ครอฟต์
crook	0	0	0	0	0	1	0	0	0	0	ข้อพับ
crop	0	0	0	0	0	0	0	0	0	0	พืชผล
croquet	0	0	0	0	0	0	0	0	0	0	โครเก้
cross	1	0	0	1	0	1	0	1	0	0	ข้าม
crossbow	0	0	0	0	0	0	0	0	0	0	หน้าไม้
crossed	0	0	0	0	0	0	0	0	0	0	ข้าม
crossing	0	0	0	0	0	0	0	0	0	0	ข้าม
crotch	0	0	0	0	0	0	0	0	0	0	เป้า
crouch	0	0	0	1	0	0	0	0	0	0	หมอบ
crouched	0	0	0	0	0	0	0	0	0	0	หมอบ
crouching	0	0	0	1	0	1	0	0	0	0	หมอบ
croupier	0	0	0	0	0	0	0	0	0	0	เจ้ามือการพนัน
crow	0	0	0	0	0	0	0	0	0	0	อีกา
crowd	0	0	0	0	0	0	0	0	0	0	ฝูงชน
crowded	0	0	0	0	0	0	0	0	0	0	แออัด
crown	0	0	0	0	0	0	0	0	0	0	มงกุฎ
crowning	0	1	0	0	1	0	1	0	1	1	สวมมงกุฎ
crucial	0	0	0	0	0	0	1	0	0	1	สำคัญ
cruciate	0	0	0	0	0	1	0	0	0	0	ไม้กางเขน
crucifix	0	0	0	0	0	0	0	0	0	0	ไม้กางเขน
crucifixion	1	0	1	1	0	1	0	1	0	0	การตรึงกางเขน
crude	0	0	1	0	0	1	0	0	0	0	หยาบ
cruel	1	0	1	1	0	1	0	1	0	0	โหดร้าย
cruelly	1	0	0	1	0	1	0	0	0	0	โหดร้าย
cruelty	1	0	1	1	0	1	0	1	0	0	ความโหดร้าย
cruise	0	0	0	0	0	0	0	0	0	0	ล่องเรือ
cruiser	0	0	0	0	0	0	0	0	0	0	เรือลาดตระเวน
crumb	0	0	0	0	0	0	0	0	0	0	เศษ
crumbling	0	0	0	0	0	1	0	1	0	0	บี้
crunch	1	0	0	0	0	1	0	0	0	0	กระทืบ
crusade	1	0	0	1	0	1	0	0	0	0	สงครามครูเสด
crush	0	0	0	0	0	0	0	0	0	0	บดขยี้
crushed	1	0	1	1	0	1	0	1	0	0	บดขยี้
crushing	1	0	1	1	0	1	0	0	0	0	บด
crust	0	0	0	0	0	0	0	0	0	0	เปลือก
crusty	0	0	1	0	0	1	0	0	0	0	ดื้อ
crutch	0	0	0	0	0	0	0	0	0	0	ไม้ค้ำยัน
crux	0	0	0	0	0	0	0	0	0	0	crux
cry	0	0	0	0	0	1	0	1	0	0	ร้องไห้
crying	0	0	0	0	0	1	0	1	0	0	ร้องไห้
crypt	0	0	0	1	0	1	0	1	0	0	ห้องใต้ดิน
cryptic	0	0	0	0	0	0	0	0	0	0	คลุมเครือ
cryptography	0	0	0	0	0	0	0	0	0	0	การเข้ารหัส
crystal	0	0	0	0	0	0	1	0	0	0	คริสตัล
crystalline	0	0	0	0	0	0	0	0	0	0	ผลึก
crystallization	0	0	0	0	0	0	0	0	0	0	การตกผลึก
cub	0	0	0	0	0	0	0	0	0	0	ลูก
cube	0	0	0	0	0	0	0	0	0	1	ลูกบาศก์
cubicle	0	0	0	0	0	0	0	0	0	0	กุฏิ
cuckold	0	0	1	0	0	1	0	0	0	0	สามีซึ่งภรรยามีชู้
cuckoo	0	0	0	0	0	1	0	0	0	0	นกกาเหว่า
cuddle	0	0	0	0	1	0	1	0	0	1	กอด
cue	0	1	0	0	0	0	0	0	0	0	คิว
cuff	0	0	0	0	0	0	0	0	0	0	ข้อมือ
cuisine	0	0	0	0	0	0	0	0	0	0	อาหาร
culinary	0	0	0	0	0	0	1	0	0	1	การทำอาหาร
cull	0	0	0	0	0	1	0	0	0	0	คัด
culminate	0	0	0	0	0	0	0	0	0	0	จุดสุดยอด
culmination	0	0	0	0	0	0	1	0	0	0	สุดยอด
culpability	0	0	0	0	0	1	0	0	0	0	ความผิด
culpable	0	0	0	0	0	1	0	0	0	0	น่าตำหนิ
culprit	0	0	0	0	0	1	0	0	0	0	ผู้ร้าย
cult	0	0	0	1	0	1	0	0	0	0	ลัทธิ
cultivate	0	1	0	0	0	0	1	0	0	1	ปลูกฝัง
cultivated	0	0	0	0	0	0	1	0	0	0	เพาะปลูก
cultivation	0	0	0	0	0	0	1	0	0	0	การเพาะปลูก
culture	0	0	0	0	0	0	1	0	0	0	วัฒนธรรม
culvert	0	0	0	0	0	0	0	0	0	0	ท่อระบายน้ำ
cumbersome	0	0	0	0	0	1	0	1	0	0	ยุ่งยาก
cumulus	0	0	0	0	0	0	0	0	0	0	คิวมูลัส
cunning	0	0	0	0	0	1	1	0	0	0	เจ้าเล่ห์
cup	0	0	0	0	0	0	0	0	0	0	ถ้วย
cupboard	0	0	0	0	0	0	0	0	0	0	ตู้
cupping	0	0	1	1	0	1	0	1	0	0	ป้อง
cur	1	0	1	1	0	1	0	0	0	0	cur
curable	0	0	0	0	0	0	1	0	0	1	รักษาได้
curate	0	0	0	0	0	0	0	0	0	0	ภัณฑารักษ์
curative	0	0	0	0	0	0	0	0	0	0	การรักษา
curator	0	0	0	0	0	0	0	0	0	0	ภัณฑารักษ์
curb	0	0	0	0	0	0	0	0	0	0	ขอบถนน
curd	0	0	0	0	0	0	0	0	0	0	นมเปรี้ยว
curfew	0	0	0	0	0	0	0	0	0	0	เคอร์ฟิว
curiosity	0	1	0	0	0	0	1	0	1	0	ความอยากรู้
curl	0	0	0	0	0	0	1	0	0	0	curl
curling	0	0	0	0	0	0	0	0	0	0	การดัดผม
currency	0	0	0	0	0	0	0	0	0	0	สกุลเงิน
current	0	0	0	0	0	0	0	0	0	0	หมุนเวียน
curriculum	0	0	0	0	0	0	0	0	0	0	หลักสูตร
curry	0	0	0	0	0	0	0	0	0	0	แกง
curse	1	0	1	1	0	1	0	1	0	0	คำสาป
cursed	1	0	0	1	0	1	0	1	0	0	สาปแช่ง
cursing	1	0	1	0	0	1	0	0	0	0	สาปแช่ง
cursory	0	0	0	0	0	1	0	0	0	0	คร่าวๆ
curt	0	0	0	0	0	0	0	0	0	0	ห้วน
curtail	0	0	0	0	0	0	0	0	0	0	ตัดทอน
curtailment	0	0	0	0	0	0	0	0	0	0	การลดทอน
curtain	0	0	0	0	0	0	0	0	0	0	ม่าน
curvature	0	0	0	0	0	0	0	0	0	0	ความโค้ง
curve	0	0	0	0	0	0	0	0	0	0	เส้นโค้ง
curved	0	0	0	0	0	0	0	0	0	0	โค้ง
curvilinear	0	0	0	0	0	0	0	0	0	0	เส้นโค้ง
cushion	0	0	0	0	0	0	1	0	0	0	เบาะ
cusp	0	0	0	0	0	0	0	0	0	0	cusp
cussed	1	0	0	0	0	0	0	0	0	0	สบถ
custodian	0	0	0	0	0	0	0	0	0	1	ผู้ดูแล
custody	0	0	0	0	0	0	0	0	0	1	การดูแล
custom	0	0	0	0	0	0	0	0	0	0	กำหนดเอง
customary	0	0	0	0	0	0	0	0	0	0	ธรรมเนียม
customer	0	0	0	0	0	0	1	0	0	0	ลูกค้า
cut	0	0	0	0	0	0	0	0	0	0	ตัด
cutaneous	0	0	0	0	0	0	0	0	0	0	ผิวหนัง
cute	0	0	0	0	0	0	1	0	0	0	น่ารัก
cuticle	0	0	0	0	0	0	0	0	0	0	หนังกำพร้า
cutlery	0	0	0	0	0	0	0	0	0	0	มีด
cutter	0	0	0	1	0	1	0	0	0	0	เครื่องตัด
cutters	0	0	0	0	0	0	1	0	0	0	เครื่องตัด
cutthroat	1	0	0	1	0	1	0	0	0	0	ฆาตกร
cutting	1	0	1	1	0	1	0	1	0	0	ตัด
cuttings	0	0	0	0	0	0	0	0	0	0	การตัด
cwt	0	0	0	0	0	0	0	0	0	0	cwt
cyanide	0	0	0	1	0	1	0	0	0	0	ไซยาไนด์
cycle	0	0	0	0	0	0	0	0	0	0	วงจร
cyclical	0	0	0	0	0	0	0	0	0	0	วัฏจักร
cyclist	0	0	0	0	0	0	0	0	0	0	นักปั่นจักรยาน
cyclone	0	0	0	1	0	1	0	0	1	0	พายุไซโคลน
cylinder	0	0	0	0	0	0	0	0	0	0	กระบอก
cylindrical	0	0	0	0	0	0	0	0	0	0	ทรงกระบอก
cymbal	0	0	0	0	0	0	0	0	0	0	ฉาบ
cynic	0	0	0	0	0	0	0	0	0	0	ถากถาง
cyst	0	0	0	1	0	1	0	1	0	0	ถุง
cystic	0	0	1	0	0	0	0	0	0	0	ซิสติก
cytomegalovirus	0	0	0	0	0	1	0	1	0	0	ไซโตเมกาโลไวรัส
cytoplasm	0	0	0	0	0	0	0	0	0	0	ไซโตพลาสซึม
czar	0	0	0	0	0	0	0	0	0	0	พระเจ้าซาร์
dab	0	0	0	0	0	0	0	0	0	0	ตบเบา ๆ
dabble	0	0	0	0	0	0	0	0	0	0	ตะลุย
dabbling	1	0	1	0	0	1	0	0	0	0	เล่นน้ำ
dad	0	0	0	0	0	0	0	0	0	0	พ่อ
dado	0	0	0	0	0	0	0	0	0	0	ดาโด
daemon	1	0	1	1	0	1	0	1	1	0	ภูต
daft	0	0	1	0	0	1	0	0	0	0	daft
dagger	0	0	0	1	0	1	0	0	0	0	กริช
daily	0	1	0	0	0	0	0	0	0	0	รายวัน
dainty	0	0	0	0	0	0	0	0	0	0	โอชะ
dairy	0	0	0	0	0	0	0	0	0	0	นม
dak	0	0	0	0	0	0	0	0	0	0	ดัก
dale	0	0	0	0	0	0	0	0	0	0	เดล
dam	0	0	0	0	0	0	0	0	0	0	เขื่อน
damage	1	0	1	0	0	1	0	1	0	0	ความเสียหาย
damages	0	0	0	0	0	1	0	1	0	0	ความเสียหาย
dame	1	0	1	0	0	0	1	0	0	1	นาง
damn	1	0	1	0	0	1	0	0	0	0	สาปแช่ง
damnation	1	0	0	1	0	1	0	1	0	0	สาปแช่ง
damned	0	0	0	0	0	1	0	0	0	0	ถูกสาป
damp	0	0	0	0	0	0	0	0	0	0	ชื้น
dampened	0	0	0	0	0	0	0	0	0	0	ชุบ
damper	0	0	0	0	0	1	0	0	0	0	แดมเปอร์
damsel	0	0	0	0	0	0	0	0	0	0	หญิงสาว
dance	0	0	0	0	1	0	1	0	0	1	เต้นรำ
dancer	0	0	0	0	0	0	0	0	0	0	นักเต้น
dandruff	0	0	0	0	0	1	0	0	0	0	รังแค
dandy	0	0	1	0	0	1	0	0	0	0	สำรวย
danger	0	0	0	1	0	1	0	1	0	0	อันตราย
dangerous	0	0	0	1	0	1	0	0	0	0	อันตราย
dangle	0	0	0	0	0	0	0	0	0	0	ห้อย
dank	0	0	1	0	0	0	0	0	0	0	dank
dapper	0	0	0	0	0	0	0	0	0	0	เจ้าชู้
dare	0	1	0	0	0	0	0	0	0	1	กล้า
daring	0	0	0	0	0	0	1	0	0	0	กล้าหาญ
dark	0	0	0	0	0	0	0	1	0	0	มืด
darken	0	0	0	1	0	1	0	1	0	0	ทำให้มืดลง
darkened	0	0	0	1	0	1	0	1	0	0	มืดลง
darkly	0	0	0	0	0	0	0	0	0	0	มืดมน
darkness	1	0	0	1	0	1	0	1	0	0	ความมืด
darling	0	0	0	0	1	0	1	0	0	1	ที่รัก
darn	0	0	0	0	0	0	0	0	0	0	สาปแช่ง
dart	0	0	0	1	0	0	0	0	0	0	โผ
dash	0	0	0	0	0	0	0	0	0	0	รีบ
dashboard	0	0	0	0	0	0	0	0	0	0	แผงควบคุม
dashed	1	0	0	1	0	1	0	1	0	0	ประ
dashing	0	0	0	0	0	0	1	0	0	0	ห้าวหาญ
dastardly	1	0	1	1	0	1	0	0	0	0	ขี้ขลาด
data	0	0	0	0	0	0	0	0	0	0	ข้อมูล
database	0	0	0	0	0	0	0	0	0	0	ฐานข้อมูล
date	0	0	0	0	0	0	0	0	0	0	วันที่
daughter	0	0	0	0	1	0	1	0	0	0	ลูกสาว
dawn	0	1	0	0	1	0	1	0	1	1	รุ่งอรุณ
day	0	0	0	0	0	0	0	0	0	0	วัน
daybreak	0	0	0	0	0	0	0	0	0	0	รุ่งสาง
daydreaming	0	0	0	0	0	0	0	0	0	0	ฝันกลางวัน
daze	0	0	0	0	0	0	0	0	0	0	งุนงง
dazed	0	0	0	0	0	1	0	0	0	0	มึนงง
dazzling	0	0	0	0	0	0	0	0	0	0	พราว
deacon	0	0	0	0	0	0	0	0	0	1	สังฆานุกร
deactivate	0	0	0	0	0	1	0	0	0	0	ปิดการใช้งาน
deadlock	0	0	0	0	0	1	0	0	0	0	การหยุดชะงัก
deadly	1	0	1	1	0	1	0	1	0	0	ถึงตาย
deafening	0	0	0	0	0	0	0	0	0	0	อึกทึก
deafness	0	0	0	0	0	0	0	0	0	0	หูหนวก
deal	0	1	0	0	1	0	1	0	1	1	ข้อเสนอ
dealer	0	0	0	0	0	0	0	0	0	0	ตัวแทนจำหน่าย
dealing	0	0	0	0	0	0	0	0	0	0	การซื้อขาย
dealings	0	0	0	0	0	0	0	0	0	1	การติดต่อ
dean	0	0	0	0	0	0	0	0	0	0	คณบดี
dear	0	0	0	0	0	0	1	0	0	0	ที่รัก
dearth	0	0	0	0	0	0	0	0	0	0	ความขาดแคลน
death	1	1	1	1	0	1	0	1	1	0	ความตาย
debacle	0	0	0	1	0	1	0	1	0	0	พังทลาย
debatable	0	0	0	0	0	0	0	0	0	0	เป็นที่ถกเถียงกัน
debate	0	0	0	0	0	0	1	0	0	0	อภิปราย
debauchery	0	0	1	1	0	1	0	0	0	0	มึนเมา
debenture	0	1	0	0	0	0	0	0	0	0	หุ้นกู้
debit	0	0	0	0	0	0	0	0	0	0	เดบิต
debris	0	0	1	0	0	1	0	0	0	0	เศษซาก
debt	0	0	0	0	0	1	0	1	0	0	หนี้
debtor	0	0	0	0	0	1	0	0	0	0	ลูกหนี้
debut	0	0	0	0	0	0	0	0	0	0	เปิดตัว
decade	0	0	0	0	0	0	0	0	0	0	ทศวรรษ
decanter	0	0	0	0	0	0	0	0	0	0	ขวดเหล้า
decay	0	0	0	1	0	1	0	1	0	0	ผุ
decayed	0	0	1	0	0	1	0	1	0	0	เน่าเปื่อย
deceased	0	0	0	0	0	1	0	1	0	0	ตาย
deceit	1	0	1	1	0	1	0	1	1	0	หลอกลวง
deceitful	0	0	1	0	0	1	0	1	0	0	หลอกลวง
deceive	1	0	1	0	0	1	0	1	0	0	หลอกลวง
deceived	1	0	0	0	0	1	0	0	0	0	ถูกหลอก
deceiving	0	0	0	0	0	1	0	0	0	1	หลอกลวง
decency	0	0	0	0	0	0	1	0	0	0	ความเหมาะสม
decent	0	0	0	0	0	0	1	0	0	0	เหมาะสม
deception	0	0	0	0	0	1	0	0	0	0	การหลอกลวง
deceptive	0	0	0	0	0	1	0	0	0	0	หลอกลวง
decidedly	0	0	0	0	0	0	0	0	0	0	เด็ดขาด
deciduous	0	0	0	0	0	0	0	0	0	0	ผลัดใบ
decimal	0	0	0	0	0	0	0	0	0	0	ทศนิยม
decipher	0	0	0	0	0	0	0	0	0	0	ถอดรหัส
decision	0	0	0	0	0	0	0	0	0	0	การตัดสินใจ
decisive	0	0	0	0	0	0	0	0	0	0	เด็ดขาด
deck	0	0	0	0	0	0	0	0	0	0	ดาดฟ้า
declaration	0	0	0	0	0	0	0	0	0	0	ประกาศ
declaratory	0	0	0	0	0	0	1	0	0	0	ประกาศ
declare	0	0	0	0	0	0	0	0	0	0	ประกาศ
declination	0	0	0	0	0	1	0	0	0	0	การปฏิเสธ
decline	0	0	0	0	0	1	0	0	0	0	ปฏิเสธ
declining	0	0	0	0	0	1	0	0	0	0	การลดลงของ
decompose	0	0	1	0	0	0	0	0	0	0	ย่อยสลาย
decomposed	0	0	0	0	0	0	0	1	0	0	ย่อยสลาย
decomposition	0	0	1	1	0	1	0	1	0	0	การสลายตัว
decorate	0	0	0	0	0	0	0	0	0	0	ตกแต่ง
decoration	0	0	0	0	0	0	0	0	0	0	การตกแต่ง
decorum	0	0	0	0	0	0	0	0	0	0	การตกแต่ง
decoy	0	0	0	0	0	0	0	0	1	0	ล่อ
decrease	0	0	0	0	0	1	0	0	0	0	ลด
decreased	0	0	0	0	0	0	0	0	0	0	ลดลง
decreasing	0	0	0	0	0	0	0	0	0	0	ลดลง
decree	0	0	0	0	0	0	0	0	0	0	พระราชกฤษฎีกา
decrement	0	0	0	0	0	1	0	0	0	0	ลดลง
decrepit	0	0	0	0	0	1	0	0	0	0	เสื่อมโทรม
decry	1	0	0	0	0	1	0	0	0	0	ประณาม
dedication	0	0	0	0	0	0	1	0	0	0	ทุ่มเท
deduce	0	0	0	0	0	0	0	0	0	0	อนุมาน
deduct	0	0	0	0	0	1	0	0	0	0	หัก
deduction	0	0	0	0	0	0	0	0	0	0	การหักเงิน
deed	0	0	0	0	0	0	0	0	0	1	โฉนด
deepen	0	0	0	0	0	0	0	0	0	0	ลึกขึ้น
deer	0	0	0	0	0	0	0	0	0	0	กวาง
defamation	0	0	1	1	0	1	0	0	0	0	หมิ่นประมาท
defamatory	1	0	0	0	0	1	0	0	0	0	หมิ่นประมาท
default	0	0	1	1	0	1	0	1	0	0	ค่าเริ่มต้น
defeat	0	0	0	0	0	1	0	0	0	0	ความพ่ายแพ้
defeated	0	0	0	0	0	1	0	1	0	0	พ่ายแพ้
defect	1	0	0	0	0	1	0	0	0	0	ข้อบกพร่อง
defection	0	0	0	1	0	1	0	0	0	0	การละทิ้ง
