English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Lithuanian Word
blackmail	1	0	0	1	0	1	0	0	0	0	šantažas
blackness	0	0	0	1	0	1	0	1	0	0	juodumas
blacksmith	0	0	0	0	0	0	0	0	0	0	kalvis
bladder	0	0	0	0	0	0	0	0	0	0	šlapimo pūslė
blade	0	0	0	0	0	0	0	0	0	0	ašmenys
blame	1	0	1	0	0	1	0	0	0	0	kaltinti
blameless	0	0	0	0	0	0	1	0	0	0	be priekaištų
bland	0	0	0	0	0	1	0	0	0	0	nuobodus
blank	0	0	0	0	0	0	0	0	0	0	tuščias
blanket	0	0	0	0	0	0	0	0	0	1	antklodė
blasphemous	1	0	1	0	0	1	0	0	0	0	šventvagiška
blasphemy	1	0	0	0	0	1	0	0	0	0	šventvagystė
blast	1	0	0	1	0	1	0	0	1	0	sprogimas
blatant	1	0	1	0	0	1	0	0	0	0	akiplėšiškas
blather	0	0	0	0	0	1	0	0	0	0	plepėti
blaze	1	0	0	0	0	1	0	0	0	0	liepsna
blazing	0	0	0	0	0	0	0	0	0	0	liepsnojantis
bleach	0	0	0	0	0	0	0	0	0	0	baliklis
bleak	0	0	0	0	0	1	0	1	0	0	niūrus
bleeding	0	0	1	1	0	1	0	1	0	0	kraujavimas
blemish	1	0	1	1	0	1	0	1	0	0	dėmė
blend	0	0	0	0	0	0	0	0	0	0	sumaišyti
blending	0	0	0	0	0	0	0	0	0	0	maišymas
bless	0	1	0	0	1	0	1	0	0	1	palaimink
blessed	0	0	0	0	1	0	1	0	0	0	palaimintas
blessing	0	1	0	0	1	0	1	0	0	1	palaiminimas
blessings	0	1	0	0	1	0	1	0	1	1	palaiminimai
blight	0	0	1	1	0	1	0	1	0	0	maras
blighted	0	0	1	0	0	1	0	1	0	0	sugedęs
blinded	0	0	0	0	0	1	0	0	0	0	apakęs
blindfold	0	1	0	1	0	0	0	0	1	0	užrištomis akimis
blindfolded	0	0	0	0	0	0	0	0	0	0	užrištomis akimis
blindly	0	0	0	0	0	1	0	1	0	0	aklai
blindness	0	0	0	0	0	1	0	1	0	0	aklumas
blink	0	0	0	0	0	0	0	0	0	0	mirksėti
bliss	0	0	0	0	1	0	1	0	0	0	palaima
blissful	0	0	0	0	1	0	1	0	0	0	palaimingas
blister	0	0	1	0	0	1	0	0	0	0	pūslelė
blitz	0	0	0	0	0	0	0	0	1	0	Blitz
blizzard	0	0	0	0	0	0	0	0	0	0	pūga
bloated	0	0	1	0	0	1	0	0	0	0	išsipūtęs
blob	0	0	1	1	0	1	0	0	0	0	dėmė
block	0	0	0	0	0	0	0	0	0	0	blokas
blockade	1	0	0	1	0	1	0	1	0	0	blokada
blond	0	0	0	0	0	0	0	0	0	0	šviesiaplaukė
blood	0	0	0	0	0	0	0	0	0	0	kraujo
bloodhound	0	0	0	0	0	0	0	0	0	0	kraujo šuo
bloodless	0	0	0	0	0	0	1	0	0	0	be kraujo
bloodshed	1	0	1	1	0	1	0	1	1	0	kraujo praliejimas
bloodthirsty	1	0	1	1	0	1	0	0	0	0	kraujo ištroškęs
bloody	1	0	1	1	0	1	0	1	0	0	kruvinas
bloom	0	1	0	0	1	0	1	0	0	1	žydėti
blossom	0	0	0	0	1	0	1	0	0	0	žiedas
blot	0	0	0	0	0	1	0	0	0	0	dėmė
blouse	0	0	0	0	0	0	0	0	0	0	palaidinė
blower	0	0	0	0	0	1	0	0	0	0	pūstuvas
blowing	0	0	0	0	0	0	0	0	0	0	pučiantis
blown	0	0	0	0	0	0	0	0	0	0	prapūsti
blowout	0	0	0	0	0	1	0	0	0	0	išpūtimas
blue	0	0	0	0	0	0	0	1	0	0	mėlyna
blues	0	0	0	1	0	1	0	1	0	0	bliuzas
bluff	0	0	0	0	0	1	0	0	0	0	blefas
bluish	0	0	0	0	0	0	0	0	0	0	melsva
blunder	0	0	1	0	0	1	0	1	0	0	klaidą
blunt	0	0	0	0	0	0	0	0	0	0	bukas
blur	0	0	0	0	0	1	0	0	0	0	sulieti
blurred	0	0	0	0	0	1	0	0	0	0	neryškus
blush	0	0	0	0	0	1	0	0	0	0	skaistalai
blushing	0	0	0	0	0	0	0	0	0	0	paraudęs
boa	0	0	0	0	0	0	0	0	0	0	boa
boar	0	0	0	0	0	0	0	0	0	0	šernas
board	0	1	0	0	0	0	0	0	0	0	lenta
boarder	0	0	0	0	0	0	0	0	0	0	sienininkas
boarding	0	0	0	0	0	0	0	0	0	0	įlaipinimas
boards	0	0	0	0	0	0	0	0	0	0	lentos
boast	0	0	0	0	0	1	1	0	0	0	pasigirti
boasting	0	0	0	0	0	1	0	0	0	0	pasigyrimas
boat	0	0	0	0	0	0	0	0	0	0	valtis
boating	0	0	0	0	0	0	0	0	0	0	plaukiojimas valtimis
bobbin	0	0	0	0	0	0	0	0	0	0	ritė
bode	0	0	0	0	0	0	0	0	0	0	bode
bodice	0	0	0	0	0	0	0	0	0	0	liemenėlis
bodily	0	0	0	0	0	0	0	0	0	0	kūno
body	0	0	0	0	0	0	0	0	0	0	kūnas
bodyguard	0	0	0	0	0	0	1	0	0	1	asmens sargybinis
bog	0	0	0	0	0	1	0	0	0	0	pelkė
bogus	1	0	1	0	0	1	0	0	0	0	netikras
boil	0	0	1	0	0	1	0	0	0	0	virti
boiler	0	0	0	0	0	0	0	0	0	0	katilas
boilerplate	0	0	0	0	0	1	0	0	0	0	katilas
boiling	0	0	0	0	0	0	0	0	0	0	verdantis
boisterous	1	1	0	0	1	1	1	0	0	0	audringas
bold	0	0	0	0	0	0	1	0	0	0	drąsus
boldness	0	0	0	0	0	0	1	0	0	0	drąsa
bolster	0	0	0	0	0	0	1	0	0	0	atrama
bolt	0	0	0	0	0	0	0	0	0	0	varžtas
bolus	0	0	0	0	0	0	0	0	0	0	boliusas
bomb	1	0	0	1	0	1	0	1	1	0	bomba
bombard	1	0	0	1	0	1	0	0	0	0	bombarduoti
bombardment	1	0	0	1	0	1	0	0	0	0	bombardavimas
bombed	0	0	1	0	0	1	0	0	0	0	subombarduotas
bomber	0	0	0	1	0	0	0	1	0	0	bombonešis
bonanza	0	0	0	0	1	0	1	0	0	0	laimė
bond	0	0	0	0	0	0	0	0	0	0	obligacija
bondage	0	0	0	1	0	1	0	1	0	0	baudžiava
bonds	0	0	0	0	0	1	0	0	0	0	obligacijų
bone	0	0	0	0	0	0	0	0	0	0	kaulų
boner	0	0	0	0	0	0	0	0	0	0	kaulininkas
bones	0	0	0	0	0	0	0	0	0	0	kaulų
bonfire	0	0	0	0	0	0	0	0	0	0	laužas
bonne	0	0	0	0	0	0	1	0	0	0	bonne
bonnet	0	0	0	0	0	0	0	0	0	0	variklio dangtis
bonus	0	1	0	0	1	0	1	0	1	0	premija
bony	0	0	0	0	0	0	0	0	0	0	kaulinis
boo	0	0	0	0	0	1	0	0	0	0	bu
boob	0	0	0	0	0	0	0	0	0	0	krūtis
booby	0	0	0	0	0	1	0	0	0	0	bukas
book	0	0	0	0	0	0	0	0	0	0	knyga
bookcase	0	0	0	0	0	0	0	0	0	0	knygų spinta
booking	0	0	0	0	0	0	0	0	0	0	rezervavimas
bookish	0	0	0	0	0	0	1	0	0	0	knyginis
bookkeeper	0	0	0	0	0	0	0	0	0	0	buhalteris
bookkeeping	0	0	0	0	0	0	0	0	0	0	buhalterija
booklet	0	0	0	0	0	0	0	0	0	0	knygelė
books	0	0	0	0	0	0	0	0	0	0	knygos
bookseller	0	0	0	0	0	0	0	0	0	0	knygnešys
bookshop	0	0	0	0	0	0	1	0	0	0	knygynas
bookstore	0	0	0	0	0	0	0	0	0	0	knygynas
bookworm	0	0	0	0	0	1	1	0	0	0	knygų graužikas
boomerang	0	1	0	0	0	0	0	0	0	1	bumerangas
booming	0	0	0	0	0	0	0	0	0	0	klestėjimas
boon	0	0	0	0	0	0	1	0	0	0	palaima
boost	0	0	0	0	0	0	0	0	0	0	paskatinti
booster	0	0	0	0	0	0	0	0	0	0	stiprintuvas
boot	0	0	0	0	0	0	0	0	0	0	batas
booth	0	0	0	0	0	0	0	0	0	0	kabina
boots	0	0	0	0	0	0	0	0	0	0	batai
booty	0	0	0	0	0	0	0	0	0	0	grobis
booze	0	0	0	0	0	1	0	0	0	0	girtauti
border	0	0	0	0	0	0	0	0	0	0	siena
bordering	0	0	0	0	0	0	0	0	0	0	ribojasi
bore	0	0	0	0	0	1	0	0	0	0	nuobodu
boreal	0	0	0	0	0	0	0	0	0	0	borealinis
boredom	0	0	0	0	0	1	0	1	0	0	nuobodulys
borer	0	0	0	0	0	0	0	0	0	0	gręžtuvas
boring	0	0	0	0	0	1	0	0	0	0	nuobodu
borough	0	0	0	0	0	0	0	0	0	0	miestelis
borrow	0	0	0	0	0	0	0	0	0	0	pasiskolinti
borrower	0	0	0	0	0	1	0	0	0	0	skolininkas
bosom	0	0	0	0	0	0	0	0	0	0	krūtinė
boss	0	0	0	0	0	0	0	0	0	0	bosas
boston	0	0	0	0	0	0	0	0	0	0	Bostonas
botanical	0	0	0	0	0	0	0	0	0	0	botanikos
botanist	0	0	0	0	0	0	0	0	0	0	botanikas
botany	0	0	0	0	0	0	0	0	0	0	botanika
bother	0	0	0	0	0	1	0	0	0	0	vargintis
bothering	1	0	0	0	0	1	0	1	0	0	įkyrus
bottle	0	0	0	0	0	0	0	0	0	0	butelis
bottom	0	0	0	0	0	1	0	1	0	0	apačioje
bottomless	0	0	0	1	0	0	0	0	0	0	be dugno
boulder	0	0	0	0	0	0	0	0	0	0	riedulys
bounce	0	0	0	0	0	0	0	0	0	0	atšokti
bound	0	0	0	0	0	1	0	0	0	0	surištas
boundary	0	0	0	0	0	0	0	0	0	0	riba
boundless	0	0	0	0	0	0	0	0	0	0	beribis
bounds	0	0	0	0	0	0	0	0	0	0	ribas
bountiful	0	1	0	0	1	0	1	0	0	0	gausus
bounty	0	1	0	0	1	0	1	0	0	1	dovana
bouquet	0	0	0	0	1	0	1	0	0	1	puokštė
bourgeois	0	0	0	0	0	0	0	0	0	0	buržuazinis
bourgeoisie	0	0	0	0	0	0	0	0	0	0	buržuazija
bourse	0	0	0	0	0	0	0	0	0	0	birža
bout	1	0	0	0	0	1	0	0	0	0	kova
bovine	0	0	1	0	0	1	0	0	0	0	galvijų
bowed	0	0	0	0	0	0	0	0	0	0	nusilenkė
bowels	0	0	1	0	0	0	0	0	0	0	viduriai
bowl	0	0	0	0	0	0	0	0	0	0	dubuo
bowls	0	0	0	0	0	0	0	0	0	0	dubenys
box	0	0	0	0	0	0	0	0	0	0	dėžė
boxer	0	0	0	0	0	0	0	0	0	0	boksininkas
boxing	1	0	0	0	0	0	0	0	0	0	boksas
boycott	0	0	0	0	0	1	0	0	0	0	boikotuoti
boyhood	0	0	0	0	0	0	0	0	0	0	vaikystė
boyish	0	0	0	0	0	0	0	0	0	0	berniukiškas
brace	0	0	0	0	0	0	0	0	0	0	petnešomis
bracelet	0	0	0	0	0	0	0	0	0	0	apyranke
braces	0	0	0	0	0	0	0	0	0	0	petnešos
brachial	0	0	0	0	0	0	0	0	0	0	brachialinis
bracket	0	0	0	0	0	0	0	0	0	0	laikiklis
brackets	0	0	0	0	0	0	0	0	0	0	skliausteliuose
brackish	0	0	0	0	0	0	0	0	0	0	sūrokas
brad	0	0	0	0	0	0	0	0	0	0	bradas
brag	0	0	0	0	0	1	0	0	0	0	girtis
braid	0	0	0	0	0	0	0	0	0	0	pynė
brain	0	0	0	0	0	0	0	0	0	0	smegenys
brains	0	0	0	0	0	0	1	0	0	0	smegenys
brainstorm	0	0	0	0	0	0	0	0	0	0	protų šturmas
brake	0	0	0	0	0	0	0	0	0	0	stabdis
bran	0	0	1	0	0	0	0	0	0	0	sėlenos
branch	0	0	0	0	0	0	0	0	0	0	šaka
branching	0	0	0	0	0	0	0	0	0	0	šakojasi
brandy	0	0	0	0	0	1	0	0	0	0	brendžio
brass	0	0	0	0	0	0	0	0	0	0	Žalvaris
brat	0	0	0	0	0	0	0	0	0	0	vaikpalaikis
bravado	0	0	0	0	0	1	0	0	0	0	bravūra
bravery	0	0	0	0	0	0	1	0	0	0	drąsa
brawl	1	0	1	1	0	1	0	0	0	0	muštynės
brazen	1	0	0	0	0	1	0	0	0	0	įžūlus
breach	0	0	0	0	0	1	0	0	0	0	pažeidimas
bread	0	0	0	0	0	0	0	0	0	0	duona
breadth	0	0	0	0	0	0	0	0	0	0	plotis
break	0	0	0	0	0	0	0	0	1	0	pertrauka
breakable	0	0	0	0	0	0	0	0	0	0	sulaužomas
breakdown	0	0	0	0	0	1	0	0	0	0	palaužti
breaker	0	0	0	0	0	0	0	0	0	0	pertraukiklis
breakers	0	0	0	0	0	0	0	0	0	0	pertraukikliai
breakfast	0	0	0	0	0	0	1	0	0	0	pusryčiai
breakneck	0	0	0	0	0	1	0	0	0	0	nutrūktgalvis
breakup	0	0	0	0	0	1	0	1	0	0	išsiskirti
breath	0	0	0	0	0	0	0	0	0	0	kvėpavimas
breech	0	0	0	0	0	0	0	0	0	0	bridžai
breeches	0	0	0	0	0	0	0	0	0	0	bridžai
breed	0	0	0	0	0	0	0	0	0	0	veislė
breeder	0	0	0	0	0	0	0	0	0	0	veisėjas
breeding	0	0	0	0	0	0	0	0	0	0	veisimas
breeze	0	0	0	0	0	0	0	0	0	0	vėjas
breezy	0	0	0	0	0	0	0	0	0	0	vėjuotas
brethren	0	0	0	0	0	0	0	0	0	0	broliai
breve	0	0	0	0	0	0	0	0	0	0	breve
brevity	0	0	0	0	0	0	0	0	0	0	trumpumas
brew	0	0	0	0	0	0	0	0	0	0	užvirinti
brewing	0	0	0	0	0	0	0	0	0	0	alaus darymas
bribe	0	0	0	0	0	1	0	0	0	0	kyšį
bribery	0	0	1	0	0	1	0	0	0	0	kyšininkavimas
brick	0	0	0	0	0	0	0	0	0	0	plyta
bridal	0	1	0	0	1	0	1	0	0	1	nuotakos
bride	0	1	0	0	1	0	1	0	0	1	nuotaka
bridegroom	0	1	0	0	1	0	1	0	0	1	jaunikis
bridesmaid	0	0	0	0	1	0	1	0	0	1	pamergė
bridge	0	0	0	0	0	0	0	0	0	0	tiltas
bridle	0	0	0	0	0	0	0	0	0	0	kamanos
briefly	0	0	0	0	0	0	0	0	0	0	trumpai
brig	0	0	0	0	0	0	0	0	0	0	brig
brigade	0	0	0	1	0	1	0	0	0	0	brigada
brighten	0	0	0	0	1	0	1	0	1	1	pašviesinti
brightness	0	0	0	0	0	0	1	0	0	0	ryškumą
brilliant	0	1	0	0	1	0	1	0	0	1	puikus
brim	0	0	0	0	0	0	0	0	0	0	kraštelis
brimming	0	0	0	0	0	0	0	0	0	0	alsuojantis
brimstone	1	0	0	1	0	1	0	0	0	0	siera
brine	0	0	0	0	0	0	0	0	0	0	sūrymu
bring	0	0	0	0	0	0	0	0	0	0	atsinešti
brink	0	0	0	0	0	0	0	0	0	0	kraštinė
brisk	0	0	0	0	0	0	0	0	0	0	žvalus
bristle	0	0	0	0	0	1	0	0	0	0	šerių
brittle	0	0	0	0	0	0	0	0	0	0	trapus
broadcast	0	0	0	0	0	0	0	0	0	0	transliacija
broadside	0	1	0	0	0	1	0	0	0	0	plačiapusis
brocade	0	0	0	0	0	0	1	0	0	0	brokatas
brochure	0	0	0	0	0	0	0	0	0	0	brošiūra
broil	1	0	0	0	0	1	0	0	0	0	kepti
broke	0	0	0	1	0	1	0	1	0	0	sulūžo
broken	1	0	0	1	0	1	0	1	0	0	sulaužytas
broker	0	0	0	0	0	0	0	0	0	0	brokeris
brokerage	0	0	0	0	0	0	0	0	0	0	tarpininkavimas
bronco	0	0	0	0	0	0	0	0	0	0	bronco
bronze	0	0	0	0	0	0	0	0	0	0	bronzos
brood	0	0	0	0	0	0	0	0	0	0	perų
brooding	0	0	0	0	0	0	0	0	0	0	apmąstymas
brook	0	0	0	0	0	0	0	0	0	0	upelis
broom	0	0	0	0	0	0	0	0	0	0	šluota
broth	0	0	0	0	0	0	0	0	0	0	sultinio
brothel	0	0	1	0	0	1	0	0	0	0	viešnamyje
brother	0	0	0	0	0	0	1	0	0	1	brolis
brotherhood	0	0	0	0	0	0	1	0	0	1	brolija
brotherly	0	1	0	0	1	0	1	0	0	1	broliškas
brow	0	0	0	0	0	0	0	0	0	0	antakį
brown	0	0	0	0	0	0	0	0	0	0	rudas
bruise	0	1	0	0	0	1	0	0	0	0	mėlynė
brunette	0	0	0	0	0	0	0	0	0	0	brunetė
brunt	1	0	0	0	0	1	0	0	0	0	sunkus
brush	0	0	0	0	0	0	0	0	0	0	teptuku
brutal	1	0	0	1	0	1	0	0	0	0	brutalus
brutality	1	0	0	1	0	1	0	0	0	0	brutalumas
brute	1	0	0	1	0	1	0	1	0	0	žiaurus
bubble	0	0	0	0	0	0	0	0	0	0	burbulas
bubbling	0	0	0	0	0	0	0	0	0	0	burbuliuojantis
buck	0	0	0	1	0	1	1	0	1	0	bakas
bucket	0	0	0	0	0	0	0	0	0	0	kibiras
buckle	0	0	0	0	0	0	0	0	0	0	sagtis
buckled	0	0	0	0	0	0	0	0	0	0	susegtas
bud	0	0	0	0	0	0	0	0	0	0	pumpuras
buddy	0	1	0	0	1	0	1	0	0	1	bičiulis
budge	0	0	0	0	0	0	0	0	0	0	pajudėti
budget	0	0	0	0	0	0	0	0	0	1	biudžeto
buffalo	0	0	0	0	0	0	0	0	0	0	buivolas
buffer	0	0	0	0	0	0	0	0	0	0	buferis
buffet	1	0	0	0	0	1	0	0	0	0	bufetas
bug	0	0	1	1	0	1	0	0	0	0	klaida
bugaboo	1	0	0	1	0	1	0	1	0	0	bugaboo
buggy	0	0	0	0	0	0	0	0	0	0	vežimėlis
bugle	0	1	0	0	0	0	0	0	0	0	bugle
build	0	0	0	0	0	0	1	0	0	0	statyti
builder	0	0	0	0	0	0	0	0	0	0	statybininkas
building	0	0	0	0	0	0	1	0	0	0	pastatas
buildings	0	0	0	0	0	0	0	0	0	0	pastatai
bulb	0	0	0	0	0	0	0	0	0	0	lemputė
bulbous	0	0	0	0	0	1	0	0	0	0	svogūninis
bulge	0	0	0	0	0	0	0	0	0	0	išsipūtimas
bulk	0	0	0	0	0	0	0	0	0	0	urmu
bulkhead	0	0	0	0	0	0	0	0	0	0	pertvara
bulky	0	0	0	0	0	0	0	0	0	0	didelių gabaritų
bull	0	0	0	0	0	0	0	0	0	0	bulius
bulldog	0	0	0	0	0	0	1	0	0	0	buldogas
bulldozer	0	0	0	0	0	0	0	0	0	0	buldozeris
bullet	0	0	0	0	0	0	0	0	0	0	kulka
bulletin	0	0	0	0	0	0	0	0	0	0	biuletenis
bulletproof	0	0	0	0	0	0	1	0	0	0	neperšaunamas
bullock	0	0	0	0	0	0	0	0	0	0	jautis
bully	1	0	0	1	0	1	0	0	0	0	tyčiojasi
bulwark	0	0	0	0	0	0	0	0	0	0	tvirtovė
bum	0	0	1	0	0	1	0	1	0	0	bum
bummer	1	0	1	0	0	1	0	0	0	0	bumas
bump	0	0	0	0	0	0	0	0	0	0	guzas
bun	0	0	0	0	0	0	0	0	0	0	bandelė
bunch	0	0	0	0	0	0	0	0	0	0	krūva
bundle	0	0	0	0	0	0	0	0	0	0	ryšulėlis
bungalow	0	0	0	0	0	0	0	0	0	0	vasarnamis
bunk	0	0	0	0	0	0	0	0	0	0	dviaukštė
bunker	0	0	0	1	0	0	0	0	0	0	bunkeris
bunt	0	0	0	0	0	0	0	0	0	0	bandelė
buoy	0	0	0	0	0	0	1	0	0	0	plūduras
buoyancy	0	0	0	0	0	0	0	0	0	0	plūdrumas
bur	0	0	0	0	0	0	0	0	0	0	bur
burden	0	0	0	0	0	0	0	0	0	0	našta
burdensome	0	0	0	1	0	1	0	1	0	0	apsunkinantis
bureau	0	0	0	0	0	0	0	0	0	0	biuras
bureaucracy	0	0	0	0	0	1	0	0	0	1	biurokratija
bureaucrat	0	0	1	0	0	1	0	0	0	0	biurokratas
burglar	0	0	1	1	0	1	0	0	0	0	įsilaužėlis
burglary	0	0	0	0	0	1	0	0	0	0	įsilaužimas
burial	1	0	0	1	0	1	0	1	0	0	palaidojimas
buried	0	0	0	1	0	1	0	1	0	0	palaidotas
burke	1	0	1	1	0	1	0	1	0	0	burke
burlap	0	0	0	0	0	0	0	0	0	0	audeklas
burlesque	0	0	0	0	0	0	0	0	1	0	burleska
burly	0	0	0	0	0	0	0	0	0	0	stambus
burn	0	0	0	0	0	0	0	0	0	0	deginti
burner	0	0	0	0	0	0	0	0	0	0	degiklis
burning	0	0	0	0	0	0	0	0	0	0	deginimas
burnished	0	0	0	0	0	0	0	0	0	0	apdegęs
burnout	0	0	0	0	0	0	0	0	0	0	perdegimas
burnt	0	0	1	0	0	1	0	0	0	0	apdegė
burr	0	0	0	0	0	0	0	0	0	0	burr
burrow	0	0	0	0	0	0	0	0	0	0	įkasti
bursary	0	0	0	0	0	0	0	0	0	1	stipendija
bury	0	0	0	0	0	0	0	1	0	0	palaidoti
bus	0	0	0	0	0	0	0	0	0	0	autobusas
bush	0	0	0	0	0	0	0	0	0	0	krūmas
bushel	0	0	0	0	0	0	0	0	0	0	bušelis
bushy	0	0	0	0	0	0	0	0	0	0	krūminis
business	0	0	0	0	0	0	0	0	0	0	verslui
buss	0	0	0	0	1	0	1	0	0	0	autobusas
bust	0	0	0	0	0	0	0	0	0	0	biustas
busted	1	0	0	1	0	1	0	0	0	0	sumuštas
bustle	0	0	0	0	0	0	0	0	0	0	šurmulio
bustling	0	0	0	0	0	0	0	0	0	0	šurmuliuojantis
busy	0	0	0	0	0	0	0	0	0	0	užsiėmes
butane	0	0	0	0	0	0	0	0	0	0	butanas
butcher	1	0	1	1	0	1	0	0	0	0	mėsininkas
butler	0	0	0	0	0	0	1	0	0	1	liokajus
butt	0	0	0	0	0	1	0	0	0	0	užpakalis
butter	0	0	0	0	0	0	0	0	0	0	sviesto
butterfly	0	0	0	0	0	0	0	0	0	0	drugelis
buttery	0	0	0	0	0	0	1	0	0	0	sviestinis
buttock	0	0	0	0	0	0	0	0	0	0	sėdmenis
button	0	0	0	0	0	0	0	0	0	0	mygtuką
buttress	0	0	0	0	0	0	0	0	0	0	kontraforsas
buxom	0	0	0	0	0	0	1	0	0	0	buxom
buy	0	0	0	0	0	0	0	0	0	0	pirkti
buyer	0	0	0	0	0	0	0	0	0	0	pirkėjas
buying	0	0	0	0	0	0	0	0	0	0	perkant
buzz	0	1	0	1	0	0	1	0	0	0	zvimbimas
buzzed	0	0	0	0	0	1	0	0	0	0	zvimbė
buzzer	0	0	0	0	0	0	0	0	0	0	garsinis signalas
bye	0	1	0	0	0	0	0	0	0	0	Ate
bygone	0	0	0	0	0	0	0	0	0	0	praėjo
bylaw	0	0	0	0	0	0	0	0	0	1	įstatus
bystander	0	0	0	0	0	0	0	0	0	0	stebėtojas
byte	0	0	0	0	0	0	0	0	0	0	baitas
cab	0	0	0	0	0	0	1	0	0	0	Taksi
cabal	0	0	0	1	0	1	0	0	0	0	kabalas
cabbage	0	0	0	0	0	0	0	0	0	0	kopūstai
cabin	0	0	0	0	0	0	0	0	0	0	kabina
cabinet	0	0	0	0	0	0	1	0	0	1	kabinetas
cable	0	0	0	0	0	0	0	0	1	0	kabelis
cabriolet	0	0	0	0	0	0	0	0	0	0	kabrioletas
cache	0	0	0	0	0	0	0	0	0	0	talpykla
cacophony	1	0	1	0	0	1	0	0	0	0	kakofonija
cad	1	0	1	0	0	1	0	0	0	0	cad
cadaver	0	0	1	1	0	1	0	1	1	0	lavonas
caddy	0	0	0	0	0	0	0	0	0	0	caddy
cadence	0	0	0	0	0	0	0	0	0	0	kadencija
cadet	0	0	0	0	0	0	0	0	0	0	kariūnas
cafe	0	0	0	0	0	0	1	0	0	0	kavinė
cage	0	0	0	0	0	1	0	1	0	0	narvas
cairn	0	0	0	0	0	0	0	0	0	0	kernas
cake	0	0	0	0	0	0	0	0	0	0	tortas
calamity	0	0	0	0	0	0	0	1	0	0	nelaimė
calcareous	0	0	0	0	0	0	0	0	0	0	kalkingas
calculate	0	0	0	0	0	0	0	0	0	0	apskaičiuoti
calculated	0	0	0	0	0	0	0	0	0	0	apskaičiuotas
calculating	0	0	0	0	0	1	0	0	0	0	skaičiuojant
calculation	0	1	0	0	0	0	0	0	0	0	skaičiavimas
calculator	0	0	0	0	0	0	1	0	0	1	skaičiuotuvas
calculus	0	0	0	0	0	0	0	0	0	0	skaičiavimas
calendar	0	0	0	0	0	0	0	0	0	0	kalendorius
calender	0	0	0	0	0	0	0	0	0	0	kalendorius
calf	0	0	0	0	1	0	1	0	0	1	veršelis
caliber	0	0	0	0	0	0	0	0	0	0	kalibro
calibrate	0	0	0	0	0	0	0	0	0	0	sukalibruoti
calico	0	0	0	0	0	0	0	0	0	0	kalikonas
calipers	0	0	0	0	0	0	0	0	0	0	apkabos
call	0	0	0	0	0	0	0	0	0	0	skambinti
calligraphy	0	0	0	0	0	0	0	0	0	0	kaligrafija
calling	0	0	0	0	0	0	0	0	0	0	skambinant
callous	1	0	1	0	0	1	0	0	0	0	bejausmis
calls	0	1	0	0	0	1	0	0	0	1	skambučių
calm	0	0	0	0	0	0	1	0	0	0	Ramus
calmness	0	0	0	0	0	0	0	0	0	0	ramybė
caloric	0	0	0	0	0	0	0	0	0	0	kaloringas
calorie	0	0	0	0	0	0	0	0	0	0	kalorijų
calorimeter	0	0	0	0	0	0	0	0	0	0	kalorimetras
cam	0	0	0	0	0	0	0	0	0	0	kumštelis
camber	0	0	0	0	0	0	0	0	0	0	kampinis
camel	0	0	0	0	0	0	0	0	0	0	kupranugaris
cameo	0	0	0	0	0	0	0	0	0	0	kamėja
cameraman	0	0	0	0	0	0	0	0	0	0	operatorius
camisole	0	0	0	0	0	0	0	0	0	0	kamzolis
camouflage	0	0	0	0	0	0	0	0	1	0	kamufliažas
camouflaged	0	0	0	0	0	0	0	0	1	0	užmaskuotas
camp	0	0	0	0	0	0	0	0	0	0	stovykla
campaign	0	0	0	0	0	0	0	0	0	0	kampanija
campaigner	0	0	0	0	0	0	0	0	0	0	kampanijos dalyvis
campaigning	1	0	0	1	0	1	0	0	0	0	kampaniją
campus	0	0	0	0	0	0	0	0	0	0	miesteliu
canal	0	0	0	0	0	0	0	0	0	0	kanalas
canary	0	0	0	0	0	0	1	0	0	0	kanarėlė
cancel	0	0	0	0	0	1	0	1	0	0	atšaukti
canceling	0	0	0	0	0	0	0	0	0	0	atšaukimas
cancellation	0	0	0	0	0	0	0	0	0	0	atšaukimas
cancer	1	0	1	1	0	1	0	1	0	0	vėžys
candid	0	1	0	0	1	0	1	0	1	1	atviras
candidacy	0	0	0	0	0	0	0	0	0	0	kandidatūra
candidate	0	0	0	0	0	0	1	0	0	0	kandidatas
candied	0	0	0	0	0	0	1	0	0	0	cukruotas
candle	0	0	0	0	0	0	0	0	0	0	žvakė
candlelight	0	0	0	0	0	0	0	0	0	0	žvakių šviesa
candlestick	0	0	0	0	0	0	0	0	0	0	žvakidė
candor	0	0	0	0	0	0	0	0	0	0	nuoširdumas
candy	0	0	0	0	0	0	0	0	0	0	saldainiai
cane	1	0	0	1	0	0	0	0	0	0	cukranendrių
canine	0	0	0	0	0	0	0	0	0	0	iltinis
canister	0	0	0	0	0	0	0	0	0	0	kanistras
canker	1	0	1	0	0	1	0	0	0	0	vėžys
cannibal	0	0	1	1	0	1	0	0	0	0	kanibalas
cannibalism	0	0	1	0	0	1	0	0	0	0	kanibalizmas
canning	0	0	0	0	0	0	0	0	0	0	konservavimas
cannon	1	0	0	1	0	1	0	0	0	0	patranka
canoe	0	0	0	0	0	0	0	0	0	0	kanoja
canon	0	0	0	0	0	0	0	0	0	0	kanonas
canonical	0	0	0	0	0	0	0	0	0	0	kanoninis
canons	0	0	0	0	0	0	0	0	0	1	kanonai
