English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Igbo Word
casket	0	0	0	1	0	1	0	1	0	0	igbe okpu
cast	0	0	0	0	0	0	0	0	0	0	nkedo
caste	0	0	0	0	0	1	0	0	0	0	nkedo
caster	0	0	0	0	0	0	0	0	0	0	onye na-eme ihe
castle	0	0	0	0	0	0	0	0	0	0	nnukwu ụlọ
castor	0	0	0	0	0	0	0	0	0	0	castor
casual	0	0	0	0	0	0	0	0	0	0	nkịtị
casually	0	0	0	0	0	0	0	0	0	0	n'atụghị egwu
casualty	1	0	0	1	0	1	0	1	0	0	onwu
cat	0	0	0	0	0	0	0	0	0	0	pusi
catabolism	0	0	0	0	0	0	0	0	0	0	catabolism
catalog	0	0	0	0	0	0	0	0	0	0	katalọgụ
catalogue	0	0	0	0	0	0	0	0	0	0	katalọgụ
catalysis	0	0	0	0	0	0	0	0	0	0	catalysis
catalytic	0	0	0	0	0	0	0	0	0	0	catalytic
catamaran	0	0	0	0	0	0	0	0	0	0	catamaran
catapult	0	0	0	0	0	0	0	0	0	0	katapil
cataract	0	1	0	1	0	1	0	1	0	0	cataract
catastrophe	1	0	1	1	0	1	0	1	1	0	ọdachi
catch	0	0	0	0	0	0	0	0	1	0	jide
catching	0	0	0	0	0	0	0	0	0	0	ijide
catechism	0	0	1	0	0	0	0	0	0	0	katechism
categorical	0	0	0	0	0	0	1	0	0	0	categorical
category	0	0	0	0	0	0	0	0	0	0	udi
cater	0	0	0	0	0	0	1	0	0	0	gboo
caterer	0	0	0	0	0	0	0	0	0	0	onye na-eri nri
caterpillar	0	0	0	0	0	0	0	0	0	0	katapila
cates	0	0	0	0	0	0	0	0	0	0	cates
cathartic	0	0	0	0	0	0	1	0	0	0	cathartic
cathedral	0	0	0	0	1	0	1	0	0	1	katidral
catheter	0	0	0	0	0	1	0	0	0	0	catheter
catnip	0	0	0	0	0	0	0	0	0	0	nwamba
cattle	0	0	0	0	0	0	0	0	0	0	ehi
caucus	0	0	0	0	0	0	0	0	0	0	caucus
caudal	0	0	0	0	0	0	0	0	0	0	caudal
caulk	0	0	0	0	0	0	0	0	0	0	caulk
causal	0	0	0	0	0	0	0	0	0	0	ihe kpatara ya
causality	0	0	0	0	0	0	0	0	0	0	ihe kpatara ya
causation	0	0	0	0	0	0	0	0	0	0	ihe kpatara ya
caused	0	0	0	0	0	0	0	0	0	0	kpatara
causeway	0	0	0	0	0	0	0	0	0	0	ụzọ ụzọ
caution	1	1	0	1	0	1	0	0	0	0	ịkpachara anya
cautionary	0	0	0	1	0	0	0	0	0	0	ịdọ aka ná ntị
cautious	0	1	0	1	0	0	1	0	0	1	kpachara anya
cautiously	0	0	0	1	0	0	1	0	0	0	jiri nlezianya mee ihe
cavalry	0	0	0	0	0	0	0	0	0	0	ndị agha ịnyịnya
cave	0	0	0	0	0	0	0	0	0	0	ọgba
caveat	0	0	0	0	0	0	0	0	0	0	ịdọ aka ná ntị
cavern	0	0	0	0	0	0	0	0	0	0	ọgba
cavernous	0	0	0	0	0	0	0	0	0	0	cavernous
cavity	0	0	0	0	0	0	0	0	0	0	oghere
cayenne	0	0	0	0	0	0	0	0	0	0	cayenne
cease	0	0	0	0	0	0	0	0	0	0	kwụsị
ceaseless	0	0	0	0	0	0	0	0	0	0	akwụsị akwụsị
cede	0	0	0	0	0	1	0	0	0	0	cede
ceiling	0	0	0	0	0	0	0	0	0	0	n'uko
celebrant	0	0	0	0	0	0	0	0	0	0	eme ememe
celebrated	0	1	0	0	1	0	1	0	0	0	eme ememe
celebrating	0	1	0	0	1	0	1	0	0	0	na-eme ememe
celebration	0	1	0	0	1	0	1	0	1	1	ememe
celebrity	1	1	1	0	1	1	1	0	1	1	onye ama ama
celestial	0	1	0	0	1	0	1	0	0	0	eluigwe
celibacy	0	0	0	0	0	0	0	0	0	0	alụghị nwanyị
cell	0	0	0	0	0	0	0	0	0	0	cell
cellar	0	0	0	0	0	0	0	0	0	0	okpuru ulo
cellular	0	0	0	0	0	0	0	0	0	0	cellular
celluloid	0	0	0	0	0	0	0	0	0	0	celluloid
cement	0	1	0	0	0	0	0	0	0	1	simenti
cemented	0	0	0	0	0	0	0	0	0	0	simenti
cemetery	0	0	0	1	0	1	0	1	0	0	ebe a na-eli ozu
censor	1	0	1	1	0	1	0	0	0	1	nyocha
censure	0	0	0	0	0	1	0	0	0	0	ịkatọ
census	0	0	0	0	0	0	0	0	0	0	onuogugu
cent	0	0	0	0	0	0	0	0	0	0	cent
centenary	0	0	0	0	0	0	0	0	0	0	narị afọ
centennial	0	0	0	0	0	0	0	0	0	0	narị afọ
center	0	0	0	0	0	0	1	0	0	1	etiti
centimeter	0	0	0	0	0	0	0	0	0	0	centimita
central	0	0	0	0	0	0	0	0	0	0	etiti
centrality	0	0	0	0	0	0	0	0	0	0	Centrality
centralization	0	0	0	0	0	0	0	0	0	0	Centralization
centralize	0	0	0	0	0	0	0	0	0	0	centralize
centrally	0	0	0	0	0	0	0	0	0	0	etiti
centrifugal	0	0	0	0	0	0	0	0	0	0	centrifugal
centrifuge	0	0	0	0	0	0	0	0	0	0	centrifuge
centurion	0	0	0	0	0	0	1	0	0	0	onyeisi ndị agha
century	0	0	0	0	0	0	0	0	0	0	narị afọ
ceramics	0	0	0	0	0	0	0	0	0	0	ceramik
cereal	0	0	0	0	0	0	0	0	0	0	ọka ọka
cereals	0	0	0	0	0	0	0	0	0	0	ọka ọka
cerebral	0	0	0	0	0	0	1	0	0	0	ụbụrụ ụbụrụ
ceremonial	0	0	0	0	0	0	0	0	0	0	emume
ceremony	0	0	0	0	1	0	1	0	1	0	emume
certainty	0	0	0	0	0	0	1	0	0	0	n'aka
certificate	0	0	0	0	0	0	0	0	0	0	akwụkwọ
certify	0	0	0	0	0	0	0	0	0	1	gosi
cess	0	0	1	0	0	1	0	0	0	0	cess
cessation	0	0	0	0	0	1	0	0	0	0	nkwụsị
chaff	1	0	0	1	0	1	0	0	0	0	igbogbo ọka
chafing	0	0	0	0	0	1	0	0	0	0	ịhịa aka n'ahụ
chagrin	0	0	1	0	0	1	0	1	0	0	iwe
chain	0	0	0	0	0	0	0	0	0	0	yinye
chair	0	0	0	0	0	0	0	0	0	0	oche
chairman	0	0	0	0	0	0	1	0	0	1	onyeisi oche
chairperson	0	0	0	0	0	0	0	0	0	0	onyeisi oche
chairwoman	0	0	0	0	0	0	1	0	0	1	onye isi oche
chaise	0	0	0	0	0	0	0	0	0	0	chaise
chalet	0	0	0	0	0	0	0	0	0	0	chalet
chalice	0	0	0	0	0	0	0	0	0	0	chalice
chalk	0	0	0	0	0	0	0	0	0	0	nzu
challenge	1	0	0	1	0	1	0	0	0	0	ịma aka
chamber	0	0	0	0	0	0	0	0	0	0	ụlọ
chambers	0	0	0	0	0	0	0	0	0	0	ụlọ
chameleon	0	0	0	0	0	0	0	0	0	0	chameleon
champagne	0	0	0	0	0	0	0	0	0	0	Champagne
champion	0	1	0	0	1	0	1	0	0	1	onye mmeri
chance	0	0	0	0	0	0	0	0	1	0	ohere
chancellor	0	0	0	0	0	0	0	0	0	1	onye isi ala
chandelier	0	0	0	0	0	0	0	0	0	0	chandelier
chandler	0	0	0	0	0	0	0	0	0	0	chandler
change	0	0	0	1	0	0	0	0	0	0	gbanwee
changeable	0	1	0	0	0	0	0	0	1	0	mgbanwe
changed	0	0	0	0	0	0	0	0	0	0	gbanwere
changer	0	0	0	0	0	0	0	0	0	0	onye ngbanwe
changing	0	0	0	0	0	0	0	0	0	0	na-agbanwe
channel	0	0	0	0	0	0	0	0	0	0	ọwa
chant	1	1	0	0	1	0	1	0	1	0	gwuo egwu
chaos	1	0	0	1	0	1	0	1	0	0	ọgbaghara
chaotic	1	0	0	0	0	1	0	0	0	0	chaotic
chap	0	0	0	0	0	0	0	0	0	0	isi
chapel	0	0	0	0	0	0	0	0	0	0	ụlọ ụka
chaplain	0	0	0	0	0	0	0	0	0	1	ụkọchukwu
chapman	0	0	0	0	0	0	0	0	0	0	onye isi
chaps	0	0	0	0	0	0	0	0	0	0	isi
chapter	0	0	0	0	0	0	0	0	0	0	isi
char	0	0	0	0	0	0	0	0	0	0	char
character	0	0	0	0	0	0	0	0	0	0	agwa
characteristic	0	0	0	0	0	0	0	0	0	0	njirimara
characterize	0	0	0	0	0	0	0	0	0	0	mara
charade	0	0	0	0	0	1	0	0	0	0	charade
charcoal	0	0	0	0	0	0	0	0	0	0	unyi
charge	0	0	0	0	0	0	0	0	0	0	ebubo
chargeable	0	0	0	1	0	1	0	1	0	0	chajị
charger	0	0	0	0	0	0	1	0	0	0	chaja
chariot	0	0	0	0	0	0	0	0	0	0	ụgbọ ịnyịnya
charitable	0	1	0	0	1	0	1	0	0	1	ọrụ ebere
charity	0	0	0	0	1	0	1	0	0	0	ọrụ ebere
charm	0	0	0	0	0	0	1	0	0	0	amara
charmed	0	0	0	0	1	1	1	0	0	0	Ịmekwasị anwansị
charmer	0	0	0	0	0	0	0	0	0	0	amara
charming	0	0	0	0	0	0	1	0	0	0	mara mma
chart	0	0	0	0	0	0	0	0	0	1	eserese
charter	0	0	0	0	0	0	0	0	0	0	akwụkwọ ikike
chartered	0	0	0	0	0	0	0	0	0	0	kwadoro
chase	0	0	0	0	0	1	0	0	0	0	chụrụ
chasm	0	0	0	1	0	0	0	0	0	0	chasm
chastisement	0	0	0	0	0	1	0	0	0	0	ntaramahụhụ
chastity	0	1	0	0	0	0	1	0	0	1	ịdị ọcha n'anya
chat	0	0	0	0	0	0	0	0	0	0	nkata
chateau	0	0	0	0	0	0	0	0	0	0	chateau
chatter	0	0	0	0	0	0	0	0	0	0	nkata
chattering	0	0	0	0	0	0	1	0	0	0	na-akpa nkata
chatty	0	0	0	0	0	1	0	0	0	0	nkata
chauffeur	0	0	0	0	0	0	0	0	0	0	onye ọkwọ ụgbọ ala
cheap	0	0	0	0	0	1	0	0	0	0	ọnụ ala
cheat	1	0	1	0	0	1	0	0	0	0	aghụghọ
check	0	0	0	0	0	0	0	0	0	0	lelee
checker	0	0	0	0	0	0	0	0	0	0	onye nyocha
checkered	0	0	0	0	0	0	0	0	0	0	checkered
checkers	0	0	0	0	0	0	0	0	0	0	checkers
checklist	0	0	0	0	0	0	1	0	0	1	ndetu
cheek	0	0	0	0	0	0	0	0	0	0	agba
cheeks	0	0	0	0	0	0	0	0	0	0	ntì
cheep	0	0	0	0	0	0	0	0	0	0	cheep
cheer	0	1	0	0	1	0	1	0	1	1	nwee obi ụtọ
cheerful	0	0	0	0	1	0	1	0	1	0	obi ụtọ
cheerfulness	0	1	0	0	1	0	1	0	0	1	obi ụtọ
cheering	0	0	0	0	1	0	1	0	0	0	na-eti mkpu
cheery	0	1	0	0	1	0	1	0	0	0	obi ụtọ
cheesecake	0	0	0	0	0	1	0	0	0	0	cheesecake
cheetah	0	0	0	0	0	0	0	0	0	0	mgbada
chemise	0	0	0	0	0	0	0	0	0	0	chemise
chemist	0	0	0	0	0	0	1	0	0	1	onye kemist
chemistry	0	0	0	0	0	0	0	0	0	0	kemistri
cheque	0	0	0	0	0	0	0	0	0	0	lelee
cherish	0	1	0	0	1	0	1	0	1	1	hụrụ n'anya
cherry	0	0	0	0	0	0	1	0	0	0	cherị
chess	0	0	0	0	0	0	0	0	0	0	chess
chest	0	0	0	0	0	0	0	0	0	0	obi
chestnut	0	0	0	0	0	0	0	0	0	0	chestnut
chevron	0	0	0	0	0	0	0	0	0	0	chevron
chew	0	0	0	0	0	0	0	0	0	0	ita
chic	0	0	0	0	0	0	0	0	0	0	na na
chicane	0	1	0	0	0	1	0	0	1	1	chicane
chicken	0	0	0	1	0	0	0	0	0	0	ọkụkọ
chief	0	0	0	0	0	0	0	0	0	0	onye isi
chiefly	0	0	0	0	0	0	0	0	0	0	isi
chieftain	0	0	0	0	0	0	1	0	0	0	onye isi
child	0	1	0	0	1	0	1	0	0	0	nwa
childbirth	0	0	0	0	0	0	0	0	0	0	ịmụ nwa
childhood	0	0	0	0	1	0	1	0	0	0	nwata
childish	0	0	0	0	0	1	0	0	0	0	nwata
chill	0	0	0	0	0	0	0	0	0	0	oyi
chilly	0	0	0	0	0	1	0	0	0	0	oyi
chime	0	0	0	0	0	0	0	0	0	0	chime
chimera	0	0	0	1	0	0	0	0	1	0	chimera
chimes	0	0	0	0	0	0	0	0	0	0	chimes
chimney	0	0	0	0	0	0	0	0	0	0	chimni
china	0	0	0	0	0	0	0	0	0	0	china
chine	0	0	0	0	0	0	0	0	0	0	chine
chinook	0	0	0	0	0	0	0	0	0	0	chinook
chip	0	0	0	0	0	0	0	0	0	0	mgbawa
chipping	0	0	0	0	0	0	0	0	0	0	chipping
chirp	0	0	0	0	1	0	1	0	0	0	mgbaka
chisel	0	0	0	0	0	0	1	0	0	0	chisel
chit	0	0	0	0	0	0	0	0	0	0	chit
chivalry	0	0	0	0	0	0	1	0	0	0	chivalry
chloroform	0	0	0	0	0	1	0	0	0	0	chloroform
chocolate	0	1	0	0	1	0	1	0	0	1	chocolate
choice	0	0	0	0	0	0	1	0	0	0	nhọrọ
choir	0	0	0	0	1	0	1	0	0	1	ukwe
choke	1	0	0	0	0	1	0	1	0	0	kpagbuo
cholera	0	0	1	1	0	1	0	1	0	0	ọgbụgbọ ọgbụgbọ
choose	0	0	0	0	0	0	0	0	0	0	họrọ
choosing	0	0	0	0	0	0	0	0	0	0	ịhọrọ
chop	0	0	0	0	0	1	0	0	0	0	iri
chopping	0	0	0	0	0	0	0	0	0	0	igburi
chops	0	0	0	0	0	0	0	0	0	0	iberi
choral	0	0	0	0	1	0	1	0	0	0	choral
chords	0	0	0	0	0	0	0	0	0	0	ụdọ
chore	0	0	0	0	0	1	0	0	0	0	arụ ọrụ
chorus	0	0	0	0	0	0	1	0	0	0	ukwe
chosen	0	0	0	0	0	0	1	0	0	0	họọrọ
chowder	0	0	0	0	0	0	1	0	0	0	chowder
christening	0	0	0	0	0	0	0	0	0	0	baptizim
chromatic	0	0	0	0	0	0	0	0	0	0	chromatic
chromatography	0	0	0	0	0	0	0	0	0	0	chromatography
chromosome	0	0	0	0	0	0	0	0	0	0	chromosome
chronic	0	0	0	0	0	1	0	1	0	0	adịghị ala ala
chronicle	0	0	0	0	0	0	1	0	0	1	akụkọ ihe mere eme
chronograph	0	0	0	0	0	0	0	0	0	0	chronograf
chronological	0	0	0	0	0	0	0	0	0	0	usoro oge
chuck	0	0	0	0	0	0	0	0	0	0	chuck
chuckle	0	1	0	0	1	0	1	0	1	1	chịrị ọchị
chunk	0	0	0	0	0	0	0	0	0	0	nchikota
chunky	0	0	0	0	0	0	0	0	0	0	chunky
church	0	1	0	0	1	0	1	0	0	1	ụka
churchyard	0	0	0	0	0	0	0	0	0	0	ogige ụlọ ụka
churn	0	0	0	0	0	0	0	0	0	0	chun
chute	0	0	0	0	0	0	0	0	0	0	chutu
chutney	0	0	0	0	0	0	0	0	0	0	chutney
ciao	0	0	0	0	0	0	0	0	0	0	ciao
cider	0	0	0	0	0	0	1	0	0	0	cider
cigar	0	0	0	0	0	0	0	0	0	0	sịga
cigarette	0	0	0	0	0	1	0	0	0	0	sịga
cinch	0	0	0	0	0	0	0	0	0	0	cinch
cinder	0	0	0	0	0	0	0	0	0	0	cinder
cinema	0	0	0	0	0	0	0	0	0	0	sinima
cinematographer	0	0	0	0	0	0	0	0	0	0	onye na-ese sinima
cinematography	0	0	0	0	0	0	0	0	0	0	ihe nkiri sinima
cinnamon	0	0	0	0	0	0	0	0	0	0	cinnamon
cipher	0	0	0	0	0	0	0	0	0	0	ntụsara ahụ
circle	0	0	0	0	0	0	0	0	0	0	okirikiri
circling	0	0	0	0	0	0	0	0	0	0	okirikiri
circuit	0	0	0	0	0	0	0	0	0	0	sekit
circular	0	0	0	0	0	0	0	0	0	0	okirikiri
circulate	0	0	0	0	0	0	0	0	0	0	kesaa
circulation	0	0	0	0	0	0	0	0	0	0	mgbasa ozi
circumcision	0	0	0	0	0	0	1	0	0	0	ibi úgwù
circumference	0	0	0	0	0	0	0	0	0	0	gburugburu
circumferential	0	0	0	0	0	0	0	0	0	0	gburugburu
circumscribed	0	0	0	0	0	0	0	0	0	0	úgwù
circumstance	0	0	0	0	0	0	0	0	0	0	ọnọdụ
circumstantial	0	0	0	0	0	0	0	0	0	0	ihe merenụ
circumvention	0	0	0	0	0	1	1	0	0	0	sekpụ ntị
circus	0	0	0	0	0	0	0	0	0	0	ihe nkiri
cirrus	0	0	0	0	0	0	0	0	0	0	cirrus
cistern	0	0	0	0	0	0	0	0	0	0	olulu mmiri
citadel	0	0	0	0	0	0	0	0	0	0	ulo eze
citation	0	0	0	0	0	0	0	0	0	0	ndetu
citizen	0	0	0	0	0	0	1	0	0	0	nwa amaala
citrine	0	0	0	0	0	0	0	0	0	0	citrine
city	0	0	0	0	0	0	0	0	0	0	obodo
civic	0	0	0	0	0	0	0	0	0	0	obodo
civil	0	0	0	0	0	0	1	0	0	0	obodo
civilian	0	0	0	0	0	0	0	0	0	0	onye nkịtị
civility	0	0	0	0	0	0	1	0	0	0	mmepeanya
civilization	0	0	0	0	0	0	1	0	0	1	mmepeanya
civilized	0	0	0	0	1	0	1	0	0	1	mepere anya
clad	0	0	0	0	0	0	0	0	0	0	uwe
claim	0	0	0	0	0	0	0	0	0	0	Mgbarakwa
claimant	1	0	1	0	0	0	0	0	0	0	onye na-ekwu
clairvoyant	0	0	0	0	0	0	1	0	0	0	clairvoyant
clam	0	0	0	0	0	0	0	0	0	0	njide
clamor	1	1	1	0	0	1	0	0	1	0	mkpu
clamp	0	0	0	0	0	0	0	0	0	0	njigide
clan	0	0	0	0	0	0	0	0	0	1	ezinụlọ
clandestine	0	0	0	0	0	0	0	0	0	0	nzuzo
clap	0	1	0	0	1	0	1	0	0	1	kụọ aka
clarify	0	0	0	0	0	0	1	0	0	0	dokwuo anya
clarinet	0	0	0	0	0	0	0	0	0	0	clarinet
clarion	0	0	0	0	0	0	0	0	0	0	clariion
clarity	0	0	0	0	0	0	0	0	0	0	idoanya
clash	1	0	0	0	0	1	0	0	0	0	esemokwu
clashing	1	0	0	1	0	1	0	0	0	0	na-ese okwu
clasp	0	0	0	0	0	0	0	0	0	0	njigide
class	0	0	0	0	0	0	0	0	0	0	klas
classic	0	0	0	0	0	0	1	0	0	0	kpochapụwo
classical	0	0	0	0	0	0	1	0	0	0	oge gboo
classics	0	0	0	0	1	0	1	0	0	0	oge gboo
classification	0	0	0	0	0	0	0	0	0	0	nhazi ọkwa
classify	0	0	0	0	0	0	1	0	0	0	hazie
classmate	0	0	0	0	0	0	0	0	0	0	nwa klas
clatter	0	0	0	0	0	0	0	0	0	0	nkwuwa okwu
clause	0	0	0	0	0	0	0	0	0	0	nkebiokwu
clauses	0	0	0	0	0	0	0	0	0	0	nkebiokwu
claw	1	0	0	1	0	1	0	0	0	0	nkàrà
claws	0	0	0	0	0	0	0	0	0	0	mkpịsị aka
clay	0	0	0	0	0	0	0	0	0	0	ụrọ
clean	0	0	0	0	1	0	1	0	0	1	dị ọcha
cleaning	0	0	0	0	0	0	1	0	0	0	nhicha
cleanliness	0	0	0	0	0	0	1	0	0	0	ịdị ọcha
cleanly	0	0	0	0	0	0	1	0	0	0	dị ọcha
cleanse	0	0	0	0	0	0	1	0	0	0	sachaa
cleansing	0	0	0	0	0	0	1	0	0	0	na-asachapụ
clearance	0	0	0	0	0	0	1	0	0	1	mkpochapụ
clearing	0	0	0	0	0	0	0	0	0	0	ikpochapụ
clearness	0	0	0	0	0	0	1	0	0	0	idoanya
cleavage	0	0	0	0	0	0	0	0	0	0	ikpochapu
cleave	0	0	0	1	0	0	0	0	0	0	mgbawa
clef	0	0	0	0	0	0	0	0	0	0	mgbawa
cleft	0	0	0	0	0	0	0	0	0	0	mgbawa
clemency	0	0	0	0	0	0	0	0	0	0	udo
clergy	0	0	0	0	0	0	0	0	0	0	ndị ụkọchukwu
clergyman	0	0	0	0	0	0	0	0	0	0	onye ụkọchukwu
clerical	0	0	0	0	0	0	1	0	0	1	onye ụkọchukwu
clerk	0	0	0	0	0	0	0	0	0	0	onye ode akwukwo
clerkship	0	0	0	0	0	0	0	0	0	0	akwukwọ
clever	0	0	0	0	0	0	1	0	0	0	amamihe
cleverness	0	0	0	0	0	0	1	0	0	0	amamihe
click	0	0	0	0	0	0	0	0	0	0	pịa
client	0	0	0	0	0	0	0	0	0	0	onye ahịa
clientele	0	0	0	0	0	0	0	0	0	0	ndị ahịa
cliff	0	0	0	1	0	0	0	0	0	0	okwute
climate	0	0	0	0	0	0	0	0	0	0	ihu igwe
climatology	0	0	0	0	0	0	0	0	0	0	climatology
climax	0	1	0	0	1	0	1	0	1	1	njedebe
climb	0	0	0	0	0	0	0	0	0	0	ịrị elu
cling	0	0	0	0	0	0	0	0	0	0	jidesie ike
clip	0	0	0	0	0	0	0	0	0	0	clip
clipper	0	0	0	0	0	0	0	0	0	0	clipper
clipping	0	0	0	0	0	0	0	0	0	0	clipping
clique	0	0	0	0	0	0	0	0	0	0	clique
cloak	0	0	0	0	0	0	0	0	0	0	uwe mwụda
clock	0	1	0	0	0	0	0	0	0	0	elekere
clockwork	0	0	0	0	0	0	0	0	0	0	ọrụ elekere
clog	0	0	0	0	0	0	0	0	0	0	kpochie
cloister	0	0	0	0	0	1	0	0	0	0	kloster
close	0	0	0	0	0	0	0	0	0	0	nso
closed	0	0	0	0	0	0	0	0	0	0	mechiri emechi
closeness	0	0	0	0	1	0	1	0	0	1	nso
closet	0	0	0	0	0	0	0	0	0	0	kaboodu
closure	0	1	0	0	1	0	1	1	0	0	mmechi
clot	0	0	0	0	0	0	0	0	0	0	mkpụkọ
cloth	0	0	0	0	0	0	0	0	0	0	akwa
clothe	0	0	0	0	0	0	1	0	0	0	uwe
clothes	0	0	0	0	0	0	0	0	0	0	uwe
clothesline	0	0	0	0	0	0	0	0	0	0	akwa akwa
clothing	0	0	0	0	0	0	0	0	0	0	uwe
cloud	0	0	0	0	0	0	0	0	0	0	igwe ojii
clouded	0	0	0	0	0	1	0	1	0	0	ígwé ojii
cloudiness	0	0	0	1	0	1	0	0	0	0	urukpuru
cloudy	0	0	0	0	0	0	0	1	0	0	urukpuru
clover	0	0	0	0	0	0	0	0	0	0	klova
cloves	0	0	0	0	0	0	0	0	0	0	cloves
clown	0	1	0	0	1	0	1	0	1	0	ome ochi
club	0	0	0	0	0	0	0	0	0	0	klọb
clubhouse	0	0	0	0	0	0	0	0	0	0	ụlọ klọb
clubs	0	0	0	0	0	0	0	0	0	0	klọb
clue	0	1	0	0	0	0	0	0	0	0	akara
clump	0	0	0	0	0	1	0	0	0	0	mkpọkọ
clumsy	0	0	1	0	0	1	0	0	0	0	ntugheri anya
cluster	0	0	0	0	0	0	0	0	0	0	ụyọkọ
clutch	0	0	0	0	0	0	0	0	0	0	njigide
clutches	0	0	0	0	0	0	0	0	0	0	njide
clutter	0	0	0	0	0	0	0	0	0	0	ntukota
coach	0	0	0	0	0	0	0	0	0	1	onye nchịkwa
coagulation	0	0	0	0	0	0	0	0	0	0	coagulation
coal	0	0	0	0	0	0	0	0	0	0	kol
coalesce	0	0	0	0	0	0	0	0	0	1	jikọrọ ọnụ
coalition	0	0	0	0	0	0	1	0	0	0	mmekorita
coast	0	0	0	0	0	0	1	0	0	0	osimiri
coastal	0	0	0	0	0	0	0	0	0	0	osimiri
coaster	0	0	0	0	0	0	0	0	0	0	ọnụ ụzọ
coat	0	0	0	0	0	0	0	0	0	0	uwe
coating	0	0	0	0	0	0	0	0	0	0	mkpuchi
coax	0	0	0	0	0	0	0	0	0	1	coax
cobalt	0	0	0	0	0	0	0	0	0	0	cobalt
cobble	0	0	0	0	0	0	0	0	0	0	ihe mkpuchi
cobbler	0	0	0	0	0	0	0	0	0	0	onye nkuchi
cobra	0	0	0	1	0	0	0	0	0	0	uba
cocaine	0	0	0	0	0	1	0	1	0	0	cocaine
cock	0	0	0	0	0	0	0	0	0	0	ọkpa
cockpit	0	0	0	0	0	0	0	0	0	0	kokpiiti
cocktail	0	0	0	0	0	0	0	0	0	0	mmanya mmanya
cocoa	0	0	0	0	0	0	0	0	0	0	koko
cocoon	0	0	0	0	0	0	0	0	0	0	koko
cod	0	0	0	0	0	0	0	0	0	0	cod
code	0	0	0	0	0	0	0	0	0	0	koodu
codex	0	0	0	0	0	0	0	0	0	0	codex
codification	0	0	0	0	0	0	0	0	0	0	codification
codify	0	0	0	0	0	0	0	0	0	0	codify
coefficient	0	0	0	0	0	0	0	0	0	0	ọnụọgụgụ
coerce	1	0	1	1	0	1	0	0	0	0	mmanye
coercion	1	0	1	1	0	1	0	1	0	0	mmanye
coercive	0	0	0	0	0	0	0	0	0	0	mmanye
coexist	0	0	0	0	0	0	1	0	0	1	ibikọ ọnụ
coexistence	0	0	0	0	0	0	0	0	0	0	ibikọ ọnụ
coexisting	0	0	0	0	0	0	0	0	0	1	ibikọ ọnụ
coffee	0	0	0	0	0	0	0	0	0	0	kọfị
coffin	0	0	0	1	0	1	0	1	0	0	igbe ozu
cog	0	0	0	0	0	0	0	0	0	0	cog
cogent	0	0	0	0	0	0	1	0	0	1	cogent
cognate	0	0	0	0	0	0	0	0	0	0	cognate
cognition	0	0	0	0	0	0	0	0	0	0	ọgụgụ isi
cognitive	0	0	0	0	0	0	1	0	0	0	ọgụgụ isi
cohabitation	0	0	0	0	0	0	0	0	0	0	ibikọ ọnụ
coherence	0	0	0	0	0	0	1	0	0	0	nkwekọ
coherent	0	0	0	0	0	0	1	0	0	0	kwekọrịtara
cohesion	0	0	0	0	0	0	0	0	0	1	njikọta
cohesive	0	0	0	0	0	0	1	0	0	1	na-ejikọta ọnụ
cohort	0	0	0	0	0	0	0	0	0	0	otu
coil	0	0	0	0	0	0	0	0	0	0	igwe igwe
coiled	0	0	0	0	0	0	0	0	0	0	kpokọtara
coin	0	0	0	0	0	0	0	0	0	0	mkpụrụ ego
coinage	0	0	0	0	0	0	0	0	0	0	mkpụrụ ego
coincide	0	0	0	0	0	0	0	0	0	0	dakota
coincidence	0	0	0	0	0	0	0	0	1	0	ndakọrịta
coincident	0	0	0	0	0	0	0	0	0	0	dakọtara
coinciding	0	0	0	0	0	0	0	0	0	0	na-adaba
coke	0	0	0	0	0	0	0	0	0	0	koke
cold	0	0	0	0	0	1	0	0	0	0	oyi
coldly	0	0	0	0	0	1	0	0	0	0	oyi
coldness	1	0	1	1	0	1	0	1	0	0	oyi
colic	0	0	0	0	0	1	0	0	0	0	colic
collaborator	0	0	0	0	0	0	0	0	0	1	onye mmekota
collapse	0	0	1	1	0	1	0	1	0	0	daa
collar	0	0	0	0	0	0	0	0	0	0	olu akwa
collate	0	0	0	0	0	0	0	0	0	0	igbakota
collateral	0	0	0	0	0	0	0	0	0	1	nkwado
collation	0	0	0	0	0	0	0	0	0	0	nchịkọta
colleague	0	0	0	0	0	0	0	0	0	0	onye otu
collect	0	0	0	0	0	0	0	0	0	0	kpokọta
collected	0	0	0	0	0	0	0	0	0	0	anakọtara
collection	0	0	0	0	0	0	0	0	0	0	nchịkọta
collective	0	0	0	0	0	0	0	0	0	0	mkpokọta
collectively	0	0	0	0	0	0	1	0	0	1	mkpokọta
collector	0	0	0	0	0	0	0	0	0	0	onye nchikota
college	0	0	0	0	0	0	0	0	0	0	kọleji
collegiate	0	0	0	0	0	0	0	0	0	0	kọleji
collide	0	0	0	0	0	0	0	0	0	0	nkukota
collie	0	0	0	0	0	0	0	0	0	0	collie
collision	1	0	0	0	0	1	0	0	0	0	nkukota
collocation	0	0	0	0	0	0	0	0	0	0	nchịkọta
colloquial	0	0	0	0	0	0	0	0	0	0	okwu ọnụ
collusion	1	0	1	1	0	1	0	1	0	0	njikọ aka
