English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	German Word
decoy	0	0	0	0	0	0	0	0	1	0	Köder
decrease	0	0	0	0	0	1	0	0	0	0	Verringerung
decreased	0	0	0	0	0	0	0	0	0	0	verringert
decreasing	0	0	0	0	0	0	0	0	0	0	abnehmend
decree	0	0	0	0	0	0	0	0	0	0	Dekret
decrement	0	0	0	0	0	1	0	0	0	0	dekrementieren
decrepit	0	0	0	0	0	1	0	0	0	0	altersschwach
decry	1	0	0	0	0	1	0	0	0	0	verurteilen
dedication	0	0	0	0	0	0	1	0	0	0	Widmung
deduce	0	0	0	0	0	0	0	0	0	0	ableiten
deduct	0	0	0	0	0	1	0	0	0	0	abziehen
deduction	0	0	0	0	0	0	0	0	0	0	Abzug
deed	0	0	0	0	0	0	0	0	0	1	Tat
deepen	0	0	0	0	0	0	0	0	0	0	vertiefen
deer	0	0	0	0	0	0	0	0	0	0	Hirsch
defamation	0	0	1	1	0	1	0	0	0	0	Diffamierung
defamatory	1	0	0	0	0	1	0	0	0	0	verleumderisch
default	0	0	1	1	0	1	0	1	0	0	Ursprünglich
defeat	0	0	0	0	0	1	0	0	0	0	Verlust
defeated	0	0	0	0	0	1	0	1	0	0	besiegt
defect	1	0	0	0	0	1	0	0	0	0	Defekt
defection	0	0	0	1	0	1	0	0	0	0	Abfall
defective	0	0	1	0	0	1	0	0	0	0	defekt
defend	0	0	0	1	0	0	1	0	0	0	verteidigen
defendant	1	0	0	1	0	0	0	1	0	0	Beklagte
defended	0	0	0	0	0	0	1	0	0	1	verteidigt
defender	0	0	0	0	0	0	1	0	0	1	Verteidiger
defending	0	0	0	0	0	0	1	0	0	0	verteidigen
defense	1	1	0	1	0	0	1	0	0	0	Verteidigung
defenseless	0	0	0	1	0	1	0	1	0	0	wehrlos
defensible	0	0	0	0	0	0	0	0	0	0	vertretbar
defensive	0	0	0	0	0	0	0	0	0	0	Defensive
defer	0	0	0	0	0	0	0	0	0	0	verschieben
deference	0	0	0	0	0	0	1	0	0	1	Ehrerbietung
deferral	0	0	0	0	0	1	0	0	0	0	Aufschub
deferring	0	0	0	0	0	0	0	0	0	0	aufschieben
defiance	1	0	1	1	0	1	0	0	0	0	Trotz
defiant	1	0	0	0	0	1	0	0	0	0	trotzig
deficiency	0	0	0	0	0	1	0	0	0	0	Mangel
deficit	0	0	0	0	0	1	0	0	0	0	Defizit
define	0	0	0	0	0	0	0	0	0	0	definieren
defined	0	0	0	0	0	0	0	0	0	0	definiert
definition	0	0	0	0	0	0	0	0	0	0	Definition
definitive	0	0	0	0	0	0	1	0	0	1	endgültig
deflate	1	0	0	0	0	1	0	1	0	0	entlüften
deflation	0	0	0	1	0	1	0	0	0	0	Deflation
deflect	0	0	0	0	0	0	0	0	0	0	ablenken
deflection	0	0	0	0	0	0	0	0	0	0	Ablenkung
defloration	0	0	0	0	0	0	0	0	0	0	Defloration
deform	0	0	1	0	0	1	0	0	0	0	verformen
deformed	0	0	1	0	0	1	0	1	0	0	deformiert
deformity	0	0	1	1	0	1	0	1	0	0	Deformität
defraud	1	0	1	0	0	1	0	0	0	0	betrügen
defray	0	0	0	0	0	0	0	0	0	0	bestreiten
deft	0	0	0	0	0	0	0	0	0	0	flink
defunct	0	0	0	0	0	1	0	1	0	0	verstorben
defy	1	0	0	1	0	1	0	1	1	0	trotzen
degeneracy	1	0	1	0	0	1	0	1	0	0	Entartung
degenerate	0	0	0	0	0	1	0	0	0	0	degenerieren
degeneration	0	0	0	0	0	0	0	0	0	0	Degeneration
degradation	0	0	0	0	0	1	0	0	0	0	Degradierung
degrade	0	0	1	0	0	1	0	0	0	0	degradieren
degrading	0	0	1	1	0	1	0	1	0	0	erniedrigend
degree	0	0	0	0	0	0	1	0	0	0	Grad
dehydrated	0	0	0	0	0	0	0	0	0	0	dehydriert
delay	1	0	1	1	0	1	0	1	0	0	Verzögerung
delayed	0	0	0	0	0	1	0	0	0	0	verspätet
delectable	0	0	0	0	0	0	1	0	0	0	köstlich
delegate	0	0	0	0	0	0	1	0	0	1	delegieren
delegation	0	0	0	0	0	0	0	0	0	0	Delegation
deleterious	1	0	1	1	0	1	0	0	0	0	schädlich
deletion	0	0	0	0	0	1	0	0	0	0	Streichung
deliberate	0	0	0	0	0	0	1	0	0	0	absichtlich
deliberation	0	0	0	0	0	0	0	0	0	0	Überlegung
deliberative	0	0	0	0	0	0	0	0	0	0	abwägend
delicacy	0	0	0	0	0	0	0	0	0	0	Delikatesse
delicious	0	0	0	0	1	0	1	0	0	0	köstlich
delight	0	1	0	0	1	0	1	0	0	0	Vergnügen
delighted	0	1	0	0	1	0	1	0	1	0	erfreut
delightful	0	1	0	0	1	0	1	0	0	1	herrlich
delineate	0	0	0	0	0	0	0	0	0	0	abgrenzen
delineation	0	0	0	0	0	0	0	0	0	0	Abgrenzung
delinquency	0	0	0	0	0	1	0	0	0	0	Kriminalität
delinquent	1	0	1	0	0	1	0	0	0	0	Delinquent
delirious	0	0	0	0	0	1	0	1	0	0	phantasierend
delirium	0	0	1	0	0	1	0	1	0	0	Delirium
deliverance	0	1	0	0	1	0	1	0	0	1	Befreiung
delivery	0	1	0	0	0	0	1	0	0	0	Lieferung
dell	0	0	0	0	0	0	0	0	0	0	Dell
delta	0	0	0	0	0	0	0	0	0	0	Delta
deluge	0	0	0	1	0	1	0	1	1	0	Sintflut
delusion	1	0	0	1	0	1	0	1	0	0	Täuschung
delusional	1	0	0	1	0	1	0	0	0	0	wahnhaft
delve	0	0	0	0	0	0	0	0	0	0	vertiefen
demand	1	0	0	0	0	1	0	0	0	0	fordern
demanding	0	0	0	0	0	1	0	0	0	0	Anspruchsvoll
demeanor	0	0	0	0	0	0	0	0	0	0	Haltung
demented	0	0	0	1	0	1	0	0	0	0	wahnsinnig
dementia	0	0	0	1	0	1	0	1	0	0	Demenz
demise	0	0	0	1	0	1	0	1	0	0	Ableben
democracy	0	0	0	0	0	0	1	0	0	0	Demokratie
democrat	0	0	0	0	0	0	0	0	0	0	Demokrat
demolish	1	0	0	0	0	1	0	1	0	0	zerstören
demolition	0	0	0	0	0	1	0	0	0	0	Abriss
demon	1	0	1	1	0	1	0	1	0	0	Dämon
demonic	1	0	1	1	0	1	0	1	0	0	dämonisch
demonstrable	0	0	0	0	0	0	1	0	0	0	nachweisbar
demonstrate	0	0	0	0	0	0	0	0	0	0	zeigen
demonstrated	0	0	0	0	0	0	0	0	0	0	gezeigt
demonstrating	0	0	0	0	0	0	0	0	0	0	demonstrieren
demonstration	0	0	0	0	0	0	0	0	0	0	Demonstration
demonstrative	0	0	0	0	1	0	1	1	0	0	demonstrativ
demonstrator	0	0	0	0	0	0	0	0	0	0	Demonstrator
demoralized	0	0	0	1	0	1	0	1	0	0	demoralisiert
demos	0	0	0	0	0	0	0	0	0	0	Demos
den	0	0	0	0	0	0	0	0	0	0	Höhle
denial	0	0	0	0	0	1	0	0	0	0	Verweigerung
denied	0	0	0	0	0	1	0	1	0	0	bestritten
denomination	0	0	0	0	0	0	0	0	0	0	Konfession
denominational	0	0	0	0	0	0	0	0	0	0	konfessionell
denominator	0	0	0	0	0	0	0	0	0	0	Nenner
denote	0	0	0	0	0	0	0	0	0	0	bezeichnen
denounce	1	0	1	0	0	1	0	0	0	0	anprangern
dense	0	0	0	0	0	0	0	0	0	0	dicht
density	0	0	0	0	0	0	0	0	0	0	Dichte
dent	0	0	0	0	0	0	0	0	0	0	Delle
dentistry	0	0	0	1	0	0	0	0	0	0	Zahnheilkunde
denunciation	1	0	1	1	0	1	0	0	0	0	Denunziation
deny	1	0	0	0	0	1	0	0	0	0	leugnen
denying	0	1	0	0	0	1	0	0	0	0	leugnen
deodorant	0	0	0	0	0	0	0	0	0	0	Deodorant
depart	0	1	0	0	0	0	0	1	0	0	abfliegen
departed	0	0	0	0	0	1	0	1	0	0	abgereist
department	0	0	0	0	0	0	0	0	0	0	Abteilung
departure	0	0	0	0	0	1	0	1	0	0	Abfahrt
depend	0	1	0	0	0	0	0	0	0	1	abhängen
dependant	0	0	0	0	0	0	0	0	0	0	abhängig
dependence	0	0	0	1	0	1	0	1	0	0	Abhängigkeit
dependency	0	0	0	0	0	1	0	0	0	0	Abhängigkeit
dependent	0	0	0	0	0	1	1	0	0	1	abhängig
depict	0	0	0	0	0	0	0	0	0	0	abbilden
depicting	0	0	0	0	0	0	0	0	0	0	abbilden
depletion	0	0	0	0	0	0	0	0	0	0	Erschöpfung
deplorable	1	0	1	1	0	1	0	1	0	0	bedauerlich
deplore	1	0	1	0	0	1	0	1	0	0	bedauern
deploy	0	0	0	0	0	0	0	0	0	0	einsetzen
deport	0	0	0	1	0	1	0	1	0	0	deportieren
deportation	1	0	0	1	0	1	0	1	0	0	Abschiebung
deposit	0	0	0	0	0	0	0	0	0	0	Hinterlegung
depositary	0	0	0	0	0	0	0	0	0	0	Verwahrer
deposition	0	0	0	0	0	0	0	0	0	0	Ablage
depository	0	0	0	0	0	0	0	0	0	1	Depot
depot	0	0	0	0	0	0	0	0	0	0	Depot
depraved	1	1	1	1	0	1	0	1	0	0	verdorben
depravity	1	0	1	0	0	1	0	0	0	0	Verderbtheit
depreciate	1	0	1	0	0	1	0	0	0	0	abschreiben
depreciated	1	0	1	1	0	1	0	1	0	0	abgeschrieben
depreciation	0	0	0	1	0	1	0	0	0	0	Abschreibungen
depress	0	0	0	1	0	1	0	1	0	0	niederdrücken
depressed	1	0	0	1	0	1	0	1	0	0	deprimiert
depressing	0	0	1	0	0	1	0	1	0	0	deprimierend
depression	0	0	0	0	0	1	0	1	0	0	Depression
depressive	0	0	0	0	0	1	0	1	0	0	depressiv
deprivation	1	0	1	1	0	1	0	1	0	0	Entbehrung
depth	0	0	0	0	0	0	1	0	0	1	Tiefe
deputy	0	0	0	0	0	0	0	0	0	1	Stellvertreter
derail	0	0	0	0	0	0	0	0	0	0	entgleisen
deranged	1	0	1	1	0	1	0	0	0	0	geistesgestört
derelict	0	0	0	0	0	1	0	0	0	0	verfallen
derision	1	0	1	0	0	1	0	0	0	0	Spott
derivation	0	0	0	0	0	0	0	0	0	0	Ableitung
derivative	0	0	0	0	0	0	0	0	0	0	Derivat
derive	0	0	0	0	0	0	0	0	0	0	ableiten
dermal	0	0	0	0	0	0	0	0	0	0	dermal
dermatologist	0	0	0	0	0	0	0	0	0	1	Hautarzt
dermatology	0	0	0	0	0	0	0	0	0	0	Dermatologie
derogation	1	0	1	1	0	1	0	1	0	0	Abweichung
derogatory	1	0	1	1	0	1	0	1	0	0	abwertend
descend	0	0	0	0	0	0	0	0	0	0	absteigen
descendant	0	0	0	0	0	0	0	0	0	0	Nachfahre
descendent	0	0	0	0	0	0	0	0	0	0	Nachkomme
descending	0	0	0	0	0	0	0	0	0	0	absteigend
descent	0	0	0	1	0	0	0	1	0	0	Abstammung
describe	0	0	0	0	0	0	0	0	0	0	beschreiben
description	0	0	0	0	0	0	0	0	0	0	Bezeichnung
descriptive	0	0	0	0	0	0	1	0	0	0	beschreibend
desecration	1	0	1	1	0	1	0	1	0	0	Entweihung
desert	1	0	1	1	0	1	0	1	0	0	Wüste
deserted	1	0	1	1	0	1	0	1	0	0	verlassen
desertion	0	0	0	0	0	1	0	0	0	0	Desertion
deserve	1	1	0	0	0	0	1	0	0	1	verdienen
deserved	0	0	0	0	0	0	1	0	0	0	verdient
deserving	0	0	0	0	0	0	0	0	0	0	verdient
design	0	0	0	0	0	0	0	0	0	0	Entwurf
designate	0	0	0	0	0	0	0	0	0	0	benennen
designation	0	0	0	0	0	0	0	0	0	1	Bezeichnung
designed	0	0	0	0	0	0	0	0	0	0	entworfen
designer	0	0	0	0	0	0	1	0	0	0	Designer
designing	0	0	0	0	0	0	0	0	0	0	Entwerfen
desirability	0	0	0	0	0	0	0	0	0	0	Wünschbarkeit
desirable	0	0	0	0	0	0	1	0	0	0	wünschenswert
desiring	0	0	0	0	0	0	1	0	0	0	begehren
desirous	0	0	0	0	0	0	1	0	0	0	begierig
desist	1	0	1	0	0	1	0	0	0	0	unterlassen
desk	0	0	0	0	0	0	0	0	0	0	Schreibtisch
desolation	0	0	0	1	0	1	0	1	0	0	Verwüstung
despair	1	0	1	1	0	1	0	1	0	0	verzweifeln
despairing	0	0	0	1	0	1	0	1	0	0	verzweifelt
despatch	0	0	0	0	0	0	0	0	0	0	Absendung
desperate	0	0	0	0	0	1	0	0	0	0	verzweifelt
desperation	0	0	0	0	0	0	0	0	0	0	Verzweiflung
despicable	1	0	1	0	0	1	0	0	0	0	Verabscheuungswürdig
despise	1	0	1	0	0	1	0	0	0	0	verachten
despotic	0	0	0	1	0	1	0	0	0	0	despotisch
despotism	1	0	1	1	0	1	0	1	0	0	Despotismus
dessert	0	0	0	0	0	0	0	0	0	0	Dessert
destination	0	1	0	1	1	0	1	1	1	0	Ziel
destined	0	1	0	0	0	0	0	0	0	0	bestimmt
destiny	0	0	0	0	0	0	0	0	0	0	Bestimmung
destitute	0	0	0	1	0	1	0	1	0	0	mittellos
destroyed	1	0	0	1	0	1	0	1	0	0	zerstört
destroyer	1	0	0	1	0	1	0	0	0	0	Zerstörer
destroying	1	0	0	1	0	1	0	1	0	0	zerstören
destruction	1	0	0	0	0	1	0	0	0	0	Zerstörung
destructive	1	0	1	1	0	1	0	0	0	0	destruktiv
detach	0	0	0	0	0	0	0	0	0	0	ablösen
detached	0	0	0	0	0	0	0	0	0	0	losgelöst
detachment	0	0	0	0	0	1	0	0	0	0	Ablösung
detail	0	0	0	0	0	0	0	0	0	0	Detail
details	0	0	0	0	0	0	0	0	0	0	Einzelheiten
detain	0	0	0	0	0	1	0	0	0	0	verhaften
detainee	1	1	0	1	0	1	0	1	0	0	Häftling
detect	0	0	0	0	0	0	1	0	0	0	erkennen
detectable	0	0	0	0	0	0	0	0	0	0	nachweisbarer
detection	0	0	0	0	0	0	1	0	0	0	Erkennung
detective	0	0	0	0	0	0	0	0	0	0	Detektiv
detector	0	0	0	0	0	0	0	0	0	0	Detektor
detention	0	0	0	0	0	1	0	1	0	0	Haft
deter	0	0	0	0	0	0	0	0	0	0	abhalten
detergent	0	0	0	0	0	0	0	0	0	0	Waschmittel
deteriorate	0	0	0	1	0	1	0	1	0	0	verschlechtern
deteriorated	0	0	1	0	0	1	0	1	0	0	verschlechtert
deterioration	1	0	1	1	0	1	0	1	0	0	Verschlechterung
determinable	0	0	0	0	0	0	0	0	0	0	bestimmbar
determinate	0	1	0	0	0	0	0	0	0	1	bestimmen
determination	0	0	0	0	0	0	1	0	0	1	Festlegung
determined	0	0	0	0	0	0	1	0	0	0	bestimmt
detest	1	0	1	0	0	1	0	0	0	0	verabscheuen
detonate	0	0	0	1	0	1	0	0	1	0	detonieren
detonation	1	0	0	0	0	0	0	0	0	0	Detonation
detour	0	0	0	0	0	0	0	0	0	0	Umleitung
detract	1	0	0	0	0	1	0	0	0	0	ablenken
detriment	0	0	0	0	0	1	0	0	0	0	Nachteil
detrimental	0	0	0	0	0	1	0	0	0	0	schädlich
detritus	0	0	0	0	0	1	0	0	0	0	Schutt
deuce	0	0	0	0	0	0	0	0	0	0	Zwei
devastate	1	0	0	1	0	1	0	1	0	0	verwüsten
devastating	1	0	1	1	0	1	0	1	0	1	zerstörerisch
devastation	1	0	0	1	0	1	0	1	1	0	Verwüstung
develop	0	1	0	0	0	0	1	0	0	0	sich entwickeln
developing	0	0	0	0	0	0	0	0	0	0	Entwicklung
development	0	0	0	0	0	0	0	0	0	0	Entwicklung
deviate	0	0	0	0	0	0	0	0	0	0	abweichen
deviating	0	0	0	0	0	0	0	0	0	0	abweichend
deviation	0	0	0	0	0	0	0	1	0	0	Abweichung
device	0	0	0	0	0	0	0	0	0	0	Gerät
devil	1	1	1	1	0	1	0	1	0	0	Teufel
devilish	0	0	1	1	0	1	0	0	0	0	teuflisch
devious	0	0	0	0	0	1	0	0	0	0	Verschwunden
devise	0	0	0	0	0	0	0	0	0	0	entwickeln
devoid	0	0	0	0	0	0	0	0	0	0	leer
devolution	0	0	0	0	0	1	0	0	0	0	Übertragung
devolve	0	0	0	0	0	0	0	0	0	0	übertragen
devote	0	0	0	0	0	0	0	0	0	0	widmen
devotee	0	0	0	0	0	0	0	0	0	0	Anhänger
devotional	0	0	0	0	0	0	1	0	0	1	Andacht
devour	0	0	0	0	0	1	0	0	0	0	verschlingen
devout	0	1	0	0	1	0	1	0	0	1	fromm
dew	0	0	0	0	0	0	0	0	0	0	Tau
dexter	0	0	0	0	0	0	0	0	0	0	geschickter
dexterity	0	0	0	0	0	0	1	0	0	0	Geschicklichkeit
dextrose	0	0	0	0	0	0	0	0	0	0	Traubenzucker
diabolical	1	0	1	1	0	1	0	0	0	0	teuflisch
diagnosis	0	1	0	1	0	1	0	0	0	1	Diagnose
diagnostic	0	0	0	0	0	0	0	0	0	0	diagnostisch
diagnostics	0	0	0	0	0	0	0	0	0	0	Diagnose
diagram	0	0	0	0	0	0	0	0	0	0	Diagramm
dial	0	0	0	0	0	0	0	0	0	0	wählen
dialect	0	0	0	0	0	0	0	0	0	0	Dialekt
dialectic	0	0	0	0	0	0	0	0	0	0	Dialektik
dialogue	0	0	0	0	0	0	0	0	0	0	Dialog
diameter	0	0	0	0	0	0	0	0	0	0	Durchmesser
diamond	0	0	0	0	1	0	1	0	0	0	Diamant
diamonds	0	0	0	0	0	0	0	0	0	0	Diamanten
diaper	0	0	1	0	0	0	0	0	0	0	Windel
diaphragm	0	0	0	0	0	0	0	0	0	0	Membran
diarrhoea	0	0	1	0	0	0	0	0	0	0	Durchfall
diary	0	0	0	0	1	0	1	0	0	1	Tagebuch
diatribe	1	0	1	0	0	1	0	0	0	0	Schmährede
dice	0	0	0	0	0	0	0	0	0	0	Würfel
dichotomous	0	0	0	0	0	0	0	0	0	0	dichotom
dichotomy	0	0	0	0	0	0	0	0	0	0	Dichotomie
dictate	0	0	0	0	0	0	0	0	0	0	diktieren
dictation	0	0	0	0	0	0	0	0	0	0	Diktat
dictator	0	0	0	1	0	1	0	0	0	0	Diktator
dictatorial	1	0	0	0	0	1	0	0	0	0	diktatorisch
dictatorship	1	1	1	1	0	1	0	1	0	0	Diktatur
diction	0	0	0	0	0	0	0	0	0	0	Diktion
dictionary	0	0	0	0	0	0	1	0	0	1	Wörterbuch
dictum	0	0	0	0	0	0	0	0	0	1	Diktum
didactic	0	0	0	0	0	0	1	0	0	0	didaktisch
die	0	0	0	1	0	1	0	1	0	0	sterben
diet	0	0	0	0	0	0	0	0	0	0	Diät
dietary	0	1	0	0	0	0	1	0	0	0	diätetisch
differ	0	0	0	0	0	0	0	0	0	0	abweichen
difference	0	0	0	0	0	0	0	0	0	0	Unterschied
differences	0	0	0	0	0	0	0	0	0	0	Unterschiede
differential	0	0	0	0	0	0	0	0	0	1	Differential
differentiation	0	0	0	0	0	0	0	0	0	0	Unterscheidung
differently	0	0	0	0	0	0	0	0	1	0	anders
differing	0	0	0	0	0	0	0	0	0	0	unterschiedlich
difficult	0	0	0	1	0	0	0	0	0	0	schwierig
difficulties	0	0	0	0	0	1	0	1	0	0	Schwierigkeiten
difficulty	1	0	0	1	0	1	0	1	0	0	Schwierigkeit
diffuse	0	0	0	0	0	0	0	0	0	0	diffus
diffusion	0	0	0	0	0	0	0	0	0	0	Diffusion
dig	0	0	0	0	0	0	0	0	0	0	graben
digest	0	0	0	0	0	0	0	0	0	0	verdauen
digestion	0	0	0	0	0	0	0	0	0	0	Verdauung
digit	0	0	0	0	0	0	0	0	0	1	Ziffer
dignified	0	0	0	0	0	0	1	0	0	0	würdevoll
dignity	0	0	0	0	0	0	1	0	0	1	Würde
digress	0	1	0	0	0	1	0	0	0	0	abschweifen
digs	0	0	0	0	0	0	0	0	0	0	gräbt
dike	0	0	0	1	0	0	0	0	0	0	Deich
dilapidated	0	0	1	0	0	1	0	1	0	0	baufällig
dilatation	0	0	0	0	0	0	0	0	0	0	Erweiterung
dilation	0	0	0	0	0	0	0	0	0	0	Erweiterung
dilemma	0	0	0	0	0	0	0	0	0	0	Dilemma
diligence	0	0	0	0	0	0	1	0	0	1	Sorgfalt
diligent	0	0	0	0	0	0	0	0	0	0	fleißig
diluent	0	0	0	0	0	0	0	0	0	0	Verdünnungsmittel
dilute	0	0	0	0	0	1	0	0	0	0	verdünnen
diluted	0	0	0	0	0	0	0	0	0	0	verdünnt
dilution	0	0	0	0	0	0	0	0	0	0	Verdünnung
dime	0	0	0	0	0	0	0	0	0	0	Dime
dimension	0	0	0	0	0	0	0	0	0	0	Abmessungen
diminish	0	0	0	0	0	1	0	1	0	0	verringern
diminished	0	0	0	0	0	1	0	0	0	0	vermindert
diminution	0	0	0	0	0	0	0	0	0	0	Verminderung
diminutive	0	0	0	0	0	0	0	0	0	0	Verkleinerung
din	0	0	0	0	0	1	0	0	0	0	Lärm
dine	0	0	0	0	0	0	0	0	0	0	speisen
diner	0	0	0	0	0	0	0	0	0	0	Abendessen
dinner	0	0	0	0	0	0	1	0	0	0	Abendessen
dinosaur	0	0	0	1	0	0	0	0	0	0	Dinosaurier
dint	0	0	0	0	0	0	0	0	0	0	dint
diocesan	0	0	0	0	0	0	0	0	0	0	diözesan
diocese	0	0	0	0	0	0	0	0	0	0	Diözese
diorama	0	0	0	0	0	0	0	0	0	0	Diorama
dip	0	0	0	0	0	0	0	0	0	0	tauchen
diploma	0	0	0	0	0	0	0	0	0	0	Diplom
diplomacy	0	1	0	0	0	0	1	0	0	1	Diplomatie
diplomat	0	0	0	0	0	0	0	0	0	0	Diplomat
diplomatic	0	0	0	0	0	0	1	0	0	1	diplomatisch
dire	0	0	1	1	0	1	0	1	1	0	schlimm
directed	0	0	0	0	0	0	0	0	0	0	gerichtet
direction	0	0	0	0	0	0	0	0	0	0	Richtung
directly	0	0	0	0	0	0	0	0	0	0	direkt
director	0	0	0	0	0	0	1	0	0	1	Direktor
directory	0	0	0	0	0	0	0	0	0	0	Verzeichnis
dirt	0	0	1	0	0	1	0	0	0	0	Schmutz
dirty	0	0	1	0	0	1	0	0	0	0	schmutzig
disability	0	0	0	0	0	1	0	1	0	0	Behinderung
disable	0	0	0	1	0	1	0	1	0	0	deaktivieren
disabled	0	0	0	1	0	1	0	1	0	0	deaktiviert
disadvantage	0	0	0	0	0	0	0	0	0	0	Nachteil
disaffected	0	0	0	0	0	1	0	0	0	0	desillusioniert
disagree	1	0	0	0	0	1	0	0	0	0	nicht zustimmen
disagreeable	0	0	0	0	0	0	0	0	0	0	unangenehm
disagreeing	1	0	0	0	0	1	0	1	0	0	nicht einverstanden
disagreement	1	0	0	0	0	1	0	1	0	0	Uneinigkeit
disallow	0	0	0	0	0	0	0	0	0	0	verbieten
disallowed	1	0	1	1	0	1	0	1	0	0	verboten
disappear	0	0	0	1	0	0	0	0	0	0	verschwinden
disappearance	0	0	0	0	0	0	0	0	0	0	Verschwinden
disappearing	0	0	0	0	0	0	0	0	0	0	verschwinden
disappoint	1	0	1	0	0	1	0	1	0	0	enttäuschen
disappointed	1	0	1	0	0	1	0	1	0	0	enttäuscht
disappointing	0	0	0	0	0	1	0	1	0	0	enttäuschend
disappointment	0	0	1	0	0	1	0	1	0	0	Enttäuschung
disapproval	0	0	0	0	0	1	0	1	0	0	Missbilligung
disapprove	1	0	1	1	0	1	0	1	0	0	missbilligen
disapproved	1	0	0	0	0	1	0	1	0	0	abgelehnt
disapproving	1	0	1	0	0	1	0	1	0	0	ablehnend
disarm	0	0	0	0	0	0	0	0	0	0	entwaffnen
disarray	0	0	0	0	0	0	0	0	0	0	Unordnung
disaster	1	0	1	1	0	1	0	1	1	0	Katastrophe
disastrous	1	0	0	1	0	1	0	1	0	0	katastrophal
disband	0	0	0	0	0	0	0	0	0	0	auflösen
disbelief	0	0	0	0	0	0	0	0	0	0	Unglaube
disbelieve	0	0	0	0	0	1	0	0	0	0	nicht glauben
disburse	0	0	0	0	0	0	0	0	0	0	auszahlen
disbursement	0	0	0	0	0	0	0	0	0	0	Auszahlung
disc	0	0	0	0	0	0	0	0	0	0	Rabatt
discarded	0	0	0	0	0	0	0	0	0	0	verworfen
discards	0	0	0	0	0	1	0	0	0	0	verwirft
discern	0	0	0	0	0	0	0	0	0	0	erkennen
discernible	0	0	0	0	0	0	0	0	0	0	erkennbar
discerning	0	0	0	0	0	0	0	0	0	0	anspruchsvoll
discernment	0	0	0	0	0	0	0	0	0	0	Urteilsvermögen
discharge	0	0	0	0	0	1	0	0	0	0	Entladung
disciple	0	0	0	0	0	0	0	0	0	1	Schüler
discipline	0	0	0	1	0	1	0	0	0	0	Disziplin
disclaim	1	0	1	0	0	1	0	0	0	1	ablehnen
disclaimer	0	0	0	0	0	0	0	0	0	0	Haftungsausschluss
disclose	0	0	0	0	0	0	0	0	0	0	offenbaren
disclosed	0	0	0	0	0	0	0	0	0	1	offengelegt
disclosure	0	0	0	0	0	0	0	0	0	0	Offenlegung
discoloration	0	0	1	0	0	1	0	0	0	0	Verfärbung
discolored	0	0	1	0	0	1	0	1	0	0	verfärbt
discomfort	0	0	0	0	0	1	0	1	0	0	leichte Schmerzen
disconnect	0	0	0	0	0	1	0	1	0	0	trennen
disconnected	0	0	0	0	0	1	0	1	0	0	getrennt
disconnection	0	0	0	0	0	1	0	0	0	0	Trennung
discontent	1	0	1	1	0	1	0	1	0	0	Unzufriedenheit
discontinuance	0	0	0	0	0	0	0	0	0	0	Abbruch
discontinue	0	0	0	0	0	1	0	0	0	0	abbrechen
discontinuity	0	0	1	1	0	1	0	1	0	0	Diskontinuität
discontinuous	0	0	0	0	0	0	0	0	0	0	diskontinuierlich
discord	1	0	1	0	0	1	0	0	0	0	Zwietracht
discount	0	0	0	0	0	0	0	0	0	0	Rabatt
discounted	0	0	0	0	0	0	0	0	0	0	ermäßigt
discourage	0	0	0	1	0	1	0	1	0	0	entmutigen
discouraged	0	0	0	0	0	0	0	0	0	0	entmutigt
discouragement	0	0	0	0	0	1	0	0	0	0	Entmutigung
discourse	0	0	0	0	0	0	0	0	0	0	Diskurs
discover	0	0	0	0	0	0	0	0	0	0	entdecken
discovery	0	0	0	0	0	0	1	0	0	0	Entdeckung
discredit	0	0	0	0	0	1	0	0	0	0	diskreditieren
discreet	0	1	0	0	0	0	1	0	0	0	diskret
discrepancy	0	0	0	0	0	0	0	0	0	0	Diskrepanz
discrete	0	0	0	0	0	0	0	0	0	0	diskret
discretion	0	1	0	0	0	0	1	0	0	1	Diskretion
discretionary	0	0	0	0	0	0	1	0	0	0	Ermessen
discriminate	1	0	0	0	0	1	0	1	0	0	diskriminieren
discriminating	0	0	1	0	0	1	0	0	0	0	diskriminierend
discrimination	1	0	1	1	0	1	0	1	0	0	Diskriminierung
discus	0	0	0	0	0	0	0	0	0	0	Diskus
discuss	0	0	0	0	0	0	0	0	0	0	diskutieren
discussion	0	0	0	0	0	0	1	0	0	0	Diskussion
disdain	1	0	1	0	0	1	0	0	0	0	Verachtung
disease	1	0	1	1	0	1	0	1	0	0	Erkrankung
diseased	0	0	1	1	0	1	0	1	0	0	krank
disembodied	0	0	0	1	0	1	0	1	0	0	körperlos
disengage	0	0	0	0	0	0	0	0	0	0	lösen
disengagement	0	0	0	0	0	1	0	0	0	0	Entflechtung
disfigured	1	0	1	1	0	1	0	1	0	0	entstellt
disgrace	1	0	1	0	0	1	0	1	0	0	Schande
disgraced	1	0	1	0	0	1	0	1	0	0	beschämt
disgraceful	1	0	1	0	0	1	0	0	0	0	schändlich
disgruntled	1	0	1	0	0	1	0	1	0	0	verärgert
disguise	0	0	0	0	0	0	0	0	0	0	Verkleidung
disguised	0	0	0	0	0	0	0	0	0	0	verkleidet
disgust	1	0	1	1	0	1	0	1	0	0	der Ekel
disgusting	1	0	1	1	0	1	0	0	0	0	widerlich
