English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Icelandic Word
biogenesis	0	0	0	0	0	0	0	0	0	0	lífmyndun
biographer	0	0	0	0	0	0	0	0	0	0	ævisöguritari
biography	0	0	0	0	0	0	0	0	0	0	Ævisaga
biology	0	0	0	0	0	0	0	0	0	0	líffræði
biopsy	0	0	0	1	0	1	0	0	0	0	vefjasýni
biosphere	0	0	0	0	0	0	0	0	0	0	lífríki
bipartite	0	0	0	0	0	0	0	0	0	0	tvískiptur
birch	1	0	1	1	0	1	0	0	0	0	birki
bird	0	0	0	0	0	0	0	0	0	0	fugl
birth	0	1	0	1	1	0	1	0	0	1	fæðingu
birthday	0	1	0	0	1	0	1	0	1	0	Afmælisdagur
birthplace	1	0	0	0	0	1	0	0	0	0	fæðingarstaður
birthright	0	0	0	0	0	0	0	0	0	0	frumburðarrétt
bis	0	0	0	0	0	0	0	0	0	0	bis
bishop	0	0	0	0	0	0	0	0	0	0	biskup
bison	0	0	0	0	0	0	0	0	0	0	bison
bit	0	0	0	0	0	0	0	0	0	0	smá
bitch	1	0	1	1	0	1	0	1	0	0	tík
bite	0	0	0	0	0	1	0	0	0	0	bíta
bitterly	1	0	1	0	0	1	0	1	0	0	biturlega
bitterness	1	0	1	0	0	1	0	1	0	0	biturð
bitumen	0	0	0	0	0	0	0	0	0	0	jarðbiki
biweekly	0	0	0	0	0	0	0	0	0	0	tveggja vikna
bizarre	0	0	0	0	0	1	0	0	1	0	furðulegt
blackberry	0	0	0	0	0	0	0	0	0	0	brómber
blackboard	0	0	0	0	0	0	0	0	0	0	töflu
blackjack	0	0	0	0	0	1	0	0	0	0	blackjack
blackmail	1	0	0	1	0	1	0	0	0	0	kúgun
blackness	0	0	0	1	0	1	0	1	0	0	sorti
blacksmith	0	0	0	0	0	0	0	0	0	0	járnsmiður
bladder	0	0	0	0	0	0	0	0	0	0	þvagblöðru
blade	0	0	0	0	0	0	0	0	0	0	blað
blame	1	0	1	0	0	1	0	0	0	0	kenna
blameless	0	0	0	0	0	0	1	0	0	0	saklaus
bland	0	0	0	0	0	1	0	0	0	0	blíður
blank	0	0	0	0	0	0	0	0	0	0	autt
blanket	0	0	0	0	0	0	0	0	0	1	teppi
blasphemous	1	0	1	0	0	1	0	0	0	0	guðlast
blasphemy	1	0	0	0	0	1	0	0	0	0	guðlast
blast	1	0	0	1	0	1	0	0	1	0	sprengja
blatant	1	0	1	0	0	1	0	0	0	0	hróplegt
blather	0	0	0	0	0	1	0	0	0	0	blaðra
blaze	1	0	0	0	0	1	0	0	0	0	loga
blazing	0	0	0	0	0	0	0	0	0	0	logandi
bleach	0	0	0	0	0	0	0	0	0	0	klór
bleak	0	0	0	0	0	1	0	1	0	0	dökkur
bleeding	0	0	1	1	0	1	0	1	0	0	blæðingar
blemish	1	0	1	1	0	1	0	1	0	0	lýti
blend	0	0	0	0	0	0	0	0	0	0	blanda
blending	0	0	0	0	0	0	0	0	0	0	blöndun
bless	0	1	0	0	1	0	1	0	0	1	blessi
blessed	0	0	0	0	1	0	1	0	0	0	blessaður
blessing	0	1	0	0	1	0	1	0	0	1	blessun
blessings	0	1	0	0	1	0	1	0	1	1	blessanir
blight	0	0	1	1	0	1	0	1	0	0	korndrepi
blighted	0	0	1	0	0	1	0	1	0	0	eydd
blinded	0	0	0	0	0	1	0	0	0	0	blindaður
blindfold	0	1	0	1	0	0	0	0	1	0	fyrir augun
blindfolded	0	0	0	0	0	0	0	0	0	0	bundið fyrir augun
blindly	0	0	0	0	0	1	0	1	0	0	í blindni
blindness	0	0	0	0	0	1	0	1	0	0	blindu
blink	0	0	0	0	0	0	0	0	0	0	blikka
bliss	0	0	0	0	1	0	1	0	0	0	sælu
blissful	0	0	0	0	1	0	1	0	0	0	sæla
blister	0	0	1	0	0	1	0	0	0	0	blaðra
blitz	0	0	0	0	0	0	0	0	1	0	blikk
blizzard	0	0	0	0	0	0	0	0	0	0	snjóstormur
bloated	0	0	1	0	0	1	0	0	0	0	uppblásinn
blob	0	0	1	1	0	1	0	0	0	0	blöbb
block	0	0	0	0	0	0	0	0	0	0	blokk
blockade	1	0	0	1	0	1	0	1	0	0	blokkun
blond	0	0	0	0	0	0	0	0	0	0	ljóshærð
blood	0	0	0	0	0	0	0	0	0	0	blóði
bloodhound	0	0	0	0	0	0	0	0	0	0	blóðhundur
bloodless	0	0	0	0	0	0	1	0	0	0	blóðlaus
bloodshed	1	0	1	1	0	1	0	1	1	0	blóðsúthellingar
bloodthirsty	1	0	1	1	0	1	0	0	0	0	blóðþyrsta
bloody	1	0	1	1	0	1	0	1	0	0	blóðug
bloom	0	1	0	0	1	0	1	0	0	1	blómstra
blossom	0	0	0	0	1	0	1	0	0	0	blómstra
blot	0	0	0	0	0	1	0	0	0	0	blot
blouse	0	0	0	0	0	0	0	0	0	0	blússa
blower	0	0	0	0	0	1	0	0	0	0	blásara
blowing	0	0	0	0	0	0	0	0	0	0	blása
blown	0	0	0	0	0	0	0	0	0	0	blásið
blowout	0	0	0	0	0	1	0	0	0	0	Slökkva á kertum
blue	0	0	0	0	0	0	0	1	0	0	blár
blues	0	0	0	1	0	1	0	1	0	0	blús
bluff	0	0	0	0	0	1	0	0	0	0	bluff
bluish	0	0	0	0	0	0	0	0	0	0	bláleitur
blunder	0	0	1	0	0	1	0	1	0	0	klúður
blunt	0	0	0	0	0	0	0	0	0	0	barefli
blur	0	0	0	0	0	1	0	0	0	0	þoka
blurred	0	0	0	0	0	1	0	0	0	0	óskýrt
blush	0	0	0	0	0	1	0	0	0	0	kinnalit
blushing	0	0	0	0	0	0	0	0	0	0	roðni
boa	0	0	0	0	0	0	0	0	0	0	boa
boar	0	0	0	0	0	0	0	0	0	0	villtur
board	0	1	0	0	0	0	0	0	0	0	stjórn
boarder	0	0	0	0	0	0	0	0	0	0	landamæri
boarding	0	0	0	0	0	0	0	0	0	0	um borð
boards	0	0	0	0	0	0	0	0	0	0	borðum
boast	0	0	0	0	0	1	1	0	0	0	hrósa sér
boasting	0	0	0	0	0	1	0	0	0	0	hrósandi
boat	0	0	0	0	0	0	0	0	0	0	bátur
boating	0	0	0	0	0	0	0	0	0	0	bátaútgerð
bobbin	0	0	0	0	0	0	0	0	0	0	spóla
bode	0	0	0	0	0	0	0	0	0	0	boðar
bodice	0	0	0	0	0	0	0	0	0	0	bol
bodily	0	0	0	0	0	0	0	0	0	0	líkamlega
body	0	0	0	0	0	0	0	0	0	0	líkami
bodyguard	0	0	0	0	0	0	1	0	0	1	lífvörður
bog	0	0	0	0	0	1	0	0	0	0	mýri
bogus	1	0	1	0	0	1	0	0	0	0	svikinn
boil	0	0	1	0	0	1	0	0	0	0	sjóða
boiler	0	0	0	0	0	0	0	0	0	0	ketill
boilerplate	0	0	0	0	0	1	0	0	0	0	boilerplate
boiling	0	0	0	0	0	0	0	0	0	0	sjóðandi
boisterous	1	1	0	0	1	1	1	0	0	0	hávær
bold	0	0	0	0	0	0	1	0	0	0	feitletrað
boldness	0	0	0	0	0	0	1	0	0	0	áræðni
bolster	0	0	0	0	0	0	1	0	0	0	styrkja
bolt	0	0	0	0	0	0	0	0	0	0	bolti
bolus	0	0	0	0	0	0	0	0	0	0	bolus
bomb	1	0	0	1	0	1	0	1	1	0	sprengju
bombard	1	0	0	1	0	1	0	0	0	0	sprengjuárás
bombardment	1	0	0	1	0	1	0	0	0	0	sprengjuárás
bombed	0	0	1	0	0	1	0	0	0	0	sprengd
bomber	0	0	0	1	0	0	0	1	0	0	sprengjuflugvél
bonanza	0	0	0	0	1	0	1	0	0	0	bonanza
bond	0	0	0	0	0	0	0	0	0	0	tengsl
bondage	0	0	0	1	0	1	0	1	0	0	ánauð
bonds	0	0	0	0	0	1	0	0	0	0	skuldabréf
bone	0	0	0	0	0	0	0	0	0	0	bein
boner	0	0	0	0	0	0	0	0	0	0	boner
bones	0	0	0	0	0	0	0	0	0	0	bein
bonfire	0	0	0	0	0	0	0	0	0	0	bál
bonne	0	0	0	0	0	0	1	0	0	0	bonne
bonnet	0	0	0	0	0	0	0	0	0	0	vélarhlíf
bonus	0	1	0	0	1	0	1	0	1	0	bónus
bony	0	0	0	0	0	0	0	0	0	0	beinvaxinn
boo	0	0	0	0	0	1	0	0	0	0	buh
boob	0	0	0	0	0	0	0	0	0	0	brjóst
booby	0	0	0	0	0	1	0	0	0	0	bobbi
book	0	0	0	0	0	0	0	0	0	0	bók
bookcase	0	0	0	0	0	0	0	0	0	0	bókaskápur
booking	0	0	0	0	0	0	0	0	0	0	bókun
bookish	0	0	0	0	0	0	1	0	0	0	bókhneigð
bookkeeper	0	0	0	0	0	0	0	0	0	0	bókari
bookkeeping	0	0	0	0	0	0	0	0	0	0	bókhald
booklet	0	0	0	0	0	0	0	0	0	0	bækling
books	0	0	0	0	0	0	0	0	0	0	bækur
bookseller	0	0	0	0	0	0	0	0	0	0	bóksali
bookshop	0	0	0	0	0	0	1	0	0	0	bókabúð
bookstore	0	0	0	0	0	0	0	0	0	0	bókabúð
bookworm	0	0	0	0	0	1	1	0	0	0	bókaormur
boomerang	0	1	0	0	0	0	0	0	0	1	búmerang
booming	0	0	0	0	0	0	0	0	0	0	uppgangur
boon	0	0	0	0	0	0	1	0	0	0	blessun
boost	0	0	0	0	0	0	0	0	0	0	uppörvun
booster	0	0	0	0	0	0	0	0	0	0	hvatamaður
boot	0	0	0	0	0	0	0	0	0	0	stígvél
booth	0	0	0	0	0	0	0	0	0	0	bás
boots	0	0	0	0	0	0	0	0	0	0	stígvél
booty	0	0	0	0	0	0	0	0	0	0	herfang
booze	0	0	0	0	0	1	0	0	0	0	áfengi
border	0	0	0	0	0	0	0	0	0	0	landamæri
bordering	0	0	0	0	0	0	0	0	0	0	landamæri
bore	0	0	0	0	0	1	0	0	0	0	ól
boreal	0	0	0	0	0	0	0	0	0	0	bóreal
boredom	0	0	0	0	0	1	0	1	0	0	leiðindi
borer	0	0	0	0	0	0	0	0	0	0	borari
boring	0	0	0	0	0	1	0	0	0	0	leiðinlegur
borough	0	0	0	0	0	0	0	0	0	0	hverfi
borrow	0	0	0	0	0	0	0	0	0	0	fá lánað
borrower	0	0	0	0	0	1	0	0	0	0	lántakanda
bosom	0	0	0	0	0	0	0	0	0	0	barm
boss	0	0	0	0	0	0	0	0	0	0	yfirmaður
boston	0	0	0	0	0	0	0	0	0	0	Boston
botanical	0	0	0	0	0	0	0	0	0	0	grasafræðilegt
botanist	0	0	0	0	0	0	0	0	0	0	grasafræðingur
botany	0	0	0	0	0	0	0	0	0	0	grasafræði
bother	0	0	0	0	0	1	0	0	0	0	nenna
bothering	1	0	0	0	0	1	0	1	0	0	nenna
bottle	0	0	0	0	0	0	0	0	0	0	flösku
bottom	0	0	0	0	0	1	0	1	0	0	botn
bottomless	0	0	0	1	0	0	0	0	0	0	botnlaus
boulder	0	0	0	0	0	0	0	0	0	0	stórgrýti
bounce	0	0	0	0	0	0	0	0	0	0	hopp
bound	0	0	0	0	0	1	0	0	0	0	bundinn
boundary	0	0	0	0	0	0	0	0	0	0	mörk
boundless	0	0	0	0	0	0	0	0	0	0	takmarkalaus
bounds	0	0	0	0	0	0	0	0	0	0	mörk
bountiful	0	1	0	0	1	0	1	0	0	0	ríkulegur
bounty	0	1	0	0	1	0	1	0	0	1	gnótt
bouquet	0	0	0	0	1	0	1	0	0	1	vönd
bourgeois	0	0	0	0	0	0	0	0	0	0	borgaralegur
bourgeoisie	0	0	0	0	0	0	0	0	0	0	borgarastétt
bourse	0	0	0	0	0	0	0	0	0	0	kauphöll
bout	1	0	0	0	0	1	0	0	0	0	bardaga
bovine	0	0	1	0	0	1	0	0	0	0	nautgripi
bowed	0	0	0	0	0	0	0	0	0	0	hneigði sig
bowels	0	0	1	0	0	0	0	0	0	0	þörmum
bowl	0	0	0	0	0	0	0	0	0	0	skál
bowls	0	0	0	0	0	0	0	0	0	0	skálar
box	0	0	0	0	0	0	0	0	0	0	kassa
boxer	0	0	0	0	0	0	0	0	0	0	boxari
boxing	1	0	0	0	0	0	0	0	0	0	hnefaleikar
boycott	0	0	0	0	0	1	0	0	0	0	sniðganga
boyhood	0	0	0	0	0	0	0	0	0	0	drengskapar
boyish	0	0	0	0	0	0	0	0	0	0	drengilegur
brace	0	0	0	0	0	0	0	0	0	0	spelku
bracelet	0	0	0	0	0	0	0	0	0	0	armband
braces	0	0	0	0	0	0	0	0	0	0	spangir
brachial	0	0	0	0	0	0	0	0	0	0	brachial
bracket	0	0	0	0	0	0	0	0	0	0	krappi
brackets	0	0	0	0	0	0	0	0	0	0	sviga
brackish	0	0	0	0	0	0	0	0	0	0	brakandi
brad	0	0	0	0	0	0	0	0	0	0	brad
brag	0	0	0	0	0	1	0	0	0	0	hrósa
braid	0	0	0	0	0	0	0	0	0	0	flétta
brain	0	0	0	0	0	0	0	0	0	0	heila
brains	0	0	0	0	0	0	1	0	0	0	heila
brainstorm	0	0	0	0	0	0	0	0	0	0	hugarflug
brake	0	0	0	0	0	0	0	0	0	0	bremsa
bran	0	0	1	0	0	0	0	0	0	0	klíð
branch	0	0	0	0	0	0	0	0	0	0	útibú
branching	0	0	0	0	0	0	0	0	0	0	útibú
brandy	0	0	0	0	0	1	0	0	0	0	brennivín
brass	0	0	0	0	0	0	0	0	0	0	eir
brat	0	0	0	0	0	0	0	0	0	0	krakki
bravado	0	0	0	0	0	1	0	0	0	0	brauð
bravery	0	0	0	0	0	0	1	0	0	0	hugrekki
brawl	1	0	1	1	0	1	0	0	0	0	slagsmál
brazen	1	0	0	0	0	1	0	0	0	0	frækinn
breach	0	0	0	0	0	1	0	0	0	0	brot
bread	0	0	0	0	0	0	0	0	0	0	brauð
breadth	0	0	0	0	0	0	0	0	0	0	breidd
break	0	0	0	0	0	0	0	0	1	0	brot
breakable	0	0	0	0	0	0	0	0	0	0	brjótanlegur
breakdown	0	0	0	0	0	1	0	0	0	0	brotna niður
breaker	0	0	0	0	0	0	0	0	0	0	brotsjór
breakers	0	0	0	0	0	0	0	0	0	0	brotsjór
breakfast	0	0	0	0	0	0	1	0	0	0	morgunmat
breakneck	0	0	0	0	0	1	0	0	0	0	hálsbrjálaður
breakup	0	0	0	0	0	1	0	1	0	0	sambandsslit
breath	0	0	0	0	0	0	0	0	0	0	andardráttur
breech	0	0	0	0	0	0	0	0	0	0	brók
breeches	0	0	0	0	0	0	0	0	0	0	buxur
breed	0	0	0	0	0	0	0	0	0	0	kyn
breeder	0	0	0	0	0	0	0	0	0	0	ræktanda
breeding	0	0	0	0	0	0	0	0	0	0	ræktun
breeze	0	0	0	0	0	0	0	0	0	0	gola
breezy	0	0	0	0	0	0	0	0	0	0	hressandi
brethren	0	0	0	0	0	0	0	0	0	0	bræður
breve	0	0	0	0	0	0	0	0	0	0	breve
brevity	0	0	0	0	0	0	0	0	0	0	stuttorð
brew	0	0	0	0	0	0	0	0	0	0	brugga
brewing	0	0	0	0	0	0	0	0	0	0	bruggun
bribe	0	0	0	0	0	1	0	0	0	0	mútur
bribery	0	0	1	0	0	1	0	0	0	0	mútur
brick	0	0	0	0	0	0	0	0	0	0	múrsteinn
bridal	0	1	0	0	1	0	1	0	0	1	brúðar
bride	0	1	0	0	1	0	1	0	0	1	brúður
bridegroom	0	1	0	0	1	0	1	0	0	1	brúðgumi
bridesmaid	0	0	0	0	1	0	1	0	0	1	brúðarmeyja
bridge	0	0	0	0	0	0	0	0	0	0	brú
bridle	0	0	0	0	0	0	0	0	0	0	beisli
briefly	0	0	0	0	0	0	0	0	0	0	stuttlega
brig	0	0	0	0	0	0	0	0	0	0	brig
brigade	0	0	0	1	0	1	0	0	0	0	Stórfylki
brighten	0	0	0	0	1	0	1	0	1	1	bjartari
brightness	0	0	0	0	0	0	1	0	0	0	birtustig
brilliant	0	1	0	0	1	0	1	0	0	1	ljómandi
brim	0	0	0	0	0	0	0	0	0	0	barmi
brimming	0	0	0	0	0	0	0	0	0	0	fullur
brimstone	1	0	0	1	0	1	0	0	0	0	brennisteini
brine	0	0	0	0	0	0	0	0	0	0	saltvatn
bring	0	0	0	0	0	0	0	0	0	0	koma með
brink	0	0	0	0	0	0	0	0	0	0	brún
brisk	0	0	0	0	0	0	0	0	0	0	hressilega
bristle	0	0	0	0	0	1	0	0	0	0	bursta
brittle	0	0	0	0	0	0	0	0	0	0	brothætt
broadcast	0	0	0	0	0	0	0	0	0	0	útsending
broadside	0	1	0	0	0	1	0	0	0	0	breiðhlið
brocade	0	0	0	0	0	0	1	0	0	0	brocade
brochure	0	0	0	0	0	0	0	0	0	0	bækling
broil	1	0	0	0	0	1	0	0	0	0	broil
broke	0	0	0	1	0	1	0	1	0	0	braut
broken	1	0	0	1	0	1	0	1	0	0	brotið
broker	0	0	0	0	0	0	0	0	0	0	miðlari
brokerage	0	0	0	0	0	0	0	0	0	0	verðbréfamiðlun
bronco	0	0	0	0	0	0	0	0	0	0	bronco
bronze	0	0	0	0	0	0	0	0	0	0	brons
brood	0	0	0	0	0	0	0	0	0	0	ungi
brooding	0	0	0	0	0	0	0	0	0	0	pæling
brook	0	0	0	0	0	0	0	0	0	0	læk
broom	0	0	0	0	0	0	0	0	0	0	kúst
broth	0	0	0	0	0	0	0	0	0	0	seyði
brothel	0	0	1	0	0	1	0	0	0	0	hóruhús
brother	0	0	0	0	0	0	1	0	0	1	bróðir
brotherhood	0	0	0	0	0	0	1	0	0	1	bræðralag
brotherly	0	1	0	0	1	0	1	0	0	1	bróðurlega
brow	0	0	0	0	0	0	0	0	0	0	augabrún
brown	0	0	0	0	0	0	0	0	0	0	brúnt
bruise	0	1	0	0	0	1	0	0	0	0	marbletti
brunette	0	0	0	0	0	0	0	0	0	0	brunett
brunt	1	0	0	0	0	1	0	0	0	0	hiti
brush	0	0	0	0	0	0	0	0	0	0	bursta
brutal	1	0	0	1	0	1	0	0	0	0	grimmur
brutality	1	0	0	1	0	1	0	0	0	0	grimmd
brute	1	0	0	1	0	1	0	1	0	0	skepna
bubble	0	0	0	0	0	0	0	0	0	0	kúla
bubbling	0	0	0	0	0	0	0	0	0	0	freyðandi
buck	0	0	0	1	0	1	1	0	1	0	krónur
bucket	0	0	0	0	0	0	0	0	0	0	fötu
buckle	0	0	0	0	0	0	0	0	0	0	sylgja
buckled	0	0	0	0	0	0	0	0	0	0	spenntur
bud	0	0	0	0	0	0	0	0	0	0	bud
buddy	0	1	0	0	1	0	1	0	0	1	félagi
budge	0	0	0	0	0	0	0	0	0	0	víkja
budget	0	0	0	0	0	0	0	0	0	1	fjárhagsáætlun
buffalo	0	0	0	0	0	0	0	0	0	0	buffaló
buffer	0	0	0	0	0	0	0	0	0	0	biðminni
buffet	1	0	0	0	0	1	0	0	0	0	hlaðborð
bug	0	0	1	1	0	1	0	0	0	0	galla
bugaboo	1	0	0	1	0	1	0	1	0	0	bugaboo
buggy	0	0	0	0	0	0	0	0	0	0	galli
bugle	0	1	0	0	0	0	0	0	0	0	bula
build	0	0	0	0	0	0	1	0	0	0	byggja
builder	0	0	0	0	0	0	0	0	0	0	byggingarmaður
building	0	0	0	0	0	0	1	0	0	0	byggingu
buildings	0	0	0	0	0	0	0	0	0	0	byggingar
bulb	0	0	0	0	0	0	0	0	0	0	peru
bulbous	0	0	0	0	0	1	0	0	0	0	perulaga
bulge	0	0	0	0	0	0	0	0	0	0	bunga
bulk	0	0	0	0	0	0	0	0	0	0	magn
bulkhead	0	0	0	0	0	0	0	0	0	0	þil
bulky	0	0	0	0	0	0	0	0	0	0	fyrirferðarmikill
bull	0	0	0	0	0	0	0	0	0	0	naut
bulldog	0	0	0	0	0	0	1	0	0	0	bulldog
bulldozer	0	0	0	0	0	0	0	0	0	0	jarðýtu
bullet	0	0	0	0	0	0	0	0	0	0	kúlu
bulletin	0	0	0	0	0	0	0	0	0	0	bulletin
bulletproof	0	0	0	0	0	0	1	0	0	0	skotheldur
bullock	0	0	0	0	0	0	0	0	0	0	naut
bully	1	0	0	1	0	1	0	0	0	0	einelti
bulwark	0	0	0	0	0	0	0	0	0	0	varnargarður
bum	0	0	1	0	0	1	0	1	0	0	rassinn
bummer	1	0	1	0	0	1	0	0	0	0	ömurlegt
bump	0	0	0	0	0	0	0	0	0	0	högg
bun	0	0	0	0	0	0	0	0	0	0	bolla
bunch	0	0	0	0	0	0	0	0	0	0	fullt
bundle	0	0	0	0	0	0	0	0	0	0	búnt
bungalow	0	0	0	0	0	0	0	0	0	0	einbýlishús
bunk	0	0	0	0	0	0	0	0	0	0	koju
bunker	0	0	0	1	0	0	0	0	0	0	glompa
bunt	0	0	0	0	0	0	0	0	0	0	bolla
buoy	0	0	0	0	0	0	1	0	0	0	bauju
buoyancy	0	0	0	0	0	0	0	0	0	0	flotkraftur
bur	0	0	0	0	0	0	0	0	0	0	bur
burden	0	0	0	0	0	0	0	0	0	0	byrði
burdensome	0	0	0	1	0	1	0	1	0	0	íþyngjandi
bureau	0	0	0	0	0	0	0	0	0	0	Skrifstofa
bureaucracy	0	0	0	0	0	1	0	0	0	1	skrifræði
bureaucrat	0	0	1	0	0	1	0	0	0	0	embættismaður
burglar	0	0	1	1	0	1	0	0	0	0	innbrotsþjófur
burglary	0	0	0	0	0	1	0	0	0	0	innbrot
burial	1	0	0	1	0	1	0	1	0	0	greftrun
buried	0	0	0	1	0	1	0	1	0	0	grafinn
burke	1	0	1	1	0	1	0	1	0	0	burke
burlap	0	0	0	0	0	0	0	0	0	0	bursta
burlesque	0	0	0	0	0	0	0	0	1	0	burlesque
burly	0	0	0	0	0	0	0	0	0	0	þungur
burn	0	0	0	0	0	0	0	0	0	0	brenna
burner	0	0	0	0	0	0	0	0	0	0	brennari
burning	0	0	0	0	0	0	0	0	0	0	brennandi
burnished	0	0	0	0	0	0	0	0	0	0	brenndur
burnout	0	0	0	0	0	0	0	0	0	0	brenna út
burnt	0	0	1	0	0	1	0	0	0	0	brenndur
burr	0	0	0	0	0	0	0	0	0	0	burr
burrow	0	0	0	0	0	0	0	0	0	0	grafa
bursary	0	0	0	0	0	0	0	0	0	1	námsstyrk
bury	0	0	0	0	0	0	0	1	0	0	grafa
bus	0	0	0	0	0	0	0	0	0	0	strætó
bush	0	0	0	0	0	0	0	0	0	0	runna
bushel	0	0	0	0	0	0	0	0	0	0	bushel
bushy	0	0	0	0	0	0	0	0	0	0	kjarri
business	0	0	0	0	0	0	0	0	0	0	viðskipti
buss	0	0	0	0	1	0	1	0	0	0	buss
bust	0	0	0	0	0	0	0	0	0	0	brjóstmynd
busted	1	0	0	1	0	1	0	0	0	0	gómaður
bustle	0	0	0	0	0	0	0	0	0	0	iðandi
bustling	0	0	0	0	0	0	0	0	0	0	iðandi
busy	0	0	0	0	0	0	0	0	0	0	upptekinn
butane	0	0	0	0	0	0	0	0	0	0	bútan
butcher	1	0	1	1	0	1	0	0	0	0	slátrari
butler	0	0	0	0	0	0	1	0	0	1	þjónn
butt	0	0	0	0	0	1	0	0	0	0	rassinn
butter	0	0	0	0	0	0	0	0	0	0	smjör
butterfly	0	0	0	0	0	0	0	0	0	0	fiðrildi
buttery	0	0	0	0	0	0	1	0	0	0	smjörlíkt
buttock	0	0	0	0	0	0	0	0	0	0	rassinn
button	0	0	0	0	0	0	0	0	0	0	takki
buttress	0	0	0	0	0	0	0	0	0	0	stoðfesta
buxom	0	0	0	0	0	0	1	0	0	0	ömurlegur
buy	0	0	0	0	0	0	0	0	0	0	kaupa
buyer	0	0	0	0	0	0	0	0	0	0	kaupandi
buying	0	0	0	0	0	0	0	0	0	0	kaupa
buzz	0	1	0	1	0	0	1	0	0	0	suð
buzzed	0	0	0	0	0	1	0	0	0	0	suðaði
buzzer	0	0	0	0	0	0	0	0	0	0	hljóðmerki
bye	0	1	0	0	0	0	0	0	0	0	bless
bygone	0	0	0	0	0	0	0	0	0	0	liðin tíð
bylaw	0	0	0	0	0	0	0	0	0	1	samþykkt
bystander	0	0	0	0	0	0	0	0	0	0	nærstaddur
byte	0	0	0	0	0	0	0	0	0	0	bæti
cab	0	0	0	0	0	0	1	0	0	0	leigubíll
cabal	0	0	0	1	0	1	0	0	0	0	kabal
cabbage	0	0	0	0	0	0	0	0	0	0	hvítkál
cabin	0	0	0	0	0	0	0	0	0	0	skála
cabinet	0	0	0	0	0	0	1	0	0	1	skáp
cable	0	0	0	0	0	0	0	0	1	0	snúru
cabriolet	0	0	0	0	0	0	0	0	0	0	cabriolet
cache	0	0	0	0	0	0	0	0	0	0	skyndiminni
cacophony	1	0	1	0	0	1	0	0	0	0	kakófónía
cad	1	0	1	0	0	1	0	0	0	0	cad
cadaver	0	0	1	1	0	1	0	1	1	0	lík
caddy	0	0	0	0	0	0	0	0	0	0	kylfuberi
cadence	0	0	0	0	0	0	0	0	0	0	kadence
cadet	0	0	0	0	0	0	0	0	0	0	kadett
cafe	0	0	0	0	0	0	1	0	0	0	kaffihús
cage	0	0	0	0	0	1	0	1	0	0	búr
cairn	0	0	0	0	0	0	0	0	0	0	vörður
cake	0	0	0	0	0	0	0	0	0	0	köku
calamity	0	0	0	0	0	0	0	1	0	0	ógæfu
calcareous	0	0	0	0	0	0	0	0	0	0	kalkríkur
calculate	0	0	0	0	0	0	0	0	0	0	reikna
calculated	0	0	0	0	0	0	0	0	0	0	reiknað
calculating	0	0	0	0	0	1	0	0	0	0	að reikna
calculation	0	1	0	0	0	0	0	0	0	0	útreikning
calculator	0	0	0	0	0	0	1	0	0	1	reiknivél
calculus	0	0	0	0	0	0	0	0	0	0	reikningur
calendar	0	0	0	0	0	0	0	0	0	0	dagatal
calender	0	0	0	0	0	0	0	0	0	0	dagatal
calf	0	0	0	0	1	0	1	0	0	1	kálfur
caliber	0	0	0	0	0	0	0	0	0	0	kaliber
calibrate	0	0	0	0	0	0	0	0	0	0	kvarða
calico	0	0	0	0	0	0	0	0	0	0	calico
calipers	0	0	0	0	0	0	0	0	0	0	þykkni
call	0	0	0	0	0	0	0	0	0	0	hringja
calligraphy	0	0	0	0	0	0	0	0	0	0	skrautskrift
calling	0	0	0	0	0	0	0	0	0	0	að hringja
callous	1	0	1	0	0	1	0	0	0	0	kvíðalaus
calls	0	1	0	0	0	1	0	0	0	1	símtöl
calm	0	0	0	0	0	0	1	0	0	0	rólegur
calmness	0	0	0	0	0	0	0	0	0	0	rósemi
caloric	0	0	0	0	0	0	0	0	0	0	kaloría
calorie	0	0	0	0	0	0	0	0	0	0	kaloría
calorimeter	0	0	0	0	0	0	0	0	0	0	hitaeiningar
cam	0	0	0	0	0	0	0	0	0	0	kambur
camber	0	0	0	0	0	0	0	0	0	0	camber
camel	0	0	0	0	0	0	0	0	0	0	úlfalda
cameo	0	0	0	0	0	0	0	0	0	0	komó
cameraman	0	0	0	0	0	0	0	0	0	0	myndatökumaður
camisole	0	0	0	0	0	0	0	0	0	0	camisole
camouflage	0	0	0	0	0	0	0	0	1	0	felulitur
camouflaged	0	0	0	0	0	0	0	0	1	0	felulitur
camp	0	0	0	0	0	0	0	0	0	0	tjaldsvæði
campaign	0	0	0	0	0	0	0	0	0	0	herferð
campaigner	0	0	0	0	0	0	0	0	0	0	baráttumaður
campaigning	1	0	0	1	0	1	0	0	0	0	herferð
campus	0	0	0	0	0	0	0	0	0	0	háskólasvæðinu
canal	0	0	0	0	0	0	0	0	0	0	síki
canary	0	0	0	0	0	0	1	0	0	0	kanarí
cancel	0	0	0	0	0	1	0	1	0	0	hætta við
canceling	0	0	0	0	0	0	0	0	0	0	hætta við
cancellation	0	0	0	0	0	0	0	0	0	0	uppsögn
cancer	1	0	1	1	0	1	0	1	0	0	krabbamein
candid	0	1	0	0	1	0	1	0	1	1	hreinskilinn
candidacy	0	0	0	0	0	0	0	0	0	0	framboð
candidate	0	0	0	0	0	0	1	0	0	0	frambjóðandi
