English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Macedonian Word
bulldozer	0	0	0	0	0	0	0	0	0	0	булдожер
bullet	0	0	0	0	0	0	0	0	0	0	куршум
bulletin	0	0	0	0	0	0	0	0	0	0	билтен
bulletproof	0	0	0	0	0	0	1	0	0	0	отпорен на куршуми
bullock	0	0	0	0	0	0	0	0	0	0	бик
bully	1	0	0	1	0	1	0	0	0	0	силеџија
bulwark	0	0	0	0	0	0	0	0	0	0	бедем
bum	0	0	1	0	0	1	0	1	0	0	клошар
bummer	1	0	1	0	0	1	0	0	0	0	лош
bump	0	0	0	0	0	0	0	0	0	0	судрат
bun	0	0	0	0	0	0	0	0	0	0	пунџа
bunch	0	0	0	0	0	0	0	0	0	0	Куп
bundle	0	0	0	0	0	0	0	0	0	0	пакет
bungalow	0	0	0	0	0	0	0	0	0	0	бунгалов
bunk	0	0	0	0	0	0	0	0	0	0	легло
bunker	0	0	0	1	0	0	0	0	0	0	бункер
bunt	0	0	0	0	0	0	0	0	0	0	бунт
buoy	0	0	0	0	0	0	1	0	0	0	пловка
buoyancy	0	0	0	0	0	0	0	0	0	0	пловност
bur	0	0	0	0	0	0	0	0	0	0	брус
burden	0	0	0	0	0	0	0	0	0	0	товар
burdensome	0	0	0	1	0	1	0	1	0	0	оптоварувачки
bureau	0	0	0	0	0	0	0	0	0	0	биро
bureaucracy	0	0	0	0	0	1	0	0	0	1	бирократијата
bureaucrat	0	0	1	0	0	1	0	0	0	0	бирократ
burglar	0	0	1	1	0	1	0	0	0	0	крадец
burglary	0	0	0	0	0	1	0	0	0	0	провална кражба
burial	1	0	0	1	0	1	0	1	0	0	погребување
buried	0	0	0	1	0	1	0	1	0	0	погребан
burke	1	0	1	1	0	1	0	1	0	0	бурк
burlap	0	0	0	0	0	0	0	0	0	0	бура
burlesque	0	0	0	0	0	0	0	0	1	0	бурлеска
burly	0	0	0	0	0	0	0	0	0	0	крупен
burn	0	0	0	0	0	0	0	0	0	0	изгори
burner	0	0	0	0	0	0	0	0	0	0	горилник
burning	0	0	0	0	0	0	0	0	0	0	горење
burnished	0	0	0	0	0	0	0	0	0	0	изгорен
burnout	0	0	0	0	0	0	0	0	0	0	изгори
burnt	0	0	1	0	0	1	0	0	0	0	изгорен
burr	0	0	0	0	0	0	0	0	0	0	брус
burrow	0	0	0	0	0	0	0	0	0	0	закопуваат
bursary	0	0	0	0	0	0	0	0	0	1	стипендија
bury	0	0	0	0	0	0	0	1	0	0	закопа
bus	0	0	0	0	0	0	0	0	0	0	автобус
bush	0	0	0	0	0	0	0	0	0	0	грмушка
bushel	0	0	0	0	0	0	0	0	0	0	бушел
bushy	0	0	0	0	0	0	0	0	0	0	грмушки
business	0	0	0	0	0	0	0	0	0	0	бизнис
buss	0	0	0	0	1	0	1	0	0	0	автобус
bust	0	0	0	0	0	0	0	0	0	0	биста
busted	1	0	0	1	0	1	0	0	0	0	разбиени
bustle	0	0	0	0	0	0	0	0	0	0	врева
bustling	0	0	0	0	0	0	0	0	0	0	раздвижена
busy	0	0	0	0	0	0	0	0	0	0	зафатен
butane	0	0	0	0	0	0	0	0	0	0	бутан
butcher	1	0	1	1	0	1	0	0	0	0	Месар
butler	0	0	0	0	0	0	1	0	0	1	батлер
butt	0	0	0	0	0	1	0	0	0	0	задник
butter	0	0	0	0	0	0	0	0	0	0	путер
butterfly	0	0	0	0	0	0	0	0	0	0	пеперутка
buttery	0	0	0	0	0	0	1	0	0	0	путер
buttock	0	0	0	0	0	0	0	0	0	0	задникот
button	0	0	0	0	0	0	0	0	0	0	копче
buttress	0	0	0	0	0	0	0	0	0	0	потпора
buxom	0	0	0	0	0	0	1	0	0	0	буксом
buy	0	0	0	0	0	0	0	0	0	0	купи
buyer	0	0	0	0	0	0	0	0	0	0	купувачот
buying	0	0	0	0	0	0	0	0	0	0	купување
buzz	0	1	0	1	0	0	1	0	0	0	зуи
buzzed	0	0	0	0	0	1	0	0	0	0	зуеше
buzzer	0	0	0	0	0	0	0	0	0	0	звучник
bye	0	1	0	0	0	0	0	0	0	0	Чао
bygone	0	0	0	0	0	0	0	0	0	0	минато
bylaw	0	0	0	0	0	0	0	0	0	1	подзаконски акт
bystander	0	0	0	0	0	0	0	0	0	0	случаен минувач
byte	0	0	0	0	0	0	0	0	0	0	бајт
cab	0	0	0	0	0	0	1	0	0	0	такси
cabal	0	0	0	1	0	1	0	0	0	0	кабала
cabbage	0	0	0	0	0	0	0	0	0	0	зелка
cabin	0	0	0	0	0	0	0	0	0	0	кабина
cabinet	0	0	0	0	0	0	1	0	0	1	кабинет
cable	0	0	0	0	0	0	0	0	1	0	кабел
cabriolet	0	0	0	0	0	0	0	0	0	0	кабриолет
cache	0	0	0	0	0	0	0	0	0	0	кешот
cacophony	1	0	1	0	0	1	0	0	0	0	какофонија
cad	1	0	1	0	0	1	0	0	0	0	кад
cadaver	0	0	1	1	0	1	0	1	1	0	кадавер
caddy	0	0	0	0	0	0	0	0	0	0	кеди
cadence	0	0	0	0	0	0	0	0	0	0	каденца
cadet	0	0	0	0	0	0	0	0	0	0	кадетска
cafe	0	0	0	0	0	0	1	0	0	0	кафуле
cage	0	0	0	0	0	1	0	1	0	0	кафез
cairn	0	0	0	0	0	0	0	0	0	0	карен
cake	0	0	0	0	0	0	0	0	0	0	торта
calamity	0	0	0	0	0	0	0	1	0	0	несреќа
calcareous	0	0	0	0	0	0	0	0	0	0	варовнички
calculate	0	0	0	0	0	0	0	0	0	0	пресметај
calculated	0	0	0	0	0	0	0	0	0	0	пресметан
calculating	0	0	0	0	0	1	0	0	0	0	пресметување
calculation	0	1	0	0	0	0	0	0	0	0	пресметка
calculator	0	0	0	0	0	0	1	0	0	1	калкулатор
calculus	0	0	0	0	0	0	0	0	0	0	калкулус
calendar	0	0	0	0	0	0	0	0	0	0	календар
calender	0	0	0	0	0	0	0	0	0	0	календар
calf	0	0	0	0	1	0	1	0	0	1	теле
caliber	0	0	0	0	0	0	0	0	0	0	калибар
calibrate	0	0	0	0	0	0	0	0	0	0	калибрираат
calico	0	0	0	0	0	0	0	0	0	0	калико
calipers	0	0	0	0	0	0	0	0	0	0	дебеломер
call	0	0	0	0	0	0	0	0	0	0	јавете се
calligraphy	0	0	0	0	0	0	0	0	0	0	калиграфија
calling	0	0	0	0	0	0	0	0	0	0	повикувајќи се
callous	1	0	1	0	0	1	0	0	0	0	бесчувствителен
calls	0	1	0	0	0	1	0	0	0	1	повици
calm	0	0	0	0	0	0	1	0	0	0	смирен
calmness	0	0	0	0	0	0	0	0	0	0	смиреност
caloric	0	0	0	0	0	0	0	0	0	0	калорична
calorie	0	0	0	0	0	0	0	0	0	0	калории
calorimeter	0	0	0	0	0	0	0	0	0	0	калориметар
cam	0	0	0	0	0	0	0	0	0	0	камера
camber	0	0	0	0	0	0	0	0	0	0	камбер
camel	0	0	0	0	0	0	0	0	0	0	камила
cameo	0	0	0	0	0	0	0	0	0	0	камео
cameraman	0	0	0	0	0	0	0	0	0	0	снимател
camisole	0	0	0	0	0	0	0	0	0	0	камизола
camouflage	0	0	0	0	0	0	0	0	1	0	камуфлажа
camouflaged	0	0	0	0	0	0	0	0	1	0	камуфлиран
camp	0	0	0	0	0	0	0	0	0	0	кампот
campaign	0	0	0	0	0	0	0	0	0	0	кампања
campaigner	0	0	0	0	0	0	0	0	0	0	активист
campaigning	1	0	0	1	0	1	0	0	0	0	водење кампања
campus	0	0	0	0	0	0	0	0	0	0	кампусот
canal	0	0	0	0	0	0	0	0	0	0	канал
canary	0	0	0	0	0	0	1	0	0	0	канаринец
cancel	0	0	0	0	0	1	0	1	0	0	откажете
canceling	0	0	0	0	0	0	0	0	0	0	откажување
cancellation	0	0	0	0	0	0	0	0	0	0	откажување
cancer	1	0	1	1	0	1	0	1	0	0	рак
candid	0	1	0	0	1	0	1	0	1	1	искрен
candidacy	0	0	0	0	0	0	0	0	0	0	кандидатура
candidate	0	0	0	0	0	0	1	0	0	0	кандидат
candied	0	0	0	0	0	0	1	0	0	0	захаросани
candle	0	0	0	0	0	0	0	0	0	0	свеќа
candlelight	0	0	0	0	0	0	0	0	0	0	свеќа
candlestick	0	0	0	0	0	0	0	0	0	0	свеќник
candor	0	0	0	0	0	0	0	0	0	0	искреност
candy	0	0	0	0	0	0	0	0	0	0	бонбони
cane	1	0	0	1	0	0	0	0	0	0	трска
canine	0	0	0	0	0	0	0	0	0	0	кучешки
canister	0	0	0	0	0	0	0	0	0	0	канистер
canker	1	0	1	0	0	1	0	0	0	0	рак
cannibal	0	0	1	1	0	1	0	0	0	0	канибал
cannibalism	0	0	1	0	0	1	0	0	0	0	канибализам
canning	0	0	0	0	0	0	0	0	0	0	конзервирање
cannon	1	0	0	1	0	1	0	0	0	0	топ
canoe	0	0	0	0	0	0	0	0	0	0	кану
canon	0	0	0	0	0	0	0	0	0	0	канон
canonical	0	0	0	0	0	0	0	0	0	0	канонски
canons	0	0	0	0	0	0	0	0	0	1	канони
canopy	0	0	0	0	0	0	0	0	0	0	крошна
canteen	0	0	0	0	0	0	0	0	0	0	кантина
canterbury	0	0	0	0	0	0	0	0	0	0	кантербери
cantilever	0	0	0	0	0	0	0	0	0	0	конзола
canto	0	0	0	0	0	0	0	0	0	0	канто
canton	0	0	0	0	0	0	0	0	0	0	кантон
canvas	0	0	0	0	0	0	0	0	0	0	платно
canvass	0	0	0	0	0	0	0	0	0	0	платно
cap	0	1	0	0	0	0	0	0	0	1	капа
capability	0	0	0	0	0	0	0	0	0	0	способност
capable	0	0	0	0	0	0	0	0	0	0	способни
capacity	0	0	0	0	0	0	0	0	0	0	капацитет
cape	0	0	0	0	0	0	0	0	0	0	наметка
caper	0	0	0	0	0	0	0	0	0	0	капер
capillary	0	0	0	0	0	0	0	0	0	0	капиларна
capital	0	0	0	0	0	0	0	0	0	0	капитал
capitalist	0	0	0	0	0	0	1	0	0	0	капиталистички
capitals	0	0	0	0	0	0	0	0	0	0	капители
capitation	0	0	0	0	0	0	0	0	0	0	капитацијата
capitol	0	0	0	0	0	0	0	0	0	0	капитол
capitulation	0	0	0	0	0	0	0	0	0	0	капитулација
caprice	0	0	0	0	0	0	0	0	0	0	каприз
capricious	0	0	0	0	0	0	0	0	0	0	каприциозен
caps	0	0	0	0	0	0	0	0	0	0	капи
capsule	0	0	0	0	0	0	0	0	0	0	капсула
captain	0	0	0	0	0	0	1	0	0	0	капетан
caption	0	0	0	0	0	0	0	0	0	0	Наслов
captivate	0	1	0	0	1	0	1	0	1	1	плени
captivating	0	0	0	0	0	0	1	0	0	0	волшебна
captive	0	0	0	1	0	1	0	1	0	0	заробеништво
captivity	0	0	0	0	0	1	0	1	0	0	заробеништво
captor	0	0	0	1	0	1	0	0	0	0	заробувач
capture	0	0	0	0	0	1	0	0	0	0	фаќање
car	0	0	0	0	0	0	0	0	0	0	автомобил
caramel	0	0	0	0	0	0	0	0	0	0	карамела
carat	0	0	0	0	0	0	0	0	0	0	каратен
caravan	0	0	0	0	0	0	0	0	0	0	караван
carbon	0	0	0	0	0	0	0	0	0	0	јаглерод
carcass	0	0	1	1	0	1	0	1	0	0	труп
carcinoma	0	0	0	1	0	1	0	1	0	0	карцином
card	0	0	0	0	0	0	0	0	0	0	картичка
cardigan	0	0	0	0	0	0	0	0	0	0	кардиган
cardinal	0	0	0	0	0	0	0	0	0	0	кардинал
cardiomyopathy	0	0	0	1	0	1	0	1	0	0	кардиомиопатија
cards	0	0	0	0	0	0	0	0	0	0	картички
care	0	0	0	0	0	0	0	0	0	0	грижата
career	0	1	0	0	0	0	1	0	0	0	кариера
careful	0	0	0	0	0	0	1	0	0	0	внимателен
carefully	0	0	0	0	0	0	1	0	0	0	внимателно
carelessness	1	0	1	0	0	1	0	0	0	0	невнимание
caress	0	0	0	0	0	0	1	0	0	0	галење
caret	0	0	0	0	0	0	0	0	0	0	заштитник
caretaker	0	0	0	0	0	0	1	0	0	1	чувар
cargo	0	0	0	0	0	0	0	0	0	0	товарот
caribou	0	0	0	0	0	0	0	0	0	0	карибу
caricature	0	0	0	0	0	1	0	0	0	0	карикатура
caries	0	0	1	0	0	1	0	0	0	0	кариес
carnage	1	0	1	1	0	1	0	1	1	0	масакрот
carnal	0	0	0	0	0	1	0	0	0	0	телесен
carnation	0	0	0	0	0	0	0	0	0	0	каранфилче
carnivorous	0	0	0	1	0	1	0	0	0	0	месојади
carol	0	0	0	0	1	0	1	0	0	1	песна
carousel	0	0	0	0	0	0	0	0	0	0	рингишпил
carpenter	0	0	0	0	0	0	0	0	0	0	столар
carriage	0	0	0	0	0	0	0	0	0	0	кочија
carried	0	0	0	0	0	0	0	0	0	0	носени
carrier	0	0	0	0	0	0	0	0	0	0	носител
carry	0	0	0	0	0	0	0	0	0	0	носат
carrying	0	0	0	0	0	0	0	0	0	0	носење
cart	0	0	0	0	0	0	0	0	0	0	количка
cartel	0	0	0	0	0	1	0	0	0	0	картел
carter	0	0	0	0	0	0	0	0	0	0	картер
cartilage	0	0	0	0	0	0	0	0	0	0	'рскавицата
cartographic	0	0	0	0	0	0	0	0	0	0	картографски
cartography	0	0	0	0	0	0	0	0	0	0	картографија
cartoon	0	0	0	0	0	0	0	0	0	0	цртан филм
cartouche	0	0	0	0	0	0	0	0	0	0	картуш
cartridge	0	0	0	1	0	0	0	0	0	0	кертриџ
carve	0	0	0	0	0	0	0	0	0	0	издлаби
carver	0	0	0	0	0	0	0	0	0	0	резбар
carving	0	0	0	0	0	0	0	0	0	0	резба
cascade	0	0	0	0	0	0	1	0	0	0	каскада
case	0	0	0	1	0	1	0	1	0	0	случај
casein	0	0	0	0	0	0	0	0	0	0	казеин
cash	1	1	0	1	1	0	1	0	0	1	готовина
cashier	0	0	0	0	0	0	0	0	0	1	благајник
cashmere	0	0	0	0	0	0	0	0	0	0	кашмир
casing	0	0	0	0	0	0	0	0	0	0	обвивка
casino	0	0	0	0	0	0	0	0	0	0	казино
cask	0	0	0	0	0	0	0	0	0	0	буре
casket	0	0	0	1	0	1	0	1	0	0	ковчег
cast	0	0	0	0	0	0	0	0	0	0	фрлија
caste	0	0	0	0	0	1	0	0	0	0	каста
caster	0	0	0	0	0	0	0	0	0	0	тркалце
castle	0	0	0	0	0	0	0	0	0	0	замокот
castor	0	0	0	0	0	0	0	0	0	0	рициново
casual	0	0	0	0	0	0	0	0	0	0	секојдневен
casually	0	0	0	0	0	0	0	0	0	0	случајно
casualty	1	0	0	1	0	1	0	1	0	0	жртва
cat	0	0	0	0	0	0	0	0	0	0	мачка
catabolism	0	0	0	0	0	0	0	0	0	0	катаболизам
catalog	0	0	0	0	0	0	0	0	0	0	каталог
catalogue	0	0	0	0	0	0	0	0	0	0	каталог
catalysis	0	0	0	0	0	0	0	0	0	0	катализа
catalytic	0	0	0	0	0	0	0	0	0	0	каталитички
catamaran	0	0	0	0	0	0	0	0	0	0	катамаран
catapult	0	0	0	0	0	0	0	0	0	0	катапулт
cataract	0	1	0	1	0	1	0	1	0	0	катаракта
catastrophe	1	0	1	1	0	1	0	1	1	0	катастрофа
catch	0	0	0	0	0	0	0	0	1	0	фати
catching	0	0	0	0	0	0	0	0	0	0	фаќање
catechism	0	0	1	0	0	0	0	0	0	0	катехизам
categorical	0	0	0	0	0	0	1	0	0	0	категоричен
category	0	0	0	0	0	0	0	0	0	0	категорија
cater	0	0	0	0	0	0	1	0	0	0	се грижи
caterer	0	0	0	0	0	0	0	0	0	0	угостител
caterpillar	0	0	0	0	0	0	0	0	0	0	гасеница
cates	0	0	0	0	0	0	0	0	0	0	катети
cathartic	0	0	0	0	0	0	1	0	0	0	катарзична
cathedral	0	0	0	0	1	0	1	0	0	1	катедрала
catheter	0	0	0	0	0	1	0	0	0	0	катетер
catnip	0	0	0	0	0	0	0	0	0	0	коча билка
cattle	0	0	0	0	0	0	0	0	0	0	говеда
caucus	0	0	0	0	0	0	0	0	0	0	пратеничка група
caudal	0	0	0	0	0	0	0	0	0	0	каудален
caulk	0	0	0	0	0	0	0	0	0	0	закривување
causal	0	0	0	0	0	0	0	0	0	0	каузална
causality	0	0	0	0	0	0	0	0	0	0	каузалноста
causation	0	0	0	0	0	0	0	0	0	0	причинско-последична врска
caused	0	0	0	0	0	0	0	0	0	0	предизвикани
causeway	0	0	0	0	0	0	0	0	0	0	насип
caution	1	1	0	1	0	1	0	0	0	0	претпазливост
cautionary	0	0	0	1	0	0	0	0	0	0	предупредувачки
cautious	0	1	0	1	0	0	1	0	0	1	претпазливи
cautiously	0	0	0	1	0	0	1	0	0	0	претпазливо
cavalry	0	0	0	0	0	0	0	0	0	0	коњаница
cave	0	0	0	0	0	0	0	0	0	0	пештера
caveat	0	0	0	0	0	0	0	0	0	0	предупредување
cavern	0	0	0	0	0	0	0	0	0	0	пештера
cavernous	0	0	0	0	0	0	0	0	0	0	кавернозно
cavity	0	0	0	0	0	0	0	0	0	0	празнина
cayenne	0	0	0	0	0	0	0	0	0	0	кајен
cease	0	0	0	0	0	0	0	0	0	0	престане
ceaseless	0	0	0	0	0	0	0	0	0	0	непрестајно
cede	0	0	0	0	0	1	0	0	0	0	отстапи
ceiling	0	0	0	0	0	0	0	0	0	0	таванот
celebrant	0	0	0	0	0	0	0	0	0	0	славеник
celebrated	0	1	0	0	1	0	1	0	0	0	прослави
celebrating	0	1	0	0	1	0	1	0	0	0	славејќи
celebration	0	1	0	0	1	0	1	0	1	1	прослава
celebrity	1	1	1	0	1	1	1	0	1	1	славна личност
celestial	0	1	0	0	1	0	1	0	0	0	небесни
celibacy	0	0	0	0	0	0	0	0	0	0	целибатот
cell	0	0	0	0	0	0	0	0	0	0	ќелија
cellar	0	0	0	0	0	0	0	0	0	0	визба
cellular	0	0	0	0	0	0	0	0	0	0	клеточен
celluloid	0	0	0	0	0	0	0	0	0	0	целулоид
cement	0	1	0	0	0	0	0	0	0	1	цемент
cemented	0	0	0	0	0	0	0	0	0	0	цементирани
cemetery	0	0	0	1	0	1	0	1	0	0	гробишта
censor	1	0	1	1	0	1	0	0	0	1	цензурира
censure	0	0	0	0	0	1	0	0	0	0	цензура
census	0	0	0	0	0	0	0	0	0	0	попис
cent	0	0	0	0	0	0	0	0	0	0	цент
centenary	0	0	0	0	0	0	0	0	0	0	стогодишнина
centennial	0	0	0	0	0	0	0	0	0	0	стогодишнина
center	0	0	0	0	0	0	1	0	0	1	центар
centimeter	0	0	0	0	0	0	0	0	0	0	сантиметар
central	0	0	0	0	0	0	0	0	0	0	централно
centrality	0	0	0	0	0	0	0	0	0	0	централноста
centralization	0	0	0	0	0	0	0	0	0	0	централизација
centralize	0	0	0	0	0	0	0	0	0	0	централизираат
centrally	0	0	0	0	0	0	0	0	0	0	централно
centrifugal	0	0	0	0	0	0	0	0	0	0	центрифугални
centrifuge	0	0	0	0	0	0	0	0	0	0	центрифуга
centurion	0	0	0	0	0	0	1	0	0	0	стотник
century	0	0	0	0	0	0	0	0	0	0	век
ceramics	0	0	0	0	0	0	0	0	0	0	керамика
cereal	0	0	0	0	0	0	0	0	0	0	житарки
cereals	0	0	0	0	0	0	0	0	0	0	житарици
cerebral	0	0	0	0	0	0	1	0	0	0	церебрална
ceremonial	0	0	0	0	0	0	0	0	0	0	церемонијална
ceremony	0	0	0	0	1	0	1	0	1	0	церемонија
certainty	0	0	0	0	0	0	1	0	0	0	сигурност
certificate	0	0	0	0	0	0	0	0	0	0	сертификат
certify	0	0	0	0	0	0	0	0	0	1	потврди
cess	0	0	1	0	0	1	0	0	0	0	cess
cessation	0	0	0	0	0	1	0	0	0	0	престанок
chaff	1	0	0	1	0	1	0	0	0	0	плева
chafing	0	0	0	0	0	1	0	0	0	0	триење
chagrin	0	0	1	0	0	1	0	1	0	0	жалење
chain	0	0	0	0	0	0	0	0	0	0	синџир
chair	0	0	0	0	0	0	0	0	0	0	столче
chairman	0	0	0	0	0	0	1	0	0	1	претседавач
chairperson	0	0	0	0	0	0	0	0	0	0	претседавач
chairwoman	0	0	0	0	0	0	1	0	0	1	претседателка
chaise	0	0	0	0	0	0	0	0	0	0	кочија
chalet	0	0	0	0	0	0	0	0	0	0	вила
chalice	0	0	0	0	0	0	0	0	0	0	пехар
chalk	0	0	0	0	0	0	0	0	0	0	креда
challenge	1	0	0	1	0	1	0	0	0	0	предизвик
chamber	0	0	0	0	0	0	0	0	0	0	комора
chambers	0	0	0	0	0	0	0	0	0	0	комори
chameleon	0	0	0	0	0	0	0	0	0	0	камелеон
champagne	0	0	0	0	0	0	0	0	0	0	шампањ
champion	0	1	0	0	1	0	1	0	0	1	шампион
chance	0	0	0	0	0	0	0	0	1	0	шанса
chancellor	0	0	0	0	0	0	0	0	0	1	канцелар
chandelier	0	0	0	0	0	0	0	0	0	0	лустерот
chandler	0	0	0	0	0	0	0	0	0	0	чендлер
change	0	0	0	1	0	0	0	0	0	0	промена
changeable	0	1	0	0	0	0	0	0	1	0	променлив
changed	0	0	0	0	0	0	0	0	0	0	сменето
changer	0	0	0	0	0	0	0	0	0	0	менувач
changing	0	0	0	0	0	0	0	0	0	0	менување
channel	0	0	0	0	0	0	0	0	0	0	канал
chant	1	1	0	0	1	0	1	0	1	0	пеење
chaos	1	0	0	1	0	1	0	1	0	0	хаос
chaotic	1	0	0	0	0	1	0	0	0	0	хаотичен
chap	0	0	0	0	0	0	0	0	0	0	погл
chapel	0	0	0	0	0	0	0	0	0	0	капела
chaplain	0	0	0	0	0	0	0	0	0	1	капелан
chapman	0	0	0	0	0	0	0	0	0	0	чепмен
chaps	0	0	0	0	0	0	0	0	0	0	поглавја
chapter	0	0	0	0	0	0	0	0	0	0	поглавје
char	0	0	0	0	0	0	0	0	0	0	кал
character	0	0	0	0	0	0	0	0	0	0	карактер
characteristic	0	0	0	0	0	0	0	0	0	0	карактеристика
characterize	0	0	0	0	0	0	0	0	0	0	карактеризираат
charade	0	0	0	0	0	1	0	0	0	0	шарада
charcoal	0	0	0	0	0	0	0	0	0	0	јаглен
charge	0	0	0	0	0	0	0	0	0	0	наплаќаат
chargeable	0	0	0	1	0	1	0	1	0	0	се наплатува
charger	0	0	0	0	0	0	1	0	0	0	полнач
chariot	0	0	0	0	0	0	0	0	0	0	кочија
charitable	0	1	0	0	1	0	1	0	0	1	добротворни
charity	0	0	0	0	1	0	1	0	0	0	добротворна организација
charm	0	0	0	0	0	0	1	0	0	0	шарм
charmed	0	0	0	0	1	1	1	0	0	0	шармантен
charmer	0	0	0	0	0	0	0	0	0	0	шармер
charming	0	0	0	0	0	0	1	0	0	0	шармантно
chart	0	0	0	0	0	0	0	0	0	1	графикон
charter	0	0	0	0	0	0	0	0	0	0	повелба
chartered	0	0	0	0	0	0	0	0	0	0	изнајмено
chase	0	0	0	0	0	1	0	0	0	0	потера
chasm	0	0	0	1	0	0	0	0	0	0	бездна
chastisement	0	0	0	0	0	1	0	0	0	0	казнување
chastity	0	1	0	0	0	0	1	0	0	1	целомудрие
chat	0	0	0	0	0	0	0	0	0	0	разговор
chateau	0	0	0	0	0	0	0	0	0	0	замокот
chatter	0	0	0	0	0	0	0	0	0	0	брборења
chattering	0	0	0	0	0	0	1	0	0	0	брборење
chatty	0	0	0	0	0	1	0	0	0	0	зборлив
chauffeur	0	0	0	0	0	0	0	0	0	0	шофер
cheap	0	0	0	0	0	1	0	0	0	0	евтини
cheat	1	0	1	0	0	1	0	0	0	0	измамник
check	0	0	0	0	0	0	0	0	0	0	провери
checker	0	0	0	0	0	0	0	0	0	0	проверувач
checkered	0	0	0	0	0	0	0	0	0	0	кариран
checkers	0	0	0	0	0	0	0	0	0	0	дама
checklist	0	0	0	0	0	0	1	0	0	1	листа за проверка
cheek	0	0	0	0	0	0	0	0	0	0	образ
cheeks	0	0	0	0	0	0	0	0	0	0	образи
cheep	0	0	0	0	0	0	0	0	0	0	евтини
cheer	0	1	0	0	1	0	1	0	1	1	навиваат
cheerful	0	0	0	0	1	0	1	0	1	0	весела
cheerfulness	0	1	0	0	1	0	1	0	0	1	веселост
cheering	0	0	0	0	1	0	1	0	0	0	навивајќи
cheery	0	1	0	0	1	0	1	0	0	0	весел
cheesecake	0	0	0	0	0	1	0	0	0	0	чизкејк
cheetah	0	0	0	0	0	0	0	0	0	0	гепард
chemise	0	0	0	0	0	0	0	0	0	0	шишенце
chemist	0	0	0	0	0	0	1	0	0	1	хемичар
chemistry	0	0	0	0	0	0	0	0	0	0	хемијата
cheque	0	0	0	0	0	0	0	0	0	0	провери
cherish	0	1	0	0	1	0	1	0	1	1	негуваат
cherry	0	0	0	0	0	0	1	0	0	0	цреша
chess	0	0	0	0	0	0	0	0	0	0	шах
chest	0	0	0	0	0	0	0	0	0	0	градите
chestnut	0	0	0	0	0	0	0	0	0	0	костен
chevron	0	0	0	0	0	0	0	0	0	0	шевронен
chew	0	0	0	0	0	0	0	0	0	0	џвакање
chic	0	0	0	0	0	0	0	0	0	0	шик
chicane	0	1	0	0	0	1	0	0	1	1	шикана
chicken	0	0	0	1	0	0	0	0	0	0	пилешко
chief	0	0	0	0	0	0	0	0	0	0	главен
chiefly	0	0	0	0	0	0	0	0	0	0	главно
chieftain	0	0	0	0	0	0	1	0	0	0	поглавар
child	0	1	0	0	1	0	1	0	0	0	дете
childbirth	0	0	0	0	0	0	0	0	0	0	породувањето
childhood	0	0	0	0	1	0	1	0	0	0	детството
childish	0	0	0	0	0	1	0	0	0	0	детски
chill	0	0	0	0	0	0	0	0	0	0	олади
chilly	0	0	0	0	0	1	0	0	0	0	ладен
chime	0	0	0	0	0	0	0	0	0	0	ѕвонење
chimera	0	0	0	1	0	0	0	0	1	0	химера
chimes	0	0	0	0	0	0	0	0	0	0	ѕвончиња
chimney	0	0	0	0	0	0	0	0	0	0	оџак
china	0	0	0	0	0	0	0	0	0	0	Кина
chine	0	0	0	0	0	0	0	0	0	0	Кина
chinook	0	0	0	0	0	0	0	0	0	0	чинук
chip	0	0	0	0	0	0	0	0	0	0	чип
chipping	0	0	0	0	0	0	0	0	0	0	чипсување
chirp	0	0	0	0	1	0	1	0	0	0	чврчорење
chisel	0	0	0	0	0	0	1	0	0	0	длето
chit	0	0	0	0	0	0	0	0	0	0	чит
chivalry	0	0	0	0	0	0	1	0	0	0	витештвото
chloroform	0	0	0	0	0	1	0	0	0	0	хлороформ
chocolate	0	1	0	0	1	0	1	0	0	1	чоколадо
choice	0	0	0	0	0	0	1	0	0	0	избор
choir	0	0	0	0	1	0	1	0	0	1	хорот
choke	1	0	0	0	0	1	0	1	0	0	задави
cholera	0	0	1	1	0	1	0	1	0	0	колера
choose	0	0	0	0	0	0	0	0	0	0	изберете
choosing	0	0	0	0	0	0	0	0	0	0	избирање
chop	0	0	0	0	0	1	0	0	0	0	исецка
chopping	0	0	0	0	0	0	0	0	0	0	сечкање
chops	0	0	0	0	0	0	0	0	0	0	рифови
choral	0	0	0	0	1	0	1	0	0	0	хорски
chords	0	0	0	0	0	0	0	0	0	0	акорди
chore	0	0	0	0	0	1	0	0	0	0	скучна работа
chorus	0	0	0	0	0	0	1	0	0	0	хор
chosen	0	0	0	0	0	0	1	0	0	0	избрани
chowder	0	0	0	0	0	0	1	0	0	0	чаудер
christening	0	0	0	0	0	0	0	0	0	0	крштевањето
chromatic	0	0	0	0	0	0	0	0	0	0	хроматски
chromatography	0	0	0	0	0	0	0	0	0	0	хроматографија
chromosome	0	0	0	0	0	0	0	0	0	0	хромозом
chronic	0	0	0	0	0	1	0	1	0	0	хронична
chronicle	0	0	0	0	0	0	1	0	0	1	хроника
chronograph	0	0	0	0	0	0	0	0	0	0	хронограф
chronological	0	0	0	0	0	0	0	0	0	0	хронолошки
chuck	0	0	0	0	0	0	0	0	0	0	чак
chuckle	0	1	0	0	1	0	1	0	1	1	насмевка
