English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Zulu Word
dialectic	0	0	0	0	0	0	0	0	0	0	dialectic
dialogue	0	0	0	0	0	0	0	0	0	0	inkhulumomphendvulwano
diameter	0	0	0	0	0	0	0	0	0	0	ububanzi
diamond	0	0	0	0	1	0	1	0	0	0	idayimane
diamonds	0	0	0	0	0	0	0	0	0	0	amadayimane
diaper	0	0	1	0	0	0	0	0	0	0	inabukeni
diaphragm	0	0	0	0	0	0	0	0	0	0	i-diaphragm
diarrhoea	0	0	1	0	0	0	0	0	0	0	isifo sohudo
diary	0	0	0	0	1	0	1	0	0	1	idayari
diatribe	1	0	1	0	0	1	0	0	0	0	diatribe
dice	0	0	0	0	0	0	0	0	0	0	idayisi
dichotomous	0	0	0	0	0	0	0	0	0	0	dichotomous
dichotomy	0	0	0	0	0	0	0	0	0	0	i-dichotomy
dictate	0	0	0	0	0	0	0	0	0	0	biza
dictation	0	0	0	0	0	0	0	0	0	0	ukubizela
dictator	0	0	0	1	0	1	0	0	0	0	umashiqela
dictatorial	1	0	0	0	0	1	0	0	0	0	ubushiqela
dictatorship	1	1	1	1	0	1	0	1	0	0	ubushiqela
diction	0	0	0	0	0	0	0	0	0	0	isisho
dictionary	0	0	0	0	0	0	1	0	0	1	isichazamazwi
dictum	0	0	0	0	0	0	0	0	0	1	i-dictum
didactic	0	0	0	0	0	0	1	0	0	0	i-didactic
die	0	0	0	1	0	1	0	1	0	0	fa
diet	0	0	0	0	0	0	0	0	0	0	ukudla
dietary	0	1	0	0	0	0	1	0	0	0	ukudla
differ	0	0	0	0	0	0	0	0	0	0	ahluke
difference	0	0	0	0	0	0	0	0	0	0	umehluko
differences	0	0	0	0	0	0	0	0	0	0	umehluko
differential	0	0	0	0	0	0	0	0	0	1	umehluko
differentiation	0	0	0	0	0	0	0	0	0	0	umehluko
differently	0	0	0	0	0	0	0	0	1	0	ngokuhlukile
differing	0	0	0	0	0	0	0	0	0	0	ezahlukene
difficult	0	0	0	1	0	0	0	0	0	0	nzima
difficulties	0	0	0	0	0	1	0	1	0	0	ubunzima
difficulty	1	0	0	1	0	1	0	1	0	0	ubunzima
diffuse	0	0	0	0	0	0	0	0	0	0	sabalalisa
diffusion	0	0	0	0	0	0	0	0	0	0	ukusabalalisa
dig	0	0	0	0	0	0	0	0	0	0	dimba
digest	0	0	0	0	0	0	0	0	0	0	gaya
digestion	0	0	0	0	0	0	0	0	0	0	ukugaya
digit	0	0	0	0	0	0	0	0	0	1	idijithi
dignified	0	0	0	0	0	0	1	0	0	0	enesithunzi
dignity	0	0	0	0	0	0	1	0	0	1	isithunzi
digress	0	1	0	0	0	1	0	0	0	0	hlehla
digs	0	0	0	0	0	0	0	0	0	0	digs
dike	0	0	0	1	0	0	0	0	0	0	dike
dilapidated	0	0	1	0	0	1	0	1	0	0	edlile
dilatation	0	0	0	0	0	0	0	0	0	0	ukunwebeka
dilation	0	0	0	0	0	0	0	0	0	0	ukunweba
dilemma	0	0	0	0	0	0	0	0	0	0	inkinga
diligence	0	0	0	0	0	0	1	0	0	1	ukukhuthala
diligent	0	0	0	0	0	0	0	0	0	0	ekhuthele
diluent	0	0	0	0	0	0	0	0	0	0	i-diluent
dilute	0	0	0	0	0	1	0	0	0	0	hlambulula
diluted	0	0	0	0	0	0	0	0	0	0	buhlanjululiwe
dilution	0	0	0	0	0	0	0	0	0	0	ukuhlanjululwa
dime	0	0	0	0	0	0	0	0	0	0	dime
dimension	0	0	0	0	0	0	0	0	0	0	ubukhulu
diminish	0	0	0	0	0	1	0	1	0	0	nciphisa
diminished	0	0	0	0	0	1	0	0	0	0	inciphe
diminution	0	0	0	0	0	0	0	0	0	0	ukuncipha
diminutive	0	0	0	0	0	0	0	0	0	0	incipha
din	0	0	0	0	0	1	0	0	0	0	din
dine	0	0	0	0	0	0	0	0	0	0	dla
diner	0	0	0	0	0	0	0	0	0	0	isidlo sakusihlwa
dinner	0	0	0	0	0	0	1	0	0	0	isidlo sakusihlwa
dinosaur	0	0	0	1	0	0	0	0	0	0	i-dinosaur
dint	0	0	0	0	0	0	0	0	0	0	dint
diocesan	0	0	0	0	0	0	0	0	0	0	diocesan
diocese	0	0	0	0	0	0	0	0	0	0	diocese
diorama	0	0	0	0	0	0	0	0	0	0	i-diorama
dip	0	0	0	0	0	0	0	0	0	0	cwilisa
diploma	0	0	0	0	0	0	0	0	0	0	idiploma
diplomacy	0	1	0	0	0	0	1	0	0	1	idiplomacy
diplomat	0	0	0	0	0	0	0	0	0	0	inxusa
diplomatic	0	0	0	0	0	0	1	0	0	1	inxusa
dire	0	0	1	1	0	1	0	1	1	0	kakhulu
directed	0	0	0	0	0	0	0	0	0	0	iqondiswe
direction	0	0	0	0	0	0	0	0	0	0	isiqondiso
directly	0	0	0	0	0	0	0	0	0	0	ngqo
director	0	0	0	0	0	0	1	0	0	1	umqondisi
directory	0	0	0	0	0	0	0	0	0	0	umkhombandlela
dirt	0	0	1	0	0	1	0	0	0	0	ukungcola
dirty	0	0	1	0	0	1	0	0	0	0	engcolile
disability	0	0	0	0	0	1	0	1	0	0	ukukhubazeka
disable	0	0	0	1	0	1	0	1	0	0	khubaza
disabled	0	0	0	1	0	1	0	1	0	0	kukhutshaziwe
disadvantage	0	0	0	0	0	0	0	0	0	0	ukungabi namathuba
disaffected	0	0	0	0	0	1	0	0	0	0	engathinteki
disagree	1	0	0	0	0	1	0	0	0	0	angivumelani
disagreeable	0	0	0	0	0	0	0	0	0	0	okungavumelani
disagreeing	1	0	0	0	0	1	0	1	0	0	ukungavumelani
disagreement	1	0	0	0	0	1	0	1	0	0	ukungezwani
disallow	0	0	0	0	0	0	0	0	0	0	ukungavumeli
disallowed	1	0	1	1	0	1	0	1	0	0	akuvunyelwe
disappear	0	0	0	1	0	0	0	0	0	0	zinyamalale
disappearance	0	0	0	0	0	0	0	0	0	0	ukunyamalala
disappearing	0	0	0	0	0	0	0	0	0	0	enyamalala
disappoint	1	0	1	0	0	1	0	1	0	0	dumaza
disappointed	1	0	1	0	0	1	0	1	0	0	edumele
disappointing	0	0	0	0	0	1	0	1	0	0	edumazayo
disappointment	0	0	1	0	0	1	0	1	0	0	ukudumala
disapproval	0	0	0	0	0	1	0	1	0	0	ukungavunyelwa
disapprove	1	0	1	1	0	1	0	1	0	0	phika
disapproved	1	0	0	0	0	1	0	1	0	0	kungavunyelwe
disapproving	1	0	1	0	0	1	0	1	0	0	ukungavumeli
disarm	0	0	0	0	0	0	0	0	0	0	khipha izikhali
disarray	0	0	0	0	0	0	0	0	0	0	ukuhlakazeka
disaster	1	0	1	1	0	1	0	1	1	0	inhlekelele
disastrous	1	0	0	1	0	1	0	1	0	0	inhlekelele
disband	0	0	0	0	0	0	0	0	0	0	hlakaza
disbelief	0	0	0	0	0	0	0	0	0	0	ukungakholwa
disbelieve	0	0	0	0	0	1	0	0	0	0	bengakholwa
disburse	0	0	0	0	0	0	0	0	0	0	khipha
disbursement	0	0	0	0	0	0	0	0	0	0	inkokhelo
disc	0	0	0	0	0	0	0	0	0	0	idiski
discarded	0	0	0	0	0	0	0	0	0	0	kulahliwe
discards	0	0	0	0	0	1	0	0	0	0	uyalahla
discern	0	0	0	0	0	0	0	0	0	0	qonda
discernible	0	0	0	0	0	0	0	0	0	0	ebonakalayo
discerning	0	0	0	0	0	0	0	0	0	0	oqondayo
discernment	0	0	0	0	0	0	0	0	0	0	ukuqonda
discharge	0	0	0	0	0	1	0	0	0	0	khipha
disciple	0	0	0	0	0	0	0	0	0	1	umfundi
discipline	0	0	0	1	0	1	0	0	0	0	isiyalo
disclaim	1	0	1	0	0	1	0	0	0	1	ukuzilahla
disclaimer	0	0	0	0	0	0	0	0	0	0	ukuzihlangula
disclose	0	0	0	0	0	0	0	0	0	0	dalula
disclosed	0	0	0	0	0	0	0	0	0	1	kudaluliwe
disclosure	0	0	0	0	0	0	0	0	0	0	ukudalula
discoloration	0	0	1	0	0	1	0	0	0	0	ukushintsha umbala
discolored	0	0	1	0	0	1	0	1	0	0	kuguquliwe
discomfort	0	0	0	0	0	1	0	1	0	0	ukungakhululeki
disconnect	0	0	0	0	0	1	0	1	0	0	nqamula
disconnected	0	0	0	0	0	1	0	1	0	0	inqanyuliwe
disconnection	0	0	0	0	0	1	0	0	0	0	ukunqanyulwa
discontent	1	0	1	1	0	1	0	1	0	0	ukunganeliseki
discontinuance	0	0	0	0	0	0	0	0	0	0	ukungaqhubeki
discontinue	0	0	0	0	0	1	0	0	0	0	yeka
discontinuity	0	0	1	1	0	1	0	1	0	0	ukungaqhubeki
discontinuous	0	0	0	0	0	0	0	0	0	0	engaqhubeki
discord	1	0	1	0	0	1	0	0	0	0	ukungezwani
discount	0	0	0	0	0	0	0	0	0	0	isaphulelo
discounted	0	0	0	0	0	0	0	0	0	0	ehlisiwe
discourage	0	0	0	1	0	1	0	1	0	0	dikibala
discouraged	0	0	0	0	0	0	0	0	0	0	edangele
discouragement	0	0	0	0	0	1	0	0	0	0	ukudangala
discourse	0	0	0	0	0	0	0	0	0	0	inkulumo
discover	0	0	0	0	0	0	0	0	0	0	thola
discovery	0	0	0	0	0	0	1	0	0	0	ukutholakala
discredit	0	0	0	0	0	1	0	0	0	0	hlambalaza
discreet	0	1	0	0	0	0	1	0	0	0	oqondayo
discrepancy	0	0	0	0	0	0	0	0	0	0	ukungezwani
discrete	0	0	0	0	0	0	0	0	0	0	ezehlukene
discretion	0	1	0	0	0	0	1	0	0	1	ukuqonda
discretionary	0	0	0	0	0	0	1	0	0	0	discretionary
discriminate	1	0	0	0	0	1	0	1	0	0	ukubandlulula
discriminating	0	0	1	0	0	1	0	0	0	0	ukubandlulula
discrimination	1	0	1	1	0	1	0	1	0	0	ukucwasa
discus	0	0	0	0	0	0	0	0	0	0	i-discus
discuss	0	0	0	0	0	0	0	0	0	0	xoxa
discussion	0	0	0	0	0	0	1	0	0	0	ingxoxo
disdain	1	0	1	0	0	1	0	0	0	0	ukweyisa
disease	1	0	1	1	0	1	0	1	0	0	isifo
diseased	0	0	1	1	0	1	0	1	0	0	nesifo
disembodied	0	0	0	1	0	1	0	1	0	0	ngaphandle komzimba
disengage	0	0	0	0	0	0	0	0	0	0	khulula
disengagement	0	0	0	0	0	1	0	0	0	0	ukungahlangani
disfigured	1	0	1	1	0	1	0	1	0	0	onakele
disgrace	1	0	1	0	0	1	0	1	0	0	ihlazo
disgraced	1	0	1	0	0	1	0	1	0	0	ehlazekile
disgraceful	1	0	1	0	0	1	0	0	0	0	okuyichilo
disgruntled	1	0	1	0	0	1	0	1	0	0	enokunganeliseki
disguise	0	0	0	0	0	0	0	0	0	0	zifihle
disguised	0	0	0	0	0	0	0	0	0	0	ezifihlekile
disgust	1	0	1	1	0	1	0	1	0	0	ukunengeka
disgusting	1	0	1	1	0	1	0	0	0	0	enengekayo
dish	0	0	0	0	0	0	0	0	0	0	isitsha
disheartened	0	0	0	0	0	1	0	1	0	0	edangele
disheartening	0	0	0	0	0	1	0	1	0	0	edumazayo
dishonest	1	0	1	0	0	1	0	1	0	0	ongathembekile
dishonesty	0	0	1	0	0	1	0	0	0	0	ukungathembeki
dishonor	1	0	1	1	0	1	0	1	0	0	ihlazo
disillusionment	1	0	1	0	0	1	0	1	0	0	ukudumazeka
disinfect	0	0	0	0	0	0	0	0	0	0	bulala amagciwane
disinfectant	0	0	0	0	0	0	0	0	0	0	isibulala-magciwane
disinfection	0	0	0	0	0	0	1	0	0	0	ukubulala amagciwane
disinformation	1	0	0	1	0	1	0	0	0	0	i-disinformation
disingenuous	0	0	1	0	0	1	0	0	0	0	abangenangqondo
disintegrate	0	0	1	1	0	1	0	0	0	0	hlakazeka
disintegration	0	0	0	0	0	1	0	0	0	0	ukuhlakazeka
disinterested	0	0	0	0	0	1	0	0	0	0	engenasithakazelo
disjoint	0	0	0	0	0	0	0	0	0	0	engahlangani
disjointed	0	0	0	0	0	0	0	0	0	0	engahlangani
disjunctive	0	0	0	0	0	0	0	0	0	0	okuhlukanisayo
disk	0	0	0	0	0	0	0	0	0	0	idiski
diskette	0	0	0	0	0	0	0	0	0	0	idiski
dislike	1	0	1	0	0	1	0	0	0	0	ukungathandi
disliked	1	0	0	0	0	1	0	1	0	0	engathandwa
dislocated	1	0	1	1	0	1	0	1	0	0	susiwe
dislocation	0	0	0	0	0	0	0	0	0	0	ukususwa
dislodge	0	0	0	0	0	0	0	0	0	0	khipha
dismal	0	0	1	1	0	1	0	1	0	0	kabi
dismay	1	1	0	1	0	1	0	1	1	0	ukudumala
dismemberment	0	0	1	1	0	1	0	1	0	0	ukuhlakazwa
dismiss	0	0	0	0	0	0	0	0	0	0	chitha
dismissal	1	0	1	1	0	1	0	1	1	0	ukuxoshwa
dismount	0	0	0	0	0	0	0	0	0	0	yehla
disobedience	1	0	1	0	0	1	0	0	0	0	ukungalaleli
disobedient	1	0	0	0	0	1	0	0	0	0	abangalaleli
disobey	1	0	1	0	0	1	0	0	0	0	ukungalaleli
disorder	0	0	0	1	0	1	0	0	0	0	ukuphazamiseka
disorderly	0	0	0	0	0	1	0	0	0	0	ngokungahlelekile
disorganized	0	0	0	0	0	1	0	0	0	0	engahlelekile
disparage	1	0	1	0	0	1	0	1	0	0	ukweyisa
disparaging	1	0	1	0	0	1	0	1	0	0	ukululaza
disparate	0	0	0	0	0	0	0	0	0	0	ahlukene
disparity	1	0	1	0	0	1	0	1	0	0	ukungafani
dispassionate	0	0	0	0	0	1	0	1	0	0	ongenaluthando
dispatch	0	0	0	0	0	0	0	0	0	0	thumela
dispel	0	0	0	0	0	1	0	1	0	0	chitha
dispensation	0	0	0	0	0	0	0	0	0	0	inkathi
dispense	0	0	0	0	0	0	0	0	0	0	khipha
disperse	0	0	0	0	0	0	0	0	0	0	hlakazeka
dispersed	0	0	0	0	0	0	0	0	0	0	zihlakazekile
dispersion	0	0	0	0	0	1	0	0	0	0	ukuhlakazeka
displace	0	0	0	0	0	1	0	0	0	0	susa
displaced	1	0	0	1	0	0	0	1	0	0	susiwe
displacement	0	0	0	0	0	0	0	0	0	0	ukufuduka
display	0	0	0	0	0	0	0	0	0	0	isibonisi
displeased	1	0	1	1	0	1	0	1	0	0	ecasukile
displeasure	0	0	1	0	0	1	0	0	0	0	ukucasuka
disposal	0	0	0	0	0	1	0	0	0	0	ukulahla
dispose	0	0	1	0	0	0	0	0	0	0	lahla
disposed	0	1	0	0	0	0	1	0	0	1	ilahliwe
disposition	0	0	0	0	0	0	0	0	0	0	isimo
dispossessed	1	0	0	1	0	1	0	1	0	0	aphucwe izwe
disprove	0	0	0	0	0	0	0	0	0	0	phika
dispute	1	0	0	0	0	1	0	0	0	0	ingxabano
disqualification	0	0	0	0	0	1	0	0	0	0	ukungafaneleki
disqualified	1	0	1	0	0	1	0	1	0	0	abangafanelekile
disqualify	0	0	0	0	0	1	0	1	0	0	vimbela
disregard	0	0	0	0	0	1	0	0	0	0	ukunganaki
disregarded	0	0	1	0	0	1	0	0	0	0	zinganakwa
disreputable	1	0	1	1	0	1	0	0	0	0	onedumela elibi
disrepute	0	0	0	0	0	0	0	0	0	0	hlambalaza
disrespect	1	0	0	0	0	1	0	0	0	0	ukungahloniphi
disrespectful	1	0	1	1	0	1	0	1	0	0	ngokungahloniphi
disruption	1	0	0	1	0	1	0	0	1	0	ukuphazamiseka
dissatisfaction	0	0	0	0	0	1	0	0	0	0	ukunganeliseki
dissatisfied	0	0	0	0	0	0	0	0	0	0	enganelisekile
dissect	0	0	0	0	0	0	0	0	0	0	hlinza
dissection	0	0	1	0	0	0	0	0	0	0	ukuqaqa
disseminate	0	0	0	0	0	0	1	0	0	0	ukusabalalisa
dissemination	0	0	0	0	0	0	0	0	0	0	ukusabalalisa
dissension	1	0	0	0	0	1	0	0	0	0	ukungezwani
dissent	0	0	0	0	0	0	0	0	0	0	ukuphikisa
dissenting	0	0	0	0	0	1	0	0	0	0	ephikisayo
dissertation	0	0	0	0	0	0	0	0	0	0	dissertation
disservice	1	0	1	0	0	1	0	1	0	0	ukungahloniphi
dissident	1	0	0	1	0	1	0	0	0	0	ophikisayo
dissimilar	0	0	0	0	0	0	0	0	0	0	okungafani
dissipate	0	0	0	0	0	0	0	0	0	0	hlakaza
dissipated	0	0	0	0	0	0	0	0	0	0	hlakaziwe
dissociation	0	0	0	0	0	0	0	0	0	0	ukuhlukana
dissolution	1	0	0	1	0	1	0	1	1	0	ukuhlakazwa
dissolve	0	0	0	0	0	0	0	0	0	0	chitha
dissonance	1	0	0	0	0	1	0	0	0	0	i-dissonance
dissuade	0	0	0	0	0	0	0	0	0	0	khubaza
distal	0	0	0	0	0	0	0	0	0	0	kude
distance	0	0	0	0	0	0	0	0	0	0	ibanga
distant	0	0	0	0	0	0	0	0	0	0	kude
distaste	0	0	1	0	0	1	0	0	0	0	ukucasuka
distasteful	0	0	1	0	0	1	0	0	0	0	enengekayo
distillate	0	0	0	0	0	0	0	0	0	0	distillate
distillation	0	0	0	0	0	0	1	0	0	0	ukucwiliswa emanzini
distinction	0	0	0	0	0	0	1	0	0	0	umehluko
distinctive	0	0	0	0	0	0	0	0	0	0	ehlukile
distinguish	0	0	0	0	0	0	0	0	0	0	hlukanisa
distinguishable	0	0	0	0	0	0	0	0	0	0	okuhlukanisekayo
distinguished	0	0	0	0	0	0	0	0	0	0	ehlukanisiwe
distinguishing	0	0	0	0	0	0	0	0	0	0	ukwehlukanisa
distorted	0	0	1	0	0	1	0	0	0	0	sihlanekezelwe
distortion	0	0	0	0	0	1	0	0	0	0	ukuhlanekezela
distract	0	0	0	0	0	1	0	0	0	0	phazamisa
distracted	1	0	0	0	0	1	0	0	0	0	ukuphazamiseka
distracting	1	1	0	0	0	1	0	0	0	0	okuphazamisayo
distraction	0	0	0	0	0	1	0	0	0	0	ukuphazamiseka
distraught	0	0	0	0	0	1	0	1	0	0	ekhungathekile
distress	1	0	1	1	0	1	0	1	1	0	usizi
distressed	0	0	0	1	0	1	0	0	0	0	edabukile
distressing	1	0	0	1	0	1	0	0	0	0	ezicindezelayo
distribute	0	0	0	0	0	0	0	0	0	0	sabalalisa
distribution	0	0	0	0	0	0	0	0	0	0	ukusatshalaliswa
district	0	0	0	0	0	0	0	0	0	0	isifunda
distrust	1	0	1	1	0	1	0	0	0	0	ukungathembani
disturbance	1	0	0	1	0	1	0	1	1	0	ukuphazamiseka
disturbed	1	0	0	0	0	1	0	1	0	0	ephazamisekile
disuse	0	0	0	0	0	1	0	0	0	0	ukungasebenzisi
disused	1	0	0	0	0	1	0	0	0	0	engasasetshenziswa
ditch	0	0	0	0	0	0	0	0	0	0	umsele
ditto	0	0	0	0	0	0	0	0	0	0	kanjalo
ditty	0	0	0	0	1	0	1	0	0	0	ditty
diurnal	0	0	0	0	0	0	0	0	0	0	nsuku zonke
divan	0	0	0	0	0	0	0	0	0	1	i-divan
dive	0	0	0	0	0	0	0	0	0	0	tshuza
diver	0	0	0	0	0	0	0	0	0	0	umtshuzi
diverge	0	0	0	0	0	0	0	0	0	0	hlukana
divergence	0	0	0	0	0	0	0	0	0	0	ukwehlukana
divergent	0	0	0	0	0	1	0	0	1	0	ehlukene
diverging	0	0	0	0	0	0	0	0	0	0	ukwehlukana
divers	0	0	0	0	0	0	0	0	0	0	abatshuzi
diverse	0	0	0	0	0	1	1	0	0	0	ezihlukahlukene
diversified	0	0	0	0	0	0	1	0	0	0	izinhlobonhlobo
diversify	0	0	0	0	0	0	0	0	0	0	hlukanisa
diversion	0	0	0	0	0	0	1	0	1	0	ukuphambukisa
diversity	0	0	0	0	0	0	0	0	0	0	ukuhlukahluka
divert	0	0	0	0	0	0	0	0	0	0	phambukisa
diverting	0	0	0	0	0	0	0	0	0	0	ukuphambukisa
divest	0	0	0	0	0	0	0	0	0	0	divest
divested	0	0	0	0	0	1	0	0	0	0	dived
divestment	0	0	0	0	0	1	0	0	0	0	ukwehlukana
divide	0	0	0	0	0	0	0	0	0	0	hlukana
divided	0	0	0	0	0	0	0	0	0	0	ihlukaniswe
dividend	0	0	0	0	0	0	0	0	0	0	inzuzo
divination	0	1	0	0	0	0	0	0	0	0	ukubhula
divine	0	0	0	0	0	0	0	0	0	0	okwaphezulu
divinity	0	0	0	0	0	0	1	0	0	0	ubuNkulunkulu
divisible	0	0	0	0	0	0	0	0	0	0	ezihlukanisekayo
division	0	0	0	0	0	0	0	0	0	0	ukuhlukana
divisor	0	0	0	0	0	0	0	0	0	0	isihlukanisi
divorce	1	0	1	1	0	1	0	1	1	1	isehlukaniso
divulge	0	0	0	0	0	0	0	0	0	0	dalula
dizziness	0	0	0	0	0	1	0	0	0	0	isiyezi
dizzy	0	0	0	0	0	1	0	0	0	0	nesiyezi
docile	0	0	0	0	0	0	0	0	0	0	thobekile
dock	0	0	0	0	0	0	0	0	0	0	idokodo
docked	0	0	0	0	0	1	0	0	0	0	kudokhiwe
docket	0	0	0	0	0	0	0	0	0	0	idokodo
doctor	0	0	0	0	0	0	1	0	0	1	udokotela
doctrinal	0	0	0	0	0	0	0	0	0	0	izimfundiso
doctrine	0	0	0	0	0	0	0	0	0	1	imfundiso
document	0	0	0	0	0	0	0	0	0	0	idokhumenti
documentary	0	0	0	0	0	0	0	0	0	0	idokhumentari
dodge	0	0	0	0	0	0	0	0	0	0	gwema
dodging	0	0	0	0	0	0	0	0	0	0	ukuvika
doe	0	0	0	0	0	0	0	0	0	0	idlozi
doer	0	0	0	0	0	0	1	0	0	0	umenzi
dog	0	0	0	0	0	0	0	0	0	0	inja
dogged	0	0	0	0	0	0	1	0	0	0	Inja
dogma	0	0	0	0	0	0	0	0	0	1	imfundiso-nkolo
dogmatic	0	0	0	0	0	0	0	0	0	0	inkolelo-mbono
doings	0	0	0	0	0	0	0	0	0	0	izenzo
doit	0	0	0	0	0	1	0	0	0	0	doit
doldrums	0	0	0	0	0	1	0	1	0	0	ama-doldrums
dole	0	0	0	0	0	1	0	1	0	0	dole
doll	0	0	0	0	1	0	0	0	0	0	unodoli
dollar	0	0	0	0	0	0	0	0	0	0	idola
dolor	0	0	0	0	0	1	0	1	0	0	idolo
dolphin	0	0	0	0	1	0	1	0	1	1	amahlengethwa
domain	0	0	0	0	0	0	0	0	0	0	isizinda
dome	0	0	0	0	0	0	0	0	0	0	idome
domestic	0	0	0	0	0	0	0	0	0	0	okwasekhaya
domesticated	0	0	0	0	0	0	0	0	0	0	ezifuywayo
domestication	0	0	0	0	0	0	0	0	0	0	ukufuywa
domicile	0	0	0	0	0	0	0	0	0	0	indawo yokuhlala
domiciled	0	0	0	0	0	0	0	0	0	0	ukubusa
dominance	0	0	0	0	0	0	0	0	0	0	ukubusa
dominant	0	0	0	1	0	1	0	0	0	0	obusayo
dominate	1	0	0	1	0	1	1	0	0	0	busa
dominating	0	0	0	0	0	0	0	0	0	0	ukubusa
domination	1	0	0	1	0	1	0	1	0	0	ukubusa
dominion	0	0	0	1	0	0	0	0	0	1	ukubusa
domino	0	0	0	0	0	0	0	0	0	0	idomino
don	0	0	0	0	0	0	1	0	0	1	don
donation	0	0	0	0	0	0	1	0	0	0	umnikelo
donkey	0	0	1	0	0	1	0	0	0	0	imbongolo
donor	0	0	0	0	0	0	0	0	0	0	umnikezeli
doodle	0	0	0	0	0	1	0	0	0	0	idoodle
doom	0	0	0	1	0	1	0	0	0	0	imbubhiso
doomed	0	0	0	1	0	1	0	1	0	0	balahliwe
doomsday	1	1	1	1	0	1	0	1	0	0	usuku lwembubhiso
door	0	0	0	0	0	0	0	0	0	0	umnyango
doorbell	0	0	0	0	0	0	0	0	0	0	isicabha
doorway	0	0	0	0	0	0	0	0	0	0	umnyango
dormant	0	0	0	0	0	0	0	0	0	0	ithule
dormitory	0	0	0	0	0	0	0	0	0	0	indawo yokulala
dorsal	0	0	0	0	0	0	0	0	0	0	umhlane
dose	0	0	0	0	0	0	0	0	0	0	umthamo
dot	0	0	0	0	0	0	0	0	0	0	ichashazi
double	0	0	0	0	0	0	0	0	0	0	kabili
doubled	0	0	0	0	0	0	0	0	0	0	kabili
doublet	0	0	0	0	0	0	0	0	0	0	kabili
doubling	0	0	0	0	0	0	0	0	0	0	ukuphinda kabili
doubt	0	0	0	1	0	1	0	1	0	1	ukungabaza
doubtful	0	0	0	0	0	1	0	0	0	0	ngokungangabazi
doubting	0	0	0	0	0	1	0	0	0	0	ukungabaza
doubtless	0	0	0	0	0	0	1	0	0	1	ngokungangabazeki
douche	0	0	0	0	0	1	0	0	0	0	inhlanzi
dough	0	0	0	0	0	0	0	0	0	0	inhlama
doughnut	0	0	0	0	0	0	0	0	0	0	idonadi
dour	0	0	0	0	0	1	0	0	0	0	udoti
dove	0	1	0	0	1	0	1	0	0	1	ijuba
downcast	0	0	0	0	0	0	0	0	0	0	phansi
downfall	0	0	0	1	0	1	0	1	0	0	ukuwa
downhill	0	0	0	0	0	0	0	0	0	0	ekwehleni
downpour	0	0	0	0	0	0	0	0	0	0	imvula
downright	0	0	0	0	0	0	0	0	0	1	phansi
downy	0	0	0	0	0	0	1	0	0	0	phansi
dowry	0	0	0	0	0	0	0	0	0	0	ilobolo
doze	0	0	0	0	0	0	0	0	0	0	kozela
dozen	0	0	0	0	0	0	0	0	0	0	ishumi nambili
drab	0	0	0	0	0	1	0	1	0	0	drab
draft	0	1	0	0	0	0	0	0	0	0	okusalungiswa
drag	0	0	0	0	0	0	0	0	0	0	hudula
dragon	0	0	0	1	0	0	0	0	0	0	udrako
drain	0	0	0	0	0	0	0	0	0	0	khipha amanzi
drainage	0	0	0	0	0	1	0	0	0	0	amanzi
drained	0	0	0	0	0	0	0	0	0	0	kukhanyiwe
drake	0	0	0	0	0	0	0	0	0	0	udrake
drama	0	0	0	0	0	0	0	0	0	0	idrama
dramatic	0	0	0	0	0	0	0	0	0	0	amadlingozi
drape	0	0	0	0	0	0	0	0	0	0	drape
drapery	0	0	0	0	0	0	0	0	0	0	i-drapery
drastic	0	0	0	0	0	0	0	0	0	0	kakhulu
draught	0	0	0	0	0	0	0	0	0	0	okusalungiswa
draw	0	0	0	0	0	0	0	0	0	0	dweba
drawback	0	0	0	0	0	1	0	0	0	0	ukuhlehla
drawer	0	0	0	0	0	0	0	0	0	0	ikhabethe
drawers	0	0	0	0	0	0	0	0	0	0	amakhabethe
drawing	0	0	0	0	0	0	0	0	0	0	umdwebo
dread	0	1	0	1	0	1	0	0	0	0	uvalo
dreadful	1	1	1	1	0	1	0	1	0	0	eyesabekayo
dreadfully	0	0	1	1	0	1	0	1	1	0	ngokwesabekayo
dream	0	0	0	0	0	0	0	0	0	0	iphupho
dreamer	0	0	0	0	0	0	0	0	0	0	mphuphi
dreaming	0	0	0	0	0	0	0	0	0	0	ukuphupha
dreamy	0	0	0	0	0	0	0	0	0	0	uyaphupha
dreary	0	0	0	0	0	1	0	1	0	0	dreary
dredge	0	0	0	0	0	0	0	0	0	0	dredge
drenched	0	0	0	0	0	0	0	0	0	0	manzi te
dresser	0	0	0	0	0	0	0	0	0	0	umgqoki
dribble	0	0	0	0	0	0	0	0	0	0	drible
dried	0	0	0	0	0	0	0	0	0	0	omisiwe
drier	0	0	0	0	0	0	0	0	0	0	ome kakhulu
drift	0	0	0	0	0	0	0	0	0	0	khukhuleka
drifted	0	0	0	0	0	0	0	0	0	0	wakhukhuleka
drill	0	0	0	0	0	0	0	0	0	0	ukubhoboza
drink	0	0	0	0	0	0	0	0	0	0	phuza
drinking	0	0	0	0	0	1	0	0	0	0	ukuphuza
drip	0	0	0	0	0	0	0	0	0	0	ukuconsa
dripping	0	0	0	0	0	0	0	0	0	0	ukuconsa
drivel	0	0	1	0	0	1	0	0	0	0	drivel
driver	0	0	0	0	0	0	0	0	0	0	umshayeli
