English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Indonesian Word
buffet	1	0	0	0	0	1	0	0	0	0	prasmanan
bug	0	0	1	1	0	1	0	0	0	0	serangga
bugaboo	1	0	0	1	0	1	0	1	0	0	momok
buggy	0	0	0	0	0	0	0	0	0	0	kereta
bugle	0	1	0	0	0	0	0	0	0	0	terompet
build	0	0	0	0	0	0	1	0	0	0	membangun
builder	0	0	0	0	0	0	0	0	0	0	pembangun
building	0	0	0	0	0	0	1	0	0	0	bangunan
buildings	0	0	0	0	0	0	0	0	0	0	bangunan
bulb	0	0	0	0	0	0	0	0	0	0	bohlam
bulbous	0	0	0	0	0	1	0	0	0	0	bulat
bulge	0	0	0	0	0	0	0	0	0	0	tonjolan
bulk	0	0	0	0	0	0	0	0	0	0	dalam jumlah besar
bulkhead	0	0	0	0	0	0	0	0	0	0	sekat
bulky	0	0	0	0	0	0	0	0	0	0	tebal
bull	0	0	0	0	0	0	0	0	0	0	banteng
bulldog	0	0	0	0	0	0	1	0	0	0	buldog
bulldozer	0	0	0	0	0	0	0	0	0	0	buldoser
bullet	0	0	0	0	0	0	0	0	0	0	peluru
bulletin	0	0	0	0	0	0	0	0	0	0	buletin
bulletproof	0	0	0	0	0	0	1	0	0	0	anti peluru
bullock	0	0	0	0	0	0	0	0	0	0	lembu jantan
bully	1	0	0	1	0	1	0	0	0	0	menggertak
bulwark	0	0	0	0	0	0	0	0	0	0	benteng
bum	0	0	1	0	0	1	0	1	0	0	gelandangan
bummer	1	0	1	0	0	1	0	0	0	0	kekecewaan
bump	0	0	0	0	0	0	0	0	0	0	menabrak
bun	0	0	0	0	0	0	0	0	0	0	sanggul
bunch	0	0	0	0	0	0	0	0	0	0	kelompok
bundle	0	0	0	0	0	0	0	0	0	0	bundel
bungalow	0	0	0	0	0	0	0	0	0	0	bungalo
bunk	0	0	0	0	0	0	0	0	0	0	tempat tidur
bunker	0	0	0	1	0	0	0	0	0	0	bunker
bunt	0	0	0	0	0	0	0	0	0	0	pantat
buoy	0	0	0	0	0	0	1	0	0	0	pelampung
buoyancy	0	0	0	0	0	0	0	0	0	0	kemampuan mengapung
bur	0	0	0	0	0	0	0	0	0	0	tapi
burden	0	0	0	0	0	0	0	0	0	0	beban
burdensome	0	0	0	1	0	1	0	1	0	0	berat
bureau	0	0	0	0	0	0	0	0	0	0	biro
bureaucracy	0	0	0	0	0	1	0	0	0	1	birokrasi
bureaucrat	0	0	1	0	0	1	0	0	0	0	birokrat
burglar	0	0	1	1	0	1	0	0	0	0	pencuri
burglary	0	0	0	0	0	1	0	0	0	0	perampokan
burial	1	0	0	1	0	1	0	1	0	0	pemakaman
buried	0	0	0	1	0	1	0	1	0	0	terkubur
burke	1	0	1	1	0	1	0	1	0	0	menutup perkara
burlap	0	0	0	0	0	0	0	0	0	0	kain goni
burlesque	0	0	0	0	0	0	0	0	1	0	bahan tertawaan
burly	0	0	0	0	0	0	0	0	0	0	kekar
burn	0	0	0	0	0	0	0	0	0	0	membakar
burner	0	0	0	0	0	0	0	0	0	0	pembakar
burning	0	0	0	0	0	0	0	0	0	0	pembakaran
burnished	0	0	0	0	0	0	0	0	0	0	mengilap
burnout	0	0	0	0	0	0	0	0	0	0	habis terbakar
burnt	0	0	1	0	0	1	0	0	0	0	dibakar
burr	0	0	0	0	0	0	0	0	0	0	duri
burrow	0	0	0	0	0	0	0	0	0	0	liang
bursary	0	0	0	0	0	0	0	0	0	1	beasiswa
bury	0	0	0	0	0	0	0	1	0	0	mengubur
bus	0	0	0	0	0	0	0	0	0	0	bis
bush	0	0	0	0	0	0	0	0	0	0	semak
bushel	0	0	0	0	0	0	0	0	0	0	gantang
bushy	0	0	0	0	0	0	0	0	0	0	tebal
business	0	0	0	0	0	0	0	0	0	0	bisnis
buss	0	0	0	0	1	0	1	0	0	0	ciuman
bust	0	0	0	0	0	0	0	0	0	0	menyergap
busted	1	0	0	1	0	1	0	0	0	0	ditangkap basah
bustle	0	0	0	0	0	0	0	0	0	0	kesibukan
bustling	0	0	0	0	0	0	0	0	0	0	ramai
busy	0	0	0	0	0	0	0	0	0	0	sibuk
butane	0	0	0	0	0	0	0	0	0	0	butana
butcher	1	0	1	1	0	1	0	0	0	0	tukang daging
butler	0	0	0	0	0	0	1	0	0	1	kepala pelayan
butt	0	0	0	0	0	1	0	0	0	0	pantat
butter	0	0	0	0	0	0	0	0	0	0	mentega
butterfly	0	0	0	0	0	0	0	0	0	0	kupu-kupu
buttery	0	0	0	0	0	0	1	0	0	0	bermentega
buttock	0	0	0	0	0	0	0	0	0	0	pantat
button	0	0	0	0	0	0	0	0	0	0	tombol
buttress	0	0	0	0	0	0	0	0	0	0	menopang
buxom	0	0	0	0	0	0	1	0	0	0	montok
buy	0	0	0	0	0	0	0	0	0	0	membeli
buyer	0	0	0	0	0	0	0	0	0	0	pembeli
buying	0	0	0	0	0	0	0	0	0	0	pembelian
buzz	0	1	0	1	0	0	1	0	0	0	berdengung
buzzed	0	0	0	0	0	1	0	0	0	0	berdengung
buzzer	0	0	0	0	0	0	0	0	0	0	bel
bye	0	1	0	0	0	0	0	0	0	0	selamat tinggal
bygone	0	0	0	0	0	0	0	0	0	0	dahulu
bylaw	0	0	0	0	0	0	0	0	0	1	anggaran rumah tangga
bystander	0	0	0	0	0	0	0	0	0	0	pengamat
byte	0	0	0	0	0	0	0	0	0	0	byte
cab	0	0	0	0	0	0	1	0	0	0	taksi
cabal	0	0	0	1	0	1	0	0	0	0	komplotan rahasia
cabbage	0	0	0	0	0	0	0	0	0	0	kubis
cabin	0	0	0	0	0	0	0	0	0	0	kabin
cabinet	0	0	0	0	0	0	1	0	0	1	kabinet
cable	0	0	0	0	0	0	0	0	1	0	kabel
cabriolet	0	0	0	0	0	0	0	0	0	0	mobil
cache	0	0	0	0	0	0	0	0	0	0	cache
cacophony	1	0	1	0	0	1	0	0	0	0	hiruk pikuk
cad	1	0	1	0	0	1	0	0	0	0	cad
cadaver	0	0	1	1	0	1	0	1	1	0	mayat
caddy	0	0	0	0	0	0	0	0	0	0	kedi
cadence	0	0	0	0	0	0	0	0	0	0	irama
cadet	0	0	0	0	0	0	0	0	0	0	kadet
cafe	0	0	0	0	0	0	1	0	0	0	kafe
cage	0	0	0	0	0	1	0	1	0	0	kurungan
cairn	0	0	0	0	0	0	0	0	0	0	piramida dr batu kasar
cake	0	0	0	0	0	0	0	0	0	0	kue
calamity	0	0	0	0	0	0	0	1	0	0	bencana
calcareous	0	0	0	0	0	0	0	0	0	0	berkapur
calculate	0	0	0	0	0	0	0	0	0	0	menghitung
calculated	0	0	0	0	0	0	0	0	0	0	dihitung
calculating	0	0	0	0	0	1	0	0	0	0	menghitung
calculation	0	1	0	0	0	0	0	0	0	0	perhitungan
calculator	0	0	0	0	0	0	1	0	0	1	Kalkulator
calculus	0	0	0	0	0	0	0	0	0	0	kalkulus
calendar	0	0	0	0	0	0	0	0	0	0	kalender
calender	0	0	0	0	0	0	0	0	0	0	kalender
calf	0	0	0	0	1	0	1	0	0	1	anak sapi
caliber	0	0	0	0	0	0	0	0	0	0	kaliber
calibrate	0	0	0	0	0	0	0	0	0	0	menyesuaikan
calico	0	0	0	0	0	0	0	0	0	0	belacu
calipers	0	0	0	0	0	0	0	0	0	0	jangka lengkung
call	0	0	0	0	0	0	0	0	0	0	panggilan
calligraphy	0	0	0	0	0	0	0	0	0	0	kaligrafi
calling	0	0	0	0	0	0	0	0	0	0	panggilan
callous	1	0	1	0	0	1	0	0	0	0	tidak berperasaan
calls	0	1	0	0	0	1	0	0	0	1	panggilan
calm	0	0	0	0	0	0	1	0	0	0	tenang
calmness	0	0	0	0	0	0	0	0	0	0	ketenangan
caloric	0	0	0	0	0	0	0	0	0	0	kalori
calorie	0	0	0	0	0	0	0	0	0	0	kalori
calorimeter	0	0	0	0	0	0	0	0	0	0	kalorimeter
cam	0	0	0	0	0	0	0	0	0	0	kamera
camber	0	0	0	0	0	0	0	0	0	0	bentuk melengkung
camel	0	0	0	0	0	0	0	0	0	0	unta
cameo	0	0	0	0	0	0	0	0	0	0	cameo
cameraman	0	0	0	0	0	0	0	0	0	0	juru kamera
camisole	0	0	0	0	0	0	0	0	0	0	kamisol
camouflage	0	0	0	0	0	0	0	0	1	0	kamuflase
camouflaged	0	0	0	0	0	0	0	0	1	0	kamuflase
camp	0	0	0	0	0	0	0	0	0	0	kamp
campaign	0	0	0	0	0	0	0	0	0	0	kampanye
campaigner	0	0	0	0	0	0	0	0	0	0	juru kampanye
campaigning	1	0	0	1	0	1	0	0	0	0	berkampanye
campus	0	0	0	0	0	0	0	0	0	0	kampus
canal	0	0	0	0	0	0	0	0	0	0	kanal
canary	0	0	0	0	0	0	1	0	0	0	kenari
cancel	0	0	0	0	0	1	0	1	0	0	membatalkan
canceling	0	0	0	0	0	0	0	0	0	0	membatalkan
cancellation	0	0	0	0	0	0	0	0	0	0	pembatalan
cancer	1	0	1	1	0	1	0	1	0	0	kanker
candid	0	1	0	0	1	0	1	0	1	1	jujur
candidacy	0	0	0	0	0	0	0	0	0	0	pencalonan
candidate	0	0	0	0	0	0	1	0	0	0	calon
candied	0	0	0	0	0	0	1	0	0	0	manisan
candle	0	0	0	0	0	0	0	0	0	0	lilin
candlelight	0	0	0	0	0	0	0	0	0	0	cahaya lilin
candlestick	0	0	0	0	0	0	0	0	0	0	kandil
candor	0	0	0	0	0	0	0	0	0	0	keterusterangan
candy	0	0	0	0	0	0	0	0	0	0	Permen
cane	1	0	0	1	0	0	0	0	0	0	tebu
canine	0	0	0	0	0	0	0	0	0	0	anjing
canister	0	0	0	0	0	0	0	0	0	0	kaleng kecil
canker	1	0	1	0	0	1	0	0	0	0	karat
cannibal	0	0	1	1	0	1	0	0	0	0	kanibal
cannibalism	0	0	1	0	0	1	0	0	0	0	kanibalisme
canning	0	0	0	0	0	0	0	0	0	0	pengalengan
cannon	1	0	0	1	0	1	0	0	0	0	meriam
canoe	0	0	0	0	0	0	0	0	0	0	kano
canon	0	0	0	0	0	0	0	0	0	0	kanon
canonical	0	0	0	0	0	0	0	0	0	0	resmi
canons	0	0	0	0	0	0	0	0	0	1	kanon
canopy	0	0	0	0	0	0	0	0	0	0	kanopi
canteen	0	0	0	0	0	0	0	0	0	0	kantin
canterbury	0	0	0	0	0	0	0	0	0	0	canterbury
cantilever	0	0	0	0	0	0	0	0	0	0	penopang
canto	0	0	0	0	0	0	0	0	0	0	kanto
canton	0	0	0	0	0	0	0	0	0	0	wilayah
canvas	0	0	0	0	0	0	0	0	0	0	kanvas
canvass	0	0	0	0	0	0	0	0	0	0	kampas
cap	0	1	0	0	0	0	0	0	0	1	topi
capability	0	0	0	0	0	0	0	0	0	0	kemampuan
capable	0	0	0	0	0	0	0	0	0	0	mampu
capacity	0	0	0	0	0	0	0	0	0	0	kapasitas
cape	0	0	0	0	0	0	0	0	0	0	tanjung
caper	0	0	0	0	0	0	0	0	0	0	loncat
capillary	0	0	0	0	0	0	0	0	0	0	kapiler
capital	0	0	0	0	0	0	0	0	0	0	modal
capitalist	0	0	0	0	0	0	1	0	0	0	kapitalis
capitals	0	0	0	0	0	0	0	0	0	0	ibukota
capitation	0	0	0	0	0	0	0	0	0	0	kapitasi
capitol	0	0	0	0	0	0	0	0	0	0	ibukota
capitulation	0	0	0	0	0	0	0	0	0	0	kapitulasi
caprice	0	0	0	0	0	0	0	0	0	0	tingkah
capricious	0	0	0	0	0	0	0	0	0	0	berubah-ubah
caps	0	0	0	0	0	0	0	0	0	0	topi
capsule	0	0	0	0	0	0	0	0	0	0	kapsul
captain	0	0	0	0	0	0	1	0	0	0	Kapten
caption	0	0	0	0	0	0	0	0	0	0	keterangan
captivate	0	1	0	0	1	0	1	0	1	1	memikat hati
captivating	0	0	0	0	0	0	1	0	0	0	menawan
captive	0	0	0	1	0	1	0	1	0	0	tawanan
captivity	0	0	0	0	0	1	0	1	0	0	tahanan
captor	0	0	0	1	0	1	0	0	0	0	penahan
capture	0	0	0	0	0	1	0	0	0	0	menangkap
car	0	0	0	0	0	0	0	0	0	0	mobil
caramel	0	0	0	0	0	0	0	0	0	0	karamel
carat	0	0	0	0	0	0	0	0	0	0	karat
caravan	0	0	0	0	0	0	0	0	0	0	kafilah
carbon	0	0	0	0	0	0	0	0	0	0	karbon
carcass	0	0	1	1	0	1	0	1	0	0	bangkai
carcinoma	0	0	0	1	0	1	0	1	0	0	karsinoma
card	0	0	0	0	0	0	0	0	0	0	kartu
cardigan	0	0	0	0	0	0	0	0	0	0	kardigan
cardinal	0	0	0	0	0	0	0	0	0	0	kardinal
cardiomyopathy	0	0	0	1	0	1	0	1	0	0	kardiomiopati
cards	0	0	0	0	0	0	0	0	0	0	kartu-kartu
care	0	0	0	0	0	0	0	0	0	0	peduli
career	0	1	0	0	0	0	1	0	0	0	karier
careful	0	0	0	0	0	0	1	0	0	0	hati-hati
carefully	0	0	0	0	0	0	1	0	0	0	dengan hati-hati
carelessness	1	0	1	0	0	1	0	0	0	0	kecerobohan
caress	0	0	0	0	0	0	1	0	0	0	membelai
caret	0	0	0	0	0	0	0	0	0	0	tanda sisipan
caretaker	0	0	0	0	0	0	1	0	0	1	penjaga
cargo	0	0	0	0	0	0	0	0	0	0	muatan
caribou	0	0	0	0	0	0	0	0	0	0	karibu
caricature	0	0	0	0	0	1	0	0	0	0	karikatur
caries	0	0	1	0	0	1	0	0	0	0	karies
carnage	1	0	1	1	0	1	0	1	1	0	pembantaian
carnal	0	0	0	0	0	1	0	0	0	0	jasmani
carnation	0	0	0	0	0	0	0	0	0	0	anyelir
carnivorous	0	0	0	1	0	1	0	0	0	0	karnivora
carol	0	0	0	0	1	0	1	0	0	1	lagu Natal
carousel	0	0	0	0	0	0	0	0	0	0	korsel
carpenter	0	0	0	0	0	0	0	0	0	0	tukang kayu
carriage	0	0	0	0	0	0	0	0	0	0	pengangkutan
carried	0	0	0	0	0	0	0	0	0	0	telah membawa
carrier	0	0	0	0	0	0	0	0	0	0	pembawa
carry	0	0	0	0	0	0	0	0	0	0	membawa
carrying	0	0	0	0	0	0	0	0	0	0	membawa
cart	0	0	0	0	0	0	0	0	0	0	keranjang
cartel	0	0	0	0	0	1	0	0	0	0	kartel
carter	0	0	0	0	0	0	0	0	0	0	tukang gerobak
cartilage	0	0	0	0	0	0	0	0	0	0	tulang rawan
cartographic	0	0	0	0	0	0	0	0	0	0	kartografi
cartography	0	0	0	0	0	0	0	0	0	0	pemetaan
cartoon	0	0	0	0	0	0	0	0	0	0	kartun
cartouche	0	0	0	0	0	0	0	0	0	0	cartouche
cartridge	0	0	0	1	0	0	0	0	0	0	peluru
carve	0	0	0	0	0	0	0	0	0	0	mengukir
carver	0	0	0	0	0	0	0	0	0	0	pemahat
carving	0	0	0	0	0	0	0	0	0	0	ukiran
cascade	0	0	0	0	0	0	1	0	0	0	riam
case	0	0	0	1	0	1	0	1	0	0	kasus
casein	0	0	0	0	0	0	0	0	0	0	kasein
cash	1	1	0	1	1	0	1	0	0	1	uang tunai
cashier	0	0	0	0	0	0	0	0	0	1	kasir
cashmere	0	0	0	0	0	0	0	0	0	0	kasmir
casing	0	0	0	0	0	0	0	0	0	0	selubung
casino	0	0	0	0	0	0	0	0	0	0	kasino
cask	0	0	0	0	0	0	0	0	0	0	tong kecil
casket	0	0	0	1	0	1	0	1	0	0	peti mati
cast	0	0	0	0	0	0	0	0	0	0	Pemeran
caste	0	0	0	0	0	1	0	0	0	0	kasta
caster	0	0	0	0	0	0	0	0	0	0	kastor
castle	0	0	0	0	0	0	0	0	0	0	Kastil
castor	0	0	0	0	0	0	0	0	0	0	kastor
casual	0	0	0	0	0	0	0	0	0	0	santai
casually	0	0	0	0	0	0	0	0	0	0	sambil lalu
casualty	1	0	0	1	0	1	0	1	0	0	korban
cat	0	0	0	0	0	0	0	0	0	0	kucing
catabolism	0	0	0	0	0	0	0	0	0	0	katabolisme
catalog	0	0	0	0	0	0	0	0	0	0	katalog
catalogue	0	0	0	0	0	0	0	0	0	0	katalog
catalysis	0	0	0	0	0	0	0	0	0	0	katalisis
catalytic	0	0	0	0	0	0	0	0	0	0	katalis
catamaran	0	0	0	0	0	0	0	0	0	0	katamaran
catapult	0	0	0	0	0	0	0	0	0	0	melontarkan
cataract	0	1	0	1	0	1	0	1	0	0	katarak
catastrophe	1	0	1	1	0	1	0	1	1	0	malapetaka
catch	0	0	0	0	0	0	0	0	1	0	menangkap
catching	0	0	0	0	0	0	0	0	0	0	penangkapan
catechism	0	0	1	0	0	0	0	0	0	0	katekese
categorical	0	0	0	0	0	0	1	0	0	0	kategoris
category	0	0	0	0	0	0	0	0	0	0	kategori
cater	0	0	0	0	0	0	1	0	0	0	melayani
caterer	0	0	0	0	0	0	0	0	0	0	pemborong
caterpillar	0	0	0	0	0	0	0	0	0	0	ulat
cates	0	0	0	0	0	0	0	0	0	0	kucing
cathartic	0	0	0	0	0	0	1	0	0	0	obat pencahar
cathedral	0	0	0	0	1	0	1	0	0	1	Katedral
catheter	0	0	0	0	0	1	0	0	0	0	kateter
catnip	0	0	0	0	0	0	0	0	0	0	catnip
cattle	0	0	0	0	0	0	0	0	0	0	ternak
caucus	0	0	0	0	0	0	0	0	0	0	kaukus
caudal	0	0	0	0	0	0	0	0	0	0	ekor
caulk	0	0	0	0	0	0	0	0	0	0	mendempol
causal	0	0	0	0	0	0	0	0	0	0	kausal
causality	0	0	0	0	0	0	0	0	0	0	hubungan sebab dan akibat
causation	0	0	0	0	0	0	0	0	0	0	hal menyebabkan
caused	0	0	0	0	0	0	0	0	0	0	menyebabkan
causeway	0	0	0	0	0	0	0	0	0	0	jalan lintas
caution	1	1	0	1	0	1	0	0	0	0	peringatan
cautionary	0	0	0	1	0	0	0	0	0	0	peringatan
cautious	0	1	0	1	0	0	1	0	0	1	waspada
cautiously	0	0	0	1	0	0	1	0	0	0	hati-hati
cavalry	0	0	0	0	0	0	0	0	0	0	kavaleri
cave	0	0	0	0	0	0	0	0	0	0	gua
caveat	0	0	0	0	0	0	0	0	0	0	peringatan
cavern	0	0	0	0	0	0	0	0	0	0	gua besar
cavernous	0	0	0	0	0	0	0	0	0	0	luas sekali
cavity	0	0	0	0	0	0	0	0	0	0	rongga
cayenne	0	0	0	0	0	0	0	0	0	0	cabai rawit
cease	0	0	0	0	0	0	0	0	0	0	berhenti
ceaseless	0	0	0	0	0	0	0	0	0	0	tak henti-hentinya
cede	0	0	0	0	0	1	0	0	0	0	menyerahkan
ceiling	0	0	0	0	0	0	0	0	0	0	langit-langit
celebrant	0	0	0	0	0	0	0	0	0	0	selebran
celebrated	0	1	0	0	1	0	1	0	0	0	terkenal
celebrating	0	1	0	0	1	0	1	0	0	0	merayakan
celebration	0	1	0	0	1	0	1	0	1	1	perayaan
celebrity	1	1	1	0	1	1	1	0	1	1	selebriti
celestial	0	1	0	0	1	0	1	0	0	0	surgawi
celibacy	0	0	0	0	0	0	0	0	0	0	pembujangan
cell	0	0	0	0	0	0	0	0	0	0	sel
cellar	0	0	0	0	0	0	0	0	0	0	gudang di bawah tanah
cellular	0	0	0	0	0	0	0	0	0	0	seluler
celluloid	0	0	0	0	0	0	0	0	0	0	seluloida
cement	0	1	0	0	0	0	0	0	0	1	semen
cemented	0	0	0	0	0	0	0	0	0	0	disemen
cemetery	0	0	0	1	0	1	0	1	0	0	kuburan
censor	1	0	1	1	0	1	0	0	0	1	sensor
censure	0	0	0	0	0	1	0	0	0	0	mengecam
census	0	0	0	0	0	0	0	0	0	0	sensus
cent	0	0	0	0	0	0	0	0	0	0	sen
centenary	0	0	0	0	0	0	0	0	0	0	abad
centennial	0	0	0	0	0	0	0	0	0	0	seratus tahun
center	0	0	0	0	0	0	1	0	0	1	tengah
centimeter	0	0	0	0	0	0	0	0	0	0	sentimeter
central	0	0	0	0	0	0	0	0	0	0	pusat
centrality	0	0	0	0	0	0	0	0	0	0	sentralitas
centralization	0	0	0	0	0	0	0	0	0	0	sentralisasi
centralize	0	0	0	0	0	0	0	0	0	0	memusatkan
centrally	0	0	0	0	0	0	0	0	0	0	di pusat
centrifugal	0	0	0	0	0	0	0	0	0	0	sentrifugal
centrifuge	0	0	0	0	0	0	0	0	0	0	sentrifugal
centurion	0	0	0	0	0	0	1	0	0	0	perwira
century	0	0	0	0	0	0	0	0	0	0	abad
ceramics	0	0	0	0	0	0	0	0	0	0	keramik
cereal	0	0	0	0	0	0	0	0	0	0	sereal
cereals	0	0	0	0	0	0	0	0	0	0	sereal
cerebral	0	0	0	0	0	0	1	0	0	0	otak
ceremonial	0	0	0	0	0	0	0	0	0	0	upacara
ceremony	0	0	0	0	1	0	1	0	1	0	upacara
certainty	0	0	0	0	0	0	1	0	0	0	kepastian
certificate	0	0	0	0	0	0	0	0	0	0	sertifikat
certify	0	0	0	0	0	0	0	0	0	1	menyatakan
cess	0	0	1	0	0	1	0	0	0	0	cess
cessation	0	0	0	0	0	1	0	0	0	0	penghentian
chaff	1	0	0	1	0	1	0	0	0	0	sekam
chafing	0	0	0	0	0	1	0	0	0	0	lecet
chagrin	0	0	1	0	0	1	0	1	0	0	mengecewakan
chain	0	0	0	0	0	0	0	0	0	0	rantai
chair	0	0	0	0	0	0	0	0	0	0	kursi
chairman	0	0	0	0	0	0	1	0	0	1	ketua
chairperson	0	0	0	0	0	0	0	0	0	0	ketua
chairwoman	0	0	0	0	0	0	1	0	0	1	ketua
chaise	0	0	0	0	0	0	0	0	0	0	kursi malas
chalet	0	0	0	0	0	0	0	0	0	0	chalet
chalice	0	0	0	0	0	0	0	0	0	0	piala
chalk	0	0	0	0	0	0	0	0	0	0	kapur
challenge	1	0	0	1	0	1	0	0	0	0	tantangan
chamber	0	0	0	0	0	0	0	0	0	0	ruang
chambers	0	0	0	0	0	0	0	0	0	0	kamar
chameleon	0	0	0	0	0	0	0	0	0	0	bunglon
champagne	0	0	0	0	0	0	0	0	0	0	sampanye
champion	0	1	0	0	1	0	1	0	0	1	juara
chance	0	0	0	0	0	0	0	0	1	0	peluang
chancellor	0	0	0	0	0	0	0	0	0	1	kanselir
chandelier	0	0	0	0	0	0	0	0	0	0	tempat lilin
chandler	0	0	0	0	0	0	0	0	0	0	pedagang lilin
change	0	0	0	1	0	0	0	0	0	0	mengubah
changeable	0	1	0	0	0	0	0	0	1	0	berubah-ubah
changed	0	0	0	0	0	0	0	0	0	0	berubah
changer	0	0	0	0	0	0	0	0	0	0	pengubah
changing	0	0	0	0	0	0	0	0	0	0	berubah
channel	0	0	0	0	0	0	0	0	0	0	saluran
chant	1	1	0	0	1	0	1	0	1	0	nyanyian
chaos	1	0	0	1	0	1	0	1	0	0	kekacauan
chaotic	1	0	0	0	0	1	0	0	0	0	kacau
chap	0	0	0	0	0	0	0	0	0	0	orang
chapel	0	0	0	0	0	0	0	0	0	0	kapel
chaplain	0	0	0	0	0	0	0	0	0	1	pendeta
chapman	0	0	0	0	0	0	0	0	0	0	pedagang pengembara
chaps	0	0	0	0	0	0	0	0	0	0	bab
chapter	0	0	0	0	0	0	0	0	0	0	bab
char	0	0	0	0	0	0	0	0	0	0	arang
character	0	0	0	0	0	0	0	0	0	0	karakter
characteristic	0	0	0	0	0	0	0	0	0	0	ciri
characterize	0	0	0	0	0	0	0	0	0	0	mencirikan
charade	0	0	0	0	0	1	0	0	0	0	sandiwara
charcoal	0	0	0	0	0	0	0	0	0	0	arang
charge	0	0	0	0	0	0	0	0	0	0	mengenakan biaya
chargeable	0	0	0	1	0	1	0	1	0	0	dikenakan biaya
charger	0	0	0	0	0	0	1	0	0	0	pengisi daya
chariot	0	0	0	0	0	0	0	0	0	0	kereta
charitable	0	1	0	0	1	0	1	0	0	1	sosial
charity	0	0	0	0	1	0	1	0	0	0	amal
charm	0	0	0	0	0	0	1	0	0	0	pesona
charmed	0	0	0	0	1	1	1	0	0	0	terpesona
charmer	0	0	0	0	0	0	0	0	0	0	perayu
charming	0	0	0	0	0	0	1	0	0	0	menawan
chart	0	0	0	0	0	0	0	0	0	1	bagan
charter	0	0	0	0	0	0	0	0	0	0	piagam
chartered	0	0	0	0	0	0	0	0	0	0	disewa
chase	0	0	0	0	0	1	0	0	0	0	mengejar
chasm	0	0	0	1	0	0	0	0	0	0	jurang
chastisement	0	0	0	0	0	1	0	0	0	0	hukuman
chastity	0	1	0	0	0	0	1	0	0	1	kesucian
chat	0	0	0	0	0	0	0	0	0	0	mengobrol
chateau	0	0	0	0	0	0	0	0	0	0	istana
chatter	0	0	0	0	0	0	0	0	0	0	obrolan
chattering	0	0	0	0	0	0	1	0	0	0	berceloteh
chatty	0	0	0	0	0	1	0	0	0	0	cerewet
chauffeur	0	0	0	0	0	0	0	0	0	0	sopir
cheap	0	0	0	0	0	1	0	0	0	0	murah
cheat	1	0	1	0	0	1	0	0	0	0	mencurangi
check	0	0	0	0	0	0	0	0	0	0	memeriksa
checker	0	0	0	0	0	0	0	0	0	0	pemeriksa
checkered	0	0	0	0	0	0	0	0	0	0	kotak-kotak
checkers	0	0	0	0	0	0	0	0	0	0	dam
checklist	0	0	0	0	0	0	1	0	0	1	daftar periksa
cheek	0	0	0	0	0	0	0	0	0	0	pipi
cheeks	0	0	0	0	0	0	0	0	0	0	pipi
cheep	0	0	0	0	0	0	0	0	0	0	ciak
cheer	0	1	0	0	1	0	1	0	1	1	bersorak
cheerful	0	0	0	0	1	0	1	0	1	0	riang
cheerfulness	0	1	0	0	1	0	1	0	0	1	kegembiraan
cheering	0	0	0	0	1	0	1	0	0	0	bersorak
cheery	0	1	0	0	1	0	1	0	0	0	riang
cheesecake	0	0	0	0	0	1	0	0	0	0	kue keju
cheetah	0	0	0	0	0	0	0	0	0	0	Cheetah
chemise	0	0	0	0	0	0	0	0	0	0	kemeja dlm untuk wanita
chemist	0	0	0	0	0	0	1	0	0	1	ahli kimia
chemistry	0	0	0	0	0	0	0	0	0	0	kimia
cheque	0	0	0	0	0	0	0	0	0	0	memeriksa
cherish	0	1	0	0	1	0	1	0	1	1	menghargai
cherry	0	0	0	0	0	0	1	0	0	0	ceri
chess	0	0	0	0	0	0	0	0	0	0	catur
chest	0	0	0	0	0	0	0	0	0	0	dada
chestnut	0	0	0	0	0	0	0	0	0	0	kastanye
chevron	0	0	0	0	0	0	0	0	0	0	tanda pangkat
chew	0	0	0	0	0	0	0	0	0	0	mengunyah
chic	0	0	0	0	0	0	0	0	0	0	cantik
chicane	0	1	0	0	0	1	0	0	1	1	ketidakjujuran
chicken	0	0	0	1	0	0	0	0	0	0	ayam
chief	0	0	0	0	0	0	0	0	0	0	ketua
chiefly	0	0	0	0	0	0	0	0	0	0	terutama
chieftain	0	0	0	0	0	0	1	0	0	0	kepala suku
child	0	1	0	0	1	0	1	0	0	0	anak
childbirth	0	0	0	0	0	0	0	0	0	0	persalinan
childhood	0	0	0	0	1	0	1	0	0	0	masa kanak-kanak
childish	0	0	0	0	0	1	0	0	0	0	kekanak-kanakan
chill	0	0	0	0	0	0	0	0	0	0	santai
chilly	0	0	0	0	0	1	0	0	0	0	dingin
chime	0	0	0	0	0	0	0	0	0	0	berbunyi
chimera	0	0	0	1	0	0	0	0	1	0	chimera
chimes	0	0	0	0	0	0	0	0	0	0	bunyi genta lonceng
chimney	0	0	0	0	0	0	0	0	0	0	cerobong asap
china	0	0	0	0	0	0	0	0	0	0	Cina
chine	0	0	0	0	0	0	0	0	0	0	jurang
chinook	0	0	0	0	0	0	0	0	0	0	chinook
chip	0	0	0	0	0	0	0	0	0	0	keping
chipping	0	0	0	0	0	0	0	0	0	0	chipping
chirp	0	0	0	0	1	0	1	0	0	0	kicauan
chisel	0	0	0	0	0	0	1	0	0	0	pahat
chit	0	0	0	0	0	0	0	0	0	0	chit
