English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Nepali Word
caused	0	0	0	0	0	0	0	0	0	0	कारण
causeway	0	0	0	0	0	0	0	0	0	0	मार्ग
caution	1	1	0	1	0	1	0	0	0	0	सावधानी
cautionary	0	0	0	1	0	0	0	0	0	0	सावधान
cautious	0	1	0	1	0	0	1	0	0	1	सतर्क
cautiously	0	0	0	1	0	0	1	0	0	0	सावधानीपूर्वक
cavalry	0	0	0	0	0	0	0	0	0	0	घोडचढी
cave	0	0	0	0	0	0	0	0	0	0	गुफा
caveat	0	0	0	0	0	0	0	0	0	0	चेतावनी
cavern	0	0	0	0	0	0	0	0	0	0	गुफा
cavernous	0	0	0	0	0	0	0	0	0	0	गुफायुक्त
cavity	0	0	0	0	0	0	0	0	0	0	गुहा
cayenne	0	0	0	0	0	0	0	0	0	0	लाल मिर्च
cease	0	0	0	0	0	0	0	0	0	0	बन्द
ceaseless	0	0	0	0	0	0	0	0	0	0	निरन्तर
cede	0	0	0	0	0	1	0	0	0	0	सुम्पनु
ceiling	0	0	0	0	0	0	0	0	0	0	छत
celebrant	0	0	0	0	0	0	0	0	0	0	उत्सव मनाउने
celebrated	0	1	0	0	1	0	1	0	0	0	मनाइयो
celebrating	0	1	0	0	1	0	1	0	0	0	मनाउँदै
celebration	0	1	0	0	1	0	1	0	1	1	उत्सव
celebrity	1	1	1	0	1	1	1	0	1	1	सेलिब्रिटी
celestial	0	1	0	0	1	0	1	0	0	0	आकाशीय
celibacy	0	0	0	0	0	0	0	0	0	0	ब्रह्मचर्य
cell	0	0	0	0	0	0	0	0	0	0	सेल
cellar	0	0	0	0	0	0	0	0	0	0	तहखाने
cellular	0	0	0	0	0	0	0	0	0	0	सेलुलर
celluloid	0	0	0	0	0	0	0	0	0	0	सेल्युलोइड
cement	0	1	0	0	0	0	0	0	0	1	सिमेन्ट
cemented	0	0	0	0	0	0	0	0	0	0	सिमेन्ट गरिएको
cemetery	0	0	0	1	0	1	0	1	0	0	चिहान
censor	1	0	1	1	0	1	0	0	0	1	सेन्सर
censure	0	0	0	0	0	1	0	0	0	0	निन्दा
census	0	0	0	0	0	0	0	0	0	0	जनगणना
cent	0	0	0	0	0	0	0	0	0	0	सेन्ट
centenary	0	0	0	0	0	0	0	0	0	0	शताब्दी
centennial	0	0	0	0	0	0	0	0	0	0	शताब्दी
center	0	0	0	0	0	0	1	0	0	1	केन्द्र
centimeter	0	0	0	0	0	0	0	0	0	0	सेन्टिमिटर
central	0	0	0	0	0	0	0	0	0	0	केन्द्रीय
centrality	0	0	0	0	0	0	0	0	0	0	केन्द्रीयता
centralization	0	0	0	0	0	0	0	0	0	0	केन्द्रीकरण
centralize	0	0	0	0	0	0	0	0	0	0	केन्द्रीकृत
centrally	0	0	0	0	0	0	0	0	0	0	केन्द्रीय रूपमा
centrifugal	0	0	0	0	0	0	0	0	0	0	केन्द्रापसारक
centrifuge	0	0	0	0	0	0	0	0	0	0	सेन्ट्रीफ्यूज
centurion	0	0	0	0	0	0	1	0	0	0	सेन्चुरियन
century	0	0	0	0	0	0	0	0	0	0	शताब्दी
ceramics	0	0	0	0	0	0	0	0	0	0	सिरेमिक
cereal	0	0	0	0	0	0	0	0	0	0	अनाज
cereals	0	0	0	0	0	0	0	0	0	0	अनाज
cerebral	0	0	0	0	0	0	1	0	0	0	मस्तिष्क
ceremonial	0	0	0	0	0	0	0	0	0	0	औपचारिक
ceremony	0	0	0	0	1	0	1	0	1	0	समारोह
certainty	0	0	0	0	0	0	1	0	0	0	निश्चितता
certificate	0	0	0	0	0	0	0	0	0	0	प्रमाणपत्र
certify	0	0	0	0	0	0	0	0	0	1	प्रमाणित गर्ने
cess	0	0	1	0	0	1	0	0	0	0	उपकर
cessation	0	0	0	0	0	1	0	0	0	0	समाप्ति
chaff	1	0	0	1	0	1	0	0	0	0	भुस
chafing	0	0	0	0	0	1	0	0	0	0	च्याफिङ
chagrin	0	0	1	0	0	1	0	1	0	0	चिन्तित
chain	0	0	0	0	0	0	0	0	0	0	चेन
chair	0	0	0	0	0	0	0	0	0	0	कुर्सी
chairman	0	0	0	0	0	0	1	0	0	1	अध्यक्ष
chairperson	0	0	0	0	0	0	0	0	0	0	अध्यक्ष
chairwoman	0	0	0	0	0	0	1	0	0	1	अध्यक्ष महिला
chaise	0	0	0	0	0	0	0	0	0	0	कुर्सी
chalet	0	0	0	0	0	0	0	0	0	0	च्यालेट
chalice	0	0	0	0	0	0	0	0	0	0	प्याला
chalk	0	0	0	0	0	0	0	0	0	0	चक
challenge	1	0	0	1	0	1	0	0	0	0	चुनौती
chamber	0	0	0	0	0	0	0	0	0	0	कक्ष
chambers	0	0	0	0	0	0	0	0	0	0	कक्षहरू
chameleon	0	0	0	0	0	0	0	0	0	0	गिरगिट
champagne	0	0	0	0	0	0	0	0	0	0	स्याम्पेन
champion	0	1	0	0	1	0	1	0	0	1	च्याम्पियन
chance	0	0	0	0	0	0	0	0	1	0	मौका
chancellor	0	0	0	0	0	0	0	0	0	1	कुलपति
chandelier	0	0	0	0	0	0	0	0	0	0	झूमर
chandler	0	0	0	0	0	0	0	0	0	0	chandler
change	0	0	0	1	0	0	0	0	0	0	परिवर्तन
changeable	0	1	0	0	0	0	0	0	1	0	परिवर्तनीय
changed	0	0	0	0	0	0	0	0	0	0	परिवर्तन भयो
changer	0	0	0	0	0	0	0	0	0	0	परिवर्तक
changing	0	0	0	0	0	0	0	0	0	0	फेर्दै
channel	0	0	0	0	0	0	0	0	0	0	च्यानल
chant	1	1	0	0	1	0	1	0	1	0	जप
chaos	1	0	0	1	0	1	0	1	0	0	अराजकता
chaotic	1	0	0	0	0	1	0	0	0	0	अराजक
chap	0	0	0	0	0	0	0	0	0	0	chap
chapel	0	0	0	0	0	0	0	0	0	0	चैपल
chaplain	0	0	0	0	0	0	0	0	0	1	धर्मगुरु
chapman	0	0	0	0	0	0	0	0	0	0	च्यापम्यान
chaps	0	0	0	0	0	0	0	0	0	0	chaps
chapter	0	0	0	0	0	0	0	0	0	0	अध्याय
char	0	0	0	0	0	0	0	0	0	0	चार
character	0	0	0	0	0	0	0	0	0	0	चरित्र
characteristic	0	0	0	0	0	0	0	0	0	0	विशेषता
characterize	0	0	0	0	0	0	0	0	0	0	विशेषता
charade	0	0	0	0	0	1	0	0	0	0	चारैड
charcoal	0	0	0	0	0	0	0	0	0	0	चारकोल
charge	0	0	0	0	0	0	0	0	0	0	चार्ज
chargeable	0	0	0	1	0	1	0	1	0	0	शुल्क लाग्ने
charger	0	0	0	0	0	0	1	0	0	0	चार्जर
chariot	0	0	0	0	0	0	0	0	0	0	रथ
charitable	0	1	0	0	1	0	1	0	0	1	परोपकारी
charity	0	0	0	0	1	0	1	0	0	0	परोपकार
charm	0	0	0	0	0	0	1	0	0	0	आकर्षण
charmed	0	0	0	0	1	1	1	0	0	0	मोहित
charmer	0	0	0	0	0	0	0	0	0	0	आकर्षक
charming	0	0	0	0	0	0	1	0	0	0	आकर्षक
chart	0	0	0	0	0	0	0	0	0	1	चार्ट
charter	0	0	0	0	0	0	0	0	0	0	बडापत्र
chartered	0	0	0	0	0	0	0	0	0	0	चार्टर्ड
chase	0	0	0	0	0	1	0	0	0	0	पीछा
chasm	0	0	0	1	0	0	0	0	0	0	खाडल
chastisement	0	0	0	0	0	1	0	0	0	0	सजाय
chastity	0	1	0	0	0	0	1	0	0	1	पवित्रता
chat	0	0	0	0	0	0	0	0	0	0	कुराकानी
chateau	0	0	0	0	0	0	0	0	0	0	Chateau
chatter	0	0	0	0	0	0	0	0	0	0	बकबक
chattering	0	0	0	0	0	0	1	0	0	0	बकबक गर्दै
chatty	0	0	0	0	0	1	0	0	0	0	कुराकानी
chauffeur	0	0	0	0	0	0	0	0	0	0	चालक
cheap	0	0	0	0	0	1	0	0	0	0	सस्तो
cheat	1	0	1	0	0	1	0	0	0	0	धोखा
check	0	0	0	0	0	0	0	0	0	0	जाँच गर्नुहोस्
checker	0	0	0	0	0	0	0	0	0	0	परीक्षक
checkered	0	0	0	0	0	0	0	0	0	0	चेकर्ड
checkers	0	0	0	0	0	0	0	0	0	0	चेकर्स
checklist	0	0	0	0	0	0	1	0	0	1	चेकलिस्ट
cheek	0	0	0	0	0	0	0	0	0	0	गाल
cheeks	0	0	0	0	0	0	0	0	0	0	गालाहरू
cheep	0	0	0	0	0	0	0	0	0	0	चिप
cheer	0	1	0	0	1	0	1	0	1	1	जय हो
cheerful	0	0	0	0	1	0	1	0	1	0	हँसमुख
cheerfulness	0	1	0	0	1	0	1	0	0	1	प्रफुल्लता
cheering	0	0	0	0	1	0	1	0	0	0	जयजयकार गर्दै
cheery	0	1	0	0	1	0	1	0	0	0	हर्षित
cheesecake	0	0	0	0	0	1	0	0	0	0	चीजकेक
cheetah	0	0	0	0	0	0	0	0	0	0	चित्ता
chemise	0	0	0	0	0	0	0	0	0	0	रसायन
chemist	0	0	0	0	0	0	1	0	0	1	रसायनज्ञ
chemistry	0	0	0	0	0	0	0	0	0	0	रसायन विज्ञान
cheque	0	0	0	0	0	0	0	0	0	0	जाँच गर्नुहोस्
cherish	0	1	0	0	1	0	1	0	1	1	कदर
cherry	0	0	0	0	0	0	1	0	0	0	चेरी
chess	0	0	0	0	0	0	0	0	0	0	चेस
chest	0	0	0	0	0	0	0	0	0	0	छाती
chestnut	0	0	0	0	0	0	0	0	0	0	चेस्टनट
chevron	0	0	0	0	0	0	0	0	0	0	शेभरन
chew	0	0	0	0	0	0	0	0	0	0	चपाउनु
chic	0	0	0	0	0	0	0	0	0	0	ठाडो
chicane	0	1	0	0	0	1	0	0	1	1	चिकेन
chicken	0	0	0	1	0	0	0	0	0	0	कुखुरा
chief	0	0	0	0	0	0	0	0	0	0	प्रमुख
chiefly	0	0	0	0	0	0	0	0	0	0	मुख्य रूपमा
chieftain	0	0	0	0	0	0	1	0	0	0	प्रमुख
child	0	1	0	0	1	0	1	0	0	0	बच्चा
childbirth	0	0	0	0	0	0	0	0	0	0	प्रसव
childhood	0	0	0	0	1	0	1	0	0	0	बाल्यकाल
childish	0	0	0	0	0	1	0	0	0	0	बालिश
chill	0	0	0	0	0	0	0	0	0	0	चिल
chilly	0	0	0	0	0	1	0	0	0	0	चिसो
chime	0	0	0	0	0	0	0	0	0	0	घण्टी
chimera	0	0	0	1	0	0	0	0	1	0	काइमेरा
chimes	0	0	0	0	0	0	0	0	0	0	झंकार
chimney	0	0	0	0	0	0	0	0	0	0	चिमनी
china	0	0	0	0	0	0	0	0	0	0	चीन
chine	0	0	0	0	0	0	0	0	0	0	चिन
chinook	0	0	0	0	0	0	0	0	0	0	चिनूक
chip	0	0	0	0	0	0	0	0	0	0	चिप
chipping	0	0	0	0	0	0	0	0	0	0	चिपिङ
chirp	0	0	0	0	1	0	1	0	0	0	चिप्प
chisel	0	0	0	0	0	0	1	0	0	0	छेनी
chit	0	0	0	0	0	0	0	0	0	0	चिट
chivalry	0	0	0	0	0	0	1	0	0	0	वीरता
chloroform	0	0	0	0	0	1	0	0	0	0	क्लोरोफर्म
chocolate	0	1	0	0	1	0	1	0	0	1	चकलेट
choice	0	0	0	0	0	0	1	0	0	0	छनौट
choir	0	0	0	0	1	0	1	0	0	1	गायक
choke	1	0	0	0	0	1	0	1	0	0	चोक
cholera	0	0	1	1	0	1	0	1	0	0	हैजा
choose	0	0	0	0	0	0	0	0	0	0	छान्नुहोस्
choosing	0	0	0	0	0	0	0	0	0	0	छनौट गर्दै
chop	0	0	0	0	0	1	0	0	0	0	काट्नु
chopping	0	0	0	0	0	0	0	0	0	0	काट्ने
chops	0	0	0	0	0	0	0	0	0	0	चप्स
choral	0	0	0	0	1	0	1	0	0	0	कोरल
chords	0	0	0	0	0	0	0	0	0	0	तारहरू
chore	0	0	0	0	0	1	0	0	0	0	काम
chorus	0	0	0	0	0	0	1	0	0	0	कोरस
chosen	0	0	0	0	0	0	1	0	0	0	छानिएको
chowder	0	0	0	0	0	0	1	0	0	0	चाउडर
christening	0	0	0	0	0	0	0	0	0	0	नामकरण
chromatic	0	0	0	0	0	0	0	0	0	0	रंगीन
chromatography	0	0	0	0	0	0	0	0	0	0	क्रोमेटोग्राफी
chromosome	0	0	0	0	0	0	0	0	0	0	क्रोमोजोम
chronic	0	0	0	0	0	1	0	1	0	0	पुरानो
chronicle	0	0	0	0	0	0	1	0	0	1	क्रोनिकल
chronograph	0	0	0	0	0	0	0	0	0	0	क्रोनोग्राफ
chronological	0	0	0	0	0	0	0	0	0	0	कालानुक्रमिक
chuck	0	0	0	0	0	0	0	0	0	0	चक
chuckle	0	1	0	0	1	0	1	0	1	1	हास्नु
chunk	0	0	0	0	0	0	0	0	0	0	टुक्रा
chunky	0	0	0	0	0	0	0	0	0	0	chunky
church	0	1	0	0	1	0	1	0	0	1	चर्च
churchyard	0	0	0	0	0	0	0	0	0	0	गिर्जाघर
churn	0	0	0	0	0	0	0	0	0	0	मथन
chute	0	0	0	0	0	0	0	0	0	0	चुट
chutney	0	0	0	0	0	0	0	0	0	0	चटनी
ciao	0	0	0	0	0	0	0	0	0	0	ciao
cider	0	0	0	0	0	0	1	0	0	0	साइडर
cigar	0	0	0	0	0	0	0	0	0	0	चुरोट
cigarette	0	0	0	0	0	1	0	0	0	0	चुरोट
cinch	0	0	0	0	0	0	0	0	0	0	cinch
cinder	0	0	0	0	0	0	0	0	0	0	सिन्डर
cinema	0	0	0	0	0	0	0	0	0	0	सिनेमा
cinematographer	0	0	0	0	0	0	0	0	0	0	सिनेमेटोग्राफर
cinematography	0	0	0	0	0	0	0	0	0	0	छायांकन
cinnamon	0	0	0	0	0	0	0	0	0	0	दालचीनी
cipher	0	0	0	0	0	0	0	0	0	0	सिफर
circle	0	0	0	0	0	0	0	0	0	0	गोलाकार
circling	0	0	0	0	0	0	0	0	0	0	परिक्रमा गर्दै
circuit	0	0	0	0	0	0	0	0	0	0	सर्किट
circular	0	0	0	0	0	0	0	0	0	0	गोलाकार
circulate	0	0	0	0	0	0	0	0	0	0	परिसंचरण
circulation	0	0	0	0	0	0	0	0	0	0	परिसंचरण
circumcision	0	0	0	0	0	0	1	0	0	0	खतना
circumference	0	0	0	0	0	0	0	0	0	0	परिधि
circumferential	0	0	0	0	0	0	0	0	0	0	परिधित्मक
circumscribed	0	0	0	0	0	0	0	0	0	0	परिक्रमा गरिएको
circumstance	0	0	0	0	0	0	0	0	0	0	परिस्थिति
circumstantial	0	0	0	0	0	0	0	0	0	0	परिस्थितिजन्य
circumvention	0	0	0	0	0	1	1	0	0	0	छल
circus	0	0	0	0	0	0	0	0	0	0	सर्कस
cirrus	0	0	0	0	0	0	0	0	0	0	सिरस
cistern	0	0	0	0	0	0	0	0	0	0	कुण्ड
citadel	0	0	0	0	0	0	0	0	0	0	किल्ला
citation	0	0	0	0	0	0	0	0	0	0	उद्धरण
citizen	0	0	0	0	0	0	1	0	0	0	नागरिक
citrine	0	0	0	0	0	0	0	0	0	0	सिट्रिन
city	0	0	0	0	0	0	0	0	0	0	शहर
civic	0	0	0	0	0	0	0	0	0	0	नागरिक
civil	0	0	0	0	0	0	1	0	0	0	नागरिक
civilian	0	0	0	0	0	0	0	0	0	0	नागरिक
civility	0	0	0	0	0	0	1	0	0	0	सभ्यता
civilization	0	0	0	0	0	0	1	0	0	1	सभ्यता
civilized	0	0	0	0	1	0	1	0	0	1	सभ्य
clad	0	0	0	0	0	0	0	0	0	0	पहिरिएको
claim	0	0	0	0	0	0	0	0	0	0	दावी
claimant	1	0	1	0	0	0	0	0	0	0	दावीकर्ता
clairvoyant	0	0	0	0	0	0	1	0	0	0	दावेदार
clam	0	0	0	0	0	0	0	0	0	0	क्लम
clamor	1	1	1	0	0	1	0	0	1	0	कोलाहल
clamp	0	0	0	0	0	0	0	0	0	0	क्ल्याम्प
clan	0	0	0	0	0	0	0	0	0	1	कुल
clandestine	0	0	0	0	0	0	0	0	0	0	गुप्त
clap	0	1	0	0	1	0	1	0	0	1	ताली बजाउनु
clarify	0	0	0	0	0	0	1	0	0	0	स्पष्ट पार्नुहोस्
clarinet	0	0	0	0	0	0	0	0	0	0	शहनाई
clarion	0	0	0	0	0	0	0	0	0	0	clarion
clarity	0	0	0	0	0	0	0	0	0	0	स्पष्टता
clash	1	0	0	0	0	1	0	0	0	0	झडप
clashing	1	0	0	1	0	1	0	0	0	0	भिड्दै
clasp	0	0	0	0	0	0	0	0	0	0	आलिंगन
class	0	0	0	0	0	0	0	0	0	0	कक्षा
classic	0	0	0	0	0	0	1	0	0	0	क्लासिक
classical	0	0	0	0	0	0	1	0	0	0	शास्त्रीय
classics	0	0	0	0	1	0	1	0	0	0	क्लासिक्स
classification	0	0	0	0	0	0	0	0	0	0	वर्गीकरण
classify	0	0	0	0	0	0	1	0	0	0	वर्गीकरण गर्नु
classmate	0	0	0	0	0	0	0	0	0	0	सहपाठी
clatter	0	0	0	0	0	0	0	0	0	0	कोलाहल
clause	0	0	0	0	0	0	0	0	0	0	खण्ड
clauses	0	0	0	0	0	0	0	0	0	0	खण्डहरू
claw	1	0	0	1	0	1	0	0	0	0	पंजा
claws	0	0	0	0	0	0	0	0	0	0	पंजा
clay	0	0	0	0	0	0	0	0	0	0	माटो
clean	0	0	0	0	1	0	1	0	0	1	सफा
cleaning	0	0	0	0	0	0	1	0	0	0	सफाई
cleanliness	0	0	0	0	0	0	1	0	0	0	सरसफाई
cleanly	0	0	0	0	0	0	1	0	0	0	सफासँग
cleanse	0	0	0	0	0	0	1	0	0	0	सफा गर्नु
cleansing	0	0	0	0	0	0	1	0	0	0	सफाई
clearance	0	0	0	0	0	0	1	0	0	1	निकासी
clearing	0	0	0	0	0	0	0	0	0	0	सफा गर्ने
clearness	0	0	0	0	0	0	1	0	0	0	स्पष्टता
cleavage	0	0	0	0	0	0	0	0	0	0	दरार
cleave	0	0	0	1	0	0	0	0	0	0	फाट्नु
clef	0	0	0	0	0	0	0	0	0	0	clef
cleft	0	0	0	0	0	0	0	0	0	0	फाट
clemency	0	0	0	0	0	0	0	0	0	0	दया
clergy	0	0	0	0	0	0	0	0	0	0	पादरीहरू
clergyman	0	0	0	0	0	0	0	0	0	0	पादरी
clerical	0	0	0	0	0	0	1	0	0	1	लिपिक
clerk	0	0	0	0	0	0	0	0	0	0	क्लर्क
clerkship	0	0	0	0	0	0	0	0	0	0	क्लर्कशिप
clever	0	0	0	0	0	0	1	0	0	0	चलाख
cleverness	0	0	0	0	0	0	1	0	0	0	चलाखी
click	0	0	0	0	0	0	0	0	0	0	क्लिक गर्नुहोस्
client	0	0	0	0	0	0	0	0	0	0	ग्राहक
clientele	0	0	0	0	0	0	0	0	0	0	ग्राहक
cliff	0	0	0	1	0	0	0	0	0	0	चट्टान
climate	0	0	0	0	0	0	0	0	0	0	जलवायु
climatology	0	0	0	0	0	0	0	0	0	0	जलवायु विज्ञान
climax	0	1	0	0	1	0	1	0	1	1	चरमोत्कर्ष
climb	0	0	0	0	0	0	0	0	0	0	चढ्नु
cling	0	0	0	0	0	0	0	0	0	0	टाँसिनु
clip	0	0	0	0	0	0	0	0	0	0	क्लिप
clipper	0	0	0	0	0	0	0	0	0	0	क्लिपर
clipping	0	0	0	0	0	0	0	0	0	0	क्लिपिङ
clique	0	0	0	0	0	0	0	0	0	0	गुट
cloak	0	0	0	0	0	0	0	0	0	0	लुगा
clock	0	1	0	0	0	0	0	0	0	0	घडी
clockwork	0	0	0	0	0	0	0	0	0	0	घडीको काम
clog	0	0	0	0	0	0	0	0	0	0	बन्द
cloister	0	0	0	0	0	1	0	0	0	0	क्लोस्टर
close	0	0	0	0	0	0	0	0	0	0	बन्द
closed	0	0	0	0	0	0	0	0	0	0	बन्द
closeness	0	0	0	0	1	0	1	0	0	1	निकटता
closet	0	0	0	0	0	0	0	0	0	0	कोठरी
closure	0	1	0	0	1	0	1	1	0	0	बन्द
clot	0	0	0	0	0	0	0	0	0	0	थक्का
cloth	0	0	0	0	0	0	0	0	0	0	कपडा
clothe	0	0	0	0	0	0	1	0	0	0	लुगा
clothes	0	0	0	0	0	0	0	0	0	0	लुगा
clothesline	0	0	0	0	0	0	0	0	0	0	कपडा लाइन
clothing	0	0	0	0	0	0	0	0	0	0	कपडा
cloud	0	0	0	0	0	0	0	0	0	0	बादल
clouded	0	0	0	0	0	1	0	1	0	0	बादल छ
cloudiness	0	0	0	1	0	1	0	0	0	0	बादल
cloudy	0	0	0	0	0	0	0	1	0	0	बादल छ
clover	0	0	0	0	0	0	0	0	0	0	क्लोभर
cloves	0	0	0	0	0	0	0	0	0	0	लौंग
clown	0	1	0	0	1	0	1	0	1	0	जोकर
club	0	0	0	0	0	0	0	0	0	0	क्लब
clubhouse	0	0	0	0	0	0	0	0	0	0	क्लबहाउस
clubs	0	0	0	0	0	0	0	0	0	0	क्लबहरू
clue	0	1	0	0	0	0	0	0	0	0	सुराग
clump	0	0	0	0	0	1	0	0	0	0	झुण्ड
clumsy	0	0	1	0	0	1	0	0	0	0	अनाड़ी
cluster	0	0	0	0	0	0	0	0	0	0	क्लस्टर
clutch	0	0	0	0	0	0	0	0	0	0	क्लच
clutches	0	0	0	0	0	0	0	0	0	0	क्लचहरू
clutter	0	0	0	0	0	0	0	0	0	0	अव्यवस्था
coach	0	0	0	0	0	0	0	0	0	1	प्रशिक्षक
coagulation	0	0	0	0	0	0	0	0	0	0	जमघट
coal	0	0	0	0	0	0	0	0	0	0	कोइला
coalesce	0	0	0	0	0	0	0	0	0	1	एकीकरण
coalition	0	0	0	0	0	0	1	0	0	0	गठबन्धन
coast	0	0	0	0	0	0	1	0	0	0	तट
coastal	0	0	0	0	0	0	0	0	0	0	तटीय
coaster	0	0	0	0	0	0	0	0	0	0	कोस्टर
coat	0	0	0	0	0	0	0	0	0	0	कोट
coating	0	0	0	0	0	0	0	0	0	0	कोटिंग
coax	0	0	0	0	0	0	0	0	0	1	मनाउनु
cobalt	0	0	0	0	0	0	0	0	0	0	कोबाल्ट
cobble	0	0	0	0	0	0	0	0	0	0	कोबल
cobbler	0	0	0	0	0	0	0	0	0	0	मोची
cobra	0	0	0	1	0	0	0	0	0	0	कोब्रा
cocaine	0	0	0	0	0	1	0	1	0	0	कोकेन
cock	0	0	0	0	0	0	0	0	0	0	कुकुर
cockpit	0	0	0	0	0	0	0	0	0	0	ककपिट
cocktail	0	0	0	0	0	0	0	0	0	0	ककटेल
cocoa	0	0	0	0	0	0	0	0	0	0	कोको
cocoon	0	0	0	0	0	0	0	0	0	0	कोकुन
cod	0	0	0	0	0	0	0	0	0	0	कोड
code	0	0	0	0	0	0	0	0	0	0	कोड
codex	0	0	0	0	0	0	0	0	0	0	कोडेक्स
codification	0	0	0	0	0	0	0	0	0	0	संहिताकरण
codify	0	0	0	0	0	0	0	0	0	0	संहिता बनाउनुहोस्
coefficient	0	0	0	0	0	0	0	0	0	0	गुणांक
coerce	1	0	1	1	0	1	0	0	0	0	जबरजस्ती
coercion	1	0	1	1	0	1	0	1	0	0	जबरजस्ती
coercive	0	0	0	0	0	0	0	0	0	0	जबरजस्ती
coexist	0	0	0	0	0	0	1	0	0	1	सहअस्तित्व
coexistence	0	0	0	0	0	0	0	0	0	0	सहअस्तित्व
coexisting	0	0	0	0	0	0	0	0	0	1	सहअस्तित्व
coffee	0	0	0	0	0	0	0	0	0	0	कफी
coffin	0	0	0	1	0	1	0	1	0	0	कफिन
cog	0	0	0	0	0	0	0	0	0	0	cog
cogent	0	0	0	0	0	0	1	0	0	1	सक्षम
cognate	0	0	0	0	0	0	0	0	0	0	cognate
cognition	0	0	0	0	0	0	0	0	0	0	अनुभूति
cognitive	0	0	0	0	0	0	1	0	0	0	संज्ञानात्मक
cohabitation	0	0	0	0	0	0	0	0	0	0	सहवास
coherence	0	0	0	0	0	0	1	0	0	0	सुसंगतता
coherent	0	0	0	0	0	0	1	0	0	0	सुसंगत
cohesion	0	0	0	0	0	0	0	0	0	1	एकता
cohesive	0	0	0	0	0	0	1	0	0	1	एकताबद्ध
cohort	0	0	0	0	0	0	0	0	0	0	समूह
coil	0	0	0	0	0	0	0	0	0	0	कुण्डली
coiled	0	0	0	0	0	0	0	0	0	0	कुण्डल गरिएको
coin	0	0	0	0	0	0	0	0	0	0	सिक्का
coinage	0	0	0	0	0	0	0	0	0	0	सिक्का
coincide	0	0	0	0	0	0	0	0	0	0	मिल्छ
coincidence	0	0	0	0	0	0	0	0	1	0	संयोग
coincident	0	0	0	0	0	0	0	0	0	0	संयोग
coinciding	0	0	0	0	0	0	0	0	0	0	संयोग
coke	0	0	0	0	0	0	0	0	0	0	कोक
cold	0	0	0	0	0	1	0	0	0	0	चिसो
coldly	0	0	0	0	0	1	0	0	0	0	चिसो
coldness	1	0	1	1	0	1	0	1	0	0	चिसोपन
colic	0	0	0	0	0	1	0	0	0	0	कोलिक
collaborator	0	0	0	0	0	0	0	0	0	1	सहयोगी
collapse	0	0	1	1	0	1	0	1	0	0	पतन
collar	0	0	0	0	0	0	0	0	0	0	कलर
collate	0	0	0	0	0	0	0	0	0	0	कोलेट
collateral	0	0	0	0	0	0	0	0	0	1	संपार्श्विक
collation	0	0	0	0	0	0	0	0	0	0	कोलेसन
colleague	0	0	0	0	0	0	0	0	0	0	सहकर्मी
collect	0	0	0	0	0	0	0	0	0	0	सङ्कलन
collected	0	0	0	0	0	0	0	0	0	0	सङ्कलन
collection	0	0	0	0	0	0	0	0	0	0	सङ्कलन
collective	0	0	0	0	0	0	0	0	0	0	सामूहिक
collectively	0	0	0	0	0	0	1	0	0	1	सामूहिक रूपमा
collector	0	0	0	0	0	0	0	0	0	0	कलेक्टर
college	0	0	0	0	0	0	0	0	0	0	कलेज
collegiate	0	0	0	0	0	0	0	0	0	0	महाविद्यालय
collide	0	0	0	0	0	0	0	0	0	0	टक्कर
collie	0	0	0	0	0	0	0	0	0	0	कोली
collision	1	0	0	0	0	1	0	0	0	0	टक्कर
collocation	0	0	0	0	0	0	0	0	0	0	कोलोकेशन
colloquial	0	0	0	0	0	0	0	0	0	0	बोलचाल
collusion	1	0	1	1	0	1	0	1	0	0	मिलीभगत
colon	0	0	0	0	0	0	0	0	0	0	कोलन
colonel	0	0	0	0	0	0	1	0	0	1	कर्नल
colonial	0	0	0	0	0	0	0	0	0	0	औपनिवेशिक
colony	0	0	0	0	0	0	0	0	0	0	उपनिवेश
colophon	0	0	0	0	0	0	0	0	0	0	कोलोफोन
color	0	0	0	0	0	0	0	0	0	0	रंग
coloration	0	0	0	0	0	0	0	0	0	0	रंग
colored	0	0	0	0	0	0	0	0	0	0	रंगीन
coloring	0	0	0	0	0	0	0	0	0	0	रंग भर्ने
colorless	0	0	0	0	0	0	0	0	0	0	रंगहीन
colors	0	0	0	0	0	0	0	0	0	0	रंगहरू
colossal	0	0	0	0	0	0	1	0	0	0	विशाल
colt	0	0	0	0	0	0	0	0	0	0	बछेडा
column	0	0	0	0	0	0	0	0	0	0	स्तम्भ
columnar	0	0	0	0	0	0	0	0	0	0	स्तम्भ
coma	0	0	0	1	0	1	0	1	0	0	कोमा
comatose	0	0	0	1	0	1	0	1	0	0	बेहोस
comb	0	0	0	0	0	0	0	0	0	0	कंघी
combat	1	0	0	1	0	1	0	0	0	0	लडाई
combatant	1	0	0	1	0	1	0	0	0	0	लडाकु
combative	1	0	0	1	0	1	0	0	0	0	लडाकु
combination	0	0	0	0	0	0	0	0	0	0	संयोजन
combinatorial	0	0	0	0	0	0	0	0	0	0	संयोजनात्मक
combine	0	0	0	0	0	0	0	0	0	0	जोड्नुहोस्
combined	0	0	0	0	0	0	0	0	0	0	संयुक्त
combustible	0	0	0	0	0	0	0	0	0	0	दहनशील
combustion	0	0	0	0	0	0	0	0	0	0	दहन
