English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Portuguese Word
element	0	0	0	0	0	0	0	0	0	0	elemento
elementary	0	0	0	0	0	0	0	0	0	0	elementar
elements	0	0	0	0	0	0	0	0	0	0	elementos
elephant	0	0	0	0	0	0	0	0	0	0	elefante
elevate	0	0	0	0	0	0	0	0	0	0	elevar
elevation	0	1	0	1	1	0	1	0	0	1	elevação
elevator	0	0	0	0	0	0	0	0	0	0	elevador
eleven	0	0	0	0	0	0	0	0	0	0	onze
eleventh	0	0	0	0	0	0	0	0	0	0	décima primeira
elf	1	0	1	1	0	0	0	0	0	0	duende
elicit	0	0	0	0	0	0	0	0	0	0	provocar
eligible	0	0	0	0	0	0	1	0	0	0	elegível
elimination	1	0	1	1	0	1	0	1	0	0	eliminação
elite	0	1	0	0	1	0	1	0	0	1	elite
elk	0	0	0	0	0	0	0	0	0	0	alce
ell	0	0	0	0	0	0	0	0	0	0	bem
ellipse	0	0	0	0	0	0	0	0	0	0	elipse
ellipsis	0	0	0	0	0	0	0	0	0	0	elipse
ellipsoid	0	0	0	0	0	0	0	0	0	0	elipsóide
elliptic	0	0	0	0	0	0	0	0	0	0	elíptico
elliptical	0	0	0	0	0	0	0	0	0	0	elíptico
elongate	0	0	0	0	0	0	0	0	0	0	alongado
elongation	0	0	0	0	0	0	0	0	0	0	alongamento
eloquence	0	0	0	0	0	0	1	0	0	0	eloquência
eloquent	0	0	0	0	0	0	1	0	0	0	eloquente
elucidate	0	0	0	0	0	0	1	0	0	1	elucidar
elucidation	0	0	0	0	0	0	0	0	0	0	elucidação
elude	0	0	0	0	0	0	0	0	0	0	iludir
elusive	0	0	0	0	0	1	0	0	1	0	Enganoso
emaciated	0	0	0	1	0	1	0	1	0	0	emagrecido
emanate	0	0	0	0	0	0	0	0	0	0	emanar
emancipation	0	1	0	0	1	0	1	0	0	0	emancipação
embankment	0	0	0	0	0	0	0	0	0	0	aterro
embargo	0	0	0	0	0	1	0	0	0	0	embargo
embark	0	0	0	0	0	0	0	0	0	0	embarcar
embarrass	0	0	0	0	0	1	0	1	0	0	embaraçar
embarrassing	0	0	0	0	0	1	0	0	0	0	embaraçoso
embarrassment	0	0	0	1	0	1	0	1	1	0	embaraço
embassy	0	0	0	0	0	0	0	0	0	0	embaixada
embed	0	0	0	0	0	0	0	0	0	0	Embutir
embellish	0	0	0	0	0	0	0	0	0	0	embelezar
embellishment	0	0	0	0	0	0	0	0	0	0	embelezamento
embers	0	0	0	0	0	0	0	0	0	0	brasas
embezzlement	0	0	0	0	0	1	0	0	0	0	peculato
emblem	0	0	0	0	0	0	0	0	0	0	emblema
emblematic	0	0	0	0	0	0	0	0	0	0	emblemático
embodiment	0	0	0	0	0	0	0	0	0	0	encarnação
embolism	0	0	0	1	0	1	0	1	0	0	embolia
embossed	0	0	0	0	0	0	0	0	0	0	em relevo
embrace	0	1	0	0	1	0	1	0	1	1	abraçar
embroidered	0	0	0	0	0	0	0	0	0	0	bordado
embroidery	0	0	0	0	0	0	0	0	0	0	bordado
embroiled	0	0	0	0	0	1	0	0	0	0	enredado
embryo	0	0	0	0	0	0	0	0	0	0	embrião
embryonic	0	0	0	0	0	0	0	0	0	0	embrionário
emerald	0	0	0	0	0	0	0	0	0	0	esmeralda
emerge	0	0	0	0	0	0	0	0	0	0	emergir
emergence	0	0	0	0	0	0	0	0	0	0	emergência
emergency	0	0	0	1	0	1	0	1	1	0	emergência
emeritus	0	0	0	0	0	0	1	0	0	0	emérito
emigrate	0	0	0	0	0	0	0	0	0	0	emigrar
emigration	0	0	0	0	0	0	0	0	0	0	emigração
eminence	0	0	0	0	0	0	1	0	0	1	eminência
eminent	0	0	0	0	0	0	1	0	0	0	eminente
eminently	0	0	0	0	0	0	1	0	0	0	eminentemente
emir	0	0	0	0	0	0	1	0	0	0	emir
emission	0	0	0	0	0	0	0	0	0	0	emissão
emit	0	0	0	0	0	0	0	0	0	0	emitir
emotion	0	0	0	0	0	0	0	0	0	0	emoção
emotional	0	0	0	0	0	0	0	0	0	0	emocional
emotive	0	0	0	0	0	0	0	0	0	0	emotivo
empathy	0	0	0	0	0	0	1	0	0	0	empatia
emperor	0	0	0	0	0	0	0	0	0	0	imperador
emphasis	0	0	0	0	0	0	0	0	0	0	ênfase
emphasize	0	0	0	0	0	0	0	0	0	1	enfatizar
emphatic	0	0	0	0	0	0	0	0	0	0	enfático
empire	0	0	0	0	0	0	0	0	0	0	Império
empirical	0	0	0	0	0	0	0	0	0	0	empírico
empiricism	0	0	0	0	0	0	0	0	0	0	empirismo
employ	0	0	0	0	0	0	0	0	0	1	empregar
employer	0	0	0	0	0	0	0	0	0	0	Empregador
employment	0	0	0	0	0	0	0	0	0	0	emprego
emporium	0	0	0	0	0	0	0	0	0	0	empório
empower	0	0	0	0	0	0	1	0	0	0	empoderamento
empress	0	0	0	0	0	0	0	0	0	0	imperatriz
emptiness	0	0	0	0	0	0	0	1	0	0	vazio
emption	0	0	0	0	0	0	0	0	0	0	esvaziamento
empty	0	0	0	0	0	0	0	0	0	0	vazio
emulate	0	0	0	0	0	0	1	0	0	0	emular, imitar
emulsion	0	0	0	0	0	0	0	0	0	0	emulsão
enable	0	0	0	0	0	0	1	0	0	1	permitir
enablement	0	0	0	0	0	0	1	0	0	1	habilitação
enact	0	0	0	0	0	0	0	0	0	0	promulgar
enactment	0	0	0	0	0	0	0	0	0	0	promulgação
enamel	0	0	0	0	0	0	0	0	0	0	esmalte
encampment	0	0	0	0	0	0	0	0	0	0	acampamento
enchant	0	1	0	0	1	0	1	0	1	0	encantar
enchanted	0	0	0	0	1	0	1	0	0	1	encantado
enchanting	0	1	0	0	1	0	1	0	0	0	encantador
enchantment	0	0	0	0	0	0	0	0	0	0	encantamento
encircle	0	0	0	0	0	0	0	0	0	0	cercar
encircling	0	0	0	0	0	0	0	0	0	0	cercando
enclave	0	0	0	0	0	1	0	0	0	0	enclave
enclose	0	0	0	0	0	0	0	0	0	0	incluir
encode	0	0	0	0	0	0	0	0	0	0	codificar
encompass	0	0	0	0	0	0	0	0	0	0	abranger
encore	0	0	0	0	0	0	1	0	0	0	bis
encounter	0	0	0	0	0	0	0	0	0	0	encontro
encourage	0	0	0	0	1	0	1	0	0	1	encorajar
encouragement	0	0	0	0	0	0	1	0	0	0	encorajamento
encroach	0	0	0	0	0	0	0	0	0	0	invadir
encroachment	0	0	0	1	0	1	0	0	0	0	invasão
encrypt	0	0	0	0	0	0	0	0	0	0	criptografar
encumbrance	1	0	0	1	0	1	0	1	0	0	estorvo
encyclopedia	0	0	0	0	0	0	1	0	0	1	enciclopédia
end	0	0	0	0	0	0	0	0	0	0	fim
endanger	0	1	0	1	0	1	0	0	0	0	pôr em perigo
endangered	0	0	0	1	0	1	0	0	0	0	ameaçadas de extinção
endeavor	0	1	0	0	0	0	1	0	0	0	empreendimento
ended	0	0	0	0	0	0	0	0	0	0	terminou
endemic	0	0	1	1	0	1	0	1	0	0	endêmico
ending	0	0	0	0	0	0	0	0	0	0	final
endless	1	0	0	1	1	1	1	1	0	1	sem fim
endocarditis	0	0	0	1	0	0	0	1	0	0	endocardite
endorsement	0	0	0	0	0	0	0	0	0	0	endosso
endow	0	0	0	0	0	0	1	0	0	1	dotar
endowed	0	0	0	0	0	0	1	0	0	0	dotado
endowment	0	0	0	0	0	0	1	0	0	1	doação
endpapers	0	0	0	0	0	0	0	0	0	0	guardas
endpoint	0	0	0	0	0	0	0	0	0	0	ponto final
endurance	0	0	0	0	0	0	1	0	0	0	resistência
endure	0	0	0	0	0	0	1	0	0	0	aguentar
enema	0	0	1	0	0	0	0	0	0	0	enema
enemy	1	0	1	1	0	1	0	0	0	0	inimigo
energetic	0	0	0	0	0	0	1	0	0	0	enérgico
energy	0	0	0	0	0	0	0	0	0	0	energia
enforce	1	0	0	1	0	1	1	0	0	0	impor
enforcement	0	0	0	0	0	1	0	0	0	0	execução
engage	0	0	0	0	0	0	0	0	0	0	se empenhar
engaged	0	1	0	0	1	0	1	0	0	1	noivo
engagement	0	0	0	0	0	0	0	0	0	0	noivado
engaging	0	0	0	0	1	0	1	0	0	1	noivando
engender	0	0	0	0	0	0	0	0	0	0	gerar
engine	0	0	0	0	0	0	0	0	0	0	motor
engineer	0	0	0	0	0	0	0	0	0	0	engenheiro
engineering	0	0	0	0	0	0	0	0	0	0	Engenharia
engrave	0	0	0	0	0	0	0	0	0	0	gravar
engraved	0	0	0	0	0	0	0	0	0	0	gravado
engraver	0	0	0	0	0	0	0	0	0	0	gravador
engraving	0	0	0	0	0	0	0	0	0	0	gravação
engrossed	0	0	0	0	0	0	0	0	0	0	absorto
engrossing	0	0	0	0	0	0	0	0	0	0	cativante
engulf	0	1	0	0	0	0	0	0	0	0	engolir
enhance	0	0	0	0	0	0	1	0	0	0	realçar
enigma	0	0	0	0	0	0	0	0	0	0	enigma
enigmatic	0	0	0	1	0	1	0	0	0	0	enigmático
enjoin	0	0	0	0	0	0	0	0	0	0	ordenar
enjoy	0	1	0	0	1	0	1	0	0	1	desfrutar
enjoying	0	1	0	0	1	0	1	0	0	1	desfrutando
enlarged	0	0	0	0	0	0	0	0	0	0	ampliado
enlargement	0	0	0	0	0	0	0	0	0	0	alargamento
enlighten	0	0	0	0	1	0	1	0	0	1	iluminar
enlightenment	0	0	0	0	1	0	1	0	0	1	iluminação
enlist	0	0	0	0	0	0	0	0	0	0	alistar
enliven	0	0	0	0	1	0	1	0	1	1	animar
enmity	1	0	0	1	0	1	0	1	0	0	inimizade
enormity	0	0	0	0	0	0	0	0	0	0	enormidade
enormous	0	0	0	0	0	0	0	0	0	0	enorme
enormously	0	0	0	0	0	0	0	0	0	0	enormemente
enrich	0	0	0	0	0	0	1	0	0	0	enriquecer
enroll	0	1	0	0	0	0	0	0	0	1	matricular
ensemble	0	0	0	0	0	0	1	0	0	1	conjunto
ensign	0	0	0	0	0	0	1	0	0	0	bandeira
enslave	0	0	0	0	0	1	0	0	0	0	escravizar
enslaved	1	0	1	1	0	1	0	1	0	0	escravizado
enslavement	0	0	0	0	0	1	0	0	0	0	escravização
ensue	0	0	0	0	0	0	0	0	0	0	seguir
ensure	0	0	0	0	0	0	0	0	0	0	garantir
entail	0	0	0	0	0	0	0	0	0	0	implicar
entangled	1	0	1	1	0	1	0	1	0	0	emaranhado
entanglement	0	0	0	0	0	1	0	0	0	0	emaranhamento
enter	0	0	0	0	0	0	0	0	0	0	digitar
enterprise	0	0	0	0	0	0	0	0	0	0	empreendimento
enterprising	0	0	0	0	0	0	1	0	0	0	empreendedor
entertain	0	0	0	0	1	0	1	0	0	0	entreter
entertained	0	0	0	0	1	0	1	0	0	0	entretido
entertaining	0	1	0	0	1	0	1	0	0	0	divertido
entertainment	0	1	0	0	1	0	1	0	1	1	entretenimento
enthusiasm	0	1	0	0	1	0	1	0	1	0	entusiasmo
enthusiast	0	1	0	0	1	0	1	0	1	0	entusiasta
entice	0	0	0	0	0	0	0	0	0	0	atrair
entire	0	0	0	0	0	0	0	0	0	0	inteira
entirety	0	0	0	0	0	0	0	0	0	0	totalidade
entitle	0	0	0	0	0	0	0	0	0	0	dar direito
entity	0	0	0	0	0	0	0	0	0	0	entidade
entomology	0	0	0	0	0	0	0	0	0	0	entomologia
entrails	0	0	1	0	0	1	0	0	0	0	entranhas
entrance	0	0	0	0	0	0	0	0	0	0	Entrada
entreat	0	0	0	0	0	0	0	0	0	0	suplicar
entree	0	0	0	0	0	0	0	0	0	0	entrada
entrepreneur	0	0	0	0	0	0	0	0	0	0	empreendedor
entrust	0	0	0	0	0	0	0	0	0	1	confiar
entry	0	0	0	0	0	0	0	0	0	0	entrada
enumerate	0	0	0	0	0	0	0	0	0	0	enumerar
enumeration	0	0	0	0	0	0	0	0	0	0	enumeração
envelope	0	0	0	0	0	0	0	0	0	0	envelope
envious	0	0	0	0	0	1	0	0	0	0	invejoso
environ	0	0	0	0	0	0	1	0	0	0	ambiente
environment	0	0	0	0	0	0	0	0	0	0	meio Ambiente
environs	0	0	0	0	0	0	0	0	0	0	arredores
envision	0	0	0	0	0	0	0	0	0	0	imaginar
envoy	0	0	0	0	0	0	0	0	0	0	enviado
ephemeral	0	0	0	0	0	0	0	0	0	0	efêmero
ephemeris	0	0	0	0	0	0	1	0	0	0	efemérides
epic	0	0	0	0	0	0	1	0	0	0	épico
epidemic	1	1	1	1	0	1	0	1	1	0	epidemia
epidermis	0	0	0	0	0	0	0	0	0	0	epiderme
epilepsy	0	0	0	0	0	1	0	0	0	0	epilepsia
epilogue	0	0	0	0	0	0	0	0	0	0	epílogo
episcopal	0	0	0	0	0	0	0	0	0	1	episcopal
episode	0	0	0	0	0	0	0	0	0	0	episódio
episodic	0	0	0	0	0	0	0	0	0	0	episódico
epistle	0	0	0	0	0	0	0	0	0	0	epístola
epitaph	0	0	0	0	0	0	0	1	0	0	epitáfio
epithet	0	0	0	0	0	0	0	0	0	0	epíteto
epitome	0	0	0	0	0	0	1	0	0	0	resumo
epoch	0	0	0	0	0	0	0	0	0	0	época
equal	0	0	0	0	0	0	0	0	0	0	igual
equality	0	0	0	0	1	0	1	0	0	1	igualdade
equalization	0	0	0	0	0	0	0	0	0	0	equalização
equalize	0	0	0	0	0	0	0	0	0	0	igualar
equally	0	0	0	0	0	0	1	0	0	0	igualmente
equate	0	0	0	0	0	0	0	0	0	0	igualar
equation	0	0	0	0	0	0	0	0	0	0	equação
equator	0	0	0	0	0	0	0	0	0	0	equador
equatorial	0	0	0	0	0	0	0	0	0	0	equatorial
equestrian	0	0	0	0	0	0	0	0	0	0	equestre
equidistant	0	0	0	0	0	0	0	0	0	0	equidistante
equilibration	0	0	0	0	0	0	0	0	0	0	equilíbrio
equilibrium	0	0	0	0	0	0	1	0	0	0	equilíbrio
equip	0	0	0	0	0	0	0	0	0	0	equipar
equipment	0	0	0	0	0	0	0	0	0	0	equipamento
equitable	0	0	0	0	0	0	0	0	0	0	equitativo
equity	0	0	0	0	0	0	1	0	0	0	equidade
equivalence	0	0	0	0	0	0	0	0	0	0	equivalência
equivalent	0	0	0	0	0	0	0	0	0	0	equivalente
equivocal	0	0	0	0	0	0	0	0	0	0	equívoco
era	0	0	0	0	0	0	0	0	0	0	era
eradicate	1	0	0	0	0	1	0	0	0	0	erradicar
eradication	1	0	1	1	0	1	0	0	0	0	erradicação
erase	0	0	0	1	0	1	0	0	0	0	apagar
erasure	0	0	0	0	0	0	0	0	0	0	apagamento
ere	0	0	0	0	0	0	0	0	0	0	antes
erect	0	0	0	0	0	0	0	0	0	0	ereto
erection	0	0	0	0	0	0	0	0	0	0	ereção
ergo	0	0	0	0	0	0	0	0	0	0	logo
erode	0	0	0	0	0	0	0	0	0	0	corroer
erosion	0	0	0	0	0	1	0	0	0	0	erosão
erotic	0	1	0	0	1	1	1	0	1	1	erótico
err	0	0	0	0	0	1	0	0	0	0	errar
errand	0	1	0	0	0	0	1	0	0	1	incumbência
errant	0	0	0	0	0	1	0	0	0	0	errante
erratic	0	0	0	0	0	1	0	0	1	0	errático
erratum	0	0	0	0	0	1	0	0	0	0	errata
erroneous	0	0	0	0	0	1	0	0	0	0	errôneo
error	0	0	0	0	0	1	0	1	0	0	erro
erst	0	0	0	0	0	0	0	0	0	0	antigo
erudite	0	0	0	0	0	0	1	0	0	0	erudito
erupt	1	0	0	0	0	1	0	0	1	0	entrar em erupção
eruption	1	0	0	1	0	1	0	0	1	0	erupção
escalade	0	0	0	0	0	0	0	0	0	0	escalada
escalate	1	0	0	0	0	1	0	0	0	0	escalar
escalator	0	0	0	0	0	0	0	0	0	0	escada rolante
escape	0	1	0	1	0	1	1	0	0	0	escapar
escaped	0	0	0	1	0	0	0	0	0	0	escapou
escarpment	0	0	0	0	0	0	0	0	0	0	escarpa
eschew	1	0	0	0	0	1	0	1	0	0	evitar
escort	0	0	0	0	0	0	0	0	0	1	escolta
esoteric	0	0	0	0	0	0	0	0	0	0	esotérico
especial	0	0	0	0	0	0	0	0	0	0	especial
espionage	0	0	0	0	0	1	0	0	0	0	espionagem
espouse	0	0	0	0	0	0	0	0	0	0	esposar
esprit	0	0	0	0	0	0	1	0	0	0	espírito
essay	0	0	0	0	0	0	0	0	0	0	ensaio
essayist	0	0	0	0	0	0	0	0	0	0	ensaísta
essence	0	0	0	0	0	0	0	0	0	0	essência
essential	0	0	0	0	0	0	1	0	0	0	essencial
essentially	0	0	0	0	0	0	0	0	0	0	essencialmente
establish	0	0	0	0	0	0	0	0	0	1	estabelecer
established	0	0	0	0	1	0	1	0	0	0	estabelecido
establishment	0	0	0	0	0	0	0	0	0	0	estabelecimento
estate	0	0	0	0	0	0	0	0	0	0	Estado
esteem	0	0	0	0	1	0	1	1	0	1	estima
esthetic	0	0	0	0	0	0	1	0	0	0	estético
estimate	0	0	0	0	0	0	0	0	0	0	estimativa
estimation	0	0	0	0	0	0	0	0	0	0	estimativa
estoppel	0	0	0	0	0	0	0	0	0	0	preclusão
estranged	0	0	0	0	0	1	0	0	0	0	alienado
estrogen	0	0	0	0	0	0	0	0	0	0	estrogênio
estuary	0	0	0	0	0	0	0	0	0	0	estuário
etch	0	0	0	0	0	0	0	0	0	0	gravar
etching	0	0	0	0	0	0	0	0	0	0	gravura
eternal	0	0	0	0	0	0	0	0	0	0	eterno
eternity	0	0	0	0	0	0	0	0	0	0	eternidade
ethanol	0	0	0	0	0	0	0	0	0	0	etanol
ether	0	0	0	0	0	0	0	0	0	0	éter
ethereal	0	0	0	1	0	0	0	0	0	0	etéreo
ethical	0	0	0	0	0	0	1	0	0	0	ético
ethics	0	0	0	0	0	0	1	0	0	0	ética
ethnography	0	0	0	0	0	0	0	0	0	0	etnografia
etiology	0	0	0	0	0	0	0	0	0	0	etiologia
etiquette	0	0	0	0	0	0	0	0	0	0	etiqueta
etymology	0	0	0	0	0	0	0	0	0	0	etimologia
euchre	0	0	0	0	0	0	0	0	0	0	eucre
eugenics	0	0	0	0	0	0	0	0	0	0	eugenia
eulogy	0	0	0	0	0	0	0	0	0	0	elogio
euphemism	0	0	0	0	0	0	0	0	0	0	eufemismo
euthanasia	0	0	0	1	0	1	0	1	0	0	eutanásia
evacuate	0	0	0	1	0	1	0	0	0	0	evacuar
evacuation	0	0	0	0	0	1	0	0	0	0	evacuação
evade	1	0	1	1	0	1	0	0	0	0	fugir
evaluate	0	0	0	0	0	0	0	0	0	0	Avalie
evanescence	0	0	0	0	0	0	0	1	1	0	evanescência
evangelical	0	0	0	0	0	0	0	0	0	0	evangélico
evangelist	0	0	0	0	0	0	0	0	0	0	evangelista
evangelistic	0	0	0	0	0	0	0	0	0	0	evangelístico
evaporation	0	0	0	0	0	0	0	0	0	0	evaporação
evasion	0	0	0	1	0	1	0	1	0	0	evasão
eve	0	0	0	0	0	0	0	0	0	0	véspera
evening	0	0	0	0	0	0	0	0	0	0	tarde
event	0	0	0	0	0	0	0	0	0	0	evento
eventful	0	0	0	0	0	0	0	0	0	0	agitado
eventual	0	1	0	0	0	0	0	0	0	0	eventual
eventuality	0	1	0	1	0	0	0	0	0	0	eventualidade
evergreen	0	0	0	0	1	0	1	0	0	1	perene
everlasting	0	0	0	0	0	0	1	0	0	0	eterno
evermore	0	0	0	0	0	0	0	0	0	0	sempre
everyday	0	0	0	0	0	0	0	0	0	0	todo dia
evict	0	0	0	0	0	1	0	1	0	0	despejar
eviction	1	0	1	1	0	1	0	1	0	0	despejo
evidence	0	0	0	0	0	0	0	0	0	0	evidência
evident	0	0	0	0	0	0	1	0	0	1	evidente
evil	1	0	1	1	0	1	0	1	0	0	mal
evoke	0	0	0	0	0	0	0	0	0	0	evocar
evolution	0	0	0	0	0	0	1	0	0	0	evolução
evolve	0	0	0	0	0	0	0	0	0	0	evoluir
ewe	0	0	0	0	0	0	0	0	0	0	ovelha
exacerbate	0	0	0	0	0	1	0	0	0	0	exacerbar
exacerbation	1	0	0	1	0	1	0	0	0	0	exacerbação
exacting	0	0	0	0	0	1	0	0	0	0	exigente
exaggerate	1	0	0	0	0	1	0	0	0	0	exagerar
exaggerated	0	0	0	0	0	1	0	0	0	0	exagerado
exaggeration	0	0	0	0	0	0	0	0	0	0	exagero
exalt	0	1	0	0	1	0	1	0	0	1	exaltar
exaltation	0	0	0	0	1	0	1	0	0	1	exaltação
exalted	0	0	0	0	1	0	1	0	0	1	exaltado
exam	0	0	0	0	0	0	0	0	0	0	exame
examination	0	0	0	1	0	1	0	0	1	0	exame
examine	0	0	0	0	0	0	0	0	0	0	examinar
examiner	0	0	0	0	0	0	0	0	0	0	examinador
exasperation	1	0	1	0	0	1	0	0	0	0	exasperação
excavate	0	0	0	0	0	0	0	0	0	0	escavar
excavation	0	1	0	0	0	1	0	0	1	0	escavação
excavator	0	0	0	0	0	0	0	0	0	0	escavadora
exceed	0	1	0	0	1	0	1	0	0	0	ultrapassarem
exceeding	0	0	0	0	0	0	0	0	0	0	excedendo
excel	0	1	0	0	1	0	1	0	1	1	sobressair
excellence	0	0	1	0	1	0	1	0	0	1	excelência
excellent	0	0	0	0	1	0	1	0	0	1	excelente
excepting	0	0	0	0	0	0	0	0	0	0	exceto
exception	0	0	0	0	0	0	0	0	0	0	exceção
excerpt	0	0	0	0	0	0	0	0	0	0	excerto
excess	0	0	0	0	0	1	0	0	0	0	excesso
excessive	0	0	0	0	0	0	0	0	0	0	excessivo
excessively	0	0	0	0	0	0	0	0	0	0	excessivamente
exchange	0	0	0	0	0	0	1	0	0	1	intercâmbio
excise	0	0	0	0	0	1	0	0	0	0	imposto especial de consumo
excision	0	0	0	0	0	0	0	0	0	0	excisão
excitability	0	0	0	0	0	0	0	0	0	0	excitabilidade
excitable	0	0	0	0	0	0	1	0	0	0	excitável
excitation	1	1	0	1	1	0	1	0	1	0	excitação
excite	1	1	0	1	1	0	1	0	1	0	excitar
excited	0	1	0	0	1	0	1	0	1	1	animado
excitement	0	1	0	0	1	0	1	0	1	0	excitação
exciting	0	1	0	0	1	0	1	0	1	0	excitante
exclaim	0	0	0	0	0	0	0	0	1	0	exclamar
excluded	0	0	1	0	0	1	0	1	0	0	excluído
excluding	0	0	0	0	0	1	0	1	0	0	excluindo
exclusion	0	0	1	1	0	1	0	1	0	0	exclusão
excrement	0	0	1	0	0	1	0	0	0	0	excremento
excretion	0	0	1	0	0	0	0	0	0	0	excreção
excruciating	0	0	0	1	0	1	0	0	0	0	excruciante
excursion	0	0	0	0	0	0	0	0	0	0	excursão
excuse	0	0	0	0	0	1	0	0	0	0	com licença
execute	0	0	0	0	0	0	0	0	0	0	executar
execution	1	0	0	1	0	1	0	1	0	1	execução
executioner	1	0	0	1	0	1	0	1	0	0	carrasco
executive	0	0	0	0	0	0	0	0	0	0	executivo
executor	0	0	0	0	0	0	0	0	0	1	executor
exegesis	0	0	0	0	0	0	0	0	0	0	exegese
exemplar	0	0	0	0	0	0	0	0	0	0	exemplar
exemplary	0	0	0	0	0	0	1	0	0	0	exemplar
exemplify	0	0	0	0	0	0	0	0	0	0	exemplificar
exempt	0	0	0	0	0	0	0	0	0	0	isentar
exemption	0	0	0	0	0	0	1	0	0	0	isenção
exercise	0	0	0	0	0	0	0	0	0	0	exercício
exert	0	0	0	0	0	0	0	0	0	0	exercer
exertion	0	0	0	0	0	0	0	0	0	0	esforço
exhale	0	0	0	0	0	0	0	0	0	0	expirar
exhaust	0	0	0	0	0	1	0	0	0	0	escape
exhausted	0	0	0	0	0	1	0	1	0	0	Exausta
exhaustion	0	1	0	0	0	1	0	1	0	0	exaustão
exhaustive	0	0	0	0	0	0	0	0	0	1	exaustivo
exhibit	0	0	0	0	0	0	0	0	0	0	Exibir
exhibition	0	0	0	0	0	0	0	0	0	0	exibição
exhilaration	0	0	0	0	1	0	1	0	1	0	alegria
exhort	0	0	0	0	0	0	1	0	0	0	exortar
exhortation	0	0	0	0	0	0	1	0	0	0	exortação
exigent	0	1	1	1	0	1	0	0	1	0	exigente
exile	1	0	0	1	0	1	0	1	0	0	exílio
exist	0	0	0	0	0	0	0	0	0	0	existir
existence	0	0	0	0	0	0	1	0	0	0	existência
existent	0	0	0	0	0	0	0	0	0	0	existente
existing	0	0	0	0	0	0	0	0	0	0	existir
exit	0	0	0	0	0	0	0	0	0	0	saída
exodus	0	0	0	0	0	0	0	0	0	0	êxodo
exorbitant	0	0	0	0	0	0	0	0	0	0	exorbitante
exorcism	0	0	0	1	0	1	0	1	0	0	exorcismo
exorcist	0	0	0	0	0	0	0	0	0	0	exorcista
exotic	0	0	0	0	0	0	1	0	0	0	exótico
expand	0	0	0	0	0	0	0	0	0	0	expandir
expanded	0	0	0	0	0	0	0	0	0	0	expandido
expanse	0	0	0	0	0	0	0	0	0	0	extensão
expansion	0	0	0	0	0	0	0	0	0	0	expansão
expansive	0	0	0	0	0	0	0	0	0	0	expansivo
expatriate	0	0	0	0	0	1	0	0	0	0	expatriado
expect	0	1	0	0	0	0	1	0	1	1	Espero
expectancy	0	1	0	0	0	0	0	0	0	0	expectativa
expectant	0	1	0	0	0	0	0	0	0	0	expectante
expectation	0	1	0	0	0	0	1	0	0	0	expectativa
expected	0	1	0	0	0	0	0	0	0	0	esperado
expecting	0	1	0	0	0	0	0	0	0	0	esperando
expediency	0	0	0	0	0	0	0	0	0	0	conveniência
expedient	0	0	0	0	1	0	1	0	0	1	expediente
expedite	0	0	0	0	0	0	0	0	0	0	acelerar
expedition	0	1	0	0	0	0	1	0	0	0	expedição
expeditious	0	0	0	0	0	0	0	0	0	0	rápido
expel	1	0	1	1	0	1	0	1	0	0	expulsar
expenditure	0	0	0	0	0	1	0	0	0	0	despesa
expense	0	0	0	0	0	0	0	0	0	0	despesa
expenses	0	0	0	0	0	1	0	0	0	0	despesas
expensive	0	0	0	0	0	0	0	0	0	0	caro
experience	0	0	0	0	0	0	0	0	0	0	experiência
experienced	0	0	0	0	0	0	1	0	0	1	com experiência
experiences	0	0	0	0	0	0	0	0	0	0	experiências
experiment	0	1	0	0	0	0	0	0	1	0	experimentar
experimental	0	0	0	0	0	0	0	0	0	0	experimental
experimenter	0	0	0	0	0	0	0	0	0	0	experimentador
expert	0	0	0	0	0	0	1	0	0	1	especialista
expertise	0	0	0	0	0	0	1	0	0	1	perícia
expiration	0	0	0	0	0	0	0	0	0	0	expiração
expire	0	0	0	0	0	1	0	1	0	0	expirar
expired	0	0	0	0	0	1	0	0	0	0	expirado
expiry	0	0	0	0	0	0	0	0	0	0	termo
explain	0	0	0	0	0	0	1	0	0	1	explique
explanation	0	0	0	0	0	0	0	0	0	0	explicação
explanatory	0	0	0	0	0	0	0	0	0	0	explicativo
expletive	1	0	0	0	0	1	0	0	0	0	palavrão
explication	0	0	0	0	0	0	0	0	0	0	explicação
explode	1	0	0	1	0	1	0	1	1	0	explodir
exploit	0	0	0	0	0	0	0	0	0	0	explorar
explore	0	1	0	0	0	0	0	0	0	0	explorar
explorer	0	0	0	0	0	0	0	0	0	0	explorador
explosion	0	0	0	1	0	1	0	0	1	0	explosão
explosive	1	1	0	1	0	1	0	0	1	0	explosivo
exponent	0	0	0	0	0	0	0	0	0	0	expoente
exponential	0	0	0	0	0	0	0	0	0	0	exponencial
export	0	0	0	0	0	0	0	0	0	0	exportar
exportation	0	0	0	0	0	0	0	0	0	0	exportação
expose	0	1	0	1	0	0	0	0	0	0	expor
exposed	0	0	0	0	0	1	0	0	0	0	expor
exposition	0	0	0	0	0	0	0	0	0	0	exposição
expository	0	0	0	0	0	0	0	0	0	0	expositivo
exposure	0	0	0	0	0	0	0	0	0	0	exposição
expound	0	0	0	0	0	0	0	0	0	0	expor
express	0	0	0	0	0	0	0	0	0	0	expressar
expression	0	0	0	0	0	0	0	0	0	0	expressão
expressive	0	0	0	0	0	0	0	0	0	0	expressivo
