English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Albanian Word
demos	0	0	0	0	0	0	0	0	0	0	demo
den	0	0	0	0	0	0	0	0	0	0	strofull
denial	0	0	0	0	0	1	0	0	0	0	mohimi
denied	0	0	0	0	0	1	0	1	0	0	mohuar
denomination	0	0	0	0	0	0	0	0	0	0	emërtimi
denominational	0	0	0	0	0	0	0	0	0	0	konfesionale
denominator	0	0	0	0	0	0	0	0	0	0	emërues
denote	0	0	0	0	0	0	0	0	0	0	tregojnë
denounce	1	0	1	0	0	1	0	0	0	0	denoncoj
dense	0	0	0	0	0	0	0	0	0	0	të dendura
density	0	0	0	0	0	0	0	0	0	0	dendësia
dent	0	0	0	0	0	0	0	0	0	0	dhëmbëzim
dentistry	0	0	0	1	0	0	0	0	0	0	stomatologji
denunciation	1	0	1	1	0	1	0	0	0	0	denoncimi
deny	1	0	0	0	0	1	0	0	0	0	mohojnë
denying	0	1	0	0	0	1	0	0	0	0	duke mohuar
deodorant	0	0	0	0	0	0	0	0	0	0	deodorant
depart	0	1	0	0	0	0	0	1	0	0	largohem
departed	0	0	0	0	0	1	0	1	0	0	u largua
department	0	0	0	0	0	0	0	0	0	0	departamenti
departure	0	0	0	0	0	1	0	1	0	0	nisja
depend	0	1	0	0	0	0	0	0	0	1	varet
dependant	0	0	0	0	0	0	0	0	0	0	i varur
dependence	0	0	0	1	0	1	0	1	0	0	varësi
dependency	0	0	0	0	0	1	0	0	0	0	varësia
dependent	0	0	0	0	0	1	1	0	0	1	i varur
depict	0	0	0	0	0	0	0	0	0	0	përshkruajnë
depicting	0	0	0	0	0	0	0	0	0	0	duke përshkruar
depletion	0	0	0	0	0	0	0	0	0	0	shterim
deplorable	1	0	1	1	0	1	0	1	0	0	e mjerueshme
deplore	1	0	1	0	0	1	0	1	0	0	dëshpëroj
deploy	0	0	0	0	0	0	0	0	0	0	vendosen
deport	0	0	0	1	0	1	0	1	0	0	dëbojnë
deportation	1	0	0	1	0	1	0	1	0	0	deportimi
deposit	0	0	0	0	0	0	0	0	0	0	depozitim
depositary	0	0	0	0	0	0	0	0	0	0	depozitar
deposition	0	0	0	0	0	0	0	0	0	0	depozitimi
depository	0	0	0	0	0	0	0	0	0	1	depozitues
depot	0	0	0	0	0	0	0	0	0	0	depo
depraved	1	1	1	1	0	1	0	1	0	0	i shthurur
depravity	1	0	1	0	0	1	0	0	0	0	shthurja
depreciate	1	0	1	0	0	1	0	0	0	0	zhvlerësohen
depreciated	1	0	1	1	0	1	0	1	0	0	të amortizuara
depreciation	0	0	0	1	0	1	0	0	0	0	amortizimi
depress	0	0	0	1	0	1	0	1	0	0	depresioni
depressed	1	0	0	1	0	1	0	1	0	0	në depresion
depressing	0	0	1	0	0	1	0	1	0	0	dëshpëruese
depression	0	0	0	0	0	1	0	1	0	0	depresioni
depressive	0	0	0	0	0	1	0	1	0	0	depresive
deprivation	1	0	1	1	0	1	0	1	0	0	privimi
depth	0	0	0	0	0	0	1	0	0	1	thellesi
deputy	0	0	0	0	0	0	0	0	0	1	zv
derail	0	0	0	0	0	0	0	0	0	0	del nga binarët
deranged	1	0	1	1	0	1	0	0	0	0	i çmendur
derelict	0	0	0	0	0	1	0	0	0	0	i braktisur
derision	1	0	1	0	0	1	0	0	0	0	tallje
derivation	0	0	0	0	0	0	0	0	0	0	derivimi
derivative	0	0	0	0	0	0	0	0	0	0	derivatore
derive	0	0	0	0	0	0	0	0	0	0	nxjerrin
dermal	0	0	0	0	0	0	0	0	0	0	dermale
dermatologist	0	0	0	0	0	0	0	0	0	1	dermatologe
dermatology	0	0	0	0	0	0	0	0	0	0	dermatologji
derogation	1	0	1	1	0	1	0	1	0	0	derogimi
derogatory	1	0	1	1	0	1	0	1	0	0	poshtëruese
descend	0	0	0	0	0	0	0	0	0	0	zbresin
descendant	0	0	0	0	0	0	0	0	0	0	pasardhës
descendent	0	0	0	0	0	0	0	0	0	0	pasardhës
descending	0	0	0	0	0	0	0	0	0	0	duke zbritur
descent	0	0	0	1	0	0	0	1	0	0	prejardhja
describe	0	0	0	0	0	0	0	0	0	0	përshkruajnë
description	0	0	0	0	0	0	0	0	0	0	përshkrim
descriptive	0	0	0	0	0	0	1	0	0	0	përshkruese
desecration	1	0	1	1	0	1	0	1	0	0	përdhosje
desert	1	0	1	1	0	1	0	1	0	0	shkretëtirë
deserted	1	0	1	1	0	1	0	1	0	0	shkretë
desertion	0	0	0	0	0	1	0	0	0	0	dezertim
deserve	1	1	0	0	0	0	1	0	0	1	meritojnë
deserved	0	0	0	0	0	0	1	0	0	0	e merituar
deserving	0	0	0	0	0	0	0	0	0	0	e merituar
design	0	0	0	0	0	0	0	0	0	0	dizajni
designate	0	0	0	0	0	0	0	0	0	0	caktoj
designation	0	0	0	0	0	0	0	0	0	1	emërtimi
designed	0	0	0	0	0	0	0	0	0	0	projektuar
designer	0	0	0	0	0	0	1	0	0	0	projektuesi
designing	0	0	0	0	0	0	0	0	0	0	duke projektuar
desirability	0	0	0	0	0	0	0	0	0	0	dëshirueshmëria
desirable	0	0	0	0	0	0	1	0	0	0	e dëshirueshme
desiring	0	0	0	0	0	0	1	0	0	0	duke dëshiruar
desirous	0	0	0	0	0	0	1	0	0	0	dëshirore
desist	1	0	1	0	0	1	0	0	0	0	heq dorë
desk	0	0	0	0	0	0	0	0	0	0	tavolinë
desolation	0	0	0	1	0	1	0	1	0	0	shkretim
despair	1	0	1	1	0	1	0	1	0	0	dëshpërim
despairing	0	0	0	1	0	1	0	1	0	0	të dëshpëruar
despatch	0	0	0	0	0	0	0	0	0	0	dërgoj
desperate	0	0	0	0	0	1	0	0	0	0	të dëshpëruar
desperation	0	0	0	0	0	0	0	0	0	0	dëshpërim
despicable	1	0	1	0	0	1	0	0	0	0	e neveritshme
despise	1	0	1	0	0	1	0	0	0	0	përbuz
despotic	0	0	0	1	0	1	0	0	0	0	despotike
despotism	1	0	1	1	0	1	0	1	0	0	despotizmi
dessert	0	0	0	0	0	0	0	0	0	0	ëmbëlsirë
destination	0	1	0	1	1	0	1	1	1	0	destinacion
destined	0	1	0	0	0	0	0	0	0	0	të destinuara
destiny	0	0	0	0	0	0	0	0	0	0	fatin
destitute	0	0	0	1	0	1	0	1	0	0	të varfër
destroyed	1	0	0	1	0	1	0	1	0	0	të shkatërruara
destroyer	1	0	0	1	0	1	0	0	0	0	shkatërrues
destroying	1	0	0	1	0	1	0	1	0	0	duke shkatërruar
destruction	1	0	0	0	0	1	0	0	0	0	shkatërrimi
destructive	1	0	1	1	0	1	0	0	0	0	shkatërrues
detach	0	0	0	0	0	0	0	0	0	0	shkëput
detached	0	0	0	0	0	0	0	0	0	0	të shkëputur
detachment	0	0	0	0	0	1	0	0	0	0	shkëputje
detail	0	0	0	0	0	0	0	0	0	0	detaj
details	0	0	0	0	0	0	0	0	0	0	detajet
detain	0	0	0	0	0	1	0	0	0	0	ndaloj
detainee	1	1	0	1	0	1	0	1	0	0	i paraburgosur
detect	0	0	0	0	0	0	1	0	0	0	zbuloj
detectable	0	0	0	0	0	0	0	0	0	0	të zbulueshme
detection	0	0	0	0	0	0	1	0	0	0	zbulim
detective	0	0	0	0	0	0	0	0	0	0	detektiv
detector	0	0	0	0	0	0	0	0	0	0	detektor
detention	0	0	0	0	0	1	0	1	0	0	ndalimi
deter	0	0	0	0	0	0	0	0	0	0	pengojnë
detergent	0	0	0	0	0	0	0	0	0	0	detergjent
deteriorate	0	0	0	1	0	1	0	1	0	0	përkeqësohet
deteriorated	0	0	1	0	0	1	0	1	0	0	i përkeqësuar
deterioration	1	0	1	1	0	1	0	1	0	0	përkeqësim
determinable	0	0	0	0	0	0	0	0	0	0	të përcaktueshme
determinate	0	1	0	0	0	0	0	0	0	1	të përcaktuar
determination	0	0	0	0	0	0	1	0	0	1	vendosmëri
determined	0	0	0	0	0	0	1	0	0	0	përcaktuar
detest	1	0	1	0	0	1	0	0	0	0	urrej
detonate	0	0	0	1	0	1	0	0	1	0	shpërthejnë
detonation	1	0	0	0	0	0	0	0	0	0	shpërthimi
detour	0	0	0	0	0	0	0	0	0	0	devijimi
detract	1	0	0	0	0	1	0	0	0	0	zbut
detriment	0	0	0	0	0	1	0	0	0	0	dëmtim
detrimental	0	0	0	0	0	1	0	0	0	0	të dëmshme
detritus	0	0	0	0	0	1	0	0	0	0	detritus
deuce	0	0	0	0	0	0	0	0	0	0	dredhi
devastate	1	0	0	1	0	1	0	1	0	0	shkretojne
devastating	1	0	1	1	0	1	0	1	0	1	shkatërruese
devastation	1	0	0	1	0	1	0	1	1	0	shkatërrim
develop	0	1	0	0	0	0	1	0	0	0	zhvillojnë
developing	0	0	0	0	0	0	0	0	0	0	duke u zhvilluar
development	0	0	0	0	0	0	0	0	0	0	zhvillimin
deviate	0	0	0	0	0	0	0	0	0	0	devijojnë
deviating	0	0	0	0	0	0	0	0	0	0	duke devijuar
deviation	0	0	0	0	0	0	0	1	0	0	devijimi
device	0	0	0	0	0	0	0	0	0	0	pajisje
devil	1	1	1	1	0	1	0	1	0	0	djall
devilish	0	0	1	1	0	1	0	0	0	0	djallëzor
devious	0	0	0	0	0	1	0	0	0	0	dinak
devise	0	0	0	0	0	0	0	0	0	0	sajojnë
devoid	0	0	0	0	0	0	0	0	0	0	i lirë
devolution	0	0	0	0	0	1	0	0	0	0	transferimi
devolve	0	0	0	0	0	0	0	0	0	0	transferoj
devote	0	0	0	0	0	0	0	0	0	0	kushtoj
devotee	0	0	0	0	0	0	0	0	0	0	besimtar
devotional	0	0	0	0	0	0	1	0	0	1	besimtare
devour	0	0	0	0	0	1	0	0	0	0	gllabërojë
devout	0	1	0	0	1	0	1	0	0	1	i devotshëm
dew	0	0	0	0	0	0	0	0	0	0	vesa
dexter	0	0	0	0	0	0	0	0	0	0	shkathët
dexterity	0	0	0	0	0	0	1	0	0	0	shkathtësi
dextrose	0	0	0	0	0	0	0	0	0	0	dekstrozë
diabolical	1	0	1	1	0	1	0	0	0	0	djallëzore
diagnosis	0	1	0	1	0	1	0	0	0	1	diagnoza
diagnostic	0	0	0	0	0	0	0	0	0	0	diagnostike
diagnostics	0	0	0	0	0	0	0	0	0	0	diagnostifikimit
diagram	0	0	0	0	0	0	0	0	0	0	diagramë
dial	0	0	0	0	0	0	0	0	0	0	thirrni
dialect	0	0	0	0	0	0	0	0	0	0	dialekt
dialectic	0	0	0	0	0	0	0	0	0	0	dialektike
dialogue	0	0	0	0	0	0	0	0	0	0	dialogu
diameter	0	0	0	0	0	0	0	0	0	0	diametri
diamond	0	0	0	0	1	0	1	0	0	0	diamanti
diamonds	0	0	0	0	0	0	0	0	0	0	diamante
diaper	0	0	1	0	0	0	0	0	0	0	pelenë
diaphragm	0	0	0	0	0	0	0	0	0	0	diafragma
diarrhoea	0	0	1	0	0	0	0	0	0	0	diarreja
diary	0	0	0	0	1	0	1	0	0	1	ditar
diatribe	1	0	1	0	0	1	0	0	0	0	diatribe
dice	0	0	0	0	0	0	0	0	0	0	zare
dichotomous	0	0	0	0	0	0	0	0	0	0	dikotomike
dichotomy	0	0	0	0	0	0	0	0	0	0	dikotomia
dictate	0	0	0	0	0	0	0	0	0	0	diktojnë
dictation	0	0	0	0	0	0	0	0	0	0	diktimi
dictator	0	0	0	1	0	1	0	0	0	0	diktator
dictatorial	1	0	0	0	0	1	0	0	0	0	diktatoriale
dictatorship	1	1	1	1	0	1	0	1	0	0	diktaturës
diction	0	0	0	0	0	0	0	0	0	0	diksioni
dictionary	0	0	0	0	0	0	1	0	0	1	Fjalor
dictum	0	0	0	0	0	0	0	0	0	1	diktim
didactic	0	0	0	0	0	0	1	0	0	0	didaktike
die	0	0	0	1	0	1	0	1	0	0	vdes
diet	0	0	0	0	0	0	0	0	0	0	dietë
dietary	0	1	0	0	0	0	1	0	0	0	dietetike
differ	0	0	0	0	0	0	0	0	0	0	ndryshojnë
difference	0	0	0	0	0	0	0	0	0	0	ndryshim
differences	0	0	0	0	0	0	0	0	0	0	dallimet
differential	0	0	0	0	0	0	0	0	0	1	diferencial
differentiation	0	0	0	0	0	0	0	0	0	0	diferencimi
differently	0	0	0	0	0	0	0	0	1	0	ndryshe
differing	0	0	0	0	0	0	0	0	0	0	të ndryshme
difficult	0	0	0	1	0	0	0	0	0	0	vështirë
difficulties	0	0	0	0	0	1	0	1	0	0	vështirësitë
difficulty	1	0	0	1	0	1	0	1	0	0	vështirësi
diffuse	0	0	0	0	0	0	0	0	0	0	difuze
diffusion	0	0	0	0	0	0	0	0	0	0	difuzionit
dig	0	0	0	0	0	0	0	0	0	0	gërmoj
digest	0	0	0	0	0	0	0	0	0	0	tretet
digestion	0	0	0	0	0	0	0	0	0	0	tretje
digit	0	0	0	0	0	0	0	0	0	1	shifra
dignified	0	0	0	0	0	0	1	0	0	0	dinjitoze
dignity	0	0	0	0	0	0	1	0	0	1	dinjitet
digress	0	1	0	0	0	1	0	0	0	0	digresioni
digs	0	0	0	0	0	0	0	0	0	0	gërmon
dike	0	0	0	1	0	0	0	0	0	0	dige
dilapidated	0	0	1	0	0	1	0	1	0	0	i rrënuar
dilatation	0	0	0	0	0	0	0	0	0	0	zgjerimi
dilation	0	0	0	0	0	0	0	0	0	0	zgjerimi
dilemma	0	0	0	0	0	0	0	0	0	0	dilema
diligence	0	0	0	0	0	0	1	0	0	1	zell
diligent	0	0	0	0	0	0	0	0	0	0	të zellshëm
diluent	0	0	0	0	0	0	0	0	0	0	hollues
dilute	0	0	0	0	0	1	0	0	0	0	holluar
diluted	0	0	0	0	0	0	0	0	0	0	holluar
dilution	0	0	0	0	0	0	0	0	0	0	hollimi
dime	0	0	0	0	0	0	0	0	0	0	monedhë
dimension	0	0	0	0	0	0	0	0	0	0	dimension
diminish	0	0	0	0	0	1	0	1	0	0	zvogelohet
diminished	0	0	0	0	0	1	0	0	0	0	pakësuar
diminution	0	0	0	0	0	0	0	0	0	0	pakësim
diminutive	0	0	0	0	0	0	0	0	0	0	zvogëluese
din	0	0	0	0	0	1	0	0	0	0	din
dine	0	0	0	0	0	0	0	0	0	0	darkoj
diner	0	0	0	0	0	0	0	0	0	0	restorant
dinner	0	0	0	0	0	0	1	0	0	0	darkë
dinosaur	0	0	0	1	0	0	0	0	0	0	dinosauri
dint	0	0	0	0	0	0	0	0	0	0	dit
diocesan	0	0	0	0	0	0	0	0	0	0	dioqezane
diocese	0	0	0	0	0	0	0	0	0	0	dioqezë
diorama	0	0	0	0	0	0	0	0	0	0	diorama
dip	0	0	0	0	0	0	0	0	0	0	zhytje
diploma	0	0	0	0	0	0	0	0	0	0	diplomë
diplomacy	0	1	0	0	0	0	1	0	0	1	diplomacinë
diplomat	0	0	0	0	0	0	0	0	0	0	diplomat
diplomatic	0	0	0	0	0	0	1	0	0	1	diplomatike
dire	0	0	1	1	0	1	0	1	1	0	i tmerrshëm
directed	0	0	0	0	0	0	0	0	0	0	drejtuar
direction	0	0	0	0	0	0	0	0	0	0	drejtimin
directly	0	0	0	0	0	0	0	0	0	0	drejtpërdrejt
director	0	0	0	0	0	0	1	0	0	1	drejtor
directory	0	0	0	0	0	0	0	0	0	0	drejtoria
dirt	0	0	1	0	0	1	0	0	0	0	i poshtër
dirty	0	0	1	0	0	1	0	0	0	0	pis
disability	0	0	0	0	0	1	0	1	0	0	paaftësia
disable	0	0	0	1	0	1	0	1	0	0	çaktivizoni
disabled	0	0	0	1	0	1	0	1	0	0	me aftësi të kufizuara
disadvantage	0	0	0	0	0	0	0	0	0	0	disavantazh
disaffected	0	0	0	0	0	1	0	0	0	0	i pakënaqur
disagree	1	0	0	0	0	1	0	0	0	0	nuk bie dakort
disagreeable	0	0	0	0	0	0	0	0	0	0	e papajtueshme
disagreeing	1	0	0	0	0	1	0	1	0	0	duke mos pajtuar
disagreement	1	0	0	0	0	1	0	1	0	0	mosmarrëveshje
disallow	0	0	0	0	0	0	0	0	0	0	mos lejojnë
disallowed	1	0	1	1	0	1	0	1	0	0	i ndaluar
disappear	0	0	0	1	0	0	0	0	0	0	zhduken
disappearance	0	0	0	0	0	0	0	0	0	0	zhdukje
disappearing	0	0	0	0	0	0	0	0	0	0	duke u zhdukur
disappoint	1	0	1	0	0	1	0	1	0	0	zhgënjej
disappointed	1	0	1	0	0	1	0	1	0	0	i zhgënjyer
disappointing	0	0	0	0	0	1	0	1	0	0	zhgënjyese
disappointment	0	0	1	0	0	1	0	1	0	0	zhgënjim
disapproval	0	0	0	0	0	1	0	1	0	0	mosmiratimi
disapprove	1	0	1	1	0	1	0	1	0	0	mosmiratoj
disapproved	1	0	0	0	0	1	0	1	0	0	i pamiratuar
disapproving	1	0	1	0	0	1	0	1	0	0	duke mos miratuar
disarm	0	0	0	0	0	0	0	0	0	0	çarmatosen
disarray	0	0	0	0	0	0	0	0	0	0	rrëmujë
disaster	1	0	1	1	0	1	0	1	1	0	fatkeqësi
disastrous	1	0	0	1	0	1	0	1	0	0	katastrofike
disband	0	0	0	0	0	0	0	0	0	0	shpërndajë
disbelief	0	0	0	0	0	0	0	0	0	0	mosbesimi
disbelieve	0	0	0	0	0	1	0	0	0	0	mos besoj
disburse	0	0	0	0	0	0	0	0	0	0	disbursojë
disbursement	0	0	0	0	0	0	0	0	0	0	disbursimi
disc	0	0	0	0	0	0	0	0	0	0	disk
discarded	0	0	0	0	0	0	0	0	0	0	i hedhur poshtë
discards	0	0	0	0	0	1	0	0	0	0	hedh poshtë
discern	0	0	0	0	0	0	0	0	0	0	dalloj
discernible	0	0	0	0	0	0	0	0	0	0	të dallueshme
discerning	0	0	0	0	0	0	0	0	0	0	dallues
discernment	0	0	0	0	0	0	0	0	0	0	aftësi dalluese
discharge	0	0	0	0	0	1	0	0	0	0	shkarkimi
disciple	0	0	0	0	0	0	0	0	0	1	dishepull
discipline	0	0	0	1	0	1	0	0	0	0	disipline
disclaim	1	0	1	0	0	1	0	0	0	1	mohoj
disclaimer	0	0	0	0	0	0	0	0	0	0	mohim
disclose	0	0	0	0	0	0	0	0	0	0	zbuloj
disclosed	0	0	0	0	0	0	0	0	0	1	të zbuluara
disclosure	0	0	0	0	0	0	0	0	0	0	zbulimi
discoloration	0	0	1	0	0	1	0	0	0	0	njollë
discolored	0	0	1	0	0	1	0	1	0	0	të zbardhura
discomfort	0	0	0	0	0	1	0	1	0	0	parehati
disconnect	0	0	0	0	0	1	0	1	0	0	shkëputje
disconnected	0	0	0	0	0	1	0	1	0	0	shkëputur
disconnection	0	0	0	0	0	1	0	0	0	0	shkëputje
discontent	1	0	1	1	0	1	0	1	0	0	pakënaqësi
discontinuance	0	0	0	0	0	0	0	0	0	0	ndërprerje
discontinue	0	0	0	0	0	1	0	0	0	0	ndërpritet
discontinuity	0	0	1	1	0	1	0	1	0	0	ndërprerje
discontinuous	0	0	0	0	0	0	0	0	0	0	i ndërprerë
discord	1	0	1	0	0	1	0	0	0	0	mosmarrëveshje
discount	0	0	0	0	0	0	0	0	0	0	zbritje
discounted	0	0	0	0	0	0	0	0	0	0	me zbritje
discourage	0	0	0	1	0	1	0	1	0	0	dekurajoj
discouraged	0	0	0	0	0	0	0	0	0	0	i dekurajuar
discouragement	0	0	0	0	0	1	0	0	0	0	dekurajimi
discourse	0	0	0	0	0	0	0	0	0	0	ligjërimi
discover	0	0	0	0	0	0	0	0	0	0	zbuloni
discovery	0	0	0	0	0	0	1	0	0	0	zbulim
discredit	0	0	0	0	0	1	0	0	0	0	diskreditojnë
discreet	0	1	0	0	0	0	1	0	0	0	i matur
discrepancy	0	0	0	0	0	0	0	0	0	0	mospërputhje
discrete	0	0	0	0	0	0	0	0	0	0	diskrete
discretion	0	1	0	0	0	0	1	0	0	1	diskrecioni
discretionary	0	0	0	0	0	0	1	0	0	0	diskrecionale
discriminate	1	0	0	0	0	1	0	1	0	0	diskriminojnë
discriminating	0	0	1	0	0	1	0	0	0	0	diskriminuese
discrimination	1	0	1	1	0	1	0	1	0	0	diskriminim
discus	0	0	0	0	0	0	0	0	0	0	diskut
discuss	0	0	0	0	0	0	0	0	0	0	diskutojnë
discussion	0	0	0	0	0	0	1	0	0	0	diskutim
disdain	1	0	1	0	0	1	0	0	0	0	përbuzje
disease	1	0	1	1	0	1	0	1	0	0	sëmundje
diseased	0	0	1	1	0	1	0	1	0	0	të sëmurë
disembodied	0	0	0	1	0	1	0	1	0	0	pa trup
disengage	0	0	0	0	0	0	0	0	0	0	shkëputje
disengagement	0	0	0	0	0	1	0	0	0	0	shkëputje
disfigured	1	0	1	1	0	1	0	1	0	0	i shpërfytyruar
disgrace	1	0	1	0	0	1	0	1	0	0	turp
disgraced	1	0	1	0	0	1	0	1	0	0	i turpëruar
disgraceful	1	0	1	0	0	1	0	0	0	0	e turpshme
disgruntled	1	0	1	0	0	1	0	1	0	0	i pakënaqur
disguise	0	0	0	0	0	0	0	0	0	0	maskim
disguised	0	0	0	0	0	0	0	0	0	0	i maskuar
disgust	1	0	1	1	0	1	0	1	0	0	neveri
disgusting	1	0	1	1	0	1	0	0	0	0	të neveritshme
dish	0	0	0	0	0	0	0	0	0	0	gjellë
disheartened	0	0	0	0	0	1	0	1	0	0	i dëshpëruar
disheartening	0	0	0	0	0	1	0	1	0	0	dëshpëruese
dishonest	1	0	1	0	0	1	0	1	0	0	i pandershëm
dishonesty	0	0	1	0	0	1	0	0	0	0	pandershmëri
dishonor	1	0	1	1	0	1	0	1	0	0	çnderim
disillusionment	1	0	1	0	0	1	0	1	0	0	zhgënjim
disinfect	0	0	0	0	0	0	0	0	0	0	dezinfektoj
disinfectant	0	0	0	0	0	0	0	0	0	0	dezinfektues
disinfection	0	0	0	0	0	0	1	0	0	0	dezinfektimi
disinformation	1	0	0	1	0	1	0	0	0	0	dezinformimi
disingenuous	0	0	1	0	0	1	0	0	0	0	i pasinqertë
disintegrate	0	0	1	1	0	1	0	0	0	0	shpërbëhen
disintegration	0	0	0	0	0	1	0	0	0	0	shpërbërje
disinterested	0	0	0	0	0	1	0	0	0	0	i painteresuar
disjoint	0	0	0	0	0	0	0	0	0	0	shkëputur
disjointed	0	0	0	0	0	0	0	0	0	0	të përçarë
disjunctive	0	0	0	0	0	0	0	0	0	0	veçuese
disk	0	0	0	0	0	0	0	0	0	0	disk
diskette	0	0	0	0	0	0	0	0	0	0	disketë
dislike	1	0	1	0	0	1	0	0	0	0	mospëlqimi
disliked	1	0	0	0	0	1	0	1	0	0	i papëlqyer
dislocated	1	0	1	1	0	1	0	1	0	0	i dislokuar
dislocation	0	0	0	0	0	0	0	0	0	0	dislokimi
dislodge	0	0	0	0	0	0	0	0	0	0	largoj
dismal	0	0	1	1	0	1	0	1	0	0	e mjerë
dismay	1	1	0	1	0	1	0	1	1	0	tronditje
dismemberment	0	0	1	1	0	1	0	1	0	0	copëtimi
dismiss	0	0	0	0	0	0	0	0	0	0	shkarkoj
dismissal	1	0	1	1	0	1	0	1	1	0	shkarkimin nga puna
dismount	0	0	0	0	0	0	0	0	0	0	zbrisni
disobedience	1	0	1	0	0	1	0	0	0	0	mosbindje
disobedient	1	0	0	0	0	1	0	0	0	0	pabindur
disobey	1	0	1	0	0	1	0	0	0	0	mosbinde
disorder	0	0	0	1	0	1	0	0	0	0	çrregullim
disorderly	0	0	0	0	0	1	0	0	0	0	i çrregullt
disorganized	0	0	0	0	0	1	0	0	0	0	i paorganizuar
disparage	1	0	1	0	0	1	0	1	0	0	përçmimi
disparaging	1	0	1	0	0	1	0	1	0	0	përçmues
disparate	0	0	0	0	0	0	0	0	0	0	të ndryshme
disparity	1	0	1	0	0	1	0	1	0	0	pabarazia
dispassionate	0	0	0	0	0	1	0	1	0	0	i papasionuar
dispatch	0	0	0	0	0	0	0	0	0	0	dërgimi
dispel	0	0	0	0	0	1	0	1	0	0	shpërndaj
dispensation	0	0	0	0	0	0	0	0	0	0	dispenzim
dispense	0	0	0	0	0	0	0	0	0	0	shpërndajë
disperse	0	0	0	0	0	0	0	0	0	0	shpërndahen
dispersed	0	0	0	0	0	0	0	0	0	0	të shpërndara
dispersion	0	0	0	0	0	1	0	0	0	0	dispersion
displace	0	0	0	0	0	1	0	0	0	0	zhvendosin
displaced	1	0	0	1	0	0	0	1	0	0	të zhvendosur
displacement	0	0	0	0	0	0	0	0	0	0	zhvendosje
display	0	0	0	0	0	0	0	0	0	0	shfaqja
displeased	1	0	1	1	0	1	0	1	0	0	i pakënaqur
displeasure	0	0	1	0	0	1	0	0	0	0	pakënaqësi
disposal	0	0	0	0	0	1	0	0	0	0	asgjësimin
dispose	0	0	1	0	0	0	0	0	0	0	disponoj
disposed	0	1	0	0	0	0	1	0	0	1	disponuar
disposition	0	0	0	0	0	0	0	0	0	0	disponimi
dispossessed	1	0	0	1	0	1	0	1	0	0	i shpronësuar
disprove	0	0	0	0	0	0	0	0	0	0	përgënjeshtroj
dispute	1	0	0	0	0	1	0	0	0	0	mosmarrëveshje
disqualification	0	0	0	0	0	1	0	0	0	0	skualifikimi
disqualified	1	0	1	0	0	1	0	1	0	0	skualifikuar
disqualify	0	0	0	0	0	1	0	1	0	0	skualifikoj
disregard	0	0	0	0	0	1	0	0	0	0	mospërfillje
disregarded	0	0	1	0	0	1	0	0	0	0	të shpërfillur
disreputable	1	0	1	1	0	1	0	0	0	0	i pavlerë
disrepute	0	0	0	0	0	0	0	0	0	0	disreputacion
disrespect	1	0	0	0	0	1	0	0	0	0	mosrespektimi
disrespectful	1	0	1	1	0	1	0	1	0	0	mosrespektues
disruption	1	0	0	1	0	1	0	0	1	0	përçarje
dissatisfaction	0	0	0	0	0	1	0	0	0	0	pakënaqësi
dissatisfied	0	0	0	0	0	0	0	0	0	0	të pakënaqur
dissect	0	0	0	0	0	0	0	0	0	0	zbërthejë
dissection	0	0	1	0	0	0	0	0	0	0	diseksioni
disseminate	0	0	0	0	0	0	1	0	0	0	shpërndajnë
dissemination	0	0	0	0	0	0	0	0	0	0	përhapjen
dissension	1	0	0	0	0	1	0	0	0	0	mosmarrëveshje
dissent	0	0	0	0	0	0	0	0	0	0	mospajtim
dissenting	0	0	0	0	0	1	0	0	0	0	kundërshtues
dissertation	0	0	0	0	0	0	0	0	0	0	disertacion
disservice	1	0	1	0	0	1	0	1	0	0	dëmtim
dissident	1	0	0	1	0	1	0	0	0	0	disident
dissimilar	0	0	0	0	0	0	0	0	0	0	të ndryshme
dissipate	0	0	0	0	0	0	0	0	0	0	shpërndahen
dissipated	0	0	0	0	0	0	0	0	0	0	të shpërndara
dissociation	0	0	0	0	0	0	0	0	0	0	shkëputje
dissolution	1	0	0	1	0	1	0	1	1	0	shpërbërje
dissolve	0	0	0	0	0	0	0	0	0	0	shkrihet
dissonance	1	0	0	0	0	1	0	0	0	0	disonancë
dissuade	0	0	0	0	0	0	0	0	0	0	dekurajoj
distal	0	0	0	0	0	0	0	0	0	0	distale
distance	0	0	0	0	0	0	0	0	0	0	distancë
distant	0	0	0	0	0	0	0	0	0	0	i largët
distaste	0	0	1	0	0	1	0	0	0	0	neveri
distasteful	0	0	1	0	0	1	0	0	0	0	i papëlqyeshëm
distillate	0	0	0	0	0	0	0	0	0	0	distiloj
distillation	0	0	0	0	0	0	1	0	0	0	distilimi
distinction	0	0	0	0	0	0	1	0	0	0	dallim
distinctive	0	0	0	0	0	0	0	0	0	0	dallues
distinguish	0	0	0	0	0	0	0	0	0	0	të dallojë
distinguishable	0	0	0	0	0	0	0	0	0	0	të dallueshme
distinguished	0	0	0	0	0	0	0	0	0	0	dalluar
distinguishing	0	0	0	0	0	0	0	0	0	0	duke dalluar
distorted	0	0	1	0	0	1	0	0	0	0	i shtrembëruar
distortion	0	0	0	0	0	1	0	0	0	0	shtrembërim
distract	0	0	0	0	0	1	0	0	0	0	shpërqendrojnë
