English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Latvian Word
bloodshed	1	0	1	1	0	1	0	1	1	0	asinsizliešana
bloodthirsty	1	0	1	1	0	1	0	0	0	0	asinskārs
bloody	1	0	1	1	0	1	0	1	0	0	asiņaina
bloom	0	1	0	0	1	0	1	0	0	1	ziedēt
blossom	0	0	0	0	1	0	1	0	0	0	uzziedēt
blot	0	0	0	0	0	1	0	0	0	0	traips
blouse	0	0	0	0	0	0	0	0	0	0	blūze
blower	0	0	0	0	0	1	0	0	0	0	pūtējs
blowing	0	0	0	0	0	0	0	0	0	0	pūš
blown	0	0	0	0	0	0	0	0	0	0	izpūstas
blowout	0	0	0	0	0	1	0	0	0	0	izpūšana
blue	0	0	0	0	0	0	0	1	0	0	zils
blues	0	0	0	1	0	1	0	1	0	0	blūza
bluff	0	0	0	0	0	1	0	0	0	0	blefs
bluish	0	0	0	0	0	0	0	0	0	0	zilgans
blunder	0	0	1	0	0	1	0	1	0	0	kļūda
blunt	0	0	0	0	0	0	0	0	0	0	strups
blur	0	0	0	0	0	1	0	0	0	0	aizmiglot
blurred	0	0	0	0	0	1	0	0	0	0	izplūdis
blush	0	0	0	0	0	1	0	0	0	0	sarkt
blushing	0	0	0	0	0	0	0	0	0	0	nosarkst
boa	0	0	0	0	0	0	0	0	0	0	boa
boar	0	0	0	0	0	0	0	0	0	0	kuilis
board	0	1	0	0	0	0	0	0	0	0	dēlis
boarder	0	0	0	0	0	0	0	0	0	0	robežstāvoklis
boarding	0	0	0	0	0	0	0	0	0	0	iekāpšana
boards	0	0	0	0	0	0	0	0	0	0	dēļi
boast	0	0	0	0	0	1	1	0	0	0	lielīties
boasting	0	0	0	0	0	1	0	0	0	0	lielīšanās
boat	0	0	0	0	0	0	0	0	0	0	laiva
boating	0	0	0	0	0	0	0	0	0	0	laivošana
bobbin	0	0	0	0	0	0	0	0	0	0	spole
bode	0	0	0	0	0	0	0	0	0	0	bode
bodice	0	0	0	0	0	0	0	0	0	0	ņieburs
bodily	0	0	0	0	0	0	0	0	0	0	ķermeniski
body	0	0	0	0	0	0	0	0	0	0	ķermeni
bodyguard	0	0	0	0	0	0	1	0	0	1	miesassargs
bog	0	0	0	0	0	1	0	0	0	0	purvs
bogus	1	0	1	0	0	1	0	0	0	0	viltus
boil	0	0	1	0	0	1	0	0	0	0	vāra
boiler	0	0	0	0	0	0	0	0	0	0	katls
boilerplate	0	0	0	0	0	1	0	0	0	0	katlu plāksne
boiling	0	0	0	0	0	0	0	0	0	0	vārot
boisterous	1	1	0	0	1	1	1	0	0	0	trakulīgs
bold	0	0	0	0	0	0	1	0	0	0	treknrakstā
boldness	0	0	0	0	0	0	1	0	0	0	pārdrošība
bolster	0	0	0	0	0	0	1	0	0	0	stiprināt
bolt	0	0	0	0	0	0	0	0	0	0	skrūve
bolus	0	0	0	0	0	0	0	0	0	0	bolus
bomb	1	0	0	1	0	1	0	1	1	0	bumba
bombard	1	0	0	1	0	1	0	0	0	0	bombardēt
bombardment	1	0	0	1	0	1	0	0	0	0	bombardēšana
bombed	0	0	1	0	0	1	0	0	0	0	bombardēts
bomber	0	0	0	1	0	0	0	1	0	0	bumbvedējs
bonanza	0	0	0	0	1	0	1	0	0	0	labdarība
bond	0	0	0	0	0	0	0	0	0	0	obligāciju
bondage	0	0	0	1	0	1	0	1	0	0	verdzība
bonds	0	0	0	0	0	1	0	0	0	0	obligācijas
bone	0	0	0	0	0	0	0	0	0	0	kaulu
boner	0	0	0	0	0	0	0	0	0	0	kauliņš
bones	0	0	0	0	0	0	0	0	0	0	kauli
bonfire	0	0	0	0	0	0	0	0	0	0	ugunskurs
bonne	0	0	0	0	0	0	1	0	0	0	bonne
bonnet	0	0	0	0	0	0	0	0	0	0	motora pārsegs
bonus	0	1	0	0	1	0	1	0	1	0	bonuss
bony	0	0	0	0	0	0	0	0	0	0	kaulains
boo	0	0	0	0	0	1	0	0	0	0	buu
boob	0	0	0	0	0	0	0	0	0	0	krūtis
booby	0	0	0	0	0	1	0	0	0	0	bubulis
book	0	0	0	0	0	0	0	0	0	0	grāmatu
bookcase	0	0	0	0	0	0	0	0	0	0	grāmatu skapis
booking	0	0	0	0	0	0	0	0	0	0	rezervēšana
bookish	0	0	0	0	0	0	1	0	0	0	grāmatniecisks
bookkeeper	0	0	0	0	0	0	0	0	0	0	grāmatvedis
bookkeeping	0	0	0	0	0	0	0	0	0	0	grāmatvedība
booklet	0	0	0	0	0	0	0	0	0	0	bukletu
books	0	0	0	0	0	0	0	0	0	0	grāmatas
bookseller	0	0	0	0	0	0	0	0	0	0	grāmatu tirgotājs
bookshop	0	0	0	0	0	0	1	0	0	0	grāmatnīca
bookstore	0	0	0	0	0	0	0	0	0	0	grāmatnīca
bookworm	0	0	0	0	0	1	1	0	0	0	grāmatu tārps
boomerang	0	1	0	0	0	0	0	0	0	1	bumerangs
booming	0	0	0	0	0	0	0	0	0	0	plaukstošs
boon	0	0	0	0	0	0	1	0	0	0	svētīgs
boost	0	0	0	0	0	0	0	0	0	0	palielināt
booster	0	0	0	0	0	0	0	0	0	0	pastiprinātājs
boot	0	0	0	0	0	0	0	0	0	0	boot
booth	0	0	0	0	0	0	0	0	0	0	stends
boots	0	0	0	0	0	0	0	0	0	0	zābaki
booty	0	0	0	0	0	0	0	0	0	0	laupījums
booze	0	0	0	0	0	1	0	0	0	0	dzēriens
border	0	0	0	0	0	0	0	0	0	0	robeža
bordering	0	0	0	0	0	0	0	0	0	0	robežojas
bore	0	0	0	0	0	1	0	0	0	0	urbt
boreal	0	0	0	0	0	0	0	0	0	0	boreāls
boredom	0	0	0	0	0	1	0	1	0	0	garlaicība
borer	0	0	0	0	0	0	0	0	0	0	urbis
boring	0	0	0	0	0	1	0	0	0	0	garlaicīgi
borough	0	0	0	0	0	0	0	0	0	0	rajons
borrow	0	0	0	0	0	0	0	0	0	0	aizņemties
borrower	0	0	0	0	0	1	0	0	0	0	aizņēmējs
bosom	0	0	0	0	0	0	0	0	0	0	krūtis
boss	0	0	0	0	0	0	0	0	0	0	priekšnieks
boston	0	0	0	0	0	0	0	0	0	0	Bostona
botanical	0	0	0	0	0	0	0	0	0	0	botāniskais
botanist	0	0	0	0	0	0	0	0	0	0	botāniķis
botany	0	0	0	0	0	0	0	0	0	0	botānika
bother	0	0	0	0	0	1	0	0	0	0	apnikt
bothering	1	0	0	0	0	1	0	1	0	0	traucējošs
bottle	0	0	0	0	0	0	0	0	0	0	pudele
bottom	0	0	0	0	0	1	0	1	0	0	apakšā
bottomless	0	0	0	1	0	0	0	0	0	0	bez dibena
boulder	0	0	0	0	0	0	0	0	0	0	laukakmens
bounce	0	0	0	0	0	0	0	0	0	0	lielība
bound	0	0	0	0	0	1	0	0	0	0	saistīts
boundary	0	0	0	0	0	0	0	0	0	0	robeža
boundless	0	0	0	0	0	0	0	0	0	0	neierobežots
bounds	0	0	0	0	0	0	0	0	0	0	robežas
bountiful	0	1	0	0	1	0	1	0	0	0	bagātīgs
bounty	0	1	0	0	1	0	1	0	0	1	veltes
bouquet	0	0	0	0	1	0	1	0	0	1	pušķis
bourgeois	0	0	0	0	0	0	0	0	0	0	buržuāzisks
bourgeoisie	0	0	0	0	0	0	0	0	0	0	buržuāzija
bourse	0	0	0	0	0	0	0	0	0	0	biržā
bout	1	0	0	0	0	1	0	0	0	0	cīņa
bovine	0	0	1	0	0	1	0	0	0	0	liellopu
bowed	0	0	0	0	0	0	0	0	0	0	paklanījās
bowels	0	0	1	0	0	0	0	0	0	0	zarnas
bowl	0	0	0	0	0	0	0	0	0	0	bļoda
bowls	0	0	0	0	0	0	0	0	0	0	bļodas
box	0	0	0	0	0	0	0	0	0	0	kaste
boxer	0	0	0	0	0	0	0	0	0	0	bokseris
boxing	1	0	0	0	0	0	0	0	0	0	bokss
boycott	0	0	0	0	0	1	0	0	0	0	boikotēt
boyhood	0	0	0	0	0	0	0	0	0	0	zēnība
boyish	0	0	0	0	0	0	0	0	0	0	puicisks
brace	0	0	0	0	0	0	0	0	0	0	lencēm
bracelet	0	0	0	0	0	0	0	0	0	0	rokassprādze
braces	0	0	0	0	0	0	0	0	0	0	lencēm
brachial	0	0	0	0	0	0	0	0	0	0	brahiāls
bracket	0	0	0	0	0	0	0	0	0	0	kronšteins
brackets	0	0	0	0	0	0	0	0	0	0	iekavās
brackish	0	0	0	0	0	0	0	0	0	0	iesāļš
brad	0	0	0	0	0	0	0	0	0	0	Breds
brag	0	0	0	0	0	1	0	0	0	0	lielīties
braid	0	0	0	0	0	0	0	0	0	0	bize
brain	0	0	0	0	0	0	0	0	0	0	smadzenes
brains	0	0	0	0	0	0	1	0	0	0	smadzenes
brainstorm	0	0	0	0	0	0	0	0	0	0	prāta vētra
brake	0	0	0	0	0	0	0	0	0	0	bremze
bran	0	0	1	0	0	0	0	0	0	0	klijas
branch	0	0	0	0	0	0	0	0	0	0	filiāle
branching	0	0	0	0	0	0	0	0	0	0	zarošanās
brandy	0	0	0	0	0	1	0	0	0	0	brendijs
brass	0	0	0	0	0	0	0	0	0	0	misiņš
brat	0	0	0	0	0	0	0	0	0	0	bretiņš
bravado	0	0	0	0	0	1	0	0	0	0	bravūra
bravery	0	0	0	0	0	0	1	0	0	0	drosme
brawl	1	0	1	1	0	1	0	0	0	0	kautiņš
brazen	1	0	0	0	0	1	0	0	0	0	nekaunīgs
breach	0	0	0	0	0	1	0	0	0	0	pārkāpums
bread	0	0	0	0	0	0	0	0	0	0	maize
breadth	0	0	0	0	0	0	0	0	0	0	platums
break	0	0	0	0	0	0	0	0	1	0	pārtraukums
breakable	0	0	0	0	0	0	0	0	0	0	salaužams
breakdown	0	0	0	0	0	1	0	0	0	0	saplīst
breaker	0	0	0	0	0	0	0	0	0	0	lauzējs
breakers	0	0	0	0	0	0	0	0	0	0	lauzēji
breakfast	0	0	0	0	0	0	1	0	0	0	brokastis
breakneck	0	0	0	0	0	1	0	0	0	0	satriekts
breakup	0	0	0	0	0	1	0	1	0	0	izšķirties
breath	0	0	0	0	0	0	0	0	0	0	elpa
breech	0	0	0	0	0	0	0	0	0	0	bridža
breeches	0	0	0	0	0	0	0	0	0	0	pusgarās bikses
breed	0	0	0	0	0	0	0	0	0	0	šķirne
breeder	0	0	0	0	0	0	0	0	0	0	selekcionārs
breeding	0	0	0	0	0	0	0	0	0	0	audzēšana
breeze	0	0	0	0	0	0	0	0	0	0	vēsma
breezy	0	0	0	0	0	0	0	0	0	0	vējains
brethren	0	0	0	0	0	0	0	0	0	0	brāļi
breve	0	0	0	0	0	0	0	0	0	0	breve
brevity	0	0	0	0	0	0	0	0	0	0	īsums
brew	0	0	0	0	0	0	0	0	0	0	brūvēt
brewing	0	0	0	0	0	0	0	0	0	0	alus pagatavošana
bribe	0	0	0	0	0	1	0	0	0	0	kukuli
bribery	0	0	1	0	0	1	0	0	0	0	kukuļošana
brick	0	0	0	0	0	0	0	0	0	0	ķieģelis
bridal	0	1	0	0	1	0	1	0	0	1	līgavas
bride	0	1	0	0	1	0	1	0	0	1	līgava
bridegroom	0	1	0	0	1	0	1	0	0	1	līgavainis
bridesmaid	0	0	0	0	1	0	1	0	0	1	līgavas māsa
bridge	0	0	0	0	0	0	0	0	0	0	tilts
bridle	0	0	0	0	0	0	0	0	0	0	iemaņas
briefly	0	0	0	0	0	0	0	0	0	0	īsi
brig	0	0	0	0	0	0	0	0	0	0	brig
brigade	0	0	0	1	0	1	0	0	0	0	brigāde
brighten	0	0	0	0	1	0	1	0	1	1	padarīt gaišāku
brightness	0	0	0	0	0	0	1	0	0	0	spilgtumu
brilliant	0	1	0	0	1	0	1	0	0	1	izcili
brim	0	0	0	0	0	0	0	0	0	0	mala
brimming	0	0	0	0	0	0	0	0	0	0	pilns
brimstone	1	0	0	1	0	1	0	0	0	0	sērs
brine	0	0	0	0	0	0	0	0	0	0	sālījumā
bring	0	0	0	0	0	0	0	0	0	0	atnest
brink	0	0	0	0	0	0	0	0	0	0	mala
brisk	0	0	0	0	0	0	0	0	0	0	ņiprs
bristle	0	0	0	0	0	1	0	0	0	0	sari
brittle	0	0	0	0	0	0	0	0	0	0	trausls
broadcast	0	0	0	0	0	0	0	0	0	0	pārraide
broadside	0	1	0	0	0	1	0	0	0	0	platmala
brocade	0	0	0	0	0	0	1	0	0	0	brokāta
brochure	0	0	0	0	0	0	0	0	0	0	brošūra
broil	1	0	0	0	0	1	0	0	0	0	cept
broke	0	0	0	1	0	1	0	1	0	0	salūza
broken	1	0	0	1	0	1	0	1	0	0	salauzts
broker	0	0	0	0	0	0	0	0	0	0	brokeris
brokerage	0	0	0	0	0	0	0	0	0	0	starpniecība
bronco	0	0	0	0	0	0	0	0	0	0	bronco
bronze	0	0	0	0	0	0	0	0	0	0	bronza
brood	0	0	0	0	0	0	0	0	0	0	perējums
brooding	0	0	0	0	0	0	0	0	0	0	pārdomām
brook	0	0	0	0	0	0	0	0	0	0	strauts
broom	0	0	0	0	0	0	0	0	0	0	slota
broth	0	0	0	0	0	0	0	0	0	0	buljonu
brothel	0	0	1	0	0	1	0	0	0	0	bordelis
brother	0	0	0	0	0	0	1	0	0	1	brālis
brotherhood	0	0	0	0	0	0	1	0	0	1	brālība
brotherly	0	1	0	0	1	0	1	0	0	1	brālīgs
brow	0	0	0	0	0	0	0	0	0	0	uzacis
brown	0	0	0	0	0	0	0	0	0	0	brūns
bruise	0	1	0	0	0	1	0	0	0	0	ievainojums
brunette	0	0	0	0	0	0	0	0	0	0	brunete
brunt	1	0	0	0	0	1	0	0	0	0	nežēlīgi
brush	0	0	0	0	0	0	0	0	0	0	otu
brutal	1	0	0	1	0	1	0	0	0	0	brutāls
brutality	1	0	0	1	0	1	0	0	0	0	brutalitāte
brute	1	0	0	1	0	1	0	1	0	0	rupjš
bubble	0	0	0	0	0	0	0	0	0	0	burbulis
bubbling	0	0	0	0	0	0	0	0	0	0	burbuļojošs
buck	0	0	0	1	0	1	1	0	1	0	buks
bucket	0	0	0	0	0	0	0	0	0	0	spainis
buckle	0	0	0	0	0	0	0	0	0	0	sprādze
buckled	0	0	0	0	0	0	0	0	0	0	piesprādzējies
bud	0	0	0	0	0	0	0	0	0	0	pumpurs
buddy	0	1	0	0	1	0	1	0	0	1	draugs
budge	0	0	0	0	0	0	0	0	0	0	pakustēties
budget	0	0	0	0	0	0	0	0	0	1	budžetu
buffalo	0	0	0	0	0	0	0	0	0	0	bifeļa
buffer	0	0	0	0	0	0	0	0	0	0	buferis
buffet	1	0	0	0	0	1	0	0	0	0	bufete
bug	0	0	1	1	0	1	0	0	0	0	kļūda
bugaboo	1	0	0	1	0	1	0	1	0	0	bugaboo
buggy	0	0	0	0	0	0	0	0	0	0	bagijs
bugle	0	1	0	0	0	0	0	0	0	0	bugle
build	0	0	0	0	0	0	1	0	0	0	būvēt
builder	0	0	0	0	0	0	0	0	0	0	celtnieks
building	0	0	0	0	0	0	1	0	0	0	ēka
buildings	0	0	0	0	0	0	0	0	0	0	ēkas
bulb	0	0	0	0	0	0	0	0	0	0	spuldze
bulbous	0	0	0	0	0	1	0	0	0	0	sīpolveida
bulge	0	0	0	0	0	0	0	0	0	0	izspiesties
bulk	0	0	0	0	0	0	0	0	0	0	lielapjoma
bulkhead	0	0	0	0	0	0	0	0	0	0	starpsiena
bulky	0	0	0	0	0	0	0	0	0	0	lielgabarīta
bull	0	0	0	0	0	0	0	0	0	0	bullis
bulldog	0	0	0	0	0	0	1	0	0	0	buldogs
bulldozer	0	0	0	0	0	0	0	0	0	0	buldozers
bullet	0	0	0	0	0	0	0	0	0	0	lode
bulletin	0	0	0	0	0	0	0	0	0	0	biļetens
bulletproof	0	0	0	0	0	0	1	0	0	0	ložu necaurlaidīgs
bullock	0	0	0	0	0	0	0	0	0	0	bullis
bully	1	0	0	1	0	1	0	0	0	0	kauslis
bulwark	0	0	0	0	0	0	0	0	0	0	siena
bum	0	0	1	0	0	1	0	1	0	0	bomzis
bummer	1	0	1	0	0	1	0	0	0	0	bēda
bump	0	0	0	0	0	0	0	0	0	0	sasist
bun	0	0	0	0	0	0	0	0	0	0	maizīte
bunch	0	0	0	0	0	0	0	0	0	0	ķekars
bundle	0	0	0	0	0	0	0	0	0	0	saišķis
bungalow	0	0	0	0	0	0	0	0	0	0	bungalo
bunk	0	0	0	0	0	0	0	0	0	0	divstāvu
bunker	0	0	0	1	0	0	0	0	0	0	bunkurs
bunt	0	0	0	0	0	0	0	0	0	0	bunt
buoy	0	0	0	0	0	0	1	0	0	0	boja
buoyancy	0	0	0	0	0	0	0	0	0	0	peldspēja
bur	0	0	0	0	0	0	0	0	0	0	bur
burden	0	0	0	0	0	0	0	0	0	0	slogu
burdensome	0	0	0	1	0	1	0	1	0	0	apgrūtinoši
bureau	0	0	0	0	0	0	0	0	0	0	birojs
bureaucracy	0	0	0	0	0	1	0	0	0	1	birokrātija
bureaucrat	0	0	1	0	0	1	0	0	0	0	birokrāts
burglar	0	0	1	1	0	1	0	0	0	0	kramplauzis
burglary	0	0	0	0	0	1	0	0	0	0	laupīšana
burial	1	0	0	1	0	1	0	1	0	0	apbedīšana
buried	0	0	0	1	0	1	0	1	0	0	apglabāts
burke	1	0	1	1	0	1	0	1	0	0	burke
burlap	0	0	0	0	0	0	0	0	0	0	audekls
burlesque	0	0	0	0	0	0	0	0	1	0	burleska
burly	0	0	0	0	0	0	0	0	0	0	kupls
burn	0	0	0	0	0	0	0	0	0	0	sadedzināt
burner	0	0	0	0	0	0	0	0	0	0	deglis
burning	0	0	0	0	0	0	0	0	0	0	degšana
burnished	0	0	0	0	0	0	0	0	0	0	piedegusi
burnout	0	0	0	0	0	0	0	0	0	0	izdegt
burnt	0	0	1	0	0	1	0	0	0	0	sadedzis
burr	0	0	0	0	0	0	0	0	0	0	burr
burrow	0	0	0	0	0	0	0	0	0	0	urbt
bursary	0	0	0	0	0	0	0	0	0	1	stipendija
bury	0	0	0	0	0	0	0	1	0	0	apglabāt
bus	0	0	0	0	0	0	0	0	0	0	autobuss
bush	0	0	0	0	0	0	0	0	0	0	krūms
bushel	0	0	0	0	0	0	0	0	0	0	bušelis
bushy	0	0	0	0	0	0	0	0	0	0	kuplas
business	0	0	0	0	0	0	0	0	0	0	Bizness
buss	0	0	0	0	1	0	1	0	0	0	autobuss
bust	0	0	0	0	0	0	0	0	0	0	krūtis
busted	1	0	0	1	0	1	0	0	0	0	salauzts
bustle	0	0	0	0	0	0	0	0	0	0	burzma
bustling	0	0	0	0	0	0	0	0	0	0	rosīgs
busy	0	0	0	0	0	0	0	0	0	0	aizņemts
butane	0	0	0	0	0	0	0	0	0	0	butāns
butcher	1	0	1	1	0	1	0	0	0	0	miesnieks
butler	0	0	0	0	0	0	1	0	0	1	sulainis
butt	0	0	0	0	0	1	0	0	0	0	dibens
butter	0	0	0	0	0	0	0	0	0	0	sviests
butterfly	0	0	0	0	0	0	0	0	0	0	tauriņš
buttery	0	0	0	0	0	0	1	0	0	0	sviestains
buttock	0	0	0	0	0	0	0	0	0	0	sēžamvieta
button	0	0	0	0	0	0	0	0	0	0	pogu
buttress	0	0	0	0	0	0	0	0	0	0	balsts
buxom	0	0	0	0	0	0	1	0	0	0	buxom
buy	0	0	0	0	0	0	0	0	0	0	pirkt
buyer	0	0	0	0	0	0	0	0	0	0	pircējs
buying	0	0	0	0	0	0	0	0	0	0	pērkot
buzz	0	1	0	1	0	0	1	0	0	0	baumas
buzzed	0	0	0	0	0	1	0	0	0	0	zumēja
buzzer	0	0	0	0	0	0	0	0	0	0	zummers
bye	0	1	0	0	0	0	0	0	0	0	čau
bygone	0	0	0	0	0	0	0	0	0	0	pagājis
bylaw	0	0	0	0	0	0	0	0	0	1	nolikumā
bystander	0	0	0	0	0	0	0	0	0	0	malā stāvētājs
byte	0	0	0	0	0	0	0	0	0	0	baits
cab	0	0	0	0	0	0	1	0	0	0	taksis
cabal	0	0	0	1	0	1	0	0	0	0	kabals
cabbage	0	0	0	0	0	0	0	0	0	0	kāposti
cabin	0	0	0	0	0	0	0	0	0	0	salonā
cabinet	0	0	0	0	0	0	1	0	0	1	kabinets
cable	0	0	0	0	0	0	0	0	1	0	kabeli
cabriolet	0	0	0	0	0	0	0	0	0	0	kabrioletu
cache	0	0	0	0	0	0	0	0	0	0	kešatmiņa
cacophony	1	0	1	0	0	1	0	0	0	0	kakofonija
cad	1	0	1	0	0	1	0	0	0	0	cad
cadaver	0	0	1	1	0	1	0	1	1	0	līķis
caddy	0	0	0	0	0	0	0	0	0	0	caddy
cadence	0	0	0	0	0	0	0	0	0	0	kadence
cadet	0	0	0	0	0	0	0	0	0	0	kadets
cafe	0	0	0	0	0	0	1	0	0	0	kafejnīca
cage	0	0	0	0	0	1	0	1	0	0	būris
cairn	0	0	0	0	0	0	0	0	0	0	Cairn
cake	0	0	0	0	0	0	0	0	0	0	kūka
calamity	0	0	0	0	0	0	0	1	0	0	nelaime
calcareous	0	0	0	0	0	0	0	0	0	0	kaļķains
calculate	0	0	0	0	0	0	0	0	0	0	aprēķināt
calculated	0	0	0	0	0	0	0	0	0	0	aprēķināts
calculating	0	0	0	0	0	1	0	0	0	0	aprēķinot
calculation	0	1	0	0	0	0	0	0	0	0	aprēķins
calculator	0	0	0	0	0	0	1	0	0	1	kalkulators
calculus	0	0	0	0	0	0	0	0	0	0	aprēķins
calendar	0	0	0	0	0	0	0	0	0	0	kalendārs
calender	0	0	0	0	0	0	0	0	0	0	kalendārs
calf	0	0	0	0	1	0	1	0	0	1	teļš
caliber	0	0	0	0	0	0	0	0	0	0	kalibrs
calibrate	0	0	0	0	0	0	0	0	0	0	kalibrēt
calico	0	0	0	0	0	0	0	0	0	0	kalikons
calipers	0	0	0	0	0	0	0	0	0	0	suporti
call	0	0	0	0	0	0	0	0	0	0	zvanu
calligraphy	0	0	0	0	0	0	0	0	0	0	kaligrāfija
calling	0	0	0	0	0	0	0	0	0	0	zvanot
callous	1	0	1	0	0	1	0	0	0	0	bezjūtīgs
calls	0	1	0	0	0	1	0	0	0	1	zvani
calm	0	0	0	0	0	0	1	0	0	0	mierīgs
calmness	0	0	0	0	0	0	0	0	0	0	mierīgums
caloric	0	0	0	0	0	0	0	0	0	0	kaloriju
calorie	0	0	0	0	0	0	0	0	0	0	kaloriju
calorimeter	0	0	0	0	0	0	0	0	0	0	kalorimetrs
cam	0	0	0	0	0	0	0	0	0	0	cam
camber	0	0	0	0	0	0	0	0	0	0	izliekums
camel	0	0	0	0	0	0	0	0	0	0	kamielis
cameo	0	0	0	0	0	0	0	0	0	0	kameja
cameraman	0	0	0	0	0	0	0	0	0	0	operators
camisole	0	0	0	0	0	0	0	0	0	0	kamzolis
camouflage	0	0	0	0	0	0	0	0	1	0	maskēšanās
camouflaged	0	0	0	0	0	0	0	0	1	0	maskējies
camp	0	0	0	0	0	0	0	0	0	0	nometne
campaign	0	0	0	0	0	0	0	0	0	0	kampaņa
campaigner	0	0	0	0	0	0	0	0	0	0	kampaņas dalībnieks
campaigning	1	0	0	1	0	1	0	0	0	0	kampaņas
campus	0	0	0	0	0	0	0	0	0	0	universitātes pilsētiņa
canal	0	0	0	0	0	0	0	0	0	0	kanāls
canary	0	0	0	0	0	0	1	0	0	0	kanārijputniņš
cancel	0	0	0	0	0	1	0	1	0	0	atcelt
canceling	0	0	0	0	0	0	0	0	0	0	atceļot
cancellation	0	0	0	0	0	0	0	0	0	0	atcelšana
cancer	1	0	1	1	0	1	0	1	0	0	vēzis
candid	0	1	0	0	1	0	1	0	1	1	vaļsirdīgs
candidacy	0	0	0	0	0	0	0	0	0	0	kandidatūru
candidate	0	0	0	0	0	0	1	0	0	0	kandidāts
candied	0	0	0	0	0	0	1	0	0	0	sukādes
candle	0	0	0	0	0	0	0	0	0	0	svece
candlelight	0	0	0	0	0	0	0	0	0	0	sveču gaisma
candlestick	0	0	0	0	0	0	0	0	0	0	svečturis
candor	0	0	0	0	0	0	0	0	0	0	vaļsirdība
candy	0	0	0	0	0	0	0	0	0	0	konfektes
cane	1	0	0	1	0	0	0	0	0	0	spieķis
canine	0	0	0	0	0	0	0	0	0	0	suņu
canister	0	0	0	0	0	0	0	0	0	0	kārba
canker	1	0	1	0	0	1	0	0	0	0	vēzis
cannibal	0	0	1	1	0	1	0	0	0	0	kanibāls
cannibalism	0	0	1	0	0	1	0	0	0	0	kanibālisms
canning	0	0	0	0	0	0	0	0	0	0	konservēšana
cannon	1	0	0	1	0	1	0	0	0	0	lielgabals
canoe	0	0	0	0	0	0	0	0	0	0	kanoe
canon	0	0	0	0	0	0	0	0	0	0	kanons
canonical	0	0	0	0	0	0	0	0	0	0	kanonisks
canons	0	0	0	0	0	0	0	0	0	1	kanoniem
canopy	0	0	0	0	0	0	0	0	0	0	nojume
canteen	0	0	0	0	0	0	0	0	0	0	ēdnīca
canterbury	0	0	0	0	0	0	0	0	0	0	Kenterberija
cantilever	0	0	0	0	0	0	0	0	0	0	konsoles
canto	0	0	0	0	0	0	0	0	0	0	canto
canton	0	0	0	0	0	0	0	0	0	0	kantons
canvas	0	0	0	0	0	0	0	0	0	0	audekls
canvass	0	0	0	0	0	0	0	0	0	0	audekls
cap	0	1	0	0	0	0	0	0	0	1	vāciņš
capability	0	0	0	0	0	0	0	0	0	0	spēja
capable	0	0	0	0	0	0	0	0	0	0	spējīgs
capacity	0	0	0	0	0	0	0	0	0	0	jaudu
cape	0	0	0	0	0	0	0	0	0	0	apmetnis
caper	0	0	0	0	0	0	0	0	0	0	kapars
capillary	0	0	0	0	0	0	0	0	0	0	kapilārs
capital	0	0	0	0	0	0	0	0	0	0	kapitāls
capitalist	0	0	0	0	0	0	1	0	0	0	kapitālists
capitals	0	0	0	0	0	0	0	0	0	0	galvaspilsētas
capitation	0	0	0	0	0	0	0	0	0	0	kapitācija
capitol	0	0	0	0	0	0	0	0	0	0	galvaspilsēta
capitulation	0	0	0	0	0	0	0	0	0	0	kapitulācija
caprice	0	0	0	0	0	0	0	0	0	0	kaprīzs
capricious	0	0	0	0	0	0	0	0	0	0	kaprīzs
caps	0	0	0	0	0	0	0	0	0	0	vāciņi
capsule	0	0	0	0	0	0	0	0	0	0	kapsula
captain	0	0	0	0	0	0	1	0	0	0	kapteinis
caption	0	0	0	0	0	0	0	0	0	0	parakstu
captivate	0	1	0	0	1	0	1	0	1	1	valdzināt
captivating	0	0	0	0	0	0	1	0	0	0	valdzinošs
captive	0	0	0	1	0	1	0	1	0	0	gūstā
captivity	0	0	0	0	0	1	0	1	0	0	gūstā
captor	0	0	0	1	0	1	0	0	0	0	sagūstītājs
capture	0	0	0	0	0	1	0	0	0	0	sagūstīt
car	0	0	0	0	0	0	0	0	0	0	auto
caramel	0	0	0	0	0	0	0	0	0	0	karamele
carat	0	0	0	0	0	0	0	0	0	0	karātu
caravan	0	0	0	0	0	0	0	0	0	0	karavāna
carbon	0	0	0	0	0	0	0	0	0	0	ogleklis
carcass	0	0	1	1	0	1	0	1	0	0	karkass
carcinoma	0	0	0	1	0	1	0	1	0	0	karcinoma
card	0	0	0	0	0	0	0	0	0	0	karti
cardigan	0	0	0	0	0	0	0	0	0	0	jaka
cardinal	0	0	0	0	0	0	0	0	0	0	kardināls
cardiomyopathy	0	0	0	1	0	1	0	1	0	0	kardiomiopātija
cards	0	0	0	0	0	0	0	0	0	0	kartes
care	0	0	0	0	0	0	0	0	0	0	aprūpi
career	0	1	0	0	0	0	1	0	0	0	karjeru
careful	0	0	0	0	0	0	1	0	0	0	uzmanīgi
carefully	0	0	0	0	0	0	1	0	0	0	uzmanīgi
carelessness	1	0	1	0	0	1	0	0	0	0	neuzmanība
caress	0	0	0	0	0	0	1	0	0	0	samīļot
caret	0	0	0	0	0	0	0	0	0	0	caret
