English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Afrikaans Word
countryman	0	0	0	0	0	0	0	0	0	1	landgenoot
counts	0	0	0	0	0	0	0	0	0	0	tel
county	0	0	0	0	0	0	0	0	0	1	graafskap
coup	1	0	0	0	0	0	0	0	1	0	staatsgreep
couple	0	0	0	0	0	0	0	0	0	0	egpaar
coupled	0	0	0	0	0	0	0	0	0	0	gekoppel
coupon	0	0	0	0	0	0	0	0	0	0	koepon
courage	0	0	0	0	0	0	1	0	0	0	moed
courageous	0	0	0	1	0	0	1	0	0	0	moedig
courier	0	0	0	0	0	0	0	0	0	1	koerier
courses	0	0	0	0	0	0	0	0	0	0	kursusse
coursing	0	0	0	0	0	1	0	0	0	0	kursus
court	1	1	0	1	0	0	0	0	0	0	hof
courteous	0	0	0	0	0	0	1	0	0	0	hoflik
courtesy	0	0	0	0	0	0	1	0	0	0	hoflikheid
courthouse	0	0	0	0	0	0	0	0	0	0	hofgebou
courts	0	0	0	0	0	0	0	0	0	0	howe
courtship	0	1	0	0	1	0	1	0	0	1	hofmakery
courtyard	0	0	0	0	0	0	0	0	0	0	binnehof
cove	0	1	1	1	1	0	1	0	0	0	inham
covenant	0	0	0	0	0	0	1	0	0	1	verbond
cover	0	0	0	0	0	0	0	0	0	1	dekking
covered	0	0	0	0	0	0	0	0	0	0	bedek
covering	0	0	0	0	0	0	0	0	0	0	bedekking
covert	0	0	0	0	0	0	0	0	0	0	bedekte
covet	0	0	0	0	0	1	0	0	0	0	begeer
cow	0	0	0	0	0	0	0	0	0	0	koei
coward	0	0	1	1	0	1	0	1	0	0	lafhartig
cowardice	0	0	0	1	0	1	0	0	0	0	lafhartigheid
cowardly	0	0	0	1	0	1	0	0	0	0	lafhartig
cowboy	0	0	0	0	0	0	0	0	0	0	cowboy
cowhide	0	0	0	0	0	0	0	0	0	0	beesvel
cowl	0	0	0	0	0	0	0	0	0	0	kap
coworker	0	0	0	0	0	0	0	0	0	0	medewerker
coy	0	0	0	1	0	0	0	0	0	0	bedagsaam
coyote	0	0	0	1	0	0	0	0	0	0	coyote
crab	0	0	0	0	0	0	0	0	0	0	krap
crabby	1	0	0	0	0	1	0	0	0	0	krapperig
crack	0	0	0	0	0	1	0	0	0	0	kraak
cracked	1	0	0	1	0	1	0	0	0	0	gekraak
cracker	0	0	0	0	0	0	0	0	0	0	kraker
cracking	0	0	0	0	0	1	0	0	0	0	krake
crackle	0	0	0	0	0	0	0	0	0	0	geknetter
cradle	0	1	0	0	1	0	1	0	0	1	wieg
craft	0	0	0	0	0	0	1	0	0	0	handwerk
craftsman	0	0	0	0	0	0	1	0	0	0	vakman
crafty	0	0	0	0	0	0	0	0	0	0	skelm
craig	0	0	0	0	0	0	0	0	0	0	craig
crammed	0	0	0	0	0	0	0	0	0	0	propvol
cramp	0	1	0	0	0	1	0	0	0	0	kramp
cramped	0	0	0	0	0	1	0	0	0	0	beknop
crane	0	0	0	0	0	0	0	0	0	0	hyskraan
cranium	0	0	0	0	0	0	0	0	0	0	skedel
crank	0	0	0	0	0	1	0	0	0	0	kruk
cranky	1	0	0	0	0	1	0	0	0	0	chagrijnig
crap	0	0	1	0	0	1	0	0	0	0	kak
craps	0	1	0	0	0	0	0	0	0	0	craps
crash	0	0	0	1	0	1	0	1	1	0	neerstort
crate	0	0	0	0	0	0	0	0	0	0	krat
crater	0	0	0	0	0	0	0	0	0	0	krater
crave	0	1	0	0	0	0	0	0	0	0	smag
craving	0	1	0	0	0	0	0	0	0	0	hunkering
crawfish	0	0	0	0	0	0	0	0	0	0	kreef
crawl	0	0	1	0	0	1	0	0	0	0	kruip
crayons	0	0	0	0	0	0	0	0	0	0	kryte
craze	0	0	0	0	0	0	0	0	0	0	gier
crazed	1	0	0	1	0	1	0	0	0	0	gek
crazy	1	0	0	1	0	1	0	1	0	0	gek
creaking	0	0	0	0	0	1	0	0	0	0	krakende
cream	0	1	0	0	1	0	1	0	1	0	room
creamer	0	0	0	0	0	0	0	0	0	0	verromer
creamy	0	0	0	0	0	0	0	0	0	0	romerig
crease	0	0	0	0	0	0	0	0	0	0	plooi
create	0	0	0	0	1	0	1	0	0	0	skep
creation	0	0	0	0	0	0	0	0	0	0	skepping
creative	0	0	0	0	0	0	1	0	0	0	kreatief
creator	0	0	0	0	0	0	0	0	0	0	skepper
creature	0	0	1	1	0	1	0	0	0	0	skepsel
credence	0	0	0	0	0	0	1	0	0	1	geloofwaardigheid
credential	0	0	0	0	0	0	1	0	0	1	geloofsbriewe
credentials	0	0	0	0	0	0	0	0	0	0	geloofsbriewe
credibility	0	0	0	0	0	0	1	0	0	1	geloofwaardigheid
credible	0	0	0	0	0	0	1	0	0	1	geloofwaardig
credit	0	0	0	0	0	0	1	0	0	1	krediet
creditable	0	0	0	0	0	0	1	0	0	1	kredietwaardig
credited	0	0	0	0	0	0	1	0	0	0	gekrediteer
crediting	0	0	0	0	0	0	0	0	0	0	kreditering
creditor	0	0	0	0	0	0	0	0	0	0	skuldeiser
creed	0	0	0	0	0	0	0	0	0	0	geloofsbelydenis
creek	0	0	0	0	0	0	0	0	0	0	kreek
creep	0	0	0	0	0	1	0	0	0	0	kruip
creeping	0	1	0	0	0	0	0	0	0	0	kruipende
cremation	0	0	0	0	0	0	0	1	0	0	verassing
creole	0	0	0	0	0	0	0	0	0	0	kreools
crescendo	0	1	0	0	1	0	1	0	1	1	crescendo
crescent	0	0	0	0	0	0	0	0	0	0	halfmaan
crevice	0	0	0	0	0	0	0	0	0	0	skeur
crew	0	0	0	0	0	0	0	0	0	1	bemanning
crib	0	0	0	0	0	0	0	0	0	0	krip
cricket	0	0	0	0	0	0	0	0	0	0	krieket
crime	1	0	0	0	0	1	0	0	0	0	misdaad
criminal	1	0	1	1	0	1	0	0	0	0	krimineel
criminality	1	0	1	1	0	1	0	0	0	0	misdadigheid
crimp	0	0	0	0	0	0	0	0	0	0	krimp
crimson	0	0	0	0	0	0	0	0	0	0	bloedrooi
cringe	0	0	1	1	0	1	0	1	0	0	ineenkrimp
cripple	0	0	0	1	0	1	0	1	0	0	kreupel
crippled	0	0	0	0	0	1	0	1	0	0	kreupel
crisis	0	0	0	0	0	1	0	0	0	0	krisis
crisp	0	0	0	0	0	1	0	0	0	1	kraakvars
criterion	0	0	0	0	0	0	0	0	0	0	maatstaf
critic	0	0	0	0	0	1	0	0	0	0	kritikus
criticism	1	0	0	0	0	1	0	1	0	0	kritiek
criticize	1	0	1	1	0	1	0	1	0	0	kritiseer
critique	0	0	0	0	0	0	1	0	0	0	kritiek
critter	0	0	1	0	0	0	0	0	0	0	diertjie
croak	0	0	0	0	0	0	0	0	0	0	kwaak
crock	0	0	0	0	0	0	0	0	0	0	kruk
crockery	0	0	0	0	0	0	0	0	0	0	breekware
crocodile	0	0	0	1	0	0	0	0	0	0	krokodil
croft	0	0	0	0	0	0	0	0	0	0	croft
crook	0	0	0	0	0	1	0	0	0	0	dief
crop	0	0	0	0	0	0	0	0	0	0	gewas
croquet	0	0	0	0	0	0	0	0	0	0	kroket
cross	1	0	0	1	0	1	0	1	0	0	kwaad
crossbow	0	0	0	0	0	0	0	0	0	0	kruisboog
crossed	0	0	0	0	0	0	0	0	0	0	gekruis
crossing	0	0	0	0	0	0	0	0	0	0	kruising
crotch	0	0	0	0	0	0	0	0	0	0	kruis
crouch	0	0	0	1	0	0	0	0	0	0	hurk
crouched	0	0	0	0	0	0	0	0	0	0	gehurk
crouching	0	0	0	1	0	1	0	0	0	0	gehurk
croupier	0	0	0	0	0	0	0	0	0	0	croupier
crow	0	0	0	0	0	0	0	0	0	0	kraai
crowd	0	0	0	0	0	0	0	0	0	0	skare
crowded	0	0	0	0	0	0	0	0	0	0	oorvol
crown	0	0	0	0	0	0	0	0	0	0	kroon
crowning	0	1	0	0	1	0	1	0	1	1	bekroning
crucial	0	0	0	0	0	0	1	0	0	1	deurslaggewend
cruciate	0	0	0	0	0	1	0	0	0	0	kruisig
crucifix	0	0	0	0	0	0	0	0	0	0	kruisbeeld
crucifixion	1	0	1	1	0	1	0	1	0	0	kruisiging
crude	0	0	1	0	0	1	0	0	0	0	ru
cruel	1	0	1	1	0	1	0	1	0	0	wreed
cruelly	1	0	0	1	0	1	0	0	0	0	wreed
cruelty	1	0	1	1	0	1	0	1	0	0	wreedheid
cruise	0	0	0	0	0	0	0	0	0	0	cruise
cruiser	0	0	0	0	0	0	0	0	0	0	kruiser
crumb	0	0	0	0	0	0	0	0	0	0	krummel
crumbling	0	0	0	0	0	1	0	1	0	0	verkrummel
crunch	1	0	0	0	0	1	0	0	0	0	knars
crusade	1	0	0	1	0	1	0	0	0	0	kruistog
crush	0	0	0	0	0	0	0	0	0	0	verpletter
crushed	1	0	1	1	0	1	0	1	0	0	verpletter
crushing	1	0	1	1	0	1	0	0	0	0	verpletterend
crust	0	0	0	0	0	0	0	0	0	0	kors
crusty	0	0	1	0	0	1	0	0	0	0	korserig
crutch	0	0	0	0	0	0	0	0	0	0	kruk
crux	0	0	0	0	0	0	0	0	0	0	kern
cry	0	0	0	0	0	1	0	1	0	0	huil
crying	0	0	0	0	0	1	0	1	0	0	huil
crypt	0	0	0	1	0	1	0	1	0	0	krip
cryptic	0	0	0	0	0	0	0	0	0	0	kripties
cryptography	0	0	0	0	0	0	0	0	0	0	kriptografie
crystal	0	0	0	0	0	0	1	0	0	0	kristal
crystalline	0	0	0	0	0	0	0	0	0	0	kristallyn
crystallization	0	0	0	0	0	0	0	0	0	0	kristallisasie
cub	0	0	0	0	0	0	0	0	0	0	welpie
cube	0	0	0	0	0	0	0	0	0	1	kubus
cubicle	0	0	0	0	0	0	0	0	0	0	hokkie
cuckold	0	0	1	0	0	1	0	0	0	0	koekie
cuckoo	0	0	0	0	0	1	0	0	0	0	koekoek
cuddle	0	0	0	0	1	0	1	0	0	1	knuffel
cue	0	1	0	0	0	0	0	0	0	0	leidraad
cuff	0	0	0	0	0	0	0	0	0	0	manchet
cuisine	0	0	0	0	0	0	0	0	0	0	kookkuns
culinary	0	0	0	0	0	0	1	0	0	1	kulinêre
cull	0	0	0	0	0	1	0	0	0	0	uitskot
culminate	0	0	0	0	0	0	0	0	0	0	kulmineer
culmination	0	0	0	0	0	0	1	0	0	0	hoogtepunt
culpability	0	0	0	0	0	1	0	0	0	0	skuld
culpable	0	0	0	0	0	1	0	0	0	0	skuldig
culprit	0	0	0	0	0	1	0	0	0	0	skuldige
cult	0	0	0	1	0	1	0	0	0	0	kultus
cultivate	0	1	0	0	0	0	1	0	0	1	kweek
cultivated	0	0	0	0	0	0	1	0	0	0	gekweek
cultivation	0	0	0	0	0	0	1	0	0	0	verbouing
culture	0	0	0	0	0	0	1	0	0	0	kultuur
culvert	0	0	0	0	0	0	0	0	0	0	leivoor
cumbersome	0	0	0	0	0	1	0	1	0	0	omslagtig
cumulus	0	0	0	0	0	0	0	0	0	0	kumulus
cunning	0	0	0	0	0	1	1	0	0	0	geslepe
cup	0	0	0	0	0	0	0	0	0	0	koppie
cupboard	0	0	0	0	0	0	0	0	0	0	kas
cupping	0	0	1	1	0	1	0	1	0	0	koppie
cur	1	0	1	1	0	1	0	0	0	0	cur
curable	0	0	0	0	0	0	1	0	0	1	geneesbaar
curate	0	0	0	0	0	0	0	0	0	0	kurateer
curative	0	0	0	0	0	0	0	0	0	0	genesend
curator	0	0	0	0	0	0	0	0	0	0	kurator
curb	0	0	0	0	0	0	0	0	0	0	randsteen
curd	0	0	0	0	0	0	0	0	0	0	wrongel
curfew	0	0	0	0	0	0	0	0	0	0	aanklokreël
curiosity	0	1	0	0	0	0	1	0	1	0	nuuskierigheid
curl	0	0	0	0	0	0	1	0	0	0	krul
curling	0	0	0	0	0	0	0	0	0	0	krul
currency	0	0	0	0	0	0	0	0	0	0	geldeenheid
current	0	0	0	0	0	0	0	0	0	0	huidige
curriculum	0	0	0	0	0	0	0	0	0	0	kurrikulum
curry	0	0	0	0	0	0	0	0	0	0	kerrie
curse	1	0	1	1	0	1	0	1	0	0	vloek
cursed	1	0	0	1	0	1	0	1	0	0	vervloek
cursing	1	0	1	0	0	1	0	0	0	0	vloek
cursory	0	0	0	0	0	1	0	0	0	0	vlugtig
curt	0	0	0	0	0	0	0	0	0	0	kortaf
curtail	0	0	0	0	0	0	0	0	0	0	inkort
curtailment	0	0	0	0	0	0	0	0	0	0	inkorting
curtain	0	0	0	0	0	0	0	0	0	0	gordyn
curvature	0	0	0	0	0	0	0	0	0	0	kromming
curve	0	0	0	0	0	0	0	0	0	0	kromme
curved	0	0	0	0	0	0	0	0	0	0	gebuig
curvilinear	0	0	0	0	0	0	0	0	0	0	kromlynig
cushion	0	0	0	0	0	0	1	0	0	0	kussing
cusp	0	0	0	0	0	0	0	0	0	0	kusp
cussed	1	0	0	0	0	0	0	0	0	0	gevloek
custodian	0	0	0	0	0	0	0	0	0	1	bewaarder
custody	0	0	0	0	0	0	0	0	0	1	bewaring
custom	0	0	0	0	0	0	0	0	0	0	pasgemaak
customary	0	0	0	0	0	0	0	0	0	0	gebruiklik
customer	0	0	0	0	0	0	1	0	0	0	kliënt
cut	0	0	0	0	0	0	0	0	0	0	sny
cutaneous	0	0	0	0	0	0	0	0	0	0	kutane
cute	0	0	0	0	0	0	1	0	0	0	oulik
cuticle	0	0	0	0	0	0	0	0	0	0	kutikula
cutlery	0	0	0	0	0	0	0	0	0	0	eetgerei
cutter	0	0	0	1	0	1	0	0	0	0	snyer
cutters	0	0	0	0	0	0	1	0	0	0	snyers
cutthroat	1	0	0	1	0	1	0	0	0	0	moordenaar
cutting	1	0	1	1	0	1	0	1	0	0	sny
cuttings	0	0	0	0	0	0	0	0	0	0	steggies
cwt	0	0	0	0	0	0	0	0	0	0	cwt
cyanide	0	0	0	1	0	1	0	0	0	0	sianied
cycle	0	0	0	0	0	0	0	0	0	0	siklus
cyclical	0	0	0	0	0	0	0	0	0	0	sikliese
cyclist	0	0	0	0	0	0	0	0	0	0	fietsryer
cyclone	0	0	0	1	0	1	0	0	1	0	sikloon
cylinder	0	0	0	0	0	0	0	0	0	0	silinder
cylindrical	0	0	0	0	0	0	0	0	0	0	silindries
cymbal	0	0	0	0	0	0	0	0	0	0	simbaal
cynic	0	0	0	0	0	0	0	0	0	0	sinies
cyst	0	0	0	1	0	1	0	1	0	0	sist
cystic	0	0	1	0	0	0	0	0	0	0	sistiese
cytomegalovirus	0	0	0	0	0	1	0	1	0	0	sitomegalovirus
cytoplasm	0	0	0	0	0	0	0	0	0	0	sitoplasma
czar	0	0	0	0	0	0	0	0	0	0	tsaar
dab	0	0	0	0	0	0	0	0	0	0	klad
dabble	0	0	0	0	0	0	0	0	0	0	ploeter
dabbling	1	0	1	0	0	1	0	0	0	0	pruttel
dad	0	0	0	0	0	0	0	0	0	0	pa
dado	0	0	0	0	0	0	0	0	0	0	dado
daemon	1	0	1	1	0	1	0	1	1	0	daemoon
daft	0	0	1	0	0	1	0	0	0	0	dwaas
dagger	0	0	0	1	0	1	0	0	0	0	dolk
daily	0	1	0	0	0	0	0	0	0	0	daagliks
dainty	0	0	0	0	0	0	0	0	0	0	deftig
dairy	0	0	0	0	0	0	0	0	0	0	suiwel
dak	0	0	0	0	0	0	0	0	0	0	dak
dale	0	0	0	0	0	0	0	0	0	0	dal
dam	0	0	0	0	0	0	0	0	0	0	dam
damage	1	0	1	0	0	1	0	1	0	0	skade
damages	0	0	0	0	0	1	0	1	0	0	skadevergoeding
dame	1	0	1	0	0	0	1	0	0	1	dame
damn	1	0	1	0	0	1	0	0	0	0	verdomp
damnation	1	0	0	1	0	1	0	1	0	0	verdoemenis
damned	0	0	0	0	0	1	0	0	0	0	verdoem
damp	0	0	0	0	0	0	0	0	0	0	klam
dampened	0	0	0	0	0	0	0	0	0	0	gedemp
damper	0	0	0	0	0	1	0	0	0	0	demper
damsel	0	0	0	0	0	0	0	0	0	0	meisie
dance	0	0	0	0	1	0	1	0	0	1	dans
dancer	0	0	0	0	0	0	0	0	0	0	danser
dandruff	0	0	0	0	0	1	0	0	0	0	skilfers
dandy	0	0	1	0	0	1	0	0	0	0	dandy
danger	0	0	0	1	0	1	0	1	0	0	gevaar
dangerous	0	0	0	1	0	1	0	0	0	0	gevaarlik
dangle	0	0	0	0	0	0	0	0	0	0	hang
dank	0	0	1	0	0	0	0	0	0	0	dank
dapper	0	0	0	0	0	0	0	0	0	0	dapper
dare	0	1	0	0	0	0	0	0	0	1	waag
daring	0	0	0	0	0	0	1	0	0	0	waaghalsig
dark	0	0	0	0	0	0	0	1	0	0	donker
darken	0	0	0	1	0	1	0	1	0	0	verdonker
darkened	0	0	0	1	0	1	0	1	0	0	verduister
darkly	0	0	0	0	0	0	0	0	0	0	donker
darkness	1	0	0	1	0	1	0	1	0	0	duisternis
darling	0	0	0	0	1	0	1	0	0	1	liefling
darn	0	0	0	0	0	0	0	0	0	0	vervlaks
dart	0	0	0	1	0	0	0	0	0	0	pyltjie
dash	0	0	0	0	0	0	0	0	0	0	streep
dashboard	0	0	0	0	0	0	0	0	0	0	dashboard
dashed	1	0	0	1	0	1	0	1	0	0	gestreep
dashing	0	0	0	0	0	0	1	0	0	0	oorweldigend
dastardly	1	0	1	1	0	1	0	0	0	0	lelik
data	0	0	0	0	0	0	0	0	0	0	data
database	0	0	0	0	0	0	0	0	0	0	databasis
date	0	0	0	0	0	0	0	0	0	0	datum
daughter	0	0	0	0	1	0	1	0	0	0	dogter
dawn	0	1	0	0	1	0	1	0	1	1	dagbreek
day	0	0	0	0	0	0	0	0	0	0	dag
daybreak	0	0	0	0	0	0	0	0	0	0	dagbreek
daydreaming	0	0	0	0	0	0	0	0	0	0	dagdroom
daze	0	0	0	0	0	0	0	0	0	0	verdwaas
dazed	0	0	0	0	0	1	0	0	0	0	verdwaas
dazzling	0	0	0	0	0	0	0	0	0	0	skitterend
deacon	0	0	0	0	0	0	0	0	0	1	diaken
deactivate	0	0	0	0	0	1	0	0	0	0	deaktiveer
deadlock	0	0	0	0	0	1	0	0	0	0	dooiepunt
deadly	1	0	1	1	0	1	0	1	0	0	dodelik
deafening	0	0	0	0	0	0	0	0	0	0	oorverdowend
deafness	0	0	0	0	0	0	0	0	0	0	doofheid
deal	0	1	0	0	1	0	1	0	1	1	ooreenkoms
dealer	0	0	0	0	0	0	0	0	0	0	handelaar
dealing	0	0	0	0	0	0	0	0	0	0	handel
dealings	0	0	0	0	0	0	0	0	0	1	handelinge
dean	0	0	0	0	0	0	0	0	0	0	dekaan
dear	0	0	0	0	0	0	1	0	0	0	Liewe
dearth	0	0	0	0	0	0	0	0	0	0	gebrek
death	1	1	1	1	0	1	0	1	1	0	dood
debacle	0	0	0	1	0	1	0	1	0	0	debakel
debatable	0	0	0	0	0	0	0	0	0	0	debatteerbaar
debate	0	0	0	0	0	0	1	0	0	0	debat
debauchery	0	0	1	1	0	1	0	0	0	0	losbandigheid
debenture	0	1	0	0	0	0	0	0	0	0	skuldbrief
debit	0	0	0	0	0	0	0	0	0	0	debiteer
debris	0	0	1	0	0	1	0	0	0	0	puin
debt	0	0	0	0	0	1	0	1	0	0	skuld
debtor	0	0	0	0	0	1	0	0	0	0	skuldenaar
debut	0	0	0	0	0	0	0	0	0	0	debuut
decade	0	0	0	0	0	0	0	0	0	0	dekade
decanter	0	0	0	0	0	0	0	0	0	0	karaf
decay	0	0	0	1	0	1	0	1	0	0	verval
decayed	0	0	1	0	0	1	0	1	0	0	verval
deceased	0	0	0	0	0	1	0	1	0	0	oorledene
deceit	1	0	1	1	0	1	0	1	1	0	bedrog
deceitful	0	0	1	0	0	1	0	1	0	0	bedrieglik
deceive	1	0	1	0	0	1	0	1	0	0	bedrieg
deceived	1	0	0	0	0	1	0	0	0	0	mislei
deceiving	0	0	0	0	0	1	0	0	0	1	bedrieglik
decency	0	0	0	0	0	0	1	0	0	0	ordentlikheid
decent	0	0	0	0	0	0	1	0	0	0	ordentlik
deception	0	0	0	0	0	1	0	0	0	0	misleiding
deceptive	0	0	0	0	0	1	0	0	0	0	bedrieglik
decidedly	0	0	0	0	0	0	0	0	0	0	beslis
deciduous	0	0	0	0	0	0	0	0	0	0	bladwisselend
decimal	0	0	0	0	0	0	0	0	0	0	desimale
decipher	0	0	0	0	0	0	0	0	0	0	ontsyfer
decision	0	0	0	0	0	0	0	0	0	0	besluit
decisive	0	0	0	0	0	0	0	0	0	0	beslissend
deck	0	0	0	0	0	0	0	0	0	0	dek
declaration	0	0	0	0	0	0	0	0	0	0	verklaring
declaratory	0	0	0	0	0	0	1	0	0	0	verklarend
declare	0	0	0	0	0	0	0	0	0	0	verklaar
declination	0	0	0	0	0	1	0	0	0	0	deklinasie
decline	0	0	0	0	0	1	0	0	0	0	afneem
declining	0	0	0	0	0	1	0	0	0	0	afneem
decompose	0	0	1	0	0	0	0	0	0	0	ontbind
decomposed	0	0	0	0	0	0	0	1	0	0	ontbind
decomposition	0	0	1	1	0	1	0	1	0	0	ontbinding
decorate	0	0	0	0	0	0	0	0	0	0	versier
decoration	0	0	0	0	0	0	0	0	0	0	versiering
decorum	0	0	0	0	0	0	0	0	0	0	dekor
decoy	0	0	0	0	0	0	0	0	1	0	lokmiddel
decrease	0	0	0	0	0	1	0	0	0	0	afneem
decreased	0	0	0	0	0	0	0	0	0	0	afgeneem
decreasing	0	0	0	0	0	0	0	0	0	0	afneem
decree	0	0	0	0	0	0	0	0	0	0	dekreet
decrement	0	0	0	0	0	1	0	0	0	0	afneem
decrepit	0	0	0	0	0	1	0	0	0	0	afgeleef
decry	1	0	0	0	0	1	0	0	0	0	afkeur
dedication	0	0	0	0	0	0	1	0	0	0	toewyding
deduce	0	0	0	0	0	0	0	0	0	0	aflei
deduct	0	0	0	0	0	1	0	0	0	0	aftrek
deduction	0	0	0	0	0	0	0	0	0	0	aftrekking
deed	0	0	0	0	0	0	0	0	0	1	daad
deepen	0	0	0	0	0	0	0	0	0	0	verdiep
deer	0	0	0	0	0	0	0	0	0	0	takbokke
defamation	0	0	1	1	0	1	0	0	0	0	laster
defamatory	1	0	0	0	0	1	0	0	0	0	lasterlik
default	0	0	1	1	0	1	0	1	0	0	verstek
defeat	0	0	0	0	0	1	0	0	0	0	nederlaag
defeated	0	0	0	0	0	1	0	1	0	0	verslaan
defect	1	0	0	0	0	1	0	0	0	0	gebrek
defection	0	0	0	1	0	1	0	0	0	0	afwyking
defective	0	0	1	0	0	1	0	0	0	0	foutief
defend	0	0	0	1	0	0	1	0	0	0	verdedig
defendant	1	0	0	1	0	0	0	1	0	0	verweerder
defended	0	0	0	0	0	0	1	0	0	1	verdedig
defender	0	0	0	0	0	0	1	0	0	1	verdediger
defending	0	0	0	0	0	0	1	0	0	0	verdedig
defense	1	1	0	1	0	0	1	0	0	0	verdediging
defenseless	0	0	0	1	0	1	0	1	0	0	weerloos
defensible	0	0	0	0	0	0	0	0	0	0	verdedigbaar
defensive	0	0	0	0	0	0	0	0	0	0	verdedigend
defer	0	0	0	0	0	0	0	0	0	0	uitstel
deference	0	0	0	0	0	0	1	0	0	1	eerbied
deferral	0	0	0	0	0	1	0	0	0	0	uitstel
deferring	0	0	0	0	0	0	0	0	0	0	uitstel
defiance	1	0	1	1	0	1	0	0	0	0	uittarting
defiant	1	0	0	0	0	1	0	0	0	0	uitdagend
deficiency	0	0	0	0	0	1	0	0	0	0	tekort
deficit	0	0	0	0	0	1	0	0	0	0	tekort
define	0	0	0	0	0	0	0	0	0	0	definieer
defined	0	0	0	0	0	0	0	0	0	0	gedefinieer
definition	0	0	0	0	0	0	0	0	0	0	definisie
definitive	0	0	0	0	0	0	1	0	0	1	definitief
deflate	1	0	0	0	0	1	0	1	0	0	afblaas
deflation	0	0	0	1	0	1	0	0	0	0	deflasie
deflect	0	0	0	0	0	0	0	0	0	0	afbuig
deflection	0	0	0	0	0	0	0	0	0	0	afbuiging
defloration	0	0	0	0	0	0	0	0	0	0	ontbloting
deform	0	0	1	0	0	1	0	0	0	0	vervorm
deformed	0	0	1	0	0	1	0	1	0	0	vervorm
deformity	0	0	1	1	0	1	0	1	0	0	misvorming
defraud	1	0	1	0	0	1	0	0	0	0	bedrieg
defray	0	0	0	0	0	0	0	0	0	0	besweer
deft	0	0	0	0	0	0	0	0	0	0	behendig
defunct	0	0	0	0	0	1	0	1	0	0	ontbind
defy	1	0	0	1	0	1	0	1	1	0	trotseer
degeneracy	1	0	1	0	0	1	0	1	0	0	degenerasie
degenerate	0	0	0	0	0	1	0	0	0	0	ontaard
degeneration	0	0	0	0	0	0	0	0	0	0	degenerasie
degradation	0	0	0	0	0	1	0	0	0	0	agteruitgang
degrade	0	0	1	0	0	1	0	0	0	0	afbreek
degrading	0	0	1	1	0	1	0	1	0	0	afbrekend
degree	0	0	0	0	0	0	1	0	0	0	graad
dehydrated	0	0	0	0	0	0	0	0	0	0	gedehidreer
delay	1	0	1	1	0	1	0	1	0	0	vertraging
delayed	0	0	0	0	0	1	0	0	0	0	vertraag
delectable	0	0	0	0	0	0	1	0	0	0	verruklik
delegate	0	0	0	0	0	0	1	0	0	1	delegeer
delegation	0	0	0	0	0	0	0	0	0	0	afvaardiging
deleterious	1	0	1	1	0	1	0	0	0	0	skadelik
deletion	0	0	0	0	0	1	0	0	0	0	skrapping
deliberate	0	0	0	0	0	0	1	0	0	0	doelbewus
deliberation	0	0	0	0	0	0	0	0	0	0	beraadslaging
deliberative	0	0	0	0	0	0	0	0	0	0	beraadslagend
delicacy	0	0	0	0	0	0	0	0	0	0	lekkerny
delicious	0	0	0	0	1	0	1	0	0	0	heerlik
delight	0	1	0	0	1	0	1	0	0	0	genot
delighted	0	1	0	0	1	0	1	0	1	0	verheug
delightful	0	1	0	0	1	0	1	0	0	1	verruklik
delineate	0	0	0	0	0	0	0	0	0	0	omlyn
delineation	0	0	0	0	0	0	0	0	0	0	afbakening
delinquency	0	0	0	0	0	1	0	0	0	0	misdadigheid
delinquent	1	0	1	0	0	1	0	0	0	0	misdadig
delirious	0	0	0	0	0	1	0	1	0	0	waansinnig
delirium	0	0	1	0	0	1	0	1	0	0	delirium
deliverance	0	1	0	0	1	0	1	0	0	1	bevryding
delivery	0	1	0	0	0	0	1	0	0	0	aflewering
dell	0	0	0	0	0	0	0	0	0	0	dell
delta	0	0	0	0	0	0	0	0	0	0	delta
deluge	0	0	0	1	0	1	0	1	1	0	stortvloed
delusion	1	0	0	1	0	1	0	1	0	0	dwaling
delusional	1	0	0	1	0	1	0	0	0	0	dwaling
delve	0	0	0	0	0	0	0	0	0	0	delf
demand	1	0	0	0	0	1	0	0	0	0	vraag
demanding	0	0	0	0	0	1	0	0	0	0	veeleisend
demeanor	0	0	0	0	0	0	0	0	0	0	houding
demented	0	0	0	1	0	1	0	0	0	0	dement
dementia	0	0	0	1	0	1	0	1	0	0	demensie
demise	0	0	0	1	0	1	0	1	0	0	afsterwe
democracy	0	0	0	0	0	0	1	0	0	0	demokrasie
democrat	0	0	0	0	0	0	0	0	0	0	demokraat
demolish	1	0	0	0	0	1	0	1	0	0	sloop
demolition	0	0	0	0	0	1	0	0	0	0	sloping
demon	1	0	1	1	0	1	0	1	0	0	demoon
demonic	1	0	1	1	0	1	0	1	0	0	demonies
demonstrable	0	0	0	0	0	0	1	0	0	0	aantoonbaar
demonstrate	0	0	0	0	0	0	0	0	0	0	demonstreer
demonstrated	0	0	0	0	0	0	0	0	0	0	gedemonstreer
demonstrating	0	0	0	0	0	0	0	0	0	0	demonstreer
demonstration	0	0	0	0	0	0	0	0	0	0	demonstrasie
demonstrative	0	0	0	0	1	0	1	1	0	0	demonstratief
demonstrator	0	0	0	0	0	0	0	0	0	0	demonstreerder
demoralized	0	0	0	1	0	1	0	1	0	0	gedemoraliseer
