English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Haitian-Creole Word
cadet	0	0	0	0	0	0	0	0	0	0	cadet
cafe	0	0	0	0	0	0	1	0	0	0	kafe
cage	0	0	0	0	0	1	0	1	0	0	kaj
cairn	0	0	0	0	0	0	0	0	0	0	cairn
cake	0	0	0	0	0	0	0	0	0	0	gato
calamity	0	0	0	0	0	0	0	1	0	0	kalamite
calcareous	0	0	0	0	0	0	0	0	0	0	kalkè
calculate	0	0	0	0	0	0	0	0	0	0	kalkile
calculated	0	0	0	0	0	0	0	0	0	0	kalkile
calculating	0	0	0	0	0	1	0	0	0	0	kalkile
calculation	0	1	0	0	0	0	0	0	0	0	kalkil
calculator	0	0	0	0	0	0	1	0	0	1	kalkilatris
calculus	0	0	0	0	0	0	0	0	0	0	kalkil
calendar	0	0	0	0	0	0	0	0	0	0	kalandriye
calender	0	0	0	0	0	0	0	0	0	0	kalandriye
calf	0	0	0	0	1	0	1	0	0	1	ti towo bèf
caliber	0	0	0	0	0	0	0	0	0	0	kalib
calibrate	0	0	0	0	0	0	0	0	0	0	kalibre
calico	0	0	0	0	0	0	0	0	0	0	kalico
calipers	0	0	0	0	0	0	0	0	0	0	konpa
call	0	0	0	0	0	0	0	0	0	0	rele
calligraphy	0	0	0	0	0	0	0	0	0	0	kaligrafi
calling	0	0	0	0	0	0	0	0	0	0	rele
callous	1	0	1	0	0	1	0	0	0	0	entansif
calls	0	1	0	0	0	1	0	0	0	1	apèl
calm	0	0	0	0	0	0	1	0	0	0	kalm
calmness	0	0	0	0	0	0	0	0	0	0	kalm
caloric	0	0	0	0	0	0	0	0	0	0	kalorik
calorie	0	0	0	0	0	0	0	0	0	0	kalori
calorimeter	0	0	0	0	0	0	0	0	0	0	kalorimètr
cam	0	0	0	0	0	0	0	0	0	0	kam
camber	0	0	0	0	0	0	0	0	0	0	kamber
camel	0	0	0	0	0	0	0	0	0	0	chamo
cameo	0	0	0	0	0	0	0	0	0	0	kame
cameraman	0	0	0	0	0	0	0	0	0	0	kameramann
camisole	0	0	0	0	0	0	0	0	0	0	kamizole
camouflage	0	0	0	0	0	0	0	0	1	0	kamouflaj
camouflaged	0	0	0	0	0	0	0	0	1	0	kamouflay
camp	0	0	0	0	0	0	0	0	0	0	kan
campaign	0	0	0	0	0	0	0	0	0	0	kanpay
campaigner	0	0	0	0	0	0	0	0	0	0	kanpay
campaigning	1	0	0	1	0	1	0	0	0	0	fè kanpay
campus	0	0	0	0	0	0	0	0	0	0	kanpis
canal	0	0	0	0	0	0	0	0	0	0	kanal
canary	0	0	0	0	0	0	1	0	0	0	kanari
cancel	0	0	0	0	0	1	0	1	0	0	anile
canceling	0	0	0	0	0	0	0	0	0	0	anile
cancellation	0	0	0	0	0	0	0	0	0	0	anilasyon
cancer	1	0	1	1	0	1	0	1	0	0	kansè
candid	0	1	0	0	1	0	1	0	1	1	fran
candidacy	0	0	0	0	0	0	0	0	0	0	kandidati
candidate	0	0	0	0	0	0	1	0	0	0	kandida
candied	0	0	0	0	0	0	1	0	0	0	konfize
candle	0	0	0	0	0	0	0	0	0	0	chandèl
candlelight	0	0	0	0	0	0	0	0	0	0	chandèl
candlestick	0	0	0	0	0	0	0	0	0	0	gwo lanp sèt branch
candor	0	0	0	0	0	0	0	0	0	0	candor
candy	0	0	0	0	0	0	0	0	0	0	sirèt
cane	1	0	0	1	0	0	0	0	0	0	kann
canine	0	0	0	0	0	0	0	0	0	0	kanin
canister	0	0	0	0	0	0	0	0	0	0	mamit
canker	1	0	1	0	0	1	0	0	0	0	chank
cannibal	0	0	1	1	0	1	0	0	0	0	kanibal
cannibalism	0	0	1	0	0	1	0	0	0	0	kanibalis
canning	0	0	0	0	0	0	0	0	0	0	bwat
cannon	1	0	0	1	0	1	0	0	0	0	kanon
canoe	0	0	0	0	0	0	0	0	0	0	kannòt
canon	0	0	0	0	0	0	0	0	0	0	kanon
canonical	0	0	0	0	0	0	0	0	0	0	kanonik
canons	0	0	0	0	0	0	0	0	0	1	kanon
canopy	0	0	0	0	0	0	0	0	0	0	canopy
canteen	0	0	0	0	0	0	0	0	0	0	kantin
canterbury	0	0	0	0	0	0	0	0	0	0	canterbury
cantilever	0	0	0	0	0	0	0	0	0	0	cantilever
canto	0	0	0	0	0	0	0	0	0	0	kanto
canton	0	0	0	0	0	0	0	0	0	0	kanton
canvas	0	0	0	0	0	0	0	0	0	0	twal
canvass	0	0	0	0	0	0	0	0	0	0	kanva
cap	0	1	0	0	0	0	0	0	0	1	bouchon
capability	0	0	0	0	0	0	0	0	0	0	kapasite
capable	0	0	0	0	0	0	0	0	0	0	kapab
capacity	0	0	0	0	0	0	0	0	0	0	kapasite
cape	0	0	0	0	0	0	0	0	0	0	kap
caper	0	0	0	0	0	0	0	0	0	0	kaper
capillary	0	0	0	0	0	0	0	0	0	0	kapilè
capital	0	0	0	0	0	0	0	0	0	0	kapital
capitalist	0	0	0	0	0	0	1	0	0	0	kapitalis
capitals	0	0	0	0	0	0	0	0	0	0	kapital yo
capitation	0	0	0	0	0	0	0	0	0	0	kapitasyon
capitol	0	0	0	0	0	0	0	0	0	0	kapitol
capitulation	0	0	0	0	0	0	0	0	0	0	kapitulasyon
caprice	0	0	0	0	0	0	0	0	0	0	kapris
capricious	0	0	0	0	0	0	0	0	0	0	kaprisyeuz
caps	0	0	0	0	0	0	0	0	0	0	bouchon
capsule	0	0	0	0	0	0	0	0	0	0	kapsil
captain	0	0	0	0	0	0	1	0	0	0	kapitènn
caption	0	0	0	0	0	0	0	0	0	0	tit
captivate	0	1	0	0	1	0	1	0	1	1	kaptive
captivating	0	0	0	0	0	0	1	0	0	0	kaptivan
captive	0	0	0	1	0	1	0	1	0	0	prizonye
captivity	0	0	0	0	0	1	0	1	0	0	kaptivite
captor	0	0	0	1	0	1	0	0	0	0	kaptire
capture	0	0	0	0	0	1	0	0	0	0	kaptire
car	0	0	0	0	0	0	0	0	0	0	machin
caramel	0	0	0	0	0	0	0	0	0	0	karamèl
carat	0	0	0	0	0	0	0	0	0	0	kara
caravan	0	0	0	0	0	0	0	0	0	0	karavàn
carbon	0	0	0	0	0	0	0	0	0	0	kabòn
carcass	0	0	1	1	0	1	0	1	0	0	kadav
carcinoma	0	0	0	1	0	1	0	1	0	0	kansòm
card	0	0	0	0	0	0	0	0	0	0	kat
cardigan	0	0	0	0	0	0	0	0	0	0	vès
cardinal	0	0	0	0	0	0	0	0	0	0	kadinal
cardiomyopathy	0	0	0	1	0	1	0	1	0	0	kardyopati
cards	0	0	0	0	0	0	0	0	0	0	kat
care	0	0	0	0	0	0	0	0	0	0	swen
career	0	1	0	0	0	0	1	0	0	0	karyè
careful	0	0	0	0	0	0	1	0	0	0	atansyon
carefully	0	0	0	0	0	0	1	0	0	0	ak anpil atansyon
carelessness	1	0	1	0	0	1	0	0	0	0	neglijans
caress	0	0	0	0	0	0	1	0	0	0	karès
caret	0	0	0	0	0	0	0	0	0	0	caret
caretaker	0	0	0	0	0	0	1	0	0	1	moun k ap okipe
cargo	0	0	0	0	0	0	0	0	0	0	kago
caribou	0	0	0	0	0	0	0	0	0	0	karibou
caricature	0	0	0	0	0	1	0	0	0	0	karikatura
caries	0	0	1	0	0	1	0	0	0	0	kari
carnage	1	0	1	1	0	1	0	1	1	0	masnay
carnal	0	0	0	0	0	1	0	0	0	0	chanèl
carnation	0	0	0	0	0	0	0	0	0	0	oeille
carnivorous	0	0	0	1	0	1	0	0	0	0	kanivò
carol	0	0	0	0	1	0	1	0	0	1	Carol
carousel	0	0	0	0	0	0	0	0	0	0	Carousel
carpenter	0	0	0	0	0	0	0	0	0	0	bòs chapant
carriage	0	0	0	0	0	0	0	0	0	0	cha
carried	0	0	0	0	0	0	0	0	0	0	te pote
carrier	0	0	0	0	0	0	0	0	0	0	konpayi asirans
carry	0	0	0	0	0	0	0	0	0	0	pote
carrying	0	0	0	0	0	0	0	0	0	0	pote
cart	0	0	0	0	0	0	0	0	0	0	kabwa
cartel	0	0	0	0	0	1	0	0	0	0	katèl
carter	0	0	0	0	0	0	0	0	0	0	katye
cartilage	0	0	0	0	0	0	0	0	0	0	Cartilage
cartographic	0	0	0	0	0	0	0	0	0	0	katografik
cartography	0	0	0	0	0	0	0	0	0	0	katografi
cartoon	0	0	0	0	0	0	0	0	0	0	desen ki pi ba
cartouche	0	0	0	0	0	0	0	0	0	0	katouch
cartridge	0	0	0	1	0	0	0	0	0	0	katouch
carve	0	0	0	0	0	0	0	0	0	0	skilte
carver	0	0	0	0	0	0	0	0	0	0	sculpteur
carving	0	0	0	0	0	0	0	0	0	0	Sur
cascade	0	0	0	0	0	0	1	0	0	0	kaskad
case	0	0	0	1	0	1	0	1	0	0	ka
casein	0	0	0	0	0	0	0	0	0	0	kazein
cash	1	1	0	1	1	0	1	0	0	1	lajan kach
cashier	0	0	0	0	0	0	0	0	0	1	kesye
cashmere	0	0	0	0	0	0	0	0	0	0	kashmir
casing	0	0	0	0	0	0	0	0	0	0	anvlòp
casino	0	0	0	0	0	0	0	0	0	0	kazino
cask	0	0	0	0	0	0	0	0	0	0	tonèl
casket	0	0	0	1	0	1	0	1	0	0	sèkèy
cast	0	0	0	0	0	0	0	0	0	0	jete
caste	0	0	0	0	0	1	0	0	0	0	kas
caster	0	0	0	0	0	0	0	0	0	0	jete
castle	0	0	0	0	0	0	0	0	0	0	chato
castor	0	0	0	0	0	0	0	0	0	0	castor
casual	0	0	0	0	0	0	0	0	0	0	aksidantèl
casually	0	0	0	0	0	0	0	0	0	0	dekontrakte
casualty	1	0	0	1	0	1	0	1	0	0	aksidan
cat	0	0	0	0	0	0	0	0	0	0	chat
catabolism	0	0	0	0	0	0	0	0	0	0	katabolism
catalog	0	0	0	0	0	0	0	0	0	0	katalòg
catalogue	0	0	0	0	0	0	0	0	0	0	katalòg
catalysis	0	0	0	0	0	0	0	0	0	0	kataliz
catalytic	0	0	0	0	0	0	0	0	0	0	katalitik
catamaran	0	0	0	0	0	0	0	0	0	0	katamaran
catapult	0	0	0	0	0	0	0	0	0	0	katapulte
cataract	0	1	0	1	0	1	0	1	0	0	katarak
catastrophe	1	0	1	1	0	1	0	1	1	0	katastwòf
catch	0	0	0	0	0	0	0	0	1	0	trape
catching	0	0	0	0	0	0	0	0	0	0	pwan
catechism	0	0	1	0	0	0	0	0	0	0	katechism
categorical	0	0	0	0	0	0	1	0	0	0	kategorik
category	0	0	0	0	0	0	0	0	0	0	kategori
cater	0	0	0	0	0	0	1	0	0	0	founi
caterer	0	0	0	0	0	0	0	0	0	0	resitè
caterpillar	0	0	0	0	0	0	0	0	0	0	cheni
cates	0	0	0	0	0	0	0	0	0	0	kat
cathartic	0	0	0	0	0	0	1	0	0	0	katartik
cathedral	0	0	0	0	1	0	1	0	0	1	katedral
catheter	0	0	0	0	0	1	0	0	0	0	katetè
catnip	0	0	0	0	0	0	0	0	0	0	catnip
cattle	0	0	0	0	0	0	0	0	0	0	bèf
caucus	0	0	0	0	0	0	0	0	0	0	caucus
caudal	0	0	0	0	0	0	0	0	0	0	kodal
caulk	0	0	0	0	0	0	0	0	0	0	kalfate
causal	0	0	0	0	0	0	0	0	0	0	kozatif
causality	0	0	0	0	0	0	0	0	0	0	kozalite
causation	0	0	0	0	0	0	0	0	0	0	kozalite
caused	0	0	0	0	0	0	0	0	0	0	koze
causeway	0	0	0	0	0	0	0	0	0	0	Causeway
caution	1	1	0	1	0	1	0	0	0	0	prekosyon
cautionary	0	0	0	1	0	0	0	0	0	0	prekosyon
cautious	0	1	0	1	0	0	1	0	0	1	pridan
cautiously	0	0	0	1	0	0	1	0	0	0	avèk prekosyon
cavalry	0	0	0	0	0	0	0	0	0	0	kavalye
cave	0	0	0	0	0	0	0	0	0	0	gwòt
caveat	0	0	0	0	0	0	0	0	0	0	Avètisman
cavern	0	0	0	0	0	0	0	0	0	0	kavèn
cavernous	0	0	0	0	0	0	0	0	0	0	kavèn
cavity	0	0	0	0	0	0	0	0	0	0	kavite
cayenne	0	0	0	0	0	0	0	0	0	0	kayèn
cease	0	0	0	0	0	0	0	0	0	0	sispann
ceaseless	0	0	0	0	0	0	0	0	0	0	san rete
cede	0	0	0	0	0	1	0	0	0	0	céde
ceiling	0	0	0	0	0	0	0	0	0	0	plafon
celebrant	0	0	0	0	0	0	0	0	0	0	selebran
celebrated	0	1	0	0	1	0	1	0	0	0	selebre
celebrating	0	1	0	0	1	0	1	0	0	0	selebre
celebration	0	1	0	0	1	0	1	0	1	1	selebrasyon
celebrity	1	1	1	0	1	1	1	0	1	1	selebrite
celestial	0	1	0	0	1	0	1	0	0	0	selès
celibacy	0	0	0	0	0	0	0	0	0	0	seliba
cell	0	0	0	0	0	0	0	0	0	0	selil
cellar	0	0	0	0	0	0	0	0	0	0	kav
cellular	0	0	0	0	0	0	0	0	0	0	selilè
celluloid	0	0	0	0	0	0	0	0	0	0	seluloid
cement	0	1	0	0	0	0	0	0	0	1	siman
cemented	0	0	0	0	0	0	0	0	0	0	simante
cemetery	0	0	0	1	0	1	0	1	0	0	simityè
censor	1	0	1	1	0	1	0	0	0	1	sansi
censure	0	0	0	0	0	1	0	0	0	0	sansi
census	0	0	0	0	0	0	0	0	0	0	resansman
cent	0	0	0	0	0	0	0	0	0	0	santim
centenary	0	0	0	0	0	0	0	0	0	0	santyè
centennial	0	0	0	0	0	0	0	0	0	0	santyèm
center	0	0	0	0	0	0	1	0	0	1	sant
centimeter	0	0	0	0	0	0	0	0	0	0	santimèt
central	0	0	0	0	0	0	0	0	0	0	santral
centrality	0	0	0	0	0	0	0	0	0	0	santralite
centralization	0	0	0	0	0	0	0	0	0	0	santralizasyon
centralize	0	0	0	0	0	0	0	0	0	0	santralize
centrally	0	0	0	0	0	0	0	0	0	0	santralman
centrifugal	0	0	0	0	0	0	0	0	0	0	santrifujeur
centrifuge	0	0	0	0	0	0	0	0	0	0	santrifuje
centurion	0	0	0	0	0	0	1	0	0	0	kapitan
century	0	0	0	0	0	0	0	0	0	0	syèk
ceramics	0	0	0	0	0	0	0	0	0	0	seramik
cereal	0	0	0	0	0	0	0	0	0	0	sereyal
cereals	0	0	0	0	0	0	0	0	0	0	sereyal
cerebral	0	0	0	0	0	0	1	0	0	0	serebral
ceremonial	0	0	0	0	0	0	0	0	0	0	seremoni
ceremony	0	0	0	0	1	0	1	0	1	0	seremoni
certainty	0	0	0	0	0	0	1	0	0	0	sètitid
certificate	0	0	0	0	0	0	0	0	0	0	sètifika
certify	0	0	0	0	0	0	0	0	0	1	sètifye
cess	0	0	1	0	0	1	0	0	0	0	cess
cessation	0	0	0	0	0	1	0	0	0	0	sispansyon
chaff	1	0	0	1	0	1	0	0	0	0	pay
chafing	0	0	0	0	0	1	0	0	0	0	chafing
chagrin	0	0	1	0	0	1	0	1	0	0	chagren
chain	0	0	0	0	0	0	0	0	0	0	chèn
chair	0	0	0	0	0	0	0	0	0	0	chèz
chairman	0	0	0	0	0	0	1	0	0	1	prezidan
chairperson	0	0	0	0	0	0	0	0	0	0	prezidan
chairwoman	0	0	0	0	0	0	1	0	0	1	prezidan
chaise	0	0	0	0	0	0	0	0	0	0	chaise
chalet	0	0	0	0	0	0	0	0	0	0	chalet
chalice	0	0	0	0	0	0	0	0	0	0	kalis
chalk	0	0	0	0	0	0	0	0	0	0	lakre
challenge	1	0	0	1	0	1	0	0	0	0	defi
chamber	0	0	0	0	0	0	0	0	0	0	chanm
chambers	0	0	0	0	0	0	0	0	0	0	chanm yo
chameleon	0	0	0	0	0	0	0	0	0	0	aganman
champagne	0	0	0	0	0	0	0	0	0	0	chanpay
champion	0	1	0	0	1	0	1	0	0	1	chanpyon
chance	0	0	0	0	0	0	0	0	1	0	chans
chancellor	0	0	0	0	0	0	0	0	0	1	Chanselye
chandelier	0	0	0	0	0	0	0	0	0	0	chandelye
chandler	0	0	0	0	0	0	0	0	0	0	chandler
change	0	0	0	1	0	0	0	0	0	0	chanje
changeable	0	1	0	0	0	0	0	0	1	0	chanjan
changed	0	0	0	0	0	0	0	0	0	0	chanje
changer	0	0	0	0	0	0	0	0	0	0	changer
changing	0	0	0	0	0	0	0	0	0	0	chanje
channel	0	0	0	0	0	0	0	0	0	0	chanèl
chant	1	1	0	0	1	0	1	0	1	0	chante
chaos	1	0	0	1	0	1	0	1	0	0	dezòd
chaotic	1	0	0	0	0	1	0	0	0	0	chaotic
chap	0	0	0	0	0	0	0	0	0	0	chap
chapel	0	0	0	0	0	0	0	0	0	0	chapèl
chaplain	0	0	0	0	0	0	0	0	0	1	chapelen
chapman	0	0	0	0	0	0	0	0	0	0	chapman
chaps	0	0	0	0	0	0	0	0	0	0	chaps
chapter	0	0	0	0	0	0	0	0	0	0	chapit
char	0	0	0	0	0	0	0	0	0	0	char
character	0	0	0	0	0	0	0	0	0	0	karaktè
characteristic	0	0	0	0	0	0	0	0	0	0	karakteristik
characterize	0	0	0	0	0	0	0	0	0	0	karakterize
charade	0	0	0	0	0	1	0	0	0	0	charad
charcoal	0	0	0	0	0	0	0	0	0	0	chabon
charge	0	0	0	0	0	0	0	0	0	0	chaj
chargeable	0	0	0	1	0	1	0	1	0	0	chaje
charger	0	0	0	0	0	0	1	0	0	0	plato
chariot	0	0	0	0	0	0	0	0	0	0	cha lagè
charitable	0	1	0	0	1	0	1	0	0	1	charitab
charity	0	0	0	0	1	0	1	0	0	0	charite
charm	0	0	0	0	0	0	1	0	0	0	cham
charmed	0	0	0	0	1	1	1	0	0	0	chame
charmer	0	0	0	0	0	0	0	0	0	0	charmer
charming	0	0	0	0	0	0	1	0	0	0	bon
chart	0	0	0	0	0	0	0	0	0	1	tablo
charter	0	0	0	0	0	0	0	0	0	0	konstitisyon
chartered	0	0	0	0	0	0	0	0	0	0	chartered
chase	0	0	0	0	0	1	0	0	0	0	kouri dèyè
chasm	0	0	0	1	0	0	0	0	0	0	gwo twou san fon
chastisement	0	0	0	0	0	1	0	0	0	0	pinisyon
chastity	0	1	0	0	0	0	1	0	0	1	chastete
chat	0	0	0	0	0	0	0	0	0	0	chat
chateau	0	0	0	0	0	0	0	0	0	0	chato
chatter	0	0	0	0	0	0	0	0	0	0	koze
chattering	0	0	0	0	0	0	1	0	0	0	koze
chatty	0	0	0	0	0	1	0	0	0	0	bavar
chauffeur	0	0	0	0	0	0	0	0	0	0	chauffeur
cheap	0	0	0	0	0	1	0	0	0	0	bon mache
cheat	1	0	1	0	0	1	0	0	0	0	tronpe
check	0	0	0	0	0	0	0	0	0	0	tcheke
checker	0	0	0	0	0	0	0	0	0	0	chèk
checkered	0	0	0	0	0	0	0	0	0	0	karo
checkers	0	0	0	0	0	0	0	0	0	0	dam
checklist	0	0	0	0	0	0	1	0	0	1	lis verifikasyon
cheek	0	0	0	0	0	0	0	0	0	0	machwè
cheeks	0	0	0	0	0	0	0	0	0	0	machwè
cheep	0	0	0	0	0	0	0	0	0	0	cheep
cheer	0	1	0	0	1	0	1	0	1	1	aplodi
cheerful	0	0	0	0	1	0	1	0	1	0	kè kontan
cheerfulness	0	1	0	0	1	0	1	0	0	1	kè kontan
cheering	0	0	0	0	1	0	1	0	0	0	aplodi
cheery	0	1	0	0	1	0	1	0	0	0	kè kontan
cheesecake	0	0	0	0	0	1	0	0	0	0	cheesecake
cheetah	0	0	0	0	0	0	0	0	0	0	cheetah
chemise	0	0	0	0	0	0	0	0	0	0	chemiz
chemist	0	0	0	0	0	0	1	0	0	1	famasi
chemistry	0	0	0	0	0	0	0	0	0	0	chimi
cheque	0	0	0	0	0	0	0	0	0	0	tcheke
cherish	0	1	0	0	1	0	1	0	1	1	cheri
cherry	0	0	0	0	0	0	1	0	0	0	seriz
chess	0	0	0	0	0	0	0	0	0	0	echèk
chest	0	0	0	0	0	0	0	0	0	0	pwatrin
chestnut	0	0	0	0	0	0	0	0	0	0	chestnut
chevron	0	0	0	0	0	0	0	0	0	0	chevron
chew	0	0	0	0	0	0	0	0	0	0	moulen
chic	0	0	0	0	0	0	0	0	0	0	chik
chicane	0	1	0	0	0	1	0	0	1	1	chicane
chicken	0	0	0	1	0	0	0	0	0	0	poul
chief	0	0	0	0	0	0	0	0	0	0	chèf
chiefly	0	0	0	0	0	0	0	0	0	0	sitou
chieftain	0	0	0	0	0	0	1	0	0	0	chèf
child	0	1	0	0	1	0	1	0	0	0	pitit
childbirth	0	0	0	0	0	0	0	0	0	0	akouchman
childhood	0	0	0	0	1	0	1	0	0	0	anfans
childish	0	0	0	0	0	1	0	0	0	0	timoun
chill	0	0	0	0	0	0	0	0	0	0	fredi
chilly	0	0	0	0	0	1	0	0	0	0	frwa
chime	0	0	0	0	0	0	0	0	0	0	sone
chimera	0	0	0	1	0	0	0	0	1	0	chimè
chimes	0	0	0	0	0	0	0	0	0	0	sone
chimney	0	0	0	0	0	0	0	0	0	0	chemine
china	0	0	0	0	0	0	0	0	0	0	Lachin
chine	0	0	0	0	0	0	0	0	0	0	chine
chinook	0	0	0	0	0	0	0	0	0	0	chinook
chip	0	0	0	0	0	0	0	0	0	0	chip
chipping	0	0	0	0	0	0	0	0	0	0	chipping
chirp	0	0	0	0	1	0	1	0	0	0	pepi
chisel	0	0	0	0	0	0	1	0	0	0	chisel
chit	0	0	0	0	0	0	0	0	0	0	chit
chivalry	0	0	0	0	0	0	1	0	0	0	chevalye
chloroform	0	0	0	0	0	1	0	0	0	0	klowofòm
chocolate	0	1	0	0	1	0	1	0	0	1	chokola
choice	0	0	0	0	0	0	1	0	0	0	chwa
choir	0	0	0	0	1	0	1	0	0	1	koral
choke	1	0	0	0	0	1	0	1	0	0	toufe
cholera	0	0	1	1	0	1	0	1	0	0	kolera
choose	0	0	0	0	0	0	0	0	0	0	chwazi
choosing	0	0	0	0	0	0	0	0	0	0	chwazi
chop	0	0	0	0	0	1	0	0	0	0	koupe
chopping	0	0	0	0	0	0	0	0	0	0	koupe
chops	0	0	0	0	0	0	0	0	0	0	chop
choral	0	0	0	0	1	0	1	0	0	0	koral
chords	0	0	0	0	0	0	0	0	0	0	kòd
chore	0	0	0	0	0	1	0	0	0	0	korve
chorus	0	0	0	0	0	0	1	0	0	0	koral
chosen	0	0	0	0	0	0	1	0	0	0	chwazi
chowder	0	0	0	0	0	0	1	0	0	0	chowder
christening	0	0	0	0	0	0	0	0	0	0	batize
chromatic	0	0	0	0	0	0	0	0	0	0	kromatik
chromatography	0	0	0	0	0	0	0	0	0	0	kwomatografi
chromosome	0	0	0	0	0	0	0	0	0	0	kwomozòm
chronic	0	0	0	0	0	1	0	1	0	0	kwonik
chronicle	0	0	0	0	0	0	1	0	0	1	kwonik
chronograph	0	0	0	0	0	0	0	0	0	0	kronograf
chronological	0	0	0	0	0	0	0	0	0	0	kwonolojik
chuck	0	0	0	0	0	0	0	0	0	0	chuck
chuckle	0	1	0	0	1	0	1	0	1	1	ri
chunk	0	0	0	0	0	0	0	0	0	0	moso
chunky	0	0	0	0	0	0	0	0	0	0	gros
church	0	1	0	0	1	0	1	0	0	1	legliz
churchyard	0	0	0	0	0	0	0	0	0	0	lakou legliz
churn	0	0	0	0	0	0	0	0	0	0	churn
chute	0	0	0	0	0	0	0	0	0	0	chute
chutney	0	0	0	0	0	0	0	0	0	0	chutney
ciao	0	0	0	0	0	0	0	0	0	0	ciao
cider	0	0	0	0	0	0	1	0	0	0	sidr
cigar	0	0	0	0	0	0	0	0	0	0	siga
cigarette	0	0	0	0	0	1	0	0	0	0	sigarèt
cinch	0	0	0	0	0	0	0	0	0	0	senk
cinder	0	0	0	0	0	0	0	0	0	0	sann
cinema	0	0	0	0	0	0	0	0	0	0	sinema
cinematographer	0	0	0	0	0	0	0	0	0	0	sinematograf
cinematography	0	0	0	0	0	0	0	0	0	0	sinematografi
cinnamon	0	0	0	0	0	0	0	0	0	0	kannèl
cipher	0	0	0	0	0	0	0	0	0	0	sif
circle	0	0	0	0	0	0	0	0	0	0	sèk
circling	0	0	0	0	0	0	0	0	0	0	fè wonn
circuit	0	0	0	0	0	0	0	0	0	0	kous
circular	0	0	0	0	0	0	0	0	0	0	sikilè
circulate	0	0	0	0	0	0	0	0	0	0	sikile
circulation	0	0	0	0	0	0	0	0	0	0	sikilasyon
circumcision	0	0	0	0	0	0	1	0	0	0	sikonsizyon
circumference	0	0	0	0	0	0	0	0	0	0	sikonferans
circumferential	0	0	0	0	0	0	0	0	0	0	sikonferansyal
circumscribed	0	0	0	0	0	0	0	0	0	0	sikonskri
circumstance	0	0	0	0	0	0	0	0	0	0	sikonstans
circumstantial	0	0	0	0	0	0	0	0	0	0	sikonstansyal
circumvention	0	0	0	0	0	1	1	0	0	0	kontourne
circus	0	0	0	0	0	0	0	0	0	0	sirk
cirrus	0	0	0	0	0	0	0	0	0	0	sir
cistern	0	0	0	0	0	0	0	0	0	0	sitèn
citadel	0	0	0	0	0	0	0	0	0	0	sitadèl
citation	0	0	0	0	0	0	0	0	0	0	sitasyon
citizen	0	0	0	0	0	0	1	0	0	0	sitwayen
citrine	0	0	0	0	0	0	0	0	0	0	sitrin
city	0	0	0	0	0	0	0	0	0	0	vil la
civic	0	0	0	0	0	0	0	0	0	0	sivik
civil	0	0	0	0	0	0	1	0	0	0	sivil
civilian	0	0	0	0	0	0	0	0	0	0	sivil
civility	0	0	0	0	0	0	1	0	0	0	sivilite
civilization	0	0	0	0	0	0	1	0	0	1	sivilizasyon
civilized	0	0	0	0	1	0	1	0	0	1	sivilize
clad	0	0	0	0	0	0	0	0	0	0	abiye
claim	0	0	0	0	0	0	0	0	0	0	reklamasyon
claimant	1	0	1	0	0	0	0	0	0	0	moun ki fè reklamasyon
clairvoyant	0	0	0	0	0	0	1	0	0	0	klèrvwayan
clam	0	0	0	0	0	0	0	0	0	0	paloud
clamor	1	1	1	0	0	1	0	0	1	0	clameur
clamp	0	0	0	0	0	0	0	0	0	0	kranpon
clan	0	0	0	0	0	0	0	0	0	1	klan
clandestine	0	0	0	0	0	0	0	0	0	0	klandesten
clap	0	1	0	0	1	0	1	0	0	1	bat bravo
clarify	0	0	0	0	0	0	1	0	0	0	klarifye
clarinet	0	0	0	0	0	0	0	0	0	0	klarinèt
clarion	0	0	0	0	0	0	0	0	0	0	klaryon
clarity	0	0	0	0	0	0	0	0	0	0	klète
clash	1	0	0	0	0	1	0	0	0	0	eklatman
clashing	1	0	0	1	0	1	0	0	0	0	eklatman
clasp	0	0	0	0	0	0	0	0	0	0	agraf
class	0	0	0	0	0	0	0	0	0	0	klas
classic	0	0	0	0	0	0	1	0	0	0	klasik
classical	0	0	0	0	0	0	1	0	0	0	klasik
classics	0	0	0	0	1	0	1	0	0	0	klasik
classification	0	0	0	0	0	0	0	0	0	0	klasifikasyon
classify	0	0	0	0	0	0	1	0	0	0	klasifye
classmate	0	0	0	0	0	0	0	0	0	0	kondisip klas la
clatter	0	0	0	0	0	0	0	0	0	0	klake
clause	0	0	0	0	0	0	0	0	0	0	kloz
clauses	0	0	0	0	0	0	0	0	0	0	kloz
claw	1	0	0	1	0	1	0	0	0	0	grif
claws	0	0	0	0	0	0	0	0	0	0	grif
clay	0	0	0	0	0	0	0	0	0	0	ajil
clean	0	0	0	0	1	0	1	0	0	1	pwòp
cleaning	0	0	0	0	0	0	1	0	0	0	netwayaj
cleanliness	0	0	0	0	0	0	1	0	0	0	pwòpte
cleanly	0	0	0	0	0	0	1	0	0	0	pwòp
cleanse	0	0	0	0	0	0	1	0	0	0	netwaye
cleansing	0	0	0	0	0	0	1	0	0	0	netwayaj
clearance	0	0	0	0	0	0	1	0	0	1	clearance
clearing	0	0	0	0	0	0	0	0	0	0	netwaye
clearness	0	0	0	0	0	0	1	0	0	0	klète
cleavage	0	0	0	0	0	0	0	0	0	0	klivaj
cleave	0	0	0	1	0	0	0	0	0	0	fann
