English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Serbian Word
basis	0	0	0	0	0	0	0	0	0	0	основу
bask	0	0	0	0	0	0	0	0	0	0	баск
basket	0	0	0	0	0	0	0	0	0	0	корпа
basketball	0	1	0	0	1	0	1	0	0	0	Кошарка
bass	0	0	0	0	0	0	0	0	0	0	бас
basso	0	0	0	0	0	0	0	0	0	0	басо
bassoon	0	0	0	0	0	0	0	0	0	0	фагот
bastard	0	0	1	0	0	1	0	1	0	0	копиле
bastion	1	0	0	0	0	0	1	0	0	0	бастион
bat	0	0	0	0	0	0	0	0	0	0	шишмиш
batch	0	0	0	0	0	0	0	0	0	0	батцх
batching	0	0	0	0	0	0	0	0	0	0	батцхинг
bate	0	0	0	0	0	0	0	0	0	0	бате
bath	0	0	0	0	0	0	1	0	0	0	купка
bathe	0	0	0	0	0	0	0	0	0	0	купати се
bathroom	0	0	0	0	0	0	0	0	0	0	купатило
bathymetry	0	0	0	0	0	0	0	0	0	0	батиметрија
baton	0	0	0	0	0	0	0	0	0	0	палица
battalion	1	0	0	0	0	0	0	0	0	0	батаљона
batter	1	0	0	1	0	1	0	0	0	0	тесто
battered	0	0	0	1	0	1	0	1	0	0	поцепан
battery	1	0	0	0	0	1	0	0	0	0	батерија
battle	1	0	0	0	0	1	0	0	0	0	битка
battled	1	0	0	1	0	1	0	1	0	0	борио
battlefield	0	0	0	1	0	1	0	0	0	0	бојно поље
bawdy	0	0	0	0	0	1	0	0	0	0	бавди
bay	0	0	0	0	0	0	0	0	0	0	залив
bayonet	1	0	0	1	0	1	0	0	0	0	бајонет
bayou	0	0	0	0	0	0	0	0	0	0	баиоу
bazaar	0	0	0	0	0	0	0	0	0	0	базар
beach	0	0	0	0	1	0	0	0	0	0	плажа
beacon	0	0	0	0	0	0	0	0	0	0	беацон
bead	0	0	0	0	0	0	0	0	0	0	перла
beading	0	0	0	0	0	0	0	0	0	0	беадинг
beads	0	0	0	0	0	0	0	0	0	0	перле
beagle	0	0	0	0	0	0	0	0	0	0	беагле
beak	0	0	0	0	0	0	0	0	0	0	кљун
beaker	0	0	0	0	0	0	0	0	0	0	мензура
beam	0	0	0	0	1	0	1	0	0	0	греда
beaming	0	1	0	0	1	0	1	0	0	0	озарена
bear	1	0	0	1	0	0	0	0	0	0	медвед
beard	0	0	0	0	0	0	0	0	0	0	брада
bearded	0	0	0	0	0	0	0	0	0	0	брадати
bearer	0	0	0	0	0	1	0	0	0	0	носилац
bearing	0	0	0	0	0	0	0	0	0	0	носећи
bearings	0	0	0	0	0	0	0	0	0	0	лежајеви
bearish	1	0	0	1	0	0	0	0	0	0	медведасти
beast	1	0	0	1	0	1	0	0	0	0	звер
beastly	0	0	1	1	0	1	0	0	0	0	зверски
beat	0	0	0	0	0	0	0	0	0	0	победити
beating	1	0	0	1	0	1	0	1	0	0	батинање
beau	0	0	0	0	0	0	0	0	0	0	беау
beautification	0	0	0	0	1	0	1	0	0	1	улепшавање
beautiful	0	0	0	0	1	0	1	0	0	0	Лепа
beautify	0	0	0	0	1	0	1	0	0	0	улепшати
beauty	0	0	0	0	1	0	1	0	0	0	лепота
beck	0	0	0	0	0	0	0	0	0	0	бецк
beckon	0	0	0	0	0	0	0	0	0	0	позивати
bed	0	0	0	0	0	0	0	0	0	0	кревет
bedding	0	0	0	0	0	0	0	0	0	0	постељина
bedrock	0	0	0	0	0	0	1	0	0	1	темељне стијене
bedroom	0	0	0	0	0	0	0	0	0	0	спаваћа соба
bedtime	0	0	0	0	0	0	0	0	0	0	време спавања
bee	1	0	0	1	0	0	0	0	0	0	пчела
beef	0	0	0	0	0	0	0	0	0	0	говедина
beehive	0	0	0	0	0	0	0	0	0	0	пчелињак
beer	0	0	0	0	1	0	1	0	0	0	пиво
beeswax	0	0	0	0	0	0	0	0	0	0	пчелињи восак
beetle	0	0	0	0	0	0	0	0	0	0	буба
befall	0	0	0	0	0	1	0	0	0	0	задесити
befitting	0	0	0	0	0	0	1	0	0	0	доликује
befriend	0	0	0	0	1	0	1	0	0	1	спријатељити се
beg	0	0	0	0	0	1	0	1	0	0	молити
beggar	0	0	0	0	0	1	0	1	0	0	просјак
begging	0	0	0	0	0	1	0	0	0	0	просјачење
begin	0	0	0	0	0	0	0	0	0	0	почети
beginner	0	0	0	0	0	0	0	0	0	0	почетник
beginning	0	0	0	0	0	0	0	0	0	0	почетак
begun	0	1	0	0	0	0	0	0	0	0	почео
behavior	0	0	0	0	0	0	0	0	0	0	понашање
behemoth	0	0	0	1	0	1	0	0	0	0	бехемот
behest	0	0	0	0	0	0	0	0	0	0	бехест
behold	0	0	0	0	0	0	0	0	0	0	гле
beholden	0	0	0	0	0	1	0	0	0	0	обавезан
beholder	0	0	0	0	0	0	0	0	0	0	посматрач
belated	0	0	0	0	0	1	0	0	0	0	закаснели
belay	0	0	0	0	0	0	0	0	0	0	белаи
belief	0	0	0	0	0	0	0	0	0	0	веровање
believed	0	0	0	0	0	0	0	0	0	1	веровао
believer	0	0	0	0	0	0	0	0	0	1	верник
believing	0	0	0	0	0	0	1	0	0	1	верујући
belittle	1	0	1	1	0	1	0	1	0	0	омаловажавати
bell	0	0	0	0	0	0	0	0	0	0	звоно
belligerent	1	0	0	1	0	1	0	0	0	0	ратоборни
bellow	0	0	0	0	0	0	0	0	0	0	беллов
bellows	1	0	0	0	0	0	0	0	0	0	мехови
belly	0	0	0	0	0	0	0	0	0	0	стомак
belongings	0	0	0	0	0	0	0	0	0	0	ствари
belt	1	0	0	1	0	1	0	0	0	0	појас
bemused	0	0	0	0	0	0	0	0	0	0	збуњен
bench	0	0	0	0	0	0	0	0	0	0	клупа
bend	0	0	0	0	0	0	0	0	0	0	савијати се
bender	0	0	0	0	0	1	0	0	0	0	бендер
bending	0	0	0	0	0	0	0	0	0	0	савијање
beneath	0	0	0	0	0	0	0	0	0	0	испод
benefactor	0	0	0	0	0	0	1	0	0	1	добротвор
beneficial	0	0	0	0	0	0	1	0	0	0	благотворан
beneficiary	0	0	0	0	0	0	0	0	0	0	корисник
benefit	0	0	0	0	0	0	1	0	0	0	корист
benevolence	0	0	0	0	1	0	1	0	0	1	добронамерност
benign	0	0	0	0	1	0	1	0	0	0	Бенигни
bent	0	0	0	0	0	0	0	0	0	0	савијен
benzene	0	0	0	0	0	0	0	0	0	0	бензен
bequeath	0	0	0	0	0	0	0	0	0	0	завештати
bequest	0	0	0	0	0	0	0	0	0	1	завештање
bereaved	0	0	0	0	0	1	0	1	0	0	ожалошћени
bereavement	0	0	0	0	0	1	0	1	0	0	жалост
bereft	0	0	0	0	0	1	0	0	0	0	лишен
bergamot	0	0	0	0	0	0	0	0	0	0	бергамот
berlin	0	0	0	0	0	0	0	0	0	0	берлин
berserk	1	0	0	0	0	1	0	0	0	0	помахнитао
berth	0	0	0	0	0	0	1	0	0	0	вез
beseech	0	0	0	0	0	0	0	0	0	0	молити
beset	0	0	0	0	0	0	0	0	0	0	опседати
bestial	0	0	1	1	0	1	0	0	0	0	зверски
bestow	0	0	0	0	0	0	0	0	0	0	даровати
bet	0	0	0	0	0	0	0	0	0	0	опклада
betray	1	0	1	0	0	1	0	1	1	0	издати
betrayal	1	0	1	0	0	1	0	1	0	0	издаја
betrothed	0	1	0	0	1	0	1	0	0	1	верени
betterment	0	0	0	0	0	0	1	0	0	0	побољшање
betting	0	0	0	0	0	0	0	0	0	0	клађење
betty	0	0	0	0	0	0	0	0	0	0	Бетти
bevel	0	0	0	0	0	0	0	0	0	0	бевел
beverage	0	0	0	0	0	0	1	0	0	0	напитак
bevy	0	0	0	0	0	0	0	0	0	0	беви
beware	0	1	0	1	0	1	0	0	0	0	Пазите
bewildered	0	0	0	1	0	1	0	0	1	0	збуњен
bewilderment	0	0	0	1	0	0	0	0	1	0	збуњеност
bias	1	0	0	0	0	1	0	0	0	0	склоност
biased	0	0	0	0	0	1	0	0	0	0	пристрасан
bib	0	0	0	0	0	0	0	0	0	0	биб
biblical	0	0	0	0	0	0	1	0	0	0	библијски
bibliography	0	0	0	0	0	0	0	0	0	0	библиографија
bickering	1	0	1	0	0	1	0	0	0	0	препирке
bicolor	0	0	0	0	0	0	0	0	0	0	бицолор
bicycle	0	0	0	0	0	0	0	0	0	0	бицикл
bid	0	0	0	0	0	0	0	0	0	0	понуда
bidder	0	0	0	0	0	0	0	0	0	0	понуђач
bidding	0	0	0	0	0	0	0	0	0	0	надметање
biennial	0	1	0	0	0	0	0	0	0	0	двогодишње
bier	0	0	0	1	0	1	0	1	0	0	биер
bifurcation	0	0	0	0	0	0	0	0	0	0	бифуркација
big	0	0	0	0	0	0	0	0	0	0	велики
bigot	1	0	1	1	0	1	0	0	0	0	затуцана особа
bigoted	1	0	1	1	0	1	0	1	0	0	фанатичан
bike	0	0	0	0	0	0	0	0	0	0	бицикл
bilateral	0	0	0	0	0	0	0	0	0	0	билатерални
bilayer	0	0	0	0	0	0	0	0	0	0	двослој
bile	1	0	1	0	0	1	0	0	0	0	жучи
bilge	0	0	0	0	0	0	0	0	0	0	каљужа
bilingual	0	0	0	0	0	0	1	0	0	0	двојезичне
bill	0	0	0	0	0	0	0	0	0	0	рачун
billet	0	0	0	0	0	0	0	0	0	0	биллет
billiards	0	0	0	0	0	0	0	0	0	0	билијар
billion	0	0	0	0	0	0	0	0	0	0	милијарде
billy	0	0	0	0	0	0	0	0	0	0	Билли
bimonthly	0	0	0	0	0	0	0	0	0	0	двомесечно
bin	0	0	0	0	0	0	0	0	0	0	бин
binary	0	0	0	0	0	0	0	0	0	0	бинарни
bind	0	0	0	0	0	0	0	0	0	0	везати
bindery	0	0	0	0	0	0	0	0	0	0	биндери
binding	0	0	0	0	0	0	0	0	0	0	везивање
bing	0	0	0	0	0	0	0	0	0	0	бинг
binocular	0	0	0	0	0	0	0	0	0	0	двоглед
binoculars	0	0	0	0	0	0	0	0	0	0	двоглед
binomial	0	0	0	0	0	0	0	0	0	0	бином
biogenesis	0	0	0	0	0	0	0	0	0	0	биогенеза
biographer	0	0	0	0	0	0	0	0	0	0	биограф
biography	0	0	0	0	0	0	0	0	0	0	биографија
biology	0	0	0	0	0	0	0	0	0	0	биологија
biopsy	0	0	0	1	0	1	0	0	0	0	биопсија
biosphere	0	0	0	0	0	0	0	0	0	0	биосфера
bipartite	0	0	0	0	0	0	0	0	0	0	дводелни
birch	1	0	1	1	0	1	0	0	0	0	бреза
bird	0	0	0	0	0	0	0	0	0	0	птица
birth	0	1	0	1	1	0	1	0	0	1	рођење
birthday	0	1	0	0	1	0	1	0	1	0	рођендан
birthplace	1	0	0	0	0	1	0	0	0	0	место рођења
birthright	0	0	0	0	0	0	0	0	0	0	право рођења
bis	0	0	0	0	0	0	0	0	0	0	бис
bishop	0	0	0	0	0	0	0	0	0	0	епископ
bison	0	0	0	0	0	0	0	0	0	0	бизон
bit	0	0	0	0	0	0	0	0	0	0	мало
bitch	1	0	1	1	0	1	0	1	0	0	кучко
bite	0	0	0	0	0	1	0	0	0	0	уједати
bitterly	1	0	1	0	0	1	0	1	0	0	горко
bitterness	1	0	1	0	0	1	0	1	0	0	горчина
bitumen	0	0	0	0	0	0	0	0	0	0	битумен
biweekly	0	0	0	0	0	0	0	0	0	0	двонедељно
bizarre	0	0	0	0	0	1	0	0	1	0	бизарно
blackberry	0	0	0	0	0	0	0	0	0	0	купина
blackboard	0	0	0	0	0	0	0	0	0	0	табла
blackjack	0	0	0	0	0	1	0	0	0	0	блацкјацк
blackmail	1	0	0	1	0	1	0	0	0	0	уцена
blackness	0	0	0	1	0	1	0	1	0	0	црнило
blacksmith	0	0	0	0	0	0	0	0	0	0	ковач
bladder	0	0	0	0	0	0	0	0	0	0	бешике
blade	0	0	0	0	0	0	0	0	0	0	сечиво
blame	1	0	1	0	0	1	0	0	0	0	кривити
blameless	0	0	0	0	0	0	1	0	0	0	беспрекоран
bland	0	0	0	0	0	1	0	0	0	0	бланд
blank	0	0	0	0	0	0	0	0	0	0	празно
blanket	0	0	0	0	0	0	0	0	0	1	ћебе
blasphemous	1	0	1	0	0	1	0	0	0	0	богохулни
blasphemy	1	0	0	0	0	1	0	0	0	0	богохуљење
blast	1	0	0	1	0	1	0	0	1	0	бласт
blatant	1	0	1	0	0	1	0	0	0	0	очигледан
blather	0	0	0	0	0	1	0	0	0	0	брбљање
blaze	1	0	0	0	0	1	0	0	0	0	пламен
blazing	0	0	0	0	0	0	0	0	0	0	пламтећи
bleach	0	0	0	0	0	0	0	0	0	0	избељивач
bleak	0	0	0	0	0	1	0	1	0	0	суморан
bleeding	0	0	1	1	0	1	0	1	0	0	крварења
blemish	1	0	1	1	0	1	0	1	0	0	мана
blend	0	0	0	0	0	0	0	0	0	0	мешавина
blending	0	0	0	0	0	0	0	0	0	0	блендинг
bless	0	1	0	0	1	0	1	0	0	1	благослови
blessed	0	0	0	0	1	0	1	0	0	0	блажени
blessing	0	1	0	0	1	0	1	0	0	1	благослов
blessings	0	1	0	0	1	0	1	0	1	1	благослови
blight	0	0	1	1	0	1	0	1	0	0	мрља
blighted	0	0	1	0	0	1	0	1	0	0	блигхтед
blinded	0	0	0	0	0	1	0	0	0	0	заслепљен
blindfold	0	1	0	1	0	0	0	0	1	0	повез преко очију
blindfolded	0	0	0	0	0	0	0	0	0	0	везаних очију
blindly	0	0	0	0	0	1	0	1	0	0	слепо
blindness	0	0	0	0	0	1	0	1	0	0	слепило
blink	0	0	0	0	0	0	0	0	0	0	трепнути
bliss	0	0	0	0	1	0	1	0	0	0	блаженство
blissful	0	0	0	0	1	0	1	0	0	0	блажен
blister	0	0	1	0	0	1	0	0	0	0	блистер
blitz	0	0	0	0	0	0	0	0	1	0	блитз
blizzard	0	0	0	0	0	0	0	0	0	0	Мећава
bloated	0	0	1	0	0	1	0	0	0	0	надувена
blob	0	0	1	1	0	1	0	0	0	0	блоб
block	0	0	0	0	0	0	0	0	0	0	блокирати
blockade	1	0	0	1	0	1	0	1	0	0	блокада
blond	0	0	0	0	0	0	0	0	0	0	плавуша
blood	0	0	0	0	0	0	0	0	0	0	крв
bloodhound	0	0	0	0	0	0	0	0	0	0	крвоследник
bloodless	0	0	0	0	0	0	1	0	0	0	бескрвни
bloodshed	1	0	1	1	0	1	0	1	1	0	крвопролиће
bloodthirsty	1	0	1	1	0	1	0	0	0	0	крволочан
bloody	1	0	1	1	0	1	0	1	0	0	крваво
bloom	0	1	0	0	1	0	1	0	0	1	цветати
blossom	0	0	0	0	1	0	1	0	0	0	цветати
blot	0	0	0	0	0	1	0	0	0	0	мрља
blouse	0	0	0	0	0	0	0	0	0	0	блуза
blower	0	0	0	0	0	1	0	0	0	0	дуваљка
blowing	0	0	0	0	0	0	0	0	0	0	дување
blown	0	0	0	0	0	0	0	0	0	0	дуван
blowout	0	0	0	0	0	1	0	0	0	0	издувати
blue	0	0	0	0	0	0	0	1	0	0	Плави
blues	0	0	0	1	0	1	0	1	0	0	блуес
bluff	0	0	0	0	0	1	0	0	0	0	блефирати
bluish	0	0	0	0	0	0	0	0	0	0	плавичасто
blunder	0	0	1	0	0	1	0	1	0	0	грешка
blunt	0	0	0	0	0	0	0	0	0	0	тупим
blur	0	0	0	0	0	1	0	0	0	0	замућење
blurred	0	0	0	0	0	1	0	0	0	0	замућен
blush	0	0	0	0	0	1	0	0	0	0	руменило
blushing	0	0	0	0	0	0	0	0	0	0	поцрвеневши
boa	0	0	0	0	0	0	0	0	0	0	боа
boar	0	0	0	0	0	0	0	0	0	0	вепар
board	0	1	0	0	0	0	0	0	0	0	одбор, табла
boarder	0	0	0	0	0	0	0	0	0	0	бордер
boarding	0	0	0	0	0	0	0	0	0	0	укрцавање
boards	0	0	0	0	0	0	0	0	0	0	плоче
boast	0	0	0	0	0	1	1	0	0	0	хвалити се
boasting	0	0	0	0	0	1	0	0	0	0	хвалисање
boat	0	0	0	0	0	0	0	0	0	0	чамац
boating	0	0	0	0	0	0	0	0	0	0	вожња чамцем
bobbin	0	0	0	0	0	0	0	0	0	0	бобин
bode	0	0	0	0	0	0	0	0	0	0	боде
bodice	0	0	0	0	0	0	0	0	0	0	стезник
bodily	0	0	0	0	0	0	0	0	0	0	телесном
body	0	0	0	0	0	0	0	0	0	0	тело
bodyguard	0	0	0	0	0	0	1	0	0	1	телохранитељ
bog	0	0	0	0	0	1	0	0	0	0	бог
bogus	1	0	1	0	0	1	0	0	0	0	лажно
boil	0	0	1	0	0	1	0	0	0	0	чир
boiler	0	0	0	0	0	0	0	0	0	0	котао
boilerplate	0	0	0	0	0	1	0	0	0	0	шаблонски
boiling	0	0	0	0	0	0	0	0	0	0	кључање
boisterous	1	1	0	0	1	1	1	0	0	0	буран
bold	0	0	0	0	0	0	1	0	0	0	одважан
boldness	0	0	0	0	0	0	1	0	0	0	смелост
bolster	0	0	0	0	0	0	1	0	0	0	подупирати
bolt	0	0	0	0	0	0	0	0	0	0	завртањ
bolus	0	0	0	0	0	0	0	0	0	0	болус
bomb	1	0	0	1	0	1	0	1	1	0	бомба
bombard	1	0	0	1	0	1	0	0	0	0	бомбардовати
bombardment	1	0	0	1	0	1	0	0	0	0	бомбардовање
bombed	0	0	1	0	0	1	0	0	0	0	бомбардован
bomber	0	0	0	1	0	0	0	1	0	0	бомбардер
bonanza	0	0	0	0	1	0	1	0	0	0	бонанца
bond	0	0	0	0	0	0	0	0	0	0	обвезница
bondage	0	0	0	1	0	1	0	1	0	0	ропство
bonds	0	0	0	0	0	1	0	0	0	0	обвезнице
bone	0	0	0	0	0	0	0	0	0	0	кост
boner	0	0	0	0	0	0	0	0	0	0	бонер
bones	0	0	0	0	0	0	0	0	0	0	костима
bonfire	0	0	0	0	0	0	0	0	0	0	ломача
bonne	0	0	0	0	0	0	1	0	0	0	бонне
bonnet	0	0	0	0	0	0	0	0	0	0	боннет
bonus	0	1	0	0	1	0	1	0	1	0	бонус
bony	0	0	0	0	0	0	0	0	0	0	кошчат
boo	0	0	0	0	0	1	0	0	0	0	боо
boob	0	0	0	0	0	0	0	0	0	0	бооб
booby	0	0	0	0	0	1	0	0	0	0	бооби
book	0	0	0	0	0	0	0	0	0	0	књига
bookcase	0	0	0	0	0	0	0	0	0	0	полица за књиге
booking	0	0	0	0	0	0	0	0	0	0	резервација
bookish	0	0	0	0	0	0	1	0	0	0	књишки
bookkeeper	0	0	0	0	0	0	0	0	0	0	књиговођа
bookkeeping	0	0	0	0	0	0	0	0	0	0	књиговодство
booklet	0	0	0	0	0	0	0	0	0	0	брошура
books	0	0	0	0	0	0	0	0	0	0	књиге
bookseller	0	0	0	0	0	0	0	0	0	0	продавац књига
bookshop	0	0	0	0	0	0	1	0	0	0	књижара
bookstore	0	0	0	0	0	0	0	0	0	0	књижара
bookworm	0	0	0	0	0	1	1	0	0	0	књишки мољац
boomerang	0	1	0	0	0	0	0	0	0	1	бумеранг
booming	0	0	0	0	0	0	0	0	0	0	бооминг
boon	0	0	0	0	0	0	1	0	0	0	благодат
boost	0	0	0	0	0	0	0	0	0	0	појачати
booster	0	0	0	0	0	0	0	0	0	0	боостер
boot	0	0	0	0	0	0	0	0	0	0	боот
booth	0	0	0	0	0	0	0	0	0	0	штанд
boots	0	0	0	0	0	0	0	0	0	0	чизме
booty	0	0	0	0	0	0	0	0	0	0	плен
booze	0	0	0	0	0	1	0	0	0	0	пиће
border	0	0	0	0	0	0	0	0	0	0	граница
bordering	0	0	0	0	0	0	0	0	0	0	граничи
bore	0	0	0	0	0	1	0	0	0	0	боре
boreal	0	0	0	0	0	0	0	0	0	0	бореал
boredom	0	0	0	0	0	1	0	1	0	0	досада
borer	0	0	0	0	0	0	0	0	0	0	бушилица
boring	0	0	0	0	0	1	0	0	0	0	досадан
borough	0	0	0	0	0	0	0	0	0	0	општина
borrow	0	0	0	0	0	0	0	0	0	0	позајмити
borrower	0	0	0	0	0	1	0	0	0	0	зајмопримац
bosom	0	0	0	0	0	0	0	0	0	0	грудима
boss	0	0	0	0	0	0	0	0	0	0	газда
boston	0	0	0	0	0	0	0	0	0	0	бостон
botanical	0	0	0	0	0	0	0	0	0	0	ботанички
botanist	0	0	0	0	0	0	0	0	0	0	ботаничар
botany	0	0	0	0	0	0	0	0	0	0	ботаника
bother	0	0	0	0	0	1	0	0	0	0	сметати
bothering	1	0	0	0	0	1	0	1	0	0	сметајући
bottle	0	0	0	0	0	0	0	0	0	0	флаша
bottom	0	0	0	0	0	1	0	1	0	0	дно
bottomless	0	0	0	1	0	0	0	0	0	0	без дна
boulder	0	0	0	0	0	0	0	0	0	0	громада
bounce	0	0	0	0	0	0	0	0	0	0	одскочити
bound	0	0	0	0	0	1	0	0	0	0	везан
boundary	0	0	0	0	0	0	0	0	0	0	граница
boundless	0	0	0	0	0	0	0	0	0	0	безгранични
bounds	0	0	0	0	0	0	0	0	0	0	границе
bountiful	0	1	0	0	1	0	1	0	0	0	обилан
bounty	0	1	0	0	1	0	1	0	0	1	боунти
bouquet	0	0	0	0	1	0	1	0	0	1	букет
bourgeois	0	0	0	0	0	0	0	0	0	0	буржоаски
bourgeoisie	0	0	0	0	0	0	0	0	0	0	буржоазије
bourse	0	0	0	0	0	0	0	0	0	0	берза
bout	1	0	0	0	0	1	0	0	0	0	боут
bovine	0	0	1	0	0	1	0	0	0	0	говеда
bowed	0	0	0	0	0	0	0	0	0	0	поклонио се
bowels	0	0	1	0	0	0	0	0	0	0	цревима
bowl	0	0	0	0	0	0	0	0	0	0	чинија
bowls	0	0	0	0	0	0	0	0	0	0	чиније
box	0	0	0	0	0	0	0	0	0	0	кутија
boxer	0	0	0	0	0	0	0	0	0	0	боксер
boxing	1	0	0	0	0	0	0	0	0	0	бокс
boycott	0	0	0	0	0	1	0	0	0	0	бојкотовати
boyhood	0	0	0	0	0	0	0	0	0	0	дечачко доба
boyish	0	0	0	0	0	0	0	0	0	0	дечачки
brace	0	0	0	0	0	0	0	0	0	0	грлити
bracelet	0	0	0	0	0	0	0	0	0	0	наруквица
braces	0	0	0	0	0	0	0	0	0	0	протеза
brachial	0	0	0	0	0	0	0	0	0	0	брахијални
bracket	0	0	0	0	0	0	0	0	0	0	заграда
brackets	0	0	0	0	0	0	0	0	0	0	заграде
brackish	0	0	0	0	0	0	0	0	0	0	бочати
brad	0	0	0	0	0	0	0	0	0	0	брад
brag	0	0	0	0	0	1	0	0	0	0	хвалисање
braid	0	0	0	0	0	0	0	0	0	0	плетеница
brain	0	0	0	0	0	0	0	0	0	0	мозак
brains	0	0	0	0	0	0	1	0	0	0	мозгова
brainstorm	0	0	0	0	0	0	0	0	0	0	браинсторм
brake	0	0	0	0	0	0	0	0	0	0	кочница
bran	0	0	1	0	0	0	0	0	0	0	мекиње
branch	0	0	0	0	0	0	0	0	0	0	грана
branching	0	0	0	0	0	0	0	0	0	0	гранање
brandy	0	0	0	0	0	1	0	0	0	0	ракије
brass	0	0	0	0	0	0	0	0	0	0	месинг
brat	0	0	0	0	0	0	0	0	0	0	брат
bravado	0	0	0	0	0	1	0	0	0	0	бравадо
bravery	0	0	0	0	0	0	1	0	0	0	храброст
brawl	1	0	1	1	0	1	0	0	0	0	туча
brazen	1	0	0	0	0	1	0	0	0	0	дрзак
breach	0	0	0	0	0	1	0	0	0	0	кршење
bread	0	0	0	0	0	0	0	0	0	0	хлеба
breadth	0	0	0	0	0	0	0	0	0	0	ширина
break	0	0	0	0	0	0	0	0	1	0	пауза
breakable	0	0	0	0	0	0	0	0	0	0	ломљив
breakdown	0	0	0	0	0	1	0	0	0	0	слом
breaker	0	0	0	0	0	0	0	0	0	0	разбијач
breakers	0	0	0	0	0	0	0	0	0	0	разбијачи
breakfast	0	0	0	0	0	0	1	0	0	0	доручак
breakneck	0	0	0	0	0	1	0	0	0	0	вратоломни
breakup	0	0	0	0	0	1	0	1	0	0	раскид
breath	0	0	0	0	0	0	0	0	0	0	дах
breech	0	0	0	0	0	0	0	0	0	0	затварач
breeches	0	0	0	0	0	0	0	0	0	0	панталоне
breed	0	0	0	0	0	0	0	0	0	0	раса
breeder	0	0	0	0	0	0	0	0	0	0	одгајивач
breeding	0	0	0	0	0	0	0	0	0	0	узгоја
breeze	0	0	0	0	0	0	0	0	0	0	поветарац
breezy	0	0	0	0	0	0	0	0	0	0	бреези
brethren	0	0	0	0	0	0	0	0	0	0	браћо
breve	0	0	0	0	0	0	0	0	0	0	бреве
brevity	0	0	0	0	0	0	0	0	0	0	краткоћа
brew	0	0	0	0	0	0	0	0	0	0	варити
brewing	0	0	0	0	0	0	0	0	0	0	пиварство
bribe	0	0	0	0	0	1	0	0	0	0	мито
bribery	0	0	1	0	0	1	0	0	0	0	подмићивање
brick	0	0	0	0	0	0	0	0	0	0	цигла
bridal	0	1	0	0	1	0	1	0	0	1	свадбени
bride	0	1	0	0	1	0	1	0	0	1	Невеста
bridegroom	0	1	0	0	1	0	1	0	0	1	младожења
bridesmaid	0	0	0	0	1	0	1	0	0	1	дјеверуша
bridge	0	0	0	0	0	0	0	0	0	0	мост
bridle	0	0	0	0	0	0	0	0	0	0	узде
briefly	0	0	0	0	0	0	0	0	0	0	укратко
brig	0	0	0	0	0	0	0	0	0	0	бриг
brigade	0	0	0	1	0	1	0	0	0	0	бригада
brighten	0	0	0	0	1	0	1	0	1	1	разведрити
brightness	0	0	0	0	0	0	1	0	0	0	осветљеност
brilliant	0	1	0	0	1	0	1	0	0	1	бриљантно
brim	0	0	0	0	0	0	0	0	0	0	брим
brimming	0	0	0	0	0	0	0	0	0	0	бримминг
brimstone	1	0	0	1	0	1	0	0	0	0	сумпор
brine	0	0	0	0	0	0	0	0	0	0	саламури
bring	0	0	0	0	0	0	0	0	0	0	довести
brink	0	0	0	0	0	0	0	0	0	0	ивица
brisk	0	0	0	0	0	0	0	0	0	0	жустро
bristle	0	0	0	0	0	1	0	0	0	0	чекињасти
brittle	0	0	0	0	0	0	0	0	0	0	крт
broadcast	0	0	0	0	0	0	0	0	0	0	емитовање
broadside	0	1	0	0	0	1	0	0	0	0	постранце
brocade	0	0	0	0	0	0	1	0	0	0	брокат
brochure	0	0	0	0	0	0	0	0	0	0	брошура
broil	1	0	0	0	0	1	0	0	0	0	пржити
broke	0	0	0	1	0	1	0	1	0	0	сломио
broken	1	0	0	1	0	1	0	1	0	0	сломљена
broker	0	0	0	0	0	0	0	0	0	0	Брокер
brokerage	0	0	0	0	0	0	0	0	0	0	брокерске
bronco	0	0	0	0	0	0	0	0	0	0	бронцо
bronze	0	0	0	0	0	0	0	0	0	0	бронза
brood	0	0	0	0	0	0	0	0	0	0	легло
brooding	0	0	0	0	0	0	0	0	0	0	размишљање
brook	0	0	0	0	0	0	0	0	0	0	поток
broom	0	0	0	0	0	0	0	0	0	0	метла
broth	0	0	0	0	0	0	0	0	0	0	супа
brothel	0	0	1	0	0	1	0	0	0	0	јавна кућа
brother	0	0	0	0	0	0	1	0	0	1	брате
brotherhood	0	0	0	0	0	0	1	0	0	1	братство
brotherly	0	1	0	0	1	0	1	0	0	1	братски
brow	0	0	0	0	0	0	0	0	0	0	чело
brown	0	0	0	0	0	0	0	0	0	0	браон
bruise	0	1	0	0	0	1	0	0	0	0	модрица
brunette	0	0	0	0	0	0	0	0	0	0	бринета
brunt	1	0	0	0	0	1	0	0	0	0	највећи терет
brush	0	0	0	0	0	0	0	0	0	0	четка
brutal	1	0	0	1	0	1	0	0	0	0	брутално
brutality	1	0	0	1	0	1	0	0	0	0	бруталност
brute	1	0	0	1	0	1	0	1	0	0	бруте
bubble	0	0	0	0	0	0	0	0	0	0	мехур
bubbling	0	0	0	0	0	0	0	0	0	0	жуборење
buck	0	0	0	1	0	1	1	0	1	0	долар
bucket	0	0	0	0	0	0	0	0	0	0	канта
buckle	0	0	0	0	0	0	0	0	0	0	копча
