English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Finnish Word
cadet	0	0	0	0	0	0	0	0	0	0	kadetti
cafe	0	0	0	0	0	0	1	0	0	0	kahvila
cage	0	0	0	0	0	1	0	1	0	0	häkki
cairn	0	0	0	0	0	0	0	0	0	0	Cairn
cake	0	0	0	0	0	0	0	0	0	0	kakku
calamity	0	0	0	0	0	0	0	1	0	0	onnettomuus
calcareous	0	0	0	0	0	0	0	0	0	0	kalkkipitoinen
calculate	0	0	0	0	0	0	0	0	0	0	laskea
calculated	0	0	0	0	0	0	0	0	0	0	laskettu
calculating	0	0	0	0	0	1	0	0	0	0	laskemalla
calculation	0	1	0	0	0	0	0	0	0	0	laskeminen
calculator	0	0	0	0	0	0	1	0	0	1	laskin
calculus	0	0	0	0	0	0	0	0	0	0	laskenta
calendar	0	0	0	0	0	0	0	0	0	0	kalenteri
calender	0	0	0	0	0	0	0	0	0	0	kalanteri
calf	0	0	0	0	1	0	1	0	0	1	vasikka
caliber	0	0	0	0	0	0	0	0	0	0	kaliiperi
calibrate	0	0	0	0	0	0	0	0	0	0	kalibroida
calico	0	0	0	0	0	0	0	0	0	0	Calico
calipers	0	0	0	0	0	0	0	0	0	0	jarrusatulat
call	0	0	0	0	0	0	0	0	0	0	soittaa puhelimella
calligraphy	0	0	0	0	0	0	0	0	0	0	kaunokirjoitus
calling	0	0	0	0	0	0	0	0	0	0	kutsumus
callous	1	0	1	0	0	1	0	0	0	0	tunteeton
calls	0	1	0	0	0	1	0	0	0	1	puhelut
calm	0	0	0	0	0	0	1	0	0	0	rauhoittaa
calmness	0	0	0	0	0	0	0	0	0	0	rauhallisuus
caloric	0	0	0	0	0	0	0	0	0	0	kaloreita
calorie	0	0	0	0	0	0	0	0	0	0	kalori
calorimeter	0	0	0	0	0	0	0	0	0	0	kalorimetri
cam	0	0	0	0	0	0	0	0	0	0	nokka
camber	0	0	0	0	0	0	0	0	0	0	camber
camel	0	0	0	0	0	0	0	0	0	0	kameli
cameo	0	0	0	0	0	0	0	0	0	0	cameo
cameraman	0	0	0	0	0	0	0	0	0	0	kuvaaja
camisole	0	0	0	0	0	0	0	0	0	0	paita
camouflage	0	0	0	0	0	0	0	0	1	0	naamiointi
camouflaged	0	0	0	0	0	0	0	0	1	0	naamioitunut
camp	0	0	0	0	0	0	0	0	0	0	leiri
campaign	0	0	0	0	0	0	0	0	0	0	kampanja
campaigner	0	0	0	0	0	0	0	0	0	0	kampanjoija
campaigning	1	0	0	1	0	1	0	0	0	0	kampanjoimassa
campus	0	0	0	0	0	0	0	0	0	0	kampus
canal	0	0	0	0	0	0	0	0	0	0	kanava
canary	0	0	0	0	0	0	1	0	0	0	kanarialainen
cancel	0	0	0	0	0	1	0	1	0	0	peruuttaa
canceling	0	0	0	0	0	0	0	0	0	0	peruuttaminen
cancellation	0	0	0	0	0	0	0	0	0	0	peruutus
cancer	1	0	1	1	0	1	0	1	0	0	syöpä
candid	0	1	0	0	1	0	1	0	1	1	vilpitön
candidacy	0	0	0	0	0	0	0	0	0	0	ehdokkuudesta
candidate	0	0	0	0	0	0	1	0	0	0	ehdokas
candied	0	0	0	0	0	0	1	0	0	0	sokeroitu
candle	0	0	0	0	0	0	0	0	0	0	kynttilä
candlelight	0	0	0	0	0	0	0	0	0	0	kynttilänvalo
candlestick	0	0	0	0	0	0	0	0	0	0	kynttilänjalka
candor	0	0	0	0	0	0	0	0	0	0	vilpittömyys
candy	0	0	0	0	0	0	0	0	0	0	karkkia
cane	1	0	0	1	0	0	0	0	0	0	ruoko
canine	0	0	0	0	0	0	0	0	0	0	koiran-
canister	0	0	0	0	0	0	0	0	0	0	kanisteri
canker	1	0	1	0	0	1	0	0	0	0	syöpä
cannibal	0	0	1	1	0	1	0	0	0	0	kannibaali
cannibalism	0	0	1	0	0	1	0	0	0	0	kannibalismi
canning	0	0	0	0	0	0	0	0	0	0	purkittaminen
cannon	1	0	0	1	0	1	0	0	0	0	tykki
canoe	0	0	0	0	0	0	0	0	0	0	kanootti
canon	0	0	0	0	0	0	0	0	0	0	kaanoni
canonical	0	0	0	0	0	0	0	0	0	0	kanoninen
canons	0	0	0	0	0	0	0	0	0	1	kaanonit
canopy	0	0	0	0	0	0	0	0	0	0	katos
canteen	0	0	0	0	0	0	0	0	0	0	ruokala
canterbury	0	0	0	0	0	0	0	0	0	0	canterbury
cantilever	0	0	0	0	0	0	0	0	0	0	uloke
canto	0	0	0	0	0	0	0	0	0	0	canto
canton	0	0	0	0	0	0	0	0	0	0	kantoni
canvas	0	0	0	0	0	0	0	0	0	0	kangas
canvass	0	0	0	0	0	0	0	0	0	0	kangas
cap	0	1	0	0	0	0	0	0	0	1	korkki
capability	0	0	0	0	0	0	0	0	0	0	kyky
capable	0	0	0	0	0	0	0	0	0	0	kykenevä
capacity	0	0	0	0	0	0	0	0	0	0	kapasiteettia
cape	0	0	0	0	0	0	0	0	0	0	viitta
caper	0	0	0	0	0	0	0	0	0	0	kapris
capillary	0	0	0	0	0	0	0	0	0	0	kapillaari
capital	0	0	0	0	0	0	0	0	0	0	iso alkukirjain
capitalist	0	0	0	0	0	0	1	0	0	0	kapitalisti
capitals	0	0	0	0	0	0	0	0	0	0	kirjaimet
capitation	0	0	0	0	0	0	0	0	0	0	päämies
capitol	0	0	0	0	0	0	0	0	0	0	pääkaupunki
capitulation	0	0	0	0	0	0	0	0	0	0	antautuminen
caprice	0	0	0	0	0	0	0	0	0	0	oikukas
capricious	0	0	0	0	0	0	0	0	0	0	oikukas
caps	0	0	0	0	0	0	0	0	0	0	korkit
capsule	0	0	0	0	0	0	0	0	0	0	kapseli
captain	0	0	0	0	0	0	1	0	0	0	kapteeni
caption	0	0	0	0	0	0	0	0	0	0	kuvateksti
captivate	0	1	0	0	1	0	1	0	1	1	valloittaa
captivating	0	0	0	0	0	0	1	0	0	0	kiehtova
captive	0	0	0	1	0	1	0	1	0	0	vankina
captivity	0	0	0	0	0	1	0	1	0	0	vankeus
captor	0	0	0	1	0	1	0	0	0	0	vangitsija
capture	0	0	0	0	0	1	0	0	0	0	kaapata
car	0	0	0	0	0	0	0	0	0	0	auto
caramel	0	0	0	0	0	0	0	0	0	0	karamelli
carat	0	0	0	0	0	0	0	0	0	0	karaatti
caravan	0	0	0	0	0	0	0	0	0	0	asuntovaunu
carbon	0	0	0	0	0	0	0	0	0	0	hiili
carcass	0	0	1	1	0	1	0	1	0	0	ruho
carcinoma	0	0	0	1	0	1	0	1	0	0	karsinooma
card	0	0	0	0	0	0	0	0	0	0	kortti-
cardigan	0	0	0	0	0	0	0	0	0	0	neuletakki
cardinal	0	0	0	0	0	0	0	0	0	0	kardinaali
cardiomyopathy	0	0	0	1	0	1	0	1	0	0	kardiomyopatia
cards	0	0	0	0	0	0	0	0	0	0	kortit
care	0	0	0	0	0	0	0	0	0	0	hoito
career	0	1	0	0	0	0	1	0	0	0	ura
careful	0	0	0	0	0	0	1	0	0	0	varovainen
carefully	0	0	0	0	0	0	1	0	0	0	huolellisesti
carelessness	1	0	1	0	0	1	0	0	0	0	huolimattomuus
caress	0	0	0	0	0	0	1	0	0	0	hyväillä
caret	0	0	0	0	0	0	0	0	0	0	caret
caretaker	0	0	0	0	0	0	1	0	0	1	talonmies
cargo	0	0	0	0	0	0	0	0	0	0	rahti
caribou	0	0	0	0	0	0	0	0	0	0	karibu
caricature	0	0	0	0	0	1	0	0	0	0	karikatyyri
caries	0	0	1	0	0	1	0	0	0	0	kariesta
carnage	1	0	1	1	0	1	0	1	1	0	verilöyly
carnal	0	0	0	0	0	1	0	0	0	0	lihallinen
carnation	0	0	0	0	0	0	0	0	0	0	neilikka
carnivorous	0	0	0	1	0	1	0	0	0	0	lihansyöjä-
carol	0	0	0	0	1	0	1	0	0	1	carol
carousel	0	0	0	0	0	0	0	0	0	0	karuselli
carpenter	0	0	0	0	0	0	0	0	0	0	puuseppä
carriage	0	0	0	0	0	0	0	0	0	0	kuljetus
carried	0	0	0	0	0	0	0	0	0	0	kuljetettu
carrier	0	0	0	0	0	0	0	0	0	0	harjoittaja
carry	0	0	0	0	0	0	0	0	0	0	kantaa
carrying	0	0	0	0	0	0	0	0	0	0	kantaminen
cart	0	0	0	0	0	0	0	0	0	0	kärry
cartel	0	0	0	0	0	1	0	0	0	0	kartelli
carter	0	0	0	0	0	0	0	0	0	0	carter
cartilage	0	0	0	0	0	0	0	0	0	0	rusto
cartographic	0	0	0	0	0	0	0	0	0	0	kartografinen
cartography	0	0	0	0	0	0	0	0	0	0	kartografia
cartoon	0	0	0	0	0	0	0	0	0	0	sarjakuva
cartouche	0	0	0	0	0	0	0	0	0	0	cartussi
cartridge	0	0	0	1	0	0	0	0	0	0	patruuna
carve	0	0	0	0	0	0	0	0	0	0	veistää
carver	0	0	0	0	0	0	0	0	0	0	veistäjä
carving	0	0	0	0	0	0	0	0	0	0	veistämällä
cascade	0	0	0	0	0	0	1	0	0	0	ryöpytä
case	0	0	0	1	0	1	0	1	0	0	tapaus
casein	0	0	0	0	0	0	0	0	0	0	kaseiini
cash	1	1	0	1	1	0	1	0	0	1	Käteinen raha
cashier	0	0	0	0	0	0	0	0	0	1	kassa
cashmere	0	0	0	0	0	0	0	0	0	0	kasmirmatto
casing	0	0	0	0	0	0	0	0	0	0	kotelo
casino	0	0	0	0	0	0	0	0	0	0	kasino
cask	0	0	0	0	0	0	0	0	0	0	tynnyri
casket	0	0	0	1	0	1	0	1	0	0	ruumisarkku
cast	0	0	0	0	0	0	0	0	0	0	heittää
caste	0	0	0	0	0	1	0	0	0	0	kasti
caster	0	0	0	0	0	0	0	0	0	0	pyörä
castle	0	0	0	0	0	0	0	0	0	0	linna
castor	0	0	0	0	0	0	0	0	0	0	pyörä
casual	0	0	0	0	0	0	0	0	0	0	rento
casually	0	0	0	0	0	0	0	0	0	0	rennosti
casualty	1	0	0	1	0	1	0	1	0	0	uhri
cat	0	0	0	0	0	0	0	0	0	0	kissa
catabolism	0	0	0	0	0	0	0	0	0	0	katabolia
catalog	0	0	0	0	0	0	0	0	0	0	luettelo
catalogue	0	0	0	0	0	0	0	0	0	0	luettelo
catalysis	0	0	0	0	0	0	0	0	0	0	katalyysi
catalytic	0	0	0	0	0	0	0	0	0	0	katalyyttinen
catamaran	0	0	0	0	0	0	0	0	0	0	katamaraani
catapult	0	0	0	0	0	0	0	0	0	0	ritsa
cataract	0	1	0	1	0	1	0	1	0	0	kaihi
catastrophe	1	0	1	1	0	1	0	1	1	0	katastrofi
catch	0	0	0	0	0	0	0	0	1	0	ottaa kiinni
catching	0	0	0	0	0	0	0	0	0	0	kiinni
catechism	0	0	1	0	0	0	0	0	0	0	katekismus
categorical	0	0	0	0	0	0	1	0	0	0	kategorinen
category	0	0	0	0	0	0	0	0	0	0	kategoria
cater	0	0	0	0	0	0	1	0	0	0	huolehtia
caterer	0	0	0	0	0	0	0	0	0	0	pitopalvelu
caterpillar	0	0	0	0	0	0	0	0	0	0	toukka
cates	0	0	0	0	0	0	0	0	0	0	cates
cathartic	0	0	0	0	0	0	1	0	0	0	katarsista
cathedral	0	0	0	0	1	0	1	0	0	1	katedraali
catheter	0	0	0	0	0	1	0	0	0	0	katetri
catnip	0	0	0	0	0	0	0	0	0	0	kissanminttua
cattle	0	0	0	0	0	0	0	0	0	0	karjaa
caucus	0	0	0	0	0	0	0	0	0	0	vaalitoimikunta
caudal	0	0	0	0	0	0	0	0	0	0	kaudaalinen
caulk	0	0	0	0	0	0	0	0	0	0	tilkitä
causal	0	0	0	0	0	0	0	0	0	0	kausaalinen
causality	0	0	0	0	0	0	0	0	0	0	kausaalisuus
causation	0	0	0	0	0	0	0	0	0	0	syy-yhteys
caused	0	0	0	0	0	0	0	0	0	0	aiheuttanut
causeway	0	0	0	0	0	0	0	0	0	0	pengertie
caution	1	1	0	1	0	1	0	0	0	0	varovaisuutta
cautionary	0	0	0	1	0	0	0	0	0	0	varoittava
cautious	0	1	0	1	0	0	1	0	0	1	varovainen
cautiously	0	0	0	1	0	0	1	0	0	0	varovasti
cavalry	0	0	0	0	0	0	0	0	0	0	ratsuväki
cave	0	0	0	0	0	0	0	0	0	0	luola
caveat	0	0	0	0	0	0	0	0	0	0	varoitus
cavern	0	0	0	0	0	0	0	0	0	0	luola
cavernous	0	0	0	0	0	0	0	0	0	0	luolamainen
cavity	0	0	0	0	0	0	0	0	0	0	onkalo
cayenne	0	0	0	0	0	0	0	0	0	0	cayenne
cease	0	0	0	0	0	0	0	0	0	0	lopettaa
ceaseless	0	0	0	0	0	0	0	0	0	0	lakkaamaton
cede	0	0	0	0	0	1	0	0	0	0	luovuttaa
ceiling	0	0	0	0	0	0	0	0	0	0	kattoon
celebrant	0	0	0	0	0	0	0	0	0	0	juhliva
celebrated	0	1	0	0	1	0	1	0	0	0	juhlittiin
celebrating	0	1	0	0	1	0	1	0	0	0	juhlimassa
celebration	0	1	0	0	1	0	1	0	1	1	juhla
celebrity	1	1	1	0	1	1	1	0	1	1	julkkis
celestial	0	1	0	0	1	0	1	0	0	0	taivaallinen
celibacy	0	0	0	0	0	0	0	0	0	0	selibaatti
cell	0	0	0	0	0	0	0	0	0	0	solu
cellar	0	0	0	0	0	0	0	0	0	0	kellari
cellular	0	0	0	0	0	0	0	0	0	0	solu
celluloid	0	0	0	0	0	0	0	0	0	0	selluloidi
cement	0	1	0	0	0	0	0	0	0	1	sementti
cemented	0	0	0	0	0	0	0	0	0	0	sementoitu
cemetery	0	0	0	1	0	1	0	1	0	0	hautausmaa
censor	1	0	1	1	0	1	0	0	0	1	sensuroida
censure	0	0	0	0	0	1	0	0	0	0	moittii
census	0	0	0	0	0	0	0	0	0	0	väestönlaskenta
cent	0	0	0	0	0	0	0	0	0	0	senttiä
centenary	0	0	0	0	0	0	0	0	0	0	satavuotisjuhla
centennial	0	0	0	0	0	0	0	0	0	0	satavuotis
center	0	0	0	0	0	0	1	0	0	1	keskusta
centimeter	0	0	0	0	0	0	0	0	0	0	senttimetri
central	0	0	0	0	0	0	0	0	0	0	keskeinen
centrality	0	0	0	0	0	0	0	0	0	0	keskeiseksi
centralization	0	0	0	0	0	0	0	0	0	0	keskittäminen
centralize	0	0	0	0	0	0	0	0	0	0	keskittää
centrally	0	0	0	0	0	0	0	0	0	0	keskitetysti
centrifugal	0	0	0	0	0	0	0	0	0	0	keskipakoinen
centrifuge	0	0	0	0	0	0	0	0	0	0	sentrifugi
centurion	0	0	0	0	0	0	1	0	0	0	sadanpäämies
century	0	0	0	0	0	0	0	0	0	0	vuosisadalla
ceramics	0	0	0	0	0	0	0	0	0	0	keramiikka
cereal	0	0	0	0	0	0	0	0	0	0	viljaa
cereals	0	0	0	0	0	0	0	0	0	0	viljat
cerebral	0	0	0	0	0	0	1	0	0	0	aivojen
ceremonial	0	0	0	0	0	0	0	0	0	0	seremoniallinen
ceremony	0	0	0	0	1	0	1	0	1	0	seremonia
certainty	0	0	0	0	0	0	1	0	0	0	varmuutta
certificate	0	0	0	0	0	0	0	0	0	0	todistus
certify	0	0	0	0	0	0	0	0	0	1	varmentaa
cess	0	0	1	0	0	1	0	0	0	0	cess
cessation	0	0	0	0	0	1	0	0	0	0	lopettaminen
chaff	1	0	0	1	0	1	0	0	0	0	akanat
chafing	0	0	0	0	0	1	0	0	0	0	hankausta
chagrin	0	0	1	0	0	1	0	1	0	0	harmissaan
chain	0	0	0	0	0	0	0	0	0	0	ketju
chair	0	0	0	0	0	0	0	0	0	0	tuoli
chairman	0	0	0	0	0	0	1	0	0	1	puheenjohtaja
chairperson	0	0	0	0	0	0	0	0	0	0	puheenjohtaja
chairwoman	0	0	0	0	0	0	1	0	0	1	puheenjohtaja
chaise	0	0	0	0	0	0	0	0	0	0	kiesit
chalet	0	0	0	0	0	0	0	0	0	0	chalet
chalice	0	0	0	0	0	0	0	0	0	0	malja
chalk	0	0	0	0	0	0	0	0	0	0	liitu-
challenge	1	0	0	1	0	1	0	0	0	0	haaste
chamber	0	0	0	0	0	0	0	0	0	0	kammio
chambers	0	0	0	0	0	0	0	0	0	0	kammiot
chameleon	0	0	0	0	0	0	0	0	0	0	kameleontti
champagne	0	0	0	0	0	0	0	0	0	0	samppanja
champion	0	1	0	0	1	0	1	0	0	1	mestari
chance	0	0	0	0	0	0	0	0	1	0	mahdollisuus
chancellor	0	0	0	0	0	0	0	0	0	1	liittokansleri
chandelier	0	0	0	0	0	0	0	0	0	0	kattokruunu
chandler	0	0	0	0	0	0	0	0	0	0	chandler
change	0	0	0	1	0	0	0	0	0	0	muuttaa
changeable	0	1	0	0	0	0	0	0	1	0	vaihdettavissa
changed	0	0	0	0	0	0	0	0	0	0	muuttunut
changer	0	0	0	0	0	0	0	0	0	0	vaihtaja
changing	0	0	0	0	0	0	0	0	0	0	vaihtaa
channel	0	0	0	0	0	0	0	0	0	0	kanava
chant	1	1	0	0	1	0	1	0	1	0	laulaa
chaos	1	0	0	1	0	1	0	1	0	0	kaaos
chaotic	1	0	0	0	0	1	0	0	0	0	kaoottinen
chap	0	0	0	0	0	0	0	0	0	0	luku
chapel	0	0	0	0	0	0	0	0	0	0	kappeli
chaplain	0	0	0	0	0	0	0	0	0	1	kappalainen
chapman	0	0	0	0	0	0	0	0	0	0	chapman
chaps	0	0	0	0	0	0	0	0	0	0	kaverit
chapter	0	0	0	0	0	0	0	0	0	0	luku
char	0	0	0	0	0	0	0	0	0	0	hiiltyä
character	0	0	0	0	0	0	0	0	0	0	merkki
characteristic	0	0	0	0	0	0	0	0	0	0	ominaisuus
characterize	0	0	0	0	0	0	0	0	0	0	luonnehtia
charade	0	0	0	0	0	1	0	0	0	0	charade
charcoal	0	0	0	0	0	0	0	0	0	0	puuhiili
charge	0	0	0	0	0	0	0	0	0	0	veloittaa
chargeable	0	0	0	1	0	1	0	1	0	0	maksullinen
charger	0	0	0	0	0	0	1	0	0	0	laturi
chariot	0	0	0	0	0	0	0	0	0	0	vaunut
charitable	0	1	0	0	1	0	1	0	0	1	hyväntekeväisyys
charity	0	0	0	0	1	0	1	0	0	0	hyväntekeväisyys
charm	0	0	0	0	0	0	1	0	0	0	viehätys
charmed	0	0	0	0	1	1	1	0	0	0	hurmannut
charmer	0	0	0	0	0	0	0	0	0	0	hurmuri
charming	0	0	0	0	0	0	1	0	0	0	viehättävä
chart	0	0	0	0	0	0	0	0	0	1	kartoittaa
charter	0	0	0	0	0	0	0	0	0	0	peruskirja
chartered	0	0	0	0	0	0	0	0	0	0	vuokrattu
chase	0	0	0	0	0	1	0	0	0	0	ajojahti
chasm	0	0	0	1	0	0	0	0	0	0	kuilu
chastisement	0	0	0	0	0	1	0	0	0	0	rangaistus
chastity	0	1	0	0	0	0	1	0	0	1	siveys
chat	0	0	0	0	0	0	0	0	0	0	keskustella
chateau	0	0	0	0	0	0	0	0	0	0	linna
chatter	0	0	0	0	0	0	0	0	0	0	pulista
chattering	0	0	0	0	0	0	1	0	0	0	jutella
chatty	0	0	0	0	0	1	0	0	0	0	puhelias
chauffeur	0	0	0	0	0	0	0	0	0	0	autonkuljettaja
cheap	0	0	0	0	0	1	0	0	0	0	halpa
cheat	1	0	1	0	0	1	0	0	0	0	huijata
check	0	0	0	0	0	0	0	0	0	0	tarkistaa
checker	0	0	0	0	0	0	0	0	0	0	tarkistaja
checkered	0	0	0	0	0	0	0	0	0	0	ruudullinen
checkers	0	0	0	0	0	0	0	0	0	0	tammi
checklist	0	0	0	0	0	0	1	0	0	1	tarkistuslista
cheek	0	0	0	0	0	0	0	0	0	0	poski
cheeks	0	0	0	0	0	0	0	0	0	0	posket
cheep	0	0	0	0	0	0	0	0	0	0	halpa
cheer	0	1	0	0	1	0	1	0	1	1	hurrata
cheerful	0	0	0	0	1	0	1	0	1	0	iloinen
cheerfulness	0	1	0	0	1	0	1	0	0	1	iloisuus
cheering	0	0	0	0	1	0	1	0	0	0	piristävä
cheery	0	1	0	0	1	0	1	0	0	0	pirteä
cheesecake	0	0	0	0	0	1	0	0	0	0	juustokakku
cheetah	0	0	0	0	0	0	0	0	0	0	gepardi
chemise	0	0	0	0	0	0	0	0	0	0	keikkaa
chemist	0	0	0	0	0	0	1	0	0	1	kemisti
chemistry	0	0	0	0	0	0	0	0	0	0	kemia
cheque	0	0	0	0	0	0	0	0	0	0	tarkistaa
cherish	0	1	0	0	1	0	1	0	1	1	vaalia
cherry	0	0	0	0	0	0	1	0	0	0	kirsikka
chess	0	0	0	0	0	0	0	0	0	0	shakki
chest	0	0	0	0	0	0	0	0	0	0	rinnassa
chestnut	0	0	0	0	0	0	0	0	0	0	kastanja
chevron	0	0	0	0	0	0	0	0	0	0	chevron
chew	0	0	0	0	0	0	0	0	0	0	pureskella
chic	0	0	0	0	0	0	0	0	0	0	tyylikäs
chicane	0	1	0	0	0	1	0	0	1	1	juoni
chicken	0	0	0	1	0	0	0	0	0	0	kana
chief	0	0	0	0	0	0	0	0	0	0	päällikkö
chiefly	0	0	0	0	0	0	0	0	0	0	pääasiassa
chieftain	0	0	0	0	0	0	1	0	0	0	päällikkö
child	0	1	0	0	1	0	1	0	0	0	lapsi
childbirth	0	0	0	0	0	0	0	0	0	0	synnytys
childhood	0	0	0	0	1	0	1	0	0	0	lapsuus
childish	0	0	0	0	0	1	0	0	0	0	lapsellinen
chill	0	0	0	0	0	0	0	0	0	0	jäähtyä
chilly	0	0	0	0	0	1	0	0	0	0	kolea
chime	0	0	0	0	0	0	0	0	0	0	kello
chimera	0	0	0	1	0	0	0	0	1	0	kimeera
chimes	0	0	0	0	0	0	0	0	0	0	kellopeli
chimney	0	0	0	0	0	0	0	0	0	0	savupiippu
china	0	0	0	0	0	0	0	0	0	0	Kiina
chine	0	0	0	0	0	0	0	0	0	0	kiina
chinook	0	0	0	0	0	0	0	0	0	0	chinook
chip	0	0	0	0	0	0	0	0	0	0	siru
chipping	0	0	0	0	0	0	0	0	0	0	haketus
chirp	0	0	0	0	1	0	1	0	0	0	visertää
chisel	0	0	0	0	0	0	1	0	0	0	taltta
chit	0	0	0	0	0	0	0	0	0	0	tsemppiä
chivalry	0	0	0	0	0	0	1	0	0	0	ritarillisuutta
chloroform	0	0	0	0	0	1	0	0	0	0	kloroformi
chocolate	0	1	0	0	1	0	1	0	0	1	suklaa
choice	0	0	0	0	0	0	1	0	0	0	valinta
choir	0	0	0	0	1	0	1	0	0	1	kuoro
choke	1	0	0	0	0	1	0	1	0	0	tukehtua
cholera	0	0	1	1	0	1	0	1	0	0	kolera
choose	0	0	0	0	0	0	0	0	0	0	valita
choosing	0	0	0	0	0	0	0	0	0	0	valitsemalla
chop	0	0	0	0	0	1	0	0	0	0	pilkkoa
chopping	0	0	0	0	0	0	0	0	0	0	pilkkominen
chops	0	0	0	0	0	0	0	0	0	0	kyljykset
choral	0	0	0	0	1	0	1	0	0	0	kuoro
chords	0	0	0	0	0	0	0	0	0	0	sointuja
chore	0	0	0	0	0	1	0	0	0	0	urakka
chorus	0	0	0	0	0	0	1	0	0	0	kertosäe
chosen	0	0	0	0	0	0	1	0	0	0	valittu
chowder	0	0	0	0	0	0	1	0	0	0	chowder
christening	0	0	0	0	0	0	0	0	0	0	kaste
chromatic	0	0	0	0	0	0	0	0	0	0	kromaattinen
chromatography	0	0	0	0	0	0	0	0	0	0	kromatografia
chromosome	0	0	0	0	0	0	0	0	0	0	kromosomi
chronic	0	0	0	0	0	1	0	1	0	0	krooninen
chronicle	0	0	0	0	0	0	1	0	0	1	kronikka
chronograph	0	0	0	0	0	0	0	0	0	0	kronografi
chronological	0	0	0	0	0	0	0	0	0	0	kronologinen
chuck	0	0	0	0	0	0	0	0	0	0	heittää
chuckle	0	1	0	0	1	0	1	0	1	1	hihittää
chunk	0	0	0	0	0	0	0	0	0	0	kimpale
chunky	0	0	0	0	0	0	0	0	0	0	paksu
church	0	1	0	0	1	0	1	0	0	1	kirkko
churchyard	0	0	0	0	0	0	0	0	0	0	kirkkomaa
churn	0	0	0	0	0	0	0	0	0	0	vaihtua
chute	0	0	0	0	0	0	0	0	0	0	ränni
chutney	0	0	0	0	0	0	0	0	0	0	chutney
ciao	0	0	0	0	0	0	0	0	0	0	ciao
cider	0	0	0	0	0	0	1	0	0	0	siideri
cigar	0	0	0	0	0	0	0	0	0	0	sikari
cigarette	0	0	0	0	0	1	0	0	0	0	savuke
cinch	0	0	0	0	0	0	0	0	0	0	helppo nakki
cinder	0	0	0	0	0	0	0	0	0	0	tuhka
cinema	0	0	0	0	0	0	0	0	0	0	elokuva
cinematographer	0	0	0	0	0	0	0	0	0	0	kuvaaja
cinematography	0	0	0	0	0	0	0	0	0	0	elokuvaus
cinnamon	0	0	0	0	0	0	0	0	0	0	kaneli
cipher	0	0	0	0	0	0	0	0	0	0	salaus
circle	0	0	0	0	0	0	0	0	0	0	ympyrä
circling	0	0	0	0	0	0	0	0	0	0	kiertää
circuit	0	0	0	0	0	0	0	0	0	0	piiri
circular	0	0	0	0	0	0	0	0	0	0	pyöreä
circulate	0	0	0	0	0	0	0	0	0	0	kiertää
circulation	0	0	0	0	0	0	0	0	0	0	liikkeeseen
circumcision	0	0	0	0	0	0	1	0	0	0	ympärileikkaus
circumference	0	0	0	0	0	0	0	0	0	0	ympärysmitta
circumferential	0	0	0	0	0	0	0	0	0	0	kehämäinen
circumscribed	0	0	0	0	0	0	0	0	0	0	rajattu
circumstance	0	0	0	0	0	0	0	0	0	0	olosuhde
circumstantial	0	0	0	0	0	0	0	0	0	0	olosuhteet huomioon ottaen
circumvention	0	0	0	0	0	1	1	0	0	0	kiertäminen
circus	0	0	0	0	0	0	0	0	0	0	sirkus
cirrus	0	0	0	0	0	0	0	0	0	0	cirrus
cistern	0	0	0	0	0	0	0	0	0	0	säiliö
citadel	0	0	0	0	0	0	0	0	0	0	linnoitus
citation	0	0	0	0	0	0	0	0	0	0	lainaus
citizen	0	0	0	0	0	0	1	0	0	0	kansalainen
citrine	0	0	0	0	0	0	0	0	0	0	sitriini
city	0	0	0	0	0	0	0	0	0	0	kaupunki
civic	0	0	0	0	0	0	0	0	0	0	kansalaisuus
civil	0	0	0	0	0	0	1	0	0	0	siviili
civilian	0	0	0	0	0	0	0	0	0	0	siviili
civility	0	0	0	0	0	0	1	0	0	0	kohteliaisuus
civilization	0	0	0	0	0	0	1	0	0	1	sivilisaatio
civilized	0	0	0	0	1	0	1	0	0	1	sivistynyt
clad	0	0	0	0	0	0	0	0	0	0	verhottu
claim	0	0	0	0	0	0	0	0	0	0	väittää
claimant	1	0	1	0	0	0	0	0	0	0	kantaja
clairvoyant	0	0	0	0	0	0	1	0	0	0	selvänäkijä
clam	0	0	0	0	0	0	0	0	0	0	simpukka
clamor	1	1	1	0	0	1	0	0	1	0	meteli
clamp	0	0	0	0	0	0	0	0	0	0	puristin
clan	0	0	0	0	0	0	0	0	0	1	klaani
clandestine	0	0	0	0	0	0	0	0	0	0	salainen
clap	0	1	0	0	1	0	1	0	0	1	taputtaa
clarify	0	0	0	0	0	0	1	0	0	0	selventää
clarinet	0	0	0	0	0	0	0	0	0	0	klarinetti
clarion	0	0	0	0	0	0	0	0	0	0	huutoa
clarity	0	0	0	0	0	0	0	0	0	0	selkeys
clash	1	0	0	0	0	1	0	0	0	0	yhteentörmäys
clashing	1	0	0	1	0	1	0	0	0	0	ristiriidassa
clasp	0	0	0	0	0	0	0	0	0	0	lukko
class	0	0	0	0	0	0	0	0	0	0	luokkaa
classic	0	0	0	0	0	0	1	0	0	0	klassikko
classical	0	0	0	0	0	0	1	0	0	0	klassista
classics	0	0	0	0	1	0	1	0	0	0	klassikoita
classification	0	0	0	0	0	0	0	0	0	0	luokitus
classify	0	0	0	0	0	0	1	0	0	0	luokitella
classmate	0	0	0	0	0	0	0	0	0	0	luokkatoveri
