English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Hawaiian Word
drifted	0	0	0	0	0	0	0	0	0	0	heʻe
drill	0	0	0	0	0	0	0	0	0	0	wiliwili
drink	0	0	0	0	0	0	0	0	0	0	inu
drinking	0	0	0	0	0	1	0	0	0	0	inu ana
drip	0	0	0	0	0	0	0	0	0	0	kulu
dripping	0	0	0	0	0	0	0	0	0	0	kulu ana
drivel	0	0	1	0	0	1	0	0	0	0	kalaiwa
driver	0	0	0	0	0	0	0	0	0	0	kaʻa hoʻokele
driveway	0	0	0	0	0	0	0	0	0	0	alanui kaʻa
drizzle	0	0	0	0	0	0	0	0	0	0	ʻōniʻoniʻo
droll	0	0	0	0	0	0	0	0	0	0	wiliwili
drone	0	0	0	0	0	1	0	0	0	0	drone
drool	0	0	1	0	0	0	0	0	0	0	drool
drooping	0	0	0	0	0	1	0	0	0	0	e hāʻule ana
drop	0	0	0	0	0	0	0	0	0	0	hāʻule
droplet	0	0	0	0	0	0	0	0	0	0	kulu kulu
drought	0	0	0	0	0	1	0	0	0	0	maloʻo
drove	0	0	0	0	0	0	0	0	0	0	hoʻokele
drown	0	0	0	1	0	1	0	1	0	0	pohole
drowsiness	0	0	0	0	0	1	0	0	0	0	hiamoe
drowsy	0	0	0	0	0	0	0	0	0	0	hiamoe
drudgery	0	0	0	0	0	1	0	0	0	0	hana luhi
drug	0	0	0	0	0	0	0	0	0	0	lāʻau lapaʻau
drugged	0	0	0	0	0	0	0	1	0	0	lāʻau lapaʻau
drugstore	0	0	0	0	0	0	0	0	0	0	hale kūʻai lāʻau
druid	0	0	0	0	0	0	0	0	0	0	druid
drum	0	0	0	0	0	0	0	0	0	0	pahu
drummer	0	0	0	0	0	0	0	0	0	0	mea pahu pahu
drumming	0	0	0	0	0	0	0	0	0	0	ka pahu pahu
drunken	0	0	1	0	0	1	0	0	0	0	ʻona
drunkenness	0	0	0	0	0	1	0	0	0	0	ʻona
dry	0	0	0	0	0	0	0	0	0	0	maloʻo
dryness	0	0	0	0	0	0	0	0	0	0	maloʻo
dual	0	0	0	0	0	0	0	0	0	0	pālua
dualism	0	0	0	0	0	0	0	0	0	0	ʻelua ʻano
duality	0	0	0	0	0	0	0	0	0	0	lualua
dub	0	0	0	0	0	0	0	0	0	0	dub
dubious	0	0	0	1	0	1	0	0	0	1	kanalua
ducking	0	0	0	0	0	0	0	0	0	0	hoʻopio
duct	0	0	0	0	0	0	0	0	0	0	auwai
ductile	0	0	0	0	0	0	0	0	0	0	ductile
duds	0	0	0	0	0	0	0	0	0	0	nā ʻūlū
due	0	0	0	0	0	0	0	0	0	0	pono
duel	1	1	0	1	0	0	0	0	0	0	duel
dues	0	0	0	0	0	0	0	0	0	0	uku
duet	0	0	0	0	0	0	1	0	0	0	duet
dugout	0	0	0	0	0	0	0	0	0	0	luaʻi
duke	0	0	0	0	0	0	1	0	0	0	duke
dull	0	0	0	0	0	1	0	1	0	0	kūmūmū
dumb	0	0	0	0	0	1	0	0	0	0	hūpō
dummy	0	0	0	0	0	1	0	0	0	0	dummy
dump	0	0	0	0	0	0	0	0	0	0	hoʻolei
dumps	1	0	0	0	0	1	0	1	0	0	hoolei
dun	0	0	0	0	0	1	0	0	0	0	dun
dune	0	0	0	0	0	0	0	0	0	0	dune
dung	0	0	1	0	0	0	0	0	0	0	lepo
dungeon	0	0	0	1	0	1	0	0	0	0	hale paahao
duo	0	0	0	0	0	0	0	0	0	0	lua
dupe	1	0	0	0	0	1	0	0	0	0	hoʻopunipuni
duplex	0	0	0	0	0	0	0	0	0	0	duplex
duplicate	0	0	0	0	0	0	0	0	0	0	lua
duplication	0	0	0	0	0	0	0	0	0	0	hoʻopālua
duplicity	1	0	0	0	0	1	0	0	0	0	luahi
durability	0	0	0	0	0	0	1	0	0	1	ka lōʻihi
durable	0	0	0	0	0	0	1	0	0	1	lōʻihi
duration	0	0	0	0	0	0	0	0	0	0	lōʻihi
duress	1	0	1	1	0	1	0	1	0	0	koʻikoʻi
dusk	0	0	0	0	0	0	0	0	0	0	ahiahi
dusky	0	0	0	0	0	0	0	0	0	0	pōʻeleʻele
dust	0	0	0	0	0	1	0	0	0	0	lepo
duster	0	0	0	0	0	0	0	0	0	0	lepo lepo
dusty	0	0	0	0	0	0	0	0	0	0	lepo lepo
dutiful	0	1	0	0	0	0	1	0	0	1	hana pono
dwarf	0	0	0	0	0	0	0	0	0	0	dwarf
dwarfed	0	0	0	1	0	1	0	1	0	0	ʻanoʻuʻuku
dwell	0	0	0	0	0	0	0	0	0	0	noho
dweller	0	0	0	0	0	0	0	0	0	0	mea noho
dwelling	0	0	0	0	0	0	0	0	0	0	hale noho
dye	0	0	0	0	0	0	0	0	0	0	kalai
dying	1	0	1	1	0	1	0	1	0	0	e make ana
dyke	0	0	0	0	0	0	0	0	0	0	dyke
dynamic	0	0	0	0	0	0	0	0	1	0	hoʻoikaika kino
dynamical	0	0	0	0	0	0	0	0	0	0	dynamical
dynamics	0	0	0	0	0	0	0	0	0	0	dynamics
dynamite	0	0	0	0	0	0	0	0	0	0	dinamita
dynasty	0	0	0	0	0	0	0	0	0	0	moʻokūʻauhau
dysentery	0	0	1	0	0	1	0	1	0	0	ka maʻi ʻaʻai
dyspepsia	0	0	0	0	0	0	0	0	0	0	dyspepsia
eager	0	1	0	0	1	0	1	0	1	1	makemake nui
eagerness	0	1	0	0	1	0	1	0	0	1	makemake nui
eagle	0	0	0	0	0	0	0	0	0	1	ʻaeto
ear	0	0	0	0	0	0	0	0	0	0	pepeiao
earl	0	0	0	0	0	0	1	0	0	0	earl
earlier	0	0	0	0	0	0	0	0	0	0	mamua
early	0	0	0	0	0	0	0	0	0	0	kakahiaka nui
earn	0	0	0	0	0	0	1	0	0	0	loaa
earnest	0	0	0	0	0	0	1	0	0	0	ikaika loa
earnestly	0	0	0	0	0	0	1	0	0	0	me ka ikaika
earnestness	0	0	0	0	0	0	1	0	0	0	ka hooikaika ana
earnings	0	0	0	0	0	0	0	0	0	0	loaʻa kālā
earring	0	0	0	0	0	0	0	0	0	0	apo pepeiao
earshot	0	0	0	0	0	0	0	0	0	0	pepeiao
earth	0	0	0	0	0	0	0	0	0	0	honua
earthenware	0	0	0	0	0	0	0	0	0	0	lepo lepo
earthly	0	0	0	0	0	0	0	0	0	0	honua
earthquake	1	0	0	1	0	1	0	1	1	0	ōlaʻi
earthy	0	0	0	0	0	0	0	0	0	0	lepo
ease	0	0	0	0	0	0	1	0	0	0	oluolu
easel	0	0	0	0	0	0	0	0	0	0	easel
easement	0	0	0	0	0	0	1	0	0	0	ʻoluʻolu
easily	0	0	0	0	0	0	0	0	0	0	maalahi
easy	0	0	0	0	0	0	0	0	0	0	oluolu
easygoing	0	0	0	0	0	0	1	0	0	0	Oluʻolu
eat	0	0	0	0	0	0	1	0	0	0	ʻai
eating	0	0	0	0	0	0	0	0	0	0	ʻai
eavesdropping	0	0	0	0	0	1	0	0	0	0	ka lohe ʻana
ebb	0	0	0	0	0	0	0	0	0	0	ebb
ebony	0	0	0	0	0	0	0	0	0	0	eboni
eccentric	0	0	0	0	0	0	0	0	0	0	hoʻokaʻawale
eccentricity	0	0	0	0	0	0	0	0	0	0	eccentricity
ecclesiastical	0	0	0	0	0	0	0	0	0	0	ʻekalesia
echo	0	0	0	0	0	0	0	0	0	0	leo kani
eclectic	0	0	0	0	0	0	0	0	0	0	eclectic
eclipse	0	0	0	0	0	0	0	0	0	0	eclipse
ecliptic	0	0	0	0	0	0	0	0	0	0	ecliptic
economical	0	0	0	0	0	0	0	0	0	0	waiwai
economics	0	0	0	0	0	0	0	0	0	0	ʻoihana waiwai
economy	0	0	0	0	0	0	0	0	0	1	hoʻokele waiwai
ecstasy	0	1	0	0	1	0	1	0	0	0	hauʻoli
ecstatic	0	1	0	0	1	0	1	0	1	0	hauʻoli
ecumenical	0	0	0	0	0	0	0	0	0	0	ekumene
eddy	0	0	0	0	0	0	0	0	0	0	eddy
edge	0	0	0	0	0	0	0	0	0	0	lihi
edging	0	0	0	0	0	0	0	0	0	0	lihilihi
edible	0	0	0	0	0	0	0	0	0	0	hiki ke ʻai
edict	0	0	0	1	0	1	0	0	0	0	kauoha
edification	0	1	0	0	1	0	1	0	0	1	hoʻonaʻauao
edifice	0	0	0	0	0	0	0	0	0	0	hale hale
edit	0	0	0	0	0	0	0	0	0	0	hoʻoponopono
edition	0	1	0	0	0	0	0	0	0	0	hoʻopuka
editor	0	0	0	0	0	0	0	0	0	0	hoʻoponopono
editorial	0	0	0	0	0	0	0	0	0	0	hoʻoponopono
educate	0	0	0	0	0	0	1	0	0	0	hoʻonaʻauao
educated	0	0	0	0	0	0	1	0	0	0	naauao
education	0	0	0	0	0	0	0	0	0	0	hoʻonaʻauao
educational	0	0	0	0	0	0	1	0	0	1	hoʻonaʻauao
eel	0	0	0	1	0	0	0	0	0	0	ʻeleʻele
effect	0	0	0	0	0	0	0	0	0	0	hopena
effective	0	0	0	0	0	0	1	0	0	1	pono
effects	0	0	0	0	0	0	0	0	0	0	hopena
effectual	0	0	0	0	0	0	0	0	0	0	hopena
effectually	0	0	0	0	0	0	0	0	0	0	hopena
effectuate	0	0	0	0	0	0	0	0	0	0	hoʻokō
effeminate	0	0	0	0	0	1	0	0	0	0	wahine wahine
efficacious	0	0	0	0	0	0	0	0	0	0	pono
efficacy	0	0	0	0	0	0	1	0	0	0	ka pono
efficiency	0	0	0	0	0	0	1	0	0	0	pono
efficient	0	1	0	0	0	0	1	0	0	1	pono
effigy	1	0	0	0	0	0	0	0	0	0	effigy
effort	0	0	0	0	0	0	1	0	0	0	hooikaika
effusion	0	0	0	0	0	0	0	0	0	0	effusion
egg	0	0	0	0	0	0	0	0	0	0	hua manu
ego	0	0	0	0	0	0	0	0	0	0	kūʻokoʻa
egotistical	0	0	1	0	0	1	0	0	0	0	hoʻokiʻekiʻe
egregious	1	0	1	0	0	1	0	0	0	0	ʻinoʻino
egress	0	0	0	0	0	0	0	0	0	0	puka i waho
eighth	0	0	0	0	0	0	0	0	0	0	ka walu
eighty	0	0	0	0	0	0	0	0	0	0	kanawalu
ejaculate	0	0	0	0	0	0	0	0	0	0	ejaculate
ejaculation	0	1	0	0	1	0	1	0	1	1	ejaculation
eject	0	0	0	0	0	1	0	0	0	0	kipaku
ejection	0	0	0	0	0	1	0	0	0	0	kipaku ʻana
elaborate	0	0	0	0	0	0	0	0	0	0	wehewehe
elaboration	0	0	0	0	0	0	1	0	0	0	wehewehe
elan	0	0	0	0	0	0	0	0	0	0	elan
elapse	0	0	0	0	0	0	0	0	0	0	hala
elapsed	0	0	0	0	0	0	0	0	0	0	ua hala
elastic	0	0	0	0	0	0	0	0	0	0	elastic
elasticity	0	0	0	0	0	0	0	0	0	0	elasticity
elated	0	0	0	0	1	0	1	0	0	0	hauʻoli
elbow	1	0	0	0	0	0	0	0	0	0	kuʻekuʻe lima
eld	0	0	0	0	0	0	0	0	0	0	eld
elder	0	0	0	0	0	0	1	0	0	1	kahiko
elders	0	0	0	0	0	0	1	0	0	1	kahiko
eldest	0	0	0	0	0	0	0	0	0	0	hiapo
elect	0	0	0	0	0	0	1	0	0	1	koho
election	0	0	0	0	0	0	0	0	0	0	koho
elector	0	0	0	0	0	0	0	0	0	0	mea koho
electorate	0	0	0	0	0	0	0	0	0	1	poe koho
electric	0	0	0	0	1	0	1	0	1	0	uila
electricity	0	0	0	0	0	0	1	0	0	0	uila
elegance	0	1	0	0	1	0	1	0	0	1	ka nani
elegant	0	0	0	0	1	0	1	0	0	0	nani
element	0	0	0	0	0	0	0	0	0	0	ʻeleʻele
elementary	0	0	0	0	0	0	0	0	0	0	kula haʻahaʻa
elements	0	0	0	0	0	0	0	0	0	0	mau mea
elephant	0	0	0	0	0	0	0	0	0	0	ʻelepani
elevate	0	0	0	0	0	0	0	0	0	0	hoʻokiʻekiʻe
elevation	0	1	0	1	1	0	1	0	0	1	kiʻekiʻe
elevator	0	0	0	0	0	0	0	0	0	0	elevator
eleven	0	0	0	0	0	0	0	0	0	0	ʻumikumākahi
eleventh	0	0	0	0	0	0	0	0	0	0	ka ʻumikumākahi
elf	1	0	1	1	0	0	0	0	0	0	elf
elicit	0	0	0	0	0	0	0	0	0	0	hoʻopuka
eligible	0	0	0	0	0	0	1	0	0	0	kūpono
elimination	1	0	1	1	0	1	0	1	0	0	ka hoopau ana
elite	0	1	0	0	1	0	1	0	0	1	elite
elk	0	0	0	0	0	0	0	0	0	0	elk
ell	0	0	0	0	0	0	0	0	0	0	ell
ellipse	0	0	0	0	0	0	0	0	0	0	ellipse
ellipsis	0	0	0	0	0	0	0	0	0	0	ellipsis
ellipsoid	0	0	0	0	0	0	0	0	0	0	ellipsoid
elliptic	0	0	0	0	0	0	0	0	0	0	elliptic
elliptical	0	0	0	0	0	0	0	0	0	0	elliptical
elongate	0	0	0	0	0	0	0	0	0	0	elongate
elongation	0	0	0	0	0	0	0	0	0	0	elongation
eloquence	0	0	0	0	0	0	1	0	0	0	ʻōlelo ʻōlelo
eloquent	0	0	0	0	0	0	1	0	0	0	akamai i ka olelo
elucidate	0	0	0	0	0	0	1	0	0	1	wehewehe
elucidation	0	0	0	0	0	0	0	0	0	0	elucidation
elude	0	0	0	0	0	0	0	0	0	0	e pakele
elusive	0	0	0	0	0	1	0	0	1	0	paʻakikī
emaciated	0	0	0	1	0	1	0	1	0	0	ʻeleʻele
emanate	0	0	0	0	0	0	0	0	0	0	emanate
emancipation	0	1	0	0	1	0	1	0	0	0	hoʻokuʻu ʻia
embankment	0	0	0	0	0	0	0	0	0	0	pāpū
embargo	0	0	0	0	0	1	0	0	0	0	hoʻopaʻa ʻia
embark	0	0	0	0	0	0	0	0	0	0	holo moku
embarrass	0	0	0	0	0	1	0	1	0	0	hilahila
embarrassing	0	0	0	0	0	1	0	0	0	0	hilahila
embarrassment	0	0	0	1	0	1	0	1	1	0	hilahila
embassy	0	0	0	0	0	0	0	0	0	0	ʻelele
embed	0	0	0	0	0	0	0	0	0	0	hoʻokomo
embellish	0	0	0	0	0	0	0	0	0	0	hoʻonani
embellishment	0	0	0	0	0	0	0	0	0	0	hoʻohiwahiwa
embers	0	0	0	0	0	0	0	0	0	0	nā lāʻau lapalapa
embezzlement	0	0	0	0	0	1	0	0	0	0	ʻaihue
emblem	0	0	0	0	0	0	0	0	0	0	hōʻailona
emblematic	0	0	0	0	0	0	0	0	0	0	hōʻailona
embodiment	0	0	0	0	0	0	0	0	0	0	hoʻohālike
embolism	0	0	0	1	0	1	0	1	0	0	embolism
embossed	0	0	0	0	0	0	0	0	0	0	i kālai ʻia
embrace	0	1	0	0	1	0	1	0	1	1	apo
embroidered	0	0	0	0	0	0	0	0	0	0	hili ʻia
embroidery	0	0	0	0	0	0	0	0	0	0	hili ʻana
embroiled	0	0	0	0	0	1	0	0	0	0	huikau
embryo	0	0	0	0	0	0	0	0	0	0	embryo
embryonic	0	0	0	0	0	0	0	0	0	0	embryonic
emerald	0	0	0	0	0	0	0	0	0	0	emerald
emerge	0	0	0	0	0	0	0	0	0	0	puka mai
emergence	0	0	0	0	0	0	0	0	0	0	puka ana
emergency	0	0	0	1	0	1	0	1	1	0	pilikia
emeritus	0	0	0	0	0	0	1	0	0	0	emeritus
emigrate	0	0	0	0	0	0	0	0	0	0	e neʻe aku
emigration	0	0	0	0	0	0	0	0	0	0	ka neʻe ʻana
eminence	0	0	0	0	0	0	1	0	0	1	hanohano
eminent	0	0	0	0	0	0	1	0	0	0	hanohano
eminently	0	0	0	0	0	0	1	0	0	0	eminently
emir	0	0	0	0	0	0	1	0	0	0	emir
emission	0	0	0	0	0	0	0	0	0	0	hoʻokuʻu
emit	0	0	0	0	0	0	0	0	0	0	hoʻokuʻu
emotion	0	0	0	0	0	0	0	0	0	0	ka manaʻo
emotional	0	0	0	0	0	0	0	0	0	0	manaʻo manaʻo
emotive	0	0	0	0	0	0	0	0	0	0	emotive
empathy	0	0	0	0	0	0	1	0	0	0	aloha
emperor	0	0	0	0	0	0	0	0	0	0	emepera
emphasis	0	0	0	0	0	0	0	0	0	0	koʻikoʻi
emphasize	0	0	0	0	0	0	0	0	0	1	hoʻokūpaʻa
emphatic	0	0	0	0	0	0	0	0	0	0	koʻikoʻi
empire	0	0	0	0	0	0	0	0	0	0	aupuni aupuni
empirical	0	0	0	0	0	0	0	0	0	0	empirical
empiricism	0	0	0	0	0	0	0	0	0	0	manaʻo hoʻopono
employ	0	0	0	0	0	0	0	0	0	1	hoolimalima
employer	0	0	0	0	0	0	0	0	0	0	haku hana
employment	0	0	0	0	0	0	0	0	0	0	ʻoihana
emporium	0	0	0	0	0	0	0	0	0	0	emporium
empower	0	0	0	0	0	0	1	0	0	0	hoʻoikaika
empress	0	0	0	0	0	0	0	0	0	0	empress
emptiness	0	0	0	0	0	0	0	1	0	0	ka hakahaka
emption	0	0	0	0	0	0	0	0	0	0	kaawale
empty	0	0	0	0	0	0	0	0	0	0	nele
emulate	0	0	0	0	0	0	1	0	0	0	e hoohalike
emulsion	0	0	0	0	0	0	0	0	0	0	emulsion
enable	0	0	0	0	0	0	1	0	0	1	hiki
enablement	0	0	0	0	0	0	1	0	0	1	hiki
enact	0	0	0	0	0	0	0	0	0	0	hoʻoholo
enactment	0	0	0	0	0	0	0	0	0	0	hoʻoholo ʻana
enamel	0	0	0	0	0	0	0	0	0	0	enamel
encampment	0	0	0	0	0	0	0	0	0	0	hoʻomoana
enchant	0	1	0	0	1	0	1	0	1	0	hoʻohiwahiwa
enchanted	0	0	0	0	1	0	1	0	0	1	kupua
enchanting	0	1	0	0	1	0	1	0	0	0	hoonanea
enchantment	0	0	0	0	0	0	0	0	0	0	hoʻopāpā
encircle	0	0	0	0	0	0	0	0	0	0	hoʻopuni
encircling	0	0	0	0	0	0	0	0	0	0	hoopuni ana
enclave	0	0	0	0	0	1	0	0	0	0	hoʻopili
enclose	0	0	0	0	0	0	0	0	0	0	hoʻopili
encode	0	0	0	0	0	0	0	0	0	0	hoʻopaʻa inoa
encompass	0	0	0	0	0	0	0	0	0	0	hoʻopuni
encore	0	0	0	0	0	0	1	0	0	0	hoʻopili
encounter	0	0	0	0	0	0	0	0	0	0	halawai
encourage	0	0	0	0	1	0	1	0	0	1	paipai
encouragement	0	0	0	0	0	0	1	0	0	0	paipai
encroach	0	0	0	0	0	0	0	0	0	0	komo ʻana
encroachment	0	0	0	1	0	1	0	0	0	0	komo ʻana
encrypt	0	0	0	0	0	0	0	0	0	0	hoʻopili
encumbrance	1	0	0	1	0	1	0	1	0	0	hoʻopiʻi
encyclopedia	0	0	0	0	0	0	1	0	0	1	encyclopedia
end	0	0	0	0	0	0	0	0	0	0	hopena
endanger	0	1	0	1	0	1	0	0	0	0	pilikia
endangered	0	0	0	1	0	1	0	0	0	0	pilikia
endeavor	0	1	0	0	0	0	1	0	0	0	hooikaika
ended	0	0	0	0	0	0	0	0	0	0	pau
endemic	0	0	1	1	0	1	0	1	0	0	endemic
ending	0	0	0	0	0	0	0	0	0	0	pau ana
endless	1	0	0	1	1	1	1	1	0	1	pau ole
endocarditis	0	0	0	1	0	0	0	1	0	0	endocarditis
endorsement	0	0	0	0	0	0	0	0	0	0	hōʻoia
endow	0	0	0	0	0	0	1	0	0	1	hāʻawi kālā
endowed	0	0	0	0	0	0	1	0	0	0	hāʻawi ʻia
endowment	0	0	0	0	0	0	1	0	0	1	haawina
endpapers	0	0	0	0	0	0	0	0	0	0	nā pepa hoʻopau
endpoint	0	0	0	0	0	0	0	0	0	0	hope
endurance	0	0	0	0	0	0	1	0	0	0	hoomanawanui
endure	0	0	0	0	0	0	1	0	0	0	hoomanawanui
enema	0	0	1	0	0	0	0	0	0	0	enema
enemy	1	0	1	1	0	1	0	0	0	0	enemi
energetic	0	0	0	0	0	0	1	0	0	0	ikaika
energy	0	0	0	0	0	0	0	0	0	0	ikehu
enforce	1	0	0	1	0	1	1	0	0	0	hoʻokō
enforcement	0	0	0	0	0	1	0	0	0	0	hoʻokō
engage	0	0	0	0	0	0	0	0	0	0	komo
engaged	0	1	0	0	1	0	1	0	0	1	hoopalau
engagement	0	0	0	0	0	0	0	0	0	0	hoʻopāpā
engaging	0	0	0	0	1	0	1	0	0	1	pili ana
engender	0	0	0	0	0	0	0	0	0	0	hanau
engine	0	0	0	0	0	0	0	0	0	0	ʻenekini
engineer	0	0	0	0	0	0	0	0	0	0	ʻenekinia
engineering	0	0	0	0	0	0	0	0	0	0	ʻenekinia
engrave	0	0	0	0	0	0	0	0	0	0	kalai
engraved	0	0	0	0	0	0	0	0	0	0	i kahakaha ʻia
engraver	0	0	0	0	0	0	0	0	0	0	mea kalai
engraving	0	0	0	0	0	0	0	0	0	0	kalai ana
engrossed	0	0	0	0	0	0	0	0	0	0	ʻoluʻolu
engrossing	0	0	0	0	0	0	0	0	0	0	ʻoluʻolu
engulf	0	1	0	0	0	0	0	0	0	0	hoʻopili
enhance	0	0	0	0	0	0	1	0	0	0	hoʻonui
enigma	0	0	0	0	0	0	0	0	0	0	enigma
enigmatic	0	0	0	1	0	1	0	0	0	0	pohihihi
enjoin	0	0	0	0	0	0	0	0	0	0	kauoha aku
enjoy	0	1	0	0	1	0	1	0	0	1	lealea
enjoying	0	1	0	0	1	0	1	0	0	1	lealea ana
enlarged	0	0	0	0	0	0	0	0	0	0	hoonuiia
enlargement	0	0	0	0	0	0	0	0	0	0	hoonui ana
enlighten	0	0	0	0	1	0	1	0	0	1	e hoomalamalama
enlightenment	0	0	0	0	1	0	1	0	0	1	ka malamalama
enlist	0	0	0	0	0	0	0	0	0	0	hoʻopaʻa inoa
enliven	0	0	0	0	1	0	1	0	1	1	hoʻolaʻa
enmity	1	0	0	1	0	1	0	1	0	0	inaina
enormity	0	0	0	0	0	0	0	0	0	0	nui loa
enormous	0	0	0	0	0	0	0	0	0	0	nui loa
enormously	0	0	0	0	0	0	0	0	0	0	nui loa
enrich	0	0	0	0	0	0	1	0	0	0	hoʻowaiwai
enroll	0	1	0	0	0	0	0	0	0	1	kakau inoa
ensemble	0	0	0	0	0	0	1	0	0	1	hui
ensign	0	0	0	0	0	0	1	0	0	0	hae
enslave	0	0	0	0	0	1	0	0	0	0	hookauwa
enslaved	1	0	1	1	0	1	0	1	0	0	hookauwa
enslavement	0	0	0	0	0	1	0	0	0	0	hookauwa
ensue	0	0	0	0	0	0	0	0	0	0	hiki mai
ensure	0	0	0	0	0	0	0	0	0	0	hōʻoia
entail	0	0	0	0	0	0	0	0	0	0	komo
entangled	1	0	1	1	0	1	0	1	0	0	hihia
entanglement	0	0	0	0	0	1	0	0	0	0	huikau
enter	0	0	0	0	0	0	0	0	0	0	komo
enterprise	0	0	0	0	0	0	0	0	0	0	ʻoihana
enterprising	0	0	0	0	0	0	1	0	0	0	hooikaika
entertain	0	0	0	0	1	0	1	0	0	0	hoʻokipa
entertained	0	0	0	0	1	0	1	0	0	0	hoʻokipa ʻia
entertaining	0	1	0	0	1	0	1	0	0	0	hoonanea
entertainment	0	1	0	0	1	0	1	0	1	1	hoʻokipa
enthusiasm	0	1	0	0	1	0	1	0	1	0	ohohia
enthusiast	0	1	0	0	1	0	1	0	1	0	hoihoi
entice	0	0	0	0	0	0	0	0	0	0	hoowalewale
entire	0	0	0	0	0	0	0	0	0	0	holoʻokoʻa
entirety	0	0	0	0	0	0	0	0	0	0	holoʻokoʻa
entitle	0	0	0	0	0	0	0	0	0	0	kuleana
entity	0	0	0	0	0	0	0	0	0	0	hui
entomology	0	0	0	0	0	0	0	0	0	0	entomology
entrails	0	0	1	0	0	1	0	0	0	0	nā ʻōpū
entrance	0	0	0	0	0	0	0	0	0	0	puka komo
entreat	0	0	0	0	0	0	0	0	0	0	e nonoi aku
entree	0	0	0	0	0	0	0	0	0	0	ʻai ʻai
entrepreneur	0	0	0	0	0	0	0	0	0	0	ʻoihana ʻoihana
entrust	0	0	0	0	0	0	0	0	0	1	hāʻawi
entry	0	0	0	0	0	0	0	0	0	0	komo
enumerate	0	0	0	0	0	0	0	0	0	0	helu
enumeration	0	0	0	0	0	0	0	0	0	0	helu helu
envelope	0	0	0	0	0	0	0	0	0	0	envelop
envious	0	0	0	0	0	1	0	0	0	0	huāhuā
environ	0	0	0	0	0	0	1	0	0	0	puni
environment	0	0	0	0	0	0	0	0	0	0	kaiapuni
environs	0	0	0	0	0	0	0	0	0	0	puni
envision	0	0	0	0	0	0	0	0	0	0	manaʻo
envoy	0	0	0	0	0	0	0	0	0	0	ʻelele
ephemeral	0	0	0	0	0	0	0	0	0	0	ephemeral
ephemeris	0	0	0	0	0	0	1	0	0	0	ephemeris
epic	0	0	0	0	0	0	1	0	0	0	epic
epidemic	1	1	1	1	0	1	0	1	1	0	ahulau
epidermis	0	0	0	0	0	0	0	0	0	0	epidermis
epilepsy	0	0	0	0	0	1	0	0	0	0	epilepsy
epilogue	0	0	0	0	0	0	0	0	0	0	epilogue
episcopal	0	0	0	0	0	0	0	0	0	1	episcopal
episode	0	0	0	0	0	0	0	0	0	0	ʻāpana
episodic	0	0	0	0	0	0	0	0	0	0	episodic
epistle	0	0	0	0	0	0	0	0	0	0	episetole
epitaph	0	0	0	0	0	0	0	1	0	0	epitaph
epithet	0	0	0	0	0	0	0	0	0	0	epithet
epitome	0	0	0	0	0	0	1	0	0	0	epitome
epoch	0	0	0	0	0	0	0	0	0	0	wā
equal	0	0	0	0	0	0	0	0	0	0	kaulike
equality	0	0	0	0	1	0	1	0	0	1	kaulike
equalization	0	0	0	0	0	0	0	0	0	0	hoʻolikelike
equalize	0	0	0	0	0	0	0	0	0	0	hoʻolikelike
equally	0	0	0	0	0	0	1	0	0	0	like like
equate	0	0	0	0	0	0	0	0	0	0	hoohalike
equation	0	0	0	0	0	0	0	0	0	0	hoohalike
equator	0	0	0	0	0	0	0	0	0	0	equator
equatorial	0	0	0	0	0	0	0	0	0	0	equatorial
equestrian	0	0	0	0	0	0	0	0	0	0	holo lio
equidistant	0	0	0	0	0	0	0	0	0	0	mamao like
equilibration	0	0	0	0	0	0	0	0	0	0	hoʻolikelike
equilibrium	0	0	0	0	0	0	1	0	0	0	kaulike
equip	0	0	0	0	0	0	0	0	0	0	hoʻolako
equipment	0	0	0	0	0	0	0	0	0	0	mea lako
equitable	0	0	0	0	0	0	0	0	0	0	kaulike
equity	0	0	0	0	0	0	1	0	0	0	kaulike
equivalence	0	0	0	0	0	0	0	0	0	0	kaulike
equivalent	0	0	0	0	0	0	0	0	0	0	mea like
equivocal	0	0	0	0	0	0	0	0	0	0	pohihihi
era	0	0	0	0	0	0	0	0	0	0	au
eradicate	1	0	0	0	0	1	0	0	0	0	e hoopau
eradication	1	0	1	1	0	1	0	0	0	0	hoopau ana
erase	0	0	0	1	0	1	0	0	0	0	holoi
erasure	0	0	0	0	0	0	0	0	0	0	holoi ʻana
ere	0	0	0	0	0	0	0	0	0	0	mua
erect	0	0	0	0	0	0	0	0	0	0	kukulu ana
erection	0	0	0	0	0	0	0	0	0	0	kukulu ana
ergo	0	0	0	0	0	0	0	0	0	0	ergo
erode	0	0	0	0	0	0	0	0	0	0	ʻohi ʻia
erosion	0	0	0	0	0	1	0	0	0	0	ka ʻaʻai ʻana
erotic	0	1	0	0	1	1	1	0	1	1	erotic
err	0	0	0	0	0	1	0	0	0	0	hewa
errand	0	1	0	0	0	0	1	0	0	1	ʻoihana
errant	0	0	0	0	0	1	0	0	0	0	lalau
erratic	0	0	0	0	0	1	0	0	1	0	kuhi hewa
erratum	0	0	0	0	0	1	0	0	0	0	erratum
erroneous	0	0	0	0	0	1	0	0	0	0	kuhi hewa
error	0	0	0	0	0	1	0	1	0	0	kuhi hewa
erst	0	0	0	0	0	0	0	0	0	0	mua
