English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Kannada Word
deplore	1	0	1	0	0	1	0	1	0	0	ಖಂಡನೆ
deploy	0	0	0	0	0	0	0	0	0	0	ನಿಯೋಜಿಸಲು
deport	0	0	0	1	0	1	0	1	0	0	ಗಡೀಪಾರು
deportation	1	0	0	1	0	1	0	1	0	0	ಗಡೀಪಾರು
deposit	0	0	0	0	0	0	0	0	0	0	ಠೇವಣಿ
depositary	0	0	0	0	0	0	0	0	0	0	ಠೇವಣಿ
deposition	0	0	0	0	0	0	0	0	0	0	ನಿಕ್ಷೇಪ
depository	0	0	0	0	0	0	0	0	0	1	ಠೇವಣಿ
depot	0	0	0	0	0	0	0	0	0	0	ಡಿಪೊ
depraved	1	1	1	1	0	1	0	1	0	0	ಕೆಡಿಸಿದೆ
depravity	1	0	1	0	0	1	0	0	0	0	ಅಧಃಪತನ
depreciate	1	0	1	0	0	1	0	0	0	0	ಸವಕಳಿ
depreciated	1	0	1	1	0	1	0	1	0	0	ಸವಕಳಿಯಾಗಿದೆ
depreciation	0	0	0	1	0	1	0	0	0	0	ಸವಕಳಿ
depress	0	0	0	1	0	1	0	1	0	0	ಖಿನ್ನತೆ
depressed	1	0	0	1	0	1	0	1	0	0	ಖಿನ್ನನಾದ
depressing	0	0	1	0	0	1	0	1	0	0	ಖಿನ್ನನಾಗುತ್ತಿದೆ
depression	0	0	0	0	0	1	0	1	0	0	ಖಿನ್ನತೆ
depressive	0	0	0	0	0	1	0	1	0	0	ಖಿನ್ನತೆಯ
deprivation	1	0	1	1	0	1	0	1	0	0	ಅಭಾವ
depth	0	0	0	0	0	0	1	0	0	1	ಆಳ
deputy	0	0	0	0	0	0	0	0	0	1	ಉಪ
derail	0	0	0	0	0	0	0	0	0	0	ಹಳಿತಪ್ಪು
deranged	1	0	1	1	0	1	0	0	0	0	ವಿಚಲಿತನಾದ
derelict	0	0	0	0	0	1	0	0	0	0	ನಿರ್ಲಕ್ಷಿಸಿ
derision	1	0	1	0	0	1	0	0	0	0	ಅಪಹಾಸ್ಯ
derivation	0	0	0	0	0	0	0	0	0	0	ವ್ಯುತ್ಪತ್ತಿ
derivative	0	0	0	0	0	0	0	0	0	0	ಉತ್ಪನ್ನ
derive	0	0	0	0	0	0	0	0	0	0	ಪಡೆಯುತ್ತವೆ
dermal	0	0	0	0	0	0	0	0	0	0	ಚರ್ಮದ
dermatologist	0	0	0	0	0	0	0	0	0	1	ಚರ್ಮರೋಗ ವೈದ್ಯ
dermatology	0	0	0	0	0	0	0	0	0	0	ಚರ್ಮಶಾಸ್ತ್ರ
derogation	1	0	1	1	0	1	0	1	0	0	ಅವಹೇಳನ
derogatory	1	0	1	1	0	1	0	1	0	0	ಅವಹೇಳನಕಾರಿ
descend	0	0	0	0	0	0	0	0	0	0	ಇಳಿಯುತ್ತವೆ
descendant	0	0	0	0	0	0	0	0	0	0	ವಂಶಸ್ಥ
descendent	0	0	0	0	0	0	0	0	0	0	ವಂಶಸ್ಥರು
descending	0	0	0	0	0	0	0	0	0	0	ಅವರೋಹಣ
descent	0	0	0	1	0	0	0	1	0	0	ಅವರೋಹಣ
describe	0	0	0	0	0	0	0	0	0	0	ವಿವರಿಸಿ
description	0	0	0	0	0	0	0	0	0	0	ವಿವರಣೆ
descriptive	0	0	0	0	0	0	1	0	0	0	ವಿವರಣಾತ್ಮಕ
desecration	1	0	1	1	0	1	0	1	0	0	ಅಪವಿತ್ರಗೊಳಿಸುವಿಕೆ
desert	1	0	1	1	0	1	0	1	0	0	ಮರುಭೂಮಿ
deserted	1	0	1	1	0	1	0	1	0	0	ಮರಳುಭೂಮಿಯ
desertion	0	0	0	0	0	1	0	0	0	0	ತೊರೆದು ಹೋಗುವುದು
deserve	1	1	0	0	0	0	1	0	0	1	ಅರ್ಹರು
deserved	0	0	0	0	0	0	1	0	0	0	ಅರ್ಹರು
deserving	0	0	0	0	0	0	0	0	0	0	ಅರ್ಹರು
design	0	0	0	0	0	0	0	0	0	0	ವಿನ್ಯಾಸ
designate	0	0	0	0	0	0	0	0	0	0	ಗೊತ್ತುಪಡಿಸಿ
designation	0	0	0	0	0	0	0	0	0	1	ಪದನಾಮ
designed	0	0	0	0	0	0	0	0	0	0	ವಿನ್ಯಾಸ
designer	0	0	0	0	0	0	1	0	0	0	ವಿನ್ಯಾಸಕ
designing	0	0	0	0	0	0	0	0	0	0	ವಿನ್ಯಾಸ
desirability	0	0	0	0	0	0	0	0	0	0	ಅಪೇಕ್ಷಣೀಯತೆ
desirable	0	0	0	0	0	0	1	0	0	0	ಅಪೇಕ್ಷಣೀಯ
desiring	0	0	0	0	0	0	1	0	0	0	ಅಪೇಕ್ಷಿಸುವ
desirous	0	0	0	0	0	0	1	0	0	0	ಅಪೇಕ್ಷಣೀಯ
desist	1	0	1	0	0	1	0	0	0	0	ತ್ಯಜಿಸು
desk	0	0	0	0	0	0	0	0	0	0	ಮೇಜು
desolation	0	0	0	1	0	1	0	1	0	0	ನಿರ್ಜನ
despair	1	0	1	1	0	1	0	1	0	0	ಹತಾಶೆ
despairing	0	0	0	1	0	1	0	1	0	0	ಹತಾಶೆಯಿಂದ
despatch	0	0	0	0	0	0	0	0	0	0	ರವಾನೆ
desperate	0	0	0	0	0	1	0	0	0	0	ಹತಾಶ
desperation	0	0	0	0	0	0	0	0	0	0	ಹತಾಶೆ
despicable	1	0	1	0	0	1	0	0	0	0	ತುಚ್ಛ
despise	1	0	1	0	0	1	0	0	0	0	ಧಿಕ್ಕರಿಸುತ್ತಾರೆ
despotic	0	0	0	1	0	1	0	0	0	0	ನಿರಂಕುಶ
despotism	1	0	1	1	0	1	0	1	0	0	ನಿರಂಕುಶಾಧಿಕಾರ
dessert	0	0	0	0	0	0	0	0	0	0	ಸಿಹಿತಿಂಡಿ
destination	0	1	0	1	1	0	1	1	1	0	ತಲುಪುವ ದಾರಿ
destined	0	1	0	0	0	0	0	0	0	0	ಉದ್ದೇಶಿಸಲಾಗಿದೆ
destiny	0	0	0	0	0	0	0	0	0	0	ವಿಧಿ
destitute	0	0	0	1	0	1	0	1	0	0	ನಿರ್ಗತಿಕ
destroyed	1	0	0	1	0	1	0	1	0	0	ನಾಶವಾಯಿತು
destroyer	1	0	0	1	0	1	0	0	0	0	ವಿಧ್ವಂಸಕ
destroying	1	0	0	1	0	1	0	1	0	0	ನಾಶಪಡಿಸುತ್ತಿದೆ
destruction	1	0	0	0	0	1	0	0	0	0	ವಿನಾಶ
destructive	1	0	1	1	0	1	0	0	0	0	ವಿನಾಶಕಾರಿ
detach	0	0	0	0	0	0	0	0	0	0	ಬೇರ್ಪಡಿಸು
detached	0	0	0	0	0	0	0	0	0	0	ಬೇರ್ಪಟ್ಟ
detachment	0	0	0	0	0	1	0	0	0	0	ಬೇರ್ಪಡುವಿಕೆ
detail	0	0	0	0	0	0	0	0	0	0	ವಿವರ
details	0	0	0	0	0	0	0	0	0	0	ವಿವರಗಳು
detain	0	0	0	0	0	1	0	0	0	0	ಬಂಧಿಸಿ
detainee	1	1	0	1	0	1	0	1	0	0	ಬಂಧಿತ
detect	0	0	0	0	0	0	1	0	0	0	ಪತ್ತೆ ಮಾಡಿ
detectable	0	0	0	0	0	0	0	0	0	0	ಪತ್ತೆ ಮಾಡಬಹುದಾದ
detection	0	0	0	0	0	0	1	0	0	0	ಪತ್ತೆ
detective	0	0	0	0	0	0	0	0	0	0	ಪತ್ತೇದಾರಿ
detector	0	0	0	0	0	0	0	0	0	0	ಪತ್ತೆಕಾರಕ
detention	0	0	0	0	0	1	0	1	0	0	ಬಂಧನ
deter	0	0	0	0	0	0	0	0	0	0	ತಡೆಯಿರಿ
detergent	0	0	0	0	0	0	0	0	0	0	ಮಾರ್ಜಕ
deteriorate	0	0	0	1	0	1	0	1	0	0	ಕೆಡುತ್ತವೆ
deteriorated	0	0	1	0	0	1	0	1	0	0	ಹದಗೆಟ್ಟಿದೆ
deterioration	1	0	1	1	0	1	0	1	0	0	ಹಾಳಾದ
determinable	0	0	0	0	0	0	0	0	0	0	ನಿರ್ಧರಿಸಬಹುದಾದ
determinate	0	1	0	0	0	0	0	0	0	1	ನಿರ್ಧರಿಸಿ
determination	0	0	0	0	0	0	1	0	0	1	ನಿರ್ಣಯ
determined	0	0	0	0	0	0	1	0	0	0	ನಿರ್ಧರಿಸಲಾಗುತ್ತದೆ
detest	1	0	1	0	0	1	0	0	0	0	ದ್ವೇಷಿಸುತ್ತೇನೆ
detonate	0	0	0	1	0	1	0	0	1	0	ಸ್ಫೋಟಿಸಿ
detonation	1	0	0	0	0	0	0	0	0	0	ಸ್ಫೋಟ
detour	0	0	0	0	0	0	0	0	0	0	ಅಡ್ಡದಾರಿ
detract	1	0	0	0	0	1	0	0	0	0	ಕಳೆಯಿರಿ
detriment	0	0	0	0	0	1	0	0	0	0	ಹಾನಿ
detrimental	0	0	0	0	0	1	0	0	0	0	ಹಾನಿಕರ
detritus	0	0	0	0	0	1	0	0	0	0	ಡಿಟ್ರಿಟಸ್
deuce	0	0	0	0	0	0	0	0	0	0	ಡ್ಯೂಸ್
devastate	1	0	0	1	0	1	0	1	0	0	ಧ್ವಂಸಗೊಳಿಸು
devastating	1	0	1	1	0	1	0	1	0	1	ವಿನಾಶಕಾರಿ
devastation	1	0	0	1	0	1	0	1	1	0	ವಿನಾಶ
develop	0	1	0	0	0	0	1	0	0	0	ಅಭಿವೃದ್ಧಿ
developing	0	0	0	0	0	0	0	0	0	0	ಅಭಿವೃದ್ಧಿಪಡಿಸುತ್ತಿದೆ
development	0	0	0	0	0	0	0	0	0	0	ಅಭಿವೃದ್ಧಿ
deviate	0	0	0	0	0	0	0	0	0	0	ವಿಪಥಗೊಳಿಸು
deviating	0	0	0	0	0	0	0	0	0	0	ವಿಚಲನಗೊಳ್ಳುತ್ತಿದೆ
deviation	0	0	0	0	0	0	0	1	0	0	ವಿಚಲನ
device	0	0	0	0	0	0	0	0	0	0	ಸಾಧನ
devil	1	1	1	1	0	1	0	1	0	0	ದೆವ್ವ
devilish	0	0	1	1	0	1	0	0	0	0	ದೆವ್ವದ
devious	0	0	0	0	0	1	0	0	0	0	ವಂಚಕ
devise	0	0	0	0	0	0	0	0	0	0	ರೂಪಿಸಲು
devoid	0	0	0	0	0	0	0	0	0	0	ರಹಿತ
devolution	0	0	0	0	0	1	0	0	0	0	ಅಧಿಕಾರ ಹಂಚಿಕೆ
devolve	0	0	0	0	0	0	0	0	0	0	ಹಂಚಿಕೆ
devote	0	0	0	0	0	0	0	0	0	0	ವಿನಿಯೋಗಿಸುತ್ತಾರೆ
devotee	0	0	0	0	0	0	0	0	0	0	ಭಕ್ತ
devotional	0	0	0	0	0	0	1	0	0	1	ಭಕ್ತಿಯ
devour	0	0	0	0	0	1	0	0	0	0	ಕಬಳಿಸು
devout	0	1	0	0	1	0	1	0	0	1	ಭಕ್ತ
dew	0	0	0	0	0	0	0	0	0	0	ಇಬ್ಬನಿ
dexter	0	0	0	0	0	0	0	0	0	0	ಡೆಕ್ಸ್ಟರ್
dexterity	0	0	0	0	0	0	1	0	0	0	ದಕ್ಷತೆಯ
dextrose	0	0	0	0	0	0	0	0	0	0	ಡೆಕ್ಸ್ಟ್ರೋಸ್
diabolical	1	0	1	1	0	1	0	0	0	0	ಪೈಶಾಚಿಕ
diagnosis	0	1	0	1	0	1	0	0	0	1	ರೋಗನಿರ್ಣಯ
diagnostic	0	0	0	0	0	0	0	0	0	0	ರೋಗನಿರ್ಣಯ
diagnostics	0	0	0	0	0	0	0	0	0	0	ರೋಗನಿರ್ಣಯ
diagram	0	0	0	0	0	0	0	0	0	0	ರೇಖಾಚಿತ್ರ
dial	0	0	0	0	0	0	0	0	0	0	ಡಯಲ್ ಮಾಡಿ
dialect	0	0	0	0	0	0	0	0	0	0	ಉಪಭಾಷೆ
dialectic	0	0	0	0	0	0	0	0	0	0	ಆಡುಭಾಷೆ
dialogue	0	0	0	0	0	0	0	0	0	0	ಸಂಭಾಷಣೆ
diameter	0	0	0	0	0	0	0	0	0	0	ವ್ಯಾಸ
diamond	0	0	0	0	1	0	1	0	0	0	ವಜ್ರ
diamonds	0	0	0	0	0	0	0	0	0	0	ವಜ್ರಗಳು
diaper	0	0	1	0	0	0	0	0	0	0	ಡಯಾಪರ್
diaphragm	0	0	0	0	0	0	0	0	0	0	ಡಯಾಫ್ರಾಮ್
diarrhoea	0	0	1	0	0	0	0	0	0	0	ಅತಿಸಾರ
diary	0	0	0	0	1	0	1	0	0	1	ಡೈರಿ
diatribe	1	0	1	0	0	1	0	0	0	0	ಡಯಾಟ್ರಿಬ್
dice	0	0	0	0	0	0	0	0	0	0	ದಾಳ
dichotomous	0	0	0	0	0	0	0	0	0	0	ದ್ವಿಮುಖ
dichotomy	0	0	0	0	0	0	0	0	0	0	ಇಬ್ಭಾಗ
dictate	0	0	0	0	0	0	0	0	0	0	ನಿರ್ದೇಶಿಸುತ್ತವೆ
dictation	0	0	0	0	0	0	0	0	0	0	ಡಿಕ್ಟೇಶನ್
dictator	0	0	0	1	0	1	0	0	0	0	ಸರ್ವಾಧಿಕಾರಿ
dictatorial	1	0	0	0	0	1	0	0	0	0	ಸರ್ವಾಧಿಕಾರಿ
dictatorship	1	1	1	1	0	1	0	1	0	0	ಸರ್ವಾಧಿಕಾರ
diction	0	0	0	0	0	0	0	0	0	0	ಡಿಕ್ಷನ್
dictionary	0	0	0	0	0	0	1	0	0	1	ನಿಘಂಟು
dictum	0	0	0	0	0	0	0	0	0	1	ಆದೇಶ
didactic	0	0	0	0	0	0	1	0	0	0	ನೀತಿಬೋಧಕ
die	0	0	0	1	0	1	0	1	0	0	ಸಾಯುತ್ತಾರೆ
diet	0	0	0	0	0	0	0	0	0	0	ಆಹಾರ ಪದ್ಧತಿ
dietary	0	1	0	0	0	0	1	0	0	0	ಪಥ್ಯದ
differ	0	0	0	0	0	0	0	0	0	0	ಭಿನ್ನವಾಗಿರುತ್ತವೆ
difference	0	0	0	0	0	0	0	0	0	0	ವ್ಯತ್ಯಾಸ
differences	0	0	0	0	0	0	0	0	0	0	ವ್ಯತ್ಯಾಸಗಳು
differential	0	0	0	0	0	0	0	0	0	1	ಭೇದಾತ್ಮಕ
differentiation	0	0	0	0	0	0	0	0	0	0	ವ್ಯತ್ಯಾಸ
differently	0	0	0	0	0	0	0	0	1	0	ವಿಭಿನ್ನವಾಗಿ
differing	0	0	0	0	0	0	0	0	0	0	ಭಿನ್ನವಾಗಿದೆ
difficult	0	0	0	1	0	0	0	0	0	0	ಕಷ್ಟ
difficulties	0	0	0	0	0	1	0	1	0	0	ತೊಂದರೆಗಳು
difficulty	1	0	0	1	0	1	0	1	0	0	ಕಷ್ಟ
diffuse	0	0	0	0	0	0	0	0	0	0	ಪ್ರಸರಣ
diffusion	0	0	0	0	0	0	0	0	0	0	ಪ್ರಸರಣ
dig	0	0	0	0	0	0	0	0	0	0	ಅಗೆಯಿರಿ
digest	0	0	0	0	0	0	0	0	0	0	ಜೀರ್ಣಿಸಿಕೊಳ್ಳಿ
digestion	0	0	0	0	0	0	0	0	0	0	ಜೀರ್ಣಕ್ರಿಯೆ
digit	0	0	0	0	0	0	0	0	0	1	ಅಂಕೆ
dignified	0	0	0	0	0	0	1	0	0	0	ಗೌರವಾನ್ವಿತ
dignity	0	0	0	0	0	0	1	0	0	1	ಘನತೆ
digress	0	1	0	0	0	1	0	0	0	0	ವಿಷಯಾಂತರ
digs	0	0	0	0	0	0	0	0	0	0	ಅಗೆಯುತ್ತಾನೆ
dike	0	0	0	1	0	0	0	0	0	0	ಹಳ್ಳ
dilapidated	0	0	1	0	0	1	0	1	0	0	ಶಿಥಿಲಗೊಂಡಿದೆ
dilatation	0	0	0	0	0	0	0	0	0	0	ಹಿಗ್ಗುವಿಕೆ
dilation	0	0	0	0	0	0	0	0	0	0	ಹಿಗ್ಗುವಿಕೆ
dilemma	0	0	0	0	0	0	0	0	0	0	ಉಭಯಸಂಕಟ
diligence	0	0	0	0	0	0	1	0	0	1	ಶ್ರದ್ಧೆ
diligent	0	0	0	0	0	0	0	0	0	0	ಶ್ರದ್ಧೆಯುಳ್ಳ
diluent	0	0	0	0	0	0	0	0	0	0	ದುರ್ಬಲಗೊಳಿಸುವ
dilute	0	0	0	0	0	1	0	0	0	0	ದುರ್ಬಲಗೊಳಿಸು
diluted	0	0	0	0	0	0	0	0	0	0	ದುರ್ಬಲಗೊಳಿಸಲಾಗಿದೆ
dilution	0	0	0	0	0	0	0	0	0	0	ದುರ್ಬಲಗೊಳಿಸುವಿಕೆ
dime	0	0	0	0	0	0	0	0	0	0	ಬಿಡಿಗಾಸು
dimension	0	0	0	0	0	0	0	0	0	0	ಆಯಾಮ
diminish	0	0	0	0	0	1	0	1	0	0	ಕಡಿಮೆಯಾಗುತ್ತದೆ
diminished	0	0	0	0	0	1	0	0	0	0	ಕಡಿಮೆಯಾಯಿತು
diminution	0	0	0	0	0	0	0	0	0	0	ಇಳಿಕೆ
diminutive	0	0	0	0	0	0	0	0	0	0	ಅಲ್ಪಾರ್ಥಕ
din	0	0	0	0	0	1	0	0	0	0	ದಿನಾಹಾರ
dine	0	0	0	0	0	0	0	0	0	0	ಊಟ ಮಾಡು
diner	0	0	0	0	0	0	0	0	0	0	ಭೋಜನ
dinner	0	0	0	0	0	0	1	0	0	0	ಊಟ
dinosaur	0	0	0	1	0	0	0	0	0	0	ಡೈನೋಸಾರ್
dint	0	0	0	0	0	0	0	0	0	0	ಡಿಂಟ್
diocesan	0	0	0	0	0	0	0	0	0	0	ಧರ್ಮಪ್ರಾಂತ್ಯ
diocese	0	0	0	0	0	0	0	0	0	0	ಧರ್ಮಪ್ರಾಂತ್ಯ
diorama	0	0	0	0	0	0	0	0	0	0	ಡಿಯೋರಾಮಾ
dip	0	0	0	0	0	0	0	0	0	0	ಅದ್ದು
diploma	0	0	0	0	0	0	0	0	0	0	ಡಿಪ್ಲೊಮಾ
diplomacy	0	1	0	0	0	0	1	0	0	1	ರಾಜತಾಂತ್ರಿಕತೆ
diplomat	0	0	0	0	0	0	0	0	0	0	ರಾಜತಾಂತ್ರಿಕ
diplomatic	0	0	0	0	0	0	1	0	0	1	ರಾಜತಾಂತ್ರಿಕ
dire	0	0	1	1	0	1	0	1	1	0	ಭೀಕರ
directed	0	0	0	0	0	0	0	0	0	0	ನಿರ್ದೇಶಿಸಿದ್ದಾರೆ
direction	0	0	0	0	0	0	0	0	0	0	ನಿರ್ದೇಶನ
directly	0	0	0	0	0	0	0	0	0	0	ನೇರವಾಗಿ
director	0	0	0	0	0	0	1	0	0	1	ನಿರ್ದೇಶಕ
directory	0	0	0	0	0	0	0	0	0	0	ಡೈರೆಕ್ಟರಿ
dirt	0	0	1	0	0	1	0	0	0	0	ಕೊಳಕು
dirty	0	0	1	0	0	1	0	0	0	0	ಕೊಳಕು
disability	0	0	0	0	0	1	0	1	0	0	ಅಂಗವೈಕಲ್ಯ
disable	0	0	0	1	0	1	0	1	0	0	ನಿಷ್ಕ್ರಿಯಗೊಳಿಸು
disabled	0	0	0	1	0	1	0	1	0	0	ಅಂಗವಿಕಲ
disadvantage	0	0	0	0	0	0	0	0	0	0	ಅನನುಕೂಲತೆ
disaffected	0	0	0	0	0	1	0	0	0	0	ಅಸಮಾಧಾನಗೊಂಡಿದ್ದಾರೆ
disagree	1	0	0	0	0	1	0	0	0	0	ಒಪ್ಪುವುದಿಲ್ಲ
disagreeable	0	0	0	0	0	0	0	0	0	0	ಒಪ್ಪುವುದಿಲ್ಲ
disagreeing	1	0	0	0	0	1	0	1	0	0	ಒಪ್ಪುವುದಿಲ್ಲ
disagreement	1	0	0	0	0	1	0	1	0	0	ಭಿನ್ನಾಭಿಪ್ರಾಯ
disallow	0	0	0	0	0	0	0	0	0	0	ಅನುಮತಿಸುವುದಿಲ್ಲ
disallowed	1	0	1	1	0	1	0	1	0	0	ಅನುಮತಿಸಲಾಗುವುದಿಲ್ಲ
disappear	0	0	0	1	0	0	0	0	0	0	ಕಣ್ಮರೆಯಾಗುತ್ತವೆ
disappearance	0	0	0	0	0	0	0	0	0	0	ಕಣ್ಮರೆಯಾಗುವುದು
disappearing	0	0	0	0	0	0	0	0	0	0	ಕಣ್ಮರೆಯಾಗುತ್ತಿದೆ
disappoint	1	0	1	0	0	1	0	1	0	0	ನಿರಾಶೆ
disappointed	1	0	1	0	0	1	0	1	0	0	ನಿರಾಶೆಯಾಯಿತು
disappointing	0	0	0	0	0	1	0	1	0	0	ನಿರಾಶಾದಾಯಕ
disappointment	0	0	1	0	0	1	0	1	0	0	ನಿರಾಶೆ
disapproval	0	0	0	0	0	1	0	1	0	0	ಅಸಮ್ಮತಿ
disapprove	1	0	1	1	0	1	0	1	0	0	ಒಪ್ಪುವುದಿಲ್ಲ
disapproved	1	0	0	0	0	1	0	1	0	0	ಒಪ್ಪಲಿಲ್ಲ
disapproving	1	0	1	0	0	1	0	1	0	0	ಒಪ್ಪುವುದಿಲ್ಲ
disarm	0	0	0	0	0	0	0	0	0	0	ನಿಶ್ಯಸ್ತ್ರಗೊಳಿಸು
disarray	0	0	0	0	0	0	0	0	0	0	ಅಸ್ತವ್ಯಸ್ತತೆ
disaster	1	0	1	1	0	1	0	1	1	0	ದುರಂತದ
disastrous	1	0	0	1	0	1	0	1	0	0	ವಿನಾಶಕಾರಿ
disband	0	0	0	0	0	0	0	0	0	0	ವಿಸರ್ಜಿಸು
disbelief	0	0	0	0	0	0	0	0	0	0	ಅಪನಂಬಿಕೆ
disbelieve	0	0	0	0	0	1	0	0	0	0	ನಂಬುವುದಿಲ್ಲ
disburse	0	0	0	0	0	0	0	0	0	0	ವಿತರಿಸಿ
disbursement	0	0	0	0	0	0	0	0	0	0	ವಿತರಣೆ
disc	0	0	0	0	0	0	0	0	0	0	ಡಿಸ್ಕ್
discarded	0	0	0	0	0	0	0	0	0	0	ತಿರಸ್ಕರಿಸಲಾಗಿದೆ
discards	0	0	0	0	0	1	0	0	0	0	ತಿರಸ್ಕರಿಸುತ್ತದೆ
discern	0	0	0	0	0	0	0	0	0	0	ವಿವೇಚಿಸಿ
discernible	0	0	0	0	0	0	0	0	0	0	ಗ್ರಹಿಸಬಹುದಾದ
discerning	0	0	0	0	0	0	0	0	0	0	ವಿವೇಚನಾಶೀಲ
discernment	0	0	0	0	0	0	0	0	0	0	ವಿವೇಚನೆ
discharge	0	0	0	0	0	1	0	0	0	0	ವಿಸರ್ಜನೆ
disciple	0	0	0	0	0	0	0	0	0	1	ಶಿಷ್ಯ
discipline	0	0	0	1	0	1	0	0	0	0	ಶಿಸ್ತು
disclaim	1	0	1	0	0	1	0	0	0	1	ನಿರಾಕರಣೆ
disclaimer	0	0	0	0	0	0	0	0	0	0	ಹಕ್ಕು ನಿರಾಕರಣೆ
disclose	0	0	0	0	0	0	0	0	0	0	ಬಹಿರಂಗಪಡಿಸು
disclosed	0	0	0	0	0	0	0	0	0	1	ಬಹಿರಂಗಪಡಿಸಲಾಗಿದೆ
disclosure	0	0	0	0	0	0	0	0	0	0	ಬಹಿರಂಗಪಡಿಸುವಿಕೆ
discoloration	0	0	1	0	0	1	0	0	0	0	ಬಣ್ಣಬಣ್ಣ
discolored	0	0	1	0	0	1	0	1	0	0	ಬಣ್ಣಬಣ್ಣದ
discomfort	0	0	0	0	0	1	0	1	0	0	ಅಸ್ವಸ್ಥತೆ
disconnect	0	0	0	0	0	1	0	1	0	0	ಸಂಪರ್ಕ ಕಡಿತಗೊಳಿಸಿ
disconnected	0	0	0	0	0	1	0	1	0	0	ಸಂಪರ್ಕ ಕಡಿತಗೊಂಡಿದೆ
disconnection	0	0	0	0	0	1	0	0	0	0	ಸಂಪರ್ಕ ಕಡಿತ
discontent	1	0	1	1	0	1	0	1	0	0	ಅಸಮಾಧಾನ
discontinuance	0	0	0	0	0	0	0	0	0	0	ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ
discontinue	0	0	0	0	0	1	0	0	0	0	ನಿಲ್ಲಿಸಿ
discontinuity	0	0	1	1	0	1	0	1	0	0	ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ
discontinuous	0	0	0	0	0	0	0	0	0	0	ನಿರಂತರ
discord	1	0	1	0	0	1	0	0	0	0	ಅಪಶ್ರುತಿ
discount	0	0	0	0	0	0	0	0	0	0	ರಿಯಾಯಿತಿ
discounted	0	0	0	0	0	0	0	0	0	0	ರಿಯಾಯಿತಿ ನೀಡಲಾಗಿದೆ
discourage	0	0	0	1	0	1	0	1	0	0	ನಿರುತ್ಸಾಹಗೊಳಿಸು
discouraged	0	0	0	0	0	0	0	0	0	0	ವಿರೋಧಿಸುತ್ತೇವೆ
discouragement	0	0	0	0	0	1	0	0	0	0	ನಿರುತ್ಸಾಹ
discourse	0	0	0	0	0	0	0	0	0	0	ಪ್ರವಚನ
discover	0	0	0	0	0	0	0	0	0	0	ಅನ್ವೇಷಿಸಿ
discovery	0	0	0	0	0	0	1	0	0	0	ಅನ್ವೇಷಣೆ
discredit	0	0	0	0	0	1	0	0	0	0	ಅಪಖ್ಯಾತಿ
discreet	0	1	0	0	0	0	1	0	0	0	ವಿವೇಚನಾಯುಕ್ತ
discrepancy	0	0	0	0	0	0	0	0	0	0	ವ್ಯತ್ಯಾಸ
discrete	0	0	0	0	0	0	0	0	0	0	ಪ್ರತ್ಯೇಕವಾದ
discretion	0	1	0	0	0	0	1	0	0	1	ವಿವೇಚನೆ
discretionary	0	0	0	0	0	0	1	0	0	0	ವಿವೇಚನೆಯಿಂದ
discriminate	1	0	0	0	0	1	0	1	0	0	ತಾರತಮ್ಯ
discriminating	0	0	1	0	0	1	0	0	0	0	ತಾರತಮ್ಯ ಮಾಡುವುದು
discrimination	1	0	1	1	0	1	0	1	0	0	ತಾರತಮ್ಯ
discus	0	0	0	0	0	0	0	0	0	0	ಡಿಸ್ಕಸ್
discuss	0	0	0	0	0	0	0	0	0	0	ಚರ್ಚಿಸಿ
discussion	0	0	0	0	0	0	1	0	0	0	ಚರ್ಚೆ
disdain	1	0	1	0	0	1	0	0	0	0	ತಿರಸ್ಕಾರ
disease	1	0	1	1	0	1	0	1	0	0	ರೋಗ
diseased	0	0	1	1	0	1	0	1	0	0	ರೋಗಗ್ರಸ್ತ
disembodied	0	0	0	1	0	1	0	1	0	0	ಅಂಗವಿಕಲ
disengage	0	0	0	0	0	0	0	0	0	0	ಬಿಡಿಸಿಕೊಳ್ಳಿ
disengagement	0	0	0	0	0	1	0	0	0	0	ಬಿಡಿಸಿಕೊಳ್ಳುವಿಕೆ
disfigured	1	0	1	1	0	1	0	1	0	0	ವಿಕಾರಗೊಳಿಸಲಾಗಿದೆ
disgrace	1	0	1	0	0	1	0	1	0	0	ಅವಮಾನ
disgraced	1	0	1	0	0	1	0	1	0	0	ಅವಮಾನಿತರಾದರು
disgraceful	1	0	1	0	0	1	0	0	0	0	ಅವಮಾನಕರ
disgruntled	1	0	1	0	0	1	0	1	0	0	ಅತೃಪ್ತರು
disguise	0	0	0	0	0	0	0	0	0	0	ವೇಷ
disguised	0	0	0	0	0	0	0	0	0	0	ವೇಷಧಾರಿ
disgust	1	0	1	1	0	1	0	1	0	0	ಅಸಹ್ಯ
disgusting	1	0	1	1	0	1	0	0	0	0	ಅಸಹ್ಯಕರ
dish	0	0	0	0	0	0	0	0	0	0	ಭಕ್ಷ್ಯ
disheartened	0	0	0	0	0	1	0	1	0	0	ಹತಾಶನಾದ
disheartening	0	0	0	0	0	1	0	1	0	0	ನಿರಾಶೆಗೊಳಿಸುವ
dishonest	1	0	1	0	0	1	0	1	0	0	ಅಪ್ರಾಮಾಣಿಕ
