English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Maori Word
commodore	0	0	0	0	0	0	1	0	0	1	commodore
common	0	0	0	0	0	0	0	0	0	0	noa
commonly	0	0	0	0	0	0	0	0	0	0	noa
commonplace	0	1	0	0	0	0	0	0	0	1	wahi noa
commons	0	0	0	0	0	0	0	0	0	0	noa
commonwealth	0	0	0	0	0	0	1	0	0	1	iwinuitanga
commotion	1	0	0	0	0	1	0	0	0	0	haruru
commune	0	0	0	0	0	0	0	0	0	0	commune
communicable	0	0	0	0	0	0	0	0	0	0	whakawhitiwhiti
communicate	0	0	0	0	0	0	1	0	0	1	whakawhitiwhiti korero
communication	0	0	0	0	0	0	0	0	0	1	whakawhitiwhitinga korero
communicative	0	0	0	0	0	0	1	0	0	0	whakawhitiwhiti korero
communion	0	0	0	0	1	0	1	0	0	1	tahitanga
communism	1	0	0	1	0	1	0	1	0	0	komunisme
communist	0	0	0	0	0	1	0	0	0	0	kominiti
community	0	0	0	0	0	0	1	0	0	0	hapori
commutation	0	0	0	0	0	0	1	0	0	0	whakawhiti
commutative	0	0	0	0	0	0	0	0	0	0	commutative
commute	0	0	0	0	0	0	1	0	0	0	haere
commuter	0	0	0	0	0	0	0	0	0	0	haere haere
compact	0	0	0	0	0	0	0	0	0	1	kiato
compaction	0	0	0	0	0	0	0	0	0	0	whakatiki
compactness	0	0	0	0	0	0	0	0	0	0	kiato
companion	0	0	0	0	1	0	1	0	0	1	hoa
companionship	0	0	0	0	0	0	0	0	0	0	whakahoa
company	0	0	0	0	0	0	0	0	0	0	kamupene
comparable	0	0	0	0	0	0	0	0	0	0	whakataurite
comparative	0	0	0	0	0	0	0	0	0	0	whakatairite
comparatively	0	0	0	0	0	0	0	0	0	0	whakataurite
comparison	0	0	0	0	0	0	0	0	0	0	whakataurite
compartment	0	0	0	0	0	0	0	0	0	0	wehenga
compass	0	0	0	0	0	0	0	0	0	1	kāpehu
compassion	0	0	0	1	0	0	1	0	0	0	aroha
compassionate	0	0	0	0	0	0	1	0	0	0	aroha
compatibility	0	0	0	0	0	0	1	0	0	0	hototahi
compatible	0	0	0	0	0	0	1	0	0	0	hototahi
compel	0	0	0	0	0	0	0	0	0	0	akiaki
compelled	0	0	0	0	0	0	0	0	0	0	akiaki
compelling	0	0	0	0	0	0	1	0	0	0	whakahihiri
compendium	0	0	0	0	0	0	0	0	0	0	whakarapopototanga
compensate	0	1	0	0	1	0	1	0	1	1	utu
compensation	0	0	0	0	0	0	0	0	0	0	utunga
compensatory	0	0	0	0	0	0	1	0	0	0	utu
competence	0	0	0	0	0	0	1	0	0	1	matataunga
competency	0	0	0	0	0	0	1	0	0	1	matataunga
competent	0	0	0	0	0	0	1	0	0	1	matatau
competition	0	1	0	0	0	1	0	0	0	0	whakataetae
competitive	0	0	0	0	0	0	0	0	0	0	whakataetae
competitor	0	0	0	0	0	0	0	0	0	0	kaiwhakataetae
compilation	0	0	0	0	0	0	0	0	0	0	whakahiato
compile	0	0	0	0	0	0	0	0	0	0	whakahiato
complacency	0	0	0	0	0	0	1	0	0	0	te ngakau pai
complacent	0	0	0	0	0	0	0	0	0	0	whakamihi
complain	1	0	0	0	0	1	0	1	0	0	amuamu
complaint	1	0	0	0	0	1	0	0	0	0	amuamu
complement	0	1	0	0	1	0	1	0	1	1	kīnaki
complementary	0	0	0	0	0	0	1	0	0	0	whakaapiti
completed	0	0	0	0	0	0	0	0	0	0	oti
completely	0	0	0	0	0	0	1	0	0	0	tino
completeness	0	0	0	0	0	0	1	0	0	0	whakaotinga
completing	0	1	0	0	1	0	1	0	0	0	whakaoti
completion	0	1	0	0	1	0	1	0	0	0	whakaotinga
complex	0	0	0	0	0	0	0	0	0	0	matatini
complexed	0	0	0	0	0	1	0	0	0	0	matatini
complexion	0	0	0	0	0	0	0	0	0	0	kirikiri
complexity	0	0	0	0	0	1	0	0	0	0	matatini
compliance	0	0	0	0	0	0	1	0	0	1	tautukunga
compliant	0	0	0	0	0	0	1	0	0	0	whai mana
complicate	1	0	0	0	0	1	0	0	0	0	whakararu
complicated	0	0	0	0	0	1	0	0	0	0	uaua
complication	0	0	0	0	0	1	0	0	0	0	pōauautanga
complicity	0	0	0	0	0	1	1	0	0	0	whakahoahoa
compliment	0	1	0	0	1	0	1	0	1	1	whakamihi
comply	0	0	0	0	0	0	0	0	0	0	tautuku
complying	0	0	0	0	0	0	0	0	0	0	te whakatutuki
compo	0	0	0	0	0	0	0	0	0	0	tito
component	0	0	0	0	0	0	0	0	0	0	wae
compose	0	0	0	0	0	0	0	0	0	0	tito
composed	0	0	0	0	0	0	1	0	0	0	tito
composer	0	0	0	0	0	0	1	0	0	0	kaitito waiata
composite	0	0	0	0	0	0	0	0	0	0	hiato
composition	0	0	0	0	0	0	0	0	0	0	titonga
compost	0	0	1	0	0	1	0	0	0	0	wairākau
composure	0	0	0	0	0	0	1	0	0	0	mārie
compound	0	0	0	0	0	0	0	0	0	0	pūhui
comprehend	0	0	0	0	0	0	1	0	0	0	ka marama
comprehension	0	0	0	0	0	0	0	0	0	0	māramatanga
comprehensive	0	0	0	0	0	0	1	0	0	0	matawhānui
compress	1	0	0	0	0	0	0	0	0	0	kōpeke
compressed	0	0	0	0	0	0	0	0	0	0	kōpeke
compressible	0	0	0	0	0	0	0	0	0	0	whakakopeke
compression	0	0	0	0	0	0	0	0	0	0	kōpeketanga
comprise	0	0	0	0	0	0	0	0	0	0	kei roto
compromise	0	0	0	0	0	0	0	0	0	0	whakararu
comptroller	0	0	0	0	0	0	0	0	0	1	kai-whakahaere
compulsion	1	0	0	0	0	1	0	0	0	0	akiaki
compulsory	0	0	0	0	0	1	0	0	0	0	herea
computable	0	0	0	0	0	0	0	0	0	0	ka taea te tatau
computation	0	0	0	0	0	0	0	0	0	0	tātaitanga
compute	0	0	0	0	0	0	0	0	0	0	tātai
computer	0	0	0	0	0	0	0	0	0	0	rorohiko
comrade	0	0	0	0	0	0	1	0	0	1	hoa
con	0	0	0	0	0	0	0	0	0	0	con
concatenation	0	0	0	0	0	0	0	0	0	0	whakakotahitanga
concave	0	0	0	0	0	0	0	0	0	0	kopikopiko
conceal	0	0	0	0	0	1	0	1	0	0	huna
concealed	0	1	0	1	0	1	0	0	1	0	huna
concealment	1	1	0	1	0	1	0	0	0	0	te hunanga
conceit	0	0	0	0	0	1	0	0	0	0	whakahihi
conceited	0	0	0	0	0	1	0	0	0	0	whakakake
conceivable	0	0	0	0	0	0	0	0	0	0	ka taea te whakaaro
concentrate	0	0	0	0	0	0	0	0	0	0	aro
concentration	0	0	0	0	0	0	0	0	0	0	kukū
concentric	0	0	0	0	0	0	1	0	0	0	concentric
conception	0	0	0	0	0	0	0	0	0	0	haputanga
concern	0	0	0	0	0	0	0	0	0	0	āwangawanga
concerned	0	0	0	1	0	0	0	1	0	0	āwangawanga
concert	0	0	0	0	0	0	0	0	0	0	konohete
concession	0	0	0	0	0	0	0	0	0	0	tukunga
concessional	0	0	0	0	0	0	0	0	0	0	tuku noa
concierge	0	0	0	0	0	0	0	0	0	0	Kaitiaki
conciliation	0	0	0	0	1	0	1	0	0	1	whakamaumahara
concise	0	0	0	0	0	0	0	0	0	0	poto
conclave	0	0	0	0	0	0	0	0	0	0	huihuinga
conclude	0	0	0	0	0	0	0	0	0	0	whakatau
concluding	0	0	0	0	0	0	1	0	0	0	te whakatau
conclusion	0	0	0	0	0	0	0	0	0	0	whakatau
concoction	0	0	0	0	0	0	0	0	0	0	hangahanga
concomitant	0	0	0	0	0	0	0	0	0	0	haere tahi
concord	0	0	0	0	0	0	1	0	0	1	whakatakarite
concordance	0	0	0	0	0	0	1	0	0	1	whakatakarite
concours	0	0	0	0	0	0	0	0	0	0	concours
concourse	0	0	0	0	0	0	0	0	0	0	hui
concrete	0	0	0	0	0	0	0	0	0	0	raima
concurrence	0	0	0	0	0	0	0	0	0	0	whakaaetanga
concurrent	0	0	0	0	0	0	0	0	0	0	tukutahi
concurring	0	0	0	0	0	0	0	0	0	0	whakaae ana
concussion	1	0	0	0	0	1	0	1	0	0	marumaru
condemn	1	0	0	0	0	1	0	0	0	0	whakahengia
condemnation	1	1	1	1	0	1	0	1	0	0	whakahenga
condensation	0	0	0	0	0	0	0	0	0	0	whakatōhau
condensed	0	0	0	0	0	0	0	0	0	0	whakapoapoa
condescending	0	0	0	0	0	1	0	0	0	0	whakaiti
condescension	1	0	1	0	0	1	0	1	0	0	whakahaehae
condiment	0	0	0	0	0	0	0	0	0	0	kakara
condition	0	0	0	0	0	0	0	0	0	0	huru
conditional	0	0	0	0	0	0	0	0	0	0	herenga
conditionally	0	0	0	0	0	0	0	0	0	0	herenga
conditioned	0	0	0	0	0	0	0	0	0	0	whakaritea
conditions	0	0	0	0	0	0	0	0	0	0	tikanga
condolence	0	0	0	0	0	0	1	1	0	0	aroha
condone	0	0	0	0	0	0	1	0	0	0	tuku
conducive	0	0	0	0	0	0	1	0	0	0	pai
conduct	0	0	0	0	0	0	0	0	0	0	whakahaere
conduction	0	0	0	0	0	0	0	0	0	0	whakahaerenga
conductivity	0	0	0	0	0	0	1	0	0	0	te kawe
conductor	0	0	0	0	0	0	0	0	0	0	kaikawe
conduit	0	0	0	0	0	0	0	0	0	0	awa
cone	0	0	0	0	0	0	0	0	0	0	koekoe
confederate	0	0	0	0	0	0	1	0	0	1	whakawhanaunga
confederation	0	0	0	0	0	0	0	0	0	0	whakakotahitanga
confer	0	0	0	0	0	0	0	0	0	0	tuku
conference	0	0	0	0	0	0	0	0	0	0	hui
confess	0	0	0	0	0	1	1	0	0	1	whaki
confession	0	1	0	1	0	1	0	1	1	0	whaki
confessional	0	0	0	1	0	0	0	0	0	1	whaki
confessions	0	0	0	0	0	0	0	0	0	0	whaki
confide	0	0	0	0	0	0	0	0	0	1	korero
confidence	0	0	0	1	1	0	1	0	0	1	māia
confident	0	0	0	0	1	0	1	0	0	1	māia
confidential	0	0	0	0	0	0	0	0	0	1	matatapu
confidentially	0	0	0	0	0	0	0	0	0	1	matatapu
configuration	0	0	0	0	0	0	0	0	0	0	whirihoranga
confine	1	0	0	1	0	1	0	1	0	0	herea
confined	1	0	1	1	0	1	0	1	0	0	herea
confinement	1	0	0	1	0	1	0	1	0	0	herenga
confines	0	0	0	0	0	0	0	0	0	0	herenga
confirm	0	0	0	0	0	0	0	0	0	0	whakaū
confirmation	0	0	0	0	0	0	0	0	0	1	whakau
confirmatory	0	0	0	0	0	0	0	0	0	0	whakaū
confirmed	0	0	0	0	0	0	1	0	0	1	whakapumautia
confiscate	1	0	0	0	0	1	0	1	0	0	raupatu
confiscation	0	0	0	0	0	1	0	0	0	0	raupatu
conflagration	1	0	0	1	0	1	0	0	0	0	mura ahi
conflict	1	0	0	1	0	1	0	1	0	0	pakanga
conflicting	0	0	0	0	0	1	0	0	0	0	taupatupatu
confluence	0	0	0	0	0	0	0	0	0	0	huinga
conformance	0	0	0	0	0	0	1	0	0	0	ritenga
conformation	0	0	0	0	0	0	0	0	0	0	hangahanga
conformity	0	0	0	0	0	0	0	0	0	1	riterite
confound	0	0	0	0	0	1	0	0	0	0	whakapouri
confounded	0	0	0	0	0	1	0	0	0	0	whakama
confront	1	0	0	0	0	0	0	0	0	0	aro atu
confuse	0	0	0	0	0	1	0	0	0	0	whakapoauau
confusion	1	0	0	1	0	1	0	0	0	0	rangirua
congenial	0	0	0	0	0	0	1	0	0	0	pai
congenital	0	0	0	0	0	0	0	0	0	0	whanautanga
congestion	0	0	0	0	0	1	0	0	0	0	popoketanga
conglomerate	0	0	0	0	0	0	0	0	0	1	whakahuihui
conglomeration	0	0	0	0	0	0	0	0	0	0	whakakotahitanga
congratulatory	0	0	0	0	1	0	1	0	0	0	mihi
congregate	0	0	0	0	0	0	0	0	0	0	huihui
congregation	0	0	0	0	0	0	1	0	0	1	whakaminenga
congress	0	0	1	0	0	0	0	0	0	1	huihuinga
congressional	0	0	0	0	0	0	0	0	0	0	kaunihera
congressman	0	0	0	0	0	0	0	0	0	1	te kaunihera
congruence	0	0	0	0	0	0	1	0	0	1	tauritenga
conic	0	0	0	0	0	0	0	0	0	0	koeko
conical	0	0	0	0	0	0	0	0	0	0	koekoe
conjecture	0	1	0	0	0	0	0	0	0	0	whakapae
conjugal	0	0	0	0	0	0	0	0	0	0	takakau
conjugate	0	0	0	0	0	0	0	0	0	0	whakakotahi
conjugation	0	0	0	0	0	0	0	0	0	0	whakakotahitanga
conjunction	0	0	0	0	0	0	0	0	0	0	honotanga
conjunctive	0	0	0	0	0	0	0	0	0	0	tūhonohono
conjure	0	1	0	0	0	0	0	0	1	0	whakapouri
conjuring	0	0	0	0	0	1	0	0	0	0	whakahihiri
connect	0	0	0	0	0	0	0	0	0	0	hono
connected	0	0	0	0	0	0	0	0	0	0	hono
connection	0	0	0	0	0	0	0	0	0	0	hononga
connective	0	0	0	0	0	0	0	0	0	1	tūhonohono
connoisseur	0	0	0	0	1	0	1	0	0	1	tohunga mohio
conquer	0	0	0	0	0	0	0	0	0	0	raupatu
conqueror	0	0	0	0	0	0	0	0	0	0	toa
conquest	1	0	0	1	0	1	0	0	0	0	raupatu
conscience	0	0	0	0	0	0	1	0	0	1	hinengaro
conscientious	0	0	0	0	0	0	1	0	0	1	whai whakaaro
consciousness	0	0	0	0	0	0	1	0	0	0	maharatanga
conscription	0	0	0	0	0	0	0	0	0	0	whakahaunga
consecration	0	1	0	0	1	0	1	1	0	1	whakataputanga
consecutive	0	0	0	0	0	0	0	0	0	0	karapīpiti
consent	0	0	0	0	0	0	0	0	0	0	whakaae
consenting	0	0	0	0	0	0	0	0	0	0	whakaae
consequence	0	0	0	0	0	0	0	0	0	0	huanga
consequent	0	1	0	0	0	0	0	0	0	0	huanga
conservation	0	1	0	0	0	0	1	0	0	1	tiaki
conservatism	0	0	0	0	0	0	0	0	0	0	conservatism
conservative	0	0	0	0	0	0	0	0	0	0	karekau
conservatory	0	0	0	0	0	0	0	0	0	0	whare tiaki
conserve	0	0	0	0	0	0	1	0	0	0	tiaki
considerable	0	0	0	0	0	0	1	0	0	0	nui
considerate	0	0	0	0	0	0	1	0	0	1	whai whakaaro
consignee	0	0	0	0	0	0	0	0	0	0	kaikawe
consignment	0	0	0	0	0	0	0	0	0	0	tukunga
consistency	0	0	0	0	0	0	1	0	0	1	riterite
consistent	0	0	0	0	0	0	0	0	0	0	riterite
consolation	0	0	0	0	0	0	0	0	0	0	whakamarie
console	0	0	0	0	0	0	1	1	0	0	papatohu
consolidate	0	0	0	0	0	0	0	0	0	0	whakatōpū
consolidation	0	0	0	0	0	0	0	0	0	0	whakatōpū
consonant	0	0	0	0	0	0	1	0	0	0	orokati
consort	0	0	0	0	0	0	0	0	0	1	hoa wahine
conspicuous	0	0	0	0	0	0	0	0	0	0	kitea
conspiracy	0	0	0	1	0	0	0	0	0	0	whakapohehe
conspirator	1	1	1	1	0	1	0	0	0	0	kaiwhakatakoto whakaaro
conspire	0	0	0	1	0	1	0	0	0	0	whakahoa
constable	0	0	0	0	0	0	0	0	0	1	Katipa
constancy	0	0	0	0	0	0	1	0	0	1	pumau
constant	0	0	0	0	0	0	1	0	0	1	mau tonu
constantly	0	0	0	0	0	0	0	0	0	1	tonu
constellation	0	0	0	0	0	0	0	0	0	0	kāhui whetū
consternation	1	0	0	1	0	1	0	0	0	0	ohorere
constipation	0	0	1	0	0	1	0	0	0	0	kōroke
constituent	0	0	0	0	0	0	0	0	0	0	whakangao
constituents	0	0	0	0	0	0	0	0	0	0	ngā kaipōti
constitute	0	0	0	0	0	0	0	0	0	1	hanga
constitution	0	0	0	0	0	0	0	0	0	0	kaupapa ture
constitutional	0	0	0	0	0	0	1	0	0	1	kaupapa ture
constitutionality	0	0	0	0	0	0	0	0	0	0	te kaupapa ture
constrain	0	0	0	1	0	1	0	0	0	0	herea
constrained	0	0	0	0	0	1	0	0	0	0	herea
constraint	1	0	0	1	0	1	0	1	0	0	herenga
construct	0	0	0	0	0	0	1	0	0	0	hanga
construction	0	0	0	0	0	0	0	0	0	0	hangahanga
construe	0	0	0	0	0	0	0	0	0	0	whakamaori
consul	0	0	0	0	0	0	0	0	0	1	kaunihera
consult	0	0	0	0	0	0	0	0	0	1	korero
consultation	0	0	0	0	0	0	0	0	0	0	whiriwhiringa
consume	0	0	0	0	0	0	0	0	0	0	pau
consuming	0	0	0	0	0	0	0	0	0	0	kai
consummate	0	0	0	0	0	0	1	0	0	0	tino pai
consummation	0	0	0	0	0	0	0	0	0	0	whakaotinga
consumption	0	0	0	0	0	0	0	0	0	0	kohi
contact	0	0	0	0	0	0	1	0	0	0	whakapā
contagion	0	1	1	1	0	1	0	0	0	0	te mate
contagious	0	0	1	1	0	1	0	0	0	0	hopuhopu
containment	0	0	0	0	0	0	0	0	0	0	pupuri
contaminate	0	0	1	0	0	1	0	0	0	0	whakakino
contaminated	0	0	1	1	0	1	0	1	0	0	pokea
contamination	0	0	1	0	0	1	0	0	0	0	poke
contemplate	0	0	0	0	0	0	0	0	0	0	whakaaro
contemplation	0	0	0	0	0	0	1	0	0	0	whakaaro
contemplative	0	0	0	0	0	0	0	0	0	0	whakaaro
contemporaneous	0	0	0	0	0	0	0	0	0	0	o naianei
contemporary	0	0	0	0	0	0	0	0	0	0	o naianei
contempt	1	0	1	1	0	1	0	0	0	0	whakahāwea
contemptible	1	0	1	0	0	1	0	0	0	0	whakahāwea
contemptuous	1	0	0	0	0	1	0	0	0	0	whakahāwea
contending	0	0	0	0	0	0	0	0	0	0	e tohe ana
content	0	0	0	0	1	0	1	0	0	1	ihirangi
contention	0	0	0	0	0	0	0	0	0	0	totohe
contentious	1	0	1	1	0	1	0	0	0	0	totohe
contents	0	0	0	0	0	0	0	0	0	0	ihirangi
context	0	0	0	0	0	0	0	0	0	0	horopaki
contiguous	0	0	0	0	0	0	0	0	0	0	pirihono
continence	0	0	0	0	0	0	0	0	0	0	whakapumau
continent	0	0	0	0	0	0	0	0	0	0	whenua whenua
continental	0	0	0	0	0	0	0	0	0	0	continental
contingency	0	0	0	0	0	0	0	0	0	0	ohorere
contingent	0	1	0	0	0	0	0	0	0	0	takahanga
continual	0	0	0	0	0	0	0	0	0	0	tonu
continually	0	0	0	0	0	0	0	0	0	0	tonu
continuance	0	0	0	0	0	0	0	0	0	0	haere tonu
continuation	0	1	0	0	0	0	0	0	0	0	haere tonu
continue	0	1	0	0	0	0	1	0	0	1	haere tonu
continued	0	0	0	0	0	0	0	0	0	0	haere tonu
continuing	0	0	0	0	0	0	0	0	0	0	haere tonu
continuity	0	0	0	0	0	0	0	0	0	0	haere tonu
continuous	0	0	0	0	0	0	0	0	0	0	tonu
continuously	0	0	0	0	0	0	0	0	0	0	tonu
contour	0	0	0	0	0	0	1	0	0	0	porowhita
contraband	1	0	1	1	0	1	0	0	0	0	te hoko taonga
contract	0	0	0	0	0	0	0	0	0	0	kirimana
contracted	0	0	0	0	0	1	0	0	0	0	kirimanatia
contractile	0	0	0	0	0	0	0	0	0	0	whakakeke
contracting	0	0	0	0	0	0	0	0	0	0	kirimana
contraction	0	0	0	0	0	0	0	0	0	0	whakahekenga
contradict	1	0	0	0	0	1	0	0	0	0	whakahē
contradiction	0	0	0	0	0	1	0	0	0	0	whakahē
contradictory	0	0	0	0	0	1	0	0	0	0	whakahē
contrary	0	0	0	0	0	1	0	0	0	0	anga kee
contrast	0	0	0	0	0	0	0	0	0	0	rereke
contrasted	0	0	0	0	0	1	0	0	0	0	he rereke
contravene	0	0	0	0	0	1	0	0	0	0	whakahē
contravention	0	0	0	0	0	1	0	0	0	0	takahi
contribute	0	0	0	0	0	0	1	0	0	0	takoha
contributor	0	0	0	0	0	0	1	0	0	1	kaituku
contrived	0	0	0	0	0	0	0	0	0	0	hangai
control	0	0	0	0	0	0	0	0	0	0	mana whakahaere
controversial	1	0	0	0	0	1	0	0	0	0	tautohetohe
controversy	0	0	0	0	0	1	0	0	0	0	tautohetohe
conundrum	0	0	0	0	0	0	0	0	0	0	raruraru
convalescent	0	0	0	0	0	0	0	0	0	0	te whakaora
convection	0	0	0	0	0	0	0	0	0	0	whakakorikori
convene	0	0	0	0	0	0	0	0	0	0	hui
convenience	0	0	0	0	0	0	1	0	0	0	haratau
conveniences	0	0	0	0	0	0	0	0	0	0	haratau
convenient	0	0	0	0	0	0	1	0	0	0	watea
convent	0	0	0	0	0	0	1	0	0	1	whare karakia
convention	0	0	0	0	0	0	1	0	0	0	huihuinga
conventional	0	0	0	0	0	0	0	0	0	0	tikanga
converge	0	0	0	0	0	0	0	0	0	0	whakakotahi
convergence	0	1	0	0	0	0	0	0	0	0	whakakotahitanga
convergent	0	0	0	0	0	0	0	0	0	0	hurihanga
conversant	0	0	0	0	0	0	1	0	0	0	tangata matatau
conversation	0	0	0	0	0	0	0	0	0	0	korerorero
conversational	0	0	0	0	0	0	1	0	0	0	korerorero
converse	0	0	0	0	0	0	0	0	0	0	korero
conversing	0	0	0	0	0	0	0	0	0	0	korerorero
conversion	0	0	0	0	0	0	0	0	0	0	hurihanga
convert	0	0	0	0	0	0	1	0	0	0	tahuri
converted	0	0	0	0	0	0	0	0	0	0	tahuri
convertible	0	0	0	0	0	0	0	0	0	0	ka taea te huri
convex	0	0	0	0	0	0	0	0	0	0	kopikopiko
convexity	0	0	0	0	0	0	0	0	0	0	whakapoipoi
convey	0	0	0	0	0	0	0	0	0	0	tuku
conveyance	0	0	0	0	0	0	0	0	0	0	tukunga
conveyancing	0	0	0	0	0	0	0	0	0	1	kawe waka
convict	1	0	1	1	0	1	0	1	0	0	whakaharahara
conviction	0	0	0	0	0	1	0	0	0	0	whakaponotanga
convince	0	1	0	0	0	0	1	0	0	1	whakatenatena
convinced	0	0	0	0	0	0	0	0	0	1	whakaponohia
convincing	0	0	0	0	0	0	0	0	0	1	whakahihiri
convocation	0	0	0	0	0	0	0	0	0	0	huihuinga
convoluted	0	0	0	0	0	0	0	0	0	0	whakapikopiko
convolution	0	0	0	0	0	0	0	0	0	0	hurihanga
convoy	0	0	0	0	0	0	0	0	0	0	tira haere
coo	0	0	0	0	0	0	0	0	0	0	koo
cook	0	0	0	0	0	0	0	0	0	0	tunu kai
cookery	0	0	0	0	0	0	0	0	0	0	tunu kai
cooking	0	0	0	0	0	0	0	0	0	0	tunu kai
cool	0	0	0	0	0	0	1	0	0	0	hauhautanga
cooler	0	0	0	0	0	0	0	0	0	0	whakamatao
cooling	0	0	0	0	0	0	0	0	0	0	whakamatao
coolness	0	0	0	0	0	0	1	0	0	0	hauhautanga
coop	1	0	1	0	0	1	0	0	0	0	karekau
cooperate	0	0	0	0	0	0	1	0	0	0	mahi tahi
cooperating	0	0	0	0	0	0	1	0	0	1	mahi tahi
cooperation	0	0	0	0	0	0	1	0	0	1	mahi tahi
cooperative	0	0	0	0	0	0	1	0	0	1	mahi tahi
coordinate	0	0	0	0	0	0	0	0	0	0	ruruku
cop	0	0	0	1	0	0	0	0	0	1	pirihimana
copious	0	0	0	0	0	0	0	0	0	0	nui
copper	0	0	0	0	0	0	0	0	0	0	parahi
copy	0	0	0	0	0	1	0	0	0	0	kape
copycat	1	0	1	0	0	1	0	0	0	0	kape kape
copying	0	0	0	0	0	0	0	0	0	0	te kape
copyright	0	0	0	0	0	0	0	0	0	0	manatārua
coral	0	0	0	0	0	0	0	0	0	0	kao
cord	0	0	0	0	0	0	0	0	0	0	taura
cordon	0	0	0	0	0	0	0	0	0	0	koroni
corduroy	0	0	0	0	0	0	0	0	0	0	koroi
core	0	0	0	0	0	0	1	0	0	0	matua
cork	0	0	0	0	0	0	0	0	0	0	kaokao
corkscrew	0	0	0	0	0	0	0	0	0	0	karekau
corn	0	0	0	0	0	0	0	0	0	0	kānga
cornea	0	0	0	0	0	0	0	0	0	0	kiore
corner	0	0	0	0	0	0	0	0	0	0	kokonga
cornet	0	0	0	0	0	0	0	0	0	0	koronete
cornice	0	0	0	0	0	0	0	0	0	0	cornice
cornstarch	0	0	0	0	0	0	0	0	0	0	māngaro kānga
corollary	0	0	0	0	0	0	0	0	0	0	whai take
corona	0	0	0	0	0	0	0	0	0	0	korona
coronation	0	0	0	0	1	0	1	0	0	1	koroneihana
coroner	0	0	0	0	0	1	0	0	0	0	kaitirotiro matewhawhati
corporal	0	0	0	0	0	1	0	0	0	0	kāpara
corporate	0	0	0	0	0	0	0	0	0	0	umanga
corporation	0	0	0	0	0	0	1	0	0	1	kaporeihana
corporeal	0	0	0	0	0	0	1	0	0	0	tinana
corps	0	0	0	0	0	0	0	0	0	0	ope
corpse	0	0	1	0	0	1	0	1	0	0	tūpāpaku
corpus	0	0	0	0	0	0	0	0	0	0	tinana
corral	0	0	0	0	0	0	0	0	0	0	korora
correction	0	0	0	0	0	1	0	0	0	0	whakatikatika
corrective	0	0	0	0	0	0	1	0	0	0	whakatikatika
correctness	0	0	0	0	0	0	0	0	0	1	tika
correlation	0	0	0	0	0	0	0	0	0	0	whakawhanaungatanga
correlative	0	0	0	0	0	0	0	0	0	0	whakahonohono
correspond	0	0	0	0	0	0	0	0	0	0	taurite
correspondence	0	1	0	0	0	0	1	0	0	0	reta reta
correspondent	0	0	0	0	0	0	0	0	0	0	kaituhi
corridor	0	0	0	0	0	0	0	0	0	0	kauhanga
corroborate	0	0	0	0	0	0	1	0	0	1	whakamana
corroboration	0	0	0	0	0	0	0	0	0	1	whakapumau
corrosion	0	0	0	0	0	1	0	0	0	0	waikura
corrosive	0	0	0	1	0	1	0	0	0	0	haupapa
corrupt	0	0	0	0	0	1	0	0	0	0	pirau
corrupting	1	0	1	1	0	1	0	1	0	0	pirau
corruption	0	0	1	0	0	1	0	0	0	0	pirau
corse	0	0	0	0	0	0	0	1	0	0	koroke
corset	0	0	0	0	0	0	0	0	0	0	corset
cortex	0	0	0	0	0	0	0	0	0	0	uho
cortical	0	0	0	0	0	0	0	0	0	0	korokoro
corvette	0	0	0	0	0	0	0	0	0	0	kāreti
cosmetic	0	0	0	0	0	0	0	0	0	0	whakapaipai
cosmetics	0	0	0	0	0	0	0	0	0	0	whakapaipai
cosmic	0	0	0	0	0	0	0	0	0	0	aorangi
cosmology	0	0	0	0	0	0	0	0	0	0	aorangi
cosmopolitan	0	0	0	0	0	0	1	0	0	1	aorangi
cosmos	0	0	0	0	0	0	0	0	0	0	aorangi
cost	0	0	0	0	0	0	0	0	0	0	utu
costly	0	0	0	0	0	0	0	0	0	0	utu nui
costume	0	0	0	0	0	0	0	0	0	0	kākahu
cosy	0	0	0	0	0	0	1	0	0	0	awhiawhi
cot	0	0	0	0	0	0	0	0	0	0	moenga
cote	0	0	0	0	0	0	0	0	0	0	pāti
cottage	0	0	0	0	0	0	0	0	0	0	whare whare
cotton	0	0	0	0	0	0	0	0	0	0	miro
couch	0	0	0	0	0	0	0	1	0	0	moenga
cougar	0	0	0	0	0	0	0	0	0	0	cougar
cough	0	0	1	0	0	1	0	0	0	0	maremare
council	0	1	0	0	0	0	1	0	0	1	kaunihera
counsel	0	0	0	0	0	0	1	0	0	1	tohutohu
counsellor	1	0	0	1	0	1	0	0	0	1	kaiwhakatakoto whakaaro
counselor	0	0	0	0	0	0	1	0	0	1	kaiwhakatakoto whakaaro
count	0	0	0	0	0	0	1	0	0	1	tatau
countdown	0	1	0	0	0	0	0	0	0	0	tataunga
countenance	0	0	0	0	0	0	0	0	0	0	kanohi
counter	0	0	0	0	0	0	0	0	0	0	porotiti
counteract	0	0	0	0	0	0	0	0	0	0	whakakeke
counterbalance	0	0	0	0	0	0	0	0	0	0	taurite
counterclaim	0	0	0	0	0	0	0	0	0	0	kerēme whakahē
counterpart	0	0	0	0	0	0	0	0	0	0	taurite
countess	0	0	0	0	0	0	1	0	0	0	kaineti
