English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Xhosa Word
dissension	1	0	0	0	0	1	0	0	0	0	Ukungavisisani
dissent	0	0	0	0	0	0	0	0	0	0	ukuphikisa
dissenting	0	0	0	0	0	1	0	0	0	0	ukungavumelani
dissertation	0	0	0	0	0	0	0	0	0	0	dissertation
disservice	1	0	1	0	0	1	0	1	0	0	ukungakhathali
dissident	1	0	0	1	0	1	0	0	0	0	umchasi
dissimilar	0	0	0	0	0	0	0	0	0	0	ezahlukeneyo
dissipate	0	0	0	0	0	0	0	0	0	0	chitha
dissipated	0	0	0	0	0	0	0	0	0	0	chithwa
dissociation	0	0	0	0	0	0	0	0	0	0	ukwahlukana
dissolution	1	0	0	1	0	1	0	1	1	0	ukupheliswa
dissolve	0	0	0	0	0	0	0	0	0	0	nyibilikisa
dissonance	1	0	0	0	0	1	0	0	0	0	ukungavisisani
dissuade	0	0	0	0	0	0	0	0	0	0	gxotha
distal	0	0	0	0	0	0	0	0	0	0	kude
distance	0	0	0	0	0	0	0	0	0	0	umgama
distant	0	0	0	0	0	0	0	0	0	0	kude
distaste	0	0	1	0	0	1	0	0	0	0	ukucaphuka
distasteful	0	0	1	0	0	1	0	0	0	0	engathandekiyo
distillate	0	0	0	0	0	0	0	0	0	0	diyile
distillation	0	0	0	0	0	0	1	0	0	0	ukuchithwa
distinction	0	0	0	0	0	0	1	0	0	0	umahluko
distinctive	0	0	0	0	0	0	0	0	0	0	eyahlukileyo
distinguish	0	0	0	0	0	0	0	0	0	0	yahlula
distinguishable	0	0	0	0	0	0	0	0	0	0	ukwahlulakala
distinguished	0	0	0	0	0	0	0	0	0	0	abahlukileyo
distinguishing	0	0	0	0	0	0	0	0	0	0	ukwahlula
distorted	0	0	1	0	0	1	0	0	0	0	igqwethekile
distortion	0	0	0	0	0	1	0	0	0	0	uphazanyiso
distract	0	0	0	0	0	1	0	0	0	0	phazamisa
distracted	1	0	0	0	0	1	0	0	0	0	ukuphazamiseka
distracting	1	1	0	0	0	1	0	0	0	0	ukuphazamisa
distraction	0	0	0	0	0	1	0	0	0	0	ukuphazamiseka
distraught	0	0	0	0	0	1	0	1	0	0	khathazekile
distress	1	0	1	1	0	1	0	1	1	0	imbandezelo
distressed	0	0	0	1	0	1	0	0	0	0	nxunguphele
distressing	1	0	0	1	0	1	0	0	0	0	iyakhathaza
distribute	0	0	0	0	0	0	0	0	0	0	ukuhambisa
distribution	0	0	0	0	0	0	0	0	0	0	ukuhanjiswa
district	0	0	0	0	0	0	0	0	0	0	isithili
distrust	1	0	1	1	0	1	0	0	0	0	ukungathembi
disturbance	1	0	0	1	0	1	0	1	1	0	ukuphazamiseka
disturbed	1	0	0	0	0	1	0	1	0	0	phazamisekile
disuse	0	0	0	0	0	1	0	0	0	0	ukusetyenziswa
disused	1	0	0	0	0	1	0	0	0	0	ingasetyenziswa
ditch	0	0	0	0	0	0	0	0	0	0	umsele
ditto	0	0	0	0	0	0	0	0	0	0	njalo
ditty	0	0	0	0	1	0	1	0	0	0	ditty
diurnal	0	0	0	0	0	0	0	0	0	0	ngosuku
divan	0	0	0	0	0	0	0	0	0	1	idivan
dive	0	0	0	0	0	0	0	0	0	0	ukuntywila
diver	0	0	0	0	0	0	0	0	0	0	umntywizisi
diverge	0	0	0	0	0	0	0	0	0	0	hlukana
divergence	0	0	0	0	0	0	0	0	0	0	iyantlukwano
divergent	0	0	0	0	0	1	0	0	1	0	ezahlukeneyo
diverging	0	0	0	0	0	0	0	0	0	0	ukuphambuka
divers	0	0	0	0	0	0	0	0	0	0	abatshuzi
diverse	0	0	0	0	0	1	1	0	0	0	ezahlukeneyo
diversified	0	0	0	0	0	0	1	0	0	0	ezahlukeneyo
diversify	0	0	0	0	0	0	0	0	0	0	yahluka
diversion	0	0	0	0	0	0	1	0	1	0	ukuphambukisa
diversity	0	0	0	0	0	0	0	0	0	0	iyantlukwano
divert	0	0	0	0	0	0	0	0	0	0	jika
diverting	0	0	0	0	0	0	0	0	0	0	ukuphambukisa
divest	0	0	0	0	0	0	0	0	0	0	divest
divested	0	0	0	0	0	1	0	0	0	0	ibiwe
divestment	0	0	0	0	0	1	0	0	0	0	ukwahlukana
divide	0	0	0	0	0	0	0	0	0	0	yahlula
divided	0	0	0	0	0	0	0	0	0	0	yahlulwe
dividend	0	0	0	0	0	0	0	0	0	0	isahlulo
divination	0	1	0	0	0	0	0	0	0	0	ukuvumisa
divine	0	0	0	0	0	0	0	0	0	0	yobuThixo
divinity	0	0	0	0	0	0	1	0	0	0	ubuThixo
divisible	0	0	0	0	0	0	0	0	0	0	yahlulahlulwe
division	0	0	0	0	0	0	0	0	0	0	isahlulo
divisor	0	0	0	0	0	0	0	0	0	0	umahluli
divorce	1	0	1	1	0	1	0	1	1	1	uqhawulo-mtshato
divulge	0	0	0	0	0	0	0	0	0	0	chaza
dizziness	0	0	0	0	0	1	0	0	0	0	isiyezi
dizzy	0	0	0	0	0	1	0	0	0	0	ndinesiyezi
docile	0	0	0	0	0	0	0	0	0	0	thobekile
dock	0	0	0	0	0	0	0	0	0	0	idokhi
docked	0	0	0	0	0	1	0	0	0	0	ichwechwe
docket	0	0	0	0	0	0	0	0	0	0	idokethi
doctor	0	0	0	0	0	0	1	0	0	1	ugqirha
doctrinal	0	0	0	0	0	0	0	0	0	0	imfundiso
doctrine	0	0	0	0	0	0	0	0	0	1	imfundiso
document	0	0	0	0	0	0	0	0	0	0	uxwebhu
documentary	0	0	0	0	0	0	0	0	0	0	ingxelo
dodge	0	0	0	0	0	0	0	0	0	0	dodge
dodging	0	0	0	0	0	0	0	0	0	0	ukubaleka
doe	0	0	0	0	0	0	0	0	0	0	inkomo
doer	0	0	0	0	0	0	1	0	0	0	umenzi
dog	0	0	0	0	0	0	0	0	0	0	inja
dogged	0	0	0	0	0	0	1	0	0	0	inja
dogma	0	0	0	0	0	0	0	0	0	1	imfundiso
dogmatic	0	0	0	0	0	0	0	0	0	0	ngqongqo
doings	0	0	0	0	0	0	0	0	0	0	izenzo
doit	0	0	0	0	0	1	0	0	0	0	yenze
doldrums	0	0	0	0	0	1	0	1	0	0	doldrums
dole	0	0	0	0	0	1	0	1	0	0	dole
doll	0	0	0	0	1	0	0	0	0	0	unodoli
dollar	0	0	0	0	0	0	0	0	0	0	idola
dolor	0	0	0	0	0	1	0	1	0	0	idolo
dolphin	0	0	0	0	1	0	1	0	1	1	ihlengesi
domain	0	0	0	0	0	0	0	0	0	0	ithambeka
dome	0	0	0	0	0	0	0	0	0	0	idome
domestic	0	0	0	0	0	0	0	0	0	0	ekhaya
domesticated	0	0	0	0	0	0	0	0	0	0	ekhaya
domestication	0	0	0	0	0	0	0	0	0	0	ukwenziwa ekhaya
domicile	0	0	0	0	0	0	0	0	0	0	indawo yokuhlala
domiciled	0	0	0	0	0	0	0	0	0	0	ilawulwa
dominance	0	0	0	0	0	0	0	0	0	0	ukongamela
dominant	0	0	0	1	0	1	0	0	0	0	ukongamela
dominate	1	0	0	1	0	1	1	0	0	0	lawula
dominating	0	0	0	0	0	0	0	0	0	0	ukongamela
domination	1	0	0	1	0	1	0	1	0	0	ulawulo
dominion	0	0	0	1	0	0	0	0	0	1	ulawulo
domino	0	0	0	0	0	0	0	0	0	0	idomino
don	0	0	0	0	0	0	1	0	0	1	don
donation	0	0	0	0	0	0	1	0	0	0	umnikelo
donkey	0	0	1	0	0	1	0	0	0	0	idonki
donor	0	0	0	0	0	0	0	0	0	0	umnikeli
doodle	0	0	0	0	0	1	0	0	0	0	idoodle
doom	0	0	0	1	0	1	0	0	0	0	intshabalalo
doomed	0	0	0	1	0	1	0	1	0	0	igwetyiwe
doomsday	1	1	1	1	0	1	0	1	0	0	imini yentshabalalo
door	0	0	0	0	0	0	0	0	0	0	umnyango
doorbell	0	0	0	0	0	0	0	0	0	0	intsimbi yokungena emnyango
doorway	0	0	0	0	0	0	0	0	0	0	umnyango
dormant	0	0	0	0	0	0	0	0	0	0	ndilele
dormitory	0	0	0	0	0	0	0	0	0	0	indawo yokulala
dorsal	0	0	0	0	0	0	0	0	0	0	umqolo
dose	0	0	0	0	0	0	0	0	0	0	umthamo
dot	0	0	0	0	0	0	0	0	0	0	ichaphaza
double	0	0	0	0	0	0	0	0	0	0	kabini
doubled	0	0	0	0	0	0	0	0	0	0	iphindwe kabini
doublet	0	0	0	0	0	0	0	0	0	0	kabini
doubling	0	0	0	0	0	0	0	0	0	0	ukuphinda kabini
doubt	0	0	0	1	0	1	0	1	0	1	ukuthandabuza
doubtful	0	0	0	0	0	1	0	0	0	0	thandabuza
doubting	0	0	0	0	0	1	0	0	0	0	ukuthandabuza
doubtless	0	0	0	0	0	0	1	0	0	1	ngokungathandabuzekiyo
douche	0	0	0	0	0	1	0	0	0	0	idowutshi
dough	0	0	0	0	0	0	0	0	0	0	intlama
doughnut	0	0	0	0	0	0	0	0	0	0	idonut
dour	0	0	0	0	0	1	0	0	0	0	dour
dove	0	1	0	0	1	0	1	0	0	1	ihobe
downcast	0	0	0	0	0	0	0	0	0	0	phantsi
downfall	0	0	0	1	0	1	0	1	0	0	ukuwa
downhill	0	0	0	0	0	0	0	0	0	0	ezantsi
downpour	0	0	0	0	0	0	0	0	0	0	izantyalantyala zemvula
downright	0	0	0	0	0	0	0	0	0	1	ngqo
downy	0	0	0	0	0	0	1	0	0	0	phantsi
dowry	0	0	0	0	0	0	0	0	0	0	ikhazi
doze	0	0	0	0	0	0	0	0	0	0	ukozela
dozen	0	0	0	0	0	0	0	0	0	0	ishumi elinesibini
drab	0	0	0	0	0	1	0	1	0	0	drab
draft	0	1	0	0	0	0	0	0	0	0	uyilo
drag	0	0	0	0	0	0	0	0	0	0	tsala
dragon	0	0	0	1	0	0	0	0	0	0	inamba
drain	0	0	0	0	0	0	0	0	0	0	idreyini
drainage	0	0	0	0	0	1	0	0	0	0	ukukhupha amanzi
drained	0	0	0	0	0	0	0	0	0	0	ikhutshiwe
drake	0	0	0	0	0	0	0	0	0	0	idrake
drama	0	0	0	0	0	0	0	0	0	0	idrama
dramatic	0	0	0	0	0	0	0	0	0	0	ngokumangalisayo
drape	0	0	0	0	0	0	0	0	0	0	idrape
drapery	0	0	0	0	0	0	0	0	0	0	drapery
drastic	0	0	0	0	0	0	0	0	0	0	ngqongqo
draught	0	0	0	0	0	0	0	0	0	0	uyilo
draw	0	0	0	0	0	0	0	0	0	0	zoba
drawback	0	0	0	0	0	1	0	0	0	0	umva
drawer	0	0	0	0	0	0	0	0	0	0	idrowa
drawers	0	0	0	0	0	0	0	0	0	0	iidrowa
drawing	0	0	0	0	0	0	0	0	0	0	umzobo
dread	0	1	0	1	0	1	0	0	0	0	uloyiko
dreadful	1	1	1	1	0	1	0	1	0	0	yoyikeka
dreadfully	0	0	1	1	0	1	0	1	1	0	ngokoyikeka
dream	0	0	0	0	0	0	0	0	0	0	phupha
dreamer	0	0	0	0	0	0	0	0	0	0	umphuphi
dreaming	0	0	0	0	0	0	0	0	0	0	ukuphupha
dreamy	0	0	0	0	0	0	0	0	0	0	ndiyaphupha
dreary	0	0	0	0	0	1	0	1	0	0	dreary
dredge	0	0	0	0	0	0	0	0	0	0	dredge
drenched	0	0	0	0	0	0	0	0	0	0	manzi
dresser	0	0	0	0	0	0	0	0	0	0	umnxibi
dribble	0	0	0	0	0	0	0	0	0	0	qhwaba
dried	0	0	0	0	0	0	0	0	0	0	yomisiwe
drier	0	0	0	0	0	0	0	0	0	0	owomileyo
drift	0	0	0	0	0	0	0	0	0	0	ukukhukuliseka
drifted	0	0	0	0	0	0	0	0	0	0	wakhukuliseka
drill	0	0	0	0	0	0	0	0	0	0	bhora
drink	0	0	0	0	0	0	0	0	0	0	isiselo
drinking	0	0	0	0	0	1	0	0	0	0	ukusela
drip	0	0	0	0	0	0	0	0	0	0	ukuthontsiza
dripping	0	0	0	0	0	0	0	0	0	0	ukuvuza
drivel	0	0	1	0	0	1	0	0	0	0	qhuba
driver	0	0	0	0	0	0	0	0	0	0	umqhubi
driveway	0	0	0	0	0	0	0	0	0	0	indlela yokuhamba
drizzle	0	0	0	0	0	0	0	0	0	0	ithontsi
droll	0	0	0	0	0	0	0	0	0	0	qengqa
drone	0	0	0	0	0	1	0	0	0	0	idrone
drool	0	0	1	0	0	0	0	0	0	0	drool
drooping	0	0	0	0	0	1	0	0	0	0	ukuthoba
drop	0	0	0	0	0	0	0	0	0	0	wisa
droplet	0	0	0	0	0	0	0	0	0	0	ithontsi
drought	0	0	0	0	0	1	0	0	0	0	imbalela
drove	0	0	0	0	0	0	0	0	0	0	waqhuba
drown	0	0	0	1	0	1	0	1	0	0	rhaxwa
drowsiness	0	0	0	0	0	1	0	0	0	0	ukozela
drowsy	0	0	0	0	0	0	0	0	0	0	uyozela
drudgery	0	0	0	0	0	1	0	0	0	0	bukrwada
drug	0	0	0	0	0	0	0	0	0	0	iyeza
drugged	0	0	0	0	0	0	0	1	0	0	iziyobisi
drugstore	0	0	0	0	0	0	0	0	0	0	ivenkile yamachiza
druid	0	0	0	0	0	0	0	0	0	0	druid
drum	0	0	0	0	0	0	0	0	0	0	igubu
drummer	0	0	0	0	0	0	0	0	0	0	umbethi wegubu
drumming	0	0	0	0	0	0	0	0	0	0	ukubetha amagubu
drunken	0	0	1	0	0	1	0	0	0	0	unxilile
drunkenness	0	0	0	0	0	1	0	0	0	0	ubunxila
dry	0	0	0	0	0	0	0	0	0	0	yomile
dryness	0	0	0	0	0	0	0	0	0	0	ukoma
dual	0	0	0	0	0	0	0	0	0	0	ezimbini
dualism	0	0	0	0	0	0	0	0	0	0	ubumbini
duality	0	0	0	0	0	0	0	0	0	0	izinto ezimbini
dub	0	0	0	0	0	0	0	0	0	0	dub
dubious	0	0	0	1	0	1	0	0	0	1	ethandabuzekayo
ducking	0	0	0	0	0	0	0	0	0	0	ukudada
duct	0	0	0	0	0	0	0	0	0	0	umbhobho
ductile	0	0	0	0	0	0	0	0	0	0	iductile
duds	0	0	0	0	0	0	0	0	0	0	imiduli
due	0	0	0	0	0	0	0	0	0	0	ngenxa
duel	1	1	0	1	0	0	0	0	0	0	duel
dues	0	0	0	0	0	0	0	0	0	0	imirhumo
duet	0	0	0	0	0	0	1	0	0	0	iduet
dugout	0	0	0	0	0	0	0	0	0	0	iqula
duke	0	0	0	0	0	0	1	0	0	0	uDuke
dull	0	0	0	0	0	1	0	1	0	0	buthuntu
dumb	0	0	0	0	0	1	0	0	0	0	sisimumu
dummy	0	0	0	0	0	1	0	0	0	0	dummy
dump	0	0	0	0	0	0	0	0	0	0	lahla
dumps	1	0	0	0	0	1	0	1	0	0	iindawo zokulahla inkunkuma
dun	0	0	0	0	0	1	0	0	0	0	dun
dune	0	0	0	0	0	0	0	0	0	0	iindunduma
dung	0	0	1	0	0	0	0	0	0	0	ubulongwe
dungeon	0	0	0	1	0	1	0	0	0	0	umhadi
duo	0	0	0	0	0	0	0	0	0	0	isibini
dupe	1	0	0	0	0	1	0	0	0	0	dupe
duplex	0	0	0	0	0	0	0	0	0	0	kabini
duplicate	0	0	0	0	0	0	0	0	0	0	impinda
duplication	0	0	0	0	0	0	0	0	0	0	uphindaphindo
duplicity	1	0	0	0	0	1	0	0	0	0	ukuphindaphinda
durability	0	0	0	0	0	0	1	0	0	1	ukuqina
durable	0	0	0	0	0	0	1	0	0	1	yomelele
duration	0	0	0	0	0	0	0	0	0	0	ubude bexesha
duress	1	0	1	1	0	1	0	1	0	0	unyanzeliso
dusk	0	0	0	0	0	0	0	0	0	0	ngorhatya
dusky	0	0	0	0	0	0	0	0	0	0	ngorhatya
dust	0	0	0	0	0	1	0	0	0	0	uthuli
duster	0	0	0	0	0	0	0	0	0	0	uthuli
dusty	0	0	0	0	0	0	0	0	0	0	enothuli
dutiful	0	1	0	0	0	0	1	0	0	1	uthembekile
dwarf	0	0	0	0	0	0	0	0	0	0	intonga
dwarfed	0	0	0	1	0	1	0	1	0	0	mncinci
dwell	0	0	0	0	0	0	0	0	0	0	hlala
dweller	0	0	0	0	0	0	0	0	0	0	umhlali
dwelling	0	0	0	0	0	0	0	0	0	0	indawo yokuhlala
dye	0	0	0	0	0	0	0	0	0	0	idayi
dying	1	0	1	1	0	1	0	1	0	0	ukufa
dyke	0	0	0	0	0	0	0	0	0	0	dyke
dynamic	0	0	0	0	0	0	0	0	1	0	ngamandla
dynamical	0	0	0	0	0	0	0	0	0	0	dynamical
dynamics	0	0	0	0	0	0	0	0	0	0	dynamics
dynamite	0	0	0	0	0	0	0	0	0	0	I-dynamite
dynasty	0	0	0	0	0	0	0	0	0	0	ubukhosi
dysentery	0	0	1	0	0	1	0	1	0	0	isifo segazi
dyspepsia	0	0	0	0	0	0	0	0	0	0	i-dyspepsia
eager	0	1	0	0	1	0	1	0	1	1	ngolangazelelo
eagerness	0	1	0	0	1	0	1	0	0	1	ngolangazelelo
eagle	0	0	0	0	0	0	0	0	0	1	ukhozi
ear	0	0	0	0	0	0	0	0	0	0	indlebe
earl	0	0	0	0	0	0	1	0	0	0	earl
earlier	0	0	0	0	0	0	0	0	0	0	ngaphambili
early	0	0	0	0	0	0	0	0	0	0	kwangoko
earn	0	0	0	0	0	0	1	0	0	0	zuza
earnest	0	0	0	0	0	0	1	0	0	0	ngokunyanisekileyo
earnestly	0	0	0	0	0	0	1	0	0	0	ngokunyanisekileyo
earnestness	0	0	0	0	0	0	1	0	0	0	ukunyaniseka
earnings	0	0	0	0	0	0	0	0	0	0	umvuzo
earring	0	0	0	0	0	0	0	0	0	0	icici
earshot	0	0	0	0	0	0	0	0	0	0	ukudubula indlebe
earth	0	0	0	0	0	0	0	0	0	0	umhlaba
earthenware	0	0	0	0	0	0	0	0	0	0	izinto zodongwe
earthly	0	0	0	0	0	0	0	0	0	0	emhlabeni
earthquake	1	0	0	1	0	1	0	1	1	0	inyikima
earthy	0	0	0	0	0	0	0	0	0	0	emhlabeni
ease	0	0	0	0	0	0	1	0	0	0	ukukhululeka
easel	0	0	0	0	0	0	0	0	0	0	easel
easement	0	0	0	0	0	0	1	0	0	0	ukukhululeka
easily	0	0	0	0	0	0	0	0	0	0	ngokulula
easy	0	0	0	0	0	0	0	0	0	0	lula
easygoing	0	0	0	0	0	0	1	0	0	0	Ingaba ndingayiqasha pho imoto
eat	0	0	0	0	0	0	1	0	0	0	yitya
eating	0	0	0	0	0	0	0	0	0	0	ukutya
eavesdropping	0	0	0	0	0	1	0	0	0	0	ukuva
ebb	0	0	0	0	0	0	0	0	0	0	ebb
ebony	0	0	0	0	0	0	0	0	0	0	ebony
eccentric	0	0	0	0	0	0	0	0	0	0	eccentric
eccentricity	0	0	0	0	0	0	0	0	0	0	ukuchaneka
ecclesiastical	0	0	0	0	0	0	0	0	0	0	yecawa
echo	0	0	0	0	0	0	0	0	0	0	i-echo
eclectic	0	0	0	0	0	0	0	0	0	0	eclectic
eclipse	0	0	0	0	0	0	0	0	0	0	umnyama
ecliptic	0	0	0	0	0	0	0	0	0	0	i-ecliptic
economical	0	0	0	0	0	0	0	0	0	0	yezoqoqosho
economics	0	0	0	0	0	0	0	0	0	0	ezoqoqosho
economy	0	0	0	0	0	0	0	0	0	1	uqoqosho
ecstasy	0	1	0	0	1	0	1	0	0	0	uvuyo
ecstatic	0	1	0	0	1	0	1	0	1	0	imincili
ecumenical	0	0	0	0	0	0	0	0	0	0	yezenkolo
eddy	0	0	0	0	0	0	0	0	0	0	eddy
edge	0	0	0	0	0	0	0	0	0	0	edge
edging	0	0	0	0	0	0	0	0	0	0	ukuqukumbela
edible	0	0	0	0	0	0	0	0	0	0	ezityiwayo
edict	0	0	0	1	0	1	0	0	0	0	umyalelo
edification	0	1	0	0	1	0	1	0	0	1	ukwakhiwa
edifice	0	0	0	0	0	0	0	0	0	0	isakhiwo
edit	0	0	0	0	0	0	0	0	0	0	hlela
edition	0	1	0	0	0	0	0	0	0	0	uhlelo
editor	0	0	0	0	0	0	0	0	0	0	umhleli
editorial	0	0	0	0	0	0	0	0	0	0	umhleli
educate	0	0	0	0	0	0	1	0	0	0	fundisa
educated	0	0	0	0	0	0	1	0	0	0	ufundile
education	0	0	0	0	0	0	0	0	0	0	imfundo
educational	0	0	0	0	0	0	1	0	0	1	ezemfundo
eel	0	0	0	1	0	0	0	0	0	0	I-eel
effect	0	0	0	0	0	0	0	0	0	0	isiphumo
effective	0	0	0	0	0	0	1	0	0	1	esebenzayo
effects	0	0	0	0	0	0	0	0	0	0	iziphumo
effectual	0	0	0	0	0	0	0	0	0	0	esebenzayo
effectually	0	0	0	0	0	0	0	0	0	0	ngokwenene
effectuate	0	0	0	0	0	0	0	0	0	0	iyasebenza
effeminate	0	0	0	0	0	1	0	0	0	0	effeminate
efficacious	0	0	0	0	0	0	0	0	0	0	ngempumelelo
efficacy	0	0	0	0	0	0	1	0	0	0	ukusebenza kakuhle
efficiency	0	0	0	0	0	0	1	0	0	0	ukusebenza kakuhle
efficient	0	1	0	0	0	0	1	0	0	1	esebenzayo
effigy	1	0	0	0	0	0	0	0	0	0	umfanekiso
effort	0	0	0	0	0	0	1	0	0	0	umzamo
effusion	0	0	0	0	0	0	0	0	0	0	effusion
egg	0	0	0	0	0	0	0	0	0	0	iqanda
ego	0	0	0	0	0	0	0	0	0	0	ego
egotistical	0	0	1	0	0	1	0	0	0	0	ukuzingca
egregious	1	0	1	0	0	1	0	0	0	0	kakhulu
egress	0	0	0	0	0	0	0	0	0	0	egress
eighth	0	0	0	0	0	0	0	0	0	0	Isibhozo
eighty	0	0	0	0	0	0	0	0	0	0	Amashumi asibhozo
ejaculate	0	0	0	0	0	0	0	0	0	0	khupha ubudoda
ejaculation	0	1	0	0	1	0	1	0	1	1	ukukhupha ubudoda
eject	0	0	0	0	0	1	0	0	0	0	khupha
ejection	0	0	0	0	0	1	0	0	0	0	ukukhutshwa
elaborate	0	0	0	0	0	0	0	0	0	0	Cacisa
elaboration	0	0	0	0	0	0	1	0	0	0	Ukucacisa
elan	0	0	0	0	0	0	0	0	0	0	ela
elapse	0	0	0	0	0	0	0	0	0	0	dlula
elapsed	0	0	0	0	0	0	0	0	0	0	iphelile
elastic	0	0	0	0	0	0	0	0	0	0	elastiki
elasticity	0	0	0	0	0	0	0	0	0	0	ukuqina
elated	0	0	0	0	1	0	1	0	0	0	ndivuya
elbow	1	0	0	0	0	0	0	0	0	0	ingqiniba
eld	0	0	0	0	0	0	0	0	0	0	endala
elder	0	0	0	0	0	0	1	0	0	1	umdala
elders	0	0	0	0	0	0	1	0	0	1	abadala
eldest	0	0	0	0	0	0	0	0	0	0	mdala
elect	0	0	0	0	0	0	1	0	0	1	nyula
election	0	0	0	0	0	0	0	0	0	0	unyulo
elector	0	0	0	0	0	0	0	0	0	0	umvoti
electorate	0	0	0	0	0	0	0	0	0	1	unyulo
electric	0	0	0	0	1	0	1	0	1	0	yombane
electricity	0	0	0	0	0	0	1	0	0	0	umbane
elegance	0	1	0	0	1	0	1	0	0	1	ubuhle
elegant	0	0	0	0	1	0	1	0	0	0	ubuhle
element	0	0	0	0	0	0	0	0	0	0	isiqalelo
elementary	0	0	0	0	0	0	0	0	0	0	isiseko
elements	0	0	0	0	0	0	0	0	0	0	izinto
elephant	0	0	0	0	0	0	0	0	0	0	indlovu
elevate	0	0	0	0	0	0	0	0	0	0	phakamisa
elevation	0	1	0	1	1	0	1	0	0	1	ukuphakama
elevator	0	0	0	0	0	0	0	0	0	0	ilifti
eleven	0	0	0	0	0	0	0	0	0	0	Shumi elinanye
eleventh	0	0	0	0	0	0	0	0	0	0	Ishumi elinanye
elf	1	0	1	1	0	0	0	0	0	0	elf
elicit	0	0	0	0	0	0	0	0	0	0	vusa
eligible	0	0	0	0	0	0	1	0	0	0	kufanelekile
elimination	1	0	1	1	0	1	0	1	0	0	ukuphelisa
elite	0	1	0	0	1	0	1	0	0	1	abaphezulu
elk	0	0	0	0	0	0	0	0	0	0	elk
ell	0	0	0	0	0	0	0	0	0	0	ell
ellipse	0	0	0	0	0	0	0	0	0	0	ellipse
ellipsis	0	0	0	0	0	0	0	0	0	0	ellipsis
ellipsoid	0	0	0	0	0	0	0	0	0	0	i-ellipsoid
elliptic	0	0	0	0	0	0	0	0	0	0	elliptic
elliptical	0	0	0	0	0	0	0	0	0	0	elliptical
elongate	0	0	0	0	0	0	0	0	0	0	yandisa
elongation	0	0	0	0	0	0	0	0	0	0	Ubude
eloquence	0	0	0	0	0	0	1	0	0	0	ubuchule bokuthetha
eloquent	0	0	0	0	0	0	1	0	0	0	liciko
elucidate	0	0	0	0	0	0	1	0	0	1	cacisa
elucidation	0	0	0	0	0	0	0	0	0	0	ukucaciselwa
elude	0	0	0	0	0	0	0	0	0	0	baleka
elusive	0	0	0	0	0	1	0	0	1	0	kunzima
emaciated	0	0	0	1	0	1	0	1	0	0	bhityile
emanate	0	0	0	0	0	0	0	0	0	0	phuma
emancipation	0	1	0	0	1	0	1	0	0	0	inkululeko
embankment	0	0	0	0	0	0	0	0	0	0	ungqameko
embargo	0	0	0	0	0	1	0	0	0	0	i-embargo
embark	0	0	0	0	0	0	0	0	0	0	khwela
embarrass	0	0	0	0	0	1	0	1	0	0	iintloni
embarrassing	0	0	0	0	0	1	0	0	0	0	iintloni
embarrassment	0	0	0	1	0	1	0	1	1	0	iintloni
embassy	0	0	0	0	0	0	0	0	0	0	indlu yozakuzo
embed	0	0	0	0	0	0	0	0	0	0	lungisa
embellish	0	0	0	0	0	0	0	0	0	0	bahombisa
embellishment	0	0	0	0	0	0	0	0	0	0	ukuhonjiswa
embers	0	0	0	0	0	0	0	0	0	0	amalahle
embezzlement	0	0	0	0	0	1	0	0	0	0	ubuqhophololo
emblem	0	0	0	0	0	0	0	0	0	0	umqondiso
emblematic	0	0	0	0	0	0	0	0	0	0	umfuziselo
embodiment	0	0	0	0	0	0	0	0	0	0	umfuziselo
embolism	0	0	0	1	0	1	0	1	0	0	i-embolism
embossed	0	0	0	0	0	0	0	0	0	0	ishicilelwe
embrace	0	1	0	0	1	0	1	0	1	1	sangana
embroidered	0	0	0	0	0	0	0	0	0	0	ihonjisiwe
embroidery	0	0	0	0	0	0	0	0	0	0	i-embroidery
embroiled	0	0	0	0	0	1	0	0	0	0	ibhijekile
embryo	0	0	0	0	0	0	0	0	0	0	umbungu
embryonic	0	0	0	0	0	0	0	0	0	0	i-embryonic
emerald	0	0	0	0	0	0	0	0	0	0	i-emeraldi
emerge	0	0	0	0	0	0	0	0	0	0	vela
emergence	0	0	0	0	0	0	0	0	0	0	ukuvela
emergency	0	0	0	1	0	1	0	1	1	0	likaxakeka
emeritus	0	0	0	0	0	0	1	0	0	0	abasakhulayo
emigrate	0	0	0	0	0	0	0	0	0	0	fuduka
emigration	0	0	0	0	0	0	0	0	0	0	ukufuduka
eminence	0	0	0	0	0	0	1	0	0	1	ubuhandiba
eminent	0	0	0	0	0	0	1	0	0	0	ababalaseleyo
eminently	0	0	0	0	0	0	1	0	0	0	ngokubalaseleyo
emir	0	0	0	0	0	0	1	0	0	0	emir
emission	0	0	0	0	0	0	0	0	0	0	ukukhutshwa
emit	0	0	0	0	0	0	0	0	0	0	khupha
emotion	0	0	0	0	0	0	0	0	0	0	uvakalelo
emotional	0	0	0	0	0	0	0	0	0	0	ngokweemvakalelo
emotive	0	0	0	0	0	0	0	0	0	0	imvakalelo
empathy	0	0	0	0	0	0	1	0	0	0	uvelwano
emperor	0	0	0	0	0	0	0	0	0	0	umlawuli
emphasis	0	0	0	0	0	0	0	0	0	0	ugxininiso
emphasize	0	0	0	0	0	0	0	0	0	1	gxininisa
emphatic	0	0	0	0	0	0	0	0	0	0	egxininisa
empire	0	0	0	0	0	0	0	0	0	0	ubukhosi
