English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Spanish Word
cosmic	0	0	0	0	0	0	0	0	0	0	cósmico
cosmology	0	0	0	0	0	0	0	0	0	0	cosmología
cosmopolitan	0	0	0	0	0	0	1	0	0	1	cosmopolita
cosmos	0	0	0	0	0	0	0	0	0	0	cosmos
cost	0	0	0	0	0	0	0	0	0	0	costo
costly	0	0	0	0	0	0	0	0	0	0	costoso
costume	0	0	0	0	0	0	0	0	0	0	disfraz
cosy	0	0	0	0	0	0	1	0	0	0	acogedor
cot	0	0	0	0	0	0	0	0	0	0	cuna
cote	0	0	0	0	0	0	0	0	0	0	redil
cottage	0	0	0	0	0	0	0	0	0	0	cabaña
cotton	0	0	0	0	0	0	0	0	0	0	algodón
couch	0	0	0	0	0	0	0	1	0	0	sofá
cougar	0	0	0	0	0	0	0	0	0	0	Puma
cough	0	0	1	0	0	1	0	0	0	0	tos
council	0	1	0	0	0	0	1	0	0	1	Consejo
counsel	0	0	0	0	0	0	1	0	0	1	consejo
counsellor	1	0	0	1	0	1	0	0	0	1	consejero
counselor	0	0	0	0	0	0	1	0	0	1	consejero
count	0	0	0	0	0	0	1	0	0	1	contar
countdown	0	1	0	0	0	0	0	0	0	0	cuenta regresiva
countenance	0	0	0	0	0	0	0	0	0	0	rostro
counter	0	0	0	0	0	0	0	0	0	0	encimera
counteract	0	0	0	0	0	0	0	0	0	0	contrarrestar
counterbalance	0	0	0	0	0	0	0	0	0	0	contrapeso
counterclaim	0	0	0	0	0	0	0	0	0	0	reconvención
counterpart	0	0	0	0	0	0	0	0	0	0	contrapartida
countess	0	0	0	0	0	0	1	0	0	0	condesa
countless	0	0	0	0	0	0	0	0	0	0	incontable
country	0	0	0	0	0	0	0	0	0	0	país
countryman	0	0	0	0	0	0	0	0	0	1	compatriota
counts	0	0	0	0	0	0	0	0	0	0	cuenta
county	0	0	0	0	0	0	0	0	0	1	condado
coup	1	0	0	0	0	0	0	0	1	0	golpe
couple	0	0	0	0	0	0	0	0	0	0	pareja
coupled	0	0	0	0	0	0	0	0	0	0	acoplado
coupon	0	0	0	0	0	0	0	0	0	0	cupón
courage	0	0	0	0	0	0	1	0	0	0	coraje
courageous	0	0	0	1	0	0	1	0	0	0	valiente
courier	0	0	0	0	0	0	0	0	0	1	mensajero
courses	0	0	0	0	0	0	0	0	0	0	cursos
coursing	0	0	0	0	0	1	0	0	0	0	caza de liebres
court	1	1	0	1	0	0	0	0	0	0	tribunal
courteous	0	0	0	0	0	0	1	0	0	0	cortés
courtesy	0	0	0	0	0	0	1	0	0	0	cortesía
courthouse	0	0	0	0	0	0	0	0	0	0	palacio de justicia
courts	0	0	0	0	0	0	0	0	0	0	tribunales
courtship	0	1	0	0	1	0	1	0	0	1	noviazgo
courtyard	0	0	0	0	0	0	0	0	0	0	patio
cove	0	1	1	1	1	0	1	0	0	0	ensenada
covenant	0	0	0	0	0	0	1	0	0	1	pacto
cover	0	0	0	0	0	0	0	0	0	1	cubrir
covered	0	0	0	0	0	0	0	0	0	0	cubierto
covering	0	0	0	0	0	0	0	0	0	0	cubierta
covert	0	0	0	0	0	0	0	0	0	0	encubierto
covet	0	0	0	0	0	1	0	0	0	0	codiciar
cow	0	0	0	0	0	0	0	0	0	0	vaca
coward	0	0	1	1	0	1	0	1	0	0	cobarde
cowardice	0	0	0	1	0	1	0	0	0	0	cobardía
cowardly	0	0	0	1	0	1	0	0	0	0	cobardemente
cowboy	0	0	0	0	0	0	0	0	0	0	vaquero
cowhide	0	0	0	0	0	0	0	0	0	0	cuero
cowl	0	0	0	0	0	0	0	0	0	0	capucha
coworker	0	0	0	0	0	0	0	0	0	0	compañero de trabajo
coy	0	0	0	1	0	0	0	0	0	0	tímido
coyote	0	0	0	1	0	0	0	0	0	0	coyote
crab	0	0	0	0	0	0	0	0	0	0	cangrejo
crabby	1	0	0	0	0	1	0	0	0	0	osco
crack	0	0	0	0	0	1	0	0	0	0	grieta
cracked	1	0	0	1	0	1	0	0	0	0	agrietado
cracker	0	0	0	0	0	0	0	0	0	0	galleta
cracking	0	0	0	0	0	1	0	0	0	0	agrietamiento
crackle	0	0	0	0	0	0	0	0	0	0	crepitar
cradle	0	1	0	0	1	0	1	0	0	1	cuna
craft	0	0	0	0	0	0	1	0	0	0	artesanía
craftsman	0	0	0	0	0	0	1	0	0	0	artesano
crafty	0	0	0	0	0	0	0	0	0	0	astuto
craig	0	0	0	0	0	0	0	0	0	0	craig
crammed	0	0	0	0	0	0	0	0	0	0	abarrotado
cramp	0	1	0	0	0	1	0	0	0	0	calambre
cramped	0	0	0	0	0	1	0	0	0	0	estrecho
crane	0	0	0	0	0	0	0	0	0	0	grua
cranium	0	0	0	0	0	0	0	0	0	0	cráneo
crank	0	0	0	0	0	1	0	0	0	0	manivela
cranky	1	0	0	0	0	1	0	0	0	0	de maniático
crap	0	0	1	0	0	1	0	0	0	0	tonterías
craps	0	1	0	0	0	0	0	0	0	0	dados
crash	0	0	0	1	0	1	0	1	1	0	choque
crate	0	0	0	0	0	0	0	0	0	0	caja
crater	0	0	0	0	0	0	0	0	0	0	cráter
crave	0	1	0	0	0	0	0	0	0	0	pedir
craving	0	1	0	0	0	0	0	0	0	0	antojo
crawfish	0	0	0	0	0	0	0	0	0	0	cangrejo de río
crawl	0	0	1	0	0	1	0	0	0	0	gatear
crayons	0	0	0	0	0	0	0	0	0	0	lápices de color
craze	0	0	0	0	0	0	0	0	0	0	manía
crazed	1	0	0	1	0	1	0	0	0	0	loco
crazy	1	0	0	1	0	1	0	1	0	0	loca
creaking	0	0	0	0	0	1	0	0	0	0	crujiente
cream	0	1	0	0	1	0	1	0	1	0	crema
creamer	0	0	0	0	0	0	0	0	0	0	desnatadora
creamy	0	0	0	0	0	0	0	0	0	0	cremoso
crease	0	0	0	0	0	0	0	0	0	0	pliegue
create	0	0	0	0	1	0	1	0	0	0	crear
creation	0	0	0	0	0	0	0	0	0	0	creación
creative	0	0	0	0	0	0	1	0	0	0	creativo
creator	0	0	0	0	0	0	0	0	0	0	creador
creature	0	0	1	1	0	1	0	0	0	0	criatura
credence	0	0	0	0	0	0	1	0	0	1	crédito
credential	0	0	0	0	0	0	1	0	0	1	credencial
credentials	0	0	0	0	0	0	0	0	0	0	cartas credenciales
credibility	0	0	0	0	0	0	1	0	0	1	credibilidad
credible	0	0	0	0	0	0	1	0	0	1	creíble
credit	0	0	0	0	0	0	1	0	0	1	crédito
creditable	0	0	0	0	0	0	1	0	0	1	loable
credited	0	0	0	0	0	0	1	0	0	0	acreditado
crediting	0	0	0	0	0	0	0	0	0	0	acreditando
creditor	0	0	0	0	0	0	0	0	0	0	acreedor
creed	0	0	0	0	0	0	0	0	0	0	credo
creek	0	0	0	0	0	0	0	0	0	0	Riachuelo
creep	0	0	0	0	0	1	0	0	0	0	arrastrarse
creeping	0	1	0	0	0	0	0	0	0	0	progresivo
cremation	0	0	0	0	0	0	0	1	0	0	cremación
creole	0	0	0	0	0	0	0	0	0	0	criollo
crescendo	0	1	0	0	1	0	1	0	1	1	crescendo
crescent	0	0	0	0	0	0	0	0	0	0	creciente
crevice	0	0	0	0	0	0	0	0	0	0	hendedura
crew	0	0	0	0	0	0	0	0	0	1	tripulación
crib	0	0	0	0	0	0	0	0	0	0	cuna
cricket	0	0	0	0	0	0	0	0	0	0	Grillo
crime	1	0	0	0	0	1	0	0	0	0	delito
criminal	1	0	1	1	0	1	0	0	0	0	delincuente
criminality	1	0	1	1	0	1	0	0	0	0	criminalidad
crimp	0	0	0	0	0	0	0	0	0	0	rizar
crimson	0	0	0	0	0	0	0	0	0	0	carmesí
cringe	0	0	1	1	0	1	0	1	0	0	morir de vergüenza
cripple	0	0	0	1	0	1	0	1	0	0	lisiado
crippled	0	0	0	0	0	1	0	1	0	0	lisiado
crisis	0	0	0	0	0	1	0	0	0	0	crisis
crisp	0	0	0	0	0	1	0	0	0	1	crujiente
criterion	0	0	0	0	0	0	0	0	0	0	criterio
critic	0	0	0	0	0	1	0	0	0	0	crítico
criticism	1	0	0	0	0	1	0	1	0	0	crítica
criticize	1	0	1	1	0	1	0	1	0	0	criticar
critique	0	0	0	0	0	0	1	0	0	0	crítica
critter	0	0	1	0	0	0	0	0	0	0	bicho
croak	0	0	0	0	0	0	0	0	0	0	croar
crock	0	0	0	0	0	0	0	0	0	0	vasija
crockery	0	0	0	0	0	0	0	0	0	0	vajilla
crocodile	0	0	0	1	0	0	0	0	0	0	cocodrilo
croft	0	0	0	0	0	0	0	0	0	0	granja pequeña
crook	0	0	0	0	0	1	0	0	0	0	ladrón
crop	0	0	0	0	0	0	0	0	0	0	cultivo
croquet	0	0	0	0	0	0	0	0	0	0	juego de croquet
cross	1	0	0	1	0	1	0	1	0	0	cruz
crossbow	0	0	0	0	0	0	0	0	0	0	ballesta
crossed	0	0	0	0	0	0	0	0	0	0	cruzado
crossing	0	0	0	0	0	0	0	0	0	0	cruce
crotch	0	0	0	0	0	0	0	0	0	0	entrepierna
crouch	0	0	0	1	0	0	0	0	0	0	agacharse
crouched	0	0	0	0	0	0	0	0	0	0	agachado
crouching	0	0	0	1	0	1	0	0	0	0	agazapado
croupier	0	0	0	0	0	0	0	0	0	0	crupier
crow	0	0	0	0	0	0	0	0	0	0	cuervo
crowd	0	0	0	0	0	0	0	0	0	0	multitud
crowded	0	0	0	0	0	0	0	0	0	0	atestado
crown	0	0	0	0	0	0	0	0	0	0	corona
crowning	0	1	0	0	1	0	1	0	1	1	coronamiento
crucial	0	0	0	0	0	0	1	0	0	1	crucial
cruciate	0	0	0	0	0	1	0	0	0	0	cruzado
crucifix	0	0	0	0	0	0	0	0	0	0	crucifijo
crucifixion	1	0	1	1	0	1	0	1	0	0	crucifixión
crude	0	0	1	0	0	1	0	0	0	0	crudo
cruel	1	0	1	1	0	1	0	1	0	0	cruel
cruelly	1	0	0	1	0	1	0	0	0	0	con crueldad
cruelty	1	0	1	1	0	1	0	1	0	0	crueldad
cruise	0	0	0	0	0	0	0	0	0	0	crucero
cruiser	0	0	0	0	0	0	0	0	0	0	crucero
crumb	0	0	0	0	0	0	0	0	0	0	miga
crumbling	0	0	0	0	0	1	0	1	0	0	desmoronándose
crunch	1	0	0	0	0	1	0	0	0	0	crujido
crusade	1	0	0	1	0	1	0	0	0	0	cruzada
crush	0	0	0	0	0	0	0	0	0	0	Persona especial
crushed	1	0	1	1	0	1	0	1	0	0	aplastada
crushing	1	0	1	1	0	1	0	0	0	0	aplastante
crust	0	0	0	0	0	0	0	0	0	0	corteza
crusty	0	0	1	0	0	1	0	0	0	0	crujiente
crutch	0	0	0	0	0	0	0	0	0	0	muleta
crux	0	0	0	0	0	0	0	0	0	0	quid
cry	0	0	0	0	0	1	0	1	0	0	llorar
crying	0	0	0	0	0	1	0	1	0	0	llorando
crypt	0	0	0	1	0	1	0	1	0	0	cripta
cryptic	0	0	0	0	0	0	0	0	0	0	críptico
cryptography	0	0	0	0	0	0	0	0	0	0	criptografía
crystal	0	0	0	0	0	0	1	0	0	0	cristal
crystalline	0	0	0	0	0	0	0	0	0	0	cristalino
crystallization	0	0	0	0	0	0	0	0	0	0	cristalización
cub	0	0	0	0	0	0	0	0	0	0	cachorro
cube	0	0	0	0	0	0	0	0	0	1	cubo
cubicle	0	0	0	0	0	0	0	0	0	0	cubículo
cuckold	0	0	1	0	0	1	0	0	0	0	cornudo
cuckoo	0	0	0	0	0	1	0	0	0	0	cuco
cuddle	0	0	0	0	1	0	1	0	0	1	abrazo
cue	0	1	0	0	0	0	0	0	0	0	señal
cuff	0	0	0	0	0	0	0	0	0	0	brazalete
cuisine	0	0	0	0	0	0	0	0	0	0	cocina
culinary	0	0	0	0	0	0	1	0	0	1	culinario
cull	0	0	0	0	0	1	0	0	0	0	desecho
culminate	0	0	0	0	0	0	0	0	0	0	culminar
culmination	0	0	0	0	0	0	1	0	0	0	culminación
culpability	0	0	0	0	0	1	0	0	0	0	culpabilidad
culpable	0	0	0	0	0	1	0	0	0	0	culpable
culprit	0	0	0	0	0	1	0	0	0	0	culpable
cult	0	0	0	1	0	1	0	0	0	0	culto
cultivate	0	1	0	0	0	0	1	0	0	1	cultivar
cultivated	0	0	0	0	0	0	1	0	0	0	cultivado
cultivation	0	0	0	0	0	0	1	0	0	0	cultivo
culture	0	0	0	0	0	0	1	0	0	0	cultura
culvert	0	0	0	0	0	0	0	0	0	0	alcantarilla
cumbersome	0	0	0	0	0	1	0	1	0	0	incómodo
cumulus	0	0	0	0	0	0	0	0	0	0	cúmulo
cunning	0	0	0	0	0	1	1	0	0	0	astucia
cup	0	0	0	0	0	0	0	0	0	0	taza
cupboard	0	0	0	0	0	0	0	0	0	0	alacena
cupping	0	0	1	1	0	1	0	1	0	0	utilización de tazas
cur	1	0	1	1	0	1	0	0	0	0	canalla
curable	0	0	0	0	0	0	1	0	0	1	curable
curate	0	0	0	0	0	0	0	0	0	0	cura
curative	0	0	0	0	0	0	0	0	0	0	curativo
curator	0	0	0	0	0	0	0	0	0	0	curador
curb	0	0	0	0	0	0	0	0	0	0	frenar
curd	0	0	0	0	0	0	0	0	0	0	Cuajada
curfew	0	0	0	0	0	0	0	0	0	0	toque de queda
curiosity	0	1	0	0	0	0	1	0	1	0	curiosidad
curl	0	0	0	0	0	0	1	0	0	0	rizo
curling	0	0	0	0	0	0	0	0	0	0	curling
currency	0	0	0	0	0	0	0	0	0	0	divisa
current	0	0	0	0	0	0	0	0	0	0	Actual
curriculum	0	0	0	0	0	0	0	0	0	0	plan de estudios
curry	0	0	0	0	0	0	0	0	0	0	curry
curse	1	0	1	1	0	1	0	1	0	0	maldición
cursed	1	0	0	1	0	1	0	1	0	0	maldito
cursing	1	0	1	0	0	1	0	0	0	0	maldiciendo
cursory	0	0	0	0	0	1	0	0	0	0	superficial
curt	0	0	0	0	0	0	0	0	0	0	brusco
curtail	0	0	0	0	0	0	0	0	0	0	acortar
curtailment	0	0	0	0	0	0	0	0	0	0	reducción
curtain	0	0	0	0	0	0	0	0	0	0	cortina
curvature	0	0	0	0	0	0	0	0	0	0	curvatura
curve	0	0	0	0	0	0	0	0	0	0	curva
curved	0	0	0	0	0	0	0	0	0	0	curvo
curvilinear	0	0	0	0	0	0	0	0	0	0	con línea no recta
cushion	0	0	0	0	0	0	1	0	0	0	almohadón
cusp	0	0	0	0	0	0	0	0	0	0	cúspide
cussed	1	0	0	0	0	0	0	0	0	0	terco
custodian	0	0	0	0	0	0	0	0	0	1	custodio
custody	0	0	0	0	0	0	0	0	0	1	custodia
custom	0	0	0	0	0	0	0	0	0	0	disfraz
customary	0	0	0	0	0	0	0	0	0	0	acostumbrado
customer	0	0	0	0	0	0	1	0	0	0	cliente
cut	0	0	0	0	0	0	0	0	0	0	Corte
cutaneous	0	0	0	0	0	0	0	0	0	0	cutáneo
cute	0	0	0	0	0	0	1	0	0	0	lindo
cuticle	0	0	0	0	0	0	0	0	0	0	cutícula
cutlery	0	0	0	0	0	0	0	0	0	0	cuchillería
cutter	0	0	0	1	0	1	0	0	0	0	cortador
cutters	0	0	0	0	0	0	1	0	0	0	cortadores
cutthroat	1	0	0	1	0	1	0	0	0	0	asesino
cutting	1	0	1	1	0	1	0	1	0	0	corte
cuttings	0	0	0	0	0	0	0	0	0	0	esquejes
cwt	0	0	0	0	0	0	0	0	0	0	cwt
cyanide	0	0	0	1	0	1	0	0	0	0	cianuro
cycle	0	0	0	0	0	0	0	0	0	0	ciclo
cyclical	0	0	0	0	0	0	0	0	0	0	cíclico
cyclist	0	0	0	0	0	0	0	0	0	0	ciclista
cyclone	0	0	0	1	0	1	0	0	1	0	ciclón
cylinder	0	0	0	0	0	0	0	0	0	0	cilindro
cylindrical	0	0	0	0	0	0	0	0	0	0	cilíndrico
cymbal	0	0	0	0	0	0	0	0	0	0	platillo
cynic	0	0	0	0	0	0	0	0	0	0	cínico
cyst	0	0	0	1	0	1	0	1	0	0	quiste
cystic	0	0	1	0	0	0	0	0	0	0	cístico
cytomegalovirus	0	0	0	0	0	1	0	1	0	0	citomegalovirus
cytoplasm	0	0	0	0	0	0	0	0	0	0	citoplasma
czar	0	0	0	0	0	0	0	0	0	0	zar
dab	0	0	0	0	0	0	0	0	0	0	lenguado
dabble	0	0	0	0	0	0	0	0	0	0	salpicar
dabbling	1	0	1	0	0	1	0	0	0	0	chapoteando
dad	0	0	0	0	0	0	0	0	0	0	papá
dado	0	0	0	0	0	0	0	0	0	0	friso
daemon	1	0	1	1	0	1	0	1	1	0	demonio
daft	0	0	1	0	0	1	0	0	0	0	loco
dagger	0	0	0	1	0	1	0	0	0	0	daga
daily	0	1	0	0	0	0	0	0	0	0	diariamente
dainty	0	0	0	0	0	0	0	0	0	0	delicado
dairy	0	0	0	0	0	0	0	0	0	0	lácteos
dak	0	0	0	0	0	0	0	0	0	0	Dak
dale	0	0	0	0	0	0	0	0	0	0	valle
dam	0	0	0	0	0	0	0	0	0	0	presa
damage	1	0	1	0	0	1	0	1	0	0	daño
damages	0	0	0	0	0	1	0	1	0	0	daños y perjuicios
dame	1	0	1	0	0	0	1	0	0	1	dama
damn	1	0	1	0	0	1	0	0	0	0	maldita sea
damnation	1	0	0	1	0	1	0	1	0	0	condenación
damned	0	0	0	0	0	1	0	0	0	0	maldito
damp	0	0	0	0	0	0	0	0	0	0	húmedo
dampened	0	0	0	0	0	0	0	0	0	0	humedecido
damper	0	0	0	0	0	1	0	0	0	0	apagador
damsel	0	0	0	0	0	0	0	0	0	0	damisela
dance	0	0	0	0	1	0	1	0	0	1	baile
dancer	0	0	0	0	0	0	0	0	0	0	bailarín
dandruff	0	0	0	0	0	1	0	0	0	0	caspa
dandy	0	0	1	0	0	1	0	0	0	0	dandy
danger	0	0	0	1	0	1	0	1	0	0	peligro
dangerous	0	0	0	1	0	1	0	0	0	0	peligroso
dangle	0	0	0	0	0	0	0	0	0	0	colgar
dank	0	0	1	0	0	0	0	0	0	0	húmedo
dapper	0	0	0	0	0	0	0	0	0	0	apuesto
dare	0	1	0	0	0	0	0	0	0	1	atrevimiento
daring	0	0	0	0	0	0	1	0	0	0	atrevido
dark	0	0	0	0	0	0	0	1	0	0	oscuro
darken	0	0	0	1	0	1	0	1	0	0	oscurecer
darkened	0	0	0	1	0	1	0	1	0	0	oscurecido
darkly	0	0	0	0	0	0	0	0	0	0	misteriosamente
darkness	1	0	0	1	0	1	0	1	0	0	oscuridad
darling	0	0	0	0	1	0	1	0	0	1	querida
darn	0	0	0	0	0	0	0	0	0	0	maldito
dart	0	0	0	1	0	0	0	0	0	0	dardo
dash	0	0	0	0	0	0	0	0	0	0	estrellarse
dashboard	0	0	0	0	0	0	0	0	0	0	tablero
dashed	1	0	0	1	0	1	0	1	0	0	punteado
dashing	0	0	0	0	0	0	1	0	0	0	apuesto
dastardly	1	0	1	1	0	1	0	0	0	0	ruin
data	0	0	0	0	0	0	0	0	0	0	datos
database	0	0	0	0	0	0	0	0	0	0	base de datos
date	0	0	0	0	0	0	0	0	0	0	fecha
daughter	0	0	0	0	1	0	1	0	0	0	hija
dawn	0	1	0	0	1	0	1	0	1	1	amanecer
day	0	0	0	0	0	0	0	0	0	0	día
daybreak	0	0	0	0	0	0	0	0	0	0	Alba
daydreaming	0	0	0	0	0	0	0	0	0	0	soñador
daze	0	0	0	0	0	0	0	0	0	0	aturdimiento
dazed	0	0	0	0	0	1	0	0	0	0	aturdido
dazzling	0	0	0	0	0	0	0	0	0	0	deslumbrante
deacon	0	0	0	0	0	0	0	0	0	1	diácono
deactivate	0	0	0	0	0	1	0	0	0	0	desactivar
deadlock	0	0	0	0	0	1	0	0	0	0	punto muerto
deadly	1	0	1	1	0	1	0	1	0	0	mortal
deafening	0	0	0	0	0	0	0	0	0	0	ensordecedor
deafness	0	0	0	0	0	0	0	0	0	0	sordera
deal	0	1	0	0	1	0	1	0	1	1	acuerdo
dealer	0	0	0	0	0	0	0	0	0	0	distribuidor
dealing	0	0	0	0	0	0	0	0	0	0	relación comercial
dealings	0	0	0	0	0	0	0	0	0	1	transacciones
dean	0	0	0	0	0	0	0	0	0	0	decano
dear	0	0	0	0	0	0	1	0	0	0	Estimado
dearth	0	0	0	0	0	0	0	0	0	0	escasez
death	1	1	1	1	0	1	0	1	1	0	muerte
debacle	0	0	0	1	0	1	0	1	0	0	debacle
debatable	0	0	0	0	0	0	0	0	0	0	discutible
debate	0	0	0	0	0	0	1	0	0	0	debate
debauchery	0	0	1	1	0	1	0	0	0	0	libertinaje
debenture	0	1	0	0	0	0	0	0	0	0	obligación
debit	0	0	0	0	0	0	0	0	0	0	débito
debris	0	0	1	0	0	1	0	0	0	0	escombros
debt	0	0	0	0	0	1	0	1	0	0	deuda
debtor	0	0	0	0	0	1	0	0	0	0	deudor
debut	0	0	0	0	0	0	0	0	0	0	debut
decade	0	0	0	0	0	0	0	0	0	0	década
decanter	0	0	0	0	0	0	0	0	0	0	licorera
decay	0	0	0	1	0	1	0	1	0	0	decadencia
decayed	0	0	1	0	0	1	0	1	0	0	decaido
deceased	0	0	0	0	0	1	0	1	0	0	fallecido
deceit	1	0	1	1	0	1	0	1	1	0	engaño
deceitful	0	0	1	0	0	1	0	1	0	0	engañoso
deceive	1	0	1	0	0	1	0	1	0	0	engañar
deceived	1	0	0	0	0	1	0	0	0	0	engañado
deceiving	0	0	0	0	0	1	0	0	0	1	engañoso
decency	0	0	0	0	0	0	1	0	0	0	decencia
decent	0	0	0	0	0	0	1	0	0	0	decente
deception	0	0	0	0	0	1	0	0	0	0	engaño
deceptive	0	0	0	0	0	1	0	0	0	0	engañoso
decidedly	0	0	0	0	0	0	0	0	0	0	decididamente
deciduous	0	0	0	0	0	0	0	0	0	0	caduco
decimal	0	0	0	0	0	0	0	0	0	0	decimal
decipher	0	0	0	0	0	0	0	0	0	0	descifrar
decision	0	0	0	0	0	0	0	0	0	0	decisión
decisive	0	0	0	0	0	0	0	0	0	0	decisivo
deck	0	0	0	0	0	0	0	0	0	0	plataforma
declaration	0	0	0	0	0	0	0	0	0	0	declaración
declaratory	0	0	0	0	0	0	1	0	0	0	declaratorio
declare	0	0	0	0	0	0	0	0	0	0	declarar
declination	0	0	0	0	0	1	0	0	0	0	declinación
decline	0	0	0	0	0	1	0	0	0	0	rechazar
declining	0	0	0	0	0	1	0	0	0	0	declinante
decompose	0	0	1	0	0	0	0	0	0	0	descomponer
decomposed	0	0	0	0	0	0	0	1	0	0	descompuesto
decomposition	0	0	1	1	0	1	0	1	0	0	descomposición
decorate	0	0	0	0	0	0	0	0	0	0	Decorar
decoration	0	0	0	0	0	0	0	0	0	0	decoración
decorum	0	0	0	0	0	0	0	0	0	0	decoro
decoy	0	0	0	0	0	0	0	0	1	0	señuelo
decrease	0	0	0	0	0	1	0	0	0	0	disminuir
decreased	0	0	0	0	0	0	0	0	0	0	disminuido
decreasing	0	0	0	0	0	0	0	0	0	0	decreciente
decree	0	0	0	0	0	0	0	0	0	0	decreto
decrement	0	0	0	0	0	1	0	0	0	0	decremento
decrepit	0	0	0	0	0	1	0	0	0	0	decrépito
decry	1	0	0	0	0	1	0	0	0	0	desacreditar
dedication	0	0	0	0	0	0	1	0	0	0	dedicación
deduce	0	0	0	0	0	0	0	0	0	0	deducir
deduct	0	0	0	0	0	1	0	0	0	0	deducir
deduction	0	0	0	0	0	0	0	0	0	0	deducción
deed	0	0	0	0	0	0	0	0	0	1	escritura
deepen	0	0	0	0	0	0	0	0	0	0	profundizar
deer	0	0	0	0	0	0	0	0	0	0	ciervo
defamation	0	0	1	1	0	1	0	0	0	0	difamación
defamatory	1	0	0	0	0	1	0	0	0	0	difamatorio
default	0	0	1	1	0	1	0	1	0	0	defecto
defeat	0	0	0	0	0	1	0	0	0	0	vencer
defeated	0	0	0	0	0	1	0	1	0	0	derrotado
defect	1	0	0	0	0	1	0	0	0	0	defecto
defection	0	0	0	1	0	1	0	0	0	0	deserción
defective	0	0	1	0	0	1	0	0	0	0	defectuoso
defend	0	0	0	1	0	0	1	0	0	0	defender
defendant	1	0	0	1	0	0	0	1	0	0	acusado
defended	0	0	0	0	0	0	1	0	0	1	defendido
defender	0	0	0	0	0	0	1	0	0	1	defensor
defending	0	0	0	0	0	0	1	0	0	0	defendiendo
defense	1	1	0	1	0	0	1	0	0	0	defensa
defenseless	0	0	0	1	0	1	0	1	0	0	indefenso
defensible	0	0	0	0	0	0	0	0	0	0	defendible
defensive	0	0	0	0	0	0	0	0	0	0	defensivo
defer	0	0	0	0	0	0	0	0	0	0	aplazar
deference	0	0	0	0	0	0	1	0	0	1	deferencia
deferral	0	0	0	0	0	1	0	0	0	0	aplazamiento
deferring	0	0	0	0	0	0	0	0	0	0	aplazando
defiance	1	0	1	1	0	1	0	0	0	0	desafío
defiant	1	0	0	0	0	1	0	0	0	0	desafiante
deficiency	0	0	0	0	0	1	0	0	0	0	deficiencia
deficit	0	0	0	0	0	1	0	0	0	0	déficit
define	0	0	0	0	0	0	0	0	0	0	definir
defined	0	0	0	0	0	0	0	0	0	0	definido
definition	0	0	0	0	0	0	0	0	0	0	definición
definitive	0	0	0	0	0	0	1	0	0	1	definitivo
deflate	1	0	0	0	0	1	0	1	0	0	desinflar
deflation	0	0	0	1	0	1	0	0	0	0	deflación
deflect	0	0	0	0	0	0	0	0	0	0	cambiar
deflection	0	0	0	0	0	0	0	0	0	0	desviación
defloration	0	0	0	0	0	0	0	0	0	0	desfloración
deform	0	0	1	0	0	1	0	0	0	0	deformar
deformed	0	0	1	0	0	1	0	1	0	0	deformado
deformity	0	0	1	1	0	1	0	1	0	0	deformidad
defraud	1	0	1	0	0	1	0	0	0	0	defraudar
defray	0	0	0	0	0	0	0	0	0	0	sufragar
deft	0	0	0	0	0	0	0	0	0	0	hábil
defunct	0	0	0	0	0	1	0	1	0	0	difunto
defy	1	0	0	1	0	1	0	1	1	0	desafiar
degeneracy	1	0	1	0	0	1	0	1	0	0	degeneración
degenerate	0	0	0	0	0	1	0	0	0	0	degenerar
degeneration	0	0	0	0	0	0	0	0	0	0	degeneración
degradation	0	0	0	0	0	1	0	0	0	0	degradación
degrade	0	0	1	0	0	1	0	0	0	0	degradar
degrading	0	0	1	1	0	1	0	1	0	0	degradante
degree	0	0	0	0	0	0	1	0	0	0	la licenciatura
dehydrated	0	0	0	0	0	0	0	0	0	0	deshidratado
delay	1	0	1	1	0	1	0	1	0	0	demora
delayed	0	0	0	0	0	1	0	0	0	0	demorado
delectable	0	0	0	0	0	0	1	0	0	0	delicioso
delegate	0	0	0	0	0	0	1	0	0	1	delegar
delegation	0	0	0	0	0	0	0	0	0	0	delegación
deleterious	1	0	1	1	0	1	0	0	0	0	perjudicial
deletion	0	0	0	0	0	1	0	0	0	0	supresión
deliberate	0	0	0	0	0	0	1	0	0	0	adrede
deliberation	0	0	0	0	0	0	0	0	0	0	deliberación
deliberative	0	0	0	0	0	0	0	0	0	0	deliberativo
delicacy	0	0	0	0	0	0	0	0	0	0	delicadeza
delicious	0	0	0	0	1	0	1	0	0	0	delicioso
delight	0	1	0	0	1	0	1	0	0	0	deleitar
delighted	0	1	0	0	1	0	1	0	1	0	contento
delightful	0	1	0	0	1	0	1	0	0	1	encantador
delineate	0	0	0	0	0	0	0	0	0	0	delinear
delineation	0	0	0	0	0	0	0	0	0	0	delineación
delinquency	0	0	0	0	0	1	0	0	0	0	delincuencia
delinquent	1	0	1	0	0	1	0	0	0	0	delincuente
delirious	0	0	0	0	0	1	0	1	0	0	delirante
delirium	0	0	1	0	0	1	0	1	0	0	delirio
deliverance	0	1	0	0	1	0	1	0	0	1	liberación
delivery	0	1	0	0	0	0	1	0	0	0	entrega
dell	0	0	0	0	0	0	0	0	0	0	dell
delta	0	0	0	0	0	0	0	0	0	0	delta
