English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Tatar Word
bearish	1	0	0	1	0	0	0	0	0	0	.әр сүзнең
beast	1	0	0	1	0	1	0	0	0	0	җанвар
beastly	0	0	1	1	0	1	0	0	0	0	җанвар
beat	0	0	0	0	0	0	0	0	0	0	кыйнау
beating	1	0	0	1	0	1	0	1	0	0	кыйнау
beau	0	0	0	0	0	0	0	0	0	0	бео
beautification	0	0	0	0	1	0	1	0	0	1	матурлау
beautiful	0	0	0	0	1	0	1	0	0	0	матур
beautify	0	0	0	0	1	0	1	0	0	0	матурлау
beauty	0	0	0	0	1	0	1	0	0	0	матурлык
beck	0	0	0	0	0	0	0	0	0	0	beck
beckon	0	0	0	0	0	0	0	0	0	0	ишарә
bed	0	0	0	0	0	0	0	0	0	0	карават
bedding	0	0	0	0	0	0	0	0	0	0	карават
bedrock	0	0	0	0	0	0	1	0	0	1	йокы
bedroom	0	0	0	0	0	0	0	0	0	0	йокы бүлмәсе
bedtime	0	0	0	0	0	0	0	0	0	0	йокы вакыты
bee	1	0	0	1	0	0	0	0	0	0	умарта
beef	0	0	0	0	0	0	0	0	0	0	сыер ите
beehive	0	0	0	0	0	0	0	0	0	0	умартачылык
beer	0	0	0	0	1	0	1	0	0	0	пиво
beeswax	0	0	0	0	0	0	0	0	0	0	бал кортлары
beetle	0	0	0	0	0	0	0	0	0	0	чөгендер
befall	0	0	0	0	0	1	0	0	0	0	.әр сүзнең
befitting	0	0	0	0	0	0	1	0	0	0	яраклы
befriend	0	0	0	0	1	0	1	0	0	1	дуслаш
beg	0	0	0	0	0	1	0	1	0	0	ялвар
beggar	0	0	0	0	0	1	0	1	0	0	хәерче
begging	0	0	0	0	0	1	0	0	0	0	ялвару
begin	0	0	0	0	0	0	0	0	0	0	башларга
beginner	0	0	0	0	0	0	0	0	0	0	башлап җибәрүче
beginning	0	0	0	0	0	0	0	0	0	0	башы
begun	0	1	0	0	0	0	0	0	0	0	башланды
behavior	0	0	0	0	0	0	0	0	0	0	тәртип
behemoth	0	0	0	1	0	1	0	0	0	0	бехемот
behest	0	0	0	0	0	0	0	0	0	0	әмер
behold	0	0	0	0	0	0	0	0	0	0	Менә
beholden	0	0	0	0	0	1	0	0	0	0	Менә
beholder	0	0	0	0	0	0	0	0	0	0	караучы
belated	0	0	0	0	0	1	0	0	0	0	.әр сүзнең
belay	0	0	0	0	0	0	0	0	0	0	белай
belief	0	0	0	0	0	0	0	0	0	0	ышану
believed	0	0	0	0	0	0	0	0	0	1	ышандылар
believer	0	0	0	0	0	0	0	0	0	1	ышанучы
believing	0	0	0	0	0	0	1	0	0	1	ышану
belittle	1	0	1	1	0	1	0	1	0	0	кимсетү
bell	0	0	0	0	0	0	0	0	0	0	кыңгырау
belligerent	1	0	0	1	0	1	0	0	0	0	сугышучы
bellow	0	0	0	0	0	0	0	0	0	0	түбән
bellows	1	0	0	0	0	0	0	0	0	0	кыңгырау
belly	0	0	0	0	0	0	0	0	0	0	карын
belongings	0	0	0	0	0	0	0	0	0	0	әйберләр
belt	1	0	0	1	0	1	0	0	0	0	каеш
bemused	0	0	0	0	0	0	0	0	0	0	аптырап
bench	0	0	0	0	0	0	0	0	0	0	эскәмия
bend	0	0	0	0	0	0	0	0	0	0	иелү
bender	0	0	0	0	0	1	0	0	0	0	бендер
bending	0	0	0	0	0	0	0	0	0	0	иелү
beneath	0	0	0	0	0	0	0	0	0	0	астында
benefactor	0	0	0	0	0	0	1	0	0	1	хәйрияче
beneficial	0	0	0	0	0	0	1	0	0	0	файдалы
beneficiary	0	0	0	0	0	0	0	0	0	0	бенефициар
benefit	0	0	0	0	0	0	1	0	0	0	файда
benevolence	0	0	0	0	1	0	1	0	0	1	игелек
benign	0	0	0	0	1	0	1	0	0	0	игелекле
bent	0	0	0	0	0	0	0	0	0	0	иелгән
benzene	0	0	0	0	0	0	0	0	0	0	бензол
bequeath	0	0	0	0	0	0	0	0	0	0	васыять
bequest	0	0	0	0	0	0	0	0	0	1	васыять
bereaved	0	0	0	0	0	1	0	1	0	0	кайгы
bereavement	0	0	0	0	0	1	0	1	0	0	кайгы
bereft	0	0	0	0	0	1	0	0	0	0	кайгы
bergamot	0	0	0	0	0	0	0	0	0	0	бергамот
berlin	0	0	0	0	0	0	0	0	0	0	Берлин
berserk	1	0	0	0	0	1	0	0	0	0	берсерк
berth	0	0	0	0	0	0	1	0	0	0	диңгез
beseech	0	0	0	0	0	0	0	0	0	0	ялвар
beset	0	0	0	0	0	0	0	0	0	0	бесет
bestial	0	0	1	1	0	1	0	0	0	0	бестиаль
bestow	0	0	0	0	0	0	0	0	0	0	бүләк ит
bet	0	0	0	0	0	0	0	0	0	0	коймак
betray	1	0	1	0	0	1	0	1	1	0	хыянәт
betrayal	1	0	1	0	0	1	0	1	0	0	хыянәт
betrothed	0	1	0	0	1	0	1	0	0	1	кияүгә чыккан
betterment	0	0	0	0	0	0	1	0	0	0	яхшырту
betting	0	0	0	0	0	0	0	0	0	0	акча кую
betty	0	0	0	0	0	0	0	0	0	0	Бетти
bevel	0	0	0	0	0	0	0	0	0	0	бевел
beverage	0	0	0	0	0	0	1	0	0	0	эчемлек
bevy	0	0	0	0	0	0	0	0	0	0	беви
beware	0	1	0	1	0	1	0	0	0	0	сак булыгыз
bewildered	0	0	0	1	0	1	0	0	1	0	аптырап
bewilderment	0	0	0	1	0	0	0	0	1	0	аптырау
bias	1	0	0	0	0	1	0	0	0	0	битарафлык
biased	0	0	0	0	0	1	0	0	0	0	икейөзле
bib	0	0	0	0	0	0	0	0	0	0	биб
biblical	0	0	0	0	0	0	1	0	0	0	Библия
bibliography	0	0	0	0	0	0	0	0	0	0	библиография
bickering	1	0	1	0	0	1	0	0	0	0	бәхәсләшү
bicolor	0	0	0	0	0	0	0	0	0	0	ике төс
bicycle	0	0	0	0	0	0	0	0	0	0	велосипед
bid	0	0	0	0	0	0	0	0	0	0	заявка
bidder	0	0	0	0	0	0	0	0	0	0	дәгъвачы
bidding	0	0	0	0	0	0	0	0	0	0	Сатып алу
biennial	0	1	0	0	0	0	0	0	0	0	ике еллык
bier	0	0	0	1	0	1	0	1	0	0	биер
bifurcation	0	0	0	0	0	0	0	0	0	0	бифуркация
big	0	0	0	0	0	0	0	0	0	0	зур
bigot	1	0	1	1	0	1	0	0	0	0	зур
bigoted	1	0	1	1	0	1	0	1	0	0	зур
bike	0	0	0	0	0	0	0	0	0	0	велосипед
bilateral	0	0	0	0	0	0	0	0	0	0	ике яклы
bilayer	0	0	0	0	0	0	0	0	0	0	билайер
bile	1	0	1	0	0	1	0	0	0	0	үт
bilge	0	0	0	0	0	0	0	0	0	0	билге
bilingual	0	0	0	0	0	0	1	0	0	0	ике телле
bill	0	0	0	0	0	0	0	0	0	0	түләү
billet	0	0	0	0	0	0	0	0	0	0	билет
billiards	0	0	0	0	0	0	0	0	0	0	бильярд
billion	0	0	0	0	0	0	0	0	0	0	миллиард
billy	0	0	0	0	0	0	0	0	0	0	билли
bimonthly	0	0	0	0	0	0	0	0	0	0	ике айлык
bin	0	0	0	0	0	0	0	0	0	0	савыт
binary	0	0	0	0	0	0	0	0	0	0	бинар
bind	0	0	0	0	0	0	0	0	0	0	бәйләү
bindery	0	0	0	0	0	0	0	0	0	0	бәйләү
binding	0	0	0	0	0	0	0	0	0	0	бәйләүче
bing	0	0	0	0	0	0	0	0	0	0	bing
binocular	0	0	0	0	0	0	0	0	0	0	бинокуль
binoculars	0	0	0	0	0	0	0	0	0	0	бинокуль
binomial	0	0	0	0	0	0	0	0	0	0	биномиаль
biogenesis	0	0	0	0	0	0	0	0	0	0	биогенез
biographer	0	0	0	0	0	0	0	0	0	0	биограф
biography	0	0	0	0	0	0	0	0	0	0	биографиясе
biology	0	0	0	0	0	0	0	0	0	0	биология
biopsy	0	0	0	1	0	1	0	0	0	0	биопси
biosphere	0	0	0	0	0	0	0	0	0	0	биосфера
bipartite	0	0	0	0	0	0	0	0	0	0	ике яклы
birch	1	0	1	1	0	1	0	0	0	0	каен
bird	0	0	0	0	0	0	0	0	0	0	кош
birth	0	1	0	1	1	0	1	0	0	1	туу
birthday	0	1	0	0	1	0	1	0	1	0	туган көн
birthplace	1	0	0	0	0	1	0	0	0	0	туган урын
birthright	0	0	0	0	0	0	0	0	0	0	туу хокукы
bis	0	0	0	0	0	0	0	0	0	0	bis
bishop	0	0	0	0	0	0	0	0	0	0	епископ
bison	0	0	0	0	0	0	0	0	0	0	бизон
bit	0	0	0	0	0	0	0	0	0	0	бит
bitch	1	0	1	1	0	1	0	1	0	0	канчык
bite	0	0	0	0	0	1	0	0	0	0	тешләү
bitterly	1	0	1	0	0	1	0	1	0	0	ачы
bitterness	1	0	1	0	0	1	0	1	0	0	ачу
bitumen	0	0	0	0	0	0	0	0	0	0	битум
biweekly	0	0	0	0	0	0	0	0	0	0	ике тапкыр
bizarre	0	0	0	0	0	1	0	0	1	0	сәер
blackberry	0	0	0	0	0	0	0	0	0	0	кара
blackboard	0	0	0	0	0	0	0	0	0	0	такта
blackjack	0	0	0	0	0	1	0	0	0	0	blackjack
blackmail	1	0	0	1	0	1	0	0	0	0	шантаж
blackness	0	0	0	1	0	1	0	1	0	0	кара
blacksmith	0	0	0	0	0	0	0	0	0	0	тимерче
bladder	0	0	0	0	0	0	0	0	0	0	табак
blade	0	0	0	0	0	0	0	0	0	0	пычак
blame	1	0	1	0	0	1	0	0	0	0	гаеп
blameless	0	0	0	0	0	0	1	0	0	0	гаепсез
bland	0	0	0	0	0	1	0	0	0	0	ялагайлану
blank	0	0	0	0	0	0	0	0	0	0	буш
blanket	0	0	0	0	0	0	0	0	0	1	одеял
blasphemous	1	0	1	0	0	1	0	0	0	0	көфер
blasphemy	1	0	0	0	0	1	0	0	0	0	көфер сүз
blast	1	0	0	1	0	1	0	0	1	0	шартлау
blatant	1	0	1	0	0	1	0	0	0	0	ачыктан-ачык
blather	0	0	0	0	0	1	0	0	0	0	блатер
blaze	1	0	0	0	0	1	0	0	0	0	ут
blazing	0	0	0	0	0	0	0	0	0	0	ялкын
bleach	0	0	0	0	0	0	0	0	0	0	агарту
bleak	0	0	0	0	0	1	0	1	0	0	караңгы
bleeding	0	0	1	1	0	1	0	1	0	0	кан китү
blemish	1	0	1	1	0	1	0	1	0	0	кимчелек
blend	0	0	0	0	0	0	0	0	0	0	кушылу
blending	0	0	0	0	0	0	0	0	0	0	кушылу
bless	0	1	0	0	1	0	1	0	0	1	фатихала
blessed	0	0	0	0	1	0	1	0	0	0	мөбарәк
blessing	0	1	0	0	1	0	1	0	0	1	фатиха
blessings	0	1	0	0	1	0	1	0	1	1	фатихалар
blight	0	0	1	1	0	1	0	1	0	0	блит
blighted	0	0	1	0	0	1	0	1	0	0	.әр сүзнең
blinded	0	0	0	0	0	1	0	0	0	0	сукыр
blindfold	0	1	0	1	0	0	0	0	1	0	күз ябу
blindfolded	0	0	0	0	0	0	0	0	0	0	күзләрен каплау
blindly	0	0	0	0	0	1	0	1	0	0	сукыр
blindness	0	0	0	0	0	1	0	1	0	0	сукырлык
blink	0	0	0	0	0	0	0	0	0	0	ялтырап
bliss	0	0	0	0	1	0	1	0	0	0	бәхет
blissful	0	0	0	0	1	0	1	0	0	0	бәхетле
blister	0	0	1	0	0	1	0	0	0	0	блистер
blitz	0	0	0	0	0	0	0	0	1	0	блиц
blizzard	0	0	0	0	0	0	0	0	0	0	буран
bloated	0	0	1	0	0	1	0	0	0	0	шешкән
blob	0	0	1	1	0	1	0	0	0	0	блок
block	0	0	0	0	0	0	0	0	0	0	блок
blockade	1	0	0	1	0	1	0	1	0	0	блокада
blond	0	0	0	0	0	0	0	0	0	0	блондинка
blood	0	0	0	0	0	0	0	0	0	0	кан
bloodhound	0	0	0	0	0	0	0	0	0	0	кан
bloodless	0	0	0	0	0	0	1	0	0	0	кансыз
bloodshed	1	0	1	1	0	1	0	1	1	0	кан кою
bloodthirsty	1	0	1	1	0	1	0	0	0	0	кансыз
bloody	1	0	1	1	0	1	0	1	0	0	канлы
bloom	0	1	0	0	1	0	1	0	0	1	чәчәк ата
blossom	0	0	0	0	1	0	1	0	0	0	чәчәк
blot	0	0	0	0	0	1	0	0	0	0	блот
blouse	0	0	0	0	0	0	0	0	0	0	блузка
blower	0	0	0	0	0	1	0	0	0	0	блок
blowing	0	0	0	0	0	0	0	0	0	0	шартлау
blown	0	0	0	0	0	0	0	0	0	0	шартлады
blowout	0	0	0	0	0	1	0	0	0	0	өрергә
blue	0	0	0	0	0	0	0	1	0	0	зәңгәр
blues	0	0	0	1	0	1	0	1	0	0	блюз
bluff	0	0	0	0	0	1	0	0	0	0	пычрак
bluish	0	0	0	0	0	0	0	0	0	0	зәңгәр
blunder	0	0	1	0	0	1	0	1	0	0	хаталар
blunt	0	0	0	0	0	0	0	0	0	0	тупас
blur	0	0	0	0	0	1	0	0	0	0	төссезлек
blurred	0	0	0	0	0	1	0	0	0	0	төссезләнде
blush	0	0	0	0	0	1	0	0	0	0	кызару
blushing	0	0	0	0	0	0	0	0	0	0	кызару
boa	0	0	0	0	0	0	0	0	0	0	боа
boar	0	0	0	0	0	0	0	0	0	0	кабан
board	0	1	0	0	0	0	0	0	0	0	такта
boarder	0	0	0	0	0	0	0	0	0	0	пассажир
boarding	0	0	0	0	0	0	0	0	0	0	интернат
boards	0	0	0	0	0	0	0	0	0	0	такталар
boast	0	0	0	0	0	1	1	0	0	0	мактан
boasting	0	0	0	0	0	1	0	0	0	0	мактану
boat	0	0	0	0	0	0	0	0	0	0	көймә
boating	0	0	0	0	0	0	0	0	0	0	көймә
bobbin	0	0	0	0	0	0	0	0	0	0	боббин
bode	0	0	0	0	0	0	0	0	0	0	.әр сүзнең
bodice	0	0	0	0	0	0	0	0	0	0	тән
bodily	0	0	0	0	0	0	0	0	0	0	тән
body	0	0	0	0	0	0	0	0	0	0	тән
bodyguard	0	0	0	0	0	0	1	0	0	1	тән сакчысы
bog	0	0	0	0	0	1	0	0	0	0	сазлык
bogus	1	0	1	0	0	1	0	0	0	0	тупас
boil	0	0	1	0	0	1	0	0	0	0	кайнатырга
boiler	0	0	0	0	0	0	0	0	0	0	казан
boilerplate	0	0	0	0	0	1	0	0	0	0	казан
boiling	0	0	0	0	0	0	0	0	0	0	кайнау
boisterous	1	1	0	0	1	1	1	0	0	0	шау-шу
bold	0	0	0	0	0	0	1	0	0	0	калын
boldness	0	0	0	0	0	0	1	0	0	0	кыюлык
bolster	0	0	0	0	0	0	1	0	0	0	ныгыту
bolt	0	0	0	0	0	0	0	0	0	0	болт
bolus	0	0	0	0	0	0	0	0	0	0	болус
bomb	1	0	0	1	0	1	0	1	1	0	бомба
bombard	1	0	0	1	0	1	0	0	0	0	бомбардировщик
bombardment	1	0	0	1	0	1	0	0	0	0	бомбардировщик
bombed	0	0	1	0	0	1	0	0	0	0	бомба
bomber	0	0	0	1	0	0	0	1	0	0	бомбардировщик
bonanza	0	0	0	0	1	0	1	0	0	0	бонанза
bond	0	0	0	0	0	0	0	0	0	0	облигация
bondage	0	0	0	1	0	1	0	1	0	0	коллык
bonds	0	0	0	0	0	1	0	0	0	0	облигацияләр
bone	0	0	0	0	0	0	0	0	0	0	сөяк
boner	0	0	0	0	0	0	0	0	0	0	бонер
bones	0	0	0	0	0	0	0	0	0	0	сөякләр
bonfire	0	0	0	0	0	0	0	0	0	0	ут
bonne	0	0	0	0	0	0	1	0	0	0	bonne
bonnet	0	0	0	0	0	0	0	0	0	0	капка
bonus	0	1	0	0	1	0	1	0	1	0	бонус
bony	0	0	0	0	0	0	0	0	0	0	сөяк
boo	0	0	0	0	0	1	0	0	0	0	.әр сүзнең
boob	0	0	0	0	0	0	0	0	0	0	буб
booby	0	0	0	0	0	1	0	0	0	0	буби
book	0	0	0	0	0	0	0	0	0	0	китап
bookcase	0	0	0	0	0	0	0	0	0	0	китап киштәсе
booking	0	0	0	0	0	0	0	0	0	0	броньлау
bookish	0	0	0	0	0	0	1	0	0	0	китап
bookkeeper	0	0	0	0	0	0	0	0	0	0	бухгалтер
bookkeeping	0	0	0	0	0	0	0	0	0	0	бухгалтерлык
booklet	0	0	0	0	0	0	0	0	0	0	буклет
books	0	0	0	0	0	0	0	0	0	0	китаплар
bookseller	0	0	0	0	0	0	0	0	0	0	китап сатучы
bookshop	0	0	0	0	0	0	1	0	0	0	китап кибете
bookstore	0	0	0	0	0	0	0	0	0	0	китап кибете
bookworm	0	0	0	0	0	1	1	0	0	0	китап корты
boomerang	0	1	0	0	0	0	0	0	0	1	бумеранг
booming	0	0	0	0	0	0	0	0	0	0	көчәю
boon	0	0	0	0	0	0	1	0	0	0	.әр сүзнең
boost	0	0	0	0	0	0	0	0	0	0	көчәйтү
booster	0	0	0	0	0	0	0	0	0	0	көчәйткеч
boot	0	0	0	0	0	0	0	0	0	0	ботинка
booth	0	0	0	0	0	0	0	0	0	0	стенд
boots	0	0	0	0	0	0	0	0	0	0	итек
booty	0	0	0	0	0	0	0	0	0	0	олы
booze	0	0	0	0	0	1	0	0	0	0	.әр сүзнең
border	0	0	0	0	0	0	0	0	0	0	чик
bordering	0	0	0	0	0	0	0	0	0	0	белән чиктәш
bore	0	0	0	0	0	1	0	0	0	0	тудырды
boreal	0	0	0	0	0	0	0	0	0	0	бореаль
boredom	0	0	0	0	0	1	0	1	0	0	күңелсезлек
borer	0	0	0	0	0	0	0	0	0	0	борер
boring	0	0	0	0	0	1	0	0	0	0	күңелсез
borough	0	0	0	0	0	0	0	0	0	0	бор
borrow	0	0	0	0	0	0	0	0	0	0	заем
borrower	0	0	0	0	0	1	0	0	0	0	заемчы
bosom	0	0	0	0	0	0	0	0	0	0	күкрәк
boss	0	0	0	0	0	0	0	0	0	0	начальник
boston	0	0	0	0	0	0	0	0	0	0	Бостон
botanical	0	0	0	0	0	0	0	0	0	0	ботаник
botanist	0	0	0	0	0	0	0	0	0	0	ботаник
botany	0	0	0	0	0	0	0	0	0	0	ботаника
bother	0	0	0	0	0	1	0	0	0	0	борчу
bothering	1	0	0	0	0	1	0	1	0	0	борчулы
bottle	0	0	0	0	0	0	0	0	0	0	шешә
bottom	0	0	0	0	0	1	0	1	0	0	аста
bottomless	0	0	0	1	0	0	0	0	0	0	төпсез
boulder	0	0	0	0	0	0	0	0	0	0	бульдер
bounce	0	0	0	0	0	0	0	0	0	0	сикерү
bound	0	0	0	0	0	1	0	0	0	0	бәйләнгән
boundary	0	0	0	0	0	0	0	0	0	0	чик
boundless	0	0	0	0	0	0	0	0	0	0	чиксез
bounds	0	0	0	0	0	0	0	0	0	0	чикләр
bountiful	0	1	0	0	1	0	1	0	0	0	мул
bounty	0	1	0	0	1	0	1	0	0	1	юмартлык
bouquet	0	0	0	0	1	0	1	0	0	1	чәчәк бәйләме
bourgeois	0	0	0	0	0	0	0	0	0	0	буржуаз
bourgeoisie	0	0	0	0	0	0	0	0	0	0	буржуазия
bourse	0	0	0	0	0	0	0	0	0	0	бурсе
bout	1	0	0	0	0	1	0	0	0	0	бәрелеш
bovine	0	0	1	0	0	1	0	0	0	0	бовин
bowed	0	0	0	0	0	0	0	0	0	0	баш иделәр
bowels	0	0	1	0	0	0	0	0	0	0	эчәк
bowl	0	0	0	0	0	0	0	0	0	0	касә
bowls	0	0	0	0	0	0	0	0	0	0	касәләр
box	0	0	0	0	0	0	0	0	0	0	тартма
boxer	0	0	0	0	0	0	0	0	0	0	боксер
boxing	1	0	0	0	0	0	0	0	0	0	бокс
boycott	0	0	0	0	0	1	0	0	0	0	бойкот
boyhood	0	0	0	0	0	0	0	0	0	0	малайлык
boyish	0	0	0	0	0	0	0	0	0	0	малай
brace	0	0	0	0	0	0	0	0	0	0	кашык
bracelet	0	0	0	0	0	0	0	0	0	0	беләзек
braces	0	0	0	0	0	0	0	0	0	0	кашыклар
brachial	0	0	0	0	0	0	0	0	0	0	брахиаль
bracket	0	0	0	0	0	0	0	0	0	0	кашаа
brackets	0	0	0	0	0	0	0	0	0	0	кашыклар
brackish	0	0	0	0	0	0	0	0	0	0	усал
brad	0	0	0	0	0	0	0	0	0	0	брад
brag	0	0	0	0	0	1	0	0	0	0	мактану
braid	0	0	0	0	0	0	0	0	0	0	бөдрә
brain	0	0	0	0	0	0	0	0	0	0	ми
brains	0	0	0	0	0	0	1	0	0	0	ми
brainstorm	0	0	0	0	0	0	0	0	0	0	баш бураны
brake	0	0	0	0	0	0	0	0	0	0	тормоз
bran	0	0	1	0	0	0	0	0	0	0	кукуруз
branch	0	0	0	0	0	0	0	0	0	0	филиал
branching	0	0	0	0	0	0	0	0	0	0	ботак
brandy	0	0	0	0	0	1	0	0	0	0	бренди
brass	0	0	0	0	0	0	0	0	0	0	бакыр
brat	0	0	0	0	0	0	0	0	0	0	брат
bravado	0	0	0	0	0	1	0	0	0	0	бравадо
bravery	0	0	0	0	0	0	1	0	0	0	батырлык
brawl	1	0	1	1	0	1	0	0	0	0	тартышу
brazen	1	0	0	0	0	1	0	0	0	0	усал
breach	0	0	0	0	0	1	0	0	0	0	бозу
bread	0	0	0	0	0	0	0	0	0	0	икмәк
breadth	0	0	0	0	0	0	0	0	0	0	киңлек
break	0	0	0	0	0	0	0	0	1	0	тәнәфес
breakable	0	0	0	0	0	0	0	0	0	0	ватылырга мөмкин
breakdown	0	0	0	0	0	1	0	0	0	0	сынарга
breaker	0	0	0	0	0	0	0	0	0	0	сындыргыч
breakers	0	0	0	0	0	0	0	0	0	0	сындыручылар
breakfast	0	0	0	0	0	0	1	0	0	0	иртәнге аш
breakneck	0	0	0	0	0	1	0	0	0	0	брекнек
breakup	0	0	0	0	0	1	0	1	0	0	ярырга
breath	0	0	0	0	0	0	0	0	0	0	сулыш
breech	0	0	0	0	0	0	0	0	0	0	бозу
breeches	0	0	0	0	0	0	0	0	0	0	.әр сүзнең
breed	0	0	0	0	0	0	0	0	0	0	токым
breeder	0	0	0	0	0	0	0	0	0	0	селекционер
breeding	0	0	0	0	0	0	0	0	0	0	үрчетү
breeze	0	0	0	0	0	0	0	0	0	0	җил
breezy	0	0	0	0	0	0	0	0	0	0	җилле
brethren	0	0	0	0	0	0	0	0	0	0	кардәшләр
breve	0	0	0	0	0	0	0	0	0	0	брев
brevity	0	0	0	0	0	0	0	0	0	0	тизлек
brew	0	0	0	0	0	0	0	0	0	0	кайнату
brewing	0	0	0	0	0	0	0	0	0	0	кайнату
bribe	0	0	0	0	0	1	0	0	0	0	ришвәт
bribery	0	0	1	0	0	1	0	0	0	0	ришвәт
brick	0	0	0	0	0	0	0	0	0	0	кирпеч
bridal	0	1	0	0	1	0	1	0	0	1	кәләш
bride	0	1	0	0	1	0	1	0	0	1	кәләш
bridegroom	0	1	0	0	1	0	1	0	0	1	кияү
bridesmaid	0	0	0	0	1	0	1	0	0	1	килен
bridge	0	0	0	0	0	0	0	0	0	0	күпер
bridle	0	0	0	0	0	0	0	0	0	0	таяк
briefly	0	0	0	0	0	0	0	0	0	0	кыскача
brig	0	0	0	0	0	0	0	0	0	0	бригада
brigade	0	0	0	1	0	1	0	0	0	0	бригада
brighten	0	0	0	0	1	0	1	0	1	1	яктырту
brightness	0	0	0	0	0	0	1	0	0	0	яктылык
brilliant	0	1	0	0	1	0	1	0	0	1	якты
brim	0	0	0	0	0	0	0	0	0	0	кырый
brimming	0	0	0	0	0	0	0	0	0	0	кыздыру
brimstone	1	0	0	1	0	1	0	0	0	0	күкерт
brine	0	0	0	0	0	0	0	0	0	0	диңгез
bring	0	0	0	0	0	0	0	0	0	0	алып кил
brink	0	0	0	0	0	0	0	0	0	0	читкә
brisk	0	0	0	0	0	0	0	0	0	0	тиз
bristle	0	0	0	0	0	1	0	0	0	0	кыстыргыч
brittle	0	0	0	0	0	0	0	0	0	0	ватык
broadcast	0	0	0	0	0	0	0	0	0	0	тапшыруы
broadside	0	1	0	0	0	1	0	0	0	0	киң
brocade	0	0	0	0	0	0	1	0	0	0	брокда
brochure	0	0	0	0	0	0	0	0	0	0	брошюра
broil	1	0	0	0	0	1	0	0	0	0	кычкыру
broke	0	0	0	1	0	1	0	1	0	0	ватылды
broken	1	0	0	1	0	1	0	1	0	0	ватылган
broker	0	0	0	0	0	0	0	0	0	0	брокер
brokerage	0	0	0	0	0	0	0	0	0	0	брокерлык
bronco	0	0	0	0	0	0	0	0	0	0	бронко
bronze	0	0	0	0	0	0	0	0	0	0	бронза
brood	0	0	0	0	0	0	0	0	0	0	токым
brooding	0	0	0	0	0	0	0	0	0	0	үрчетү
brook	0	0	0	0	0	0	0	0	0	0	елга
broom	0	0	0	0	0	0	0	0	0	0	кәләпүш
broth	0	0	0	0	0	0	0	0	0	0	камыр
brothel	0	0	1	0	0	1	0	0	0	0	фахишәлек
brother	0	0	0	0	0	0	1	0	0	1	абый
brotherhood	0	0	0	0	0	0	1	0	0	1	кардәшлек
brotherly	0	1	0	0	1	0	1	0	0	1	кардәш
brow	0	0	0	0	0	0	0	0	0	0	каш
brown	0	0	0	0	0	0	0	0	0	0	коңгырт
bruise	0	1	0	0	0	1	0	0	0	0	күкрәк
brunette	0	0	0	0	0	0	0	0	0	0	брюнетка
brunt	1	0	0	0	0	1	0	0	0	0	брунт
brush	0	0	0	0	0	0	0	0	0	0	щетка
brutal	1	0	0	1	0	1	0	0	0	0	рәхимсез
brutality	1	0	0	1	0	1	0	0	0	0	рәхимсезлек
brute	1	0	0	1	0	1	0	1	0	0	тупас
bubble	0	0	0	0	0	0	0	0	0	0	күпер
bubbling	0	0	0	0	0	0	0	0	0	0	пычрак
buck	0	0	0	1	0	1	1	0	1	0	бак
bucket	0	0	0	0	0	0	0	0	0	0	чиләк
buckle	0	0	0	0	0	0	0	0	0	0	чиләк
buckled	0	0	0	0	0	0	0	0	0	0	бәйләнгән
bud	0	0	0	0	0	0	0	0	0	0	куак
buddy	0	1	0	0	1	0	1	0	0	1	дус
budge	0	0	0	0	0	0	0	0	0	0	бөге
budget	0	0	0	0	0	0	0	0	0	1	бюджет
buffalo	0	0	0	0	0	0	0	0	0	0	буфало
buffer	0	0	0	0	0	0	0	0	0	0	буфер
buffet	1	0	0	0	0	1	0	0	0	0	буфет
bug	0	0	1	1	0	1	0	0	0	0	хата
bugaboo	1	0	0	1	0	1	0	1	0	0	бугабу
buggy	0	0	0	0	0	0	0	0	0	0	buggy
bugle	0	1	0	0	0	0	0	0	0	0	хата
build	0	0	0	0	0	0	1	0	0	0	төзү
builder	0	0	0	0	0	0	0	0	0	0	төзүче
building	0	0	0	0	0	0	1	0	0	0	бина
buildings	0	0	0	0	0	0	0	0	0	0	биналар
bulb	0	0	0	0	0	0	0	0	0	0	лампочка
bulbous	0	0	0	0	0	1	0	0	0	0	күпчелек
bulge	0	0	0	0	0	0	0	0	0	0	зурайту
bulk	0	0	0	0	0	0	0	0	0	0	күпчелек
bulkhead	0	0	0	0	0	0	0	0	0	0	күпчелек
bulky	0	0	0	0	0	0	0	0	0	0	зур
bull	0	0	0	0	0	0	0	0	0	0	үгез
bulldog	0	0	0	0	0	0	1	0	0	0	бульдог
bulldozer	0	0	0	0	0	0	0	0	0	0	бульдозер
bullet	0	0	0	0	0	0	0	0	0	0	пуля
bulletin	0	0	0	0	0	0	0	0	0	0	бюллетень
bulletproof	0	0	0	0	0	0	1	0	0	0	пуля үткәрми
bullock	0	0	0	0	0	0	0	0	0	0	үгез
bully	1	0	0	1	0	1	0	0	0	0	тупас
bulwark	0	0	0	0	0	0	0	0	0	0	саклагыч
bum	0	0	1	0	0	1	0	1	0	0	бум
bummer	1	0	1	0	0	1	0	0	0	0	баммер
bump	0	0	0	0	0	0	0	0	0	0	бәрү
bun	0	0	0	0	0	0	0	0	0	0	банка
bunch	0	0	0	0	0	0	0	0	0	0	төркем
