English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Hausa Word
decoration	0	0	0	0	0	0	0	0	0	0	ado
decorum	0	0	0	0	0	0	0	0	0	0	kayan ado
decoy	0	0	0	0	0	0	0	0	1	0	lalata
decrease	0	0	0	0	0	1	0	0	0	0	rage
decreased	0	0	0	0	0	0	0	0	0	0	rage
decreasing	0	0	0	0	0	0	0	0	0	0	raguwa
decree	0	0	0	0	0	0	0	0	0	0	hukunci
decrement	0	0	0	0	0	1	0	0	0	0	ragewa
decrepit	0	0	0	0	0	1	0	0	0	0	raguwa
decry	1	0	0	0	0	1	0	0	0	0	yanke hukunci
dedication	0	0	0	0	0	0	1	0	0	0	sadaukarwa
deduce	0	0	0	0	0	0	0	0	0	0	cire
deduct	0	0	0	0	0	1	0	0	0	0	cire
deduction	0	0	0	0	0	0	0	0	0	0	cirewa
deed	0	0	0	0	0	0	0	0	0	1	aiki
deepen	0	0	0	0	0	0	0	0	0	0	zurfafa
deer	0	0	0	0	0	0	0	0	0	0	barewa
defamation	0	0	1	1	0	1	0	0	0	0	bata suna
defamatory	1	0	0	0	0	1	0	0	0	0	bata suna
default	0	0	1	1	0	1	0	1	0	0	tsoho
defeat	0	0	0	0	0	1	0	0	0	0	shan kashi
defeated	0	0	0	0	0	1	0	1	0	0	nasara
defect	1	0	0	0	0	1	0	0	0	0	lahani
defection	0	0	0	1	0	1	0	0	0	0	sabawa
defective	0	0	1	0	0	1	0	0	0	0	m
defend	0	0	0	1	0	0	1	0	0	0	kare
defendant	1	0	0	1	0	0	0	1	0	0	wanda ake tuhuma
defended	0	0	0	0	0	0	1	0	0	1	kare
defender	0	0	0	0	0	0	1	0	0	1	mai tsaron gida
defending	0	0	0	0	0	0	1	0	0	0	karewa
defense	1	1	0	1	0	0	1	0	0	0	tsaro
defenseless	0	0	0	1	0	1	0	1	0	0	mara tsaro
defensible	0	0	0	0	0	0	0	0	0	0	m
defensive	0	0	0	0	0	0	0	0	0	0	tsaro
defer	0	0	0	0	0	0	0	0	0	0	jinkirta
deference	0	0	0	0	0	0	1	0	0	1	girmamawa
deferral	0	0	0	0	0	1	0	0	0	0	jinkirtawa
deferring	0	0	0	0	0	0	0	0	0	0	jinkirtawa
defiance	1	0	1	1	0	1	0	0	0	0	rashin amincewa
defiant	1	0	0	0	0	1	0	0	0	0	m
deficiency	0	0	0	0	0	1	0	0	0	0	kasawa
deficit	0	0	0	0	0	1	0	0	0	0	kasawa
define	0	0	0	0	0	0	0	0	0	0	ayyana
defined	0	0	0	0	0	0	0	0	0	0	ayyana
definition	0	0	0	0	0	0	0	0	0	0	ma'anarsa
definitive	0	0	0	0	0	0	1	0	0	1	tabbatacce
deflate	1	0	0	0	0	1	0	1	0	0	deflate
deflation	0	0	0	1	0	1	0	0	0	0	deflation
deflect	0	0	0	0	0	0	0	0	0	0	karkata
deflection	0	0	0	0	0	0	0	0	0	0	karkatarwa
defloration	0	0	0	0	0	0	0	0	0	0	deflora
deform	0	0	1	0	0	1	0	0	0	0	nakasar
deformed	0	0	1	0	0	1	0	1	0	0	maras kyau
deformity	0	0	1	1	0	1	0	1	0	0	nakasa
defraud	1	0	1	0	0	1	0	0	0	0	zamba
defray	0	0	0	0	0	0	0	0	0	0	karya
deft	0	0	0	0	0	0	0	0	0	0	deft
defunct	0	0	0	0	0	1	0	1	0	0	m
defy	1	0	0	1	0	1	0	1	1	0	sabawa
degeneracy	1	0	1	0	0	1	0	1	0	0	lalata
degenerate	0	0	0	0	0	1	0	0	0	0	lalata
degeneration	0	0	0	0	0	0	0	0	0	0	lalata
degradation	0	0	0	0	0	1	0	0	0	0	lalata
degrade	0	0	1	0	0	1	0	0	0	0	kaskantar da kai
degrading	0	0	1	1	0	1	0	1	0	0	wulakanci
degree	0	0	0	0	0	0	1	0	0	0	digiri
dehydrated	0	0	0	0	0	0	0	0	0	0	rashin ruwa
delay	1	0	1	1	0	1	0	1	0	0	jinkiri
delayed	0	0	0	0	0	1	0	0	0	0	jinkirta
delectable	0	0	0	0	0	0	1	0	0	0	m
delegate	0	0	0	0	0	0	1	0	0	1	wakilai
delegation	0	0	0	0	0	0	0	0	0	0	wakilai
deleterious	1	0	1	1	0	1	0	0	0	0	m
deletion	0	0	0	0	0	1	0	0	0	0	shafewa
deliberate	0	0	0	0	0	0	1	0	0	0	da gangan
deliberation	0	0	0	0	0	0	0	0	0	0	shawara
deliberative	0	0	0	0	0	0	0	0	0	0	m
delicacy	0	0	0	0	0	0	0	0	0	0	dadi
delicious	0	0	0	0	1	0	1	0	0	0	dadi
delight	0	1	0	0	1	0	1	0	0	0	murna
delighted	0	1	0	0	1	0	1	0	1	0	murna
delightful	0	1	0	0	1	0	1	0	0	1	m
delineate	0	0	0	0	0	0	0	0	0	0	yanke hukunci
delineation	0	0	0	0	0	0	0	0	0	0	delineation
delinquency	0	0	0	0	0	1	0	0	0	0	laifi
delinquent	1	0	1	0	0	1	0	0	0	0	m
delirious	0	0	0	0	0	1	0	1	0	0	m
delirium	0	0	1	0	0	1	0	1	0	0	delirium
deliverance	0	1	0	0	1	0	1	0	0	1	ceto
delivery	0	1	0	0	0	0	1	0	0	0	bayarwa
dell	0	0	0	0	0	0	0	0	0	0	dell
delta	0	0	0	0	0	0	0	0	0	0	delta
deluge	0	0	0	1	0	1	0	1	1	0	ambaliya
delusion	1	0	0	1	0	1	0	1	0	0	rudu
delusional	1	0	0	1	0	1	0	0	0	0	na yaudara
delve	0	0	0	0	0	0	0	0	0	0	zurfafa
demand	1	0	0	0	0	1	0	0	0	0	bukata
demanding	0	0	0	0	0	1	0	0	0	0	m
demeanor	0	0	0	0	0	0	0	0	0	0	hali
demented	0	0	0	1	0	1	0	0	0	0	lalata
dementia	0	0	0	1	0	1	0	1	0	0	ciwon hauka
demise	0	0	0	1	0	1	0	1	0	0	mutu
democracy	0	0	0	0	0	0	1	0	0	0	dimokuradiyya
democrat	0	0	0	0	0	0	0	0	0	0	dimokradiyya
demolish	1	0	0	0	0	1	0	1	0	0	rusa
demolition	0	0	0	0	0	1	0	0	0	0	rushewa
demon	1	0	1	1	0	1	0	1	0	0	aljani
demonic	1	0	1	1	0	1	0	1	0	0	aljani
demonstrable	0	0	0	0	0	0	1	0	0	0	mai nunawa
demonstrate	0	0	0	0	0	0	0	0	0	0	nuna
demonstrated	0	0	0	0	0	0	0	0	0	0	nuna
demonstrating	0	0	0	0	0	0	0	0	0	0	nuna
demonstration	0	0	0	0	0	0	0	0	0	0	nuni
demonstrative	0	0	0	0	1	0	1	1	0	0	m
demonstrator	0	0	0	0	0	0	0	0	0	0	mai nunawa
demoralized	0	0	0	1	0	1	0	1	0	0	rashin tausayi
demos	0	0	0	0	0	0	0	0	0	0	demos
den	0	0	0	0	0	0	0	0	0	0	rami
denial	0	0	0	0	0	1	0	0	0	0	musu
denied	0	0	0	0	0	1	0	1	0	0	ƙaryata
denomination	0	0	0	0	0	0	0	0	0	0	darika
denominational	0	0	0	0	0	0	0	0	0	0	darika
denominator	0	0	0	0	0	0	0	0	0	0	ƙididdiga
denote	0	0	0	0	0	0	0	0	0	0	nuni
denounce	1	0	1	0	0	1	0	0	0	0	zargi
dense	0	0	0	0	0	0	0	0	0	0	mai yawa
density	0	0	0	0	0	0	0	0	0	0	yawa
dent	0	0	0	0	0	0	0	0	0	0	hanta
dentistry	0	0	0	1	0	0	0	0	0	0	likitan hakora
denunciation	1	0	1	1	0	1	0	0	0	0	zargi
deny	1	0	0	0	0	1	0	0	0	0	musu
denying	0	1	0	0	0	1	0	0	0	0	musantawa
deodorant	0	0	0	0	0	0	0	0	0	0	deodorant
depart	0	1	0	0	0	0	0	1	0	0	tashi
departed	0	0	0	0	0	1	0	1	0	0	tafi
department	0	0	0	0	0	0	0	0	0	0	sashen
departure	0	0	0	0	0	1	0	1	0	0	tashi
depend	0	1	0	0	0	0	0	0	0	1	dogara
dependant	0	0	0	0	0	0	0	0	0	0	dogara
dependence	0	0	0	1	0	1	0	1	0	0	dogara
dependency	0	0	0	0	0	1	0	0	0	0	dogara
dependent	0	0	0	0	0	1	1	0	0	1	dogara
depict	0	0	0	0	0	0	0	0	0	0	kwatanta
depicting	0	0	0	0	0	0	0	0	0	0	nunawa
depletion	0	0	0	0	0	0	0	0	0	0	ragewa
deplorable	1	0	1	1	0	1	0	1	0	0	abin takaici
deplore	1	0	1	0	0	1	0	1	0	0	takaici
deploy	0	0	0	0	0	0	0	0	0	0	tura
deport	0	0	0	1	0	1	0	1	0	0	kora
deportation	1	0	0	1	0	1	0	1	0	0	kora
deposit	0	0	0	0	0	0	0	0	0	0	ajiya
depositary	0	0	0	0	0	0	0	0	0	0	mai ajiya
deposition	0	0	0	0	0	0	0	0	0	0	ajiya
depository	0	0	0	0	0	0	0	0	0	1	ajiya
depot	0	0	0	0	0	0	0	0	0	0	ajiya
depraved	1	1	1	1	0	1	0	1	0	0	lalatacce
depravity	1	0	1	0	0	1	0	0	0	0	lalata
depreciate	1	0	1	0	0	1	0	0	0	0	rage daraja
depreciated	1	0	1	1	0	1	0	1	0	0	rage daraja
depreciation	0	0	0	1	0	1	0	0	0	0	rage daraja
depress	0	0	0	1	0	1	0	1	0	0	damuwa
depressed	1	0	0	1	0	1	0	1	0	0	tawayar
depressing	0	0	1	0	0	1	0	1	0	0	damuwa
depression	0	0	0	0	0	1	0	1	0	0	bakin ciki
depressive	0	0	0	0	0	1	0	1	0	0	mai damuwa
deprivation	1	0	1	1	0	1	0	1	0	0	rashi
depth	0	0	0	0	0	0	1	0	0	1	zurfin
deputy	0	0	0	0	0	0	0	0	0	1	mataimakin
derail	0	0	0	0	0	0	0	0	0	0	karkatarwa
deranged	1	0	1	1	0	1	0	0	0	0	ɓatacce
derelict	0	0	0	0	0	1	0	0	0	0	maras kyau
derision	1	0	1	0	0	1	0	0	0	0	ba'a
derivation	0	0	0	0	0	0	0	0	0	0	samu
derivative	0	0	0	0	0	0	0	0	0	0	na asali
derive	0	0	0	0	0	0	0	0	0	0	samu
dermal	0	0	0	0	0	0	0	0	0	0	dermal
dermatologist	0	0	0	0	0	0	0	0	0	1	likitan fata
dermatology	0	0	0	0	0	0	0	0	0	0	dermatology
derogation	1	0	1	1	0	1	0	1	0	0	ragewa
derogatory	1	0	1	1	0	1	0	1	0	0	cin mutunci
descend	0	0	0	0	0	0	0	0	0	0	sauka
descendant	0	0	0	0	0	0	0	0	0	0	zuriya
descendent	0	0	0	0	0	0	0	0	0	0	zuriya
descending	0	0	0	0	0	0	0	0	0	0	saukowa
descent	0	0	0	1	0	0	0	1	0	0	saukowa
describe	0	0	0	0	0	0	0	0	0	0	bayyana
description	0	0	0	0	0	0	0	0	0	0	bayanin
descriptive	0	0	0	0	0	0	1	0	0	0	m
desecration	1	0	1	1	0	1	0	1	0	0	lalata
desert	1	0	1	1	0	1	0	1	0	0	Hamada
deserted	1	0	1	1	0	1	0	1	0	0	ba kowa
desertion	0	0	0	0	0	1	0	0	0	0	gudu
deserve	1	1	0	0	0	0	1	0	0	1	cancanci
deserved	0	0	0	0	0	0	1	0	0	0	cancanta
deserving	0	0	0	0	0	0	0	0	0	0	cancanta
design	0	0	0	0	0	0	0	0	0	0	zane
designate	0	0	0	0	0	0	0	0	0	0	nada
designation	0	0	0	0	0	0	0	0	0	1	nadi
designed	0	0	0	0	0	0	0	0	0	0	tsara
designer	0	0	0	0	0	0	1	0	0	0	mai tsarawa
designing	0	0	0	0	0	0	0	0	0	0	zane
desirability	0	0	0	0	0	0	0	0	0	0	kyawawa
desirable	0	0	0	0	0	0	1	0	0	0	kyawawa
desiring	0	0	0	0	0	0	1	0	0	0	sha'awa
desirous	0	0	0	0	0	0	1	0	0	0	m
desist	1	0	1	0	0	1	0	0	0	0	dena
desk	0	0	0	0	0	0	0	0	0	0	tebur
desolation	0	0	0	1	0	1	0	1	0	0	halaka
despair	1	0	1	1	0	1	0	1	0	0	yanke kauna
despairing	0	0	0	1	0	1	0	1	0	0	yanke ƙauna
despatch	0	0	0	0	0	0	0	0	0	0	aika aika
desperate	0	0	0	0	0	1	0	0	0	0	matsananciyar damuwa
desperation	0	0	0	0	0	0	0	0	0	0	yanke ƙauna
despicable	1	0	1	0	0	1	0	0	0	0	m
despise	1	0	1	0	0	1	0	0	0	0	raina
despotic	0	0	0	1	0	1	0	0	0	0	m
despotism	1	0	1	1	0	1	0	1	0	0	despotism
dessert	0	0	0	0	0	0	0	0	0	0	kayan zaki
destination	0	1	0	1	1	0	1	1	1	0	makoma
destined	0	1	0	0	0	0	0	0	0	0	ƙaddara
destiny	0	0	0	0	0	0	0	0	0	0	kaddara
destitute	0	0	0	1	0	1	0	1	0	0	gajiyayyu
destroyed	1	0	0	1	0	1	0	1	0	0	halaka
destroyer	1	0	0	1	0	1	0	0	0	0	mai halakarwa
destroying	1	0	0	1	0	1	0	1	0	0	lalata
destruction	1	0	0	0	0	1	0	0	0	0	halaka
destructive	1	0	1	1	0	1	0	0	0	0	m
detach	0	0	0	0	0	0	0	0	0	0	ware
detached	0	0	0	0	0	0	0	0	0	0	ware
detachment	0	0	0	0	0	1	0	0	0	0	ware
detail	0	0	0	0	0	0	0	0	0	0	daki-daki
details	0	0	0	0	0	0	0	0	0	0	cikakkun bayanai
detain	0	0	0	0	0	1	0	0	0	0	tsare
detainee	1	1	0	1	0	1	0	1	0	0	wanda aka tsare
detect	0	0	0	0	0	0	1	0	0	0	gano
detectable	0	0	0	0	0	0	0	0	0	0	iya ganewa
detection	0	0	0	0	0	0	1	0	0	0	ganowa
detective	0	0	0	0	0	0	0	0	0	0	jami'in tsaro
detector	0	0	0	0	0	0	0	0	0	0	injimin gano illa
detention	0	0	0	0	0	1	0	1	0	0	tsare
deter	0	0	0	0	0	0	0	0	0	0	hana
detergent	0	0	0	0	0	0	0	0	0	0	wanka
deteriorate	0	0	0	1	0	1	0	1	0	0	tabarbarewa
deteriorated	0	0	1	0	0	1	0	1	0	0	tabarbarewar
deterioration	1	0	1	1	0	1	0	1	0	0	lalacewa
determinable	0	0	0	0	0	0	0	0	0	0	m
determinate	0	1	0	0	0	0	0	0	0	1	ƙaddara
determination	0	0	0	0	0	0	1	0	0	1	azama
determined	0	0	0	0	0	0	1	0	0	0	ƙaddara
detest	1	0	1	0	0	1	0	0	0	0	kyama
detonate	0	0	0	1	0	1	0	0	1	0	fashewa
detonation	1	0	0	0	0	0	0	0	0	0	fashewa
detour	0	0	0	0	0	0	0	0	0	0	karkata
detract	1	0	0	0	0	1	0	0	0	0	ragewa
detriment	0	0	0	0	0	1	0	0	0	0	lahani
detrimental	0	0	0	0	0	1	0	0	0	0	m
detritus	0	0	0	0	0	1	0	0	0	0	detritus
deuce	0	0	0	0	0	0	0	0	0	0	deuce
devastate	1	0	0	1	0	1	0	1	0	0	barna
devastating	1	0	1	1	0	1	0	1	0	1	m
devastation	1	0	0	1	0	1	0	1	1	0	lalacewa
develop	0	1	0	0	0	0	1	0	0	0	bunkasa
developing	0	0	0	0	0	0	0	0	0	0	tasowa
development	0	0	0	0	0	0	0	0	0	0	ci gaba
deviate	0	0	0	0	0	0	0	0	0	0	karkata
deviating	0	0	0	0	0	0	0	0	0	0	karkacewa
deviation	0	0	0	0	0	0	0	1	0	0	karkacewa
device	0	0	0	0	0	0	0	0	0	0	na'urar
devil	1	1	1	1	0	1	0	1	0	0	shaidan
devilish	0	0	1	1	0	1	0	0	0	0	shaidan
devious	0	0	0	0	0	1	0	0	0	0	yaudara
devise	0	0	0	0	0	0	0	0	0	0	tsara
devoid	0	0	0	0	0	0	0	0	0	0	babu
devolution	0	0	0	0	0	1	0	0	0	0	juyin mulki
devolve	0	0	0	0	0	0	0	0	0	0	karkata
devote	0	0	0	0	0	0	0	0	0	0	sadaukar
devotee	0	0	0	0	0	0	0	0	0	0	mai ibada
devotional	0	0	0	0	0	0	1	0	0	1	ibada
devour	0	0	0	0	0	1	0	0	0	0	cinye
devout	0	1	0	0	1	0	1	0	0	1	masu ibada
dew	0	0	0	0	0	0	0	0	0	0	raɓa
dexter	0	0	0	0	0	0	0	0	0	0	dexter
dexterity	0	0	0	0	0	0	1	0	0	0	iyawa
dextrose	0	0	0	0	0	0	0	0	0	0	dextrose
diabolical	1	0	1	1	0	1	0	0	0	0	na diabolical
diagnosis	0	1	0	1	0	1	0	0	0	1	ganewar asali
diagnostic	0	0	0	0	0	0	0	0	0	0	bincike
diagnostics	0	0	0	0	0	0	0	0	0	0	bincike
diagram	0	0	0	0	0	0	0	0	0	0	zane
dial	0	0	0	0	0	0	0	0	0	0	bugun kira
dialect	0	0	0	0	0	0	0	0	0	0	yare
dialectic	0	0	0	0	0	0	0	0	0	0	yare
dialogue	0	0	0	0	0	0	0	0	0	0	tattaunawa
diameter	0	0	0	0	0	0	0	0	0	0	diamita
diamond	0	0	0	0	1	0	1	0	0	0	lu'u-lu'u
diamonds	0	0	0	0	0	0	0	0	0	0	lu'u-lu'u
diaper	0	0	1	0	0	0	0	0	0	0	diaper
diaphragm	0	0	0	0	0	0	0	0	0	0	diaphragm
diarrhoea	0	0	1	0	0	0	0	0	0	0	gudawa
diary	0	0	0	0	1	0	1	0	0	1	diary
diatribe	1	0	1	0	0	1	0	0	0	0	ditribe
dice	0	0	0	0	0	0	0	0	0	0	dice
dichotomous	0	0	0	0	0	0	0	0	0	0	dichotomous
dichotomy	0	0	0	0	0	0	0	0	0	0	dichotomy
dictate	0	0	0	0	0	0	0	0	0	0	hukunta
dictation	0	0	0	0	0	0	0	0	0	0	magana
dictator	0	0	0	1	0	1	0	0	0	0	mai mulkin kama karya
dictatorial	1	0	0	0	0	1	0	0	0	0	mulkin kama-karya
dictatorship	1	1	1	1	0	1	0	1	0	0	mulkin kama-karya
diction	0	0	0	0	0	0	0	0	0	0	ƙamus
dictionary	0	0	0	0	0	0	1	0	0	1	ƙamus
dictum	0	0	0	0	0	0	0	0	0	1	magana
didactic	0	0	0	0	0	0	1	0	0	0	didactic
die	0	0	0	1	0	1	0	1	0	0	mutu
diet	0	0	0	0	0	0	0	0	0	0	abinci
dietary	0	1	0	0	0	0	1	0	0	0	abin da ake ci
differ	0	0	0	0	0	0	0	0	0	0	bambanta
difference	0	0	0	0	0	0	0	0	0	0	bambanci
differences	0	0	0	0	0	0	0	0	0	0	bambance-bambance
differential	0	0	0	0	0	0	0	0	0	1	bambanci
differentiation	0	0	0	0	0	0	0	0	0	0	bambanta
differently	0	0	0	0	0	0	0	0	1	0	daban
differing	0	0	0	0	0	0	0	0	0	0	bambanta
difficult	0	0	0	1	0	0	0	0	0	0	wuya
difficulties	0	0	0	0	0	1	0	1	0	0	matsaloli
difficulty	1	0	0	1	0	1	0	1	0	0	wahala
diffuse	0	0	0	0	0	0	0	0	0	0	watsawa
diffusion	0	0	0	0	0	0	0	0	0	0	yaduwa
dig	0	0	0	0	0	0	0	0	0	0	tono
digest	0	0	0	0	0	0	0	0	0	0	narkewa
digestion	0	0	0	0	0	0	0	0	0	0	narkewa
digit	0	0	0	0	0	0	0	0	0	1	lamba
dignified	0	0	0	0	0	0	1	0	0	0	mai daraja
dignity	0	0	0	0	0	0	1	0	0	1	mutunci
digress	0	1	0	0	0	1	0	0	0	0	digress
digs	0	0	0	0	0	0	0	0	0	0	tono
dike	0	0	0	1	0	0	0	0	0	0	kayi
dilapidated	0	0	1	0	0	1	0	1	0	0	lalace
dilatation	0	0	0	0	0	0	0	0	0	0	dilatation
dilation	0	0	0	0	0	0	0	0	0	0	dilation
dilemma	0	0	0	0	0	0	0	0	0	0	matsala
diligence	0	0	0	0	0	0	1	0	0	1	himma
diligent	0	0	0	0	0	0	0	0	0	0	m
diluent	0	0	0	0	0	0	0	0	0	0	m
dilute	0	0	0	0	0	1	0	0	0	0	tsarma
diluted	0	0	0	0	0	0	0	0	0	0	diluted
dilution	0	0	0	0	0	0	0	0	0	0	dilution
dime	0	0	0	0	0	0	0	0	0	0	dime
dimension	0	0	0	0	0	0	0	0	0	0	girma
diminish	0	0	0	0	0	1	0	1	0	0	rage
diminished	0	0	0	0	0	1	0	0	0	0	rage
diminution	0	0	0	0	0	0	0	0	0	0	ragewa
diminutive	0	0	0	0	0	0	0	0	0	0	m
din	0	0	0	0	0	1	0	0	0	0	din
dine	0	0	0	0	0	0	0	0	0	0	cin abinci
diner	0	0	0	0	0	0	0	0	0	0	mai cin abinci
dinner	0	0	0	0	0	0	1	0	0	0	abincin dare
dinosaur	0	0	0	1	0	0	0	0	0	0	dinosaur
dint	0	0	0	0	0	0	0	0	0	0	dint
diocesan	0	0	0	0	0	0	0	0	0	0	diocese
diocese	0	0	0	0	0	0	0	0	0	0	diocese
diorama	0	0	0	0	0	0	0	0	0	0	diorama
dip	0	0	0	0	0	0	0	0	0	0	tsoma
diploma	0	0	0	0	0	0	0	0	0	0	difloma
diplomacy	0	1	0	0	0	0	1	0	0	1	diflomasiyya
diplomat	0	0	0	0	0	0	0	0	0	0	jami'in diflomasiyya
diplomatic	0	0	0	0	0	0	1	0	0	1	diflomasiyya
dire	0	0	1	1	0	1	0	1	1	0	dire
directed	0	0	0	0	0	0	0	0	0	0	umarni
direction	0	0	0	0	0	0	0	0	0	0	hanya
directly	0	0	0	0	0	0	0	0	0	0	kai tsaye
director	0	0	0	0	0	0	1	0	0	1	darekta
directory	0	0	0	0	0	0	0	0	0	0	directory
dirt	0	0	1	0	0	1	0	0	0	0	datti
dirty	0	0	1	0	0	1	0	0	0	0	datti
disability	0	0	0	0	0	1	0	1	0	0	nakasa
disable	0	0	0	1	0	1	0	1	0	0	kashe
disabled	0	0	0	1	0	1	0	1	0	0	nakasassu
disadvantage	0	0	0	0	0	0	0	0	0	0	rashin amfani
disaffected	0	0	0	0	0	1	0	0	0	0	rashin yarda
disagree	1	0	0	0	0	1	0	0	0	0	rashin yarda
disagreeable	0	0	0	0	0	0	0	0	0	0	m
disagreeing	1	0	0	0	0	1	0	1	0	0	sabani ba
disagreement	1	0	0	0	0	1	0	1	0	0	sabani
disallow	0	0	0	0	0	0	0	0	0	0	hana
disallowed	1	0	1	1	0	1	0	1	0	0	hana
disappear	0	0	0	1	0	0	0	0	0	0	bace
disappearance	0	0	0	0	0	0	0	0	0	0	bacewa
disappearing	0	0	0	0	0	0	0	0	0	0	bacewa
disappoint	1	0	1	0	0	1	0	1	0	0	takaici
disappointed	1	0	1	0	0	1	0	1	0	0	takaici
disappointing	0	0	0	0	0	1	0	1	0	0	m
disappointment	0	0	1	0	0	1	0	1	0	0	jin kunya
disapproval	0	0	0	0	0	1	0	1	0	0	rashin yarda
disapprove	1	0	1	1	0	1	0	1	0	0	rashin yarda
disapproved	1	0	0	0	0	1	0	1	0	0	rashin yarda
disapproving	1	0	1	0	0	1	0	1	0	0	rashin yarda
disarm	0	0	0	0	0	0	0	0	0	0	kwance damara
disarray	0	0	0	0	0	0	0	0	0	0	rudu
disaster	1	0	1	1	0	1	0	1	1	0	bala'i
disastrous	1	0	0	1	0	1	0	1	0	0	m
disband	0	0	0	0	0	0	0	0	0	0	watse
disbelief	0	0	0	0	0	0	0	0	0	0	kafirci
disbelieve	0	0	0	0	0	1	0	0	0	0	kafirta
disburse	0	0	0	0	0	0	0	0	0	0	bayarwa
disbursement	0	0	0	0	0	0	0	0	0	0	bayarwa
disc	0	0	0	0	0	0	0	0	0	0	diski
discarded	0	0	0	0	0	0	0	0	0	0	jefar da
discards	0	0	0	0	0	1	0	0	0	0	watsar
discern	0	0	0	0	0	0	0	0	0	0	gane
discernible	0	0	0	0	0	0	0	0	0	0	m
discerning	0	0	0	0	0	0	0	0	0	0	m
discernment	0	0	0	0	0	0	0	0	0	0	fahimta
discharge	0	0	0	0	0	1	0	0	0	0	fitarwa
disciple	0	0	0	0	0	0	0	0	0	1	almajiri
discipline	0	0	0	1	0	1	0	0	0	0	horo
disclaim	1	0	1	0	0	1	0	0	0	1	rashin yarda
disclaimer	0	0	0	0	0	0	0	0	0	0	disclaimer
disclose	0	0	0	0	0	0	0	0	0	0	bayyana
disclosed	0	0	0	0	0	0	0	0	0	1	bayyana
disclosure	0	0	0	0	0	0	0	0	0	0	bayyanawa
discoloration	0	0	1	0	0	1	0	0	0	0	canza launi
discolored	0	0	1	0	0	1	0	1	0	0	canza launi
discomfort	0	0	0	0	0	1	0	1	0	0	rashin jin daɗi
disconnect	0	0	0	0	0	1	0	1	0	0	cire haɗin
disconnected	0	0	0	0	0	1	0	1	0	0	katse
disconnection	0	0	0	0	0	1	0	0	0	0	katsewa
discontent	1	0	1	1	0	1	0	1	0	0	rashin gamsuwa
discontinuance	0	0	0	0	0	0	0	0	0	0	katsewa
discontinue	0	0	0	0	0	1	0	0	0	0	daina
discontinuity	0	0	1	1	0	1	0	1	0	0	katsewa
discontinuous	0	0	0	0	0	0	0	0	0	0	katsewa
discord	1	0	1	0	0	1	0	0	0	0	sabani
discount	0	0	0	0	0	0	0	0	0	0	rangwame
discounted	0	0	0	0	0	0	0	0	0	0	rangwame
discourage	0	0	0	1	0	1	0	1	0	0	hana
discouraged	0	0	0	0	0	0	0	0	0	0	karaya
discouragement	0	0	0	0	0	1	0	0	0	0	sanyin gwiwa
discourse	0	0	0	0	0	0	0	0	0	0	zance
discover	0	0	0	0	0	0	0	0	0	0	gano
discovery	0	0	0	0	0	0	1	0	0	0	ganowa
discredit	0	0	0	0	0	1	0	0	0	0	bata suna
discreet	0	1	0	0	0	0	1	0	0	0	mai hankali
discrepancy	0	0	0	0	0	0	0	0	0	0	sabani
discrete	0	0	0	0	0	0	0	0	0	0	mai hankali
discretion	0	1	0	0	0	0	1	0	0	1	hankali
discretionary	0	0	0	0	0	0	1	0	0	0	na hankali
discriminate	1	0	0	0	0	1	0	1	0	0	nuna bambanci
discriminating	0	0	1	0	0	1	0	0	0	0	nuna bambanci
discrimination	1	0	1	1	0	1	0	1	0	0	nuna bambanci
discus	0	0	0	0	0	0	0	0	0	0	tattaunawa
discuss	0	0	0	0	0	0	0	0	0	0	tattauna
discussion	0	0	0	0	0	0	1	0	0	0	tattaunawa
disdain	1	0	1	0	0	1	0	0	0	0	raini
disease	1	0	1	1	0	1	0	1	0	0	cuta
diseased	0	0	1	1	0	1	0	1	0	0	marasa lafiya
disembodied	0	0	0	1	0	1	0	1	0	0	rashin jiki
disengage	0	0	0	0	0	0	0	0	0	0	sallama
disengagement	0	0	0	0	0	1	0	0	0	0	rabuwa
disfigured	1	0	1	1	0	1	0	1	0	0	ya lalace
disgrace	1	0	1	0	0	1	0	1	0	0	abin kunya
disgraced	1	0	1	0	0	1	0	1	0	0	a kunyace
disgraceful	1	0	1	0	0	1	0	0	0	0	m
disgruntled	1	0	1	0	0	1	0	1	0	0	takaici
disguise	0	0	0	0	0	0	0	0	0	0	boye
disguised	0	0	0	0	0	0	0	0	0	0	kama
disgust	1	0	1	1	0	1	0	1	0	0	kyama
disgusting	1	0	1	1	0	1	0	0	0	0	abin banƙyama
dish	0	0	0	0	0	0	0	0	0	0	tasa
disheartened	0	0	0	0	0	1	0	1	0	0	rashin kunya
disheartening	0	0	0	0	0	1	0	1	0	0	rashin jin daɗi
dishonest	1	0	1	0	0	1	0	1	0	0	rashin gaskiya
dishonesty	0	0	1	0	0	1	0	0	0	0	rashin gaskiya
dishonor	1	0	1	1	0	1	0	1	0	0	rashin mutunci
disillusionment	1	0	1	0	0	1	0	1	0	0	rashin kunya
disinfect	0	0	0	0	0	0	0	0	0	0	kashe kwayoyin cuta
disinfectant	0	0	0	0	0	0	0	0	0	0	maganin kashe kwayoyin cuta
disinfection	0	0	0	0	0	0	1	0	0	0	disinfection
disinformation	1	0	0	1	0	1	0	0	0	0	rashin fahimta
disingenuous	0	0	1	0	0	1	0	0	0	0	m
