English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Kurdish-Kurmanji Word
clairvoyant	0	0	0	0	0	0	1	0	0	0	clairvoyant
clam	0	0	0	0	0	0	0	0	0	0	sedef
clamor	1	1	1	0	0	1	0	0	1	0	clamor
clamp	0	0	0	0	0	0	0	0	0	0	çerçoq
clan	0	0	0	0	0	0	0	0	0	1	eşîr
clandestine	0	0	0	0	0	0	0	0	0	0	nepenî
clap	0	1	0	0	1	0	1	0	0	1	lêdan
clarify	0	0	0	0	0	0	1	0	0	0	zelalkirin
clarinet	0	0	0	0	0	0	0	0	0	0	klarînet
clarion	0	0	0	0	0	0	0	0	0	0	clarion
clarity	0	0	0	0	0	0	0	0	0	0	zelalî
clash	1	0	0	0	0	1	0	0	0	0	hevketinî
clashing	1	0	0	1	0	1	0	0	0	0	pevçûn
clasp	0	0	0	0	0	0	0	0	0	0	himbêzkirinî
class	0	0	0	0	0	0	0	0	0	0	sinif
classic	0	0	0	0	0	0	1	0	0	0	klasîk
classical	0	0	0	0	0	0	1	0	0	0	sinifî
classics	0	0	0	0	1	0	1	0	0	0	klasîkên
classification	0	0	0	0	0	0	0	0	0	0	bisinifkirinî
classify	0	0	0	0	0	0	1	0	0	0	çînkirin
classmate	0	0	0	0	0	0	0	0	0	0	hevalê polê
clatter	0	0	0	0	0	0	0	0	0	0	qîrkirin
clause	0	0	0	0	0	0	0	0	0	0	şert
clauses	0	0	0	0	0	0	0	0	0	0	bendên
claw	1	0	0	1	0	1	0	0	0	0	lep
claws	0	0	0	0	0	0	0	0	0	0	claws
clay	0	0	0	0	0	0	0	0	0	0	herrî
clean	0	0	0	0	1	0	1	0	0	1	pak
cleaning	0	0	0	0	0	0	1	0	0	0	paqijî
cleanliness	0	0	0	0	0	0	1	0	0	0	paqijbûnî
cleanly	0	0	0	0	0	0	1	0	0	0	paqij
cleanse	0	0	0	0	0	0	1	0	0	0	paqij bike
cleansing	0	0	0	0	0	0	1	0	0	0	paqijkirin
clearance	0	0	0	0	0	0	1	0	0	1	paqijkirin
clearing	0	0	0	0	0	0	0	0	0	0	valatî
clearness	0	0	0	0	0	0	1	0	0	0	zelalbûn
cleavage	0	0	0	0	0	0	0	0	0	0	cleavage
cleave	0	0	0	1	0	0	0	0	0	0	cleave
clef	0	0	0	0	0	0	0	0	0	0	clef
cleft	0	0	0	0	0	0	0	0	0	0	cleft
clemency	0	0	0	0	0	0	0	0	0	0	dilovanî
clergy	0	0	0	0	0	0	0	0	0	0	olvanî
clergyman	0	0	0	0	0	0	0	0	0	0	clergyman
clerical	0	0	0	0	0	0	1	0	0	1	karmend
clerk	0	0	0	0	0	0	0	0	0	0	karkera koşkê
clerkship	0	0	0	0	0	0	0	0	0	0	karmendî
clever	0	0	0	0	0	0	1	0	0	0	rêvîwane
cleverness	0	0	0	0	0	0	1	0	0	0	jîrbûn
click	0	0	0	0	0	0	0	0	0	0	bitikîne
client	0	0	0	0	0	0	0	0	0	0	kirrîxwaz
clientele	0	0	0	0	0	0	0	0	0	0	kirrîxwazvanî
cliff	0	0	0	1	0	0	0	0	0	0	hîm
climate	0	0	0	0	0	0	0	0	0	0	bagûrdan
climatology	0	0	0	0	0	0	0	0	0	0	klîmatolojî
climax	0	1	0	0	1	0	1	0	1	1	nixta serî
climb	0	0	0	0	0	0	0	0	0	0	rapelikandin
cling	0	0	0	0	0	0	0	0	0	0	himbêzkirin
clip	0	0	0	0	0	0	0	0	0	0	clip
clipper	0	0	0	0	0	0	0	0	0	0	clipper
clipping	0	0	0	0	0	0	0	0	0	0	clipping
clique	0	0	0	0	0	0	0	0	0	0	clique
cloak	0	0	0	0	0	0	0	0	0	0	cloak
clock	0	1	0	0	0	0	0	0	0	0	seet
clockwork	0	0	0	0	0	0	0	0	0	0	clockwork
clog	0	0	0	0	0	0	0	0	0	0	clog
cloister	0	0	0	0	0	1	0	0	0	0	cloister
close	0	0	0	0	0	0	0	0	0	0	nêzîkî
closed	0	0	0	0	0	0	0	0	0	0	girtî
closeness	0	0	0	0	1	0	1	0	0	1	nêzîkbûn
closet	0	0	0	0	0	0	0	0	0	0	dolaba dîwêr
closure	0	1	0	0	1	0	1	1	0	0	girtinî
clot	0	0	0	0	0	0	0	0	0	0	clot
cloth	0	0	0	0	0	0	0	0	0	0	çît
clothe	0	0	0	0	0	0	1	0	0	0	lebaslêkirin
clothes	0	0	0	0	0	0	0	0	0	0	cilan
clothesline	0	0	0	0	0	0	0	0	0	0	cilên cilan
clothing	0	0	0	0	0	0	0	0	0	0	lebas
cloud	0	0	0	0	0	0	0	0	0	0	ewr
clouded	0	0	0	0	0	1	0	1	0	0	ewrî
cloudiness	0	0	0	1	0	1	0	0	0	0	ewrbûn
cloudy	0	0	0	0	0	0	0	1	0	0	ewrîn
clover	0	0	0	0	0	0	0	0	0	0	nefel
cloves	0	0	0	0	0	0	0	0	0	0	cloves
clown	0	1	0	0	1	0	1	0	1	0	palyaço
club	0	0	0	0	0	0	0	0	0	0	klub
clubhouse	0	0	0	0	0	0	0	0	0	0	clubhouse
clubs	0	0	0	0	0	0	0	0	0	0	clubs
clue	0	1	0	0	0	0	0	0	0	0	agah
clump	0	0	0	0	0	1	0	0	0	0	sil
clumsy	0	0	1	0	0	1	0	0	0	0	nezane
cluster	0	0	0	0	0	0	0	0	0	0	cluster
clutch	0	0	0	0	0	0	0	0	0	0	destik
clutches	0	0	0	0	0	0	0	0	0	0	clutches
clutter	0	0	0	0	0	0	0	0	0	0	tevlihevî
coach	0	0	0	0	0	0	0	0	0	1	otobus
coagulation	0	0	0	0	0	0	0	0	0	0	koagulasyon
coal	0	0	0	0	0	0	0	0	0	0	komir
coalesce	0	0	0	0	0	0	0	0	0	1	hevgirtin
coalition	0	0	0	0	0	0	1	0	0	0	yekîtî
coast	0	0	0	0	0	0	1	0	0	0	derav
coastal	0	0	0	0	0	0	0	0	0	0	peravê
coaster	0	0	0	0	0	0	0	0	0	0	coaster
coat	0	0	0	0	0	0	0	0	0	0	post
coating	0	0	0	0	0	0	0	0	0	0	rû
coax	0	0	0	0	0	0	0	0	0	1	coax
cobalt	0	0	0	0	0	0	0	0	0	0	kobalt
cobble	0	0	0	0	0	0	0	0	0	0	cobble
cobbler	0	0	0	0	0	0	0	0	0	0	cobbler
cobra	0	0	0	1	0	0	0	0	0	0	kobra
cocaine	0	0	0	0	0	1	0	1	0	0	kokaîn
cock	0	0	0	0	0	0	0	0	0	0	dîk
cockpit	0	0	0	0	0	0	0	0	0	0	cihê ajovan
cocktail	0	0	0	0	0	0	0	0	0	0	kokteylê
cocoa	0	0	0	0	0	0	0	0	0	0	kakawo
cocoon	0	0	0	0	0	0	0	0	0	0	gûzê hevirmêş
cod	0	0	0	0	0	0	0	0	0	0	cinsek masî
code	0	0	0	0	0	0	0	0	0	0	navê dizî
codex	0	0	0	0	0	0	0	0	0	0	codex
codification	0	0	0	0	0	0	0	0	0	0	kodkirin
codify	0	0	0	0	0	0	0	0	0	0	kodkirin
coefficient	0	0	0	0	0	0	0	0	0	0	hevseng
coerce	1	0	1	1	0	1	0	0	0	0	cebirkirin
coercion	1	0	1	1	0	1	0	1	0	0	zorê
coercive	0	0	0	0	0	0	0	0	0	0	bi zorê
coexist	0	0	0	0	0	0	1	0	0	1	bi hev re dijîn
coexistence	0	0	0	0	0	0	0	0	0	0	hevjiyanê
coexisting	0	0	0	0	0	0	0	0	0	1	bi hev re dijîn
coffee	0	0	0	0	0	0	0	0	0	0	qehwe
coffin	0	0	0	1	0	1	0	1	0	0	tabût
cog	0	0	0	0	0	0	0	0	0	0	cog
cogent	0	0	0	0	0	0	1	0	0	1	cogent
cognate	0	0	0	0	0	0	0	0	0	0	cognate
cognition	0	0	0	0	0	0	0	0	0	0	zanîn
cognitive	0	0	0	0	0	0	1	0	0	0	cognitive
cohabitation	0	0	0	0	0	0	0	0	0	0	hevjîniyê
coherence	0	0	0	0	0	0	1	0	0	0	hevrêzî
coherent	0	0	0	0	0	0	1	0	0	0	hevgirtî
cohesion	0	0	0	0	0	0	0	0	0	1	hevgirtinê
cohesive	0	0	0	0	0	0	1	0	0	1	hevgirtî
cohort	0	0	0	0	0	0	0	0	0	0	cohort
coil	0	0	0	0	0	0	0	0	0	0	coil
coiled	0	0	0	0	0	0	0	0	0	0	pêçandî
coin	0	0	0	0	0	0	0	0	0	0	xûrdepere
coinage	0	0	0	0	0	0	0	0	0	0	coinage
coincide	0	0	0	0	0	0	0	0	0	0	hilweşîn
coincidence	0	0	0	0	0	0	0	0	1	0	hevcivîn
coincident	0	0	0	0	0	0	0	0	0	0	tesaduf
coinciding	0	0	0	0	0	0	0	0	0	0	lihevhatin
coke	0	0	0	0	0	0	0	0	0	0	kok
cold	0	0	0	0	0	1	0	0	0	0	sarma
coldly	0	0	0	0	0	1	0	0	0	0	bi sar
coldness	1	0	1	1	0	1	0	1	0	0	sarbûn
colic	0	0	0	0	0	1	0	0	0	0	colic
collaborator	0	0	0	0	0	0	0	0	0	1	hevkar
collapse	0	0	1	1	0	1	0	1	0	0	jiberhevketin
collar	0	0	0	0	0	0	0	0	0	0	berqirrik
collate	0	0	0	0	0	0	0	0	0	0	berhevkirin
collateral	0	0	0	0	0	0	0	0	0	1	ewle
collation	0	0	0	0	0	0	0	0	0	0	berhevkirin
colleague	0	0	0	0	0	0	0	0	0	0	karheval
collect	0	0	0	0	0	0	0	0	0	0	berhevkirin
collected	0	0	0	0	0	0	0	0	0	0	berhev kirin
collection	0	0	0	0	0	0	0	0	0	0	berhevkirî
collective	0	0	0	0	0	0	0	0	0	0	kolektîf
collectively	0	0	0	0	0	0	1	0	0	1	kolektîf
collector	0	0	0	0	0	0	0	0	0	0	berhevkar
college	0	0	0	0	0	0	0	0	0	0	zanko
collegiate	0	0	0	0	0	0	0	0	0	0	collegiate
collide	0	0	0	0	0	0	0	0	0	0	binguhêhevketin
collie	0	0	0	0	0	0	0	0	0	0	collie
collision	1	0	0	0	0	1	0	0	0	0	bingûhhevketinî
collocation	0	0	0	0	0	0	0	0	0	0	hevgirtin
colloquial	0	0	0	0	0	0	0	0	0	0	colloquial
collusion	1	0	1	1	0	1	0	1	0	0	lihevkirin
colon	0	0	0	0	0	0	0	0	0	0	colon
colonel	0	0	0	0	0	0	1	0	0	1	albay
colonial	0	0	0	0	0	0	0	0	0	0	kolonyal
colony	0	0	0	0	0	0	0	0	0	0	mistemleke
colophon	0	0	0	0	0	0	0	0	0	0	colophon
color	0	0	0	0	0	0	0	0	0	0	reng
coloration	0	0	0	0	0	0	0	0	0	0	rengînkirin
colored	0	0	0	0	0	0	0	0	0	0	rengîn kirin
coloring	0	0	0	0	0	0	0	0	0	0	rengînkirin
colorless	0	0	0	0	0	0	0	0	0	0	bêreng
colors	0	0	0	0	0	0	0	0	0	0	rengên
colossal	0	0	0	0	0	0	1	0	0	0	kolosal
colt	0	0	0	0	0	0	0	0	0	0	caninêrî
column	0	0	0	0	0	0	0	0	0	0	ling
columnar	0	0	0	0	0	0	0	0	0	0	stûndar
coma	0	0	0	1	0	1	0	1	0	0	coma
comatose	0	0	0	1	0	1	0	1	0	0	komatoz
comb	0	0	0	0	0	0	0	0	0	0	şeh
combat	1	0	0	1	0	1	0	0	0	0	şer
combatant	1	0	0	1	0	1	0	0	0	0	şervan
combative	1	0	0	1	0	1	0	0	0	0	şerker
combination	0	0	0	0	0	0	0	0	0	0	hevgirêkî
combinatorial	0	0	0	0	0	0	0	0	0	0	kombînatorî
combine	0	0	0	0	0	0	0	0	0	0	hevgirêdan
combined	0	0	0	0	0	0	0	0	0	0	hevgirtî
combustible	0	0	0	0	0	0	0	0	0	0	şewitandin
combustion	0	0	0	0	0	0	0	0	0	0	şewitandinê
comedy	0	0	0	0	0	0	0	0	0	0	pêkenî
comet	0	0	0	0	0	0	0	0	0	0	bergê asuman
comfort	0	1	0	0	1	0	1	0	0	1	rehetî
comforter	0	0	0	0	0	0	0	0	0	0	hander
comic	0	0	0	0	0	0	0	0	0	0	pêkenokê
comical	0	0	0	0	0	0	0	0	0	0	pêkenî
coming	0	1	0	0	0	0	0	0	0	0	tê
comma	0	0	0	0	0	0	0	0	0	0	bêhnok
command	0	0	0	0	0	0	0	0	0	0	ferman
commandant	0	0	0	0	0	0	1	0	0	1	fermandar
commander	0	0	0	0	0	0	0	0	0	0	fermandar
commanding	0	0	0	0	0	0	1	0	0	1	ferman dike
commemorate	0	1	0	0	1	0	1	1	0	0	bibîranîn
commemoration	0	1	0	0	1	0	1	0	0	0	bîranîn
commemorative	0	1	0	0	0	0	1	0	0	0	bîranîn
commence	0	0	0	0	0	0	0	0	0	0	destpêkirin
commend	0	0	0	0	0	0	1	0	0	0	pêşniyarkirin
commendable	0	0	0	0	1	0	1	0	0	1	pesinhêja
commensurate	0	0	0	0	0	0	0	0	0	0	lihevhatî
comment	0	0	0	0	0	0	0	0	0	0	agahkişî
commentary	0	0	0	0	0	0	0	0	0	0	şirove
commentator	0	0	0	0	0	0	1	0	0	0	şirovekar
commerce	0	0	0	0	0	0	0	0	0	1	bazarî
commercial	0	0	0	0	0	0	0	0	0	0	bazirganî
commissary	0	0	0	0	0	0	0	0	0	0	commissary
commission	0	0	0	0	0	0	0	0	0	1	simsarî
commissioner	0	0	0	0	0	0	0	0	0	0	komîser
commit	0	0	0	0	0	0	0	0	0	0	bikaranîn
committal	0	0	0	0	0	1	0	1	0	0	committal
committed	0	0	0	0	0	0	1	0	0	1	pêk anîn
committee	0	0	0	0	0	0	0	0	0	1	şêwr
commodity	0	0	0	0	0	0	0	0	0	0	commodity
commodore	0	0	0	0	0	0	1	0	0	1	commodore
common	0	0	0	0	0	0	0	0	0	0	hevre
commonly	0	0	0	0	0	0	0	0	0	0	bi gelemperî
commonplace	0	1	0	0	0	0	0	0	0	1	gelemperî
commons	0	0	0	0	0	0	0	0	0	0	hevpar
commonwealth	0	0	0	0	0	0	1	0	0	1	hevparî
commotion	1	0	0	0	0	1	0	0	0	0	diltengî
commune	0	0	0	0	0	0	0	0	0	0	civat
communicable	0	0	0	0	0	0	0	0	0	0	ragihandin
communicate	0	0	0	0	0	0	1	0	0	1	agahdayin
communication	0	0	0	0	0	0	0	0	0	1	agahhesînî
communicative	0	0	0	0	0	0	1	0	0	0	ragihandinî
communion	0	0	0	0	1	0	1	0	0	1	komînyon
communism	1	0	0	1	0	1	0	1	0	0	komûnîzm
communist	0	0	0	0	0	1	0	0	0	0	şorewa
community	0	0	0	0	0	0	1	0	0	0	civatî
commutation	0	0	0	0	0	0	1	0	0	0	commutation
commutative	0	0	0	0	0	0	0	0	0	0	commutative
commute	0	0	0	0	0	0	1	0	0	0	gûherrandin
commuter	0	0	0	0	0	0	0	0	0	0	commuter
compact	0	0	0	0	0	0	0	0	0	1	gişt
compaction	0	0	0	0	0	0	0	0	0	0	compaction
compactness	0	0	0	0	0	0	0	0	0	0	kompaktbûn
companion	0	0	0	0	1	0	1	0	0	1	hevala rê
companionship	0	0	0	0	0	0	0	0	0	0	civat
company	0	0	0	0	0	0	0	0	0	0	şîrket
comparable	0	0	0	0	0	0	0	0	0	0	tê mûqayese
comparative	0	0	0	0	0	0	0	0	0	0	berawirdî
comparatively	0	0	0	0	0	0	0	0	0	0	berawirdî
comparison	0	0	0	0	0	0	0	0	0	0	mûqayese
compartment	0	0	0	0	0	0	0	0	0	0	liq
compass	0	0	0	0	0	0	0	0	0	1	hêlrêker
compassion	0	0	0	1	0	0	1	0	0	0	dilêşî
compassionate	0	0	0	0	0	0	1	0	0	0	dilovan
compatibility	0	0	0	0	0	0	1	0	0	0	lihevhatî
compatible	0	0	0	0	0	0	1	0	0	0	liheve
compel	0	0	0	0	0	0	0	0	0	0	mecbûr kirin
compelled	0	0	0	0	0	0	0	0	0	0	mecbûr kirin
compelling	0	0	0	0	0	0	1	0	0	0	mecbûrî
compendium	0	0	0	0	0	0	0	0	0	0	berhevok
compensate	0	1	0	0	1	0	1	0	1	1	zîyandayin
compensation	0	0	0	0	0	0	0	0	0	0	zîyanşûndedanî
compensatory	0	0	0	0	0	0	1	0	0	0	telafîker
competence	0	0	0	0	0	0	1	0	0	1	zanyî
competency	0	0	0	0	0	0	1	0	0	1	jêhatîbûn
competent	0	0	0	0	0	0	1	0	0	1	zana
competition	0	1	0	0	0	1	0	0	0	0	şertgirî
competitive	0	0	0	0	0	0	0	0	0	0	qabilî şertgirtinê
competitor	0	0	0	0	0	0	0	0	0	0	gavbir
compilation	0	0	0	0	0	0	0	0	0	0	berhevkirin
compile	0	0	0	0	0	0	0	0	0	0	berhevanîn
complacency	0	0	0	0	0	0	1	0	0	0	xweqayilî
complacent	0	0	0	0	0	0	0	0	0	0	xweqayil
complain	1	0	0	0	0	1	0	1	0	0	gilîkirin
complaint	1	0	0	0	0	1	0	0	0	0	gilî
complement	0	1	0	0	1	0	1	0	1	1	temam dikin
complementary	0	0	0	0	0	0	1	0	0	0	temamker
completed	0	0	0	0	0	0	0	0	0	0	temam kirin
completely	0	0	0	0	0	0	1	0	0	0	hemû
completeness	0	0	0	0	0	0	1	0	0	0	temambûna
completing	0	1	0	0	1	0	1	0	0	0	temam kirin
completion	0	1	0	0	1	0	1	0	0	0	qedandinî
complex	0	0	0	0	0	0	0	0	0	0	kompleks
complexed	0	0	0	0	0	1	0	0	0	0	tevlihev kirin
complexion	0	0	0	0	0	0	0	0	0	0	rengê rû
complexity	0	0	0	0	0	1	0	0	0	0	tevlihevî
compliance	0	0	0	0	0	0	1	0	0	1	bidilî
compliant	0	0	0	0	0	0	1	0	0	0	lihevhatî
complicate	1	0	0	0	0	1	0	0	0	0	astengkirin
complicated	0	0	0	0	0	1	0	0	0	0	tevlîhev
complication	0	0	0	0	0	1	0	0	0	0	astengî
complicity	0	0	0	0	0	1	1	0	0	0	hevkarî
compliment	0	1	0	0	1	0	1	0	1	1	pesin
comply	0	0	0	0	0	0	0	0	0	0	razîbûn
complying	0	0	0	0	0	0	0	0	0	0	lihevhatin
compo	0	0	0	0	0	0	0	0	0	0	compo
component	0	0	0	0	0	0	0	0	0	0	perçe
compose	0	0	0	0	0	0	0	0	0	0	pêkhatin
composed	0	0	0	0	0	0	1	0	0	0	pêkhatî
composer	0	0	0	0	0	0	1	0	0	0	bestekar
composite	0	0	0	0	0	0	0	0	0	0	pêkhatî
composition	0	0	0	0	0	0	0	0	0	0	pêkhatin
compost	0	0	1	0	0	1	0	0	0	0	kompost
composure	0	0	0	0	0	0	1	0	0	0	navrokî
compound	0	0	0	0	0	0	0	0	0	0	pêkhatî
comprehend	0	0	0	0	0	0	1	0	0	0	têgihîştin
comprehension	0	0	0	0	0	0	0	0	0	0	fêhmî
comprehensive	0	0	0	0	0	0	1	0	0	0	giştane
compress	1	0	0	0	0	0	0	0	0	0	tîrkirin
compressed	0	0	0	0	0	0	0	0	0	0	pêçandin
compressible	0	0	0	0	0	0	0	0	0	0	compresable
compression	0	0	0	0	0	0	0	0	0	0	compression
comprise	0	0	0	0	0	0	0	0	0	0	pêk tê
compromise	0	0	0	0	0	0	0	0	0	0	tesk
comptroller	0	0	0	0	0	0	0	0	0	1	kontrolker
compulsion	1	0	0	0	0	1	0	0	0	0	mecbûrî
compulsory	0	0	0	0	0	1	0	0	0	0	emirwaqî
computable	0	0	0	0	0	0	0	0	0	0	computable
computation	0	0	0	0	0	0	0	0	0	0	hesabkirin
compute	0	0	0	0	0	0	0	0	0	0	hesabkirin
computer	0	0	0	0	0	0	0	0	0	0	komûter
comrade	0	0	0	0	0	0	1	0	0	1	nas
con	0	0	0	0	0	0	0	0	0	0	con
concatenation	0	0	0	0	0	0	0	0	0	0	hevgirtin
concave	0	0	0	0	0	0	0	0	0	0	concave
conceal	0	0	0	0	0	1	0	1	0	0	veşartin
concealed	0	1	0	1	0	1	0	0	1	0	veşartî
concealment	1	1	0	1	0	1	0	0	0	0	veşartin
conceit	0	0	0	0	0	1	0	0	0	0	quretî
conceited	0	0	0	0	0	1	0	0	0	0	pozbilind
conceivable	0	0	0	0	0	0	0	0	0	0	têgihîştin
concentrate	0	0	0	0	0	0	0	0	0	0	lisersekinîn
concentration	0	0	0	0	0	0	0	0	0	0	lisersekinî
concentric	0	0	0	0	0	0	1	0	0	0	koncentric
conception	0	0	0	0	0	0	0	0	0	0	pêşkêşî
concern	0	0	0	0	0	0	0	0	0	0	şik
concerned	0	0	0	1	0	0	0	1	0	0	têkildar
concert	0	0	0	0	0	0	0	0	0	0	konsêr
concession	0	0	0	0	0	0	0	0	0	0	tawîz
concessional	0	0	0	0	0	0	0	0	0	0	tawîzan
concierge	0	0	0	0	0	0	0	0	0	0	konsîyerj
conciliation	0	0	0	0	1	0	1	0	0	1	lihevhatinê
concise	0	0	0	0	0	0	0	0	0	0	tam
conclave	0	0	0	0	0	0	0	0	0	0	conclave
conclude	0	0	0	0	0	0	0	0	0	0	qedandin
concluding	0	0	0	0	0	0	1	0	0	0	encamdan
conclusion	0	0	0	0	0	0	0	0	0	0	xelasî
concoction	0	0	0	0	0	0	0	0	0	0	concoction
concomitant	0	0	0	0	0	0	0	0	0	0	hevdemî
concord	0	0	0	0	0	0	1	0	0	1	lihevhatin
concordance	0	0	0	0	0	0	1	0	0	1	lihevhatinî
concours	0	0	0	0	0	0	0	0	0	0	concours
concourse	0	0	0	0	0	0	0	0	0	0	kombûn
concrete	0	0	0	0	0	0	0	0	0	0	beton
concurrence	0	0	0	0	0	0	0	0	0	0	hevgirtin
concurrent	0	0	0	0	0	0	0	0	0	0	hevdem
concurring	0	0	0	0	0	0	0	0	0	0	hevgirtin
concussion	1	0	0	0	0	1	0	1	0	0	mejîleqî
condemn	1	0	0	0	0	1	0	0	0	0	mehkûmkirin
condemnation	1	1	1	1	0	1	0	1	0	0	cezadanî
condensation	0	0	0	0	0	0	0	0	0	0	tîrkirî
condensed	0	0	0	0	0	0	0	0	0	0	kondens kirin
condescending	0	0	0	0	0	1	0	0	0	0	razîbûn
condescension	1	0	1	0	0	1	0	1	0	0	condescension
condiment	0	0	0	0	0	0	0	0	0	0	condiment
condition	0	0	0	0	0	0	0	0	0	0	rewş
conditional	0	0	0	0	0	0	0	0	0	0	şertî
conditionally	0	0	0	0	0	0	0	0	0	0	bi şert
conditioned	0	0	0	0	0	0	0	0	0	0	şert kirin
conditions	0	0	0	0	0	0	0	0	0	0	şert û mercên
condolence	0	0	0	0	0	0	1	1	0	0	sersaxiyê
condone	0	0	0	0	0	0	1	0	0	0	destûrdan
conducive	0	0	0	0	0	0	1	0	0	0	guncaw
conduct	0	0	0	0	0	0	0	0	0	0	perwerdetî
conduction	0	0	0	0	0	0	0	0	0	0	conduction
conductivity	0	0	0	0	0	0	1	0	0	0	gihandin
conductor	0	0	0	0	0	0	0	0	0	0	serek
conduit	0	0	0	0	0	0	0	0	0	0	conduit
cone	0	0	0	0	0	0	0	0	0	0	cone
confederate	0	0	0	0	0	0	1	0	0	1	konfederal
confederation	0	0	0	0	0	0	0	0	0	0	bend
confer	0	0	0	0	0	0	0	0	0	0	hevşêwirîn
conference	0	0	0	0	0	0	0	0	0	0	şêwre
confess	0	0	0	0	0	1	1	0	0	1	qebûlkirin
confession	0	1	0	1	0	1	0	1	1	0	mûkir
confessional	0	0	0	1	0	0	0	0	0	1	îtîrafkar
confessions	0	0	0	0	0	0	0	0	0	0	îtîrafên
confide	0	0	0	0	0	0	0	0	0	1	bawerpêanîn
confidence	0	0	0	1	1	0	1	0	0	1	bawerî
confident	0	0	0	0	1	0	1	0	0	1	bigûman
confidential	0	0	0	0	0	0	0	0	0	1	bawerane
confidentially	0	0	0	0	0	0	0	0	0	1	bi nepenî
configuration	0	0	0	0	0	0	0	0	0	0	veavakirina
confine	1	0	0	1	0	1	0	1	0	0	kêmkirin
confined	1	0	1	1	0	1	0	1	0	0	girtî
confinement	1	0	0	1	0	1	0	1	0	0	girtîyî
confines	0	0	0	0	0	0	0	0	0	0	sînor dike
confirm	0	0	0	0	0	0	0	0	0	0	tesdîqkirin
confirmation	0	0	0	0	0	0	0	0	0	1	tesdîq
confirmatory	0	0	0	0	0	0	0	0	0	0	piştrastker
confirmed	0	0	0	0	0	0	1	0	0	1	piştrast kirin
confiscate	1	0	0	0	0	1	0	1	0	0	jidestgirtin
confiscation	0	0	0	0	0	1	0	0	0	0	destserdayinî
conflagration	1	0	0	1	0	1	0	0	0	0	şewat
conflict	1	0	0	1	0	1	0	1	0	0	şer
conflicting	0	0	0	0	0	1	0	0	0	0	naqok
confluence	0	0	0	0	0	0	0	0	0	0	hevgirtin
conformance	0	0	0	0	0	0	1	0	0	0	conformance
conformation	0	0	0	0	0	0	0	0	0	0	conformation
conformity	0	0	0	0	0	0	0	0	0	1	lihevhatî
confound	0	0	0	0	0	1	0	0	0	0	tevlihev kirin
confounded	0	0	0	0	0	1	0	0	0	0	şaş kirin
confront	1	0	0	0	0	0	0	0	0	0	berrûdan
confuse	0	0	0	0	0	1	0	0	0	0	şaşkirin
confusion	1	0	0	1	0	1	0	0	0	0	tevlihev
congenial	0	0	0	0	0	0	1	0	0	0	congenial
congenital	0	0	0	0	0	0	0	0	0	0	congenital
congestion	0	0	0	0	0	1	0	0	0	0	xetim
conglomerate	0	0	0	0	0	0	0	0	0	1	konglomerate
conglomeration	0	0	0	0	0	0	0	0	0	0	konglomerasyon
congratulatory	0	0	0	0	1	0	1	0	0	0	congratulatory
congregate	0	0	0	0	0	0	0	0	0	0	kom dibin
congregation	0	0	0	0	0	0	1	0	0	1	civîn
congress	0	0	1	0	0	0	0	0	0	1	kongre
congressional	0	0	0	0	0	0	0	0	0	0	kongreyê
congressman	0	0	0	0	0	0	0	0	0	1	kongresman
congruence	0	0	0	0	0	0	1	0	0	1	hevgirtin
conic	0	0	0	0	0	0	0	0	0	0	conic
conical	0	0	0	0	0	0	0	0	0	0	conical
conjecture	0	1	0	0	0	0	0	0	0	0	texmîn
conjugal	0	0	0	0	0	0	0	0	0	0	conjugal
conjugate	0	0	0	0	0	0	0	0	0	0	conjugate
conjugation	0	0	0	0	0	0	0	0	0	0	conjugation
conjunction	0	0	0	0	0	0	0	0	0	0	hevgirtin
conjunctive	0	0	0	0	0	0	0	0	0	0	conjunctive
conjure	0	1	0	0	0	0	0	0	1	0	conjure
conjuring	0	0	0	0	0	1	0	0	0	0	conjuring
connect	0	0	0	0	0	0	0	0	0	0	bihevgirêdan
connected	0	0	0	0	0	0	0	0	0	0	ve girêdayî ye
connection	0	0	0	0	0	0	0	0	0	0	têkêlî
connective	0	0	0	0	0	0	0	0	0	1	pêwendîdar
connoisseur	0	0	0	0	1	0	1	0	0	1	zana
conquer	0	0	0	0	0	0	0	0	0	0	dagirtin
conqueror	0	0	0	0	0	0	0	0	0	0	fetihkar
conquest	1	0	0	1	0	1	0	0	0	0	dagirî
conscience	0	0	0	0	0	0	1	0	0	1	wijdan
conscientious	0	0	0	0	0	0	1	0	0	1	wijdanî
consciousness	0	0	0	0	0	0	1	0	0	0	bîrbirî
conscription	0	0	0	0	0	0	0	0	0	0	leşkeriya mecbûrî
consecration	0	1	0	0	1	0	1	1	0	1	pîrozkirin
consecutive	0	0	0	0	0	0	0	0	0	0	li pey hev
consent	0	0	0	0	0	0	0	0	0	0	razîbûn
consenting	0	0	0	0	0	0	0	0	0	0	razîbûn
consequence	0	0	0	0	0	0	0	0	0	0	paşî
consequent	0	1	0	0	0	0	0	0	0	0	encam
conservation	0	1	0	0	0	0	1	0	0	1	parazî
conservatism	0	0	0	0	0	0	0	0	0	0	muhafezekarî
conservative	0	0	0	0	0	0	0	0	0	0	kevneperest
conservatory	0	0	0	0	0	0	0	0	0	0	konservatuar
conserve	0	0	0	0	0	0	1	0	0	0	parastin
