English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Filipino Word
duct	0	0	0	0	0	0	0	0	0	0	maliit na tubo
ductile	0	0	0	0	0	0	0	0	0	0	malagkit
duds	0	0	0	0	0	0	0	0	0	0	mga duds
due	0	0	0	0	0	0	0	0	0	0	dahil
duel	1	1	0	1	0	0	0	0	0	0	tunggalian
dues	0	0	0	0	0	0	0	0	0	0	mga dapat bayaran
duet	0	0	0	0	0	0	1	0	0	0	duet
dugout	0	0	0	0	0	0	0	0	0	0	dugout
duke	0	0	0	0	0	0	1	0	0	0	duke
dull	0	0	0	0	0	1	0	1	0	0	mapurol
dumb	0	0	0	0	0	1	0	0	0	0	pipi
dummy	0	0	0	0	0	1	0	0	0	0	dummy
dump	0	0	0	0	0	0	0	0	0	0	itapon
dumps	1	0	0	0	0	1	0	1	0	0	mga tambakan
dun	0	0	0	0	0	1	0	0	0	0	dun
dune	0	0	0	0	0	0	0	0	0	0	dune
dung	0	0	1	0	0	0	0	0	0	0	dumi
dungeon	0	0	0	1	0	1	0	0	0	0	piitan
duo	0	0	0	0	0	0	0	0	0	0	dalawa
dupe	1	0	0	0	0	1	0	0	0	0	lokohin
duplex	0	0	0	0	0	0	0	0	0	0	duplex
duplicate	0	0	0	0	0	0	0	0	0	0	Kopyahin
duplication	0	0	0	0	0	0	0	0	0	0	pagdoble
duplicity	1	0	0	0	0	1	0	0	0	0	pandaraya
durability	0	0	0	0	0	0	1	0	0	1	tibay
durable	0	0	0	0	0	0	1	0	0	1	matibay
duration	0	0	0	0	0	0	0	0	0	0	tagal
duress	1	0	1	1	0	1	0	1	0	0	pilit
dusk	0	0	0	0	0	0	0	0	0	0	takipsilim
dusky	0	0	0	0	0	0	0	0	0	0	madilim na
dust	0	0	0	0	0	1	0	0	0	0	alikabok
duster	0	0	0	0	0	0	0	0	0	0	duster
dusty	0	0	0	0	0	0	0	0	0	0	maalikabok
dutiful	0	1	0	0	0	0	1	0	0	1	masunurin
dwarf	0	0	0	0	0	0	0	0	0	0	duwende
dwarfed	0	0	0	1	0	1	0	1	0	0	dwarf
dwell	0	0	0	0	0	0	0	0	0	0	tumira
dweller	0	0	0	0	0	0	0	0	0	0	naninirahan
dwelling	0	0	0	0	0	0	0	0	0	0	tirahan
dye	0	0	0	0	0	0	0	0	0	0	pangkulay
dying	1	0	1	1	0	1	0	1	0	0	namamatay
dyke	0	0	0	0	0	0	0	0	0	0	dyke
dynamic	0	0	0	0	0	0	0	0	1	0	pabago-bago
dynamical	0	0	0	0	0	0	0	0	0	0	dynamical
dynamics	0	0	0	0	0	0	0	0	0	0	dynamics
dynamite	0	0	0	0	0	0	0	0	0	0	dinamita
dynasty	0	0	0	0	0	0	0	0	0	0	dinastiya
dysentery	0	0	1	0	0	1	0	1	0	0	dysentery
dyspepsia	0	0	0	0	0	0	0	0	0	0	dyspepsia
eager	0	1	0	0	1	0	1	0	1	1	sabik
eagerness	0	1	0	0	1	0	1	0	0	1	pagkasabik
eagle	0	0	0	0	0	0	0	0	0	1	agila
ear	0	0	0	0	0	0	0	0	0	0	tainga
earl	0	0	0	0	0	0	1	0	0	0	earl
earlier	0	0	0	0	0	0	0	0	0	0	kanina
early	0	0	0	0	0	0	0	0	0	0	maaga
earn	0	0	0	0	0	0	1	0	0	0	kumita
earnest	0	0	0	0	0	0	1	0	0	0	taimtim
earnestly	0	0	0	0	0	0	1	0	0	0	taimtim
earnestness	0	0	0	0	0	0	1	0	0	0	kasipagan
earnings	0	0	0	0	0	0	0	0	0	0	mga kita
earring	0	0	0	0	0	0	0	0	0	0	hikaw
earshot	0	0	0	0	0	0	0	0	0	0	narinig
earth	0	0	0	0	0	0	0	0	0	0	lupa
earthenware	0	0	0	0	0	0	0	0	0	0	luwad
earthly	0	0	0	0	0	0	0	0	0	0	makalupa
earthquake	1	0	0	1	0	1	0	1	1	0	lindol
earthy	0	0	0	0	0	0	0	0	0	0	makalupa
ease	0	0	0	0	0	0	1	0	0	0	kadalian
easel	0	0	0	0	0	0	0	0	0	0	kabalyete
easement	0	0	0	0	0	0	1	0	0	0	kaginhawahan
easily	0	0	0	0	0	0	0	0	0	0	madali
easy	0	0	0	0	0	0	0	0	0	0	madali
easygoing	0	0	0	0	0	0	1	0	0	0	magaan
eat	0	0	0	0	0	0	1	0	0	0	kumain
eating	0	0	0	0	0	0	0	0	0	0	kumakain
eavesdropping	0	0	0	0	0	1	0	0	0	0	nakikinig
ebb	0	0	0	0	0	0	0	0	0	0	ebb
ebony	0	0	0	0	0	0	0	0	0	0	itim na kahoy
eccentric	0	0	0	0	0	0	0	0	0	0	sira-sira
eccentricity	0	0	0	0	0	0	0	0	0	0	eccentricity
ecclesiastical	0	0	0	0	0	0	0	0	0	0	eklesyastiko
echo	0	0	0	0	0	0	0	0	0	0	echo
eclectic	0	0	0	0	0	0	0	0	0	0	eclectic
eclipse	0	0	0	0	0	0	0	0	0	0	eclipse
ecliptic	0	0	0	0	0	0	0	0	0	0	ecliptic
economical	0	0	0	0	0	0	0	0	0	0	matipid
economics	0	0	0	0	0	0	0	0	0	0	ekonomiya
economy	0	0	0	0	0	0	0	0	0	1	ekonomiya
ecstasy	0	1	0	0	1	0	1	0	0	0	lubos na kaligayahan
ecstatic	0	1	0	0	1	0	1	0	1	0	tuwang-tuwa
ecumenical	0	0	0	0	0	0	0	0	0	0	ekumenikal
eddy	0	0	0	0	0	0	0	0	0	0	eddy
edge	0	0	0	0	0	0	0	0	0	0	gilid
edging	0	0	0	0	0	0	0	0	0	0	ukit
edible	0	0	0	0	0	0	0	0	0	0	nakakain
edict	0	0	0	1	0	1	0	0	0	0	utos
edification	0	1	0	0	1	0	1	0	0	1	pagpapatibay
edifice	0	0	0	0	0	0	0	0	0	0	edipisyo
edit	0	0	0	0	0	0	0	0	0	0	i-edit
edition	0	1	0	0	0	0	0	0	0	0	edisyon
editor	0	0	0	0	0	0	0	0	0	0	editor
editorial	0	0	0	0	0	0	0	0	0	0	editoryal
educate	0	0	0	0	0	0	1	0	0	0	turuan
educated	0	0	0	0	0	0	1	0	0	0	nakapag-aral
education	0	0	0	0	0	0	0	0	0	0	edukasyon
educational	0	0	0	0	0	0	1	0	0	1	pang-edukasyon
eel	0	0	0	1	0	0	0	0	0	0	igat
effect	0	0	0	0	0	0	0	0	0	0	epekto
effective	0	0	0	0	0	0	1	0	0	1	epektibo
effects	0	0	0	0	0	0	0	0	0	0	epekto
effectual	0	0	0	0	0	0	0	0	0	0	mabisa
effectually	0	0	0	0	0	0	0	0	0	0	mabisa
effectuate	0	0	0	0	0	0	0	0	0	0	ipatupad
effeminate	0	0	0	0	0	1	0	0	0	0	pambabae
efficacious	0	0	0	0	0	0	0	0	0	0	mabisa
efficacy	0	0	0	0	0	0	1	0	0	0	bisa
efficiency	0	0	0	0	0	0	1	0	0	0	kahusayan
efficient	0	1	0	0	0	0	1	0	0	1	mabisa
effigy	1	0	0	0	0	0	0	0	0	0	effigy
effort	0	0	0	0	0	0	1	0	0	0	pagsisikap
effusion	0	0	0	0	0	0	0	0	0	0	pagbubuhos
egg	0	0	0	0	0	0	0	0	0	0	itlog
ego	0	0	0	0	0	0	0	0	0	0	ego
egotistical	0	0	1	0	0	1	0	0	0	0	egotistical
egregious	1	0	1	0	0	1	0	0	0	0	grabe
egress	0	0	0	0	0	0	0	0	0	0	labasan
eighth	0	0	0	0	0	0	0	0	0	0	ikawalo
eighty	0	0	0	0	0	0	0	0	0	0	otsenta
ejaculate	0	0	0	0	0	0	0	0	0	0	bulalas
ejaculation	0	1	0	0	1	0	1	0	1	1	bulalas
eject	0	0	0	0	0	1	0	0	0	0	ilabas
ejection	0	0	0	0	0	1	0	0	0	0	pagbuga
elaborate	0	0	0	0	0	0	0	0	0	0	detalyado
elaboration	0	0	0	0	0	0	1	0	0	0	elaborasyon
elan	0	0	0	0	0	0	0	0	0	0	elan
elapse	0	0	0	0	0	0	0	0	0	0	lumipas
elapsed	0	0	0	0	0	0	0	0	0	0	lumipas na
elastic	0	0	0	0	0	0	0	0	0	0	nababanat
elasticity	0	0	0	0	0	0	0	0	0	0	pagkalastiko
elated	0	0	0	0	1	0	1	0	0	0	natutuwa
elbow	1	0	0	0	0	0	0	0	0	0	siko
eld	0	0	0	0	0	0	0	0	0	0	eld
elder	0	0	0	0	0	0	1	0	0	1	matanda
elders	0	0	0	0	0	0	1	0	0	1	matatanda
eldest	0	0	0	0	0	0	0	0	0	0	panganay
elect	0	0	0	0	0	0	1	0	0	1	hinirang
election	0	0	0	0	0	0	0	0	0	0	eleksyon
elector	0	0	0	0	0	0	0	0	0	0	elektor
electorate	0	0	0	0	0	0	0	0	0	1	manghahalal
electric	0	0	0	0	1	0	1	0	1	0	electric
electricity	0	0	0	0	0	0	1	0	0	0	kuryente
elegance	0	1	0	0	1	0	1	0	0	1	kakisigan
elegant	0	0	0	0	1	0	1	0	0	0	matikas
element	0	0	0	0	0	0	0	0	0	0	elemento
elementary	0	0	0	0	0	0	0	0	0	0	elementarya
elements	0	0	0	0	0	0	0	0	0	0	mga elemento
elephant	0	0	0	0	0	0	0	0	0	0	elepante
elevate	0	0	0	0	0	0	0	0	0	0	itaas
elevation	0	1	0	1	1	0	1	0	0	1	elevation
elevator	0	0	0	0	0	0	0	0	0	0	elevator
eleven	0	0	0	0	0	0	0	0	0	0	labing-isa
eleventh	0	0	0	0	0	0	0	0	0	0	ikalabing-isa
elf	1	0	1	1	0	0	0	0	0	0	duwende
elicit	0	0	0	0	0	0	0	0	0	0	magtamo
eligible	0	0	0	0	0	0	1	0	0	0	karapat-dapat
elimination	1	0	1	1	0	1	0	1	0	0	pag-aalis
elite	0	1	0	0	1	0	1	0	0	1	piling tao
elk	0	0	0	0	0	0	0	0	0	0	malaking uri ng usa
ell	0	0	0	0	0	0	0	0	0	0	ell
ellipse	0	0	0	0	0	0	0	0	0	0	ellipse
ellipsis	0	0	0	0	0	0	0	0	0	0	ellipsis
ellipsoid	0	0	0	0	0	0	0	0	0	0	ellipsoid
elliptic	0	0	0	0	0	0	0	0	0	0	elliptic
elliptical	0	0	0	0	0	0	0	0	0	0	elliptical
elongate	0	0	0	0	0	0	0	0	0	0	pahabain
elongation	0	0	0	0	0	0	0	0	0	0	pagpapahaba
eloquence	0	0	0	0	0	0	1	0	0	0	kahusayan sa pagsasalita
eloquent	0	0	0	0	0	0	1	0	0	0	magaling magsalita
elucidate	0	0	0	0	0	0	1	0	0	1	ipaliwanag
elucidation	0	0	0	0	0	0	0	0	0	0	pagpapaliwanag
elude	0	0	0	0	0	0	0	0	0	0	umiwas
elusive	0	0	0	0	0	1	0	0	1	0	mailap
emaciated	0	0	0	1	0	1	0	1	0	0	payat
emanate	0	0	0	0	0	0	0	0	0	0	nagmula
emancipation	0	1	0	0	1	0	1	0	0	0	pagpapalaya
embankment	0	0	0	0	0	0	0	0	0	0	pilapil
embargo	0	0	0	0	0	1	0	0	0	0	embargo
embark	0	0	0	0	0	0	0	0	0	0	sumakay
embarrass	0	0	0	0	0	1	0	1	0	0	nakakahiya
embarrassing	0	0	0	0	0	1	0	0	0	0	nakakahiya
embarrassment	0	0	0	1	0	1	0	1	1	0	kahihiyan
embassy	0	0	0	0	0	0	0	0	0	0	embahada
embed	0	0	0	0	0	0	0	0	0	0	i-embed
embellish	0	0	0	0	0	0	0	0	0	0	pagandahin
embellishment	0	0	0	0	0	0	0	0	0	0	pagpapaganda
embers	0	0	0	0	0	0	0	0	0	0	mga baga
embezzlement	0	0	0	0	0	1	0	0	0	0	paglustay
emblem	0	0	0	0	0	0	0	0	0	0	sagisag
emblematic	0	0	0	0	0	0	0	0	0	0	emblematic
embodiment	0	0	0	0	0	0	0	0	0	0	sagisag
embolism	0	0	0	1	0	1	0	1	0	0	embolism
embossed	0	0	0	0	0	0	0	0	0	0	embossed
embrace	0	1	0	0	1	0	1	0	1	1	yakapin
embroidered	0	0	0	0	0	0	0	0	0	0	burdado
embroidery	0	0	0	0	0	0	0	0	0	0	pagbuburda
embroiled	0	0	0	0	0	1	0	0	0	0	nasangkot
embryo	0	0	0	0	0	0	0	0	0	0	embryo
embryonic	0	0	0	0	0	0	0	0	0	0	embryonic
emerald	0	0	0	0	0	0	0	0	0	0	Esmeralda
emerge	0	0	0	0	0	0	0	0	0	0	sumulpot
emergence	0	0	0	0	0	0	0	0	0	0	paglitaw
emergency	0	0	0	1	0	1	0	1	1	0	emergency
emeritus	0	0	0	0	0	0	1	0	0	0	emeritus
emigrate	0	0	0	0	0	0	0	0	0	0	mangibang bansa
emigration	0	0	0	0	0	0	0	0	0	0	pangingibang-bansa
eminence	0	0	0	0	0	0	1	0	0	1	kadakilaan
eminent	0	0	0	0	0	0	1	0	0	0	tanyag
eminently	0	0	0	0	0	0	1	0	0	0	eminently
emir	0	0	0	0	0	0	1	0	0	0	emir
emission	0	0	0	0	0	0	0	0	0	0	paglabas
emit	0	0	0	0	0	0	0	0	0	0	naglalabas
emotion	0	0	0	0	0	0	0	0	0	0	damdamin
emotional	0	0	0	0	0	0	0	0	0	0	emosyonal
emotive	0	0	0	0	0	0	0	0	0	0	madamdamin
empathy	0	0	0	0	0	0	1	0	0	0	pakikiramay
emperor	0	0	0	0	0	0	0	0	0	0	emperador
emphasis	0	0	0	0	0	0	0	0	0	0	diin
emphasize	0	0	0	0	0	0	0	0	0	1	bigyang-diin
emphatic	0	0	0	0	0	0	0	0	0	0	mariin
empire	0	0	0	0	0	0	0	0	0	0	imperyo
empirical	0	0	0	0	0	0	0	0	0	0	empirikal
empiricism	0	0	0	0	0	0	0	0	0	0	empirismo
employ	0	0	0	0	0	0	0	0	0	1	nagpapatrabaho
employer	0	0	0	0	0	0	0	0	0	0	employer
employment	0	0	0	0	0	0	0	0	0	0	trabaho
emporium	0	0	0	0	0	0	0	0	0	0	emporium
empower	0	0	0	0	0	0	1	0	0	0	bigyan ng kapangyarihan
empress	0	0	0	0	0	0	0	0	0	0	empress
emptiness	0	0	0	0	0	0	0	1	0	0	kawalan ng laman
emption	0	0	0	0	0	0	0	0	0	0	emption
empty	0	0	0	0	0	0	0	0	0	0	walang laman
emulate	0	0	0	0	0	0	1	0	0	0	tularan
emulsion	0	0	0	0	0	0	0	0	0	0	emulsyon
enable	0	0	0	0	0	0	1	0	0	1	paganahin
enablement	0	0	0	0	0	0	1	0	0	1	pagpapagana
enact	0	0	0	0	0	0	0	0	0	0	magpatibay
enactment	0	0	0	0	0	0	0	0	0	0	pagsasabatas
enamel	0	0	0	0	0	0	0	0	0	0	enamel
encampment	0	0	0	0	0	0	0	0	0	0	pagkakampo
enchant	0	1	0	0	1	0	1	0	1	0	mang-akit
enchanted	0	0	0	0	1	0	1	0	0	1	enchanted
enchanting	0	1	0	0	1	0	1	0	0	0	kaakit-akit
enchantment	0	0	0	0	0	0	0	0	0	0	pang-akit
encircle	0	0	0	0	0	0	0	0	0	0	palibutan
encircling	0	0	0	0	0	0	0	0	0	0	nakapaligid
enclave	0	0	0	0	0	1	0	0	0	0	enclave
enclose	0	0	0	0	0	0	0	0	0	0	ilakip
encode	0	0	0	0	0	0	0	0	0	0	i-encode
encompass	0	0	0	0	0	0	0	0	0	0	sakupin
encore	0	0	0	0	0	0	1	0	0	0	encore
encounter	0	0	0	0	0	0	0	0	0	0	magkasalubong
encourage	0	0	0	0	1	0	1	0	0	1	hikayatin
encouragement	0	0	0	0	0	0	1	0	0	0	pampatibay-loob
encroach	0	0	0	0	0	0	0	0	0	0	manghimasok
encroachment	0	0	0	1	0	1	0	0	0	0	panghihimasok
encrypt	0	0	0	0	0	0	0	0	0	0	i-encrypt
encumbrance	1	0	0	1	0	1	0	1	0	0	encumbrance
encyclopedia	0	0	0	0	0	0	1	0	0	1	encyclopedia
end	0	0	0	0	0	0	0	0	0	0	wakas
endanger	0	1	0	1	0	1	0	0	0	0	nanganganib
endangered	0	0	0	1	0	1	0	0	0	0	nanganganib
endeavor	0	1	0	0	0	0	1	0	0	0	pagsusumikap
ended	0	0	0	0	0	0	0	0	0	0	natapos
endemic	0	0	1	1	0	1	0	1	0	0	endemic
ending	0	0	0	0	0	0	0	0	0	0	pagtatapos
endless	1	0	0	1	1	1	1	1	0	1	walang katapusan
endocarditis	0	0	0	1	0	0	0	1	0	0	endocarditis
endorsement	0	0	0	0	0	0	0	0	0	0	pag-endorso
endow	0	0	0	0	0	0	1	0	0	1	endow
endowed	0	0	0	0	0	0	1	0	0	0	pinagkalooban
endowment	0	0	0	0	0	0	1	0	0	1	endowment
endpapers	0	0	0	0	0	0	0	0	0	0	mga endpaper
endpoint	0	0	0	0	0	0	0	0	0	0	endpoint
endurance	0	0	0	0	0	0	1	0	0	0	pagtitiis
endure	0	0	0	0	0	0	1	0	0	0	magtiis
enema	0	0	1	0	0	0	0	0	0	0	labatiba
enemy	1	0	1	1	0	1	0	0	0	0	kaaway
energetic	0	0	0	0	0	0	1	0	0	0	masigla
energy	0	0	0	0	0	0	0	0	0	0	enerhiya
enforce	1	0	0	1	0	1	1	0	0	0	ipatupad
enforcement	0	0	0	0	0	1	0	0	0	0	pagpapatupad
engage	0	0	0	0	0	0	0	0	0	0	umaakit
engaged	0	1	0	0	1	0	1	0	0	1	engaged
engagement	0	0	0	0	0	0	0	0	0	0	pakikipag-ugnayan
engaging	0	0	0	0	1	0	1	0	0	1	nakakaengganyo
engender	0	0	0	0	0	0	0	0	0	0	magbunga
engine	0	0	0	0	0	0	0	0	0	0	makina
engineer	0	0	0	0	0	0	0	0	0	0	inhinyero
engineering	0	0	0	0	0	0	0	0	0	0	engineering
engrave	0	0	0	0	0	0	0	0	0	0	ukit
engraved	0	0	0	0	0	0	0	0	0	0	nakaukit
engraver	0	0	0	0	0	0	0	0	0	0	mang-uukit
engraving	0	0	0	0	0	0	0	0	0	0	pag-uukit
engrossed	0	0	0	0	0	0	0	0	0	0	engrossed
engrossing	0	0	0	0	0	0	0	0	0	0	nakaka-engganyo
engulf	0	1	0	0	0	0	0	0	0	0	lamunin
enhance	0	0	0	0	0	0	1	0	0	0	pagandahin
enigma	0	0	0	0	0	0	0	0	0	0	palaisipan
enigmatic	0	0	0	1	0	1	0	0	0	0	palaisipan
enjoin	0	0	0	0	0	0	0	0	0	0	mag-utos
enjoy	0	1	0	0	1	0	1	0	0	1	magsaya
enjoying	0	1	0	0	1	0	1	0	0	1	tinatangkilik
enlarged	0	0	0	0	0	0	0	0	0	0	pinalaki
enlargement	0	0	0	0	0	0	0	0	0	0	pagpapalaki
enlighten	0	0	0	0	1	0	1	0	0	1	maliwanagan
enlightenment	0	0	0	0	1	0	1	0	0	1	kaliwanagan
enlist	0	0	0	0	0	0	0	0	0	0	magpatala
enliven	0	0	0	0	1	0	1	0	1	1	buhayin
enmity	1	0	0	1	0	1	0	1	0	0	poot
enormity	0	0	0	0	0	0	0	0	0	0	kalubhaan
enormous	0	0	0	0	0	0	0	0	0	0	napakalaki
enormously	0	0	0	0	0	0	0	0	0	0	napakalaki
enrich	0	0	0	0	0	0	1	0	0	0	pagyamanin
enroll	0	1	0	0	0	0	0	0	0	1	magpatala
ensemble	0	0	0	0	0	0	1	0	0	1	grupo
ensign	0	0	0	0	0	0	1	0	0	0	bandila
enslave	0	0	0	0	0	1	0	0	0	0	magpaalipin
enslaved	1	0	1	1	0	1	0	1	0	0	inalipin
enslavement	0	0	0	0	0	1	0	0	0	0	pagkaalipin
ensue	0	0	0	0	0	0	0	0	0	0	kasunod
ensure	0	0	0	0	0	0	0	0	0	0	tiyakin
entail	0	0	0	0	0	0	0	0	0	0	isama
entangled	1	0	1	1	0	1	0	1	0	0	gusot
entanglement	0	0	0	0	0	1	0	0	0	0	gusot
enter	0	0	0	0	0	0	0	0	0	0	pumasok
enterprise	0	0	0	0	0	0	0	0	0	0	negosyo
enterprising	0	0	0	0	0	0	1	0	0	0	masigla
entertain	0	0	0	0	1	0	1	0	0	0	aliwin
entertained	0	0	0	0	1	0	1	0	0	0	naaaliw
entertaining	0	1	0	0	1	0	1	0	0	0	kawili-wili
entertainment	0	1	0	0	1	0	1	0	1	1	Aliwan
enthusiasm	0	1	0	0	1	0	1	0	1	0	sigasig
enthusiast	0	1	0	0	1	0	1	0	1	0	mahilig
entice	0	0	0	0	0	0	0	0	0	0	akitin
entire	0	0	0	0	0	0	0	0	0	0	buo
entirety	0	0	0	0	0	0	0	0	0	0	kabuuan
entitle	0	0	0	0	0	0	0	0	0	0	bigyan ng karapatan
entity	0	0	0	0	0	0	0	0	0	0	nilalang
entomology	0	0	0	0	0	0	0	0	0	0	entomolohiya
entrails	0	0	1	0	0	1	0	0	0	0	laman-loob
entrance	0	0	0	0	0	0	0	0	0	0	pasukan
entreat	0	0	0	0	0	0	0	0	0	0	makiusap
entree	0	0	0	0	0	0	0	0	0	0	ulam
entrepreneur	0	0	0	0	0	0	0	0	0	0	negosyante
entrust	0	0	0	0	0	0	0	0	0	1	ipagkatiwala
entry	0	0	0	0	0	0	0	0	0	0	pagpasok
enumerate	0	0	0	0	0	0	0	0	0	0	magbilang
enumeration	0	0	0	0	0	0	0	0	0	0	enumeration
envelope	0	0	0	0	0	0	0	0	0	0	sobre
envious	0	0	0	0	0	1	0	0	0	0	nakakainggit
environ	0	0	0	0	0	0	1	0	0	0	kapaligiran
environment	0	0	0	0	0	0	0	0	0	0	kapaligiran
environs	0	0	0	0	0	0	0	0	0	0	paligid
envision	0	0	0	0	0	0	0	0	0	0	isipin
envoy	0	0	0	0	0	0	0	0	0	0	sugo
ephemeral	0	0	0	0	0	0	0	0	0	0	panandalian
ephemeris	0	0	0	0	0	0	1	0	0	0	ephemeris
epic	0	0	0	0	0	0	1	0	0	0	epiko
epidemic	1	1	1	1	0	1	0	1	1	0	epidemya
epidermis	0	0	0	0	0	0	0	0	0	0	epidermis
epilepsy	0	0	0	0	0	1	0	0	0	0	epilepsy
epilogue	0	0	0	0	0	0	0	0	0	0	epilogue
episcopal	0	0	0	0	0	0	0	0	0	1	obispo
episode	0	0	0	0	0	0	0	0	0	0	episode
episodic	0	0	0	0	0	0	0	0	0	0	episodic
epistle	0	0	0	0	0	0	0	0	0	0	sulat
epitaph	0	0	0	0	0	0	0	1	0	0	epitaph
epithet	0	0	0	0	0	0	0	0	0	0	epithet
epitome	0	0	0	0	0	0	1	0	0	0	epitome
epoch	0	0	0	0	0	0	0	0	0	0	kapanahunan
equal	0	0	0	0	0	0	0	0	0	0	pantay
equality	0	0	0	0	1	0	1	0	0	1	pagkakapantay-pantay
equalization	0	0	0	0	0	0	0	0	0	0	pagkakapantay-pantay
equalize	0	0	0	0	0	0	0	0	0	0	magpapantay
equally	0	0	0	0	0	0	1	0	0	0	pare-pareho
equate	0	0	0	0	0	0	0	0	0	0	itumbas
equation	0	0	0	0	0	0	0	0	0	0	equation
equator	0	0	0	0	0	0	0	0	0	0	ekwador
equatorial	0	0	0	0	0	0	0	0	0	0	ekwador
equestrian	0	0	0	0	0	0	0	0	0	0	mangangabayo
equidistant	0	0	0	0	0	0	0	0	0	0	magkapantay ang layo
equilibration	0	0	0	0	0	0	0	0	0	0	pagkakapantay-pantay
equilibrium	0	0	0	0	0	0	1	0	0	0	punto ng balanse
equip	0	0	0	0	0	0	0	0	0	0	magbigay ng kasangkapan
equipment	0	0	0	0	0	0	0	0	0	0	kagamitan
equitable	0	0	0	0	0	0	0	0	0	0	pantay-pantay
equity	0	0	0	0	0	0	1	0	0	0	equity
equivalence	0	0	0	0	0	0	0	0	0	0	pagkakapantay-pantay
equivalent	0	0	0	0	0	0	0	0	0	0	katumbas
equivocal	0	0	0	0	0	0	0	0	0	0	malabo
era	0	0	0	0	0	0	0	0	0	0	kapanahunan
eradicate	1	0	0	0	0	1	0	0	0	0	lipulin
eradication	1	0	1	1	0	1	0	0	0	0	pagpuksa
erase	0	0	0	1	0	1	0	0	0	0	burahin
erasure	0	0	0	0	0	0	0	0	0	0	pagbura
ere	0	0	0	0	0	0	0	0	0	0	kanina
erect	0	0	0	0	0	0	0	0	0	0	magtayo
erection	0	0	0	0	0	0	0	0	0	0	paninigas
ergo	0	0	0	0	0	0	0	0	0	0	ergo
erode	0	0	0	0	0	0	0	0	0	0	maagnas
erosion	0	0	0	0	0	1	0	0	0	0	pagguho
erotic	0	1	0	0	1	1	1	0	1	1	erotiko
err	0	0	0	0	0	1	0	0	0	0	magkamali
errand	0	1	0	0	0	0	1	0	0	1	utusan
errant	0	0	0	0	0	1	0	0	0	0	nagkakamali
erratic	0	0	0	0	0	1	0	0	1	0	mali-mali
erratum	0	0	0	0	0	1	0	0	0	0	erratum
erroneous	0	0	0	0	0	1	0	0	0	0	mali
error	0	0	0	0	0	1	0	1	0	0	pagkakamali
erst	0	0	0	0	0	0	0	0	0	0	una
erudite	0	0	0	0	0	0	1	0	0	0	matalino
erupt	1	0	0	0	0	1	0	0	1	0	sumabog
eruption	1	0	0	1	0	1	0	0	1	0	pagsabog
escalade	0	0	0	0	0	0	0	0	0	0	escalade
escalate	1	0	0	0	0	1	0	0	0	0	dumami
escalator	0	0	0	0	0	0	0	0	0	0	escalator
escape	0	1	0	1	0	1	1	0	0	0	tumakas
escaped	0	0	0	1	0	0	0	0	0	0	nakatakas
escarpment	0	0	0	0	0	0	0	0	0	0	bangin
eschew	1	0	0	0	0	1	0	1	0	0	umiwas
escort	0	0	0	0	0	0	0	0	0	1	escort
esoteric	0	0	0	0	0	0	0	0	0	0	pribado
especial	0	0	0	0	0	0	0	0	0	0	espesyal
espionage	0	0	0	0	0	1	0	0	0	0	paniniktik
espouse	0	0	0	0	0	0	0	0	0	0	pakasalan
esprit	0	0	0	0	0	0	1	0	0	0	esprit
essay	0	0	0	0	0	0	0	0	0	0	sanaysay
essayist	0	0	0	0	0	0	0	0	0	0	sanaysay
essence	0	0	0	0	0	0	0	0	0	0	kakanyahan
essential	0	0	0	0	0	0	1	0	0	0	mahalaga
essentially	0	0	0	0	0	0	0	0	0	0	mahalagang
establish	0	0	0	0	0	0	0	0	0	1	magtatag
established	0	0	0	0	1	0	1	0	0	0	itinatag
establishment	0	0	0	0	0	0	0	0	0	0	pagtatatag
estate	0	0	0	0	0	0	0	0	0	0	ari-arian
esteem	0	0	0	0	1	0	1	1	0	1	pagpapahalaga
esthetic	0	0	0	0	0	0	1	0	0	0	estetika
estimate	0	0	0	0	0	0	0	0	0	0	tantiyahin
estimation	0	0	0	0	0	0	0	0	0	0	pagtatantya
estoppel	0	0	0	0	0	0	0	0	0	0	estoppel
estranged	0	0	0	0	0	1	0	0	0	0	nawalay
estrogen	0	0	0	0	0	0	0	0	0	0	estrogen
estuary	0	0	0	0	0	0	0	0	0	0	estero
etch	0	0	0	0	0	0	0	0	0	0	ukit
etching	0	0	0	0	0	0	0	0	0	0	pag-ukit
eternal	0	0	0	0	0	0	0	0	0	0	walang hanggan
eternity	0	0	0	0	0	0	0	0	0	0	kawalang-hanggan
ethanol	0	0	0	0	0	0	0	0	0	0	ethanol
ether	0	0	0	0	0	0	0	0	0	0	eter
ethereal	0	0	0	1	0	0	0	0	0	0	ethereal
ethical	0	0	0	0	0	0	1	0	0	0	etikal
ethics	0	0	0	0	0	0	1	0	0	0	etika
ethnography	0	0	0	0	0	0	0	0	0	0	etnograpiya
etiology	0	0	0	0	0	0	0	0	0	0	etiology
etiquette	0	0	0	0	0	0	0	0	0	0	tuntunin ng magandang asal
etymology	0	0	0	0	0	0	0	0	0	0	etimolohiya
euchre	0	0	0	0	0	0	0	0	0	0	euchre
eugenics	0	0	0	0	0	0	0	0	0	0	eugenics
eulogy	0	0	0	0	0	0	0	0	0	0	eulogy
euphemism	0	0	0	0	0	0	0	0	0	0	eupemismo
euthanasia	0	0	0	1	0	1	0	1	0	0	euthanasia
