English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Pashto Word
breakfast	0	0	0	0	0	0	1	0	0	0	ناشته
breakneck	0	0	0	0	0	1	0	0	0	0	ناورین
breakup	0	0	0	0	0	1	0	1	0	0	ماتول
breath	0	0	0	0	0	0	0	0	0	0	تنفس
breech	0	0	0	0	0	0	0	0	0	0	بریچ
breeches	0	0	0	0	0	0	0	0	0	0	بریچز
breed	0	0	0	0	0	0	0	0	0	0	نسل
breeder	0	0	0	0	0	0	0	0	0	0	نسل کونکی
breeding	0	0	0	0	0	0	0	0	0	0	نسل ورکول
breeze	0	0	0	0	0	0	0	0	0	0	باد
breezy	0	0	0	0	0	0	0	0	0	0	هوا
brethren	0	0	0	0	0	0	0	0	0	0	وروڼو
breve	0	0	0	0	0	0	0	0	0	0	breve
brevity	0	0	0	0	0	0	0	0	0	0	لنډیز
brew	0	0	0	0	0	0	0	0	0	0	شراب
brewing	0	0	0	0	0	0	0	0	0	0	څښل
bribe	0	0	0	0	0	1	0	0	0	0	رشوت
bribery	0	0	1	0	0	1	0	0	0	0	رشوت
brick	0	0	0	0	0	0	0	0	0	0	خښته
bridal	0	1	0	0	1	0	1	0	0	1	ناوې
bride	0	1	0	0	1	0	1	0	0	1	ناوې
bridegroom	0	1	0	0	1	0	1	0	0	1	ناوې
bridesmaid	0	0	0	0	1	0	1	0	0	1	ناوې
bridge	0	0	0	0	0	0	0	0	0	0	پل
bridle	0	0	0	0	0	0	0	0	0	0	لگام
briefly	0	0	0	0	0	0	0	0	0	0	په لنډه توګه
brig	0	0	0	0	0	0	0	0	0	0	بریدګر
brigade	0	0	0	1	0	1	0	0	0	0	لوا
brighten	0	0	0	0	1	0	1	0	1	1	روښانه کول
brightness	0	0	0	0	0	0	1	0	0	0	روښانتیا
brilliant	0	1	0	0	1	0	1	0	0	1	تکړه
brim	0	0	0	0	0	0	0	0	0	0	کنده
brimming	0	0	0	0	0	0	0	0	0	0	brimming
brimstone	1	0	0	1	0	1	0	0	0	0	ګندک
brine	0	0	0	0	0	0	0	0	0	0	نمکین
bring	0	0	0	0	0	0	0	0	0	0	راوړل
brink	0	0	0	0	0	0	0	0	0	0	څنډه
brisk	0	0	0	0	0	0	0	0	0	0	چټک
bristle	0	0	0	0	0	1	0	0	0	0	برسل
brittle	0	0	0	0	0	0	0	0	0	0	ټوټه
broadcast	0	0	0	0	0	0	0	0	0	0	نشر
broadside	0	1	0	0	0	1	0	0	0	0	پراخه
brocade	0	0	0	0	0	0	1	0	0	0	بروکیډ
brochure	0	0	0	0	0	0	0	0	0	0	بروشر
broil	1	0	0	0	0	1	0	0	0	0	برول
broke	0	0	0	1	0	1	0	1	0	0	مات شوی
broken	1	0	0	1	0	1	0	1	0	0	مات شوی
broker	0	0	0	0	0	0	0	0	0	0	دلال
brokerage	0	0	0	0	0	0	0	0	0	0	دلالی
bronco	0	0	0	0	0	0	0	0	0	0	برونکو
bronze	0	0	0	0	0	0	0	0	0	0	د برونزو
brood	0	0	0	0	0	0	0	0	0	0	ماشوم
brooding	0	0	0	0	0	0	0	0	0	0	زیږون
brook	0	0	0	0	0	0	0	0	0	0	بروک
broom	0	0	0	0	0	0	0	0	0	0	جروم
broth	0	0	0	0	0	0	0	0	0	0	ورب
brothel	0	0	1	0	0	1	0	0	0	0	فاحشه
brother	0	0	0	0	0	0	1	0	0	1	ورور
brotherhood	0	0	0	0	0	0	1	0	0	1	ورورولي
brotherly	0	1	0	0	1	0	1	0	0	1	وروڼه
brow	0	0	0	0	0	0	0	0	0	0	مخ
brown	0	0	0	0	0	0	0	0	0	0	نصواري
bruise	0	1	0	0	0	1	0	0	0	0	زخم
brunette	0	0	0	0	0	0	0	0	0	0	برونیټ
brunt	1	0	0	0	0	1	0	0	0	0	برنټ
brush	0	0	0	0	0	0	0	0	0	0	برش
brutal	1	0	0	1	0	1	0	0	0	0	وحشي
brutality	1	0	0	1	0	1	0	0	0	0	وحشت
brute	1	0	0	1	0	1	0	1	0	0	وحشي
bubble	0	0	0	0	0	0	0	0	0	0	بلبل
bubbling	0	0	0	0	0	0	0	0	0	0	بلبلینګ
buck	0	0	0	1	0	1	1	0	1	0	بکس
bucket	0	0	0	0	0	0	0	0	0	0	سطل
buckle	0	0	0	0	0	0	0	0	0	0	بکسه
buckled	0	0	0	0	0	0	0	0	0	0	تړل شوی
bud	0	0	0	0	0	0	0	0	0	0	بډ
buddy	0	1	0	0	1	0	1	0	0	1	ملګری
budge	0	0	0	0	0	0	0	0	0	0	بډ
budget	0	0	0	0	0	0	0	0	0	1	بودیجه
buffalo	0	0	0	0	0	0	0	0	0	0	غوښه
buffer	0	0	0	0	0	0	0	0	0	0	بفر
buffet	1	0	0	0	0	1	0	0	0	0	ډوډۍ
bug	0	0	1	1	0	1	0	0	0	0	بګ
bugaboo	1	0	0	1	0	1	0	1	0	0	بګابو
buggy	0	0	0	0	0	0	0	0	0	0	بګۍ
bugle	0	1	0	0	0	0	0	0	0	0	بغل
build	0	0	0	0	0	0	1	0	0	0	جوړول
builder	0	0	0	0	0	0	0	0	0	0	جوړونکی
building	0	0	0	0	0	0	1	0	0	0	ودانۍ
buildings	0	0	0	0	0	0	0	0	0	0	ودانۍ
bulb	0	0	0	0	0	0	0	0	0	0	بلب
bulbous	0	0	0	0	0	1	0	0	0	0	بلبس
bulge	0	0	0	0	0	0	0	0	0	0	بلج
bulk	0	0	0	0	0	0	0	0	0	0	غټ
bulkhead	0	0	0	0	0	0	0	0	0	0	غټ سر
bulky	0	0	0	0	0	0	0	0	0	0	غټ
bull	0	0	0	0	0	0	0	0	0	0	بیل
bulldog	0	0	0	0	0	0	1	0	0	0	بلډګ
bulldozer	0	0	0	0	0	0	0	0	0	0	بلدوزر
bullet	0	0	0	0	0	0	0	0	0	0	ګولۍ
bulletin	0	0	0	0	0	0	0	0	0	0	خبرتیا
bulletproof	0	0	0	0	0	0	1	0	0	0	بلټ پروف
bullock	0	0	0	0	0	0	0	0	0	0	غوښه
bully	1	0	0	1	0	1	0	0	0	0	ځورول
bulwark	0	0	0	0	0	0	0	0	0	0	پټه
bum	0	0	1	0	0	1	0	1	0	0	بوم
bummer	1	0	1	0	0	1	0	0	0	0	خندا
bump	0	0	0	0	0	0	0	0	0	0	ټکر
bun	0	0	0	0	0	0	0	0	0	0	بن
bunch	0	0	0	0	0	0	0	0	0	0	ډله
bundle	0	0	0	0	0	0	0	0	0	0	بنډل
bungalow	0	0	0	0	0	0	0	0	0	0	بنګله
bunk	0	0	0	0	0	0	0	0	0	0	بنک
bunker	0	0	0	1	0	0	0	0	0	0	بنکر
bunt	0	0	0	0	0	0	0	0	0	0	بنټ
buoy	0	0	0	0	0	0	1	0	0	0	بوای
buoyancy	0	0	0	0	0	0	0	0	0	0	خوشالۍ
bur	0	0	0	0	0	0	0	0	0	0	bur
burden	0	0	0	0	0	0	0	0	0	0	بار
burdensome	0	0	0	1	0	1	0	1	0	0	دروند بار
bureau	0	0	0	0	0	0	0	0	0	0	بیورو
bureaucracy	0	0	0	0	0	1	0	0	0	1	بیوروکراسي
bureaucrat	0	0	1	0	0	1	0	0	0	0	بیوروکراټ
burglar	0	0	1	1	0	1	0	0	0	0	چور
burglary	0	0	0	0	0	1	0	0	0	0	غلا
burial	1	0	0	1	0	1	0	1	0	0	دفن
buried	0	0	0	1	0	1	0	1	0	0	ښخ شوی
burke	1	0	1	1	0	1	0	1	0	0	بورک
burlap	0	0	0	0	0	0	0	0	0	0	برلاپ
burlesque	0	0	0	0	0	0	0	0	1	0	burlesque
burly	0	0	0	0	0	0	0	0	0	0	خړ
burn	0	0	0	0	0	0	0	0	0	0	سوځول
burner	0	0	0	0	0	0	0	0	0	0	سوځونکی
burning	0	0	0	0	0	0	0	0	0	0	سوځول
burnished	0	0	0	0	0	0	0	0	0	0	سوځیدلی
burnout	0	0	0	0	0	0	0	0	0	0	سوځول
burnt	0	0	1	0	0	1	0	0	0	0	سوځول
burr	0	0	0	0	0	0	0	0	0	0	بور
burrow	0	0	0	0	0	0	0	0	0	0	بور
bursary	0	0	0	0	0	0	0	0	0	1	بورسونه
bury	0	0	0	0	0	0	0	1	0	0	ښخ
bus	0	0	0	0	0	0	0	0	0	0	بس
bush	0	0	0	0	0	0	0	0	0	0	بوش
bushel	0	0	0	0	0	0	0	0	0	0	بوشل
bushy	0	0	0	0	0	0	0	0	0	0	بوټي
business	0	0	0	0	0	0	0	0	0	0	کاروبار
buss	0	0	0	0	1	0	1	0	0	0	بس
bust	0	0	0	0	0	0	0	0	0	0	ټوټه
busted	1	0	0	1	0	1	0	0	0	0	ټوټه ټوټه
bustle	0	0	0	0	0	0	0	0	0	0	ګډوډي
bustling	0	0	0	0	0	0	0	0	0	0	ګډوډي
busy	0	0	0	0	0	0	0	0	0	0	بوخت
butane	0	0	0	0	0	0	0	0	0	0	بیوټین
butcher	1	0	1	1	0	1	0	0	0	0	قصاب
butler	0	0	0	0	0	0	1	0	0	1	بټلر
butt	0	0	0	0	0	1	0	0	0	0	بټ
butter	0	0	0	0	0	0	0	0	0	0	مکھن
butterfly	0	0	0	0	0	0	0	0	0	0	تیتلی
buttery	0	0	0	0	0	0	1	0	0	0	غوړ
buttock	0	0	0	0	0	0	0	0	0	0	تڼۍ
button	0	0	0	0	0	0	0	0	0	0	تڼۍ
buttress	0	0	0	0	0	0	0	0	0	0	تڼۍ
buxom	0	0	0	0	0	0	1	0	0	0	بکسوم
buy	0	0	0	0	0	0	0	0	0	0	پېرود
buyer	0	0	0	0	0	0	0	0	0	0	پېرودونکی
buying	0	0	0	0	0	0	0	0	0	0	اخیستل
buzz	0	1	0	1	0	0	1	0	0	0	buzz
buzzed	0	0	0	0	0	1	0	0	0	0	غږ شوی
buzzer	0	0	0	0	0	0	0	0	0	0	بزر
bye	0	1	0	0	0	0	0	0	0	0	د خدای په امان
bygone	0	0	0	0	0	0	0	0	0	0	تیر شوی
bylaw	0	0	0	0	0	0	0	0	0	1	قانون
bystander	0	0	0	0	0	0	0	0	0	0	تمځای
byte	0	0	0	0	0	0	0	0	0	0	بایټ
cab	0	0	0	0	0	0	1	0	0	0	cab
cabal	0	0	0	1	0	1	0	0	0	0	کابل
cabbage	0	0	0	0	0	0	0	0	0	0	کباب
cabin	0	0	0	0	0	0	0	0	0	0	کیبن
cabinet	0	0	0	0	0	0	1	0	0	1	کابینه
cable	0	0	0	0	0	0	0	0	1	0	کیبل
cabriolet	0	0	0	0	0	0	0	0	0	0	cabriolet
cache	0	0	0	0	0	0	0	0	0	0	زیرمه
cacophony	1	0	1	0	0	1	0	0	0	0	کوکوفوني
cad	1	0	1	0	0	1	0	0	0	0	cad
cadaver	0	0	1	1	0	1	0	1	1	0	جسد
caddy	0	0	0	0	0	0	0	0	0	0	کیډی
cadence	0	0	0	0	0	0	0	0	0	0	قالب
cadet	0	0	0	0	0	0	0	0	0	0	کیډیټ
cafe	0	0	0	0	0	0	1	0	0	0	کافې
cage	0	0	0	0	0	1	0	1	0	0	پنجره
cairn	0	0	0	0	0	0	0	0	0	0	کیرن
cake	0	0	0	0	0	0	0	0	0	0	کیک
calamity	0	0	0	0	0	0	0	1	0	0	ناورین
calcareous	0	0	0	0	0	0	0	0	0	0	کلکوونکی
calculate	0	0	0	0	0	0	0	0	0	0	محاسبه کول
calculated	0	0	0	0	0	0	0	0	0	0	حساب شوی
calculating	0	0	0	0	0	1	0	0	0	0	محاسبه کول
calculation	0	1	0	0	0	0	0	0	0	0	محاسبه
calculator	0	0	0	0	0	0	1	0	0	1	محاسبه کوونکی
calculus	0	0	0	0	0	0	0	0	0	0	حساب
calendar	0	0	0	0	0	0	0	0	0	0	تقویم
calender	0	0	0	0	0	0	0	0	0	0	تقویم
calf	0	0	0	0	1	0	1	0	0	1	خوسکي
caliber	0	0	0	0	0	0	0	0	0	0	کالیبر
calibrate	0	0	0	0	0	0	0	0	0	0	اندازه کول
calico	0	0	0	0	0	0	0	0	0	0	کالیکو
calipers	0	0	0	0	0	0	0	0	0	0	کیلیپر
call	0	0	0	0	0	0	0	0	0	0	زنګ وهل
calligraphy	0	0	0	0	0	0	0	0	0	0	خطاطی
calling	0	0	0	0	0	0	0	0	0	0	زنګ وهل
callous	1	0	1	0	0	1	0	0	0	0	سخت
calls	0	1	0	0	0	1	0	0	0	1	زنګونه
calm	0	0	0	0	0	0	1	0	0	0	ارام
calmness	0	0	0	0	0	0	0	0	0	0	سکون
caloric	0	0	0	0	0	0	0	0	0	0	کالوري
calorie	0	0	0	0	0	0	0	0	0	0	کالوري
calorimeter	0	0	0	0	0	0	0	0	0	0	کالوریمیټر
cam	0	0	0	0	0	0	0	0	0	0	کمره
camber	0	0	0	0	0	0	0	0	0	0	کمبر
camel	0	0	0	0	0	0	0	0	0	0	اوښ
cameo	0	0	0	0	0	0	0	0	0	0	کامیو
cameraman	0	0	0	0	0	0	0	0	0	0	کمره مین
camisole	0	0	0	0	0	0	0	0	0	0	کیمیسول
camouflage	0	0	0	0	0	0	0	0	1	0	چاپېریال
camouflaged	0	0	0	0	0	0	0	0	1	0	پټ شوی
camp	0	0	0	0	0	0	0	0	0	0	کمپ
campaign	0	0	0	0	0	0	0	0	0	0	کمپاین
campaigner	0	0	0	0	0	0	0	0	0	0	کمپاین کوونکی
campaigning	1	0	0	1	0	1	0	0	0	0	کمپاین کول
campus	0	0	0	0	0	0	0	0	0	0	کیمپس
canal	0	0	0	0	0	0	0	0	0	0	کانال
canary	0	0	0	0	0	0	1	0	0	0	کانري
cancel	0	0	0	0	0	1	0	1	0	0	لغوه کول
canceling	0	0	0	0	0	0	0	0	0	0	لغوه کول
cancellation	0	0	0	0	0	0	0	0	0	0	لغوه کول
cancer	1	0	1	1	0	1	0	1	0	0	سرطان
candid	0	1	0	0	1	0	1	0	1	1	صادق
candidacy	0	0	0	0	0	0	0	0	0	0	نوماندي
candidate	0	0	0	0	0	0	1	0	0	0	نوماند
candied	0	0	0	0	0	0	1	0	0	0	شیدې
candle	0	0	0	0	0	0	0	0	0	0	شمع
candlelight	0	0	0	0	0	0	0	0	0	0	د شمعې رڼا
candlestick	0	0	0	0	0	0	0	0	0	0	شمع
candor	0	0	0	0	0	0	0	0	0	0	صداقت
candy	0	0	0	0	0	0	0	0	0	0	کینډی
cane	1	0	0	1	0	0	0	0	0	0	کنده
canine	0	0	0	0	0	0	0	0	0	0	غوښه
canister	0	0	0	0	0	0	0	0	0	0	کنستر
canker	1	0	1	0	0	1	0	0	0	0	سرطان
cannibal	0	0	1	1	0	1	0	0	0	0	وژونکي
cannibalism	0	0	1	0	0	1	0	0	0	0	کینبالیزم
canning	0	0	0	0	0	0	0	0	0	0	کیننګ
cannon	1	0	0	1	0	1	0	0	0	0	توپ
canoe	0	0	0	0	0	0	0	0	0	0	کینو
canon	0	0	0	0	0	0	0	0	0	0	canon
canonical	0	0	0	0	0	0	0	0	0	0	اصولي
canons	0	0	0	0	0	0	0	0	0	1	توپونه
canopy	0	0	0	0	0	0	0	0	0	0	چت
canteen	0	0	0	0	0	0	0	0	0	0	کانټین
canterbury	0	0	0	0	0	0	0	0	0	0	کانتربري
cantilever	0	0	0	0	0	0	0	0	0	0	کانټیلیور
canto	0	0	0	0	0	0	0	0	0	0	canto
canton	0	0	0	0	0	0	0	0	0	0	کانتون
canvas	0	0	0	0	0	0	0	0	0	0	کینوس
canvass	0	0	0	0	0	0	0	0	0	0	کینوس
cap	0	1	0	0	0	0	0	0	0	1	خولۍ
capability	0	0	0	0	0	0	0	0	0	0	وړتیا
capable	0	0	0	0	0	0	0	0	0	0	وړ
capacity	0	0	0	0	0	0	0	0	0	0	ظرفیت
cape	0	0	0	0	0	0	0	0	0	0	کیپ
caper	0	0	0	0	0	0	0	0	0	0	کیپر
capillary	0	0	0	0	0	0	0	0	0	0	کیپیلری
capital	0	0	0	0	0	0	0	0	0	0	سرمایه
capitalist	0	0	0	0	0	0	1	0	0	0	سرمایه دار
capitals	0	0	0	0	0	0	0	0	0	0	پلازمینې
capitation	0	0	0	0	0	0	0	0	0	0	سرپوښ
capitol	0	0	0	0	0	0	0	0	0	0	پلازمینه
capitulation	0	0	0	0	0	0	0	0	0	0	تسلیم کول
caprice	0	0	0	0	0	0	0	0	0	0	caprice
capricious	0	0	0	0	0	0	0	0	0	0	مغرور
caps	0	0	0	0	0	0	0	0	0	0	خولۍ
capsule	0	0	0	0	0	0	0	0	0	0	کپسول
captain	0	0	0	0	0	0	1	0	0	0	کپتان
caption	0	0	0	0	0	0	0	0	0	0	سرلیک
captivate	0	1	0	0	1	0	1	0	1	1	جذبول
captivating	0	0	0	0	0	0	1	0	0	0	زړه راښکونکی
captive	0	0	0	1	0	1	0	1	0	0	اسیر
captivity	0	0	0	0	0	1	0	1	0	0	اسیر
captor	0	0	0	1	0	1	0	0	0	0	تښتونکی
capture	0	0	0	0	0	1	0	0	0	0	نیول
car	0	0	0	0	0	0	0	0	0	0	موټر
caramel	0	0	0	0	0	0	0	0	0	0	کارمل
carat	0	0	0	0	0	0	0	0	0	0	کارات
caravan	0	0	0	0	0	0	0	0	0	0	کاروان
carbon	0	0	0	0	0	0	0	0	0	0	کاربن
carcass	0	0	1	1	0	1	0	1	0	0	جسد
carcinoma	0	0	0	1	0	1	0	1	0	0	سرطان
card	0	0	0	0	0	0	0	0	0	0	کارت
cardigan	0	0	0	0	0	0	0	0	0	0	کارتین
cardinal	0	0	0	0	0	0	0	0	0	0	اصلي
cardiomyopathy	0	0	0	1	0	1	0	1	0	0	cardiomyopathy
cards	0	0	0	0	0	0	0	0	0	0	کارتونه
care	0	0	0	0	0	0	0	0	0	0	پاملرنه
career	0	1	0	0	0	0	1	0	0	0	مسلک
careful	0	0	0	0	0	0	1	0	0	0	محتاط
carefully	0	0	0	0	0	0	1	0	0	0	په احتیاط سره
carelessness	1	0	1	0	0	1	0	0	0	0	بې پروايي
caress	0	0	0	0	0	0	1	0	0	0	لاس
caret	0	0	0	0	0	0	0	0	0	0	کارټ
caretaker	0	0	0	0	0	0	1	0	0	1	ساتونکی
cargo	0	0	0	0	0	0	0	0	0	0	کارګو
caribou	0	0	0	0	0	0	0	0	0	0	کاربوو
caricature	0	0	0	0	0	1	0	0	0	0	نقاشي
caries	0	0	1	0	0	1	0	0	0	0	caries
carnage	1	0	1	1	0	1	0	1	1	0	قتل عام
carnal	0	0	0	0	0	1	0	0	0	0	جسمي
carnation	0	0	0	0	0	0	0	0	0	0	کارنیشن
carnivorous	0	0	0	1	0	1	0	0	0	0	غوښه خورونکی
carol	0	0	0	0	1	0	1	0	0	1	کارول
carousel	0	0	0	0	0	0	0	0	0	0	carousel
carpenter	0	0	0	0	0	0	0	0	0	0	ترکاڼ
carriage	0	0	0	0	0	0	0	0	0	0	موټر
carried	0	0	0	0	0	0	0	0	0	0	وړل
carrier	0	0	0	0	0	0	0	0	0	0	وړونکی
carry	0	0	0	0	0	0	0	0	0	0	وړل
carrying	0	0	0	0	0	0	0	0	0	0	وړل
cart	0	0	0	0	0	0	0	0	0	0	کارټ
cartel	0	0	0	0	0	1	0	0	0	0	کارټیل
carter	0	0	0	0	0	0	0	0	0	0	کارتر
cartilage	0	0	0	0	0	0	0	0	0	0	غصه
cartographic	0	0	0	0	0	0	0	0	0	0	کارتوګرافیک
cartography	0	0	0	0	0	0	0	0	0	0	کارتوګرافي
cartoon	0	0	0	0	0	0	0	0	0	0	کارتون
cartouche	0	0	0	0	0	0	0	0	0	0	کارټوچ
cartridge	0	0	0	1	0	0	0	0	0	0	کارتوس
carve	0	0	0	0	0	0	0	0	0	0	نقاشي
carver	0	0	0	0	0	0	0	0	0	0	کارور
carving	0	0	0	0	0	0	0	0	0	0	نقاشي
cascade	0	0	0	0	0	0	1	0	0	0	cascade
case	0	0	0	1	0	1	0	1	0	0	قضیه
casein	0	0	0	0	0	0	0	0	0	0	کیسین
cash	1	1	0	1	1	0	1	0	0	1	نغدي
cashier	0	0	0	0	0	0	0	0	0	1	کیشیر
cashmere	0	0	0	0	0	0	0	0	0	0	کشمیر
casing	0	0	0	0	0	0	0	0	0	0	پوښ
casino	0	0	0	0	0	0	0	0	0	0	کیسینو
cask	0	0	0	0	0	0	0	0	0	0	پیپ
casket	0	0	0	1	0	1	0	1	0	0	تابوت
cast	0	0	0	0	0	0	0	0	0	0	اچول
caste	0	0	0	0	0	1	0	0	0	0	ذات
caster	0	0	0	0	0	0	0	0	0	0	کاسټر
castle	0	0	0	0	0	0	0	0	0	0	محل
castor	0	0	0	0	0	0	0	0	0	0	کاسټر
casual	0	0	0	0	0	0	0	0	0	0	عادي
casually	0	0	0	0	0	0	0	0	0	0	په ناڅاپي ډول
casualty	1	0	0	1	0	1	0	1	0	0	تلفات
cat	0	0	0	0	0	0	0	0	0	0	پیشو
catabolism	0	0	0	0	0	0	0	0	0	0	catabolism
catalog	0	0	0	0	0	0	0	0	0	0	catalog
catalogue	0	0	0	0	0	0	0	0	0	0	catalog
catalysis	0	0	0	0	0	0	0	0	0	0	catalysis
catalytic	0	0	0	0	0	0	0	0	0	0	کټالیټیک
catamaran	0	0	0	0	0	0	0	0	0	0	catamaran
catapult	0	0	0	0	0	0	0	0	0	0	catapult
cataract	0	1	0	1	0	1	0	1	0	0	موتیا
catastrophe	1	0	1	1	0	1	0	1	1	0	ناورین
catch	0	0	0	0	0	0	0	0	1	0	نیول
catching	0	0	0	0	0	0	0	0	0	0	نیول
catechism	0	0	1	0	0	0	0	0	0	0	catechism
categorical	0	0	0	0	0	0	1	0	0	0	کټګوري
category	0	0	0	0	0	0	0	0	0	0	کټګورۍ
cater	0	0	0	0	0	0	1	0	0	0	پوره کول
caterer	0	0	0	0	0	0	0	0	0	0	خوراک کوونکی
caterpillar	0	0	0	0	0	0	0	0	0	0	caterpillar
cates	0	0	0	0	0	0	0	0	0	0	کیټس
cathartic	0	0	0	0	0	0	1	0	0	0	کتارټیک
cathedral	0	0	0	0	1	0	1	0	0	1	کاتډرل
catheter	0	0	0	0	0	1	0	0	0	0	کیتیټر
catnip	0	0	0	0	0	0	0	0	0	0	کینیپ
cattle	0	0	0	0	0	0	0	0	0	0	څاروي
caucus	0	0	0	0	0	0	0	0	0	0	قفقاز
caudal	0	0	0	0	0	0	0	0	0	0	caudal
caulk	0	0	0	0	0	0	0	0	0	0	غوښه
causal	0	0	0	0	0	0	0	0	0	0	لامل
causality	0	0	0	0	0	0	0	0	0	0	لامل
causation	0	0	0	0	0	0	0	0	0	0	لامل
caused	0	0	0	0	0	0	0	0	0	0	لامل شوی
causeway	0	0	0	0	0	0	0	0	0	0	لاره
caution	1	1	0	1	0	1	0	0	0	0	احتیاط
cautionary	0	0	0	1	0	0	0	0	0	0	احتیاطي
cautious	0	1	0	1	0	0	1	0	0	1	محتاط
cautiously	0	0	0	1	0	0	1	0	0	0	په احتیاط سره
cavalry	0	0	0	0	0	0	0	0	0	0	سپاره
cave	0	0	0	0	0	0	0	0	0	0	غار
caveat	0	0	0	0	0	0	0	0	0	0	خبرداری
cavern	0	0	0	0	0	0	0	0	0	0	غار
cavernous	0	0	0	0	0	0	0	0	0	0	غار
cavity	0	0	0	0	0	0	0	0	0	0	غار
cayenne	0	0	0	0	0	0	0	0	0	0	لال مرچ
cease	0	0	0	0	0	0	0	0	0	0	بندول
ceaseless	0	0	0	0	0	0	0	0	0	0	بې دوامه
cede	0	0	0	0	0	1	0	0	0	0	سپارل
ceiling	0	0	0	0	0	0	0	0	0	0	چت
celebrant	0	0	0	0	0	0	0	0	0	0	لمانځونکی
celebrated	0	1	0	0	1	0	1	0	0	0	ولمانځل شو
celebrating	0	1	0	0	1	0	1	0	0	0	لمانځل
celebration	0	1	0	0	1	0	1	0	1	1	جشن
celebrity	1	1	1	0	1	1	1	0	1	1	مشهور شخصیت
celestial	0	1	0	0	1	0	1	0	0	0	آسماني
celibacy	0	0	0	0	0	0	0	0	0	0	برمته
cell	0	0	0	0	0	0	0	0	0	0	حجره
cellar	0	0	0	0	0	0	0	0	0	0	حجره
cellular	0	0	0	0	0	0	0	0	0	0	سیلولر
celluloid	0	0	0	0	0	0	0	0	0	0	سیلولایډ
cement	0	1	0	0	0	0	0	0	0	1	سیمنټ
cemented	0	0	0	0	0	0	0	0	0	0	سیمنټ شوی
cemetery	0	0	0	1	0	1	0	1	0	0	قبرستان
censor	1	0	1	1	0	1	0	0	0	1	سانسور
censure	0	0	0	0	0	1	0	0	0	0	غندل
census	0	0	0	0	0	0	0	0	0	0	سرشمیرنه
cent	0	0	0	0	0	0	0	0	0	0	سینټ
centenary	0	0	0	0	0	0	0	0	0	0	سل کلنه
centennial	0	0	0	0	0	0	0	0	0	0	سل کلن
center	0	0	0	0	0	0	1	0	0	1	مرکز
centimeter	0	0	0	0	0	0	0	0	0	0	سانتي متره
central	0	0	0	0	0	0	0	0	0	0	مرکزي
centrality	0	0	0	0	0	0	0	0	0	0	مرکزيت
centralization	0	0	0	0	0	0	0	0	0	0	مرکزي کول
centralize	0	0	0	0	0	0	0	0	0	0	مرکزي کول
centrally	0	0	0	0	0	0	0	0	0	0	په مرکزي توګه
centrifugal	0	0	0	0	0	0	0	0	0	0	سنټرفیوګل
centrifuge	0	0	0	0	0	0	0	0	0	0	سنټرفیوج
centurion	0	0	0	0	0	0	1	0	0	0	سینچری
century	0	0	0	0	0	0	0	0	0	0	پیړۍ
ceramics	0	0	0	0	0	0	0	0	0	0	سیرامیک
cereal	0	0	0	0	0	0	0	0	0	0	حبوبات
cereals	0	0	0	0	0	0	0	0	0	0	حبوبات
cerebral	0	0	0	0	0	0	1	0	0	0	دماغي
ceremonial	0	0	0	0	0	0	0	0	0	0	رسمی
ceremony	0	0	0	0	1	0	1	0	1	0	مراسم
certainty	0	0	0	0	0	0	1	0	0	0	ډاډ
certificate	0	0	0	0	0	0	0	0	0	0	سند
certify	0	0	0	0	0	0	0	0	0	1	تصدیق کول
cess	0	0	1	0	0	1	0	0	0	0	محصول
cessation	0	0	0	0	0	1	0	0	0	0	بندول
chaff	1	0	0	1	0	1	0	0	0	0	چف
chafing	0	0	0	0	0	1	0	0	0	0	چاغ کول
chagrin	0	0	1	0	0	1	0	1	0	0	خپګان
chain	0	0	0	0	0	0	0	0	0	0	زنځیر
chair	0	0	0	0	0	0	0	0	0	0	څوکۍ
chairman	0	0	0	0	0	0	1	0	0	1	مشر
chairperson	0	0	0	0	0	0	0	0	0	0	رییس
chairwoman	0	0	0	0	0	0	1	0	0	1	رییسه
chaise	0	0	0	0	0	0	0	0	0	0	چل
chalet	0	0	0	0	0	0	0	0	0	0	چلیټ
chalice	0	0	0	0	0	0	0	0	0	0	کاليس
chalk	0	0	0	0	0	0	0	0	0	0	چاک
challenge	1	0	0	1	0	1	0	0	0	0	ننګونه
chamber	0	0	0	0	0	0	0	0	0	0	کوټه
chambers	0	0	0	0	0	0	0	0	0	0	خونې
chameleon	0	0	0	0	0	0	0	0	0	0	چمیلون
champagne	0	0	0	0	0	0	0	0	0	0	شامپاين
champion	0	1	0	0	1	0	1	0	0	1	اتل
chance	0	0	0	0	0	0	0	0	1	0	چانس
chancellor	0	0	0	0	0	0	0	0	0	1	چانسلر
chandelier	0	0	0	0	0	0	0	0	0	0	فانوس
chandler	0	0	0	0	0	0	0	0	0	0	چاندلر
change	0	0	0	1	0	0	0	0	0	0	بدلون
changeable	0	1	0	0	0	0	0	0	1	0	د بدلون وړ
changed	0	0	0	0	0	0	0	0	0	0	بدل شوی
changer	0	0	0	0	0	0	0	0	0	0	بدلون کونکی
changing	0	0	0	0	0	0	0	0	0	0	بدلول
channel	0	0	0	0	0	0	0	0	0	0	چینل
chant	1	1	0	0	1	0	1	0	1	0	نعره
chaos	1	0	0	1	0	1	0	1	0	0	ګډوډي
