English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Lao Word
detector	0	0	0	0	0	0	0	0	0	0	ເຄື່ອງກວດຈັບ
detention	0	0	0	0	0	1	0	1	0	0	ການກັກຂັງ
deter	0	0	0	0	0	0	0	0	0	0	ຂັດຂວາງ
detergent	0	0	0	0	0	0	0	0	0	0	ຜົງຊັກຟອກ
deteriorate	0	0	0	1	0	1	0	1	0	0	ເສື່ອມສະພາບ
deteriorated	0	0	1	0	0	1	0	1	0	0	ຊຸດໂຊມ
deterioration	1	0	1	1	0	1	0	1	0	0	ການເສື່ອມສະພາບ
determinable	0	0	0	0	0	0	0	0	0	0	ກຳນົດໄດ້
determinate	0	1	0	0	0	0	0	0	0	1	ກໍານົດ
determination	0	0	0	0	0	0	1	0	0	1	ຄວາມຕັ້ງໃຈ
determined	0	0	0	0	0	0	1	0	0	0	ກໍານົດ
detest	1	0	1	0	0	1	0	0	0	0	ຊັງ
detonate	0	0	0	1	0	1	0	0	1	0	ລະເບີດ
detonation	1	0	0	0	0	0	0	0	0	0	ການລະເບີດ
detour	0	0	0	0	0	0	0	0	0	0	ທາງອ້ອມ
detract	1	0	0	0	0	1	0	0	0	0	ລົບ​ກວນ
detriment	0	0	0	0	0	1	0	0	0	0	ຄວາມເສຍຫາຍ
detrimental	0	0	0	0	0	1	0	0	0	0	ອັນຕະລາຍ
detritus	0	0	0	0	0	1	0	0	0	0	ໂລກຂໍ້ອັກເສບ
deuce	0	0	0	0	0	0	0	0	0	0	deuce
devastate	1	0	0	1	0	1	0	1	0	0	ທຳລາຍ
devastating	1	0	1	1	0	1	0	1	0	1	ຮ້າຍກາດ
devastation	1	0	0	1	0	1	0	1	1	0	ຄວາມເສຍຫາຍ
develop	0	1	0	0	0	0	1	0	0	0	ພັດທະນາ
developing	0	0	0	0	0	0	0	0	0	0	ພັດທະນາ
development	0	0	0	0	0	0	0	0	0	0	ການພັດທະນາ
deviate	0	0	0	0	0	0	0	0	0	0	ບິດເບືອນ
deviating	0	0	0	0	0	0	0	0	0	0	ບິດເບືອນ
deviation	0	0	0	0	0	0	0	1	0	0	deviation
device	0	0	0	0	0	0	0	0	0	0	ອຸປະກອນ
devil	1	1	1	1	0	1	0	1	0	0	ມານ
devilish	0	0	1	1	0	1	0	0	0	0	ມານຮ້າຍ
devious	0	0	0	0	0	1	0	0	0	0	ຂີ້ຄ້ານ
devise	0	0	0	0	0	0	0	0	0	0	ປະດິດ
devoid	0	0	0	0	0	0	0	0	0	0	ບໍ່ມີ
devolution	0	0	0	0	0	1	0	0	0	0	ການອຸທິດຕົນ
devolve	0	0	0	0	0	0	0	0	0	0	ພັດທະນາ
devote	0	0	0	0	0	0	0	0	0	0	ອຸທິດຕົນ
devotee	0	0	0	0	0	0	0	0	0	0	ອຸທິດຕົນ
devotional	0	0	0	0	0	0	1	0	0	1	ການອຸທິດຕົນ
devour	0	0	0	0	0	1	0	0	0	0	ກັດກິນ
devout	0	1	0	0	1	0	1	0	0	1	ອຸທິດຕົນ
dew	0	0	0	0	0	0	0	0	0	0	ນ້ຳຕົກ
dexter	0	0	0	0	0	0	0	0	0	0	dexter
dexterity	0	0	0	0	0	0	1	0	0	0	ຊໍານິຊໍານານ
dextrose	0	0	0	0	0	0	0	0	0	0	dextrose
diabolical	1	0	1	1	0	1	0	0	0	0	ຮ້າຍກາດ
diagnosis	0	1	0	1	0	1	0	0	0	1	ການວິນິດໄສ
diagnostic	0	0	0	0	0	0	0	0	0	0	ການວິນິດໄສ
diagnostics	0	0	0	0	0	0	0	0	0	0	ການວິນິດໄສ
diagram	0	0	0	0	0	0	0	0	0	0	ແຜນວາດ
dial	0	0	0	0	0	0	0	0	0	0	ໜ້າປັດ
dialect	0	0	0	0	0	0	0	0	0	0	ພາສາ
dialectic	0	0	0	0	0	0	0	0	0	0	ພາສາ
dialogue	0	0	0	0	0	0	0	0	0	0	ສົນທະນາ
diameter	0	0	0	0	0	0	0	0	0	0	ເສັ້ນຜ່າສູນກາງ
diamond	0	0	0	0	1	0	1	0	0	0	ເພັດ
diamonds	0	0	0	0	0	0	0	0	0	0	ເພັດ
diaper	0	0	1	0	0	0	0	0	0	0	ຜ້າອ້ອມ
diaphragm	0	0	0	0	0	0	0	0	0	0	diaphragm
diarrhoea	0	0	1	0	0	0	0	0	0	0	ຖອກທ້ອງ
diary	0	0	0	0	1	0	1	0	0	1	ບັນທຶກປະຈຳວັນ
diatribe	1	0	1	0	0	1	0	0	0	0	ພະຍາດເບົາຫວານ
dice	0	0	0	0	0	0	0	0	0	0	ໝາກເຜັດ
dichotomous	0	0	0	0	0	0	0	0	0	0	dichotomous
dichotomy	0	0	0	0	0	0	0	0	0	0	dichotomy
dictate	0	0	0	0	0	0	0	0	0	0	ກຳນົດ
dictation	0	0	0	0	0	0	0	0	0	0	dictation
dictator	0	0	0	1	0	1	0	0	0	0	dictator
dictatorial	1	0	0	0	0	1	0	0	0	0	ລະບອບຜະເດັດການ
dictatorship	1	1	1	1	0	1	0	1	0	0	ລະບອບຜະເດັດການ
diction	0	0	0	0	0	0	0	0	0	0	ວັດຈະນານຸກົມ
dictionary	0	0	0	0	0	0	1	0	0	1	ວັດ​ຈະ​ນາ​ນຸ​ກົມ
dictum	0	0	0	0	0	0	0	0	0	1	ຄຳເວົ້າ
didactic	0	0	0	0	0	0	1	0	0	0	ສິດສອນ
die	0	0	0	1	0	1	0	1	0	0	ຕາຍ
diet	0	0	0	0	0	0	0	0	0	0	ອາຫານ
dietary	0	1	0	0	0	0	1	0	0	0	ອາຫານ
differ	0	0	0	0	0	0	0	0	0	0	ແຕກຕ່າງກັນ
difference	0	0	0	0	0	0	0	0	0	0	ຄວາມແຕກຕ່າງ
differences	0	0	0	0	0	0	0	0	0	0	ຄວາມແຕກຕ່າງ
differential	0	0	0	0	0	0	0	0	0	1	ຄວາມແຕກຕ່າງ
differentiation	0	0	0	0	0	0	0	0	0	0	ຄວາມແຕກຕ່າງ
differently	0	0	0	0	0	0	0	0	1	0	ແຕກຕ່າງກັນ
differing	0	0	0	0	0	0	0	0	0	0	ແຕກຕ່າງກັນ
difficult	0	0	0	1	0	0	0	0	0	0	ຍາກ
difficulties	0	0	0	0	0	1	0	1	0	0	ຄວາມຫຍຸ້ງຍາກ
difficulty	1	0	0	1	0	1	0	1	0	0	ຄວາມຫຍຸ້ງຍາກ
diffuse	0	0	0	0	0	0	0	0	0	0	ກະ​ຈາຍ
diffusion	0	0	0	0	0	0	0	0	0	0	ການແຜ່ກະຈາຍ
dig	0	0	0	0	0	0	0	0	0	0	ຂຸດ
digest	0	0	0	0	0	0	0	0	0	0	ຍ່ອຍ
digestion	0	0	0	0	0	0	0	0	0	0	ການຍ່ອຍອາຫານ
digit	0	0	0	0	0	0	0	0	0	1	ຕົວເລກ
dignified	0	0	0	0	0	0	1	0	0	0	ມີກຽດ
dignity	0	0	0	0	0	0	1	0	0	1	ກຽດສັກສີ
digress	0	1	0	0	0	1	0	0	0	0	ຄວາມຜິດຫວັງ
digs	0	0	0	0	0	0	0	0	0	0	ຂຸດ
dike	0	0	0	1	0	0	0	0	0	0	ເຂື່ອນ
dilapidated	0	0	1	0	0	1	0	1	0	0	ເສຍຫາຍ
dilatation	0	0	0	0	0	0	0	0	0	0	ການຂະຫຍາຍ
dilation	0	0	0	0	0	0	0	0	0	0	ການຂະຫຍາຍ
dilemma	0	0	0	0	0	0	0	0	0	0	ພາວະວິໄສ
diligence	0	0	0	0	0	0	1	0	0	1	ຄວາມພາກພຽນ
diligent	0	0	0	0	0	0	0	0	0	0	ດຸໝັ່ນ
diluent	0	0	0	0	0	0	0	0	0	0	ເຈືອຈາງ
dilute	0	0	0	0	0	1	0	0	0	0	ເຈືອຈາງ
diluted	0	0	0	0	0	0	0	0	0	0	ເຈືອຈາງ
dilution	0	0	0	0	0	0	0	0	0	0	ການເຈືອຈາງ
dime	0	0	0	0	0	0	0	0	0	0	ນ້ອຍ
dimension	0	0	0	0	0	0	0	0	0	0	ມິຕິ
diminish	0	0	0	0	0	1	0	1	0	0	ຫລຸດລົງ
diminished	0	0	0	0	0	1	0	0	0	0	ຫຼຸດລົງ
diminution	0	0	0	0	0	0	0	0	0	0	ການຫຼຸດຫນ້ອຍລົງ
diminutive	0	0	0	0	0	0	0	0	0	0	ນ້ອຍ
din	0	0	0	0	0	1	0	0	0	0	din
dine	0	0	0	0	0	0	0	0	0	0	ກິນເຂົ້າ
diner	0	0	0	0	0	0	0	0	0	0	ຄ່ໍາ
dinner	0	0	0	0	0	0	1	0	0	0	ຄ່ໍາ
dinosaur	0	0	0	1	0	0	0	0	0	0	ໄດໂນເສົາ
dint	0	0	0	0	0	0	0	0	0	0	ຂີ້ຄ້ານ
diocesan	0	0	0	0	0	0	0	0	0	0	ສັງຄະມົນທົນ
diocese	0	0	0	0	0	0	0	0	0	0	ສັງຄະມົນທົນ
diorama	0	0	0	0	0	0	0	0	0	0	ໄດໂອຣາມາ
dip	0	0	0	0	0	0	0	0	0	0	ຈຸ່ມ
diploma	0	0	0	0	0	0	0	0	0	0	ຊັ້ນສູງ
diplomacy	0	1	0	0	0	0	1	0	0	1	ການ​ທູດ
diplomat	0	0	0	0	0	0	0	0	0	0	ນັກການທູດ
diplomatic	0	0	0	0	0	0	1	0	0	1	ການ​ທູດ
dire	0	0	1	1	0	1	0	1	1	0	ຮ້າຍ​ແຮງ
directed	0	0	0	0	0	0	0	0	0	0	ຊີ້​ນໍາ
direction	0	0	0	0	0	0	0	0	0	0	ທິດ​ທາງ
directly	0	0	0	0	0	0	0	0	0	0	ໂດຍກົງ
director	0	0	0	0	0	0	1	0	0	1	ຜູ້ອໍານວຍການ
directory	0	0	0	0	0	0	0	0	0	0	ໄດເລກະທໍລີ
dirt	0	0	1	0	0	1	0	0	0	0	ຝຸ່ນ
dirty	0	0	1	0	0	1	0	0	0	0	ເປື້ອນ
disability	0	0	0	0	0	1	0	1	0	0	ຄວາມພິການ
disable	0	0	0	1	0	1	0	1	0	0	ປິດການໃຊ້ງານ
disabled	0	0	0	1	0	1	0	1	0	0	ຄົນພິການ
disadvantage	0	0	0	0	0	0	0	0	0	0	ຂໍ້ເສຍ
disaffected	0	0	0	0	0	1	0	0	0	0	ບໍ່ພໍໃຈ
disagree	1	0	0	0	0	1	0	0	0	0	ບໍ່ເຫັນດີ
disagreeable	0	0	0	0	0	0	0	0	0	0	ບໍ່​ເຫັນ​ດີ
disagreeing	1	0	0	0	0	1	0	1	0	0	ບໍ່ເຫັນດີ
disagreement	1	0	0	0	0	1	0	1	0	0	ຄວາມບໍ່ເຫັນດີ
disallow	0	0	0	0	0	0	0	0	0	0	ບໍ່ອະນຸຍາດ
disallowed	1	0	1	1	0	1	0	1	0	0	ບໍ່ອະນຸຍາດ
disappear	0	0	0	1	0	0	0	0	0	0	ຫາຍ​ໄປ
disappearance	0	0	0	0	0	0	0	0	0	0	ການຫາຍຕົວໄປ
disappearing	0	0	0	0	0	0	0	0	0	0	ຫາຍ​ໄປ
disappoint	1	0	1	0	0	1	0	1	0	0	ຜິດຫວັງ
disappointed	1	0	1	0	0	1	0	1	0	0	ຜິດຫວັງ
disappointing	0	0	0	0	0	1	0	1	0	0	ຜິດຫວັງ
disappointment	0	0	1	0	0	1	0	1	0	0	ຄວາມຜິດຫວັງ
disapproval	0	0	0	0	0	1	0	1	0	0	ການບໍ່ອະນຸມັດ
disapprove	1	0	1	1	0	1	0	1	0	0	ບໍ່ອະນຸມັດ
disapproved	1	0	0	0	0	1	0	1	0	0	ບໍ່ອະນຸມັດ
disapproving	1	0	1	0	0	1	0	1	0	0	ບໍ່ອະນຸມັດ
disarm	0	0	0	0	0	0	0	0	0	0	ປົດອາວຸດ
disarray	0	0	0	0	0	0	0	0	0	0	ຄວາມແຕກແຍກ
disaster	1	0	1	1	0	1	0	1	1	0	ໄພພິບັດ
disastrous	1	0	0	1	0	1	0	1	0	0	ໄພພິບັດ
disband	0	0	0	0	0	0	0	0	0	0	disband
disbelief	0	0	0	0	0	0	0	0	0	0	ຄວາມບໍ່ເຊື່ອຖື
disbelieve	0	0	0	0	0	1	0	0	0	0	ບໍ່​ເຊື່ອ
disburse	0	0	0	0	0	0	0	0	0	0	ເບີກຈ່າຍ
disbursement	0	0	0	0	0	0	0	0	0	0	ການ​ເບີກ​ຈ່າຍ
disc	0	0	0	0	0	0	0	0	0	0	ແຜ່ນ
discarded	0	0	0	0	0	0	0	0	0	0	ຍົກເລີກ
discards	0	0	0	0	0	1	0	0	0	0	ຖິ້ມ
discern	0	0	0	0	0	0	0	0	0	0	ແນມເບິ່ງ
discernible	0	0	0	0	0	0	0	0	0	0	ແນມເຫັນ
discerning	0	0	0	0	0	0	0	0	0	0	ແນມເບິ່ງ
discernment	0	0	0	0	0	0	0	0	0	0	ສະຕິປັນຍາ
discharge	0	0	0	0	0	1	0	0	0	0	ລົງຂາວ
disciple	0	0	0	0	0	0	0	0	0	1	ສານຸສິດ
discipline	0	0	0	1	0	1	0	0	0	0	ລະບຽບວິໄນ
disclaim	1	0	1	0	0	1	0	0	0	1	ປະຕິເສດ
disclaimer	0	0	0	0	0	0	0	0	0	0	ການປະຕິເສດຄວາມຮັບຜິດຊອບ
disclose	0	0	0	0	0	0	0	0	0	0	ເປີດເຜີຍ
disclosed	0	0	0	0	0	0	0	0	0	1	ເປີດເຜີຍ
disclosure	0	0	0	0	0	0	0	0	0	0	ການເປີດເຜີຍ
discoloration	0	0	1	0	0	1	0	0	0	0	ການປ່ຽນສີ
discolored	0	0	1	0	0	1	0	1	0	0	ປ່ຽນສີ
discomfort	0	0	0	0	0	1	0	1	0	0	ຄວາມບໍ່ສະບາຍ
disconnect	0	0	0	0	0	1	0	1	0	0	ຕັດການເຊື່ອມຕໍ່
disconnected	0	0	0	0	0	1	0	1	0	0	ຕັດການເຊື່ອມຕໍ່
disconnection	0	0	0	0	0	1	0	0	0	0	ຕັດການເຊື່ອມຕໍ່
discontent	1	0	1	1	0	1	0	1	0	0	ຄວາມບໍ່ພໍໃຈ
discontinuance	0	0	0	0	0	0	0	0	0	0	ການຢຸດເຊົາ
discontinue	0	0	0	0	0	1	0	0	0	0	ຢຸດ
discontinuity	0	0	1	1	0	1	0	1	0	0	ຄວາມບໍ່ຕໍ່ເນື່ອງ
discontinuous	0	0	0	0	0	0	0	0	0	0	ບໍ່ຕໍ່ເນື່ອງ
discord	1	0	1	0	0	1	0	0	0	0	ຄວາມຂັດແຍ້ງ
discount	0	0	0	0	0	0	0	0	0	0	ສ່ວນຫຼຸດ
discounted	0	0	0	0	0	0	0	0	0	0	ສ່ວນຫຼຸດ
discourage	0	0	0	1	0	1	0	1	0	0	ທໍ້
discouraged	0	0	0	0	0	0	0	0	0	0	ທໍ້ຖອຍໃຈ
discouragement	0	0	0	0	0	1	0	0	0	0	ທໍ້
discourse	0	0	0	0	0	0	0	0	0	0	ການສົນທະນາ
discover	0	0	0	0	0	0	0	0	0	0	ຄົ້ນພົບ
discovery	0	0	0	0	0	0	1	0	0	0	ການຄົ້ນພົບ
discredit	0	0	0	0	0	1	0	0	0	0	ຄວາມ​ເສຍ​ຫາຍ
discreet	0	1	0	0	0	0	1	0	0	0	ສຸຂຸມ
discrepancy	0	0	0	0	0	0	0	0	0	0	ຄວາມແຕກຕ່າງ
discrete	0	0	0	0	0	0	0	0	0	0	ແຍກກັນ
discretion	0	1	0	0	0	0	1	0	0	1	ການຕັດສິນໃຈ
discretionary	0	0	0	0	0	0	1	0	0	0	ການຕັດສິນໃຈ
discriminate	1	0	0	0	0	1	0	1	0	0	ຈໍາແນກ
discriminating	0	0	1	0	0	1	0	0	0	0	ຈໍາ​ແນກ
discrimination	1	0	1	1	0	1	0	1	0	0	ການຈໍາແນກ
discus	0	0	0	0	0	0	0	0	0	0	ແຜ່ນດິດ
discuss	0	0	0	0	0	0	0	0	0	0	ສົນທະນາ
discussion	0	0	0	0	0	0	1	0	0	0	ການສົນທະນາ
disdain	1	0	1	0	0	1	0	0	0	0	ດູຖູກ
disease	1	0	1	1	0	1	0	1	0	0	ພະຍາດ
diseased	0	0	1	1	0	1	0	1	0	0	ເປັນພະຍາດ
disembodied	0	0	0	1	0	1	0	1	0	0	disembodied
disengage	0	0	0	0	0	0	0	0	0	0	ປົດ
disengagement	0	0	0	0	0	1	0	0	0	0	ການ​ປົດ​ປ່ອຍ
disfigured	1	0	1	1	0	1	0	1	0	0	ເສຍ​ຮູບ
disgrace	1	0	1	0	0	1	0	1	0	0	ຄວາມອັບອາຍ
disgraced	1	0	1	0	0	1	0	1	0	0	ອັບອາຍຂາຍໜ້າ
disgraceful	1	0	1	0	0	1	0	0	0	0	ໜ້າກຽດ
disgruntled	1	0	1	0	0	1	0	1	0	0	ບໍ່ພໍໃຈ
disguise	0	0	0	0	0	0	0	0	0	0	ປອມຕົວ
disguised	0	0	0	0	0	0	0	0	0	0	ປອມຕົວ
disgust	1	0	1	1	0	1	0	1	0	0	ກຽດຊັງ
disgusting	1	0	1	1	0	1	0	0	0	0	ໜ້າກຽດຊັງ
dish	0	0	0	0	0	0	0	0	0	0	ຈານ
disheartened	0	0	0	0	0	1	0	1	0	0	ເສົ້າໃຈ
disheartening	0	0	0	0	0	1	0	1	0	0	ເສົ້າໃຈ
dishonest	1	0	1	0	0	1	0	1	0	0	ບໍ່ຊື່ສັດ
dishonesty	0	0	1	0	0	1	0	0	0	0	ຄວາມບໍ່ຊື່ສັດ
dishonor	1	0	1	1	0	1	0	1	0	0	ກຽດສັກສີ
disillusionment	1	0	1	0	0	1	0	1	0	0	ຄວາມຫຼົງໄຫຼ
disinfect	0	0	0	0	0	0	0	0	0	0	ຂ້າເຊື້ອ
disinfectant	0	0	0	0	0	0	0	0	0	0	ຢາຂ້າເຊື້ອໂລກ
disinfection	0	0	0	0	0	0	1	0	0	0	ການຂ້າເຊື້ອ
disinformation	1	0	0	1	0	1	0	0	0	0	ຂໍ້ມູນທີ່ບໍ່ຖືກຕ້ອງ
disingenuous	0	0	1	0	0	1	0	0	0	0	ບໍ່​ສັດ​ຊື່
disintegrate	0	0	1	1	0	1	0	0	0	0	ແຕກ​ແຍກ
disintegration	0	0	0	0	0	1	0	0	0	0	ການແຕກແຍກ
disinterested	0	0	0	0	0	1	0	0	0	0	ບໍ່ສົນໃຈ
disjoint	0	0	0	0	0	0	0	0	0	0	ບໍ່ຕິດກັນ
disjointed	0	0	0	0	0	0	0	0	0	0	ບໍ່ຕິດກັນ
disjunctive	0	0	0	0	0	0	0	0	0	0	ແຕກແຍກ
disk	0	0	0	0	0	0	0	0	0	0	ແຜ່ນ
diskette	0	0	0	0	0	0	0	0	0	0	ແຜ່ນດິດ
dislike	1	0	1	0	0	1	0	0	0	0	ບໍ່ມັກ
disliked	1	0	0	0	0	1	0	1	0	0	ບໍ່ມັກ
dislocated	1	0	1	1	0	1	0	1	0	0	ເຄື່ອນຍ້າຍ
dislocation	0	0	0	0	0	0	0	0	0	0	ການເຄື່ອນທີ່
dislodge	0	0	0	0	0	0	0	0	0	0	dislodge
dismal	0	0	1	1	0	1	0	1	0	0	ຕົກໃຈ
dismay	1	1	0	1	0	1	0	1	1	0	ຕົກໃຈ
dismemberment	0	0	1	1	0	1	0	1	0	0	ການ​ຕັດ​ສະ​ມາ​ຊິກ​
dismiss	0	0	0	0	0	0	0	0	0	0	ຍົກ​ເລີກ
dismissal	1	0	1	1	0	1	0	1	1	0	ການໄລ່ອອກ
dismount	0	0	0	0	0	0	0	0	0	0	ຫຼຸດ​ລົງ
disobedience	1	0	1	0	0	1	0	0	0	0	ການບໍ່ເຊື່ອຟັງ
disobedient	1	0	0	0	0	1	0	0	0	0	ບໍ່ເຊື່ອຟັງ
disobey	1	0	1	0	0	1	0	0	0	0	ບໍ່ເຊື່ອຟັງ
disorder	0	0	0	1	0	1	0	0	0	0	ຄວາມບໍ່ເປັນລະບຽບ
disorderly	0	0	0	0	0	1	0	0	0	0	ບໍ່ເປັນລະບຽບ
disorganized	0	0	0	0	0	1	0	0	0	0	ບໍ່ເປັນລະບຽບ
disparage	1	0	1	0	0	1	0	1	0	0	ດູຖູກ
disparaging	1	0	1	0	0	1	0	1	0	0	ດູຖູກ
disparate	0	0	0	0	0	0	0	0	0	0	ແຕກຕ່າງກັນ
disparity	1	0	1	0	0	1	0	1	0	0	ຄວາມ​ແຕກ​ຕ່າງ
dispassionate	0	0	0	0	0	1	0	1	0	0	ທໍ້ຖອຍໃຈ
dispatch	0	0	0	0	0	0	0	0	0	0	ຈັດສົ່ງ
dispel	0	0	0	0	0	1	0	1	0	0	ຂັບໄລ່
dispensation	0	0	0	0	0	0	0	0	0	0	ການ​ໃຊ້​ເວ​ລາ​
dispense	0	0	0	0	0	0	0	0	0	0	ແຈກຢາຍ
disperse	0	0	0	0	0	0	0	0	0	0	ກະແຈກກະຈາຍ
dispersed	0	0	0	0	0	0	0	0	0	0	ກະແຈກກະຈາຍ
dispersion	0	0	0	0	0	1	0	0	0	0	ກະແຈກກະຈາຍ
displace	0	0	0	0	0	1	0	0	0	0	ຍົກຍ້າຍ
displaced	1	0	0	1	0	0	0	1	0	0	ຍົກຍ້າຍ
displacement	0	0	0	0	0	0	0	0	0	0	ການຍົກຍ້າຍ
display	0	0	0	0	0	0	0	0	0	0	ຈໍສະແດງຜົນ
displeased	1	0	1	1	0	1	0	1	0	0	ບໍ່ພໍໃຈ
displeasure	0	0	1	0	0	1	0	0	0	0	ຄວາມບໍ່ພໍໃຈ
disposal	0	0	0	0	0	1	0	0	0	0	ການກໍາຈັດ
dispose	0	0	1	0	0	0	0	0	0	0	ຖິ້ມ
disposed	0	1	0	0	0	0	1	0	0	1	ກຳຈັດ
disposition	0	0	0	0	0	0	0	0	0	0	ທ່າທາງ
dispossessed	1	0	0	1	0	1	0	1	0	0	ຂັບໄລ່
disprove	0	0	0	0	0	0	0	0	0	0	ປະຕິເສດ
dispute	1	0	0	0	0	1	0	0	0	0	ຂໍ້ຂັດແຍ່ງ
disqualification	0	0	0	0	0	1	0	0	0	0	ຂາດຄຸນສົມບັດ
disqualified	1	0	1	0	0	1	0	1	0	0	ຂາດຄຸນສົມບັດ
disqualify	0	0	0	0	0	1	0	1	0	0	ຕັດສິດ
disregard	0	0	0	0	0	1	0	0	0	0	ບໍ່ສົນໃຈ
disregarded	0	0	1	0	0	1	0	0	0	0	ບໍ່ສົນໃຈ
disreputable	1	0	1	1	0	1	0	0	0	0	ຂາດຊື່ສຽງ
disrepute	0	0	0	0	0	0	0	0	0	0	ຂັດຂ້ອງ
disrespect	1	0	0	0	0	1	0	0	0	0	ຄວາມບໍ່ເຄົາລົບ
disrespectful	1	0	1	1	0	1	0	1	0	0	ບໍ່ເຄົາລົບ
disruption	1	0	0	1	0	1	0	0	1	0	ການຂັດຂວາງ
dissatisfaction	0	0	0	0	0	1	0	0	0	0	ຄວາມບໍ່ພໍໃຈ
dissatisfied	0	0	0	0	0	0	0	0	0	0	ບໍ່ພໍໃຈ
dissect	0	0	0	0	0	0	0	0	0	0	ຜ່າຕັດ
dissection	0	0	1	0	0	0	0	0	0	0	ຜ່າຕັດ
disseminate	0	0	0	0	0	0	1	0	0	0	ເຜີຍແຜ່
dissemination	0	0	0	0	0	0	0	0	0	0	ການເຜີຍແຜ່
dissension	1	0	0	0	0	1	0	0	0	0	ຄວາມແຕກແຍກ
dissent	0	0	0	0	0	0	0	0	0	0	ຄັດຄ້ານ
dissenting	0	0	0	0	0	1	0	0	0	0	ຄັດຄ້ານ
dissertation	0	0	0	0	0	0	0	0	0	0	ສາຂາວິຊາ
disservice	1	0	1	0	0	1	0	1	0	0	ການ​ບໍ​ລິ​ການ​
dissident	1	0	0	1	0	1	0	0	0	0	ຜູ້ຄັດຄ້ານ
dissimilar	0	0	0	0	0	0	0	0	0	0	ຄ້າຍຄືກັນ
dissipate	0	0	0	0	0	0	0	0	0	0	ຫາຍ​ໄປ
dissipated	0	0	0	0	0	0	0	0	0	0	ຫາຍ​ໄປ
dissociation	0	0	0	0	0	0	0	0	0	0	ຄວາມແຕກແຍກ
dissolution	1	0	0	1	0	1	0	1	1	0	ການລະລາຍ
dissolve	0	0	0	0	0	0	0	0	0	0	ລະລາຍ
dissonance	1	0	0	0	0	1	0	0	0	0	ຄວາມແຕກແຍກ
dissuade	0	0	0	0	0	0	0	0	0	0	ຫ້າມ
distal	0	0	0	0	0	0	0	0	0	0	ປາຍ
distance	0	0	0	0	0	0	0	0	0	0	ໄລຍະທາງ
distant	0	0	0	0	0	0	0	0	0	0	ຫ່າງໄກ
distaste	0	0	1	0	0	1	0	0	0	0	ຄວາມບໍ່ພໍໃຈ
distasteful	0	0	1	0	0	1	0	0	0	0	ຮ້າຍ​ແຮງ
distillate	0	0	0	0	0	0	0	0	0	0	ກັ່ນ
distillation	0	0	0	0	0	0	1	0	0	0	ການກັ່ນ
distinction	0	0	0	0	0	0	1	0	0	0	ຄວາມແຕກຕ່າງ
distinctive	0	0	0	0	0	0	0	0	0	0	ໂດດເດັ່ນ
distinguish	0	0	0	0	0	0	0	0	0	0	ຈໍາ​ແນກ
distinguishable	0	0	0	0	0	0	0	0	0	0	ແຍກໄດ້
distinguished	0	0	0	0	0	0	0	0	0	0	ໂດດເດັ່ນ
distinguishing	0	0	0	0	0	0	0	0	0	0	ຈໍາ​ແນກ
distorted	0	0	1	0	0	1	0	0	0	0	ບິດເບືອນ
distortion	0	0	0	0	0	1	0	0	0	0	ການບິດເບືອນ
distract	0	0	0	0	0	1	0	0	0	0	ລົບກວນ
distracted	1	0	0	0	0	1	0	0	0	0	ລົບກວນ
distracting	1	1	0	0	0	1	0	0	0	0	ລົບກວນ
distraction	0	0	0	0	0	1	0	0	0	0	ສິ່ງລົບກວນ
distraught	0	0	0	0	0	1	0	1	0	0	ທໍ້ຖອຍໃຈ
distress	1	0	1	1	0	1	0	1	1	0	ຄວາມ​ຫຍຸ້ງ​ຍາກ
distressed	0	0	0	1	0	1	0	0	0	0	ທຸກ​ຍາກ
distressing	1	0	0	1	0	1	0	0	0	0	ໂສກເສົ້າ
distribute	0	0	0	0	0	0	0	0	0	0	ແຈກ​ຢາຍ
distribution	0	0	0	0	0	0	0	0	0	0	ການ​ແຜ່​ກະ​ຈາຍ​
district	0	0	0	0	0	0	0	0	0	0	ເມືອງ
distrust	1	0	1	1	0	1	0	0	0	0	ຄວາມບໍ່ໄວ້ວາງໃຈ
disturbance	1	0	0	1	0	1	0	1	1	0	ລົບກວນ
disturbed	1	0	0	0	0	1	0	1	0	0	ຖືກລົບກວນ
disuse	0	0	0	0	0	1	0	0	0	0	ຫ້າມໃຊ້
disused	1	0	0	0	0	1	0	0	0	0	disused
ditch	0	0	0	0	0	0	0	0	0	0	ຮ່ອງ
ditto	0	0	0	0	0	0	0	0	0	0	ເຊັ່ນດຽວກັນ
ditty	0	0	0	0	1	0	1	0	0	0	ບິດ
diurnal	0	0	0	0	0	0	0	0	0	0	ວັນເວລາ
divan	0	0	0	0	0	0	0	0	0	1	ສະຫວັນ
dive	0	0	0	0	0	0	0	0	0	0	ດຳນ້ຳ
diver	0	0	0	0	0	0	0	0	0	0	ນັກດຳນ້ຳ
diverge	0	0	0	0	0	0	0	0	0	0	ແຍກ
divergence	0	0	0	0	0	0	0	0	0	0	ຄວາມແຕກຕ່າງ
divergent	0	0	0	0	0	1	0	0	1	0	ຄວາມແຕກຕ່າງ
diverging	0	0	0	0	0	0	0	0	0	0	ຄວາມແຕກຕ່າງ
divers	0	0	0	0	0	0	0	0	0	0	ນັກດຳນ້ຳ
diverse	0	0	0	0	0	1	1	0	0	0	ຫຼາກຫຼາຍຊະນິດ
