English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Irish Word
commence	0	0	0	0	0	0	0	0	0	0	tús
commend	0	0	0	0	0	0	1	0	0	0	moladh
commendable	0	0	0	0	1	0	1	0	0	1	inmholta
commensurate	0	0	0	0	0	0	0	0	0	0	ar comhréir
comment	0	0	0	0	0	0	0	0	0	0	trácht
commentary	0	0	0	0	0	0	0	0	0	0	tráchtaireacht
commentator	0	0	0	0	0	0	1	0	0	0	tráchtaire
commerce	0	0	0	0	0	0	0	0	0	1	tráchtáil
commercial	0	0	0	0	0	0	0	0	0	0	tráchtála
commissary	0	0	0	0	0	0	0	0	0	0	coimisinéir
commission	0	0	0	0	0	0	0	0	0	1	coimisiún
commissioner	0	0	0	0	0	0	0	0	0	0	coimisinéir
commit	0	0	0	0	0	0	0	0	0	0	tiomantas
committal	0	0	0	0	0	1	0	1	0	0	cimiú
committed	0	0	0	0	0	0	1	0	0	1	tiomanta
committee	0	0	0	0	0	0	0	0	0	1	coiste
commodity	0	0	0	0	0	0	0	0	0	0	tráchtearra
commodore	0	0	0	0	0	0	1	0	0	1	comadóir
common	0	0	0	0	0	0	0	0	0	0	coitianta
commonly	0	0	0	0	0	0	0	0	0	0	coitianta
commonplace	0	1	0	0	0	0	0	0	0	1	coitianta
commons	0	0	0	0	0	0	0	0	0	0	coimín
commonwealth	0	0	0	0	0	0	1	0	0	1	comhlathas
commotion	1	0	0	0	0	1	0	0	0	0	trócaire
commune	0	0	0	0	0	0	0	0	0	0	cumann
communicable	0	0	0	0	0	0	0	0	0	0	cumarsáideach
communicate	0	0	0	0	0	0	1	0	0	1	cumarsáid
communication	0	0	0	0	0	0	0	0	0	1	cumarsáide
communicative	0	0	0	0	0	0	1	0	0	0	cumarsáideach
communion	0	0	0	0	1	0	1	0	0	1	comaoineach
communism	1	0	0	1	0	1	0	1	0	0	cumannachas
communist	0	0	0	0	0	1	0	0	0	0	cumannach
community	0	0	0	0	0	0	1	0	0	0	pobail
commutation	0	0	0	0	0	0	1	0	0	0	comaitéireacht
commutative	0	0	0	0	0	0	0	0	0	0	cómhalartach
commute	0	0	0	0	0	0	1	0	0	0	comaitéireacht
commuter	0	0	0	0	0	0	0	0	0	0	comaitéireachta
compact	0	0	0	0	0	0	0	0	0	1	dlúth
compaction	0	0	0	0	0	0	0	0	0	0	dhlúthú
compactness	0	0	0	0	0	0	0	0	0	0	dhlúthacht
companion	0	0	0	0	1	0	1	0	0	1	chompánach
companionship	0	0	0	0	0	0	0	0	0	0	comhluadar
company	0	0	0	0	0	0	0	0	0	0	cuideachta
comparable	0	0	0	0	0	0	0	0	0	0	inchomparáide
comparative	0	0	0	0	0	0	0	0	0	0	comparáideach
comparatively	0	0	0	0	0	0	0	0	0	0	i gcomparáid
comparison	0	0	0	0	0	0	0	0	0	0	comparáid
compartment	0	0	0	0	0	0	0	0	0	0	urrann
compass	0	0	0	0	0	0	0	0	0	1	compás
compassion	0	0	0	1	0	0	1	0	0	0	comhbhá
compassionate	0	0	0	0	0	0	1	0	0	0	atruacha
compatibility	0	0	0	0	0	0	1	0	0	0	comhoiriúnacht
compatible	0	0	0	0	0	0	1	0	0	0	luí
compel	0	0	0	0	0	0	0	0	0	0	iallach
compelled	0	0	0	0	0	0	0	0	0	0	iallach
compelling	0	0	0	0	0	0	1	0	0	0	láidir
compendium	0	0	0	0	0	0	0	0	0	0	achoimre
compensate	0	1	0	0	1	0	1	0	1	1	cúiteamh
compensation	0	0	0	0	0	0	0	0	0	0	cúiteamh
compensatory	0	0	0	0	0	0	1	0	0	0	cúiteach
competence	0	0	0	0	0	0	1	0	0	1	inniúlacht
competency	0	0	0	0	0	0	1	0	0	1	inniúlacht
competent	0	0	0	0	0	0	1	0	0	1	inniúil
competition	0	1	0	0	0	1	0	0	0	0	iomaíocht
competitive	0	0	0	0	0	0	0	0	0	0	iomaíoch
competitor	0	0	0	0	0	0	0	0	0	0	iomaitheoir
compilation	0	0	0	0	0	0	0	0	0	0	tiomsú
compile	0	0	0	0	0	0	0	0	0	0	tiomsú
complacency	0	0	0	0	0	0	1	0	0	0	bogásach
complacent	0	0	0	0	0	0	0	0	0	0	bogásach
complain	1	0	0	0	0	1	0	1	0	0	gearán
complaint	1	0	0	0	0	1	0	0	0	0	gearán
complement	0	1	0	0	1	0	1	0	1	1	comhlánú
complementary	0	0	0	0	0	0	1	0	0	0	comhlántach
completed	0	0	0	0	0	0	0	0	0	0	críochnaithe
completely	0	0	0	0	0	0	1	0	0	0	go hiomlán
completeness	0	0	0	0	0	0	1	0	0	0	iomláine
completing	0	1	0	0	1	0	1	0	0	0	ag comhlánú
completion	0	1	0	0	1	0	1	0	0	0	críochnú
complex	0	0	0	0	0	0	0	0	0	0	casta
complexed	0	0	0	0	0	1	0	0	0	0	casta
complexion	0	0	0	0	0	0	0	0	0	0	casta
complexity	0	0	0	0	0	1	0	0	0	0	castacht
compliance	0	0	0	0	0	0	1	0	0	1	comhlíonadh
compliant	0	0	0	0	0	0	1	0	0	0	géilliúil
complicate	1	0	0	0	0	1	0	0	0	0	casta
complicated	0	0	0	0	0	1	0	0	0	0	achrannach
complication	0	0	0	0	0	1	0	0	0	0	casta
complicity	0	0	0	0	0	1	1	0	0	0	casta
compliment	0	1	0	0	1	0	1	0	1	1	moladh
comply	0	0	0	0	0	0	0	0	0	0	géilleadh
complying	0	0	0	0	0	0	0	0	0	0	ag comhlíonadh
compo	0	0	0	0	0	0	0	0	0	0	compo
component	0	0	0	0	0	0	0	0	0	0	comhpháirt
compose	0	0	0	0	0	0	0	0	0	0	cum
composed	0	0	0	0	0	0	1	0	0	0	comhdhéanta
composer	0	0	0	0	0	0	1	0	0	0	cumadóir
composite	0	0	0	0	0	0	0	0	0	0	ilchodach
composition	0	0	0	0	0	0	0	0	0	0	comhdhéanamh
compost	0	0	1	0	0	1	0	0	0	0	múirín
composure	0	0	0	0	0	0	1	0	0	0	cumadóireacht
compound	0	0	0	0	0	0	0	0	0	0	cumaisc
comprehend	0	0	0	0	0	0	1	0	0	0	a thuiscint
comprehension	0	0	0	0	0	0	0	0	0	0	tuiscint
comprehensive	0	0	0	0	0	0	1	0	0	0	cuimsitheach
compress	1	0	0	0	0	0	0	0	0	0	comhbhrú
compressed	0	0	0	0	0	0	0	0	0	0	comhbhrúite
compressible	0	0	0	0	0	0	0	0	0	0	comhbhrúite
compression	0	0	0	0	0	0	0	0	0	0	comhbhrú
comprise	0	0	0	0	0	0	0	0	0	0	comhdhéanta
compromise	0	0	0	0	0	0	0	0	0	0	comhréiteach
comptroller	0	0	0	0	0	0	0	0	0	1	rialtóir
compulsion	1	0	0	0	0	1	0	0	0	0	éigeantas
compulsory	0	0	0	0	0	1	0	0	0	0	éigeantach
computable	0	0	0	0	0	0	0	0	0	0	ináirithe
computation	0	0	0	0	0	0	0	0	0	0	ríomh
compute	0	0	0	0	0	0	0	0	0	0	ríomh
computer	0	0	0	0	0	0	0	0	0	0	ríomhaire
comrade	0	0	0	0	0	0	1	0	0	1	comrádaí
con	0	0	0	0	0	0	0	0	0	0	con
concatenation	0	0	0	0	0	0	0	0	0	0	comhghaol
concave	0	0	0	0	0	0	0	0	0	0	cuasach
conceal	0	0	0	0	0	1	0	1	0	0	ceilt
concealed	0	1	0	1	0	1	0	0	1	0	folaithe
concealment	1	1	0	1	0	1	0	0	0	0	ceilt
conceit	0	0	0	0	0	1	0	0	0	0	comaoin
conceited	0	0	0	0	0	1	0	0	0	0	comaoineach
conceivable	0	0	0	0	0	0	0	0	0	0	shamhlú
concentrate	0	0	0	0	0	0	0	0	0	0	díriú
concentration	0	0	0	0	0	0	0	0	0	0	tiúchan
concentric	0	0	0	0	0	0	1	0	0	0	comhlárnacha
conception	0	0	0	0	0	0	0	0	0	0	gcoimpeart
concern	0	0	0	0	0	0	0	0	0	0	imní
concerned	0	0	0	1	0	0	0	1	0	0	i gceist
concert	0	0	0	0	0	0	0	0	0	0	ceolchoirm
concession	0	0	0	0	0	0	0	0	0	0	lamháltas
concessional	0	0	0	0	0	0	0	0	0	0	lamháltais
concierge	0	0	0	0	0	0	0	0	0	0	concierge
conciliation	0	0	0	0	1	0	1	0	0	1	comhréiteach
concise	0	0	0	0	0	0	0	0	0	0	gonta
conclave	0	0	0	0	0	0	0	0	0	0	conclave
conclude	0	0	0	0	0	0	0	0	0	0	chonclúid
concluding	0	0	0	0	0	0	1	0	0	0	conclúid
conclusion	0	0	0	0	0	0	0	0	0	0	conclúid
concoction	0	0	0	0	0	0	0	0	0	0	concoction
concomitant	0	0	0	0	0	0	0	0	0	0	comhchéimneach
concord	0	0	0	0	0	0	1	0	0	1	comhaontas
concordance	0	0	0	0	0	0	1	0	0	1	comhréir
concours	0	0	0	0	0	0	0	0	0	0	comhrianta
concourse	0	0	0	0	0	0	0	0	0	0	comhthionól
concrete	0	0	0	0	0	0	0	0	0	0	coincréit
concurrence	0	0	0	0	0	0	0	0	0	0	comhthoil
concurrent	0	0	0	0	0	0	0	0	0	0	comhthráthach
concurring	0	0	0	0	0	0	0	0	0	0	comhthoil
concussion	1	0	0	0	0	1	0	1	0	0	concussion
condemn	1	0	0	0	0	1	0	0	0	0	cáineadh
condemnation	1	1	1	1	0	1	0	1	0	0	cáineadh
condensation	0	0	0	0	0	0	0	0	0	0	comhdhlúthú
condensed	0	0	0	0	0	0	0	0	0	0	comhdhlúite
condescending	0	0	0	0	0	1	0	0	0	0	condescending
condescension	1	0	1	0	0	1	0	1	0	0	condescension
condiment	0	0	0	0	0	0	0	0	0	0	conistine
condition	0	0	0	0	0	0	0	0	0	0	riocht
conditional	0	0	0	0	0	0	0	0	0	0	coinníollach
conditionally	0	0	0	0	0	0	0	0	0	0	go coinníollach
conditioned	0	0	0	0	0	0	0	0	0	0	riochtaithe
conditions	0	0	0	0	0	0	0	0	0	0	coinníollacha
condolence	0	0	0	0	0	0	1	1	0	0	comhbhrón
condone	0	0	0	0	0	0	1	0	0	0	géilleadh
conducive	0	0	0	0	0	0	1	0	0	0	fabhrach
conduct	0	0	0	0	0	0	0	0	0	0	iompar
conduction	0	0	0	0	0	0	0	0	0	0	seoladh
conductivity	0	0	0	0	0	0	1	0	0	0	seoltacht
conductor	0	0	0	0	0	0	0	0	0	0	seoltóir
conduit	0	0	0	0	0	0	0	0	0	0	seoladán
cone	0	0	0	0	0	0	0	0	0	0	cón
confederate	0	0	0	0	0	0	1	0	0	1	cómharsain
confederation	0	0	0	0	0	0	0	0	0	0	cónaidhm
confer	0	0	0	0	0	0	0	0	0	0	tabhairt
conference	0	0	0	0	0	0	0	0	0	0	comhdháil
confess	0	0	0	0	0	1	1	0	0	1	admháil
confession	0	1	0	1	0	1	0	1	1	0	admháil
confessional	0	0	0	1	0	0	0	0	0	1	faoistineach
confessions	0	0	0	0	0	0	0	0	0	0	faoistiní
confide	0	0	0	0	0	0	0	0	0	1	mhuinín
confidence	0	0	0	1	1	0	1	0	0	1	muinín
confident	0	0	0	0	1	0	1	0	0	1	muiníneach
confidential	0	0	0	0	0	0	0	0	0	1	faoi rún
confidentially	0	0	0	0	0	0	0	0	0	1	faoi rún
configuration	0	0	0	0	0	0	0	0	0	0	cumraíocht
confine	1	0	0	1	0	1	0	1	0	0	teoranta
confined	1	0	1	1	0	1	0	1	0	0	teoranta
confinement	1	0	0	1	0	1	0	1	0	0	luí seoil
confines	0	0	0	0	0	0	0	0	0	0	teoranta
confirm	0	0	0	0	0	0	0	0	0	0	deimhnigh
confirmation	0	0	0	0	0	0	0	0	0	1	daingniú
confirmatory	0	0	0	0	0	0	0	0	0	0	deimhnitheach
confirmed	0	0	0	0	0	0	1	0	0	1	dheimhnigh
confiscate	1	0	0	0	0	1	0	1	0	0	choigistiú
confiscation	0	0	0	0	0	1	0	0	0	0	coigistiú
conflagration	1	0	0	1	0	1	0	0	0	0	conflagration
conflict	1	0	0	1	0	1	0	1	0	0	coimhlint
conflicting	0	0	0	0	0	1	0	0	0	0	coimhlint
confluence	0	0	0	0	0	0	0	0	0	0	cumar
conformance	0	0	0	0	0	0	1	0	0	0	comhlíonta
conformation	0	0	0	0	0	0	0	0	0	0	comhréir
conformity	0	0	0	0	0	0	0	0	0	1	comhréireacht
confound	0	0	0	0	0	1	0	0	0	0	mearbhall
confounded	0	0	0	0	0	1	0	0	0	0	confounded
confront	1	0	0	0	0	0	0	0	0	0	aghaidh a thabhairt
confuse	0	0	0	0	0	1	0	0	0	0	mearbhall
confusion	1	0	0	1	0	1	0	0	0	0	mearbhall
congenial	0	0	0	0	0	0	1	0	0	0	congenach
congenital	0	0	0	0	0	0	0	0	0	0	ó bhroinn
congestion	0	0	0	0	0	1	0	0	0	0	brú tráchta
conglomerate	0	0	0	0	0	0	0	0	0	1	ilchuideachta
conglomeration	0	0	0	0	0	0	0	0	0	0	ilchuideachta
congratulatory	0	0	0	0	1	0	1	0	0	0	comhghairdeachas
congregate	0	0	0	0	0	0	0	0	0	0	comhchruinnigh
congregation	0	0	0	0	0	0	1	0	0	1	comhthionól
congress	0	0	1	0	0	0	0	0	0	1	comhdháil
congressional	0	0	0	0	0	0	0	0	0	0	comhdháil
congressman	0	0	0	0	0	0	0	0	0	1	comhghairdeachas
congruence	0	0	0	0	0	0	1	0	0	1	comhthreomhaireacht
conic	0	0	0	0	0	0	0	0	0	0	cónúil
conical	0	0	0	0	0	0	0	0	0	0	cónúil
conjecture	0	1	0	0	0	0	0	0	0	0	tuairimíocht
conjugal	0	0	0	0	0	0	0	0	0	0	conjugal
conjugate	0	0	0	0	0	0	0	0	0	0	comhchuingeach
conjugation	0	0	0	0	0	0	0	0	0	0	conjugation
conjunction	0	0	0	0	0	0	0	0	0	0	gcomhar
conjunctive	0	0	0	0	0	0	0	0	0	0	comhchuingeach
conjure	0	1	0	0	0	0	0	0	1	0	conjure
conjuring	0	0	0	0	0	1	0	0	0	0	conjuring
connect	0	0	0	0	0	0	0	0	0	0	ceangal
connected	0	0	0	0	0	0	0	0	0	0	ceangailte
connection	0	0	0	0	0	0	0	0	0	0	nasc
connective	0	0	0	0	0	0	0	0	0	1	nascach
connoisseur	0	0	0	0	1	0	1	0	0	1	connoisseoir
conquer	0	0	0	0	0	0	0	0	0	0	conquer
conqueror	0	0	0	0	0	0	0	0	0	0	conqueror
conquest	1	0	0	1	0	1	0	0	0	0	concas
conscience	0	0	0	0	0	0	1	0	0	1	coinsias
conscientious	0	0	0	0	0	0	1	0	0	1	coinsiasach
consciousness	0	0	0	0	0	0	1	0	0	0	Chonaic
conscription	0	0	0	0	0	0	0	0	0	0	coinscríobh
consecration	0	1	0	0	1	0	1	1	0	1	coisrigeadh
consecutive	0	0	0	0	0	0	0	0	0	0	as a chéile
consent	0	0	0	0	0	0	0	0	0	0	toiliú
consenting	0	0	0	0	0	0	0	0	0	0	toilithe
consequence	0	0	0	0	0	0	0	0	0	0	iarmhairt
consequent	0	1	0	0	0	0	0	0	0	0	iarmhartach
conservation	0	1	0	0	0	0	1	0	0	1	caomhnú
conservatism	0	0	0	0	0	0	0	0	0	0	coimeádachas
conservative	0	0	0	0	0	0	0	0	0	0	coimeádach
conservatory	0	0	0	0	0	0	0	0	0	0	grianán
conserve	0	0	0	0	0	0	1	0	0	0	chaomhnú
considerable	0	0	0	0	0	0	1	0	0	0	suntasach
considerate	0	0	0	0	0	0	1	0	0	1	tuisceanach
consignee	0	0	0	0	0	0	0	0	0	0	coinsíní
consignment	0	0	0	0	0	0	0	0	0	0	coinsíneacht
consistency	0	0	0	0	0	0	1	0	0	1	comhsheasmhacht
consistent	0	0	0	0	0	0	0	0	0	0	comhsheasmhach
consolation	0	0	0	0	0	0	0	0	0	0	sólás
console	0	0	0	0	0	0	1	1	0	0	consól
consolidate	0	0	0	0	0	0	0	0	0	0	chomhdhlúthú
consolidation	0	0	0	0	0	0	0	0	0	0	comhdhlúthú
consonant	0	0	0	0	0	0	1	0	0	0	consan
consort	0	0	0	0	0	0	0	0	0	1	cómharsain
conspicuous	0	0	0	0	0	0	0	0	0	0	feiceálach
conspiracy	0	0	0	1	0	0	0	0	0	0	comhcheilg
conspirator	1	1	1	1	0	1	0	0	0	0	comhcheilg
conspire	0	0	0	1	0	1	0	0	0	0	comhcheilg
constable	0	0	0	0	0	0	0	0	0	1	constábla
constancy	0	0	0	0	0	0	1	0	0	1	seasmhacht
constant	0	0	0	0	0	0	1	0	0	1	tairiseach
constantly	0	0	0	0	0	0	0	0	0	1	i gcónaí
constellation	0	0	0	0	0	0	0	0	0	0	réaltbhuíon
consternation	1	0	0	1	0	1	0	0	0	0	conspóid
constipation	0	0	1	0	0	1	0	0	0	0	constipation
constituent	0	0	0	0	0	0	0	0	0	0	comhábhar
constituents	0	0	0	0	0	0	0	0	0	0	comhábhair
constitute	0	0	0	0	0	0	0	0	0	1	ionann
constitution	0	0	0	0	0	0	0	0	0	0	bunreacht
constitutional	0	0	0	0	0	0	1	0	0	1	bunreachtúil
constitutionality	0	0	0	0	0	0	0	0	0	0	bunreachtúlacht
constrain	0	0	0	1	0	1	0	0	0	0	srian
constrained	0	0	0	0	0	1	0	0	0	0	srianta
constraint	1	0	0	1	0	1	0	1	0	0	srian
construct	0	0	0	0	0	0	1	0	0	0	thógáil
construction	0	0	0	0	0	0	0	0	0	0	tógála
construe	0	0	0	0	0	0	0	0	0	0	fhorléiriú
consul	0	0	0	0	0	0	0	0	0	1	consal
consult	0	0	0	0	0	0	0	0	0	1	dul i gcomhairle
consultation	0	0	0	0	0	0	0	0	0	0	comhairliúchán
consume	0	0	0	0	0	0	0	0	0	0	ithe
consuming	0	0	0	0	0	0	0	0	0	0	ag caitheamh
consummate	0	0	0	0	0	0	1	0	0	0	consummate
consummation	0	0	0	0	0	0	0	0	0	0	consummation
consumption	0	0	0	0	0	0	0	0	0	0	caitheamh
contact	0	0	0	0	0	0	1	0	0	0	teagmháil
contagion	0	1	1	1	0	1	0	0	0	0	contagion
contagious	0	0	1	1	0	1	0	0	0	0	tógálach
containment	0	0	0	0	0	0	0	0	0	0	srianadh
contaminate	0	0	1	0	0	1	0	0	0	0	éilliú
contaminated	0	0	1	1	0	1	0	1	0	0	éillithe
contamination	0	0	1	0	0	1	0	0	0	0	éilliú
contemplate	0	0	0	0	0	0	0	0	0	0	machnamh
contemplation	0	0	0	0	0	0	1	0	0	0	machnaimh
contemplative	0	0	0	0	0	0	0	0	0	0	machnamhach
contemporaneous	0	0	0	0	0	0	0	0	0	0	comhaimseartha
contemporary	0	0	0	0	0	0	0	0	0	0	comhaimseartha
contempt	1	0	1	1	0	1	0	0	0	0	díspeagadh
contemptible	1	0	1	0	0	1	0	0	0	0	suarach
contemptuous	1	0	0	0	0	1	0	0	0	0	díspeagadh
contending	0	0	0	0	0	0	0	0	0	0	ag argóint
content	0	0	0	0	1	0	1	0	0	1	ábhar
contention	0	0	0	0	0	0	0	0	0	0	spairne
contentious	1	0	1	1	0	1	0	0	0	0	conspóideach
contents	0	0	0	0	0	0	0	0	0	0	ábhar
context	0	0	0	0	0	0	0	0	0	0	comhthéacs
contiguous	0	0	0	0	0	0	0	0	0	0	tadhlach
continence	0	0	0	0	0	0	0	0	0	0	leanúnachas
continent	0	0	0	0	0	0	0	0	0	0	mór-roinn
continental	0	0	0	0	0	0	0	0	0	0	ilchríochach
contingency	0	0	0	0	0	0	0	0	0	0	teagmhais
contingent	0	1	0	0	0	0	0	0	0	0	teagmhasach
continual	0	0	0	0	0	0	0	0	0	0	leanúnach
continually	0	0	0	0	0	0	0	0	0	0	go leanúnach
continuance	0	0	0	0	0	0	0	0	0	0	leanúnachas
continuation	0	1	0	0	0	0	0	0	0	0	leanúint
continue	0	1	0	0	0	0	1	0	0	1	leanúint ar aghaidh
continued	0	0	0	0	0	0	0	0	0	0	ar lean
continuing	0	0	0	0	0	0	0	0	0	0	ag leanúint
continuity	0	0	0	0	0	0	0	0	0	0	leanúnachas
continuous	0	0	0	0	0	0	0	0	0	0	leanúnach
continuously	0	0	0	0	0	0	0	0	0	0	leanúnach
contour	0	0	0	0	0	0	1	0	0	0	comhrian
contraband	1	0	1	1	0	1	0	0	0	0	contrabhanna
contract	0	0	0	0	0	0	0	0	0	0	conradh
contracted	0	0	0	0	0	1	0	0	0	0	conraithe
contractile	0	0	0	0	0	0	0	0	0	0	conarthach
contracting	0	0	0	0	0	0	0	0	0	0	conarthach
contraction	0	0	0	0	0	0	0	0	0	0	crapadh
contradict	1	0	0	0	0	1	0	0	0	0	contrártha
contradiction	0	0	0	0	0	1	0	0	0	0	contrártha
contradictory	0	0	0	0	0	1	0	0	0	0	contrártha
contrary	0	0	0	0	0	1	0	0	0	0	contrártha
contrast	0	0	0	0	0	0	0	0	0	0	codarsnacht
contrasted	0	0	0	0	0	1	0	0	0	0	codarsnachta
contravene	0	0	0	0	0	1	0	0	0	0	sárú
contravention	0	0	0	0	0	1	0	0	0	0	sárú
contribute	0	0	0	0	0	0	1	0	0	0	cur
contributor	0	0	0	0	0	0	1	0	0	1	ranníocóir
contrived	0	0	0	0	0	0	0	0	0	0	suarach
control	0	0	0	0	0	0	0	0	0	0	smacht
controversial	1	0	0	0	0	1	0	0	0	0	conspóideach
controversy	0	0	0	0	0	1	0	0	0	0	chonspóid
conundrum	0	0	0	0	0	0	0	0	0	0	achrann
convalescent	0	0	0	0	0	0	0	0	0	0	téarnamh
convection	0	0	0	0	0	0	0	0	0	0	comhiompar
convene	0	0	0	0	0	0	0	0	0	0	thionól
convenience	0	0	0	0	0	0	1	0	0	0	áise
conveniences	0	0	0	0	0	0	0	0	0	0	áiseanna
convenient	0	0	0	0	0	0	1	0	0	0	áisiúil
convent	0	0	0	0	0	0	1	0	0	1	chlochar
convention	0	0	0	0	0	0	1	0	0	0	coinbhinsiun
conventional	0	0	0	0	0	0	0	0	0	0	traidisiúnta
converge	0	0	0	0	0	0	0	0	0	0	coinbhéirseach
convergence	0	1	0	0	0	0	0	0	0	0	cóineasú
convergent	0	0	0	0	0	0	0	0	0	0	coinbhéirseach
conversant	0	0	0	0	0	0	1	0	0	0	eolasach
conversation	0	0	0	0	0	0	0	0	0	0	comhrá
conversational	0	0	0	0	0	0	1	0	0	0	comhráiteach
converse	0	0	0	0	0	0	0	0	0	0	comhrá
conversing	0	0	0	0	0	0	0	0	0	0	ag comhrá
conversion	0	0	0	0	0	0	0	0	0	0	comhshó
convert	0	0	0	0	0	0	1	0	0	0	thiontú
converted	0	0	0	0	0	0	0	0	0	0	tiontaithe
convertible	0	0	0	0	0	0	0	0	0	0	inchomhshóite
convex	0	0	0	0	0	0	0	0	0	0	dronnach
convexity	0	0	0	0	0	0	0	0	0	0	convexity
convey	0	0	0	0	0	0	0	0	0	0	iompar
conveyance	0	0	0	0	0	0	0	0	0	0	tíolacas
conveyancing	0	0	0	0	0	0	0	0	0	1	tíolacadh
convict	1	0	1	1	0	1	0	1	0	0	ciontú
conviction	0	0	0	0	0	1	0	0	0	0	ciontú
convince	0	1	0	0	0	0	1	0	0	1	Cuir ina luí air
convinced	0	0	0	0	0	0	0	0	0	1	diongbháilte
convincing	0	0	0	0	0	0	0	0	0	1	diongbháilte
convocation	0	0	0	0	0	0	0	0	0	0	comhghairm
convoluted	0	0	0	0	0	0	0	0	0	0	convoluted
convolution	0	0	0	0	0	0	0	0	0	0	convolution
convoy	0	0	0	0	0	0	0	0	0	0	conmhaigh
coo	0	0	0	0	0	0	0	0	0	0	cú
cook	0	0	0	0	0	0	0	0	0	0	cócaire
cookery	0	0	0	0	0	0	0	0	0	0	cócaireachta
cooking	0	0	0	0	0	0	0	0	0	0	ag cócaireacht
cool	0	0	0	0	0	0	1	0	0	0	fionnuar
cooler	0	0	0	0	0	0	0	0	0	0	níos fuaire
cooling	0	0	0	0	0	0	0	0	0	0	fuaraithe
coolness	0	0	0	0	0	0	1	0	0	0	fuaras
coop	1	0	1	0	0	1	0	0	0	0	coop
cooperate	0	0	0	0	0	0	1	0	0	0	comhoibriú
cooperating	0	0	0	0	0	0	1	0	0	1	ag comhoibriú
cooperation	0	0	0	0	0	0	1	0	0	1	comhar
cooperative	0	0	0	0	0	0	1	0	0	1	comharchumann
coordinate	0	0	0	0	0	0	0	0	0	0	chomhordú
cop	0	0	0	1	0	0	0	0	0	1	póite
copious	0	0	0	0	0	0	0	0	0	0	go leor
copper	0	0	0	0	0	0	0	0	0	0	copar
copy	0	0	0	0	0	1	0	0	0	0	cóip
copycat	1	0	1	0	0	1	0	0	0	0	cóipchait
copying	0	0	0	0	0	0	0	0	0	0	ag cóipeáil
copyright	0	0	0	0	0	0	0	0	0	0	cóipcheart
coral	0	0	0	0	0	0	0	0	0	0	coiréil
cord	0	0	0	0	0	0	0	0	0	0	corda
cordon	0	0	0	0	0	0	0	0	0	0	cordon
corduroy	0	0	0	0	0	0	0	0	0	0	corduroy
core	0	0	0	0	0	0	1	0	0	0	croí
cork	0	0	0	0	0	0	0	0	0	0	corc
corkscrew	0	0	0	0	0	0	0	0	0	0	corcscrew
corn	0	0	0	0	0	0	0	0	0	0	arbhar
cornea	0	0	0	0	0	0	0	0	0	0	coirne
corner	0	0	0	0	0	0	0	0	0	0	cúinne
cornet	0	0	0	0	0	0	0	0	0	0	cornet
cornice	0	0	0	0	0	0	0	0	0	0	coirnis
cornstarch	0	0	0	0	0	0	0	0	0	0	stáirse arbhair
corollary	0	0	0	0	0	0	0	0	0	0	Atoradh
corona	0	0	0	0	0	0	0	0	0	0	coróin
coronation	0	0	0	0	1	0	1	0	0	1	chorónú
coroner	0	0	0	0	0	1	0	0	0	0	cróinéir
corporal	0	0	0	0	0	1	0	0	0	0	corpartha
corporate	0	0	0	0	0	0	0	0	0	0	corparáideach
corporation	0	0	0	0	0	0	1	0	0	1	corparáid
corporeal	0	0	0	0	0	0	1	0	0	0	corparach
corps	0	0	0	0	0	0	0	0	0	0	cór
corpse	0	0	1	0	0	1	0	1	0	0	corp
corpus	0	0	0	0	0	0	0	0	0	0	corpas
corral	0	0	0	0	0	0	0	0	0	0	corral
correction	0	0	0	0	0	1	0	0	0	0	ceartúchán
corrective	0	0	0	0	0	0	1	0	0	0	ceartaitheach
correctness	0	0	0	0	0	0	0	0	0	1	cirte
correlation	0	0	0	0	0	0	0	0	0	0	comhghaol
correlative	0	0	0	0	0	0	0	0	0	0	comhghaol
correspond	0	0	0	0	0	0	0	0	0	0	comhfhreagras
correspondence	0	1	0	0	0	0	1	0	0	0	comhfhreagras
correspondent	0	0	0	0	0	0	0	0	0	0	comhfhreagraí
corridor	0	0	0	0	0	0	0	0	0	0	dorchla
corroborate	0	0	0	0	0	0	1	0	0	1	daingnigh
corroboration	0	0	0	0	0	0	0	0	0	1	comhthac
corrosion	0	0	0	0	0	1	0	0	0	0	creimeadh
corrosive	0	0	0	1	0	1	0	0	0	0	creimneach
corrupt	0	0	0	0	0	1	0	0	0	0	truaillithe
corrupting	1	0	1	1	0	1	0	1	0	0	truaillithe
corruption	0	0	1	0	0	1	0	0	0	0	caimiléireacht
corse	0	0	0	0	0	0	0	1	0	0	cors
corset	0	0	0	0	0	0	0	0	0	0	cóirséad
cortex	0	0	0	0	0	0	0	0	0	0	cortex
cortical	0	0	0	0	0	0	0	0	0	0	cortical
corvette	0	0	0	0	0	0	0	0	0	0	corvette
cosmetic	0	0	0	0	0	0	0	0	0	0	cosmaideacha
cosmetics	0	0	0	0	0	0	0	0	0	0	cosmaidí
cosmic	0	0	0	0	0	0	0	0	0	0	chosmach
cosmology	0	0	0	0	0	0	0	0	0	0	cosmeolaíocht
cosmopolitan	0	0	0	0	0	0	1	0	0	1	cosmopolitan
cosmos	0	0	0	0	0	0	0	0	0	0	cosmos
cost	0	0	0	0	0	0	0	0	0	0	costas
