English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Dutch Word
beset	0	0	0	0	0	0	0	0	0	0	belaagd
bestial	0	0	1	1	0	1	0	0	0	0	beestachtig
bestow	0	0	0	0	0	0	0	0	0	0	schenken
bet	0	0	0	0	0	0	0	0	0	0	inzet
betray	1	0	1	0	0	1	0	1	1	0	verraden
betrayal	1	0	1	0	0	1	0	1	0	0	bedrog
betrothed	0	1	0	0	1	0	1	0	0	1	verloofde
betterment	0	0	0	0	0	0	1	0	0	0	verbetering
betting	0	0	0	0	0	0	0	0	0	0	wedden
betty	0	0	0	0	0	0	0	0	0	0	betty
bevel	0	0	0	0	0	0	0	0	0	0	schuine kant
beverage	0	0	0	0	0	0	1	0	0	0	drank
bevy	0	0	0	0	0	0	0	0	0	0	schare
beware	0	1	0	1	0	1	0	0	0	0	pas op
bewildered	0	0	0	1	0	1	0	0	1	0	verbijsterd
bewilderment	0	0	0	1	0	0	0	0	1	0	verbijstering
bias	1	0	0	0	0	1	0	0	0	0	vooroordeel
biased	0	0	0	0	0	1	0	0	0	0	bevooroordeeld
bib	0	0	0	0	0	0	0	0	0	0	slabbetje
biblical	0	0	0	0	0	0	1	0	0	0	bijbels
bibliography	0	0	0	0	0	0	0	0	0	0	bibliografie
bickering	1	0	1	0	0	1	0	0	0	0	gekibbel
bicolor	0	0	0	0	0	0	0	0	0	0	tweekleurig
bicycle	0	0	0	0	0	0	0	0	0	0	fiets
bid	0	0	0	0	0	0	0	0	0	0	bod
bidder	0	0	0	0	0	0	0	0	0	0	bieder
bidding	0	0	0	0	0	0	0	0	0	0	bieden
biennial	0	1	0	0	0	0	0	0	0	0	tweejaarlijks
bier	0	0	0	1	0	1	0	1	0	0	lijkbaar
bifurcation	0	0	0	0	0	0	0	0	0	0	bifurcatie
big	0	0	0	0	0	0	0	0	0	0	groot
bigot	1	0	1	1	0	1	0	0	0	0	onverdraagzame
bigoted	1	0	1	1	0	1	0	1	0	0	onverdraagzaam
bike	0	0	0	0	0	0	0	0	0	0	fiets
bilateral	0	0	0	0	0	0	0	0	0	0	bilateraal
bilayer	0	0	0	0	0	0	0	0	0	0	dubbellaags
bile	1	0	1	0	0	1	0	0	0	0	gal
bilge	0	0	0	0	0	0	0	0	0	0	bilge
bilingual	0	0	0	0	0	0	1	0	0	0	tweetalig
bill	0	0	0	0	0	0	0	0	0	0	rekening
billet	0	0	0	0	0	0	0	0	0	0	knuppel
billiards	0	0	0	0	0	0	0	0	0	0	biljart
billion	0	0	0	0	0	0	0	0	0	0	miljard
billy	0	0	0	0	0	0	0	0	0	0	Billy
bimonthly	0	0	0	0	0	0	0	0	0	0	tweemaandelijks
bin	0	0	0	0	0	0	0	0	0	0	bin
binary	0	0	0	0	0	0	0	0	0	0	binair
bind	0	0	0	0	0	0	0	0	0	0	binden
bindery	0	0	0	0	0	0	0	0	0	0	binderij
binding	0	0	0	0	0	0	0	0	0	0	verbindend
bing	0	0	0	0	0	0	0	0	0	0	bing
binocular	0	0	0	0	0	0	0	0	0	0	verrekijker
binoculars	0	0	0	0	0	0	0	0	0	0	verrekijker
binomial	0	0	0	0	0	0	0	0	0	0	binomiaal
biogenesis	0	0	0	0	0	0	0	0	0	0	biogenese
biographer	0	0	0	0	0	0	0	0	0	0	biograaf
biography	0	0	0	0	0	0	0	0	0	0	biografie
biology	0	0	0	0	0	0	0	0	0	0	biologie
biopsy	0	0	0	1	0	1	0	0	0	0	biopsie
biosphere	0	0	0	0	0	0	0	0	0	0	biosfeer
bipartite	0	0	0	0	0	0	0	0	0	0	bipartiete
birch	1	0	1	1	0	1	0	0	0	0	berk
bird	0	0	0	0	0	0	0	0	0	0	vogel
birth	0	1	0	1	1	0	1	0	0	1	geboorte
birthday	0	1	0	0	1	0	1	0	1	0	verjaardag
birthplace	1	0	0	0	0	1	0	0	0	0	geboorteplaats
birthright	0	0	0	0	0	0	0	0	0	0	geboorterecht
bis	0	0	0	0	0	0	0	0	0	0	bis
bishop	0	0	0	0	0	0	0	0	0	0	bisschop
bison	0	0	0	0	0	0	0	0	0	0	bizon
bit	0	0	0	0	0	0	0	0	0	0	beetje
bitch	1	0	1	1	0	1	0	1	0	0	teef
bite	0	0	0	0	0	1	0	0	0	0	beet
bitterly	1	0	1	0	0	1	0	1	0	0	bitter
bitterness	1	0	1	0	0	1	0	1	0	0	bitterheid
bitumen	0	0	0	0	0	0	0	0	0	0	bitumen
biweekly	0	0	0	0	0	0	0	0	0	0	tweewekelijks
bizarre	0	0	0	0	0	1	0	0	1	0	bizar
blackberry	0	0	0	0	0	0	0	0	0	0	braambes
blackboard	0	0	0	0	0	0	0	0	0	0	schoolbord
blackjack	0	0	0	0	0	1	0	0	0	0	blackjack
blackmail	1	0	0	1	0	1	0	0	0	0	chantage
blackness	0	0	0	1	0	1	0	1	0	0	zwartheid
blacksmith	0	0	0	0	0	0	0	0	0	0	smid
bladder	0	0	0	0	0	0	0	0	0	0	blaas
blade	0	0	0	0	0	0	0	0	0	0	blad
blame	1	0	1	0	0	1	0	0	0	0	schuld geven
blameless	0	0	0	0	0	0	1	0	0	0	onberispelijk
bland	0	0	0	0	0	1	0	0	0	0	flauw
blank	0	0	0	0	0	0	0	0	0	0	blanco
blanket	0	0	0	0	0	0	0	0	0	1	deken
blasphemous	1	0	1	0	0	1	0	0	0	0	godslasterlijk
blasphemy	1	0	0	0	0	1	0	0	0	0	godslastering
blast	1	0	0	1	0	1	0	0	1	0	ontploffing
blatant	1	0	1	0	0	1	0	0	0	0	schaamteloos
blather	0	0	0	0	0	1	0	0	0	0	blather
blaze	1	0	0	0	0	1	0	0	0	0	vlam
blazing	0	0	0	0	0	0	0	0	0	0	laaiend
bleach	0	0	0	0	0	0	0	0	0	0	bleekmiddel
bleak	0	0	0	0	0	1	0	1	0	0	kil
bleeding	0	0	1	1	0	1	0	1	0	0	bloeden
blemish	1	0	1	1	0	1	0	1	0	0	smet
blend	0	0	0	0	0	0	0	0	0	0	mengen
blending	0	0	0	0	0	0	0	0	0	0	mengen
bless	0	1	0	0	1	0	1	0	0	1	zegenen
blessed	0	0	0	0	1	0	1	0	0	0	gezegend
blessing	0	1	0	0	1	0	1	0	0	1	zegening
blessings	0	1	0	0	1	0	1	0	1	1	zegeningen
blight	0	0	1	1	0	1	0	1	0	0	vloek
blighted	0	0	1	0	0	1	0	1	0	0	verwoest
blinded	0	0	0	0	0	1	0	0	0	0	verblind
blindfold	0	1	0	1	0	0	0	0	1	0	blinddoek
blindfolded	0	0	0	0	0	0	0	0	0	0	geblinddoekt
blindly	0	0	0	0	0	1	0	1	0	0	blindelings
blindness	0	0	0	0	0	1	0	1	0	0	blindheid
blink	0	0	0	0	0	0	0	0	0	0	knipperen
bliss	0	0	0	0	1	0	1	0	0	0	gelukzaligheid
blissful	0	0	0	0	1	0	1	0	0	0	gelukzalig
blister	0	0	1	0	0	1	0	0	0	0	blaar
blitz	0	0	0	0	0	0	0	0	1	0	blitz
blizzard	0	0	0	0	0	0	0	0	0	0	sneeuwstorm
bloated	0	0	1	0	0	1	0	0	0	0	opgezwollen
blob	0	0	1	1	0	1	0	0	0	0	klodder
block	0	0	0	0	0	0	0	0	0	0	blok
blockade	1	0	0	1	0	1	0	1	0	0	blokkade
blond	0	0	0	0	0	0	0	0	0	0	blond
blood	0	0	0	0	0	0	0	0	0	0	bloed
bloodhound	0	0	0	0	0	0	0	0	0	0	bloedhond
bloodless	0	0	0	0	0	0	1	0	0	0	bloedeloos
bloodshed	1	0	1	1	0	1	0	1	1	0	bloedvergieten
bloodthirsty	1	0	1	1	0	1	0	0	0	0	bloeddorstig
bloody	1	0	1	1	0	1	0	1	0	0	verdomd
bloom	0	1	0	0	1	0	1	0	0	1	bloeien
blossom	0	0	0	0	1	0	1	0	0	0	bloesem
blot	0	0	0	0	0	1	0	0	0	0	vlek
blouse	0	0	0	0	0	0	0	0	0	0	blouse
blower	0	0	0	0	0	1	0	0	0	0	blazer
blowing	0	0	0	0	0	0	0	0	0	0	blazen
blown	0	0	0	0	0	0	0	0	0	0	opgeblazen
blowout	0	0	0	0	0	1	0	0	0	0	uitblazen
blue	0	0	0	0	0	0	0	1	0	0	blauw
blues	0	0	0	1	0	1	0	1	0	0	blues
bluff	0	0	0	0	0	1	0	0	0	0	bluffen
bluish	0	0	0	0	0	0	0	0	0	0	blauwachtig
blunder	0	0	1	0	0	1	0	1	0	0	blunder
blunt	0	0	0	0	0	0	0	0	0	0	stomp
blur	0	0	0	0	0	1	0	0	0	0	vervagen
blurred	0	0	0	0	0	1	0	0	0	0	vervaagd
blush	0	0	0	0	0	1	0	0	0	0	blozen
blushing	0	0	0	0	0	0	0	0	0	0	blozen
boa	0	0	0	0	0	0	0	0	0	0	boa
boar	0	0	0	0	0	0	0	0	0	0	zwijn
board	0	1	0	0	0	0	0	0	0	0	bord
boarder	0	0	0	0	0	0	0	0	0	0	kostganger
boarding	0	0	0	0	0	0	0	0	0	0	instappen
boards	0	0	0	0	0	0	0	0	0	0	borden
boast	0	0	0	0	0	1	1	0	0	0	opscheppen
boasting	0	0	0	0	0	1	0	0	0	0	opscheppen
boat	0	0	0	0	0	0	0	0	0	0	boot
boating	0	0	0	0	0	0	0	0	0	0	varen
bobbin	0	0	0	0	0	0	0	0	0	0	spoel
bode	0	0	0	0	0	0	0	0	0	0	voorspel
bodice	0	0	0	0	0	0	0	0	0	0	lijfje
bodily	0	0	0	0	0	0	0	0	0	0	lichamelijk
body	0	0	0	0	0	0	0	0	0	0	lichaam
bodyguard	0	0	0	0	0	0	1	0	0	1	lijfwacht
bog	0	0	0	0	0	1	0	0	0	0	moeras
bogus	1	0	1	0	0	1	0	0	0	0	nep
boil	0	0	1	0	0	1	0	0	0	0	B' olie
boiler	0	0	0	0	0	0	0	0	0	0	boiler
boilerplate	0	0	0	0	0	1	0	0	0	0	standaardtekst
boiling	0	0	0	0	0	0	0	0	0	0	kokend
boisterous	1	1	0	0	1	1	1	0	0	0	onstuimig
bold	0	0	0	0	0	0	1	0	0	0	vetgedrukt
boldness	0	0	0	0	0	0	1	0	0	0	vrijmoedigheid
bolster	0	0	0	0	0	0	1	0	0	0	versterken
bolt	0	0	0	0	0	0	0	0	0	0	bout
bolus	0	0	0	0	0	0	0	0	0	0	bolus
bomb	1	0	0	1	0	1	0	1	1	0	bom
bombard	1	0	0	1	0	1	0	0	0	0	bombarderen
bombardment	1	0	0	1	0	1	0	0	0	0	bombardement
bombed	0	0	1	0	0	1	0	0	0	0	gebombardeerd
bomber	0	0	0	1	0	0	0	1	0	0	bommenwerper
bonanza	0	0	0	0	1	0	1	0	0	0	bonanza
bond	0	0	0	0	0	0	0	0	0	0	verbintenis
bondage	0	0	0	1	0	1	0	1	0	0	slavernij
bonds	0	0	0	0	0	1	0	0	0	0	obligaties
bone	0	0	0	0	0	0	0	0	0	0	bot
boner	0	0	0	0	0	0	0	0	0	0	stijve
bones	0	0	0	0	0	0	0	0	0	0	botten
bonfire	0	0	0	0	0	0	0	0	0	0	vreugdevuur
bonne	0	0	0	0	0	0	1	0	0	0	bonne
bonnet	0	0	0	0	0	0	0	0	0	0	kap
bonus	0	1	0	0	1	0	1	0	1	0	bonus
bony	0	0	0	0	0	0	0	0	0	0	benig
boo	0	0	0	0	0	1	0	0	0	0	boe
boob	0	0	0	0	0	0	0	0	0	0	borsten
booby	0	0	0	0	0	1	0	0	0	0	domoor
book	0	0	0	0	0	0	0	0	0	0	boek
bookcase	0	0	0	0	0	0	0	0	0	0	boekenkast
booking	0	0	0	0	0	0	0	0	0	0	boeken
bookish	0	0	0	0	0	0	1	0	0	0	boekenwijs
bookkeeper	0	0	0	0	0	0	0	0	0	0	boekhouder
bookkeeping	0	0	0	0	0	0	0	0	0	0	boekhouding
booklet	0	0	0	0	0	0	0	0	0	0	boekje
books	0	0	0	0	0	0	0	0	0	0	boeken
bookseller	0	0	0	0	0	0	0	0	0	0	boekhandelaar
bookshop	0	0	0	0	0	0	1	0	0	0	boekhandel
bookstore	0	0	0	0	0	0	0	0	0	0	boekhandel
bookworm	0	0	0	0	0	1	1	0	0	0	boekenwurm
boomerang	0	1	0	0	0	0	0	0	0	1	boemerang
booming	0	0	0	0	0	0	0	0	0	0	booming
boon	0	0	0	0	0	0	1	0	0	0	zegen
boost	0	0	0	0	0	0	0	0	0	0	boost
booster	0	0	0	0	0	0	0	0	0	0	booster
boot	0	0	0	0	0	0	0	0	0	0	laars
booth	0	0	0	0	0	0	0	0	0	0	kraampje
boots	0	0	0	0	0	0	0	0	0	0	laarzen
booty	0	0	0	0	0	0	0	0	0	0	buit
booze	0	0	0	0	0	1	0	0	0	0	drank
border	0	0	0	0	0	0	0	0	0	0	grens
bordering	0	0	0	0	0	0	0	0	0	0	grenzend aan
bore	0	0	0	0	0	1	0	0	0	0	vervelen
boreal	0	0	0	0	0	0	0	0	0	0	boreaal
boredom	0	0	0	0	0	1	0	1	0	0	verveling
borer	0	0	0	0	0	0	0	0	0	0	boorder
boring	0	0	0	0	0	1	0	0	0	0	saai
borough	0	0	0	0	0	0	0	0	0	0	stadsdeel
borrow	0	0	0	0	0	0	0	0	0	0	lenen
borrower	0	0	0	0	0	1	0	0	0	0	lener
bosom	0	0	0	0	0	0	0	0	0	0	boezem
boss	0	0	0	0	0	0	0	0	0	0	baas
boston	0	0	0	0	0	0	0	0	0	0	Boston
botanical	0	0	0	0	0	0	0	0	0	0	botanisch
botanist	0	0	0	0	0	0	0	0	0	0	botanicus
botany	0	0	0	0	0	0	0	0	0	0	plantkunde
bother	0	0	0	0	0	1	0	0	0	0	storen
bothering	1	0	0	0	0	1	0	1	0	0	lastig vallen
bottle	0	0	0	0	0	0	0	0	0	0	fles
bottom	0	0	0	0	0	1	0	1	0	0	onderkant
bottomless	0	0	0	1	0	0	0	0	0	0	bodemloos
boulder	0	0	0	0	0	0	0	0	0	0	kei
bounce	0	0	0	0	0	0	0	0	0	0	stuiteren
bound	0	0	0	0	0	1	0	0	0	0	gebonden
boundary	0	0	0	0	0	0	0	0	0	0	grens
boundless	0	0	0	0	0	0	0	0	0	0	grenzeloos
bounds	0	0	0	0	0	0	0	0	0	0	grenzen
bountiful	0	1	0	0	1	0	1	0	0	0	overvloedig
bounty	0	1	0	0	1	0	1	0	0	1	premie
bouquet	0	0	0	0	1	0	1	0	0	1	boeket
bourgeois	0	0	0	0	0	0	0	0	0	0	burgerlijk
bourgeoisie	0	0	0	0	0	0	0	0	0	0	bourgeoisie
bourse	0	0	0	0	0	0	0	0	0	0	beurs
bout	1	0	0	0	0	1	0	0	0	0	wedstrijd
bovine	0	0	1	0	0	1	0	0	0	0	runderen
bowed	0	0	0	0	0	0	0	0	0	0	boog
bowels	0	0	1	0	0	0	0	0	0	0	darmen
bowl	0	0	0	0	0	0	0	0	0	0	schaal
bowls	0	0	0	0	0	0	0	0	0	0	kommen
box	0	0	0	0	0	0	0	0	0	0	doos
boxer	0	0	0	0	0	0	0	0	0	0	bokser
boxing	1	0	0	0	0	0	0	0	0	0	boksen
boycott	0	0	0	0	0	1	0	0	0	0	boycot
boyhood	0	0	0	0	0	0	0	0	0	0	jeugd
boyish	0	0	0	0	0	0	0	0	0	0	jongensachtig
brace	0	0	0	0	0	0	0	0	0	0	beugel
bracelet	0	0	0	0	0	0	0	0	0	0	armband
braces	0	0	0	0	0	0	0	0	0	0	een beugel
brachial	0	0	0	0	0	0	0	0	0	0	brachiaal
bracket	0	0	0	0	0	0	0	0	0	0	haakje
brackets	0	0	0	0	0	0	0	0	0	0	haakjes
brackish	0	0	0	0	0	0	0	0	0	0	brak
brad	0	0	0	0	0	0	0	0	0	0	brad
brag	0	0	0	0	0	1	0	0	0	0	opscheppen
braid	0	0	0	0	0	0	0	0	0	0	vlecht
brain	0	0	0	0	0	0	0	0	0	0	brein
brains	0	0	0	0	0	0	1	0	0	0	hersens
brainstorm	0	0	0	0	0	0	0	0	0	0	brainstorm
brake	0	0	0	0	0	0	0	0	0	0	rem
bran	0	0	1	0	0	0	0	0	0	0	zemelen
branch	0	0	0	0	0	0	0	0	0	0	tak
branching	0	0	0	0	0	0	0	0	0	0	vertakking
brandy	0	0	0	0	0	1	0	0	0	0	brandewijn
brass	0	0	0	0	0	0	0	0	0	0	messing
brat	0	0	0	0	0	0	0	0	0	0	snotaap
bravado	0	0	0	0	0	1	0	0	0	0	bravoure
bravery	0	0	0	0	0	0	1	0	0	0	moed
brawl	1	0	1	1	0	1	0	0	0	0	vechtpartij
brazen	1	0	0	0	0	1	0	0	0	0	brutaal
breach	0	0	0	0	0	1	0	0	0	0	inbreuk
bread	0	0	0	0	0	0	0	0	0	0	brood
breadth	0	0	0	0	0	0	0	0	0	0	breedte
break	0	0	0	0	0	0	0	0	1	0	pauze
breakable	0	0	0	0	0	0	0	0	0	0	breekbaar
breakdown	0	0	0	0	0	1	0	0	0	0	afbreken
breaker	0	0	0	0	0	0	0	0	0	0	breker
breakers	0	0	0	0	0	0	0	0	0	0	brekers
breakfast	0	0	0	0	0	0	1	0	0	0	ontbijt
breakneck	0	0	0	0	0	1	0	0	0	0	halsbrekend
breakup	0	0	0	0	0	1	0	1	0	0	Uitmaken
breath	0	0	0	0	0	0	0	0	0	0	adem
breech	0	0	0	0	0	0	0	0	0	0	stuitligging
breeches	0	0	0	0	0	0	0	0	0	0	rijbroek
breed	0	0	0	0	0	0	0	0	0	0	ras
breeder	0	0	0	0	0	0	0	0	0	0	fokker
breeding	0	0	0	0	0	0	0	0	0	0	fokken
breeze	0	0	0	0	0	0	0	0	0	0	briesje
breezy	0	0	0	0	0	0	0	0	0	0	winderig
brethren	0	0	0	0	0	0	0	0	0	0	broeders
breve	0	0	0	0	0	0	0	0	0	0	breve
brevity	0	0	0	0	0	0	0	0	0	0	beknoptheid
brew	0	0	0	0	0	0	0	0	0	0	brouwen
brewing	0	0	0	0	0	0	0	0	0	0	brouwen
bribe	0	0	0	0	0	1	0	0	0	0	omkoping
bribery	0	0	1	0	0	1	0	0	0	0	omkoping
brick	0	0	0	0	0	0	0	0	0	0	steen
bridal	0	1	0	0	1	0	1	0	0	1	bruids
bride	0	1	0	0	1	0	1	0	0	1	bruid
bridegroom	0	1	0	0	1	0	1	0	0	1	bruidegom
bridesmaid	0	0	0	0	1	0	1	0	0	1	bruidsmeisje
bridge	0	0	0	0	0	0	0	0	0	0	brug
bridle	0	0	0	0	0	0	0	0	0	0	teugel
briefly	0	0	0	0	0	0	0	0	0	0	kort
brig	0	0	0	0	0	0	0	0	0	0	brik
brigade	0	0	0	1	0	1	0	0	0	0	brigade
brighten	0	0	0	0	1	0	1	0	1	1	opfleuren
brightness	0	0	0	0	0	0	1	0	0	0	helderheid
brilliant	0	1	0	0	1	0	1	0	0	1	briljant
brim	0	0	0	0	0	0	0	0	0	0	rand
brimming	0	0	0	0	0	0	0	0	0	0	boordevol
brimstone	1	0	0	1	0	1	0	0	0	0	zwavel
brine	0	0	0	0	0	0	0	0	0	0	pekel
bring	0	0	0	0	0	0	0	0	0	0	brengen
brink	0	0	0	0	0	0	0	0	0	0	rand
brisk	0	0	0	0	0	0	0	0	0	0	levendig
bristle	0	0	0	0	0	1	0	0	0	0	borstelhaar
brittle	0	0	0	0	0	0	0	0	0	0	bros
broadcast	0	0	0	0	0	0	0	0	0	0	uitzending
broadside	0	1	0	0	0	1	0	0	0	0	volle breedte
brocade	0	0	0	0	0	0	1	0	0	0	brokaat
brochure	0	0	0	0	0	0	0	0	0	0	brochure
broil	1	0	0	0	0	1	0	0	0	0	braden
broke	0	0	0	1	0	1	0	1	0	0	kapot gegaan
broken	1	0	0	1	0	1	0	1	0	0	gebroken
broker	0	0	0	0	0	0	0	0	0	0	makelaar
brokerage	0	0	0	0	0	0	0	0	0	0	makelaardij
bronco	0	0	0	0	0	0	0	0	0	0	bronco
bronze	0	0	0	0	0	0	0	0	0	0	bronzen
brood	0	0	0	0	0	0	0	0	0	0	broeden
brooding	0	0	0	0	0	0	0	0	0	0	piekeren
brook	0	0	0	0	0	0	0	0	0	0	beek
broom	0	0	0	0	0	0	0	0	0	0	bezem
broth	0	0	0	0	0	0	0	0	0	0	bouillon
brothel	0	0	1	0	0	1	0	0	0	0	bordeel
brother	0	0	0	0	0	0	1	0	0	1	broer
brotherhood	0	0	0	0	0	0	1	0	0	1	broederschap
brotherly	0	1	0	0	1	0	1	0	0	1	broederlijk
brow	0	0	0	0	0	0	0	0	0	0	voorhoofd
brown	0	0	0	0	0	0	0	0	0	0	bruin
bruise	0	1	0	0	0	1	0	0	0	0	blauwe plek
brunette	0	0	0	0	0	0	0	0	0	0	brunette
brunt	1	0	0	0	0	1	0	0	0	0	zwaarmoedig
brush	0	0	0	0	0	0	0	0	0	0	borstel
brutal	1	0	0	1	0	1	0	0	0	0	brutaal
brutality	1	0	0	1	0	1	0	0	0	0	brutaliteit
brute	1	0	0	1	0	1	0	1	0	0	bruut
bubble	0	0	0	0	0	0	0	0	0	0	bubbel
bubbling	0	0	0	0	0	0	0	0	0	0	borrelen
buck	0	0	0	1	0	1	1	0	1	0	bok
bucket	0	0	0	0	0	0	0	0	0	0	emmer
buckle	0	0	0	0	0	0	0	0	0	0	gesp
buckled	0	0	0	0	0	0	0	0	0	0	verbogen
bud	0	0	0	0	0	0	0	0	0	0	knop
buddy	0	1	0	0	1	0	1	0	0	1	vriend
budge	0	0	0	0	0	0	0	0	0	0	toegeven
budget	0	0	0	0	0	0	0	0	0	1	begroting
buffalo	0	0	0	0	0	0	0	0	0	0	buffel
buffer	0	0	0	0	0	0	0	0	0	0	buffer
buffet	1	0	0	0	0	1	0	0	0	0	buffet
bug	0	0	1	1	0	1	0	0	0	0	beestje
bugaboo	1	0	0	1	0	1	0	1	0	0	bugaboo
buggy	0	0	0	0	0	0	0	0	0	0	buggy
bugle	0	1	0	0	0	0	0	0	0	0	bugel
build	0	0	0	0	0	0	1	0	0	0	bouwen
builder	0	0	0	0	0	0	0	0	0	0	bouwer
building	0	0	0	0	0	0	1	0	0	0	gebouw
buildings	0	0	0	0	0	0	0	0	0	0	gebouwen
bulb	0	0	0	0	0	0	0	0	0	0	lamp
bulbous	0	0	0	0	0	1	0	0	0	0	bolvormig
bulge	0	0	0	0	0	0	0	0	0	0	uitstulping
bulk	0	0	0	0	0	0	0	0	0	0	massaal
bulkhead	0	0	0	0	0	0	0	0	0	0	schot
bulky	0	0	0	0	0	0	0	0	0	0	omvangrijk
bull	0	0	0	0	0	0	0	0	0	0	stier
bulldog	0	0	0	0	0	0	1	0	0	0	buldog
bulldozer	0	0	0	0	0	0	0	0	0	0	bulldozer
bullet	0	0	0	0	0	0	0	0	0	0	kogel
bulletin	0	0	0	0	0	0	0	0	0	0	bulletin
bulletproof	0	0	0	0	0	0	1	0	0	0	kogelvrij
bullock	0	0	0	0	0	0	0	0	0	0	os
bully	1	0	0	1	0	1	0	0	0	0	pestkop
bulwark	0	0	0	0	0	0	0	0	0	0	bolwerk
bum	0	0	1	0	0	1	0	1	0	0	zitvlak
bummer	1	0	1	0	0	1	0	0	0	0	jammer
bump	0	0	0	0	0	0	0	0	0	0	buil
bun	0	0	0	0	0	0	0	0	0	0	broodje
bunch	0	0	0	0	0	0	0	0	0	0	veel
bundle	0	0	0	0	0	0	0	0	0	0	bundel
bungalow	0	0	0	0	0	0	0	0	0	0	bungalow
bunk	0	0	0	0	0	0	0	0	0	0	stapelbed
bunker	0	0	0	1	0	0	0	0	0	0	bunker
bunt	0	0	0	0	0	0	0	0	0	0	stootslag
buoy	0	0	0	0	0	0	1	0	0	0	boei
buoyancy	0	0	0	0	0	0	0	0	0	0	drijfvermogen
bur	0	0	0	0	0	0	0	0	0	0	buro
burden	0	0	0	0	0	0	0	0	0	0	last
burdensome	0	0	0	1	0	1	0	1	0	0	belastend
bureau	0	0	0	0	0	0	0	0	0	0	bureau
bureaucracy	0	0	0	0	0	1	0	0	0	1	bureaucratie
bureaucrat	0	0	1	0	0	1	0	0	0	0	bureaucraat
burglar	0	0	1	1	0	1	0	0	0	0	inbreker
burglary	0	0	0	0	0	1	0	0	0	0	inbraak
burial	1	0	0	1	0	1	0	1	0	0	begrafenis
buried	0	0	0	1	0	1	0	1	0	0	begraven
burke	1	0	1	1	0	1	0	1	0	0	burke
burlap	0	0	0	0	0	0	0	0	0	0	jute
burlesque	0	0	0	0	0	0	0	0	1	0	burlesque
burly	0	0	0	0	0	0	0	0	0	0	stevig
burn	0	0	0	0	0	0	0	0	0	0	brandwond
burner	0	0	0	0	0	0	0	0	0	0	brander
burning	0	0	0	0	0	0	0	0	0	0	brandend
burnished	0	0	0	0	0	0	0	0	0	0	gepolijst
burnout	0	0	0	0	0	0	0	0	0	0	burn-out
burnt	0	0	1	0	0	1	0	0	0	0	verbrand
burr	0	0	0	0	0	0	0	0	0	0	braam
burrow	0	0	0	0	0	0	0	0	0	0	hol
bursary	0	0	0	0	0	0	0	0	0	1	beurs
bury	0	0	0	0	0	0	0	1	0	0	begraven
bus	0	0	0	0	0	0	0	0	0	0	bus
bush	0	0	0	0	0	0	0	0	0	0	struik
bushel	0	0	0	0	0	0	0	0	0	0	schepel
bushy	0	0	0	0	0	0	0	0	0	0	bossig
business	0	0	0	0	0	0	0	0	0	0	bedrijf
buss	0	0	0	0	1	0	1	0	0	0	buss
bust	0	0	0	0	0	0	0	0	0	0	borstbeeld
busted	1	0	0	1	0	1	0	0	0	0	betrapt
bustle	0	0	0	0	0	0	0	0	0	0	drukte
bustling	0	0	0	0	0	0	0	0	0	0	bruisend
busy	0	0	0	0	0	0	0	0	0	0	druk
butane	0	0	0	0	0	0	0	0	0	0	butaan
butcher	1	0	1	1	0	1	0	0	0	0	slager
butler	0	0	0	0	0	0	1	0	0	1	butler
butt	0	0	0	0	0	1	0	0	0	0	kont
butter	0	0	0	0	0	0	0	0	0	0	boter
butterfly	0	0	0	0	0	0	0	0	0	0	vlinder
buttery	0	0	0	0	0	0	1	0	0	0	boterachtig
buttock	0	0	0	0	0	0	0	0	0	0	bil
button	0	0	0	0	0	0	0	0	0	0	knop
buttress	0	0	0	0	0	0	0	0	0	0	steunpilaar
buxom	0	0	0	0	0	0	1	0	0	0	rondborstig
buy	0	0	0	0	0	0	0	0	0	0	kopen
buyer	0	0	0	0	0	0	0	0	0	0	koper
buying	0	0	0	0	0	0	0	0	0	0	kopen
buzz	0	1	0	1	0	0	1	0	0	0	ophef
buzzed	0	0	0	0	0	1	0	0	0	0	zoemde
buzzer	0	0	0	0	0	0	0	0	0	0	zoemer
bye	0	1	0	0	0	0	0	0	0	0	doei
bygone	0	0	0	0	0	0	0	0	0	0	vervlogen
bylaw	0	0	0	0	0	0	0	0	0	1	statuten
bystander	0	0	0	0	0	0	0	0	0	0	omstander
byte	0	0	0	0	0	0	0	0	0	0	byte
cab	0	0	0	0	0	0	1	0	0	0	taxi
cabal	0	0	0	1	0	1	0	0	0	0	kliek
cabbage	0	0	0	0	0	0	0	0	0	0	kool
cabin	0	0	0	0	0	0	0	0	0	0	cabine
cabinet	0	0	0	0	0	0	1	0	0	1	kastje
cable	0	0	0	0	0	0	0	0	1	0	kabel
cabriolet	0	0	0	0	0	0	0	0	0	0	cabriolet
cache	0	0	0	0	0	0	0	0	0	0	cache
cacophony	1	0	1	0	0	1	0	0	0	0	kakofonie
cad	1	0	1	0	0	1	0	0	0	0	cad
cadaver	0	0	1	1	0	1	0	1	1	0	kadaver
caddy	0	0	0	0	0	0	0	0	0	0	caddie
cadence	0	0	0	0	0	0	0	0	0	0	cadans
cadet	0	0	0	0	0	0	0	0	0	0	cadet
cafe	0	0	0	0	0	0	1	0	0	0	cafe
cage	0	0	0	0	0	1	0	1	0	0	kooi
