English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Malay Word
bulbous	0	0	0	0	0	1	0	0	0	0	mentol
bulge	0	0	0	0	0	0	0	0	0	0	membonjol
bulk	0	0	0	0	0	0	0	0	0	0	pukal
bulkhead	0	0	0	0	0	0	0	0	0	0	sekat
bulky	0	0	0	0	0	0	0	0	0	0	besar
bull	0	0	0	0	0	0	0	0	0	0	lembu jantan
bulldog	0	0	0	0	0	0	1	0	0	0	bulldog
bulldozer	0	0	0	0	0	0	0	0	0	0	jentolak
bullet	0	0	0	0	0	0	0	0	0	0	peluru
bulletin	0	0	0	0	0	0	0	0	0	0	buletin
bulletproof	0	0	0	0	0	0	1	0	0	0	kalis peluru
bullock	0	0	0	0	0	0	0	0	0	0	lembu jantan
bully	1	0	0	1	0	1	0	0	0	0	pembuli
bulwark	0	0	0	0	0	0	0	0	0	0	benteng pertahanan
bum	0	0	1	0	0	1	0	1	0	0	gelandangan
bummer	1	0	1	0	0	1	0	0	0	0	mengarut
bump	0	0	0	0	0	0	0	0	0	0	benjolan
bun	0	0	0	0	0	0	0	0	0	0	roti
bunch	0	0	0	0	0	0	0	0	0	0	sekumpulan
bundle	0	0	0	0	0	0	0	0	0	0	berkas
bungalow	0	0	0	0	0	0	0	0	0	0	banglo
bunk	0	0	0	0	0	0	0	0	0	0	bertingkat
bunker	0	0	0	1	0	0	0	0	0	0	bunker
bunt	0	0	0	0	0	0	0	0	0	0	bunt
buoy	0	0	0	0	0	0	1	0	0	0	pelampung
buoyancy	0	0	0	0	0	0	0	0	0	0	keapungan
bur	0	0	0	0	0	0	0	0	0	0	bur
burden	0	0	0	0	0	0	0	0	0	0	beban
burdensome	0	0	0	1	0	1	0	1	0	0	membebankan
bureau	0	0	0	0	0	0	0	0	0	0	biro
bureaucracy	0	0	0	0	0	1	0	0	0	1	birokrasi
bureaucrat	0	0	1	0	0	1	0	0	0	0	birokrat
burglar	0	0	1	1	0	1	0	0	0	0	pencuri
burglary	0	0	0	0	0	1	0	0	0	0	pecah rumah
burial	1	0	0	1	0	1	0	1	0	0	pengebumian
buried	0	0	0	1	0	1	0	1	0	0	dikebumikan
burke	1	0	1	1	0	1	0	1	0	0	burke
burlap	0	0	0	0	0	0	0	0	0	0	guni
burlesque	0	0	0	0	0	0	0	0	1	0	olok-olok
burly	0	0	0	0	0	0	0	0	0	0	tegap
burn	0	0	0	0	0	0	0	0	0	0	terbakar
burner	0	0	0	0	0	0	0	0	0	0	penunu
burning	0	0	0	0	0	0	0	0	0	0	terbakar
burnished	0	0	0	0	0	0	0	0	0	0	terbakar
burnout	0	0	0	0	0	0	0	0	0	0	terbakar
burnt	0	0	1	0	0	1	0	0	0	0	terbakar
burr	0	0	0	0	0	0	0	0	0	0	burr
burrow	0	0	0	0	0	0	0	0	0	0	lubang
bursary	0	0	0	0	0	0	0	0	0	1	dermasiswa
bury	0	0	0	0	0	0	0	1	0	0	kuburkan
bus	0	0	0	0	0	0	0	0	0	0	bas
bush	0	0	0	0	0	0	0	0	0	0	semak belukar
bushel	0	0	0	0	0	0	0	0	0	0	gantang
bushy	0	0	0	0	0	0	0	0	0	0	lebat
business	0	0	0	0	0	0	0	0	0	0	perniagaan
buss	0	0	0	0	1	0	1	0	0	0	bas
bust	0	0	0	0	0	0	0	0	0	0	dada
busted	1	0	0	1	0	1	0	0	0	0	ditumpaskan
bustle	0	0	0	0	0	0	0	0	0	0	kesibukan
bustling	0	0	0	0	0	0	0	0	0	0	kesibukan
busy	0	0	0	0	0	0	0	0	0	0	sibuk
butane	0	0	0	0	0	0	0	0	0	0	butana
butcher	1	0	1	1	0	1	0	0	0	0	tukang sembelih
butler	0	0	0	0	0	0	1	0	0	1	pelayan
butt	0	0	0	0	0	1	0	0	0	0	punggung
butter	0	0	0	0	0	0	0	0	0	0	mentega
butterfly	0	0	0	0	0	0	0	0	0	0	rama-rama
buttery	0	0	0	0	0	0	1	0	0	0	mentega
buttock	0	0	0	0	0	0	0	0	0	0	punggung
button	0	0	0	0	0	0	0	0	0	0	butang
buttress	0	0	0	0	0	0	0	0	0	0	penopang
buxom	0	0	0	0	0	0	1	0	0	0	buxom
buy	0	0	0	0	0	0	0	0	0	0	beli
buyer	0	0	0	0	0	0	0	0	0	0	pembeli
buying	0	0	0	0	0	0	0	0	0	0	membeli
buzz	0	1	0	1	0	0	1	0	0	0	buzz
buzzed	0	0	0	0	0	1	0	0	0	0	berdengung
buzzer	0	0	0	0	0	0	0	0	0	0	buzzer
bye	0	1	0	0	0	0	0	0	0	0	selamat tinggal
bygone	0	0	0	0	0	0	0	0	0	0	dulu
bylaw	0	0	0	0	0	0	0	0	0	1	undang-undang kecil
bystander	0	0	0	0	0	0	0	0	0	0	pemerhati
byte	0	0	0	0	0	0	0	0	0	0	bait
cab	0	0	0	0	0	0	1	0	0	0	teksi
cabal	0	0	0	1	0	1	0	0	0	0	cabal
cabbage	0	0	0	0	0	0	0	0	0	0	kobis
cabin	0	0	0	0	0	0	0	0	0	0	kabin
cabinet	0	0	0	0	0	0	1	0	0	1	kabinet
cable	0	0	0	0	0	0	0	0	1	0	kabel
cabriolet	0	0	0	0	0	0	0	0	0	0	kabriolet
cache	0	0	0	0	0	0	0	0	0	0	cache
cacophony	1	0	1	0	0	1	0	0	0	0	hiruk-pikuk
cad	1	0	1	0	0	1	0	0	0	0	cad
cadaver	0	0	1	1	0	1	0	1	1	0	mayat
caddy	0	0	0	0	0	0	0	0	0	0	kedi
cadence	0	0	0	0	0	0	0	0	0	0	irama
cadet	0	0	0	0	0	0	0	0	0	0	kadet
cafe	0	0	0	0	0	0	1	0	0	0	kafe
cage	0	0	0	0	0	1	0	1	0	0	sangkar
cairn	0	0	0	0	0	0	0	0	0	0	cairn
cake	0	0	0	0	0	0	0	0	0	0	kek
calamity	0	0	0	0	0	0	0	1	0	0	musibah
calcareous	0	0	0	0	0	0	0	0	0	0	berkapur
calculate	0	0	0	0	0	0	0	0	0	0	mengira
calculated	0	0	0	0	0	0	0	0	0	0	dikira
calculating	0	0	0	0	0	1	0	0	0	0	mengira
calculation	0	1	0	0	0	0	0	0	0	0	pengiraan
calculator	0	0	0	0	0	0	1	0	0	1	kalkulator
calculus	0	0	0	0	0	0	0	0	0	0	kalkulus
calendar	0	0	0	0	0	0	0	0	0	0	kalendar
calender	0	0	0	0	0	0	0	0	0	0	kalendar
calf	0	0	0	0	1	0	1	0	0	1	anak lembu
caliber	0	0	0	0	0	0	0	0	0	0	berkaliber
calibrate	0	0	0	0	0	0	0	0	0	0	menentukur
calico	0	0	0	0	0	0	0	0	0	0	belacu
calipers	0	0	0	0	0	0	0	0	0	0	kaliper
call	0	0	0	0	0	0	0	0	0	0	panggilan
calligraphy	0	0	0	0	0	0	0	0	0	0	kaligrafi
calling	0	0	0	0	0	0	0	0	0	0	memanggil
callous	1	0	1	0	0	1	0	0	0	0	tidak berperasaan
calls	0	1	0	0	0	1	0	0	0	1	panggilan
calm	0	0	0	0	0	0	1	0	0	0	tenang
calmness	0	0	0	0	0	0	0	0	0	0	ketenangan
caloric	0	0	0	0	0	0	0	0	0	0	berkalori
calorie	0	0	0	0	0	0	0	0	0	0	kalori
calorimeter	0	0	0	0	0	0	0	0	0	0	kalorimeter
cam	0	0	0	0	0	0	0	0	0	0	cam
camber	0	0	0	0	0	0	0	0	0	0	camber
camel	0	0	0	0	0	0	0	0	0	0	unta
cameo	0	0	0	0	0	0	0	0	0	0	cameo
cameraman	0	0	0	0	0	0	0	0	0	0	jurukamera
camisole	0	0	0	0	0	0	0	0	0	0	kamisol
camouflage	0	0	0	0	0	0	0	0	1	0	penyamaran
camouflaged	0	0	0	0	0	0	0	0	1	0	disamarkan
camp	0	0	0	0	0	0	0	0	0	0	perkhemahan
campaign	0	0	0	0	0	0	0	0	0	0	kempen
campaigner	0	0	0	0	0	0	0	0	0	0	juru kempen
campaigning	1	0	0	1	0	1	0	0	0	0	berkempen
campus	0	0	0	0	0	0	0	0	0	0	kampus
canal	0	0	0	0	0	0	0	0	0	0	terusan
canary	0	0	0	0	0	0	1	0	0	0	kenari
cancel	0	0	0	0	0	1	0	1	0	0	batalkan
canceling	0	0	0	0	0	0	0	0	0	0	membatalkan
cancellation	0	0	0	0	0	0	0	0	0	0	pembatalan
cancer	1	0	1	1	0	1	0	1	0	0	barah
candid	0	1	0	0	1	0	1	0	1	1	berterus terang
candidacy	0	0	0	0	0	0	0	0	0	0	pencalonan
candidate	0	0	0	0	0	0	1	0	0	0	calon
candied	0	0	0	0	0	0	1	0	0	0	bergula-gula
candle	0	0	0	0	0	0	0	0	0	0	lilin
candlelight	0	0	0	0	0	0	0	0	0	0	cahaya lilin
candlestick	0	0	0	0	0	0	0	0	0	0	batang lilin
candor	0	0	0	0	0	0	0	0	0	0	berterus terang
candy	0	0	0	0	0	0	0	0	0	0	gula-gula
cane	1	0	0	1	0	0	0	0	0	0	rotan
canine	0	0	0	0	0	0	0	0	0	0	taring
canister	0	0	0	0	0	0	0	0	0	0	kanister
canker	1	0	1	0	0	1	0	0	0	0	sariawan
cannibal	0	0	1	1	0	1	0	0	0	0	kanibal
cannibalism	0	0	1	0	0	1	0	0	0	0	kanibalisme
canning	0	0	0	0	0	0	0	0	0	0	mengetin
cannon	1	0	0	1	0	1	0	0	0	0	meriam
canoe	0	0	0	0	0	0	0	0	0	0	sampan
canon	0	0	0	0	0	0	0	0	0	0	kanun
canonical	0	0	0	0	0	0	0	0	0	0	berkanun
canons	0	0	0	0	0	0	0	0	0	1	kanun
canopy	0	0	0	0	0	0	0	0	0	0	kanopi
canteen	0	0	0	0	0	0	0	0	0	0	kantin
canterbury	0	0	0	0	0	0	0	0	0	0	canterbury
cantilever	0	0	0	0	0	0	0	0	0	0	julur
canto	0	0	0	0	0	0	0	0	0	0	canto
canton	0	0	0	0	0	0	0	0	0	0	canton
canvas	0	0	0	0	0	0	0	0	0	0	kanvas
canvass	0	0	0	0	0	0	0	0	0	0	kanvas
cap	0	1	0	0	0	0	0	0	0	1	topi
capability	0	0	0	0	0	0	0	0	0	0	keupayaan
capable	0	0	0	0	0	0	0	0	0	0	berkemampuan
capacity	0	0	0	0	0	0	0	0	0	0	kapasiti
cape	0	0	0	0	0	0	0	0	0	0	tanjung
caper	0	0	0	0	0	0	0	0	0	0	lompat
capillary	0	0	0	0	0	0	0	0	0	0	kapilari
capital	0	0	0	0	0	0	0	0	0	0	modal
capitalist	0	0	0	0	0	0	1	0	0	0	kapitalis
capitals	0	0	0	0	0	0	0	0	0	0	ibu kota
capitation	0	0	0	0	0	0	0	0	0	0	capitation
capitol	0	0	0	0	0	0	0	0	0	0	ibu kota
capitulation	0	0	0	0	0	0	0	0	0	0	penyerahan
caprice	0	0	0	0	0	0	0	0	0	0	caprice
capricious	0	0	0	0	0	0	0	0	0	0	berubah-ubah
caps	0	0	0	0	0	0	0	0	0	0	topi
capsule	0	0	0	0	0	0	0	0	0	0	kapsul
captain	0	0	0	0	0	0	1	0	0	0	kapten
caption	0	0	0	0	0	0	0	0	0	0	kapsyen
captivate	0	1	0	0	1	0	1	0	1	1	menawan hati
captivating	0	0	0	0	0	0	1	0	0	0	menawan hati
captive	0	0	0	1	0	1	0	1	0	0	tawanan
captivity	0	0	0	0	0	1	0	1	0	0	penawanan
captor	0	0	0	1	0	1	0	0	0	0	penculik
capture	0	0	0	0	0	1	0	0	0	0	tangkap
car	0	0	0	0	0	0	0	0	0	0	kereta
caramel	0	0	0	0	0	0	0	0	0	0	karamel
carat	0	0	0	0	0	0	0	0	0	0	karat
caravan	0	0	0	0	0	0	0	0	0	0	karavan
carbon	0	0	0	0	0	0	0	0	0	0	karbon
carcass	0	0	1	1	0	1	0	1	0	0	bangkai
carcinoma	0	0	0	1	0	1	0	1	0	0	karsinoma
card	0	0	0	0	0	0	0	0	0	0	kad
cardigan	0	0	0	0	0	0	0	0	0	0	kardigan
cardinal	0	0	0	0	0	0	0	0	0	0	kardinal
cardiomyopathy	0	0	0	1	0	1	0	1	0	0	kardiomiopati
cards	0	0	0	0	0	0	0	0	0	0	kad
care	0	0	0	0	0	0	0	0	0	0	jaga
career	0	1	0	0	0	0	1	0	0	0	kerjaya
careful	0	0	0	0	0	0	1	0	0	0	berhati-hati
carefully	0	0	0	0	0	0	1	0	0	0	berhati-hati
carelessness	1	0	1	0	0	1	0	0	0	0	kecuaian
caress	0	0	0	0	0	0	1	0	0	0	belaian
caret	0	0	0	0	0	0	0	0	0	0	karet
caretaker	0	0	0	0	0	0	1	0	0	1	penjaga
cargo	0	0	0	0	0	0	0	0	0	0	kargo
caribou	0	0	0	0	0	0	0	0	0	0	caribou
caricature	0	0	0	0	0	1	0	0	0	0	karikatur
caries	0	0	1	0	0	1	0	0	0	0	karies
carnage	1	0	1	1	0	1	0	1	1	0	pembunuhan beramai-ramai
carnal	0	0	0	0	0	1	0	0	0	0	duniawi
carnation	0	0	0	0	0	0	0	0	0	0	carnation
carnivorous	0	0	0	1	0	1	0	0	0	0	karnivor
carol	0	0	0	0	1	0	1	0	0	1	carol
carousel	0	0	0	0	0	0	0	0	0	0	karusel
carpenter	0	0	0	0	0	0	0	0	0	0	tukang kayu
carriage	0	0	0	0	0	0	0	0	0	0	gerabak
carried	0	0	0	0	0	0	0	0	0	0	dibawa
carrier	0	0	0	0	0	0	0	0	0	0	pembawa
carry	0	0	0	0	0	0	0	0	0	0	membawa
carrying	0	0	0	0	0	0	0	0	0	0	membawa
cart	0	0	0	0	0	0	0	0	0	0	troli
cartel	0	0	0	0	0	1	0	0	0	0	kartel
carter	0	0	0	0	0	0	0	0	0	0	carter
cartilage	0	0	0	0	0	0	0	0	0	0	rawan
cartographic	0	0	0	0	0	0	0	0	0	0	kartografi
cartography	0	0	0	0	0	0	0	0	0	0	kartografi
cartoon	0	0	0	0	0	0	0	0	0	0	kartun
cartouche	0	0	0	0	0	0	0	0	0	0	cartouche
cartridge	0	0	0	1	0	0	0	0	0	0	kartrij
carve	0	0	0	0	0	0	0	0	0	0	mengukir
carver	0	0	0	0	0	0	0	0	0	0	pengukir
carving	0	0	0	0	0	0	0	0	0	0	ukiran
cascade	0	0	0	0	0	0	1	0	0	0	lata
case	0	0	0	1	0	1	0	1	0	0	kes
casein	0	0	0	0	0	0	0	0	0	0	kasein
cash	1	1	0	1	1	0	1	0	0	1	tunai
cashier	0	0	0	0	0	0	0	0	0	1	juruwang
cashmere	0	0	0	0	0	0	0	0	0	0	kasmir
casing	0	0	0	0	0	0	0	0	0	0	selongsong
casino	0	0	0	0	0	0	0	0	0	0	kasino
cask	0	0	0	0	0	0	0	0	0	0	tong
casket	0	0	0	1	0	1	0	1	0	0	peti mati
cast	0	0	0	0	0	0	0	0	0	0	pelakon
caste	0	0	0	0	0	1	0	0	0	0	kasta
caster	0	0	0	0	0	0	0	0	0	0	kastor
castle	0	0	0	0	0	0	0	0	0	0	istana
castor	0	0	0	0	0	0	0	0	0	0	kastor
casual	0	0	0	0	0	0	0	0	0	0	santai
casually	0	0	0	0	0	0	0	0	0	0	secara bersahaja
casualty	1	0	0	1	0	1	0	1	0	0	korban
cat	0	0	0	0	0	0	0	0	0	0	kucing
catabolism	0	0	0	0	0	0	0	0	0	0	katabolisme
catalog	0	0	0	0	0	0	0	0	0	0	katalog
catalogue	0	0	0	0	0	0	0	0	0	0	katalog
catalysis	0	0	0	0	0	0	0	0	0	0	pemangkinan
catalytic	0	0	0	0	0	0	0	0	0	0	pemangkin
catamaran	0	0	0	0	0	0	0	0	0	0	katamaran
catapult	0	0	0	0	0	0	0	0	0	0	lastik
cataract	0	1	0	1	0	1	0	1	0	0	katarak
catastrophe	1	0	1	1	0	1	0	1	1	0	malapetaka
catch	0	0	0	0	0	0	0	0	1	0	tangkap
catching	0	0	0	0	0	0	0	0	0	0	menangkap
catechism	0	0	1	0	0	0	0	0	0	0	katekismus
categorical	0	0	0	0	0	0	1	0	0	0	berkategori
category	0	0	0	0	0	0	0	0	0	0	kategori
cater	0	0	0	0	0	0	1	0	0	0	melayan
caterer	0	0	0	0	0	0	0	0	0	0	katerer
caterpillar	0	0	0	0	0	0	0	0	0	0	ulat bulu
cates	0	0	0	0	0	0	0	0	0	0	kate
cathartic	0	0	0	0	0	0	1	0	0	0	katartik
cathedral	0	0	0	0	1	0	1	0	0	1	katedral
catheter	0	0	0	0	0	1	0	0	0	0	kateter
catnip	0	0	0	0	0	0	0	0	0	0	catnip
cattle	0	0	0	0	0	0	0	0	0	0	lembu
caucus	0	0	0	0	0	0	0	0	0	0	kaukus
caudal	0	0	0	0	0	0	0	0	0	0	caudal
caulk	0	0	0	0	0	0	0	0	0	0	caulk
causal	0	0	0	0	0	0	0	0	0	0	sebab musabab
causality	0	0	0	0	0	0	0	0	0	0	sebab musabab
causation	0	0	0	0	0	0	0	0	0	0	sebab musabab
caused	0	0	0	0	0	0	0	0	0	0	disebabkan
causeway	0	0	0	0	0	0	0	0	0	0	tambak
caution	1	1	0	1	0	1	0	0	0	0	berhati-hati
cautionary	0	0	0	1	0	0	0	0	0	0	berjaga-jaga
cautious	0	1	0	1	0	0	1	0	0	1	berhati-hati
cautiously	0	0	0	1	0	0	1	0	0	0	dengan berhati-hati
cavalry	0	0	0	0	0	0	0	0	0	0	pasukan berkuda
cave	0	0	0	0	0	0	0	0	0	0	gua
caveat	0	0	0	0	0	0	0	0	0	0	kaveat
cavern	0	0	0	0	0	0	0	0	0	0	gua
cavernous	0	0	0	0	0	0	0	0	0	0	berlubang-lubang
cavity	0	0	0	0	0	0	0	0	0	0	rongga
cayenne	0	0	0	0	0	0	0	0	0	0	cayenne
cease	0	0	0	0	0	0	0	0	0	0	berhenti
ceaseless	0	0	0	0	0	0	0	0	0	0	tanpa henti
cede	0	0	0	0	0	1	0	0	0	0	menyerahkan
ceiling	0	0	0	0	0	0	0	0	0	0	siling
celebrant	0	0	0	0	0	0	0	0	0	0	perayaan
celebrated	0	1	0	0	1	0	1	0	0	0	diraikan
celebrating	0	1	0	0	1	0	1	0	0	0	meraikan
celebration	0	1	0	0	1	0	1	0	1	1	perayaan
celebrity	1	1	1	0	1	1	1	0	1	1	selebriti
celestial	0	1	0	0	1	0	1	0	0	0	samawi
celibacy	0	0	0	0	0	0	0	0	0	0	membujang
cell	0	0	0	0	0	0	0	0	0	0	sel
cellar	0	0	0	0	0	0	0	0	0	0	bilik bawah tanah
cellular	0	0	0	0	0	0	0	0	0	0	selular
celluloid	0	0	0	0	0	0	0	0	0	0	seluloid
cement	0	1	0	0	0	0	0	0	0	1	simen
cemented	0	0	0	0	0	0	0	0	0	0	bersimen
cemetery	0	0	0	1	0	1	0	1	0	0	tanah perkuburan
censor	1	0	1	1	0	1	0	0	0	1	menapis
censure	0	0	0	0	0	1	0	0	0	0	mengecam
census	0	0	0	0	0	0	0	0	0	0	bancian
cent	0	0	0	0	0	0	0	0	0	0	sen
centenary	0	0	0	0	0	0	0	0	0	0	seratus tahun
centennial	0	0	0	0	0	0	0	0	0	0	seratus tahun
center	0	0	0	0	0	0	1	0	0	1	pusat
centimeter	0	0	0	0	0	0	0	0	0	0	sentimeter
central	0	0	0	0	0	0	0	0	0	0	pusat
centrality	0	0	0	0	0	0	0	0	0	0	berpusat
centralization	0	0	0	0	0	0	0	0	0	0	pemusatan
centralize	0	0	0	0	0	0	0	0	0	0	memusatkan
centrally	0	0	0	0	0	0	0	0	0	0	secara berpusat
centrifugal	0	0	0	0	0	0	0	0	0	0	empar
centrifuge	0	0	0	0	0	0	0	0	0	0	emparan
centurion	0	0	0	0	0	0	1	0	0	0	perwira
century	0	0	0	0	0	0	0	0	0	0	abad
ceramics	0	0	0	0	0	0	0	0	0	0	seramik
cereal	0	0	0	0	0	0	0	0	0	0	bijirin
cereals	0	0	0	0	0	0	0	0	0	0	bijirin
cerebral	0	0	0	0	0	0	1	0	0	0	serebral
ceremonial	0	0	0	0	0	0	0	0	0	0	istiadat
ceremony	0	0	0	0	1	0	1	0	1	0	majlis
certainty	0	0	0	0	0	0	1	0	0	0	kepastian
certificate	0	0	0	0	0	0	0	0	0	0	sijil
certify	0	0	0	0	0	0	0	0	0	1	memperakui
cess	0	0	1	0	0	1	0	0	0	0	ses
cessation	0	0	0	0	0	1	0	0	0	0	pemberhentian
chaff	1	0	0	1	0	1	0	0	0	0	sekam
chafing	0	0	0	0	0	1	0	0	0	0	melecet
chagrin	0	0	1	0	0	1	0	1	0	0	rasa kecewa
chain	0	0	0	0	0	0	0	0	0	0	rantai
chair	0	0	0	0	0	0	0	0	0	0	kerusi
chairman	0	0	0	0	0	0	1	0	0	1	pengerusi
chairperson	0	0	0	0	0	0	0	0	0	0	pengerusi
chairwoman	0	0	0	0	0	0	1	0	0	1	pengerusi
chaise	0	0	0	0	0	0	0	0	0	0	chaise
chalet	0	0	0	0	0	0	0	0	0	0	chalet
chalice	0	0	0	0	0	0	0	0	0	0	piala
chalk	0	0	0	0	0	0	0	0	0	0	kapur
challenge	1	0	0	1	0	1	0	0	0	0	cabaran
chamber	0	0	0	0	0	0	0	0	0	0	bilik
chambers	0	0	0	0	0	0	0	0	0	0	bilik
chameleon	0	0	0	0	0	0	0	0	0	0	bunglon
champagne	0	0	0	0	0	0	0	0	0	0	champagne
champion	0	1	0	0	1	0	1	0	0	1	juara
chance	0	0	0	0	0	0	0	0	1	0	peluang
chancellor	0	0	0	0	0	0	0	0	0	1	canselor
chandelier	0	0	0	0	0	0	0	0	0	0	candelier
chandler	0	0	0	0	0	0	0	0	0	0	chandler
change	0	0	0	1	0	0	0	0	0	0	ubah
changeable	0	1	0	0	0	0	0	0	1	0	boleh ubah
changed	0	0	0	0	0	0	0	0	0	0	berubah
changer	0	0	0	0	0	0	0	0	0	0	penukar
changing	0	0	0	0	0	0	0	0	0	0	berubah
channel	0	0	0	0	0	0	0	0	0	0	saluran
chant	1	1	0	0	1	0	1	0	1	0	berzikir
chaos	1	0	0	1	0	1	0	1	0	0	huru-hara
chaotic	1	0	0	0	0	1	0	0	0	0	huru hara
chap	0	0	0	0	0	0	0	0	0	0	bab
chapel	0	0	0	0	0	0	0	0	0	0	kapel
chaplain	0	0	0	0	0	0	0	0	0	1	pendeta
chapman	0	0	0	0	0	0	0	0	0	0	chapman
chaps	0	0	0	0	0	0	0	0	0	0	bab
chapter	0	0	0	0	0	0	0	0	0	0	bab
char	0	0	0	0	0	0	0	0	0	0	char
character	0	0	0	0	0	0	0	0	0	0	watak
characteristic	0	0	0	0	0	0	0	0	0	0	ciri
characterize	0	0	0	0	0	0	0	0	0	0	mencirikan
charade	0	0	0	0	0	1	0	0	0	0	sandiwara
charcoal	0	0	0	0	0	0	0	0	0	0	arang
charge	0	0	0	0	0	0	0	0	0	0	caj
chargeable	0	0	0	1	0	1	0	1	0	0	boleh dikenakan bayaran
charger	0	0	0	0	0	0	1	0	0	0	pengecas
chariot	0	0	0	0	0	0	0	0	0	0	kereta kuda
charitable	0	1	0	0	1	0	1	0	0	1	amal kebajikan
charity	0	0	0	0	1	0	1	0	0	0	amal jariah
charm	0	0	0	0	0	0	1	0	0	0	daya tarikan
charmed	0	0	0	0	1	1	1	0	0	0	terpesona
charmer	0	0	0	0	0	0	0	0	0	0	pawang
charming	0	0	0	0	0	0	1	0	0	0	menawan
chart	0	0	0	0	0	0	0	0	0	1	carta
charter	0	0	0	0	0	0	0	0	0	0	Piagam
chartered	0	0	0	0	0	0	0	0	0	0	disewa
chase	0	0	0	0	0	1	0	0	0	0	mengejar
chasm	0	0	0	1	0	0	0	0	0	0	jurang
chastisement	0	0	0	0	0	1	0	0	0	0	hukuman
chastity	0	1	0	0	0	0	1	0	0	1	kesucian
chat	0	0	0	0	0	0	0	0	0	0	berbual
chateau	0	0	0	0	0	0	0	0	0	0	chateau
chatter	0	0	0	0	0	0	0	0	0	0	berceloteh
chattering	0	0	0	0	0	0	1	0	0	0	berceloteh
chatty	0	0	0	0	0	1	0	0	0	0	cerewet
chauffeur	0	0	0	0	0	0	0	0	0	0	pemandu
cheap	0	0	0	0	0	1	0	0	0	0	murah
cheat	1	0	1	0	0	1	0	0	0	0	menipu
check	0	0	0	0	0	0	0	0	0	0	semak
checker	0	0	0	0	0	0	0	0	0	0	penyemak
checkered	0	0	0	0	0	0	0	0	0	0	berkotak-kotak
checkers	0	0	0	0	0	0	0	0	0	0	dam
checklist	0	0	0	0	0	0	1	0	0	1	senarai semak
cheek	0	0	0	0	0	0	0	0	0	0	pipi
cheeks	0	0	0	0	0	0	0	0	0	0	pipi
cheep	0	0	0	0	0	0	0	0	0	0	ciak
cheer	0	1	0	0	1	0	1	0	1	1	bersorak
cheerful	0	0	0	0	1	0	1	0	1	0	ceria
cheerfulness	0	1	0	0	1	0	1	0	0	1	keceriaan
cheering	0	0	0	0	1	0	1	0	0	0	bersorak
cheery	0	1	0	0	1	0	1	0	0	0	ceria
cheesecake	0	0	0	0	0	1	0	0	0	0	kek keju
cheetah	0	0	0	0	0	0	0	0	0	0	cheetah
chemise	0	0	0	0	0	0	0	0	0	0	chemise
chemist	0	0	0	0	0	0	1	0	0	1	ahli kimia
chemistry	0	0	0	0	0	0	0	0	0	0	kimia
cheque	0	0	0	0	0	0	0	0	0	0	semak
cherish	0	1	0	0	1	0	1	0	1	1	hargai
cherry	0	0	0	0	0	0	1	0	0	0	ceri
chess	0	0	0	0	0	0	0	0	0	0	catur
chest	0	0	0	0	0	0	0	0	0	0	dada
chestnut	0	0	0	0	0	0	0	0	0	0	berangan
chevron	0	0	0	0	0	0	0	0	0	0	chevron
chew	0	0	0	0	0	0	0	0	0	0	mengunyah
chic	0	0	0	0	0	0	0	0	0	0	bergaya
chicane	0	1	0	0	0	1	0	0	1	1	chicane
chicken	0	0	0	1	0	0	0	0	0	0	ayam
chief	0	0	0	0	0	0	0	0	0	0	ketua
chiefly	0	0	0	0	0	0	0	0	0	0	terutamanya
chieftain	0	0	0	0	0	0	1	0	0	0	penghulu
child	0	1	0	0	1	0	1	0	0	0	anak
childbirth	0	0	0	0	0	0	0	0	0	0	bersalin
childhood	0	0	0	0	1	0	1	0	0	0	zaman kanak-kanak
childish	0	0	0	0	0	1	0	0	0	0	kebudak-budakan
chill	0	0	0	0	0	0	0	0	0	0	sejukkan badan
chilly	0	0	0	0	0	1	0	0	0	0	sejuk
chime	0	0	0	0	0	0	0	0	0	0	bunyi loceng
chimera	0	0	0	1	0	0	0	0	1	0	chimera
chimes	0	0	0	0	0	0	0	0	0	0	lonceng
chimney	0	0	0	0	0	0	0	0	0	0	cerobong asap
china	0	0	0	0	0	0	0	0	0	0	cina
chine	0	0	0	0	0	0	0	0	0	0	cina
chinook	0	0	0	0	0	0	0	0	0	0	chinook
chip	0	0	0	0	0	0	0	0	0	0	cip
chipping	0	0	0	0	0	0	0	0	0	0	kerepek
chirp	0	0	0	0	1	0	1	0	0	0	kicauan
chisel	0	0	0	0	0	0	1	0	0	0	pahat
chit	0	0	0	0	0	0	0	0	0	0	chit
chivalry	0	0	0	0	0	0	1	0	0	0	kesatriaan
chloroform	0	0	0	0	0	1	0	0	0	0	kloroform
chocolate	0	1	0	0	1	0	1	0	0	1	coklat
choice	0	0	0	0	0	0	1	0	0	0	pilihan
choir	0	0	0	0	1	0	1	0	0	1	koir
choke	1	0	0	0	0	1	0	1	0	0	tercekik
cholera	0	0	1	1	0	1	0	1	0	0	kolera
choose	0	0	0	0	0	0	0	0	0	0	pilih
choosing	0	0	0	0	0	0	0	0	0	0	memilih
chop	0	0	0	0	0	1	0	0	0	0	mencincang
chopping	0	0	0	0	0	0	0	0	0	0	mencincang
chops	0	0	0	0	0	0	0	0	0	0	potong
choral	0	0	0	0	1	0	1	0	0	0	paduan suara
