English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Esperanto Word
deadlock	0	0	0	0	0	1	0	0	0	0	blokiĝo
deadly	1	0	1	1	0	1	0	1	0	0	mortiga
deafening	0	0	0	0	0	0	0	0	0	0	surdiga
deafness	0	0	0	0	0	0	0	0	0	0	surdeco
deal	0	1	0	0	1	0	1	0	1	1	interkonsento
dealer	0	0	0	0	0	0	0	0	0	0	komercisto
dealing	0	0	0	0	0	0	0	0	0	0	traktado
dealings	0	0	0	0	0	0	0	0	0	1	negocoj
dean	0	0	0	0	0	0	0	0	0	0	dekano
dear	0	0	0	0	0	0	1	0	0	0	kara
dearth	0	0	0	0	0	0	0	0	0	0	manko
death	1	1	1	1	0	1	0	1	1	0	morto
debacle	0	0	0	1	0	1	0	1	0	0	fiasko
debatable	0	0	0	0	0	0	0	0	0	0	diskutebla
debate	0	0	0	0	0	0	1	0	0	0	debato
debauchery	0	0	1	1	0	1	0	0	0	0	diboĉo
debenture	0	1	0	0	0	0	0	0	0	0	obligacio
debit	0	0	0	0	0	0	0	0	0	0	debeto
debris	0	0	1	0	0	1	0	0	0	0	derompaĵoj
debt	0	0	0	0	0	1	0	1	0	0	ŝuldo
debtor	0	0	0	0	0	1	0	0	0	0	ŝuldanto
debut	0	0	0	0	0	0	0	0	0	0	debuto
decade	0	0	0	0	0	0	0	0	0	0	jardeko
decanter	0	0	0	0	0	0	0	0	0	0	decanter
decay	0	0	0	1	0	1	0	1	0	0	kadukiĝo
decayed	0	0	1	0	0	1	0	1	0	0	kadukiĝis
deceased	0	0	0	0	0	1	0	1	0	0	mortinto
deceit	1	0	1	1	0	1	0	1	1	0	trompo
deceitful	0	0	1	0	0	1	0	1	0	0	trompa
deceive	1	0	1	0	0	1	0	1	0	0	trompi
deceived	1	0	0	0	0	1	0	0	0	0	trompita
deceiving	0	0	0	0	0	1	0	0	0	1	trompanta
decency	0	0	0	0	0	0	1	0	0	0	dececo
decent	0	0	0	0	0	0	1	0	0	0	deca
deception	0	0	0	0	0	1	0	0	0	0	trompo
deceptive	0	0	0	0	0	1	0	0	0	0	trompa
decidedly	0	0	0	0	0	0	0	0	0	0	decide
deciduous	0	0	0	0	0	0	0	0	0	0	deciduaj
decimal	0	0	0	0	0	0	0	0	0	0	decimalo
decipher	0	0	0	0	0	0	0	0	0	0	deĉifri
decision	0	0	0	0	0	0	0	0	0	0	decido
decisive	0	0	0	0	0	0	0	0	0	0	decida
deck	0	0	0	0	0	0	0	0	0	0	ferdeko
declaration	0	0	0	0	0	0	0	0	0	0	deklaro
declaratory	0	0	0	0	0	0	1	0	0	0	deklara
declare	0	0	0	0	0	0	0	0	0	0	deklari
declination	0	0	0	0	0	1	0	0	0	0	deklinacio
decline	0	0	0	0	0	1	0	0	0	0	malkresko
declining	0	0	0	0	0	1	0	0	0	0	malkreskante
decompose	0	0	1	0	0	0	0	0	0	0	malkomponi
decomposed	0	0	0	0	0	0	0	1	0	0	malkomponita
decomposition	0	0	1	1	0	1	0	1	0	0	putriĝo
decorate	0	0	0	0	0	0	0	0	0	0	ornami
decoration	0	0	0	0	0	0	0	0	0	0	dekoracio
decorum	0	0	0	0	0	0	0	0	0	0	decoro
decoy	0	0	0	0	0	0	0	0	1	0	forlogaĵo
decrease	0	0	0	0	0	1	0	0	0	0	malpliigi
decreased	0	0	0	0	0	0	0	0	0	0	malpliiĝis
decreasing	0	0	0	0	0	0	0	0	0	0	malkreskanta
decree	0	0	0	0	0	0	0	0	0	0	dekreto
decrement	0	0	0	0	0	1	0	0	0	0	dekreti
decrepit	0	0	0	0	0	1	0	0	0	0	kaduka
decry	1	0	0	0	0	1	0	0	0	0	mallaŭdi
dedication	0	0	0	0	0	0	1	0	0	0	dediĉo
deduce	0	0	0	0	0	0	0	0	0	0	dedukti
deduct	0	0	0	0	0	1	0	0	0	0	dedukti
deduction	0	0	0	0	0	0	0	0	0	0	dedukto
deed	0	0	0	0	0	0	0	0	0	1	faro
deepen	0	0	0	0	0	0	0	0	0	0	profundigi
deer	0	0	0	0	0	0	0	0	0	0	cervoj
defamation	0	0	1	1	0	1	0	0	0	0	kalumnio
defamatory	1	0	0	0	0	1	0	0	0	0	kalumnia
default	0	0	1	1	0	1	0	1	0	0	defaŭlte
defeat	0	0	0	0	0	1	0	0	0	0	malvenko
defeated	0	0	0	0	0	1	0	1	0	0	venkita
defect	1	0	0	0	0	1	0	0	0	0	difekto
defection	0	0	0	1	0	1	0	0	0	0	transfuĝo
defective	0	0	1	0	0	1	0	0	0	0	misa
defend	0	0	0	1	0	0	1	0	0	0	defendi
defendant	1	0	0	1	0	0	0	1	0	0	akuzito
defended	0	0	0	0	0	0	1	0	0	1	defendis
defender	0	0	0	0	0	0	1	0	0	1	defendanto
defending	0	0	0	0	0	0	1	0	0	0	defendante
defense	1	1	0	1	0	0	1	0	0	0	defendo
defenseless	0	0	0	1	0	1	0	1	0	0	sendefenda
defensible	0	0	0	0	0	0	0	0	0	0	defendebla
defensive	0	0	0	0	0	0	0	0	0	0	defenda
defer	0	0	0	0	0	0	0	0	0	0	prokrasti
deference	0	0	0	0	0	0	1	0	0	1	deferenco
deferral	0	0	0	0	0	1	0	0	0	0	prokrasto
deferring	0	0	0	0	0	0	0	0	0	0	prokrastante
defiance	1	0	1	1	0	1	0	0	0	0	defio
defiant	1	0	0	0	0	1	0	0	0	0	defia
deficiency	0	0	0	0	0	1	0	0	0	0	manko
deficit	0	0	0	0	0	1	0	0	0	0	deficito
define	0	0	0	0	0	0	0	0	0	0	difini
defined	0	0	0	0	0	0	0	0	0	0	difinita
definition	0	0	0	0	0	0	0	0	0	0	difino
definitive	0	0	0	0	0	0	1	0	0	1	definitiva
deflate	1	0	0	0	0	1	0	1	0	0	malŝveligi
deflation	0	0	0	1	0	1	0	0	0	0	deflacio
deflect	0	0	0	0	0	0	0	0	0	0	deturni
deflection	0	0	0	0	0	0	0	0	0	0	deflankiĝo
defloration	0	0	0	0	0	0	0	0	0	0	deflorado
deform	0	0	1	0	0	1	0	0	0	0	misformigi
deformed	0	0	1	0	0	1	0	1	0	0	misformita
deformity	0	0	1	1	0	1	0	1	0	0	misformiĝo
defraud	1	0	1	0	0	1	0	0	0	0	fraŭdi
defray	0	0	0	0	0	0	0	0	0	0	pagi
deft	0	0	0	0	0	0	0	0	0	0	lerta
defunct	0	0	0	0	0	1	0	1	0	0	malfunkcia
defy	1	0	0	1	0	1	0	1	1	0	defii
degeneracy	1	0	1	0	0	1	0	1	0	0	degenero
degenerate	0	0	0	0	0	1	0	0	0	0	degeneri
degeneration	0	0	0	0	0	0	0	0	0	0	degenero
degradation	0	0	0	0	0	1	0	0	0	0	degradado
degrade	0	0	1	0	0	1	0	0	0	0	degradi
degrading	0	0	1	1	0	1	0	1	0	0	degradante
degree	0	0	0	0	0	0	1	0	0	0	gradon
dehydrated	0	0	0	0	0	0	0	0	0	0	senhidratigita
delay	1	0	1	1	0	1	0	1	0	0	prokrasto
delayed	0	0	0	0	0	1	0	0	0	0	prokrastita
delectable	0	0	0	0	0	0	1	0	0	0	bongusta
delegate	0	0	0	0	0	0	1	0	0	1	delegito
delegation	0	0	0	0	0	0	0	0	0	0	delegacio
deleterious	1	0	1	1	0	1	0	0	0	0	malutila
deletion	0	0	0	0	0	1	0	0	0	0	forigo
deliberate	0	0	0	0	0	0	1	0	0	0	intenca
deliberation	0	0	0	0	0	0	0	0	0	0	pripensado
deliberative	0	0	0	0	0	0	0	0	0	0	deliberative
delicacy	0	0	0	0	0	0	0	0	0	0	delikateco
delicious	0	0	0	0	1	0	1	0	0	0	bongusta
delight	0	1	0	0	1	0	1	0	0	0	ĝojo
delighted	0	1	0	0	1	0	1	0	1	0	ĝojis
delightful	0	1	0	0	1	0	1	0	0	1	rava
delineate	0	0	0	0	0	0	0	0	0	0	delinei
delineation	0	0	0	0	0	0	0	0	0	0	delineado
delinquency	0	0	0	0	0	1	0	0	0	0	delikto
delinquent	1	0	1	0	0	1	0	0	0	0	deliktulo
delirious	0	0	0	0	0	1	0	1	0	0	deliras
delirium	0	0	1	0	0	1	0	1	0	0	deliro
deliverance	0	1	0	0	1	0	1	0	0	1	savo
delivery	0	1	0	0	0	0	1	0	0	0	livero
dell	0	0	0	0	0	0	0	0	0	0	dell
delta	0	0	0	0	0	0	0	0	0	0	delto
deluge	0	0	0	1	0	1	0	1	1	0	diluvo
delusion	1	0	0	1	0	1	0	1	0	0	iluzio
delusional	1	0	0	1	0	1	0	0	0	0	delira
delve	0	0	0	0	0	0	0	0	0	0	enprofundiĝi
demand	1	0	0	0	0	1	0	0	0	0	postulo
demanding	0	0	0	0	0	1	0	0	0	0	postulema
demeanor	0	0	0	0	0	0	0	0	0	0	konduto
demented	0	0	0	1	0	1	0	0	0	0	demenca
dementia	0	0	0	1	0	1	0	1	0	0	demenco
demise	0	0	0	1	0	1	0	1	0	0	forpaso
democracy	0	0	0	0	0	0	1	0	0	0	demokratio
democrat	0	0	0	0	0	0	0	0	0	0	demokrato
demolish	1	0	0	0	0	1	0	1	0	0	malkonstrui
demolition	0	0	0	0	0	1	0	0	0	0	malkonstruo
demon	1	0	1	1	0	1	0	1	0	0	demono
demonic	1	0	1	1	0	1	0	1	0	0	demona
demonstrable	0	0	0	0	0	0	1	0	0	0	pruvebla
demonstrate	0	0	0	0	0	0	0	0	0	0	pruvi
demonstrated	0	0	0	0	0	0	0	0	0	0	pruvis
demonstrating	0	0	0	0	0	0	0	0	0	0	manifestante
demonstration	0	0	0	0	0	0	0	0	0	0	manifestacio
demonstrative	0	0	0	0	1	0	1	1	0	0	demonstrativo
demonstrator	0	0	0	0	0	0	0	0	0	0	manifestacianto
demoralized	0	0	0	1	0	1	0	1	0	0	demoralizita
demos	0	0	0	0	0	0	0	0	0	0	demonstraĵoj
den	0	0	0	0	0	0	0	0	0	0	den
denial	0	0	0	0	0	1	0	0	0	0	neo
denied	0	0	0	0	0	1	0	1	0	0	neis
denomination	0	0	0	0	0	0	0	0	0	0	nomado
denominational	0	0	0	0	0	0	0	0	0	0	konfesiaj
denominator	0	0	0	0	0	0	0	0	0	0	denominatoro
denote	0	0	0	0	0	0	0	0	0	0	signifi
denounce	1	0	1	0	0	1	0	0	0	0	denunci
dense	0	0	0	0	0	0	0	0	0	0	densa
density	0	0	0	0	0	0	0	0	0	0	denseco
dent	0	0	0	0	0	0	0	0	0	0	dent
dentistry	0	0	0	1	0	0	0	0	0	0	dentokuracado
denunciation	1	0	1	1	0	1	0	0	0	0	denunco
deny	1	0	0	0	0	1	0	0	0	0	nei
denying	0	1	0	0	0	1	0	0	0	0	neante
deodorant	0	0	0	0	0	0	0	0	0	0	senodorigilo
depart	0	1	0	0	0	0	0	1	0	0	foriri
departed	0	0	0	0	0	1	0	1	0	0	foriris
department	0	0	0	0	0	0	0	0	0	0	fako
departure	0	0	0	0	0	1	0	1	0	0	foriro
depend	0	1	0	0	0	0	0	0	0	1	dependas
dependant	0	0	0	0	0	0	0	0	0	0	dependaj
dependence	0	0	0	1	0	1	0	1	0	0	dependeco
dependency	0	0	0	0	0	1	0	0	0	0	dependeco
dependent	0	0	0	0	0	1	1	0	0	1	dependaj
depict	0	0	0	0	0	0	0	0	0	0	bildigi
depicting	0	0	0	0	0	0	0	0	0	0	bildigi
depletion	0	0	0	0	0	0	0	0	0	0	elĉerpiĝo
deplorable	1	0	1	1	0	1	0	1	0	0	bedaŭrinda
deplore	1	0	1	0	0	1	0	1	0	0	bedaŭri
deploy	0	0	0	0	0	0	0	0	0	0	deploji
deport	0	0	0	1	0	1	0	1	0	0	deporti
deportation	1	0	0	1	0	1	0	1	0	0	deportado
deposit	0	0	0	0	0	0	0	0	0	0	deponejo
depositary	0	0	0	0	0	0	0	0	0	0	deponejo
deposition	0	0	0	0	0	0	0	0	0	0	depozicio
depository	0	0	0	0	0	0	0	0	0	1	deponejo
depot	0	0	0	0	0	0	0	0	0	0	deponejo
depraved	1	1	1	1	0	1	0	1	0	0	depravado
depravity	1	0	1	0	0	1	0	0	0	0	malvirteco
depreciate	1	0	1	0	0	1	0	0	0	0	malplivalorigi
depreciated	1	0	1	1	0	1	0	1	0	0	malplivalorigita
depreciation	0	0	0	1	0	1	0	0	0	0	depreco
depress	0	0	0	1	0	1	0	1	0	0	deprimi
depressed	1	0	0	1	0	1	0	1	0	0	deprimita
depressing	0	0	1	0	0	1	0	1	0	0	deprimante
depression	0	0	0	0	0	1	0	1	0	0	depresio
depressive	0	0	0	0	0	1	0	1	0	0	deprimiĝema
deprivation	1	0	1	1	0	1	0	1	0	0	senigo
depth	0	0	0	0	0	0	1	0	0	1	profundo
deputy	0	0	0	0	0	0	0	0	0	1	deputito
derail	0	0	0	0	0	0	0	0	0	0	dereligi
deranged	1	0	1	1	0	1	0	0	0	0	konfuzita
derelict	0	0	0	0	0	1	0	0	0	0	forlasita
derision	1	0	1	0	0	1	0	0	0	0	mokado
derivation	0	0	0	0	0	0	0	0	0	0	derivado
derivative	0	0	0	0	0	0	0	0	0	0	derivaĵo
derive	0	0	0	0	0	0	0	0	0	0	derivi
dermal	0	0	0	0	0	0	0	0	0	0	dermal
dermatologist	0	0	0	0	0	0	0	0	0	1	dermatologo
dermatology	0	0	0	0	0	0	0	0	0	0	dermatologio
derogation	1	0	1	1	0	1	0	1	0	0	derogado
derogatory	1	0	1	1	0	1	0	1	0	0	malestima
descend	0	0	0	0	0	0	0	0	0	0	descendi
descendant	0	0	0	0	0	0	0	0	0	0	posteulo
descendent	0	0	0	0	0	0	0	0	0	0	posteulo
descending	0	0	0	0	0	0	0	0	0	0	malsupreniranta
descent	0	0	0	1	0	0	0	1	0	0	deveno
describe	0	0	0	0	0	0	0	0	0	0	priskribi
description	0	0	0	0	0	0	0	0	0	0	Priskribo
descriptive	0	0	0	0	0	0	1	0	0	0	priskriba
desecration	1	0	1	1	0	1	0	1	0	0	profanigo
desert	1	0	1	1	0	1	0	1	0	0	dezerto
deserted	1	0	1	1	0	1	0	1	0	0	dezerta
desertion	0	0	0	0	0	1	0	0	0	0	dizerto
deserve	1	1	0	0	0	0	1	0	0	1	meritas
deserved	0	0	0	0	0	0	1	0	0	0	meritita
deserving	0	0	0	0	0	0	0	0	0	0	meritantaj
design	0	0	0	0	0	0	0	0	0	0	dezajno
designate	0	0	0	0	0	0	0	0	0	0	nomumi
designation	0	0	0	0	0	0	0	0	0	1	nomado
designed	0	0	0	0	0	0	0	0	0	0	desegnita
designer	0	0	0	0	0	0	1	0	0	0	dezajnisto
designing	0	0	0	0	0	0	0	0	0	0	desegnante
desirability	0	0	0	0	0	0	0	0	0	0	dezirindeco
desirable	0	0	0	0	0	0	1	0	0	0	dezirinda
desiring	0	0	0	0	0	0	1	0	0	0	deziranta
desirous	0	0	0	0	0	0	1	0	0	0	dezira
desist	1	0	1	0	0	1	0	0	0	0	rezigni
desk	0	0	0	0	0	0	0	0	0	0	skribotablo
desolation	0	0	0	1	0	1	0	1	0	0	dezerto
despair	1	0	1	1	0	1	0	1	0	0	malespero
despairing	0	0	0	1	0	1	0	1	0	0	malespere
despatch	0	0	0	0	0	0	0	0	0	0	depeŝo
desperate	0	0	0	0	0	1	0	0	0	0	malespera
desperation	0	0	0	0	0	0	0	0	0	0	malespero
despicable	1	0	1	0	0	1	0	0	0	0	malestiminda
despise	1	0	1	0	0	1	0	0	0	0	malestimi
despotic	0	0	0	1	0	1	0	0	0	0	despota
despotism	1	0	1	1	0	1	0	1	0	0	despotismo
dessert	0	0	0	0	0	0	0	0	0	0	deserto
destination	0	1	0	1	1	0	1	1	1	0	destino
destined	0	1	0	0	0	0	0	0	0	0	destinita
destiny	0	0	0	0	0	0	0	0	0	0	destino
destitute	0	0	0	1	0	1	0	1	0	0	malriĉa
destroyed	1	0	0	1	0	1	0	1	0	0	detruitaj
destroyer	1	0	0	1	0	1	0	0	0	0	detruanto
destroying	1	0	0	1	0	1	0	1	0	0	detruante
destruction	1	0	0	0	0	1	0	0	0	0	detruo
destructive	1	0	1	1	0	1	0	0	0	0	detrua
detach	0	0	0	0	0	0	0	0	0	0	dekroĉi
detached	0	0	0	0	0	0	0	0	0	0	dekroĉita
detachment	0	0	0	0	0	1	0	0	0	0	taĉmento
detail	0	0	0	0	0	0	0	0	0	0	detalo
details	0	0	0	0	0	0	0	0	0	0	detaloj
detain	0	0	0	0	0	1	0	0	0	0	deteni
detainee	1	1	0	1	0	1	0	1	0	0	arestito
detect	0	0	0	0	0	0	1	0	0	0	detekti
detectable	0	0	0	0	0	0	0	0	0	0	detektebla
detection	0	0	0	0	0	0	1	0	0	0	detekto
detective	0	0	0	0	0	0	0	0	0	0	detektivo
detector	0	0	0	0	0	0	0	0	0	0	detektilo
detention	0	0	0	0	0	1	0	1	0	0	deteno
deter	0	0	0	0	0	0	0	0	0	0	malinstigi
detergent	0	0	0	0	0	0	0	0	0	0	lesivo
deteriorate	0	0	0	1	0	1	0	1	0	0	difekti
deteriorated	0	0	1	0	0	1	0	1	0	0	difektis
deterioration	1	0	1	1	0	1	0	1	0	0	difekto
determinable	0	0	0	0	0	0	0	0	0	0	determinebla
determinate	0	1	0	0	0	0	0	0	0	1	determinata
determination	0	0	0	0	0	0	1	0	0	1	determino
determined	0	0	0	0	0	0	1	0	0	0	determinita
detest	1	0	1	0	0	1	0	0	0	0	abomenas
detonate	0	0	0	1	0	1	0	0	1	0	detonacii
detonation	1	0	0	0	0	0	0	0	0	0	detonacio
detour	0	0	0	0	0	0	0	0	0	0	kromvojo
detract	1	0	0	0	0	1	0	0	0	0	malpliigi
detriment	0	0	0	0	0	1	0	0	0	0	malutilo
detrimental	0	0	0	0	0	1	0	0	0	0	malutila
detritus	0	0	0	0	0	1	0	0	0	0	detrito
deuce	0	0	0	0	0	0	0	0	0	0	deuce
devastate	1	0	0	1	0	1	0	1	0	0	ruinigi
devastating	1	0	1	1	0	1	0	1	0	1	ruiniga
devastation	1	0	0	1	0	1	0	1	1	0	ruiniĝo
develop	0	1	0	0	0	0	1	0	0	0	disvolvi
developing	0	0	0	0	0	0	0	0	0	0	evoluanta
development	0	0	0	0	0	0	0	0	0	0	evoluo
deviate	0	0	0	0	0	0	0	0	0	0	deflankiĝi
deviating	0	0	0	0	0	0	0	0	0	0	deflankiĝanta
deviation	0	0	0	0	0	0	0	1	0	0	devio
device	0	0	0	0	0	0	0	0	0	0	aparato
devil	1	1	1	1	0	1	0	1	0	0	diablo
devilish	0	0	1	1	0	1	0	0	0	0	diablaj
devious	0	0	0	0	0	1	0	0	0	0	ruza
devise	0	0	0	0	0	0	0	0	0	0	elpensi
devoid	0	0	0	0	0	0	0	0	0	0	manka
devolution	0	0	0	0	0	1	0	0	0	0	transdono
devolve	0	0	0	0	0	0	0	0	0	0	devolvi
devote	0	0	0	0	0	0	0	0	0	0	dediĉi
devotee	0	0	0	0	0	0	0	0	0	0	devotulo
devotional	0	0	0	0	0	0	1	0	0	1	devota
devour	0	0	0	0	0	1	0	0	0	0	formanĝi
devout	0	1	0	0	1	0	1	0	0	1	devota
dew	0	0	0	0	0	0	0	0	0	0	roso
dexter	0	0	0	0	0	0	0	0	0	0	lerta
dexterity	0	0	0	0	0	0	1	0	0	0	lerteco
dextrose	0	0	0	0	0	0	0	0	0	0	dekstrozo
diabolical	1	0	1	1	0	1	0	0	0	0	diabla
diagnosis	0	1	0	1	0	1	0	0	0	1	diagnozo
diagnostic	0	0	0	0	0	0	0	0	0	0	diagnozo
diagnostics	0	0	0	0	0	0	0	0	0	0	diagnozojn
diagram	0	0	0	0	0	0	0	0	0	0	diagramo
dial	0	0	0	0	0	0	0	0	0	0	dial
dialect	0	0	0	0	0	0	0	0	0	0	dialekto
dialectic	0	0	0	0	0	0	0	0	0	0	dialektiko
dialogue	0	0	0	0	0	0	0	0	0	0	dialogo
diameter	0	0	0	0	0	0	0	0	0	0	diametro
diamond	0	0	0	0	1	0	1	0	0	0	diamanto
diamonds	0	0	0	0	0	0	0	0	0	0	diamantoj
diaper	0	0	1	0	0	0	0	0	0	0	vindotuko
diaphragm	0	0	0	0	0	0	0	0	0	0	diafragmo
diarrhoea	0	0	1	0	0	0	0	0	0	0	diareo
diary	0	0	0	0	1	0	1	0	0	1	taglibro
diatribe	1	0	1	0	0	1	0	0	0	0	diatribo
dice	0	0	0	0	0	0	0	0	0	0	ĵetkuboj
dichotomous	0	0	0	0	0	0	0	0	0	0	dikotomaj
dichotomy	0	0	0	0	0	0	0	0	0	0	dikotomio
dictate	0	0	0	0	0	0	0	0	0	0	dikti
dictation	0	0	0	0	0	0	0	0	0	0	diktado
dictator	0	0	0	1	0	1	0	0	0	0	diktatoro
dictatorial	1	0	0	0	0	1	0	0	0	0	diktatoraj
dictatorship	1	1	1	1	0	1	0	1	0	0	diktatoreco
diction	0	0	0	0	0	0	0	0	0	0	diction
dictionary	0	0	0	0	0	0	1	0	0	1	vortaro
dictum	0	0	0	0	0	0	0	0	0	1	dikto
didactic	0	0	0	0	0	0	1	0	0	0	didaktika
die	0	0	0	1	0	1	0	1	0	0	morti
diet	0	0	0	0	0	0	0	0	0	0	dieto
dietary	0	1	0	0	0	0	1	0	0	0	dietaj
differ	0	0	0	0	0	0	0	0	0	0	malsamas
difference	0	0	0	0	0	0	0	0	0	0	diferenco
differences	0	0	0	0	0	0	0	0	0	0	diferencoj
differential	0	0	0	0	0	0	0	0	0	1	diferencialo
differentiation	0	0	0	0	0	0	0	0	0	0	diferencigo
differently	0	0	0	0	0	0	0	0	1	0	alimaniere
differing	0	0	0	0	0	0	0	0	0	0	malsamante
difficult	0	0	0	1	0	0	0	0	0	0	malfacila
difficulties	0	0	0	0	0	1	0	1	0	0	malfacilaĵoj
difficulty	1	0	0	1	0	1	0	1	0	0	malfacileco
diffuse	0	0	0	0	0	0	0	0	0	0	difuza
diffusion	0	0	0	0	0	0	0	0	0	0	disvastigo
dig	0	0	0	0	0	0	0	0	0	0	fosi
digest	0	0	0	0	0	0	0	0	0	0	digesti
digestion	0	0	0	0	0	0	0	0	0	0	digesto
digit	0	0	0	0	0	0	0	0	0	1	cifero
dignified	0	0	0	0	0	0	1	0	0	0	digna
dignity	0	0	0	0	0	0	1	0	0	1	digno
digress	0	1	0	0	0	1	0	0	0	0	digresi
digs	0	0	0	0	0	0	0	0	0	0	fosas
dike	0	0	0	1	0	0	0	0	0	0	digo
dilapidated	0	0	1	0	0	1	0	1	0	0	kaduka
dilatation	0	0	0	0	0	0	0	0	0	0	dilatiĝo
dilation	0	0	0	0	0	0	0	0	0	0	dilatiĝo
dilemma	0	0	0	0	0	0	0	0	0	0	dilemo
diligence	0	0	0	0	0	0	1	0	0	1	diligento
diligent	0	0	0	0	0	0	0	0	0	0	diligenta
diluent	0	0	0	0	0	0	0	0	0	0	diluanto
dilute	0	0	0	0	0	1	0	0	0	0	dilui
diluted	0	0	0	0	0	0	0	0	0	0	diluita
dilution	0	0	0	0	0	0	0	0	0	0	diluo
dime	0	0	0	0	0	0	0	0	0	0	dime
dimension	0	0	0	0	0	0	0	0	0	0	dimensio
diminish	0	0	0	0	0	1	0	1	0	0	malpliigi
diminished	0	0	0	0	0	1	0	0	0	0	malpliiĝis
diminution	0	0	0	0	0	0	0	0	0	0	malpliigo
diminutive	0	0	0	0	0	0	0	0	0	0	diminutivo
din	0	0	0	0	0	1	0	0	0	0	din
dine	0	0	0	0	0	0	0	0	0	0	manĝi
diner	0	0	0	0	0	0	0	0	0	0	manĝanto
dinner	0	0	0	0	0	0	1	0	0	0	vespermanĝo
dinosaur	0	0	0	1	0	0	0	0	0	0	dinosaŭro
dint	0	0	0	0	0	0	0	0	0	0	dint
diocesan	0	0	0	0	0	0	0	0	0	0	dioceza
diocese	0	0	0	0	0	0	0	0	0	0	diocezo
diorama	0	0	0	0	0	0	0	0	0	0	dioramo
dip	0	0	0	0	0	0	0	0	0	0	trempi
diploma	0	0	0	0	0	0	0	0	0	0	diplomo
diplomacy	0	1	0	0	0	0	1	0	0	1	diplomatio
diplomat	0	0	0	0	0	0	0	0	0	0	diplomato
diplomatic	0	0	0	0	0	0	1	0	0	1	diplomatia
dire	0	0	1	1	0	1	0	1	1	0	dire
directed	0	0	0	0	0	0	0	0	0	0	direktita
direction	0	0	0	0	0	0	0	0	0	0	direkto
directly	0	0	0	0	0	0	0	0	0	0	rekte
director	0	0	0	0	0	0	1	0	0	1	direktoro
directory	0	0	0	0	0	0	0	0	0	0	dosierujo
dirt	0	0	1	0	0	1	0	0	0	0	malpuraĵo
dirty	0	0	1	0	0	1	0	0	0	0	malpura
disability	0	0	0	0	0	1	0	1	0	0	malkapablo
disable	0	0	0	1	0	1	0	1	0	0	malŝalti
disabled	0	0	0	1	0	1	0	1	0	0	malfunkciigita
disadvantage	0	0	0	0	0	0	0	0	0	0	malavantaĝo
disaffected	0	0	0	0	0	1	0	0	0	0	malkontentaj
disagree	1	0	0	0	0	1	0	0	0	0	malkonsentas
disagreeable	0	0	0	0	0	0	0	0	0	0	malagrabla
disagreeing	1	0	0	0	0	1	0	1	0	0	malkonsentas
disagreement	1	0	0	0	0	1	0	1	0	0	malkonsento
disallow	0	0	0	0	0	0	0	0	0	0	malpermesi
disallowed	1	0	1	1	0	1	0	1	0	0	malpermesata
disappear	0	0	0	1	0	0	0	0	0	0	malaperi
disappearance	0	0	0	0	0	0	0	0	0	0	malapero
disappearing	0	0	0	0	0	0	0	0	0	0	malaperanta
disappoint	1	0	1	0	0	1	0	1	0	0	seniluziigi
disappointed	1	0	1	0	0	1	0	1	0	0	seniluziigita
disappointing	0	0	0	0	0	1	0	1	0	0	seniluziiga
disappointment	0	0	1	0	0	1	0	1	0	0	seniluziiĝo
disapproval	0	0	0	0	0	1	0	1	0	0	malaprobo
disapprove	1	0	1	1	0	1	0	1	0	0	malaprobi
disapproved	1	0	0	0	0	1	0	1	0	0	malaprobita
disapproving	1	0	1	0	0	1	0	1	0	0	malaprobante
disarm	0	0	0	0	0	0	0	0	0	0	senarmigi
disarray	0	0	0	0	0	0	0	0	0	0	malordo
disaster	1	0	1	1	0	1	0	1	1	0	katastrofo
disastrous	1	0	0	1	0	1	0	1	0	0	katastrofa
disband	0	0	0	0	0	0	0	0	0	0	dissolvi
disbelief	0	0	0	0	0	0	0	0	0	0	nekredemo
disbelieve	0	0	0	0	0	1	0	0	0	0	malkredi
disburse	0	0	0	0	0	0	0	0	0	0	elspezi
disbursement	0	0	0	0	0	0	0	0	0	0	elspezo
disc	0	0	0	0	0	0	0	0	0	0	disko
discarded	0	0	0	0	0	0	0	0	0	0	forĵetita
discards	0	0	0	0	0	1	0	0	0	0	forĵetas
discern	0	0	0	0	0	0	0	0	0	0	discerni
discernible	0	0	0	0	0	0	0	0	0	0	perceptebla
discerning	0	0	0	0	0	0	0	0	0	0	prudenta
discernment	0	0	0	0	0	0	0	0	0	0	discernado
discharge	0	0	0	0	0	1	0	0	0	0	malŝarĝo
disciple	0	0	0	0	0	0	0	0	0	1	disĉiplo
discipline	0	0	0	1	0	1	0	0	0	0	disciplino
disclaim	1	0	1	0	0	1	0	0	0	1	malakcepti
disclaimer	0	0	0	0	0	0	0	0	0	0	malgarantio
disclose	0	0	0	0	0	0	0	0	0	0	malkaŝi
disclosed	0	0	0	0	0	0	0	0	0	1	malkaŝita
disclosure	0	0	0	0	0	0	0	0	0	0	malkaŝo
discoloration	0	0	1	0	0	1	0	0	0	0	senkoloriĝo
discolored	0	0	1	0	0	1	0	1	0	0	senkolorigita
discomfort	0	0	0	0	0	1	0	1	0	0	malkomforto
disconnect	0	0	0	0	0	1	0	1	0	0	malkonekti
disconnected	0	0	0	0	0	1	0	1	0	0	malkonektita
disconnection	0	0	0	0	0	1	0	0	0	0	malkonekto
