English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Slovenian Word
birch	1	0	1	1	0	1	0	0	0	0	breza
bird	0	0	0	0	0	0	0	0	0	0	ptica
birth	0	1	0	1	1	0	1	0	0	1	rojstvo
birthday	0	1	0	0	1	0	1	0	1	0	rojstni dan
birthplace	1	0	0	0	0	1	0	0	0	0	rojstni kraj
birthright	0	0	0	0	0	0	0	0	0	0	rojstna pravica
bis	0	0	0	0	0	0	0	0	0	0	bis
bishop	0	0	0	0	0	0	0	0	0	0	škof
bison	0	0	0	0	0	0	0	0	0	0	bizon
bit	0	0	0	0	0	0	0	0	0	0	bit
bitch	1	0	1	1	0	1	0	1	0	0	prasica
bite	0	0	0	0	0	1	0	0	0	0	ugriz
bitterly	1	0	1	0	0	1	0	1	0	0	grenko
bitterness	1	0	1	0	0	1	0	1	0	0	grenkoba
bitumen	0	0	0	0	0	0	0	0	0	0	bitumen
biweekly	0	0	0	0	0	0	0	0	0	0	dvotedensko
bizarre	0	0	0	0	0	1	0	0	1	0	bizarno
blackberry	0	0	0	0	0	0	0	0	0	0	robida
blackboard	0	0	0	0	0	0	0	0	0	0	tabla
blackjack	0	0	0	0	0	1	0	0	0	0	blackjack
blackmail	1	0	0	1	0	1	0	0	0	0	izsiljevanje
blackness	0	0	0	1	0	1	0	1	0	0	črnina
blacksmith	0	0	0	0	0	0	0	0	0	0	kovač
bladder	0	0	0	0	0	0	0	0	0	0	mehur
blade	0	0	0	0	0	0	0	0	0	0	rezilo
blame	1	0	1	0	0	1	0	0	0	0	krivda
blameless	0	0	0	0	0	0	1	0	0	0	neoporečen
bland	0	0	0	0	0	1	0	0	0	0	mehak
blank	0	0	0	0	0	0	0	0	0	0	prazno
blanket	0	0	0	0	0	0	0	0	0	1	odeja
blasphemous	1	0	1	0	0	1	0	0	0	0	bogokletno
blasphemy	1	0	0	0	0	1	0	0	0	0	bogokletje
blast	1	0	0	1	0	1	0	0	1	0	razstreliti
blatant	1	0	1	0	0	1	0	0	0	0	očitno
blather	0	0	0	0	0	1	0	0	0	0	blebetati
blaze	1	0	0	0	0	1	0	0	0	0	velik požar
blazing	0	0	0	0	0	0	0	0	0	0	goreč
bleach	0	0	0	0	0	0	0	0	0	0	belilo
bleak	0	0	0	0	0	1	0	1	0	0	mračno
bleeding	0	0	1	1	0	1	0	1	0	0	krvavitev
blemish	1	0	1	1	0	1	0	1	0	0	madež
blend	0	0	0	0	0	0	0	0	0	0	mešanica
blending	0	0	0	0	0	0	0	0	0	0	mešanje
bless	0	1	0	0	1	0	1	0	0	1	blagoslovi
blessed	0	0	0	0	1	0	1	0	0	0	blagoslovljen
blessing	0	1	0	0	1	0	1	0	0	1	blagoslov
blessings	0	1	0	0	1	0	1	0	1	1	blagoslovi
blight	0	0	1	1	0	1	0	1	0	0	okvaro
blighted	0	0	1	0	0	1	0	1	0	0	pokvarjeno
blinded	0	0	0	0	0	1	0	0	0	0	zaslepljen
blindfold	0	1	0	1	0	0	0	0	1	0	zavezati oči
blindfolded	0	0	0	0	0	0	0	0	0	0	z zavezanimi očmi
blindly	0	0	0	0	0	1	0	1	0	0	na slepo
blindness	0	0	0	0	0	1	0	1	0	0	slepota
blink	0	0	0	0	0	0	0	0	0	0	utripati
bliss	0	0	0	0	1	0	1	0	0	0	blaženost
blissful	0	0	0	0	1	0	1	0	0	0	blažen
blister	0	0	1	0	0	1	0	0	0	0	pretisni omot
blitz	0	0	0	0	0	0	0	0	1	0	blitz
blizzard	0	0	0	0	0	0	0	0	0	0	snežni metež
bloated	0	0	1	0	0	1	0	0	0	0	napihnjena
blob	0	0	1	1	0	1	0	0	0	0	madež
block	0	0	0	0	0	0	0	0	0	0	blok
blockade	1	0	0	1	0	1	0	1	0	0	blokada
blond	0	0	0	0	0	0	0	0	0	0	blond
blood	0	0	0	0	0	0	0	0	0	0	krvi
bloodhound	0	0	0	0	0	0	0	0	0	0	krvosledec
bloodless	0	0	0	0	0	0	1	0	0	0	brez krvi
bloodshed	1	0	1	1	0	1	0	1	1	0	prelivanje krvi
bloodthirsty	1	0	1	1	0	1	0	0	0	0	krvoločni
bloody	1	0	1	1	0	1	0	1	0	0	krvav
bloom	0	1	0	0	1	0	1	0	0	1	cvetenje
blossom	0	0	0	0	1	0	1	0	0	0	cvet
blot	0	0	0	0	0	1	0	0	0	0	madež
blouse	0	0	0	0	0	0	0	0	0	0	bluza
blower	0	0	0	0	0	1	0	0	0	0	puhalo
blowing	0	0	0	0	0	0	0	0	0	0	pihanje
blown	0	0	0	0	0	0	0	0	0	0	pihano
blowout	0	0	0	0	0	1	0	0	0	0	upihniti
blue	0	0	0	0	0	0	0	1	0	0	modra
blues	0	0	0	1	0	1	0	1	0	0	blues
bluff	0	0	0	0	0	1	0	0	0	0	blef
bluish	0	0	0	0	0	0	0	0	0	0	modrikasto
blunder	0	0	1	0	0	1	0	1	0	0	zmota
blunt	0	0	0	0	0	0	0	0	0	0	Top
blur	0	0	0	0	0	1	0	0	0	0	zamegljenost
blurred	0	0	0	0	0	1	0	0	0	0	zamegljen
blush	0	0	0	0	0	1	0	0	0	0	rdečilo
blushing	0	0	0	0	0	0	0	0	0	0	zardevanje
boa	0	0	0	0	0	0	0	0	0	0	boa
boar	0	0	0	0	0	0	0	0	0	0	merjasec
board	0	1	0	0	0	0	0	0	0	0	tabla
boarder	0	0	0	0	0	0	0	0	0	0	mejac
boarding	0	0	0	0	0	0	0	0	0	0	vkrcanje
boards	0	0	0	0	0	0	0	0	0	0	deske
boast	0	0	0	0	0	1	1	0	0	0	hvaliti se
boasting	0	0	0	0	0	1	0	0	0	0	hvalisanje
boat	0	0	0	0	0	0	0	0	0	0	čoln
boating	0	0	0	0	0	0	0	0	0	0	čolnarjenje
bobbin	0	0	0	0	0	0	0	0	0	0	bobbin
bode	0	0	0	0	0	0	0	0	0	0	bode
bodice	0	0	0	0	0	0	0	0	0	0	steznik
bodily	0	0	0	0	0	0	0	0	0	0	telesno
body	0	0	0	0	0	0	0	0	0	0	telo
bodyguard	0	0	0	0	0	0	1	0	0	1	telesni stražar
bog	0	0	0	0	0	1	0	0	0	0	barje
bogus	1	0	1	0	0	1	0	0	0	0	lažno
boil	0	0	1	0	0	1	0	0	0	0	zavreti
boiler	0	0	0	0	0	0	0	0	0	0	kotel
boilerplate	0	0	0	0	0	1	0	0	0	0	kotlovnica
boiling	0	0	0	0	0	0	0	0	0	0	Vreti
boisterous	1	1	0	0	1	1	1	0	0	0	hudomušen
bold	0	0	0	0	0	0	1	0	0	0	krepko
boldness	0	0	0	0	0	0	1	0	0	0	drznost
bolster	0	0	0	0	0	0	1	0	0	0	opora
bolt	0	0	0	0	0	0	0	0	0	0	vijak
bolus	0	0	0	0	0	0	0	0	0	0	bolus
bomb	1	0	0	1	0	1	0	1	1	0	bomba
bombard	1	0	0	1	0	1	0	0	0	0	bombardirati
bombardment	1	0	0	1	0	1	0	0	0	0	bombardiranje
bombed	0	0	1	0	0	1	0	0	0	0	bombardiran
bomber	0	0	0	1	0	0	0	1	0	0	bombnik
bonanza	0	0	0	0	1	0	1	0	0	0	bonanza
bond	0	0	0	0	0	0	0	0	0	0	obveznica
bondage	0	0	0	1	0	1	0	1	0	0	ropstvo
bonds	0	0	0	0	0	1	0	0	0	0	obveznice
bone	0	0	0	0	0	0	0	0	0	0	kost
boner	0	0	0	0	0	0	0	0	0	0	boner
bones	0	0	0	0	0	0	0	0	0	0	kosti
bonfire	0	0	0	0	0	0	0	0	0	0	kres
bonne	0	0	0	0	0	0	1	0	0	0	Bonne
bonnet	0	0	0	0	0	0	0	0	0	0	pokrov motorja
bonus	0	1	0	0	1	0	1	0	1	0	bonus
bony	0	0	0	0	0	0	0	0	0	0	koščeno
boo	0	0	0	0	0	1	0	0	0	0	boo
boob	0	0	0	0	0	0	0	0	0	0	joške
booby	0	0	0	0	0	1	0	0	0	0	pika
book	0	0	0	0	0	0	0	0	0	0	knjiga
bookcase	0	0	0	0	0	0	0	0	0	0	knjižna polica
booking	0	0	0	0	0	0	0	0	0	0	rezervacija
bookish	0	0	0	0	0	0	1	0	0	0	knjižni
bookkeeper	0	0	0	0	0	0	0	0	0	0	knjigovodja
bookkeeping	0	0	0	0	0	0	0	0	0	0	knjigovodstvo
booklet	0	0	0	0	0	0	0	0	0	0	knjižica
books	0	0	0	0	0	0	0	0	0	0	knjige
bookseller	0	0	0	0	0	0	0	0	0	0	knjigarnar
bookshop	0	0	0	0	0	0	1	0	0	0	knjigarna
bookstore	0	0	0	0	0	0	0	0	0	0	knjigarna
bookworm	0	0	0	0	0	1	1	0	0	0	knjižni molj
boomerang	0	1	0	0	0	0	0	0	0	1	bumerang
booming	0	0	0	0	0	0	0	0	0	0	razcvet
boon	0	0	0	0	0	0	1	0	0	0	boon
boost	0	0	0	0	0	0	0	0	0	0	pospešek
booster	0	0	0	0	0	0	0	0	0	0	pospeševalnik
boot	0	0	0	0	0	0	0	0	0	0	škorenj
booth	0	0	0	0	0	0	0	0	0	0	kabina
boots	0	0	0	0	0	0	0	0	0	0	škornji
booty	0	0	0	0	0	0	0	0	0	0	plen
booze	0	0	0	0	0	1	0	0	0	0	pijača
border	0	0	0	0	0	0	0	0	0	0	meja
bordering	0	0	0	0	0	0	0	0	0	0	mejijo
bore	0	0	0	0	0	1	0	0	0	0	izvrtina
boreal	0	0	0	0	0	0	0	0	0	0	borealni
boredom	0	0	0	0	0	1	0	1	0	0	dolgčas
borer	0	0	0	0	0	0	0	0	0	0	vrtalnik
boring	0	0	0	0	0	1	0	0	0	0	dolgočasno
borough	0	0	0	0	0	0	0	0	0	0	občina
borrow	0	0	0	0	0	0	0	0	0	0	sposoditi
borrower	0	0	0	0	0	1	0	0	0	0	posojilojemalec
bosom	0	0	0	0	0	0	0	0	0	0	naročje
boss	0	0	0	0	0	0	0	0	0	0	šef
boston	0	0	0	0	0	0	0	0	0	0	Boston
botanical	0	0	0	0	0	0	0	0	0	0	botanični
botanist	0	0	0	0	0	0	0	0	0	0	botanik
botany	0	0	0	0	0	0	0	0	0	0	botanika
bother	0	0	0	0	0	1	0	0	0	0	motiti
bothering	1	0	0	0	0	1	0	1	0	0	moti
bottle	0	0	0	0	0	0	0	0	0	0	steklenica
bottom	0	0	0	0	0	1	0	1	0	0	dno
bottomless	0	0	0	1	0	0	0	0	0	0	brez dna
boulder	0	0	0	0	0	0	0	0	0	0	balvan
bounce	0	0	0	0	0	0	0	0	0	0	odbiti
bound	0	0	0	0	0	1	0	0	0	0	vezan
boundary	0	0	0	0	0	0	0	0	0	0	meja
boundless	0	0	0	0	0	0	0	0	0	0	brezmejno
bounds	0	0	0	0	0	0	0	0	0	0	meje
bountiful	0	1	0	0	1	0	1	0	0	0	izdatno
bounty	0	1	0	0	1	0	1	0	0	1	nagrada
bouquet	0	0	0	0	1	0	1	0	0	1	šopek
bourgeois	0	0	0	0	0	0	0	0	0	0	buržoazen
bourgeoisie	0	0	0	0	0	0	0	0	0	0	buržoazija
bourse	0	0	0	0	0	0	0	0	0	0	borza
bout	1	0	0	0	0	1	0	0	0	0	dvoboj
bovine	0	0	1	0	0	1	0	0	0	0	goveji
bowed	0	0	0	0	0	0	0	0	0	0	priklonil
bowels	0	0	1	0	0	0	0	0	0	0	črevesje
bowl	0	0	0	0	0	0	0	0	0	0	skleda
bowls	0	0	0	0	0	0	0	0	0	0	sklede
box	0	0	0	0	0	0	0	0	0	0	škatla
boxer	0	0	0	0	0	0	0	0	0	0	boksar
boxing	1	0	0	0	0	0	0	0	0	0	boks
boycott	0	0	0	0	0	1	0	0	0	0	bojkotirati
boyhood	0	0	0	0	0	0	0	0	0	0	fantovščina
boyish	0	0	0	0	0	0	0	0	0	0	fantovski
brace	0	0	0	0	0	0	0	0	0	0	naramnica
bracelet	0	0	0	0	0	0	0	0	0	0	zapestnica
braces	0	0	0	0	0	0	0	0	0	0	naramnice
brachial	0	0	0	0	0	0	0	0	0	0	brahialni
bracket	0	0	0	0	0	0	0	0	0	0	nosilec
brackets	0	0	0	0	0	0	0	0	0	0	oklepaji
brackish	0	0	0	0	0	0	0	0	0	0	brakična
brad	0	0	0	0	0	0	0	0	0	0	brad
brag	0	0	0	0	0	1	0	0	0	0	hvaliti se
braid	0	0	0	0	0	0	0	0	0	0	pletenica
brain	0	0	0	0	0	0	0	0	0	0	možgani
brains	0	0	0	0	0	0	1	0	0	0	možgani
brainstorm	0	0	0	0	0	0	0	0	0	0	možganska nevihta
brake	0	0	0	0	0	0	0	0	0	0	zavora
bran	0	0	1	0	0	0	0	0	0	0	otrobi
branch	0	0	0	0	0	0	0	0	0	0	podružnica
branching	0	0	0	0	0	0	0	0	0	0	razvejanje
brandy	0	0	0	0	0	1	0	0	0	0	žganje
brass	0	0	0	0	0	0	0	0	0	0	medenina
brat	0	0	0	0	0	0	0	0	0	0	bratec
bravado	0	0	0	0	0	1	0	0	0	0	bravura
bravery	0	0	0	0	0	0	1	0	0	0	pogum
brawl	1	0	1	1	0	1	0	0	0	0	prepir
brazen	1	0	0	0	0	1	0	0	0	0	predrzen
breach	0	0	0	0	0	1	0	0	0	0	kršitev
bread	0	0	0	0	0	0	0	0	0	0	kruh
breadth	0	0	0	0	0	0	0	0	0	0	širina
break	0	0	0	0	0	0	0	0	1	0	odmor
breakable	0	0	0	0	0	0	0	0	0	0	lomljiv
breakdown	0	0	0	0	0	1	0	0	0	0	zlomiti se
breaker	0	0	0	0	0	0	0	0	0	0	odklopnik
breakers	0	0	0	0	0	0	0	0	0	0	odklopniki
breakfast	0	0	0	0	0	0	1	0	0	0	zajtrk
breakneck	0	0	0	0	0	1	0	0	0	0	vratolomno
breakup	0	0	0	0	0	1	0	1	0	0	raziti se
breath	0	0	0	0	0	0	0	0	0	0	dih
breech	0	0	0	0	0	0	0	0	0	0	zadnica
breeches	0	0	0	0	0	0	0	0	0	0	hlače
breed	0	0	0	0	0	0	0	0	0	0	pasma
breeder	0	0	0	0	0	0	0	0	0	0	vzreditelj
breeding	0	0	0	0	0	0	0	0	0	0	vzreja
breeze	0	0	0	0	0	0	0	0	0	0	vetrič
breezy	0	0	0	0	0	0	0	0	0	0	vetrovno
brethren	0	0	0	0	0	0	0	0	0	0	bratje
breve	0	0	0	0	0	0	0	0	0	0	breve
brevity	0	0	0	0	0	0	0	0	0	0	kratkost
brew	0	0	0	0	0	0	0	0	0	0	zvarek
brewing	0	0	0	0	0	0	0	0	0	0	pivovarstvo
bribe	0	0	0	0	0	1	0	0	0	0	podkupnina
bribery	0	0	1	0	0	1	0	0	0	0	podkupovanje
brick	0	0	0	0	0	0	0	0	0	0	opeka
bridal	0	1	0	0	1	0	1	0	0	1	poročna
bride	0	1	0	0	1	0	1	0	0	1	nevesta
bridegroom	0	1	0	0	1	0	1	0	0	1	ženina
bridesmaid	0	0	0	0	1	0	1	0	0	1	družica
bridge	0	0	0	0	0	0	0	0	0	0	most
bridle	0	0	0	0	0	0	0	0	0	0	uzdo
briefly	0	0	0	0	0	0	0	0	0	0	na kratko
brig	0	0	0	0	0	0	0	0	0	0	brig
brigade	0	0	0	1	0	1	0	0	0	0	brigade
brighten	0	0	0	0	1	0	1	0	1	1	posvetliti
brightness	0	0	0	0	0	0	1	0	0	0	svetlost
brilliant	0	1	0	0	1	0	1	0	0	1	briljantno
brim	0	0	0	0	0	0	0	0	0	0	brim
brimming	0	0	0	0	0	0	0	0	0	0	prepoln
brimstone	1	0	0	1	0	1	0	0	0	0	žveplo
brine	0	0	0	0	0	0	0	0	0	0	slanica
bring	0	0	0	0	0	0	0	0	0	0	prinesi
brink	0	0	0	0	0	0	0	0	0	0	rob
brisk	0	0	0	0	0	0	0	0	0	0	živahen
bristle	0	0	0	0	0	1	0	0	0	0	ščetina
brittle	0	0	0	0	0	0	0	0	0	0	krhka
broadcast	0	0	0	0	0	0	0	0	0	0	oddaja
broadside	0	1	0	0	0	1	0	0	0	0	široka stran
brocade	0	0	0	0	0	0	1	0	0	0	brokat
brochure	0	0	0	0	0	0	0	0	0	0	brošura
broil	1	0	0	0	0	1	0	0	0	0	speči
broke	0	0	0	1	0	1	0	1	0	0	zlomil
broken	1	0	0	1	0	1	0	1	0	0	pokvarjen
broker	0	0	0	0	0	0	0	0	0	0	posrednik
brokerage	0	0	0	0	0	0	0	0	0	0	posredništvo
bronco	0	0	0	0	0	0	0	0	0	0	bronco
bronze	0	0	0	0	0	0	0	0	0	0	bron
brood	0	0	0	0	0	0	0	0	0	0	zalega
brooding	0	0	0	0	0	0	0	0	0	0	razmišljanje
brook	0	0	0	0	0	0	0	0	0	0	potok
broom	0	0	0	0	0	0	0	0	0	0	metla
broth	0	0	0	0	0	0	0	0	0	0	juho
brothel	0	0	1	0	0	1	0	0	0	0	bordel
brother	0	0	0	0	0	0	1	0	0	1	brat
brotherhood	0	0	0	0	0	0	1	0	0	1	bratstvo
brotherly	0	1	0	0	1	0	1	0	0	1	bratski
brow	0	0	0	0	0	0	0	0	0	0	čelo
brown	0	0	0	0	0	0	0	0	0	0	rjav
bruise	0	1	0	0	0	1	0	0	0	0	modrica
brunette	0	0	0	0	0	0	0	0	0	0	rjavolaska
brunt	1	0	0	0	0	1	0	0	0	0	glavni udarec
brush	0	0	0	0	0	0	0	0	0	0	krtačo
brutal	1	0	0	1	0	1	0	0	0	0	brutalen
brutality	1	0	0	1	0	1	0	0	0	0	brutalnost
brute	1	0	0	1	0	1	0	1	0	0	surovina
bubble	0	0	0	0	0	0	0	0	0	0	mehurček
bubbling	0	0	0	0	0	0	0	0	0	0	brbotanje
buck	0	0	0	1	0	1	1	0	1	0	dolar
bucket	0	0	0	0	0	0	0	0	0	0	vedro
buckle	0	0	0	0	0	0	0	0	0	0	zaponka
buckled	0	0	0	0	0	0	0	0	0	0	zapeto
bud	0	0	0	0	0	0	0	0	0	0	bud
buddy	0	1	0	0	1	0	1	0	0	1	kolega
budge	0	0	0	0	0	0	0	0	0	0	premakni se
budget	0	0	0	0	0	0	0	0	0	1	proračun
buffalo	0	0	0	0	0	0	0	0	0	0	bivol
buffer	0	0	0	0	0	0	0	0	0	0	medpomnilnik
buffet	1	0	0	0	0	1	0	0	0	0	bife
bug	0	0	1	1	0	1	0	0	0	0	napaka
bugaboo	1	0	0	1	0	1	0	1	0	0	bugaboo
buggy	0	0	0	0	0	0	0	0	0	0	buggy
bugle	0	1	0	0	0	0	0	0	0	0	bugle
build	0	0	0	0	0	0	1	0	0	0	graditi
builder	0	0	0	0	0	0	0	0	0	0	gradbenik
building	0	0	0	0	0	0	1	0	0	0	zgradba
buildings	0	0	0	0	0	0	0	0	0	0	zgradbe
bulb	0	0	0	0	0	0	0	0	0	0	žarnica
bulbous	0	0	0	0	0	1	0	0	0	0	čebulasta
bulge	0	0	0	0	0	0	0	0	0	0	izboklina
bulk	0	0	0	0	0	0	0	0	0	0	razsutem stanju
bulkhead	0	0	0	0	0	0	0	0	0	0	pregrada
bulky	0	0	0	0	0	0	0	0	0	0	zajetno
bull	0	0	0	0	0	0	0	0	0	0	bik
bulldog	0	0	0	0	0	0	1	0	0	0	buldog
bulldozer	0	0	0	0	0	0	0	0	0	0	buldožer
bullet	0	0	0	0	0	0	0	0	0	0	krogla
bulletin	0	0	0	0	0	0	0	0	0	0	bilten
bulletproof	0	0	0	0	0	0	1	0	0	0	neprebojna
bullock	0	0	0	0	0	0	0	0	0	0	bik
bully	1	0	0	1	0	1	0	0	0	0	nasilnež
bulwark	0	0	0	0	0	0	0	0	0	0	branik
bum	0	0	1	0	0	1	0	1	0	0	potepuh
bummer	1	0	1	0	0	1	0	0	0	0	bummer
bump	0	0	0	0	0	0	0	0	0	0	udarec
bun	0	0	0	0	0	0	0	0	0	0	Žemlja
bunch	0	0	0	0	0	0	0	0	0	0	kup
bundle	0	0	0	0	0	0	0	0	0	0	sveženj
bungalow	0	0	0	0	0	0	0	0	0	0	bungalov
bunk	0	0	0	0	0	0	0	0	0	0	pograd
bunker	0	0	0	1	0	0	0	0	0	0	bunker
bunt	0	0	0	0	0	0	0	0	0	0	bunt
buoy	0	0	0	0	0	0	1	0	0	0	boja
buoyancy	0	0	0	0	0	0	0	0	0	0	plovnost
bur	0	0	0	0	0	0	0	0	0	0	bur
burden	0	0	0	0	0	0	0	0	0	0	breme
burdensome	0	0	0	1	0	1	0	1	0	0	obremenjujoče
bureau	0	0	0	0	0	0	0	0	0	0	biro
bureaucracy	0	0	0	0	0	1	0	0	0	1	birokracija
bureaucrat	0	0	1	0	0	1	0	0	0	0	birokrat
burglar	0	0	1	1	0	1	0	0	0	0	vlomilec
burglary	0	0	0	0	0	1	0	0	0	0	vlom
burial	1	0	0	1	0	1	0	1	0	0	pokop
buried	0	0	0	1	0	1	0	1	0	0	pokopan
burke	1	0	1	1	0	1	0	1	0	0	burke
burlap	0	0	0	0	0	0	0	0	0	0	burlap
burlesque	0	0	0	0	0	0	0	0	1	0	burleska
burly	0	0	0	0	0	0	0	0	0	0	zajeten
burn	0	0	0	0	0	0	0	0	0	0	opeklina
burner	0	0	0	0	0	0	0	0	0	0	gorilnik
burning	0	0	0	0	0	0	0	0	0	0	goreče
burnished	0	0	0	0	0	0	0	0	0	0	žgana
burnout	0	0	0	0	0	0	0	0	0	0	izgorel
burnt	0	0	1	0	0	1	0	0	0	0	zažgan
burr	0	0	0	0	0	0	0	0	0	0	burr
burrow	0	0	0	0	0	0	0	0	0	0	burrow
bursary	0	0	0	0	0	0	0	0	0	1	štipendija
bury	0	0	0	0	0	0	0	1	0	0	pokopati
bus	0	0	0	0	0	0	0	0	0	0	avtobus
bush	0	0	0	0	0	0	0	0	0	0	grm
bushel	0	0	0	0	0	0	0	0	0	0	grm
bushy	0	0	0	0	0	0	0	0	0	0	košat
business	0	0	0	0	0	0	0	0	0	0	posel
buss	0	0	0	0	1	0	1	0	0	0	avtobus
bust	0	0	0	0	0	0	0	0	0	0	prsi
busted	1	0	0	1	0	1	0	0	0	0	ujet
bustle	0	0	0	0	0	0	0	0	0	0	vrvež
bustling	0	0	0	0	0	0	0	0	0	0	živahno
busy	0	0	0	0	0	0	0	0	0	0	zaseden
butane	0	0	0	0	0	0	0	0	0	0	butan
butcher	1	0	1	1	0	1	0	0	0	0	mesar
butler	0	0	0	0	0	0	1	0	0	1	butler
butt	0	0	0	0	0	1	0	0	0	0	rit
butter	0	0	0	0	0	0	0	0	0	0	maslo
butterfly	0	0	0	0	0	0	0	0	0	0	metulj
buttery	0	0	0	0	0	0	1	0	0	0	maslen
buttock	0	0	0	0	0	0	0	0	0	0	zadnjica
button	0	0	0	0	0	0	0	0	0	0	gumb
buttress	0	0	0	0	0	0	0	0	0	0	opornik
buxom	0	0	0	0	0	0	1	0	0	0	buxom
buy	0	0	0	0	0	0	0	0	0	0	kupiti
buyer	0	0	0	0	0	0	0	0	0	0	kupec
buying	0	0	0	0	0	0	0	0	0	0	nakupovanje
buzz	0	1	0	1	0	0	1	0	0	0	buzz
buzzed	0	0	0	0	0	1	0	0	0	0	zabrenčalo
buzzer	0	0	0	0	0	0	0	0	0	0	brenčalo
bye	0	1	0	0	0	0	0	0	0	0	adijo
bygone	0	0	0	0	0	0	0	0	0	0	preteklost
bylaw	0	0	0	0	0	0	0	0	0	1	podzakonski akt
bystander	0	0	0	0	0	0	0	0	0	0	opazovalec
byte	0	0	0	0	0	0	0	0	0	0	bajt
cab	0	0	0	0	0	0	1	0	0	0	kabina
cabal	0	0	0	1	0	1	0	0	0	0	kabala
cabbage	0	0	0	0	0	0	0	0	0	0	zelje
cabin	0	0	0	0	0	0	0	0	0	0	kabina
cabinet	0	0	0	0	0	0	1	0	0	1	kabinet
cable	0	0	0	0	0	0	0	0	1	0	kabel
cabriolet	0	0	0	0	0	0	0	0	0	0	kabriolet
cache	0	0	0	0	0	0	0	0	0	0	predpomnilnik
cacophony	1	0	1	0	0	1	0	0	0	0	kakofonija
cad	1	0	1	0	0	1	0	0	0	0	kad
cadaver	0	0	1	1	0	1	0	1	1	0	truplo
caddy	0	0	0	0	0	0	0	0	0	0	caddy
cadence	0	0	0	0	0	0	0	0	0	0	kadenca
cadet	0	0	0	0	0	0	0	0	0	0	kadet
cafe	0	0	0	0	0	0	1	0	0	0	kavarna
cage	0	0	0	0	0	1	0	1	0	0	kletka
cairn	0	0	0	0	0	0	0	0	0	0	Cairn
cake	0	0	0	0	0	0	0	0	0	0	torta
calamity	0	0	0	0	0	0	0	1	0	0	nesreča
calcareous	0	0	0	0	0	0	0	0	0	0	apnenčasto
calculate	0	0	0	0	0	0	0	0	0	0	izračunati
calculated	0	0	0	0	0	0	0	0	0	0	izračunano
calculating	0	0	0	0	0	1	0	0	0	0	računanje
calculation	0	1	0	0	0	0	0	0	0	0	izračun
calculator	0	0	0	0	0	0	1	0	0	1	kalkulator
calculus	0	0	0	0	0	0	0	0	0	0	račun
calendar	0	0	0	0	0	0	0	0	0	0	koledar
calender	0	0	0	0	0	0	0	0	0	0	koledar
calf	0	0	0	0	1	0	1	0	0	1	tele
caliber	0	0	0	0	0	0	0	0	0	0	kaliber
calibrate	0	0	0	0	0	0	0	0	0	0	umeriti
calico	0	0	0	0	0	0	0	0	0	0	kaliko
calipers	0	0	0	0	0	0	0	0	0	0	čeljusti
call	0	0	0	0	0	0	0	0	0	0	klic
calligraphy	0	0	0	0	0	0	0	0	0	0	kaligrafija
calling	0	0	0	0	0	0	0	0	0	0	klicanje
callous	1	0	1	0	0	1	0	0	0	0	brezčuten
calls	0	1	0	0	0	1	0	0	0	1	klice
calm	0	0	0	0	0	0	1	0	0	0	miren
calmness	0	0	0	0	0	0	0	0	0	0	umirjenost
caloric	0	0	0	0	0	0	0	0	0	0	kaloričen
calorie	0	0	0	0	0	0	0	0	0	0	kalorij
calorimeter	0	0	0	0	0	0	0	0	0	0	kalorimeter
cam	0	0	0	0	0	0	0	0	0	0	cam
camber	0	0	0	0	0	0	0	0	0	0	pregib
camel	0	0	0	0	0	0	0	0	0	0	kamela
cameo	0	0	0	0	0	0	0	0	0	0	kameja
cameraman	0	0	0	0	0	0	0	0	0	0	snemalec
camisole	0	0	0	0	0	0	0	0	0	0	kamisol
camouflage	0	0	0	0	0	0	0	0	1	0	kamuflaža
camouflaged	0	0	0	0	0	0	0	0	1	0	zamaskiran
camp	0	0	0	0	0	0	0	0	0	0	kamp
campaign	0	0	0	0	0	0	0	0	0	0	kampanja
campaigner	0	0	0	0	0	0	0	0	0	0	kampanjac
campaigning	1	0	0	1	0	1	0	0	0	0	kampanjo
campus	0	0	0	0	0	0	0	0	0	0	kampus
canal	0	0	0	0	0	0	0	0	0	0	kanal
canary	0	0	0	0	0	0	1	0	0	0	kanarček
cancel	0	0	0	0	0	1	0	1	0	0	preklicati
canceling	0	0	0	0	0	0	0	0	0	0	preklic
cancellation	0	0	0	0	0	0	0	0	0	0	odpoved
cancer	1	0	1	1	0	1	0	1	0	0	rak
candid	0	1	0	0	1	0	1	0	1	1	odkrito
candidacy	0	0	0	0	0	0	0	0	0	0	kandidatura
candidate	0	0	0	0	0	0	1	0	0	0	kandidat
candied	0	0	0	0	0	0	1	0	0	0	kandirano
candle	0	0	0	0	0	0	0	0	0	0	sveča
candlelight	0	0	0	0	0	0	0	0	0	0	svetloba sveč
candlestick	0	0	0	0	0	0	0	0	0	0	svečnik
candor	0	0	0	0	0	0	0	0	0	0	odkritost
candy	0	0	0	0	0	0	0	0	0	0	sladkarije
cane	1	0	0	1	0	0	0	0	0	0	trs
canine	0	0	0	0	0	0	0	0	0	0	pasji
canister	0	0	0	0	0	0	0	0	0	0	kanister
canker	1	0	1	0	0	1	0	0	0	0	rak
cannibal	0	0	1	1	0	1	0	0	0	0	kanibal
cannibalism	0	0	1	0	0	1	0	0	0	0	kanibalizem
