English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Sesotho Word
disk	0	0	0	0	0	0	0	0	0	0	disk
diskette	0	0	0	0	0	0	0	0	0	0	diskette
dislike	1	0	1	0	0	1	0	0	0	0	ho se rate
disliked	1	0	0	0	0	1	0	1	0	0	sa ratehe
dislocated	1	0	1	1	0	1	0	1	0	0	qhaqhoa
dislocation	0	0	0	0	0	0	0	0	0	0	dislocation
dislodge	0	0	0	0	0	0	0	0	0	0	dislodge
dismal	0	0	1	1	0	1	0	1	0	0	nyatsehile
dismay	1	1	0	1	0	1	0	1	1	0	nyahamiso
dismemberment	0	0	1	1	0	1	0	1	0	0	ho kgaola
dismiss	0	0	0	0	0	0	0	0	0	0	qhala
dismissal	1	0	1	1	0	1	0	1	1	0	ho tebela
dismount	0	0	0	0	0	0	0	0	0	0	dismount
disobedience	1	0	1	0	0	1	0	0	0	0	ho se mamele
disobedient	1	0	0	0	0	1	0	0	0	0	hlokang kutlo
disobey	1	0	1	0	0	1	0	0	0	0	ho se mamele
disorder	0	0	0	1	0	1	0	0	0	0	pherekano
disorderly	0	0	0	0	0	1	0	0	0	0	bohlasoa
disorganized	0	0	0	0	0	1	0	0	0	0	disorganized
disparage	1	0	1	0	0	1	0	1	0	0	nyelisa
disparaging	1	0	1	0	0	1	0	1	0	0	nyenyefatsa
disparate	0	0	0	0	0	0	0	0	0	0	sarohane
disparity	1	0	1	0	0	1	0	1	0	0	ho se lekane
dispassionate	0	0	0	0	0	1	0	1	0	0	hlokang tjantjello
dispatch	0	0	0	0	0	0	0	0	0	0	thomello
dispel	0	0	0	0	0	1	0	1	0	0	qhala
dispensation	0	0	0	0	0	0	0	0	0	0	phano
dispense	0	0	0	0	0	0	0	0	0	0	qhalanya
disperse	0	0	0	0	0	0	0	0	0	0	qhalanya
dispersed	0	0	0	0	0	0	0	0	0	0	qhalahile
dispersion	0	0	0	0	0	1	0	0	0	0	phasalatso
displace	0	0	0	0	0	1	0	0	0	0	suthisa
displaced	1	0	0	1	0	0	0	1	0	0	suthisoa
displacement	0	0	0	0	0	0	0	0	0	0	phalliso
display	0	0	0	0	0	0	0	0	0	0	pontsho
displeased	1	0	1	1	0	1	0	1	0	0	nyatseha
displeasure	0	0	1	0	0	1	0	0	0	0	ho se thabele
disposal	0	0	0	0	0	1	0	0	0	0	lahla
dispose	0	0	1	0	0	0	0	0	0	0	lahla
disposed	0	1	0	0	0	0	1	0	0	1	lahletsoe
disposition	0	0	0	0	0	0	0	0	0	0	tshekamelo
dispossessed	1	0	0	1	0	1	0	1	0	0	qhaqhoa
disprove	0	0	0	0	0	0	0	0	0	0	nyatsetsa
dispute	1	0	0	0	0	1	0	0	0	0	khang
disqualification	0	0	0	0	0	1	0	0	0	0	ho nyatseha
disqualified	1	0	1	0	0	1	0	1	0	0	nyatsehang
disqualify	0	0	0	0	0	1	0	1	0	0	nyelisa
disregard	0	0	0	0	0	1	0	0	0	0	ho hlokomoloha
disregarded	0	0	1	0	0	1	0	0	0	0	hlokomolohiloe
disreputable	1	0	1	1	0	1	0	0	0	0	ya nyatsehang
disrepute	0	0	0	0	0	0	0	0	0	0	nyeliso
disrespect	1	0	0	0	0	1	0	0	0	0	ho hloka tlhompho
disrespectful	1	0	1	1	0	1	0	1	0	0	e hlokang tlhompho
disruption	1	0	0	1	0	1	0	0	1	0	tshitiso
dissatisfaction	0	0	0	0	0	1	0	0	0	0	ho se kgotsofale
dissatisfied	0	0	0	0	0	0	0	0	0	0	sa kgotsofala
dissect	0	0	0	0	0	0	0	0	0	0	qhaqhoa
dissection	0	0	1	0	0	0	0	0	0	0	qhetsola
disseminate	0	0	0	0	0	0	1	0	0	0	hasanya
dissemination	0	0	0	0	0	0	0	0	0	0	phatlalatso
dissension	1	0	0	0	0	1	0	0	0	0	qabang
dissent	0	0	0	0	0	0	0	0	0	0	ho hanyetsa
dissenting	0	0	0	0	0	1	0	0	0	0	ho hanyetsa
dissertation	0	0	0	0	0	0	0	0	0	0	dissertation
disservice	1	0	1	0	0	1	0	1	0	0	ho hloka thuso
dissident	1	0	0	1	0	1	0	0	0	0	mohanyetsi
dissimilar	0	0	0	0	0	0	0	0	0	0	e sa tshoaneng
dissipate	0	0	0	0	0	0	0	0	0	0	qhalanya
dissipated	0	0	0	0	0	0	0	0	0	0	dissipated
dissociation	0	0	0	0	0	0	0	0	0	0	karohano
dissolution	1	0	0	1	0	1	0	1	1	0	ho qhaqhoa
dissolve	0	0	0	0	0	0	0	0	0	0	qhala
dissonance	1	0	0	0	0	1	0	0	0	0	dissonance
dissuade	0	0	0	0	0	0	0	0	0	0	nyatsetsa
distal	0	0	0	0	0	0	0	0	0	0	distal
distance	0	0	0	0	0	0	0	0	0	0	bohole
distant	0	0	0	0	0	0	0	0	0	0	hole
distaste	0	0	1	0	0	1	0	0	0	0	nyatsiso
distasteful	0	0	1	0	0	1	0	0	0	0	manyala
distillate	0	0	0	0	0	0	0	0	0	0	distillate
distillation	0	0	0	0	0	0	1	0	0	0	phopholetsa
distinction	0	0	0	0	0	0	1	0	0	0	khethollo
distinctive	0	0	0	0	0	0	0	0	0	0	ikhethang
distinguish	0	0	0	0	0	0	0	0	0	0	khetholla
distinguishable	0	0	0	0	0	0	0	0	0	0	khetholloa
distinguished	0	0	0	0	0	0	0	0	0	0	kgethehile
distinguishing	0	0	0	0	0	0	0	0	0	0	kgetholla
distorted	0	0	1	0	0	1	0	0	0	0	sothile
distortion	0	0	0	0	0	1	0	0	0	0	phetolo
distract	0	0	0	0	0	1	0	0	0	0	sitisa
distracted	1	0	0	0	0	1	0	0	0	0	sitisoa
distracting	1	1	0	0	0	1	0	0	0	0	sitisang
distraction	0	0	0	0	0	1	0	0	0	0	tshitiso
distraught	0	0	0	0	0	1	0	1	0	0	tsielehile
distress	1	0	1	1	0	1	0	1	1	0	mahlomola
distressed	0	0	0	1	0	1	0	0	0	0	tsielehile
distressing	1	0	0	1	0	1	0	0	0	0	tsietsing
distribute	0	0	0	0	0	0	0	0	0	0	aba
distribution	0	0	0	0	0	0	0	0	0	0	kabo
district	0	0	0	0	0	0	0	0	0	0	setereke
distrust	1	0	1	1	0	1	0	0	0	0	ho se tshepe
disturbance	1	0	0	1	0	1	0	1	1	0	tshitiso
disturbed	1	0	0	0	0	1	0	1	0	0	sitisoa
disuse	0	0	0	0	0	1	0	0	0	0	ho se sebelisoe
disused	1	0	0	0	0	1	0	0	0	0	sa sebelisoa
ditch	0	0	0	0	0	0	0	0	0	0	sekoti
ditto	0	0	0	0	0	0	0	0	0	0	joalo-joalo
ditty	0	0	0	0	1	0	1	0	0	0	ditty
diurnal	0	0	0	0	0	0	0	0	0	0	letsatsi le letsatsi
divan	0	0	0	0	0	0	0	0	0	1	qoela
dive	0	0	0	0	0	0	0	0	0	0	qoela
diver	0	0	0	0	0	0	0	0	0	0	motsubi
diverge	0	0	0	0	0	0	0	0	0	0	fapoha
divergence	0	0	0	0	0	0	0	0	0	0	phapano
divergent	0	0	0	0	0	1	0	0	1	0	divergent
diverging	0	0	0	0	0	0	0	0	0	0	kheloha
divers	0	0	0	0	0	0	0	0	0	0	ba qoelang ka metsing
diverse	0	0	0	0	0	1	1	0	0	0	mefuta e fapaneng
diversified	0	0	0	0	0	0	1	0	0	0	mefutafuta
diversify	0	0	0	0	0	0	0	0	0	0	fapanyetsana
diversion	0	0	0	0	0	0	1	0	1	0	kgeloso
diversity	0	0	0	0	0	0	0	0	0	0	mefuta-futa
divert	0	0	0	0	0	0	0	0	0	0	kgelosa
diverting	0	0	0	0	0	0	0	0	0	0	kheloha
divest	0	0	0	0	0	0	0	0	0	0	qoela
divested	0	0	0	0	0	1	0	0	0	0	divested
divestment	0	0	0	0	0	1	0	0	0	0	kgeloha
divide	0	0	0	0	0	0	0	0	0	0	arola
divided	0	0	0	0	0	0	0	0	0	0	arotsoe
dividend	0	0	0	0	0	0	0	0	0	0	karohano
divination	0	1	0	0	0	0	0	0	0	0	bonohe
divine	0	0	0	0	0	0	0	0	0	0	bomodimo
divinity	0	0	0	0	0	0	1	0	0	0	bomodimo
divisible	0	0	0	0	0	0	0	0	0	0	karohano
division	0	0	0	0	0	0	0	0	0	0	karohano
divisor	0	0	0	0	0	0	0	0	0	0	karohano
divorce	1	0	1	1	0	1	0	1	1	1	tlhalo
divulge	0	0	0	0	0	0	0	0	0	0	pepela
dizziness	0	0	0	0	0	1	0	0	0	0	ho tsekela
dizzy	0	0	0	0	0	1	0	0	0	0	bohlanya
docile	0	0	0	0	0	0	0	0	0	0	bonolo
dock	0	0	0	0	0	0	0	0	0	0	boemakepe
docked	0	0	0	0	0	1	0	0	0	0	e emisitsoe
docket	0	0	0	0	0	0	0	0	0	0	dokete
doctor	0	0	0	0	0	0	1	0	0	1	ngaka
doctrinal	0	0	0	0	0	0	0	0	0	0	thutong
doctrine	0	0	0	0	0	0	0	0	0	1	thuto
document	0	0	0	0	0	0	0	0	0	0	tokomane
documentary	0	0	0	0	0	0	0	0	0	0	documentary
dodge	0	0	0	0	0	0	0	0	0	0	kolla
dodging	0	0	0	0	0	0	0	0	0	0	ho qoba
doe	0	0	0	0	0	0	0	0	0	0	doe
doer	0	0	0	0	0	0	1	0	0	0	moetsi
dog	0	0	0	0	0	0	0	0	0	0	ntja
dogged	0	0	0	0	0	0	1	0	0	0	Ntjatsoe
dogma	0	0	0	0	0	0	0	0	0	1	thuto-thuto
dogmatic	0	0	0	0	0	0	0	0	0	0	ka tieo
doings	0	0	0	0	0	0	0	0	0	0	diketso
doit	0	0	0	0	0	1	0	0	0	0	etsa
doldrums	0	0	0	0	0	1	0	1	0	0	mefokolo
dole	0	0	0	0	0	1	0	1	0	0	dole
doll	0	0	0	0	1	0	0	0	0	0	popi
dollar	0	0	0	0	0	0	0	0	0	0	dollar
dolor	0	0	0	0	0	1	0	1	0	0	dolo
dolphin	0	0	0	0	1	0	1	0	1	1	dolphin
domain	0	0	0	0	0	0	0	0	0	0	domain/
dome	0	0	0	0	0	0	0	0	0	0	dome
domestic	0	0	0	0	0	0	0	0	0	0	malapeng
domesticated	0	0	0	0	0	0	0	0	0	0	tjametsoe
domestication	0	0	0	0	0	0	0	0	0	0	lapeng
domicile	0	0	0	0	0	0	0	0	0	0	bolulo
domiciled	0	0	0	0	0	0	0	0	0	0	domiciled
dominance	0	0	0	0	0	0	0	0	0	0	puso
dominant	0	0	0	1	0	1	0	0	0	0	e laolang
dominate	1	0	0	1	0	1	1	0	0	0	busa
dominating	0	0	0	0	0	0	0	0	0	0	busang
domination	1	0	0	1	0	1	0	1	0	0	puso
dominion	0	0	0	1	0	0	0	0	0	1	puso
domino	0	0	0	0	0	0	0	0	0	0	domino
don	0	0	0	0	0	0	1	0	0	1	fana
donation	0	0	0	0	0	0	1	0	0	0	monehelo
donkey	0	0	1	0	0	1	0	0	0	0	esele
donor	0	0	0	0	0	0	0	0	0	0	mofani
doodle	0	0	0	0	0	1	0	0	0	0	doodle
doom	0	0	0	1	0	1	0	0	0	0	timetso
doomed	0	0	0	1	0	1	0	1	0	0	timetsoe
doomsday	1	1	1	1	0	1	0	1	0	0	letsatsi la timelo
door	0	0	0	0	0	0	0	0	0	0	monyako
doorbell	0	0	0	0	0	0	0	0	0	0	tloloko ea monyako
doorway	0	0	0	0	0	0	0	0	0	0	monyako
dormant	0	0	0	0	0	0	0	0	0	0	robetseng
dormitory	0	0	0	0	0	0	0	0	0	0	borobalo
dorsal	0	0	0	0	0	0	0	0	0	0	mokokotlong
dose	0	0	0	0	0	0	0	0	0	0	tekanyetso
dot	0	0	0	0	0	0	0	0	0	0	letheba
double	0	0	0	0	0	0	0	0	0	0	habeli
doubled	0	0	0	0	0	0	0	0	0	0	habeli
doublet	0	0	0	0	0	0	0	0	0	0	habedi
doubling	0	0	0	0	0	0	0	0	0	0	habeli
doubt	0	0	0	1	0	1	0	1	0	1	pelaelo
doubtful	0	0	0	0	0	1	0	0	0	0	belaetsang
doubting	0	0	0	0	0	1	0	0	0	0	pelaelo
doubtless	0	0	0	0	0	0	1	0	0	1	ntle le pelaelo
douche	0	0	0	0	0	1	0	0	0	0	hlapa
dough	0	0	0	0	0	0	0	0	0	0	hlama
doughnut	0	0	0	0	0	0	0	0	0	0	lekoenya le nang le lesoba
dour	0	0	0	0	0	1	0	0	0	0	dour
dove	0	1	0	0	1	0	1	0	0	1	leeba
downcast	0	0	0	0	0	0	0	0	0	0	tsietsing
downfall	0	0	0	1	0	1	0	1	0	0	theoho
downhill	0	0	0	0	0	0	0	0	0	0	ho theosa
downpour	0	0	0	0	0	0	0	0	0	0	pula e matla
downright	0	0	0	0	0	0	0	0	0	1	ka kotloloho
downy	0	0	0	0	0	0	1	0	0	0	downy
dowry	0	0	0	0	0	0	0	0	0	0	bohadi
doze	0	0	0	0	0	0	0	0	0	0	kotsetsa
dozen	0	0	0	0	0	0	0	0	0	0	leshome le metso e mmedi
drab	0	0	0	0	0	1	0	1	0	0	hlaba
draft	0	1	0	0	0	0	0	0	0	0	rala
drag	0	0	0	0	0	0	0	0	0	0	hulanya
dragon	0	0	0	1	0	0	0	0	0	0	drakone
drain	0	0	0	0	0	0	0	0	0	0	khalla
drainage	0	0	0	0	0	1	0	0	0	0	drainage
drained	0	0	0	0	0	0	0	0	0	0	tshetsoe
drake	0	0	0	0	0	0	0	0	0	0	drake
drama	0	0	0	0	0	0	0	0	0	0	tšoantšiso
dramatic	0	0	0	0	0	0	0	0	0	0	dramatic
drape	0	0	0	0	0	0	0	0	0	0	drape
drapery	0	0	0	0	0	0	0	0	0	0	drapery
drastic	0	0	0	0	0	0	0	0	0	0	drastic
draught	0	0	0	0	0	0	0	0	0	0	rala
draw	0	0	0	0	0	0	0	0	0	0	hula
drawback	0	0	0	0	0	1	0	0	0	0	drawback
drawer	0	0	0	0	0	0	0	0	0	0	thala
drawers	0	0	0	0	0	0	0	0	0	0	lithapo
drawing	0	0	0	0	0	0	0	0	0	0	ho taka
dread	0	1	0	1	0	1	0	0	0	0	tshoho
dreadful	1	1	1	1	0	1	0	1	0	0	e tshabehang
dreadfully	0	0	1	1	0	1	0	1	1	0	ka tsela e tshabehang
dream	0	0	0	0	0	0	0	0	0	0	lora
dreamer	0	0	0	0	0	0	0	0	0	0	molori
dreaming	0	0	0	0	0	0	0	0	0	0	ho lora
dreamy	0	0	0	0	0	0	0	0	0	0	ea lorang
dreary	0	0	0	0	0	1	0	1	0	0	tshotlehile
dredge	0	0	0	0	0	0	0	0	0	0	hlehla
drenched	0	0	0	0	0	0	0	0	0	0	kolobisitsoe
dresser	0	0	0	0	0	0	0	0	0	0	moloki
dribble	0	0	0	0	0	0	0	0	0	0	thetsa
dried	0	0	0	0	0	0	0	0	0	0	omisitsoe
drier	0	0	0	0	0	0	0	0	0	0	omileng
drift	0	0	0	0	0	0	0	0	0	0	hoholehile
drifted	0	0	0	0	0	0	0	0	0	0	hoholehile
drill	0	0	0	0	0	0	0	0	0	0	phunya
drink	0	0	0	0	0	0	0	0	0	0	seno
drinking	0	0	0	0	0	1	0	0	0	0	ho noa joala
drip	0	0	0	0	0	0	0	0	0	0	rothela
dripping	0	0	0	0	0	0	0	0	0	0	rotha
drivel	0	0	1	0	0	1	0	0	0	0	drivel
driver	0	0	0	0	0	0	0	0	0	0	mokhanni
driveway	0	0	0	0	0	0	0	0	0	0	tsela ea koloi
drizzle	0	0	0	0	0	0	0	0	0	0	rotha
droll	0	0	0	0	0	0	0	0	0	0	thetheha
drone	0	0	0	0	0	1	0	0	0	0	sefofane sa sefofane
drool	0	0	1	0	0	0	0	0	0	0	rothela
drooping	0	0	0	0	0	1	0	0	0	0	drooping
drop	0	0	0	0	0	0	0	0	0	0	rothela
droplet	0	0	0	0	0	0	0	0	0	0	lerothodi
drought	0	0	0	0	0	1	0	0	0	0	komello
drove	0	0	0	0	0	0	0	0	0	0	khanna
drown	0	0	0	1	0	1	0	1	0	0	khangoa ke metsi
drowsiness	0	0	0	0	0	1	0	0	0	0	ho otsela
drowsy	0	0	0	0	0	0	0	0	0	0	otsela
drudgery	0	0	0	0	0	1	0	0	0	0	tjaka
drug	0	0	0	0	0	0	0	0	0	0	lithethefatsi
drugged	0	0	0	0	0	0	0	1	0	0	tshebeditsoe ka lithethefatsi
drugstore	0	0	0	0	0	0	0	0	0	0	lebenkele la lithethefatsi
druid	0	0	0	0	0	0	0	0	0	0	druid
drum	0	0	0	0	0	0	0	0	0	0	moropa
drummer	0	0	0	0	0	0	0	0	0	0	moletsi oa meropa
drumming	0	0	0	0	0	0	0	0	0	0	ho letsa meropa
drunken	0	0	1	0	0	1	0	0	0	0	tahiloe
drunkenness	0	0	0	0	0	1	0	0	0	0	botawa
dry	0	0	0	0	0	0	0	0	0	0	omme
dryness	0	0	0	0	0	0	0	0	0	0	ho omella
dual	0	0	0	0	0	0	0	0	0	0	tse pedi
dualism	0	0	0	0	0	0	0	0	0	0	dualism
duality	0	0	0	0	0	0	0	0	0	0	kopanelo
dub	0	0	0	0	0	0	0	0	0	0	dub
dubious	0	0	0	1	0	1	0	0	0	1	belaetsang
ducking	0	0	0	0	0	0	0	0	0	0	letata
duct	0	0	0	0	0	0	0	0	0	0	kotopo
ductile	0	0	0	0	0	0	0	0	0	0	ductile
duds	0	0	0	0	0	0	0	0	0	0	matsoai
due	0	0	0	0	0	0	0	0	0	0	ka lebaka
duel	1	1	0	1	0	0	0	0	0	0	duel
dues	0	0	0	0	0	0	0	0	0	0	ditefello
duet	0	0	0	0	0	0	1	0	0	0	duet
dugout	0	0	0	0	0	0	0	0	0	0	sekoti
duke	0	0	0	0	0	0	1	0	0	0	duke
dull	0	0	0	0	0	1	0	1	0	0	lerootho
dumb	0	0	0	0	0	1	0	0	0	0	semumu
dummy	0	0	0	0	0	1	0	0	0	0	dummy
dump	0	0	0	0	0	0	0	0	0	0	lahla
dumps	1	0	0	0	0	1	0	1	0	0	thotobolo
dun	0	0	0	0	0	1	0	0	0	0	dun
dune	0	0	0	0	0	0	0	0	0	0	dune
dung	0	0	1	0	0	0	0	0	0	0	bolokoe
dungeon	0	0	0	1	0	1	0	0	0	0	teronko
duo	0	0	0	0	0	0	0	0	0	0	duo
dupe	1	0	0	0	0	1	0	0	0	0	dupe
duplex	0	0	0	0	0	0	0	0	0	0	duplex
duplicate	0	0	0	0	0	0	0	0	0	0	kopitsa
duplication	0	0	0	0	0	0	0	0	0	0	phetiso
duplicity	1	0	0	0	0	1	0	0	0	0	boikopanyo
durability	0	0	0	0	0	0	1	0	0	1	durability
durable	0	0	0	0	0	0	1	0	0	1	e tšoarellang
duration	0	0	0	0	0	0	0	0	0	0	nako
duress	1	0	1	1	0	1	0	1	0	0	kgatello
dusk	0	0	0	0	0	0	0	0	0	0	shoalane
dusky	0	0	0	0	0	0	0	0	0	0	dusky
dust	0	0	0	0	0	1	0	0	0	0	lerole
duster	0	0	0	0	0	0	0	0	0	0	duster
dusty	0	0	0	0	0	0	0	0	0	0	e lerole
dutiful	0	1	0	0	0	0	1	0	0	1	e nang le boikarabelo
dwarf	0	0	0	0	0	0	0	0	0	0	e monyane
dwarfed	0	0	0	1	0	1	0	1	0	0	dwarfed
dwell	0	0	0	0	0	0	0	0	0	0	lula
dweller	0	0	0	0	0	0	0	0	0	0	moahi
dwelling	0	0	0	0	0	0	0	0	0	0	bolulo
dye	0	0	0	0	0	0	0	0	0	0	dae
dying	1	0	1	1	0	1	0	1	0	0	ho shoa
dyke	0	0	0	0	0	0	0	0	0	0	dyke
dynamic	0	0	0	0	0	0	0	0	1	0	mahlahahlaha
dynamical	0	0	0	0	0	0	0	0	0	0	dynamical
dynamics	0	0	0	0	0	0	0	0	0	0	dynamics
dynamite	0	0	0	0	0	0	0	0	0	0	dynamite
dynasty	0	0	0	0	0	0	0	0	0	0	leloko la borena
dysentery	0	0	1	0	0	1	0	1	0	0	lets'ollo
dyspepsia	0	0	0	0	0	0	0	0	0	0	dyspepsia
eager	0	1	0	0	1	0	1	0	1	1	chesehela
eagerness	0	1	0	0	1	0	1	0	0	1	tjantjello
eagle	0	0	0	0	0	0	0	0	0	1	ntsu
ear	0	0	0	0	0	0	0	0	0	0	tsebe
earl	0	0	0	0	0	0	1	0	0	0	earl
earlier	0	0	0	0	0	0	0	0	0	0	pejana
early	0	0	0	0	0	0	0	0	0	0	pele ho nako
earn	0	0	0	0	0	0	1	0	0	0	fumana chelete
earnest	0	0	0	0	0	0	1	0	0	0	ka tieo
earnestly	0	0	0	0	0	0	1	0	0	0	ka tieo
earnestness	0	0	0	0	0	0	1	0	0	0	tjantjello
earnings	0	0	0	0	0	0	0	0	0	0	meputso
earring	0	0	0	0	0	0	0	0	0	0	lesale
earshot	0	0	0	0	0	0	0	0	0	0	ho thiba tsebe
earth	0	0	0	0	0	0	0	0	0	0	lefatshe
earthenware	0	0	0	0	0	0	0	0	0	0	letsopa
earthly	0	0	0	0	0	0	0	0	0	0	tsa lefatshe
earthquake	1	0	0	1	0	1	0	1	1	0	tshisinyeho ya lefatshe
earthy	0	0	0	0	0	0	0	0	0	0	lefatshe
ease	0	0	0	0	0	0	1	0	0	0	boiketlo
easel	0	0	0	0	0	0	0	0	0	0	easel
easement	0	0	0	0	0	0	1	0	0	0	easement
easily	0	0	0	0	0	0	0	0	0	0	ha bonolo
easy	0	0	0	0	0	0	0	0	0	0	bonolo
easygoing	0	0	0	0	0	0	1	0	0	0	motho ea bonolo
eat	0	0	0	0	0	0	1	0	0	0	ja
eating	0	0	0	0	0	0	0	0	0	0	ho ja
eavesdropping	0	0	0	0	0	1	0	0	0	0	ho mamela
ebb	0	0	0	0	0	0	0	0	0	0	ebb
ebony	0	0	0	0	0	0	0	0	0	0	ebony
eccentric	0	0	0	0	0	0	0	0	0	0	eccentric
eccentricity	0	0	0	0	0	0	0	0	0	0	eccentricity
ecclesiastical	0	0	0	0	0	0	0	0	0	0	tsa kereke
echo	0	0	0	0	0	0	0	0	0	0	echo
eclectic	0	0	0	0	0	0	0	0	0	0	eclectic
eclipse	0	0	0	0	0	0	0	0	0	0	phifalo
ecliptic	0	0	0	0	0	0	0	0	0	0	ecliptic
economical	0	0	0	0	0	0	0	0	0	0	moruo
economics	0	0	0	0	0	0	0	0	0	0	moruo
economy	0	0	0	0	0	0	0	0	0	1	moruo
ecstasy	0	1	0	0	1	0	1	0	0	0	nyakallo
ecstatic	0	1	0	0	1	0	1	0	1	0	nyakallo
ecumenical	0	0	0	0	0	0	0	0	0	0	tsa dikereke
eddy	0	0	0	0	0	0	0	0	0	0	eddy
edge	0	0	0	0	0	0	0	0	0	0	bohale
edging	0	0	0	0	0	0	0	0	0	0	edging
edible	0	0	0	0	0	0	0	0	0	0	tse jehang
edict	0	0	0	1	0	1	0	0	0	0	laela
edification	0	1	0	0	1	0	1	0	0	1	kahisano
edifice	0	0	0	0	0	0	0	0	0	0	edifice
edit	0	0	0	0	0	0	0	0	0	0	edita
edition	0	1	0	0	0	0	0	0	0	0	khatiso
editor	0	0	0	0	0	0	0	0	0	0	mohlophisi
editorial	0	0	0	0	0	0	0	0	0	0	mohlophisi
educate	0	0	0	0	0	0	1	0	0	0	ruta
educated	0	0	0	0	0	0	1	0	0	0	rutehile
education	0	0	0	0	0	0	0	0	0	0	thuto
educational	0	0	0	0	0	0	1	0	0	1	thuto
eel	0	0	0	1	0	0	0	0	0	0	tlhapinohana
effect	0	0	0	0	0	0	0	0	0	0	phello
effective	0	0	0	0	0	0	1	0	0	1	e sebetsang hantle
effects	0	0	0	0	0	0	0	0	0	0	liphello
effectual	0	0	0	0	0	0	0	0	0	0	e sebetsang hantle
effectually	0	0	0	0	0	0	0	0	0	0	ka tsela e phethahetseng
effectuate	0	0	0	0	0	0	0	0	0	0	e sebetsang hantle
effeminate	0	0	0	0	0	1	0	0	0	0	effeminate
efficacious	0	0	0	0	0	0	0	0	0	0	e sebetsang hantle
efficacy	0	0	0	0	0	0	1	0	0	0	katleho
efficiency	0	0	0	0	0	0	1	0	0	0	bokgabane
efficient	0	1	0	0	0	0	1	0	0	1	e sebetsang hantle
effigy	1	0	0	0	0	0	0	0	0	0	setšoantšo
effort	0	0	0	0	0	0	1	0	0	0	matsapa
effusion	0	0	0	0	0	0	0	0	0	0	effusion
egg	0	0	0	0	0	0	0	0	0	0	lehe
ego	0	0	0	0	0	0	0	0	0	0	ego
egotistical	0	0	1	0	0	1	0	0	0	0	boikgohomoso
egregious	1	0	1	0	0	1	0	0	0	0	e kgolo
egress	0	0	0	0	0	0	0	0	0	0	egress
eighth	0	0	0	0	0	0	0	0	0	0	ea borobeli
eighty	0	0	0	0	0	0	0	0	0	0	mashome a robeli
ejaculate	0	0	0	0	0	0	0	0	0	0	qhalla
ejaculation	0	1	0	0	1	0	1	0	1	1	ho qhalla
eject	0	0	0	0	0	1	0	0	0	0	ntsha
ejection	0	0	0	0	0	1	0	0	0	0	ejection
elaborate	0	0	0	0	0	0	0	0	0	0	qaqisa
elaboration	0	0	0	0	0	0	1	0	0	0	tlhaloso
elan	0	0	0	0	0	0	0	0	0	0	elan
elapse	0	0	0	0	0	0	0	0	0	0	elapse
elapsed	0	0	0	0	0	0	0	0	0	0	Qedile
elastic	0	0	0	0	0	0	0	0	0	0	rekere
elasticity	0	0	0	0	0	0	0	0	0	0	elasticity
elated	0	0	0	0	1	0	1	0	0	0	nyakalletse
elbow	1	0	0	0	0	0	0	0	0	0	setsoe
eld	0	0	0	0	0	0	0	0	0	0	moholo
elder	0	0	0	0	0	0	1	0	0	1	moholo
elders	0	0	0	0	0	0	1	0	0	1	baholo
eldest	0	0	0	0	0	0	0	0	0	0	e moholo
elect	0	0	0	0	0	0	1	0	0	1	khethang
election	0	0	0	0	0	0	0	0	0	0	likhetho
elector	0	0	0	0	0	0	0	0	0	0	mokhethoa
electorate	0	0	0	0	0	0	0	0	0	1	khethang
electric	0	0	0	0	1	0	1	0	1	0	motlakase
electricity	0	0	0	0	0	0	1	0	0	0	motlakase
elegance	0	1	0	0	1	0	1	0	0	1	bokgabane
elegant	0	0	0	0	1	0	1	0	0	0	elegantne
element	0	0	0	0	0	0	0	0	0	0	element
elementary	0	0	0	0	0	0	0	0	0	0	tsa mathomo
elements	0	0	0	0	0	0	0	0	0	0	likarolo
elephant	0	0	0	0	0	0	0	0	0	0	tlou
elevate	0	0	0	0	0	0	0	0	0	0	phahamisa
elevation	0	1	0	1	1	0	1	0	0	1	bophahamo
elevator	0	0	0	0	0	0	0	0	0	0	lifti
eleven	0	0	0	0	0	0	0	0	0	0	leshome le motso o mong
eleventh	0	0	0	0	0	0	0	0	0	0	ea leshome le motso o mong
elf	1	0	1	1	0	0	0	0	0	0	elf
elicit	0	0	0	0	0	0	0	0	0	0	hlasimolla
eligible	0	0	0	0	0	0	1	0	0	0	tšoanelehang
elimination	1	0	1	1	0	1	0	1	0	0	phediso
elite	0	1	0	0	1	0	1	0	0	1	ba phahameng sechabeng
elk	0	0	0	0	0	0	0	0	0	0	elk
ell	0	0	0	0	0	0	0	0	0	0	hantle
ellipse	0	0	0	0	0	0	0	0	0	0	ellipse
ellipsis	0	0	0	0	0	0	0	0	0	0	ellipsis
ellipsoid	0	0	0	0	0	0	0	0	0	0	ellipsoid
elliptic	0	0	0	0	0	0	0	0	0	0	elliptic
elliptical	0	0	0	0	0	0	0	0	0	0	elliptical
elongate	0	0	0	0	0	0	0	0	0	0	lelefatsa
elongation	0	0	0	0	0	0	0	0	0	0	elongation
eloquence	0	0	0	0	0	0	1	0	0	0	puo ya puo
eloquent	0	0	0	0	0	0	1	0	0	0	bohlasoa
elucidate	0	0	0	0	0	0	1	0	0	1	hlakisa
elucidation	0	0	0	0	0	0	0	0	0	0	tlhaloso
