English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Swedish Word
communion	0	0	0	0	1	0	1	0	0	1	gemenskap
communism	1	0	0	1	0	1	0	1	0	0	kommunism
communist	0	0	0	0	0	1	0	0	0	0	kommunist
community	0	0	0	0	0	0	1	0	0	0	gemenskap
commutation	0	0	0	0	0	0	1	0	0	0	kommutering
commutative	0	0	0	0	0	0	0	0	0	0	kommutativ
commute	0	0	0	0	0	0	1	0	0	0	pendla
commuter	0	0	0	0	0	0	0	0	0	0	pendlare
compact	0	0	0	0	0	0	0	0	0	1	kompakt
compaction	0	0	0	0	0	0	0	0	0	0	packning
compactness	0	0	0	0	0	0	0	0	0	0	kompakthet
companion	0	0	0	0	1	0	1	0	0	1	följeslagare
companionship	0	0	0	0	0	0	0	0	0	0	kamratskap
company	0	0	0	0	0	0	0	0	0	0	företag
comparable	0	0	0	0	0	0	0	0	0	0	jämförbar
comparative	0	0	0	0	0	0	0	0	0	0	jämförande
comparatively	0	0	0	0	0	0	0	0	0	0	jämförelsevis
comparison	0	0	0	0	0	0	0	0	0	0	jämförelse
compartment	0	0	0	0	0	0	0	0	0	0	avdelning
compass	0	0	0	0	0	0	0	0	0	1	kompass
compassion	0	0	0	1	0	0	1	0	0	0	medkänsla
compassionate	0	0	0	0	0	0	1	0	0	0	medkännande
compatibility	0	0	0	0	0	0	1	0	0	0	kompatibilitet
compatible	0	0	0	0	0	0	1	0	0	0	kompatibel
compel	0	0	0	0	0	0	0	0	0	0	tvinga
compelled	0	0	0	0	0	0	0	0	0	0	Tvingad
compelling	0	0	0	0	0	0	1	0	0	0	övertygande
compendium	0	0	0	0	0	0	0	0	0	0	kompendium
compensate	0	1	0	0	1	0	1	0	1	1	kompensera
compensation	0	0	0	0	0	0	0	0	0	0	ersättning
compensatory	0	0	0	0	0	0	1	0	0	0	kompenserande
competence	0	0	0	0	0	0	1	0	0	1	kompetens
competency	0	0	0	0	0	0	1	0	0	1	kompetens
competent	0	0	0	0	0	0	1	0	0	1	behörig
competition	0	1	0	0	0	1	0	0	0	0	konkurrens
competitive	0	0	0	0	0	0	0	0	0	0	konkurrenskraftig
competitor	0	0	0	0	0	0	0	0	0	0	konkurrent
compilation	0	0	0	0	0	0	0	0	0	0	kompilering
compile	0	0	0	0	0	0	0	0	0	0	sammanställa
complacency	0	0	0	0	0	0	1	0	0	0	självgodhet
complacent	0	0	0	0	0	0	0	0	0	0	självbelåtna
complain	1	0	0	0	0	1	0	1	0	0	klaga
complaint	1	0	0	0	0	1	0	0	0	0	klagomål
complement	0	1	0	0	1	0	1	0	1	1	komplement
complementary	0	0	0	0	0	0	1	0	0	0	komplementär
completed	0	0	0	0	0	0	0	0	0	0	avslutad
completely	0	0	0	0	0	0	1	0	0	0	fullständigt
completeness	0	0	0	0	0	0	1	0	0	0	fullständighet
completing	0	1	0	0	1	0	1	0	0	0	slutföra
completion	0	1	0	0	1	0	1	0	0	0	komplettering
complex	0	0	0	0	0	0	0	0	0	0	komplex
complexed	0	0	0	0	0	1	0	0	0	0	komplexbildad
complexion	0	0	0	0	0	0	0	0	0	0	hy
complexity	0	0	0	0	0	1	0	0	0	0	komplexitet
compliance	0	0	0	0	0	0	1	0	0	1	efterlevnad
compliant	0	0	0	0	0	0	1	0	0	0	kompatibla
complicate	1	0	0	0	0	1	0	0	0	0	komplicera
complicated	0	0	0	0	0	1	0	0	0	0	komplicerad
complication	0	0	0	0	0	1	0	0	0	0	komplikation
complicity	0	0	0	0	0	1	1	0	0	0	medbrottslighet
compliment	0	1	0	0	1	0	1	0	1	1	komplimang
comply	0	0	0	0	0	0	0	0	0	0	följa
complying	0	0	0	0	0	0	0	0	0	0	följa
compo	0	0	0	0	0	0	0	0	0	0	kompo
component	0	0	0	0	0	0	0	0	0	0	komponent
compose	0	0	0	0	0	0	0	0	0	0	komponera
composed	0	0	0	0	0	0	1	0	0	0	sammansatt
composer	0	0	0	0	0	0	1	0	0	0	kompositör
composite	0	0	0	0	0	0	0	0	0	0	sammansatt
composition	0	0	0	0	0	0	0	0	0	0	sammansättning
compost	0	0	1	0	0	1	0	0	0	0	kompost
composure	0	0	0	0	0	0	1	0	0	0	lugn
compound	0	0	0	0	0	0	0	0	0	0	förening
comprehend	0	0	0	0	0	0	1	0	0	0	förstå
comprehension	0	0	0	0	0	0	0	0	0	0	förståelse
comprehensive	0	0	0	0	0	0	1	0	0	0	omfattande
compress	1	0	0	0	0	0	0	0	0	0	komprimera
compressed	0	0	0	0	0	0	0	0	0	0	komprimerad
compressible	0	0	0	0	0	0	0	0	0	0	komprimerbar
compression	0	0	0	0	0	0	0	0	0	0	kompression
comprise	0	0	0	0	0	0	0	0	0	0	omfattar
compromise	0	0	0	0	0	0	0	0	0	0	kompromiss
comptroller	0	0	0	0	0	0	0	0	0	1	kontrollör
compulsion	1	0	0	0	0	1	0	0	0	0	tvång
compulsory	0	0	0	0	0	1	0	0	0	0	obligatorisk
computable	0	0	0	0	0	0	0	0	0	0	beräkningsbar
computation	0	0	0	0	0	0	0	0	0	0	beräkning
compute	0	0	0	0	0	0	0	0	0	0	beräkna
computer	0	0	0	0	0	0	0	0	0	0	dator
comrade	0	0	0	0	0	0	1	0	0	1	kamrat
con	0	0	0	0	0	0	0	0	0	0	lura
concatenation	0	0	0	0	0	0	0	0	0	0	sammanlänkning
concave	0	0	0	0	0	0	0	0	0	0	konkav
conceal	0	0	0	0	0	1	0	1	0	0	dölja
concealed	0	1	0	1	0	1	0	0	1	0	dold
concealment	1	1	0	1	0	1	0	0	0	0	döljande
conceit	0	0	0	0	0	1	0	0	0	0	inbilskhet
conceited	0	0	0	0	0	1	0	0	0	0	inbilsk
conceivable	0	0	0	0	0	0	0	0	0	0	tänkbar
concentrate	0	0	0	0	0	0	0	0	0	0	koncentrera
concentration	0	0	0	0	0	0	0	0	0	0	koncentration
concentric	0	0	0	0	0	0	1	0	0	0	koncentrisk
conception	0	0	0	0	0	0	0	0	0	0	uppfattning
concern	0	0	0	0	0	0	0	0	0	0	oro
concerned	0	0	0	1	0	0	0	1	0	0	bekymrad
concert	0	0	0	0	0	0	0	0	0	0	konsert
concession	0	0	0	0	0	0	0	0	0	0	koncession
concessional	0	0	0	0	0	0	0	0	0	0	förmånliga
concierge	0	0	0	0	0	0	0	0	0	0	concierge
conciliation	0	0	0	0	1	0	1	0	0	1	förlikning
concise	0	0	0	0	0	0	0	0	0	0	koncis
conclave	0	0	0	0	0	0	0	0	0	0	konklav
conclude	0	0	0	0	0	0	0	0	0	0	sluta
concluding	0	0	0	0	0	0	1	0	0	0	avslutande
conclusion	0	0	0	0	0	0	0	0	0	0	slutsats
concoction	0	0	0	0	0	0	0	0	0	0	hopkok
concomitant	0	0	0	0	0	0	0	0	0	0	samtidigt
concord	0	0	0	0	0	0	1	0	0	1	harmoni
concordance	0	0	0	0	0	0	1	0	0	1	överensstämmelse
concours	0	0	0	0	0	0	0	0	0	0	concours
concourse	0	0	0	0	0	0	0	0	0	0	uppgång
concrete	0	0	0	0	0	0	0	0	0	0	betong-
concurrence	0	0	0	0	0	0	0	0	0	0	överensstämmelse
concurrent	0	0	0	0	0	0	0	0	0	0	samverkande
concurring	0	0	0	0	0	0	0	0	0	0	överensstämmande
concussion	1	0	0	0	0	1	0	1	0	0	hjärnskakning
condemn	1	0	0	0	0	1	0	0	0	0	fördöma
condemnation	1	1	1	1	0	1	0	1	0	0	fördömelse
condensation	0	0	0	0	0	0	0	0	0	0	kondensation
condensed	0	0	0	0	0	0	0	0	0	0	komprimerad
condescending	0	0	0	0	0	1	0	0	0	0	nedlåtande
condescension	1	0	1	0	0	1	0	1	0	0	nedlåtenhet
condiment	0	0	0	0	0	0	0	0	0	0	krydda
condition	0	0	0	0	0	0	0	0	0	0	skick
conditional	0	0	0	0	0	0	0	0	0	0	villkorlig
conditionally	0	0	0	0	0	0	0	0	0	0	villkorligt
conditioned	0	0	0	0	0	0	0	0	0	0	betingad
conditions	0	0	0	0	0	0	0	0	0	0	betingelser
condolence	0	0	0	0	0	0	1	1	0	0	beklagande
condone	0	0	0	0	0	0	1	0	0	0	överse med
conducive	0	0	0	0	0	0	1	0	0	0	Befrämjande
conduct	0	0	0	0	0	0	0	0	0	0	uppträdande
conduction	0	0	0	0	0	0	0	0	0	0	ledning
conductivity	0	0	0	0	0	0	1	0	0	0	ledningsförmåga
conductor	0	0	0	0	0	0	0	0	0	0	dirigent
conduit	0	0	0	0	0	0	0	0	0	0	rörledning
cone	0	0	0	0	0	0	0	0	0	0	kon
confederate	0	0	0	0	0	0	1	0	0	1	konfedererade
confederation	0	0	0	0	0	0	0	0	0	0	konfederation
confer	0	0	0	0	0	0	0	0	0	0	tilldela
conference	0	0	0	0	0	0	0	0	0	0	konferens
confess	0	0	0	0	0	1	1	0	0	1	bekänna
confession	0	1	0	1	0	1	0	1	1	0	bekännelse
confessional	0	0	0	1	0	0	0	0	0	1	konfessionell
confessions	0	0	0	0	0	0	0	0	0	0	bekännelser
confide	0	0	0	0	0	0	0	0	0	1	anförtro
confidence	0	0	0	1	1	0	1	0	0	1	förtroende
confident	0	0	0	0	1	0	1	0	0	1	självsäker
confidential	0	0	0	0	0	0	0	0	0	1	konfidentiell
confidentially	0	0	0	0	0	0	0	0	0	1	konfidentiellt
configuration	0	0	0	0	0	0	0	0	0	0	konfiguration
confine	1	0	0	1	0	1	0	1	0	0	begränsa
confined	1	0	1	1	0	1	0	1	0	0	instängd
confinement	1	0	0	1	0	1	0	1	0	0	förlossning
confines	0	0	0	0	0	0	0	0	0	0	begränsar
confirm	0	0	0	0	0	0	0	0	0	0	bekräfta
confirmation	0	0	0	0	0	0	0	0	0	1	Bekräftelse
confirmatory	0	0	0	0	0	0	0	0	0	0	bekräftande
confirmed	0	0	0	0	0	0	1	0	0	1	bekräftad
confiscate	1	0	0	0	0	1	0	1	0	0	konfiskera
confiscation	0	0	0	0	0	1	0	0	0	0	konfiskering
conflagration	1	0	0	1	0	1	0	0	0	0	brand
conflict	1	0	0	1	0	1	0	1	0	0	konflikt
conflicting	0	0	0	0	0	1	0	0	0	0	motstridig
confluence	0	0	0	0	0	0	0	0	0	0	sammanflöde
conformance	0	0	0	0	0	0	1	0	0	0	överensstämmelse
conformation	0	0	0	0	0	0	0	0	0	0	gestaltning
conformity	0	0	0	0	0	0	0	0	0	1	överensstämmelse
confound	0	0	0	0	0	1	0	0	0	0	förbrylla
confounded	0	0	0	0	0	1	0	0	0	0	förvirrad
confront	1	0	0	0	0	0	0	0	0	0	konfrontera
confuse	0	0	0	0	0	1	0	0	0	0	förvirra
confusion	1	0	0	1	0	1	0	0	0	0	förvirring
congenial	0	0	0	0	0	0	1	0	0	0	sympatisk
congenital	0	0	0	0	0	0	0	0	0	0	medfödd
congestion	0	0	0	0	0	1	0	0	0	0	trängsel
conglomerate	0	0	0	0	0	0	0	0	0	1	konglomerat
conglomeration	0	0	0	0	0	0	0	0	0	0	gytter
congratulatory	0	0	0	0	1	0	1	0	0	0	grattis
congregate	0	0	0	0	0	0	0	0	0	0	samlas
congregation	0	0	0	0	0	0	1	0	0	1	församling
congress	0	0	1	0	0	0	0	0	0	1	kongressen
congressional	0	0	0	0	0	0	0	0	0	0	kongress-
congressman	0	0	0	0	0	0	0	0	0	1	kongressledamot
congruence	0	0	0	0	0	0	1	0	0	1	kongruens
conic	0	0	0	0	0	0	0	0	0	0	konisk
conical	0	0	0	0	0	0	0	0	0	0	konisk
conjecture	0	1	0	0	0	0	0	0	0	0	gissa
conjugal	0	0	0	0	0	0	0	0	0	0	äktenskaplig
conjugate	0	0	0	0	0	0	0	0	0	0	konjugera
conjugation	0	0	0	0	0	0	0	0	0	0	konjugation
conjunction	0	0	0	0	0	0	0	0	0	0	samband
conjunctive	0	0	0	0	0	0	0	0	0	0	konjunktiv
conjure	0	1	0	0	0	0	0	0	1	0	trolla
conjuring	0	0	0	0	0	1	0	0	0	0	framkallning
connect	0	0	0	0	0	0	0	0	0	0	ansluta
connected	0	0	0	0	0	0	0	0	0	0	ansluten
connection	0	0	0	0	0	0	0	0	0	0	förbindelse
connective	0	0	0	0	0	0	0	0	0	1	bindande
connoisseur	0	0	0	0	1	0	1	0	0	1	kännare
conquer	0	0	0	0	0	0	0	0	0	0	erövra
conqueror	0	0	0	0	0	0	0	0	0	0	besegrare
conquest	1	0	0	1	0	1	0	0	0	0	erövring
conscience	0	0	0	0	0	0	1	0	0	1	samvete
conscientious	0	0	0	0	0	0	1	0	0	1	samvetsgrann
consciousness	0	0	0	0	0	0	1	0	0	0	medvetande
conscription	0	0	0	0	0	0	0	0	0	0	värnplikt
consecration	0	1	0	0	1	0	1	1	0	1	invigning
consecutive	0	0	0	0	0	0	0	0	0	0	i följd
consent	0	0	0	0	0	0	0	0	0	0	samtycke
consenting	0	0	0	0	0	0	0	0	0	0	samtycke
consequence	0	0	0	0	0	0	0	0	0	0	Följd
consequent	0	1	0	0	0	0	0	0	0	0	följd
conservation	0	1	0	0	0	0	1	0	0	1	bevarande
conservatism	0	0	0	0	0	0	0	0	0	0	konservatism
conservative	0	0	0	0	0	0	0	0	0	0	konservativ
conservatory	0	0	0	0	0	0	0	0	0	0	vinterträdgård
conserve	0	0	0	0	0	0	1	0	0	0	bevara
considerable	0	0	0	0	0	0	1	0	0	0	betydande
considerate	0	0	0	0	0	0	1	0	0	1	omtänksam
consignee	0	0	0	0	0	0	0	0	0	0	mottagare
consignment	0	0	0	0	0	0	0	0	0	0	sändning
consistency	0	0	0	0	0	0	1	0	0	1	konsistens
consistent	0	0	0	0	0	0	0	0	0	0	konsekvent
consolation	0	0	0	0	0	0	0	0	0	0	tröst
console	0	0	0	0	0	0	1	1	0	0	trösta
consolidate	0	0	0	0	0	0	0	0	0	0	konsolidera
consolidation	0	0	0	0	0	0	0	0	0	0	konsolidering
consonant	0	0	0	0	0	0	1	0	0	0	konsonant
consort	0	0	0	0	0	0	0	0	0	1	umgås
conspicuous	0	0	0	0	0	0	0	0	0	0	iögonfallande
conspiracy	0	0	0	1	0	0	0	0	0	0	konspiration
conspirator	1	1	1	1	0	1	0	0	0	0	konspiratör
conspire	0	0	0	1	0	1	0	0	0	0	konspirera
constable	0	0	0	0	0	0	0	0	0	1	konstapel
constancy	0	0	0	0	0	0	1	0	0	1	beständighet
constant	0	0	0	0	0	0	1	0	0	1	konstant
constantly	0	0	0	0	0	0	0	0	0	1	ständigt
constellation	0	0	0	0	0	0	0	0	0	0	konstellation
consternation	1	0	0	1	0	1	0	0	0	0	bestörtning
constipation	0	0	1	0	0	1	0	0	0	0	förstoppning
constituent	0	0	0	0	0	0	0	0	0	0	konstituerande
constituents	0	0	0	0	0	0	0	0	0	0	beståndsdelar
constitute	0	0	0	0	0	0	0	0	0	1	utgöra
constitution	0	0	0	0	0	0	0	0	0	0	konstitution
constitutional	0	0	0	0	0	0	1	0	0	1	konstitutionell
constitutionality	0	0	0	0	0	0	0	0	0	0	konstitutionalitet
constrain	0	0	0	1	0	1	0	0	0	0	begränsa
constrained	0	0	0	0	0	1	0	0	0	0	tvungen
constraint	1	0	0	1	0	1	0	1	0	0	begränsning
construct	0	0	0	0	0	0	1	0	0	0	konstruera
construction	0	0	0	0	0	0	0	0	0	0	konstruktion
construe	0	0	0	0	0	0	0	0	0	0	tolka
consul	0	0	0	0	0	0	0	0	0	1	konsul
consult	0	0	0	0	0	0	0	0	0	1	rådfråga
consultation	0	0	0	0	0	0	0	0	0	0	samråd
consume	0	0	0	0	0	0	0	0	0	0	konsumera
consuming	0	0	0	0	0	0	0	0	0	0	förbrukande
consummate	0	0	0	0	0	0	1	0	0	0	fullborda
consummation	0	0	0	0	0	0	0	0	0	0	fullbordan
consumption	0	0	0	0	0	0	0	0	0	0	konsumtion
contact	0	0	0	0	0	0	1	0	0	0	Kontakt
contagion	0	1	1	1	0	1	0	0	0	0	smitta
contagious	0	0	1	1	0	1	0	0	0	0	smittosam
containment	0	0	0	0	0	0	0	0	0	0	inneslutning
contaminate	0	0	1	0	0	1	0	0	0	0	förorena
contaminated	0	0	1	1	0	1	0	1	0	0	förorenade
contamination	0	0	1	0	0	1	0	0	0	0	förorening
contemplate	0	0	0	0	0	0	0	0	0	0	överväga
contemplation	0	0	0	0	0	0	1	0	0	0	begrundande
contemplative	0	0	0	0	0	0	0	0	0	0	kontemplativ
contemporaneous	0	0	0	0	0	0	0	0	0	0	samtida
contemporary	0	0	0	0	0	0	0	0	0	0	samtida
contempt	1	0	1	1	0	1	0	0	0	0	förakt
contemptible	1	0	1	0	0	1	0	0	0	0	föraktlig
contemptuous	1	0	0	0	0	1	0	0	0	0	föraktfull
contending	0	0	0	0	0	0	0	0	0	0	tävlande
content	0	0	0	0	1	0	1	0	0	1	innehåll
contention	0	0	0	0	0	0	0	0	0	0	påstående
contentious	1	0	1	1	0	1	0	0	0	0	omtvistad
contents	0	0	0	0	0	0	0	0	0	0	innehåll
context	0	0	0	0	0	0	0	0	0	0	sammanhang
contiguous	0	0	0	0	0	0	0	0	0	0	angränsande
continence	0	0	0	0	0	0	0	0	0	0	avhållsamhet
continent	0	0	0	0	0	0	0	0	0	0	kontinent
continental	0	0	0	0	0	0	0	0	0	0	kontinental
contingency	0	0	0	0	0	0	0	0	0	0	beredskap
contingent	0	1	0	0	0	0	0	0	0	0	kontingent
continual	0	0	0	0	0	0	0	0	0	0	ständig
continually	0	0	0	0	0	0	0	0	0	0	kontinuerligt
continuance	0	0	0	0	0	0	0	0	0	0	fortsättning
continuation	0	1	0	0	0	0	0	0	0	0	fortsättning
continue	0	1	0	0	0	0	1	0	0	1	Fortsätta
continued	0	0	0	0	0	0	0	0	0	0	fortsatt
continuing	0	0	0	0	0	0	0	0	0	0	fortlöpande
continuity	0	0	0	0	0	0	0	0	0	0	kontinuitet
continuous	0	0	0	0	0	0	0	0	0	0	kontinuerlig
continuously	0	0	0	0	0	0	0	0	0	0	kontinuerligt
contour	0	0	0	0	0	0	1	0	0	0	kontur
contraband	1	0	1	1	0	1	0	0	0	0	smuggelgods
contract	0	0	0	0	0	0	0	0	0	0	avtal
contracted	0	0	0	0	0	1	0	0	0	0	avtalad
contractile	0	0	0	0	0	0	0	0	0	0	sammandragande
contracting	0	0	0	0	0	0	0	0	0	0	entreprenad
contraction	0	0	0	0	0	0	0	0	0	0	kontraktion
contradict	1	0	0	0	0	1	0	0	0	0	motsäga
contradiction	0	0	0	0	0	1	0	0	0	0	motsägelse
contradictory	0	0	0	0	0	1	0	0	0	0	motsägande
contrary	0	0	0	0	0	1	0	0	0	0	motsats
contrast	0	0	0	0	0	0	0	0	0	0	kontrast
contrasted	0	0	0	0	0	1	0	0	0	0	kontrasteras
contravene	0	0	0	0	0	1	0	0	0	0	strida mot
contravention	0	0	0	0	0	1	0	0	0	0	överträdelse
contribute	0	0	0	0	0	0	1	0	0	0	bidra
contributor	0	0	0	0	0	0	1	0	0	1	bidragsgivare
contrived	0	0	0	0	0	0	0	0	0	0	konstruerat
control	0	0	0	0	0	0	0	0	0	0	kontrollera
controversial	1	0	0	0	0	1	0	0	0	0	kontroversiell
controversy	0	0	0	0	0	1	0	0	0	0	kontrovers
conundrum	0	0	0	0	0	0	0	0	0	0	gåta
convalescent	0	0	0	0	0	0	0	0	0	0	konvalescent
convection	0	0	0	0	0	0	0	0	0	0	konvektion
convene	0	0	0	0	0	0	0	0	0	0	sammankalla
convenience	0	0	0	0	0	0	1	0	0	0	bekvämlighet
conveniences	0	0	0	0	0	0	0	0	0	0	bekvämligheter
convenient	0	0	0	0	0	0	1	0	0	0	bekväm
convent	0	0	0	0	0	0	1	0	0	1	kloster
convention	0	0	0	0	0	0	1	0	0	0	konvent
conventional	0	0	0	0	0	0	0	0	0	0	konventionell
converge	0	0	0	0	0	0	0	0	0	0	konvergera
convergence	0	1	0	0	0	0	0	0	0	0	konvergens
convergent	0	0	0	0	0	0	0	0	0	0	konvergerande
conversant	0	0	0	0	0	0	1	0	0	0	förtrogen
conversation	0	0	0	0	0	0	0	0	0	0	konversation
conversational	0	0	0	0	0	0	1	0	0	0	konversation
converse	0	0	0	0	0	0	0	0	0	0	samtala
conversing	0	0	0	0	0	0	0	0	0	0	samtala
conversion	0	0	0	0	0	0	0	0	0	0	omvandling
convert	0	0	0	0	0	0	1	0	0	0	konvertera
converted	0	0	0	0	0	0	0	0	0	0	konverterad
convertible	0	0	0	0	0	0	0	0	0	0	konvertibel
convex	0	0	0	0	0	0	0	0	0	0	konvex
convexity	0	0	0	0	0	0	0	0	0	0	konvexitet
convey	0	0	0	0	0	0	0	0	0	0	framföra
conveyance	0	0	0	0	0	0	0	0	0	0	befordran
conveyancing	0	0	0	0	0	0	0	0	0	1	förmedling
convict	1	0	1	1	0	1	0	1	0	0	fånge
conviction	0	0	0	0	0	1	0	0	0	0	övertygelse
convince	0	1	0	0	0	0	1	0	0	1	övertyga
convinced	0	0	0	0	0	0	0	0	0	1	övertygad
convincing	0	0	0	0	0	0	0	0	0	1	övertygande
convocation	0	0	0	0	0	0	0	0	0	0	sammankallande
convoluted	0	0	0	0	0	0	0	0	0	0	invecklad
convolution	0	0	0	0	0	0	0	0	0	0	veck
convoy	0	0	0	0	0	0	0	0	0	0	konvoj
coo	0	0	0	0	0	0	0	0	0	0	kuttra
cook	0	0	0	0	0	0	0	0	0	0	laga mat
cookery	0	0	0	0	0	0	0	0	0	0	kokkonst
cooking	0	0	0	0	0	0	0	0	0	0	matlagning
cool	0	0	0	0	0	0	1	0	0	0	Häftigt
cooler	0	0	0	0	0	0	0	0	0	0	kylare
cooling	0	0	0	0	0	0	0	0	0	0	kyl-
coolness	0	0	0	0	0	0	1	0	0	0	svalka
coop	1	0	1	0	0	1	0	0	0	0	coop
cooperate	0	0	0	0	0	0	1	0	0	0	samarbeta
cooperating	0	0	0	0	0	0	1	0	0	1	samarbetar
cooperation	0	0	0	0	0	0	1	0	0	1	samarbete
cooperative	0	0	0	0	0	0	1	0	0	1	kooperativ
coordinate	0	0	0	0	0	0	0	0	0	0	samordna
cop	0	0	0	1	0	0	0	0	0	1	polis
copious	0	0	0	0	0	0	0	0	0	0	riklig
copper	0	0	0	0	0	0	0	0	0	0	koppar
copy	0	0	0	0	0	1	0	0	0	0	kopiera
copycat	1	0	1	0	0	1	0	0	0	0	härmapa
copying	0	0	0	0	0	0	0	0	0	0	kopiering
copyright	0	0	0	0	0	0	0	0	0	0	upphovsrätt
coral	0	0	0	0	0	0	0	0	0	0	korall
cord	0	0	0	0	0	0	0	0	0	0	sladd
cordon	0	0	0	0	0	0	0	0	0	0	avspärrning
corduroy	0	0	0	0	0	0	0	0	0	0	manchester
core	0	0	0	0	0	0	1	0	0	0	kärna
cork	0	0	0	0	0	0	0	0	0	0	kork
corkscrew	0	0	0	0	0	0	0	0	0	0	korkskruv
corn	0	0	0	0	0	0	0	0	0	0	majs
cornea	0	0	0	0	0	0	0	0	0	0	hornhinnan
corner	0	0	0	0	0	0	0	0	0	0	hörn
cornet	0	0	0	0	0	0	0	0	0	0	kornett
cornice	0	0	0	0	0	0	0	0	0	0	taklist
cornstarch	0	0	0	0	0	0	0	0	0	0	majsstärkelse
corollary	0	0	0	0	0	0	0	0	0	0	naturlig följd
corona	0	0	0	0	0	0	0	0	0	0	korona
coronation	0	0	0	0	1	0	1	0	0	1	kröning
coroner	0	0	0	0	0	1	0	0	0	0	obducent
corporal	0	0	0	0	0	1	0	0	0	0	korpral
corporate	0	0	0	0	0	0	0	0	0	0	företags-
corporation	0	0	0	0	0	0	1	0	0	1	företag
corporeal	0	0	0	0	0	0	1	0	0	0	kroppslig
corps	0	0	0	0	0	0	0	0	0	0	kår
corpse	0	0	1	0	0	1	0	1	0	0	lik
corpus	0	0	0	0	0	0	0	0	0	0	korpus
corral	0	0	0	0	0	0	0	0	0	0	inhägna
correction	0	0	0	0	0	1	0	0	0	0	korrektion
corrective	0	0	0	0	0	0	1	0	0	0	korrigerande
correctness	0	0	0	0	0	0	0	0	0	1	korrekthet
correlation	0	0	0	0	0	0	0	0	0	0	korrelation
correlative	0	0	0	0	0	0	0	0	0	0	korrelativ
correspond	0	0	0	0	0	0	0	0	0	0	överensstämma
correspondence	0	1	0	0	0	0	1	0	0	0	korrespondens
correspondent	0	0	0	0	0	0	0	0	0	0	korrespondent
corridor	0	0	0	0	0	0	0	0	0	0	korridor
corroborate	0	0	0	0	0	0	1	0	0	1	bekräfta
corroboration	0	0	0	0	0	0	0	0	0	1	bekräftelse
corrosion	0	0	0	0	0	1	0	0	0	0	korrosion
corrosive	0	0	0	1	0	1	0	0	0	0	frätande
corrupt	0	0	0	0	0	1	0	0	0	0	korrupt
corrupting	1	0	1	1	0	1	0	1	0	0	korrumperar
corruption	0	0	1	0	0	1	0	0	0	0	korruption
corse	0	0	0	0	0	0	0	1	0	0	corse
corset	0	0	0	0	0	0	0	0	0	0	korsett
cortex	0	0	0	0	0	0	0	0	0	0	bark
cortical	0	0	0	0	0	0	0	0	0	0	kortikal
corvette	0	0	0	0	0	0	0	0	0	0	korvett
cosmetic	0	0	0	0	0	0	0	0	0	0	kosmetisk
cosmetics	0	0	0	0	0	0	0	0	0	0	kosmetika
cosmic	0	0	0	0	0	0	0	0	0	0	kosmisk
cosmology	0	0	0	0	0	0	0	0	0	0	kosmologi
cosmopolitan	0	0	0	0	0	0	1	0	0	1	kosmopolitisk
cosmos	0	0	0	0	0	0	0	0	0	0	kosmos
cost	0	0	0	0	0	0	0	0	0	0	kosta
costly	0	0	0	0	0	0	0	0	0	0	kostsam
costume	0	0	0	0	0	0	0	0	0	0	kostym
cosy	0	0	0	0	0	0	1	0	0	0	mysigt
cot	0	0	0	0	0	0	0	0	0	0	spjälsäng
cote	0	0	0	0	0	0	0	0	0	0	cote
cottage	0	0	0	0	0	0	0	0	0	0	stuga
cotton	0	0	0	0	0	0	0	0	0	0	bomull
couch	0	0	0	0	0	0	0	1	0	0	soffa
cougar	0	0	0	0	0	0	0	0	0	0	puma
cough	0	0	1	0	0	1	0	0	0	0	hosta
council	0	1	0	0	0	0	1	0	0	1	råd
counsel	0	0	0	0	0	0	1	0	0	1	råd
counsellor	1	0	0	1	0	1	0	0	0	1	rådgivare
counselor	0	0	0	0	0	0	1	0	0	1	rådgivare
count	0	0	0	0	0	0	1	0	0	1	räkna
countdown	0	1	0	0	0	0	0	0	0	0	nedräkning
countenance	0	0	0	0	0	0	0	0	0	0	tolerera
counter	0	0	0	0	0	0	0	0	0	0	disken
counteract	0	0	0	0	0	0	0	0	0	0	motverka
counterbalance	0	0	0	0	0	0	0	0	0	0	motvikt
counterclaim	0	0	0	0	0	0	0	0	0	0	motfordran
counterpart	0	0	0	0	0	0	0	0	0	0	motsvarighet
countess	0	0	0	0	0	0	1	0	0	0	grevinna
countless	0	0	0	0	0	0	0	0	0	0	otaliga
country	0	0	0	0	0	0	0	0	0	0	Land
countryman	0	0	0	0	0	0	0	0	0	1	landsman
counts	0	0	0	0	0	0	0	0	0	0	räknas
county	0	0	0	0	0	0	0	0	0	1	grevskap
coup	1	0	0	0	0	0	0	0	1	0	kupp
couple	0	0	0	0	0	0	0	0	0	0	par
coupled	0	0	0	0	0	0	0	0	0	0	kopplade
coupon	0	0	0	0	0	0	0	0	0	0	kupong
courage	0	0	0	0	0	0	1	0	0	0	mod
courageous	0	0	0	1	0	0	1	0	0	0	modig
courier	0	0	0	0	0	0	0	0	0	1	kurir
courses	0	0	0	0	0	0	0	0	0	0	kurser
coursing	0	0	0	0	0	1	0	0	0	0	kursning
court	1	1	0	1	0	0	0	0	0	0	domstol
courteous	0	0	0	0	0	0	1	0	0	0	artig
courtesy	0	0	0	0	0	0	1	0	0	0	artighet
courthouse	0	0	0	0	0	0	0	0	0	0	tingshus
