English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Bulgarian Word
duds	0	0	0	0	0	0	0	0	0	0	глупости
due	0	0	0	0	0	0	0	0	0	0	в следствие
duel	1	1	0	1	0	0	0	0	0	0	дуел
dues	0	0	0	0	0	0	0	0	0	0	такси
duet	0	0	0	0	0	0	1	0	0	0	дует
dugout	0	0	0	0	0	0	0	0	0	0	землянка
duke	0	0	0	0	0	0	1	0	0	0	херцог
dull	0	0	0	0	0	1	0	1	0	0	скучен
dumb	0	0	0	0	0	1	0	0	0	0	тъп
dummy	0	0	0	0	0	1	0	0	0	0	манекен
dump	0	0	0	0	0	0	0	0	0	0	сметище
dumps	1	0	0	0	0	1	0	1	0	0	сметища
dun	0	0	0	0	0	1	0	0	0	0	дън
dune	0	0	0	0	0	0	0	0	0	0	дюна
dung	0	0	1	0	0	0	0	0	0	0	тор
dungeon	0	0	0	1	0	1	0	0	0	0	тъмница
duo	0	0	0	0	0	0	0	0	0	0	дует
dupe	1	0	0	0	0	1	0	0	0	0	измамник
duplex	0	0	0	0	0	0	0	0	0	0	дуплекс
duplicate	0	0	0	0	0	0	0	0	0	0	дубликат
duplication	0	0	0	0	0	0	0	0	0	0	дублиране
duplicity	1	0	0	0	0	1	0	0	0	0	двуличие
durability	0	0	0	0	0	0	1	0	0	1	издръжливост
durable	0	0	0	0	0	0	1	0	0	1	издръжлив
duration	0	0	0	0	0	0	0	0	0	0	продължителност
duress	1	0	1	1	0	1	0	1	0	0	принуда
dusk	0	0	0	0	0	0	0	0	0	0	здрач
dusky	0	0	0	0	0	0	0	0	0	0	здрач
dust	0	0	0	0	0	1	0	0	0	0	прах
duster	0	0	0	0	0	0	0	0	0	0	прахосмукачка
dusty	0	0	0	0	0	0	0	0	0	0	прашен
dutiful	0	1	0	0	0	0	1	0	0	1	послушен
dwarf	0	0	0	0	0	0	0	0	0	0	джудже
dwarfed	0	0	0	1	0	1	0	1	0	0	джуджета
dwell	0	0	0	0	0	0	0	0	0	0	пребивавам
dweller	0	0	0	0	0	0	0	0	0	0	обитател
dwelling	0	0	0	0	0	0	0	0	0	0	жилище
dye	0	0	0	0	0	0	0	0	0	0	багрило
dying	1	0	1	1	0	1	0	1	0	0	умиращ
dyke	0	0	0	0	0	0	0	0	0	0	дига
dynamic	0	0	0	0	0	0	0	0	1	0	динамичен
dynamical	0	0	0	0	0	0	0	0	0	0	динамичен
dynamics	0	0	0	0	0	0	0	0	0	0	динамика
dynamite	0	0	0	0	0	0	0	0	0	0	динамит
dynasty	0	0	0	0	0	0	0	0	0	0	династия
dysentery	0	0	1	0	0	1	0	1	0	0	дизентерия
dyspepsia	0	0	0	0	0	0	0	0	0	0	диспепсия
eager	0	1	0	0	1	0	1	0	1	1	нетърпелив
eagerness	0	1	0	0	1	0	1	0	0	1	нетърпение
eagle	0	0	0	0	0	0	0	0	0	1	орел
ear	0	0	0	0	0	0	0	0	0	0	ухо
earl	0	0	0	0	0	0	1	0	0	0	граф
earlier	0	0	0	0	0	0	0	0	0	0	по-рано
early	0	0	0	0	0	0	0	0	0	0	рано
earn	0	0	0	0	0	0	1	0	0	0	печелят
earnest	0	0	0	0	0	0	1	0	0	0	сериозно
earnestly	0	0	0	0	0	0	1	0	0	0	искрено
earnestness	0	0	0	0	0	0	1	0	0	0	сериозност
earnings	0	0	0	0	0	0	0	0	0	0	печалби
earring	0	0	0	0	0	0	0	0	0	0	обеца на ухото
earshot	0	0	0	0	0	0	0	0	0	0	слухова снимка
earth	0	0	0	0	0	0	0	0	0	0	земя
earthenware	0	0	0	0	0	0	0	0	0	0	фаянс
earthly	0	0	0	0	0	0	0	0	0	0	земен
earthquake	1	0	0	1	0	1	0	1	1	0	земетресение
earthy	0	0	0	0	0	0	0	0	0	0	земен
ease	0	0	0	0	0	0	1	0	0	0	лекота
easel	0	0	0	0	0	0	0	0	0	0	статив
easement	0	0	0	0	0	0	1	0	0	0	сервитут
easily	0	0	0	0	0	0	0	0	0	0	лесно
easy	0	0	0	0	0	0	0	0	0	0	лесно
easygoing	0	0	0	0	0	0	1	0	0	0	непринуден
eat	0	0	0	0	0	0	1	0	0	0	Яжте
eating	0	0	0	0	0	0	0	0	0	0	храня се
eavesdropping	0	0	0	0	0	1	0	0	0	0	подслушване
ebb	0	0	0	0	0	0	0	0	0	0	отлив
ebony	0	0	0	0	0	0	0	0	0	0	абанос
eccentric	0	0	0	0	0	0	0	0	0	0	ексцентричен
eccentricity	0	0	0	0	0	0	0	0	0	0	ексцентричност
ecclesiastical	0	0	0	0	0	0	0	0	0	0	църковен
echo	0	0	0	0	0	0	0	0	0	0	ехо
eclectic	0	0	0	0	0	0	0	0	0	0	еклектичен
eclipse	0	0	0	0	0	0	0	0	0	0	затъмнение
ecliptic	0	0	0	0	0	0	0	0	0	0	еклиптика
economical	0	0	0	0	0	0	0	0	0	0	икономичен
economics	0	0	0	0	0	0	0	0	0	0	икономика
economy	0	0	0	0	0	0	0	0	0	1	икономика
ecstasy	0	1	0	0	1	0	1	0	0	0	екстаз
ecstatic	0	1	0	0	1	0	1	0	1	0	екстатичен
ecumenical	0	0	0	0	0	0	0	0	0	0	икуменически
eddy	0	0	0	0	0	0	0	0	0	0	вихрово
edge	0	0	0	0	0	0	0	0	0	0	ръб, край
edging	0	0	0	0	0	0	0	0	0	0	кантиране
edible	0	0	0	0	0	0	0	0	0	0	годни за консумация
edict	0	0	0	1	0	1	0	0	0	0	указ
edification	0	1	0	0	1	0	1	0	0	1	назидание
edifice	0	0	0	0	0	0	0	0	0	0	сграда
edit	0	0	0	0	0	0	0	0	0	0	редактиране
edition	0	1	0	0	0	0	0	0	0	0	издание
editor	0	0	0	0	0	0	0	0	0	0	редактор
editorial	0	0	0	0	0	0	0	0	0	0	редакция
educate	0	0	0	0	0	0	1	0	0	0	образоват
educated	0	0	0	0	0	0	1	0	0	0	образован
education	0	0	0	0	0	0	0	0	0	0	образование
educational	0	0	0	0	0	0	1	0	0	1	образователен
eel	0	0	0	1	0	0	0	0	0	0	змиорка
effect	0	0	0	0	0	0	0	0	0	0	ефект
effective	0	0	0	0	0	0	1	0	0	1	ефективен
effects	0	0	0	0	0	0	0	0	0	0	ефекти
effectual	0	0	0	0	0	0	0	0	0	0	ефективен
effectually	0	0	0	0	0	0	0	0	0	0	ефективно
effectuate	0	0	0	0	0	0	0	0	0	0	осъществявам
effeminate	0	0	0	0	0	1	0	0	0	0	женствен
efficacious	0	0	0	0	0	0	0	0	0	0	ефикасен
efficacy	0	0	0	0	0	0	1	0	0	0	ефикасност
efficiency	0	0	0	0	0	0	1	0	0	0	ефективност
efficient	0	1	0	0	0	0	1	0	0	1	ефикасен
effigy	1	0	0	0	0	0	0	0	0	0	чучело
effort	0	0	0	0	0	0	1	0	0	0	усилие
effusion	0	0	0	0	0	0	0	0	0	0	излив
egg	0	0	0	0	0	0	0	0	0	0	яйце
ego	0	0	0	0	0	0	0	0	0	0	его
egotistical	0	0	1	0	0	1	0	0	0	0	егоистичен
egregious	1	0	1	0	0	1	0	0	0	0	впечатляващо
egress	0	0	0	0	0	0	0	0	0	0	изход
eighth	0	0	0	0	0	0	0	0	0	0	осмо
eighty	0	0	0	0	0	0	0	0	0	0	осемдесет
ejaculate	0	0	0	0	0	0	0	0	0	0	еякулират
ejaculation	0	1	0	0	1	0	1	0	1	1	еякулация
eject	0	0	0	0	0	1	0	0	0	0	извадете
ejection	0	0	0	0	0	1	0	0	0	0	изтласкване
elaborate	0	0	0	0	0	0	0	0	0	0	изчерпателно
elaboration	0	0	0	0	0	0	1	0	0	0	разработка
elan	0	0	0	0	0	0	0	0	0	0	елан
elapse	0	0	0	0	0	0	0	0	0	0	изтече
elapsed	0	0	0	0	0	0	0	0	0	0	изтекъл
elastic	0	0	0	0	0	0	0	0	0	0	еластична
elasticity	0	0	0	0	0	0	0	0	0	0	еластичност
elated	0	0	0	0	1	0	1	0	0	0	въодушевен
elbow	1	0	0	0	0	0	0	0	0	0	лакът
eld	0	0	0	0	0	0	0	0	0	0	елд
elder	0	0	0	0	0	0	1	0	0	1	старейшина
elders	0	0	0	0	0	0	1	0	0	1	старейшини
eldest	0	0	0	0	0	0	0	0	0	0	най-старият
elect	0	0	0	0	0	0	1	0	0	1	избирам
election	0	0	0	0	0	0	0	0	0	0	избори
elector	0	0	0	0	0	0	0	0	0	0	избирател
electorate	0	0	0	0	0	0	0	0	0	1	електорат
electric	0	0	0	0	1	0	1	0	1	0	електрически
electricity	0	0	0	0	0	0	1	0	0	0	електричество
elegance	0	1	0	0	1	0	1	0	0	1	елегантност
elegant	0	0	0	0	1	0	1	0	0	0	елегантен
element	0	0	0	0	0	0	0	0	0	0	елемент
elementary	0	0	0	0	0	0	0	0	0	0	елементарен
elements	0	0	0	0	0	0	0	0	0	0	елементи
elephant	0	0	0	0	0	0	0	0	0	0	слон
elevate	0	0	0	0	0	0	0	0	0	0	издигам
elevation	0	1	0	1	1	0	1	0	0	1	надморска височина
elevator	0	0	0	0	0	0	0	0	0	0	асансьор
eleven	0	0	0	0	0	0	0	0	0	0	единадесет
eleventh	0	0	0	0	0	0	0	0	0	0	единадесети
elf	1	0	1	1	0	0	0	0	0	0	елф
elicit	0	0	0	0	0	0	0	0	0	0	предизвиквам
eligible	0	0	0	0	0	0	1	0	0	0	отговарящ на условията
elimination	1	0	1	1	0	1	0	1	0	0	елиминиране
elite	0	1	0	0	1	0	1	0	0	1	елит
elk	0	0	0	0	0	0	0	0	0	0	лосове
ell	0	0	0	0	0	0	0	0	0	0	ell
ellipse	0	0	0	0	0	0	0	0	0	0	елипса
ellipsis	0	0	0	0	0	0	0	0	0	0	многоточие
ellipsoid	0	0	0	0	0	0	0	0	0	0	елипсоид
elliptic	0	0	0	0	0	0	0	0	0	0	елиптичен
elliptical	0	0	0	0	0	0	0	0	0	0	елипсовидна
elongate	0	0	0	0	0	0	0	0	0	0	удължават се
elongation	0	0	0	0	0	0	0	0	0	0	удължаване
eloquence	0	0	0	0	0	0	1	0	0	0	красноречие
eloquent	0	0	0	0	0	0	1	0	0	0	красноречив
elucidate	0	0	0	0	0	0	1	0	0	1	изяснявам
elucidation	0	0	0	0	0	0	0	0	0	0	изясняване
elude	0	0	0	0	0	0	0	0	0	0	изплъзвам се
elusive	0	0	0	0	0	1	0	0	1	0	неуловим
emaciated	0	0	0	1	0	1	0	1	0	0	измършавял
emanate	0	0	0	0	0	0	0	0	0	0	излъчвам
emancipation	0	1	0	0	1	0	1	0	0	0	еманципация
embankment	0	0	0	0	0	0	0	0	0	0	насип
embargo	0	0	0	0	0	1	0	0	0	0	ембарго
embark	0	0	0	0	0	0	0	0	0	0	качвам се
embarrass	0	0	0	0	0	1	0	1	0	0	смущавам
embarrassing	0	0	0	0	0	1	0	0	0	0	неудобно
embarrassment	0	0	0	1	0	1	0	1	1	0	смущение
embassy	0	0	0	0	0	0	0	0	0	0	посолство
embed	0	0	0	0	0	0	0	0	0	0	вграждане
embellish	0	0	0	0	0	0	0	0	0	0	разкрасявам
embellishment	0	0	0	0	0	0	0	0	0	0	разкрасяване
embers	0	0	0	0	0	0	0	0	0	0	жарава
embezzlement	0	0	0	0	0	1	0	0	0	0	присвояване
emblem	0	0	0	0	0	0	0	0	0	0	емблема
emblematic	0	0	0	0	0	0	0	0	0	0	емблематичен
embodiment	0	0	0	0	0	0	0	0	0	0	въплъщение
embolism	0	0	0	1	0	1	0	1	0	0	емболия
embossed	0	0	0	0	0	0	0	0	0	0	релефен
embrace	0	1	0	0	1	0	1	0	1	1	прегръщам
embroidered	0	0	0	0	0	0	0	0	0	0	бродирани
embroidery	0	0	0	0	0	0	0	0	0	0	бродерия
embroiled	0	0	0	0	0	1	0	0	0	0	замесени
embryo	0	0	0	0	0	0	0	0	0	0	ембрион
embryonic	0	0	0	0	0	0	0	0	0	0	ембрионален
emerald	0	0	0	0	0	0	0	0	0	0	смарагд
emerge	0	0	0	0	0	0	0	0	0	0	изплуват
emergence	0	0	0	0	0	0	0	0	0	0	възникване
emergency	0	0	0	1	0	1	0	1	1	0	спешен случай
emeritus	0	0	0	0	0	0	1	0	0	0	почетен
emigrate	0	0	0	0	0	0	0	0	0	0	емигрират
emigration	0	0	0	0	0	0	0	0	0	0	емиграция
eminence	0	0	0	0	0	0	1	0	0	1	величие
eminent	0	0	0	0	0	0	1	0	0	0	виден
eminently	0	0	0	0	0	0	1	0	0	0	изключително
emir	0	0	0	0	0	0	1	0	0	0	емир
emission	0	0	0	0	0	0	0	0	0	0	емисия
emit	0	0	0	0	0	0	0	0	0	0	излъчвам
emotion	0	0	0	0	0	0	0	0	0	0	емоция
emotional	0	0	0	0	0	0	0	0	0	0	емоционален
emotive	0	0	0	0	0	0	0	0	0	0	емоционален
empathy	0	0	0	0	0	0	1	0	0	0	емпатия
emperor	0	0	0	0	0	0	0	0	0	0	император
emphasis	0	0	0	0	0	0	0	0	0	0	акцент
emphasize	0	0	0	0	0	0	0	0	0	1	подчертавам
emphatic	0	0	0	0	0	0	0	0	0	0	категоричен
empire	0	0	0	0	0	0	0	0	0	0	империя
empirical	0	0	0	0	0	0	0	0	0	0	емпиричен
empiricism	0	0	0	0	0	0	0	0	0	0	емпиризъм
employ	0	0	0	0	0	0	0	0	0	1	наема
employer	0	0	0	0	0	0	0	0	0	0	работодател
employment	0	0	0	0	0	0	0	0	0	0	назначаване на работа
emporium	0	0	0	0	0	0	0	0	0	0	емпориум
empower	0	0	0	0	0	0	1	0	0	0	овластявам
empress	0	0	0	0	0	0	0	0	0	0	императрица
emptiness	0	0	0	0	0	0	0	1	0	0	празнота
emption	0	0	0	0	0	0	0	0	0	0	изпразване
empty	0	0	0	0	0	0	0	0	0	0	празен
emulate	0	0	0	0	0	0	1	0	0	0	подражавам
emulsion	0	0	0	0	0	0	0	0	0	0	емулсия
enable	0	0	0	0	0	0	1	0	0	1	активирайте
enablement	0	0	0	0	0	0	1	0	0	1	позволение
enact	0	0	0	0	0	0	0	0	0	0	постановявам
enactment	0	0	0	0	0	0	0	0	0	0	постановяване
enamel	0	0	0	0	0	0	0	0	0	0	емайл
encampment	0	0	0	0	0	0	0	0	0	0	лагеруване
enchant	0	1	0	0	1	0	1	0	1	0	омагьосвам
enchanted	0	0	0	0	1	0	1	0	0	1	омагьосан
enchanting	0	1	0	0	1	0	1	0	0	0	омагьосващ
enchantment	0	0	0	0	0	0	0	0	0	0	омагьосване
encircle	0	0	0	0	0	0	0	0	0	0	обграждам
encircling	0	0	0	0	0	0	0	0	0	0	заобикаляне
enclave	0	0	0	0	0	1	0	0	0	0	анклав
enclose	0	0	0	0	0	0	0	0	0	0	заграждам
encode	0	0	0	0	0	0	0	0	0	0	кодирам
encompass	0	0	0	0	0	0	0	0	0	0	обхващам
encore	0	0	0	0	0	0	1	0	0	0	бис
encounter	0	0	0	0	0	0	0	0	0	0	сблъскване
encourage	0	0	0	0	1	0	1	0	0	1	насърчавам
encouragement	0	0	0	0	0	0	1	0	0	0	насърчаване
encroach	0	0	0	0	0	0	0	0	0	0	посягам
encroachment	0	0	0	1	0	1	0	0	0	0	посегателство
encrypt	0	0	0	0	0	0	0	0	0	0	криптиране
encumbrance	1	0	0	1	0	1	0	1	0	0	тежест
encyclopedia	0	0	0	0	0	0	1	0	0	1	енциклопедия
end	0	0	0	0	0	0	0	0	0	0	край
endanger	0	1	0	1	0	1	0	0	0	0	застрашава
endangered	0	0	0	1	0	1	0	0	0	0	застрашен от изчезване
endeavor	0	1	0	0	0	0	1	0	0	0	усилие
ended	0	0	0	0	0	0	0	0	0	0	приключи
endemic	0	0	1	1	0	1	0	1	0	0	ендемичен
ending	0	0	0	0	0	0	0	0	0	0	край
endless	1	0	0	1	1	1	1	1	0	1	безкраен
endocarditis	0	0	0	1	0	0	0	1	0	0	ендокардит
endorsement	0	0	0	0	0	0	0	0	0	0	одобрение
endow	0	0	0	0	0	0	1	0	0	1	дарявам
endowed	0	0	0	0	0	0	1	0	0	0	надарен
endowment	0	0	0	0	0	0	1	0	0	1	надарение
endpapers	0	0	0	0	0	0	0	0	0	0	форзаци
endpoint	0	0	0	0	0	0	0	0	0	0	крайна точка
endurance	0	0	0	0	0	0	1	0	0	0	издръжливост
endure	0	0	0	0	0	0	1	0	0	0	издържам
enema	0	0	1	0	0	0	0	0	0	0	клизма
enemy	1	0	1	1	0	1	0	0	0	0	враг
energetic	0	0	0	0	0	0	1	0	0	0	енергичен
energy	0	0	0	0	0	0	0	0	0	0	енергия
enforce	1	0	0	1	0	1	1	0	0	0	налагам
enforcement	0	0	0	0	0	1	0	0	0	0	принудително изпълнение
engage	0	0	0	0	0	0	0	0	0	0	ангажирам се
engaged	0	1	0	0	1	0	1	0	0	1	сгоден
engagement	0	0	0	0	0	0	0	0	0	0	годеж
engaging	0	0	0	0	1	0	1	0	0	1	ангажиране
engender	0	0	0	0	0	0	0	0	0	0	пораждам
engine	0	0	0	0	0	0	0	0	0	0	двигател
engineer	0	0	0	0	0	0	0	0	0	0	инженер
engineering	0	0	0	0	0	0	0	0	0	0	инженерство
engrave	0	0	0	0	0	0	0	0	0	0	гравирам
engraved	0	0	0	0	0	0	0	0	0	0	гравиран
engraver	0	0	0	0	0	0	0	0	0	0	гравьор
engraving	0	0	0	0	0	0	0	0	0	0	гравиране
engrossed	0	0	0	0	0	0	0	0	0	0	погълнат
engrossing	0	0	0	0	0	0	0	0	0	0	поглъщащ
engulf	0	1	0	0	0	0	0	0	0	0	поглъщам
enhance	0	0	0	0	0	0	1	0	0	0	подобрявам
enigma	0	0	0	0	0	0	0	0	0	0	енигма
enigmatic	0	0	0	1	0	1	0	0	0	0	загадъчен
enjoin	0	0	0	0	0	0	0	0	0	0	заповядвам
enjoy	0	1	0	0	1	0	1	0	0	1	наслади се
enjoying	0	1	0	0	1	0	1	0	0	1	наслаждавайки се
enlarged	0	0	0	0	0	0	0	0	0	0	уголемени
enlargement	0	0	0	0	0	0	0	0	0	0	уголемяване
enlighten	0	0	0	0	1	0	1	0	0	1	просветлявам
enlightenment	0	0	0	0	1	0	1	0	0	1	просветление
enlist	0	0	0	0	0	0	0	0	0	0	привличам
enliven	0	0	0	0	1	0	1	0	1	1	оживявам
enmity	1	0	0	1	0	1	0	1	0	0	вражда
enormity	0	0	0	0	0	0	0	0	0	0	огромност
enormous	0	0	0	0	0	0	0	0	0	0	огромен
enormously	0	0	0	0	0	0	0	0	0	0	изключително много
enrich	0	0	0	0	0	0	1	0	0	0	обогатяват
enroll	0	1	0	0	0	0	0	0	0	1	записвам се
ensemble	0	0	0	0	0	0	1	0	0	1	ансамбъл
ensign	0	0	0	0	0	0	1	0	0	0	прапорщик
enslave	0	0	0	0	0	1	0	0	0	0	поробвам
enslaved	1	0	1	1	0	1	0	1	0	0	поробени
enslavement	0	0	0	0	0	1	0	0	0	0	поробване
ensue	0	0	0	0	0	0	0	0	0	0	произтичат
ensure	0	0	0	0	0	0	0	0	0	0	осигурете
entail	0	0	0	0	0	0	0	0	0	0	водят до себе си
entangled	1	0	1	1	0	1	0	1	0	0	заплетени
entanglement	0	0	0	0	0	1	0	0	0	0	заплитане
enter	0	0	0	0	0	0	0	0	0	0	влизам
enterprise	0	0	0	0	0	0	0	0	0	0	предприятие
enterprising	0	0	0	0	0	0	1	0	0	0	предприемчив
entertain	0	0	0	0	1	0	1	0	0	0	забавлявам
entertained	0	0	0	0	1	0	1	0	0	0	забавляван
entertaining	0	1	0	0	1	0	1	0	0	0	забавно
entertainment	0	1	0	0	1	0	1	0	1	1	забавление
enthusiasm	0	1	0	0	1	0	1	0	1	0	ентусиазъм
enthusiast	0	1	0	0	1	0	1	0	1	0	ентусиаст
entice	0	0	0	0	0	0	0	0	0	0	примамвам
entire	0	0	0	0	0	0	0	0	0	0	цяла
entirety	0	0	0	0	0	0	0	0	0	0	цялост
entitle	0	0	0	0	0	0	0	0	0	0	право
entity	0	0	0	0	0	0	0	0	0	0	образувание
entomology	0	0	0	0	0	0	0	0	0	0	ентомология
entrails	0	0	1	0	0	1	0	0	0	0	вътрешности
entrance	0	0	0	0	0	0	0	0	0	0	вход
entreat	0	0	0	0	0	0	0	0	0	0	умолявам
entree	0	0	0	0	0	0	0	0	0	0	предястие
entrepreneur	0	0	0	0	0	0	0	0	0	0	предприемач
entrust	0	0	0	0	0	0	0	0	0	1	поверявам
entry	0	0	0	0	0	0	0	0	0	0	влизане
enumerate	0	0	0	0	0	0	0	0	0	0	изброявам
enumeration	0	0	0	0	0	0	0	0	0	0	изброяване
envelope	0	0	0	0	0	0	0	0	0	0	плик
envious	0	0	0	0	0	1	0	0	0	0	завистлив
environ	0	0	0	0	0	0	1	0	0	0	околна среда
environment	0	0	0	0	0	0	0	0	0	0	околен свят
environs	0	0	0	0	0	0	0	0	0	0	околностите
envision	0	0	0	0	0	0	0	0	0	0	предвиждам
envoy	0	0	0	0	0	0	0	0	0	0	пратеник
ephemeral	0	0	0	0	0	0	0	0	0	0	ефимерен
ephemeris	0	0	0	0	0	0	1	0	0	0	ефемериди
epic	0	0	0	0	0	0	1	0	0	0	епичен
epidemic	1	1	1	1	0	1	0	1	1	0	епидемия
epidermis	0	0	0	0	0	0	0	0	0	0	епидермис
epilepsy	0	0	0	0	0	1	0	0	0	0	епилепсия
epilogue	0	0	0	0	0	0	0	0	0	0	епилог
episcopal	0	0	0	0	0	0	0	0	0	1	епископски
episode	0	0	0	0	0	0	0	0	0	0	епизод
episodic	0	0	0	0	0	0	0	0	0	0	епизодично
epistle	0	0	0	0	0	0	0	0	0	0	епистола
epitaph	0	0	0	0	0	0	0	1	0	0	епитафия
epithet	0	0	0	0	0	0	0	0	0	0	епитет
epitome	0	0	0	0	0	0	1	0	0	0	олицетворение
epoch	0	0	0	0	0	0	0	0	0	0	епоха
equal	0	0	0	0	0	0	0	0	0	0	равен
equality	0	0	0	0	1	0	1	0	0	1	равенство
equalization	0	0	0	0	0	0	0	0	0	0	изравняване
equalize	0	0	0	0	0	0	0	0	0	0	изравнявам
equally	0	0	0	0	0	0	1	0	0	0	по равно
equate	0	0	0	0	0	0	0	0	0	0	приравнявам
equation	0	0	0	0	0	0	0	0	0	0	уравнение
equator	0	0	0	0	0	0	0	0	0	0	екватор
equatorial	0	0	0	0	0	0	0	0	0	0	екваториален
equestrian	0	0	0	0	0	0	0	0	0	0	конен спорт
equidistant	0	0	0	0	0	0	0	0	0	0	равноотдалечени
equilibration	0	0	0	0	0	0	0	0	0	0	равновесие
equilibrium	0	0	0	0	0	0	1	0	0	0	равновесие
equip	0	0	0	0	0	0	0	0	0	0	оборудвам
equipment	0	0	0	0	0	0	0	0	0	0	оборудване
equitable	0	0	0	0	0	0	0	0	0	0	справедлив
equity	0	0	0	0	0	0	1	0	0	0	собствен капитал
equivalence	0	0	0	0	0	0	0	0	0	0	еквивалентност
equivalent	0	0	0	0	0	0	0	0	0	0	еквивалентен
equivocal	0	0	0	0	0	0	0	0	0	0	двусмислен
era	0	0	0	0	0	0	0	0	0	0	ера
eradicate	1	0	0	0	0	1	0	0	0	0	изкоренявам
eradication	1	0	1	1	0	1	0	0	0	0	изкореняване
erase	0	0	0	1	0	1	0	0	0	0	изтрива
erasure	0	0	0	0	0	0	0	0	0	0	изтриване
ere	0	0	0	0	0	0	0	0	0	0	преди това
erect	0	0	0	0	0	0	0	0	0	0	изправен
erection	0	0	0	0	0	0	0	0	0	0	ерекция
ergo	0	0	0	0	0	0	0	0	0	0	следователно
erode	0	0	0	0	0	0	0	0	0	0	разяждат
erosion	0	0	0	0	0	1	0	0	0	0	ерозия
erotic	0	1	0	0	1	1	1	0	1	1	еротичен
err	0	0	0	0	0	1	0	0	0	0	грешка
errand	0	1	0	0	0	0	1	0	0	1	поръчка
errant	0	0	0	0	0	1	0	0	0	0	заблуден
erratic	0	0	0	0	0	1	0	0	1	0	непостоянен
erratum	0	0	0	0	0	1	0	0	0	0	erratum
erroneous	0	0	0	0	0	1	0	0	0	0	погрешно
error	0	0	0	0	0	1	0	1	0	0	грешка
erst	0	0	0	0	0	0	0	0	0	0	първо
erudite	0	0	0	0	0	0	1	0	0	0	ерудиран
erupt	1	0	0	0	0	1	0	0	1	0	избухвам
eruption	1	0	0	1	0	1	0	0	1	0	изригване
escalade	0	0	0	0	0	0	0	0	0	0	escalade
escalate	1	0	0	0	0	1	0	0	0	0	ескалирам
escalator	0	0	0	0	0	0	0	0	0	0	ескалатор
escape	0	1	0	1	0	1	1	0	0	0	бягство
escaped	0	0	0	1	0	0	0	0	0	0	избягал
escarpment	0	0	0	0	0	0	0	0	0	0	ескарп
eschew	1	0	0	0	0	1	0	1	0	0	избягвам
escort	0	0	0	0	0	0	0	0	0	1	ескорт
esoteric	0	0	0	0	0	0	0	0	0	0	езотеричен
especial	0	0	0	0	0	0	0	0	0	0	особено
espionage	0	0	0	0	0	1	0	0	0	0	шпионаж
espouse	0	0	0	0	0	0	0	0	0	0	съпруг
esprit	0	0	0	0	0	0	1	0	0	0	esprit
essay	0	0	0	0	0	0	0	0	0	0	есе
essayist	0	0	0	0	0	0	0	0	0	0	есеист
essence	0	0	0	0	0	0	0	0	0	0	същност
essential	0	0	0	0	0	0	1	0	0	0	съществено значение
essentially	0	0	0	0	0	0	0	0	0	0	по същество
establish	0	0	0	0	0	0	0	0	0	1	установявам
established	0	0	0	0	1	0	1	0	0	0	установени
establishment	0	0	0	0	0	0	0	0	0	0	заведение
estate	0	0	0	0	0	0	0	0	0	0	имоти
esteem	0	0	0	0	1	0	1	1	0	1	уважение
esthetic	0	0	0	0	0	0	1	0	0	0	естетически
estimate	0	0	0	0	0	0	0	0	0	0	оценка
estimation	0	0	0	0	0	0	0	0	0	0	оценка
estoppel	0	0	0	0	0	0	0	0	0	0	estoppel
estranged	0	0	0	0	0	1	0	0	0	0	отчужден
estrogen	0	0	0	0	0	0	0	0	0	0	естроген
estuary	0	0	0	0	0	0	0	0	0	0	устие
etch	0	0	0	0	0	0	0	0	0	0	ецване
etching	0	0	0	0	0	0	0	0	0	0	офорт
eternal	0	0	0	0	0	0	0	0	0	0	вечен
eternity	0	0	0	0	0	0	0	0	0	0	вечност
ethanol	0	0	0	0	0	0	0	0	0	0	етанол
ether	0	0	0	0	0	0	0	0	0	0	етер
ethereal	0	0	0	1	0	0	0	0	0	0	ефирен
ethical	0	0	0	0	0	0	1	0	0	0	етичен
ethics	0	0	0	0	0	0	1	0	0	0	етика
ethnography	0	0	0	0	0	0	0	0	0	0	етнография
etiology	0	0	0	0	0	0	0	0	0	0	етиология
etiquette	0	0	0	0	0	0	0	0	0	0	етикет
etymology	0	0	0	0	0	0	0	0	0	0	етимология
euchre	0	0	0	0	0	0	0	0	0	0	euchre
eugenics	0	0	0	0	0	0	0	0	0	0	евгеника
eulogy	0	0	0	0	0	0	0	0	0	0	хвалебствено слово
euphemism	0	0	0	0	0	0	0	0	0	0	евфемизъм
euthanasia	0	0	0	1	0	1	0	1	0	0	евтаназия
evacuate	0	0	0	1	0	1	0	0	0	0	евакуирам
evacuation	0	0	0	0	0	1	0	0	0	0	евакуация
evade	1	0	1	1	0	1	0	0	0	0	избягвам
evaluate	0	0	0	0	0	0	0	0	0	0	оценявам
evanescence	0	0	0	0	0	0	0	1	1	0	изчезване
evangelical	0	0	0	0	0	0	0	0	0	0	евангелски
evangelist	0	0	0	0	0	0	0	0	0	0	евангелист
evangelistic	0	0	0	0	0	0	0	0	0	0	евангелизаторски
evaporation	0	0	0	0	0	0	0	0	0	0	изпарение
evasion	0	0	0	1	0	1	0	1	0	0	укриване
eve	0	0	0	0	0	0	0	0	0	0	навечерието
evening	0	0	0	0	0	0	0	0	0	0	вечер
event	0	0	0	0	0	0	0	0	0	0	събитие
