English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Slovak Word
decree	0	0	0	0	0	0	0	0	0	0	vyhláška
decrement	0	0	0	0	0	1	0	0	0	0	dekrementovať
decrepit	0	0	0	0	0	1	0	0	0	0	schátralý
decry	1	0	0	0	0	1	0	0	0	0	odsúdiť
dedication	0	0	0	0	0	0	1	0	0	0	venovanie
deduce	0	0	0	0	0	0	0	0	0	0	vyvodiť
deduct	0	0	0	0	0	1	0	0	0	0	odpočítať
deduction	0	0	0	0	0	0	0	0	0	0	odpočet
deed	0	0	0	0	0	0	0	0	0	1	skutku
deepen	0	0	0	0	0	0	0	0	0	0	prehĺbiť
deer	0	0	0	0	0	0	0	0	0	0	jeleň
defamation	0	0	1	1	0	1	0	0	0	0	ohováranie
defamatory	1	0	0	0	0	1	0	0	0	0	ohováračský
default	0	0	1	1	0	1	0	1	0	0	predvolená
defeat	0	0	0	0	0	1	0	0	0	0	poraziť
defeated	0	0	0	0	0	1	0	1	0	0	porazený
defect	1	0	0	0	0	1	0	0	0	0	defekt
defection	0	0	0	1	0	1	0	0	0	0	zbehnutie
defective	0	0	1	0	0	1	0	0	0	0	defektný
defend	0	0	0	1	0	0	1	0	0	0	brániť
defendant	1	0	0	1	0	0	0	1	0	0	obžalovaný
defended	0	0	0	0	0	0	1	0	0	1	bránil
defender	0	0	0	0	0	0	1	0	0	1	obranca
defending	0	0	0	0	0	0	1	0	0	0	brániť
defense	1	1	0	1	0	0	1	0	0	0	obrana
defenseless	0	0	0	1	0	1	0	1	0	0	bezbranný
defensible	0	0	0	0	0	0	0	0	0	0	obhájiteľné
defensive	0	0	0	0	0	0	0	0	0	0	obranný
defer	0	0	0	0	0	0	0	0	0	0	odložiť
deference	0	0	0	0	0	0	1	0	0	1	úcta
deferral	0	0	0	0	0	1	0	0	0	0	odklad
deferring	0	0	0	0	0	0	0	0	0	0	odkladanie
defiance	1	0	1	1	0	1	0	0	0	0	vzdor
defiant	1	0	0	0	0	1	0	0	0	0	vzdorovitý
deficiency	0	0	0	0	0	1	0	0	0	0	nedostatok
deficit	0	0	0	0	0	1	0	0	0	0	deficitu
define	0	0	0	0	0	0	0	0	0	0	definovať
defined	0	0	0	0	0	0	0	0	0	0	definované
definition	0	0	0	0	0	0	0	0	0	0	definícia
definitive	0	0	0	0	0	0	1	0	0	1	definitívne
deflate	1	0	0	0	0	1	0	1	0	0	vyfúknuť
deflation	0	0	0	1	0	1	0	0	0	0	deflácia
deflect	0	0	0	0	0	0	0	0	0	0	vychýliť
deflection	0	0	0	0	0	0	0	0	0	0	vychýlenie
defloration	0	0	0	0	0	0	0	0	0	0	deflorácia
deform	0	0	1	0	0	1	0	0	0	0	deformovať
deformed	0	0	1	0	0	1	0	1	0	0	deformované
deformity	0	0	1	1	0	1	0	1	0	0	deformácia
defraud	1	0	1	0	0	1	0	0	0	0	podvádzať
defray	0	0	0	0	0	0	0	0	0	0	vyplatiť
deft	0	0	0	0	0	0	0	0	0	0	obratný
defunct	0	0	0	0	0	1	0	1	0	0	zaniknutý
defy	1	0	0	1	0	1	0	1	1	0	vzdorovať
degeneracy	1	0	1	0	0	1	0	1	0	0	degenerácia
degenerate	0	0	0	0	0	1	0	0	0	0	degenerovať
degeneration	0	0	0	0	0	0	0	0	0	0	degenerácia
degradation	0	0	0	0	0	1	0	0	0	0	degradácia
degrade	0	0	1	0	0	1	0	0	0	0	degradovať
degrading	0	0	1	1	0	1	0	1	0	0	ponižujúce
degree	0	0	0	0	0	0	1	0	0	0	stupňa
dehydrated	0	0	0	0	0	0	0	0	0	0	dehydratovaná
delay	1	0	1	1	0	1	0	1	0	0	meškanie
delayed	0	0	0	0	0	1	0	0	0	0	oneskorené
delectable	0	0	0	0	0	0	1	0	0	0	delikátne
delegate	0	0	0	0	0	0	1	0	0	1	delegovať
delegation	0	0	0	0	0	0	0	0	0	0	delegácie
deleterious	1	0	1	1	0	1	0	0	0	0	škodlivé
deletion	0	0	0	0	0	1	0	0	0	0	vymazanie
deliberate	0	0	0	0	0	0	1	0	0	0	úmyselne
deliberation	0	0	0	0	0	0	0	0	0	0	zvažovanie
deliberative	0	0	0	0	0	0	0	0	0	0	deliberatívny
delicacy	0	0	0	0	0	0	0	0	0	0	pochúťka
delicious	0	0	0	0	1	0	1	0	0	0	chutné
delight	0	1	0	0	1	0	1	0	0	0	potešenie
delighted	0	1	0	0	1	0	1	0	1	0	potešený
delightful	0	1	0	0	1	0	1	0	0	1	rozkošný
delineate	0	0	0	0	0	0	0	0	0	0	vytýčiť
delineation	0	0	0	0	0	0	0	0	0	0	vymedzenie
delinquency	0	0	0	0	0	1	0	0	0	0	delikvencia
delinquent	1	0	1	0	0	1	0	0	0	0	delikvent
delirious	0	0	0	0	0	1	0	1	0	0	delírujúci
delirium	0	0	1	0	0	1	0	1	0	0	delírium
deliverance	0	1	0	0	1	0	1	0	0	1	vyslobodenie
delivery	0	1	0	0	0	0	1	0	0	0	doručenie
dell	0	0	0	0	0	0	0	0	0	0	dell
delta	0	0	0	0	0	0	0	0	0	0	delta
deluge	0	0	0	1	0	1	0	1	1	0	potopa
delusion	1	0	0	1	0	1	0	1	0	0	klam
delusional	1	0	0	1	0	1	0	0	0	0	bludný
delve	0	0	0	0	0	0	0	0	0	0	ponoriť sa
demand	1	0	0	0	0	1	0	0	0	0	dopyt
demanding	0	0	0	0	0	1	0	0	0	0	náročné
demeanor	0	0	0	0	0	0	0	0	0	0	správaním
demented	0	0	0	1	0	1	0	0	0	0	dementný
dementia	0	0	0	1	0	1	0	1	0	0	demenciou
demise	0	0	0	1	0	1	0	1	0	0	zánik
democracy	0	0	0	0	0	0	1	0	0	0	demokraciu
democrat	0	0	0	0	0	0	0	0	0	0	demokrat
demolish	1	0	0	0	0	1	0	1	0	0	zbúrať
demolition	0	0	0	0	0	1	0	0	0	0	demolácia
demon	1	0	1	1	0	1	0	1	0	0	démon
demonic	1	0	1	1	0	1	0	1	0	0	démonický
demonstrable	0	0	0	0	0	0	1	0	0	0	preukázateľné
demonstrate	0	0	0	0	0	0	0	0	0	0	demonštrovať
demonstrated	0	0	0	0	0	0	0	0	0	0	preukázané
demonstrating	0	0	0	0	0	0	0	0	0	0	predvádzanie
demonstration	0	0	0	0	0	0	0	0	0	0	demonštrácie
demonstrative	0	0	0	0	1	0	1	1	0	0	demonštratívne
demonstrator	0	0	0	0	0	0	0	0	0	0	demonštrátora
demoralized	0	0	0	1	0	1	0	1	0	0	demoralizované
demos	0	0	0	0	0	0	0	0	0	0	ukážky
den	0	0	0	0	0	0	0	0	0	0	Brloh
denial	0	0	0	0	0	1	0	0	0	0	odmietnutie
denied	0	0	0	0	0	1	0	1	0	0	odmietnuté
denomination	0	0	0	0	0	0	0	0	0	0	denominácie
denominational	0	0	0	0	0	0	0	0	0	0	denominačné
denominator	0	0	0	0	0	0	0	0	0	0	menovateľ
denote	0	0	0	0	0	0	0	0	0	0	označovať
denounce	1	0	1	0	0	1	0	0	0	0	vypovedať
dense	0	0	0	0	0	0	0	0	0	0	hustý
density	0	0	0	0	0	0	0	0	0	0	hustota
dent	0	0	0	0	0	0	0	0	0	0	dent
dentistry	0	0	0	1	0	0	0	0	0	0	zubné lekárstvo
denunciation	1	0	1	1	0	1	0	0	0	0	výpoveď
deny	1	0	0	0	0	1	0	0	0	0	popierať
denying	0	1	0	0	0	1	0	0	0	0	popieranie
deodorant	0	0	0	0	0	0	0	0	0	0	deodorant
depart	0	1	0	0	0	0	0	1	0	0	odísť
departed	0	0	0	0	0	1	0	1	0	0	odišiel
department	0	0	0	0	0	0	0	0	0	0	oddelenie
departure	0	0	0	0	0	1	0	1	0	0	odchod
depend	0	1	0	0	0	0	0	0	0	1	závisieť
dependant	0	0	0	0	0	0	0	0	0	0	závislý
dependence	0	0	0	1	0	1	0	1	0	0	závislosť
dependency	0	0	0	0	0	1	0	0	0	0	závislosť
dependent	0	0	0	0	0	1	1	0	0	1	závislý
depict	0	0	0	0	0	0	0	0	0	0	znázorniť
depicting	0	0	0	0	0	0	0	0	0	0	zobrazujúci
depletion	0	0	0	0	0	0	0	0	0	0	vyčerpanie
deplorable	1	0	1	1	0	1	0	1	0	0	poľutovaniahodné
deplore	1	0	1	0	0	1	0	1	0	0	ľutovať
deploy	0	0	0	0	0	0	0	0	0	0	nasadiť
deport	0	0	0	1	0	1	0	1	0	0	deportovať
deportation	1	0	0	1	0	1	0	1	0	0	deportáciu
deposit	0	0	0	0	0	0	0	0	0	0	Záloha
depositary	0	0	0	0	0	0	0	0	0	0	depozitár
deposition	0	0	0	0	0	0	0	0	0	0	depozícia
depository	0	0	0	0	0	0	0	0	0	1	úschovňa
depot	0	0	0	0	0	0	0	0	0	0	depo
depraved	1	1	1	1	0	1	0	1	0	0	skazený
depravity	1	0	1	0	0	1	0	0	0	0	skazenosť
depreciate	1	0	1	0	0	1	0	0	0	0	odpisovať
depreciated	1	0	1	1	0	1	0	1	0	0	znehodnotené
depreciation	0	0	0	1	0	1	0	0	0	0	odpisy
depress	0	0	0	1	0	1	0	1	0	0	deprimovať
depressed	1	0	0	1	0	1	0	1	0	0	depresívny
depressing	0	0	1	0	0	1	0	1	0	0	deprimujúce
depression	0	0	0	0	0	1	0	1	0	0	depresie
depressive	0	0	0	0	0	1	0	1	0	0	depresívny
deprivation	1	0	1	1	0	1	0	1	0	0	deprivácia
depth	0	0	0	0	0	0	1	0	0	1	hĺbka
deputy	0	0	0	0	0	0	0	0	0	1	námestník
derail	0	0	0	0	0	0	0	0	0	0	vykoľajiť sa
deranged	1	0	1	1	0	1	0	0	0	0	vyšinutý
derelict	0	0	0	0	0	1	0	0	0	0	opustený
derision	1	0	1	0	0	1	0	0	0	0	výsmech
derivation	0	0	0	0	0	0	0	0	0	0	odvodenie
derivative	0	0	0	0	0	0	0	0	0	0	derivát
derive	0	0	0	0	0	0	0	0	0	0	odvodiť
dermal	0	0	0	0	0	0	0	0	0	0	dermálne
dermatologist	0	0	0	0	0	0	0	0	0	1	dermatológ
dermatology	0	0	0	0	0	0	0	0	0	0	dermatológia
derogation	1	0	1	1	0	1	0	1	0	0	odchýlka
derogatory	1	0	1	1	0	1	0	1	0	0	hanlivý
descend	0	0	0	0	0	0	0	0	0	0	zostúpiť
descendant	0	0	0	0	0	0	0	0	0	0	potomok
descendent	0	0	0	0	0	0	0	0	0	0	potomok
descending	0	0	0	0	0	0	0	0	0	0	zostupne
descent	0	0	0	1	0	0	0	1	0	0	zostup
describe	0	0	0	0	0	0	0	0	0	0	popísať
description	0	0	0	0	0	0	0	0	0	0	popis
descriptive	0	0	0	0	0	0	1	0	0	0	popisný
desecration	1	0	1	1	0	1	0	1	0	0	znesvätenie
desert	1	0	1	1	0	1	0	1	0	0	púšť
deserted	1	0	1	1	0	1	0	1	0	0	opustený
desertion	0	0	0	0	0	1	0	0	0	0	dezercia
deserve	1	1	0	0	0	0	1	0	0	1	zaslúžiť
deserved	0	0	0	0	0	0	1	0	0	0	zaslúžil
deserving	0	0	0	0	0	0	0	0	0	0	zaslúžil
design	0	0	0	0	0	0	0	0	0	0	dizajn
designate	0	0	0	0	0	0	0	0	0	0	určiť
designation	0	0	0	0	0	0	0	0	0	1	označenie
designed	0	0	0	0	0	0	0	0	0	0	navrhnutý
designer	0	0	0	0	0	0	1	0	0	0	dizajnér
designing	0	0	0	0	0	0	0	0	0	0	projektovanie
desirability	0	0	0	0	0	0	0	0	0	0	žiadanosť
desirable	0	0	0	0	0	0	1	0	0	0	žiaduce
desiring	0	0	0	0	0	0	1	0	0	0	túžiacich
desirous	0	0	0	0	0	0	1	0	0	0	želaný
desist	1	0	1	0	0	1	0	0	0	0	upustiť
desk	0	0	0	0	0	0	0	0	0	0	pracovný stôl
desolation	0	0	0	1	0	1	0	1	0	0	opustenosť
despair	1	0	1	1	0	1	0	1	0	0	zúfalstvo
despairing	0	0	0	1	0	1	0	1	0	0	zúfalý
despatch	0	0	0	0	0	0	0	0	0	0	odoslanie
desperate	0	0	0	0	0	1	0	0	0	0	zúfalý
desperation	0	0	0	0	0	0	0	0	0	0	zúfalstvo
despicable	1	0	1	0	0	1	0	0	0	0	opovrhnutiahodný
despise	1	0	1	0	0	1	0	0	0	0	opovrhovať
despotic	0	0	0	1	0	1	0	0	0	0	despotický
despotism	1	0	1	1	0	1	0	1	0	0	despotizmus
dessert	0	0	0	0	0	0	0	0	0	0	dezert
destination	0	1	0	1	1	0	1	1	1	0	destinácia
destined	0	1	0	0	0	0	0	0	0	0	určený
destiny	0	0	0	0	0	0	0	0	0	0	osud
destitute	0	0	0	1	0	1	0	1	0	0	nemajetný
destroyed	1	0	0	1	0	1	0	1	0	0	zničené
destroyer	1	0	0	1	0	1	0	0	0	0	ničiteľ
destroying	1	0	0	1	0	1	0	1	0	0	ničenie
destruction	1	0	0	0	0	1	0	0	0	0	zničenie
destructive	1	0	1	1	0	1	0	0	0	0	deštruktívne
detach	0	0	0	0	0	0	0	0	0	0	oddeliť
detached	0	0	0	0	0	0	0	0	0	0	oddelený
detachment	0	0	0	0	0	1	0	0	0	0	odlúčenie
detail	0	0	0	0	0	0	0	0	0	0	detail
details	0	0	0	0	0	0	0	0	0	0	podrobnosti
detain	0	0	0	0	0	1	0	0	0	0	zadržať
detainee	1	1	0	1	0	1	0	1	0	0	zadržaného
detect	0	0	0	0	0	0	1	0	0	0	odhaliť
detectable	0	0	0	0	0	0	0	0	0	0	zistiteľné
detection	0	0	0	0	0	0	1	0	0	0	detekcia
detective	0	0	0	0	0	0	0	0	0	0	detektív
detector	0	0	0	0	0	0	0	0	0	0	detektor
detention	0	0	0	0	0	1	0	1	0	0	zadržanie
deter	0	0	0	0	0	0	0	0	0	0	odradiť
detergent	0	0	0	0	0	0	0	0	0	0	čistiacim prostriedkom
deteriorate	0	0	0	1	0	1	0	1	0	0	zhoršiť
deteriorated	0	0	1	0	0	1	0	1	0	0	zhoršené
deterioration	1	0	1	1	0	1	0	1	0	0	zhoršenie
determinable	0	0	0	0	0	0	0	0	0	0	určiť
determinate	0	1	0	0	0	0	0	0	0	1	určiť
determination	0	0	0	0	0	0	1	0	0	1	rozhodnosť
determined	0	0	0	0	0	0	1	0	0	0	určený
detest	1	0	1	0	0	1	0	0	0	0	nenávidieť
detonate	0	0	0	1	0	1	0	0	1	0	odpáliť
detonation	1	0	0	0	0	0	0	0	0	0	detonácia
detour	0	0	0	0	0	0	0	0	0	0	obchádzka
detract	1	0	0	0	0	1	0	0	0	0	odvrátiť
detriment	0	0	0	0	0	1	0	0	0	0	ujmu
detrimental	0	0	0	0	0	1	0	0	0	0	škodlivé
detritus	0	0	0	0	0	1	0	0	0	0	detritus
deuce	0	0	0	0	0	0	0	0	0	0	dvojka
devastate	1	0	0	1	0	1	0	1	0	0	devastovať
devastating	1	0	1	1	0	1	0	1	0	1	zničujúce
devastation	1	0	0	1	0	1	0	1	1	0	devastácia
develop	0	1	0	0	0	0	1	0	0	0	rozvíjať
developing	0	0	0	0	0	0	0	0	0	0	rozvíjanie
development	0	0	0	0	0	0	0	0	0	0	rozvoj
deviate	0	0	0	0	0	0	0	0	0	0	odchýliť sa
deviating	0	0	0	0	0	0	0	0	0	0	odchyľujúci sa
deviation	0	0	0	0	0	0	0	1	0	0	odchýlka
device	0	0	0	0	0	0	0	0	0	0	zariadenie
devil	1	1	1	1	0	1	0	1	0	0	diabol
devilish	0	0	1	1	0	1	0	0	0	0	diabolský
devious	0	0	0	0	0	1	0	0	0	0	úskočný
devise	0	0	0	0	0	0	0	0	0	0	vymyslieť
devoid	0	0	0	0	0	0	0	0	0	0	zbavený
devolution	0	0	0	0	0	1	0	0	0	0	prenesenie právomocí
devolve	0	0	0	0	0	0	0	0	0	0	preniesť
devote	0	0	0	0	0	0	0	0	0	0	venovať
devotee	0	0	0	0	0	0	0	0	0	0	oddaný
devotional	0	0	0	0	0	0	1	0	0	1	oddaný
devour	0	0	0	0	0	1	0	0	0	0	zožrať
devout	0	1	0	0	1	0	1	0	0	1	oddaný
dew	0	0	0	0	0	0	0	0	0	0	rosa
dexter	0	0	0	0	0	0	0	0	0	0	dexter
dexterity	0	0	0	0	0	0	1	0	0	0	obratnosť
dextrose	0	0	0	0	0	0	0	0	0	0	dextróza
diabolical	1	0	1	1	0	1	0	0	0	0	diabolský
diagnosis	0	1	0	1	0	1	0	0	0	1	diagnózy
diagnostic	0	0	0	0	0	0	0	0	0	0	diagnostické
diagnostics	0	0	0	0	0	0	0	0	0	0	diagnostika
diagram	0	0	0	0	0	0	0	0	0	0	diagram
dial	0	0	0	0	0	0	0	0	0	0	vytočiť
dialect	0	0	0	0	0	0	0	0	0	0	dialekt
dialectic	0	0	0	0	0	0	0	0	0	0	dialektika
dialogue	0	0	0	0	0	0	0	0	0	0	dialóg
diameter	0	0	0	0	0	0	0	0	0	0	priemer
diamond	0	0	0	0	1	0	1	0	0	0	diamant
diamonds	0	0	0	0	0	0	0	0	0	0	diamanty
diaper	0	0	1	0	0	0	0	0	0	0	plienka
diaphragm	0	0	0	0	0	0	0	0	0	0	bránica
diarrhoea	0	0	1	0	0	0	0	0	0	0	hnačka
diary	0	0	0	0	1	0	1	0	0	1	denník
diatribe	1	0	1	0	0	1	0	0	0	0	diatribe
dice	0	0	0	0	0	0	0	0	0	0	kocky
dichotomous	0	0	0	0	0	0	0	0	0	0	dichotomický
dichotomy	0	0	0	0	0	0	0	0	0	0	dichotómia
dictate	0	0	0	0	0	0	0	0	0	0	diktovať
dictation	0	0	0	0	0	0	0	0	0	0	diktát
dictator	0	0	0	1	0	1	0	0	0	0	diktátora
dictatorial	1	0	0	0	0	1	0	0	0	0	diktátorský
dictatorship	1	1	1	1	0	1	0	1	0	0	diktatúra
diction	0	0	0	0	0	0	0	0	0	0	dikcia
dictionary	0	0	0	0	0	0	1	0	0	1	slovník
dictum	0	0	0	0	0	0	0	0	0	1	výrok
didactic	0	0	0	0	0	0	1	0	0	0	didaktický
die	0	0	0	1	0	1	0	1	0	0	zomrieť
diet	0	0	0	0	0	0	0	0	0	0	diéta
dietary	0	1	0	0	0	0	1	0	0	0	diétne
differ	0	0	0	0	0	0	0	0	0	0	líšiť
difference	0	0	0	0	0	0	0	0	0	0	rozdiel
differences	0	0	0	0	0	0	0	0	0	0	rozdiely
differential	0	0	0	0	0	0	0	0	0	1	diferenciál
differentiation	0	0	0	0	0	0	0	0	0	0	diferenciácia
differently	0	0	0	0	0	0	0	0	1	0	inak
differing	0	0	0	0	0	0	0	0	0	0	líšiace sa
difficult	0	0	0	1	0	0	0	0	0	0	ťažké
difficulties	0	0	0	0	0	1	0	1	0	0	ťažkosti
difficulty	1	0	0	1	0	1	0	1	0	0	obtiažnosť
diffuse	0	0	0	0	0	0	0	0	0	0	difúzne
diffusion	0	0	0	0	0	0	0	0	0	0	difúzia
dig	0	0	0	0	0	0	0	0	0	0	kopať
digest	0	0	0	0	0	0	0	0	0	0	stráviť
digestion	0	0	0	0	0	0	0	0	0	0	trávenie
digit	0	0	0	0	0	0	0	0	0	1	číslica
dignified	0	0	0	0	0	0	1	0	0	0	dôstojný
dignity	0	0	0	0	0	0	1	0	0	1	dôstojnosť
digress	0	1	0	0	0	1	0	0	0	0	odbočiť
digs	0	0	0	0	0	0	0	0	0	0	vykopáva
dike	0	0	0	1	0	0	0	0	0	0	hrádzu
dilapidated	0	0	1	0	0	1	0	1	0	0	schátralý
dilatation	0	0	0	0	0	0	0	0	0	0	dilatácia
dilation	0	0	0	0	0	0	0	0	0	0	rozšírenie
dilemma	0	0	0	0	0	0	0	0	0	0	dilema
diligence	0	0	0	0	0	0	1	0	0	1	usilovnosť
diligent	0	0	0	0	0	0	0	0	0	0	usilovný
diluent	0	0	0	0	0	0	0	0	0	0	riedidlo
dilute	0	0	0	0	0	1	0	0	0	0	rozriediť
diluted	0	0	0	0	0	0	0	0	0	0	zriedený
dilution	0	0	0	0	0	0	0	0	0	0	riedenie
dime	0	0	0	0	0	0	0	0	0	0	desetník
dimension	0	0	0	0	0	0	0	0	0	0	rozmer
diminish	0	0	0	0	0	1	0	1	0	0	zmenšiť
diminished	0	0	0	0	0	1	0	0	0	0	zmenšený
diminution	0	0	0	0	0	0	0	0	0	0	zmenšenie
diminutive	0	0	0	0	0	0	0	0	0	0	zdrobnenina
din	0	0	0	0	0	1	0	0	0	0	din
dine	0	0	0	0	0	0	0	0	0	0	obedovať
diner	0	0	0	0	0	0	0	0	0	0	stravník
dinner	0	0	0	0	0	0	1	0	0	0	večera
dinosaur	0	0	0	1	0	0	0	0	0	0	dinosaurus
dint	0	0	0	0	0	0	0	0	0	0	dint
diocesan	0	0	0	0	0	0	0	0	0	0	diecézny
diocese	0	0	0	0	0	0	0	0	0	0	diecéze
diorama	0	0	0	0	0	0	0	0	0	0	dioráma
dip	0	0	0	0	0	0	0	0	0	0	dip
diploma	0	0	0	0	0	0	0	0	0	0	diplom
diplomacy	0	1	0	0	0	0	1	0	0	1	diplomacie
diplomat	0	0	0	0	0	0	0	0	0	0	diplomat
diplomatic	0	0	0	0	0	0	1	0	0	1	diplomatický
dire	0	0	1	1	0	1	0	1	1	0	strašný
directed	0	0	0	0	0	0	0	0	0	0	riadený
direction	0	0	0	0	0	0	0	0	0	0	smer
directly	0	0	0	0	0	0	0	0	0	0	priamo
director	0	0	0	0	0	0	1	0	0	1	riaditeľ
directory	0	0	0	0	0	0	0	0	0	0	adresár
dirt	0	0	1	0	0	1	0	0	0	0	špina
dirty	0	0	1	0	0	1	0	0	0	0	špinavý
disability	0	0	0	0	0	1	0	1	0	0	zdravotného postihnutia
disable	0	0	0	1	0	1	0	1	0	0	zakázať
disabled	0	0	0	1	0	1	0	1	0	0	zdravotne postihnutých
disadvantage	0	0	0	0	0	0	0	0	0	0	nevýhodou
disaffected	0	0	0	0	0	1	0	0	0	0	nespokojný
disagree	1	0	0	0	0	1	0	0	0	0	nesúhlasiť
disagreeable	0	0	0	0	0	0	0	0	0	0	nepríjemný
disagreeing	1	0	0	0	0	1	0	1	0	0	nesúhlasný
disagreement	1	0	0	0	0	1	0	1	0	0	nesúhlas
disallow	0	0	0	0	0	0	0	0	0	0	nepovoliť
disallowed	1	0	1	1	0	1	0	1	0	0	nepovolené
disappear	0	0	0	1	0	0	0	0	0	0	zmiznúť
disappearance	0	0	0	0	0	0	0	0	0	0	zmiznutie
disappearing	0	0	0	0	0	0	0	0	0	0	miznúce
disappoint	1	0	1	0	0	1	0	1	0	0	sklamať
disappointed	1	0	1	0	0	1	0	1	0	0	sklamaný
disappointing	0	0	0	0	0	1	0	1	0	0	sklamaním
disappointment	0	0	1	0	0	1	0	1	0	0	sklamanie
disapproval	0	0	0	0	0	1	0	1	0	0	nesúhlas
disapprove	1	0	1	1	0	1	0	1	0	0	nesúhlasiť
disapproved	1	0	0	0	0	1	0	1	0	0	zamietnuté
disapproving	1	0	1	0	0	1	0	1	0	0	nesúhlasný
disarm	0	0	0	0	0	0	0	0	0	0	odzbrojiť
disarray	0	0	0	0	0	0	0	0	0	0	neporiadok
disaster	1	0	1	1	0	1	0	1	1	0	katastrofa
disastrous	1	0	0	1	0	1	0	1	0	0	katastrofálne
disband	0	0	0	0	0	0	0	0	0	0	rozpustiť
disbelief	0	0	0	0	0	0	0	0	0	0	nevera
disbelieve	0	0	0	0	0	1	0	0	0	0	neveriť
disburse	0	0	0	0	0	0	0	0	0	0	vyplatiť
disbursement	0	0	0	0	0	0	0	0	0	0	vyplatenie
disc	0	0	0	0	0	0	0	0	0	0	disk
discarded	0	0	0	0	0	0	0	0	0	0	vyradené
discards	0	0	0	0	0	1	0	0	0	0	vyhodí
discern	0	0	0	0	0	0	0	0	0	0	rozoznať
discernible	0	0	0	0	0	0	0	0	0	0	rozoznateľné
discerning	0	0	0	0	0	0	0	0	0	0	náročný
discernment	0	0	0	0	0	0	0	0	0	0	rozlišovanie
discharge	0	0	0	0	0	1	0	0	0	0	vypúšťanie
disciple	0	0	0	0	0	0	0	0	0	1	žiak
discipline	0	0	0	1	0	1	0	0	0	0	disciplína
disclaim	1	0	1	0	0	1	0	0	0	1	odmietnuť
disclaimer	0	0	0	0	0	0	0	0	0	0	odmietnutie zodpovednosti
disclose	0	0	0	0	0	0	0	0	0	0	prezradiť
disclosed	0	0	0	0	0	0	0	0	0	1	zverejnené
disclosure	0	0	0	0	0	0	0	0	0	0	zverejnenie
discoloration	0	0	1	0	0	1	0	0	0	0	odfarbenie
discolored	0	0	1	0	0	1	0	1	0	0	odfarbené
discomfort	0	0	0	0	0	1	0	1	0	0	nepohodlie
disconnect	0	0	0	0	0	1	0	1	0	0	odpojiť
disconnected	0	0	0	0	0	1	0	1	0	0	odpojený
disconnection	0	0	0	0	0	1	0	0	0	0	odpojenie
discontent	1	0	1	1	0	1	0	1	0	0	nespokojnosť
discontinuance	0	0	0	0	0	0	0	0	0	0	prerušenie
discontinue	0	0	0	0	0	1	0	0	0	0	prerušiť
discontinuity	0	0	1	1	0	1	0	1	0	0	diskontinuita
discontinuous	0	0	0	0	0	0	0	0	0	0	diskontinuálne
discord	1	0	1	0	0	1	0	0	0	0	nesúlad
discount	0	0	0	0	0	0	0	0	0	0	zľava
discounted	0	0	0	0	0	0	0	0	0	0	zľavnené
discourage	0	0	0	1	0	1	0	1	0	0	odradiť
discouraged	0	0	0	0	0	0	0	0	0	0	skľúčený
discouragement	0	0	0	0	0	1	0	0	0	0	skľúčenosť
discourse	0	0	0	0	0	0	0	0	0	0	diskurz
discover	0	0	0	0	0	0	0	0	0	0	objaviť
discovery	0	0	0	0	0	0	1	0	0	0	objav
discredit	0	0	0	0	0	1	0	0	0	0	diskreditovať
discreet	0	1	0	0	0	0	1	0	0	0	diskrétne
discrepancy	0	0	0	0	0	0	0	0	0	0	nesúlad
discrete	0	0	0	0	0	0	0	0	0	0	diskrétne
discretion	0	1	0	0	0	0	1	0	0	1	diskrétnosť
discretionary	0	0	0	0	0	0	1	0	0	0	podľa vlastného uváženia
discriminate	1	0	0	0	0	1	0	1	0	0	diskriminovať
discriminating	0	0	1	0	0	1	0	0	0	0	diskriminačné
discrimination	1	0	1	1	0	1	0	1	0	0	diskriminácia
discus	0	0	0	0	0	0	0	0	0	0	diskom
discuss	0	0	0	0	0	0	0	0	0	0	diskutovať
discussion	0	0	0	0	0	0	1	0	0	0	diskusia
disdain	1	0	1	0	0	1	0	0	0	0	opovrhovať
disease	1	0	1	1	0	1	0	1	0	0	choroba
diseased	0	0	1	1	0	1	0	1	0	0	chorý
disembodied	0	0	0	1	0	1	0	1	0	0	bez tela
disengage	0	0	0	0	0	0	0	0	0	0	odpútať sa
disengagement	0	0	0	0	0	1	0	0	0	0	odpútanie sa
disfigured	1	0	1	1	0	1	0	1	0	0	znetvorený
disgrace	1	0	1	0	0	1	0	1	0	0	hanba
disgraced	1	0	1	0	0	1	0	1	0	0	zneuctený
disgraceful	1	0	1	0	0	1	0	0	0	0	hanebné
disgruntled	1	0	1	0	0	1	0	1	0	0	nespokojný
disguise	0	0	0	0	0	0	0	0	0	0	prestrojiť sa
disguised	0	0	0	0	0	0	0	0	0	0	zamaskovaný
disgust	1	0	1	1	0	1	0	1	0	0	znechutenie
disgusting	1	0	1	1	0	1	0	0	0	0	hnusné
dish	0	0	0	0	0	0	0	0	0	0	riad
disheartened	0	0	0	0	0	1	0	1	0	0	skľúčený
disheartening	0	0	0	0	0	1	0	1	0	0	skľučujúce
dishonest	1	0	1	0	0	1	0	1	0	0	nečestný
dishonesty	0	0	1	0	0	1	0	0	0	0	nepoctivosť
dishonor	1	0	1	1	0	1	0	1	0	0	dehonestovať
disillusionment	1	0	1	0	0	1	0	1	0	0	dezilúzia
disinfect	0	0	0	0	0	0	0	0	0	0	dezinfikovať
