English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Russian Word
cur	1	0	1	1	0	1	0	0	0	0	собака
curable	0	0	0	0	0	0	1	0	0	1	излечимый
curate	0	0	0	0	0	0	0	0	0	0	курировать
curative	0	0	0	0	0	0	0	0	0	0	лечебный
curator	0	0	0	0	0	0	0	0	0	0	куратор
curb	0	0	0	0	0	0	0	0	0	0	бордюр
curd	0	0	0	0	0	0	0	0	0	0	творог
curfew	0	0	0	0	0	0	0	0	0	0	комендантский час
curiosity	0	1	0	0	0	0	1	0	1	0	любопытство
curl	0	0	0	0	0	0	1	0	0	0	завиток
curling	0	0	0	0	0	0	0	0	0	0	вьющийся
currency	0	0	0	0	0	0	0	0	0	0	валюта
current	0	0	0	0	0	0	0	0	0	0	Текущий
curriculum	0	0	0	0	0	0	0	0	0	0	учебный план
curry	0	0	0	0	0	0	0	0	0	0	карри
curse	1	0	1	1	0	1	0	1	0	0	проклинать
cursed	1	0	0	1	0	1	0	1	0	0	проклятый
cursing	1	0	1	0	0	1	0	0	0	0	проклятие
cursory	0	0	0	0	0	1	0	0	0	0	поверхностный
curt	0	0	0	0	0	0	0	0	0	0	краткий
curtail	0	0	0	0	0	0	0	0	0	0	урезать
curtailment	0	0	0	0	0	0	0	0	0	0	сокращение
curtain	0	0	0	0	0	0	0	0	0	0	штора
curvature	0	0	0	0	0	0	0	0	0	0	кривизна
curve	0	0	0	0	0	0	0	0	0	0	изгиб
curved	0	0	0	0	0	0	0	0	0	0	изогнутый
curvilinear	0	0	0	0	0	0	0	0	0	0	криволинейный
cushion	0	0	0	0	0	0	1	0	0	0	диванная подушка
cusp	0	0	0	0	0	0	0	0	0	0	острие
cussed	1	0	0	0	0	0	0	0	0	0	ругался
custodian	0	0	0	0	0	0	0	0	0	1	хранитель
custody	0	0	0	0	0	0	0	0	0	1	под стражей
custom	0	0	0	0	0	0	0	0	0	0	обычай
customary	0	0	0	0	0	0	0	0	0	0	обычный
customer	0	0	0	0	0	0	1	0	0	0	покупатель
cut	0	0	0	0	0	0	0	0	0	0	резать
cutaneous	0	0	0	0	0	0	0	0	0	0	кожный
cute	0	0	0	0	0	0	1	0	0	0	милый
cuticle	0	0	0	0	0	0	0	0	0	0	кутикула
cutlery	0	0	0	0	0	0	0	0	0	0	столовые приборы
cutter	0	0	0	1	0	1	0	0	0	0	резак
cutters	0	0	0	0	0	0	1	0	0	0	резаки
cutthroat	1	0	0	1	0	1	0	0	0	0	головорез
cutting	1	0	1	1	0	1	0	1	0	0	резка
cuttings	0	0	0	0	0	0	0	0	0	0	черенки
cwt	0	0	0	0	0	0	0	0	0	0	ЦВТ
cyanide	0	0	0	1	0	1	0	0	0	0	цианид
cycle	0	0	0	0	0	0	0	0	0	0	цикл
cyclical	0	0	0	0	0	0	0	0	0	0	циклический
cyclist	0	0	0	0	0	0	0	0	0	0	велосипедист
cyclone	0	0	0	1	0	1	0	0	1	0	циклон
cylinder	0	0	0	0	0	0	0	0	0	0	цилиндр
cylindrical	0	0	0	0	0	0	0	0	0	0	цилиндрический
cymbal	0	0	0	0	0	0	0	0	0	0	тарелка
cynic	0	0	0	0	0	0	0	0	0	0	циник
cyst	0	0	0	1	0	1	0	1	0	0	киста
cystic	0	0	1	0	0	0	0	0	0	0	кистозный
cytomegalovirus	0	0	0	0	0	1	0	1	0	0	цитомегаловирус
cytoplasm	0	0	0	0	0	0	0	0	0	0	цитоплазма
czar	0	0	0	0	0	0	0	0	0	0	царь
dab	0	0	0	0	0	0	0	0	0	0	мазок
dabble	0	0	0	0	0	0	0	0	0	0	баловаться
dabbling	1	0	1	0	0	1	0	0	0	0	баловаться
dad	0	0	0	0	0	0	0	0	0	0	папа
dado	0	0	0	0	0	0	0	0	0	0	дадо
daemon	1	0	1	1	0	1	0	1	1	0	демон
daft	0	0	1	0	0	1	0	0	0	0	дурак
dagger	0	0	0	1	0	1	0	0	0	0	кинжал
daily	0	1	0	0	0	0	0	0	0	0	повседневная
dainty	0	0	0	0	0	0	0	0	0	0	изысканный
dairy	0	0	0	0	0	0	0	0	0	0	молочные продукты
dak	0	0	0	0	0	0	0	0	0	0	дак
dale	0	0	0	0	0	0	0	0	0	0	дол
dam	0	0	0	0	0	0	0	0	0	0	плотина
damage	1	0	1	0	0	1	0	1	0	0	наносить ущерб
damages	0	0	0	0	0	1	0	1	0	0	ущерб
dame	1	0	1	0	0	0	1	0	0	1	дама
damn	1	0	1	0	0	1	0	0	0	0	проклятие
damnation	1	0	0	1	0	1	0	1	0	0	проклятие
damned	0	0	0	0	0	1	0	0	0	0	треклятый
damp	0	0	0	0	0	0	0	0	0	0	влажный
dampened	0	0	0	0	0	0	0	0	0	0	демпфированный
damper	0	0	0	0	0	1	0	0	0	0	демпфер
damsel	0	0	0	0	0	0	0	0	0	0	девица
dance	0	0	0	0	1	0	1	0	0	1	танец
dancer	0	0	0	0	0	0	0	0	0	0	танцор
dandruff	0	0	0	0	0	1	0	0	0	0	перхоть
dandy	0	0	1	0	0	1	0	0	0	0	денди
danger	0	0	0	1	0	1	0	1	0	0	Опасность
dangerous	0	0	0	1	0	1	0	0	0	0	опасный
dangle	0	0	0	0	0	0	0	0	0	0	мотаться
dank	0	0	1	0	0	0	0	0	0	0	сырой
dapper	0	0	0	0	0	0	0	0	0	0	щеголеватый
dare	0	1	0	0	0	0	0	0	0	1	осмелиться
daring	0	0	0	0	0	0	1	0	0	0	смелый
dark	0	0	0	0	0	0	0	1	0	0	темный
darken	0	0	0	1	0	1	0	1	0	0	затемнять
darkened	0	0	0	1	0	1	0	1	0	0	затемненный
darkly	0	0	0	0	0	0	0	0	0	0	мрачно
darkness	1	0	0	1	0	1	0	1	0	0	темнота
darling	0	0	0	0	1	0	1	0	0	1	дорогой
darn	0	0	0	0	0	0	0	0	0	0	штопать
dart	0	0	0	1	0	0	0	0	0	0	дротик
dash	0	0	0	0	0	0	0	0	0	0	бросаться
dashboard	0	0	0	0	0	0	0	0	0	0	приборная доска
dashed	1	0	0	1	0	1	0	1	0	0	пунктирная
dashing	0	0	0	0	0	0	1	0	0	0	лихой
dastardly	1	0	1	1	0	1	0	0	0	0	подлый
data	0	0	0	0	0	0	0	0	0	0	данные
database	0	0	0	0	0	0	0	0	0	0	база данных
date	0	0	0	0	0	0	0	0	0	0	свидание
daughter	0	0	0	0	1	0	1	0	0	0	дочь
dawn	0	1	0	0	1	0	1	0	1	1	рассвет
day	0	0	0	0	0	0	0	0	0	0	день
daybreak	0	0	0	0	0	0	0	0	0	0	рассвет
daydreaming	0	0	0	0	0	0	0	0	0	0	мечтательность
daze	0	0	0	0	0	0	0	0	0	0	ошеломлять
dazed	0	0	0	0	0	1	0	0	0	0	ошеломленный
dazzling	0	0	0	0	0	0	0	0	0	0	ослепительный
deacon	0	0	0	0	0	0	0	0	0	1	дьякон
deactivate	0	0	0	0	0	1	0	0	0	0	деактивировать
deadlock	0	0	0	0	0	1	0	0	0	0	тупик
deadly	1	0	1	1	0	1	0	1	0	0	смертельный
deafening	0	0	0	0	0	0	0	0	0	0	оглушающий
deafness	0	0	0	0	0	0	0	0	0	0	глухота
deal	0	1	0	0	1	0	1	0	1	1	иметь дело
dealer	0	0	0	0	0	0	0	0	0	0	дилер
dealing	0	0	0	0	0	0	0	0	0	0	дело
dealings	0	0	0	0	0	0	0	0	0	1	сделки
dean	0	0	0	0	0	0	0	0	0	0	декан
dear	0	0	0	0	0	0	1	0	0	0	Уважаемые
dearth	0	0	0	0	0	0	0	0	0	0	недостаток
death	1	1	1	1	0	1	0	1	1	0	смерть
debacle	0	0	0	1	0	1	0	1	0	0	фиаско
debatable	0	0	0	0	0	0	0	0	0	0	спорный
debate	0	0	0	0	0	0	1	0	0	0	дебаты
debauchery	0	0	1	1	0	1	0	0	0	0	разврат
debenture	0	1	0	0	0	0	0	0	0	0	облигация
debit	0	0	0	0	0	0	0	0	0	0	списание средств
debris	0	0	1	0	0	1	0	0	0	0	обломки
debt	0	0	0	0	0	1	0	1	0	0	долг
debtor	0	0	0	0	0	1	0	0	0	0	должник
debut	0	0	0	0	0	0	0	0	0	0	дебют
decade	0	0	0	0	0	0	0	0	0	0	десятилетие
decanter	0	0	0	0	0	0	0	0	0	0	графин
decay	0	0	0	1	0	1	0	1	0	0	разлагаться
decayed	0	0	1	0	0	1	0	1	0	0	разложившийся
deceased	0	0	0	0	0	1	0	1	0	0	покойный
deceit	1	0	1	1	0	1	0	1	1	0	обман
deceitful	0	0	1	0	0	1	0	1	0	0	лживый
deceive	1	0	1	0	0	1	0	1	0	0	обманывать
deceived	1	0	0	0	0	1	0	0	0	0	обманутый
deceiving	0	0	0	0	0	1	0	0	0	1	обман
decency	0	0	0	0	0	0	1	0	0	0	порядочность
decent	0	0	0	0	0	0	1	0	0	0	приличный
deception	0	0	0	0	0	1	0	0	0	0	обман
deceptive	0	0	0	0	0	1	0	0	0	0	обманчивый
decidedly	0	0	0	0	0	0	0	0	0	0	решительно
deciduous	0	0	0	0	0	0	0	0	0	0	лиственный
decimal	0	0	0	0	0	0	0	0	0	0	десятичный
decipher	0	0	0	0	0	0	0	0	0	0	расшифровать
decision	0	0	0	0	0	0	0	0	0	0	решение
decisive	0	0	0	0	0	0	0	0	0	0	решающий
deck	0	0	0	0	0	0	0	0	0	0	палуба
declaration	0	0	0	0	0	0	0	0	0	0	декларация
declaratory	0	0	0	0	0	0	1	0	0	0	декларативный
declare	0	0	0	0	0	0	0	0	0	0	объявить
declination	0	0	0	0	0	1	0	0	0	0	склонение
decline	0	0	0	0	0	1	0	0	0	0	отклонить
declining	0	0	0	0	0	1	0	0	0	0	снижение
decompose	0	0	1	0	0	0	0	0	0	0	разложить
decomposed	0	0	0	0	0	0	0	1	0	0	разложился
decomposition	0	0	1	1	0	1	0	1	0	0	разложение
decorate	0	0	0	0	0	0	0	0	0	0	украшать
decoration	0	0	0	0	0	0	0	0	0	0	украшение
decorum	0	0	0	0	0	0	0	0	0	0	приличия
decoy	0	0	0	0	0	0	0	0	1	0	приманка
decrease	0	0	0	0	0	1	0	0	0	0	снижаться
decreased	0	0	0	0	0	0	0	0	0	0	уменьшился
decreasing	0	0	0	0	0	0	0	0	0	0	уменьшение
decree	0	0	0	0	0	0	0	0	0	0	декрет
decrement	0	0	0	0	0	1	0	0	0	0	уменьшение
decrepit	0	0	0	0	0	1	0	0	0	0	дряхлый
decry	1	0	0	0	0	1	0	0	0	0	порицать
dedication	0	0	0	0	0	0	1	0	0	0	преданность
deduce	0	0	0	0	0	0	0	0	0	0	вывести
deduct	0	0	0	0	0	1	0	0	0	0	вычесть
deduction	0	0	0	0	0	0	0	0	0	0	вычет
deed	0	0	0	0	0	0	0	0	0	1	поступок
deepen	0	0	0	0	0	0	0	0	0	0	углубить
deer	0	0	0	0	0	0	0	0	0	0	олень
defamation	0	0	1	1	0	1	0	0	0	0	клевета
defamatory	1	0	0	0	0	1	0	0	0	0	клеветнический
default	0	0	1	1	0	1	0	1	0	0	дефолт
defeat	0	0	0	0	0	1	0	0	0	0	поражение
defeated	0	0	0	0	0	1	0	1	0	0	побежден
defect	1	0	0	0	0	1	0	0	0	0	дефект
defection	0	0	0	1	0	1	0	0	0	0	дезертирство
defective	0	0	1	0	0	1	0	0	0	0	дефектный
defend	0	0	0	1	0	0	1	0	0	0	защищать
defendant	1	0	0	1	0	0	0	1	0	0	ответчик
defended	0	0	0	0	0	0	1	0	0	1	защищал
defender	0	0	0	0	0	0	1	0	0	1	защитник
defending	0	0	0	0	0	0	1	0	0	0	защита
defense	1	1	0	1	0	0	1	0	0	0	защита
defenseless	0	0	0	1	0	1	0	1	0	0	беззащитный
defensible	0	0	0	0	0	0	0	0	0	0	оправданный
defensive	0	0	0	0	0	0	0	0	0	0	оборонительный
defer	0	0	0	0	0	0	0	0	0	0	отложить
deference	0	0	0	0	0	0	1	0	0	1	почтение
deferral	0	0	0	0	0	1	0	0	0	0	отсрочка
deferring	0	0	0	0	0	0	0	0	0	0	отсрочка
defiance	1	0	1	1	0	1	0	0	0	0	неповиновение
defiant	1	0	0	0	0	1	0	0	0	0	дерзкий
deficiency	0	0	0	0	0	1	0	0	0	0	дефицит
deficit	0	0	0	0	0	1	0	0	0	0	дефицит
define	0	0	0	0	0	0	0	0	0	0	определять
defined	0	0	0	0	0	0	0	0	0	0	определенный
definition	0	0	0	0	0	0	0	0	0	0	определение
definitive	0	0	0	0	0	0	1	0	0	1	окончательный
deflate	1	0	0	0	0	1	0	1	0	0	сдувать
deflation	0	0	0	1	0	1	0	0	0	0	дефляция
deflect	0	0	0	0	0	0	0	0	0	0	отклонять
deflection	0	0	0	0	0	0	0	0	0	0	отклонение
defloration	0	0	0	0	0	0	0	0	0	0	дефлорация
deform	0	0	1	0	0	1	0	0	0	0	деформировать
deformed	0	0	1	0	0	1	0	1	0	0	деформированный
deformity	0	0	1	1	0	1	0	1	0	0	уродство
defraud	1	0	1	0	0	1	0	0	0	0	обманывать
defray	0	0	0	0	0	0	0	0	0	0	оплачивать
deft	0	0	0	0	0	0	0	0	0	0	ловкий
defunct	0	0	0	0	0	1	0	1	0	0	несуществующий
defy	1	0	0	1	0	1	0	1	1	0	бросать вызов
degeneracy	1	0	1	0	0	1	0	1	0	0	вырождение
degenerate	0	0	0	0	0	1	0	0	0	0	дегенерат
degeneration	0	0	0	0	0	0	0	0	0	0	вырождение
degradation	0	0	0	0	0	1	0	0	0	0	деградация
degrade	0	0	1	0	0	1	0	0	0	0	деградировать
degrading	0	0	1	1	0	1	0	1	0	0	унижающий достоинство
degree	0	0	0	0	0	0	1	0	0	0	степень
dehydrated	0	0	0	0	0	0	0	0	0	0	обезвоженный
delay	1	0	1	1	0	1	0	1	0	0	задерживать
delayed	0	0	0	0	0	1	0	0	0	0	с задержкой
delectable	0	0	0	0	0	0	1	0	0	0	восхитительный
delegate	0	0	0	0	0	0	1	0	0	1	делегировать
delegation	0	0	0	0	0	0	0	0	0	0	делегация
deleterious	1	0	1	1	0	1	0	0	0	0	вредный
deletion	0	0	0	0	0	1	0	0	0	0	удаление
deliberate	0	0	0	0	0	0	1	0	0	0	преднамеренный
deliberation	0	0	0	0	0	0	0	0	0	0	обсуждение
deliberative	0	0	0	0	0	0	0	0	0	0	совещательный
delicacy	0	0	0	0	0	0	0	0	0	0	деликатес
delicious	0	0	0	0	1	0	1	0	0	0	вкусный
delight	0	1	0	0	1	0	1	0	0	0	восторг
delighted	0	1	0	0	1	0	1	0	1	0	получивший удовольствие
delightful	0	1	0	0	1	0	1	0	0	1	восхитительный
delineate	0	0	0	0	0	0	0	0	0	0	очерчивать
delineation	0	0	0	0	0	0	0	0	0	0	разграничение
delinquency	0	0	0	0	0	1	0	0	0	0	правонарушение
delinquent	1	0	1	0	0	1	0	0	0	0	правонарушитель
delirious	0	0	0	0	0	1	0	1	0	0	в бреду
delirium	0	0	1	0	0	1	0	1	0	0	бред
deliverance	0	1	0	0	1	0	1	0	0	1	избавление
delivery	0	1	0	0	0	0	1	0	0	0	Доставка
dell	0	0	0	0	0	0	0	0	0	0	лощина
delta	0	0	0	0	0	0	0	0	0	0	дельта
deluge	0	0	0	1	0	1	0	1	1	0	потоп
delusion	1	0	0	1	0	1	0	1	0	0	заблуждение
delusional	1	0	0	1	0	1	0	0	0	0	бредовый
delve	0	0	0	0	0	0	0	0	0	0	копаться
demand	1	0	0	0	0	1	0	0	0	0	требование
demanding	0	0	0	0	0	1	0	0	0	0	требовательный
demeanor	0	0	0	0	0	0	0	0	0	0	поведение
demented	0	0	0	1	0	1	0	0	0	0	безумный
dementia	0	0	0	1	0	1	0	1	0	0	слабоумие
demise	0	0	0	1	0	1	0	1	0	0	кончина
democracy	0	0	0	0	0	0	1	0	0	0	демократия
democrat	0	0	0	0	0	0	0	0	0	0	демократ
demolish	1	0	0	0	0	1	0	1	0	0	разрушать
demolition	0	0	0	0	0	1	0	0	0	0	снос
demon	1	0	1	1	0	1	0	1	0	0	демон
demonic	1	0	1	1	0	1	0	1	0	0	демонический
demonstrable	0	0	0	0	0	0	1	0	0	0	доказуемый
demonstrate	0	0	0	0	0	0	0	0	0	0	продемонстрировать
demonstrated	0	0	0	0	0	0	0	0	0	0	продемонстрировал
demonstrating	0	0	0	0	0	0	0	0	0	0	демонстрация
demonstration	0	0	0	0	0	0	0	0	0	0	демонстрация
demonstrative	0	0	0	0	1	0	1	1	0	0	демонстративный
demonstrator	0	0	0	0	0	0	0	0	0	0	демонстрант
demoralized	0	0	0	1	0	1	0	1	0	0	деморализованный
demos	0	0	0	0	0	0	0	0	0	0	демо
den	0	0	0	0	0	0	0	0	0	0	логово
denial	0	0	0	0	0	1	0	0	0	0	отрицание
denied	0	0	0	0	0	1	0	1	0	0	отклонен
denomination	0	0	0	0	0	0	0	0	0	0	наименование
denominational	0	0	0	0	0	0	0	0	0	0	конфессиональный
denominator	0	0	0	0	0	0	0	0	0	0	знаменатель
denote	0	0	0	0	0	0	0	0	0	0	обозначать
denounce	1	0	1	0	0	1	0	0	0	0	денонсировать
dense	0	0	0	0	0	0	0	0	0	0	плотный
density	0	0	0	0	0	0	0	0	0	0	плотность
dent	0	0	0	0	0	0	0	0	0	0	вмятина
dentistry	0	0	0	1	0	0	0	0	0	0	стоматология
denunciation	1	0	1	1	0	1	0	0	0	0	донос
deny	1	0	0	0	0	1	0	0	0	0	отказываться от
denying	0	1	0	0	0	1	0	0	0	0	отрицание
deodorant	0	0	0	0	0	0	0	0	0	0	дезодорант
depart	0	1	0	0	0	0	0	1	0	0	отходить
departed	0	0	0	0	0	1	0	1	0	0	ушел
department	0	0	0	0	0	0	0	0	0	0	отделение
departure	0	0	0	0	0	1	0	1	0	0	Вылет из
depend	0	1	0	0	0	0	0	0	0	1	зависеть
dependant	0	0	0	0	0	0	0	0	0	0	зависимый
dependence	0	0	0	1	0	1	0	1	0	0	зависимость
dependency	0	0	0	0	0	1	0	0	0	0	зависимость
dependent	0	0	0	0	0	1	1	0	0	1	зависимый
depict	0	0	0	0	0	0	0	0	0	0	изобразить
depicting	0	0	0	0	0	0	0	0	0	0	изображающий
depletion	0	0	0	0	0	0	0	0	0	0	истощение
deplorable	1	0	1	1	0	1	0	1	0	0	прискорбный
deplore	1	0	1	0	0	1	0	1	0	0	сожалеть
deploy	0	0	0	0	0	0	0	0	0	0	развертывать
deport	0	0	0	1	0	1	0	1	0	0	депортировать
deportation	1	0	0	1	0	1	0	1	0	0	депортация
deposit	0	0	0	0	0	0	0	0	0	0	депозит
depositary	0	0	0	0	0	0	0	0	0	0	депозитарий
deposition	0	0	0	0	0	0	0	0	0	0	показания
depository	0	0	0	0	0	0	0	0	0	1	депозитарий
depot	0	0	0	0	0	0	0	0	0	0	депо
depraved	1	1	1	1	0	1	0	1	0	0	развратный
depravity	1	0	1	0	0	1	0	0	0	0	разврат
depreciate	1	0	1	0	0	1	0	0	0	0	обесценивать
depreciated	1	0	1	1	0	1	0	1	0	0	обесценился
depreciation	0	0	0	1	0	1	0	0	0	0	амортизация
depress	0	0	0	1	0	1	0	1	0	0	подавлять
depressed	1	0	0	1	0	1	0	1	0	0	депрессия
depressing	0	0	1	0	0	1	0	1	0	0	депрессивный
depression	0	0	0	0	0	1	0	1	0	0	депрессия
depressive	0	0	0	0	0	1	0	1	0	0	депрессивный
deprivation	1	0	1	1	0	1	0	1	0	0	лишение
depth	0	0	0	0	0	0	1	0	0	1	глубина
deputy	0	0	0	0	0	0	0	0	0	1	заместитель
derail	0	0	0	0	0	0	0	0	0	0	сойти с рельсов
deranged	1	0	1	1	0	1	0	0	0	0	ненормальный
derelict	0	0	0	0	0	1	0	0	0	0	заброшенный
derision	1	0	1	0	0	1	0	0	0	0	насмешка
derivation	0	0	0	0	0	0	0	0	0	0	вывод
derivative	0	0	0	0	0	0	0	0	0	0	производная
derive	0	0	0	0	0	0	0	0	0	0	вывести
dermal	0	0	0	0	0	0	0	0	0	0	кожный
dermatologist	0	0	0	0	0	0	0	0	0	1	дерматолог
dermatology	0	0	0	0	0	0	0	0	0	0	дерматология
derogation	1	0	1	1	0	1	0	1	0	0	отступление
derogatory	1	0	1	1	0	1	0	1	0	0	уничижительный
descend	0	0	0	0	0	0	0	0	0	0	спускаться
descendant	0	0	0	0	0	0	0	0	0	0	потомок
descendent	0	0	0	0	0	0	0	0	0	0	потомок
descending	0	0	0	0	0	0	0	0	0	0	нисходящий
descent	0	0	0	1	0	0	0	1	0	0	спуск
describe	0	0	0	0	0	0	0	0	0	0	описывать
description	0	0	0	0	0	0	0	0	0	0	описание
descriptive	0	0	0	0	0	0	1	0	0	0	описательный
desecration	1	0	1	1	0	1	0	1	0	0	осквернение
desert	1	0	1	1	0	1	0	1	0	0	пустыня
deserted	1	0	1	1	0	1	0	1	0	0	покинутый
desertion	0	0	0	0	0	1	0	0	0	0	дезертирство
deserve	1	1	0	0	0	0	1	0	0	1	заслуживать
deserved	0	0	0	0	0	0	1	0	0	0	заслуженный
deserving	0	0	0	0	0	0	0	0	0	0	заслуживающий
design	0	0	0	0	0	0	0	0	0	0	дизайн
designate	0	0	0	0	0	0	0	0	0	0	обозначать
designation	0	0	0	0	0	0	0	0	0	1	обозначение
designed	0	0	0	0	0	0	0	0	0	0	разработан
designer	0	0	0	0	0	0	1	0	0	0	дизайнер
designing	0	0	0	0	0	0	0	0	0	0	проектирование
desirability	0	0	0	0	0	0	0	0	0	0	желательность
desirable	0	0	0	0	0	0	1	0	0	0	желанный
desiring	0	0	0	0	0	0	1	0	0	0	желающий
desirous	0	0	0	0	0	0	1	0	0	0	желающий
desist	1	0	1	0	0	1	0	0	0	0	воздерживаться
desk	0	0	0	0	0	0	0	0	0	0	стол письменный
desolation	0	0	0	1	0	1	0	1	0	0	запустение
despair	1	0	1	1	0	1	0	1	0	0	отчаяние
despairing	0	0	0	1	0	1	0	1	0	0	отчаявшийся
despatch	0	0	0	0	0	0	0	0	0	0	отправка
desperate	0	0	0	0	0	1	0	0	0	0	отчаянный
desperation	0	0	0	0	0	0	0	0	0	0	отчаяние
despicable	1	0	1	0	0	1	0	0	0	0	презренный
despise	1	0	1	0	0	1	0	0	0	0	презирать
despotic	0	0	0	1	0	1	0	0	0	0	деспотичный
despotism	1	0	1	1	0	1	0	1	0	0	деспотизм
dessert	0	0	0	0	0	0	0	0	0	0	Десерт
destination	0	1	0	1	1	0	1	1	1	0	назначения
destined	0	1	0	0	0	0	0	0	0	0	предназначенный
destiny	0	0	0	0	0	0	0	0	0	0	судьба
destitute	0	0	0	1	0	1	0	1	0	0	обездоленный
destroyed	1	0	0	1	0	1	0	1	0	0	уничтожен
destroyer	1	0	0	1	0	1	0	0	0	0	разрушитель
destroying	1	0	0	1	0	1	0	1	0	0	разрушающий
destruction	1	0	0	0	0	1	0	0	0	0	разрушение
destructive	1	0	1	1	0	1	0	0	0	0	разрушительный
detach	0	0	0	0	0	0	0	0	0	0	отделить
detached	0	0	0	0	0	0	0	0	0	0	отстраненный
detachment	0	0	0	0	0	1	0	0	0	0	отстраненность
detail	0	0	0	0	0	0	0	0	0	0	деталь
details	0	0	0	0	0	0	0	0	0	0	Детали
detain	0	0	0	0	0	1	0	0	0	0	задерживать
detainee	1	1	0	1	0	1	0	1	0	0	заключенный
detect	0	0	0	0	0	0	1	0	0	0	обнаружить
detectable	0	0	0	0	0	0	0	0	0	0	обнаруживаемый
detection	0	0	0	0	0	0	1	0	0	0	обнаружение
detective	0	0	0	0	0	0	0	0	0	0	детектив
detector	0	0	0	0	0	0	0	0	0	0	детектор
detention	0	0	0	0	0	1	0	1	0	0	заключение под стражу
deter	0	0	0	0	0	0	0	0	0	0	сдерживать
detergent	0	0	0	0	0	0	0	0	0	0	моющее средство
deteriorate	0	0	0	1	0	1	0	1	0	0	ухудшаться
deteriorated	0	0	1	0	0	1	0	1	0	0	испортился
deterioration	1	0	1	1	0	1	0	1	0	0	ухудшение
determinable	0	0	0	0	0	0	0	0	0	0	определяемый
determinate	0	1	0	0	0	0	0	0	0	1	определить
determination	0	0	0	0	0	0	1	0	0	1	решимость
determined	0	0	0	0	0	0	1	0	0	0	определенный
detest	1	0	1	0	0	1	0	0	0	0	ненавижу
detonate	0	0	0	1	0	1	0	0	1	0	взорвать
detonation	1	0	0	0	0	0	0	0	0	0	детонация
detour	0	0	0	0	0	0	0	0	0	0	объезд
detract	1	0	0	0	0	1	0	0	0	0	умалять
detriment	0	0	0	0	0	1	0	0	0	0	ущерб
detrimental	0	0	0	0	0	1	0	0	0	0	вредный
detritus	0	0	0	0	0	1	0	0	0	0	детрит
deuce	0	0	0	0	0	0	0	0	0	0	двойка
devastate	1	0	0	1	0	1	0	1	0	0	опустошать
devastating	1	0	1	1	0	1	0	1	0	1	разрушительный
devastation	1	0	0	1	0	1	0	1	1	0	опустошение
develop	0	1	0	0	0	0	1	0	0	0	развивать
developing	0	0	0	0	0	0	0	0	0	0	развитие
development	0	0	0	0	0	0	0	0	0	0	разработка
deviate	0	0	0	0	0	0	0	0	0	0	отклоняться
deviating	0	0	0	0	0	0	0	0	0	0	отклоняющийся
deviation	0	0	0	0	0	0	0	1	0	0	отклонение
device	0	0	0	0	0	0	0	0	0	0	устройство
devil	1	1	1	1	0	1	0	1	0	0	дьявол
devilish	0	0	1	1	0	1	0	0	0	0	дьявольский
devious	0	0	0	0	0	1	0	0	0	0	коварный
devise	0	0	0	0	0	0	0	0	0	0	разработать
devoid	0	0	0	0	0	0	0	0	0	0	лишенный
devolution	0	0	0	0	0	1	0	0	0	0	передача полномочий
devolve	0	0	0	0	0	0	0	0	0	0	передавать
devote	0	0	0	0	0	0	0	0	0	0	посвящать
devotee	0	0	0	0	0	0	0	0	0	0	преданный
devotional	0	0	0	0	0	0	1	0	0	1	религиозный
devour	0	0	0	0	0	1	0	0	0	0	пожирать
devout	0	1	0	0	1	0	1	0	0	1	набожный
dew	0	0	0	0	0	0	0	0	0	0	роса
dexter	0	0	0	0	0	0	0	0	0	0	Декстер
dexterity	0	0	0	0	0	0	1	0	0	0	ловкость
dextrose	0	0	0	0	0	0	0	0	0	0	декстроза
diabolical	1	0	1	1	0	1	0	0	0	0	дьявольский
diagnosis	0	1	0	1	0	1	0	0	0	1	диагноз
diagnostic	0	0	0	0	0	0	0	0	0	0	диагностика
diagnostics	0	0	0	0	0	0	0	0	0	0	диагностика
diagram	0	0	0	0	0	0	0	0	0	0	диаграмма
dial	0	0	0	0	0	0	0	0	0	0	набирать номер
dialect	0	0	0	0	0	0	0	0	0	0	диалект
dialectic	0	0	0	0	0	0	0	0	0	0	диалектика
dialogue	0	0	0	0	0	0	0	0	0	0	диалог
diameter	0	0	0	0	0	0	0	0	0	0	диаметр
diamond	0	0	0	0	1	0	1	0	0	0	алмаз
diamonds	0	0	0	0	0	0	0	0	0	0	бриллианты
diaper	0	0	1	0	0	0	0	0	0	0	подгузник
diaphragm	0	0	0	0	0	0	0	0	0	0	диафрагма
diarrhoea	0	0	1	0	0	0	0	0	0	0	диарея
diary	0	0	0	0	1	0	1	0	0	1	дневник
diatribe	1	0	1	0	0	1	0	0	0	0	обличительная речь
dice	0	0	0	0	0	0	0	0	0	0	игральная кость
dichotomous	0	0	0	0	0	0	0	0	0	0	дихотомический
dichotomy	0	0	0	0	0	0	0	0	0	0	дихотомия
dictate	0	0	0	0	0	0	0	0	0	0	диктовать
dictation	0	0	0	0	0	0	0	0	0	0	диктант
dictator	0	0	0	1	0	1	0	0	0	0	диктатор
dictatorial	1	0	0	0	0	1	0	0	0	0	диктаторский
dictatorship	1	1	1	1	0	1	0	1	0	0	диктатура
diction	0	0	0	0	0	0	0	0	0	0	дикция
dictionary	0	0	0	0	0	0	1	0	0	1	толковый словарь
dictum	0	0	0	0	0	0	0	0	0	1	изречение
