English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Javanese Word
disembodied	0	0	0	1	0	1	0	1	0	0	tanpa awak
disengage	0	0	0	0	0	0	0	0	0	0	nyingkirake
disengagement	0	0	0	0	0	1	0	0	0	0	pisah
disfigured	1	0	1	1	0	1	0	1	0	0	cacad
disgrace	1	0	1	0	0	1	0	1	0	0	nistha
disgraced	1	0	1	0	0	1	0	1	0	0	nistha
disgraceful	1	0	1	0	0	1	0	0	0	0	nistha
disgruntled	1	0	1	0	0	1	0	1	0	0	ora marem
disguise	0	0	0	0	0	0	0	0	0	0	nyamar
disguised	0	0	0	0	0	0	0	0	0	0	nyamar
disgust	1	0	1	1	0	1	0	1	0	0	jijik
disgusting	1	0	1	1	0	1	0	0	0	0	njijiki
dish	0	0	0	0	0	0	0	0	0	0	sajian
disheartened	0	0	0	0	0	1	0	1	0	0	sedhih
disheartening	0	0	0	0	0	1	0	1	0	0	nglarani ati
dishonest	1	0	1	0	0	1	0	1	0	0	ora jujur
dishonesty	0	0	1	0	0	1	0	0	0	0	ora jujur
dishonor	1	0	1	1	0	1	0	1	0	0	nistha
disillusionment	1	0	1	0	0	1	0	1	0	0	kuciwane
disinfect	0	0	0	0	0	0	0	0	0	0	disinfect
disinfectant	0	0	0	0	0	0	0	0	0	0	disinfektan
disinfection	0	0	0	0	0	0	1	0	0	0	disinfeksi
disinformation	1	0	0	1	0	1	0	0	0	0	disinformasi
disingenuous	0	0	1	0	0	1	0	0	0	0	ora jujur
disintegrate	0	0	1	1	0	1	0	0	0	0	disintegrate
disintegration	0	0	0	0	0	1	0	0	0	0	disintegrasi
disinterested	0	0	0	0	0	1	0	0	0	0	ora kasengsem
disjoint	0	0	0	0	0	0	0	0	0	0	pisah
disjointed	0	0	0	0	0	0	0	0	0	0	disjointed
disjunctive	0	0	0	0	0	0	0	0	0	0	disjunctive
disk	0	0	0	0	0	0	0	0	0	0	disk
diskette	0	0	0	0	0	0	0	0	0	0	disket
dislike	1	0	1	0	0	1	0	0	0	0	ora seneng
disliked	1	0	0	0	0	1	0	1	0	0	ora disenengi
dislocated	1	0	1	1	0	1	0	1	0	0	dislokasi
dislocation	0	0	0	0	0	0	0	0	0	0	dislokasi
dislodge	0	0	0	0	0	0	0	0	0	0	ngusir
dismal	0	0	1	1	0	1	0	1	0	0	sumelang
dismay	1	1	0	1	0	1	0	1	1	0	kuciwane
dismemberment	0	0	1	1	0	1	0	1	0	0	dismemberment
dismiss	0	0	0	0	0	0	0	0	0	0	ngilangi
dismissal	1	0	1	1	0	1	0	1	1	0	dipecat
dismount	0	0	0	0	0	0	0	0	0	0	mudhun
disobedience	1	0	1	0	0	1	0	0	0	0	ora manut
disobedient	1	0	0	0	0	1	0	0	0	0	ora manut
disobey	1	0	1	0	0	1	0	0	0	0	ora manut
disorder	0	0	0	1	0	1	0	0	0	0	gangguan
disorderly	0	0	0	0	0	1	0	0	0	0	ora teratur
disorganized	0	0	0	0	0	1	0	0	0	0	ora diatur
disparage	1	0	1	0	0	1	0	1	0	0	ngremehake
disparaging	1	0	1	0	0	1	0	1	0	0	ngremehake
disparate	0	0	0	0	0	0	0	0	0	0	beda-beda
disparity	1	0	1	0	0	1	0	1	0	0	disparitas
dispassionate	0	0	0	0	0	1	0	1	0	0	ora duwe karep
dispatch	0	0	0	0	0	0	0	0	0	0	kiriman
dispel	0	0	0	0	0	1	0	1	0	0	ngilangake
dispensation	0	0	0	0	0	0	0	0	0	0	dispensasi
dispense	0	0	0	0	0	0	0	0	0	0	dispense
disperse	0	0	0	0	0	0	0	0	0	0	buyar
dispersed	0	0	0	0	0	0	0	0	0	0	buyar
dispersion	0	0	0	0	0	1	0	0	0	0	panyebaran
displace	0	0	0	0	0	1	0	0	0	0	ngalih
displaced	1	0	0	1	0	0	0	1	0	0	dipindhah
displacement	0	0	0	0	0	0	0	0	0	0	pamindahan
display	0	0	0	0	0	0	0	0	0	0	tampilan
displeased	1	0	1	1	0	1	0	1	0	0	ora seneng
displeasure	0	0	1	0	0	1	0	0	0	0	ora seneng
disposal	0	0	0	0	0	1	0	0	0	0	pembuangan
dispose	0	0	1	0	0	0	0	0	0	0	mbuwang
disposed	0	1	0	0	0	0	1	0	0	1	dibuwang
disposition	0	0	0	0	0	0	0	0	0	0	watake
dispossessed	1	0	0	1	0	1	0	1	0	0	dibuwang
disprove	0	0	0	0	0	0	0	0	0	0	mbantah
dispute	1	0	0	0	0	1	0	0	0	0	regejegan
disqualification	0	0	0	0	0	1	0	0	0	0	diskualifikasi
disqualified	1	0	1	0	0	1	0	1	0	0	didiskualifikasi
disqualify	0	0	0	0	0	1	0	1	0	0	mbatalake
disregard	0	0	0	0	0	1	0	0	0	0	nglirwakake
disregarded	0	0	1	0	0	1	0	0	0	0	ora digatekake
disreputable	1	0	1	1	0	1	0	0	0	0	disreputable
disrepute	0	0	0	0	0	0	0	0	0	0	ngremehake
disrespect	1	0	0	0	0	1	0	0	0	0	ora ngajeni
disrespectful	1	0	1	1	0	1	0	1	0	0	ora ngajeni
disruption	1	0	0	1	0	1	0	0	1	0	gangguan
dissatisfaction	0	0	0	0	0	1	0	0	0	0	ora marem
dissatisfied	0	0	0	0	0	0	0	0	0	0	ora marem
dissect	0	0	0	0	0	0	0	0	0	0	mbedakake
dissection	0	0	1	0	0	0	0	0	0	0	dissection
disseminate	0	0	0	0	0	0	1	0	0	0	nyebarake
dissemination	0	0	0	0	0	0	0	0	0	0	panyebaran
dissension	1	0	0	0	0	1	0	0	0	0	pasulayan
dissent	0	0	0	0	0	0	0	0	0	0	mbantah
dissenting	0	0	0	0	0	1	0	0	0	0	mbantah
dissertation	0	0	0	0	0	0	0	0	0	0	disertasi
disservice	1	0	1	0	0	1	0	1	0	0	ngrusak
dissident	1	0	0	1	0	1	0	0	0	0	mbantah
dissimilar	0	0	0	0	0	0	0	0	0	0	beda-beda
dissipate	0	0	0	0	0	0	0	0	0	0	buyar
dissipated	0	0	0	0	0	0	0	0	0	0	buyar
dissociation	0	0	0	0	0	0	0	0	0	0	disosiasi
dissolution	1	0	0	1	0	1	0	1	1	0	pambubaran
dissolve	0	0	0	0	0	0	0	0	0	0	larut
dissonance	1	0	0	0	0	1	0	0	0	0	disonansi
dissuade	0	0	0	0	0	0	0	0	0	0	mbantah
distal	0	0	0	0	0	0	0	0	0	0	distal
distance	0	0	0	0	0	0	0	0	0	0	kadohan
distant	0	0	0	0	0	0	0	0	0	0	adoh
distaste	0	0	1	0	0	1	0	0	0	0	ora seneng
distasteful	0	0	1	0	0	1	0	0	0	0	njijiki
distillate	0	0	0	0	0	0	0	0	0	0	distillate
distillation	0	0	0	0	0	0	1	0	0	0	distilasi
distinction	0	0	0	0	0	0	1	0	0	0	prabédan
distinctive	0	0	0	0	0	0	0	0	0	0	khas
distinguish	0	0	0	0	0	0	0	0	0	0	mbedakake
distinguishable	0	0	0	0	0	0	0	0	0	0	bisa dibedakake
distinguished	0	0	0	0	0	0	0	0	0	0	dibedakake
distinguishing	0	0	0	0	0	0	0	0	0	0	mbedakake
distorted	0	0	1	0	0	1	0	0	0	0	kleru
distortion	0	0	0	0	0	1	0	0	0	0	distorsi
distract	0	0	0	0	0	1	0	0	0	0	ngganggu
distracted	1	0	0	0	0	1	0	0	0	0	disambi
distracting	1	1	0	0	0	1	0	0	0	0	ngganggu
distraction	0	0	0	0	0	1	0	0	0	0	gangguan
distraught	0	0	0	0	0	1	0	1	0	0	bingung
distress	1	0	1	1	0	1	0	1	1	0	kasusahan
distressed	0	0	0	1	0	1	0	0	0	0	nandhang susah
distressing	1	0	0	1	0	1	0	0	0	0	nyusahake
distribute	0	0	0	0	0	0	0	0	0	0	mbagekake
distribution	0	0	0	0	0	0	0	0	0	0	distribusi
district	0	0	0	0	0	0	0	0	0	0	kecamatan
distrust	1	0	1	1	0	1	0	0	0	0	ora percaya
disturbance	1	0	0	1	0	1	0	1	1	0	gangguan
disturbed	1	0	0	0	0	1	0	1	0	0	kaganggu
disuse	0	0	0	0	0	1	0	0	0	0	ora dienggo
disused	1	0	0	0	0	1	0	0	0	0	ora dienggo
ditch	0	0	0	0	0	0	0	0	0	0	selokan
ditto	0	0	0	0	0	0	0	0	0	0	uga
ditty	0	0	0	0	1	0	1	0	0	0	ditty
diurnal	0	0	0	0	0	0	0	0	0	0	diurnal
divan	0	0	0	0	0	0	0	0	0	1	divan
dive	0	0	0	0	0	0	0	0	0	0	nyilem
diver	0	0	0	0	0	0	0	0	0	0	panyilem
diverge	0	0	0	0	0	0	0	0	0	0	nyimpang
divergence	0	0	0	0	0	0	0	0	0	0	bedane
divergent	0	0	0	0	0	1	0	0	1	0	divergen
diverging	0	0	0	0	0	0	0	0	0	0	diverging
divers	0	0	0	0	0	0	0	0	0	0	nyilem
diverse	0	0	0	0	0	1	1	0	0	0	maneka warna
diversified	0	0	0	0	0	0	1	0	0	0	macem-macem
diversify	0	0	0	0	0	0	0	0	0	0	diversifikasi
diversion	0	0	0	0	0	0	1	0	1	0	pangalihan
diversity	0	0	0	0	0	0	0	0	0	0	keragaman
divert	0	0	0	0	0	0	0	0	0	0	ngalihake
diverting	0	0	0	0	0	0	0	0	0	0	pangalihan
divest	0	0	0	0	0	0	0	0	0	0	divestasi
divested	0	0	0	0	0	1	0	0	0	0	divestasi
divestment	0	0	0	0	0	1	0	0	0	0	divestasi
divide	0	0	0	0	0	0	0	0	0	0	dibagi
divided	0	0	0	0	0	0	0	0	0	0	dibagi
dividend	0	0	0	0	0	0	0	0	0	0	dividen
divination	0	1	0	0	0	0	0	0	0	0	ramalan
divine	0	0	0	0	0	0	0	0	0	0	gaib
divinity	0	0	0	0	0	0	1	0	0	0	ketuhanan
divisible	0	0	0	0	0	0	0	0	0	0	bisa dibagi
division	0	0	0	0	0	0	0	0	0	0	divisi
divisor	0	0	0	0	0	0	0	0	0	0	pembagi
divorce	1	0	1	1	0	1	0	1	1	1	pegatan
divulge	0	0	0	0	0	0	0	0	0	0	nyritakake
dizziness	0	0	0	0	0	1	0	0	0	0	mumet
dizzy	0	0	0	0	0	1	0	0	0	0	mumet
docile	0	0	0	0	0	0	0	0	0	0	jinak
dock	0	0	0	0	0	0	0	0	0	0	dermaga
docked	0	0	0	0	0	1	0	0	0	0	merapat
docket	0	0	0	0	0	0	0	0	0	0	doket
doctor	0	0	0	0	0	0	1	0	0	1	dhokter
doctrinal	0	0	0	0	0	0	0	0	0	0	doktrin
doctrine	0	0	0	0	0	0	0	0	0	1	piwulang
document	0	0	0	0	0	0	0	0	0	0	dokumen
documentary	0	0	0	0	0	0	0	0	0	0	dokumenter
dodge	0	0	0	0	0	0	0	0	0	0	ngindari
dodging	0	0	0	0	0	0	0	0	0	0	ngindari
doe	0	0	0	0	0	0	0	0	0	0	doe
doer	0	0	0	0	0	0	1	0	0	0	panggawe
dog	0	0	0	0	0	0	0	0	0	0	asu
dogged	0	0	0	0	0	0	1	0	0	0	dicekel
dogma	0	0	0	0	0	0	0	0	0	1	dogma
dogmatic	0	0	0	0	0	0	0	0	0	0	dogmatis
doings	0	0	0	0	0	0	0	0	0	0	tumindak
doit	0	0	0	0	0	1	0	0	0	0	doit
doldrums	0	0	0	0	0	1	0	1	0	0	doldrums
dole	0	0	0	0	0	1	0	1	0	0	dole
doll	0	0	0	0	1	0	0	0	0	0	boneka
dollar	0	0	0	0	0	0	0	0	0	0	dolar
dolor	0	0	0	0	0	1	0	1	0	0	dolor
dolphin	0	0	0	0	1	0	1	0	1	1	dolphin
domain	0	0	0	0	0	0	0	0	0	0	domain
dome	0	0	0	0	0	0	0	0	0	0	kubah
domestic	0	0	0	0	0	0	0	0	0	0	domestik
domesticated	0	0	0	0	0	0	0	0	0	0	domestikasi
domestication	0	0	0	0	0	0	0	0	0	0	domestikasi
domicile	0	0	0	0	0	0	0	0	0	0	domisili
domiciled	0	0	0	0	0	0	0	0	0	0	domisili
dominance	0	0	0	0	0	0	0	0	0	0	dominasi
dominant	0	0	0	1	0	1	0	0	0	0	dominan
dominate	1	0	0	1	0	1	1	0	0	0	nguwasani
dominating	0	0	0	0	0	0	0	0	0	0	nguwasani
domination	1	0	0	1	0	1	0	1	0	0	dominasi
dominion	0	0	0	1	0	0	0	0	0	1	panguwasa
domino	0	0	0	0	0	0	0	0	0	0	domino
don	0	0	0	0	0	0	1	0	0	1	nganggo
donation	0	0	0	0	0	0	1	0	0	0	sumbangan
donkey	0	0	1	0	0	1	0	0	0	0	kuldi
donor	0	0	0	0	0	0	0	0	0	0	donor
doodle	0	0	0	0	0	1	0	0	0	0	corat-coret
doom	0	0	0	1	0	1	0	0	0	0	kiamat
doomed	0	0	0	1	0	1	0	1	0	0	pinasthi
doomsday	1	1	1	1	0	1	0	1	0	0	kiamat
door	0	0	0	0	0	0	0	0	0	0	lawang
doorbell	0	0	0	0	0	0	0	0	0	0	bel lawang
doorway	0	0	0	0	0	0	0	0	0	0	lawang
dormant	0	0	0	0	0	0	0	0	0	0	meneng
dormitory	0	0	0	0	0	0	0	0	0	0	asrama
dorsal	0	0	0	0	0	0	0	0	0	0	dorsal
dose	0	0	0	0	0	0	0	0	0	0	dosis
dot	0	0	0	0	0	0	0	0	0	0	titik
double	0	0	0	0	0	0	0	0	0	0	pindho
doubled	0	0	0	0	0	0	0	0	0	0	tikel kaping pindho
doublet	0	0	0	0	0	0	0	0	0	0	dobel
doubling	0	0	0	0	0	0	0	0	0	0	pindho
doubt	0	0	0	1	0	1	0	1	0	1	mangu-mangu
doubtful	0	0	0	0	0	1	0	0	0	0	gojag-gajeg
doubting	0	0	0	0	0	1	0	0	0	0	mangu-mangu
doubtless	0	0	0	0	0	0	1	0	0	1	mangu-mangu
douche	0	0	0	0	0	1	0	0	0	0	duwur
dough	0	0	0	0	0	0	0	0	0	0	adonan
doughnut	0	0	0	0	0	0	0	0	0	0	donat
dour	0	0	0	0	0	1	0	0	0	0	duren
dove	0	1	0	0	1	0	1	0	0	1	manuk dara
downcast	0	0	0	0	0	0	0	0	0	0	mendhung
downfall	0	0	0	1	0	1	0	1	0	0	ambruk
downhill	0	0	0	0	0	0	0	0	0	0	mudun
downpour	0	0	0	0	0	0	0	0	0	0	udan deres
downright	0	0	0	0	0	0	0	0	0	1	sakbenere
downy	0	0	0	0	0	0	1	0	0	0	mudun
dowry	0	0	0	0	0	0	0	0	0	0	mas kawin
doze	0	0	0	0	0	0	0	0	0	0	ngantuk
dozen	0	0	0	0	0	0	0	0	0	0	rolas
drab	0	0	0	0	0	1	0	1	0	0	nggegirisi
draft	0	1	0	0	0	0	0	0	0	0	konsep
drag	0	0	0	0	0	0	0	0	0	0	nyeret
dragon	0	0	0	1	0	0	0	0	0	0	naga
drain	0	0	0	0	0	0	0	0	0	0	saluran
drainage	0	0	0	0	0	1	0	0	0	0	got
drained	0	0	0	0	0	0	0	0	0	0	lemes
drake	0	0	0	0	0	0	0	0	0	0	drake
drama	0	0	0	0	0	0	0	0	0	0	drama
dramatic	0	0	0	0	0	0	0	0	0	0	dramatis
drape	0	0	0	0	0	0	0	0	0	0	drape
drapery	0	0	0	0	0	0	0	0	0	0	drapery
drastic	0	0	0	0	0	0	0	0	0	0	drastis
draught	0	0	0	0	0	0	0	0	0	0	konsep
draw	0	0	0	0	0	0	0	0	0	0	nggambar
drawback	0	0	0	0	0	1	0	0	0	0	kekurangane
drawer	0	0	0	0	0	0	0	0	0	0	laci
drawers	0	0	0	0	0	0	0	0	0	0	laci
drawing	0	0	0	0	0	0	0	0	0	0	nggambar
dread	0	1	0	1	0	1	0	0	0	0	ngeri
dreadful	1	1	1	1	0	1	0	1	0	0	ngeri
dreadfully	0	0	1	1	0	1	0	1	1	0	ngeri
dream	0	0	0	0	0	0	0	0	0	0	ngimpi
dreamer	0	0	0	0	0	0	0	0	0	0	wong ngimpi
dreaming	0	0	0	0	0	0	0	0	0	0	ngalamun
dreamy	0	0	0	0	0	0	0	0	0	0	ngalamun
dreary	0	0	0	0	0	1	0	1	0	0	sumelang
dredge	0	0	0	0	0	0	0	0	0	0	ngeruk
drenched	0	0	0	0	0	0	0	0	0	0	udan deres
dresser	0	0	0	0	0	0	0	0	0	0	lemari
dribble	0	0	0	0	0	0	0	0	0	0	dribble
dried	0	0	0	0	0	0	0	0	0	0	garing
drier	0	0	0	0	0	0	0	0	0	0	luwih garing
drift	0	0	0	0	0	0	0	0	0	0	mabur
drifted	0	0	0	0	0	0	0	0	0	0	hanyut
drill	0	0	0	0	0	0	0	0	0	0	pengeboran
drink	0	0	0	0	0	0	0	0	0	0	ngombe
drinking	0	0	0	0	0	1	0	0	0	0	ngombé
drip	0	0	0	0	0	0	0	0	0	0	netes
dripping	0	0	0	0	0	0	0	0	0	0	netes
drivel	0	0	1	0	0	1	0	0	0	0	drivel
driver	0	0	0	0	0	0	0	0	0	0	sopir
driveway	0	0	0	0	0	0	0	0	0	0	dalan mlebu
drizzle	0	0	0	0	0	0	0	0	0	0	gerimis
droll	0	0	0	0	0	0	0	0	0	0	dolanan
drone	0	0	0	0	0	1	0	0	0	0	drone
drool	0	0	1	0	0	0	0	0	0	0	nglirik
drooping	0	0	0	0	0	1	0	0	0	0	klelep
drop	0	0	0	0	0	0	0	0	0	0	nyelehake
droplet	0	0	0	0	0	0	0	0	0	0	tetesan
drought	0	0	0	0	0	1	0	0	0	0	kekeringan
drove	0	0	0	0	0	0	0	0	0	0	nyopir
drown	0	0	0	1	0	1	0	1	0	0	klelep
drowsiness	0	0	0	0	0	1	0	0	0	0	ngantuk
drowsy	0	0	0	0	0	0	0	0	0	0	ngantuk
drudgery	0	0	0	0	0	1	0	0	0	0	kesusahan
drug	0	0	0	0	0	0	0	0	0	0	tamba
drugged	0	0	0	0	0	0	0	1	0	0	narkotika
drugstore	0	0	0	0	0	0	0	0	0	0	toko obat
druid	0	0	0	0	0	0	0	0	0	0	druid
drum	0	0	0	0	0	0	0	0	0	0	drum
drummer	0	0	0	0	0	0	0	0	0	0	tukang drum
drumming	0	0	0	0	0	0	0	0	0	0	drumming
drunken	0	0	1	0	0	1	0	0	0	0	mendem
drunkenness	0	0	0	0	0	1	0	0	0	0	mabuk-mabukan
dry	0	0	0	0	0	0	0	0	0	0	garing
dryness	0	0	0	0	0	0	0	0	0	0	kekeringan
dual	0	0	0	0	0	0	0	0	0	0	dwi
dualism	0	0	0	0	0	0	0	0	0	0	dualisme
duality	0	0	0	0	0	0	0	0	0	0	dualisme
dub	0	0	0	0	0	0	0	0	0	0	dub
dubious	0	0	0	1	0	1	0	0	0	1	mangu-mangu
ducking	0	0	0	0	0	0	0	0	0	0	ngentut
duct	0	0	0	0	0	0	0	0	0	0	pipa
ductile	0	0	0	0	0	0	0	0	0	0	ulet
duds	0	0	0	0	0	0	0	0	0	0	dumeh
due	0	0	0	0	0	0	0	0	0	0	amarga
duel	1	1	0	1	0	0	0	0	0	0	tandhing
dues	0	0	0	0	0	0	0	0	0	0	iuran
duet	0	0	0	0	0	0	1	0	0	0	duet
dugout	0	0	0	0	0	0	0	0	0	0	umbaran
duke	0	0	0	0	0	0	1	0	0	0	Adipati
dull	0	0	0	0	0	1	0	1	0	0	kusam
dumb	0	0	0	0	0	1	0	0	0	0	goblok
dummy	0	0	0	0	0	1	0	0	0	0	goblok
dump	0	0	0	0	0	0	0	0	0	0	mbucal
dumps	1	0	0	0	0	1	0	1	0	0	mbucal
dun	0	0	0	0	0	1	0	0	0	0	dun
dune	0	0	0	0	0	0	0	0	0	0	dune
dung	0	0	1	0	0	0	0	0	0	0	dung
dungeon	0	0	0	1	0	1	0	0	0	0	guo
duo	0	0	0	0	0	0	0	0	0	0	duo
dupe	1	0	0	0	0	1	0	0	0	0	ngapusi
duplex	0	0	0	0	0	0	0	0	0	0	duplex
duplicate	0	0	0	0	0	0	0	0	0	0	duplikat
duplication	0	0	0	0	0	0	0	0	0	0	duplikasi
duplicity	1	0	0	0	0	1	0	0	0	0	duplikat
durability	0	0	0	0	0	0	1	0	0	1	kekiatan
durable	0	0	0	0	0	0	1	0	0	1	awet
duration	0	0	0	0	0	0	0	0	0	0	suwene
duress	1	0	1	1	0	1	0	1	0	0	meksa
dusk	0	0	0	0	0	0	0	0	0	0	surup
dusky	0	0	0	0	0	0	0	0	0	0	peteng ndhedhet
dust	0	0	0	0	0	1	0	0	0	0	bledug
duster	0	0	0	0	0	0	0	0	0	0	bledug
dusty	0	0	0	0	0	0	0	0	0	0	bledug
dutiful	0	1	0	0	0	0	1	0	0	1	manut
dwarf	0	0	0	0	0	0	0	0	0	0	kurcaci
dwarfed	0	0	0	1	0	1	0	1	0	0	dwarfed
dwell	0	0	0	0	0	0	0	0	0	0	manggon
dweller	0	0	0	0	0	0	0	0	0	0	pendhudhuk
dwelling	0	0	0	0	0	0	0	0	0	0	omah
dye	0	0	0	0	0	0	0	0	0	0	pewarna
dying	1	0	1	1	0	1	0	1	0	0	sekarat
dyke	0	0	0	0	0	0	0	0	0	0	tanggul
dynamic	0	0	0	0	0	0	0	0	1	0	dinamis
dynamical	0	0	0	0	0	0	0	0	0	0	dinamis
dynamics	0	0	0	0	0	0	0	0	0	0	dinamika
dynamite	0	0	0	0	0	0	0	0	0	0	dinamit
dynasty	0	0	0	0	0	0	0	0	0	0	dinasti
dysentery	0	0	1	0	0	1	0	1	0	0	disentri
dyspepsia	0	0	0	0	0	0	0	0	0	0	dyspepsia
eager	0	1	0	0	1	0	1	0	1	1	semangat
eagerness	0	1	0	0	1	0	1	0	0	1	eagerness
eagle	0	0	0	0	0	0	0	0	0	1	garudha
ear	0	0	0	0	0	0	0	0	0	0	kuping
earl	0	0	0	0	0	0	1	0	0	0	earl
earlier	0	0	0	0	0	0	0	0	0	0	sadurungé
early	0	0	0	0	0	0	0	0	0	0	awal
earn	0	0	0	0	0	0	1	0	0	0	entuk
earnest	0	0	0	0	0	0	1	0	0	0	tenanan
earnestly	0	0	0	0	0	0	1	0	0	0	kanthi tenanan
earnestness	0	0	0	0	0	0	1	0	0	0	kesungguhan
earnings	0	0	0	0	0	0	0	0	0	0	pangentukan
earring	0	0	0	0	0	0	0	0	0	0	suweng
earshot	0	0	0	0	0	0	0	0	0	0	kuping
earth	0	0	0	0	0	0	0	0	0	0	bumi
earthenware	0	0	0	0	0	0	0	0	0	0	gerabah
earthly	0	0	0	0	0	0	0	0	0	0	kadonyan
earthquake	1	0	0	1	0	1	0	1	1	0	lindhu
earthy	0	0	0	0	0	0	0	0	0	0	kadonyan
ease	0	0	0	0	0	0	1	0	0	0	nggampangake
easel	0	0	0	0	0	0	0	0	0	0	easel
easement	0	0	0	0	0	0	1	0	0	0	easement
easily	0	0	0	0	0	0	0	0	0	0	gampang
easy	0	0	0	0	0	0	0	0	0	0	gampang
easygoing	0	0	0	0	0	0	1	0	0	0	gampil
eat	0	0	0	0	0	0	1	0	0	0	mangan
eating	0	0	0	0	0	0	0	0	0	0	mangan
eavesdropping	0	0	0	0	0	1	0	0	0	0	nguping
ebb	0	0	0	0	0	0	0	0	0	0	surut
ebony	0	0	0	0	0	0	0	0	0	0	kayu eboni
eccentric	0	0	0	0	0	0	0	0	0	0	eksentrik
eccentricity	0	0	0	0	0	0	0	0	0	0	eksentrisitas
ecclesiastical	0	0	0	0	0	0	0	0	0	0	eklesiastik
echo	0	0	0	0	0	0	0	0	0	0	kumandhang
eclectic	0	0	0	0	0	0	0	0	0	0	eklektik
eclipse	0	0	0	0	0	0	0	0	0	0	grahana
ecliptic	0	0	0	0	0	0	0	0	0	0	ekliptika
economical	0	0	0	0	0	0	0	0	0	0	ekonomi
economics	0	0	0	0	0	0	0	0	0	0	ekonomi
economy	0	0	0	0	0	0	0	0	0	1	ekonomi
ecstasy	0	1	0	0	1	0	1	0	0	0	ekstasi
ecstatic	0	1	0	0	1	0	1	0	1	0	bungah banget
ecumenical	0	0	0	0	0	0	0	0	0	0	ekumenis
eddy	0	0	0	0	0	0	0	0	0	0	eddy
edge	0	0	0	0	0	0	0	0	0	0	pinggiran
edging	0	0	0	0	0	0	0	0	0	0	edging
edible	0	0	0	0	0	0	0	0	0	0	bisa dipangan
edict	0	0	0	1	0	1	0	0	0	0	dhawuh
edification	0	1	0	0	1	0	1	0	0	1	mbangun
edifice	0	0	0	0	0	0	0	0	0	0	bangunan
edit	0	0	0	0	0	0	0	0	0	0	nyunting
edition	0	1	0	0	0	0	0	0	0	0	edisi
editor	0	0	0	0	0	0	0	0	0	0	editor
editorial	0	0	0	0	0	0	0	0	0	0	editorial
educate	0	0	0	0	0	0	1	0	0	0	ngajari
educated	0	0	0	0	0	0	1	0	0	0	educated
education	0	0	0	0	0	0	0	0	0	0	pendidikan
educational	0	0	0	0	0	0	1	0	0	1	pendidikan
eel	0	0	0	1	0	0	0	0	0	0	welut
effect	0	0	0	0	0	0	0	0	0	0	efek
effective	0	0	0	0	0	0	1	0	0	1	efektif
effects	0	0	0	0	0	0	0	0	0	0	efek
effectual	0	0	0	0	0	0	0	0	0	0	mujarab
effectually	0	0	0	0	0	0	0	0	0	0	kanthi efektif
effectuate	0	0	0	0	0	0	0	0	0	0	mujudake
effeminate	0	0	0	0	0	1	0	0	0	0	efeminate
efficacious	0	0	0	0	0	0	0	0	0	0	mujarab
efficacy	0	0	0	0	0	0	1	0	0	0	khasiat
efficiency	0	0	0	0	0	0	1	0	0	0	efisiensi
efficient	0	1	0	0	0	0	1	0	0	1	efisien
effigy	1	0	0	0	0	0	0	0	0	0	effigy
effort	0	0	0	0	0	0	1	0	0	0	gaweyan
effusion	0	0	0	0	0	0	0	0	0	0	efusi
egg	0	0	0	0	0	0	0	0	0	0	endhog
ego	0	0	0	0	0	0	0	0	0	0	ego
egotistical	0	0	1	0	0	1	0	0	0	0	egois
egregious	1	0	1	0	0	1	0	0	0	0	ngeri
egress	0	0	0	0	0	0	0	0	0	0	metu
eighth	0	0	0	0	0	0	0	0	0	0	kaping wolu
eighty	0	0	0	0	0	0	0	0	0	0	wolung puluh
ejaculate	0	0	0	0	0	0	0	0	0	0	ejakulasi
ejaculation	0	1	0	0	1	0	1	0	1	1	ejakulasi
eject	0	0	0	0	0	1	0	0	0	0	ngetokake
ejection	0	0	0	0	0	1	0	0	0	0	ejeksi
elaborate	0	0	0	0	0	0	0	0	0	0	njlimet
elaboration	0	0	0	0	0	0	1	0	0	0	elaborasi
elan	0	0	0	0	0	0	0	0	0	0	elan
elapse	0	0	0	0	0	0	0	0	0	0	liwati
elapsed	0	0	0	0	0	0	0	0	0	0	liwati
elastic	0	0	0	0	0	0	0	0	0	0	elastis
elasticity	0	0	0	0	0	0	0	0	0	0	elastisitas
elated	0	0	0	0	1	0	1	0	0	0	bungah-bungah
elbow	1	0	0	0	0	0	0	0	0	0	siku
eld	0	0	0	0	0	0	0	0	0	0	eld
elder	0	0	0	0	0	0	1	0	0	1	wong tuwa
elders	0	0	0	0	0	0	1	0	0	1	wong tuwa
eldest	0	0	0	0	0	0	0	0	0	0	mbarep
elect	0	0	0	0	0	0	1	0	0	1	milih
election	0	0	0	0	0	0	0	0	0	0	pemilihan
elector	0	0	0	0	0	0	0	0	0	0	pamilih
electorate	0	0	0	0	0	0	0	0	0	1	pemilih
electric	0	0	0	0	1	0	1	0	1	0	listrik
electricity	0	0	0	0	0	0	1	0	0	0	listrik
elegance	0	1	0	0	1	0	1	0	0	1	keanggunan
elegant	0	0	0	0	1	0	1	0	0	0	elegan
element	0	0	0	0	0	0	0	0	0	0	unsur
elementary	0	0	0	0	0	0	0	0	0	0	dhasar
elements	0	0	0	0	0	0	0	0	0	0	unsur
elephant	0	0	0	0	0	0	0	0	0	0	gajah
elevate	0	0	0	0	0	0	0	0	0	0	ngunggahake
elevation	0	1	0	1	1	0	1	0	0	1	elevasi
