English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Armenian Word
busted	1	0	0	1	0	1	0	0	0	0	քանդված
bustle	0	0	0	0	0	0	0	0	0	0	եռուզեռ
bustling	0	0	0	0	0	0	0	0	0	0	աշխույժ
busy	0	0	0	0	0	0	0	0	0	0	զբաղված
butane	0	0	0	0	0	0	0	0	0	0	բութան
butcher	1	0	1	1	0	1	0	0	0	0	մսագործ
butler	0	0	0	0	0	0	1	0	0	1	սպասավոր
butt	0	0	0	0	0	1	0	0	0	0	հետույք
butter	0	0	0	0	0	0	0	0	0	0	կարագ
butterfly	0	0	0	0	0	0	0	0	0	0	թիթեռ
buttery	0	0	0	0	0	0	1	0	0	0	կարագային
buttock	0	0	0	0	0	0	0	0	0	0	հետույք
button	0	0	0	0	0	0	0	0	0	0	կոճակը
buttress	0	0	0	0	0	0	0	0	0	0	հենարան
buxom	0	0	0	0	0	0	1	0	0	0	բուքսոմ
buy	0	0	0	0	0	0	0	0	0	0	գնել
buyer	0	0	0	0	0	0	0	0	0	0	գնորդ
buying	0	0	0	0	0	0	0	0	0	0	գնելով
buzz	0	1	0	1	0	0	1	0	0	0	բզզոց
buzzed	0	0	0	0	0	1	0	0	0	0	բզզաց
buzzer	0	0	0	0	0	0	0	0	0	0	բզզոց
bye	0	1	0	0	0	0	0	0	0	0	ցտեսություն
bygone	0	0	0	0	0	0	0	0	0	0	անցած
bylaw	0	0	0	0	0	0	0	0	0	1	ենթաօրենսդրական ակտ
bystander	0	0	0	0	0	0	0	0	0	0	անցորդ
byte	0	0	0	0	0	0	0	0	0	0	բայթ
cab	0	0	0	0	0	0	1	0	0	0	Տաքսի
cabal	0	0	0	1	0	1	0	0	0	0	կաբալ
cabbage	0	0	0	0	0	0	0	0	0	0	կաղամբ
cabin	0	0	0	0	0	0	0	0	0	0	տնակ
cabinet	0	0	0	0	0	0	1	0	0	1	կաբինետ
cable	0	0	0	0	0	0	0	0	1	0	մալուխ
cabriolet	0	0	0	0	0	0	0	0	0	0	կաբրիոլետ
cache	0	0	0	0	0	0	0	0	0	0	քեշ
cacophony	1	0	1	0	0	1	0	0	0	0	կակոֆոնիա
cad	1	0	1	0	0	1	0	0	0	0	կադ
cadaver	0	0	1	1	0	1	0	1	1	0	դիակ
caddy	0	0	0	0	0	0	0	0	0	0	կադդի
cadence	0	0	0	0	0	0	0	0	0	0	կադանս
cadet	0	0	0	0	0	0	0	0	0	0	կուրսանտ
cafe	0	0	0	0	0	0	1	0	0	0	սրճարան
cage	0	0	0	0	0	1	0	1	0	0	վանդակ
cairn	0	0	0	0	0	0	0	0	0	0	եղջյուր
cake	0	0	0	0	0	0	0	0	0	0	տորթ
calamity	0	0	0	0	0	0	0	1	0	0	աղետ
calcareous	0	0	0	0	0	0	0	0	0	0	կրային
calculate	0	0	0	0	0	0	0	0	0	0	հաշվարկել
calculated	0	0	0	0	0	0	0	0	0	0	հաշվարկված
calculating	0	0	0	0	0	1	0	0	0	0	հաշվարկելով
calculation	0	1	0	0	0	0	0	0	0	0	հաշվարկ
calculator	0	0	0	0	0	0	1	0	0	1	հաշվիչ
calculus	0	0	0	0	0	0	0	0	0	0	հաշվարկ
calendar	0	0	0	0	0	0	0	0	0	0	օրացույց
calender	0	0	0	0	0	0	0	0	0	0	օրացույց
calf	0	0	0	0	1	0	1	0	0	1	հորթ
caliber	0	0	0	0	0	0	0	0	0	0	տրամաչափ
calibrate	0	0	0	0	0	0	0	0	0	0	չափաբերել
calico	0	0	0	0	0	0	0	0	0	0	կալիկոն
calipers	0	0	0	0	0	0	0	0	0	0	տրամաչափեր
call	0	0	0	0	0	0	0	0	0	0	զանգահարել
calligraphy	0	0	0	0	0	0	0	0	0	0	գեղագրություն
calling	0	0	0	0	0	0	0	0	0	0	զանգահարելով
callous	1	0	1	0	0	1	0	0	0	0	անզգայուն
calls	0	1	0	0	0	1	0	0	0	1	զանգեր
calm	0	0	0	0	0	0	1	0	0	0	հանգիստ
calmness	0	0	0	0	0	0	0	0	0	0	հանգստություն
caloric	0	0	0	0	0	0	0	0	0	0	կալորիական
calorie	0	0	0	0	0	0	0	0	0	0	կալորիա
calorimeter	0	0	0	0	0	0	0	0	0	0	կալորիմետր
cam	0	0	0	0	0	0	0	0	0	0	տեսախցիկ
camber	0	0	0	0	0	0	0	0	0	0	կամբեր
camel	0	0	0	0	0	0	0	0	0	0	ուղտ
cameo	0	0	0	0	0	0	0	0	0	0	կամեո
cameraman	0	0	0	0	0	0	0	0	0	0	օպերատոր
camisole	0	0	0	0	0	0	0	0	0	0	երեսպատում
camouflage	0	0	0	0	0	0	0	0	1	0	քողարկում
camouflaged	0	0	0	0	0	0	0	0	1	0	քողարկված
camp	0	0	0	0	0	0	0	0	0	0	ճամբար
campaign	0	0	0	0	0	0	0	0	0	0	քարոզարշավը
campaigner	0	0	0	0	0	0	0	0	0	0	քարոզարշավի մասնակից
campaigning	1	0	0	1	0	1	0	0	0	0	քարոզչություն
campus	0	0	0	0	0	0	0	0	0	0	կամպուս
canal	0	0	0	0	0	0	0	0	0	0	ջրանցք
canary	0	0	0	0	0	0	1	0	0	0	դեղձանիկ
cancel	0	0	0	0	0	1	0	1	0	0	չեղարկել
canceling	0	0	0	0	0	0	0	0	0	0	չեղյալ հայտարարելով
cancellation	0	0	0	0	0	0	0	0	0	0	չեղարկում
cancer	1	0	1	1	0	1	0	1	0	0	քաղցկեղ
candid	0	1	0	0	1	0	1	0	1	1	անկեղծ
candidacy	0	0	0	0	0	0	0	0	0	0	թեկնածությունը
candidate	0	0	0	0	0	0	1	0	0	0	թեկնածու
candied	0	0	0	0	0	0	1	0	0	0	շողոքորթված
candle	0	0	0	0	0	0	0	0	0	0	մոմ
candlelight	0	0	0	0	0	0	0	0	0	0	մոմի լույս
candlestick	0	0	0	0	0	0	0	0	0	0	մոմակալ
candor	0	0	0	0	0	0	0	0	0	0	անկեղծություն
candy	0	0	0	0	0	0	0	0	0	0	կոնֆետ
cane	1	0	0	1	0	0	0	0	0	0	ձեռնափայտ
canine	0	0	0	0	0	0	0	0	0	0	շնային
canister	0	0	0	0	0	0	0	0	0	0	տարա
canker	1	0	1	0	0	1	0	0	0	0	քաղցկեղ
cannibal	0	0	1	1	0	1	0	0	0	0	մարդակեր
cannibalism	0	0	1	0	0	1	0	0	0	0	մարդակերություն
canning	0	0	0	0	0	0	0	0	0	0	պահածոյացում
cannon	1	0	0	1	0	1	0	0	0	0	թնդանոթ
canoe	0	0	0	0	0	0	0	0	0	0	նավակ
canon	0	0	0	0	0	0	0	0	0	0	կանոն
canonical	0	0	0	0	0	0	0	0	0	0	կանոնական
canons	0	0	0	0	0	0	0	0	0	1	կանոններ
canopy	0	0	0	0	0	0	0	0	0	0	հովանոց
canteen	0	0	0	0	0	0	0	0	0	0	ճաշարան
canterbury	0	0	0	0	0	0	0	0	0	0	Քենթերբերի
cantilever	0	0	0	0	0	0	0	0	0	0	հենարան
canto	0	0	0	0	0	0	0	0	0	0	կանտո
canton	0	0	0	0	0	0	0	0	0	0	կանտոն
canvas	0	0	0	0	0	0	0	0	0	0	կտավ
canvass	0	0	0	0	0	0	0	0	0	0	կտավ
cap	0	1	0	0	0	0	0	0	0	1	գլխարկ
capability	0	0	0	0	0	0	0	0	0	0	կարողություն
capable	0	0	0	0	0	0	0	0	0	0	ընդունակ
capacity	0	0	0	0	0	0	0	0	0	0	հզորությունը
cape	0	0	0	0	0	0	0	0	0	0	թիկնոց
caper	0	0	0	0	0	0	0	0	0	0	կապար
capillary	0	0	0	0	0	0	0	0	0	0	մազանոթ
capital	0	0	0	0	0	0	0	0	0	0	կապիտալ
capitalist	0	0	0	0	0	0	1	0	0	0	կապիտալիստական
capitals	0	0	0	0	0	0	0	0	0	0	կապիտալներ
capitation	0	0	0	0	0	0	0	0	0	0	գլխապտույտ
capitol	0	0	0	0	0	0	0	0	0	0	Կապիտոլիում
capitulation	0	0	0	0	0	0	0	0	0	0	կապիտուլյացիա
caprice	0	0	0	0	0	0	0	0	0	0	քմահաճություն
capricious	0	0	0	0	0	0	0	0	0	0	քմահաճ
caps	0	0	0	0	0	0	0	0	0	0	գլխարկներ
capsule	0	0	0	0	0	0	0	0	0	0	պարկուճ
captain	0	0	0	0	0	0	1	0	0	0	կապիտան
caption	0	0	0	0	0	0	0	0	0	0	վերնագիր
captivate	0	1	0	0	1	0	1	0	1	1	գերել
captivating	0	0	0	0	0	0	1	0	0	0	գրավիչ
captive	0	0	0	1	0	1	0	1	0	0	գերի
captivity	0	0	0	0	0	1	0	1	0	0	գերություն
captor	0	0	0	1	0	1	0	0	0	0	գերեվարող
capture	0	0	0	0	0	1	0	0	0	0	գրավել
car	0	0	0	0	0	0	0	0	0	0	մեքենա
caramel	0	0	0	0	0	0	0	0	0	0	կարամել
carat	0	0	0	0	0	0	0	0	0	0	կարատ
caravan	0	0	0	0	0	0	0	0	0	0	քարավան
carbon	0	0	0	0	0	0	0	0	0	0	Ածխածին
carcass	0	0	1	1	0	1	0	1	0	0	դիակ
carcinoma	0	0	0	1	0	1	0	1	0	0	կարցինոմա
card	0	0	0	0	0	0	0	0	0	0	քարտ
cardigan	0	0	0	0	0	0	0	0	0	0	կարդիգան
cardinal	0	0	0	0	0	0	0	0	0	0	կարդինալ
cardiomyopathy	0	0	0	1	0	1	0	1	0	0	կարդիոմիոպաթիա
cards	0	0	0	0	0	0	0	0	0	0	քարտեր
care	0	0	0	0	0	0	0	0	0	0	խնամք
career	0	1	0	0	0	0	1	0	0	0	կարիերա
careful	0	0	0	0	0	0	1	0	0	0	զգույշ
carefully	0	0	0	0	0	0	1	0	0	0	ուշադիր
carelessness	1	0	1	0	0	1	0	0	0	0	անզգուշություն
caress	0	0	0	0	0	0	1	0	0	0	շոյել
caret	0	0	0	0	0	0	0	0	0	0	կարետ
caretaker	0	0	0	0	0	0	1	0	0	1	խնամակալ
cargo	0	0	0	0	0	0	0	0	0	0	բեռներ
caribou	0	0	0	0	0	0	0	0	0	0	կարիբու
caricature	0	0	0	0	0	1	0	0	0	0	ծաղրանկար
caries	0	0	1	0	0	1	0	0	0	0	կարիես
carnage	1	0	1	1	0	1	0	1	1	0	կոտորած
carnal	0	0	0	0	0	1	0	0	0	0	մարմնական
carnation	0	0	0	0	0	0	0	0	0	0	մեխակ
carnivorous	0	0	0	1	0	1	0	0	0	0	մսակեր
carol	0	0	0	0	1	0	1	0	0	1	երգը
carousel	0	0	0	0	0	0	0	0	0	0	կարուսել
carpenter	0	0	0	0	0	0	0	0	0	0	ատաղձագործ
carriage	0	0	0	0	0	0	0	0	0	0	վագոն
carried	0	0	0	0	0	0	0	0	0	0	իրականացվել է
carrier	0	0	0	0	0	0	0	0	0	0	կրող
carry	0	0	0	0	0	0	0	0	0	0	կրել
carrying	0	0	0	0	0	0	0	0	0	0	կրելը
cart	0	0	0	0	0	0	0	0	0	0	սայլ
cartel	0	0	0	0	0	1	0	0	0	0	կարտել
carter	0	0	0	0	0	0	0	0	0	0	Քարթերը
cartilage	0	0	0	0	0	0	0	0	0	0	աճառ
cartographic	0	0	0	0	0	0	0	0	0	0	քարտեզագրական
cartography	0	0	0	0	0	0	0	0	0	0	քարտեզագրություն
cartoon	0	0	0	0	0	0	0	0	0	0	մուլտֆիլմ
cartouche	0	0	0	0	0	0	0	0	0	0	կարթուշ
cartridge	0	0	0	1	0	0	0	0	0	0	Քարթրիջ
carve	0	0	0	0	0	0	0	0	0	0	քանդակել
carver	0	0	0	0	0	0	0	0	0	0	փորագրող
carving	0	0	0	0	0	0	0	0	0	0	փորագրություն
cascade	0	0	0	0	0	0	1	0	0	0	կասկադ
case	0	0	0	1	0	1	0	1	0	0	գործ
casein	0	0	0	0	0	0	0	0	0	0	կազեին
cash	1	1	0	1	1	0	1	0	0	1	կանխիկ
cashier	0	0	0	0	0	0	0	0	0	1	գանձապահ
cashmere	0	0	0	0	0	0	0	0	0	0	քաշմիր
casing	0	0	0	0	0	0	0	0	0	0	պատյան
casino	0	0	0	0	0	0	0	0	0	0	խաղատուն
cask	0	0	0	0	0	0	0	0	0	0	տակառ
casket	0	0	0	1	0	1	0	1	0	0	դագաղ
cast	0	0	0	0	0	0	0	0	0	0	գցել
caste	0	0	0	0	0	1	0	0	0	0	կաստա
caster	0	0	0	0	0	0	0	0	0	0	ձուլակտոր
castle	0	0	0	0	0	0	0	0	0	0	ամրոց
castor	0	0	0	0	0	0	0	0	0	0	գերչակի
casual	0	0	0	0	0	0	0	0	0	0	պատահական
casually	0	0	0	0	0	0	0	0	0	0	պատահաբար
casualty	1	0	0	1	0	1	0	1	0	0	դժբախտ պատահար
cat	0	0	0	0	0	0	0	0	0	0	կատու
catabolism	0	0	0	0	0	0	0	0	0	0	կատաբոլիզմ
catalog	0	0	0	0	0	0	0	0	0	0	կատալոգ
catalogue	0	0	0	0	0	0	0	0	0	0	կատալոգ
catalysis	0	0	0	0	0	0	0	0	0	0	կատալիզ
catalytic	0	0	0	0	0	0	0	0	0	0	կատալիտիկ
catamaran	0	0	0	0	0	0	0	0	0	0	կատամարան
catapult	0	0	0	0	0	0	0	0	0	0	քարաձիգ
cataract	0	1	0	1	0	1	0	1	0	0	կատարակտ
catastrophe	1	0	1	1	0	1	0	1	1	0	աղետ
catch	0	0	0	0	0	0	0	0	1	0	բռնել
catching	0	0	0	0	0	0	0	0	0	0	բռնում
catechism	0	0	1	0	0	0	0	0	0	0	կատեխիզիս
categorical	0	0	0	0	0	0	1	0	0	0	կատեգորիկ
category	0	0	0	0	0	0	0	0	0	0	կատեգորիա
cater	0	0	0	0	0	0	1	0	0	0	սպասարկել
caterer	0	0	0	0	0	0	0	0	0	0	սննդի մատակարար
caterpillar	0	0	0	0	0	0	0	0	0	0	թրթուր
cates	0	0	0	0	0	0	0	0	0	0	cates
cathartic	0	0	0	0	0	0	1	0	0	0	կատարական
cathedral	0	0	0	0	1	0	1	0	0	1	տաճար
catheter	0	0	0	0	0	1	0	0	0	0	կաթետեր
catnip	0	0	0	0	0	0	0	0	0	0	կատվախոտ
cattle	0	0	0	0	0	0	0	0	0	0	խոշոր եղջերավոր անասուններ
caucus	0	0	0	0	0	0	0	0	0	0	կուս
caudal	0	0	0	0	0	0	0	0	0	0	պոչային
caulk	0	0	0	0	0	0	0	0	0	0	ծածկել
causal	0	0	0	0	0	0	0	0	0	0	պատճառահետևանքային
causality	0	0	0	0	0	0	0	0	0	0	պատճառականություն
causation	0	0	0	0	0	0	0	0	0	0	պատճառականություն
caused	0	0	0	0	0	0	0	0	0	0	առաջացրել է
causeway	0	0	0	0	0	0	0	0	0	0	միջանցք
caution	1	1	0	1	0	1	0	0	0	0	զգուշություն
cautionary	0	0	0	1	0	0	0	0	0	0	զգուշացնող
cautious	0	1	0	1	0	0	1	0	0	1	զգուշավոր
cautiously	0	0	0	1	0	0	1	0	0	0	զգուշությամբ
cavalry	0	0	0	0	0	0	0	0	0	0	հեծելազոր
cave	0	0	0	0	0	0	0	0	0	0	քարանձավ
caveat	0	0	0	0	0	0	0	0	0	0	նախազգուշացում
cavern	0	0	0	0	0	0	0	0	0	0	քարանձավ
cavernous	0	0	0	0	0	0	0	0	0	0	քարանձավային
cavity	0	0	0	0	0	0	0	0	0	0	խոռոչ
cayenne	0	0	0	0	0	0	0	0	0	0	կայեն
cease	0	0	0	0	0	0	0	0	0	0	դադարեցնել
ceaseless	0	0	0	0	0	0	0	0	0	0	անդադար
cede	0	0	0	0	0	1	0	0	0	0	զիջել
ceiling	0	0	0	0	0	0	0	0	0	0	առաստաղ
celebrant	0	0	0	0	0	0	0	0	0	0	հանդիսավոր
celebrated	0	1	0	0	1	0	1	0	0	0	նշվում է
celebrating	0	1	0	0	1	0	1	0	0	0	տոնելով
celebration	0	1	0	0	1	0	1	0	1	1	տոնակատարություն
celebrity	1	1	1	0	1	1	1	0	1	1	հայտնիություն
celestial	0	1	0	0	1	0	1	0	0	0	երկնային
celibacy	0	0	0	0	0	0	0	0	0	0	ամուրիություն
cell	0	0	0	0	0	0	0	0	0	0	բջիջ
cellar	0	0	0	0	0	0	0	0	0	0	նկուղ
cellular	0	0	0	0	0	0	0	0	0	0	բջջային
celluloid	0	0	0	0	0	0	0	0	0	0	ցելյուլոիդ
cement	0	1	0	0	0	0	0	0	0	1	ցեմենտ
cemented	0	0	0	0	0	0	0	0	0	0	ցեմենտացված
cemetery	0	0	0	1	0	1	0	1	0	0	գերեզմանատուն
censor	1	0	1	1	0	1	0	0	0	1	գրաքննություն
censure	0	0	0	0	0	1	0	0	0	0	քննադատություն
census	0	0	0	0	0	0	0	0	0	0	մարդահամար
cent	0	0	0	0	0	0	0	0	0	0	ցենտ
centenary	0	0	0	0	0	0	0	0	0	0	հարյուրամյակ
centennial	0	0	0	0	0	0	0	0	0	0	հարյուրամյակ
center	0	0	0	0	0	0	1	0	0	1	կենտրոն
centimeter	0	0	0	0	0	0	0	0	0	0	սանտիմետր
central	0	0	0	0	0	0	0	0	0	0	կենտրոնական
centrality	0	0	0	0	0	0	0	0	0	0	կենտրոնականություն
centralization	0	0	0	0	0	0	0	0	0	0	կենտրոնացում
centralize	0	0	0	0	0	0	0	0	0	0	կենտրոնացնել
centrally	0	0	0	0	0	0	0	0	0	0	կենտրոնացված
centrifugal	0	0	0	0	0	0	0	0	0	0	կենտրոնախույս
centrifuge	0	0	0	0	0	0	0	0	0	0	ցենտրիֆուգ
centurion	0	0	0	0	0	0	1	0	0	0	հարյուրապետ
century	0	0	0	0	0	0	0	0	0	0	դարում
ceramics	0	0	0	0	0	0	0	0	0	0	կերամիկա
cereal	0	0	0	0	0	0	0	0	0	0	հացահատիկային
cereals	0	0	0	0	0	0	0	0	0	0	հացահատիկային
cerebral	0	0	0	0	0	0	1	0	0	0	ուղեղային
ceremonial	0	0	0	0	0	0	0	0	0	0	ծիսական
ceremony	0	0	0	0	1	0	1	0	1	0	արարողություն
certainty	0	0	0	0	0	0	1	0	0	0	որոշակիություն
certificate	0	0	0	0	0	0	0	0	0	0	ատեստատ
certify	0	0	0	0	0	0	0	0	0	1	վավերացնել
cess	0	0	1	0	0	1	0	0	0	0	դադար
cessation	0	0	0	0	0	1	0	0	0	0	դադարեցում
chaff	1	0	0	1	0	1	0	0	0	0	հարդ
chafing	0	0	0	0	0	1	0	0	0	0	քայքայումը
chagrin	0	0	1	0	0	1	0	1	0	0	վրդովմունք
chain	0	0	0	0	0	0	0	0	0	0	շղթա
chair	0	0	0	0	0	0	0	0	0	0	Աթոռ
chairman	0	0	0	0	0	0	1	0	0	1	նախագահող
chairperson	0	0	0	0	0	0	0	0	0	0	ատենապետ
chairwoman	0	0	0	0	0	0	1	0	0	1	ատենապետուհի
chaise	0	0	0	0	0	0	0	0	0	0	բազկաթոռ
chalet	0	0	0	0	0	0	0	0	0	0	շալետ
chalice	0	0	0	0	0	0	0	0	0	0	բաժակ
chalk	0	0	0	0	0	0	0	0	0	0	կավիճ
challenge	1	0	0	1	0	1	0	0	0	0	մարտահրավեր
chamber	0	0	0	0	0	0	0	0	0	0	պալատ
chambers	0	0	0	0	0	0	0	0	0	0	խցիկներ
chameleon	0	0	0	0	0	0	0	0	0	0	քամելեոն
champagne	0	0	0	0	0	0	0	0	0	0	շամպայն
champion	0	1	0	0	1	0	1	0	0	1	չեմպիոն
chance	0	0	0	0	0	0	0	0	1	0	հնարավորություն
chancellor	0	0	0	0	0	0	0	0	0	1	կանցլեր
chandelier	0	0	0	0	0	0	0	0	0	0	ջահ
chandler	0	0	0	0	0	0	0	0	0	0	Չենդլեր
change	0	0	0	1	0	0	0	0	0	0	փոփոխություն
changeable	0	1	0	0	0	0	0	0	1	0	փոփոխական
changed	0	0	0	0	0	0	0	0	0	0	փոխվել է
changer	0	0	0	0	0	0	0	0	0	0	փոխարկիչ
changing	0	0	0	0	0	0	0	0	0	0	փոփոխվող
channel	0	0	0	0	0	0	0	0	0	0	ալիք
chant	1	1	0	0	1	0	1	0	1	0	երգել
chaos	1	0	0	1	0	1	0	1	0	0	քաոս
chaotic	1	0	0	0	0	1	0	0	0	0	քաոսային
chap	0	0	0	0	0	0	0	0	0	0	գլ
chapel	0	0	0	0	0	0	0	0	0	0	մատուռ
chaplain	0	0	0	0	0	0	0	0	0	1	հոգեւորական
chapman	0	0	0	0	0	0	0	0	0	0	շապմեն
chaps	0	0	0	0	0	0	0	0	0	0	գլուխներ
chapter	0	0	0	0	0	0	0	0	0	0	գլուխ
char	0	0	0	0	0	0	0	0	0	0	նիշ
character	0	0	0	0	0	0	0	0	0	0	բնավորություն
characteristic	0	0	0	0	0	0	0	0	0	0	բնորոշիչ
characterize	0	0	0	0	0	0	0	0	0	0	բնութագրել
charade	0	0	0	0	0	1	0	0	0	0	շարադ
charcoal	0	0	0	0	0	0	0	0	0	0	փայտածուխ
charge	0	0	0	0	0	0	0	0	0	0	գանձել
chargeable	0	0	0	1	0	1	0	1	0	0	վճարովի
charger	0	0	0	0	0	0	1	0	0	0	լիցքավորիչ
chariot	0	0	0	0	0	0	0	0	0	0	կառք
charitable	0	1	0	0	1	0	1	0	0	1	բարեգործական
charity	0	0	0	0	1	0	1	0	0	0	բարեգործություն
charm	0	0	0	0	0	0	1	0	0	0	հմայքը
charmed	0	0	0	0	1	1	1	0	0	0	հմայված
charmer	0	0	0	0	0	0	0	0	0	0	հմայիչ
charming	0	0	0	0	0	0	1	0	0	0	հմայիչ
chart	0	0	0	0	0	0	0	0	0	1	գծապատկեր
charter	0	0	0	0	0	0	0	0	0	0	կանոնադրություն
chartered	0	0	0	0	0	0	0	0	0	0	վարձակալված
chase	0	0	0	0	0	1	0	0	0	0	հետապնդել
chasm	0	0	0	1	0	0	0	0	0	0	անդունդ
chastisement	0	0	0	0	0	1	0	0	0	0	պատիժ
chastity	0	1	0	0	0	0	1	0	0	1	մաքրաբարոյություն
chat	0	0	0	0	0	0	0	0	0	0	զրուցել
chateau	0	0	0	0	0	0	0	0	0	0	դղյակ
chatter	0	0	0	0	0	0	0	0	0	0	շաղակրատել
chattering	0	0	0	0	0	0	1	0	0	0	շաղակրատելով
chatty	0	0	0	0	0	1	0	0	0	0	շատախոս
chauffeur	0	0	0	0	0	0	0	0	0	0	վարորդ
cheap	0	0	0	0	0	1	0	0	0	0	էժան
cheat	1	0	1	0	0	1	0	0	0	0	խաբել
check	0	0	0	0	0	0	0	0	0	0	ստուգել
checker	0	0	0	0	0	0	0	0	0	0	շաշկի
checkered	0	0	0	0	0	0	0	0	0	0	վանդակավոր
checkers	0	0	0	0	0	0	0	0	0	0	շաշկի
checklist	0	0	0	0	0	0	1	0	0	1	ստուգաթերթ
cheek	0	0	0	0	0	0	0	0	0	0	այտ
cheeks	0	0	0	0	0	0	0	0	0	0	այտերը
cheep	0	0	0	0	0	0	0	0	0	0	էժան
cheer	0	1	0	0	1	0	1	0	1	1	ուրախանալ
cheerful	0	0	0	0	1	0	1	0	1	0	ուրախ
cheerfulness	0	1	0	0	1	0	1	0	0	1	կենսուրախություն
cheering	0	0	0	0	1	0	1	0	0	0	ուրախանալով
cheery	0	1	0	0	1	0	1	0	0	0	ուրախ
cheesecake	0	0	0	0	0	1	0	0	0	0	շոռակարկանդակ
cheetah	0	0	0	0	0	0	0	0	0	0	չիտա
chemise	0	0	0	0	0	0	0	0	0	0	քիմիզ
chemist	0	0	0	0	0	0	1	0	0	1	քիմիկոս
chemistry	0	0	0	0	0	0	0	0	0	0	քիմիա
cheque	0	0	0	0	0	0	0	0	0	0	ստուգել
cherish	0	1	0	0	1	0	1	0	1	1	փայփայել
cherry	0	0	0	0	0	0	1	0	0	0	բալ
chess	0	0	0	0	0	0	0	0	0	0	շախմատ
chest	0	0	0	0	0	0	0	0	0	0	կրծքավանդակը
chestnut	0	0	0	0	0	0	0	0	0	0	շագանակ
chevron	0	0	0	0	0	0	0	0	0	0	շեվրոն
chew	0	0	0	0	0	0	0	0	0	0	ծամել
chic	0	0	0	0	0	0	0	0	0	0	ձեվավոր
chicane	0	1	0	0	0	1	0	0	1	1	շիկեն
chicken	0	0	0	1	0	0	0	0	0	0	հավ
chief	0	0	0	0	0	0	0	0	0	0	պետ
chiefly	0	0	0	0	0	0	0	0	0	0	գլխավորապես
chieftain	0	0	0	0	0	0	1	0	0	0	պետ
child	0	1	0	0	1	0	1	0	0	0	երեխա
childbirth	0	0	0	0	0	0	0	0	0	0	ծննդաբերություն
childhood	0	0	0	0	1	0	1	0	0	0	մանկություն
childish	0	0	0	0	0	1	0	0	0	0	մանկական
chill	0	0	0	0	0	0	0	0	0	0	սառչել
chilly	0	0	0	0	0	1	0	0	0	0	ցուրտ
chime	0	0	0	0	0	0	0	0	0	0	զանգ
chimera	0	0	0	1	0	0	0	0	1	0	քիմերա
chimes	0	0	0	0	0	0	0	0	0	0	զանգեր
chimney	0	0	0	0	0	0	0	0	0	0	ծխնելույզ
china	0	0	0	0	0	0	0	0	0	0	Չինաստան
chine	0	0	0	0	0	0	0	0	0	0	չինական
chinook	0	0	0	0	0	0	0	0	0	0	chinook
chip	0	0	0	0	0	0	0	0	0	0	չիպ
chipping	0	0	0	0	0	0	0	0	0	0	chipping
chirp	0	0	0	0	1	0	1	0	0	0	ծլվլոց
chisel	0	0	0	0	0	0	1	0	0	0	սայր
chit	0	0	0	0	0	0	0	0	0	0	ճիտ
chivalry	0	0	0	0	0	0	1	0	0	0	ասպետություն
chloroform	0	0	0	0	0	1	0	0	0	0	քլորոֆորմ
chocolate	0	1	0	0	1	0	1	0	0	1	շոկոլադ
choice	0	0	0	0	0	0	1	0	0	0	ընտրություն
choir	0	0	0	0	1	0	1	0	0	1	երգչախումբ
choke	1	0	0	0	0	1	0	1	0	0	խեղդել
cholera	0	0	1	1	0	1	0	1	0	0	խոլերա
choose	0	0	0	0	0	0	0	0	0	0	ընտրել
choosing	0	0	0	0	0	0	0	0	0	0	ընտրելով
chop	0	0	0	0	0	1	0	0	0	0	կտրատել
chopping	0	0	0	0	0	0	0	0	0	0	կտրատում
chops	0	0	0	0	0	0	0	0	0	0	կոտլետներ
choral	0	0	0	0	1	0	1	0	0	0	երգչախմբային
chords	0	0	0	0	0	0	0	0	0	0	ակորդներ
chore	0	0	0	0	0	1	0	0	0	0	ծանր աշխատանք
chorus	0	0	0	0	0	0	1	0	0	0	երգչախումբ
chosen	0	0	0	0	0	0	1	0	0	0	ընտրված
chowder	0	0	0	0	0	0	1	0	0	0	շոգեխաշել
christening	0	0	0	0	0	0	0	0	0	0	մկրտություն
chromatic	0	0	0	0	0	0	0	0	0	0	քրոմատիկ
chromatography	0	0	0	0	0	0	0	0	0	0	քրոմատոգրաֆիա
chromosome	0	0	0	0	0	0	0	0	0	0	քրոմոսոմ
chronic	0	0	0	0	0	1	0	1	0	0	քրոնիկ
chronicle	0	0	0	0	0	0	1	0	0	1	տարեգրություն
chronograph	0	0	0	0	0	0	0	0	0	0	քրոնոգրաֆ
chronological	0	0	0	0	0	0	0	0	0	0	ժամանակագրական
chuck	0	0	0	0	0	0	0	0	0	0	չաք
chuckle	0	1	0	0	1	0	1	0	1	1	ժպտալ
chunk	0	0	0	0	0	0	0	0	0	0	կտոր
chunky	0	0	0	0	0	0	0	0	0	0	հաստլիկ
church	0	1	0	0	1	0	1	0	0	1	եկեղեցի
churchyard	0	0	0	0	0	0	0	0	0	0	եկեղեցու բակում
churn	0	0	0	0	0	0	0	0	0	0	խարխափել
chute	0	0	0	0	0	0	0	0	0	0	սահանք
chutney	0	0	0	0	0	0	0	0	0	0	chutney
ciao	0	0	0	0	0	0	0	0	0	0	ciao
cider	0	0	0	0	0	0	1	0	0	0	խնձորօղի
cigar	0	0	0	0	0	0	0	0	0	0	սիգար
