English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Romanian Word
boil	0	0	1	0	0	1	0	0	0	0	a fierbe
boiler	0	0	0	0	0	0	0	0	0	0	cazan
boilerplate	0	0	0	0	0	1	0	0	0	0	boilerplate
boiling	0	0	0	0	0	0	0	0	0	0	fierbere
boisterous	1	1	0	0	1	1	1	0	0	0	gălăgios
bold	0	0	0	0	0	0	1	0	0	0	îndrăzneţ
boldness	0	0	0	0	0	0	1	0	0	0	îndrăzneală
bolster	0	0	0	0	0	0	1	0	0	0	susţine
bolt	0	0	0	0	0	0	0	0	0	0	șurub
bolus	0	0	0	0	0	0	0	0	0	0	bolus
bomb	1	0	0	1	0	1	0	1	1	0	bombă
bombard	1	0	0	1	0	1	0	0	0	0	bombarda
bombardment	1	0	0	1	0	1	0	0	0	0	bombardament
bombed	0	0	1	0	0	1	0	0	0	0	bombardat
bomber	0	0	0	1	0	0	0	1	0	0	bombardier
bonanza	0	0	0	0	1	0	1	0	0	0	bonanza
bond	0	0	0	0	0	0	0	0	0	0	legătură
bondage	0	0	0	1	0	1	0	1	0	0	robie
bonds	0	0	0	0	0	1	0	0	0	0	obligațiuni
bone	0	0	0	0	0	0	0	0	0	0	os
boner	0	0	0	0	0	0	0	0	0	0	boner
bones	0	0	0	0	0	0	0	0	0	0	oase
bonfire	0	0	0	0	0	0	0	0	0	0	foc
bonne	0	0	0	0	0	0	1	0	0	0	bonne
bonnet	0	0	0	0	0	0	0	0	0	0	bonetă
bonus	0	1	0	0	1	0	1	0	1	0	primă
bony	0	0	0	0	0	0	0	0	0	0	osos
boo	0	0	0	0	0	1	0	0	0	0	hui
boob	0	0	0	0	0	0	0	0	0	0	sânul
booby	0	0	0	0	0	1	0	0	0	0	nebun
book	0	0	0	0	0	0	0	0	0	0	carte
bookcase	0	0	0	0	0	0	0	0	0	0	bibliotecă
booking	0	0	0	0	0	0	0	0	0	0	rezervare
bookish	0	0	0	0	0	0	1	0	0	0	livresc
bookkeeper	0	0	0	0	0	0	0	0	0	0	contabil
bookkeeping	0	0	0	0	0	0	0	0	0	0	contabilitate
booklet	0	0	0	0	0	0	0	0	0	0	broșură
books	0	0	0	0	0	0	0	0	0	0	cărți
bookseller	0	0	0	0	0	0	0	0	0	0	librar
bookshop	0	0	0	0	0	0	1	0	0	0	librărie
bookstore	0	0	0	0	0	0	0	0	0	0	librărie
bookworm	0	0	0	0	0	1	1	0	0	0	şoarece de bibliotecă
boomerang	0	1	0	0	0	0	0	0	0	1	bumerang
booming	0	0	0	0	0	0	0	0	0	0	în plină expansiune
boon	0	0	0	0	0	0	1	0	0	0	avantaj
boost	0	0	0	0	0	0	0	0	0	0	impuls
booster	0	0	0	0	0	0	0	0	0	0	rapel
boot	0	0	0	0	0	0	0	0	0	0	cizme
booth	0	0	0	0	0	0	0	0	0	0	cabină
boots	0	0	0	0	0	0	0	0	0	0	cizme
booty	0	0	0	0	0	0	0	0	0	0	pradă
booze	0	0	0	0	0	1	0	0	0	0	băutură
border	0	0	0	0	0	0	0	0	0	0	frontieră
bordering	0	0	0	0	0	0	0	0	0	0	mărginind
bore	0	0	0	0	0	1	0	0	0	0	plictisit
boreal	0	0	0	0	0	0	0	0	0	0	boreal
boredom	0	0	0	0	0	1	0	1	0	0	plictiseală
borer	0	0	0	0	0	0	0	0	0	0	forator
boring	0	0	0	0	0	1	0	0	0	0	plictisitor
borough	0	0	0	0	0	0	0	0	0	0	târg
borrow	0	0	0	0	0	0	0	0	0	0	împrumuta
borrower	0	0	0	0	0	1	0	0	0	0	debitor
bosom	0	0	0	0	0	0	0	0	0	0	sân
boss	0	0	0	0	0	0	0	0	0	0	sef
boston	0	0	0	0	0	0	0	0	0	0	Boston
botanical	0	0	0	0	0	0	0	0	0	0	botanic
botanist	0	0	0	0	0	0	0	0	0	0	botanist
botany	0	0	0	0	0	0	0	0	0	0	botanică
bother	0	0	0	0	0	1	0	0	0	0	deranja
bothering	1	0	0	0	0	1	0	1	0	0	deranjant
bottle	0	0	0	0	0	0	0	0	0	0	sticla
bottom	0	0	0	0	0	1	0	1	0	0	partea de jos
bottomless	0	0	0	1	0	0	0	0	0	0	fără fund
boulder	0	0	0	0	0	0	0	0	0	0	bolovan
bounce	0	0	0	0	0	0	0	0	0	0	sări
bound	0	0	0	0	0	1	0	0	0	0	legat
boundary	0	0	0	0	0	0	0	0	0	0	limite
boundless	0	0	0	0	0	0	0	0	0	0	fără margini
bounds	0	0	0	0	0	0	0	0	0	0	limite
bountiful	0	1	0	0	1	0	1	0	0	0	generos
bounty	0	1	0	0	1	0	1	0	0	1	recompensă
bouquet	0	0	0	0	1	0	1	0	0	1	buchet
bourgeois	0	0	0	0	0	0	0	0	0	0	burghez
bourgeoisie	0	0	0	0	0	0	0	0	0	0	burghezie
bourse	0	0	0	0	0	0	0	0	0	0	bursa
bout	1	0	0	0	0	1	0	0	0	0	pete
bovine	0	0	1	0	0	1	0	0	0	0	bovin
bowed	0	0	0	0	0	0	0	0	0	0	plecat
bowels	0	0	1	0	0	0	0	0	0	0	intestine
bowl	0	0	0	0	0	0	0	0	0	0	castron
bowls	0	0	0	0	0	0	0	0	0	0	castroane
box	0	0	0	0	0	0	0	0	0	0	cutie
boxer	0	0	0	0	0	0	0	0	0	0	boxer
boxing	1	0	0	0	0	0	0	0	0	0	box
boycott	0	0	0	0	0	1	0	0	0	0	boicota
boyhood	0	0	0	0	0	0	0	0	0	0	copilărie
boyish	0	0	0	0	0	0	0	0	0	0	băieţesc
brace	0	0	0	0	0	0	0	0	0	0	bretele
bracelet	0	0	0	0	0	0	0	0	0	0	brăţară
braces	0	0	0	0	0	0	0	0	0	0	bretele
brachial	0	0	0	0	0	0	0	0	0	0	brahial
bracket	0	0	0	0	0	0	0	0	0	0	paranteză
brackets	0	0	0	0	0	0	0	0	0	0	paranteze
brackish	0	0	0	0	0	0	0	0	0	0	salmastru
brad	0	0	0	0	0	0	0	0	0	0	Brad
brag	0	0	0	0	0	1	0	0	0	0	lauda
braid	0	0	0	0	0	0	0	0	0	0	tresă
brain	0	0	0	0	0	0	0	0	0	0	creier
brains	0	0	0	0	0	0	1	0	0	0	creier
brainstorm	0	0	0	0	0	0	0	0	0	0	brainstorming
brake	0	0	0	0	0	0	0	0	0	0	frână
bran	0	0	1	0	0	0	0	0	0	0	tărâţe
branch	0	0	0	0	0	0	0	0	0	0	ramură
branching	0	0	0	0	0	0	0	0	0	0	ramificare
brandy	0	0	0	0	0	1	0	0	0	0	coniac
brass	0	0	0	0	0	0	0	0	0	0	alamă
brat	0	0	0	0	0	0	0	0	0	0	ciugul
bravado	0	0	0	0	0	1	0	0	0	0	bravadă
bravery	0	0	0	0	0	0	1	0	0	0	vitejie
brawl	1	0	1	1	0	1	0	0	0	0	certa
brazen	1	0	0	0	0	1	0	0	0	0	nebunesc
breach	0	0	0	0	0	1	0	0	0	0	încălcarea
bread	0	0	0	0	0	0	0	0	0	0	pâine
breadth	0	0	0	0	0	0	0	0	0	0	lăţime
break	0	0	0	0	0	0	0	0	1	0	pauză
breakable	0	0	0	0	0	0	0	0	0	0	frânt
breakdown	0	0	0	0	0	1	0	0	0	0	dărâma
breaker	0	0	0	0	0	0	0	0	0	0	întrerupător
breakers	0	0	0	0	0	0	0	0	0	0	întrerupătoare
breakfast	0	0	0	0	0	0	1	0	0	0	mic dejun
breakneck	0	0	0	0	0	1	0	0	0	0	stăpânit
breakup	0	0	0	0	0	1	0	1	0	0	despartire
breath	0	0	0	0	0	0	0	0	0	0	suflare
breech	0	0	0	0	0	0	0	0	0	0	culcare
breeches	0	0	0	0	0	0	0	0	0	0	pantaloni
breed	0	0	0	0	0	0	0	0	0	0	rasă
breeder	0	0	0	0	0	0	0	0	0	0	crescător
breeding	0	0	0	0	0	0	0	0	0	0	reproducere
breeze	0	0	0	0	0	0	0	0	0	0	briză
breezy	0	0	0	0	0	0	0	0	0	0	răcoros
brethren	0	0	0	0	0	0	0	0	0	0	fraţi
breve	0	0	0	0	0	0	0	0	0	0	breve
brevity	0	0	0	0	0	0	0	0	0	0	concizie
brew	0	0	0	0	0	0	0	0	0	0	bere
brewing	0	0	0	0	0	0	0	0	0	0	prepararea berii
bribe	0	0	0	0	0	1	0	0	0	0	mită
bribery	0	0	1	0	0	1	0	0	0	0	mită
brick	0	0	0	0	0	0	0	0	0	0	cărămidă
bridal	0	1	0	0	1	0	1	0	0	1	de mireasă
bride	0	1	0	0	1	0	1	0	0	1	mireasă
bridegroom	0	1	0	0	1	0	1	0	0	1	mire
bridesmaid	0	0	0	0	1	0	1	0	0	1	domnisoara de onoare
bridge	0	0	0	0	0	0	0	0	0	0	pod
bridle	0	0	0	0	0	0	0	0	0	0	frâu
briefly	0	0	0	0	0	0	0	0	0	0	scurt
brig	0	0	0	0	0	0	0	0	0	0	brigand
brigade	0	0	0	1	0	1	0	0	0	0	brigadă
brighten	0	0	0	0	1	0	1	0	1	1	lumina
brightness	0	0	0	0	0	0	1	0	0	0	luminozitatea
brilliant	0	1	0	0	1	0	1	0	0	1	Sclipitor
brim	0	0	0	0	0	0	0	0	0	0	margine
brimming	0	0	0	0	0	0	0	0	0	0	plin
brimstone	1	0	0	1	0	1	0	0	0	0	pucioasă
brine	0	0	0	0	0	0	0	0	0	0	saramură
bring	0	0	0	0	0	0	0	0	0	0	aduce
brink	0	0	0	0	0	0	0	0	0	0	pragul
brisk	0	0	0	0	0	0	0	0	0	0	vioi
bristle	0	0	0	0	0	1	0	0	0	0	peri
brittle	0	0	0	0	0	0	0	0	0	0	fragil
broadcast	0	0	0	0	0	0	0	0	0	0	difuzat
broadside	0	1	0	0	0	1	0	0	0	0	campanie de calomnii
brocade	0	0	0	0	0	0	1	0	0	0	brocart
brochure	0	0	0	0	0	0	0	0	0	0	broşură
broil	1	0	0	0	0	1	0	0	0	0	se emoţiona
broke	0	0	0	1	0	1	0	1	0	0	rupt
broken	1	0	0	1	0	1	0	1	0	0	spart
broker	0	0	0	0	0	0	0	0	0	0	agent
brokerage	0	0	0	0	0	0	0	0	0	0	brokeraj
bronco	0	0	0	0	0	0	0	0	0	0	cal sălbatic
bronze	0	0	0	0	0	0	0	0	0	0	bronz
brood	0	0	0	0	0	0	0	0	0	0	puiet
brooding	0	0	0	0	0	0	0	0	0	0	chibzuit
brook	0	0	0	0	0	0	0	0	0	0	pârâu
broom	0	0	0	0	0	0	0	0	0	0	mătură
broth	0	0	0	0	0	0	0	0	0	0	bulion
brothel	0	0	1	0	0	1	0	0	0	0	bordel
brother	0	0	0	0	0	0	1	0	0	1	frate
brotherhood	0	0	0	0	0	0	1	0	0	1	fraternitate
brotherly	0	1	0	0	1	0	1	0	0	1	frăţesc
brow	0	0	0	0	0	0	0	0	0	0	frunte
brown	0	0	0	0	0	0	0	0	0	0	maro
bruise	0	1	0	0	0	1	0	0	0	0	zdrobi
brunette	0	0	0	0	0	0	0	0	0	0	brunetă
brunt	1	0	0	0	0	1	0	0	0	0	grea
brush	0	0	0	0	0	0	0	0	0	0	perie
brutal	1	0	0	1	0	1	0	0	0	0	brutal
brutality	1	0	0	1	0	1	0	0	0	0	brutalitate
brute	1	0	0	1	0	1	0	1	0	0	brută
bubble	0	0	0	0	0	0	0	0	0	0	bule
bubbling	0	0	0	0	0	0	0	0	0	0	clocotind
buck	0	0	0	1	0	1	1	0	1	0	dolar
bucket	0	0	0	0	0	0	0	0	0	0	găleată
buckle	0	0	0	0	0	0	0	0	0	0	cataramă
buckled	0	0	0	0	0	0	0	0	0	0	catarama
bud	0	0	0	0	0	0	0	0	0	0	mugur
buddy	0	1	0	0	1	0	1	0	0	1	prietene
budge	0	0	0	0	0	0	0	0	0	0	clinti
budget	0	0	0	0	0	0	0	0	0	1	buget
buffalo	0	0	0	0	0	0	0	0	0	0	bivol
buffer	0	0	0	0	0	0	0	0	0	0	tampon
buffet	1	0	0	0	0	1	0	0	0	0	bufet
bug	0	0	1	1	0	1	0	0	0	0	gândac
bugaboo	1	0	0	1	0	1	0	1	0	0	gogoriţă
buggy	0	0	0	0	0	0	0	0	0	0	buggy
bugle	0	1	0	0	0	0	0	0	0	0	goarnă
build	0	0	0	0	0	0	1	0	0	0	construi
builder	0	0	0	0	0	0	0	0	0	0	constructor
building	0	0	0	0	0	0	1	0	0	0	clădire
buildings	0	0	0	0	0	0	0	0	0	0	cladiri
bulb	0	0	0	0	0	0	0	0	0	0	bec
bulbous	0	0	0	0	0	1	0	0	0	0	cârn
bulge	0	0	0	0	0	0	0	0	0	0	umflătură
bulk	0	0	0	0	0	0	0	0	0	0	vrac
bulkhead	0	0	0	0	0	0	0	0	0	0	perete etanș
bulky	0	0	0	0	0	0	0	0	0	0	voluminos
bull	0	0	0	0	0	0	0	0	0	0	Taur
bulldog	0	0	0	0	0	0	1	0	0	0	buldog
bulldozer	0	0	0	0	0	0	0	0	0	0	buldozer
bullet	0	0	0	0	0	0	0	0	0	0	glonţ
bulletin	0	0	0	0	0	0	0	0	0	0	buletin
bulletproof	0	0	0	0	0	0	1	0	0	0	anti-glont
bullock	0	0	0	0	0	0	0	0	0	0	taur
bully	1	0	0	1	0	1	0	0	0	0	bătăuş
bulwark	0	0	0	0	0	0	0	0	0	0	bastion
bum	0	0	1	0	0	1	0	1	0	0	vagabond
bummer	1	0	1	0	0	1	0	0	0	0	păcat
bump	0	0	0	0	0	0	0	0	0	0	cucui
bun	0	0	0	0	0	0	0	0	0	0	chifla
bunch	0	0	0	0	0	0	0	0	0	0	buchet
bundle	0	0	0	0	0	0	0	0	0	0	pachet
bungalow	0	0	0	0	0	0	0	0	0	0	bungalou
bunk	0	0	0	0	0	0	0	0	0	0	pat
bunker	0	0	0	1	0	0	0	0	0	0	buncăr
bunt	0	0	0	0	0	0	0	0	0	0	bunt
buoy	0	0	0	0	0	0	1	0	0	0	geamandură
buoyancy	0	0	0	0	0	0	0	0	0	0	Plutire
bur	0	0	0	0	0	0	0	0	0	0	bur
burden	0	0	0	0	0	0	0	0	0	0	povară
burdensome	0	0	0	1	0	1	0	1	0	0	împovărătoare
bureau	0	0	0	0	0	0	0	0	0	0	birou
bureaucracy	0	0	0	0	0	1	0	0	0	1	birocraţie
bureaucrat	0	0	1	0	0	1	0	0	0	0	birocrat
burglar	0	0	1	1	0	1	0	0	0	0	hoț
burglary	0	0	0	0	0	1	0	0	0	0	efractie
burial	1	0	0	1	0	1	0	1	0	0	înmormântare
buried	0	0	0	1	0	1	0	1	0	0	îngropat
burke	1	0	1	1	0	1	0	1	0	0	burke
burlap	0	0	0	0	0	0	0	0	0	0	pânză groasă de sac
burlesque	0	0	0	0	0	0	0	0	1	0	burlesc
burly	0	0	0	0	0	0	0	0	0	0	voinic
burn	0	0	0	0	0	0	0	0	0	0	a arde
burner	0	0	0	0	0	0	0	0	0	0	arzător
burning	0	0	0	0	0	0	0	0	0	0	ardere
burnished	0	0	0	0	0	0	0	0	0	0	lustruit
burnout	0	0	0	0	0	0	0	0	0	0	ars
burnt	0	0	1	0	0	1	0	0	0	0	ars
burr	0	0	0	0	0	0	0	0	0	0	bavuri
burrow	0	0	0	0	0	0	0	0	0	0	vizuină
bursary	0	0	0	0	0	0	0	0	0	1	bursă
bury	0	0	0	0	0	0	0	1	0	0	îngropa
bus	0	0	0	0	0	0	0	0	0	0	autobuz
bush	0	0	0	0	0	0	0	0	0	0	tufiș
bushel	0	0	0	0	0	0	0	0	0	0	obroc
bushy	0	0	0	0	0	0	0	0	0	0	stufos
business	0	0	0	0	0	0	0	0	0	0	Afaceri
buss	0	0	0	0	1	0	1	0	0	0	autobuz
bust	0	0	0	0	0	0	0	0	0	0	bust
busted	1	0	0	1	0	1	0	0	0	0	prins
bustle	0	0	0	0	0	0	0	0	0	0	forfotă
bustling	0	0	0	0	0	0	0	0	0	0	agitat
busy	0	0	0	0	0	0	0	0	0	0	ocupat
butane	0	0	0	0	0	0	0	0	0	0	butan
butcher	1	0	1	1	0	1	0	0	0	0	măcelar
butler	0	0	0	0	0	0	1	0	0	1	majordom
butt	0	0	0	0	0	1	0	0	0	0	fundul
butter	0	0	0	0	0	0	0	0	0	0	unt
butterfly	0	0	0	0	0	0	0	0	0	0	fluture
buttery	0	0	0	0	0	0	1	0	0	0	untos
buttock	0	0	0	0	0	0	0	0	0	0	fesă
button	0	0	0	0	0	0	0	0	0	0	buton
buttress	0	0	0	0	0	0	0	0	0	0	contrafort
buxom	0	0	0	0	0	0	1	0	0	0	plină de viaţă
buy	0	0	0	0	0	0	0	0	0	0	Cumpără
buyer	0	0	0	0	0	0	0	0	0	0	cumpărător
buying	0	0	0	0	0	0	0	0	0	0	cumpărare
buzz	0	1	0	1	0	0	1	0	0	0	zumzet
buzzed	0	0	0	0	0	1	0	0	0	0	bâzâit
buzzer	0	0	0	0	0	0	0	0	0	0	sonerie
bye	0	1	0	0	0	0	0	0	0	0	pa
bygone	0	0	0	0	0	0	0	0	0	0	trecut
bylaw	0	0	0	0	0	0	0	0	0	1	statutul
bystander	0	0	0	0	0	0	0	0	0	0	spectator
byte	0	0	0	0	0	0	0	0	0	0	octet
cab	0	0	0	0	0	0	1	0	0	0	taxi
cabal	0	0	0	1	0	1	0	0	0	0	intrigi
cabbage	0	0	0	0	0	0	0	0	0	0	varză
cabin	0	0	0	0	0	0	0	0	0	0	cabină
cabinet	0	0	0	0	0	0	1	0	0	1	cabinet
cable	0	0	0	0	0	0	0	0	1	0	cablu
cabriolet	0	0	0	0	0	0	0	0	0	0	cabriolet
cache	0	0	0	0	0	0	0	0	0	0	cache
cacophony	1	0	1	0	0	1	0	0	0	0	cacofonie
cad	1	0	1	0	0	1	0	0	0	0	cad
cadaver	0	0	1	1	0	1	0	1	1	0	cadavru
caddy	0	0	0	0	0	0	0	0	0	0	caddy
cadence	0	0	0	0	0	0	0	0	0	0	cadenţă
cadet	0	0	0	0	0	0	0	0	0	0	cadet
cafe	0	0	0	0	0	0	1	0	0	0	cafenea
cage	0	0	0	0	0	1	0	1	0	0	cuşcă
cairn	0	0	0	0	0	0	0	0	0	0	cairn
cake	0	0	0	0	0	0	0	0	0	0	tort
calamity	0	0	0	0	0	0	0	1	0	0	calamitate
calcareous	0	0	0	0	0	0	0	0	0	0	calcaros
calculate	0	0	0	0	0	0	0	0	0	0	calculati
calculated	0	0	0	0	0	0	0	0	0	0	calculat
calculating	0	0	0	0	0	1	0	0	0	0	de calculat
calculation	0	1	0	0	0	0	0	0	0	0	calcul
calculator	0	0	0	0	0	0	1	0	0	1	calculator
calculus	0	0	0	0	0	0	0	0	0	0	calcul
calendar	0	0	0	0	0	0	0	0	0	0	calendar
calender	0	0	0	0	0	0	0	0	0	0	calendarul
calf	0	0	0	0	1	0	1	0	0	1	vițel
caliber	0	0	0	0	0	0	0	0	0	0	calibru
calibrate	0	0	0	0	0	0	0	0	0	0	calibra
calico	0	0	0	0	0	0	0	0	0	0	stambă
calipers	0	0	0	0	0	0	0	0	0	0	etriere
call	0	0	0	0	0	0	0	0	0	0	apel
calligraphy	0	0	0	0	0	0	0	0	0	0	caligrafie
calling	0	0	0	0	0	0	0	0	0	0	chemând
callous	1	0	1	0	0	1	0	0	0	0	dur
calls	0	1	0	0	0	1	0	0	0	1	apeluri
calm	0	0	0	0	0	0	1	0	0	0	calm
calmness	0	0	0	0	0	0	0	0	0	0	calm
caloric	0	0	0	0	0	0	0	0	0	0	caloric
calorie	0	0	0	0	0	0	0	0	0	0	calorie
calorimeter	0	0	0	0	0	0	0	0	0	0	calorimetru
cam	0	0	0	0	0	0	0	0	0	0	cam
camber	0	0	0	0	0	0	0	0	0	0	bomba
camel	0	0	0	0	0	0	0	0	0	0	cămilă
cameo	0	0	0	0	0	0	0	0	0	0	camee
cameraman	0	0	0	0	0	0	0	0	0	0	cameraman
camisole	0	0	0	0	0	0	0	0	0	0	camizol
camouflage	0	0	0	0	0	0	0	0	1	0	camuflaj
camouflaged	0	0	0	0	0	0	0	0	1	0	camuflat
camp	0	0	0	0	0	0	0	0	0	0	tabără
campaign	0	0	0	0	0	0	0	0	0	0	campanie
campaigner	0	0	0	0	0	0	0	0	0	0	militant
campaigning	1	0	0	1	0	1	0	0	0	0	campanie
campus	0	0	0	0	0	0	0	0	0	0	campus
canal	0	0	0	0	0	0	0	0	0	0	canal
canary	0	0	0	0	0	0	1	0	0	0	canar
cancel	0	0	0	0	0	1	0	1	0	0	Anulare
canceling	0	0	0	0	0	0	0	0	0	0	anularea
cancellation	0	0	0	0	0	0	0	0	0	0	anulare
cancer	1	0	1	1	0	1	0	1	0	0	cancer
candid	0	1	0	0	1	0	1	0	1	1	sincer
candidacy	0	0	0	0	0	0	0	0	0	0	candidatura
candidate	0	0	0	0	0	0	1	0	0	0	candidat
candied	0	0	0	0	0	0	1	0	0	0	confiate
candle	0	0	0	0	0	0	0	0	0	0	lumânare
candlelight	0	0	0	0	0	0	0	0	0	0	lumina lumânărilor
candlestick	0	0	0	0	0	0	0	0	0	0	sfeşnic
candor	0	0	0	0	0	0	0	0	0	0	candoare
candy	0	0	0	0	0	0	0	0	0	0	bomboane
cane	1	0	0	1	0	0	0	0	0	0	baston
canine	0	0	0	0	0	0	0	0	0	0	canin
canister	0	0	0	0	0	0	0	0	0	0	recipient
canker	1	0	1	0	0	1	0	0	0	0	gangrenă
cannibal	0	0	1	1	0	1	0	0	0	0	canibal
cannibalism	0	0	1	0	0	1	0	0	0	0	canibalism
canning	0	0	0	0	0	0	0	0	0	0	conserve
cannon	1	0	0	1	0	1	0	0	0	0	tun
canoe	0	0	0	0	0	0	0	0	0	0	canoe
canon	0	0	0	0	0	0	0	0	0	0	canon
canonical	0	0	0	0	0	0	0	0	0	0	canonic
canons	0	0	0	0	0	0	0	0	0	1	canoane
canopy	0	0	0	0	0	0	0	0	0	0	baldachin
canteen	0	0	0	0	0	0	0	0	0	0	cantină
canterbury	0	0	0	0	0	0	0	0	0	0	canterbury
cantilever	0	0	0	0	0	0	0	0	0	0	cantilever
canto	0	0	0	0	0	0	0	0	0	0	canto
canton	0	0	0	0	0	0	0	0	0	0	Canton
canvas	0	0	0	0	0	0	0	0	0	0	pânză
canvass	0	0	0	0	0	0	0	0	0	0	propagandă electorală
cap	0	1	0	0	0	0	0	0	0	1	capac
capability	0	0	0	0	0	0	0	0	0	0	capacitatea
capable	0	0	0	0	0	0	0	0	0	0	capabil
capacity	0	0	0	0	0	0	0	0	0	0	capacitate
cape	0	0	0	0	0	0	0	0	0	0	pelerină
caper	0	0	0	0	0	0	0	0	0	0	tumbă
capillary	0	0	0	0	0	0	0	0	0	0	capilar
capital	0	0	0	0	0	0	0	0	0	0	capital
capitalist	0	0	0	0	0	0	1	0	0	0	capitalist
capitals	0	0	0	0	0	0	0	0	0	0	capitalele
capitation	0	0	0	0	0	0	0	0	0	0	capitaţie
capitol	0	0	0	0	0	0	0	0	0	0	capitolul
capitulation	0	0	0	0	0	0	0	0	0	0	capitulare
caprice	0	0	0	0	0	0	0	0	0	0	capriciu
capricious	0	0	0	0	0	0	0	0	0	0	capricios
caps	0	0	0	0	0	0	0	0	0	0	capace
capsule	0	0	0	0	0	0	0	0	0	0	capsulă
captain	0	0	0	0	0	0	1	0	0	0	căpitan
caption	0	0	0	0	0	0	0	0	0	0	legendă
captivate	0	1	0	0	1	0	1	0	1	1	captiva
captivating	0	0	0	0	0	0	1	0	0	0	captivant
captive	0	0	0	1	0	1	0	1	0	0	captiv
captivity	0	0	0	0	0	1	0	1	0	0	captivitate
captor	0	0	0	1	0	1	0	0	0	0	răpitor
capture	0	0	0	0	0	1	0	0	0	0	captură
car	0	0	0	0	0	0	0	0	0	0	mașină
caramel	0	0	0	0	0	0	0	0	0	0	caramel
carat	0	0	0	0	0	0	0	0	0	0	carat
caravan	0	0	0	0	0	0	0	0	0	0	caravană
carbon	0	0	0	0	0	0	0	0	0	0	carbon
carcass	0	0	1	1	0	1	0	1	0	0	carcasă
carcinoma	0	0	0	1	0	1	0	1	0	0	carcinom
card	0	0	0	0	0	0	0	0	0	0	card
cardigan	0	0	0	0	0	0	0	0	0	0	Bluza
cardinal	0	0	0	0	0	0	0	0	0	0	cardinal
cardiomyopathy	0	0	0	1	0	1	0	1	0	0	cardiomiopatie
cards	0	0	0	0	0	0	0	0	0	0	carduri
care	0	0	0	0	0	0	0	0	0	0	îngrijire
career	0	1	0	0	0	0	1	0	0	0	Carieră
careful	0	0	0	0	0	0	1	0	0	0	atent
carefully	0	0	0	0	0	0	1	0	0	0	cu grija
carelessness	1	0	1	0	0	1	0	0	0	0	nepăsare
caress	0	0	0	0	0	0	1	0	0	0	mângâiere
caret	0	0	0	0	0	0	0	0	0	0	semn de omisiune
caretaker	0	0	0	0	0	0	1	0	0	1	îngrijitor
cargo	0	0	0	0	0	0	0	0	0	0	marfă
caribou	0	0	0	0	0	0	0	0	0	0	caribu
caricature	0	0	0	0	0	1	0	0	0	0	caricatură
caries	0	0	1	0	0	1	0	0	0	0	carie
carnage	1	0	1	1	0	1	0	1	1	0	măcel
carnal	0	0	0	0	0	1	0	0	0	0	carnal
carnation	0	0	0	0	0	0	0	0	0	0	garoafa
carnivorous	0	0	0	1	0	1	0	0	0	0	carnivor
carol	0	0	0	0	1	0	1	0	0	1	colindă
carousel	0	0	0	0	0	0	0	0	0	0	carusel
carpenter	0	0	0	0	0	0	0	0	0	0	dulgher
carriage	0	0	0	0	0	0	0	0	0	0	transport
carried	0	0	0	0	0	0	0	0	0	0	purtat
carrier	0	0	0	0	0	0	0	0	0	0	purtător
carry	0	0	0	0	0	0	0	0	0	0	transporta
carrying	0	0	0	0	0	0	0	0	0	0	purtând
cart	0	0	0	0	0	0	0	0	0	0	cart
cartel	0	0	0	0	0	1	0	0	0	0	cartel
carter	0	0	0	0	0	0	0	0	0	0	cărucior
cartilage	0	0	0	0	0	0	0	0	0	0	cartilaj
cartographic	0	0	0	0	0	0	0	0	0	0	cartografic
cartography	0	0	0	0	0	0	0	0	0	0	cartografie
cartoon	0	0	0	0	0	0	0	0	0	0	desen animat
cartouche	0	0	0	0	0	0	0	0	0	0	cartuş
cartridge	0	0	0	1	0	0	0	0	0	0	cartuş
carve	0	0	0	0	0	0	0	0	0	0	a sculpta
carver	0	0	0	0	0	0	0	0	0	0	sculptor
carving	0	0	0	0	0	0	0	0	0	0	sculptură
cascade	0	0	0	0	0	0	1	0	0	0	cascadă
case	0	0	0	1	0	1	0	1	0	0	caz
casein	0	0	0	0	0	0	0	0	0	0	cazeină
cash	1	1	0	1	1	0	1	0	0	1	bani lichizi
cashier	0	0	0	0	0	0	0	0	0	1	casier
cashmere	0	0	0	0	0	0	0	0	0	0	caşmir
casing	0	0	0	0	0	0	0	0	0	0	carcasă
casino	0	0	0	0	0	0	0	0	0	0	cazinou
cask	0	0	0	0	0	0	0	0	0	0	butoi
casket	0	0	0	1	0	1	0	1	0	0	sicriu
cast	0	0	0	0	0	0	0	0	0	0	turnat
caste	0	0	0	0	0	1	0	0	0	0	castă
caster	0	0	0	0	0	0	0	0	0	0	turnător
castle	0	0	0	0	0	0	0	0	0	0	castel
castor	0	0	0	0	0	0	0	0	0	0	rocină
casual	0	0	0	0	0	0	0	0	0	0	casual
casually	0	0	0	0	0	0	0	0	0	0	dezinvolt
casualty	1	0	0	1	0	1	0	1	0	0	accidentat
cat	0	0	0	0	0	0	0	0	0	0	pisică
catabolism	0	0	0	0	0	0	0	0	0	0	catabolism
catalog	0	0	0	0	0	0	0	0	0	0	catalog
catalogue	0	0	0	0	0	0	0	0	0	0	catalog
catalysis	0	0	0	0	0	0	0	0	0	0	cataliză
catalytic	0	0	0	0	0	0	0	0	0	0	catalitic
catamaran	0	0	0	0	0	0	0	0	0	0	catamaran
