English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Chinese-Traditional Word
commensurate	0	0	0	0	0	0	0	0	0	0	相稱的
comment	0	0	0	0	0	0	0	0	0	0	評論
commentary	0	0	0	0	0	0	0	0	0	0	評論
commentator	0	0	0	0	0	0	1	0	0	0	評論員
commerce	0	0	0	0	0	0	0	0	0	1	商業
commercial	0	0	0	0	0	0	0	0	0	0	商業的
commissary	0	0	0	0	0	0	0	0	0	0	小賣部
commission	0	0	0	0	0	0	0	0	0	1	委員會
commissioner	0	0	0	0	0	0	0	0	0	0	專員
commit	0	0	0	0	0	0	0	0	0	0	犯罪
committal	0	0	0	0	0	1	0	1	0	0	承諾的
committed	0	0	0	0	0	0	1	0	0	1	堅定的
committee	0	0	0	0	0	0	0	0	0	1	委員會
commodity	0	0	0	0	0	0	0	0	0	0	商品
commodore	0	0	0	0	0	0	1	0	0	1	準將
common	0	0	0	0	0	0	0	0	0	0	常見的
commonly	0	0	0	0	0	0	0	0	0	0	通常
commonplace	0	1	0	0	0	0	0	0	0	1	平凡
commons	0	0	0	0	0	0	0	0	0	0	公地
commonwealth	0	0	0	0	0	0	1	0	0	1	聯邦
commotion	1	0	0	0	0	1	0	0	0	0	騷動
commune	0	0	0	0	0	0	0	0	0	0	公社
communicable	0	0	0	0	0	0	0	0	0	0	可傳播的
communicate	0	0	0	0	0	0	1	0	0	1	交流
communication	0	0	0	0	0	0	0	0	0	1	溝通
communicative	0	0	0	0	0	0	1	0	0	0	交際
communion	0	0	0	0	1	0	1	0	0	1	聖餐
communism	1	0	0	1	0	1	0	1	0	0	共產主義
communist	0	0	0	0	0	1	0	0	0	0	共產
community	0	0	0	0	0	0	1	0	0	0	社區
commutation	0	0	0	0	0	0	1	0	0	0	換向
commutative	0	0	0	0	0	0	0	0	0	0	可交換的
commute	0	0	0	0	0	0	1	0	0	0	通勤
commuter	0	0	0	0	0	0	0	0	0	0	通勤者
compact	0	0	0	0	0	0	0	0	0	1	袖珍的
compaction	0	0	0	0	0	0	0	0	0	0	壓實
compactness	0	0	0	0	0	0	0	0	0	0	緊湊
companion	0	0	0	0	1	0	1	0	0	1	伴侶
companionship	0	0	0	0	0	0	0	0	0	0	友誼
company	0	0	0	0	0	0	0	0	0	0	公司
comparable	0	0	0	0	0	0	0	0	0	0	可比
comparative	0	0	0	0	0	0	0	0	0	0	比較
comparatively	0	0	0	0	0	0	0	0	0	0	比較
comparison	0	0	0	0	0	0	0	0	0	0	比較
compartment	0	0	0	0	0	0	0	0	0	0	隔間
compass	0	0	0	0	0	0	0	0	0	1	羅盤
compassion	0	0	0	1	0	0	1	0	0	0	同情
compassionate	0	0	0	0	0	0	1	0	0	0	富有同情心
compatibility	0	0	0	0	0	0	1	0	0	0	兼容性
compatible	0	0	0	0	0	0	1	0	0	0	兼容的
compel	0	0	0	0	0	0	0	0	0	0	迫使
compelled	0	0	0	0	0	0	0	0	0	0	被迫
compelling	0	0	0	0	0	0	1	0	0	0	令人信服的
compendium	0	0	0	0	0	0	0	0	0	0	概要
compensate	0	1	0	0	1	0	1	0	1	1	補償
compensation	0	0	0	0	0	0	0	0	0	0	賠償
compensatory	0	0	0	0	0	0	1	0	0	0	補償
competence	0	0	0	0	0	0	1	0	0	1	權限
competency	0	0	0	0	0	0	1	0	0	1	能力
competent	0	0	0	0	0	0	1	0	0	1	勝任的
competition	0	1	0	0	0	1	0	0	0	0	競賽
competitive	0	0	0	0	0	0	0	0	0	0	競爭的
competitor	0	0	0	0	0	0	0	0	0	0	競爭者
compilation	0	0	0	0	0	0	0	0	0	0	彙編
compile	0	0	0	0	0	0	0	0	0	0	編譯
complacency	0	0	0	0	0	0	1	0	0	0	自滿
complacent	0	0	0	0	0	0	0	0	0	0	自滿
complain	1	0	0	0	0	1	0	1	0	0	投訴
complaint	1	0	0	0	0	1	0	0	0	0	抱怨
complement	0	1	0	0	1	0	1	0	1	1	補充
complementary	0	0	0	0	0	0	1	0	0	0	補充
completed	0	0	0	0	0	0	0	0	0	0	完全的
completely	0	0	0	0	0	0	1	0	0	0	完全地
completeness	0	0	0	0	0	0	1	0	0	0	完整性
completing	0	1	0	0	1	0	1	0	0	0	完成
completion	0	1	0	0	1	0	1	0	0	0	完成
complex	0	0	0	0	0	0	0	0	0	0	複雜的
complexed	0	0	0	0	0	1	0	0	0	0	複合的
complexion	0	0	0	0	0	0	0	0	0	0	膚色
complexity	0	0	0	0	0	1	0	0	0	0	複雜
compliance	0	0	0	0	0	0	1	0	0	1	遵守
compliant	0	0	0	0	0	0	1	0	0	0	合規
complicate	1	0	0	0	0	1	0	0	0	0	複雜的
complicated	0	0	0	0	0	1	0	0	0	0	複雜
complication	0	0	0	0	0	1	0	0	0	0	並發症
complicity	0	0	0	0	0	1	1	0	0	0	同謀
compliment	0	1	0	0	1	0	1	0	1	1	讚揚
comply	0	0	0	0	0	0	0	0	0	0	遵守
complying	0	0	0	0	0	0	0	0	0	0	遵守
compo	0	0	0	0	0	0	0	0	0	0	組合
component	0	0	0	0	0	0	0	0	0	0	零件
compose	0	0	0	0	0	0	0	0	0	0	撰寫
composed	0	0	0	0	0	0	1	0	0	0	組成
composer	0	0	0	0	0	0	1	0	0	0	作曲家
composite	0	0	0	0	0	0	0	0	0	0	合成的
composition	0	0	0	0	0	0	0	0	0	0	作品
compost	0	0	1	0	0	1	0	0	0	0	堆肥
composure	0	0	0	0	0	0	1	0	0	0	鎮靜
compound	0	0	0	0	0	0	0	0	0	0	化合物
comprehend	0	0	0	0	0	0	1	0	0	0	理解
comprehension	0	0	0	0	0	0	0	0	0	0	理解
comprehensive	0	0	0	0	0	0	1	0	0	0	綜合的
compress	1	0	0	0	0	0	0	0	0	0	壓縮
compressed	0	0	0	0	0	0	0	0	0	0	壓縮的
compressible	0	0	0	0	0	0	0	0	0	0	可壓縮的
compression	0	0	0	0	0	0	0	0	0	0	壓縮
comprise	0	0	0	0	0	0	0	0	0	0	包括
compromise	0	0	0	0	0	0	0	0	0	0	妥協
comptroller	0	0	0	0	0	0	0	0	0	1	審計長
compulsion	1	0	0	0	0	1	0	0	0	0	強迫症
compulsory	0	0	0	0	0	1	0	0	0	0	強制性的
computable	0	0	0	0	0	0	0	0	0	0	可計算的
computation	0	0	0	0	0	0	0	0	0	0	計算
compute	0	0	0	0	0	0	0	0	0	0	計算
computer	0	0	0	0	0	0	0	0	0	0	計算機
comrade	0	0	0	0	0	0	1	0	0	1	同志
con	0	0	0	0	0	0	0	0	0	0	騙局
concatenation	0	0	0	0	0	0	0	0	0	0	級聯
concave	0	0	0	0	0	0	0	0	0	0	凹
conceal	0	0	0	0	0	1	0	1	0	0	隱藏
concealed	0	1	0	1	0	1	0	0	1	0	暗
concealment	1	1	0	1	0	1	0	0	0	0	隱瞞
conceit	0	0	0	0	0	1	0	0	0	0	自負
conceited	0	0	0	0	0	1	0	0	0	0	自負
conceivable	0	0	0	0	0	0	0	0	0	0	可以想像的
concentrate	0	0	0	0	0	0	0	0	0	0	集中
concentration	0	0	0	0	0	0	0	0	0	0	專注
concentric	0	0	0	0	0	0	1	0	0	0	同心
conception	0	0	0	0	0	0	0	0	0	0	概念
concern	0	0	0	0	0	0	0	0	0	0	關心
concerned	0	0	0	1	0	0	0	1	0	0	擔心的
concert	0	0	0	0	0	0	0	0	0	0	音樂會
concession	0	0	0	0	0	0	0	0	0	0	讓步
concessional	0	0	0	0	0	0	0	0	0	0	優惠的
concierge	0	0	0	0	0	0	0	0	0	0	門房
conciliation	0	0	0	0	1	0	1	0	0	1	調解
concise	0	0	0	0	0	0	0	0	0	0	簡潔的
conclave	0	0	0	0	0	0	0	0	0	0	秘密會議
conclude	0	0	0	0	0	0	0	0	0	0	得出結論
concluding	0	0	0	0	0	0	1	0	0	0	結束語
conclusion	0	0	0	0	0	0	0	0	0	0	結論
concoction	0	0	0	0	0	0	0	0	0	0	炮製
concomitant	0	0	0	0	0	0	0	0	0	0	伴隨的
concord	0	0	0	0	0	0	1	0	0	1	和睦
concordance	0	0	0	0	0	0	1	0	0	1	索引
concours	0	0	0	0	0	0	0	0	0	0	比賽
concourse	0	0	0	0	0	0	0	0	0	0	大廳
concrete	0	0	0	0	0	0	0	0	0	0	具體的
concurrence	0	0	0	0	0	0	0	0	0	0	同意
concurrent	0	0	0	0	0	0	0	0	0	0	同時
concurring	0	0	0	0	0	0	0	0	0	0	同意的
concussion	1	0	0	0	0	1	0	1	0	0	腦震盪
condemn	1	0	0	0	0	1	0	0	0	0	譴責
condemnation	1	1	1	1	0	1	0	1	0	0	譴責
condensation	0	0	0	0	0	0	0	0	0	0	縮合
condensed	0	0	0	0	0	0	0	0	0	0	濃縮的
condescending	0	0	0	0	0	1	0	0	0	0	居高臨下的
condescension	1	0	1	0	0	1	0	1	0	0	屈尊俯就
condiment	0	0	0	0	0	0	0	0	0	0	調味品
condition	0	0	0	0	0	0	0	0	0	0	（健康）狀況
conditional	0	0	0	0	0	0	0	0	0	0	有條件的
conditionally	0	0	0	0	0	0	0	0	0	0	有條件的
conditioned	0	0	0	0	0	0	0	0	0	0	有條件的
conditions	0	0	0	0	0	0	0	0	0	0	條件
condolence	0	0	0	0	0	0	1	1	0	0	慰問
condone	0	0	0	0	0	0	1	0	0	0	寬恕
conducive	0	0	0	0	0	0	1	0	0	0	有利於
conduct	0	0	0	0	0	0	0	0	0	0	執行
conduction	0	0	0	0	0	0	0	0	0	0	傳導
conductivity	0	0	0	0	0	0	1	0	0	0	電導率
conductor	0	0	0	0	0	0	0	0	0	0	導體
conduit	0	0	0	0	0	0	0	0	0	0	導管
cone	0	0	0	0	0	0	0	0	0	0	錐體
confederate	0	0	0	0	0	0	1	0	0	1	邦聯
confederation	0	0	0	0	0	0	0	0	0	0	聯盟
confer	0	0	0	0	0	0	0	0	0	0	授予
conference	0	0	0	0	0	0	0	0	0	0	會議
confess	0	0	0	0	0	1	1	0	0	1	承認
confession	0	1	0	1	0	1	0	1	1	0	懺悔
confessional	0	0	0	1	0	0	0	0	0	1	懺悔
confessions	0	0	0	0	0	0	0	0	0	0	供詞
confide	0	0	0	0	0	0	0	0	0	1	信任
confidence	0	0	0	1	1	0	1	0	0	1	信心
confident	0	0	0	0	1	0	1	0	0	1	自信的
confidential	0	0	0	0	0	0	0	0	0	1	機密的
confidentially	0	0	0	0	0	0	0	0	0	1	秘密地
configuration	0	0	0	0	0	0	0	0	0	0	配置
confine	1	0	0	1	0	1	0	1	0	0	局限
confined	1	0	1	1	0	1	0	1	0	0	受限的
confinement	1	0	0	1	0	1	0	1	0	0	坐月子
confines	0	0	0	0	0	0	0	0	0	0	限制
confirm	0	0	0	0	0	0	0	0	0	0	確認
confirmation	0	0	0	0	0	0	0	0	0	1	確認
confirmatory	0	0	0	0	0	0	0	0	0	0	確認的
confirmed	0	0	0	0	0	0	1	0	0	1	確認的
confiscate	1	0	0	0	0	1	0	1	0	0	沒收
confiscation	0	0	0	0	0	1	0	0	0	0	沒收
conflagration	1	0	0	1	0	1	0	0	0	0	大火
conflict	1	0	0	1	0	1	0	1	0	0	衝突
conflicting	0	0	0	0	0	1	0	0	0	0	矛盾的
confluence	0	0	0	0	0	0	0	0	0	0	合流
conformance	0	0	0	0	0	0	1	0	0	0	一致性
conformation	0	0	0	0	0	0	0	0	0	0	構象
conformity	0	0	0	0	0	0	0	0	0	1	一致性
confound	0	0	0	0	0	1	0	0	0	0	困惑
confounded	0	0	0	0	0	1	0	0	0	0	困惑
confront	1	0	0	0	0	0	0	0	0	0	面對
confuse	0	0	0	0	0	1	0	0	0	0	迷惑
confusion	1	0	0	1	0	1	0	0	0	0	混亂
congenial	0	0	0	0	0	0	1	0	0	0	相投
congenital	0	0	0	0	0	0	0	0	0	0	先天性
congestion	0	0	0	0	0	1	0	0	0	0	擁塞
conglomerate	0	0	0	0	0	0	0	0	0	1	企業集團
conglomeration	0	0	0	0	0	0	0	0	0	0	企業集團
congratulatory	0	0	0	0	1	0	1	0	0	0	祝賀
congregate	0	0	0	0	0	0	0	0	0	0	聚集
congregation	0	0	0	0	0	0	1	0	0	1	會眾
congress	0	0	1	0	0	0	0	0	0	1	國會
congressional	0	0	0	0	0	0	0	0	0	0	國會
congressman	0	0	0	0	0	0	0	0	0	1	眾議員
congruence	0	0	0	0	0	0	1	0	0	1	一致
conic	0	0	0	0	0	0	0	0	0	0	錐
conical	0	0	0	0	0	0	0	0	0	0	錐
conjecture	0	1	0	0	0	0	0	0	0	0	推測
conjugal	0	0	0	0	0	0	0	0	0	0	夫妻
conjugate	0	0	0	0	0	0	0	0	0	0	共軛
conjugation	0	0	0	0	0	0	0	0	0	0	共軛
conjunction	0	0	0	0	0	0	0	0	0	0	連詞
conjunctive	0	0	0	0	0	0	0	0	0	0	連詞
conjure	0	1	0	0	0	0	0	0	1	0	變戲法
conjuring	0	0	0	0	0	1	0	0	0	0	變戲法
connect	0	0	0	0	0	0	0	0	0	0	連接
connected	0	0	0	0	0	0	0	0	0	0	連接的
connection	0	0	0	0	0	0	0	0	0	0	聯繫
connective	0	0	0	0	0	0	0	0	0	1	連接詞
connoisseur	0	0	0	0	1	0	1	0	0	1	行家
conquer	0	0	0	0	0	0	0	0	0	0	征服
conqueror	0	0	0	0	0	0	0	0	0	0	征服者
conquest	1	0	0	1	0	1	0	0	0	0	征服
conscience	0	0	0	0	0	0	1	0	0	1	良心
conscientious	0	0	0	0	0	0	1	0	0	1	認真的
consciousness	0	0	0	0	0	0	1	0	0	0	意識
conscription	0	0	0	0	0	0	0	0	0	0	徵兵
consecration	0	1	0	0	1	0	1	1	0	1	奉獻
consecutive	0	0	0	0	0	0	0	0	0	0	連續的
consent	0	0	0	0	0	0	0	0	0	0	同意
consenting	0	0	0	0	0	0	0	0	0	0	同意
consequence	0	0	0	0	0	0	0	0	0	0	結果
consequent	0	1	0	0	0	0	0	0	0	0	結果
conservation	0	1	0	0	0	0	1	0	0	1	保護
conservatism	0	0	0	0	0	0	0	0	0	0	保守主義
conservative	0	0	0	0	0	0	0	0	0	0	保守的
conservatory	0	0	0	0	0	0	0	0	0	0	溫室
conserve	0	0	0	0	0	0	1	0	0	0	養護
considerable	0	0	0	0	0	0	1	0	0	0	大量
considerate	0	0	0	0	0	0	1	0	0	1	周到
consignee	0	0	0	0	0	0	0	0	0	0	收貨人
consignment	0	0	0	0	0	0	0	0	0	0	寄售
consistency	0	0	0	0	0	0	1	0	0	1	一致性
consistent	0	0	0	0	0	0	0	0	0	0	持續的
consolation	0	0	0	0	0	0	0	0	0	0	安慰
console	0	0	0	0	0	0	1	1	0	0	安慰
consolidate	0	0	0	0	0	0	0	0	0	0	鞏固
consolidation	0	0	0	0	0	0	0	0	0	0	合併
consonant	0	0	0	0	0	0	1	0	0	0	輔音
consort	0	0	0	0	0	0	0	0	0	1	配偶
conspicuous	0	0	0	0	0	0	0	0	0	0	顯眼的
conspiracy	0	0	0	1	0	0	0	0	0	0	陰謀
conspirator	1	1	1	1	0	1	0	0	0	0	同謀
conspire	0	0	0	1	0	1	0	0	0	0	合謀
constable	0	0	0	0	0	0	0	0	0	1	警官
constancy	0	0	0	0	0	0	1	0	0	1	恆常
constant	0	0	0	0	0	0	1	0	0	1	持續的
constantly	0	0	0	0	0	0	0	0	0	1	不斷地
constellation	0	0	0	0	0	0	0	0	0	0	星座
consternation	1	0	0	1	0	1	0	0	0	0	驚愕
constipation	0	0	1	0	0	1	0	0	0	0	便秘
constituent	0	0	0	0	0	0	0	0	0	0	組分
constituents	0	0	0	0	0	0	0	0	0	0	成分
constitute	0	0	0	0	0	0	0	0	0	1	構成
constitution	0	0	0	0	0	0	0	0	0	0	憲法
constitutional	0	0	0	0	0	0	1	0	0	1	憲法
constitutionality	0	0	0	0	0	0	0	0	0	0	法治
constrain	0	0	0	1	0	1	0	0	0	0	約束
constrained	0	0	0	0	0	1	0	0	0	0	受約束的
constraint	1	0	0	1	0	1	0	1	0	0	約束
construct	0	0	0	0	0	0	1	0	0	0	構造
construction	0	0	0	0	0	0	0	0	0	0	建造
construe	0	0	0	0	0	0	0	0	0	0	解釋
consul	0	0	0	0	0	0	0	0	0	1	領事
consult	0	0	0	0	0	0	0	0	0	1	諮詢
consultation	0	0	0	0	0	0	0	0	0	0	諮詢
consume	0	0	0	0	0	0	0	0	0	0	消耗
consuming	0	0	0	0	0	0	0	0	0	0	消費
consummate	0	0	0	0	0	0	1	0	0	0	完善
consummation	0	0	0	0	0	0	0	0	0	0	完善
consumption	0	0	0	0	0	0	0	0	0	0	消耗
contact	0	0	0	0	0	0	1	0	0	0	接觸
contagion	0	1	1	1	0	1	0	0	0	0	傳染
contagious	0	0	1	1	0	1	0	0	0	0	傳染性的
containment	0	0	0	0	0	0	0	0	0	0	遏制
contaminate	0	0	1	0	0	1	0	0	0	0	污染
contaminated	0	0	1	1	0	1	0	1	0	0	污染
contamination	0	0	1	0	0	1	0	0	0	0	污染
contemplate	0	0	0	0	0	0	0	0	0	0	沉思
contemplation	0	0	0	0	0	0	1	0	0	0	沉思
contemplative	0	0	0	0	0	0	0	0	0	0	沉思的
contemporaneous	0	0	0	0	0	0	0	0	0	0	同時代的
contemporary	0	0	0	0	0	0	0	0	0	0	當代的
contempt	1	0	1	1	0	1	0	0	0	0	鄙視
contemptible	1	0	1	0	0	1	0	0	0	0	可鄙
contemptuous	1	0	0	0	0	1	0	0	0	0	輕蔑的
contending	0	0	0	0	0	0	0	0	0	0	競爭
content	0	0	0	0	1	0	1	0	0	1	內容
contention	0	0	0	0	0	0	0	0	0	0	爭論
contentious	1	0	1	1	0	1	0	0	0	0	有爭議的
contents	0	0	0	0	0	0	0	0	0	0	內容
context	0	0	0	0	0	0	0	0	0	0	語境
contiguous	0	0	0	0	0	0	0	0	0	0	連續的
continence	0	0	0	0	0	0	0	0	0	0	節制
continent	0	0	0	0	0	0	0	0	0	0	大陸
continental	0	0	0	0	0	0	0	0	0	0	大陸
contingency	0	0	0	0	0	0	0	0	0	0	意外情況
contingent	0	1	0	0	0	0	0	0	0	0	隊伍
continual	0	0	0	0	0	0	0	0	0	0	持續
continually	0	0	0	0	0	0	0	0	0	0	不斷地
continuance	0	0	0	0	0	0	0	0	0	0	繼續
continuation	0	1	0	0	0	0	0	0	0	0	繼續
continue	0	1	0	0	0	0	1	0	0	1	繼續
continued	0	0	0	0	0	0	0	0	0	0	繼續
continuing	0	0	0	0	0	0	0	0	0	0	繼續
continuity	0	0	0	0	0	0	0	0	0	0	連續性
continuous	0	0	0	0	0	0	0	0	0	0	連續的
continuously	0	0	0	0	0	0	0	0	0	0	連續不斷
contour	0	0	0	0	0	0	1	0	0	0	輪廓
contraband	1	0	1	1	0	1	0	0	0	0	違禁品
contract	0	0	0	0	0	0	0	0	0	0	合同
contracted	0	0	0	0	0	1	0	0	0	0	承包
contractile	0	0	0	0	0	0	0	0	0	0	收縮的
contracting	0	0	0	0	0	0	0	0	0	0	承包
contraction	0	0	0	0	0	0	0	0	0	0	收縮
contradict	1	0	0	0	0	1	0	0	0	0	頂撞
contradiction	0	0	0	0	0	1	0	0	0	0	矛盾
contradictory	0	0	0	0	0	1	0	0	0	0	矛盾的
contrary	0	0	0	0	0	1	0	0	0	0	相反
contrast	0	0	0	0	0	0	0	0	0	0	對比
contrasted	0	0	0	0	0	1	0	0	0	0	對比鮮明
contravene	0	0	0	0	0	1	0	0	0	0	違反
contravention	0	0	0	0	0	1	0	0	0	0	違反
contribute	0	0	0	0	0	0	1	0	0	0	貢獻
contributor	0	0	0	0	0	0	1	0	0	1	貢獻者
contrived	0	0	0	0	0	0	0	0	0	0	做作的
control	0	0	0	0	0	0	0	0	0	0	控制
controversial	1	0	0	0	0	1	0	0	0	0	有爭議的
controversy	0	0	0	0	0	1	0	0	0	0	爭議
conundrum	0	0	0	0	0	0	0	0	0	0	難題
convalescent	0	0	0	0	0	0	0	0	0	0	恢復期
convection	0	0	0	0	0	0	0	0	0	0	對流
convene	0	0	0	0	0	0	0	0	0	0	召開
convenience	0	0	0	0	0	0	1	0	0	0	方便
conveniences	0	0	0	0	0	0	0	0	0	0	便利
convenient	0	0	0	0	0	0	1	0	0	0	方便的
convent	0	0	0	0	0	0	1	0	0	1	修道院
convention	0	0	0	0	0	0	1	0	0	0	慣例
conventional	0	0	0	0	0	0	0	0	0	0	傳統的
converge	0	0	0	0	0	0	0	0	0	0	收斂
convergence	0	1	0	0	0	0	0	0	0	0	收斂
convergent	0	0	0	0	0	0	0	0	0	0	收斂的
conversant	0	0	0	0	0	0	1	0	0	0	熟人
conversation	0	0	0	0	0	0	0	0	0	0	對話
conversational	0	0	0	0	0	0	1	0	0	0	會話式
converse	0	0	0	0	0	0	0	0	0	0	交談
conversing	0	0	0	0	0	0	0	0	0	0	交談
conversion	0	0	0	0	0	0	0	0	0	0	轉換
convert	0	0	0	0	0	0	1	0	0	0	兌換
converted	0	0	0	0	0	0	0	0	0	0	已轉換
convertible	0	0	0	0	0	0	0	0	0	0	敞篷車
convex	0	0	0	0	0	0	0	0	0	0	凸的
convexity	0	0	0	0	0	0	0	0	0	0	凸度
convey	0	0	0	0	0	0	0	0	0	0	傳達
conveyance	0	0	0	0	0	0	0	0	0	0	輸送
conveyancing	0	0	0	0	0	0	0	0	0	1	轉讓
convict	1	0	1	1	0	1	0	1	0	0	定罪
conviction	0	0	0	0	0	1	0	0	0	0	定罪
convince	0	1	0	0	0	0	1	0	0	1	說服
convinced	0	0	0	0	0	0	0	0	0	1	深信不疑
convincing	0	0	0	0	0	0	0	0	0	1	令人信服的
convocation	0	0	0	0	0	0	0	0	0	0	召集
convoluted	0	0	0	0	0	0	0	0	0	0	錯綜複雜
convolution	0	0	0	0	0	0	0	0	0	0	卷積
convoy	0	0	0	0	0	0	0	0	0	0	護航
coo	0	0	0	0	0	0	0	0	0	0	咕咕咕
cook	0	0	0	0	0	0	0	0	0	0	廚師
cookery	0	0	0	0	0	0	0	0	0	0	烹飪
cooking	0	0	0	0	0	0	0	0	0	0	烹飪
cool	0	0	0	0	0	0	1	0	0	0	涼爽的
cooler	0	0	0	0	0	0	0	0	0	0	冷卻器
cooling	0	0	0	0	0	0	0	0	0	0	冷卻
coolness	0	0	0	0	0	0	1	0	0	0	涼爽
coop	1	0	1	0	0	1	0	0	0	0	雞舍
cooperate	0	0	0	0	0	0	1	0	0	0	合作
cooperating	0	0	0	0	0	0	1	0	0	1	合作
cooperation	0	0	0	0	0	0	1	0	0	1	合作
cooperative	0	0	0	0	0	0	1	0	0	1	合作社
coordinate	0	0	0	0	0	0	0	0	0	0	協調
cop	0	0	0	1	0	0	0	0	0	1	警察
copious	0	0	0	0	0	0	0	0	0	0	豐富
copper	0	0	0	0	0	0	0	0	0	0	銅
copy	0	0	0	0	0	1	0	0	0	0	複製
copycat	1	0	1	0	0	1	0	0	0	0	山寨
copying	0	0	0	0	0	0	0	0	0	0	複製
copyright	0	0	0	0	0	0	0	0	0	0	版權
coral	0	0	0	0	0	0	0	0	0	0	珊瑚
cord	0	0	0	0	0	0	0	0	0	0	繩索
cordon	0	0	0	0	0	0	0	0	0	0	警戒線
corduroy	0	0	0	0	0	0	0	0	0	0	燈心絨
core	0	0	0	0	0	0	1	0	0	0	核
cork	0	0	0	0	0	0	0	0	0	0	軟木
corkscrew	0	0	0	0	0	0	0	0	0	0	開瓶器
corn	0	0	0	0	0	0	0	0	0	0	玉米
cornea	0	0	0	0	0	0	0	0	0	0	角膜
corner	0	0	0	0	0	0	0	0	0	0	角落
cornet	0	0	0	0	0	0	0	0	0	0	短號
cornice	0	0	0	0	0	0	0	0	0	0	簷口
cornstarch	0	0	0	0	0	0	0	0	0	0	玉米澱粉
corollary	0	0	0	0	0	0	0	0	0	0	推論
corona	0	0	0	0	0	0	0	0	0	0	電暈
coronation	0	0	0	0	1	0	1	0	0	1	加冕禮
coroner	0	0	0	0	0	1	0	0	0	0	驗屍官
corporal	0	0	0	0	0	1	0	0	0	0	下士
corporate	0	0	0	0	0	0	0	0	0	0	公司的
corporation	0	0	0	0	0	0	1	0	0	1	公司
corporeal	0	0	0	0	0	0	1	0	0	0	有形的
corps	0	0	0	0	0	0	0	0	0	0	兵團
corpse	0	0	1	0	0	1	0	1	0	0	屍體
corpus	0	0	0	0	0	0	0	0	0	0	語料庫
corral	0	0	0	0	0	0	0	0	0	0	畜欄
correction	0	0	0	0	0	1	0	0	0	0	更正
corrective	0	0	0	0	0	0	1	0	0	0	矯正
correctness	0	0	0	0	0	0	0	0	0	1	正確性
correlation	0	0	0	0	0	0	0	0	0	0	相關性
correlative	0	0	0	0	0	0	0	0	0	0	相關的
correspond	0	0	0	0	0	0	0	0	0	0	對應
correspondence	0	1	0	0	0	0	1	0	0	0	一致
correspondent	0	0	0	0	0	0	0	0	0	0	通訊員
corridor	0	0	0	0	0	0	0	0	0	0	走廊
corroborate	0	0	0	0	0	0	1	0	0	1	證實
corroboration	0	0	0	0	0	0	0	0	0	1	佐證
corrosion	0	0	0	0	0	1	0	0	0	0	腐蝕
corrosive	0	0	0	1	0	1	0	0	0	0	腐蝕性
corrupt	0	0	0	0	0	1	0	0	0	0	腐敗
corrupting	1	0	1	1	0	1	0	1	0	0	腐敗的
corruption	0	0	1	0	0	1	0	0	0	0	腐敗
corse	0	0	0	0	0	0	0	1	0	0	死神
corset	0	0	0	0	0	0	0	0	0	0	緊身胸衣
cortex	0	0	0	0	0	0	0	0	0	0	皮質
cortical	0	0	0	0	0	0	0	0	0	0	皮質
corvette	0	0	0	0	0	0	0	0	0	0	護衛艦
cosmetic	0	0	0	0	0	0	0	0	0	0	化妝品
cosmetics	0	0	0	0	0	0	0	0	0	0	化妝品
cosmic	0	0	0	0	0	0	0	0	0	0	宇宙的
cosmology	0	0	0	0	0	0	0	0	0	0	宇宙學
cosmopolitan	0	0	0	0	0	0	1	0	0	1	大都會
cosmos	0	0	0	0	0	0	0	0	0	0	宇宙
cost	0	0	0	0	0	0	0	0	0	0	成本
costly	0	0	0	0	0	0	0	0	0	0	昂貴
costume	0	0	0	0	0	0	0	0	0	0	戲服
cosy	0	0	0	0	0	0	1	0	0	0	舒適
cot	0	0	0	0	0	0	0	0	0	0	嬰兒床
cote	0	0	0	0	0	0	0	0	0	0	科特
cottage	0	0	0	0	0	0	0	0	0	0	小屋
cotton	0	0	0	0	0	0	0	0	0	0	棉布
couch	0	0	0	0	0	0	0	1	0	0	長椅
cougar	0	0	0	0	0	0	0	0	0	0	美洲獅
cough	0	0	1	0	0	1	0	0	0	0	咳嗽
council	0	1	0	0	0	0	1	0	0	1	理事會
counsel	0	0	0	0	0	0	1	0	0	1	法律顧問
counsellor	1	0	0	1	0	1	0	0	0	1	顧問
counselor	0	0	0	0	0	0	1	0	0	1	顧問
count	0	0	0	0	0	0	1	0	0	1	數數
countdown	0	1	0	0	0	0	0	0	0	0	倒數
countenance	0	0	0	0	0	0	0	0	0	0	面容
counter	0	0	0	0	0	0	0	0	0	0	櫃檯
counteract	0	0	0	0	0	0	0	0	0	0	抵消
counterbalance	0	0	0	0	0	0	0	0	0	0	抗衡
counterclaim	0	0	0	0	0	0	0	0	0	0	反訴
counterpart	0	0	0	0	0	0	0	0	0	0	對方
countess	0	0	0	0	0	0	1	0	0	0	伯爵夫人
countless	0	0	0	0	0	0	0	0	0	0	無數
country	0	0	0	0	0	0	0	0	0	0	國家
countryman	0	0	0	0	0	0	0	0	0	1	鄉下人
counts	0	0	0	0	0	0	0	0	0	0	計數
county	0	0	0	0	0	0	0	0	0	1	縣
coup	1	0	0	0	0	0	0	0	1	0	政變
couple	0	0	0	0	0	0	0	0	0	0	夫妻
coupled	0	0	0	0	0	0	0	0	0	0	耦合
coupon	0	0	0	0	0	0	0	0	0	0	優惠券
