English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Georgian Word
asymmetric	0	0	0	0	0	0	0	0	0	0	ასიმეტრიული
asymmetry	0	0	1	0	0	0	0	0	0	0	ასიმეტრია
asymptotic	0	0	0	0	0	0	0	0	0	0	ასიმპტომური
atelier	0	0	0	0	0	0	0	0	0	0	ატელიე
atheism	0	0	0	0	0	1	0	0	0	0	ათეიზმი
atheistic	0	0	0	0	0	0	0	0	0	0	ათეისტური
atherosclerosis	0	0	0	1	0	1	0	1	0	0	ათეროსკლეროზი
athlete	0	0	0	0	0	0	1	0	0	0	სპორტსმენი
athletic	0	0	0	0	0	0	1	0	0	0	ათლეტური
athleticism	0	0	0	0	0	0	0	0	0	0	ათლეტიზმი
athletics	0	0	0	0	0	0	0	0	0	0	მძლეოსნობა
atlas	0	0	0	0	0	0	0	0	0	0	ატლასი
atmosphere	0	0	0	0	0	0	0	0	0	0	ატმოსფერო
atmospheric	0	0	0	0	0	0	0	0	0	0	ატმოსფერული
atoll	0	0	0	0	0	0	0	0	0	0	ატოლი
atom	0	0	0	0	0	0	1	0	0	0	ატომი
atomic	0	0	0	0	0	0	0	0	0	0	ატომური
atone	0	1	0	0	1	0	1	0	0	1	გამოსყიდვა
atonement	0	0	0	0	0	0	1	0	0	0	გამოსყიდვა
atrium	0	0	0	0	0	0	0	0	0	0	ატრიუმი
atrocious	1	0	1	0	0	1	0	0	0	0	სასტიკი
atrocity	1	0	1	1	0	1	0	1	0	0	სისასტიკეს
atrophy	0	0	1	1	0	1	0	1	0	0	ატროფია
attach	0	0	0	0	0	0	0	0	0	0	მიამაგრეთ
attachment	0	0	0	0	0	0	1	0	0	0	დანართი
attack	1	0	0	1	0	1	0	0	0	0	თავდასხმა
attacking	1	0	1	1	0	1	0	1	1	0	თავდასხმა
attain	0	0	0	0	0	0	0	0	0	0	მიღწევა
attainable	0	1	0	0	0	0	1	0	0	0	მიღწევადი
attainment	0	0	0	0	0	0	1	0	0	0	მიღწევა
attempt	0	1	0	0	0	0	0	0	0	0	მცდელობა
attendance	0	1	0	0	0	0	0	0	0	0	დასწრება
attendant	0	0	0	0	0	0	1	0	0	1	დამსწრე
attention	0	0	0	0	0	0	1	0	0	0	ყურადღება
attentive	0	0	0	0	0	0	1	0	0	1	ყურადღებიანი
attenuate	0	0	0	0	0	0	0	0	0	0	ასუსტებს
attenuated	0	0	0	0	0	1	0	0	0	0	დასუსტებული
attenuation	0	0	0	0	0	1	0	1	0	0	შესუსტება
attest	0	0	0	0	0	0	1	0	0	1	ადასტურებენ
attestation	0	0	0	0	0	0	0	0	0	1	ატესტაცია
attic	0	0	0	0	0	0	0	0	0	0	სხვენი
attire	0	0	0	0	0	0	0	0	0	0	ჩაცმულობა
attitude	0	0	0	0	0	0	0	0	0	0	დამოკიდებულება
attorney	1	0	0	1	0	0	1	0	0	1	ადვოკატი
attraction	0	0	0	0	0	0	1	0	0	0	მიზიდულობა
attractiveness	0	0	0	0	0	0	1	0	0	0	მიმზიდველობა
attributable	0	0	0	0	0	0	0	0	0	0	მიეკუთვნება
attribute	0	0	0	0	0	0	0	0	0	0	ატრიბუტი
attribution	0	0	0	0	0	0	0	0	0	0	მიკუთვნება
attrition	0	0	0	0	0	0	0	0	0	0	გაფუჭება
auburn	0	0	0	0	0	0	0	0	0	0	მუქი ფერის
auction	0	1	0	0	0	0	0	0	0	0	აუქციონი
auctioneer	0	0	0	0	0	0	0	0	0	0	აუქციონერი
audacious	0	0	0	0	0	0	0	0	0	0	გაბედული
audacity	0	0	0	0	0	1	0	0	0	0	გამბედაობა
audible	0	0	0	0	0	0	0	0	0	0	გასაგონი
audience	0	1	0	0	0	0	0	0	0	0	აუდიტორია
audit	0	0	0	0	0	0	0	0	0	0	აუდიტი
audition	0	0	0	0	0	0	0	0	0	0	აუდიცია
auditor	0	0	0	1	0	0	0	0	0	1	აუდიტორი
auditorium	0	0	0	0	0	0	0	0	0	0	აუდიტორია
auditory	0	0	0	0	0	0	0	0	0	0	სმენითი
aught	0	0	0	0	0	0	0	0	0	0	არაფერი
augment	0	0	0	0	0	0	1	0	0	0	გაზრდის
augmentation	0	0	0	0	0	0	0	0	0	0	გაძლიერება
august	0	0	0	0	0	0	1	0	0	0	აგვისტო
aunt	0	0	0	0	0	0	1	0	0	1	დეიდა
aura	0	0	0	0	0	0	1	0	0	0	აურა
aurora	0	0	0	0	0	0	0	0	0	0	ავრორა
auspices	0	0	0	0	0	0	0	0	0	0	ეგიდები
auspicious	0	1	0	0	1	0	1	0	0	0	ხელსაყრელი
austere	0	0	0	1	0	1	0	1	0	0	მკაცრი
austerity	0	0	0	0	0	1	0	0	0	0	სიმკაცრე
authentic	0	0	0	0	1	0	1	0	0	1	ავთენტური
authenticate	0	0	0	0	0	0	0	0	0	1	ავთენტიფიკაცია
authentication	0	0	0	0	0	0	0	0	0	1	ავთენტიფიკაცია
authenticity	0	0	0	0	0	0	1	0	0	1	ავთენტურობა
author	0	0	0	0	0	0	1	0	0	1	ავტორი
authoritative	0	0	0	0	0	0	1	0	0	1	ავტორიტეტული
authority	0	0	0	0	0	0	1	0	0	1	ავტორიტეტი
authorization	0	0	0	0	0	0	1	0	0	1	ავტორიზაცია
authorize	0	0	0	0	0	0	0	0	0	1	უფლებამოსილება
authorized	0	0	0	0	0	0	1	0	0	0	უფლებამოსილი
authorship	0	0	0	0	0	0	0	0	0	0	ავტორობა
auto	0	0	0	0	0	0	0	0	0	0	ავტო
autobiography	0	0	0	0	0	0	0	0	0	0	ავტობიოგრაფია
autocratic	0	0	0	0	0	1	0	0	0	0	ავტოკრატიული
autograph	0	0	0	0	0	0	0	0	0	0	ავტოგრაფი
automatic	0	0	0	0	0	0	0	0	0	1	ავტომატური
automobile	0	0	0	0	0	0	0	0	0	0	ავტომობილი
autonomy	0	0	0	0	0	0	0	0	0	0	ავტონომია
autopsy	0	0	1	1	0	1	0	1	0	0	გაკვეთა
autumn	0	0	0	0	0	0	0	0	0	0	შემოდგომა
auxiliary	0	0	0	0	0	0	0	0	0	0	დამხმარე
avail	0	0	0	0	0	0	0	0	0	0	ისარგებლოს
avalanche	0	0	0	1	0	1	0	1	1	0	ზვავი
avarice	1	0	1	0	0	1	0	0	0	0	სიძუნწე
avatar	0	0	0	0	0	0	1	0	0	0	ავატარი
avenger	1	0	0	0	0	1	0	0	0	0	შურისმაძიებელი
avenue	0	0	0	0	0	0	0	0	0	0	გამზირი
aver	0	0	0	0	0	0	0	0	0	0	ავერ
average	0	0	0	0	0	0	0	0	0	0	საშუალოდ
averse	1	0	1	1	0	1	0	0	0	0	ავერსი
aversion	1	0	1	1	0	1	0	0	0	0	ზიზღი
avert	0	0	0	0	0	0	0	0	0	0	თავიდან აცილება
aviary	0	0	0	0	0	0	0	0	0	0	ვოლიერი
aviation	0	0	0	0	0	0	0	0	0	0	ავიაცია
aviator	0	0	0	0	0	0	0	0	0	0	ავიატორი
avid	0	0	0	0	0	0	0	0	0	0	უყვარს
avocado	0	0	0	0	0	0	0	0	0	0	ავოკადო
avoid	0	0	0	1	0	1	0	0	0	0	თავიდან აცილება
avoidance	0	0	0	1	0	1	0	0	0	0	თავიდან აცილება
avoiding	0	0	0	1	0	0	0	0	0	0	თავიდან აცილება
await	0	1	0	0	0	0	0	0	0	0	დაელოდე
awake	0	0	0	0	0	0	0	0	0	0	გაღვიძებული
awaken	0	0	0	0	0	0	0	0	0	0	გაღვიძება
award	0	1	0	0	1	0	1	0	1	1	ჯილდო
awe	0	0	0	0	0	0	0	0	0	0	შიში
awful	1	0	1	1	0	1	0	1	0	0	საშინელი
awkwardness	0	0	1	0	0	1	0	0	0	0	უხერხულობა
awning	0	0	0	0	0	0	0	0	0	0	ჩარდახი
awry	0	0	0	0	0	1	0	0	0	0	მახინჯი
axial	0	0	0	0	0	0	0	0	0	0	ღერძული
axiom	0	0	0	0	0	0	0	0	0	1	აქსიომა
axiomatic	0	0	0	0	0	0	0	0	0	1	აქსიომური
axis	0	0	0	0	0	0	0	0	0	0	ღერძი
axle	0	0	0	0	0	0	0	0	0	0	ღერძი
ay	0	0	0	0	0	0	1	0	0	0	აი
aye	0	0	0	0	0	0	1	0	0	0	დიახ
azimuth	0	0	0	0	0	0	0	0	0	0	აზიმუტი
azure	0	0	0	0	0	0	0	0	0	0	ცისფერი
babble	0	0	0	0	0	1	0	0	0	0	ბაბუაწვერა
babbling	0	0	0	0	0	1	0	0	0	0	ბაბუაწვერა
baboon	0	0	1	0	0	1	0	0	0	0	ბაბუნი
baby	0	0	0	0	1	0	1	0	0	0	ბავშვი
babysitter	0	0	0	0	0	0	0	0	0	1	ძიძა
baccalaureate	0	0	0	0	0	0	1	0	0	0	ბაკალავრიატი
baccarat	0	0	0	0	0	0	0	0	0	0	ბაკარა
bachelor	0	0	0	0	0	0	0	0	0	0	ბაკალავრიატი
back	0	0	0	0	0	0	0	0	0	0	უკან
backbone	1	0	0	0	0	0	1	0	0	1	ხერხემალი
backer	0	0	0	0	0	0	0	0	0	1	მხარდამჭერი
backfire	0	0	0	0	0	0	0	0	0	0	უკუშექცევა
backgammon	0	0	0	0	0	0	0	0	0	0	ნარდი
background	0	0	0	0	0	0	0	0	0	0	ფონი
backhoe	0	0	0	0	0	0	0	0	0	0	ბექჰოი
backpacker	0	0	0	0	0	0	0	0	0	0	ზურგჩანთა
backtrack	0	0	0	0	0	0	0	0	0	0	უკან დახევა
backward	0	0	0	0	0	1	0	0	0	0	ჩამორჩენილი
backwards	0	0	1	0	0	1	0	0	0	0	უკუღმა
backwater	0	0	0	0	0	1	0	1	0	0	უკანა წყალი
bacteria	0	0	1	1	0	1	0	1	0	0	ბაქტერიები
bacterium	0	0	1	1	0	1	0	0	0	0	ბაქტერია
bad	1	0	1	1	0	1	0	1	0	0	ცუდი
badge	0	0	0	0	0	0	0	0	0	1	სამკერდე ნიშანი
badger	1	0	0	0	0	1	0	0	0	0	მაჩვი
badly	0	0	0	0	0	1	0	1	0	0	ცუდად
badness	1	0	1	1	0	1	0	0	0	0	ბოროტება
baffle	0	0	0	0	0	0	0	0	0	0	დაბნეულობა
bag	0	0	0	0	0	0	0	0	0	0	ჩანთა
baggage	0	0	0	0	0	0	0	0	0	0	ბარგი
baggy	0	0	0	0	0	0	0	0	0	0	ჩანთა
bagpipes	0	0	0	0	0	0	0	0	0	0	ბაგეები
bail	0	0	0	0	0	0	0	0	0	0	გირაო
bailiff	0	0	0	1	0	1	0	0	0	1	აღმასრულებელი
bait	0	0	0	1	0	1	0	0	0	1	სატყუარას
bake	0	0	0	0	0	0	0	0	0	0	გამოცხობა
bakery	0	0	0	0	0	0	0	0	0	0	საცხობი
baking	0	0	0	0	0	0	0	0	0	0	გამოცხობა
bal	0	0	0	0	0	0	0	0	0	0	ბალ
balance	0	0	0	0	0	0	1	0	0	0	ბალანსი
balanced	0	0	0	0	0	0	1	0	0	0	დაბალანსებული
balcony	0	0	0	0	0	0	0	0	0	0	აივანი
bald	0	0	0	0	0	0	0	0	0	0	მელოტი
bale	0	0	0	1	0	1	0	0	0	0	ბეილი
balk	0	0	0	0	0	1	0	0	0	0	ბალკი
ball	0	0	0	0	0	0	0	0	0	0	ბურთი
ballad	0	0	0	0	0	0	1	0	0	0	ბალადა
ballast	0	0	0	0	0	0	0	0	0	0	ბალასტი
ballet	0	0	0	0	0	0	1	0	0	0	ბალეტი
balloon	0	0	0	0	0	0	0	0	0	0	ბუშტი
ballot	0	1	0	0	0	0	1	0	0	1	ბიულეტენი
ballroom	0	0	0	0	0	0	0	0	0	0	სამეჯლისო დარბაზი
balm	0	1	0	0	1	1	1	0	0	0	ბალზამი
balmy	0	0	0	0	0	0	0	0	0	0	ბალზამიანი
balsam	0	0	0	0	0	0	1	0	0	0	ბალზამი
balsamic	0	0	0	0	0	0	0	0	0	0	ბალზამიკოსი
ban	0	0	0	0	0	1	0	0	0	0	აკრძალვა
banana	0	0	0	0	0	0	0	0	0	0	ბანანი
band	0	0	0	0	0	0	0	0	0	0	ბენდი
bandage	0	0	0	0	0	0	0	0	0	0	ბინტი
bandit	0	0	0	0	0	1	0	0	0	0	ბანდიტი
bandwagon	0	0	0	0	0	0	0	0	0	0	ბანდვაგონი
bane	1	0	1	1	0	1	0	0	0	0	ბანი
bang	1	0	1	1	0	1	0	1	1	0	bang
banger	1	1	0	1	0	1	0	0	1	0	ბანგერი
banish	1	0	1	1	0	1	0	1	0	0	განდევნა
banished	1	0	0	1	0	1	0	1	0	0	განდევნილი
banishment	1	0	1	0	0	1	0	1	0	0	განდევნა
banjo	0	0	0	0	0	0	0	0	0	0	ბანჯო
bank	0	0	0	0	0	0	0	0	0	1	ბანკი
banker	0	0	0	0	0	0	0	0	0	1	ბანკირი
bankrupt	0	0	0	1	0	1	0	1	0	0	გაკოტრებული
bankruptcy	1	0	1	1	0	1	0	1	0	0	გაკოტრება
banner	0	0	0	0	0	0	0	0	0	0	ბანერი
banquet	0	1	0	0	1	0	1	0	0	0	ბანკეტი
banshee	1	0	1	1	0	1	0	1	0	0	ბანში
banter	0	0	0	0	0	0	0	0	0	0	ხუმრობა
baptism	0	0	0	0	0	0	1	0	0	0	ნათლობა
baptismal	0	0	0	0	1	0	1	0	0	0	ნათლობა
bar	0	0	0	0	0	0	0	0	0	0	ბარი
barb	1	0	0	0	0	1	0	0	0	0	ბარბი
barbarian	0	0	0	1	0	1	0	0	0	0	ბარბაროსი
barbaric	1	0	1	1	0	1	0	0	0	0	ბარბაროსული
barbarism	0	0	0	0	0	1	0	0	0	0	ბარბაროსობა
barbecue	0	0	0	0	0	0	0	0	0	0	მწვადი
barbed	0	0	0	0	0	0	0	0	0	0	ეკლიანი
bard	0	0	0	0	0	0	1	0	0	0	ბარდი
bareback	0	0	0	0	0	0	0	0	0	0	შიშველი
barefoot	0	0	0	0	0	0	0	0	0	0	ფეხშიშველი
barely	0	0	0	0	0	0	0	0	0	0	ძლივს
barf	0	0	1	0	0	0	0	0	0	0	ბარფი
bargain	0	0	0	0	0	0	1	0	0	1	გარიგება
barge	0	0	0	0	0	0	0	0	0	0	ბარჟა
baritone	0	0	0	0	0	0	0	0	0	0	ბარიტონი
bark	1	0	0	0	0	1	0	0	0	0	ქერქი
barn	0	0	0	0	0	0	0	0	0	0	ბეღელი
barney	0	0	0	0	0	0	0	0	0	0	ბარნი
barometer	0	0	0	0	0	0	0	0	0	0	ბარომეტრი
baron	0	0	0	0	0	0	0	0	0	0	ბარონი
baroque	0	0	0	0	0	0	0	0	0	0	ბაროკოს
barrack	0	0	0	0	0	0	0	0	0	0	ბარაკი
barred	0	0	0	0	0	1	0	0	0	0	აკრძალული
barrel	0	0	0	0	0	0	0	0	0	0	ბარელი
barren	0	0	0	0	0	1	0	1	0	0	უნაყოფო
barricade	0	0	0	1	0	1	0	0	0	0	ბარიკადი
barrier	1	0	0	0	0	1	0	0	0	0	ბარიერი
barring	0	0	0	0	0	0	0	0	0	0	აკრძალვა
barrister	0	0	0	0	0	0	0	0	0	0	ადვოკატი
barrow	0	0	1	0	0	0	0	0	0	0	ბაროუ
bartender	0	0	0	0	0	0	0	0	0	1	ბარმენი
barter	0	0	0	0	0	0	0	0	0	1	გაცვლა
base	0	0	0	0	0	0	0	0	0	1	ბაზა
baseball	0	0	0	0	0	0	0	0	0	0	ბეისბოლი
baseboard	0	0	0	0	0	0	0	0	0	0	დაფა
baseless	0	0	0	0	0	1	0	0	0	0	უსაფუძვლო
basement	0	0	0	0	0	0	0	0	0	0	სარდაფი
basilica	0	0	0	0	0	0	0	0	0	0	ბაზილიკა
basin	0	0	0	0	0	0	0	0	0	0	აუზი
basis	0	0	0	0	0	0	0	0	0	0	საფუძველი
bask	0	0	0	0	0	0	0	0	0	0	ბასკი
basket	0	0	0	0	0	0	0	0	0	0	კალათა
basketball	0	1	0	0	1	0	1	0	0	0	კალათბურთი
bass	0	0	0	0	0	0	0	0	0	0	ბასი
basso	0	0	0	0	0	0	0	0	0	0	ბასო
bassoon	0	0	0	0	0	0	0	0	0	0	ფაგოტი
bastard	0	0	1	0	0	1	0	1	0	0	ნაბიჭვარი
bastion	1	0	0	0	0	0	1	0	0	0	ბასტიონი
bat	0	0	0	0	0	0	0	0	0	0	ბარტყი
batch	0	0	0	0	0	0	0	0	0	0	პარტია
batching	0	0	0	0	0	0	0	0	0	0	პარტია
bate	0	0	0	0	0	0	0	0	0	0	ბატე
bath	0	0	0	0	0	0	1	0	0	0	აბანო
bathe	0	0	0	0	0	0	0	0	0	0	დაიბანეთ
bathroom	0	0	0	0	0	0	0	0	0	0	აბაზანა
bathymetry	0	0	0	0	0	0	0	0	0	0	ბათიმეტრია
baton	0	0	0	0	0	0	0	0	0	0	ხელკეტი
battalion	1	0	0	0	0	0	0	0	0	0	ბატალიონი
batter	1	0	0	1	0	1	0	0	0	0	ცომი
battered	0	0	0	1	0	1	0	1	0	0	შელახული
battery	1	0	0	0	0	1	0	0	0	0	ბატარეა
battle	1	0	0	0	0	1	0	0	0	0	ბრძოლა
battled	1	0	0	1	0	1	0	1	0	0	იბრძოდა
battlefield	0	0	0	1	0	1	0	0	0	0	ბრძოლის ველი
bawdy	0	0	0	0	0	1	0	0	0	0	უაზრო
bay	0	0	0	0	0	0	0	0	0	0	ყურე
bayonet	1	0	0	1	0	1	0	0	0	0	ბაიონეტი
bayou	0	0	0	0	0	0	0	0	0	0	bayou
bazaar	0	0	0	0	0	0	0	0	0	0	ბაზარი
beach	0	0	0	0	1	0	0	0	0	0	სანაპირო
beacon	0	0	0	0	0	0	0	0	0	0	შუქურა
bead	0	0	0	0	0	0	0	0	0	0	მძივი
beading	0	0	0	0	0	0	0	0	0	0	მძივები
beads	0	0	0	0	0	0	0	0	0	0	მძივები
beagle	0	0	0	0	0	0	0	0	0	0	ბიგლი
beak	0	0	0	0	0	0	0	0	0	0	წვერი
beaker	0	0	0	0	0	0	0	0	0	0	ჭიქა
beam	0	0	0	0	1	0	1	0	0	0	სხივი
beaming	0	1	0	0	1	0	1	0	0	0	ნათება
bear	1	0	0	1	0	0	0	0	0	0	დათვი
beard	0	0	0	0	0	0	0	0	0	0	წვერი
bearded	0	0	0	0	0	0	0	0	0	0	წვერიანი
bearer	0	0	0	0	0	1	0	0	0	0	მატარებელი
bearing	0	0	0	0	0	0	0	0	0	0	ტარება
bearings	0	0	0	0	0	0	0	0	0	0	საკისრები
bearish	1	0	0	1	0	0	0	0	0	0	დათვი
beast	1	0	0	1	0	1	0	0	0	0	მხეცი
beastly	0	0	1	1	0	1	0	0	0	0	მხეცური
beat	0	0	0	0	0	0	0	0	0	0	ცემა
beating	1	0	0	1	0	1	0	1	0	0	ცემის
beau	0	0	0	0	0	0	0	0	0	0	ლამაზმანი
beautification	0	0	0	0	1	0	1	0	0	1	გალამაზება
beautiful	0	0	0	0	1	0	1	0	0	0	ლამაზი
beautify	0	0	0	0	1	0	1	0	0	0	გაალამაზებს
beauty	0	0	0	0	1	0	1	0	0	0	სილამაზე
beck	0	0	0	0	0	0	0	0	0	0	ბეკი
beckon	0	0	0	0	0	0	0	0	0	0	ანიშნა
bed	0	0	0	0	0	0	0	0	0	0	საწოლი
bedding	0	0	0	0	0	0	0	0	0	0	საწოლები
bedrock	0	0	0	0	0	0	1	0	0	1	ფსკერი
bedroom	0	0	0	0	0	0	0	0	0	0	საძინებელი
bedtime	0	0	0	0	0	0	0	0	0	0	ძილის წინ
bee	1	0	0	1	0	0	0	0	0	0	ფუტკარი
beef	0	0	0	0	0	0	0	0	0	0	საქონლის ხორცი
beehive	0	0	0	0	0	0	0	0	0	0	საფუტკრე
beer	0	0	0	0	1	0	1	0	0	0	ლუდი
beeswax	0	0	0	0	0	0	0	0	0	0	ფუტკრის ცვილი
beetle	0	0	0	0	0	0	0	0	0	0	ხოჭო
befall	0	0	0	0	0	1	0	0	0	0	დაემართება
befitting	0	0	0	0	0	0	1	0	0	0	უხდება
befriend	0	0	0	0	1	0	1	0	0	1	დაუმეგობრდი
beg	0	0	0	0	0	1	0	1	0	0	ევედრება
beggar	0	0	0	0	0	1	0	1	0	0	მათხოვარი
begging	0	0	0	0	0	1	0	0	0	0	ხვეწნა
begin	0	0	0	0	0	0	0	0	0	0	დაიწყოს
beginner	0	0	0	0	0	0	0	0	0	0	დამწყები
beginning	0	0	0	0	0	0	0	0	0	0	დასაწყისი
begun	0	1	0	0	0	0	0	0	0	0	დაიწყო
behavior	0	0	0	0	0	0	0	0	0	0	მოქმედება
behemoth	0	0	0	1	0	1	0	0	0	0	ბეჰემოთი
behest	0	0	0	0	0	0	0	0	0	0	ბრძანება
behold	0	0	0	0	0	0	0	0	0	0	აჰა
beholden	0	0	0	0	0	1	0	0	0	0	აჰა
beholder	0	0	0	0	0	0	0	0	0	0	შემყურე
belated	0	0	0	0	0	1	0	0	0	0	დაგვიანებული
belay	0	0	0	0	0	0	0	0	0	0	ბელეი
belief	0	0	0	0	0	0	0	0	0	0	რწმენა
believed	0	0	0	0	0	0	0	0	0	1	დაიჯერა
believer	0	0	0	0	0	0	0	0	0	1	მორწმუნე
believing	0	0	0	0	0	0	1	0	0	1	სჯეროდა
belittle	1	0	1	1	0	1	0	1	0	0	დააკნინება
bell	0	0	0	0	0	0	0	0	0	0	ზარი
belligerent	1	0	0	1	0	1	0	0	0	0	მეომარი
bellow	0	0	0	0	0	0	0	0	0	0	ქვემოთ
bellows	1	0	0	0	0	0	0	0	0	0	ბუხარი
belly	0	0	0	0	0	0	0	0	0	0	მუცელი
belongings	0	0	0	0	0	0	0	0	0	0	ნივთები
belt	1	0	0	1	0	1	0	0	0	0	ქამარი
bemused	0	0	0	0	0	0	0	0	0	0	შეცბუნებული
bench	0	0	0	0	0	0	0	0	0	0	სკამი
bend	0	0	0	0	0	0	0	0	0	0	წარმართონ
bender	0	0	0	0	0	1	0	0	0	0	გამხვევი
bending	0	0	0	0	0	0	0	0	0	0	მოხრა
beneath	0	0	0	0	0	0	0	0	0	0	ქვემოთ
benefactor	0	0	0	0	0	0	1	0	0	1	კეთილისმყოფელი
beneficial	0	0	0	0	0	0	1	0	0	0	მომგებიანი
beneficiary	0	0	0	0	0	0	0	0	0	0	ბენეფიციარი
benefit	0	0	0	0	0	0	1	0	0	0	სარგებელი
benevolence	0	0	0	0	1	0	1	0	0	1	კეთილგანწყობა
benign	0	0	0	0	1	0	1	0	0	0	კეთილთვისებიანი
bent	0	0	0	0	0	0	0	0	0	0	მოხრილი
benzene	0	0	0	0	0	0	0	0	0	0	ბენზოლი
bequeath	0	0	0	0	0	0	0	0	0	0	ანდერძს
bequest	0	0	0	0	0	0	0	0	0	1	ანდერძი
bereaved	0	0	0	0	0	1	0	1	0	0	მოწყენილი
bereavement	0	0	0	0	0	1	0	1	0	0	მძიმე დანაკლისი
bereft	0	0	0	0	0	1	0	0	0	0	დაცლილი
bergamot	0	0	0	0	0	0	0	0	0	0	ბერგამოტი
berlin	0	0	0	0	0	0	0	0	0	0	ბერლინი
berserk	1	0	0	0	0	1	0	0	0	0	გაბრაზებული
berth	0	0	0	0	0	0	1	0	0	0	ნავმისადგომი
beseech	0	0	0	0	0	0	0	0	0	0	ვედრება
beset	0	0	0	0	0	0	0	0	0	0	დაბნეული
bestial	0	0	1	1	0	1	0	0	0	0	ცხოველური
bestow	0	0	0	0	0	0	0	0	0	0	მიანიჭოს
bet	0	0	0	0	0	0	0	0	0	0	ფსონი
betray	1	0	1	0	0	1	0	1	1	0	ღალატობს
betrayal	1	0	1	0	0	1	0	1	0	0	ღალატი
betrothed	0	1	0	0	1	0	1	0	0	1	გათხოვილი
betterment	0	0	0	0	0	0	1	0	0	0	გაუმჯობესება
betting	0	0	0	0	0	0	0	0	0	0	ფსონი
betty	0	0	0	0	0	0	0	0	0	0	ბეტი
bevel	0	0	0	0	0	0	0	0	0	0	დახრილი
beverage	0	0	0	0	0	0	1	0	0	0	სასმელი
bevy	0	0	0	0	0	0	0	0	0	0	ბევი
beware	0	1	0	1	0	1	0	0	0	0	უფრთხილდი
bewildered	0	0	0	1	0	1	0	0	1	0	დაბნეული
bewilderment	0	0	0	1	0	0	0	0	1	0	დაბნეულობა
bias	1	0	0	0	0	1	0	0	0	0	მიკერძოება
biased	0	0	0	0	0	1	0	0	0	0	მიკერძოებული
bib	0	0	0	0	0	0	0	0	0	0	ბიბილო
biblical	0	0	0	0	0	0	1	0	0	0	ბიბლიური
bibliography	0	0	0	0	0	0	0	0	0	0	ბიბლიოგრაფია
bickering	1	0	1	0	0	1	0	0	0	0	კამათი
bicolor	0	0	0	0	0	0	0	0	0	0	ორფეროვანი
bicycle	0	0	0	0	0	0	0	0	0	0	ველოსიპედი
bid	0	0	0	0	0	0	0	0	0	0	შეთავაზება
bidder	0	0	0	0	0	0	0	0	0	0	პრეტენდენტი
bidding	0	0	0	0	0	0	0	0	0	0	ვაჭრობა
biennial	0	1	0	0	0	0	0	0	0	0	ორწლიანი
bier	0	0	0	1	0	1	0	1	0	0	ბიერი
bifurcation	0	0	0	0	0	0	0	0	0	0	ბიფურკაცია
big	0	0	0	0	0	0	0	0	0	0	დიდი
bigot	1	0	1	1	0	1	0	0	0	0	დიდსულოვანი
bigoted	1	0	1	1	0	1	0	1	0	0	დიდსულოვანი
bike	0	0	0	0	0	0	0	0	0	0	ველოსიპედი
bilateral	0	0	0	0	0	0	0	0	0	0	ორმხრივი
bilayer	0	0	0	0	0	0	0	0	0	0	ორფენიანი
bile	1	0	1	0	0	1	0	0	0	0	ნაღველი
bilge	0	0	0	0	0	0	0	0	0	0	ნაღველი
bilingual	0	0	0	0	0	0	1	0	0	0	ორენოვანი
bill	0	0	0	0	0	0	0	0	0	0	კანონპროექტი
billet	0	0	0	0	0	0	0	0	0	0	billet
billiards	0	0	0	0	0	0	0	0	0	0	ბილიარდი
billion	0	0	0	0	0	0	0	0	0	0	მილიარდი
billy	0	0	0	0	0	0	0	0	0	0	ბილი
bimonthly	0	0	0	0	0	0	0	0	0	0	ორთვიანი
bin	0	0	0	0	0	0	0	0	0	0	ურნა
binary	0	0	0	0	0	0	0	0	0	0	ორობითი
bind	0	0	0	0	0	0	0	0	0	0	შებოჭვა
bindery	0	0	0	0	0	0	0	0	0	0	შემკვრელი
binding	0	0	0	0	0	0	0	0	0	0	სავალდებულო
bing	0	0	0	0	0	0	0	0	0	0	ბინგ
binocular	0	0	0	0	0	0	0	0	0	0	ბინოკლები
binoculars	0	0	0	0	0	0	0	0	0	0	ბინოკლები
binomial	0	0	0	0	0	0	0	0	0	0	ბინომიალური
biogenesis	0	0	0	0	0	0	0	0	0	0	ბიოგენეზი
biographer	0	0	0	0	0	0	0	0	0	0	ბიოგრაფი
biography	0	0	0	0	0	0	0	0	0	0	ბიოგრაფია
biology	0	0	0	0	0	0	0	0	0	0	ბიოლოგია
biopsy	0	0	0	1	0	1	0	0	0	0	ბიოფსია
biosphere	0	0	0	0	0	0	0	0	0	0	ბიოსფერო
bipartite	0	0	0	0	0	0	0	0	0	0	ორმხრივი
birch	1	0	1	1	0	1	0	0	0	0	არყის
bird	0	0	0	0	0	0	0	0	0	0	ჩიტი
birth	0	1	0	1	1	0	1	0	0	1	დაბადების
birthday	0	1	0	0	1	0	1	0	1	0	დაბადების დღე
birthplace	1	0	0	0	0	1	0	0	0	0	დაბადების ადგილი
birthright	0	0	0	0	0	0	0	0	0	0	დაბადების უფლება
bis	0	0	0	0	0	0	0	0	0	0	ბის
bishop	0	0	0	0	0	0	0	0	0	0	ეპისკოპოსი
bison	0	0	0	0	0	0	0	0	0	0	ბიზონი
bit	0	0	0	0	0	0	0	0	0	0	ცოტა
bitch	1	0	1	1	0	1	0	1	0	0	ძუა
bite	0	0	0	0	0	1	0	0	0	0	ნაკბენი
