English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Punjabi Word
dissimilar	0	0	0	0	0	0	0	0	0	0	ਭਿੰਨ
dissipate	0	0	0	0	0	0	0	0	0	0	ਖਤਮ ਕਰਨਾ
dissipated	0	0	0	0	0	0	0	0	0	0	dissipated
dissociation	0	0	0	0	0	0	0	0	0	0	ਵਿਛੋੜਾ
dissolution	1	0	0	1	0	1	0	1	1	0	ਭੰਗ
dissolve	0	0	0	0	0	0	0	0	0	0	ਭੰਗ
dissonance	1	0	0	0	0	1	0	0	0	0	ਅਸਹਿਮਤੀ
dissuade	0	0	0	0	0	0	0	0	0	0	ਰੋਕਣਾ
distal	0	0	0	0	0	0	0	0	0	0	ਦੂਰ
distance	0	0	0	0	0	0	0	0	0	0	ਦੂਰੀ
distant	0	0	0	0	0	0	0	0	0	0	ਦੂਰ
distaste	0	0	1	0	0	1	0	0	0	0	ਨਫ਼ਰਤ
distasteful	0	0	1	0	0	1	0	0	0	0	ਅਸੁਵਿਧਾਜਨਕ
distillate	0	0	0	0	0	0	0	0	0	0	ਡਿਸਟਿਲਟ
distillation	0	0	0	0	0	0	1	0	0	0	ਡਿਸਟਿਲੇਸ਼ਨ
distinction	0	0	0	0	0	0	1	0	0	0	ਅੰਤਰ
distinctive	0	0	0	0	0	0	0	0	0	0	ਵਿਲੱਖਣ
distinguish	0	0	0	0	0	0	0	0	0	0	ਵੱਖ ਕਰੋ
distinguishable	0	0	0	0	0	0	0	0	0	0	ਵੱਖ ਕਰਨ ਯੋਗ
distinguished	0	0	0	0	0	0	0	0	0	0	ਵੱਖਰਾ
distinguishing	0	0	0	0	0	0	0	0	0	0	ਵੱਖਰਾ
distorted	0	0	1	0	0	1	0	0	0	0	ਵਿਗੜਿਆ
distortion	0	0	0	0	0	1	0	0	0	0	ਵਿਗਾੜ
distract	0	0	0	0	0	1	0	0	0	0	ਧਿਆਨ ਭਟਕਾਉਣਾ
distracted	1	0	0	0	0	1	0	0	0	0	ਵਿਚਲਿਤ
distracting	1	1	0	0	0	1	0	0	0	0	ਧਿਆਨ ਭਟਕਾਉਣ ਵਾਲਾ
distraction	0	0	0	0	0	1	0	0	0	0	ਭਟਕਣਾ
distraught	0	0	0	0	0	1	0	1	0	0	ਪਰੇਸ਼ਾਨ
distress	1	0	1	1	0	1	0	1	1	0	ਤਕਲੀਫ਼
distressed	0	0	0	1	0	1	0	0	0	0	ਦੁਖੀ
distressing	1	0	0	1	0	1	0	0	0	0	ਦੁਖਦਾਈ
distribute	0	0	0	0	0	0	0	0	0	0	ਵੰਡਣਾ
distribution	0	0	0	0	0	0	0	0	0	0	ਵੰਡ
district	0	0	0	0	0	0	0	0	0	0	ਜ਼ਿਲ੍ਹਾ
distrust	1	0	1	1	0	1	0	0	0	0	ਅਵਿਸ਼ਵਾਸ
disturbance	1	0	0	1	0	1	0	1	1	0	ਗੜਬੜ
disturbed	1	0	0	0	0	1	0	1	0	0	ਪਰੇਸ਼ਾਨ
disuse	0	0	0	0	0	1	0	0	0	0	ਦੁਰਵਰਤੋਂ
disused	1	0	0	0	0	1	0	0	0	0	ਦੀ ਵਰਤੋਂ ਨਹੀਂ ਕੀਤੀ ਗਈ
ditch	0	0	0	0	0	0	0	0	0	0	ਖਾਈ
ditto	0	0	0	0	0	0	0	0	0	0	ਇਸੇ ਤਰ੍ਹਾਂ
ditty	0	0	0	0	1	0	1	0	0	0	ਗੰਦਾ
diurnal	0	0	0	0	0	0	0	0	0	0	ਰੋਜ਼ਾਨਾ
divan	0	0	0	0	0	0	0	0	0	1	ਦੀਵਾਨ
dive	0	0	0	0	0	0	0	0	0	0	ਡੁਬਕੀ
diver	0	0	0	0	0	0	0	0	0	0	ਗੋਤਾਖੋਰ
diverge	0	0	0	0	0	0	0	0	0	0	ਵੱਖ ਕਰਨਾ
divergence	0	0	0	0	0	0	0	0	0	0	ਭਿੰਨਤਾ
divergent	0	0	0	0	0	1	0	0	1	0	ਵੱਖਰੇ
diverging	0	0	0	0	0	0	0	0	0	0	ਵੱਖ ਕਰਨਾ
divers	0	0	0	0	0	0	0	0	0	0	ਗੋਤਾਖੋਰ
diverse	0	0	0	0	0	1	1	0	0	0	ਵਿਭਿੰਨ
diversified	0	0	0	0	0	0	1	0	0	0	ਵਿਭਿੰਨ
diversify	0	0	0	0	0	0	0	0	0	0	ਵਿਭਿੰਨਤਾ
diversion	0	0	0	0	0	0	1	0	1	0	ਡਾਇਵਰਸ਼ਨ
diversity	0	0	0	0	0	0	0	0	0	0	ਵਿਭਿੰਨਤਾ
divert	0	0	0	0	0	0	0	0	0	0	ਮੋੜੋ
diverting	0	0	0	0	0	0	0	0	0	0	ਮੋੜਨਾ
divest	0	0	0	0	0	0	0	0	0	0	ਵੰਡਣਾ
divested	0	0	0	0	0	1	0	0	0	0	ਵੰਡਿਆ
divestment	0	0	0	0	0	1	0	0	0	0	ਵਿਨਿਵੇਸ਼
divide	0	0	0	0	0	0	0	0	0	0	ਪਾੜਾ
divided	0	0	0	0	0	0	0	0	0	0	ਵੰਡਿਆ
dividend	0	0	0	0	0	0	0	0	0	0	ਲਾਭਅੰਸ਼
divination	0	1	0	0	0	0	0	0	0	0	ਭਵਿੱਖਬਾਣੀ
divine	0	0	0	0	0	0	0	0	0	0	ਬ੍ਰਹਮ
divinity	0	0	0	0	0	0	1	0	0	0	ਬ੍ਰਹਮਤਾ
divisible	0	0	0	0	0	0	0	0	0	0	ਵੰਡਣਯੋਗ
division	0	0	0	0	0	0	0	0	0	0	ਵੰਡ
divisor	0	0	0	0	0	0	0	0	0	0	ਭਾਜਕ
divorce	1	0	1	1	0	1	0	1	1	1	ਤਲਾਕ
divulge	0	0	0	0	0	0	0	0	0	0	ਦੱਸਣਾ
dizziness	0	0	0	0	0	1	0	0	0	0	ਚੱਕਰ ਆਉਣੇ
dizzy	0	0	0	0	0	1	0	0	0	0	ਚੱਕਰ ਆਉਣਾ
docile	0	0	0	0	0	0	0	0	0	0	ਨਿਮਰ
dock	0	0	0	0	0	0	0	0	0	0	ਡੌਕ
docked	0	0	0	0	0	1	0	0	0	0	ਡੌਕ ਕੀਤਾ
docket	0	0	0	0	0	0	0	0	0	0	ਡਾਕੇਟ
doctor	0	0	0	0	0	0	1	0	0	1	ਡਾਕਟਰ
doctrinal	0	0	0	0	0	0	0	0	0	0	ਸਿਧਾਂਤਕ
doctrine	0	0	0	0	0	0	0	0	0	1	ਸਿਧਾਂਤ
document	0	0	0	0	0	0	0	0	0	0	ਦਸਤਾਵੇਜ਼
documentary	0	0	0	0	0	0	0	0	0	0	ਦਸਤਾਵੇਜ਼ੀ
dodge	0	0	0	0	0	0	0	0	0	0	ਚਕਮਾ
dodging	0	0	0	0	0	0	0	0	0	0	ਚਕਮਾ ਦੇਣਾ
doe	0	0	0	0	0	0	0	0	0	0	doe
doer	0	0	0	0	0	0	1	0	0	0	ਕਰਨ ਵਾਲਾ
dog	0	0	0	0	0	0	0	0	0	0	ਕੁੱਤਾ
dogged	0	0	0	0	0	0	1	0	0	0	ਕੁੱਤੇ
dogma	0	0	0	0	0	0	0	0	0	1	ਹਠ
dogmatic	0	0	0	0	0	0	0	0	0	0	ਕੱਟੜਪੰਥੀ
doings	0	0	0	0	0	0	0	0	0	0	ਕੰਮ
doit	0	0	0	0	0	1	0	0	0	0	ਏਹਨੂ ਕਰ
doldrums	0	0	0	0	0	1	0	1	0	0	ਉਦਾਸੀ
dole	0	0	0	0	0	1	0	1	0	0	ਡੋਲ
doll	0	0	0	0	1	0	0	0	0	0	ਗੁੱਡੀ
dollar	0	0	0	0	0	0	0	0	0	0	ਡਾਲਰ
dolor	0	0	0	0	0	1	0	1	0	0	ਡੋਲਰ
dolphin	0	0	0	0	1	0	1	0	1	1	ਡਾਲਫਿਨ
domain	0	0	0	0	0	0	0	0	0	0	ਡੋਮੇਨ
dome	0	0	0	0	0	0	0	0	0	0	ਗੁੰਬਦ
domestic	0	0	0	0	0	0	0	0	0	0	ਘਰੇਲੂ
domesticated	0	0	0	0	0	0	0	0	0	0	ਪਾਲਤੂ
domestication	0	0	0	0	0	0	0	0	0	0	ਪਾਲਤੂਤਾ
domicile	0	0	0	0	0	0	0	0	0	0	ਨਿਵਾਸ
domiciled	0	0	0	0	0	0	0	0	0	0	ਨਿਵਾਸ
dominance	0	0	0	0	0	0	0	0	0	0	ਦਬਦਬਾ
dominant	0	0	0	1	0	1	0	0	0	0	ਪ੍ਰਭਾਵੀ
dominate	1	0	0	1	0	1	1	0	0	0	ਹਾਵੀ
dominating	0	0	0	0	0	0	0	0	0	0	ਹਾਵੀ
domination	1	0	0	1	0	1	0	1	0	0	ਦਬਦਬਾ
dominion	0	0	0	1	0	0	0	0	0	1	ਹਕੂਮਤ
domino	0	0	0	0	0	0	0	0	0	0	ਡੋਮੀਨੋ
don	0	0	0	0	0	0	1	0	0	1	ਡੌਨ
donation	0	0	0	0	0	0	1	0	0	0	ਦਾਨ
donkey	0	0	1	0	0	1	0	0	0	0	ਗਧਾ
donor	0	0	0	0	0	0	0	0	0	0	ਦਾਨੀ
doodle	0	0	0	0	0	1	0	0	0	0	ਡੂਡਲ
doom	0	0	0	1	0	1	0	0	0	0	ਤਬਾਹੀ
doomed	0	0	0	1	0	1	0	1	0	0	ਬਰਬਾਦ
doomsday	1	1	1	1	0	1	0	1	0	0	ਕਿਆਮਤ ਦਾ ਦਿਨ
door	0	0	0	0	0	0	0	0	0	0	ਦਰਵਾਜ਼ਾ
doorbell	0	0	0	0	0	0	0	0	0	0	ਦਰਵਾਜ਼ੇ ਦੀ ਘੰਟੀ
doorway	0	0	0	0	0	0	0	0	0	0	ਦਰਵਾਜ਼ਾ
dormant	0	0	0	0	0	0	0	0	0	0	ਸੁਸਤ
dormitory	0	0	0	0	0	0	0	0	0	0	ਹੋਸਟਲ
dorsal	0	0	0	0	0	0	0	0	0	0	ਡੋਰਸਲ
dose	0	0	0	0	0	0	0	0	0	0	ਖੁਰਾਕ
dot	0	0	0	0	0	0	0	0	0	0	ਬਿੰਦੀ
double	0	0	0	0	0	0	0	0	0	0	ਡਬਲ
doubled	0	0	0	0	0	0	0	0	0	0	ਦੁੱਗਣਾ
doublet	0	0	0	0	0	0	0	0	0	0	ਡਬਲਟ
doubling	0	0	0	0	0	0	0	0	0	0	ਦੁੱਗਣਾ
doubt	0	0	0	1	0	1	0	1	0	1	ਸ਼ੱਕ
doubtful	0	0	0	0	0	1	0	0	0	0	ਸ਼ੱਕੀ
doubting	0	0	0	0	0	1	0	0	0	0	ਸ਼ੱਕ ਕਰਨਾ
doubtless	0	0	0	0	0	0	1	0	0	1	ਬੇਸ਼ੱਕ
douche	0	0	0	0	0	1	0	0	0	0	douche
dough	0	0	0	0	0	0	0	0	0	0	ਆਟਾ
doughnut	0	0	0	0	0	0	0	0	0	0	ਡੋਨਟ
dour	0	0	0	0	0	1	0	0	0	0	ਡੋਰ
dove	0	1	0	0	1	0	1	0	0	1	ਘੁੱਗੀ
downcast	0	0	0	0	0	0	0	0	0	0	ਨਿਰਾਸ਼
downfall	0	0	0	1	0	1	0	1	0	0	ਪਤਨ
downhill	0	0	0	0	0	0	0	0	0	0	ਢਲਾਣ
downpour	0	0	0	0	0	0	0	0	0	0	ਮੀਂਹ
downright	0	0	0	0	0	0	0	0	0	1	ਸਿੱਧਾ
downy	0	0	0	0	0	0	1	0	0	0	ਘਟੀਆ
dowry	0	0	0	0	0	0	0	0	0	0	ਦਾਜ
doze	0	0	0	0	0	0	0	0	0	0	ਨੀਂਦ
dozen	0	0	0	0	0	0	0	0	0	0	ਦਰਜਨ
drab	0	0	0	0	0	1	0	1	0	0	ਡਰੈਬ
draft	0	1	0	0	0	0	0	0	0	0	ਡਰਾਫਟ
drag	0	0	0	0	0	0	0	0	0	0	ਖਿੱਚੋ
dragon	0	0	0	1	0	0	0	0	0	0	ਅਜਗਰ
drain	0	0	0	0	0	0	0	0	0	0	ਡਰੇਨ
drainage	0	0	0	0	0	1	0	0	0	0	ਡਰੇਨੇਜ
drained	0	0	0	0	0	0	0	0	0	0	ਨਿਕਾਸ
drake	0	0	0	0	0	0	0	0	0	0	ਡਰੇਕ
drama	0	0	0	0	0	0	0	0	0	0	ਡਰਾਮਾ
dramatic	0	0	0	0	0	0	0	0	0	0	ਨਾਟਕੀ
drape	0	0	0	0	0	0	0	0	0	0	ਪਰਦਾ
drapery	0	0	0	0	0	0	0	0	0	0	ਡਰੈਪਰੀ
drastic	0	0	0	0	0	0	0	0	0	0	ਸਖ਼ਤ
draught	0	0	0	0	0	0	0	0	0	0	ਡਰਾਫਟ
draw	0	0	0	0	0	0	0	0	0	0	ਡਰਾਅ
drawback	0	0	0	0	0	1	0	0	0	0	ਕਮੀ
drawer	0	0	0	0	0	0	0	0	0	0	ਦਰਾਜ਼
drawers	0	0	0	0	0	0	0	0	0	0	ਦਰਾਜ
drawing	0	0	0	0	0	0	0	0	0	0	ਡਰਾਇੰਗ
dread	0	1	0	1	0	1	0	0	0	0	ਡਰ
dreadful	1	1	1	1	0	1	0	1	0	0	ਭਿਆਨਕ
dreadfully	0	0	1	1	0	1	0	1	1	0	ਡਰਾਉਣਾ
dream	0	0	0	0	0	0	0	0	0	0	ਸੁਪਨਾ
dreamer	0	0	0	0	0	0	0	0	0	0	ਸੁਪਨੇ ਦੇਖਣ ਵਾਲਾ
dreaming	0	0	0	0	0	0	0	0	0	0	ਸੁਪਨਾ
dreamy	0	0	0	0	0	0	0	0	0	0	ਸੁਪਨੇ ਵਾਲਾ
dreary	0	0	0	0	0	1	0	1	0	0	ਡਰਾਉਣਾ
dredge	0	0	0	0	0	0	0	0	0	0	ਡਰੇਜ
drenched	0	0	0	0	0	0	0	0	0	0	ਭਿੱਜ ਗਿਆ
dresser	0	0	0	0	0	0	0	0	0	0	ਡ੍ਰੈਸਰ
dribble	0	0	0	0	0	0	0	0	0	0	ਡ੍ਰਿਬਲ
dried	0	0	0	0	0	0	0	0	0	0	ਸੁੱਕਿਆ
drier	0	0	0	0	0	0	0	0	0	0	ਸੁੱਕਣ ਵਾਲਾ
drift	0	0	0	0	0	0	0	0	0	0	ਵਹਿਣਾ
drifted	0	0	0	0	0	0	0	0	0	0	ਵਹਿ ਗਿਆ
drill	0	0	0	0	0	0	0	0	0	0	ਮਸ਼ਕ
drink	0	0	0	0	0	0	0	0	0	0	ਪੀਓ
drinking	0	0	0	0	0	1	0	0	0	0	ਪੀਣ
drip	0	0	0	0	0	0	0	0	0	0	ਤੁਪਕਾ
dripping	0	0	0	0	0	0	0	0	0	0	ਟਪਕਦਾ
drivel	0	0	1	0	0	1	0	0	0	0	ਡਰਾਈਲ
driver	0	0	0	0	0	0	0	0	0	0	ਡਰਾਈਵਰ
driveway	0	0	0	0	0	0	0	0	0	0	ਡਰਾਈਵਵੇਅ
drizzle	0	0	0	0	0	0	0	0	0	0	ਬੂੰਦਾਬਾਂਦੀ
droll	0	0	0	0	0	0	0	0	0	0	ਡਰੋਲ
drone	0	0	0	0	0	1	0	0	0	0	ਡਰੋਨ
drool	0	0	1	0	0	0	0	0	0	0	ਲਾਰ
drooping	0	0	0	0	0	1	0	0	0	0	ਝੁਕਣਾ
drop	0	0	0	0	0	0	0	0	0	0	ਸੁੱਟੋ
droplet	0	0	0	0	0	0	0	0	0	0	ਬੂੰਦ
drought	0	0	0	0	0	1	0	0	0	0	ਸੋਕਾ
drove	0	0	0	0	0	0	0	0	0	0	ਚਲਾਇਆ
drown	0	0	0	1	0	1	0	1	0	0	ਡੁੱਬਣਾ
drowsiness	0	0	0	0	0	1	0	0	0	0	ਸੁਸਤੀ
drowsy	0	0	0	0	0	0	0	0	0	0	ਸੁਸਤ
drudgery	0	0	0	0	0	1	0	0	0	0	ਔਕੜ
drug	0	0	0	0	0	0	0	0	0	0	ਡਰੱਗ
drugged	0	0	0	0	0	0	0	1	0	0	ਨਸ਼ਾ
drugstore	0	0	0	0	0	0	0	0	0	0	ਦਵਾਈ ਦੀ ਦੁਕਾਨ
druid	0	0	0	0	0	0	0	0	0	0	ਡਰੂਡ
drum	0	0	0	0	0	0	0	0	0	0	ਢੋਲ
drummer	0	0	0	0	0	0	0	0	0	0	ਢੋਲਕੀ
drumming	0	0	0	0	0	0	0	0	0	0	ਢੋਲ ਵਜਾਉਣਾ
drunken	0	0	1	0	0	1	0	0	0	0	ਸ਼ਰਾਬੀ
drunkenness	0	0	0	0	0	1	0	0	0	0	ਸ਼ਰਾਬੀ
dry	0	0	0	0	0	0	0	0	0	0	ਸੁੱਕਾ
dryness	0	0	0	0	0	0	0	0	0	0	ਖੁਸ਼ਕੀ
dual	0	0	0	0	0	0	0	0	0	0	ਦੋਹਰਾ
dualism	0	0	0	0	0	0	0	0	0	0	ਦਵੈਤਵਾਦ
duality	0	0	0	0	0	0	0	0	0	0	ਦਵੈਤ
dub	0	0	0	0	0	0	0	0	0	0	ਡੱਬ
dubious	0	0	0	1	0	1	0	0	0	1	ਸ਼ੱਕੀ
ducking	0	0	0	0	0	0	0	0	0	0	ਡਕਿੰਗ
duct	0	0	0	0	0	0	0	0	0	0	ਨਲੀ, ਨਲਕੀ
ductile	0	0	0	0	0	0	0	0	0	0	ਨਰਮ
duds	0	0	0	0	0	0	0	0	0	0	ਡੱਡ
due	0	0	0	0	0	0	0	0	0	0	ਬਕਾਇਆ
duel	1	1	0	1	0	0	0	0	0	0	ਲੜਾਈ
dues	0	0	0	0	0	0	0	0	0	0	ਬਕਾਇਆ
duet	0	0	0	0	0	0	1	0	0	0	ਦੋਗਾਣਾ
dugout	0	0	0	0	0	0	0	0	0	0	ਡਗਆਊਟ
duke	0	0	0	0	0	0	1	0	0	0	ਡਿਊਕ
dull	0	0	0	0	0	1	0	1	0	0	ਸੰਜੀਵ
dumb	0	0	0	0	0	1	0	0	0	0	ਗੂੰਗਾ
dummy	0	0	0	0	0	1	0	0	0	0	ਨਕਲੀ
dump	0	0	0	0	0	0	0	0	0	0	ਡੰਪ
dumps	1	0	0	0	0	1	0	1	0	0	ਡੰਪ
dun	0	0	0	0	0	1	0	0	0	0	ਡਨ
dune	0	0	0	0	0	0	0	0	0	0	ਟਿੱਬਾ
dung	0	0	1	0	0	0	0	0	0	0	ਗੋਬਰ
dungeon	0	0	0	1	0	1	0	0	0	0	ਕਾਲ ਕੋਠੜੀ
duo	0	0	0	0	0	0	0	0	0	0	ਜੋੜੀ
dupe	1	0	0	0	0	1	0	0	0	0	ਧੋਖਾ
duplex	0	0	0	0	0	0	0	0	0	0	ਡੁਪਲੈਕਸ
duplicate	0	0	0	0	0	0	0	0	0	0	ਡੁਪਲੀਕੇਟ
duplication	0	0	0	0	0	0	0	0	0	0	ਨਕਲ
duplicity	1	0	0	0	0	1	0	0	0	0	ਡੁਪਲੀਸੀਟੀ
durability	0	0	0	0	0	0	1	0	0	1	ਟਿਕਾਊਤਾ
durable	0	0	0	0	0	0	1	0	0	1	ਟਿਕਾਊ
duration	0	0	0	0	0	0	0	0	0	0	ਮਿਆਦ
duress	1	0	1	1	0	1	0	1	0	0	ਜ਼ੋਰ
dusk	0	0	0	0	0	0	0	0	0	0	ਸ਼ਾਮ
dusky	0	0	0	0	0	0	0	0	0	0	ਸੰਘਣਾ
dust	0	0	0	0	0	1	0	0	0	0	ਧੂੜ
duster	0	0	0	0	0	0	0	0	0	0	ਡਸਟਰ
dusty	0	0	0	0	0	0	0	0	0	0	ਧੂੜ ਭਰੀ
dutiful	0	1	0	0	0	0	1	0	0	1	ਕਰਤੱਵਪੂਰਨ
dwarf	0	0	0	0	0	0	0	0	0	0	ਬੌਣਾ
dwarfed	0	0	0	1	0	1	0	1	0	0	ਬੌਣਾ
dwell	0	0	0	0	0	0	0	0	0	0	ਨਿਵਾਸ
dweller	0	0	0	0	0	0	0	0	0	0	ਨਿਵਾਸੀ
dwelling	0	0	0	0	0	0	0	0	0	0	ਨਿਵਾਸ
dye	0	0	0	0	0	0	0	0	0	0	ਰੰਗ
dying	1	0	1	1	0	1	0	1	0	0	ਮਰਨਾ
dyke	0	0	0	0	0	0	0	0	0	0	ਡਾਈਕ
dynamic	0	0	0	0	0	0	0	0	1	0	ਗਤੀਸ਼ੀਲ
dynamical	0	0	0	0	0	0	0	0	0	0	ਗਤੀਸ਼ੀਲ
dynamics	0	0	0	0	0	0	0	0	0	0	ਗਤੀਸ਼ੀਲਤਾ
dynamite	0	0	0	0	0	0	0	0	0	0	ਡਾਇਨਾਮਾਈਟ
dynasty	0	0	0	0	0	0	0	0	0	0	ਰਾਜਵੰਸ਼
dysentery	0	0	1	0	0	1	0	1	0	0	ਪੇਚਸ਼
dyspepsia	0	0	0	0	0	0	0	0	0	0	dyspepsia
eager	0	1	0	0	1	0	1	0	1	1	ਉਤਸੁਕ
eagerness	0	1	0	0	1	0	1	0	0	1	ਉਤਸੁਕਤਾ
eagle	0	0	0	0	0	0	0	0	0	1	ਇੱਲ
ear	0	0	0	0	0	0	0	0	0	0	ਕੰਨ
earl	0	0	0	0	0	0	1	0	0	0	ਅਰਲ
earlier	0	0	0	0	0	0	0	0	0	0	ਪਹਿਲਾਂ
early	0	0	0	0	0	0	0	0	0	0	ਛੇਤੀ
earn	0	0	0	0	0	0	1	0	0	0	ਕਮਾਓ
earnest	0	0	0	0	0	0	1	0	0	0	ਦਿਲੋਂ
earnestly	0	0	0	0	0	0	1	0	0	0	ਦਿਲੋਂ
earnestness	0	0	0	0	0	0	1	0	0	0	ਈਮਾਨਦਾਰੀ
earnings	0	0	0	0	0	0	0	0	0	0	ਕਮਾਈ
earring	0	0	0	0	0	0	0	0	0	0	ਮੁੰਦਰਾ
earshot	0	0	0	0	0	0	0	0	0	0	ਕੰਨ ਦਾ ਸ਼ਾਟ
earth	0	0	0	0	0	0	0	0	0	0	ਧਰਤੀ
earthenware	0	0	0	0	0	0	0	0	0	0	ਮਿੱਟੀ ਦੇ ਭਾਂਡੇ
earthly	0	0	0	0	0	0	0	0	0	0	ਧਰਤੀ ਦੇ
earthquake	1	0	0	1	0	1	0	1	1	0	ਭੂਚਾਲ
earthy	0	0	0	0	0	0	0	0	0	0	ਮਿੱਟੀ ਵਾਲਾ
ease	0	0	0	0	0	0	1	0	0	0	ਆਸਾਨੀ
easel	0	0	0	0	0	0	0	0	0	0	ਈਜ਼ਲ
easement	0	0	0	0	0	0	1	0	0	0	ਆਰਾਮ
easily	0	0	0	0	0	0	0	0	0	0	ਆਸਾਨੀ ਨਾਲ
easy	0	0	0	0	0	0	0	0	0	0	ਆਸਾਨ
easygoing	0	0	0	0	0	0	1	0	0	0	ਆਰਾਮ ਨਾਲ
eat	0	0	0	0	0	0	1	0	0	0	ਖਾਓ
eating	0	0	0	0	0	0	0	0	0	0	ਖਾਣਾ
eavesdropping	0	0	0	0	0	1	0	0	0	0	ਸੁਣਨਾ
ebb	0	0	0	0	0	0	0	0	0	0	ebb
ebony	0	0	0	0	0	0	0	0	0	0	ਆਬਨੂਸ
eccentric	0	0	0	0	0	0	0	0	0	0	ਸਨਕੀ
eccentricity	0	0	0	0	0	0	0	0	0	0	ਸਨਕੀਤਾ
ecclesiastical	0	0	0	0	0	0	0	0	0	0	ਧਾਰਮਿਕ
echo	0	0	0	0	0	0	0	0	0	0	echo
eclectic	0	0	0	0	0	0	0	0	0	0	ਚੋਣਵੇਂ
eclipse	0	0	0	0	0	0	0	0	0	0	ਗ੍ਰਹਿਣ
ecliptic	0	0	0	0	0	0	0	0	0	0	ਗ੍ਰਹਿਣ
economical	0	0	0	0	0	0	0	0	0	0	ਆਰਥਿਕ
economics	0	0	0	0	0	0	0	0	0	0	ਅਰਥ ਸ਼ਾਸਤਰ
economy	0	0	0	0	0	0	0	0	0	1	ਆਰਥਿਕਤਾ
ecstasy	0	1	0	0	1	0	1	0	0	0	ਖੁਸ਼ੀ
ecstatic	0	1	0	0	1	0	1	0	1	0	ਖੁਸ਼ਹਾਲ
ecumenical	0	0	0	0	0	0	0	0	0	0	ਵਿਸ਼ਵਵਿਆਪੀ
eddy	0	0	0	0	0	0	0	0	0	0	ਐਡੀ
edge	0	0	0	0	0	0	0	0	0	0	ਕਿਨਾਰਾ
edging	0	0	0	0	0	0	0	0	0	0	ਕਿਨਾਰਾ
edible	0	0	0	0	0	0	0	0	0	0	ਖਾਣਯੋਗ
edict	0	0	0	1	0	1	0	0	0	0	ਹੁਕਮ
edification	0	1	0	0	1	0	1	0	0	1	ਸੋਧ
edifice	0	0	0	0	0	0	0	0	0	0	ਇਮਾਰਤ
edit	0	0	0	0	0	0	0	0	0	0	ਸੰਪਾਦਿਤ ਕਰੋ
edition	0	1	0	0	0	0	0	0	0	0	ਐਡੀਸ਼ਨ
editor	0	0	0	0	0	0	0	0	0	0	ਸੰਪਾਦਕ
editorial	0	0	0	0	0	0	0	0	0	0	ਸੰਪਾਦਕੀ
educate	0	0	0	0	0	0	1	0	0	0	ਸਿੱਖਿਆ
educated	0	0	0	0	0	0	1	0	0	0	ਪੜ੍ਹੇ-ਲਿਖੇ
education	0	0	0	0	0	0	0	0	0	0	ਸਿੱਖਿਆ
educational	0	0	0	0	0	0	1	0	0	1	ਵਿਦਿਅਕ
eel	0	0	0	1	0	0	0	0	0	0	ਬਾਮਮਛਲੀ
effect	0	0	0	0	0	0	0	0	0	0	ਪ੍ਰਭਾਵ
effective	0	0	0	0	0	0	1	0	0	1	ਅਸਰਦਾਰ
effects	0	0	0	0	0	0	0	0	0	0	ਪ੍ਰਭਾਵ
effectual	0	0	0	0	0	0	0	0	0	0	ਪ੍ਰਭਾਵਸ਼ਾਲੀ
effectually	0	0	0	0	0	0	0	0	0	0	ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਢੰਗ ਨਾਲ
effectuate	0	0	0	0	0	0	0	0	0	0	ਪ੍ਰਭਾਵੀ ਕਰਨਾ
effeminate	0	0	0	0	0	1	0	0	0	0	ਪ੍ਰਭਾਵੀ
efficacious	0	0	0	0	0	0	0	0	0	0	ਪ੍ਰਭਾਵਸ਼ਾਲੀ
efficacy	0	0	0	0	0	0	1	0	0	0	ਪ੍ਰਭਾਵਸ਼ੀਲਤਾ
efficiency	0	0	0	0	0	0	1	0	0	0	ਕੁਸ਼ਲਤਾ
efficient	0	1	0	0	0	0	1	0	0	1	ਅਸਰਦਾਰ
effigy	1	0	0	0	0	0	0	0	0	0	ਪੁਤਲਾ
effort	0	0	0	0	0	0	1	0	0	0	ਜਤਨ
effusion	0	0	0	0	0	0	0	0	0	0	ਪ੍ਰਵਾਹ
egg	0	0	0	0	0	0	0	0	0	0	ਅੰਡੇ
ego	0	0	0	0	0	0	0	0	0	0	ਹਉਮੈ
egotistical	0	0	1	0	0	1	0	0	0	0	ਹੰਕਾਰੀ
egregious	1	0	1	0	0	1	0	0	0	0	ਗੰਭੀਰ
egress	0	0	0	0	0	0	0	0	0	0	ਬਾਹਰ ਨਿਕਲਣਾ
eighth	0	0	0	0	0	0	0	0	0	0	ਅੱਠਵਾਂ
eighty	0	0	0	0	0	0	0	0	0	0	ਅੱਸੀ
ejaculate	0	0	0	0	0	0	0	0	0	0	ejaculate
ejaculation	0	1	0	0	1	0	1	0	1	1	ejaculation
eject	0	0	0	0	0	1	0	0	0	0	ਬਾਹਰ ਕੱਢੋ
ejection	0	0	0	0	0	1	0	0	0	0	ਬਾਹਰ ਕੱਢਣਾ
elaborate	0	0	0	0	0	0	0	0	0	0	ਵਿਸਤ੍ਰਿਤ
elaboration	0	0	0	0	0	0	1	0	0	0	ਵਿਸਤਾਰ
elan	0	0	0	0	0	0	0	0	0	0	ਏਲਾਨ
elapse	0	0	0	0	0	0	0	0	0	0	ਬੀਤ ਜਾਣਾ
