English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Frisian Word
courageous	0	0	0	1	0	0	1	0	0	0	moedich
courier	0	0	0	0	0	0	0	0	0	1	koerier
courses	0	0	0	0	0	0	0	0	0	0	kursussen
coursing	0	0	0	0	0	1	0	0	0	0	kursussen
court	1	1	0	1	0	0	0	0	0	0	rjochtbank
courteous	0	0	0	0	0	0	1	0	0	0	hoflik
courtesy	0	0	0	0	0	0	1	0	0	0	hoflikheid
courthouse	0	0	0	0	0	0	0	0	0	0	rjochtsgebou
courts	0	0	0	0	0	0	0	0	0	0	rjochtbanken
courtship	0	1	0	0	1	0	1	0	0	1	hoflikheid
courtyard	0	0	0	0	0	0	0	0	0	0	binnenhôf
cove	0	1	1	1	1	0	1	0	0	0	cove
covenant	0	0	0	0	0	0	1	0	0	1	ferbûn
cover	0	0	0	0	0	0	0	0	0	1	cover
covered	0	0	0	0	0	0	0	0	0	0	bedutsen
covering	0	0	0	0	0	0	0	0	0	0	covering
covert	0	0	0	0	0	0	0	0	0	0	ferburgen
covet	0	0	0	0	0	1	0	0	0	0	begeare
cow	0	0	0	0	0	0	0	0	0	0	ko
coward	0	0	1	1	0	1	0	1	0	0	leffert
cowardice	0	0	0	1	0	1	0	0	0	0	leffe
cowardly	0	0	0	1	0	1	0	0	0	0	lef
cowboy	0	0	0	0	0	0	0	0	0	0	cowboy
cowhide	0	0	0	0	0	0	0	0	0	0	kowehûd
cowl	0	0	0	0	0	0	0	0	0	0	cowl
coworker	0	0	0	0	0	0	0	0	0	0	meiwurker
coy	0	0	0	1	0	0	0	0	0	0	coy
coyote	0	0	0	1	0	0	0	0	0	0	coyote
crab	0	0	0	0	0	0	0	0	0	0	krab
crabby	1	0	0	0	0	1	0	0	0	0	kreaze
crack	0	0	0	0	0	1	0	0	0	0	crack
cracked	1	0	0	1	0	1	0	0	0	0	kreake
cracker	0	0	0	0	0	0	0	0	0	0	cracker
cracking	0	0	0	0	0	1	0	0	0	0	kreakjen
crackle	0	0	0	0	0	0	0	0	0	0	crackle
cradle	0	1	0	0	1	0	1	0	0	1	widze
craft	0	0	0	0	0	0	1	0	0	0	ambacht
craftsman	0	0	0	0	0	0	1	0	0	0	ambachtsman
crafty	0	0	0	0	0	0	0	0	0	0	crafty
craig	0	0	0	0	0	0	0	0	0	0	craig
crammed	0	0	0	0	0	0	0	0	0	0	krûpt
cramp	0	1	0	0	0	1	0	0	0	0	kramp
cramped	0	0	0	0	0	1	0	0	0	0	krap
crane	0	0	0	0	0	0	0	0	0	0	kraan
cranium	0	0	0	0	0	0	0	0	0	0	cranium
crank	0	0	0	0	0	1	0	0	0	0	crank
cranky	1	0	0	0	0	1	0	0	0	0	cranky
crap	0	0	1	0	0	1	0	0	0	0	crap
craps	0	1	0	0	0	0	0	0	0	0	craps
crash	0	0	0	1	0	1	0	1	1	0	crash
crate	0	0	0	0	0	0	0	0	0	0	krat
crater	0	0	0	0	0	0	0	0	0	0	krater
crave	0	1	0	0	0	0	0	0	0	0	begeare
craving	0	1	0	0	0	0	0	0	0	0	krewearjen
crawfish	0	0	0	0	0	0	0	0	0	0	kreeften
crawl	0	0	1	0	0	1	0	0	0	0	krûpe
crayons	0	0	0	0	0	0	0	0	0	0	kleurpotloden
craze	0	0	0	0	0	0	0	0	0	0	gek
crazed	1	0	0	1	0	1	0	0	0	0	gek
crazy	1	0	0	1	0	1	0	1	0	0	gek
creaking	0	0	0	0	0	1	0	0	0	0	kreakjen
cream	0	1	0	0	1	0	1	0	1	0	rjemme
creamer	0	0	0	0	0	0	0	0	0	0	creamer
creamy	0	0	0	0	0	0	0	0	0	0	romige
crease	0	0	0	0	0	0	0	0	0	0	kreake
create	0	0	0	0	1	0	1	0	0	0	meitsje
creation	0	0	0	0	0	0	0	0	0	0	kreaasje
creative	0	0	0	0	0	0	1	0	0	0	kreatyf
creator	0	0	0	0	0	0	0	0	0	0	skepper
creature	0	0	1	1	0	1	0	0	0	0	skepsel
credence	0	0	0	0	0	0	1	0	0	1	credence
credential	0	0	0	0	0	0	1	0	0	1	credential
credentials	0	0	0	0	0	0	0	0	0	0	bewiisbrieven
credibility	0	0	0	0	0	0	1	0	0	1	leauwensweardigens
credible	0	0	0	0	0	0	1	0	0	1	credible
credit	0	0	0	0	0	0	1	0	0	1	kredyt
creditable	0	0	0	0	0	0	1	0	0	1	creditable
credited	0	0	0	0	0	0	1	0	0	0	byskreaun
crediting	0	0	0	0	0	0	0	0	0	0	crediting
creditor	0	0	0	0	0	0	0	0	0	0	krediteur
creed	0	0	0	0	0	0	0	0	0	0	creed
creek	0	0	0	0	0	0	0	0	0	0	kreek
creep	0	0	0	0	0	1	0	0	0	0	krûp
creeping	0	1	0	0	0	0	0	0	0	0	krûpend
cremation	0	0	0	0	0	0	0	1	0	0	kremaasje
creole	0	0	0	0	0	0	0	0	0	0	kreoalsk
crescendo	0	1	0	0	1	0	1	0	1	1	crescendo
crescent	0	0	0	0	0	0	0	0	0	0	healmoan
crevice	0	0	0	0	0	0	0	0	0	0	crevice
crew	0	0	0	0	0	0	0	0	0	1	bemanning
crib	0	0	0	0	0	0	0	0	0	0	crib
cricket	0	0	0	0	0	0	0	0	0	0	Cricket
crime	1	0	0	0	0	1	0	0	0	0	misdie
criminal	1	0	1	1	0	1	0	0	0	0	krimineel
criminality	1	0	1	1	0	1	0	0	0	0	kriminaliteit
crimp	0	0	0	0	0	0	0	0	0	0	krimp
crimson	0	0	0	0	0	0	0	0	0	0	karmozijnrode
cringe	0	0	1	1	0	1	0	1	0	0	krûpe
cripple	0	0	0	1	0	1	0	1	0	0	kreupele
crippled	0	0	0	0	0	1	0	1	0	0	kreupele
crisis	0	0	0	0	0	1	0	0	0	0	krisis
crisp	0	0	0	0	0	1	0	0	0	1	crisp
criterion	0	0	0	0	0	0	0	0	0	0	kritearium
critic	0	0	0	0	0	1	0	0	0	0	kritikus
criticism	1	0	0	0	0	1	0	1	0	0	krityk
criticize	1	0	1	1	0	1	0	1	0	0	kritisearje
critique	0	0	0	0	0	0	1	0	0	0	krityk
critter	0	0	1	0	0	0	0	0	0	0	critter
croak	0	0	0	0	0	0	0	0	0	0	kroek
crock	0	0	0	0	0	0	0	0	0	0	crock
crockery	0	0	0	0	0	0	0	0	0	0	servies
crocodile	0	0	0	1	0	0	0	0	0	0	krokodil
croft	0	0	0	0	0	0	0	0	0	0	croft
crook	0	0	0	0	0	1	0	0	0	0	krom
crop	0	0	0	0	0	0	0	0	0	0	crop
croquet	0	0	0	0	0	0	0	0	0	0	kroket
cross	1	0	0	1	0	1	0	1	0	0	krús
crossbow	0	0	0	0	0	0	0	0	0	0	krúsbôge
crossed	0	0	0	0	0	0	0	0	0	0	oerstutsen
crossing	0	0	0	0	0	0	0	0	0	0	krusing
crotch	0	0	0	0	0	0	0	0	0	0	crotch
crouch	0	0	0	1	0	0	0	0	0	0	krûpe
crouched	0	0	0	0	0	0	0	0	0	0	krûpt
crouching	0	0	0	1	0	1	0	0	0	0	crouching
croupier	0	0	0	0	0	0	0	0	0	0	croupier
crow	0	0	0	0	0	0	0	0	0	0	kraai
crowd	0	0	0	0	0	0	0	0	0	0	kliber
crowded	0	0	0	0	0	0	0	0	0	0	drok
crown	0	0	0	0	0	0	0	0	0	0	kroan
crowning	0	1	0	0	1	0	1	0	1	1	kroane
crucial	0	0	0	0	0	0	1	0	0	1	krúsjaal
cruciate	0	0	0	0	0	1	0	0	0	0	krusje
crucifix	0	0	0	0	0	0	0	0	0	0	krúsfiks
crucifixion	1	0	1	1	0	1	0	1	0	0	krusiging
crude	0	0	1	0	0	1	0	0	0	0	crude
cruel	1	0	1	1	0	1	0	1	0	0	wreed
cruelly	1	0	0	1	0	1	0	0	0	0	wreed
cruelty	1	0	1	1	0	1	0	1	0	0	wredens
cruise	0	0	0	0	0	0	0	0	0	0	cruise
cruiser	0	0	0	0	0	0	0	0	0	0	cruiser
crumb	0	0	0	0	0	0	0	0	0	0	kromme
crumbling	0	0	0	0	0	1	0	1	0	0	ôfbrokkelje
crunch	1	0	0	0	0	1	0	0	0	0	crunch
crusade	1	0	0	1	0	1	0	0	0	0	krústocht
crush	0	0	0	0	0	0	0	0	0	0	ferpletterje
crushed	1	0	1	1	0	1	0	1	0	0	ferpletterd
crushing	1	0	1	1	0	1	0	0	0	0	ferpletterjend
crust	0	0	0	0	0	0	0	0	0	0	koarste
crusty	0	0	1	0	0	1	0	0	0	0	krustige
crutch	0	0	0	0	0	0	0	0	0	0	kruk
crux	0	0	0	0	0	0	0	0	0	0	crux
cry	0	0	0	0	0	1	0	1	0	0	gûle
crying	0	0	0	0	0	1	0	1	0	0	gûlend
crypt	0	0	0	1	0	1	0	1	0	0	krypt
cryptic	0	0	0	0	0	0	0	0	0	0	kryptysk
cryptography	0	0	0	0	0	0	0	0	0	0	kryptografy
crystal	0	0	0	0	0	0	1	0	0	0	kristal
crystalline	0	0	0	0	0	0	0	0	0	0	kristallyn
crystallization	0	0	0	0	0	0	0	0	0	0	kristallisaasje
cub	0	0	0	0	0	0	0	0	0	0	cub
cube	0	0	0	0	0	0	0	0	0	1	kubus
cubicle	0	0	0	0	0	0	0	0	0	0	cubicle
cuckold	0	0	1	0	0	1	0	0	0	0	koeke
cuckoo	0	0	0	0	0	1	0	0	0	0	koekoek
cuddle	0	0	0	0	1	0	1	0	0	1	knuffel
cue	0	1	0	0	0	0	0	0	0	0	cue
cuff	0	0	0	0	0	0	0	0	0	0	cuff
cuisine	0	0	0	0	0	0	0	0	0	0	cuisine
culinary	0	0	0	0	0	0	1	0	0	1	kulinêr
cull	0	0	0	0	0	1	0	0	0	0	cull
culminate	0	0	0	0	0	0	0	0	0	0	kulminearje
culmination	0	0	0	0	0	0	1	0	0	0	kulminaasje
culpability	0	0	0	0	0	1	0	0	0	0	skuldberens
culpable	0	0	0	0	0	1	0	0	0	0	skuldich
culprit	0	0	0	0	0	1	0	0	0	0	skuldige
cult	0	0	0	1	0	1	0	0	0	0	kultus
cultivate	0	1	0	0	0	0	1	0	0	1	kultivearje
cultivated	0	0	0	0	0	0	1	0	0	0	kultivearre
cultivation	0	0	0	0	0	0	1	0	0	0	teelt
culture	0	0	0	0	0	0	1	0	0	0	kultuer
culvert	0	0	0	0	0	0	0	0	0	0	culvert
cumbersome	0	0	0	0	0	1	0	1	0	0	omslachtich
cumulus	0	0	0	0	0	0	0	0	0	0	cumulus
cunning	0	0	0	0	0	1	1	0	0	0	slûchslimme
cup	0	0	0	0	0	0	0	0	0	0	kop
cupboard	0	0	0	0	0	0	0	0	0	0	kast
cupping	0	0	1	1	0	1	0	1	0	0	cupping
cur	1	0	1	1	0	1	0	0	0	0	cur
curable	0	0	0	0	0	0	1	0	0	1	curable
curate	0	0	0	0	0	0	0	0	0	0	curate
curative	0	0	0	0	0	0	0	0	0	0	curative
curator	0	0	0	0	0	0	0	0	0	0	kurator
curb	0	0	0	0	0	0	0	0	0	0	curb
curd	0	0	0	0	0	0	0	0	0	0	curd
curfew	0	0	0	0	0	0	0	0	0	0	útgongsferbân
curiosity	0	1	0	0	0	0	1	0	1	0	nijsgjirrigens
curl	0	0	0	0	0	0	1	0	0	0	krul
curling	0	0	0	0	0	0	0	0	0	0	curling
currency	0	0	0	0	0	0	0	0	0	0	muntsoarte
current	0	0	0	0	0	0	0	0	0	0	aktueel
curriculum	0	0	0	0	0	0	0	0	0	0	kurrikulum
curry	0	0	0	0	0	0	0	0	0	0	curry
curse	1	0	1	1	0	1	0	1	0	0	flok
cursed	1	0	0	1	0	1	0	1	0	0	ferflokt
cursing	1	0	1	0	0	1	0	0	0	0	ferflokt
cursory	0	0	0	0	0	1	0	0	0	0	flechtich
curt	0	0	0	0	0	0	0	0	0	0	koart
curtail	0	0	0	0	0	0	0	0	0	0	beheine
curtailment	0	0	0	0	0	0	0	0	0	0	besuniging
curtain	0	0	0	0	0	0	0	0	0	0	gerdyn
curvature	0	0	0	0	0	0	0	0	0	0	kromming
curve	0	0	0	0	0	0	0	0	0	0	bocht
curved	0	0	0	0	0	0	0	0	0	0	kromme
curvilinear	0	0	0	0	0	0	0	0	0	0	curvilinear
cushion	0	0	0	0	0	0	1	0	0	0	kessen
cusp	0	0	0	0	0	0	0	0	0	0	cusp
cussed	1	0	0	0	0	0	0	0	0	0	skuord
custodian	0	0	0	0	0	0	0	0	0	1	custodian
custody	0	0	0	0	0	0	0	0	0	1	foararrest
custom	0	0	0	0	0	0	0	0	0	0	oanpaste
customary	0	0	0	0	0	0	0	0	0	0	gebrûklik
customer	0	0	0	0	0	0	1	0	0	0	klant
cut	0	0	0	0	0	0	0	0	0	0	snije
cutaneous	0	0	0	0	0	0	0	0	0	0	cutaneous
cute	0	0	0	0	0	0	1	0	0	0	cute
cuticle	0	0	0	0	0	0	0	0	0	0	cuticle
cutlery	0	0	0	0	0	0	0	0	0	0	bestek
cutter	0	0	0	1	0	1	0	0	0	0	cutter
cutters	0	0	0	0	0	0	1	0	0	0	cutters
cutthroat	1	0	0	1	0	1	0	0	0	0	moord
cutting	1	0	1	1	0	1	0	1	0	0	cutting
cuttings	0	0	0	0	0	0	0	0	0	0	stekken
cwt	0	0	0	0	0	0	0	0	0	0	cwt
cyanide	0	0	0	1	0	1	0	0	0	0	cyanide
cycle	0	0	0	0	0	0	0	0	0	0	syklus
cyclical	0	0	0	0	0	0	0	0	0	0	cyclysk
cyclist	0	0	0	0	0	0	0	0	0	0	fytser
cyclone	0	0	0	1	0	1	0	0	1	0	sykloan
cylinder	0	0	0	0	0	0	0	0	0	0	silinder
cylindrical	0	0	0	0	0	0	0	0	0	0	silindrysk
cymbal	0	0	0	0	0	0	0	0	0	0	bekken
cynic	0	0	0	0	0	0	0	0	0	0	sinysk
cyst	0	0	0	1	0	1	0	1	0	0	cyste
cystic	0	0	1	0	0	0	0	0	0	0	cystysk
cytomegalovirus	0	0	0	0	0	1	0	1	0	0	cytomegalovirus
cytoplasm	0	0	0	0	0	0	0	0	0	0	cytoplasma
czar	0	0	0	0	0	0	0	0	0	0	czar
dab	0	0	0	0	0	0	0	0	0	0	dab
dabble	0	0	0	0	0	0	0	0	0	0	dabble
dabbling	1	0	1	0	0	1	0	0	0	0	dabbling
dad	0	0	0	0	0	0	0	0	0	0	heit
dado	0	0	0	0	0	0	0	0	0	0	dado
daemon	1	0	1	1	0	1	0	1	1	0	daemon
daft	0	0	1	0	0	1	0	0	0	0	daft
dagger	0	0	0	1	0	1	0	0	0	0	dolk
daily	0	1	0	0	0	0	0	0	0	0	deistich
dainty	0	0	0	0	0	0	0	0	0	0	lekker
dairy	0	0	0	0	0	0	0	0	0	0	molkfabryk
dak	0	0	0	0	0	0	0	0	0	0	dak
dale	0	0	0	0	0	0	0	0	0	0	dale
dam	0	0	0	0	0	0	0	0	0	0	daam
damage	1	0	1	0	0	1	0	1	0	0	skea
damages	0	0	0	0	0	1	0	1	0	0	skeafergoeding
dame	1	0	1	0	0	0	1	0	0	1	dame
damn	1	0	1	0	0	1	0	0	0	0	ferdomme
damnation	1	0	0	1	0	1	0	1	0	0	ferdomme
damned	0	0	0	0	0	1	0	0	0	0	ferdomd
damp	0	0	0	0	0	0	0	0	0	0	damp
dampened	0	0	0	0	0	0	0	0	0	0	dampened
damper	0	0	0	0	0	1	0	0	0	0	damper
damsel	0	0	0	0	0	0	0	0	0	0	famke
dance	0	0	0	0	1	0	1	0	0	1	dûnsje
dancer	0	0	0	0	0	0	0	0	0	0	dûnser
dandruff	0	0	0	0	0	1	0	0	0	0	roos
dandy	0	0	1	0	0	1	0	0	0	0	dandy
danger	0	0	0	1	0	1	0	1	0	0	gefaar
dangerous	0	0	0	1	0	1	0	0	0	0	gefaarlik
dangle	0	0	0	0	0	0	0	0	0	0	dangle
dank	0	0	1	0	0	0	0	0	0	0	dank
dapper	0	0	0	0	0	0	0	0	0	0	dapper
dare	0	1	0	0	0	0	0	0	0	1	doarst
daring	0	0	0	0	0	0	1	0	0	0	drystmoedich
dark	0	0	0	0	0	0	0	1	0	0	tsjuster
darken	0	0	0	1	0	1	0	1	0	0	fertsjusterje
darkened	0	0	0	1	0	1	0	1	0	0	fertsjustere
darkly	0	0	0	0	0	0	0	0	0	0	tsjuster
darkness	1	0	0	1	0	1	0	1	0	0	tsjuster
darling	0	0	0	0	1	0	1	0	0	1	leave
darn	0	0	0	0	0	0	0	0	0	0	ferrekte
dart	0	0	0	1	0	0	0	0	0	0	dart
dash	0	0	0	0	0	0	0	0	0	0	dash
dashboard	0	0	0	0	0	0	0	0	0	0	dashboard
dashed	1	0	0	1	0	1	0	1	0	0	dashed
dashing	0	0	0	0	0	0	1	0	0	0	dashing
dastardly	1	0	1	1	0	1	0	0	0	0	ferfelend
data	0	0	0	0	0	0	0	0	0	0	data
database	0	0	0	0	0	0	0	0	0	0	databank
date	0	0	0	0	0	0	0	0	0	0	datum
daughter	0	0	0	0	1	0	1	0	0	0	dochter
dawn	0	1	0	0	1	0	1	0	1	1	dage
day	0	0	0	0	0	0	0	0	0	0	dei
daybreak	0	0	0	0	0	0	0	0	0	0	deibrek
daydreaming	0	0	0	0	0	0	0	0	0	0	daydreaming
daze	0	0	0	0	0	0	0	0	0	0	daze
dazed	0	0	0	0	0	1	0	0	0	0	dazed
dazzling	0	0	0	0	0	0	0	0	0	0	skitterend
deacon	0	0	0	0	0	0	0	0	0	1	diaken
deactivate	0	0	0	0	0	1	0	0	0	0	deaktivearje
deadlock	0	0	0	0	0	1	0	0	0	0	deadlock
deadly	1	0	1	1	0	1	0	1	0	0	deadlik
deafening	0	0	0	0	0	0	0	0	0	0	oerdoaijend
deafness	0	0	0	0	0	0	0	0	0	0	dôvens
deal	0	1	0	0	1	0	1	0	1	1	oerienkomst
dealer	0	0	0	0	0	0	0	0	0	0	dealer
dealing	0	0	0	0	0	0	0	0	0	0	omgean
dealings	0	0	0	0	0	0	0	0	0	1	dealings
dean	0	0	0	0	0	0	0	0	0	0	dekaan
dear	0	0	0	0	0	0	1	0	0	0	leave
dearth	0	0	0	0	0	0	0	0	0	0	dearth
death	1	1	1	1	0	1	0	1	1	0	dea
debacle	0	0	0	1	0	1	0	1	0	0	debakel
debatable	0	0	0	0	0	0	0	0	0	0	diskutabel
debate	0	0	0	0	0	0	1	0	0	0	debat
debauchery	0	0	1	1	0	1	0	0	0	0	debauchery
debenture	0	1	0	0	0	0	0	0	0	0	skuldbrief
debit	0	0	0	0	0	0	0	0	0	0	debet
debris	0	0	1	0	0	1	0	0	0	0	pún
debt	0	0	0	0	0	1	0	1	0	0	skuld
debtor	0	0	0	0	0	1	0	0	0	0	debiteur
debut	0	0	0	0	0	0	0	0	0	0	debút
decade	0	0	0	0	0	0	0	0	0	0	dekade
decanter	0	0	0	0	0	0	0	0	0	0	karaf
decay	0	0	0	1	0	1	0	1	0	0	ferrotsje
decayed	0	0	1	0	0	1	0	1	0	0	ferfallen
deceased	0	0	0	0	0	1	0	1	0	0	ferstoarn
deceit	1	0	1	1	0	1	0	1	1	0	bedrog
deceitful	0	0	1	0	0	1	0	1	0	0	ferrifeljend
deceive	1	0	1	0	0	1	0	1	0	0	ferrifelje
deceived	1	0	0	0	0	1	0	0	0	0	ferrifelje
deceiving	0	0	0	0	0	1	0	0	0	1	ferrifeljend
decency	0	0	0	0	0	0	1	0	0	0	fatsoen
decent	0	0	0	0	0	0	1	0	0	0	fatsoenlik
deception	0	0	0	0	0	1	0	0	0	0	bedrog
deceptive	0	0	0	0	0	1	0	0	0	0	ferrifeljend
decidedly	0	0	0	0	0	0	0	0	0	0	beslist
deciduous	0	0	0	0	0	0	0	0	0	0	leafste
decimal	0	0	0	0	0	0	0	0	0	0	desimaal
decipher	0	0	0	0	0	0	0	0	0	0	ûntsiferje
decision	0	0	0	0	0	0	0	0	0	0	beslút
decisive	0	0	0	0	0	0	0	0	0	0	beslissend
deck	0	0	0	0	0	0	0	0	0	0	dek
declaration	0	0	0	0	0	0	0	0	0	0	ferklearring
declaratory	0	0	0	0	0	0	1	0	0	0	declaratory
declare	0	0	0	0	0	0	0	0	0	0	ferklearje
declination	0	0	0	0	0	1	0	0	0	0	deklinaasje
decline	0	0	0	0	0	1	0	0	0	0	ôfnimme
declining	0	0	0	0	0	1	0	0	0	0	ôfnimmend
decompose	0	0	1	0	0	0	0	0	0	0	ôfbrekke
decomposed	0	0	0	0	0	0	0	1	0	0	ôfbrutsen
decomposition	0	0	1	1	0	1	0	1	0	0	ôfbraak
decorate	0	0	0	0	0	0	0	0	0	0	decorate
decoration	0	0	0	0	0	0	0	0	0	0	dekoraasje
decorum	0	0	0	0	0	0	0	0	0	0	decorum
decoy	0	0	0	0	0	0	0	0	1	0	decoy
decrease	0	0	0	0	0	1	0	0	0	0	ferminderje
decreased	0	0	0	0	0	0	0	0	0	0	ôfnommen
decreasing	0	0	0	0	0	0	0	0	0	0	ôfnimmend
decree	0	0	0	0	0	0	0	0	0	0	oardiel
decrement	0	0	0	0	0	1	0	0	0	0	ôfnimme
decrepit	0	0	0	0	0	1	0	0	0	0	ferfallen
decry	1	0	0	0	0	1	0	0	0	0	decry
dedication	0	0	0	0	0	0	1	0	0	0	opdracht
deduce	0	0	0	0	0	0	0	0	0	0	ôfliede
deduct	0	0	0	0	0	1	0	0	0	0	ôfrekkenje
deduction	0	0	0	0	0	0	0	0	0	0	ôftrek
deed	0	0	0	0	0	0	0	0	0	1	die
deepen	0	0	0	0	0	0	0	0	0	0	ferdjipje
deer	0	0	0	0	0	0	0	0	0	0	hart
defamation	0	0	1	1	0	1	0	0	0	0	laster
defamatory	1	0	0	0	0	1	0	0	0	0	lasterlik
default	0	0	1	1	0	1	0	1	0	0	standert
defeat	0	0	0	0	0	1	0	0	0	0	ferslaan
defeated	0	0	0	0	0	1	0	1	0	0	ferslein
defect	1	0	0	0	0	1	0	0	0	0	defekt
defection	0	0	0	1	0	1	0	0	0	0	defection
defective	0	0	1	0	0	1	0	0	0	0	defect
defend	0	0	0	1	0	0	1	0	0	0	ferdigenje
defendant	1	0	0	1	0	0	0	1	0	0	foarroppene
defended	0	0	0	0	0	0	1	0	0	1	ferdigene
defender	0	0	0	0	0	0	1	0	0	1	ferdigener
defending	0	0	0	0	0	0	1	0	0	0	ferdigenjen
defense	1	1	0	1	0	0	1	0	0	0	ferdigening
defenseless	0	0	0	1	0	1	0	1	0	0	warleas
defensible	0	0	0	0	0	0	0	0	0	0	ferdigenje
defensive	0	0	0	0	0	0	0	0	0	0	definsyf
defer	0	0	0	0	0	0	0	0	0	0	útstelle
deference	0	0	0	0	0	0	1	0	0	1	earbied
deferral	0	0	0	0	0	1	0	0	0	0	útstel
deferring	0	0	0	0	0	0	0	0	0	0	útstelle
defiance	1	0	1	1	0	1	0	0	0	0	útdaging
defiant	1	0	0	0	0	1	0	0	0	0	útdaagjend
deficiency	0	0	0	0	0	1	0	0	0	0	deficiency
deficit	0	0	0	0	0	1	0	0	0	0	tekoart
define	0	0	0	0	0	0	0	0	0	0	definiearje
defined	0	0	0	0	0	0	0	0	0	0	definiearre
definition	0	0	0	0	0	0	0	0	0	0	definysje
definitive	0	0	0	0	0	0	1	0	0	1	definityf
deflate	1	0	0	0	0	1	0	1	0	0	deflate
deflation	0	0	0	1	0	1	0	0	0	0	deflaasje
deflect	0	0	0	0	0	0	0	0	0	0	ôfwike
deflection	0	0	0	0	0	0	0	0	0	0	ôfwiking
defloration	0	0	0	0	0	0	0	0	0	0	defloration
deform	0	0	1	0	0	1	0	0	0	0	ferfoarme
deformed	0	0	1	0	0	1	0	1	0	0	misfoarme
deformity	0	0	1	1	0	1	0	1	0	0	misfoarming
defraud	1	0	1	0	0	1	0	0	0	0	fraude
defray	0	0	0	0	0	0	0	0	0	0	defray
deft	0	0	0	0	0	0	0	0	0	0	deft
defunct	0	0	0	0	0	1	0	1	0	0	ûntbûn
defy	1	0	0	1	0	1	0	1	1	0	defy
degeneracy	1	0	1	0	0	1	0	1	0	0	degeneraasje
degenerate	0	0	0	0	0	1	0	0	0	0	degenerearje
degeneration	0	0	0	0	0	0	0	0	0	0	degeneraasje
degradation	0	0	0	0	0	1	0	0	0	0	degradaasje
degrade	0	0	1	0	0	1	0	0	0	0	degradearje
degrading	0	0	1	1	0	1	0	1	0	0	ferneatigjend
degree	0	0	0	0	0	0	1	0	0	0	graad
dehydrated	0	0	0	0	0	0	0	0	0	0	útdroege
delay	1	0	1	1	0	1	0	1	0	0	fertraging
delayed	0	0	0	0	0	1	0	0	0	0	fertrage
delectable	0	0	0	0	0	0	1	0	0	0	hearlik
delegate	0	0	0	0	0	0	1	0	0	1	ôffurdige
delegation	0	0	0	0	0	0	0	0	0	0	delegaasje
deleterious	1	0	1	1	0	1	0	0	0	0	skealik
deletion	0	0	0	0	0	1	0	0	0	0	deletion
deliberate	0	0	0	0	0	0	1	0	0	0	opsetlik
deliberation	0	0	0	0	0	0	0	0	0	0	oerlis
deliberative	0	0	0	0	0	0	0	0	0	0	deliberative
delicacy	0	0	0	0	0	0	0	0	0	0	delikatesse
delicious	0	0	0	0	1	0	1	0	0	0	hearlik
delight	0	1	0	0	1	0	1	0	0	0	wille
delighted	0	1	0	0	1	0	1	0	1	0	bliid
delightful	0	1	0	0	1	0	1	0	0	1	hearlik
delineate	0	0	0	0	0	0	0	0	0	0	ôfstimme
delineation	0	0	0	0	0	0	0	0	0	0	ôfskieding
delinquency	0	0	0	0	0	1	0	0	0	0	delinquency
delinquent	1	0	1	0	0	1	0	0	0	0	delinquent
delirious	0	0	0	0	0	1	0	1	0	0	delirious
delirium	0	0	1	0	0	1	0	1	0	0	delirium
deliverance	0	1	0	0	1	0	1	0	0	1	befrijing
delivery	0	1	0	0	0	0	1	0	0	0	befalling
dell	0	0	0	0	0	0	0	0	0	0	dell
delta	0	0	0	0	0	0	0	0	0	0	delta
deluge	0	0	0	1	0	1	0	1	1	0	deluge
delusion	1	0	0	1	0	1	0	1	0	0	waan
delusional	1	0	0	1	0	1	0	0	0	0	delusional
delve	0	0	0	0	0	0	0	0	0	0	delve
demand	1	0	0	0	0	1	0	0	0	0	eask
demanding	0	0	0	0	0	1	0	0	0	0	easken
demeanor	0	0	0	0	0	0	0	0	0	0	hâlding
demented	0	0	0	1	0	1	0	0	0	0	demintearre
dementia	0	0	0	1	0	1	0	1	0	0	demintens
demise	0	0	0	1	0	1	0	1	0	0	dea
democracy	0	0	0	0	0	0	1	0	0	0	demokrasy
democrat	0	0	0	0	0	0	0	0	0	0	demokraat
demolish	1	0	0	0	0	1	0	1	0	0	ôfbrekke
demolition	0	0	0	0	0	1	0	0	0	0	sloop
demon	1	0	1	1	0	1	0	1	0	0	demon
demonic	1	0	1	1	0	1	0	1	0	0	demonysk
demonstrable	0	0	0	0	0	0	1	0	0	0	oantoanber
demonstrate	0	0	0	0	0	0	0	0	0	0	demonstrearje
demonstrated	0	0	0	0	0	0	0	0	0	0	demonstrearre
demonstrating	0	0	0	0	0	0	0	0	0	0	demonstrearje
demonstration	0	0	0	0	0	0	0	0	0	0	demonstraasje
demonstrative	0	0	0	0	1	0	1	1	0	0	demonstratyf
demonstrator	0	0	0	0	0	0	0	0	0	0	demonstrator
demoralized	0	0	0	1	0	1	0	1	0	0	demoralisearre
demos	0	0	0	0	0	0	0	0	0	0	demos
den	0	0	0	0	0	0	0	0	0	0	den
denial	0	0	0	0	0	1	0	0	0	0	ûntkenning
denied	0	0	0	0	0	1	0	1	0	0	wegere
denomination	0	0	0	0	0	0	0	0	0	0	denominaasje
denominational	0	0	0	0	0	0	0	0	0	0	denominational
denominator	0	0	0	0	0	0	0	0	0	0	neamer
denote	0	0	0	0	0	0	0	0	0	0	oantsjutte
denounce	1	0	1	0	0	1	0	0	0	0	denounce
