English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Cebuano Word
economics	0	0	0	0	0	0	0	0	0	0	ekonomiya
economy	0	0	0	0	0	0	0	0	0	1	ekonomiya
ecstasy	0	1	0	0	1	0	1	0	0	0	ecstasy
ecstatic	0	1	0	0	1	0	1	0	1	0	nalipay
ecumenical	0	0	0	0	0	0	0	0	0	0	ekumenikal
eddy	0	0	0	0	0	0	0	0	0	0	eddy
edge	0	0	0	0	0	0	0	0	0	0	ngilit
edging	0	0	0	0	0	0	0	0	0	0	ngilit
edible	0	0	0	0	0	0	0	0	0	0	makaon
edict	0	0	0	1	0	1	0	0	0	0	mando
edification	0	1	0	0	1	0	1	0	0	1	pagpalig-on
edifice	0	0	0	0	0	0	0	0	0	0	edipisyo
edit	0	0	0	0	0	0	0	0	0	0	usba
edition	0	1	0	0	0	0	0	0	0	0	edisyon
editor	0	0	0	0	0	0	0	0	0	0	editor
editorial	0	0	0	0	0	0	0	0	0	0	editoryal
educate	0	0	0	0	0	0	1	0	0	0	edukar
educated	0	0	0	0	0	0	1	0	0	0	edukado
education	0	0	0	0	0	0	0	0	0	0	edukasyon
educational	0	0	0	0	0	0	1	0	0	1	edukasyonal
eel	0	0	0	1	0	0	0	0	0	0	igat
effect	0	0	0	0	0	0	0	0	0	0	epekto
effective	0	0	0	0	0	0	1	0	0	1	epektibo
effects	0	0	0	0	0	0	0	0	0	0	mga epekto
effectual	0	0	0	0	0	0	0	0	0	0	epektibo
effectually	0	0	0	0	0	0	0	0	0	0	epektibo
effectuate	0	0	0	0	0	0	0	0	0	0	epektibo
effeminate	0	0	0	0	0	1	0	0	0	0	baye
efficacious	0	0	0	0	0	0	0	0	0	0	epektibo
efficacy	0	0	0	0	0	0	1	0	0	0	kaepektibo
efficiency	0	0	0	0	0	0	1	0	0	0	pagkaepisyente
efficient	0	1	0	0	0	0	1	0	0	1	episyente
effigy	1	0	0	0	0	0	0	0	0	0	effigy
effort	0	0	0	0	0	0	1	0	0	0	paningkamot
effusion	0	0	0	0	0	0	0	0	0	0	pagbuga
egg	0	0	0	0	0	0	0	0	0	0	itlog
ego	0	0	0	0	0	0	0	0	0	0	ego
egotistical	0	0	1	0	0	1	0	0	0	0	egotistiko
egregious	1	0	1	0	0	1	0	0	0	0	grabe
egress	0	0	0	0	0	0	0	0	0	0	paggawas
eighth	0	0	0	0	0	0	0	0	0	0	ikawalo
eighty	0	0	0	0	0	0	0	0	0	0	kawaloan
ejaculate	0	0	0	0	0	0	0	0	0	0	ejaculate
ejaculation	0	1	0	0	1	0	1	0	1	1	ejaculation
eject	0	0	0	0	0	1	0	0	0	0	ipagawas
ejection	0	0	0	0	0	1	0	0	0	0	ejection
elaborate	0	0	0	0	0	0	0	0	0	0	detalyado
elaboration	0	0	0	0	0	0	1	0	0	0	pagpatin-aw
elan	0	0	0	0	0	0	0	0	0	0	elan
elapse	0	0	0	0	0	0	0	0	0	0	molabay
elapsed	0	0	0	0	0	0	0	0	0	0	milabay
elastic	0	0	0	0	0	0	0	0	0	0	pagkamaunat-unat
elasticity	0	0	0	0	0	0	0	0	0	0	pagkamaunat-unat
elated	0	0	0	0	1	0	1	0	0	0	nalipay
elbow	1	0	0	0	0	0	0	0	0	0	siko
eld	0	0	0	0	0	0	0	0	0	0	eld
elder	0	0	0	0	0	0	1	0	0	1	tigulang
elders	0	0	0	0	0	0	1	0	0	1	mga tigulang
eldest	0	0	0	0	0	0	0	0	0	0	kamagulangan
elect	0	0	0	0	0	0	1	0	0	1	pilion
election	0	0	0	0	0	0	0	0	0	0	eleksyon
elector	0	0	0	0	0	0	0	0	0	0	elektor
electorate	0	0	0	0	0	0	0	0	0	1	mga botante
electric	0	0	0	0	1	0	1	0	1	0	elektrisidad
electricity	0	0	0	0	0	0	1	0	0	0	kuryente
elegance	0	1	0	0	1	0	1	0	0	1	kaanindot
elegant	0	0	0	0	1	0	1	0	0	0	elegante
element	0	0	0	0	0	0	0	0	0	0	elemento
elementary	0	0	0	0	0	0	0	0	0	0	elementarya
elements	0	0	0	0	0	0	0	0	0	0	mga elemento
elephant	0	0	0	0	0	0	0	0	0	0	elepante
elevate	0	0	0	0	0	0	0	0	0	0	ipataas
elevation	0	1	0	1	1	0	1	0	0	1	kahitas-an
elevator	0	0	0	0	0	0	0	0	0	0	elevator
eleven	0	0	0	0	0	0	0	0	0	0	onse
eleventh	0	0	0	0	0	0	0	0	0	0	ikaonse
elf	1	0	1	1	0	0	0	0	0	0	elf
elicit	0	0	0	0	0	0	0	0	0	0	kuhaa
eligible	0	0	0	0	0	0	1	0	0	0	angayan
elimination	1	0	1	1	0	1	0	1	0	0	pagwagtang
elite	0	1	0	0	1	0	1	0	0	1	elite
elk	0	0	0	0	0	0	0	0	0	0	elk
ell	0	0	0	0	0	0	0	0	0	0	ell
ellipse	0	0	0	0	0	0	0	0	0	0	ellipse
ellipsis	0	0	0	0	0	0	0	0	0	0	ellipsis
ellipsoid	0	0	0	0	0	0	0	0	0	0	ellipsoid
elliptic	0	0	0	0	0	0	0	0	0	0	eliptiko
elliptical	0	0	0	0	0	0	0	0	0	0	elliptical
elongate	0	0	0	0	0	0	0	0	0	0	elongate
elongation	0	0	0	0	0	0	0	0	0	0	elongation
eloquence	0	0	0	0	0	0	1	0	0	0	kabatid sa pagsulti
eloquent	0	0	0	0	0	0	1	0	0	0	maayo mosulti
elucidate	0	0	0	0	0	0	1	0	0	1	ipasabot
elucidation	0	0	0	0	0	0	0	0	0	0	pagpatin-aw
elude	0	0	0	0	0	0	0	0	0	0	makalikay
elusive	0	0	0	0	0	1	0	0	1	0	idlas
emaciated	0	0	0	1	0	1	0	1	0	0	niwang
emanate	0	0	0	0	0	0	0	0	0	0	naggikan
emancipation	0	1	0	0	1	0	1	0	0	0	pagpalingkawas
embankment	0	0	0	0	0	0	0	0	0	0	embankment
embargo	0	0	0	0	0	1	0	0	0	0	embargo
embark	0	0	0	0	0	0	0	0	0	0	magsugod
embarrass	0	0	0	0	0	1	0	1	0	0	maulaw
embarrassing	0	0	0	0	0	1	0	0	0	0	makauulaw
embarrassment	0	0	0	1	0	1	0	1	1	0	kaulaw
embassy	0	0	0	0	0	0	0	0	0	0	embahada
embed	0	0	0	0	0	0	0	0	0	0	i-embed
embellish	0	0	0	0	0	0	0	0	0	0	pagdayandayan
embellishment	0	0	0	0	0	0	0	0	0	0	pagdayandayan
embers	0	0	0	0	0	0	0	0	0	0	mga baga
embezzlement	0	0	0	0	0	1	0	0	0	0	pagpangawkaw
emblem	0	0	0	0	0	0	0	0	0	0	emblema
emblematic	0	0	0	0	0	0	0	0	0	0	emblematic
embodiment	0	0	0	0	0	0	0	0	0	0	embodiment
embolism	0	0	0	1	0	1	0	1	0	0	embolismo
embossed	0	0	0	0	0	0	0	0	0	0	embossed
embrace	0	1	0	0	1	0	1	0	1	1	gakos
embroidered	0	0	0	0	0	0	0	0	0	0	binordahan
embroidery	0	0	0	0	0	0	0	0	0	0	pagborda
embroiled	0	0	0	0	0	1	0	0	0	0	nalambigit
embryo	0	0	0	0	0	0	0	0	0	0	embryo
embryonic	0	0	0	0	0	0	0	0	0	0	embryonic
emerald	0	0	0	0	0	0	0	0	0	0	esmeralda
emerge	0	0	0	0	0	0	0	0	0	0	migawas
emergence	0	0	0	0	0	0	0	0	0	0	pagtumaw
emergency	0	0	0	1	0	1	0	1	1	0	emergency
emeritus	0	0	0	0	0	0	1	0	0	0	emeritus
emigrate	0	0	0	0	0	0	0	0	0	0	molalin
emigration	0	0	0	0	0	0	0	0	0	0	paglalin
eminence	0	0	0	0	0	0	1	0	0	1	pagkahalangdon
eminent	0	0	0	0	0	0	1	0	0	0	bantogan
eminently	0	0	0	0	0	0	1	0	0	0	dayag nga
emir	0	0	0	0	0	0	1	0	0	0	emir
emission	0	0	0	0	0	0	0	0	0	0	pagbuga
emit	0	0	0	0	0	0	0	0	0	0	nagpagawas
emotion	0	0	0	0	0	0	0	0	0	0	emosyon
emotional	0	0	0	0	0	0	0	0	0	0	emosyonal
emotive	0	0	0	0	0	0	0	0	0	0	emosyonal
empathy	0	0	0	0	0	0	1	0	0	0	empatiya
emperor	0	0	0	0	0	0	0	0	0	0	emperador
emphasis	0	0	0	0	0	0	0	0	0	0	paghatag gibug-aton
emphasize	0	0	0	0	0	0	0	0	0	1	ipasiugda
emphatic	0	0	0	0	0	0	0	0	0	0	emphatic
empire	0	0	0	0	0	0	0	0	0	0	imperyo
empirical	0	0	0	0	0	0	0	0	0	0	empirikal
empiricism	0	0	0	0	0	0	0	0	0	0	empirismo
employ	0	0	0	0	0	0	0	0	0	1	nagpatrabaho
employer	0	0	0	0	0	0	0	0	0	0	amo
employment	0	0	0	0	0	0	0	0	0	0	panarbaho
emporium	0	0	0	0	0	0	0	0	0	0	emporium
empower	0	0	0	0	0	0	1	0	0	0	paghatag gahum
empress	0	0	0	0	0	0	0	0	0	0	empress
emptiness	0	0	0	0	0	0	0	1	0	0	kahaw-ang
emption	0	0	0	0	0	0	0	0	0	0	haw-ang
empty	0	0	0	0	0	0	0	0	0	0	walay sulod
emulate	0	0	0	0	0	0	1	0	0	0	sundogon
emulsion	0	0	0	0	0	0	0	0	0	0	emulsion
enable	0	0	0	0	0	0	1	0	0	1	makahimo
enablement	0	0	0	0	0	0	1	0	0	1	pagpaarang-arang
enact	0	0	0	0	0	0	0	0	0	0	paghimo og balaod
enactment	0	0	0	0	0	0	0	0	0	0	balaodnon
enamel	0	0	0	0	0	0	0	0	0	0	enamel
encampment	0	0	0	0	0	0	0	0	0	0	kampo
enchant	0	1	0	0	1	0	1	0	1	0	pagdani
enchanted	0	0	0	0	1	0	1	0	0	1	nalamdagan
enchanting	0	1	0	0	1	0	1	0	0	0	makapadani
enchantment	0	0	0	0	0	0	0	0	0	0	pagdani
encircle	0	0	0	0	0	0	0	0	0	0	liyok
encircling	0	0	0	0	0	0	0	0	0	0	naglibot
enclave	0	0	0	0	0	1	0	0	0	0	enclave
enclose	0	0	0	0	0	0	0	0	0	0	ilakip
encode	0	0	0	0	0	0	0	0	0	0	pag-encode
encompass	0	0	0	0	0	0	0	0	0	0	naglangkob
encore	0	0	0	0	0	0	1	0	0	0	encore
encounter	0	0	0	0	0	0	0	0	0	0	engkwentro
encourage	0	0	0	0	1	0	1	0	0	1	pagdasig
encouragement	0	0	0	0	0	0	1	0	0	0	pagdasig
encroach	0	0	0	0	0	0	0	0	0	0	manghilabot
encroachment	0	0	0	1	0	1	0	0	0	0	paglapas
encrypt	0	0	0	0	0	0	0	0	0	0	pag-encrypt
encumbrance	1	0	0	1	0	1	0	1	0	0	kabug-at
encyclopedia	0	0	0	0	0	0	1	0	0	1	encyclopedia
end	0	0	0	0	0	0	0	0	0	0	katapusan
endanger	0	1	0	1	0	1	0	0	0	0	peligro
endangered	0	0	0	1	0	1	0	0	0	0	nameligro
endeavor	0	1	0	0	0	0	1	0	0	0	paningkamot
ended	0	0	0	0	0	0	0	0	0	0	natapos
endemic	0	0	1	1	0	1	0	1	0	0	endemic
ending	0	0	0	0	0	0	0	0	0	0	pagtapos
endless	1	0	0	1	1	1	1	1	0	1	walay katapusan
endocarditis	0	0	0	1	0	0	0	1	0	0	endocarditis
endorsement	0	0	0	0	0	0	0	0	0	0	endorsement
endow	0	0	0	0	0	0	1	0	0	1	endow
endowed	0	0	0	0	0	0	1	0	0	0	gitugahan
endowment	0	0	0	0	0	0	1	0	0	1	endowment
endpapers	0	0	0	0	0	0	0	0	0	0	mga endpaper
endpoint	0	0	0	0	0	0	0	0	0	0	katapusan nga punto
endurance	0	0	0	0	0	0	1	0	0	0	paglahutay
endure	0	0	0	0	0	0	1	0	0	0	lahutay
enema	0	0	1	0	0	0	0	0	0	0	enema
enemy	1	0	1	1	0	1	0	0	0	0	kaaway
energetic	0	0	0	0	0	0	1	0	0	0	lagsik
energy	0	0	0	0	0	0	0	0	0	0	kusog
enforce	1	0	0	1	0	1	1	0	0	0	ipatuman
enforcement	0	0	0	0	0	1	0	0	0	0	pagpatuman
engage	0	0	0	0	0	0	0	0	0	0	makiglambigit
engaged	0	1	0	0	1	0	1	0	0	1	engaged
engagement	0	0	0	0	0	0	0	0	0	0	engagement
engaging	0	0	0	0	1	0	1	0	0	1	pag-apil
engender	0	0	0	0	0	0	0	0	0	0	magpatungha
engine	0	0	0	0	0	0	0	0	0	0	makina
engineer	0	0	0	0	0	0	0	0	0	0	enhinyero
engineering	0	0	0	0	0	0	0	0	0	0	Engineering
engrave	0	0	0	0	0	0	0	0	0	0	pagkulit
engraved	0	0	0	0	0	0	0	0	0	0	gikulit
engraver	0	0	0	0	0	0	0	0	0	0	tigkulit
engraving	0	0	0	0	0	0	0	0	0	0	pagkulit
engrossed	0	0	0	0	0	0	0	0	0	0	nalingaw
engrossing	0	0	0	0	0	0	0	0	0	0	makalingaw
engulf	0	1	0	0	0	0	0	0	0	0	lamyon
enhance	0	0	0	0	0	0	1	0	0	0	pauswagon
enigma	0	0	0	0	0	0	0	0	0	0	enigma
enigmatic	0	0	0	1	0	1	0	0	0	0	makalibog
enjoin	0	0	0	0	0	0	0	0	0	0	magsugo
enjoy	0	1	0	0	1	0	1	0	0	1	malingaw
enjoying	0	1	0	0	1	0	1	0	0	1	nalingaw
enlarged	0	0	0	0	0	0	0	0	0	0	gipadako
enlargement	0	0	0	0	0	0	0	0	0	0	pagpadako
enlighten	0	0	0	0	1	0	1	0	0	1	paglamdag
enlightenment	0	0	0	0	1	0	1	0	0	1	kalamdagan
enlist	0	0	0	0	0	0	0	0	0	0	magpalista
enliven	0	0	0	0	1	0	1	0	1	1	makapabuhi
enmity	1	0	0	1	0	1	0	1	0	0	pagdumot
enormity	0	0	0	0	0	0	0	0	0	0	kadako
enormous	0	0	0	0	0	0	0	0	0	0	dako kaayo
enormously	0	0	0	0	0	0	0	0	0	0	dako kaayo
enrich	0	0	0	0	0	0	1	0	0	0	pagpadato
enroll	0	1	0	0	0	0	0	0	0	1	magpalista
ensemble	0	0	0	0	0	0	1	0	0	1	ensemble
ensign	0	0	0	0	0	0	1	0	0	0	bandila
enslave	0	0	0	0	0	1	0	0	0	0	magpaulipon
enslaved	1	0	1	1	0	1	0	1	0	0	naulipon
enslavement	0	0	0	0	0	1	0	0	0	0	pagkaulipon
ensue	0	0	0	0	0	0	0	0	0	0	musunod
ensure	0	0	0	0	0	0	0	0	0	0	pagsiguro
entail	0	0	0	0	0	0	0	0	0	0	naglakip
entangled	1	0	1	1	0	1	0	1	0	0	nalambigit
entanglement	0	0	0	0	0	1	0	0	0	0	pagkalambigit
enter	0	0	0	0	0	0	0	0	0	0	pagsulod
enterprise	0	0	0	0	0	0	0	0	0	0	negosyo
enterprising	0	0	0	0	0	0	1	0	0	0	madasigon
entertain	0	0	0	0	1	0	1	0	0	0	lingaw
entertained	0	0	0	0	1	0	1	0	0	0	gilingaw
entertaining	0	1	0	0	1	0	1	0	0	0	makalingaw
entertainment	0	1	0	0	1	0	1	0	1	1	kalingawan
enthusiasm	0	1	0	0	1	0	1	0	1	0	kadasig
enthusiast	0	1	0	0	1	0	1	0	1	0	mahiligon
entice	0	0	0	0	0	0	0	0	0	0	makadani
entire	0	0	0	0	0	0	0	0	0	0	tibuok
entirety	0	0	0	0	0	0	0	0	0	0	kinatibuk-an
entitle	0	0	0	0	0	0	0	0	0	0	katungod
entity	0	0	0	0	0	0	0	0	0	0	entidad
entomology	0	0	0	0	0	0	0	0	0	0	entomology
entrails	0	0	1	0	0	1	0	0	0	0	mga tinai
entrance	0	0	0	0	0	0	0	0	0	0	entrada
entreat	0	0	0	0	0	0	0	0	0	0	paghangyo
entree	0	0	0	0	0	0	0	0	0	0	pagkaon
entrepreneur	0	0	0	0	0	0	0	0	0	0	negosyante
entrust	0	0	0	0	0	0	0	0	0	1	itugyan
entry	0	0	0	0	0	0	0	0	0	0	pagsulod
enumerate	0	0	0	0	0	0	0	0	0	0	pag-ihap
enumeration	0	0	0	0	0	0	0	0	0	0	enumeration
envelope	0	0	0	0	0	0	0	0	0	0	sobre
envious	0	0	0	0	0	1	0	0	0	0	nasina
environ	0	0	0	0	0	0	1	0	0	0	palibot
environment	0	0	0	0	0	0	0	0	0	0	palibot
environs	0	0	0	0	0	0	0	0	0	0	palibot
envision	0	0	0	0	0	0	0	0	0	0	paghanduraw
envoy	0	0	0	0	0	0	0	0	0	0	sinugo
ephemeral	0	0	0	0	0	0	0	0	0	0	ephemeral
ephemeris	0	0	0	0	0	0	1	0	0	0	ephemeris
epic	0	0	0	0	0	0	1	0	0	0	epiko
epidemic	1	1	1	1	0	1	0	1	1	0	epidemya
epidermis	0	0	0	0	0	0	0	0	0	0	epidermis
epilepsy	0	0	0	0	0	1	0	0	0	0	epilepsy
epilogue	0	0	0	0	0	0	0	0	0	0	epilogue
episcopal	0	0	0	0	0	0	0	0	0	1	obispo
episode	0	0	0	0	0	0	0	0	0	0	episode
episodic	0	0	0	0	0	0	0	0	0	0	episodic
epistle	0	0	0	0	0	0	0	0	0	0	epistola
epitaph	0	0	0	0	0	0	0	1	0	0	epitaph
epithet	0	0	0	0	0	0	0	0	0	0	epithet
epitome	0	0	0	0	0	0	1	0	0	0	epitome
epoch	0	0	0	0	0	0	0	0	0	0	kapanahonan
equal	0	0	0	0	0	0	0	0	0	0	managsama
equality	0	0	0	0	1	0	1	0	0	1	pagkaparehas
equalization	0	0	0	0	0	0	0	0	0	0	pagkaparehas
equalize	0	0	0	0	0	0	0	0	0	0	patas-an
equally	0	0	0	0	0	0	1	0	0	0	parehas
equate	0	0	0	0	0	0	0	0	0	0	iparehas
equation	0	0	0	0	0	0	0	0	0	0	equation
equator	0	0	0	0	0	0	0	0	0	0	ekwador
equatorial	0	0	0	0	0	0	0	0	0	0	ekwador
equestrian	0	0	0	0	0	0	0	0	0	0	mangangabayo
equidistant	0	0	0	0	0	0	0	0	0	0	managsama ang gilay-on
equilibration	0	0	0	0	0	0	0	0	0	0	pagbalanse
equilibrium	0	0	0	0	0	0	1	0	0	0	panimbang
equip	0	0	0	0	0	0	0	0	0	0	pagsangkap
equipment	0	0	0	0	0	0	0	0	0	0	kahimanan
equitable	0	0	0	0	0	0	0	0	0	0	makiangayon
equity	0	0	0	0	0	0	1	0	0	0	kaangayan
equivalence	0	0	0	0	0	0	0	0	0	0	pagkaparehas
equivalent	0	0	0	0	0	0	0	0	0	0	katumbas
equivocal	0	0	0	0	0	0	0	0	0	0	walay duhaduha
era	0	0	0	0	0	0	0	0	0	0	kapanahonan
eradicate	1	0	0	0	0	1	0	0	0	0	wagtangon
eradication	1	0	1	1	0	1	0	0	0	0	pagwagtang
erase	0	0	0	1	0	1	0	0	0	0	papason
erasure	0	0	0	0	0	0	0	0	0	0	pagpapas
ere	0	0	0	0	0	0	0	0	0	0	kaniadto
erect	0	0	0	0	0	0	0	0	0	0	tindog
erection	0	0	0	0	0	0	0	0	0	0	pagtindog
ergo	0	0	0	0	0	0	0	0	0	0	ergo
erode	0	0	0	0	0	0	0	0	0	0	makaguba
erosion	0	0	0	0	0	1	0	0	0	0	pagbanlas
erotic	0	1	0	0	1	1	1	0	1	1	erotiko
err	0	0	0	0	0	1	0	0	0	0	sayop
errand	0	1	0	0	0	0	1	0	0	1	buluhaton
errant	0	0	0	0	0	1	0	0	0	0	masayop
erratic	0	0	0	0	0	1	0	0	1	0	sayop
erratum	0	0	0	0	0	1	0	0	0	0	erratum
erroneous	0	0	0	0	0	1	0	0	0	0	sayop
error	0	0	0	0	0	1	0	1	0	0	sayop
erst	0	0	0	0	0	0	0	0	0	0	una
erudite	0	0	0	0	0	0	1	0	0	0	erudite
erupt	1	0	0	0	0	1	0	0	1	0	mibuto
eruption	1	0	0	1	0	1	0	0	1	0	pagbuto
escalade	0	0	0	0	0	0	0	0	0	0	escalade
escalate	1	0	0	0	0	1	0	0	0	0	mosaka
escalator	0	0	0	0	0	0	0	0	0	0	escalator
escape	0	1	0	1	0	1	1	0	0	0	pag-ikyas
escaped	0	0	0	1	0	0	0	0	0	0	nakaikyas
escarpment	0	0	0	0	0	0	0	0	0	0	bangis
eschew	1	0	0	0	0	1	0	1	0	0	paglikay
escort	0	0	0	0	0	0	0	0	0	1	escort
esoteric	0	0	0	0	0	0	0	0	0	0	esoteriko
especial	0	0	0	0	0	0	0	0	0	0	ilabina
espionage	0	0	0	0	0	1	0	0	0	0	espiya
espouse	0	0	0	0	0	0	0	0	0	0	kaslonon
esprit	0	0	0	0	0	0	1	0	0	0	esprit
essay	0	0	0	0	0	0	0	0	0	0	essay
essayist	0	0	0	0	0	0	0	0	0	0	essayist
essence	0	0	0	0	0	0	0	0	0	0	esensya
essential	0	0	0	0	0	0	1	0	0	0	importante
essentially	0	0	0	0	0	0	0	0	0	0	esensya
establish	0	0	0	0	0	0	0	0	0	1	pagtukod
established	0	0	0	0	1	0	1	0	0	0	gitukod
establishment	0	0	0	0	0	0	0	0	0	0	pagtukod
estate	0	0	0	0	0	0	0	0	0	0	kahimtang
esteem	0	0	0	0	1	0	1	1	0	1	pagtamod
esthetic	0	0	0	0	0	0	1	0	0	0	estetika
estimate	0	0	0	0	0	0	0	0	0	0	banabana
estimation	0	0	0	0	0	0	0	0	0	0	pagbanabana
estoppel	0	0	0	0	0	0	0	0	0	0	estoppel
estranged	0	0	0	0	0	1	0	0	0	0	nahimulag
estrogen	0	0	0	0	0	0	0	0	0	0	estrogen
estuary	0	0	0	0	0	0	0	0	0	0	estero
etch	0	0	0	0	0	0	0	0	0	0	etch
etching	0	0	0	0	0	0	0	0	0	0	pagkulit
eternal	0	0	0	0	0	0	0	0	0	0	walay katapusan
eternity	0	0	0	0	0	0	0	0	0	0	kahangturan
ethanol	0	0	0	0	0	0	0	0	0	0	ethanol
ether	0	0	0	0	0	0	0	0	0	0	ether
ethereal	0	0	0	1	0	0	0	0	0	0	ethereal
ethical	0	0	0	0	0	0	1	0	0	0	etikal
ethics	0	0	0	0	0	0	1	0	0	0	etika
ethnography	0	0	0	0	0	0	0	0	0	0	etnograpiya
etiology	0	0	0	0	0	0	0	0	0	0	etiology
etiquette	0	0	0	0	0	0	0	0	0	0	pamatasan
etymology	0	0	0	0	0	0	0	0	0	0	etimolohiya
euchre	0	0	0	0	0	0	0	0	0	0	euchre
eugenics	0	0	0	0	0	0	0	0	0	0	eugenics
eulogy	0	0	0	0	0	0	0	0	0	0	eulogy
euphemism	0	0	0	0	0	0	0	0	0	0	euphemismo
euthanasia	0	0	0	1	0	1	0	1	0	0	euthanasia
evacuate	0	0	0	1	0	1	0	0	0	0	bakwit
evacuation	0	0	0	0	0	1	0	0	0	0	pagbakwit
evade	1	0	1	1	0	1	0	0	0	0	paglikay
evaluate	0	0	0	0	0	0	0	0	0	0	pagtimbangtimbang
evanescence	0	0	0	0	0	0	0	1	1	0	pagkawalay salabutan
evangelical	0	0	0	0	0	0	0	0	0	0	evangelical
evangelist	0	0	0	0	0	0	0	0	0	0	ebanghelista
evangelistic	0	0	0	0	0	0	0	0	0	0	pag-ebanghelyo
evaporation	0	0	0	0	0	0	0	0	0	0	pag-alisngaw
evasion	0	0	0	1	0	1	0	1	0	0	paglikay
eve	0	0	0	0	0	0	0	0	0	0	bisperas
evening	0	0	0	0	0	0	0	0	0	0	gabii
event	0	0	0	0	0	0	0	0	0	0	panghitabo
eventful	0	0	0	0	0	0	0	0	0	0	panghitabo
eventual	0	1	0	0	0	0	0	0	0	0	sa katapusan
eventuality	0	1	0	1	0	0	0	0	0	0	panghitabo
evergreen	0	0	0	0	1	0	1	0	0	1	evergreen
everlasting	0	0	0	0	0	0	1	0	0	0	walay katapusan
evermore	0	0	0	0	0	0	0	0	0	0	sa walay katapusan
everyday	0	0	0	0	0	0	0	0	0	0	kada adlaw
evict	0	0	0	0	0	1	0	1	0	0	papahawaon
eviction	1	0	1	1	0	1	0	1	0	0	pagpalayas
evidence	0	0	0	0	0	0	0	0	0	0	ebidensya
evident	0	0	0	0	0	0	1	0	0	1	dayag
evil	1	0	1	1	0	1	0	1	0	0	daotan
evoke	0	0	0	0	0	0	0	0	0	0	makapukaw
evolution	0	0	0	0	0	0	1	0	0	0	ebolusyon
evolve	0	0	0	0	0	0	0	0	0	0	molambo
ewe	0	0	0	0	0	0	0	0	0	0	baye
exacerbate	0	0	0	0	0	1	0	0	0	0	makapasamot
exacerbation	1	0	0	1	0	1	0	0	0	0	pagpalala
exacting	0	0	0	0	0	1	0	0	0	0	tukma
exaggerate	1	0	0	0	0	1	0	0	0	0	pagpasobra
exaggerated	0	0	0	0	0	1	0	0	0	0	gipasobrahan
exaggeration	0	0	0	0	0	0	0	0	0	0	pagpasobra
exalt	0	1	0	0	1	0	1	0	0	1	pagbayaw
exaltation	0	0	0	0	1	0	1	0	0	1	kahimayaan
exalted	0	0	0	0	1	0	1	0	0	1	gibayaw
exam	0	0	0	0	0	0	0	0	0	0	eksaminasyon
examination	0	0	0	1	0	1	0	0	1	0	pagsusi
examine	0	0	0	0	0	0	0	0	0	0	pagsusi
examiner	0	0	0	0	0	0	0	0	0	0	tigsusi
exasperation	1	0	1	0	0	1	0	0	0	0	kasuko
excavate	0	0	0	0	0	0	0	0	0	0	pagkubkob
excavation	0	1	0	0	0	1	0	0	1	0	pagpangubkob
excavator	0	0	0	0	0	0	0	0	0	0	excavator
exceed	0	1	0	0	1	0	1	0	0	0	molapas
exceeding	0	0	0	0	0	0	0	0	0	0	sobra
excel	0	1	0	0	1	0	1	0	1	1	excel
excellence	0	0	1	0	1	0	1	0	0	1	pagkamaayo
excellent	0	0	0	0	1	0	1	0	0	1	maayo kaayo
excepting	0	0	0	0	0	0	0	0	0	0	gawas
exception	0	0	0	0	0	0	0	0	0	0	eksepsiyon
excerpt	0	0	0	0	0	0	0	0	0	0	kinutlo
excess	0	0	0	0	0	1	0	0	0	0	sobra
excessive	0	0	0	0	0	0	0	0	0	0	sobra
excessively	0	0	0	0	0	0	0	0	0	0	sobra
exchange	0	0	0	0	0	0	1	0	0	1	pagbayloay
excise	0	0	0	0	0	1	0	0	0	0	excise
excision	0	0	0	0	0	0	0	0	0	0	excision
excitability	0	0	0	0	0	0	0	0	0	0	kadasig
excitable	0	0	0	0	0	0	1	0	0	0	makapahinam
excitation	1	1	0	1	1	0	1	0	1	0	kahinam
excite	1	1	0	1	1	0	1	0	1	0	excite
excited	0	1	0	0	1	0	1	0	1	1	naghinam-hinam
excitement	0	1	0	0	1	0	1	0	1	0	kahinam
exciting	0	1	0	0	1	0	1	0	1	0	kulbahinam
exclaim	0	0	0	0	0	0	0	0	1	0	singgit
excluded	0	0	1	0	0	1	0	1	0	0	wala iapil
excluding	0	0	0	0	0	1	0	1	0	0	walay labot
exclusion	0	0	1	1	0	1	0	1	0	0	pagpahigawas
excrement	0	0	1	0	0	1	0	0	0	0	hugaw
excretion	0	0	1	0	0	0	0	0	0	0	pagpagawas
excruciating	0	0	0	1	0	1	0	0	0	0	makapasakit
excursion	0	0	0	0	0	0	0	0	0	0	ekskursiyon
excuse	0	0	0	0	0	1	0	0	0	0	pasangil
execute	0	0	0	0	0	0	0	0	0	0	ipatuman
execution	1	0	0	1	0	1	0	1	0	1	pagpatay
executioner	1	0	0	1	0	1	0	1	0	0	berdugo
executive	0	0	0	0	0	0	0	0	0	0	ehekutibo
executor	0	0	0	0	0	0	0	0	0	1	tigpatuman
exegesis	0	0	0	0	0	0	0	0	0	0	exegesis
exemplar	0	0	0	0	0	0	0	0	0	0	ehemplo
exemplary	0	0	0	0	0	0	1	0	0	0	sulundon
exemplify	0	0	0	0	0	0	0	0	0	0	ehemplo
exempt	0	0	0	0	0	0	0	0	0	0	gawasnon
exemption	0	0	0	0	0	0	1	0	0	0	exemption
