English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Malayalam Word
detritus	0	0	0	0	0	1	0	0	0	0	ഡിട്രിറ്റസ്
deuce	0	0	0	0	0	0	0	0	0	0	ഡ്യൂസ്
devastate	1	0	0	1	0	1	0	1	0	0	നശിപ്പിക്കുക
devastating	1	0	1	1	0	1	0	1	0	1	വിനാശകരമായ
devastation	1	0	0	1	0	1	0	1	1	0	നാശം
develop	0	1	0	0	0	0	1	0	0	0	വികസിപ്പിക്കുക
developing	0	0	0	0	0	0	0	0	0	0	വികസിപ്പിക്കുന്നു
development	0	0	0	0	0	0	0	0	0	0	വികസനം
deviate	0	0	0	0	0	0	0	0	0	0	വ്യതിചലിക്കുക
deviating	0	0	0	0	0	0	0	0	0	0	വ്യതിചലിക്കുന്നു
deviation	0	0	0	0	0	0	0	1	0	0	വ്യതിയാനം
device	0	0	0	0	0	0	0	0	0	0	ഉപകരണം
devil	1	1	1	1	0	1	0	1	0	0	പിശാച്
devilish	0	0	1	1	0	1	0	0	0	0	പൈശാചികമായ
devious	0	0	0	0	0	1	0	0	0	0	വക്രമായ
devise	0	0	0	0	0	0	0	0	0	0	ആസൂത്രണം ചെയ്യുക
devoid	0	0	0	0	0	0	0	0	0	0	ഇല്ലാത്ത
devolution	0	0	0	0	0	1	0	0	0	0	അധികാരവിഭജനം
devolve	0	0	0	0	0	0	0	0	0	0	വികസിപ്പിച്ചെടുക്കുക
devote	0	0	0	0	0	0	0	0	0	0	അർപ്പിക്കുക
devotee	0	0	0	0	0	0	0	0	0	0	ഭക്തൻ
devotional	0	0	0	0	0	0	1	0	0	1	ഭക്തിസാന്ദ്രമായ
devour	0	0	0	0	0	1	0	0	0	0	വിഴുങ്ങുക
devout	0	1	0	0	1	0	1	0	0	1	ഭക്തൻ
dew	0	0	0	0	0	0	0	0	0	0	മഞ്ഞു
dexter	0	0	0	0	0	0	0	0	0	0	ഡെക്സ്റ്റർ
dexterity	0	0	0	0	0	0	1	0	0	0	വൈദഗ്ധ്യം
dextrose	0	0	0	0	0	0	0	0	0	0	ഡെക്സ്ട്രോസ്
diabolical	1	0	1	1	0	1	0	0	0	0	പൈശാചികമായ
diagnosis	0	1	0	1	0	1	0	0	0	1	രോഗനിർണയം
diagnostic	0	0	0	0	0	0	0	0	0	0	രോഗനിർണയം
diagnostics	0	0	0	0	0	0	0	0	0	0	ഡയഗ്നോസ്റ്റിക്സ്
diagram	0	0	0	0	0	0	0	0	0	0	ഡയഗ്രം
dial	0	0	0	0	0	0	0	0	0	0	ഡയൽ ചെയ്യുക
dialect	0	0	0	0	0	0	0	0	0	0	ഭാഷാഭേദം
dialectic	0	0	0	0	0	0	0	0	0	0	വൈരുദ്ധ്യാത്മക
dialogue	0	0	0	0	0	0	0	0	0	0	ഡയലോഗ്
diameter	0	0	0	0	0	0	0	0	0	0	വ്യാസം
diamond	0	0	0	0	1	0	1	0	0	0	വജ്രം
diamonds	0	0	0	0	0	0	0	0	0	0	വജ്രങ്ങൾ
diaper	0	0	1	0	0	0	0	0	0	0	ഡയപ്പർ
diaphragm	0	0	0	0	0	0	0	0	0	0	ഡയഫ്രം
diarrhoea	0	0	1	0	0	0	0	0	0	0	അതിസാരം
diary	0	0	0	0	1	0	1	0	0	1	ഡയറി
diatribe	1	0	1	0	0	1	0	0	0	0	ഡയട്രിബ്
dice	0	0	0	0	0	0	0	0	0	0	പകിടകൾ
dichotomous	0	0	0	0	0	0	0	0	0	0	ദ്വിമുഖം
dichotomy	0	0	0	0	0	0	0	0	0	0	ദ്വിമുഖം
dictate	0	0	0	0	0	0	0	0	0	0	നിർദേശിക്കുക
dictation	0	0	0	0	0	0	0	0	0	0	ഡിക്റ്റേഷൻ
dictator	0	0	0	1	0	1	0	0	0	0	ഏകാധിപതി
dictatorial	1	0	0	0	0	1	0	0	0	0	ഏകാധിപത്യം
dictatorship	1	1	1	1	0	1	0	1	0	0	ഏകാധിപത്യം
diction	0	0	0	0	0	0	0	0	0	0	ഡിക്ഷൻ
dictionary	0	0	0	0	0	0	1	0	0	1	നിഘണ്ടു
dictum	0	0	0	0	0	0	0	0	0	1	നിർദ്ദേശം
didactic	0	0	0	0	0	0	1	0	0	0	ഉപദേശപരമായ
die	0	0	0	1	0	1	0	1	0	0	മരിക്കുന്നു
diet	0	0	0	0	0	0	0	0	0	0	ഭക്ഷണക്രമം
dietary	0	1	0	0	0	0	1	0	0	0	ഭക്ഷണക്രമം
differ	0	0	0	0	0	0	0	0	0	0	വ്യത്യസ്തമാണ്
difference	0	0	0	0	0	0	0	0	0	0	വ്യത്യാസം
differences	0	0	0	0	0	0	0	0	0	0	വ്യത്യാസങ്ങൾ
differential	0	0	0	0	0	0	0	0	0	1	വ്യത്യസ്തമായ
differentiation	0	0	0	0	0	0	0	0	0	0	വ്യത്യാസം
differently	0	0	0	0	0	0	0	0	1	0	വ്യത്യസ്തമായി
differing	0	0	0	0	0	0	0	0	0	0	വ്യത്യസ്തമായ
difficult	0	0	0	1	0	0	0	0	0	0	ബുദ്ധിമുട്ടുള്ള
difficulties	0	0	0	0	0	1	0	1	0	0	ബുദ്ധിമുട്ടുകൾ
difficulty	1	0	0	1	0	1	0	1	0	0	ബുദ്ധിമുട്ട്
diffuse	0	0	0	0	0	0	0	0	0	0	വ്യാപിക്കുക
diffusion	0	0	0	0	0	0	0	0	0	0	വ്യാപനം
dig	0	0	0	0	0	0	0	0	0	0	കുഴിക്കുക
digest	0	0	0	0	0	0	0	0	0	0	ദഹിപ്പിക്കുക
digestion	0	0	0	0	0	0	0	0	0	0	ദഹനം
digit	0	0	0	0	0	0	0	0	0	1	അക്കം
dignified	0	0	0	0	0	0	1	0	0	0	മാന്യമായ
dignity	0	0	0	0	0	0	1	0	0	1	അന്തസ്സ്
digress	0	1	0	0	0	1	0	0	0	0	വ്യതിചലനം
digs	0	0	0	0	0	0	0	0	0	0	കുഴിക്കുന്നു
dike	0	0	0	1	0	0	0	0	0	0	കുഴി
dilapidated	0	0	1	0	0	1	0	1	0	0	ജീർണിച്ച
dilatation	0	0	0	0	0	0	0	0	0	0	വികാസം
dilation	0	0	0	0	0	0	0	0	0	0	വ്യാപനം
dilemma	0	0	0	0	0	0	0	0	0	0	ധർമ്മസങ്കടം
diligence	0	0	0	0	0	0	1	0	0	1	ഉത്സാഹം
diligent	0	0	0	0	0	0	0	0	0	0	ഉത്സാഹമുള്ള
diluent	0	0	0	0	0	0	0	0	0	0	നേർപ്പിക്കുന്ന
dilute	0	0	0	0	0	1	0	0	0	0	നേർപ്പിക്കുക
diluted	0	0	0	0	0	0	0	0	0	0	നേർപ്പിച്ച
dilution	0	0	0	0	0	0	0	0	0	0	നേർപ്പിക്കൽ
dime	0	0	0	0	0	0	0	0	0	0	പൈസ
dimension	0	0	0	0	0	0	0	0	0	0	മാനം
diminish	0	0	0	0	0	1	0	1	0	0	കുറയ്ക്കുക
diminished	0	0	0	0	0	1	0	0	0	0	കുറഞ്ഞു
diminution	0	0	0	0	0	0	0	0	0	0	കുറവ്
diminutive	0	0	0	0	0	0	0	0	0	0	ചെറിയ
din	0	0	0	0	0	1	0	0	0	0	ദിനം
dine	0	0	0	0	0	0	0	0	0	0	ഭക്ഷണം കഴിക്കുക
diner	0	0	0	0	0	0	0	0	0	0	ഡൈനർ
dinner	0	0	0	0	0	0	1	0	0	0	അത്താഴം
dinosaur	0	0	0	1	0	0	0	0	0	0	ദിനോസർ
dint	0	0	0	0	0	0	0	0	0	0	ഡിന്റ്
diocesan	0	0	0	0	0	0	0	0	0	0	രൂപത
diocese	0	0	0	0	0	0	0	0	0	0	രൂപത
diorama	0	0	0	0	0	0	0	0	0	0	ഡയോറമ
dip	0	0	0	0	0	0	0	0	0	0	മുക്കുക
diploma	0	0	0	0	0	0	0	0	0	0	ഡിപ്ലോമ
diplomacy	0	1	0	0	0	0	1	0	0	1	നയതന്ത്രം
diplomat	0	0	0	0	0	0	0	0	0	0	നയതന്ത്രജ്ഞൻ
diplomatic	0	0	0	0	0	0	1	0	0	1	നയതന്ത്രപരമായ
dire	0	0	1	1	0	1	0	1	1	0	ദാരുണമായ
directed	0	0	0	0	0	0	0	0	0	0	സംവിധാനം
direction	0	0	0	0	0	0	0	0	0	0	സംവിധാനം
directly	0	0	0	0	0	0	0	0	0	0	നേരിട്ട്
director	0	0	0	0	0	0	1	0	0	1	സംവിധായകൻ
directory	0	0	0	0	0	0	0	0	0	0	ഡയറക്ടറി
dirt	0	0	1	0	0	1	0	0	0	0	അഴുക്ക്
dirty	0	0	1	0	0	1	0	0	0	0	അഴുക്കായ
disability	0	0	0	0	0	1	0	1	0	0	വികലത
disable	0	0	0	1	0	1	0	1	0	0	പ്രവർത്തനരഹിതമാക്കുക
disabled	0	0	0	1	0	1	0	1	0	0	വികലാംഗൻ
disadvantage	0	0	0	0	0	0	0	0	0	0	ദോഷം
disaffected	0	0	0	0	0	1	0	0	0	0	നിരാശനായി
disagree	1	0	0	0	0	1	0	0	0	0	വിയോജിക്കുന്നു
disagreeable	0	0	0	0	0	0	0	0	0	0	വിയോജിപ്പുള്ള
disagreeing	1	0	0	0	0	1	0	1	0	0	വിയോജിക്കുന്നു
disagreement	1	0	0	0	0	1	0	1	0	0	വിയോജിപ്പ്
disallow	0	0	0	0	0	0	0	0	0	0	അനുവദിക്കരുത്
disallowed	1	0	1	1	0	1	0	1	0	0	അനുവദനീയമല്ല
disappear	0	0	0	1	0	0	0	0	0	0	അപ്രത്യക്ഷമാകുന്നു
disappearance	0	0	0	0	0	0	0	0	0	0	തിരോധാനം
disappearing	0	0	0	0	0	0	0	0	0	0	അപ്രത്യക്ഷമാകുന്നു
disappoint	1	0	1	0	0	1	0	1	0	0	നിരാശപ്പെടുത്തുക
disappointed	1	0	1	0	0	1	0	1	0	0	നിരാശനായി
disappointing	0	0	0	0	0	1	0	1	0	0	നിരാശാജനകം
disappointment	0	0	1	0	0	1	0	1	0	0	നിരാശ
disapproval	0	0	0	0	0	1	0	1	0	0	വിസമ്മതം
disapprove	1	0	1	1	0	1	0	1	0	0	അംഗീകരിക്കുന്നില്ല
disapproved	1	0	0	0	0	1	0	1	0	0	അംഗീകരിക്കുന്നില്ല
disapproving	1	0	1	0	0	1	0	1	0	0	അംഗീകരിക്കുന്നില്ല
disarm	0	0	0	0	0	0	0	0	0	0	നിരായുധീകരിക്കുക
disarray	0	0	0	0	0	0	0	0	0	0	ക്രമക്കേട്
disaster	1	0	1	1	0	1	0	1	1	0	ദുരന്തം
disastrous	1	0	0	1	0	1	0	1	0	0	വിനാശകരമായ
disband	0	0	0	0	0	0	0	0	0	0	പിരിച്ചുവിടുക
disbelief	0	0	0	0	0	0	0	0	0	0	അവിശ്വാസം
disbelieve	0	0	0	0	0	1	0	0	0	0	അവിശ്വസിക്കുക
disburse	0	0	0	0	0	0	0	0	0	0	വിതരണം ചെയ്യുക
disbursement	0	0	0	0	0	0	0	0	0	0	വിതരണം
disc	0	0	0	0	0	0	0	0	0	0	ഡിസ്ക്
discarded	0	0	0	0	0	0	0	0	0	0	ഉപേക്ഷിച്ചു
discards	0	0	0	0	0	1	0	0	0	0	തള്ളിക്കളയുന്നു
discern	0	0	0	0	0	0	0	0	0	0	വിവേചിക്കുക
discernible	0	0	0	0	0	0	0	0	0	0	വിവേചിച്ചറിയാവുന്ന
discerning	0	0	0	0	0	0	0	0	0	0	വിവേകമുള്ള
discernment	0	0	0	0	0	0	0	0	0	0	വിവേകം
discharge	0	0	0	0	0	1	0	0	0	0	ഡിസ്ചാർജ്
disciple	0	0	0	0	0	0	0	0	0	1	ശിഷ്യൻ
discipline	0	0	0	1	0	1	0	0	0	0	അച്ചടക്കം
disclaim	1	0	1	0	0	1	0	0	0	1	നിരാകരണം
disclaimer	0	0	0	0	0	0	0	0	0	0	നിരാകരണം
disclose	0	0	0	0	0	0	0	0	0	0	വെളിപ്പെടുത്തുക
disclosed	0	0	0	0	0	0	0	0	0	1	വെളിപ്പെടുത്തി
disclosure	0	0	0	0	0	0	0	0	0	0	വെളിപ്പെടുത്തൽ
discoloration	0	0	1	0	0	1	0	0	0	0	നിറവ്യത്യാസം
discolored	0	0	1	0	0	1	0	1	0	0	നിറം മാറി
discomfort	0	0	0	0	0	1	0	1	0	0	അസ്വാസ്ഥ്യം
disconnect	0	0	0	0	0	1	0	1	0	0	വിച്ഛേദിക്കുക
disconnected	0	0	0	0	0	1	0	1	0	0	വിച്ഛേദിച്ചു
disconnection	0	0	0	0	0	1	0	0	0	0	വിച്ഛേദിക്കൽ
discontent	1	0	1	1	0	1	0	1	0	0	അസംതൃപ്തി
discontinuance	0	0	0	0	0	0	0	0	0	0	നിർത്തലാക്കൽ
discontinue	0	0	0	0	0	1	0	0	0	0	നിർത്തുക
discontinuity	0	0	1	1	0	1	0	1	0	0	നിർത്തലാക്കൽ
discontinuous	0	0	0	0	0	0	0	0	0	0	തുടർച്ചയായി
discord	1	0	1	0	0	1	0	0	0	0	ഭിന്നത
discount	0	0	0	0	0	0	0	0	0	0	കിഴിവ്
discounted	0	0	0	0	0	0	0	0	0	0	കിഴിവ്
discourage	0	0	0	1	0	1	0	1	0	0	നിരുത്സാഹപ്പെടുത്തുക
discouraged	0	0	0	0	0	0	0	0	0	0	നിരുത്സാഹപ്പെടുത്തി
discouragement	0	0	0	0	0	1	0	0	0	0	നിരുത്സാഹപ്പെടുത്തൽ
discourse	0	0	0	0	0	0	0	0	0	0	പ്രഭാഷണം
discover	0	0	0	0	0	0	0	0	0	0	കണ്ടെത്തുക
discovery	0	0	0	0	0	0	1	0	0	0	കണ്ടെത്തൽ
discredit	0	0	0	0	0	1	0	0	0	0	അപകീർത്തിപ്പെടുത്തുക
discreet	0	1	0	0	0	0	1	0	0	0	വിവേകി
discrepancy	0	0	0	0	0	0	0	0	0	0	പൊരുത്തക്കേട്
discrete	0	0	0	0	0	0	0	0	0	0	വ്യതിരിക്തമായ
discretion	0	1	0	0	0	0	1	0	0	1	വിവേചനാധികാരം
discretionary	0	0	0	0	0	0	1	0	0	0	വിവേചനാധികാരം
discriminate	1	0	0	0	0	1	0	1	0	0	വിവേചനം കാണിക്കുക
discriminating	0	0	1	0	0	1	0	0	0	0	വിവേചനം
discrimination	1	0	1	1	0	1	0	1	0	0	വിവേചനം
discus	0	0	0	0	0	0	0	0	0	0	ഡിസ്കസ്
discuss	0	0	0	0	0	0	0	0	0	0	ചർച്ച ചെയ്യുക
discussion	0	0	0	0	0	0	1	0	0	0	ചർച്ച
disdain	1	0	1	0	0	1	0	0	0	0	പുച്ഛം
disease	1	0	1	1	0	1	0	1	0	0	രോഗം
diseased	0	0	1	1	0	1	0	1	0	0	രോഗബാധിതനായ
disembodied	0	0	0	1	0	1	0	1	0	0	അശരീരി
disengage	0	0	0	0	0	0	0	0	0	0	വേർപെടുത്തുക
disengagement	0	0	0	0	0	1	0	0	0	0	വിച്ഛേദിക്കൽ
disfigured	1	0	1	1	0	1	0	1	0	0	രൂപഭേദം വരുത്തി
disgrace	1	0	1	0	0	1	0	1	0	0	അപമാനം
disgraced	1	0	1	0	0	1	0	1	0	0	അപമാനിതനായി
disgraceful	1	0	1	0	0	1	0	0	0	0	അപമാനകരമായ
disgruntled	1	0	1	0	0	1	0	1	0	0	അസംതൃപ്തി
disguise	0	0	0	0	0	0	0	0	0	0	വേഷംമാറി
disguised	0	0	0	0	0	0	0	0	0	0	വേഷംമാറി
disgust	1	0	1	1	0	1	0	1	0	0	വെറുപ്പ്
disgusting	1	0	1	1	0	1	0	0	0	0	വെറുപ്പുളവാക്കുന്ന
dish	0	0	0	0	0	0	0	0	0	0	വിഭവം
disheartened	0	0	0	0	0	1	0	1	0	0	നിരാശപ്പെടുത്തി
disheartening	0	0	0	0	0	1	0	1	0	0	നിരാശാജനകമായ
dishonest	1	0	1	0	0	1	0	1	0	0	സത്യസന്ധതയില്ലാത്ത
dishonesty	0	0	1	0	0	1	0	0	0	0	സത്യസന്ധതയില്ലായ്മ
dishonor	1	0	1	1	0	1	0	1	0	0	മാനക്കേട്
disillusionment	1	0	1	0	0	1	0	1	0	0	മോഹഭംഗം
disinfect	0	0	0	0	0	0	0	0	0	0	അണുവിമുക്തമാക്കുക
disinfectant	0	0	0	0	0	0	0	0	0	0	അണുനാശിനി
disinfection	0	0	0	0	0	0	1	0	0	0	അണുനശീകരണം
disinformation	1	0	0	1	0	1	0	0	0	0	തെറ്റായ വിവരങ്ങൾ
disingenuous	0	0	1	0	0	1	0	0	0	0	വിവേകശൂന്യമായ
disintegrate	0	0	1	1	0	1	0	0	0	0	ശിഥിലമാക്കുക
disintegration	0	0	0	0	0	1	0	0	0	0	ശിഥിലീകരണം
disinterested	0	0	0	0	0	1	0	0	0	0	താൽപ്പര്യമില്ലാത്ത
disjoint	0	0	0	0	0	0	0	0	0	0	വേർപിരിയുക
disjointed	0	0	0	0	0	0	0	0	0	0	വേർപിരിഞ്ഞു
disjunctive	0	0	0	0	0	0	0	0	0	0	വിഭജനം
disk	0	0	0	0	0	0	0	0	0	0	ഡിസ്ക്
diskette	0	0	0	0	0	0	0	0	0	0	ഡിസ്കെറ്റ്
dislike	1	0	1	0	0	1	0	0	0	0	ഇഷ്ടപ്പെടാത്തത്
disliked	1	0	0	0	0	1	0	1	0	0	ഇഷ്ടപ്പെട്ടില്ല
dislocated	1	0	1	1	0	1	0	1	0	0	സ്ഥാനഭ്രംശം സംഭവിച്ചു
dislocation	0	0	0	0	0	0	0	0	0	0	സ്ഥാനഭ്രംശം
dislodge	0	0	0	0	0	0	0	0	0	0	പുറത്താക്കുക
dismal	0	0	1	1	0	1	0	1	0	0	മോശം
dismay	1	1	0	1	0	1	0	1	1	0	പരിഭ്രമം
dismemberment	0	0	1	1	0	1	0	1	0	0	അവയവഛേദം
dismiss	0	0	0	0	0	0	0	0	0	0	പിരിച്ചുവിടുക
dismissal	1	0	1	1	0	1	0	1	1	0	പിരിച്ചുവിടൽ
dismount	0	0	0	0	0	0	0	0	0	0	ഇറക്കുക
disobedience	1	0	1	0	0	1	0	0	0	0	അനുസരണക്കേട്
disobedient	1	0	0	0	0	1	0	0	0	0	അനുസരണക്കേട്
disobey	1	0	1	0	0	1	0	0	0	0	അനുസരണക്കേട്
disorder	0	0	0	1	0	1	0	0	0	0	ക്രമക്കേട്
disorderly	0	0	0	0	0	1	0	0	0	0	ക്രമരഹിതമായ
disorganized	0	0	0	0	0	1	0	0	0	0	അസംഘടിത
disparage	1	0	1	0	0	1	0	1	0	0	ഇകഴ്ത്തൽ
disparaging	1	0	1	0	0	1	0	1	0	0	ഇകഴ്ത്തുന്നു
disparate	0	0	0	0	0	0	0	0	0	0	വ്യത്യസ്തമായ
disparity	1	0	1	0	0	1	0	1	0	0	അസമത്വം
dispassionate	0	0	0	0	0	1	0	1	0	0	നിസ്സംഗത
dispatch	0	0	0	0	0	0	0	0	0	0	അയക്കുക
dispel	0	0	0	0	0	1	0	1	0	0	പിരിച്ചുവിടുക
dispensation	0	0	0	0	0	0	0	0	0	0	വിതരണം
dispense	0	0	0	0	0	0	0	0	0	0	വിതരണം ചെയ്യുക
disperse	0	0	0	0	0	0	0	0	0	0	ചിതറുക
dispersed	0	0	0	0	0	0	0	0	0	0	ചിതറിപ്പോയി
dispersion	0	0	0	0	0	1	0	0	0	0	വിസരണം
displace	0	0	0	0	0	1	0	0	0	0	സ്ഥലം മാറ്റുക
displaced	1	0	0	1	0	0	0	1	0	0	കുടിയിറക്കപ്പെട്ടു
displacement	0	0	0	0	0	0	0	0	0	0	സ്ഥാനമാറ്റാം
display	0	0	0	0	0	0	0	0	0	0	ഡിസ്പ്ലേ
displeased	1	0	1	1	0	1	0	1	0	0	അതൃപ്തി
displeasure	0	0	1	0	0	1	0	0	0	0	അപ്രീതി
disposal	0	0	0	0	0	1	0	0	0	0	നിർമാർജനം
dispose	0	0	1	0	0	0	0	0	0	0	കളയുക
disposed	0	1	0	0	0	0	1	0	0	1	നീക്കം ചെയ്തു
disposition	0	0	0	0	0	0	0	0	0	0	സ്വഭാവം
dispossessed	1	0	0	1	0	1	0	1	0	0	കുടിയിറക്കപ്പെട്ടു
disprove	0	0	0	0	0	0	0	0	0	0	നിരാകരിക്കുക
dispute	1	0	0	0	0	1	0	0	0	0	തർക്കം
disqualification	0	0	0	0	0	1	0	0	0	0	അയോഗ്യത
disqualified	1	0	1	0	0	1	0	1	0	0	അയോഗ്യനാക്കി
disqualify	0	0	0	0	0	1	0	1	0	0	അയോഗ്യരാക്കുക
disregard	0	0	0	0	0	1	0	0	0	0	അവഗണിക്കുക
disregarded	0	0	1	0	0	1	0	0	0	0	അവഗണിക്കപ്പെട്ടു
disreputable	1	0	1	1	0	1	0	0	0	0	അപകീർത്തികരമായ
disrepute	0	0	0	0	0	0	0	0	0	0	അപകീർത്തിപ്പെടുത്തുക
disrespect	1	0	0	0	0	1	0	0	0	0	അനാദരവ്
disrespectful	1	0	1	1	0	1	0	1	0	0	അനാദരവ്
disruption	1	0	0	1	0	1	0	0	1	0	തടസ്സം
dissatisfaction	0	0	0	0	0	1	0	0	0	0	അസംതൃപ്തി
dissatisfied	0	0	0	0	0	0	0	0	0	0	അസംതൃപ്തി
dissect	0	0	0	0	0	0	0	0	0	0	വിച്ഛേദിക്കുക
dissection	0	0	1	0	0	0	0	0	0	0	വിഘടനം
disseminate	0	0	0	0	0	0	1	0	0	0	പ്രചരിപ്പിക്കുക
dissemination	0	0	0	0	0	0	0	0	0	0	വ്യാപനം
dissension	1	0	0	0	0	1	0	0	0	0	ഭിന്നത
dissent	0	0	0	0	0	0	0	0	0	0	വിയോജിപ്പ്
dissenting	0	0	0	0	0	1	0	0	0	0	വിയോജിക്കുന്നു
dissertation	0	0	0	0	0	0	0	0	0	0	പ്രബന്ധം
disservice	1	0	1	0	0	1	0	1	0	0	ദ്രോഹം
dissident	1	0	0	1	0	1	0	0	0	0	വിമതൻ
dissimilar	0	0	0	0	0	0	0	0	0	0	സമാനതകളില്ലാത്ത
dissipate	0	0	0	0	0	0	0	0	0	0	ചിതറിക്കുക
dissipated	0	0	0	0	0	0	0	0	0	0	ചിതറിപ്പോയി
dissociation	0	0	0	0	0	0	0	0	0	0	വിഘടനം
dissolution	1	0	0	1	0	1	0	1	1	0	പിരിച്ചുവിടൽ
dissolve	0	0	0	0	0	0	0	0	0	0	പിരിച്ചുവിടുക
dissonance	1	0	0	0	0	1	0	0	0	0	വൈരുദ്ധ്യം
dissuade	0	0	0	0	0	0	0	0	0	0	പിന്തിരിപ്പിക്കുക
distal	0	0	0	0	0	0	0	0	0	0	വിദൂര
distance	0	0	0	0	0	0	0	0	0	0	ദൂരം
distant	0	0	0	0	0	0	0	0	0	0	അകലെ
distaste	0	0	1	0	0	1	0	0	0	0	അനിഷ്ടം
distasteful	0	0	1	0	0	1	0	0	0	0	അരോചകമായ
distillate	0	0	0	0	0	0	0	0	0	0	വാറ്റിയെടുക്കുക
distillation	0	0	0	0	0	0	1	0	0	0	വാറ്റിയെടുക്കൽ
distinction	0	0	0	0	0	0	1	0	0	0	വ്യത്യാസം
distinctive	0	0	0	0	0	0	0	0	0	0	വ്യതിരിക്തമായ
distinguish	0	0	0	0	0	0	0	0	0	0	വേർതിരിച്ചറിയുക
distinguishable	0	0	0	0	0	0	0	0	0	0	വേർതിരിച്ചറിയാൻ കഴിയും
distinguished	0	0	0	0	0	0	0	0	0	0	വേർതിരിച്ചു
distinguishing	0	0	0	0	0	0	0	0	0	0	വേർതിരിച്ചറിയുന്നു
distorted	0	0	1	0	0	1	0	0	0	0	വികലമാക്കി
distortion	0	0	0	0	0	1	0	0	0	0	വളച്ചൊടിക്കൽ
distract	0	0	0	0	0	1	0	0	0	0	ശ്രദ്ധ തിരിക്കുക
distracted	1	0	0	0	0	1	0	0	0	0	ശ്രദ്ധ വ്യതിചലിച്ചു
distracting	1	1	0	0	0	1	0	0	0	0	ശ്രദ്ധ തിരിക്കുന്ന
distraction	0	0	0	0	0	1	0	0	0	0	ശദ്ധപതറിപ്പോകല്
distraught	0	0	0	0	0	1	0	1	0	0	കുഴഞ്ഞുവീണു
distress	1	0	1	1	0	1	0	1	1	0	ദുരിതം
distressed	0	0	0	1	0	1	0	0	0	0	വിഷമിച്ചു
distressing	1	0	0	1	0	1	0	0	0	0	വിഷമിപ്പിക്കുന്ന
distribute	0	0	0	0	0	0	0	0	0	0	വിതരണം ചെയ്യുക
distribution	0	0	0	0	0	0	0	0	0	0	വിതരണ
district	0	0	0	0	0	0	0	0	0	0	ജില്ല
distrust	1	0	1	1	0	1	0	0	0	0	അവിശ്വാസം
disturbance	1	0	0	1	0	1	0	1	1	0	അസ്വസ്ഥത
disturbed	1	0	0	0	0	1	0	1	0	0	അസ്വസ്ഥനായി
disuse	0	0	0	0	0	1	0	0	0	0	ഉപയോഗിക്കാതിരിക്കുക
disused	1	0	0	0	0	1	0	0	0	0	ഉപയോഗശൂന്യമായ
ditch	0	0	0	0	0	0	0	0	0	0	കിടങ്ങ്
ditto	0	0	0	0	0	0	0	0	0	0	അതുപോലെ
ditty	0	0	0	0	1	0	1	0	0	0	വൃത്തികെട്ട
diurnal	0	0	0	0	0	0	0	0	0	0	ദൈനംദിന
divan	0	0	0	0	0	0	0	0	0	1	ദിവാൻ
dive	0	0	0	0	0	0	0	0	0	0	മുങ്ങുക
diver	0	0	0	0	0	0	0	0	0	0	മുങ്ങൽ വിദഗ്ധൻ
diverge	0	0	0	0	0	0	0	0	0	0	വ്യതിചലിക്കുക
divergence	0	0	0	0	0	0	0	0	0	0	വ്യതിചലനം
divergent	0	0	0	0	0	1	0	0	1	0	വ്യത്യസ്തമായ
diverging	0	0	0	0	0	0	0	0	0	0	വ്യതിചലിക്കുന്നു
divers	0	0	0	0	0	0	0	0	0	0	മുങ്ങൽ വിദഗ്ധർ
diverse	0	0	0	0	0	1	1	0	0	0	വൈവിധ്യമാർന്ന
diversified	0	0	0	0	0	0	1	0	0	0	വൈവിധ്യമാർന്ന
diversify	0	0	0	0	0	0	0	0	0	0	വൈവിധ്യവൽക്കരിക്കുക
diversion	0	0	0	0	0	0	1	0	1	0	വഴിതിരിച്ചുവിടൽ
diversity	0	0	0	0	0	0	0	0	0	0	വൈവിധ്യം
divert	0	0	0	0	0	0	0	0	0	0	വഴിതിരിച്ചുവിടുക
diverting	0	0	0	0	0	0	0	0	0	0	വഴിതിരിച്ചുവിടുന്നു
divest	0	0	0	0	0	0	0	0	0	0	ഒഴിവാക്കുക
divested	0	0	0	0	0	1	0	0	0	0	പിൻവലിച്ചു
divestment	0	0	0	0	0	1	0	0	0	0	വിഭജനം
divide	0	0	0	0	0	0	0	0	0	0	വീതിക്കുക
divided	0	0	0	0	0	0	0	0	0	0	പകുത്തു
dividend	0	0	0	0	0	0	0	0	0	0	ലാഭവിഹിതം
divination	0	1	0	0	0	0	0	0	0	0	ഭാവികഥനം
divine	0	0	0	0	0	0	0	0	0	0	ദിവ്യമായ
divinity	0	0	0	0	0	0	1	0	0	0	ദിവ്യത്വം
divisible	0	0	0	0	0	0	0	0	0	0	ഹരിക്കാവുന്ന
division	0	0	0	0	0	0	0	0	0	0	ഡിവിഷൻ
divisor	0	0	0	0	0	0	0	0	0	0	വിഭജനം
divorce	1	0	1	1	0	1	0	1	1	1	വിവാഹമോചനം
divulge	0	0	0	0	0	0	0	0	0	0	വെളിപ്പെടുത്തുക
dizziness	0	0	0	0	0	1	0	0	0	0	തലകറക്കം
dizzy	0	0	0	0	0	1	0	0	0	0	തലകറക്കം
docile	0	0	0	0	0	0	0	0	0	0	അനുസരണയുള്ള
dock	0	0	0	0	0	0	0	0	0	0	മുറിവാല്
