English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Belarusian Word
enter	0	0	0	0	0	0	0	0	0	0	увайсці
enterprise	0	0	0	0	0	0	0	0	0	0	прадпрыемства
enterprising	0	0	0	0	0	0	1	0	0	0	прадпрымальны
entertain	0	0	0	0	1	0	1	0	0	0	забаўляць
entertained	0	0	0	0	1	0	1	0	0	0	забаўлялі
entertaining	0	1	0	0	1	0	1	0	0	0	забаўляльны
entertainment	0	1	0	0	1	0	1	0	1	1	забавы
enthusiasm	0	1	0	0	1	0	1	0	1	0	энтузіязм
enthusiast	0	1	0	0	1	0	1	0	1	0	энтузіяст
entice	0	0	0	0	0	0	0	0	0	0	вабіць
entire	0	0	0	0	0	0	0	0	0	0	суцэльны
entirety	0	0	0	0	0	0	0	0	0	0	цэласнасць
entitle	0	0	0	0	0	0	0	0	0	0	права
entity	0	0	0	0	0	0	0	0	0	0	сутнасць
entomology	0	0	0	0	0	0	0	0	0	0	энтамалогіі
entrails	0	0	1	0	0	1	0	0	0	0	вантробы
entrance	0	0	0	0	0	0	0	0	0	0	ўваход
entreat	0	0	0	0	0	0	0	0	0	0	маліць
entree	0	0	0	0	0	0	0	0	0	0	закускі
entrepreneur	0	0	0	0	0	0	0	0	0	0	прадпрымальнік
entrust	0	0	0	0	0	0	0	0	0	1	даверыць
entry	0	0	0	0	0	0	0	0	0	0	запіс
enumerate	0	0	0	0	0	0	0	0	0	0	пералічваць
enumeration	0	0	0	0	0	0	0	0	0	0	пералічэнне
envelope	0	0	0	0	0	0	0	0	0	0	канверт
envious	0	0	0	0	0	1	0	0	0	0	зайздроснік
environ	0	0	0	0	0	0	1	0	0	0	навакольнае асяроддзе
environment	0	0	0	0	0	0	0	0	0	0	асяроддзя
environs	0	0	0	0	0	0	0	0	0	0	ваколіцы
envision	0	0	0	0	0	0	0	0	0	0	прадугледзець
envoy	0	0	0	0	0	0	0	0	0	0	пасланнік
ephemeral	0	0	0	0	0	0	0	0	0	0	эфемерны
ephemeris	0	0	0	0	0	0	1	0	0	0	эфемерыды
epic	0	0	0	0	0	0	1	0	0	0	эпас
epidemic	1	1	1	1	0	1	0	1	1	0	эпідэмія
epidermis	0	0	0	0	0	0	0	0	0	0	эпідэрміс
epilepsy	0	0	0	0	0	1	0	0	0	0	эпілепсія
epilogue	0	0	0	0	0	0	0	0	0	0	эпілог
episcopal	0	0	0	0	0	0	0	0	0	1	епіскапскі
episode	0	0	0	0	0	0	0	0	0	0	эпізод
episodic	0	0	0	0	0	0	0	0	0	0	эпізадычны
epistle	0	0	0	0	0	0	0	0	0	0	пасланне
epitaph	0	0	0	0	0	0	0	1	0	0	эпітафія
epithet	0	0	0	0	0	0	0	0	0	0	эпітэт
epitome	0	0	0	0	0	0	1	0	0	0	увасабленне
epoch	0	0	0	0	0	0	0	0	0	0	эпоха
equal	0	0	0	0	0	0	0	0	0	0	роўны
equality	0	0	0	0	1	0	1	0	0	1	роўнасць
equalization	0	0	0	0	0	0	0	0	0	0	выраўноўванне
equalize	0	0	0	0	0	0	0	0	0	0	зраўнаваць
equally	0	0	0	0	0	0	1	0	0	0	пароўну
equate	0	0	0	0	0	0	0	0	0	0	прыраўнаваць
equation	0	0	0	0	0	0	0	0	0	0	раўнанне
equator	0	0	0	0	0	0	0	0	0	0	экватар
equatorial	0	0	0	0	0	0	0	0	0	0	экватарыяльны
equestrian	0	0	0	0	0	0	0	0	0	0	конны спорт
equidistant	0	0	0	0	0	0	0	0	0	0	роўнааддаленыя
equilibration	0	0	0	0	0	0	0	0	0	0	ураўнаважванне
equilibrium	0	0	0	0	0	0	1	0	0	0	раўнавагу
equip	0	0	0	0	0	0	0	0	0	0	абсталяваць
equipment	0	0	0	0	0	0	0	0	0	0	абсталяванне
equitable	0	0	0	0	0	0	0	0	0	0	справядлівая
equity	0	0	0	0	0	0	1	0	0	0	уласны капітал
equivalence	0	0	0	0	0	0	0	0	0	0	эквівалентнасць
equivalent	0	0	0	0	0	0	0	0	0	0	эквівалент
equivocal	0	0	0	0	0	0	0	0	0	0	двухсэнсоўны
era	0	0	0	0	0	0	0	0	0	0	эпохі
eradicate	1	0	0	0	0	1	0	0	0	0	выкараніць
eradication	1	0	1	1	0	1	0	0	0	0	выкараненне
erase	0	0	0	1	0	1	0	0	0	0	сціраць
erasure	0	0	0	0	0	0	0	0	0	0	сціранне
ere	0	0	0	0	0	0	0	0	0	0	раней
erect	0	0	0	0	0	0	0	0	0	0	прамастаяць
erection	0	0	0	0	0	0	0	0	0	0	ўзвядзенне
ergo	0	0	0	0	0	0	0	0	0	0	значыць
erode	0	0	0	0	0	0	0	0	0	0	раз'ядаць
erosion	0	0	0	0	0	1	0	0	0	0	эрозія
erotic	0	1	0	0	1	1	1	0	1	1	эратычны
err	0	0	0	0	0	1	0	0	0	0	памыляцца
errand	0	1	0	0	0	0	1	0	0	1	даручэнне
errant	0	0	0	0	0	1	0	0	0	0	памылковы
erratic	0	0	0	0	0	1	0	0	1	0	няўстойлівы
erratum	0	0	0	0	0	1	0	0	0	0	памылка
erroneous	0	0	0	0	0	1	0	0	0	0	памылковая
error	0	0	0	0	0	1	0	1	0	0	памылка
erst	0	0	0	0	0	0	0	0	0	0	першы
erudite	0	0	0	0	0	0	1	0	0	0	эрудзіраваны
erupt	1	0	0	0	0	1	0	0	1	0	вывяргацца
eruption	1	0	0	1	0	1	0	0	1	0	вывяржэнне
escalade	0	0	0	0	0	0	0	0	0	0	эскалацыя
escalate	1	0	0	0	0	1	0	0	0	0	абвастрыцца
escalator	0	0	0	0	0	0	0	0	0	0	эскалатар
escape	0	1	0	1	0	1	1	0	0	0	уцёкі
escaped	0	0	0	1	0	0	0	0	0	0	уцёк
escarpment	0	0	0	0	0	0	0	0	0	0	уступ
eschew	1	0	0	0	0	1	0	1	0	0	пазбягаць
escort	0	0	0	0	0	0	0	0	0	1	эскорт
esoteric	0	0	0	0	0	0	0	0	0	0	эзатэрычны
especial	0	0	0	0	0	0	0	0	0	0	асаблівы
espionage	0	0	0	0	0	1	0	0	0	0	шпіянаж
espouse	0	0	0	0	0	0	0	0	0	0	замуж
esprit	0	0	0	0	0	0	1	0	0	0	эспрыт
essay	0	0	0	0	0	0	0	0	0	0	эсэ
essayist	0	0	0	0	0	0	0	0	0	0	эсэіст
essence	0	0	0	0	0	0	0	0	0	0	сутнасць
essential	0	0	0	0	0	0	1	0	0	0	істотны
essentially	0	0	0	0	0	0	0	0	0	0	па сутнасці
establish	0	0	0	0	0	0	0	0	0	1	усталяваць
established	0	0	0	0	1	0	1	0	0	0	усталяваны
establishment	0	0	0	0	0	0	0	0	0	0	стварэнне
estate	0	0	0	0	0	0	0	0	0	0	маёнтак
esteem	0	0	0	0	1	0	1	1	0	1	павага
esthetic	0	0	0	0	0	0	1	0	0	0	эстэтычны
estimate	0	0	0	0	0	0	0	0	0	0	каштарыс
estimation	0	0	0	0	0	0	0	0	0	0	ацэнка
estoppel	0	0	0	0	0	0	0	0	0	0	эстоппель
estranged	0	0	0	0	0	1	0	0	0	0	адчужана
estrogen	0	0	0	0	0	0	0	0	0	0	эстраген
estuary	0	0	0	0	0	0	0	0	0	0	ліман
etch	0	0	0	0	0	0	0	0	0	0	тручэнне
etching	0	0	0	0	0	0	0	0	0	0	тручэнне
eternal	0	0	0	0	0	0	0	0	0	0	вечны
eternity	0	0	0	0	0	0	0	0	0	0	вечнасць
ethanol	0	0	0	0	0	0	0	0	0	0	этанол
ether	0	0	0	0	0	0	0	0	0	0	эфір
ethereal	0	0	0	1	0	0	0	0	0	0	эфірны
ethical	0	0	0	0	0	0	1	0	0	0	этычны
ethics	0	0	0	0	0	0	1	0	0	0	этыка
ethnography	0	0	0	0	0	0	0	0	0	0	этнаграфіі
etiology	0	0	0	0	0	0	0	0	0	0	этыялогія
etiquette	0	0	0	0	0	0	0	0	0	0	этыкет
etymology	0	0	0	0	0	0	0	0	0	0	этымалогіі
euchre	0	0	0	0	0	0	0	0	0	0	эўхр
eugenics	0	0	0	0	0	0	0	0	0	0	еўгеніка
eulogy	0	0	0	0	0	0	0	0	0	0	панегірык
euphemism	0	0	0	0	0	0	0	0	0	0	эўфемізм
euthanasia	0	0	0	1	0	1	0	1	0	0	эўтаназія
evacuate	0	0	0	1	0	1	0	0	0	0	эвакуірую
evacuation	0	0	0	0	0	1	0	0	0	0	эвакуацыя
evade	1	0	1	1	0	1	0	0	0	0	ухіляцца
evaluate	0	0	0	0	0	0	0	0	0	0	ацэньваць
evanescence	0	0	0	0	0	0	0	1	1	0	мінучасць
evangelical	0	0	0	0	0	0	0	0	0	0	евангельскі
evangelist	0	0	0	0	0	0	0	0	0	0	евангеліст
evangelistic	0	0	0	0	0	0	0	0	0	0	евангелізацыйны
evaporation	0	0	0	0	0	0	0	0	0	0	выпарэнне
evasion	0	0	0	1	0	1	0	1	0	0	ухіленне
eve	0	0	0	0	0	0	0	0	0	0	напярэдадні
evening	0	0	0	0	0	0	0	0	0	0	вечар
event	0	0	0	0	0	0	0	0	0	0	мерапрыемства
eventful	0	0	0	0	0	0	0	0	0	0	насычаны падзеямі
eventual	0	1	0	0	0	0	0	0	0	0	канчатковы
eventuality	0	1	0	1	0	0	0	0	0	0	выпадковасць
evergreen	0	0	0	0	1	0	1	0	0	1	вечназялёныя
everlasting	0	0	0	0	0	0	1	0	0	0	вечны
evermore	0	0	0	0	0	0	0	0	0	0	заўсёды
everyday	0	0	0	0	0	0	0	0	0	0	кожны дзень
evict	0	0	0	0	0	1	0	1	0	0	выселіць
eviction	1	0	1	1	0	1	0	1	0	0	высяленне
evidence	0	0	0	0	0	0	0	0	0	0	доказы
evident	0	0	0	0	0	0	1	0	0	1	відавочны
evil	1	0	1	1	0	1	0	1	0	0	зло
evoke	0	0	0	0	0	0	0	0	0	0	выклікаць
evolution	0	0	0	0	0	0	1	0	0	0	эвалюцыя
evolve	0	0	0	0	0	0	0	0	0	0	развівацца
ewe	0	0	0	0	0	0	0	0	0	0	авечка
exacerbate	0	0	0	0	0	1	0	0	0	0	абвастраць
exacerbation	1	0	0	1	0	1	0	0	0	0	абвастрэнне
exacting	0	0	0	0	0	1	0	0	0	0	патрабавальны
exaggerate	1	0	0	0	0	1	0	0	0	0	перабольшваць
exaggerated	0	0	0	0	0	1	0	0	0	0	перабольшаны
exaggeration	0	0	0	0	0	0	0	0	0	0	перабольшанне
exalt	0	1	0	0	1	0	1	0	0	1	узвялічваць
exaltation	0	0	0	0	1	0	1	0	0	1	экзальтацыя
exalted	0	0	0	0	1	0	1	0	0	1	узнёслы
exam	0	0	0	0	0	0	0	0	0	0	экзамен
examination	0	0	0	1	0	1	0	0	1	0	экспертыза
examine	0	0	0	0	0	0	0	0	0	0	вывучыць
examiner	0	0	0	0	0	0	0	0	0	0	экзаменатар
exasperation	1	0	1	0	0	1	0	0	0	0	раздражненне
excavate	0	0	0	0	0	0	0	0	0	0	раскапаць
excavation	0	1	0	0	0	1	0	0	1	0	раскопкі
excavator	0	0	0	0	0	0	0	0	0	0	экскаватар
exceed	0	1	0	0	1	0	1	0	0	0	перавышаць
exceeding	0	0	0	0	0	0	0	0	0	0	перавышаючы
excel	0	1	0	0	1	0	1	0	1	1	Excel
excellence	0	0	1	0	1	0	1	0	0	1	дасканаласць
excellent	0	0	0	0	1	0	1	0	0	1	выдатны
excepting	0	0	0	0	0	0	0	0	0	0	за выключэннем
exception	0	0	0	0	0	0	0	0	0	0	выключэнне
excerpt	0	0	0	0	0	0	0	0	0	0	урывак
excess	0	0	0	0	0	1	0	0	0	0	лішак
excessive	0	0	0	0	0	0	0	0	0	0	празмернае
excessively	0	0	0	0	0	0	0	0	0	0	празмерна
exchange	0	0	0	0	0	0	1	0	0	1	абмен
excise	0	0	0	0	0	1	0	0	0	0	акцыз
excision	0	0	0	0	0	0	0	0	0	0	выразанне
excitability	0	0	0	0	0	0	0	0	0	0	ўзбудлівасць
excitable	0	0	0	0	0	0	1	0	0	0	узбуджальны
excitation	1	1	0	1	1	0	1	0	1	0	ўзбуджэнне
excite	1	1	0	1	1	0	1	0	1	0	ўзбуджаць
excited	0	1	0	0	1	0	1	0	1	1	узбуджаны
excitement	0	1	0	0	1	0	1	0	1	0	хваляванне
exciting	0	1	0	0	1	0	1	0	1	0	захапляльны
exclaim	0	0	0	0	0	0	0	0	1	0	усклікнуць
excluded	0	0	1	0	0	1	0	1	0	0	выключаны
excluding	0	0	0	0	0	1	0	1	0	0	выключаючы
exclusion	0	0	1	1	0	1	0	1	0	0	выключэнне
excrement	0	0	1	0	0	1	0	0	0	0	экскрыменты
excretion	0	0	1	0	0	0	0	0	0	0	экскрэцыя
excruciating	0	0	0	1	0	1	0	0	0	0	пакутлівы
excursion	0	0	0	0	0	0	0	0	0	0	экскурсія
excuse	0	0	0	0	0	1	0	0	0	0	апраўданне
execute	0	0	0	0	0	0	0	0	0	0	выканаць
execution	1	0	0	1	0	1	0	1	0	1	выкананне
executioner	1	0	0	1	0	1	0	1	0	0	кат
executive	0	0	0	0	0	0	0	0	0	0	выканаўчы
executor	0	0	0	0	0	0	0	0	0	1	выканаўца
exegesis	0	0	0	0	0	0	0	0	0	0	экзэгеза
exemplar	0	0	0	0	0	0	0	0	0	0	узорны
exemplary	0	0	0	0	0	0	1	0	0	0	узорны
exemplify	0	0	0	0	0	0	0	0	0	0	служыць прыкладам
exempt	0	0	0	0	0	0	0	0	0	0	вызвалены
exemption	0	0	0	0	0	0	1	0	0	0	вызваленне
exercise	0	0	0	0	0	0	0	0	0	0	фізічныя практыкаванні
exert	0	0	0	0	0	0	0	0	0	0	прыкладаць намаганні
exertion	0	0	0	0	0	0	0	0	0	0	напружанне
exhale	0	0	0	0	0	0	0	0	0	0	выдыхнуць
exhaust	0	0	0	0	0	1	0	0	0	0	выхлап
exhausted	0	0	0	0	0	1	0	1	0	0	знясілены
exhaustion	0	1	0	0	0	1	0	1	0	0	знясіленне
exhaustive	0	0	0	0	0	0	0	0	0	1	вычарпальны
exhibit	0	0	0	0	0	0	0	0	0	0	экспанат
exhibition	0	0	0	0	0	0	0	0	0	0	выстава
exhilaration	0	0	0	0	1	0	1	0	1	0	ўзбуджэнне
exhort	0	0	0	0	0	0	1	0	0	0	заклікаць
exhortation	0	0	0	0	0	0	1	0	0	0	настаўленне
exigent	0	1	1	1	0	1	0	0	1	0	патрабавальны
exile	1	0	0	1	0	1	0	1	0	0	выгнанне
exist	0	0	0	0	0	0	0	0	0	0	існаваць
existence	0	0	0	0	0	0	1	0	0	0	існаванне
existent	0	0	0	0	0	0	0	0	0	0	існуючы
existing	0	0	0	0	0	0	0	0	0	0	існуючы
exit	0	0	0	0	0	0	0	0	0	0	выхад
exodus	0	0	0	0	0	0	0	0	0	0	зыход
exorbitant	0	0	0	0	0	0	0	0	0	0	залішняя
exorcism	0	0	0	1	0	1	0	1	0	0	экзарцызм
exorcist	0	0	0	0	0	0	0	0	0	0	экзарцыст
exotic	0	0	0	0	0	0	1	0	0	0	экзотыка
expand	0	0	0	0	0	0	0	0	0	0	пашырыць
expanded	0	0	0	0	0	0	0	0	0	0	пашыраны
expanse	0	0	0	0	0	0	0	0	0	0	разлог
expansion	0	0	0	0	0	0	0	0	0	0	пашырэнне
expansive	0	0	0	0	0	0	0	0	0	0	экспансіўны
expatriate	0	0	0	0	0	1	0	0	0	0	эмігрант
expect	0	1	0	0	0	0	1	0	1	1	чакаць
expectancy	0	1	0	0	0	0	0	0	0	0	чаканне
expectant	0	1	0	0	0	0	0	0	0	0	чаканне
expectation	0	1	0	0	0	0	1	0	0	0	чаканне
expected	0	1	0	0	0	0	0	0	0	0	чакаецца
expecting	0	1	0	0	0	0	0	0	0	0	чакаючы
expediency	0	0	0	0	0	0	0	0	0	0	мэтазгоднасць
expedient	0	0	0	0	1	0	1	0	0	1	мэтазгодны
expedite	0	0	0	0	0	0	0	0	0	0	паскорыць
expedition	0	1	0	0	0	0	1	0	0	0	экспедыцыя
expeditious	0	0	0	0	0	0	0	0	0	0	аператыўны
expel	1	0	1	1	0	1	0	1	0	0	выгнаць
expenditure	0	0	0	0	0	1	0	0	0	0	выдаткі
expense	0	0	0	0	0	0	0	0	0	0	расход
expenses	0	0	0	0	0	1	0	0	0	0	выдаткі
expensive	0	0	0	0	0	0	0	0	0	0	дорага
experience	0	0	0	0	0	0	0	0	0	0	вопыт
experienced	0	0	0	0	0	0	1	0	0	1	вопытны
experiences	0	0	0	0	0	0	0	0	0	0	перажыванні
experiment	0	1	0	0	0	0	0	0	1	0	эксперыментаваць
experimental	0	0	0	0	0	0	0	0	0	0	эксперыментальны
experimenter	0	0	0	0	0	0	0	0	0	0	эксперыментатар
expert	0	0	0	0	0	0	1	0	0	1	эксперт
expertise	0	0	0	0	0	0	1	0	0	1	экспертыза
expiration	0	0	0	0	0	0	0	0	0	0	заканчэнне тэрміну дзеяння
expire	0	0	0	0	0	1	0	1	0	0	мінае
expired	0	0	0	0	0	1	0	0	0	0	скончыўся
expiry	0	0	0	0	0	0	0	0	0	0	тэрмін прыдатнасці
explain	0	0	0	0	0	0	1	0	0	1	растлумачыць
explanation	0	0	0	0	0	0	0	0	0	0	тлумачэнне
explanatory	0	0	0	0	0	0	0	0	0	0	тлумачальны
expletive	1	0	0	0	0	1	0	0	0	0	лаянка
explication	0	0	0	0	0	0	0	0	0	0	эксплікацыя
explode	1	0	0	1	0	1	0	1	1	0	выбухнуць
exploit	0	0	0	0	0	0	0	0	0	0	эксплуатаваць
explore	0	1	0	0	0	0	0	0	0	0	даследаваць
explorer	0	0	0	0	0	0	0	0	0	0	правадыр
explosion	0	0	0	1	0	1	0	0	1	0	выбух
explosive	1	1	0	1	0	1	0	0	1	0	выбуховае рэчыва
exponent	0	0	0	0	0	0	0	0	0	0	выказнік
exponential	0	0	0	0	0	0	0	0	0	0	экспанентны
export	0	0	0	0	0	0	0	0	0	0	экспарт
exportation	0	0	0	0	0	0	0	0	0	0	вываз
expose	0	1	0	1	0	0	0	0	0	0	выкрываць
exposed	0	0	0	0	0	1	0	0	0	0	выкрыты
exposition	0	0	0	0	0	0	0	0	0	0	экспазіцыя
expository	0	0	0	0	0	0	0	0	0	0	тлумачальны
exposure	0	0	0	0	0	0	0	0	0	0	уздзеянне
expound	0	0	0	0	0	0	0	0	0	0	выкладаць
express	0	0	0	0	0	0	0	0	0	0	экспрэс
expression	0	0	0	0	0	0	0	0	0	0	выраз
expressive	0	0	0	0	0	0	0	0	0	0	экспрэсіўны
expropriation	0	0	0	0	0	1	0	0	0	0	экспрапрыяцыя
expulsion	1	0	1	1	0	1	0	1	0	0	выгнанне
exquisite	0	0	0	0	1	0	1	0	0	0	вытанчаны
exquisitely	0	0	0	0	0	0	1	0	0	0	вытанчана
extant	0	0	0	0	0	0	0	0	0	0	якія захаваліся
extend	0	0	0	0	0	0	1	0	0	0	пашыраць
extendable	0	0	0	0	0	0	0	0	0	0	пашыраецца
extended	0	0	0	0	0	0	0	0	0	0	пашыраны
extension	0	0	0	0	0	0	0	0	0	0	пашырэнне
extensive	0	0	0	0	0	0	1	0	0	0	экстэнсіўны
extent	0	0	0	0	0	0	0	0	0	0	ступень
exterior	0	0	0	0	0	0	0	0	0	0	экстэр'ер
exterminate	0	0	0	1	0	1	0	1	0	0	вынішчаць
extermination	1	0	0	1	0	1	0	0	0	0	вынішчэнне
external	0	0	0	0	0	0	0	0	0	0	вонкавы
externally	0	0	0	0	0	0	0	0	0	0	вонкава
extinct	0	0	0	0	0	1	0	1	0	0	вымерлыя
extinguish	1	0	0	0	0	1	0	0	0	0	патушыць
extra	0	0	0	0	0	0	1	0	0	0	дадатковы
extract	0	0	0	0	0	0	0	0	0	0	экстракт
extracting	0	0	0	0	0	0	0	0	0	0	здабываючы
extraction	0	0	0	0	0	0	0	0	0	0	здабыча
extractor	0	0	0	0	0	0	0	0	0	0	экстрактар
extradition	0	0	0	0	0	0	0	0	0	0	экстрадыцыя
extrajudicial	0	0	0	1	0	1	0	0	0	0	пазасудовы
extramural	0	0	0	0	0	0	0	0	0	0	завочны
extraneous	0	0	0	0	0	0	0	0	0	0	староннія
extraordinary	0	0	0	0	0	0	1	0	0	0	надзвычайны
extravaganza	0	0	0	0	0	0	0	0	0	0	феерыя
extreme	0	0	0	0	0	0	0	0	0	0	экстрэмальны
extremely	0	0	0	0	0	0	0	0	0	0	надзвычай
extremity	0	0	0	0	0	1	0	0	0	0	канечнасць
extricate	0	1	0	0	0	0	1	0	0	0	вызваліцца
extrinsic	0	0	0	0	0	0	0	0	0	0	знешнія
extrusion	0	0	0	0	0	0	0	0	0	0	экструзія
exuberance	0	0	0	0	1	0	1	0	0	0	буянства
exude	0	0	0	0	0	0	0	0	0	0	вылучаць
eye	0	0	0	0	0	0	0	0	0	0	вока
eyeglass	0	0	0	0	0	0	0	0	0	0	акуляры
eyelet	0	0	0	0	0	0	0	0	0	0	вушка
eyepiece	0	0	0	0	0	0	0	0	0	0	акуляр
eyesight	0	0	0	0	0	0	0	0	0	0	зрок
eyewitness	0	0	0	0	0	0	0	0	0	1	відавочца
fable	0	0	0	0	0	0	0	0	0	0	байка
fabric	0	0	0	0	0	0	0	0	0	0	тканіна
fabricate	0	0	0	0	0	1	0	0	0	0	вырабляць
fabricated	0	0	0	0	0	0	0	0	0	0	сфабрыкаваны
fabrication	0	0	0	0	0	1	0	0	0	1	фабрыкацыя
facade	0	0	0	0	0	0	0	0	0	0	фасад
face	0	0	0	0	0	0	0	0	0	0	твар
facet	0	0	0	0	0	0	0	0	0	0	грань
facile	0	0	0	0	0	0	0	0	0	0	лёгкі
facilitate	0	0	0	0	0	0	1	0	0	0	спрыяць
facility	0	0	0	0	0	0	0	0	0	0	аб'ект
facing	0	0	0	0	0	0	0	0	0	0	абліцоўванне
facsimile	0	0	0	0	0	0	0	0	0	0	факсіміле
fact	0	0	0	0	0	0	0	0	0	1	факт
faction	0	0	0	0	0	0	0	0	0	0	фракцыя
factor	0	0	0	0	0	0	0	0	0	0	фактар
factory	0	0	0	0	0	0	0	0	0	0	завод
facts	0	0	0	0	0	0	1	0	0	1	факты
faculties	0	0	0	0	0	0	0	0	0	0	факультэтаў
faculty	0	0	0	0	0	0	1	0	0	1	факультэта
fad	0	0	0	0	0	0	0	0	0	0	дзівацтва
fade	0	0	0	0	0	1	0	0	0	0	бляднець
faded	0	0	0	0	0	0	0	0	0	0	выцвілы
faeces	0	0	1	0	0	1	0	0	0	0	фекаліі
failing	1	1	0	1	0	1	0	1	0	0	няўдача
failure	0	0	1	1	0	1	0	1	0	0	правал
fain	0	1	0	0	1	0	1	0	0	1	файн
fainting	0	0	0	1	0	1	0	1	1	0	непрытомнасці
fair	0	0	0	0	0	0	1	0	0	0	справядлівы
fairly	0	0	0	0	0	0	1	0	0	1	справядліва
fairway	0	0	0	0	0	0	0	0	0	0	фарватэр
fairy	0	0	0	0	0	0	0	0	0	0	фея
faith	0	1	0	0	1	0	1	0	0	1	вера
faithful	0	0	0	0	0	0	1	0	0	1	верны
faithless	0	0	0	0	0	1	0	1	0	0	няверны
fake	0	0	0	0	0	1	0	0	0	0	падробка
fall	0	0	0	0	0	1	0	1	0	0	падаць
fallacious	1	0	0	0	0	1	0	0	0	0	памылковы
fallacy	0	0	0	0	0	1	0	0	0	0	памылковасць
fallible	0	0	0	0	0	1	0	0	0	0	памылковы
falling	0	0	0	0	0	1	0	1	0	0	падзенне
fallow	0	0	0	0	0	1	0	0	0	0	паром
falsehood	1	0	0	0	0	1	0	0	0	1	фальш
falsely	0	0	0	0	0	1	0	0	0	0	ілжыва
falsification	1	0	0	0	0	1	0	0	0	0	фальсіфікацыя
falsified	0	0	0	0	0	0	0	0	0	0	сфальсіфікаваны
falsify	0	0	1	0	0	1	0	0	0	0	фальсіфікаваць
falsity	0	0	1	0	0	1	0	0	0	0	ілжывасць
falter	0	0	0	1	0	1	0	0	0	0	хістацца
fame	0	0	0	0	0	0	1	0	0	0	вядомасць
famed	0	0	0	0	0	0	0	0	0	0	знакаміты
familiar	0	0	0	0	0	0	1	0	0	1	знаёмыя
familiarity	0	1	0	0	1	0	1	0	0	1	знаёмства
familiarize	0	0	0	0	0	0	0	0	0	0	азнаёміцца
famine	0	0	0	0	0	1	0	1	0	0	голад
famous	0	0	0	0	0	0	1	0	0	0	вядомы
famously	0	0	0	0	0	0	1	0	0	0	ліха
fan	0	0	0	0	0	0	0	0	0	0	вентылятар
fanatic	0	0	0	0	0	1	0	0	0	0	фанатык
fanaticism	0	0	0	1	0	0	0	0	0	0	фанатызм
fanciful	0	0	0	0	0	0	0	0	0	0	фантазійны
fancy	0	1	0	0	1	0	1	0	0	0	фантазіі
fandango	0	0	0	0	0	0	0	0	0	0	фанданго
fanfare	0	1	0	0	1	0	1	0	1	0	фанфары
fang	0	0	0	1	0	0	0	0	0	0	ікол
fangs	0	0	0	1	0	0	0	0	0	0	іклы
fanning	0	0	0	0	0	0	0	0	0	0	веерам
fantasia	0	0	0	0	0	0	0	0	0	0	фантазія
fantasy	0	0	0	0	0	0	0	0	0	0	фэнтэзі
farce	0	0	0	0	0	1	0	0	0	0	фарс
farcical	0	0	1	0	0	1	0	0	0	0	фарсавыя
fare	0	0	0	0	0	0	0	0	0	0	кошт праезду
farewell	0	0	0	0	0	0	0	0	0	0	развітанне
farm	0	1	0	0	0	0	0	0	0	0	гаспадарка
farmer	0	0	0	0	0	0	0	0	0	0	фермер
farmhouse	0	0	0	0	0	0	0	0	0	0	сялянскі дом
farming	0	0	0	0	0	0	0	0	0	0	земляробства
faro	0	0	0	0	0	0	0	0	0	0	Фаро
farther	0	0	0	0	0	0	0	0	0	0	далей
fascia	0	0	0	0	0	0	0	0	0	0	фасцыі
fascinating	0	0	0	0	0	0	1	0	0	0	займальны
fascination	0	0	0	0	0	0	1	0	0	0	зачараванне
fashion	0	0	0	0	0	0	0	0	0	0	мода
fashionable	0	0	0	0	0	0	1	0	0	0	модна
fasten	0	0	0	0	0	0	0	0	0	0	замацаваць
fastener	0	0	0	0	0	0	0	0	0	0	зашпілька
fastening	0	0	0	0	0	0	0	0	0	0	мацаванне
fasting	0	0	0	0	0	1	0	1	0	0	нашча
fat	0	0	1	0	0	1	0	1	0	0	тлушч
fatal	1	0	0	1	0	1	0	1	0	0	смяротны зыход
fatality	0	0	0	1	0	1	0	1	0	0	смяротнасць
fate	0	1	0	0	0	1	0	0	0	0	лёс
fated	0	0	0	0	0	0	0	0	0	0	наканавана
father	0	0	0	0	0	0	0	0	0	1	бацька
fathom	0	0	0	0	0	0	0	0	0	0	сажань
fatigue	0	0	0	0	0	1	0	0	0	0	стомленасць
fatigued	0	0	0	0	0	1	0	1	0	0	стомлены
fatty	0	0	1	0	0	1	0	1	0	0	тлустае
fault	0	0	0	0	0	1	0	1	0	0	віна
faultless	0	0	0	0	0	0	1	0	0	1	бездакорны
faulty	0	0	0	0	0	1	0	0	0	0	няспраўны
fauna	0	0	0	0	0	0	0	0	0	0	жывёльны свет
favor	0	0	0	0	0	0	0	0	0	0	карысць
favorable	0	1	0	0	1	0	1	0	1	1	спрыяльны
favorite	0	0	0	0	1	0	1	0	0	1	любімы
favoritism	0	0	0	0	0	0	1	0	0	0	фаварытызм
fawn	0	0	0	0	0	1	0	0	0	0	пыжык
fear	1	0	0	1	0	1	0	0	0	0	страх
fearful	0	0	0	1	0	1	0	1	0	0	страшны
fearfully	0	0	0	1	0	1	0	1	1	0	страшна
fearing	0	0	0	1	0	1	0	0	0	0	баючыся
fearless	0	0	0	1	0	0	1	0	0	0	бясстрашны
feasibility	0	0	0	0	0	0	0	0	0	0	мэтазгоднасць
feasible	0	0	0	0	0	0	0	0	0	0	выканальна
feat	0	1	0	0	1	0	1	0	1	0	подзвіг
