English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Latin Word
corruption	0	0	1	0	0	1	0	0	0	0	corruptio
corse	0	0	0	0	0	0	0	1	0	0	corse
corset	0	0	0	0	0	0	0	0	0	0	corset
cortex	0	0	0	0	0	0	0	0	0	0	cortex
cortical	0	0	0	0	0	0	0	0	0	0	corticali
corvette	0	0	0	0	0	0	0	0	0	0	corvette
cosmetic	0	0	0	0	0	0	0	0	0	0	medicamine
cosmetics	0	0	0	0	0	0	0	0	0	0	fuco
cosmic	0	0	0	0	0	0	0	0	0	0	cosmicus
cosmology	0	0	0	0	0	0	0	0	0	0	cosmology
cosmopolitan	0	0	0	0	0	0	1	0	0	1	cosmopolitan
cosmos	0	0	0	0	0	0	0	0	0	0	cosmos
cost	0	0	0	0	0	0	0	0	0	0	pretium
costly	0	0	0	0	0	0	0	0	0	0	pretiosum
costume	0	0	0	0	0	0	0	0	0	0	costume
cosy	0	0	0	0	0	0	1	0	0	0	fovere
cot	0	0	0	0	0	0	0	0	0	0	cot
cote	0	0	0	0	0	0	0	0	0	0	cote
cottage	0	0	0	0	0	0	0	0	0	0	tugurium
cotton	0	0	0	0	0	0	0	0	0	0	bombacio
couch	0	0	0	0	0	0	0	1	0	0	cubile
cougar	0	0	0	0	0	0	0	0	0	0	cougar
cough	0	0	1	0	0	1	0	0	0	0	tussis
council	0	1	0	0	0	0	1	0	0	1	concilium
counsel	0	0	0	0	0	0	1	0	0	1	consilium
counsellor	1	0	0	1	0	1	0	0	0	1	consiliarius
counselor	0	0	0	0	0	0	1	0	0	1	consiliarius
count	0	0	0	0	0	0	1	0	0	1	numerare
countdown	0	1	0	0	0	0	0	0	0	0	countdown
countenance	0	0	0	0	0	0	0	0	0	0	vultus
counter	0	0	0	0	0	0	0	0	0	0	contra
counteract	0	0	0	0	0	0	0	0	0	0	contra 
counterbalance	0	0	0	0	0	0	0	0	0	0	aequilibrant
counterclaim	0	0	0	0	0	0	0	0	0	0	reconventionis
counterpart	0	0	0	0	0	0	0	0	0	0	instar
countess	0	0	0	0	0	0	1	0	0	0	comitissa
countless	0	0	0	0	0	0	0	0	0	0	innumerabilis, innumerabile
country	0	0	0	0	0	0	0	0	0	0	patriam
countryman	0	0	0	0	0	0	0	0	0	1	rusticus
counts	0	0	0	0	0	0	0	0	0	0	comites
county	0	0	0	0	0	0	0	0	0	1	comitatus
coup	1	0	0	0	0	0	0	0	1	0	res
couple	0	0	0	0	0	0	0	0	0	0	copulabis
coupled	0	0	0	0	0	0	0	0	0	0	copulata
coupon	0	0	0	0	0	0	0	0	0	0	coupon
courage	0	0	0	0	0	0	1	0	0	0	animo
courageous	0	0	0	1	0	0	1	0	0	0	audax
courier	0	0	0	0	0	0	0	0	0	1	tabellarium
courses	0	0	0	0	0	0	0	0	0	0	courses
coursing	0	0	0	0	0	1	0	0	0	0	cursus
court	1	1	0	1	0	0	0	0	0	0	atrium
courteous	0	0	0	0	0	0	1	0	0	0	comis
courtesy	0	0	0	0	0	0	1	0	0	0	humanitas
courthouse	0	0	0	0	0	0	0	0	0	0	forum
courts	0	0	0	0	0	0	0	0	0	0	courts
courtship	0	1	0	0	1	0	1	0	0	1	sponsalia
courtyard	0	0	0	0	0	0	0	0	0	0	area
cove	0	1	1	1	1	0	1	0	0	0	cove
covenant	0	0	0	0	0	0	1	0	0	1	sacramentum
cover	0	0	0	0	0	0	0	0	0	1	cover
covered	0	0	0	0	0	0	0	0	0	0	operuit
covering	0	0	0	0	0	0	0	0	0	0	tegumentum
covert	0	0	0	0	0	0	0	0	0	0	latibulum
covet	0	0	0	0	0	1	0	0	0	0	concupisco
cow	0	0	0	0	0	0	0	0	0	0	bovis
coward	0	0	1	1	0	1	0	1	0	0	ignavus
cowardice	0	0	0	1	0	1	0	0	0	0	pusillanimitas
cowardly	0	0	0	1	0	1	0	0	0	0	inertia
cowboy	0	0	0	0	0	0	0	0	0	0	cowboy
cowhide	0	0	0	0	0	0	0	0	0	0	cowhide
cowl	0	0	0	0	0	0	0	0	0	0	cucullam
coworker	0	0	0	0	0	0	0	0	0	0	adiutor
coy	0	0	0	1	0	0	0	0	0	0	coy
coyote	0	0	0	1	0	0	0	0	0	0	coyote
crab	0	0	0	0	0	0	0	0	0	0	cancer
crabby	1	0	0	0	0	1	0	0	0	0	crabby
crack	0	0	0	0	0	1	0	0	0	0	resiliunt
cracked	1	0	0	1	0	1	0	0	0	0	findatur
cracker	0	0	0	0	0	0	0	0	0	0	cracker
cracking	0	0	0	0	0	1	0	0	0	0	crepuit
crackle	0	0	0	0	0	0	0	0	0	0	crepitare
cradle	0	1	0	0	1	0	1	0	0	1	cunabula
craft	0	0	0	0	0	0	1	0	0	0	artis
craftsman	0	0	0	0	0	0	1	0	0	0	artifex
crafty	0	0	0	0	0	0	0	0	0	0	callidus
craig	0	0	0	0	0	0	0	0	0	0	craig
crammed	0	0	0	0	0	0	0	0	0	0	referta
cramp	0	1	0	0	0	1	0	0	0	0	cramp
cramped	0	0	0	0	0	1	0	0	0	0	coartatus
crane	0	0	0	0	0	0	0	0	0	0	gruis
cranium	0	0	0	0	0	0	0	0	0	0	cranium
crank	0	0	0	0	0	1	0	0	0	0	crank
cranky	1	0	0	0	0	1	0	0	0	0	cranky
crap	0	0	1	0	0	1	0	0	0	0	crap
craps	0	1	0	0	0	0	0	0	0	0	craps
crash	0	0	0	1	0	1	0	1	1	0	fragore
crate	0	0	0	0	0	0	0	0	0	0	crate
crater	0	0	0	0	0	0	0	0	0	0	crater
crave	0	1	0	0	0	0	0	0	0	0	desideres
craving	0	1	0	0	0	0	0	0	0	0	cupiditas
crawfish	0	0	0	0	0	0	0	0	0	0	crawfish
crawl	0	0	1	0	0	1	0	0	0	0	serpere
crayons	0	0	0	0	0	0	0	0	0	0	crayons
craze	0	0	0	0	0	0	0	0	0	0	craze
crazed	1	0	0	1	0	1	0	0	0	0	egentem
crazy	1	0	0	1	0	1	0	1	0	0	insanis
creaking	0	0	0	0	0	1	0	0	0	0	crepuit
cream	0	1	0	0	1	0	1	0	1	0	crepito
creamer	0	0	0	0	0	0	0	0	0	0	creamer
creamy	0	0	0	0	0	0	0	0	0	0	alba
crease	0	0	0	0	0	0	0	0	0	0	augeat
create	0	0	0	0	1	0	1	0	0	0	creo
creation	0	0	0	0	0	0	0	0	0	0	creatio
creative	0	0	0	0	0	0	1	0	0	0	partum
creator	0	0	0	0	0	0	0	0	0	0	creator
creature	0	0	1	1	0	1	0	0	0	0	creatura
credence	0	0	0	0	0	0	1	0	0	1	fides
credential	0	0	0	0	0	0	1	0	0	1	credential
credentials	0	0	0	0	0	0	0	0	0	0	documentorum
credibility	0	0	0	0	0	0	1	0	0	1	fides
credible	0	0	0	0	0	0	1	0	0	1	credibilis
credit	0	0	0	0	0	0	1	0	0	1	credit
creditable	0	0	0	0	0	0	1	0	0	1	honestum
credited	0	0	0	0	0	0	1	0	0	0	reputatur
crediting	0	0	0	0	0	0	0	0	0	0	crediting
creditor	0	0	0	0	0	0	0	0	0	0	creditor
creed	0	0	0	0	0	0	0	0	0	0	symbolum
creek	0	0	0	0	0	0	0	0	0	0	sinum
creep	0	0	0	0	0	1	0	0	0	0	serpat
creeping	0	1	0	0	0	0	0	0	0	0	reptile
cremation	0	0	0	0	0	0	0	1	0	0	cremationem
creole	0	0	0	0	0	0	0	0	0	0	creole
crescendo	0	1	0	0	1	0	1	0	1	1	crescendo
crescent	0	0	0	0	0	0	0	0	0	0	lunatum
crevice	0	0	0	0	0	0	0	0	0	0	rima
crew	0	0	0	0	0	0	0	0	0	1	cantavit 
crib	0	0	0	0	0	0	0	0	0	0	praesepe
cricket	0	0	0	0	0	0	0	0	0	0	cricket
crime	1	0	0	0	0	1	0	0	0	0	scelus
criminal	1	0	1	1	0	1	0	0	0	0	scelestus
criminality	1	0	1	1	0	1	0	0	0	0	scelus
crimp	0	0	0	0	0	0	0	0	0	0	crimp
crimson	0	0	0	0	0	0	0	0	0	0	purpura
cringe	0	0	1	1	0	1	0	1	0	0	cringe
cripple	0	0	0	1	0	1	0	1	0	0	claudus
crippled	0	0	0	0	0	1	0	1	0	0	claudus
crisis	0	0	0	0	0	1	0	0	0	0	crisis
crisp	0	0	0	0	0	1	0	0	0	1	rigidas
criterion	0	0	0	0	0	0	0	0	0	0	iudicium
critic	0	0	0	0	0	1	0	0	0	0	criticus
criticism	1	0	0	0	0	1	0	1	0	0	reprehensio
criticize	1	0	1	1	0	1	0	1	0	0	reprehendere
critique	0	0	0	0	0	0	1	0	0	0	censura
critter	0	0	1	0	0	0	0	0	0	0	critter
croak	0	0	0	0	0	0	0	0	0	0	coaxo
crock	0	0	0	0	0	0	0	0	0	0	vas
crockery	0	0	0	0	0	0	0	0	0	0	parcae
crocodile	0	0	0	1	0	0	0	0	0	0	crocodilus
croft	0	0	0	0	0	0	0	0	0	0	croft
crook	0	0	0	0	0	1	0	0	0	0	crook
crop	0	0	0	0	0	0	0	0	0	0	seges
croquet	0	0	0	0	0	0	0	0	0	0	croquet
cross	1	0	0	1	0	1	0	1	0	0	transire
crossbow	0	0	0	0	0	0	0	0	0	0	balista
crossed	0	0	0	0	0	0	0	0	0	0	transgressus
crossing	0	0	0	0	0	0	0	0	0	0	transitum
crotch	0	0	0	0	0	0	0	0	0	0	interfeminium
crouch	0	0	0	1	0	0	0	0	0	0	oretur
crouched	0	0	0	0	0	0	0	0	0	0	incurvavit
crouching	0	0	0	1	0	1	0	0	0	0	curvus
croupier	0	0	0	0	0	0	0	0	0	0	croupier
crow	0	0	0	0	0	0	0	0	0	0	corvus
crowd	0	0	0	0	0	0	0	0	0	0	turba
crowded	0	0	0	0	0	0	0	0	0	0	conferti
crown	0	0	0	0	0	0	0	0	0	0	corona
crowning	0	1	0	0	1	0	1	0	1	1	cumulus
crucial	0	0	0	0	0	0	1	0	0	1	crucial
cruciate	0	0	0	0	0	1	0	0	0	0	cruciatum
crucifix	0	0	0	0	0	0	0	0	0	0	crucifixus
crucifixion	1	0	1	1	0	1	0	1	0	0	crucifixio
crude	0	0	1	0	0	1	0	0	0	0	rudis
cruel	1	0	1	1	0	1	0	1	0	0	crudelis
cruelly	1	0	0	1	0	1	0	0	0	0	crudeliter
cruelty	1	0	1	1	0	1	0	1	0	0	crudelitas
cruise	0	0	0	0	0	0	0	0	0	0	quadridui nave
cruiser	0	0	0	0	0	0	0	0	0	0	cruiser
crumb	0	0	0	0	0	0	0	0	0	0	offa
crumbling	0	0	0	0	0	1	0	1	0	0	putri
crunch	1	0	0	0	0	1	0	0	0	0	FRANGO
crusade	1	0	0	1	0	1	0	0	0	0	Peregrinus
crush	0	0	0	0	0	0	0	0	0	0	contundito
crushed	1	0	1	1	0	1	0	1	0	0	oppressi
crushing	1	0	1	1	0	1	0	0	0	0	opprimendi
crust	0	0	0	0	0	0	0	0	0	0	crusta
crusty	0	0	1	0	0	1	0	0	0	0	tetricis dicerer
crutch	0	0	0	0	0	0	0	0	0	0	fusum
crux	0	0	0	0	0	0	0	0	0	0	crux
cry	0	0	0	0	0	1	0	1	0	0	clamare
crying	0	0	0	0	0	1	0	1	0	0	clamantis
crypt	0	0	0	1	0	1	0	1	0	0	crypta
cryptic	0	0	0	0	0	0	0	0	0	0	crypticus
cryptography	0	0	0	0	0	0	0	0	0	0	cryptography
crystal	0	0	0	0	0	0	1	0	0	0	crystallo
crystalline	0	0	0	0	0	0	0	0	0	0	crystallinum
crystallization	0	0	0	0	0	0	0	0	0	0	crystallization
cub	0	0	0	0	0	0	0	0	0	0	cub
cube	0	0	0	0	0	0	0	0	0	1	cubus
cubicle	0	0	0	0	0	0	0	0	0	0	cubicus
cuckold	0	0	1	0	0	1	0	0	0	0	incestum
cuckoo	0	0	0	0	0	1	0	0	0	0	cuculus
cuddle	0	0	0	0	1	0	1	0	0	1	Cuddle
cue	0	1	0	0	0	0	0	0	0	0	cue
cuff	0	0	0	0	0	0	0	0	0	0	colaphos
cuisine	0	0	0	0	0	0	0	0	0	0	culinae
culinary	0	0	0	0	0	0	1	0	0	1	culinaria poneret
cull	0	0	0	0	0	1	0	0	0	0	cull
culminate	0	0	0	0	0	0	0	0	0	0	desinit
culmination	0	0	0	0	0	0	1	0	0	0	fastigium
culpability	0	0	0	0	0	1	0	0	0	0	culpa
culpable	0	0	0	0	0	1	0	0	0	0	culpabilis
culprit	0	0	0	0	0	1	0	0	0	0	reus
cult	0	0	0	1	0	1	0	0	0	0	cultus
cultivate	0	1	0	0	0	0	1	0	0	1	colere
cultivated	0	0	0	0	0	0	1	0	0	0	coluerunt
cultivation	0	0	0	0	0	0	1	0	0	0	cultura
culture	0	0	0	0	0	0	1	0	0	0	cultura
culvert	0	0	0	0	0	0	0	0	0	0	culvert
cumbersome	0	0	0	0	0	1	0	1	0	0	gravia
cumulus	0	0	0	0	0	0	0	0	0	0	cumulus
cunning	0	0	0	0	0	1	1	0	0	0	callidus
cup	0	0	0	0	0	0	0	0	0	0	poculum
cupboard	0	0	0	0	0	0	0	0	0	0	armarium
cupping	0	0	1	1	0	1	0	1	0	0	cucurbitula
cur	1	0	1	1	0	1	0	0	0	0	cur
curable	0	0	0	0	0	0	1	0	0	1	sanabilis
curate	0	0	0	0	0	0	0	0	0	0	curatus
curative	0	0	0	0	0	0	0	0	0	0	curativum
curator	0	0	0	0	0	0	0	0	0	0	curator
curb	0	0	0	0	0	0	0	0	0	0	freno
curd	0	0	0	0	0	0	0	0	0	0	butyrum
curfew	0	0	0	0	0	0	0	0	0	0	curfew
curiosity	0	1	0	0	0	0	1	0	1	0	curiositas
curl	0	0	0	0	0	0	1	0	0	0	Crispum
curling	0	0	0	0	0	0	0	0	0	0	calamistri
currency	0	0	0	0	0	0	0	0	0	0	monetæ
current	0	0	0	0	0	0	0	0	0	0	current
curriculum	0	0	0	0	0	0	0	0	0	0	curriculum
curry	0	0	0	0	0	0	0	0	0	0	aucupari
curse	1	0	1	1	0	1	0	1	0	0	maledictio
cursed	1	0	0	1	0	1	0	1	0	0	maledictus
cursing	1	0	1	0	0	1	0	0	0	0	maledictio
cursory	0	0	0	0	0	1	0	0	0	0	cursorium
curt	0	0	0	0	0	0	0	0	0	0	curt
curtail	0	0	0	0	0	0	0	0	0	0	minuere
curtailment	0	0	0	0	0	0	0	0	0	0	coercitio
curtain	0	0	0	0	0	0	0	0	0	0	velum
curvature	0	0	0	0	0	0	0	0	0	0	curvatura
curve	0	0	0	0	0	0	0	0	0	0	curva
curved	0	0	0	0	0	0	0	0	0	0	curvum
curvilinear	0	0	0	0	0	0	0	0	0	0	curvilineus
cushion	0	0	0	0	0	0	1	0	0	0	pulvinar
cusp	0	0	0	0	0	0	0	0	0	0	cuspis
cussed	1	0	0	0	0	0	0	0	0	0	disputavi
custodian	0	0	0	0	0	0	0	0	0	1	custos
custody	0	0	0	0	0	0	0	0	0	1	custodia
custom	0	0	0	0	0	0	0	0	0	0	consuetudo
customary	0	0	0	0	0	0	0	0	0	0	solet
customer	0	0	0	0	0	0	1	0	0	0	Lorem
cut	0	0	0	0	0	0	0	0	0	0	secare
cutaneous	0	0	0	0	0	0	0	0	0	0	cutaneus
cute	0	0	0	0	0	0	1	0	0	0	bellus
cuticle	0	0	0	0	0	0	0	0	0	0	cuticula
cutlery	0	0	0	0	0	0	0	0	0	0	ferramenta
cutter	0	0	0	1	0	1	0	0	0	0	dromonem
cutters	0	0	0	0	0	0	1	0	0	0	caedentes
cutthroat	1	0	0	1	0	1	0	0	0	0	remittere percussori
cutting	1	0	1	1	0	1	0	1	0	0	sectione
cuttings	0	0	0	0	0	0	0	0	0	0	incisuras
cwt	0	0	0	0	0	0	0	0	0	0	cwt
cyanide	0	0	0	1	0	1	0	0	0	0	cyanide
cycle	0	0	0	0	0	0	0	0	0	0	exolvuntur
cyclical	0	0	0	0	0	0	0	0	0	0	cyclical
cyclist	0	0	0	0	0	0	0	0	0	0	Eques
cyclone	0	0	0	1	0	1	0	0	1	0	cyclone
cylinder	0	0	0	0	0	0	0	0	0	0	columpna
cylindrical	0	0	0	0	0	0	0	0	0	0	cylindrici
cymbal	0	0	0	0	0	0	0	0	0	0	cymbalum
cynic	0	0	0	0	0	0	0	0	0	0	cynicus
cyst	0	0	0	1	0	1	0	1	0	0	CYSTA
cystic	0	0	1	0	0	0	0	0	0	0	cystic
cytomegalovirus	0	0	0	0	0	1	0	1	0	0	cytomegalovirus
cytoplasm	0	0	0	0	0	0	0	0	0	0	cytoplasm
czar	0	0	0	0	0	0	0	0	0	0	czar
dab	0	0	0	0	0	0	0	0	0	0	dab
dabble	0	0	0	0	0	0	0	0	0	0	dabble
dabbling	1	0	1	0	0	1	0	0	0	0	attingere
dad	0	0	0	0	0	0	0	0	0	0	dad
dado	0	0	0	0	0	0	0	0	0	0	dado
daemon	1	0	1	1	0	1	0	1	1	0	daemonium
daft	0	0	1	0	0	1	0	0	0	0	daft
dagger	0	0	0	1	0	1	0	0	0	0	pugio
daily	0	1	0	0	0	0	0	0	0	0	cotidie
dainty	0	0	0	0	0	0	0	0	0	0	cuppediae
dairy	0	0	0	0	0	0	0	0	0	0	lacticiniis
dak	0	0	0	0	0	0	0	0	0	0	dak
dale	0	0	0	0	0	0	0	0	0	0	vallis
dam	0	0	0	0	0	0	0	0	0	0	dam
damage	1	0	1	0	0	1	0	1	0	0	damnum
damages	0	0	0	0	0	1	0	1	0	0	damna
dame	1	0	1	0	0	0	1	0	0	1	domina
damn	1	0	1	0	0	1	0	0	0	0	damnare
damnation	1	0	0	1	0	1	0	1	0	0	damnatio
damned	0	0	0	0	0	1	0	0	0	0	damnatus
damp	0	0	0	0	0	0	0	0	0	0	humidum
dampened	0	0	0	0	0	0	0	0	0	0	madefacit
damper	0	0	0	0	0	1	0	0	0	0	damper
damsel	0	0	0	0	0	0	0	0	0	0	puella
dance	0	0	0	0	1	0	1	0	0	1	saltare
dancer	0	0	0	0	0	0	0	0	0	0	saltator
dandruff	0	0	0	0	0	1	0	0	0	0	porriginem
dandy	0	0	1	0	0	1	0	0	0	0	dandy
danger	0	0	0	1	0	1	0	1	0	0	periculum
dangerous	0	0	0	1	0	1	0	0	0	0	periculosum
dangle	0	0	0	0	0	0	0	0	0	0	dangle
dank	0	0	1	0	0	0	0	0	0	0	umor
dapper	0	0	0	0	0	0	0	0	0	0	dapper
dare	0	1	0	0	0	0	0	0	0	1	dare
daring	0	0	0	0	0	0	1	0	0	0	audacia
dark	0	0	0	0	0	0	0	1	0	0	tenebris
darken	0	0	0	1	0	1	0	1	0	0	obscurare
darkened	0	0	0	1	0	1	0	1	0	0	obscuratus
darkly	0	0	0	0	0	0	0	0	0	0	in aenigmate
darkness	1	0	0	1	0	1	0	1	0	0	tenebris
darling	0	0	0	0	1	0	1	0	0	1	deliciae
darn	0	0	0	0	0	0	0	0	0	0	darn
dart	0	0	0	1	0	0	0	0	0	0	jaculum
dash	0	0	0	0	0	0	0	0	0	0	offendas
dashboard	0	0	0	0	0	0	0	0	0	0	ashboardday 
dashed	1	0	0	1	0	1	0	1	0	0	allisa
dashing	0	0	0	0	0	0	1	0	0	0	allisione
dastardly	1	0	1	1	0	1	0	0	0	0	ignave
data	0	0	0	0	0	0	0	0	0	0	data
database	0	0	0	0	0	0	0	0	0	0	database
date	0	0	0	0	0	0	0	0	0	0	date
daughter	0	0	0	0	1	0	1	0	0	0	filia
dawn	0	1	0	0	1	0	1	0	1	1	aurora
day	0	0	0	0	0	0	0	0	0	0	dies
daybreak	0	0	0	0	0	0	0	0	0	0	aurora
daydreaming	0	0	0	0	0	0	0	0	0	0	daydreaming
daze	0	0	0	0	0	0	0	0	0	0	obstupescere
dazed	0	0	0	0	0	1	0	0	0	0	attonitus
dazzling	0	0	0	0	0	0	0	0	0	0	refulgens
deacon	0	0	0	0	0	0	0	0	0	1	diaconus
deactivate	0	0	0	0	0	1	0	0	0	0	deactivate 
deadlock	0	0	0	0	0	1	0	0	0	0	deadlock
deadly	1	0	1	1	0	1	0	1	0	0	mortiferum
deafening	0	0	0	0	0	0	0	0	0	0	obstrepere
deafness	0	0	0	0	0	0	0	0	0	0	surditas
deal	0	1	0	0	1	0	1	0	1	1	paciscor
dealer	0	0	0	0	0	0	0	0	0	0	MERCATOR
dealing	0	0	0	0	0	0	0	0	0	0	agi
dealings	0	0	0	0	0	0	0	0	0	1	negotia
dean	0	0	0	0	0	0	0	0	0	0	decanus
dear	0	0	0	0	0	0	1	0	0	0	cara
dearth	0	0	0	0	0	0	0	0	0	0	fame
death	1	1	1	1	0	1	0	1	1	0	mortem
debacle	0	0	0	1	0	1	0	1	0	0	debacle
debatable	0	0	0	0	0	0	0	0	0	0	lis
debate	0	0	0	0	0	0	1	0	0	0	disceptatio
debauchery	0	0	1	1	0	1	0	0	0	0	stuprum
debenture	0	1	0	0	0	0	0	0	0	0	debenture
debit	0	0	0	0	0	0	0	0	0	0	debit
debris	0	0	1	0	0	1	0	0	0	0	obruta
debt	0	0	0	0	0	1	0	1	0	0	debitum
debtor	0	0	0	0	0	1	0	0	0	0	debitor
debut	0	0	0	0	0	0	0	0	0	0	debut
decade	0	0	0	0	0	0	0	0	0	0	decennium
decanter	0	0	0	0	0	0	0	0	0	0	decanter
decay	0	0	0	1	0	1	0	1	0	0	interitus
decayed	0	0	1	0	0	1	0	1	0	0	debilis
deceased	0	0	0	0	0	1	0	1	0	0	defuncti
deceit	1	0	1	1	0	1	0	1	1	0	fallacia
deceitful	0	0	1	0	0	1	0	1	0	0	dolosus
deceive	1	0	1	0	0	1	0	1	0	0	fallere
deceived	1	0	0	0	0	1	0	0	0	0	decipi
deceiving	0	0	0	0	0	1	0	0	0	1	deceptio
decency	0	0	0	0	0	0	1	0	0	0	decentia
decent	0	0	0	0	0	0	1	0	0	0	decens
deception	0	0	0	0	0	1	0	0	0	0	deceptio
deceptive	0	0	0	0	0	1	0	0	0	0	fallax
decidedly	0	0	0	0	0	0	0	0	0	0	facile
deciduous	0	0	0	0	0	0	0	0	0	0	decidua
decimal	0	0	0	0	0	0	0	0	0	0	decimales
decipher	0	0	0	0	0	0	0	0	0	0	possint
decision	0	0	0	0	0	0	0	0	0	0	decision
decisive	0	0	0	0	0	0	0	0	0	0	decretorium
deck	0	0	0	0	0	0	0	0	0	0	ornare
declaration	0	0	0	0	0	0	0	0	0	0	declaratio
declaratory	0	0	0	0	0	0	1	0	0	0	declaratorium
declare	0	0	0	0	0	0	0	0	0	0	declaro
declination	0	0	0	0	0	1	0	0	0	0	declinatio
decline	0	0	0	0	0	1	0	0	0	0	declinare
declining	0	0	0	0	0	1	0	0	0	0	declivis
decompose	0	0	1	0	0	0	0	0	0	0	putrescere
decomposed	0	0	0	0	0	0	0	1	0	0	resolutum
decomposition	0	0	1	1	0	1	0	1	0	0	compositione
decorate	0	0	0	0	0	0	0	0	0	0	decorare
decoration	0	0	0	0	0	0	0	0	0	0	ornamentum
decorum	0	0	0	0	0	0	0	0	0	0	decoris
decoy	0	0	0	0	0	0	0	0	1	0	elicerent 
decrease	0	0	0	0	0	1	0	0	0	0	diminutio
decreased	0	0	0	0	0	0	0	0	0	0	decrevit
decreasing	0	0	0	0	0	0	0	0	0	0	decrescens
decree	0	0	0	0	0	0	0	0	0	0	decretum
decrement	0	0	0	0	0	1	0	0	0	0	decrementum
decrepit	0	0	0	0	0	1	0	0	0	0	decrepitus
decry	1	0	0	0	0	1	0	0	0	0	declamitare
dedication	0	0	0	0	0	0	1	0	0	0	dedication
deduce	0	0	0	0	0	0	0	0	0	0	deduce
deduct	0	0	0	0	0	1	0	0	0	0	deduct
deduction	0	0	0	0	0	0	0	0	0	0	deductio
deed	0	0	0	0	0	0	0	0	0	1	factum
deepen	0	0	0	0	0	0	0	0	0	0	profundius
deer	0	0	0	0	0	0	0	0	0	0	cervus
defamation	0	0	1	1	0	1	0	0	0	0	obtrectatio
defamatory	1	0	0	0	0	1	0	0	0	0	ad infamiam
default	0	0	1	1	0	1	0	1	0	0	defaltam
defeat	0	0	0	0	0	1	0	0	0	0	cladem
defeated	0	0	0	0	0	1	0	1	0	0	victus
defect	1	0	0	0	0	1	0	0	0	0	defectus
defection	0	0	0	1	0	1	0	0	0	0	defectio
defective	0	0	1	0	0	1	0	0	0	0	defectivum
defend	0	0	0	1	0	0	1	0	0	0	defendere
defendant	1	0	0	1	0	0	0	1	0	0	reus
defended	0	0	0	0	0	0	1	0	0	1	defendi
defender	0	0	0	0	0	0	1	0	0	1	defensor
defending	0	0	0	0	0	0	1	0	0	0	defendens
defense	1	1	0	1	0	0	1	0	0	0	defensio
defenseless	0	0	0	1	0	1	0	1	0	0	inermis
defensible	0	0	0	0	0	0	0	0	0	0	defensibilis
defensive	0	0	0	0	0	0	0	0	0	0	defensus
defer	0	0	0	0	0	0	0	0	0	0	differ
deference	0	0	0	0	0	0	1	0	0	1	reverentia
deferral	0	0	0	0	0	1	0	0	0	0	dilatione
deferring	0	0	0	0	0	0	0	0	0	0	differens
defiance	1	0	1	1	0	1	0	0	0	0	contumacia
defiant	1	0	0	0	0	1	0	0	0	0	contumaciter
deficiency	0	0	0	0	0	1	0	0	0	0	defectus
deficit	0	0	0	0	0	1	0	0	0	0	defectus
define	0	0	0	0	0	0	0	0	0	0	definire
defined	0	0	0	0	0	0	0	0	0	0	defined
definition	0	0	0	0	0	0	0	0	0	0	definition
definitive	0	0	0	0	0	0	1	0	0	1	definitive
deflate	1	0	0	0	0	1	0	1	0	0	deflate
deflation	0	0	0	1	0	1	0	0	0	0	deflation
deflect	0	0	0	0	0	0	0	0	0	0	deflectere
deflection	0	0	0	0	0	0	0	0	0	0	claudicatio
defloration	0	0	0	0	0	0	0	0	0	0	defloratio
deform	0	0	1	0	0	1	0	0	0	0	deform
deformed	0	0	1	0	0	1	0	1	0	0	deformis
deformity	0	0	1	1	0	1	0	1	0	0	deformitas
defraud	1	0	1	0	0	1	0	0	0	0	defraudant
defray	0	0	0	0	0	0	0	0	0	0	defray
deft	0	0	0	0	0	0	0	0	0	0	deft
defunct	0	0	0	0	0	1	0	1	0	0	defuncti
defy	1	0	0	1	0	1	0	1	1	0	defy
degeneracy	1	0	1	0	0	1	0	1	0	0	degeneratum
degenerate	0	0	0	0	0	1	0	0	0	0	degener
degeneration	0	0	0	0	0	0	0	0	0	0	degeneratum
degradation	0	0	0	0	0	1	0	0	0	0	degradatio
degrade	0	0	1	0	0	1	0	0	0	0	degradare
degrading	0	0	1	1	0	1	0	1	0	0	sordidum
degree	0	0	0	0	0	0	1	0	0	0	gradus
dehydrated	0	0	0	0	0	0	0	0	0	0	dehydrated
delay	1	0	1	1	0	1	0	1	0	0	mora
delayed	0	0	0	0	0	1	0	0	0	0	moratus
delectable	0	0	0	0	0	0	1	0	0	0	delectabilis
delegate	0	0	0	0	0	0	1	0	0	1	delegatus
delegation	0	0	0	0	0	0	0	0	0	0	legatio
deleterious	1	0	1	1	0	1	0	0	0	0	multipliciter
deletion	0	0	0	0	0	1	0	0	0	0	deletionem
deliberate	0	0	0	0	0	0	1	0	0	0	consulto
deliberation	0	0	0	0	0	0	0	0	0	0	deliberatione
deliberative	0	0	0	0	0	0	0	0	0	0	deliberative
delicacy	0	0	0	0	0	0	0	0	0	0	cuppedia
delicious	0	0	0	0	1	0	1	0	0	0	delectamentum
delight	0	1	0	0	1	0	1	0	0	0	delectatio
delighted	0	1	0	0	1	0	1	0	1	0	delectatus
delightful	0	1	0	0	1	0	1	0	0	1	jucundus
delineate	0	0	0	0	0	0	0	0	0	0	delineate
delineation	0	0	0	0	0	0	0	0	0	0	delineatio
delinquency	0	0	0	0	0	1	0	0	0	0	delictum
delinquent	1	0	1	0	0	1	0	0	0	0	delinquens
delirious	0	0	0	0	0	1	0	1	0	0	delirare
