English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Greek Word
concoction	0	0	0	0	0	0	0	0	0	0	αφέψημα
concomitant	0	0	0	0	0	0	0	0	0	0	συνακόλουθος
concord	0	0	0	0	0	0	1	0	0	1	ομόνοια
concordance	0	0	0	0	0	0	1	0	0	1	συμφωνία
concours	0	0	0	0	0	0	0	0	0	0	συμμετοχές
concourse	0	0	0	0	0	0	0	0	0	0	συνάθροιση
concrete	0	0	0	0	0	0	0	0	0	0	σκυρόδεμα
concurrence	0	0	0	0	0	0	0	0	0	0	σύμπτωση
concurrent	0	0	0	0	0	0	0	0	0	0	ταυτόχρονος
concurring	0	0	0	0	0	0	0	0	0	0	συμφωνώντας
concussion	1	0	0	0	0	1	0	1	0	0	διάσειση
condemn	1	0	0	0	0	1	0	0	0	0	καταδικάζω
condemnation	1	1	1	1	0	1	0	1	0	0	καταδίκη
condensation	0	0	0	0	0	0	0	0	0	0	συμπύκνωση
condensed	0	0	0	0	0	0	0	0	0	0	συμπυκνωμένο
condescending	0	0	0	0	0	1	0	0	0	0	καταδεκτικός
condescension	1	0	1	0	0	1	0	1	0	0	συγκατάβαση
condiment	0	0	0	0	0	0	0	0	0	0	καρύκευμα
condition	0	0	0	0	0	0	0	0	0	0	κατάσταση
conditional	0	0	0	0	0	0	0	0	0	0	υποθετικός
conditionally	0	0	0	0	0	0	0	0	0	0	υπό όρους
conditioned	0	0	0	0	0	0	0	0	0	0	υπό όρους
conditions	0	0	0	0	0	0	0	0	0	0	συνθήκες
condolence	0	0	0	0	0	0	1	1	0	0	συλλυπητήρια
condone	0	0	0	0	0	0	1	0	0	0	συγχωρώ
conducive	0	0	0	0	0	0	1	0	0	0	συμβάλλων
conduct	0	0	0	0	0	0	0	0	0	0	συμπεριφορά
conduction	0	0	0	0	0	0	0	0	0	0	μεταβίβαση
conductivity	0	0	0	0	0	0	1	0	0	0	αγώγιμο
conductor	0	0	0	0	0	0	0	0	0	0	αγωγός
conduit	0	0	0	0	0	0	0	0	0	0	αγωγός
cone	0	0	0	0	0	0	0	0	0	0	κώνος
confederate	0	0	0	0	0	0	1	0	0	1	συνασπίζομαι
confederation	0	0	0	0	0	0	0	0	0	0	συνομοσπονδία
confer	0	0	0	0	0	0	0	0	0	0	συνδιασκέπτομαι
conference	0	0	0	0	0	0	0	0	0	0	διάσκεψη
confess	0	0	0	0	0	1	1	0	0	1	ομολογώ
confession	0	1	0	1	0	1	0	1	1	0	ομολογία
confessional	0	0	0	1	0	0	0	0	0	1	εξομολογητήριο
confessions	0	0	0	0	0	0	0	0	0	0	εξομολογήσεις
confide	0	0	0	0	0	0	0	0	0	1	εμπιστεύομαι
confidence	0	0	0	1	1	0	1	0	0	1	αυτοπεποίθηση
confident	0	0	0	0	1	0	1	0	0	1	βέβαιος
confidential	0	0	0	0	0	0	0	0	0	1	εμπιστευτικός
confidentially	0	0	0	0	0	0	0	0	0	1	εμπιστευτικώς
configuration	0	0	0	0	0	0	0	0	0	0	διαμόρφωση
confine	1	0	0	1	0	1	0	1	0	0	περιορίζω
confined	1	0	1	1	0	1	0	1	0	0	περιορισμένος
confinement	1	0	0	1	0	1	0	1	0	0	περιορισμός
confines	0	0	0	0	0	0	0	0	0	0	όρια
confirm	0	0	0	0	0	0	0	0	0	0	επιβεβαιώνω
confirmation	0	0	0	0	0	0	0	0	0	1	επιβεβαίωση
confirmatory	0	0	0	0	0	0	0	0	0	0	επιβεβαιωτικός
confirmed	0	0	0	0	0	0	1	0	0	1	επιβεβαιωμένος
confiscate	1	0	0	0	0	1	0	1	0	0	κατάσχω
confiscation	0	0	0	0	0	1	0	0	0	0	κατάσχεση
conflagration	1	0	0	1	0	1	0	0	0	0	πυρκαγιά
conflict	1	0	0	1	0	1	0	1	0	0	σύγκρουση
conflicting	0	0	0	0	0	1	0	0	0	0	αντιφατικός
confluence	0	0	0	0	0	0	0	0	0	0	συμβολή
conformance	0	0	0	0	0	0	1	0	0	0	συμμόρφωση
conformation	0	0	0	0	0	0	0	0	0	0	διαμόρφωση
conformity	0	0	0	0	0	0	0	0	0	1	συμμόρφωση
confound	0	0	0	0	0	1	0	0	0	0	κατατροπώνω
confounded	0	0	0	0	0	1	0	0	0	0	καταραμένος
confront	1	0	0	0	0	0	0	0	0	0	αντιμετωπίζω
confuse	0	0	0	0	0	1	0	0	0	0	συγχέω
confusion	1	0	0	1	0	1	0	0	0	0	σύγχυση
congenial	0	0	0	0	0	0	1	0	0	0	συμπαθής
congenital	0	0	0	0	0	0	0	0	0	0	εκ γενετής
congestion	0	0	0	0	0	1	0	0	0	0	συμφόρηση
conglomerate	0	0	0	0	0	0	0	0	0	1	συσφαιρώνω
conglomeration	0	0	0	0	0	0	0	0	0	0	συσσώρευση
congratulatory	0	0	0	0	1	0	1	0	0	0	συγχαρητήριος
congregate	0	0	0	0	0	0	0	0	0	0	συναθροίζω
congregation	0	0	0	0	0	0	1	0	0	1	εκκλησίασμα
congress	0	0	1	0	0	0	0	0	0	1	συνέδριο
congressional	0	0	0	0	0	0	0	0	0	0	βουλευτικός
congressman	0	0	0	0	0	0	0	0	0	1	βουλευτής
congruence	0	0	0	0	0	0	1	0	0	1	μαθηματική αναλογία
conic	0	0	0	0	0	0	0	0	0	0	κωνικός
conical	0	0	0	0	0	0	0	0	0	0	κωνικός
conjecture	0	1	0	0	0	0	0	0	0	0	εικασία
conjugal	0	0	0	0	0	0	0	0	0	0	συζυγικός
conjugate	0	0	0	0	0	0	0	0	0	0	κλίνω
conjugation	0	0	0	0	0	0	0	0	0	0	σύζευξη
conjunction	0	0	0	0	0	0	0	0	0	0	σύνδεση
conjunctive	0	0	0	0	0	0	0	0	0	0	συνδετικός
conjure	0	1	0	0	0	0	0	0	1	0	εξορκίζω
conjuring	0	0	0	0	0	1	0	0	0	0	παραπλανώντας
connect	0	0	0	0	0	0	0	0	0	0	συνδέω-συωδεομαι
connected	0	0	0	0	0	0	0	0	0	0	συνδεδεμένος
connection	0	0	0	0	0	0	0	0	0	0	σύνδεση
connective	0	0	0	0	0	0	0	0	0	1	συνδετικός
connoisseur	0	0	0	0	1	0	1	0	0	1	γνώστης
conquer	0	0	0	0	0	0	0	0	0	0	κατακτώ
conqueror	0	0	0	0	0	0	0	0	0	0	κατακτητής
conquest	1	0	0	1	0	1	0	0	0	0	κατάκτηση
conscience	0	0	0	0	0	0	1	0	0	1	συνείδηση
conscientious	0	0	0	0	0	0	1	0	0	1	ευσυνείδητος
consciousness	0	0	0	0	0	0	1	0	0	0	συνείδηση
conscription	0	0	0	0	0	0	0	0	0	0	στρατολογία
consecration	0	1	0	0	1	0	1	1	0	1	καθαγίαση
consecutive	0	0	0	0	0	0	0	0	0	0	συνεχής
consent	0	0	0	0	0	0	0	0	0	0	συγκατάθεση
consenting	0	0	0	0	0	0	0	0	0	0	συναινώντας
consequence	0	0	0	0	0	0	0	0	0	0	συνέπεια
consequent	0	1	0	0	0	0	0	0	0	0	συνεπής
conservation	0	1	0	0	0	0	1	0	0	1	διατήρηση
conservatism	0	0	0	0	0	0	0	0	0	0	συντηρητισμός
conservative	0	0	0	0	0	0	0	0	0	0	συντηρητικός
conservatory	0	0	0	0	0	0	0	0	0	0	ωδείο
conserve	0	0	0	0	0	0	1	0	0	0	συντηρώ
considerable	0	0	0	0	0	0	1	0	0	0	σημαντικός
considerate	0	0	0	0	0	0	1	0	0	1	διακριτικός
consignee	0	0	0	0	0	0	0	0	0	0	παραλήπτης
consignment	0	0	0	0	0	0	0	0	0	0	αποστολή
consistency	0	0	0	0	0	0	1	0	0	1	συνοχή
consistent	0	0	0	0	0	0	0	0	0	0	σταθερός
consolation	0	0	0	0	0	0	0	0	0	0	παρηγοριά
console	0	0	0	0	0	0	1	1	0	0	κονσόλα
consolidate	0	0	0	0	0	0	0	0	0	0	παγιώνω
consolidation	0	0	0	0	0	0	0	0	0	0	ενοποίηση
consonant	0	0	0	0	0	0	1	0	0	0	σύμφωνο
consort	0	0	0	0	0	0	0	0	0	1	σύζυγος
conspicuous	0	0	0	0	0	0	0	0	0	0	εμφανής
conspiracy	0	0	0	1	0	0	0	0	0	0	συνωμοσία
conspirator	1	1	1	1	0	1	0	0	0	0	συνωμότης
conspire	0	0	0	1	0	1	0	0	0	0	συνωμοτώ
constable	0	0	0	0	0	0	0	0	0	1	αστυφύλακας
constancy	0	0	0	0	0	0	1	0	0	1	σταθερότητα
constant	0	0	0	0	0	0	1	0	0	1	συνεχής
constantly	0	0	0	0	0	0	0	0	0	1	συνεχώς
constellation	0	0	0	0	0	0	0	0	0	0	σχηματισμού
consternation	1	0	0	1	0	1	0	0	0	0	κατάπληξη
constipation	0	0	1	0	0	1	0	0	0	0	δυσκοιλιότητα
constituent	0	0	0	0	0	0	0	0	0	0	ψηφοφόρος
constituents	0	0	0	0	0	0	0	0	0	0	συστατικά στοιχεία
constitute	0	0	0	0	0	0	0	0	0	1	απαρτίζω
constitution	0	0	0	0	0	0	0	0	0	0	σύνταγμα
constitutional	0	0	0	0	0	0	1	0	0	1	συνταγματικός
constitutionality	0	0	0	0	0	0	0	0	0	0	συνταγματικότητα
constrain	0	0	0	1	0	1	0	0	0	0	περιορίζω
constrained	0	0	0	0	0	1	0	0	0	0	περιορισμένες
constraint	1	0	0	1	0	1	0	1	0	0	περιορισμός
construct	0	0	0	0	0	0	1	0	0	0	κατασκευάσουμε
construction	0	0	0	0	0	0	0	0	0	0	κατασκευή
construe	0	0	0	0	0	0	0	0	0	0	ερμηνεύω
consul	0	0	0	0	0	0	0	0	0	1	πρόξενος
consult	0	0	0	0	0	0	0	0	0	1	συμβουλεύομαι
consultation	0	0	0	0	0	0	0	0	0	0	διαβούλευση
consume	0	0	0	0	0	0	0	0	0	0	καταναλώνω
consuming	0	0	0	0	0	0	0	0	0	0	καταναλώνοντας
consummate	0	0	0	0	0	0	1	0	0	0	τέλειος
consummation	0	0	0	0	0	0	0	0	0	0	ολοκλήρωση
consumption	0	0	0	0	0	0	0	0	0	0	κατανάλωση
contact	0	0	0	0	0	0	1	0	0	0	Επικοινωνία
contagion	0	1	1	1	0	1	0	0	0	0	μετάδοση
contagious	0	0	1	1	0	1	0	0	0	0	μεταδοτικός
containment	0	0	0	0	0	0	0	0	0	0	περιορισμός
contaminate	0	0	1	0	0	1	0	0	0	0	μολύνω
contaminated	0	0	1	1	0	1	0	1	0	0	μολυσμένο
contamination	0	0	1	0	0	1	0	0	0	0	μόλυνση
contemplate	0	0	0	0	0	0	0	0	0	0	ατενίζω
contemplation	0	0	0	0	0	0	1	0	0	0	ενατένιση
contemplative	0	0	0	0	0	0	0	0	0	0	στοχαστικός
contemporaneous	0	0	0	0	0	0	0	0	0	0	σύγχρονος
contemporary	0	0	0	0	0	0	0	0	0	0	σύγχρονος
contempt	1	0	1	1	0	1	0	0	0	0	περιφρόνηση
contemptible	1	0	1	0	0	1	0	0	0	0	ποταπός
contemptuous	1	0	0	0	0	1	0	0	0	0	περιφρονητικός
contending	0	0	0	0	0	0	0	0	0	0	διεκδικώντας
content	0	0	0	0	1	0	1	0	0	1	περιεχόμενο
contention	0	0	0	0	0	0	0	0	0	0	ισχυρισμός
contentious	1	0	1	1	0	1	0	0	0	0	φιλόνικος
contents	0	0	0	0	0	0	0	0	0	0	περιεχόμενα
context	0	0	0	0	0	0	0	0	0	0	συμφραζόμενα
contiguous	0	0	0	0	0	0	0	0	0	0	συναφής
continence	0	0	0	0	0	0	0	0	0	0	εγκράτεια
continent	0	0	0	0	0	0	0	0	0	0	Ήπειρος
continental	0	0	0	0	0	0	0	0	0	0	ευρωπαϊκός
contingency	0	0	0	0	0	0	0	0	0	0	ενδεχόμενο
contingent	0	1	0	0	0	0	0	0	0	0	ενδεχόμενος
continual	0	0	0	0	0	0	0	0	0	0	συνεχής
continually	0	0	0	0	0	0	0	0	0	0	συνεχώς
continuance	0	0	0	0	0	0	0	0	0	0	συνέχιση
continuation	0	1	0	0	0	0	0	0	0	0	συνέχιση
continue	0	1	0	0	0	0	1	0	0	1	να συνεχίσει
continued	0	0	0	0	0	0	0	0	0	0	συνεχίζεται
continuing	0	0	0	0	0	0	0	0	0	0	συνεχίζοντας
continuity	0	0	0	0	0	0	0	0	0	0	συνέχεια
continuous	0	0	0	0	0	0	0	0	0	0	συνεχής
continuously	0	0	0	0	0	0	0	0	0	0	συνεχώς
contour	0	0	0	0	0	0	1	0	0	0	περίγραμμα
contraband	1	0	1	1	0	1	0	0	0	0	λαθρεμπόριο
contract	0	0	0	0	0	0	0	0	0	0	σύμβαση
contracted	0	0	0	0	0	1	0	0	0	0	συνεσταλμένος
contractile	0	0	0	0	0	0	0	0	0	0	συσταλτικός
contracting	0	0	0	0	0	0	0	0	0	0	συμβαλλόμενος
contraction	0	0	0	0	0	0	0	0	0	0	συστολή
contradict	1	0	0	0	0	1	0	0	0	0	διαψεύδω
contradiction	0	0	0	0	0	1	0	0	0	0	αντίφαση
contradictory	0	0	0	0	0	1	0	0	0	0	αντιφατικός
contrary	0	0	0	0	0	1	0	0	0	0	αντίθετος
contrast	0	0	0	0	0	0	0	0	0	0	αντίθεση
contrasted	0	0	0	0	0	1	0	0	0	0	σε αντίθεση
contravene	0	0	0	0	0	1	0	0	0	0	εναντιούμαι
contravention	0	0	0	0	0	1	0	0	0	0	παράβαση
contribute	0	0	0	0	0	0	1	0	0	0	συνεισφέρουν
contributor	0	0	0	0	0	0	1	0	0	1	συνεισφέρων
contrived	0	0	0	0	0	0	0	0	0	0	επινοημένος
control	0	0	0	0	0	0	0	0	0	0	έλεγχος
controversial	1	0	0	0	0	1	0	0	0	0	αμφιλεγόμενος
controversy	0	0	0	0	0	1	0	0	0	0	αμφισβήτηση
conundrum	0	0	0	0	0	0	0	0	0	0	αίνιγμα
convalescent	0	0	0	0	0	0	0	0	0	0	αναρρωνύων
convection	0	0	0	0	0	0	0	0	0	0	μεταγωγή
convene	0	0	0	0	0	0	0	0	0	0	συγκαλώ
convenience	0	0	0	0	0	0	1	0	0	0	ευκολία
conveniences	0	0	0	0	0	0	0	0	0	0	ευκολίες
convenient	0	0	0	0	0	0	1	0	0	0	βολικός
convent	0	0	0	0	0	0	1	0	0	1	γυναικεία μονή
convention	0	0	0	0	0	0	1	0	0	0	σύμβαση
conventional	0	0	0	0	0	0	0	0	0	0	συμβατικός
converge	0	0	0	0	0	0	0	0	0	0	συγκλίνω
convergence	0	1	0	0	0	0	0	0	0	0	σύγκλιση
convergent	0	0	0	0	0	0	0	0	0	0	συγκεντρούμενος
conversant	0	0	0	0	0	0	1	0	0	0	εντριβής
conversation	0	0	0	0	0	0	0	0	0	0	συνομιλία
conversational	0	0	0	0	0	0	1	0	0	0	ομιλητικός
converse	0	0	0	0	0	0	0	0	0	0	αντίστροφο
conversing	0	0	0	0	0	0	0	0	0	0	συνομιλώντας
conversion	0	0	0	0	0	0	0	0	0	0	μετατροπή
convert	0	0	0	0	0	0	1	0	0	0	μετατρέπω
converted	0	0	0	0	0	0	0	0	0	0	έχει μετατραπεί
convertible	0	0	0	0	0	0	0	0	0	0	μετατρέψιμος
convex	0	0	0	0	0	0	0	0	0	0	κυρτός
convexity	0	0	0	0	0	0	0	0	0	0	κυρτότητα
convey	0	0	0	0	0	0	0	0	0	0	μεταφέρω, εκφράζω
conveyance	0	0	0	0	0	0	0	0	0	0	μεταφορά
conveyancing	0	0	0	0	0	0	0	0	0	1	μεταφέροντας
convict	1	0	1	1	0	1	0	1	0	0	κατάδικος
conviction	0	0	0	0	0	1	0	0	0	0	καταδίκη
convince	0	1	0	0	0	0	1	0	0	1	πείθω
convinced	0	0	0	0	0	0	0	0	0	1	πεπεισμένος
convincing	0	0	0	0	0	0	0	0	0	1	πειστικός
convocation	0	0	0	0	0	0	0	0	0	0	σύγκληση
convoluted	0	0	0	0	0	0	0	0	0	0	Στροβιλίζεται
convolution	0	0	0	0	0	0	0	0	0	0	περιελιγμός
convoy	0	0	0	0	0	0	0	0	0	0	συνοδεία
coo	0	0	0	0	0	0	0	0	0	0	ερωτολογώ
cook	0	0	0	0	0	0	0	0	0	0	μάγειρας
cookery	0	0	0	0	0	0	0	0	0	0	μαγειρική
cooking	0	0	0	0	0	0	0	0	0	0	μαγείρεμα
cool	0	0	0	0	0	0	1	0	0	0	δροσερός
cooler	0	0	0	0	0	0	0	0	0	0	ψυγείο
cooling	0	0	0	0	0	0	0	0	0	0	ψύξη
coolness	0	0	0	0	0	0	1	0	0	0	ψυχρότητα
coop	1	0	1	0	0	1	0	0	0	0	κοτέτσι
cooperate	0	0	0	0	0	0	1	0	0	0	συνεργάζονται
cooperating	0	0	0	0	0	0	1	0	0	1	συνεργαζόμενοι
cooperation	0	0	0	0	0	0	1	0	0	1	συνεργασία
cooperative	0	0	0	0	0	0	1	0	0	1	συνεργατική
coordinate	0	0	0	0	0	0	0	0	0	0	συντεταγμένη
cop	0	0	0	1	0	0	0	0	0	1	μπάτσος
copious	0	0	0	0	0	0	0	0	0	0	άφθονος
copper	0	0	0	0	0	0	0	0	0	0	χαλκός
copy	0	0	0	0	0	1	0	0	0	0	αντίγραφο
copycat	1	0	1	0	0	1	0	0	0	0	αντιγραφή
copying	0	0	0	0	0	0	0	0	0	0	αντιγραφή
copyright	0	0	0	0	0	0	0	0	0	0	πνευματική ιδιοκτησία
coral	0	0	0	0	0	0	0	0	0	0	κοράλλι
cord	0	0	0	0	0	0	0	0	0	0	κορδόνι
cordon	0	0	0	0	0	0	0	0	0	0	κορδόνι
corduroy	0	0	0	0	0	0	0	0	0	0	Κοτλέ
core	0	0	0	0	0	0	1	0	0	0	πυρήνας
cork	0	0	0	0	0	0	0	0	0	0	φελλός
corkscrew	0	0	0	0	0	0	0	0	0	0	τιρμπουσό
corn	0	0	0	0	0	0	0	0	0	0	καλαμπόκι
cornea	0	0	0	0	0	0	0	0	0	0	κερατοειδής χιτών
corner	0	0	0	0	0	0	0	0	0	0	γωνία
cornet	0	0	0	0	0	0	0	0	0	0	σάλπιγγας
cornice	0	0	0	0	0	0	0	0	0	0	κορνίζα
cornstarch	0	0	0	0	0	0	0	0	0	0	άμυλο καλαμποκιού
corollary	0	0	0	0	0	0	0	0	0	0	συνέπεια
corona	0	0	0	0	0	0	0	0	0	0	στέμμα
coronation	0	0	0	0	1	0	1	0	0	1	στέψη
coroner	0	0	0	0	0	1	0	0	0	0	δικαστής ερευνών
corporal	0	0	0	0	0	1	0	0	0	0	δεκανέας
corporate	0	0	0	0	0	0	0	0	0	0	εταιρικός
corporation	0	0	0	0	0	0	1	0	0	1	εταιρεία
corporeal	0	0	0	0	0	0	1	0	0	0	σωματικός
corps	0	0	0	0	0	0	0	0	0	0	σώμα
corpse	0	0	1	0	0	1	0	1	0	0	πτώμα
corpus	0	0	0	0	0	0	0	0	0	0	σώμα
corral	0	0	0	0	0	0	0	0	0	0	μαντρί
correction	0	0	0	0	0	1	0	0	0	0	διόρθωση
corrective	0	0	0	0	0	0	1	0	0	0	διορθωτικός
correctness	0	0	0	0	0	0	0	0	0	1	ορθότητα
correlation	0	0	0	0	0	0	0	0	0	0	συσχέτιση
correlative	0	0	0	0	0	0	0	0	0	0	συσχετικός
correspond	0	0	0	0	0	0	0	0	0	0	ανταποκρίνομαι
correspondence	0	1	0	0	0	0	1	0	0	0	αλληλογραφία
correspondent	0	0	0	0	0	0	0	0	0	0	ανταποκριτής
corridor	0	0	0	0	0	0	0	0	0	0	διάδρομος
corroborate	0	0	0	0	0	0	1	0	0	1	ενισχύω
corroboration	0	0	0	0	0	0	0	0	0	1	επιβεβαίωση
corrosion	0	0	0	0	0	1	0	0	0	0	διάβρωση
corrosive	0	0	0	1	0	1	0	0	0	0	διαβρωτικός
corrupt	0	0	0	0	0	1	0	0	0	0	διεφθαρμένος
corrupting	1	0	1	1	0	1	0	1	0	0	διαφθείροντας
corruption	0	0	1	0	0	1	0	0	0	0	διαφθορά
corse	0	0	0	0	0	0	0	1	0	0	κορμός
corset	0	0	0	0	0	0	0	0	0	0	κορσές
cortex	0	0	0	0	0	0	0	0	0	0	φλοιός
cortical	0	0	0	0	0	0	0	0	0	0	φλοιώδης
corvette	0	0	0	0	0	0	0	0	0	0	κορβέτα
cosmetic	0	0	0	0	0	0	0	0	0	0	καλλυντικό
cosmetics	0	0	0	0	0	0	0	0	0	0	καλλυντικά
cosmic	0	0	0	0	0	0	0	0	0	0	κοσμικός
cosmology	0	0	0	0	0	0	0	0	0	0	κοσμολογία
cosmopolitan	0	0	0	0	0	0	1	0	0	1	κοσμοπολίτικος
cosmos	0	0	0	0	0	0	0	0	0	0	σύμπαν
cost	0	0	0	0	0	0	0	0	0	0	κόστος
costly	0	0	0	0	0	0	0	0	0	0	δαπανηρός
costume	0	0	0	0	0	0	0	0	0	0	ενδυμασία
cosy	0	0	0	0	0	0	1	0	0	0	ζεστός
cot	0	0	0	0	0	0	0	0	0	0	κρεβατάκι
cote	0	0	0	0	0	0	0	0	0	0	μάνδρα για ζώα
cottage	0	0	0	0	0	0	0	0	0	0	εξοχικό σπίτι
cotton	0	0	0	0	0	0	0	0	0	0	βαμβάκι
couch	0	0	0	0	0	0	0	1	0	0	καναπές
cougar	0	0	0	0	0	0	0	0	0	0	ορεινός λέων
cough	0	0	1	0	0	1	0	0	0	0	βήχας
council	0	1	0	0	0	0	1	0	0	1	συμβούλιο
counsel	0	0	0	0	0	0	1	0	0	1	ο ΣΥΝΗΓΟΡΟΣ
counsellor	1	0	0	1	0	1	0	0	0	1	σύμβουλος
counselor	0	0	0	0	0	0	1	0	0	1	σύμβουλος
count	0	0	0	0	0	0	1	0	0	1	μετρώ
countdown	0	1	0	0	0	0	0	0	0	0	αντίστροφη μέτρηση
countenance	0	0	0	0	0	0	0	0	0	0	όψη
counter	0	0	0	0	0	0	0	0	0	0	μετρητής
counteract	0	0	0	0	0	0	0	0	0	0	αντενεργώ
counterbalance	0	0	0	0	0	0	0	0	0	0	αντίβαρο
counterclaim	0	0	0	0	0	0	0	0	0	0	ανταπαίτηση
counterpart	0	0	0	0	0	0	0	0	0	0	αντίστοιχος
countess	0	0	0	0	0	0	1	0	0	0	κόμισσα
countless	0	0	0	0	0	0	0	0	0	0	αμέτρητος
country	0	0	0	0	0	0	0	0	0	0	Χώρα
countryman	0	0	0	0	0	0	0	0	0	1	συμπατριώτης
counts	0	0	0	0	0	0	0	0	0	0	μετράει
county	0	0	0	0	0	0	0	0	0	1	κομητεία
coup	1	0	0	0	0	0	0	0	1	0	πραξικόπημα
couple	0	0	0	0	0	0	0	0	0	0	ζευγάρι
coupled	0	0	0	0	0	0	0	0	0	0	συζευγμένο
coupon	0	0	0	0	0	0	0	0	0	0	κουπόνι
courage	0	0	0	0	0	0	1	0	0	0	θάρρος
courageous	0	0	0	1	0	0	1	0	0	0	θαρραλέος
courier	0	0	0	0	0	0	0	0	0	1	μεταφορέας
courses	0	0	0	0	0	0	0	0	0	0	ΚΥΚΛΟΣ ΜΑΘΗΜΑΤΩΝ
coursing	0	0	0	0	0	1	0	0	0	0	μαθημάτων
court	1	1	0	1	0	0	0	0	0	0	δικαστήριο
courteous	0	0	0	0	0	0	1	0	0	0	ευγενής
courtesy	0	0	0	0	0	0	1	0	0	0	ευγένεια
courthouse	0	0	0	0	0	0	0	0	0	0	δικαστήριο
courts	0	0	0	0	0	0	0	0	0	0	δικαστήρια
courtship	0	1	0	0	1	0	1	0	0	1	ερωτοτροπία
courtyard	0	0	0	0	0	0	0	0	0	0	αυλή
cove	0	1	1	1	1	0	1	0	0	0	λιμανάκι
covenant	0	0	0	0	0	0	1	0	0	1	σύμφωνο
cover	0	0	0	0	0	0	0	0	0	1	κάλυμμα
covered	0	0	0	0	0	0	0	0	0	0	σκεπαστός
covering	0	0	0	0	0	0	0	0	0	0	κάλυμμα
covert	0	0	0	0	0	0	0	0	0	0	συγκαλυμμένος
covet	0	0	0	0	0	1	0	0	0	0	επιθυμώ
cow	0	0	0	0	0	0	0	0	0	0	αγελάδα
coward	0	0	1	1	0	1	0	1	0	0	δειλός
cowardice	0	0	0	1	0	1	0	0	0	0	δειλία
cowardly	0	0	0	1	0	1	0	0	0	0	δειλά
cowboy	0	0	0	0	0	0	0	0	0	0	καουμπόη
cowhide	0	0	0	0	0	0	0	0	0	0	βακέτα
cowl	0	0	0	0	0	0	0	0	0	0	κουκούλα
coworker	0	0	0	0	0	0	0	0	0	0	συνεργάτης
coy	0	0	0	1	0	0	0	0	0	0	ντροπαλός
coyote	0	0	0	1	0	0	0	0	0	0	λύκος της Βόρειας Αμερικής
crab	0	0	0	0	0	0	0	0	0	0	Κάβουρας
crabby	1	0	0	0	0	1	0	0	0	0	καβούρι
crack	0	0	0	0	0	1	0	0	0	0	ρωγμή
cracked	1	0	0	1	0	1	0	0	0	0	Ραγισμένο
cracker	0	0	0	0	0	0	0	0	0	0	παξιμάδι
cracking	0	0	0	0	0	1	0	0	0	0	ράγισμα
crackle	0	0	0	0	0	0	0	0	0	0	κροτάλισμα
cradle	0	1	0	0	1	0	1	0	0	1	κούνια
craft	0	0	0	0	0	0	1	0	0	0	σκάφος
craftsman	0	0	0	0	0	0	1	0	0	0	τεχνίτης
crafty	0	0	0	0	0	0	0	0	0	0	μάγκας
craig	0	0	0	0	0	0	0	0	0	0	Κρεγκ
crammed	0	0	0	0	0	0	0	0	0	0	στριμωγμένος
cramp	0	1	0	0	0	1	0	0	0	0	κράμπα
cramped	0	0	0	0	0	1	0	0	0	0	πυκνός
crane	0	0	0	0	0	0	0	0	0	0	γερανός
cranium	0	0	0	0	0	0	0	0	0	0	κρανίο
crank	0	0	0	0	0	1	0	0	0	0	μανιβέλα
cranky	1	0	0	0	0	1	0	0	0	0	εκκεντρικός
crap	0	0	1	0	0	1	0	0	0	0	σκατά
craps	0	1	0	0	0	0	0	0	0	0	ζάρια
crash	0	0	0	1	0	1	0	1	1	0	σύγκρουση
crate	0	0	0	0	0	0	0	0	0	0	σακαράκα
crater	0	0	0	0	0	0	0	0	0	0	κρατήρας
crave	0	1	0	0	0	0	0	0	0	0	εκλιπαρώ
craving	0	1	0	0	0	0	0	0	0	0	λαχτάρα
crawfish	0	0	0	0	0	0	0	0	0	0	καραβίδα
crawl	0	0	1	0	0	1	0	0	0	0	αργή πορεία
crayons	0	0	0	0	0	0	0	0	0	0	κραγιόνια
craze	0	0	0	0	0	0	0	0	0	0	τρέλα
crazed	1	0	0	1	0	1	0	0	0	0	τρελαμένοι
crazy	1	0	0	1	0	1	0	1	0	0	τρελός
creaking	0	0	0	0	0	1	0	0	0	0	τρίζοντας
cream	0	1	0	0	1	0	1	0	1	0	κρέμα
creamer	0	0	0	0	0	0	0	0	0	0	δοχείο κρέμας
creamy	0	0	0	0	0	0	0	0	0	0	αφρογαλακτώδης
crease	0	0	0	0	0	0	0	0	0	0	πτυχή
create	0	0	0	0	1	0	1	0	0	0	δημιουργώ
creation	0	0	0	0	0	0	0	0	0	0	δημιουργία
creative	0	0	0	0	0	0	1	0	0	0	δημιουργικός
creator	0	0	0	0	0	0	0	0	0	0	δημιουργός
creature	0	0	1	1	0	1	0	0	0	0	πλάσμα
credence	0	0	0	0	0	0	1	0	0	1	πίστη
credential	0	0	0	0	0	0	1	0	0	1	πιστοποιητικό
credentials	0	0	0	0	0	0	0	0	0	0	διαπιστευτήρια
credibility	0	0	0	0	0	0	1	0	0	1	αξιοπιστία
credible	0	0	0	0	0	0	1	0	0	1	αξιόπιστος
credit	0	0	0	0	0	0	1	0	0	1	πίστωση
creditable	0	0	0	0	0	0	1	0	0	1	αξιόπιστος
credited	0	0	0	0	0	0	1	0	0	0	πιστώνεται
crediting	0	0	0	0	0	0	0	0	0	0	πίστωση
