English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Tamil Word
ditto	0	0	0	0	0	0	0	0	0	0	அப்படியே
ditty	0	0	0	0	1	0	1	0	0	0	மோசமான
diurnal	0	0	0	0	0	0	0	0	0	0	தினசரி
divan	0	0	0	0	0	0	0	0	0	1	திவான்
dive	0	0	0	0	0	0	0	0	0	0	முழுக்கு
diver	0	0	0	0	0	0	0	0	0	0	மூழ்காளர்
diverge	0	0	0	0	0	0	0	0	0	0	வேறுபடுகின்றன
divergence	0	0	0	0	0	0	0	0	0	0	வேறுபாடு
divergent	0	0	0	0	0	1	0	0	1	0	மாறுபட்ட
diverging	0	0	0	0	0	0	0	0	0	0	வேறுபட்டு
divers	0	0	0	0	0	0	0	0	0	0	டைவர்ஸ்
diverse	0	0	0	0	0	1	1	0	0	0	பலதரப்பட்ட
diversified	0	0	0	0	0	0	1	0	0	0	பல்வகைப்பட்ட
diversify	0	0	0	0	0	0	0	0	0	0	பல்வகைப்படுத்து
diversion	0	0	0	0	0	0	1	0	1	0	திசை திருப்புதல்
diversity	0	0	0	0	0	0	0	0	0	0	பன்முகத்தன்மை
divert	0	0	0	0	0	0	0	0	0	0	திசை திருப்ப
diverting	0	0	0	0	0	0	0	0	0	0	திசை திருப்புதல்
divest	0	0	0	0	0	0	0	0	0	0	விலக்கு
divested	0	0	0	0	0	1	0	0	0	0	விலக்கப்பட்டது
divestment	0	0	0	0	0	1	0	0	0	0	விலக்கல்
divide	0	0	0	0	0	0	0	0	0	0	பிரி
divided	0	0	0	0	0	0	0	0	0	0	பிரிக்கப்பட்டது
dividend	0	0	0	0	0	0	0	0	0	0	ஈவுத்தொகை
divination	0	1	0	0	0	0	0	0	0	0	ஜோசியம்
divine	0	0	0	0	0	0	0	0	0	0	தெய்வீக
divinity	0	0	0	0	0	0	1	0	0	0	தெய்வீகம்
divisible	0	0	0	0	0	0	0	0	0	0	வகுபடக்கூடியது
division	0	0	0	0	0	0	0	0	0	0	பிரிவு
divisor	0	0	0	0	0	0	0	0	0	0	பிரிப்பான்
divorce	1	0	1	1	0	1	0	1	1	1	விவாகரத்து
divulge	0	0	0	0	0	0	0	0	0	0	வெளிப்படுத்து
dizziness	0	0	0	0	0	1	0	0	0	0	தலைசுற்றல்
dizzy	0	0	0	0	0	1	0	0	0	0	மயக்கம்
docile	0	0	0	0	0	0	0	0	0	0	பணிவான
dock	0	0	0	0	0	0	0	0	0	0	கப்பல்துறை
docked	0	0	0	0	0	1	0	0	0	0	நறுக்கப்பட்ட
docket	0	0	0	0	0	0	0	0	0	0	டாக்கெட்
doctor	0	0	0	0	0	0	1	0	0	1	மருத்துவர்
doctrinal	0	0	0	0	0	0	0	0	0	0	கோட்பாட்டு
doctrine	0	0	0	0	0	0	0	0	0	1	கோட்பாட்டை
document	0	0	0	0	0	0	0	0	0	0	ஆவணம்
documentary	0	0	0	0	0	0	0	0	0	0	ஆவணப்படம்
dodge	0	0	0	0	0	0	0	0	0	0	ஏமாற்று
dodging	0	0	0	0	0	0	0	0	0	0	ஏமாற்றுதல்
doe	0	0	0	0	0	0	0	0	0	0	நாய்
doer	0	0	0	0	0	0	1	0	0	0	செய்பவர்
dog	0	0	0	0	0	0	0	0	0	0	நாய்
dogged	0	0	0	0	0	0	1	0	0	0	பிடிபட்ட
dogma	0	0	0	0	0	0	0	0	0	1	கோட்பாடு
dogmatic	0	0	0	0	0	0	0	0	0	0	பிடிவாதமான
doings	0	0	0	0	0	0	0	0	0	0	செய்கிறார்கள்
doit	0	0	0	0	0	1	0	0	0	0	செய்
doldrums	0	0	0	0	0	1	0	1	0	0	மந்தமானவை
dole	0	0	0	0	0	1	0	1	0	0	டோல்
doll	0	0	0	0	1	0	0	0	0	0	பொம்மை
dollar	0	0	0	0	0	0	0	0	0	0	டாலர்
dolor	0	0	0	0	0	1	0	1	0	0	துக்கம்
dolphin	0	0	0	0	1	0	1	0	1	1	டால்பின்
domain	0	0	0	0	0	0	0	0	0	0	களம்
dome	0	0	0	0	0	0	0	0	0	0	குவிமாடம்
domestic	0	0	0	0	0	0	0	0	0	0	உள்நாட்டு
domesticated	0	0	0	0	0	0	0	0	0	0	வளர்க்கப்படும்
domestication	0	0	0	0	0	0	0	0	0	0	வளர்ப்பு
domicile	0	0	0	0	0	0	0	0	0	0	குடியிருப்பு
domiciled	0	0	0	0	0	0	0	0	0	0	குடியிருக்கும்
dominance	0	0	0	0	0	0	0	0	0	0	ஆதிக்கம்
dominant	0	0	0	1	0	1	0	0	0	0	ஆதிக்கம் செலுத்தும்
dominate	1	0	0	1	0	1	1	0	0	0	ஆதிக்கம் செலுத்துகின்றன
dominating	0	0	0	0	0	0	0	0	0	0	ஆதிக்கம் செலுத்துகிறது
domination	1	0	0	1	0	1	0	1	0	0	ஆதிக்கம்
dominion	0	0	0	1	0	0	0	0	0	1	ஆதிக்கம்
domino	0	0	0	0	0	0	0	0	0	0	டோமினோ
don	0	0	0	0	0	0	1	0	0	1	தாதா
donation	0	0	0	0	0	0	1	0	0	0	நன்கொடை
donkey	0	0	1	0	0	1	0	0	0	0	கழுதை
donor	0	0	0	0	0	0	0	0	0	0	நன்கொடையாளர்
doodle	0	0	0	0	0	1	0	0	0	0	கைகளால் மாதிரி வரைதல்
doom	0	0	0	1	0	1	0	0	0	0	பேரழிவு
doomed	0	0	0	1	0	1	0	1	0	0	அழிந்தது
doomsday	1	1	1	1	0	1	0	1	0	0	அழிவுநாள்
door	0	0	0	0	0	0	0	0	0	0	கதவு
doorbell	0	0	0	0	0	0	0	0	0	0	கதவு மணி
doorway	0	0	0	0	0	0	0	0	0	0	வாசல்
dormant	0	0	0	0	0	0	0	0	0	0	செயலற்ற
dormitory	0	0	0	0	0	0	0	0	0	0	தங்குமிடம்
dorsal	0	0	0	0	0	0	0	0	0	0	முதுகெலும்பு
dose	0	0	0	0	0	0	0	0	0	0	டோஸ்
dot	0	0	0	0	0	0	0	0	0	0	புள்ளி
double	0	0	0	0	0	0	0	0	0	0	இரட்டை
doubled	0	0	0	0	0	0	0	0	0	0	இரட்டிப்பாக்கப்பட்டது
doublet	0	0	0	0	0	0	0	0	0	0	இரட்டிப்பு
doubling	0	0	0	0	0	0	0	0	0	0	இரட்டிப்பாகிறது
doubt	0	0	0	1	0	1	0	1	0	1	சந்தேகம்
doubtful	0	0	0	0	0	1	0	0	0	0	சந்தேகத்திற்குரியது
doubting	0	0	0	0	0	1	0	0	0	0	சந்தேகம்
doubtless	0	0	0	0	0	0	1	0	0	1	சந்தேகத்திற்கு இடமின்றி
douche	0	0	0	0	0	1	0	0	0	0	டச்
dough	0	0	0	0	0	0	0	0	0	0	மாவை
doughnut	0	0	0	0	0	0	0	0	0	0	டோனட்
dour	0	0	0	0	0	1	0	0	0	0	தூர்
dove	0	1	0	0	1	0	1	0	0	1	புறா
downcast	0	0	0	0	0	0	0	0	0	0	தாழ்த்தப்பட்ட
downfall	0	0	0	1	0	1	0	1	0	0	வீழ்ச்சி
downhill	0	0	0	0	0	0	0	0	0	0	கீழ்நோக்கி
downpour	0	0	0	0	0	0	0	0	0	0	பெருமழை
downright	0	0	0	0	0	0	0	0	0	1	நேரடியான
downy	0	0	0	0	0	0	1	0	0	0	தாழ்வான
dowry	0	0	0	0	0	0	0	0	0	0	வரதட்சணை
doze	0	0	0	0	0	0	0	0	0	0	தூக்கம்
dozen	0	0	0	0	0	0	0	0	0	0	டஜன்
drab	0	0	0	0	0	1	0	1	0	0	மந்தமான
draft	0	1	0	0	0	0	0	0	0	0	வரைவு
drag	0	0	0	0	0	0	0	0	0	0	இழுத்து
dragon	0	0	0	1	0	0	0	0	0	0	டிராகன்
drain	0	0	0	0	0	0	0	0	0	0	வடிகால்
drainage	0	0	0	0	0	1	0	0	0	0	வடிகால்
drained	0	0	0	0	0	0	0	0	0	0	வடிகட்டியது
drake	0	0	0	0	0	0	0	0	0	0	டிரேக்
drama	0	0	0	0	0	0	0	0	0	0	நாடகம்
dramatic	0	0	0	0	0	0	0	0	0	0	வியத்தகு
drape	0	0	0	0	0	0	0	0	0	0	திரை
drapery	0	0	0	0	0	0	0	0	0	0	திரைச்சீலை
drastic	0	0	0	0	0	0	0	0	0	0	கடுமையான
draught	0	0	0	0	0	0	0	0	0	0	வரைவு
draw	0	0	0	0	0	0	0	0	0	0	வரை
drawback	0	0	0	0	0	1	0	0	0	0	குறைபாடு
drawer	0	0	0	0	0	0	0	0	0	0	அலமாரியை
drawers	0	0	0	0	0	0	0	0	0	0	இழுப்பறை
drawing	0	0	0	0	0	0	0	0	0	0	வரைதல்
dread	0	1	0	1	0	1	0	0	0	0	பயம்
dreadful	1	1	1	1	0	1	0	1	0	0	பயங்கரமான
dreadfully	0	0	1	1	0	1	0	1	1	0	பயமின்றி
dream	0	0	0	0	0	0	0	0	0	0	கனவு
dreamer	0	0	0	0	0	0	0	0	0	0	கனவு காண்பவர்
dreaming	0	0	0	0	0	0	0	0	0	0	கனவு காண்கிறது
dreamy	0	0	0	0	0	0	0	0	0	0	கனவான
dreary	0	0	0	0	0	1	0	1	0	0	மந்தமான
dredge	0	0	0	0	0	0	0	0	0	0	அகழ்வாராய்ச்சி
drenched	0	0	0	0	0	0	0	0	0	0	நனைந்தது
dresser	0	0	0	0	0	0	0	0	0	0	ஆடை அணிபவர்
dribble	0	0	0	0	0	0	0	0	0	0	துளிகள்
dried	0	0	0	0	0	0	0	0	0	0	உலர்ந்த
drier	0	0	0	0	0	0	0	0	0	0	உலர்
drift	0	0	0	0	0	0	0	0	0	0	சறுக்கல்
drifted	0	0	0	0	0	0	0	0	0	0	அலைந்து போனது
drill	0	0	0	0	0	0	0	0	0	0	துரப்பணம்
drink	0	0	0	0	0	0	0	0	0	0	பானம்
drinking	0	0	0	0	0	1	0	0	0	0	குடிப்பது
drip	0	0	0	0	0	0	0	0	0	0	சொட்டுநீர்
dripping	0	0	0	0	0	0	0	0	0	0	சொட்டு சொட்டாக
drivel	0	0	1	0	0	1	0	0	0	0	ஓட்டு
driver	0	0	0	0	0	0	0	0	0	0	இயக்கி
driveway	0	0	0	0	0	0	0	0	0	0	ஓட்டுபாதை
drizzle	0	0	0	0	0	0	0	0	0	0	தூறல்
droll	0	0	0	0	0	0	0	0	0	0	துளை
drone	0	0	0	0	0	1	0	0	0	0	ட்ரோன்
drool	0	0	1	0	0	0	0	0	0	0	எச்சில் வடியும்
drooping	0	0	0	0	0	1	0	0	0	0	தொங்கும்
drop	0	0	0	0	0	0	0	0	0	0	கைவிட
droplet	0	0	0	0	0	0	0	0	0	0	நீர்த்துளி
drought	0	0	0	0	0	1	0	0	0	0	வறட்சி
drove	0	0	0	0	0	0	0	0	0	0	ஓட்டினார்
drown	0	0	0	1	0	1	0	1	0	0	மூழ்கி
drowsiness	0	0	0	0	0	1	0	0	0	0	தூக்கம்
drowsy	0	0	0	0	0	0	0	0	0	0	தூக்கம்
drudgery	0	0	0	0	0	1	0	0	0	0	கஞ்சத்தனம்
drug	0	0	0	0	0	0	0	0	0	0	மருந்து
drugged	0	0	0	0	0	0	0	1	0	0	போதை மருந்து
drugstore	0	0	0	0	0	0	0	0	0	0	மருந்துக்கடை
druid	0	0	0	0	0	0	0	0	0	0	முட்டாள்
drum	0	0	0	0	0	0	0	0	0	0	பறை
drummer	0	0	0	0	0	0	0	0	0	0	மேளம் அடிப்பவர்
drumming	0	0	0	0	0	0	0	0	0	0	பறை இசைத்தல்
drunken	0	0	1	0	0	1	0	0	0	0	குடிபோதையில்
drunkenness	0	0	0	0	0	1	0	0	0	0	குடிப்பழக்கம்
dry	0	0	0	0	0	0	0	0	0	0	உலர்
dryness	0	0	0	0	0	0	0	0	0	0	வறட்சி
dual	0	0	0	0	0	0	0	0	0	0	இரட்டை
dualism	0	0	0	0	0	0	0	0	0	0	இருமைவாதம்
duality	0	0	0	0	0	0	0	0	0	0	இருமை
dub	0	0	0	0	0	0	0	0	0	0	டப்
dubious	0	0	0	1	0	1	0	0	0	1	சந்தேகத்திற்குரிய
ducking	0	0	0	0	0	0	0	0	0	0	வாத்து
duct	0	0	0	0	0	0	0	0	0	0	குழாய்
ductile	0	0	0	0	0	0	0	0	0	0	நீர்த்துப்போகும்
duds	0	0	0	0	0	0	0	0	0	0	டட்ஸ்
due	0	0	0	0	0	0	0	0	0	0	காரணமாக
duel	1	1	0	1	0	0	0	0	0	0	சண்டை
dues	0	0	0	0	0	0	0	0	0	0	பாக்கிகள்
duet	0	0	0	0	0	0	1	0	0	0	டூயட்
dugout	0	0	0	0	0	0	0	0	0	0	தோண்டப்பட்ட
duke	0	0	0	0	0	0	1	0	0	0	பிரபு
dull	0	0	0	0	0	1	0	1	0	0	மந்தமான
dumb	0	0	0	0	0	1	0	0	0	0	ஊமை
dummy	0	0	0	0	0	1	0	0	0	0	போலி
dump	0	0	0	0	0	0	0	0	0	0	திணிப்பு
dumps	1	0	0	0	0	1	0	1	0	0	குப்பைகள்
dun	0	0	0	0	0	1	0	0	0	0	டன்
dune	0	0	0	0	0	0	0	0	0	0	குன்று
dung	0	0	1	0	0	0	0	0	0	0	சாணம்
dungeon	0	0	0	1	0	1	0	0	0	0	நிலவறை
duo	0	0	0	0	0	0	0	0	0	0	இரட்டையர்
dupe	1	0	0	0	0	1	0	0	0	0	போலி
duplex	0	0	0	0	0	0	0	0	0	0	இரட்டை
duplicate	0	0	0	0	0	0	0	0	0	0	நகல்
duplication	0	0	0	0	0	0	0	0	0	0	நகல்
duplicity	1	0	0	0	0	1	0	0	0	0	இரட்டைத்தன்மை
durability	0	0	0	0	0	0	1	0	0	1	ஆயுள்
durable	0	0	0	0	0	0	1	0	0	1	நீடித்தது
duration	0	0	0	0	0	0	0	0	0	0	கால அளவு
duress	1	0	1	1	0	1	0	1	0	0	வற்புறுத்தல்
dusk	0	0	0	0	0	0	0	0	0	0	அந்தி
dusky	0	0	0	0	0	0	0	0	0	0	மங்கலான
dust	0	0	0	0	0	1	0	0	0	0	தூசி
duster	0	0	0	0	0	0	0	0	0	0	தூசி
dusty	0	0	0	0	0	0	0	0	0	0	தூசி நிறைந்த
dutiful	0	1	0	0	0	0	1	0	0	1	கடமையான
dwarf	0	0	0	0	0	0	0	0	0	0	குள்ள
dwarfed	0	0	0	1	0	1	0	1	0	0	குள்ளமான
dwell	0	0	0	0	0	0	0	0	0	0	வசிக்க
dweller	0	0	0	0	0	0	0	0	0	0	குடியிருப்பவர்
dwelling	0	0	0	0	0	0	0	0	0	0	குடியிருப்பு
dye	0	0	0	0	0	0	0	0	0	0	சாயம்
dying	1	0	1	1	0	1	0	1	0	0	இறக்கும்
dyke	0	0	0	0	0	0	0	0	0	0	டைக்
dynamic	0	0	0	0	0	0	0	0	1	0	மாறும்
dynamical	0	0	0	0	0	0	0	0	0	0	மாறும்
dynamics	0	0	0	0	0	0	0	0	0	0	இயக்கவியல்
dynamite	0	0	0	0	0	0	0	0	0	0	டைனமைட்
dynasty	0	0	0	0	0	0	0	0	0	0	ஆள்குடி
dysentery	0	0	1	0	0	1	0	1	0	0	வயிற்றுப்போக்கு
dyspepsia	0	0	0	0	0	0	0	0	0	0	டிஸ்ஸ்பெசியா
eager	0	1	0	0	1	0	1	0	1	1	ஆவலுடன்
eagerness	0	1	0	0	1	0	1	0	0	1	ஆர்வம்
eagle	0	0	0	0	0	0	0	0	0	1	கழுகு
ear	0	0	0	0	0	0	0	0	0	0	காது
earl	0	0	0	0	0	0	1	0	0	0	காது
earlier	0	0	0	0	0	0	0	0	0	0	முந்தைய
early	0	0	0	0	0	0	0	0	0	0	ஆரம்ப
earn	0	0	0	0	0	0	1	0	0	0	சம்பாதி
earnest	0	0	0	0	0	0	1	0	0	0	தீவிரமாக
earnestly	0	0	0	0	0	0	1	0	0	0	தீவிரமாக
earnestness	0	0	0	0	0	0	1	0	0	0	அக்கறை
earnings	0	0	0	0	0	0	0	0	0	0	வருவாய்
earring	0	0	0	0	0	0	0	0	0	0	காதணி
earshot	0	0	0	0	0	0	0	0	0	0	செவிப்புலன்
earth	0	0	0	0	0	0	0	0	0	0	பூமி
earthenware	0	0	0	0	0	0	0	0	0	0	மண்பாண்டங்கள்
earthly	0	0	0	0	0	0	0	0	0	0	பூமிக்குரிய
earthquake	1	0	0	1	0	1	0	1	1	0	நிலநடுக்கம்
earthy	0	0	0	0	0	0	0	0	0	0	மண் சார்ந்த
ease	0	0	0	0	0	0	1	0	0	0	எளிதாக
easel	0	0	0	0	0	0	0	0	0	0	ஈசல்
easement	0	0	0	0	0	0	1	0	0	0	எளிமை
easily	0	0	0	0	0	0	0	0	0	0	எளிதாக
easy	0	0	0	0	0	0	0	0	0	0	சுலபம்
easygoing	0	0	0	0	0	0	1	0	0	0	சுலபமான
eat	0	0	0	0	0	0	1	0	0	0	சாப்பிடு
eating	0	0	0	0	0	0	0	0	0	0	உண்ணுதல்
eavesdropping	0	0	0	0	0	1	0	0	0	0	ஒட்டு கேட்பது
ebb	0	0	0	0	0	0	0	0	0	0	ebb
ebony	0	0	0	0	0	0	0	0	0	0	கருங்காலி
eccentric	0	0	0	0	0	0	0	0	0	0	விசித்திரமான
eccentricity	0	0	0	0	0	0	0	0	0	0	விசித்திரத்தன்மை
ecclesiastical	0	0	0	0	0	0	0	0	0	0	திருச்சபை
echo	0	0	0	0	0	0	0	0	0	0	எதிரொலி
eclectic	0	0	0	0	0	0	0	0	0	0	தேர்ந்தெடுக்கப்பட்ட
eclipse	0	0	0	0	0	0	0	0	0	0	கிரகணம்
ecliptic	0	0	0	0	0	0	0	0	0	0	கிரகணம்
economical	0	0	0	0	0	0	0	0	0	0	பொருளாதாரம்
economics	0	0	0	0	0	0	0	0	0	0	பொருளாதாரம்
economy	0	0	0	0	0	0	0	0	0	1	பொருளாதாரம்
ecstasy	0	1	0	0	1	0	1	0	0	0	பரவசம்
ecstatic	0	1	0	0	1	0	1	0	1	0	களிப்பூட்டும்
ecumenical	0	0	0	0	0	0	0	0	0	0	எக்குமெனிக்கல்
eddy	0	0	0	0	0	0	0	0	0	0	சுழல்
edge	0	0	0	0	0	0	0	0	0	0	விளிம்பு
edging	0	0	0	0	0	0	0	0	0	0	விளிம்பு
edible	0	0	0	0	0	0	0	0	0	0	உண்ணக்கூடிய
edict	0	0	0	1	0	1	0	0	0	0	அரசாணை
edification	0	1	0	0	1	0	1	0	0	1	திருத்தம்
edifice	0	0	0	0	0	0	0	0	0	0	கட்டிடம்
edit	0	0	0	0	0	0	0	0	0	0	தொகு
edition	0	1	0	0	0	0	0	0	0	0	பதிப்பு
editor	0	0	0	0	0	0	0	0	0	0	ஆசிரியர்
editorial	0	0	0	0	0	0	0	0	0	0	தலையங்கம்
educate	0	0	0	0	0	0	1	0	0	0	கல்வி
educated	0	0	0	0	0	0	1	0	0	0	படித்தவர்
education	0	0	0	0	0	0	0	0	0	0	கல்வி
educational	0	0	0	0	0	0	1	0	0	1	கல்வி
eel	0	0	0	1	0	0	0	0	0	0	விலாங்கு மீன்
effect	0	0	0	0	0	0	0	0	0	0	விளைவு
effective	0	0	0	0	0	0	1	0	0	1	பயனுள்ள
effects	0	0	0	0	0	0	0	0	0	0	விளைவுகள்
effectual	0	0	0	0	0	0	0	0	0	0	பயனுள்ள
effectually	0	0	0	0	0	0	0	0	0	0	திறம்பட
effectuate	0	0	0	0	0	0	0	0	0	0	செயல்படுத்த
effeminate	0	0	0	0	0	1	0	0	0	0	பெண்மை
efficacious	0	0	0	0	0	0	0	0	0	0	திறம்பட
efficacy	0	0	0	0	0	0	1	0	0	0	செயல்திறன்
efficiency	0	0	0	0	0	0	1	0	0	0	திறன்
efficient	0	1	0	0	0	0	1	0	0	1	திறமையான
effigy	1	0	0	0	0	0	0	0	0	0	உருவ பொம்மை
effort	0	0	0	0	0	0	1	0	0	0	முயற்சி
effusion	0	0	0	0	0	0	0	0	0	0	வெளியேற்றம்
egg	0	0	0	0	0	0	0	0	0	0	முட்டை
ego	0	0	0	0	0	0	0	0	0	0	ஈகோ
egotistical	0	0	1	0	0	1	0	0	0	0	அகங்காரமான
egregious	1	0	1	0	0	1	0	0	0	0	அருவருப்பான
egress	0	0	0	0	0	0	0	0	0	0	வெளியேறுதல்
eighth	0	0	0	0	0	0	0	0	0	0	எட்டாவது
eighty	0	0	0	0	0	0	0	0	0	0	எண்பது
ejaculate	0	0	0	0	0	0	0	0	0	0	விந்து வெளியேறும்
ejaculation	0	1	0	0	1	0	1	0	1	1	விந்து வெளியேறுதல்
eject	0	0	0	0	0	1	0	0	0	0	வெளியேற்று
ejection	0	0	0	0	0	1	0	0	0	0	வெளியேற்றம்
elaborate	0	0	0	0	0	0	0	0	0	0	விரிவான
elaboration	0	0	0	0	0	0	1	0	0	0	விரிவுரை
elan	0	0	0	0	0	0	0	0	0	0	எலன்
elapse	0	0	0	0	0	0	0	0	0	0	கழியும்
elapsed	0	0	0	0	0	0	0	0	0	0	கழிந்தது
elastic	0	0	0	0	0	0	0	0	0	0	மீள்
elasticity	0	0	0	0	0	0	0	0	0	0	நெகிழ்ச்சி
elated	0	0	0	0	1	0	1	0	0	0	மகிழ்ச்சியடைந்தார்
elbow	1	0	0	0	0	0	0	0	0	0	முழங்கை
eld	0	0	0	0	0	0	0	0	0	0	முதியவர்
elder	0	0	0	0	0	0	1	0	0	1	மூத்தவர்
elders	0	0	0	0	0	0	1	0	0	1	பெரியவர்கள்
eldest	0	0	0	0	0	0	0	0	0	0	மூத்தவர்
elect	0	0	0	0	0	0	1	0	0	1	தேர்ந்தெடுக்கப்பட்ட
election	0	0	0	0	0	0	0	0	0	0	தேர்தல்
elector	0	0	0	0	0	0	0	0	0	0	வாக்காளர்
electorate	0	0	0	0	0	0	0	0	0	1	வாக்காளர்
electric	0	0	0	0	1	0	1	0	1	0	மின்சார
electricity	0	0	0	0	0	0	1	0	0	0	மின்சாரம்
elegance	0	1	0	0	1	0	1	0	0	1	நளினம்
elegant	0	0	0	0	1	0	1	0	0	0	நேர்த்தியான
element	0	0	0	0	0	0	0	0	0	0	உறுப்பு
elementary	0	0	0	0	0	0	0	0	0	0	ஆரம்பநிலை
elements	0	0	0	0	0	0	0	0	0	0	உறுப்புகள்
elephant	0	0	0	0	0	0	0	0	0	0	யானை
elevate	0	0	0	0	0	0	0	0	0	0	உயர்த்த
elevation	0	1	0	1	1	0	1	0	0	1	உயரம்
elevator	0	0	0	0	0	0	0	0	0	0	உயர்த்தி
eleven	0	0	0	0	0	0	0	0	0	0	பதினொரு
eleventh	0	0	0	0	0	0	0	0	0	0	பதினொன்றாவது
elf	1	0	1	1	0	0	0	0	0	0	தெய்வம்
elicit	0	0	0	0	0	0	0	0	0	0	வெளிப்படுத்து
eligible	0	0	0	0	0	0	1	0	0	0	தகுதியுடையது
elimination	1	0	1	1	0	1	0	1	0	0	நீக்குதல்
elite	0	1	0	0	1	0	1	0	0	1	உயரடுக்கு
elk	0	0	0	0	0	0	0	0	0	0	எல்க்
ell	0	0	0	0	0	0	0	0	0	0	எல்
ellipse	0	0	0	0	0	0	0	0	0	0	நீள்வட்டம்
ellipsis	0	0	0	0	0	0	0	0	0	0	நீள்வட்டம்
ellipsoid	0	0	0	0	0	0	0	0	0	0	நீள்வட்டம்
elliptic	0	0	0	0	0	0	0	0	0	0	நீள்வட்ட
elliptical	0	0	0	0	0	0	0	0	0	0	நீள்வட்ட
elongate	0	0	0	0	0	0	0	0	0	0	நீளமான
elongation	0	0	0	0	0	0	0	0	0	0	நீளம்
eloquence	0	0	0	0	0	0	1	0	0	0	பேச்சுத்திறன்
eloquent	0	0	0	0	0	0	1	0	0	0	பேச்சாற்றல் மிக்கவர்
elucidate	0	0	0	0	0	0	1	0	0	1	தெளிவுபடுத்துங்கள்
elucidation	0	0	0	0	0	0	0	0	0	0	தெளிவுபடுத்துதல்
elude	0	0	0	0	0	0	0	0	0	0	தப்பிக்க
elusive	0	0	0	0	0	1	0	0	1	0	மழுப்பலான
emaciated	0	0	0	1	0	1	0	1	0	0	மெலிந்த
emanate	0	0	0	0	0	0	0	0	0	0	வெளிப்படும்
emancipation	0	1	0	0	1	0	1	0	0	0	விடுதலை
embankment	0	0	0	0	0	0	0	0	0	0	அணைக்கரை
embargo	0	0	0	0	0	1	0	0	0	0	தடை
embark	0	0	0	0	0	0	0	0	0	0	புறப்படு
embarrass	0	0	0	0	0	1	0	1	0	0	சங்கடம்
embarrassing	0	0	0	0	0	1	0	0	0	0	சங்கடமான
embarrassment	0	0	0	1	0	1	0	1	1	0	சங்கடம்
embassy	0	0	0	0	0	0	0	0	0	0	தூதரகம்
embed	0	0	0	0	0	0	0	0	0	0	உட்பொதிக்க
embellish	0	0	0	0	0	0	0	0	0	0	அழகுபடுத்து
embellishment	0	0	0	0	0	0	0	0	0	0	அலங்காரம்
embers	0	0	0	0	0	0	0	0	0	0	தீக்கதிர்கள்
embezzlement	0	0	0	0	0	1	0	0	0	0	அபகரிப்பு
emblem	0	0	0	0	0	0	0	0	0	0	சின்னம்
emblematic	0	0	0	0	0	0	0	0	0	0	சின்னமான
embodiment	0	0	0	0	0	0	0	0	0	0	உருவகம்
embolism	0	0	0	1	0	1	0	1	0	0	எம்போலிசம்
embossed	0	0	0	0	0	0	0	0	0	0	பொறிக்கப்பட்ட
embrace	0	1	0	0	1	0	1	0	1	1	தழுவி
embroidered	0	0	0	0	0	0	0	0	0	0	எம்பிராய்டரி
embroidery	0	0	0	0	0	0	0	0	0	0	எம்பிராய்டரி
embroiled	0	0	0	0	0	1	0	0	0	0	சிக்கினார்
embryo	0	0	0	0	0	0	0	0	0	0	கரு
embryonic	0	0	0	0	0	0	0	0	0	0	கரு
emerald	0	0	0	0	0	0	0	0	0	0	மரகதம்
emerge	0	0	0	0	0	0	0	0	0	0	வெளிப்படும்
emergence	0	0	0	0	0	0	0	0	0	0	தோற்றம்
emergency	0	0	0	1	0	1	0	1	1	0	அவசரம்
emeritus	0	0	0	0	0	0	1	0	0	0	எமிரிட்டஸ்
emigrate	0	0	0	0	0	0	0	0	0	0	புலம்பெயர்கின்றனர்
emigration	0	0	0	0	0	0	0	0	0	0	குடியேற்றம்
eminence	0	0	0	0	0	0	1	0	0	1	மேன்மை
eminent	0	0	0	0	0	0	1	0	0	0	புகழ்பெற்ற
eminently	0	0	0	0	0	0	1	0	0	0	சிறப்பாக
emir	0	0	0	0	0	0	1	0	0	0	அமீர்
emission	0	0	0	0	0	0	0	0	0	0	உமிழ்வு
emit	0	0	0	0	0	0	0	0	0	0	உமிழ்கின்றன
emotion	0	0	0	0	0	0	0	0	0	0	உணர்ச்சி
emotional	0	0	0	0	0	0	0	0	0	0	உணர்ச்சி
emotive	0	0	0	0	0	0	0	0	0	0	உணர்ச்சிமிக்க
empathy	0	0	0	0	0	0	1	0	0	0	அனுதாபம்
emperor	0	0	0	0	0	0	0	0	0	0	பேரரசர்
emphasis	0	0	0	0	0	0	0	0	0	0	வலியுறுத்தல்
emphasize	0	0	0	0	0	0	0	0	0	1	வலியுறுத்துகின்றன
emphatic	0	0	0	0	0	0	0	0	0	0	வலியுறுத்தும்
empire	0	0	0	0	0	0	0	0	0	0	பேரரசு
empirical	0	0	0	0	0	0	0	0	0	0	அனுபவபூர்வமான
empiricism	0	0	0	0	0	0	0	0	0	0	அனுபவவாதம்
employ	0	0	0	0	0	0	0	0	0	1	வேலைக்கு
employer	0	0	0	0	0	0	0	0	0	0	முதலாளி
employment	0	0	0	0	0	0	0	0	0	0	வேலைவாய்ப்பு
emporium	0	0	0	0	0	0	0	0	0	0	எம்போரியம்
empower	0	0	0	0	0	0	1	0	0	0	அதிகாரம்
empress	0	0	0	0	0	0	0	0	0	0	பேரரசி
emptiness	0	0	0	0	0	0	0	1	0	0	வெறுமை
