English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Japanese Word
discoloration	0	0	1	0	0	1	0	0	0	0	変色
discolored	0	0	1	0	0	1	0	1	0	0	変色
discomfort	0	0	0	0	0	1	0	1	0	0	不快感
disconnect	0	0	0	0	0	1	0	1	0	0	切断する
disconnected	0	0	0	0	0	1	0	1	0	0	切断された
disconnection	0	0	0	0	0	1	0	0	0	0	断線
discontent	1	0	1	1	0	1	0	1	0	0	不満
discontinuance	0	0	0	0	0	0	0	0	0	0	中止
discontinue	0	0	0	0	0	1	0	0	0	0	中止する
discontinuity	0	0	1	1	0	1	0	1	0	0	不連続
discontinuous	0	0	0	0	0	0	0	0	0	0	不連続な
discord	1	0	1	0	0	1	0	0	0	0	不和
discount	0	0	0	0	0	0	0	0	0	0	割引
discounted	0	0	0	0	0	0	0	0	0	0	割引された
discourage	0	0	0	1	0	1	0	1	0	0	落胆させる
discouraged	0	0	0	0	0	0	0	0	0	0	落胆した
discouragement	0	0	0	0	0	1	0	0	0	0	落胆
discourse	0	0	0	0	0	0	0	0	0	0	談話
discover	0	0	0	0	0	0	0	0	0	0	発見する
discovery	0	0	0	0	0	0	1	0	0	0	発見
discredit	0	0	0	0	0	1	0	0	0	0	信用を落とす
discreet	0	1	0	0	0	0	1	0	0	0	目立たない
discrepancy	0	0	0	0	0	0	0	0	0	0	不一致
discrete	0	0	0	0	0	0	0	0	0	0	離散
discretion	0	1	0	0	0	0	1	0	0	1	裁量
discretionary	0	0	0	0	0	0	1	0	0	0	任意の
discriminate	1	0	0	0	0	1	0	1	0	0	差別する
discriminating	0	0	1	0	0	1	0	0	0	0	差別的な
discrimination	1	0	1	1	0	1	0	1	0	0	差別
discus	0	0	0	0	0	0	0	0	0	0	円盤投げ
discuss	0	0	0	0	0	0	0	0	0	0	話し合います
discussion	0	0	0	0	0	0	1	0	0	0	討論
disdain	1	0	1	0	0	1	0	0	0	0	軽蔑
disease	1	0	1	1	0	1	0	1	0	0	疾患
diseased	0	0	1	1	0	1	0	1	0	0	病気の
disembodied	0	0	0	1	0	1	0	1	0	0	肉体のない
disengage	0	0	0	0	0	0	0	0	0	0	解放する
disengagement	0	0	0	0	0	1	0	0	0	0	離脱
disfigured	1	0	1	1	0	1	0	1	0	0	変形した
disgrace	1	0	1	0	0	1	0	1	0	0	不名誉
disgraced	1	0	1	0	0	1	0	1	0	0	不名誉な
disgraceful	1	0	1	0	0	1	0	0	0	0	恥ずべき
disgruntled	1	0	1	0	0	1	0	1	0	0	不機嫌な
disguise	0	0	0	0	0	0	0	0	0	0	変装
disguised	0	0	0	0	0	0	0	0	0	0	変装した
disgust	1	0	1	1	0	1	0	1	0	0	嫌悪
disgusting	1	0	1	1	0	1	0	0	0	0	おぞましい
dish	0	0	0	0	0	0	0	0	0	0	皿
disheartened	0	0	0	0	0	1	0	1	0	0	がっかりした
disheartening	0	0	0	0	0	1	0	1	0	0	がっかり
dishonest	1	0	1	0	0	1	0	1	0	0	不誠実
dishonesty	0	0	1	0	0	1	0	0	0	0	不正
dishonor	1	0	1	1	0	1	0	1	0	0	不名誉
disillusionment	1	0	1	0	0	1	0	1	0	0	幻滅
disinfect	0	0	0	0	0	0	0	0	0	0	消毒
disinfectant	0	0	0	0	0	0	0	0	0	0	消毒剤
disinfection	0	0	0	0	0	0	1	0	0	0	消毒
disinformation	1	0	0	1	0	1	0	0	0	0	偽情報
disingenuous	0	0	1	0	0	1	0	0	0	0	不誠実な
disintegrate	0	0	1	1	0	1	0	0	0	0	崩壊する
disintegration	0	0	0	0	0	1	0	0	0	0	崩壊
disinterested	0	0	0	0	0	1	0	0	0	0	無関心
disjoint	0	0	0	0	0	0	0	0	0	0	バラバラ
disjointed	0	0	0	0	0	0	0	0	0	0	ばらばらな
disjunctive	0	0	0	0	0	0	0	0	0	0	選言的な
disk	0	0	0	0	0	0	0	0	0	0	ディスク
diskette	0	0	0	0	0	0	0	0	0	0	ディスケット
dislike	1	0	1	0	0	1	0	0	0	0	嫌い
disliked	1	0	0	0	0	1	0	1	0	0	嫌い
dislocated	1	0	1	1	0	1	0	1	0	0	脱臼
dislocation	0	0	0	0	0	0	0	0	0	0	脱臼
dislodge	0	0	0	0	0	0	0	0	0	0	外す
dismal	0	0	1	1	0	1	0	1	0	0	陰気な
dismay	1	1	0	1	0	1	0	1	1	0	落胆
dismemberment	0	0	1	1	0	1	0	1	0	0	切断
dismiss	0	0	0	0	0	0	0	0	0	0	解散
dismissal	1	0	1	1	0	1	0	1	1	0	解任
dismount	0	0	0	0	0	0	0	0	0	0	降りる
disobedience	1	0	1	0	0	1	0	0	0	0	不従順
disobedient	1	0	0	0	0	1	0	0	0	0	不従順な
disobey	1	0	1	0	0	1	0	0	0	0	従わない
disorder	0	0	0	1	0	1	0	0	0	0	障害
disorderly	0	0	0	0	0	1	0	0	0	0	無秩序に
disorganized	0	0	0	0	0	1	0	0	0	0	まとまりのない
disparage	1	0	1	0	0	1	0	1	0	0	軽蔑する
disparaging	1	0	1	0	0	1	0	1	0	0	軽蔑する
disparate	0	0	0	0	0	0	0	0	0	0	バラバラ
disparity	1	0	1	0	0	1	0	1	0	0	格差
dispassionate	0	0	0	0	0	1	0	1	0	0	冷静な
dispatch	0	0	0	0	0	0	0	0	0	0	急送
dispel	0	0	0	0	0	1	0	1	0	0	払拭する
dispensation	0	0	0	0	0	0	0	0	0	0	調剤
dispense	0	0	0	0	0	0	0	0	0	0	分配する
disperse	0	0	0	0	0	0	0	0	0	0	分散する
dispersed	0	0	0	0	0	0	0	0	0	0	分散した
dispersion	0	0	0	0	0	1	0	0	0	0	分散
displace	0	0	0	0	0	1	0	0	0	0	ずらす
displaced	1	0	0	1	0	0	0	1	0	0	移動した
displacement	0	0	0	0	0	0	0	0	0	0	変位
display	0	0	0	0	0	0	0	0	0	0	画面
displeased	1	0	1	1	0	1	0	1	0	0	不機嫌な
displeasure	0	0	1	0	0	1	0	0	0	0	不快
disposal	0	0	0	0	0	1	0	0	0	0	廃棄
dispose	0	0	1	0	0	0	0	0	0	0	廃棄
disposed	0	1	0	0	0	0	1	0	0	1	処分した
disposition	0	0	0	0	0	0	0	0	0	0	配置
dispossessed	1	0	0	1	0	1	0	1	0	0	没収された
disprove	0	0	0	0	0	0	0	0	0	0	反論する
dispute	1	0	0	0	0	1	0	0	0	0	紛争
disqualification	0	0	0	0	0	1	0	0	0	0	失格
disqualified	1	0	1	0	0	1	0	1	0	0	失格
disqualify	0	0	0	0	0	1	0	1	0	0	失格
disregard	0	0	0	0	0	1	0	0	0	0	無視
disregarded	0	0	1	0	0	1	0	0	0	0	無視された
disreputable	1	0	1	1	0	1	0	0	0	0	評判の悪い
disrepute	0	0	0	0	0	0	0	0	0	0	評判を落とす
disrespect	1	0	0	0	0	1	0	0	0	0	無礼
disrespectful	1	0	1	1	0	1	0	1	0	0	無礼な
disruption	1	0	0	1	0	1	0	0	1	0	混乱
dissatisfaction	0	0	0	0	0	1	0	0	0	0	不満
dissatisfied	0	0	0	0	0	0	0	0	0	0	不満
dissect	0	0	0	0	0	0	0	0	0	0	解剖する
dissection	0	0	1	0	0	0	0	0	0	0	解剖
disseminate	0	0	0	0	0	0	1	0	0	0	広める
dissemination	0	0	0	0	0	0	0	0	0	0	普及
dissension	1	0	0	0	0	1	0	0	0	0	意見の相違
dissent	0	0	0	0	0	0	0	0	0	0	異議を唱える
dissenting	0	0	0	0	0	1	0	0	0	0	異議を唱える
dissertation	0	0	0	0	0	0	0	0	0	0	論文
disservice	1	0	1	0	0	1	0	1	0	0	不利益
dissident	1	0	0	1	0	1	0	0	0	0	反体制派
dissimilar	0	0	0	0	0	0	0	0	0	0	異なる
dissipate	0	0	0	0	0	0	0	0	0	0	消散する
dissipated	0	0	0	0	0	0	0	0	0	0	消散した
dissociation	0	0	0	0	0	0	0	0	0	0	解離
dissolution	1	0	0	1	0	1	0	1	1	0	解散
dissolve	0	0	0	0	0	0	0	0	0	0	溶解する
dissonance	1	0	0	0	0	1	0	0	0	0	不協和音
dissuade	0	0	0	0	0	0	0	0	0	0	思いとどまらせる
distal	0	0	0	0	0	0	0	0	0	0	遠位
distance	0	0	0	0	0	0	0	0	0	0	距離
distant	0	0	0	0	0	0	0	0	0	0	遠い
distaste	0	0	1	0	0	1	0	0	0	0	嫌悪感
distasteful	0	0	1	0	0	1	0	0	0	0	不愉快な
distillate	0	0	0	0	0	0	0	0	0	0	蒸留する
distillation	0	0	0	0	0	0	1	0	0	0	蒸留
distinction	0	0	0	0	0	0	1	0	0	0	違い
distinctive	0	0	0	0	0	0	0	0	0	0	特徴的な
distinguish	0	0	0	0	0	0	0	0	0	0	区別
distinguishable	0	0	0	0	0	0	0	0	0	0	区別できる
distinguished	0	0	0	0	0	0	0	0	0	0	際立った
distinguishing	0	0	0	0	0	0	0	0	0	0	区別する
distorted	0	0	1	0	0	1	0	0	0	0	歪
distortion	0	0	0	0	0	1	0	0	0	0	ねじれ
distract	0	0	0	0	0	1	0	0	0	0	気を散らす
distracted	1	0	0	0	0	1	0	0	0	0	気を散らす
distracting	1	1	0	0	0	1	0	0	0	0	気を散らす
distraction	0	0	0	0	0	1	0	0	0	0	気晴らし
distraught	0	0	0	0	0	1	0	1	0	0	取り乱した
distress	1	0	1	1	0	1	0	1	1	0	苦痛
distressed	0	0	0	1	0	1	0	0	0	0	苦しめられた
distressing	1	0	0	1	0	1	0	0	0	0	悲惨な
distribute	0	0	0	0	0	0	0	0	0	0	分配します
distribution	0	0	0	0	0	0	0	0	0	0	分布
district	0	0	0	0	0	0	0	0	0	0	区域
distrust	1	0	1	1	0	1	0	0	0	0	不信
disturbance	1	0	0	1	0	1	0	1	1	0	妨害
disturbed	1	0	0	0	0	1	0	1	0	0	乱れた
disuse	0	0	0	0	0	1	0	0	0	0	不用
disused	1	0	0	0	0	1	0	0	0	0	使われなくなった
ditch	0	0	0	0	0	0	0	0	0	0	溝
ditto	0	0	0	0	0	0	0	0	0	0	同上
ditty	0	0	0	0	1	0	1	0	0	0	ちっぽけな
diurnal	0	0	0	0	0	0	0	0	0	0	昼の
divan	0	0	0	0	0	0	0	0	0	1	ディバン
dive	0	0	0	0	0	0	0	0	0	0	飛び込む
diver	0	0	0	0	0	0	0	0	0	0	ダイバー
diverge	0	0	0	0	0	0	0	0	0	0	発散する
divergence	0	0	0	0	0	0	0	0	0	0	発散
divergent	0	0	0	0	0	1	0	0	1	0	発散
diverging	0	0	0	0	0	0	0	0	0	0	発散
divers	0	0	0	0	0	0	0	0	0	0	ダイバー
diverse	0	0	0	0	0	1	1	0	0	0	多様
diversified	0	0	0	0	0	0	1	0	0	0	多様化した
diversify	0	0	0	0	0	0	0	0	0	0	多様化する
diversion	0	0	0	0	0	0	1	0	1	0	転用
diversity	0	0	0	0	0	0	0	0	0	0	多様性
divert	0	0	0	0	0	0	0	0	0	0	迂回する
diverting	0	0	0	0	0	0	0	0	0	0	転用
divest	0	0	0	0	0	0	0	0	0	0	売却
divested	0	0	0	0	0	1	0	0	0	0	売却した
divestment	0	0	0	0	0	1	0	0	0	0	売却
divide	0	0	0	0	0	0	0	0	0	0	分ける
divided	0	0	0	0	0	0	0	0	0	0	分割された
dividend	0	0	0	0	0	0	0	0	0	0	配当
divination	0	1	0	0	0	0	0	0	0	0	占い
divine	0	0	0	0	0	0	0	0	0	0	神々しい
divinity	0	0	0	0	0	0	1	0	0	0	神性
divisible	0	0	0	0	0	0	0	0	0	0	割り切れる
division	0	0	0	0	0	0	0	0	0	0	分割
divisor	0	0	0	0	0	0	0	0	0	0	除数
divorce	1	0	1	1	0	1	0	1	1	1	離婚
divulge	0	0	0	0	0	0	0	0	0	0	漏らす
dizziness	0	0	0	0	0	1	0	0	0	0	めまい
dizzy	0	0	0	0	0	1	0	0	0	0	めまいが
docile	0	0	0	0	0	0	0	0	0	0	従順な
dock	0	0	0	0	0	0	0	0	0	0	ドック
docked	0	0	0	0	0	1	0	0	0	0	ドッキングした
docket	0	0	0	0	0	0	0	0	0	0	ドケット
doctor	0	0	0	0	0	0	1	0	0	1	医者
doctrinal	0	0	0	0	0	0	0	0	0	0	教義的な
doctrine	0	0	0	0	0	0	0	0	0	1	教義
document	0	0	0	0	0	0	0	0	0	0	資料
documentary	0	0	0	0	0	0	0	0	0	0	ドキュメンタリー
dodge	0	0	0	0	0	0	0	0	0	0	かわす
dodging	0	0	0	0	0	0	0	0	0	0	かわす
doe	0	0	0	0	0	0	0	0	0	0	雌
doer	0	0	0	0	0	0	1	0	0	0	実行者
dog	0	0	0	0	0	0	0	0	0	0	犬
dogged	0	0	0	0	0	0	1	0	0	0	頑固な
dogma	0	0	0	0	0	0	0	0	0	1	ドグマ
dogmatic	0	0	0	0	0	0	0	0	0	0	独断的
doings	0	0	0	0	0	0	0	0	0	0	行い
doit	0	0	0	0	0	1	0	0	0	0	やれ
doldrums	0	0	0	0	0	1	0	1	0	0	低迷
dole	0	0	0	0	0	1	0	1	0	0	ドール
doll	0	0	0	0	1	0	0	0	0	0	人形
dollar	0	0	0	0	0	0	0	0	0	0	ドル
dolor	0	0	0	0	0	1	0	1	0	0	悲しい
dolphin	0	0	0	0	1	0	1	0	1	1	イルカ
domain	0	0	0	0	0	0	0	0	0	0	ドメイン
dome	0	0	0	0	0	0	0	0	0	0	ドーム
domestic	0	0	0	0	0	0	0	0	0	0	国内
domesticated	0	0	0	0	0	0	0	0	0	0	飼いならされた
domestication	0	0	0	0	0	0	0	0	0	0	家畜化
domicile	0	0	0	0	0	0	0	0	0	0	住所
domiciled	0	0	0	0	0	0	0	0	0	0	本籍のある
dominance	0	0	0	0	0	0	0	0	0	0	支配
dominant	0	0	0	1	0	1	0	0	0	0	支配的
dominate	1	0	0	1	0	1	1	0	0	0	支配する
dominating	0	0	0	0	0	0	0	0	0	0	支配する
domination	1	0	0	1	0	1	0	1	0	0	支配
dominion	0	0	0	1	0	0	0	0	0	1	支配
domino	0	0	0	0	0	0	0	0	0	0	ドミノ
don	0	0	0	0	0	0	1	0	0	1	ドン
donation	0	0	0	0	0	0	1	0	0	0	寄付
donkey	0	0	1	0	0	1	0	0	0	0	ロバ
donor	0	0	0	0	0	0	0	0	0	0	ドナー
doodle	0	0	0	0	0	1	0	0	0	0	いたずら書き
doom	0	0	0	1	0	1	0	0	0	0	破滅
doomed	0	0	0	1	0	1	0	1	0	0	運命づけられた
doomsday	1	1	1	1	0	1	0	1	0	0	終末
door	0	0	0	0	0	0	0	0	0	0	ドア
doorbell	0	0	0	0	0	0	0	0	0	0	呼び鈴
doorway	0	0	0	0	0	0	0	0	0	0	戸口
dormant	0	0	0	0	0	0	0	0	0	0	睡眠状態
dormitory	0	0	0	0	0	0	0	0	0	0	寮
dorsal	0	0	0	0	0	0	0	0	0	0	背側
dose	0	0	0	0	0	0	0	0	0	0	用量
dot	0	0	0	0	0	0	0	0	0	0	ドット
double	0	0	0	0	0	0	0	0	0	0	ダブル
doubled	0	0	0	0	0	0	0	0	0	0	倍増
doublet	0	0	0	0	0	0	0	0	0	0	ダブレット
doubling	0	0	0	0	0	0	0	0	0	0	倍増
doubt	0	0	0	1	0	1	0	1	0	1	疑問に思う
doubtful	0	0	0	0	0	1	0	0	0	0	疑わしい
doubting	0	0	0	0	0	1	0	0	0	0	疑っている
doubtless	0	0	0	0	0	0	1	0	0	1	間違いない
douche	0	0	0	0	0	1	0	0	0	0	潅水
dough	0	0	0	0	0	0	0	0	0	0	生地
doughnut	0	0	0	0	0	0	0	0	0	0	ドーナツ
dour	0	0	0	0	0	1	0	0	0	0	する
dove	0	1	0	0	1	0	1	0	0	1	鳩
downcast	0	0	0	0	0	0	0	0	0	0	意気消沈
downfall	0	0	0	1	0	1	0	1	0	0	没落
downhill	0	0	0	0	0	0	0	0	0	0	下り坂
downpour	0	0	0	0	0	0	0	0	0	0	土砂降り
downright	0	0	0	0	0	0	0	0	0	1	実に
downy	0	0	0	0	0	0	1	0	0	0	綿毛
dowry	0	0	0	0	0	0	0	0	0	0	持参金
doze	0	0	0	0	0	0	0	0	0	0	居眠り
dozen	0	0	0	0	0	0	0	0	0	0	ダース
drab	0	0	0	0	0	1	0	1	0	0	くすんだ
draft	0	1	0	0	0	0	0	0	0	0	下書き
drag	0	0	0	0	0	0	0	0	0	0	引っ張る
dragon	0	0	0	1	0	0	0	0	0	0	ドラゴン
drain	0	0	0	0	0	0	0	0	0	0	ドレイン
drainage	0	0	0	0	0	1	0	0	0	0	排水
drained	0	0	0	0	0	0	0	0	0	0	枯れた
drake	0	0	0	0	0	0	0	0	0	0	ドレイク
drama	0	0	0	0	0	0	0	0	0	0	ドラマ
dramatic	0	0	0	0	0	0	0	0	0	0	劇的
drape	0	0	0	0	0	0	0	0	0	0	ドレープ
drapery	0	0	0	0	0	0	0	0	0	0	カーテン
drastic	0	0	0	0	0	0	0	0	0	0	抜本的な
draught	0	0	0	0	0	0	0	0	0	0	下書き
draw	0	0	0	0	0	0	0	0	0	0	描く
drawback	0	0	0	0	0	1	0	0	0	0	欠点
drawer	0	0	0	0	0	0	0	0	0	0	引き出し
drawers	0	0	0	0	0	0	0	0	0	0	引き出し
drawing	0	0	0	0	0	0	0	0	0	0	図
dread	0	1	0	1	0	1	0	0	0	0	恐怖
dreadful	1	1	1	1	0	1	0	1	0	0	恐ろしい
dreadfully	0	0	1	1	0	1	0	1	1	0	ひどく
dream	0	0	0	0	0	0	0	0	0	0	夢
dreamer	0	0	0	0	0	0	0	0	0	0	夢想家
dreaming	0	0	0	0	0	0	0	0	0	0	夢
dreamy	0	0	0	0	0	0	0	0	0	0	夢のような
dreary	0	0	0	0	0	1	0	1	0	0	退屈な
dredge	0	0	0	0	0	0	0	0	0	0	浚渫
drenched	0	0	0	0	0	0	0	0	0	0	湿性
dresser	0	0	0	0	0	0	0	0	0	0	ドレッサー
dribble	0	0	0	0	0	0	0	0	0	0	ドリブル
dried	0	0	0	0	0	0	0	0	0	0	乾燥した
drier	0	0	0	0	0	0	0	0	0	0	ドライヤー
drift	0	0	0	0	0	0	0	0	0	0	ドリフト
drifted	0	0	0	0	0	0	0	0	0	0	漂流した
drill	0	0	0	0	0	0	0	0	0	0	ドリル
drink	0	0	0	0	0	0	0	0	0	0	飲む
drinking	0	0	0	0	0	1	0	0	0	0	飲酒
drip	0	0	0	0	0	0	0	0	0	0	滴下
dripping	0	0	0	0	0	0	0	0	0	0	滴る
drivel	0	0	1	0	0	1	0	0	0	0	ドライブル
driver	0	0	0	0	0	0	0	0	0	0	運転者
driveway	0	0	0	0	0	0	0	0	0	0	私道
drizzle	0	0	0	0	0	0	0	0	0	0	霧雨
droll	0	0	0	0	0	0	0	0	0	0	ドロール
drone	0	0	0	0	0	1	0	0	0	0	ドローン
drool	0	0	1	0	0	0	0	0	0	0	よだれ
drooping	0	0	0	0	0	1	0	0	0	0	垂れ下がる
drop	0	0	0	0	0	0	0	0	0	0	落とす
droplet	0	0	0	0	0	0	0	0	0	0	滴
drought	0	0	0	0	0	1	0	0	0	0	干ばつ
drove	0	0	0	0	0	0	0	0	0	0	運転した
drown	0	0	0	1	0	1	0	1	0	0	溺れる
drowsiness	0	0	0	0	0	1	0	0	0	0	眠気
drowsy	0	0	0	0	0	0	0	0	0	0	眠い
drudgery	0	0	0	0	0	1	0	0	0	0	苦役
drug	0	0	0	0	0	0	0	0	0	0	薬
drugged	0	0	0	0	0	0	0	1	0	0	薬漬け
drugstore	0	0	0	0	0	0	0	0	0	0	薬局
druid	0	0	0	0	0	0	0	0	0	0	ドルイド
drum	0	0	0	0	0	0	0	0	0	0	ドラム
drummer	0	0	0	0	0	0	0	0	0	0	ドラマー
drumming	0	0	0	0	0	0	0	0	0	0	ドラミング
drunken	0	0	1	0	0	1	0	0	0	0	酔った
drunkenness	0	0	0	0	0	1	0	0	0	0	酩酊
dry	0	0	0	0	0	0	0	0	0	0	ドライ
dryness	0	0	0	0	0	0	0	0	0	0	乾燥
dual	0	0	0	0	0	0	0	0	0	0	デュアル
dualism	0	0	0	0	0	0	0	0	0	0	二元論
duality	0	0	0	0	0	0	0	0	0	0	二元性
dub	0	0	0	0	0	0	0	0	0	0	ダブ
dubious	0	0	0	1	0	1	0	0	0	1	疑わしい
ducking	0	0	0	0	0	0	0	0	0	0	ダッキング
duct	0	0	0	0	0	0	0	0	0	0	ダクト
ductile	0	0	0	0	0	0	0	0	0	0	延性
duds	0	0	0	0	0	0	0	0	0	0	不発弾
due	0	0	0	0	0	0	0	0	0	0	期限
duel	1	1	0	1	0	0	0	0	0	0	決闘
dues	0	0	0	0	0	0	0	0	0	0	会費
duet	0	0	0	0	0	0	1	0	0	0	デュエット
dugout	0	0	0	0	0	0	0	0	0	0	ダグアウト
duke	0	0	0	0	0	0	1	0	0	0	公爵
dull	0	0	0	0	0	1	0	1	0	0	鈍い
dumb	0	0	0	0	0	1	0	0	0	0	バカ
dummy	0	0	0	0	0	1	0	0	0	0	ダミー
dump	0	0	0	0	0	0	0	0	0	0	ごみ
dumps	1	0	0	0	0	1	0	1	0	0	ダンプ
dun	0	0	0	0	0	1	0	0	0	0	鈍い
dune	0	0	0	0	0	0	0	0	0	0	砂丘
dung	0	0	1	0	0	0	0	0	0	0	糞
dungeon	0	0	0	1	0	1	0	0	0	0	ダンジョン
duo	0	0	0	0	0	0	0	0	0	0	デュオ
dupe	1	0	0	0	0	1	0	0	0	0	だます
duplex	0	0	0	0	0	0	0	0	0	0	デュプレックス
duplicate	0	0	0	0	0	0	0	0	0	0	複製
duplication	0	0	0	0	0	0	0	0	0	0	複製
duplicity	1	0	0	0	0	1	0	0	0	0	二枚舌
durability	0	0	0	0	0	0	1	0	0	1	耐久性
durable	0	0	0	0	0	0	1	0	0	1	耐久性のある
duration	0	0	0	0	0	0	0	0	0	0	間隔
duress	1	0	1	1	0	1	0	1	0	0	強要
dusk	0	0	0	0	0	0	0	0	0	0	夕暮れ
dusky	0	0	0	0	0	0	0	0	0	0	薄暗い
dust	0	0	0	0	0	1	0	0	0	0	ほこり
duster	0	0	0	0	0	0	0	0	0	0	ダスター
dusty	0	0	0	0	0	0	0	0	0	0	ほこりっぽい
dutiful	0	1	0	0	0	0	1	0	0	1	従順な
dwarf	0	0	0	0	0	0	0	0	0	0	小人
dwarfed	0	0	0	1	0	1	0	1	0	0	矮小化した
dwell	0	0	0	0	0	0	0	0	0	0	住む
dweller	0	0	0	0	0	0	0	0	0	0	住人
dwelling	0	0	0	0	0	0	0	0	0	0	住居
dye	0	0	0	0	0	0	0	0	0	0	染料
dying	1	0	1	1	0	1	0	1	0	0	死んでいる
dyke	0	0	0	0	0	0	0	0	0	0	堤防
dynamic	0	0	0	0	0	0	0	0	1	0	動的
dynamical	0	0	0	0	0	0	0	0	0	0	動的
dynamics	0	0	0	0	0	0	0	0	0	0	ダイナミクス
dynamite	0	0	0	0	0	0	0	0	0	0	ダイナマイト
dynasty	0	0	0	0	0	0	0	0	0	0	王朝
dysentery	0	0	1	0	0	1	0	1	0	0	赤痢
dyspepsia	0	0	0	0	0	0	0	0	0	0	消化不良
eager	0	1	0	0	1	0	1	0	1	1	熱心
eagerness	0	1	0	0	1	0	1	0	0	1	意気込み
eagle	0	0	0	0	0	0	0	0	0	1	鷲
ear	0	0	0	0	0	0	0	0	0	0	耳
earl	0	0	0	0	0	0	1	0	0	0	伯爵
earlier	0	0	0	0	0	0	0	0	0	0	ついさっき
early	0	0	0	0	0	0	0	0	0	0	早い
earn	0	0	0	0	0	0	1	0	0	0	得る
earnest	0	0	0	0	0	0	1	0	0	0	本気
earnestly	0	0	0	0	0	0	1	0	0	0	真剣に
earnestness	0	0	0	0	0	0	1	0	0	0	本気
earnings	0	0	0	0	0	0	0	0	0	0	収益
earring	0	0	0	0	0	0	0	0	0	0	イヤリング
earshot	0	0	0	0	0	0	0	0	0	0	耳鳴り
earth	0	0	0	0	0	0	0	0	0	0	地球
earthenware	0	0	0	0	0	0	0	0	0	0	土器
earthly	0	0	0	0	0	0	0	0	0	0	地上的な
earthquake	1	0	0	1	0	1	0	1	1	0	地震
earthy	0	0	0	0	0	0	0	0	0	0	素朴な
ease	0	0	0	0	0	0	1	0	0	0	簡易
easel	0	0	0	0	0	0	0	0	0	0	イーゼル
easement	0	0	0	0	0	0	1	0	0	0	地役権
easily	0	0	0	0	0	0	0	0	0	0	簡単に
easy	0	0	0	0	0	0	0	0	0	0	簡単
easygoing	0	0	0	0	0	0	1	0	0	0	のんきな
eat	0	0	0	0	0	0	1	0	0	0	食べる
eating	0	0	0	0	0	0	0	0	0	0	食べる
eavesdropping	0	0	0	0	0	1	0	0	0	0	盗聴
ebb	0	0	0	0	0	0	0	0	0	0	引き潮
ebony	0	0	0	0	0	0	0	0	0	0	黒檀
eccentric	0	0	0	0	0	0	0	0	0	0	エキセントリック
eccentricity	0	0	0	0	0	0	0	0	0	0	偏心
ecclesiastical	0	0	0	0	0	0	0	0	0	0	教会の
echo	0	0	0	0	0	0	0	0	0	0	エコー
eclectic	0	0	0	0	0	0	0	0	0	0	折衷的な
eclipse	0	0	0	0	0	0	0	0	0	0	日食
ecliptic	0	0	0	0	0	0	0	0	0	0	黄道
economical	0	0	0	0	0	0	0	0	0	0	経済的
economics	0	0	0	0	0	0	0	0	0	0	経済
economy	0	0	0	0	0	0	0	0	0	1	経済
ecstasy	0	1	0	0	1	0	1	0	0	0	エクスタシー
ecstatic	0	1	0	0	1	0	1	0	1	0	夢中の
ecumenical	0	0	0	0	0	0	0	0	0	0	エキュメニカル
eddy	0	0	0	0	0	0	0	0	0	0	渦
edge	0	0	0	0	0	0	0	0	0	0	縁
edging	0	0	0	0	0	0	0	0	0	0	エッジング
edible	0	0	0	0	0	0	0	0	0	0	食用
edict	0	0	0	1	0	1	0	0	0	0	布告
edification	0	1	0	0	1	0	1	0	0	1	啓発
edifice	0	0	0	0	0	0	0	0	0	0	建物
edit	0	0	0	0	0	0	0	0	0	0	編集
edition	0	1	0	0	0	0	0	0	0	0	版
editor	0	0	0	0	0	0	0	0	0	0	編集者
editorial	0	0	0	0	0	0	0	0	0	0	社説
educate	0	0	0	0	0	0	1	0	0	0	教育する
educated	0	0	0	0	0	0	1	0	0	0	教育を受けた
education	0	0	0	0	0	0	0	0	0	0	教育
educational	0	0	0	0	0	0	1	0	0	1	教育的
eel	0	0	0	1	0	0	0	0	0	0	うなぎ
effect	0	0	0	0	0	0	0	0	0	0	効果
effective	0	0	0	0	0	0	1	0	0	1	効果的
effects	0	0	0	0	0	0	0	0	0	0	効果
effectual	0	0	0	0	0	0	0	0	0	0	効果的な
effectually	0	0	0	0	0	0	0	0	0	0	効果的に
effectuate	0	0	0	0	0	0	0	0	0	0	実行する
effeminate	0	0	0	0	0	1	0	0	0	0	女々しい
efficacious	0	0	0	0	0	0	0	0	0	0	効果的な
efficacy	0	0	0	0	0	0	1	0	0	0	有効性
efficiency	0	0	0	0	0	0	1	0	0	0	効率
efficient	0	1	0	0	0	0	1	0	0	1	効率的
effigy	1	0	0	0	0	0	0	0	0	0	彫像
effort	0	0	0	0	0	0	1	0	0	0	努力
effusion	0	0	0	0	0	0	0	0	0	0	浸出液
egg	0	0	0	0	0	0	0	0	0	0	卵
ego	0	0	0	0	0	0	0	0	0	0	自我
egotistical	0	0	1	0	0	1	0	0	0	0	自慢の
egregious	1	0	1	0	0	1	0	0	0	0	ひどい
egress	0	0	0	0	0	0	0	0	0	0	下り
eighth	0	0	0	0	0	0	0	0	0	0	第8
eighty	0	0	0	0	0	0	0	0	0	0	80人
ejaculate	0	0	0	0	0	0	0	0	0	0	射精する
ejaculation	0	1	0	0	1	0	1	0	1	1	射精
eject	0	0	0	0	0	1	0	0	0	0	イジェクト
