English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Yiddish Word
enclave	0	0	0	0	0	1	0	0	0	0	ענקלאַווע
enclose	0	0	0	0	0	0	0	0	0	0	אַרומנעמען
encode	0	0	0	0	0	0	0	0	0	0	ענקאָוד
encompass	0	0	0	0	0	0	0	0	0	0	אַרומנעמען
encore	0	0	0	0	0	0	1	0	0	0	ענקאָרע
encounter	0	0	0	0	0	0	0	0	0	0	טרעפן
encourage	0	0	0	0	1	0	1	0	0	1	מוטיקן
encouragement	0	0	0	0	0	0	1	0	0	0	דערמוטיקונג
encroach	0	0	0	0	0	0	0	0	0	0	אַרײַנברענגען
encroachment	0	0	0	1	0	1	0	0	0	0	איבערקערעניש
encrypt	0	0	0	0	0	0	0	0	0	0	ענקריפּט
encumbrance	1	0	0	1	0	1	0	1	0	0	ענגשאַפט
encyclopedia	0	0	0	0	0	0	1	0	0	1	ענציקלאָפּעדיע
end	0	0	0	0	0	0	0	0	0	0	סוף
endanger	0	1	0	1	0	1	0	0	0	0	סכנה
endangered	0	0	0	1	0	1	0	0	0	0	ענדיינדזשד
endeavor	0	1	0	0	0	0	1	0	0	0	שטרעבונג
ended	0	0	0	0	0	0	0	0	0	0	געענדיקט
endemic	0	0	1	1	0	1	0	1	0	0	ענדעמיק
ending	0	0	0	0	0	0	0	0	0	0	סאָף
endless	1	0	0	1	1	1	1	1	0	1	אָנ אַ סאָף
endocarditis	0	0	0	1	0	0	0	1	0	0	ענדאָקאַרדיטיס
endorsement	0	0	0	0	0	0	0	0	0	0	ענדאָרסמאַנט
endow	0	0	0	0	0	0	1	0	0	1	ענדאָוו
endowed	0	0	0	0	0	0	1	0	0	0	ענדאָוועד
endowment	0	0	0	0	0	0	1	0	0	1	ענדאָוומענט
endpapers	0	0	0	0	0	0	0	0	0	0	ענדפּייפּערז
endpoint	0	0	0	0	0	0	0	0	0	0	ענדפּוינט
endurance	0	0	0	0	0	0	1	0	0	0	ענדעראַנס
endure	0	0	0	0	0	0	1	0	0	0	פאַרטראָגן
enema	0	0	1	0	0	0	0	0	0	0	ענעמאַ
enemy	1	0	1	1	0	1	0	0	0	0	שונא
energetic	0	0	0	0	0	0	1	0	0	0	ענערגעטיק
energy	0	0	0	0	0	0	0	0	0	0	ענערגיע
enforce	1	0	0	1	0	1	1	0	0	0	דורכפירן
enforcement	0	0	0	0	0	1	0	0	0	0	ענפאָרסמאַנט
engage	0	0	0	0	0	0	0	0	0	0	דינגען זיך
engaged	0	1	0	0	1	0	1	0	0	1	פאַרקנאַסט
engagement	0	0	0	0	0	0	0	0	0	0	באַשטעלונג
engaging	0	0	0	0	1	0	1	0	0	1	ענגיידזשינג
engender	0	0	0	0	0	0	0	0	0	0	אַרויסרופן
engine	0	0	0	0	0	0	0	0	0	0	מאָטאָר
engineer	0	0	0	0	0	0	0	0	0	0	ינזשעניר
engineering	0	0	0	0	0	0	0	0	0	0	אינזשעניריע
engrave	0	0	0	0	0	0	0	0	0	0	ינגרייבן
engraved	0	0	0	0	0	0	0	0	0	0	ינגרייווד
engraver	0	0	0	0	0	0	0	0	0	0	ינגרייווער
engraving	0	0	0	0	0	0	0	0	0	0	ינגרייווינג
engrossed	0	0	0	0	0	0	0	0	0	0	פֿאַרכאַפּט
engrossing	0	0	0	0	0	0	0	0	0	0	ענגראָסינג
engulf	0	1	0	0	0	0	0	0	0	0	פאַרניכטן
enhance	0	0	0	0	0	0	1	0	0	0	פאַרבעסערן
enigma	0	0	0	0	0	0	0	0	0	0	עניגמאַ
enigmatic	0	0	0	1	0	1	0	0	0	0	עניגמאַטיק
enjoin	0	0	0	0	0	0	0	0	0	0	באַפעלן
enjoy	0	1	0	0	1	0	1	0	0	1	הנאה
enjoying	0	1	0	0	1	0	1	0	0	1	הנאה
enlarged	0	0	0	0	0	0	0	0	0	0	פארגרעסערט
enlargement	0	0	0	0	0	0	0	0	0	0	פארגרעסערונג
enlighten	0	0	0	0	1	0	1	0	0	1	אויפקלערן
enlightenment	0	0	0	0	1	0	1	0	0	1	השכלה
enlist	0	0	0	0	0	0	0	0	0	0	ענליסט
enliven	0	0	0	0	1	0	1	0	1	1	אויפלעבן
enmity	1	0	0	1	0	1	0	1	0	0	פיינטשאַפט
enormity	0	0	0	0	0	0	0	0	0	0	גרויסקייט
enormous	0	0	0	0	0	0	0	0	0	0	ריזיק
enormously	0	0	0	0	0	0	0	0	0	0	ריזיק
enrich	0	0	0	0	0	0	1	0	0	0	באַרייַכערן
enroll	0	1	0	0	0	0	0	0	0	1	פאַרשרייַבן
ensemble	0	0	0	0	0	0	1	0	0	1	אַנסאַמבאַל
ensign	0	0	0	0	0	0	1	0	0	0	ענsign
enslave	0	0	0	0	0	1	0	0	0	0	ענסלייוו
enslaved	1	0	1	1	0	1	0	1	0	0	ענסליווד
enslavement	0	0	0	0	0	1	0	0	0	0	קנעכטשאפט
ensue	0	0	0	0	0	0	0	0	0	0	ינסו
ensure	0	0	0	0	0	0	0	0	0	0	מאך זיכער
entail	0	0	0	0	0	0	0	0	0	0	אַרייַנציען
entangled	1	0	1	1	0	1	0	1	0	0	פארכאפט
entanglement	0	0	0	0	0	1	0	0	0	0	פאַרפליכטונג
enter	0	0	0	0	0	0	0	0	0	0	אַרייַן
enterprise	0	0	0	0	0	0	0	0	0	0	פאַרנעמונג
enterprising	0	0	0	0	0	0	1	0	0	0	אונטערנעמונג
entertain	0	0	0	0	1	0	1	0	0	0	פאַרווייַלן
entertained	0	0	0	0	1	0	1	0	0	0	פֿאַרוויילט
entertaining	0	1	0	0	1	0	1	0	0	0	פֿאַרוויילערישע
entertainment	0	1	0	0	1	0	1	0	1	1	פאַרווייַלונג
enthusiasm	0	1	0	0	1	0	1	0	1	0	ענטוזיאַזם
enthusiast	0	1	0	0	1	0	1	0	1	0	ענטוזיאַסט
entice	0	0	0	0	0	0	0	0	0	0	צוציען
entire	0	0	0	0	0	0	0	0	0	0	גאַנץ
entirety	0	0	0	0	0	0	0	0	0	0	גאַנץ
entitle	0	0	0	0	0	0	0	0	0	0	באַרעכטיקן
entity	0	0	0	0	0	0	0	0	0	0	ענטיטי
entomology	0	0	0	0	0	0	0	0	0	0	ענטאָמאָלאָגי
entrails	0	0	1	0	0	1	0	0	0	0	ינטריילז
entrance	0	0	0	0	0	0	0	0	0	0	אַרייַנגאַנג
entreat	0	0	0	0	0	0	0	0	0	0	בעטן
entree	0	0	0	0	0	0	0	0	0	0	ענטרעע
entrepreneur	0	0	0	0	0	0	0	0	0	0	אַנטראַפּראַנער
entrust	0	0	0	0	0	0	0	0	0	1	ענטראַסט
entry	0	0	0	0	0	0	0	0	0	0	פּאָזיציע
enumerate	0	0	0	0	0	0	0	0	0	0	אויסרעכענען
enumeration	0	0	0	0	0	0	0	0	0	0	אויפצייכענונג
envelope	0	0	0	0	0	0	0	0	0	0	קאָנווערט
envious	0	0	0	0	0	1	0	0	0	0	מעקאַנע
environ	0	0	0	0	0	0	1	0	0	0	סביבה
environment	0	0	0	0	0	0	0	0	0	0	סביבה
environs	0	0	0	0	0	0	0	0	0	0	סוויווע
envision	0	0	0	0	0	0	0	0	0	0	ענוויסיאָן
envoy	0	0	0	0	0	0	0	0	0	0	שליח
ephemeral	0	0	0	0	0	0	0	0	0	0	עפעמעראַל
ephemeris	0	0	0	0	0	0	1	0	0	0	עפעמעריס
epic	0	0	0	0	0	0	1	0	0	0	עפּאָס
epidemic	1	1	1	1	0	1	0	1	1	0	עפידעמיע
epidermis	0	0	0	0	0	0	0	0	0	0	עפּאַדערמיס
epilepsy	0	0	0	0	0	1	0	0	0	0	עפּילעפּסי
epilogue	0	0	0	0	0	0	0	0	0	0	עפּילאָג
episcopal	0	0	0	0	0	0	0	0	0	1	עפּיסקאָפּאַל
episode	0	0	0	0	0	0	0	0	0	0	עפּיזאָד
episodic	0	0	0	0	0	0	0	0	0	0	עפּיזאָד
epistle	0	0	0	0	0	0	0	0	0	0	עפּיסטעל
epitaph	0	0	0	0	0	0	0	1	0	0	עפּיטאַף
epithet	0	0	0	0	0	0	0	0	0	0	עפּיטהעט
epitome	0	0	0	0	0	0	1	0	0	0	עפּיטאָמע
epoch	0	0	0	0	0	0	0	0	0	0	עפאכע
equal	0	0	0	0	0	0	0	0	0	0	גלייַך
equality	0	0	0	0	1	0	1	0	0	1	גלייכקייט
equalization	0	0	0	0	0	0	0	0	0	0	יקוואַליזיישאַן
equalize	0	0	0	0	0	0	0	0	0	0	ויסגלייַכן
equally	0	0	0	0	0	0	1	0	0	0	גלייך
equate	0	0	0	0	0	0	0	0	0	0	יקווייט
equation	0	0	0	0	0	0	0	0	0	0	יקווייזשאַן
equator	0	0	0	0	0	0	0	0	0	0	עקוואַטאָר
equatorial	0	0	0	0	0	0	0	0	0	0	עקוואַטאָריאַל
equestrian	0	0	0	0	0	0	0	0	0	0	רידער
equidistant	0	0	0	0	0	0	0	0	0	0	עקווידיסטאַנט
equilibration	0	0	0	0	0	0	0	0	0	0	יקוואַליבריישאַן
equilibrium	0	0	0	0	0	0	1	0	0	0	יקוואַליבריאַם
equip	0	0	0	0	0	0	0	0	0	0	יקוויפּ
equipment	0	0	0	0	0	0	0	0	0	0	ויסריכט
equitable	0	0	0	0	0	0	0	0	0	0	גלייך
equity	0	0	0	0	0	0	1	0	0	0	יוישער
equivalence	0	0	0	0	0	0	0	0	0	0	עקוויוואַלענט
equivalent	0	0	0	0	0	0	0	0	0	0	עקוויוואַלענט
equivocal	0	0	0	0	0	0	0	0	0	0	עקוויוואַקאַל
era	0	0	0	0	0	0	0	0	0	0	עפאכע
eradicate	1	0	0	0	0	1	0	0	0	0	ויסמעקן
eradication	1	0	1	1	0	1	0	0	0	0	יראַדאַקיישאַן
erase	0	0	0	1	0	1	0	0	0	0	מעקן
erasure	0	0	0	0	0	0	0	0	0	0	מעקן
ere	0	0	0	0	0	0	0	0	0	0	ער
erect	0	0	0	0	0	0	0	0	0	0	אויפשטיין
erection	0	0	0	0	0	0	0	0	0	0	ירעקשאַן
ergo	0	0	0	0	0	0	0	0	0	0	ergo
erode	0	0	0	0	0	0	0	0	0	0	ויסמעקן
erosion	0	0	0	0	0	1	0	0	0	0	יראָוזשאַן
erotic	0	1	0	0	1	1	1	0	1	1	עראָטיש
err	0	0	0	0	0	1	0	0	0	0	טעות
errand	0	1	0	0	0	0	1	0	0	1	אַרבעט
errant	0	0	0	0	0	1	0	0	0	0	ערראַנט
erratic	0	0	0	0	0	1	0	0	1	0	אומגליקלעך
erratum	0	0	0	0	0	1	0	0	0	0	ערראַטום
erroneous	0	0	0	0	0	1	0	0	0	0	טעות
error	0	0	0	0	0	1	0	1	0	0	טעות
erst	0	0	0	0	0	0	0	0	0	0	erst
erudite	0	0	0	0	0	0	1	0	0	0	ערדיטע
erupt	1	0	0	0	0	1	0	0	1	0	ויסברעכן
eruption	1	0	0	1	0	1	0	0	1	0	ויסבראָך
escalade	0	0	0	0	0	0	0	0	0	0	עסקאַלאַדע
escalate	1	0	0	0	0	1	0	0	0	0	עסקאַלייט
escalator	0	0	0	0	0	0	0	0	0	0	עסקאַלאַטאָר
escape	0	1	0	1	0	1	1	0	0	0	אַנטלויפן
escaped	0	0	0	1	0	0	0	0	0	0	אנטרונען
escarpment	0	0	0	0	0	0	0	0	0	0	עסקאַרפּמענט
eschew	1	0	0	0	0	1	0	1	0	0	eschew
escort	0	0	0	0	0	0	0	0	0	1	באַגלייטן
esoteric	0	0	0	0	0	0	0	0	0	0	עסאָטעריק
especial	0	0	0	0	0	0	0	0	0	0	ספּעציעל
espionage	0	0	0	0	0	1	0	0	0	0	שפיאנאזש
espouse	0	0	0	0	0	0	0	0	0	0	ספּאָוסאַס
esprit	0	0	0	0	0	0	1	0	0	0	esprit
essay	0	0	0	0	0	0	0	0	0	0	עסיי
essayist	0	0	0	0	0	0	0	0	0	0	עסיייסט
essence	0	0	0	0	0	0	0	0	0	0	עסאַנס
essential	0	0	0	0	0	0	1	0	0	0	יקערדיק
essentially	0	0	0	0	0	0	0	0	0	0	יסענשאַלי
establish	0	0	0	0	0	0	0	0	0	1	פאַרלייגן
established	0	0	0	0	1	0	1	0	0	0	געגרינדעט
establishment	0	0	0	0	0	0	0	0	0	0	פאַרלייגן
estate	0	0	0	0	0	0	0	0	0	0	נחלה
esteem	0	0	0	0	1	0	1	1	0	1	שאַצן
esthetic	0	0	0	0	0	0	1	0	0	0	עסטעטיש
estimate	0	0	0	0	0	0	0	0	0	0	אָפּשאַצונג
estimation	0	0	0	0	0	0	0	0	0	0	אָפּשאַצונג
estoppel	0	0	0	0	0	0	0	0	0	0	estopel
estranged	0	0	0	0	0	1	0	0	0	0	פֿרעמדע
estrogen	0	0	0	0	0	0	0	0	0	0	עסטראָגען
estuary	0	0	0	0	0	0	0	0	0	0	עסטשוערי
etch	0	0	0	0	0	0	0	0	0	0	עטש
etching	0	0	0	0	0	0	0	0	0	0	עטינג
eternal	0	0	0	0	0	0	0	0	0	0	אייביק
eternity	0	0	0	0	0	0	0	0	0	0	אייביקייט
ethanol	0	0	0	0	0	0	0	0	0	0	עטאַנאָל
ether	0	0	0	0	0	0	0	0	0	0	יטער
ethereal	0	0	0	1	0	0	0	0	0	0	יטרעאַל
ethical	0	0	0	0	0	0	1	0	0	0	עטישע
ethics	0	0	0	0	0	0	1	0	0	0	עטיקס
ethnography	0	0	0	0	0	0	0	0	0	0	עטנאגראפיע
etiology	0	0	0	0	0	0	0	0	0	0	עטיאָלאָגי
etiquette	0	0	0	0	0	0	0	0	0	0	עטיקעט
etymology	0	0	0	0	0	0	0	0	0	0	עטימאָלאָגי
euchre	0	0	0	0	0	0	0	0	0	0	euchre
eugenics	0	0	0	0	0	0	0	0	0	0	יודזשעניקס
eulogy	0	0	0	0	0	0	0	0	0	0	הספדים
euphemism	0	0	0	0	0	0	0	0	0	0	יופעמיסם
euthanasia	0	0	0	1	0	1	0	1	0	0	יוטאַניישאַן
evacuate	0	0	0	1	0	1	0	0	0	0	עוואקואירן
evacuation	0	0	0	0	0	1	0	0	0	0	עוואַקואַציע
evade	1	0	1	1	0	1	0	0	0	0	ויסמיידן
evaluate	0	0	0	0	0	0	0	0	0	0	אָפּשאַצן
evanescence	0	0	0	0	0	0	0	1	1	0	עוואַנעסאַנס
evangelical	0	0	0	0	0	0	0	0	0	0	עוואַנגעליקאַל
evangelist	0	0	0	0	0	0	0	0	0	0	עוואַנגעליסט
evangelistic	0	0	0	0	0	0	0	0	0	0	עוואַנגעליסטיק
evaporation	0	0	0	0	0	0	0	0	0	0	יוואַפּעריישאַן
evasion	0	0	0	1	0	1	0	1	0	0	אַרויסדרייען
eve	0	0	0	0	0	0	0	0	0	0	יוו
evening	0	0	0	0	0	0	0	0	0	0	אָוונט
event	0	0	0	0	0	0	0	0	0	0	געשעעניש
eventful	0	0	0	0	0	0	0	0	0	0	געשעעניש
eventual	0	1	0	0	0	0	0	0	0	0	עווענטועל
eventuality	0	1	0	1	0	0	0	0	0	0	עווענטואַליטעט
evergreen	0	0	0	0	1	0	1	0	0	1	עווערגרין
everlasting	0	0	0	0	0	0	1	0	0	0	אייביק
evermore	0	0	0	0	0	0	0	0	0	0	שטענדיק
everyday	0	0	0	0	0	0	0	0	0	0	יעדן טאג
evict	0	0	0	0	0	1	0	1	0	0	אַרויסטרייַבן
eviction	1	0	1	1	0	1	0	1	0	0	יוויקשאַן
evidence	0	0	0	0	0	0	0	0	0	0	זאָגן
evident	0	0	0	0	0	0	1	0	0	1	קענטיק
evil	1	0	1	1	0	1	0	1	0	0	בייז
evoke	0	0	0	0	0	0	0	0	0	0	אַרויסרופן
evolution	0	0	0	0	0	0	1	0	0	0	עוואָלוציע
evolve	0	0	0	0	0	0	0	0	0	0	יוואַלוו
ewe	0	0	0	0	0	0	0	0	0	0	איו
exacerbate	0	0	0	0	0	1	0	0	0	0	פאַרערגערן
exacerbation	1	0	0	1	0	1	0	0	0	0	פאַרערגערונג
exacting	0	0	0	0	0	1	0	0	0	0	פּינטלעך
exaggerate	1	0	0	0	0	1	0	0	0	0	איבערטריבן
exaggerated	0	0	0	0	0	1	0	0	0	0	איבערגעטריבען
exaggeration	0	0	0	0	0	0	0	0	0	0	גוזמע
exalt	0	1	0	0	1	0	1	0	0	1	דערהויבן
exaltation	0	0	0	0	1	0	1	0	0	1	דערהויבן
exalted	0	0	0	0	1	0	1	0	0	1	דערהויבן
exam	0	0	0	0	0	0	0	0	0	0	יגזאַם
examination	0	0	0	1	0	1	0	0	1	0	דורכקוק
examine	0	0	0	0	0	0	0	0	0	0	ונטערזוכן
examiner	0	0	0	0	0	0	0	0	0	0	יגזאַמאַנער
exasperation	1	0	1	0	0	1	0	0	0	0	עקסאַספּעריישאַן
excavate	0	0	0	0	0	0	0	0	0	0	אויסגראבן
excavation	0	1	0	0	0	1	0	0	1	0	עקסקאַוויישאַן
excavator	0	0	0	0	0	0	0	0	0	0	עקסקאַווייטער
exceed	0	1	0	0	1	0	1	0	0	0	יקסיד
exceeding	0	0	0	0	0	0	0	0	0	0	יקסידינג
excel	0	1	0	0	1	0	1	0	1	1	יקסעל
excellence	0	0	1	0	1	0	1	0	0	1	עקסאַלאַנס
excellent	0	0	0	0	1	0	1	0	0	1	ויסגעצייכנט
excepting	0	0	0	0	0	0	0	0	0	0	אַחוץ
exception	0	0	0	0	0	0	0	0	0	0	ויסנעם
excerpt	0	0	0	0	0	0	0	0	0	0	אויסצוג
excess	0	0	0	0	0	1	0	0	0	0	וידעפדיק
excessive	0	0	0	0	0	0	0	0	0	0	יבעריק
excessively	0	0	0	0	0	0	0	0	0	0	יבעריק
exchange	0	0	0	0	0	0	1	0	0	1	וועקסל
excise	0	0	0	0	0	1	0	0	0	0	עקסייז
excision	0	0	0	0	0	0	0	0	0	0	עקססיסיאָן
excitability	0	0	0	0	0	0	0	0	0	0	עקסייטאַביליטי
excitable	0	0	0	0	0	0	1	0	0	0	יקסייטאַבאַל
excitation	1	1	0	1	1	0	1	0	1	0	יקסייטיישאַן
excite	1	1	0	1	1	0	1	0	1	0	אָנצינדן
excited	0	1	0	0	1	0	1	0	1	1	יקסייטאַד
excitement	0	1	0	0	1	0	1	0	1	0	יקסייטמאַנט
exciting	0	1	0	0	1	0	1	0	1	0	יקסייטינג
exclaim	0	0	0	0	0	0	0	0	1	0	אויסרופן
excluded	0	0	1	0	0	1	0	1	0	0	ויסשליסן
excluding	0	0	0	0	0	1	0	1	0	0	עקסקלודינג
exclusion	0	0	1	1	0	1	0	1	0	0	יקסקלוזשאַן
excrement	0	0	1	0	0	1	0	0	0	0	עקסקרעמענט
excretion	0	0	1	0	0	0	0	0	0	0	יקסקרישאַן
excruciating	0	0	0	1	0	1	0	0	0	0	ומגליקלעך
excursion	0	0	0	0	0	0	0	0	0	0	שפּאַציר
excuse	0	0	0	0	0	1	0	0	0	0	אַנטשולדיקן
execute	0	0	0	0	0	0	0	0	0	0	ויספירן
execution	1	0	0	1	0	1	0	1	0	1	דורכפירונג
executioner	1	0	0	1	0	1	0	1	0	0	עקסעקוטיאָנער
executive	0	0	0	0	0	0	0	0	0	0	יגזעקיאַטיוו
executor	0	0	0	0	0	0	0	0	0	1	עקסאַקיוטער
exegesis	0	0	0	0	0	0	0	0	0	0	עקסעגעסיס
exemplar	0	0	0	0	0	0	0	0	0	0	מוסטער
exemplary	0	0	0	0	0	0	1	0	0	0	יגזעמפּלערי
exemplify	0	0	0	0	0	0	0	0	0	0	ביישפילן
exempt	0	0	0	0	0	0	0	0	0	0	פטור
exemption	0	0	0	0	0	0	1	0	0	0	באַפרייַונג
exercise	0	0	0	0	0	0	0	0	0	0	געניטונג
exert	0	0	0	0	0	0	0	0	0	0	יגזערט
exertion	0	0	0	0	0	0	0	0	0	0	אָנשטרענגונג
exhale	0	0	0	0	0	0	0	0	0	0	ויסאָטעמען
exhaust	0	0	0	0	0	1	0	0	0	0	ויסמאַטערן
exhausted	0	0	0	0	0	1	0	1	0	0	ויסגעמאַטערט
exhaustion	0	1	0	0	0	1	0	1	0	0	ויסמאַטערן
exhaustive	0	0	0	0	0	0	0	0	0	1	יגזאָסטיוו
exhibit	0	0	0	0	0	0	0	0	0	0	ויסשטעלונג
exhibition	0	0	0	0	0	0	0	0	0	0	ויסשטעלונג
exhilaration	0	0	0	0	1	0	1	0	1	0	יקסייטמאַנט
exhort	0	0	0	0	0	0	1	0	0	0	דערמוטיקן
exhortation	0	0	0	0	0	0	1	0	0	0	דרשה
exigent	0	1	1	1	0	1	0	0	1	0	נויטיק
exile	1	0	0	1	0	1	0	1	0	0	גלות
exist	0	0	0	0	0	0	0	0	0	0	עקסיסטירן
existence	0	0	0	0	0	0	1	0	0	0	עקזיסטענץ
existent	0	0	0	0	0	0	0	0	0	0	עקזיסטענט
existing	0	0	0	0	0	0	0	0	0	0	יגזיסטינג
exit	0	0	0	0	0	0	0	0	0	0	אַרויסגאַנג
exodus	0	0	0	0	0	0	0	0	0	0	עקסאָדוס
exorbitant	0	0	0	0	0	0	0	0	0	0	יגזאָרביטאַנט
exorcism	0	0	0	1	0	1	0	1	0	0	עקסאָרסיסם
exorcist	0	0	0	0	0	0	0	0	0	0	עקסאָרסיסט
exotic	0	0	0	0	0	0	1	0	0	0	עקזאָטיש
expand	0	0	0	0	0	0	0	0	0	0	יקספּאַנד
expanded	0	0	0	0	0	0	0	0	0	0	יקספּאַנדיד
expanse	0	0	0	0	0	0	0	0	0	0	יקספּאַנס
expansion	0	0	0	0	0	0	0	0	0	0	יקספּאַנשאַן
expansive	0	0	0	0	0	0	0	0	0	0	יקספּאַנסיוו
expatriate	0	0	0	0	0	1	0	0	0	0	עקספּאַטרייטער
expect	0	1	0	0	0	0	1	0	1	1	דערוואַרטן
expectancy	0	1	0	0	0	0	0	0	0	0	יקספּעקטאַנסי
expectant	0	1	0	0	0	0	0	0	0	0	דערוואַרטן
expectation	0	1	0	0	0	0	1	0	0	0	דערוואַרטונג
expected	0	1	0	0	0	0	0	0	0	0	דערוואַרט
expecting	0	1	0	0	0	0	0	0	0	0	דערוואַרטן
expediency	0	0	0	0	0	0	0	0	0	0	עקספּעדיענסע
expedient	0	0	0	0	1	0	1	0	0	1	נוציק
expedite	0	0	0	0	0	0	0	0	0	0	פאַרגיכערן
expedition	0	1	0	0	0	0	1	0	0	0	עקספּעדיטיאָן
expeditious	0	0	0	0	0	0	0	0	0	0	שנעל
expel	1	0	1	1	0	1	0	1	0	0	אַרויסטרייַבן
expenditure	0	0	0	0	0	1	0	0	0	0	הוצאות
expense	0	0	0	0	0	0	0	0	0	0	קאָסט
expenses	0	0	0	0	0	1	0	0	0	0	הוצאות
expensive	0	0	0	0	0	0	0	0	0	0	טייַער
experience	0	0	0	0	0	0	0	0	0	0	דערפאַרונג
experienced	0	0	0	0	0	0	1	0	0	1	איבערגעלעבט
experiences	0	0	0	0	0	0	0	0	0	0	יקספּיריאַנסיז
experiment	0	1	0	0	0	0	0	0	1	0	עקספּערימענט
experimental	0	0	0	0	0	0	0	0	0	0	יקספּערמענאַל
experimenter	0	0	0	0	0	0	0	0	0	0	עקספּערימענטער
expert	0	0	0	0	0	0	1	0	0	1	מומחה
expertise	0	0	0	0	0	0	1	0	0	1	עקספּערטיז
expiration	0	0	0	0	0	0	0	0	0	0	עקספּעריישאַן
expire	0	0	0	0	0	1	0	1	0	0	ויסגיין
expired	0	0	0	0	0	1	0	0	0	0	אויסגעגאנגען
expiry	0	0	0	0	0	0	0	0	0	0	ויסגאַנג
explain	0	0	0	0	0	0	1	0	0	1	דערקלערן
explanation	0	0	0	0	0	0	0	0	0	0	דערקלערונג
explanatory	0	0	0	0	0	0	0	0	0	0	יקספּלאַנאַטאָרי
expletive	1	0	0	0	0	1	0	0	0	0	יקספּלאַטיוו
explication	0	0	0	0	0	0	0	0	0	0	דערקלערונג
explode	1	0	0	1	0	1	0	1	1	0	ופרייַסן
exploit	0	0	0	0	0	0	0	0	0	0	עקספּלויטירן
explore	0	1	0	0	0	0	0	0	0	0	ויספאָרשן
explorer	0	0	0	0	0	0	0	0	0	0	Explorer
explosion	0	0	0	1	0	1	0	0	1	0	יקספּלאָוזשאַן
explosive	1	1	0	1	0	1	0	0	1	0	יקספּלאָוסיוו
exponent	0	0	0	0	0	0	0	0	0	0	עקספּאָנענט
exponential	0	0	0	0	0	0	0	0	0	0	עקספּאָונענשאַל
export	0	0	0	0	0	0	0	0	0	0	אַרויספירן
exportation	0	0	0	0	0	0	0	0	0	0	עקספּאָרטאַטיאָן
expose	0	1	0	1	0	0	0	0	0	0	ויסשטעלן
exposed	0	0	0	0	0	1	0	0	0	0	יקספּאָוזד
exposition	0	0	0	0	0	0	0	0	0	0	ויסשטעלונג
expository	0	0	0	0	0	0	0	0	0	0	עקספּאָסיטאָרי
exposure	0	0	0	0	0	0	0	0	0	0	אויסגעשטעלטקייט
expound	0	0	0	0	0	0	0	0	0	0	דערקלערן
express	0	0	0	0	0	0	0	0	0	0	אויסדריקן
expression	0	0	0	0	0	0	0	0	0	0	אויסדרוק
expressive	0	0	0	0	0	0	0	0	0	0	יקספּרעסיוו
expropriation	0	0	0	0	0	1	0	0	0	0	עקספּראָופּרייישאַן
expulsion	1	0	1	1	0	1	0	1	0	0	יקספּאַלשאַן
exquisite	0	0	0	0	1	0	1	0	0	0	מעהודערדיק
exquisitely	0	0	0	0	0	0	1	0	0	0	עקסקוויזיטלי
extant	0	0	0	0	0	0	0	0	0	0	עקזיסטירט
extend	0	0	0	0	0	0	1	0	0	0	פאַרברייטערן
extendable	0	0	0	0	0	0	0	0	0	0	עקסטענדאַבלע
extended	0	0	0	0	0	0	0	0	0	0	פארלענגערט
extension	0	0	0	0	0	0	0	0	0	0	פאַרלענגערונג
extensive	0	0	0	0	0	0	1	0	0	0	ברייט
extent	0	0	0	0	0	0	0	0	0	0	מאָס
exterior	0	0	0	0	0	0	0	0	0	0	עקסטעריאָר
exterminate	0	0	0	1	0	1	0	1	0	0	ויסמעקן
extermination	1	0	0	1	0	1	0	0	0	0	פֿאַרניכטונג
external	0	0	0	0	0	0	0	0	0	0	פונדרויסנדיק
externally	0	0	0	0	0	0	0	0	0	0	ויסווייניק
extinct	0	0	0	0	0	1	0	1	0	0	אויסגעשטארבן
extinguish	1	0	0	0	0	1	0	0	0	0	פאַרלעשן
extra	0	0	0	0	0	0	1	0	0	0	עקסטרע
extract	0	0	0	0	0	0	0	0	0	0	עקסטראַקט
extracting	0	0	0	0	0	0	0	0	0	0	עקסטראַקטינג
extraction	0	0	0	0	0	0	0	0	0	0	עקסטראַקטיאָן
extractor	0	0	0	0	0	0	0	0	0	0	עקסטראַקטאָר
extradition	0	0	0	0	0	0	0	0	0	0	אויסלייג
extrajudicial	0	0	0	1	0	1	0	0	0	0	עקסטערדזשודיש
extramural	0	0	0	0	0	0	0	0	0	0	עקסטראַמעראַל
extraneous	0	0	0	0	0	0	0	0	0	0	אויסטערלישע
extraordinary	0	0	0	0	0	0	1	0	0	0	ויסערגעוויינלעך
extravaganza	0	0	0	0	0	0	0	0	0	0	יקסטראַוואַגאַנזאַ
extreme	0	0	0	0	0	0	0	0	0	0	עקסטרעם
extremely	0	0	0	0	0	0	0	0	0	0	גאָר
extremity	0	0	0	0	0	1	0	0	0	0	עקסטרעמאַטי
extricate	0	1	0	0	0	0	1	0	0	0	אויסשטרעקן
extrinsic	0	0	0	0	0	0	0	0	0	0	עקסטרינסיק
extrusion	0	0	0	0	0	0	0	0	0	0	יקסטרוזשאַן
exuberance	0	0	0	0	1	0	1	0	0	0	איבערצייגונג
exude	0	0	0	0	0	0	0	0	0	0	אַרויסלאָזן
eye	0	0	0	0	0	0	0	0	0	0	אויג
