English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Malagasy Word
commutation	0	0	0	0	0	0	1	0	0	0	commutation
commutative	0	0	0	0	0	0	0	0	0	0	commutative
commute	0	0	0	0	0	0	1	0	0	0	niraharaha
commuter	0	0	0	0	0	0	0	0	0	0	commuter
compact	0	0	0	0	0	0	0	0	0	1	mitambatra
compaction	0	0	0	0	0	0	0	0	0	0	compaction
compactness	0	0	0	0	0	0	0	0	0	0	compactness
companion	0	0	0	0	1	0	1	0	0	1	mpiara-mitory
companionship	0	0	0	0	0	0	0	0	0	0	namana
company	0	0	0	0	0	0	0	0	0	0	orinasa
comparable	0	0	0	0	0	0	0	0	0	0	mitovy
comparative	0	0	0	0	0	0	0	0	0	0	fampitahana
comparatively	0	0	0	0	0	0	0	0	0	0	azo lazaina
comparison	0	0	0	0	0	0	0	0	0	0	fampitahana
compartment	0	0	0	0	0	0	0	0	0	0	mampitohy
compass	0	0	0	0	0	0	0	0	0	1	manodidina
compassion	0	0	0	1	0	0	1	0	0	0	fangoraham-po
compassionate	0	0	0	0	0	0	1	0	0	0	fangorahana
compatibility	0	0	0	0	0	0	1	0	0	0	mifanentana
compatible	0	0	0	0	0	0	1	0	0	0	mifanaraka
compel	0	0	0	0	0	0	0	0	0	0	hanery
compelled	0	0	0	0	0	0	0	0	0	0	terena
compelling	0	0	0	0	0	0	1	0	0	0	maharesy lahatra
compendium	0	0	0	0	0	0	0	0	0	0	famintinana
compensate	0	1	0	0	1	0	1	0	1	1	hanonitra
compensation	0	0	0	0	0	0	0	0	0	0	onitra
compensatory	0	0	0	0	0	0	1	0	0	0	fanonerana izany
competence	0	0	0	0	0	0	1	0	0	1	fahaizana
competency	0	0	0	0	0	0	1	0	0	1	fahaiza-
competent	0	0	0	0	0	0	1	0	0	1	mahefa
competition	0	1	0	0	0	1	0	0	0	0	fifaninanana
competitive	0	0	0	0	0	0	0	0	0	0	fifaninanana
competitor	0	0	0	0	0	0	0	0	0	0	mpifaninana
compilation	0	0	0	0	0	0	0	0	0	0	fitambaran'ireo
compile	0	0	0	0	0	0	0	0	0	0	manangona
complacency	0	0	0	0	0	0	1	0	0	0	niraika
complacent	0	0	0	0	0	0	0	0	0	0	afa-po
complain	1	0	0	0	0	1	0	1	0	0	hitaraina
complaint	1	0	0	0	0	1	0	0	0	0	METY HITARAINA
complement	0	1	0	0	1	0	1	0	1	1	hameno
complementary	0	0	0	0	0	0	1	0	0	0	mifameno
completed	0	0	0	0	0	0	0	0	0	0	vita ny
completely	0	0	0	0	0	0	1	0	0	0	tanteraka
completeness	0	0	0	0	0	0	1	0	0	0	fahafenoana
completing	0	1	0	0	1	0	1	0	0	0	nahavita
completion	0	1	0	0	1	0	1	0	0	0	vita
complex	0	0	0	0	0	0	0	0	0	0	PITSINY
complexed	0	0	0	0	0	1	0	0	0	0	complexed
complexion	0	0	0	0	0	0	0	0	0	0	endrika
complexity	0	0	0	0	0	1	0	0	0	0	pitsiny
compliance	0	0	0	0	0	0	1	0	0	1	fanajana
compliant	0	0	0	0	0	0	1	0	0	0	mifanaraka tsara
complicate	1	0	0	0	0	1	0	0	0	0	manasarotra
complicated	0	0	0	0	0	1	0	0	0	0	sarotra
complication	0	0	0	0	0	1	0	0	0	0	olana anefa
complicity	0	0	0	0	0	1	1	0	0	0	firaisana tsikombakomba
compliment	0	1	0	0	1	0	1	0	1	1	fankasitrahana
comply	0	0	0	0	0	0	0	0	0	0	hanaraka
complying	0	0	0	0	0	0	0	0	0	0	mifanaraka
compo	0	0	0	0	0	0	0	0	0	0	compo
component	0	0	0	0	0	0	0	0	0	0	singa fototra
compose	0	0	0	0	0	0	0	0	0	0	Mamboatra
composed	0	0	0	0	0	0	1	0	0	0	ahitana
composer	0	0	0	0	0	0	1	0	0	0	mpamoron-kira
composite	0	0	0	0	0	0	0	0	0	0	ankapobeny
composition	0	0	0	0	0	0	0	0	0	0	fifehezan
compost	0	0	1	0	0	1	0	0	0	0	zezika
composure	0	0	0	0	0	0	1	0	0	0	tony
compound	0	0	0	0	0	0	0	0	0	0	iombonana amin'ny
comprehend	0	0	0	0	0	0	1	0	0	0	mahatakatra
comprehension	0	0	0	0	0	0	0	0	0	0	fahazavan-
comprehensive	0	0	0	0	0	0	1	0	0	0	feno
compress	1	0	0	0	0	0	0	0	0	0	hamintinana ireo
compressed	0	0	0	0	0	0	0	0	0	0	voatsindry
compressible	0	0	0	0	0	0	0	0	0	0	compressible
compression	0	0	0	0	0	0	0	0	0	0	famatrarana
comprise	0	0	0	0	0	0	0	0	0	0	ahitana
compromise	0	0	0	0	0	0	0	0	0	0	marimaritra iraisana
comptroller	0	0	0	0	0	0	0	0	0	1	contrôleur
compulsion	1	0	0	0	0	1	0	0	0	0	tery
compulsory	0	0	0	0	0	1	0	0	0	0	maintsy
computable	0	0	0	0	0	0	0	0	0	0	azo kajy
computation	0	0	0	0	0	0	0	0	0	0	kajy
compute	0	0	0	0	0	0	0	0	0	0	kajy
computer	0	0	0	0	0	0	0	0	0	0	KAJIMIRINDRA
comrade	0	0	0	0	0	0	1	0	0	1	namana
con	0	0	0	0	0	0	0	0	0	0	, con
concatenation	0	0	0	0	0	0	0	0	0	0	concatenation
concave	0	0	0	0	0	0	0	0	0	0	mivohitra
conceal	0	0	0	0	0	1	0	1	0	0	hanafina
concealed	0	1	0	1	0	1	0	0	1	0	miafina
concealment	1	1	0	1	0	1	0	0	0	0	fanafenana
conceit	0	0	0	0	0	1	0	0	0	0	ho hendry
conceited	0	0	0	0	0	1	0	0	0	0	mieboebo
conceivable	0	0	0	0	0	0	0	0	0	0	heritreretina koa
concentrate	0	0	0	0	0	0	0	0	0	0	mifantoka
concentration	0	0	0	0	0	0	0	0	0	0	fitanana
concentric	0	0	0	0	0	0	1	0	0	0	concentric
conception	0	0	0	0	0	0	0	0	0	0	kibo
concern	0	0	0	0	0	0	0	0	0	0	olana
concerned	0	0	0	1	0	0	0	1	0	0	voakasika
concert	0	0	0	0	0	0	0	0	0	0	fampisehoana
concession	0	0	0	0	0	0	0	0	0	0	namelan'i
concessional	0	0	0	0	0	0	0	0	0	0	concessional
concierge	0	0	0	0	0	0	0	0	0	0	concierge
conciliation	0	0	0	0	1	0	1	0	0	1	fampihavanana
concise	0	0	0	0	0	0	0	0	0	0	fohy
conclave	0	0	0	0	0	0	0	0	0	0	conclave
conclude	0	0	0	0	0	0	0	0	0	0	milaza
concluding	0	0	0	0	0	0	1	0	0	0	famaranana
conclusion	0	0	0	0	0	0	0	0	0	0	famaranana
concoction	0	0	0	0	0	0	0	0	0	0	concoction
concomitant	0	0	0	0	0	0	0	0	0	0	miaraka
concord	0	0	0	0	0	0	1	0	0	1	ifanarahan'i
concordance	0	0	0	0	0	0	1	0	0	1	fizahan-teny
concours	0	0	0	0	0	0	0	0	0	0	concours
concourse	0	0	0	0	0	0	0	0	0	0	concourse
concrete	0	0	0	0	0	0	0	0	0	0	simenitra
concurrence	0	0	0	0	0	0	0	0	0	0	mifanaiky
concurrent	0	0	0	0	0	0	0	0	0	0	miaraka
concurring	0	0	0	0	0	0	0	0	0	0	miombon-kevitra
concussion	1	0	0	0	0	1	0	1	0	0	fikorotanana
condemn	1	0	0	0	0	1	0	0	0	0	manameloka
condemnation	1	1	1	1	0	1	0	1	0	0	fanamelohana
condensation	0	0	0	0	0	0	0	0	0	0	condensation
condensed	0	0	0	0	0	0	0	0	0	0	Voafintina
condescending	0	0	0	0	0	1	0	0	0	0	Miondrika
condescension	1	0	1	0	0	1	0	1	0	0	fiambanian
condiment	0	0	0	0	0	0	0	0	0	0	zava-manitra
condition	0	0	0	0	0	0	0	0	0	0	toe-javatra
conditional	0	0	0	0	0	0	0	0	0	0	fepetra
conditionally	0	0	0	0	0	0	0	0	0	0	fepetra
conditioned	0	0	0	0	0	0	0	0	0	0	miankina
conditions	0	0	0	0	0	0	0	0	0	0	toe-javatra
condolence	0	0	0	0	0	0	1	1	0	0	fampiononana
condone	0	0	0	0	0	0	1	0	0	0	Nanala Tsiny
conducive	0	0	0	0	0	0	1	0	0	0	sahaza
conduct	0	0	0	0	0	0	0	0	0	0	FITONDRAN-TENA
conduction	0	0	0	0	0	0	0	0	0	0	conduction
conductivity	0	0	0	0	0	0	1	0	0	0	conductivity
conductor	0	0	0	0	0	0	0	0	0	0	mpitarika
conduit	0	0	0	0	0	0	0	0	0	0	lakan-drano
cone	0	0	0	0	0	0	0	0	0	0	cone
confederate	0	0	0	0	0	0	1	0	0	1	mpihavana
confederation	0	0	0	0	0	0	0	0	0	0	kaonfederasiona
confer	0	0	0	0	0	0	0	0	0	0	manome
conference	0	0	0	0	0	0	0	0	0	0	amin 'ny Conference
confess	0	0	0	0	0	1	1	0	0	1	hiaiky
confession	0	1	0	1	0	1	0	1	1	0	fiaiken-keloka
confessional	0	0	0	1	0	0	0	0	0	1	konfesy
confessions	0	0	0	0	0	0	0	0	0	0	fitanisan-keloka
confide	0	0	0	0	0	0	0	0	0	1	natoky
confidence	0	0	0	1	1	0	1	0	0	1	fahatokiana
confident	0	0	0	0	1	0	1	0	0	1	antoka
confidential	0	0	0	0	0	0	0	0	0	1	tsiambaratelo
confidentially	0	0	0	0	0	0	0	0	0	1	tsiambaratelo
configuration	0	0	0	0	0	0	0	0	0	0	fanahafana
confine	1	0	0	1	0	1	0	1	0	0	velively
confined	1	0	1	1	0	1	0	1	0	0	afa-miala
confinement	1	0	0	1	0	1	0	1	0	0	monina
confines	0	0	0	0	0	0	0	0	0	0	voatsapa
confirm	0	0	0	0	0	0	0	0	0	0	Manamarina
confirmation	0	0	0	0	0	0	0	0	0	1	ny fandraisana ho mpikambana
confirmatory	0	0	0	0	0	0	0	0	0	0	fanamafisana
confirmed	0	0	0	0	0	0	1	0	0	1	noraisina ho mpikambana
confiscate	1	0	0	0	0	1	0	1	0	0	bisikileta
confiscation	0	0	0	0	0	1	0	0	0	0	keriny
conflagration	1	0	0	1	0	1	0	0	0	0	adin'ny
conflict	1	0	0	1	0	1	0	1	0	0	Fifandirana
conflicting	0	0	0	0	0	1	0	0	0	0	mifanohitra
confluence	0	0	0	0	0	0	0	0	0	0	confluence
conformance	0	0	0	0	0	0	1	0	0	0	conformance
conformation	0	0	0	0	0	0	0	0	0	0	conformation
conformity	0	0	0	0	0	0	0	0	0	1	fanarahana
confound	0	0	0	0	0	1	0	0	0	0	hampahamenatra
confounded	0	0	0	0	0	1	0	0	0	0	mangaihay
confront	1	0	0	0	0	0	0	0	0	0	hiatrika
confuse	0	0	0	0	0	1	0	0	0	0	afangaro
confusion	1	0	0	1	0	1	0	0	0	0	fifanjevoana
congenial	0	0	0	0	0	0	1	0	0	0	nifanaraka
congenital	0	0	0	0	0	0	0	0	0	0	hatrany am-bohoka
congestion	0	0	0	0	0	1	0	0	0	0	fitohanana
conglomerate	0	0	0	0	0	0	0	0	0	1	fitambaran'ny
conglomeration	0	0	0	0	0	0	0	0	0	0	conglomeration
congratulatory	0	0	0	0	1	0	1	0	0	0	fiarahabana
congregate	0	0	0	0	0	0	0	0	0	0	Vorio
congregation	0	0	0	0	0	0	1	0	0	1	FIANGONANA
congress	0	0	1	0	0	0	0	0	0	1	kongresy
congressional	0	0	0	0	0	0	0	0	0	0	Kongresy
congressman	0	0	0	0	0	0	0	0	0	1	kaongresy
congruence	0	0	0	0	0	0	1	0	0	1	fifanarahana
conic	0	0	0	0	0	0	0	0	0	0	conic
conical	0	0	0	0	0	0	0	0	0	0	bongo
conjecture	0	1	0	0	0	0	0	0	0	0	ampianarin'ny
conjugal	0	0	0	0	0	0	0	0	0	0	panambadiana
conjugate	0	0	0	0	0	0	0	0	0	0	conjugate
conjugation	0	0	0	0	0	0	0	0	0	0	conjugation
conjunction	0	0	0	0	0	0	0	0	0	0	mpampitohy
conjunctive	0	0	0	0	0	0	0	0	0	0	mpampitohy
conjure	0	1	0	0	0	0	0	0	1	0	amin'ny famakafakana lahatsoratra
conjuring	0	0	0	0	0	1	0	0	0	0	mba hiantsoana
connect	0	0	0	0	0	0	0	0	0	0	mifandray
connected	0	0	0	0	0	0	0	0	0	0	mifandray
connection	0	0	0	0	0	0	0	0	0	0	fifandraisana
connective	0	0	0	0	0	0	0	0	0	1	mampifandray
connoisseur	0	0	0	0	1	0	1	0	0	1	connoisseur
conquer	0	0	0	0	0	0	0	0	0	0	handresy
conqueror	0	0	0	0	0	0	0	0	0	0	mpandresy
conquest	1	0	0	1	0	1	0	0	0	0	handresy
conscience	0	0	0	0	0	0	1	0	0	1	Feon'ny Fieritreretana
conscientious	0	0	0	0	0	0	1	0	0	1	feon'ny fieritreretany
consciousness	0	0	0	0	0	0	1	0	0	0	fahatsiarovan-tena
conscription	0	0	0	0	0	0	0	0	0	0	voantso ho
consecration	0	1	0	0	1	0	1	1	0	1	fanokanana
consecutive	0	0	0	0	0	0	0	0	0	0	misesy
consent	0	0	0	0	0	0	0	0	0	0	manaiky
consenting	0	0	0	0	0	0	0	0	0	0	nanaiky
consequence	0	0	0	0	0	0	0	0	0	0	vokatr'izany
consequent	0	1	0	0	0	0	0	0	0	0	vokatry
conservation	0	1	0	0	0	0	1	0	0	1	fiarovana ny tontolo iainana
conservatism	0	0	0	0	0	0	0	0	0	0	conservatisme
conservative	0	0	0	0	0	0	0	0	0	0	mpandala ny mahazatra
conservatory	0	0	0	0	0	0	0	0	0	0	conservatory
conserve	0	0	0	0	0	0	1	0	0	0	hitahiry
considerable	0	0	0	0	0	0	1	0	0	0	be
considerate	0	0	0	0	0	0	1	0	0	1	fiheverana
consignee	0	0	0	0	0	0	0	0	0	0	olona andefasana entana
consignment	0	0	0	0	0	0	0	0	0	0	zato tany
consistency	0	0	0	0	0	0	1	0	0	1	tapaka
consistent	0	0	0	0	0	0	0	0	0	0	miovaova
consolation	0	0	0	0	0	0	0	0	0	0	fampiononana
console	0	0	0	0	0	0	1	1	0	0	hampionona
consolidate	0	0	0	0	0	0	0	0	0	0	manamafy orina
consolidation	0	0	0	0	0	0	0	0	0	0	fanamafisana
consonant	0	0	0	0	0	0	1	0	0	0	consonant
consort	0	0	0	0	0	0	0	0	0	1	vadin'ny
conspicuous	0	0	0	0	0	0	0	0	0	0	miharihary
conspiracy	0	0	0	1	0	0	0	0	0	0	niray tetika
conspirator	1	1	1	1	0	1	0	0	0	0	mpikomy
conspire	0	0	0	1	0	1	0	0	0	0	tetika
constable	0	0	0	0	0	0	0	0	0	1	constable
constancy	0	0	0	0	0	0	1	0	0	1	tapaka
constant	0	0	0	0	0	0	1	0	0	1	foana
constantly	0	0	0	0	0	0	0	0	0	1	foana
constellation	0	0	0	0	0	0	0	0	0	0	atonton-kintan'i
consternation	1	0	0	1	0	1	0	0	0	0	tebiteby
constipation	0	0	1	0	0	1	0	0	0	0	fitohanana
constituent	0	0	0	0	0	0	0	0	0	0	Panorenana
constituents	0	0	0	0	0	0	0	0	0	0	mpifidy azy
constitute	0	0	0	0	0	0	0	0	0	1	dia maneho
constitution	0	0	0	0	0	0	0	0	0	0	lalam-panorenana
constitutional	0	0	0	0	0	0	1	0	0	1	lalàm-panorenana
constitutionality	0	0	0	0	0	0	0	0	0	0	constitutionnalité
constrain	0	0	0	1	0	1	0	0	0	0	no manery
constrained	0	0	0	0	0	1	0	0	0	0	tery
constraint	1	0	0	1	0	1	0	1	0	0	-tery
construct	0	0	0	0	0	0	1	0	0	0	Manambatra
construction	0	0	0	0	0	0	0	0	0	0	construction
construe	0	0	0	0	0	0	0	0	0	0	mandika
consul	0	0	0	0	0	0	0	0	0	1	Kaonsily
consult	0	0	0	0	0	0	0	0	0	1	maka hevitra
consultation	0	0	0	0	0	0	0	0	0	0	fakan-kevitra
consume	0	0	0	0	0	0	0	0	0	0	handevona
consuming	0	0	0	0	0	0	0	0	0	0	mandevona
consummate	0	0	0	0	0	0	1	0	0	0	tanterak'i
consummation	0	0	0	0	0	0	0	0	0	0	fahatanterahana
consumption	0	0	0	0	0	0	0	0	0	0	fihinanana
contact	0	0	0	0	0	0	1	0	0	0	fifandraisana
contagion	0	1	1	1	0	1	0	0	0	0	areti-mifindra
contagious	0	0	1	1	0	1	0	0	0	0	mifindra
containment	0	0	0	0	0	0	0	0	0	0	famehezana
contaminate	0	0	1	0	0	1	0	0	0	0	ho nitera-pahavoazana
contaminated	0	0	1	1	0	1	0	1	0	0	voaloto
contamination	0	0	1	0	0	1	0	0	0	0	fandotoana
contemplate	0	0	0	0	0	0	0	0	0	0	mieritreritra
contemplation	0	0	0	0	0	0	1	0	0	0	fibanjinana
contemplative	0	0	0	0	0	0	0	0	0	0	Manjary
contemporaneous	0	0	0	0	0	0	0	0	0	0	miaraka
contemporary	0	0	0	0	0	0	0	0	0	0	maoderina
contempt	1	0	1	1	0	1	0	0	0	0	fanamavoana
contemptible	1	0	1	0	0	1	0	0	0	0	tsinontsinona
contemptuous	1	0	0	0	0	1	0	0	0	0	manamavo
contending	0	0	0	0	0	0	0	0	0	0	niady
content	0	0	0	0	1	0	1	0	0	1	votoaty
contention	0	0	0	0	0	0	0	0	0	0	fifandirana
contentious	1	0	1	1	0	1	0	0	0	0	tia ady
contents	0	0	0	0	0	0	0	0	0	0	Hevitra ato Anatiny
context	0	0	0	0	0	0	0	0	0	0	teny manodidina
contiguous	0	0	0	0	0	0	0	0	0	0	mifanakaiky
continence	0	0	0	0	0	0	0	0	0	0	fijanonana
continent	0	0	0	0	0	0	0	0	0	0	Kontinenta
continental	0	0	0	0	0	0	0	0	0	0	kontinanta
contingency	0	0	0	0	0	0	0	0	0	0	ho foana
contingent	0	1	0	0	0	0	0	0	0	0	hiankina
continual	0	0	0	0	0	0	0	0	0	0	mandrakariva
continually	0	0	0	0	0	0	0	0	0	0	mandrakariva
continuance	0	0	0	0	0	0	0	0	0	0	fanohizana
continuation	0	1	0	0	0	0	0	0	0	0	fitohizan'ny
continue	0	1	0	0	0	0	1	0	0	1	hanohy
continued	0	0	0	0	0	0	0	0	0	0	foana
continuing	0	0	0	0	0	0	0	0	0	0	mitohy
continuity	0	0	0	0	0	0	0	0	0	0	fitohizan'ny
continuous	0	0	0	0	0	0	0	0	0	0	Continuous
continuously	0	0	0	0	0	0	0	0	0	0	hatrany
contour	0	0	0	0	0	0	1	0	0	0	contour
contraband	1	0	1	1	0	1	0	0	0	0	fanondranana entana
contract	0	0	0	0	0	0	0	0	0	0	fifanarahana
contracted	0	0	0	0	0	1	0	0	0	0	fifanarahana
contractile	0	0	0	0	0	0	0	0	0	0	contractile
contracting	0	0	0	0	0	0	0	0	0	0	Arakaraka
contraction	0	0	0	0	0	0	0	0	0	0	contraction
contradict	1	0	0	0	0	1	0	0	0	0	Mifanipaka
contradiction	0	0	0	0	0	1	0	0	0	0	mifanohitra
contradictory	0	0	0	0	0	1	0	0	0	0	mifanohitra
contrary	0	0	0	0	0	1	0	0	0	0	IREO
contrast	0	0	0	0	0	0	0	0	0	0	mifanohitra
contrasted	0	0	0	0	0	1	0	0	0	0	mifanohitra
contravene	0	0	0	0	0	1	0	0	0	0	mandika ny
contravention	0	0	0	0	0	1	0	0	0	0	izany tsy
contribute	0	0	0	0	0	0	1	0	0	0	mandray anjara
contributor	0	0	0	0	0	0	1	0	0	1	mpiara-miasa
contrived	0	0	0	0	0	0	0	0	0	0	sarintsariny
control	0	0	0	0	0	0	0	0	0	0	fanaraha-maso
controversial	1	0	0	0	0	1	0	0	0	0	mahabe resaka
controversy	0	0	0	0	0	1	0	0	0	0	adihevitra
conundrum	0	0	0	0	0	0	0	0	0	0	conundrum
convalescent	0	0	0	0	0	0	0	0	0	0	fahasitranana
convection	0	0	0	0	0	0	0	0	0	0	convection
convene	0	0	0	0	0	0	0	0	0	0	nivory
convenience	0	0	0	0	0	0	1	0	0	0	tsy hanahirana
conveniences	0	0	0	0	0	0	0	0	0	0	mampiadana
convenient	0	0	0	0	0	0	1	0	0	0	mety
convent	0	0	0	0	0	0	1	0	0	1	drelijiozy
convention	0	0	0	0	0	0	1	0	0	0	FIVORIAMBE
conventional	0	0	0	0	0	0	0	0	0	0	mahazatra
converge	0	0	0	0	0	0	0	0	0	0	converge
convergence	0	1	0	0	0	0	0	0	0	0	convergence
convergent	0	0	0	0	0	0	0	0	0	0	convergent
conversant	0	0	0	0	0	0	1	0	0	0	mahay miteny
conversation	0	0	0	0	0	0	0	0	0	0	RESAKA
conversational	0	0	0	0	0	0	1	0	0	0	miresaka
converse	0	0	0	0	0	0	0	0	0	0	miresaka
conversing	0	0	0	0	0	0	0	0	0	0	niresaka
conversion	0	0	0	0	0	0	0	0	0	0	fiovam-po
convert	0	0	0	0	0	0	1	0	0	0	niova fo
converted	0	0	0	0	0	0	0	0	0	0	Niova fo
convertible	0	0	0	0	0	0	0	0	0	0	convertible
convex	0	0	0	0	0	0	0	0	0	0	convex
convexity	0	0	0	0	0	0	0	0	0	0	convexity
convey	0	0	0	0	0	0	0	0	0	0	mampita
conveyance	0	0	0	0	0	0	0	0	0	0	pitaterana
conveyancing	0	0	0	0	0	0	0	0	0	1	fitaterana
convict	1	0	1	1	0	1	0	1	0	0	voaheloka
conviction	0	0	0	0	0	1	0	0	0	0	Faharesen-dahatra
convince	0	1	0	0	0	0	1	0	0	1	handresy lahatra
convinced	0	0	0	0	0	0	0	0	0	1	resy lahatra
convincing	0	0	0	0	0	0	0	0	0	1	mandresy lahatra
convocation	0	0	0	0	0	0	0	0	0	0	fivoriana
convoluted	0	0	0	0	0	0	0	0	0	0	mikorontana
convolution	0	0	0	0	0	0	0	0	0	0	convolution
convoy	0	0	0	0	0	0	0	0	0	0	fiara
coo	0	0	0	0	0	0	0	0	0	0	nitoloko
cook	0	0	0	0	0	0	0	0	0	0	mahandro
cookery	0	0	0	0	0	0	0	0	0	0	fahandroana
cooking	0	0	0	0	0	0	0	0	0	0	mahandro
cool	0	0	0	0	0	0	1	0	0	0	mangatsiatsiaka
cooler	0	0	0	0	0	0	0	0	0	0	mangatsiaka kokoa
cooling	0	0	0	0	0	0	0	0	0	0	hihena
coolness	0	0	0	0	0	0	1	0	0	0	fahanginana
coop	1	0	1	0	0	1	0	0	0	0	tranon'akoho
cooperate	0	0	0	0	0	0	1	0	0	0	miara-miasa
cooperating	0	0	0	0	0	0	1	0	0	1	miara-miasa
cooperation	0	0	0	0	0	0	1	0	0	1	fiaraha-miasa
cooperative	0	0	0	0	0	0	1	0	0	1	fiaraha-miasa
coordinate	0	0	0	0	0	0	0	0	0	0	mandrindra
cop	0	0	0	1	0	0	0	0	0	1	polisy
copious	0	0	0	0	0	0	0	0	0	0	be dia be
copper	0	0	0	0	0	0	0	0	0	0	VARAHINA
copy	0	0	0	0	0	1	0	0	0	0	dika mitovy
copycat	1	0	1	0	0	1	0	0	0	0	kopia
copying	0	0	0	0	0	0	0	0	0	0	kopia
copyright	0	0	0	0	0	0	0	0	0	0	copyright
coral	0	0	0	0	0	0	0	0	0	0	haran-dranomasina
cord	0	0	0	0	0	0	0	0	0	0	tady
cordon	0	0	0	0	0	0	0	0	0	0	cordon
corduroy	0	0	0	0	0	0	0	0	0	0	corduroy
core	0	0	0	0	0	0	1	0	0	0	fototra
cork	0	0	0	0	0	0	0	0	0	0	bosoa
corkscrew	0	0	0	0	0	0	0	0	0	0	corkscrew
corn	0	0	0	0	0	0	0	0	0	0	katsaka
cornea	0	0	0	0	0	0	0	0	0	0	cornea
corner	0	0	0	0	0	0	0	0	0	0	zoro
cornet	0	0	0	0	0	0	0	0	0	0	anjomara
cornice	0	0	0	0	0	0	0	0	0	0	cornice
cornstarch	0	0	0	0	0	0	0	0	0	0	varimbazaha
corollary	0	0	0	0	0	0	0	0	0	0	corollary
corona	0	0	0	0	0	0	0	0	0	0	corona
coronation	0	0	0	0	1	0	1	0	0	1	nanosotra
coroner	0	0	0	0	0	1	0	0	0	0	mpandidy
corporal	0	0	0	0	0	1	0	0	0	0	kaporaly
corporate	0	0	0	0	0	0	0	0	0	0	orinasa
corporation	0	0	0	0	0	0	1	0	0	1	fikambanana
corporeal	0	0	0	0	0	0	1	0	0	0	batana
corps	0	0	0	0	0	0	0	0	0	0	corps
corpse	0	0	1	0	0	1	0	1	0	0	faty
corpus	0	0	0	0	0	0	0	0	0	0	corpus
corral	0	0	0	0	0	0	0	0	0	0	corral
correction	0	0	0	0	0	1	0	0	0	0	fanitsiana
corrective	0	0	0	0	0	0	1	0	0	0	manitsy
correctness	0	0	0	0	0	0	0	0	0	1	correct
correlation	0	0	0	0	0	0	0	0	0	0	fifandraisany
correlative	0	0	0	0	0	0	0	0	0	0	correlative
correspond	0	0	0	0	0	0	0	0	0	0	mifanitsy
correspondence	0	1	0	0	0	0	1	0	0	0	taratasy avy amin '
correspondent	0	0	0	0	0	0	0	0	0	0	iraky
corridor	0	0	0	0	0	0	0	0	0	0	lalantsara
corroborate	0	0	0	0	0	0	1	0	0	1	Manamarina an'izay
corroboration	0	0	0	0	0	0	0	0	0	1	fanamarinan'ny
corrosion	0	0	0	0	0	1	0	0	0	0	harafesiny
corrosive	0	0	0	1	0	1	0	0	0	0	manimba tsikelikely
corrupt	0	0	0	0	0	1	0	0	0	0	ratsy
corrupting	1	0	1	1	0	1	0	1	0	0	dratsy
corruption	0	0	1	0	0	1	0	0	0	0	KOLIKOLY
corse	0	0	0	0	0	0	0	1	0	0	corse
corset	0	0	0	0	0	0	0	0	0	0	corset
cortex	0	0	0	0	0	0	0	0	0	0	cortex
cortical	0	0	0	0	0	0	0	0	0	0	mpanentana cortico
corvette	0	0	0	0	0	0	0	0	0	0	corvette
cosmetic	0	0	0	0	0	0	0	0	0	0	tarehy
cosmetics	0	0	0	0	0	0	0	0	0	0	makiazy
cosmic	0	0	0	0	0	0	0	0	0	0	cosmic
cosmology	0	0	0	0	0	0	0	0	0	0	mpandinika
cosmopolitan	0	0	0	0	0	0	1	0	0	1	cosmopolitan
cosmos	0	0	0	0	0	0	0	0	0	0	tontolo izao voarindra
cost	0	0	0	0	0	0	0	0	0	0	vidin'ny
costly	0	0	0	0	0	0	0	0	0	0	lafo vidy
costume	0	0	0	0	0	0	0	0	0	0	akanjo
cosy	0	0	0	0	0	0	1	0	0	0	cozy
cot	0	0	0	0	0	0	0	0	0	0	fandriana
cote	0	0	0	0	0	0	0	0	0	0	cote
cottage	0	0	0	0	0	0	0	0	0	0	trano rantsan-kazo
cotton	0	0	0	0	0	0	0	0	0	0	landihazo
couch	0	0	0	0	0	0	0	1	0	0	fandriana
cougar	0	0	0	0	0	0	0	0	0	0	cougar
cough	0	0	1	0	0	1	0	0	0	0	mikohaka
council	0	1	0	0	0	0	1	0	0	1	Filan-kevitra
counsel	0	0	0	0	0	0	1	0	0	1	TOROHEVITRA
counsellor	1	0	0	1	0	1	0	0	0	1	mpanolo-tsaina
counselor	0	0	0	0	0	0	1	0	0	1	mpanolo-tsaina
count	0	0	0	0	0	0	1	0	0	1	isaina
countdown	0	1	0	0	0	0	0	0	0	0	countdown
countenance	0	0	0	0	0	0	0	0	0	0	endrika
counter	0	0	0	0	0	0	0	0	0	0	by MediaWiki
counteract	0	0	0	0	0	0	0	0	0	0	manohitra
counterbalance	0	0	0	0	0	0	0	0	0	0	hanonerana
counterclaim	0	0	0	0	0	0	0	0	0	0	fanoherana
counterpart	0	0	0	0	0	0	0	0	0	0	mifanitsy
countess	0	0	0	0	0	0	1	0	0	0	Countess
countless	0	0	0	0	0	0	0	0	0	0	maro
country	0	0	0	0	0	0	0	0	0	0	firenena
countryman	0	0	0	0	0	0	0	0	0	1	any ambanivohitra
counts	0	0	0	0	0	0	0	0	0	0	fanisana
county	0	0	0	0	0	0	0	0	0	1	faritra
coup	1	0	0	0	0	0	0	0	1	0	fanonganam-panjakana
