English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Vietnamese Word
butane	0	0	0	0	0	0	0	0	0	0	butan
butcher	1	0	1	1	0	1	0	0	0	0	người bán thịt
butler	0	0	0	0	0	0	1	0	0	1	quản gia
butt	0	0	0	0	0	1	0	0	0	0	mông
butter	0	0	0	0	0	0	0	0	0	0	bơ
butterfly	0	0	0	0	0	0	0	0	0	0	Con bướm
buttery	0	0	0	0	0	0	1	0	0	0	bơ
buttock	0	0	0	0	0	0	0	0	0	0	mông
button	0	0	0	0	0	0	0	0	0	0	cái nút
buttress	0	0	0	0	0	0	0	0	0	0	thắt lưng
buxom	0	0	0	0	0	0	1	0	0	0	buxom
buy	0	0	0	0	0	0	0	0	0	0	mua
buyer	0	0	0	0	0	0	0	0	0	0	người mua
buying	0	0	0	0	0	0	0	0	0	0	mua
buzz	0	1	0	1	0	0	1	0	0	0	buzz
buzzed	0	0	0	0	0	1	0	0	0	0	vo ve
buzzer	0	0	0	0	0	0	0	0	0	0	buzzer
bye	0	1	0	0	0	0	0	0	0	0	từ biệt
bygone	0	0	0	0	0	0	0	0	0	0	đã qua
bylaw	0	0	0	0	0	0	0	0	0	1	bylaw
bystander	0	0	0	0	0	0	0	0	0	0	người ngoài cuộc
byte	0	0	0	0	0	0	0	0	0	0	byte
cab	0	0	0	0	0	0	1	0	0	0	taxi
cabal	0	0	0	1	0	1	0	0	0	0	âm mưu
cabbage	0	0	0	0	0	0	0	0	0	0	cải bắp
cabin	0	0	0	0	0	0	0	0	0	0	cabin
cabinet	0	0	0	0	0	0	1	0	0	1	buồng
cable	0	0	0	0	0	0	0	0	1	0	cáp
cabriolet	0	0	0	0	0	0	0	0	0	0	xe ngựa
cache	0	0	0	0	0	0	0	0	0	0	bộ nhớ đệm
cacophony	1	0	1	0	0	1	0	0	0	0	cacophony
cad	1	0	1	0	0	1	0	0	0	0	cad
cadaver	0	0	1	1	0	1	0	1	1	0	tử thi
caddy	0	0	0	0	0	0	0	0	0	0	caddie
cadence	0	0	0	0	0	0	0	0	0	0	nhịp
cadet	0	0	0	0	0	0	0	0	0	0	thiếu sinh quân
cafe	0	0	0	0	0	0	1	0	0	0	quán cà phê
cage	0	0	0	0	0	1	0	1	0	0	cái lồng
cairn	0	0	0	0	0	0	0	0	0	0	cairn
cake	0	0	0	0	0	0	0	0	0	0	bánh
calamity	0	0	0	0	0	0	0	1	0	0	thiên tai
calcareous	0	0	0	0	0	0	0	0	0	0	đá vôi
calculate	0	0	0	0	0	0	0	0	0	0	tính toán
calculated	0	0	0	0	0	0	0	0	0	0	tính toán
calculating	0	0	0	0	0	1	0	0	0	0	tính toán
calculation	0	1	0	0	0	0	0	0	0	0	phép tính
calculator	0	0	0	0	0	0	1	0	0	1	máy tính
calculus	0	0	0	0	0	0	0	0	0	0	giải tích
calendar	0	0	0	0	0	0	0	0	0	0	lịch
calender	0	0	0	0	0	0	0	0	0	0	bộ lịch
calf	0	0	0	0	1	0	1	0	0	1	bắp chân
caliber	0	0	0	0	0	0	0	0	0	0	tầm cỡ
calibrate	0	0	0	0	0	0	0	0	0	0	hiệu chỉnh
calico	0	0	0	0	0	0	0	0	0	0	calico
calipers	0	0	0	0	0	0	0	0	0	0	thước cặp
call	0	0	0	0	0	0	0	0	0	0	cuộc gọi
calligraphy	0	0	0	0	0	0	0	0	0	0	thư pháp
calling	0	0	0	0	0	0	0	0	0	0	kêu gọi
callous	1	0	1	0	0	1	0	0	0	0	nhẫn tâm
calls	0	1	0	0	0	1	0	0	0	1	cuộc gọi
calm	0	0	0	0	0	0	1	0	0	0	trấn tĩnh
calmness	0	0	0	0	0	0	0	0	0	0	điềm tĩnh
caloric	0	0	0	0	0	0	0	0	0	0	caloric
calorie	0	0	0	0	0	0	0	0	0	0	calorie
calorimeter	0	0	0	0	0	0	0	0	0	0	nhiệt lượng kế
cam	0	0	0	0	0	0	0	0	0	0	cam
camber	0	0	0	0	0	0	0	0	0	0	khum khum
camel	0	0	0	0	0	0	0	0	0	0	con lạc đà
cameo	0	0	0	0	0	0	0	0	0	0	khách mời
cameraman	0	0	0	0	0	0	0	0	0	0	người quay phim
camisole	0	0	0	0	0	0	0	0	0	0	áo yếm
camouflage	0	0	0	0	0	0	0	0	1	0	ngụy trang
camouflaged	0	0	0	0	0	0	0	0	1	0	ngụy trang
camp	0	0	0	0	0	0	0	0	0	0	cắm trại
campaign	0	0	0	0	0	0	0	0	0	0	chiến dịch
campaigner	0	0	0	0	0	0	0	0	0	0	người vận động
campaigning	1	0	0	1	0	1	0	0	0	0	vận động
campus	0	0	0	0	0	0	0	0	0	0	khuôn viên
canal	0	0	0	0	0	0	0	0	0	0	con kênh
canary	0	0	0	0	0	0	1	0	0	0	chim hoàng yến
cancel	0	0	0	0	0	1	0	1	0	0	sự hủy bỏ
canceling	0	0	0	0	0	0	0	0	0	0	hủy bỏ
cancellation	0	0	0	0	0	0	0	0	0	0	sự hủy bỏ
cancer	1	0	1	1	0	1	0	1	0	0	ung thư
candid	0	1	0	0	1	0	1	0	1	1	thật thà
candidacy	0	0	0	0	0	0	0	0	0	0	ứng cử
candidate	0	0	0	0	0	0	1	0	0	0	ứng viên
candied	0	0	0	0	0	0	1	0	0	0	kẹo
candle	0	0	0	0	0	0	0	0	0	0	nến
candlelight	0	0	0	0	0	0	0	0	0	0	ánh nến
candlestick	0	0	0	0	0	0	0	0	0	0	chân đèn
candor	0	0	0	0	0	0	0	0	0	0	sự thẳng thắn
candy	0	0	0	0	0	0	0	0	0	0	cục kẹo
cane	1	0	0	1	0	0	0	0	0	0	cây mía
canine	0	0	0	0	0	0	0	0	0	0	răng nanh
canister	0	0	0	0	0	0	0	0	0	0	cái hộp
canker	1	0	1	0	0	1	0	0	0	0	tai ương
cannibal	0	0	1	1	0	1	0	0	0	0	người ăn thịt người
cannibalism	0	0	1	0	0	1	0	0	0	0	ăn thịt người
canning	0	0	0	0	0	0	0	0	0	0	đóng hộp
cannon	1	0	0	1	0	1	0	0	0	0	đại bác
canoe	0	0	0	0	0	0	0	0	0	0	xuồng
canon	0	0	0	0	0	0	0	0	0	0	canon
canonical	0	0	0	0	0	0	0	0	0	0	kinh điển
canons	0	0	0	0	0	0	0	0	0	1	ca nô
canopy	0	0	0	0	0	0	0	0	0	0	Mái hiên
canteen	0	0	0	0	0	0	0	0	0	0	nhà ăn
canterbury	0	0	0	0	0	0	0	0	0	0	canterbury
cantilever	0	0	0	0	0	0	0	0	0	0	người đúc cantilever
canto	0	0	0	0	0	0	0	0	0	0	canto
canton	0	0	0	0	0	0	0	0	0	0	canton
canvas	0	0	0	0	0	0	0	0	0	0	Tranh sơn dầu
canvass	0	0	0	0	0	0	0	0	0	0	canvass
cap	0	1	0	0	0	0	0	0	0	1	mũ lưỡi trai
capability	0	0	0	0	0	0	0	0	0	0	khả năng
capable	0	0	0	0	0	0	0	0	0	0	có khả năng
capacity	0	0	0	0	0	0	0	0	0	0	dung tích
cape	0	0	0	0	0	0	0	0	0	0	áo choàng
caper	0	0	0	0	0	0	0	0	0	0	bạch hoa
capillary	0	0	0	0	0	0	0	0	0	0	mao mạch
capital	0	0	0	0	0	0	0	0	0	0	thủ đô
capitalist	0	0	0	0	0	0	1	0	0	0	nhà tư bản
capitals	0	0	0	0	0	0	0	0	0	0	thủ đô
capitation	0	0	0	0	0	0	0	0	0	0	định suất
capitol	0	0	0	0	0	0	0	0	0	0	capitol
capitulation	0	0	0	0	0	0	0	0	0	0	sự đầu hàng
caprice	0	0	0	0	0	0	0	0	0	0	caprice
capricious	0	0	0	0	0	0	0	0	0	0	thất thường
caps	0	0	0	0	0	0	0	0	0	0	mũ lưỡi trai
capsule	0	0	0	0	0	0	0	0	0	0	viên con nhộng
captain	0	0	0	0	0	0	1	0	0	0	đội trưởng
caption	0	0	0	0	0	0	0	0	0	0	đầu đề
captivate	0	1	0	0	1	0	1	0	1	1	quyến rũ
captivating	0	0	0	0	0	0	1	0	0	0	quyến rũ
captive	0	0	0	1	0	1	0	1	0	0	bị cầm tù
captivity	0	0	0	0	0	1	0	1	0	0	nuôi nhốt
captor	0	0	0	1	0	1	0	0	0	0	người bắt giữ
capture	0	0	0	0	0	1	0	0	0	0	chiếm lấy
car	0	0	0	0	0	0	0	0	0	0	xe hơi
caramel	0	0	0	0	0	0	0	0	0	0	caramen
carat	0	0	0	0	0	0	0	0	0	0	carat
caravan	0	0	0	0	0	0	0	0	0	0	đoàn caravan
carbon	0	0	0	0	0	0	0	0	0	0	carbon
carcass	0	0	1	1	0	1	0	1	0	0	xác thịt
carcinoma	0	0	0	1	0	1	0	1	0	0	ung thư biểu mô
card	0	0	0	0	0	0	0	0	0	0	Thẻ
cardigan	0	0	0	0	0	0	0	0	0	0	áo nịt
cardinal	0	0	0	0	0	0	0	0	0	0	hồng y
cardiomyopathy	0	0	0	1	0	1	0	1	0	0	bệnh cơ tim
cards	0	0	0	0	0	0	0	0	0	0	thẻ
care	0	0	0	0	0	0	0	0	0	0	quan tâm
career	0	1	0	0	0	0	1	0	0	0	sự nghiệp
careful	0	0	0	0	0	0	1	0	0	0	cẩn thận
carefully	0	0	0	0	0	0	1	0	0	0	cẩn thận
carelessness	1	0	1	0	0	1	0	0	0	0	sự bất cẩn
caress	0	0	0	0	0	0	1	0	0	0	mơn trớn
caret	0	0	0	0	0	0	0	0	0	0	dấu mũ
caretaker	0	0	0	0	0	0	1	0	0	1	giữ nhà
cargo	0	0	0	0	0	0	0	0	0	0	hàng hóa
caribou	0	0	0	0	0	0	0	0	0	0	tuần lộc
caricature	0	0	0	0	0	1	0	0	0	0	biếm họa
caries	0	0	1	0	0	1	0	0	0	0	sâu răng
carnage	1	0	1	1	0	1	0	1	1	0	sự tàn sát
carnal	0	0	0	0	0	1	0	0	0	0	xác thịt
carnation	0	0	0	0	0	0	0	0	0	0	hoa cẩm chướng
carnivorous	0	0	0	1	0	1	0	0	0	0	ăn thịt
carol	0	0	0	0	1	0	1	0	0	1	carol
carousel	0	0	0	0	0	0	0	0	0	0	băng chuyền
carpenter	0	0	0	0	0	0	0	0	0	0	thợ mộc
carriage	0	0	0	0	0	0	0	0	0	0	xe
carried	0	0	0	0	0	0	0	0	0	0	mang theo
carrier	0	0	0	0	0	0	0	0	0	0	vận chuyển
carry	0	0	0	0	0	0	0	0	0	0	mang
carrying	0	0	0	0	0	0	0	0	0	0	chở
cart	0	0	0	0	0	0	0	0	0	0	xe đẩy
cartel	0	0	0	0	0	1	0	0	0	0	thỏa thuận cạnh tranh
carter	0	0	0	0	0	0	0	0	0	0	thợ chạm
cartilage	0	0	0	0	0	0	0	0	0	0	sụn
cartographic	0	0	0	0	0	0	0	0	0	0	bản đồ học
cartography	0	0	0	0	0	0	0	0	0	0	bản đồ học
cartoon	0	0	0	0	0	0	0	0	0	0	hoạt hình
cartouche	0	0	0	0	0	0	0	0	0	0	vỏ đạn
cartridge	0	0	0	1	0	0	0	0	0	0	hộp đạn
carve	0	0	0	0	0	0	0	0	0	0	khắc chạm
carver	0	0	0	0	0	0	0	0	0	0	thợ chạm khắc
carving	0	0	0	0	0	0	0	0	0	0	chạm khắc
cascade	0	0	0	0	0	0	1	0	0	0	thác
case	0	0	0	1	0	1	0	1	0	0	trường hợp
casein	0	0	0	0	0	0	0	0	0	0	casein
cash	1	1	0	1	1	0	1	0	0	1	tiền mặt
cashier	0	0	0	0	0	0	0	0	0	1	thu ngân
cashmere	0	0	0	0	0	0	0	0	0	0	cashmere
casing	0	0	0	0	0	0	0	0	0	0	vỏ bọc
casino	0	0	0	0	0	0	0	0	0	0	sòng bạc
cask	0	0	0	0	0	0	0	0	0	0	thùng
casket	0	0	0	1	0	1	0	1	0	0	quan tài
cast	0	0	0	0	0	0	0	0	0	0	dàn diễn viên
caste	0	0	0	0	0	1	0	0	0	0	đẳng cấp
caster	0	0	0	0	0	0	0	0	0	0	bình luận viên
castle	0	0	0	0	0	0	0	0	0	0	Lâu đài
castor	0	0	0	0	0	0	0	0	0	0	thầu dầu
casual	0	0	0	0	0	0	0	0	0	0	bình thường
casually	0	0	0	0	0	0	0	0	0	0	tình cờ
casualty	1	0	0	1	0	1	0	1	0	0	thương vong
cat	0	0	0	0	0	0	0	0	0	0	con mèo
catabolism	0	0	0	0	0	0	0	0	0	0	dị hóa
catalog	0	0	0	0	0	0	0	0	0	0	mục lục
catalogue	0	0	0	0	0	0	0	0	0	0	mục lục
catalysis	0	0	0	0	0	0	0	0	0	0	xúc tác
catalytic	0	0	0	0	0	0	0	0	0	0	xúc tác
catamaran	0	0	0	0	0	0	0	0	0	0	catamaran
catapult	0	0	0	0	0	0	0	0	0	0	máy bắn đá
cataract	0	1	0	1	0	1	0	1	0	0	đục thủy tinh thể
catastrophe	1	0	1	1	0	1	0	1	1	0	Thảm khốc
catch	0	0	0	0	0	0	0	0	1	0	chụp lấy
catching	0	0	0	0	0	0	0	0	0	0	bắt
catechism	0	0	1	0	0	0	0	0	0	0	giáo lý
categorical	0	0	0	0	0	0	1	0	0	0	phân loại
category	0	0	0	0	0	0	0	0	0	0	thể loại
cater	0	0	0	0	0	0	1	0	0	0	phục vụ
caterer	0	0	0	0	0	0	0	0	0	0	người phục vụ ăn uống
caterpillar	0	0	0	0	0	0	0	0	0	0	sâu bướm
cates	0	0	0	0	0	0	0	0	0	0	cates
cathartic	0	0	0	0	0	0	1	0	0	0	xúc tác
cathedral	0	0	0	0	1	0	1	0	0	1	thánh đường
catheter	0	0	0	0	0	1	0	0	0	0	ống thông
catnip	0	0	0	0	0	0	0	0	0	0	catnip
cattle	0	0	0	0	0	0	0	0	0	0	gia súc
caucus	0	0	0	0	0	0	0	0	0	0	họp kín
caudal	0	0	0	0	0	0	0	0	0	0	đuôi ngựa
caulk	0	0	0	0	0	0	0	0	0	0	caulk
causal	0	0	0	0	0	0	0	0	0	0	nguyên nhân
causality	0	0	0	0	0	0	0	0	0	0	quan hệ nhân quả
causation	0	0	0	0	0	0	0	0	0	0	nhân quả
caused	0	0	0	0	0	0	0	0	0	0	gây ra
causeway	0	0	0	0	0	0	0	0	0	0	đường đắp cao
caution	1	1	0	1	0	1	0	0	0	0	thận trọng
cautionary	0	0	0	1	0	0	0	0	0	0	cảnh giác
cautious	0	1	0	1	0	0	1	0	0	1	dè dặt
cautiously	0	0	0	1	0	0	1	0	0	0	thận trọng
cavalry	0	0	0	0	0	0	0	0	0	0	kỵ sĩ
cave	0	0	0	0	0	0	0	0	0	0	hang
caveat	0	0	0	0	0	0	0	0	0	0	báo trước
cavern	0	0	0	0	0	0	0	0	0	0	hang đá
cavernous	0	0	0	0	0	0	0	0	0	0	có hang
cavity	0	0	0	0	0	0	0	0	0	0	lỗ
cayenne	0	0	0	0	0	0	0	0	0	0	Cayenne
cease	0	0	0	0	0	0	0	0	0	0	ngưng
ceaseless	0	0	0	0	0	0	0	0	0	0	không ngừng
cede	0	0	0	0	0	1	0	0	0	0	nhượng lại
ceiling	0	0	0	0	0	0	0	0	0	0	trần nhà
celebrant	0	0	0	0	0	0	0	0	0	0	chủ tế
celebrated	0	1	0	0	1	0	1	0	0	0	tôn vinh
celebrating	0	1	0	0	1	0	1	0	0	0	kỷ niệm
celebration	0	1	0	0	1	0	1	0	1	1	lễ kỷ niệm
celebrity	1	1	1	0	1	1	1	0	1	1	Danh nhân
celestial	0	1	0	0	1	0	1	0	0	0	thiên
celibacy	0	0	0	0	0	0	0	0	0	0	độc thân
cell	0	0	0	0	0	0	0	0	0	0	tế bào
cellar	0	0	0	0	0	0	0	0	0	0	hầm
cellular	0	0	0	0	0	0	0	0	0	0	di động
celluloid	0	0	0	0	0	0	0	0	0	0	celluloid
cement	0	1	0	0	0	0	0	0	0	1	xi măng
cemented	0	0	0	0	0	0	0	0	0	0	xi măng
cemetery	0	0	0	1	0	1	0	1	0	0	nghĩa trang
censor	1	0	1	1	0	1	0	0	0	1	người kiểm duyệt
censure	0	0	0	0	0	1	0	0	0	0	sự chỉ trích
census	0	0	0	0	0	0	0	0	0	0	điều tra dân số
cent	0	0	0	0	0	0	0	0	0	0	xu
centenary	0	0	0	0	0	0	0	0	0	0	trăm năm
centennial	0	0	0	0	0	0	0	0	0	0	trăm năm
center	0	0	0	0	0	0	1	0	0	1	trung tâm
centimeter	0	0	0	0	0	0	0	0	0	0	centimet
central	0	0	0	0	0	0	0	0	0	0	Trung tâm
centrality	0	0	0	0	0	0	0	0	0	0	trung tâm
centralization	0	0	0	0	0	0	0	0	0	0	tập trung hóa
centralize	0	0	0	0	0	0	0	0	0	0	tập trung hóa
centrally	0	0	0	0	0	0	0	0	0	0	trung ương
centrifugal	0	0	0	0	0	0	0	0	0	0	ly tâm
centrifuge	0	0	0	0	0	0	0	0	0	0	máy ly tâm
centurion	0	0	0	0	0	0	1	0	0	0	centurion
century	0	0	0	0	0	0	0	0	0	0	thế kỷ
ceramics	0	0	0	0	0	0	0	0	0	0	gốm sứ
cereal	0	0	0	0	0	0	0	0	0	0	ngũ cốc
cereals	0	0	0	0	0	0	0	0	0	0	ngũ cốc
cerebral	0	0	0	0	0	0	1	0	0	0	não
ceremonial	0	0	0	0	0	0	0	0	0	0	nghi lễ
ceremony	0	0	0	0	1	0	1	0	1	0	Lễ
certainty	0	0	0	0	0	0	1	0	0	0	sự chắc chắn
certificate	0	0	0	0	0	0	0	0	0	0	giấy chứng nhận
certify	0	0	0	0	0	0	0	0	0	1	chứng thực
cess	0	0	1	0	0	1	0	0	0	0	cess
cessation	0	0	0	0	0	1	0	0	0	0	đình chỉ
chaff	1	0	0	1	0	1	0	0	0	0	chaff
chafing	0	0	0	0	0	1	0	0	0	0	chafing
chagrin	0	0	1	0	0	1	0	1	0	0	buồn rầu
chain	0	0	0	0	0	0	0	0	0	0	chuỗi
chair	0	0	0	0	0	0	0	0	0	0	cái ghế
chairman	0	0	0	0	0	0	1	0	0	1	Chủ tịch
chairperson	0	0	0	0	0	0	0	0	0	0	chủ tọa
chairwoman	0	0	0	0	0	0	1	0	0	1	chủ tịch
chaise	0	0	0	0	0	0	0	0	0	0	ghế dài
chalet	0	0	0	0	0	0	0	0	0	0	nhà gỗ
chalice	0	0	0	0	0	0	0	0	0	0	chén thánh
chalk	0	0	0	0	0	0	0	0	0	0	phấn
challenge	1	0	0	1	0	1	0	0	0	0	thách đấu
chamber	0	0	0	0	0	0	0	0	0	0	buồng
chambers	0	0	0	0	0	0	0	0	0	0	buồng
chameleon	0	0	0	0	0	0	0	0	0	0	con tắc kè
champagne	0	0	0	0	0	0	0	0	0	0	Rượu sâm banh
champion	0	1	0	0	1	0	1	0	0	1	quán quân
chance	0	0	0	0	0	0	0	0	1	0	cơ hội
chancellor	0	0	0	0	0	0	0	0	0	1	thủ tướng
chandelier	0	0	0	0	0	0	0	0	0	0	đèn treo
chandler	0	0	0	0	0	0	0	0	0	0	chandler
change	0	0	0	1	0	0	0	0	0	0	biến đổi
changeable	0	1	0	0	0	0	0	0	1	0	có thể thay đổi
changed	0	0	0	0	0	0	0	0	0	0	đã thay đổi
changer	0	0	0	0	0	0	0	0	0	0	người thay đổi
changing	0	0	0	0	0	0	0	0	0	0	thay đổi
channel	0	0	0	0	0	0	0	0	0	0	kênh truyền hình
chant	1	1	0	0	1	0	1	0	1	0	tụng kinh
chaos	1	0	0	1	0	1	0	1	0	0	sự hỗn loạn
chaotic	1	0	0	0	0	1	0	0	0	0	hỗn loạn
chap	0	0	0	0	0	0	0	0	0	0	chap
chapel	0	0	0	0	0	0	0	0	0	0	nhà nguyện
chaplain	0	0	0	0	0	0	0	0	0	1	tuyên úy
chapman	0	0	0	0	0	0	0	0	0	0	chapman
chaps	0	0	0	0	0	0	0	0	0	0	chaps
chapter	0	0	0	0	0	0	0	0	0	0	chương
char	0	0	0	0	0	0	0	0	0	0	char
character	0	0	0	0	0	0	0	0	0	0	tính cách
characteristic	0	0	0	0	0	0	0	0	0	0	đặc tính
characterize	0	0	0	0	0	0	0	0	0	0	đặc điểm
charade	0	0	0	0	0	1	0	0	0	0	trò chơi đố chữ
charcoal	0	0	0	0	0	0	0	0	0	0	than củi
charge	0	0	0	0	0	0	0	0	0	0	sạc pin
chargeable	0	0	0	1	0	1	0	1	0	0	tính phí
charger	0	0	0	0	0	0	1	0	0	0	bộ sạc
chariot	0	0	0	0	0	0	0	0	0	0	xe ngựa
charitable	0	1	0	0	1	0	1	0	0	1	từ thiện
charity	0	0	0	0	1	0	1	0	0	0	từ thiện
charm	0	0	0	0	0	0	1	0	0	0	quyến rũ
charmed	0	0	0	0	1	1	1	0	0	0	quyến rũ
charmer	0	0	0	0	0	0	0	0	0	0	người quyến rũ
charming	0	0	0	0	0	0	1	0	0	0	quyến rũ
chart	0	0	0	0	0	0	0	0	0	1	đồ thị
charter	0	0	0	0	0	0	0	0	0	0	điều lệ
chartered	0	0	0	0	0	0	0	0	0	0	thuê
chase	0	0	0	0	0	1	0	0	0	0	săn bắt
chasm	0	0	0	1	0	0	0	0	0	0	hang sâu
chastisement	0	0	0	0	0	1	0	0	0	0	sự trừng phạt
chastity	0	1	0	0	0	0	1	0	0	1	trinh tiết
chat	0	0	0	0	0	0	0	0	0	0	trò chuyện
chateau	0	0	0	0	0	0	0	0	0	0	lâu đài
chatter	0	0	0	0	0	0	0	0	0	0	nói nhảm
chattering	0	0	0	0	0	0	1	0	0	0	nói chuyện phiếm
chatty	0	0	0	0	0	1	0	0	0	0	nói chuyện phiếm
chauffeur	0	0	0	0	0	0	0	0	0	0	tài xế riêng
cheap	0	0	0	0	0	1	0	0	0	0	rẻ
cheat	1	0	1	0	0	1	0	0	0	0	lừa đảo
check	0	0	0	0	0	0	0	0	0	0	kiểm tra
checker	0	0	0	0	0	0	0	0	0	0	người kiểm tra
checkered	0	0	0	0	0	0	0	0	0	0	ca rô
checkers	0	0	0	0	0	0	0	0	0	0	người kiểm tra
checklist	0	0	0	0	0	0	1	0	0	1	danh mục
cheek	0	0	0	0	0	0	0	0	0	0	má
cheeks	0	0	0	0	0	0	0	0	0	0	má
cheep	0	0	0	0	0	0	0	0	0	0	chim kêu
cheer	0	1	0	0	1	0	1	0	1	1	nâng cốc
cheerful	0	0	0	0	1	0	1	0	1	0	vui lòng
cheerfulness	0	1	0	0	1	0	1	0	0	1	vui vẻ
cheering	0	0	0	0	1	0	1	0	0	0	Hân hoan
cheery	0	1	0	0	1	0	1	0	0	0	sảng khoái
cheesecake	0	0	0	0	0	1	0	0	0	0	bánh pho mát
cheetah	0	0	0	0	0	0	0	0	0	0	con báo
chemise	0	0	0	0	0	0	0	0	0	0	hóa chất
chemist	0	0	0	0	0	0	1	0	0	1	nhà hóa học
chemistry	0	0	0	0	0	0	0	0	0	0	hoá học
cheque	0	0	0	0	0	0	0	0	0	0	kiểm tra
cherish	0	1	0	0	1	0	1	0	1	1	trân trọng
cherry	0	0	0	0	0	0	1	0	0	0	quả anh đào
chess	0	0	0	0	0	0	0	0	0	0	cờ vua
chest	0	0	0	0	0	0	0	0	0	0	ngực
chestnut	0	0	0	0	0	0	0	0	0	0	hạt dẻ
chevron	0	0	0	0	0	0	0	0	0	0	chevron
chew	0	0	0	0	0	0	0	0	0	0	nhai
chic	0	0	0	0	0	0	0	0	0	0	sang trọng
chicane	0	1	0	0	0	1	0	0	1	1	mật mía
chicken	0	0	0	1	0	0	0	0	0	0	Gà
chief	0	0	0	0	0	0	0	0	0	0	trưởng phòng
chiefly	0	0	0	0	0	0	0	0	0	0	chủ yếu
chieftain	0	0	0	0	0	0	1	0	0	0	thủ lĩnh
child	0	1	0	0	1	0	1	0	0	0	đứa trẻ
childbirth	0	0	0	0	0	0	0	0	0	0	sinh con
childhood	0	0	0	0	1	0	1	0	0	0	thời thơ ấu
childish	0	0	0	0	0	1	0	0	0	0	trẻ trâu
chill	0	0	0	0	0	0	0	0	0	0	làm lạnh
chilly	0	0	0	0	0	1	0	0	0	0	se se lạnh
chime	0	0	0	0	0	0	0	0	0	0	kêu vang
chimera	0	0	0	1	0	0	0	0	1	0	chimera
chimes	0	0	0	0	0	0	0	0	0	0	chuông
chimney	0	0	0	0	0	0	0	0	0	0	ống khói
china	0	0	0	0	0	0	0	0	0	0	Trung Quốc
chine	0	0	0	0	0	0	0	0	0	0	lưng heo
chinook	0	0	0	0	0	0	0	0	0	0	chinook
chip	0	0	0	0	0	0	0	0	0	0	Chip
chipping	0	0	0	0	0	0	0	0	0	0	sứt mẻ
chirp	0	0	0	0	1	0	1	0	0	0	tiếng kêu
chisel	0	0	0	0	0	0	1	0	0	0	đục đẽo
chit	0	0	0	0	0	0	0	0	0	0	chít
chivalry	0	0	0	0	0	0	1	0	0	0	tinh thần hiệp sĩ
chloroform	0	0	0	0	0	1	0	0	0	0	chloroform
chocolate	0	1	0	0	1	0	1	0	0	1	sô cô la
choice	0	0	0	0	0	0	1	0	0	0	sự lựa chọn
choir	0	0	0	0	1	0	1	0	0	1	hợp xướng
choke	1	0	0	0	0	1	0	1	0	0	nghẹt thở
cholera	0	0	1	1	0	1	0	1	0	0	bệnh dịch tả
choose	0	0	0	0	0	0	0	0	0	0	chọn
choosing	0	0	0	0	0	0	0	0	0	0	lựa chọn
chop	0	0	0	0	0	1	0	0	0	0	chặt
chopping	0	0	0	0	0	0	0	0	0	0	chặt
chops	0	0	0	0	0	0	0	0	0	0	chặt
choral	0	0	0	0	1	0	1	0	0	0	hợp xướng
chords	0	0	0	0	0	0	0	0	0	0	hợp âm
chore	0	0	0	0	0	1	0	0	0	0	việc vặt
chorus	0	0	0	0	0	0	1	0	0	0	Điệp khúc
chosen	0	0	0	0	0	0	1	0	0	0	đã chọn
chowder	0	0	0	0	0	0	1	0	0	0	chowder
christening	0	0	0	0	0	0	0	0	0	0	làm lễ rửa tội
chromatic	0	0	0	0	0	0	0	0	0	0	màu sắc
chromatography	0	0	0	0	0	0	0	0	0	0	sắc ký
chromosome	0	0	0	0	0	0	0	0	0	0	nhiễm sắc thể
chronic	0	0	0	0	0	1	0	1	0	0	mãn tính
chronicle	0	0	0	0	0	0	1	0	0	1	ghi chép lại
chronograph	0	0	0	0	0	0	0	0	0	0	đồng hồ bấm giờ
chronological	0	0	0	0	0	0	0	0	0	0	theo niên đại
chuck	0	0	0	0	0	0	0	0	0	0	cười khúc khích
chuckle	0	1	0	0	1	0	1	0	1	1	cười thầm
chunk	0	0	0	0	0	0	0	0	0	0	khúc gỗ
chunky	0	0	0	0	0	0	0	0	0	0	chunky
church	0	1	0	0	1	0	1	0	0	1	nhà thờ
churchyard	0	0	0	0	0	0	0	0	0	0	nhà thờ
churn	0	0	0	0	0	0	0	0	0	0	khuấy động
chute	0	0	0	0	0	0	0	0	0	0	máng trượt
chutney	0	0	0	0	0	0	0	0	0	0	Tương ớt
ciao	0	0	0	0	0	0	0	0	0	0	ciao
cider	0	0	0	0	0	0	1	0	0	0	rượu táo
cigar	0	0	0	0	0	0	0	0	0	0	Điếu xì gà
cigarette	0	0	0	0	0	1	0	0	0	0	thuốc lá
cinch	0	0	0	0	0	0	0	0	0	0	cinch
cinder	0	0	0	0	0	0	0	0	0	0	cái lọ lem luốc
cinema	0	0	0	0	0	0	0	0	0	0	Rạp chiếu phim
cinematographer	0	0	0	0	0	0	0	0	0	0	nhà quay phim
cinematography	0	0	0	0	0	0	0	0	0	0	quay phim
cinnamon	0	0	0	0	0	0	0	0	0	0	Quế
cipher	0	0	0	0	0	0	0	0	0	0	mật mã
circle	0	0	0	0	0	0	0	0	0	0	vòng tròn
circling	0	0	0	0	0	0	0	0	0	0	quay vòng
circuit	0	0	0	0	0	0	0	0	0	0	mạch điện
circular	0	0	0	0	0	0	0	0	0	0	dạng hình tròn
circulate	0	0	0	0	0	0	0	0	0	0	lưu hành
